orf	hom | sporulation efficiency | sporulation medium [unknown] | Marston AL~Amon A, 2004	hom | dyad formation (percentage of cells forming dyads) | sporulation medium [unknown] | Marston AL~Amon A, 2004	hom | chromosome segregation (percentage of tetrads with 1 chromosome/cell) | sporulation medium [unknown] | Marston AL~Amon A, 2004
YJL161W	56.0	59.0	68.0
YJL162C	26.0	23.0	90.0
YJL163C	63.0	52.0	75.0
YJL164C	32.0	38.0	94.0
YJL165C	72.0	40.0	86.0
YJL166W	35.0	37.0	74.0
YJL168C	41.0	20.0	75.0
YJL169W	45.0	13.0	50.0
YJL170C	37.0	12.0	86.0
YJL171C	40.0	27.0	73.0
YJL172W	71.0	31.0	87.0
YJL175W	83.0	52.0	81.0
YJL176C			
YJL177W	76.0	57.0	66.0
YJL178C	39.0	8.0	83.0
YJL179W	45.0	16.0	64.0
YJL180C	44.0	23.0	81.0
YJL181W	49.0	18.0	92.0
YJL182C	43.0	28.0	77.0
YJL183W	61.0	13.0	78.0
YJL184W	22.0	27.0	0.0
YJL185C	47.0	19.0	91.0
YJL186W	49.0	8.0	70.0
YJL187C	63.0	14.0	84.0
YJL188C	58.0	28.0	67.0
YJL189W	52.0	50.0	82.0
YJL190C	44.0	27.0	98.0
YJL191W	78.0	47.0	90.0
YJL192C	58.0	22.0	90.0
YJL193W	39.0	13.0	96.0
YJL196C	41.0	34.0	85.0
YJL197W	22.0	18.0	77.0
YJL198W	55.0	9.0	82.0
YJL199C	21.0	29.0	78.0
YJL200C	68.0	47.0	70.0
YJL201W	46.0	18.0	80.0
YJL204C	45.0	18.0	80.0
YJL205C	56.0	18.0	89.0
YJL206C	77.0	44.0	84.0
YJL207C	49.0	20.0	92.0
YJL208C	48.0	19.0	71.0
YJL209W	41.0	15.0	94.0
YJL210W	33.0	6.0	80.0
YJL211C	59.0	22.0	76.0
YJL212C	22.0	18.0	83.0
YJL213W	75.0	44.0	96.0
YJL214W	59.0	14.0	81.0
YJL215C	48.0	17.0	73.0
YJL216C	42.0	24.0	76.0
YJL217W	43.0	27.0	60.0
YJL218W	30.0	43.0	82.0
YJR001W	39.0	46.0	83.0
YJR003C	54.0	44.0	92.0
YJR004C	64.0	50.0	63.0
YJR005W	52.0	35.0	76.0
YJR008W	21.0	10.0	78.0
YJR009C	40.0	30.0	84.0
YJR010C-A	47.0	32.0	79.0
YJR010W	41.0	39.0	75.0
YJR011C	49.0	37.0	62.0
YJR014W	60.0	48.0	84.0
YJR015W	58.0	29.0	70.0
YJR018W	57.0	46.0	70.0
YJR019C	54.0	43.0	82.0
YJR020W	34.0	44.0	64.0
YJR021C	29.0	21.0	61.0
YJR024C	38.0	18.0	86.0
YJR025C	52.0	35.0	64.0
YJR030C	50.0	44.0	46.0
YJR031C	16.0	69.0	57.0
YJR032W	48.0	31.0	63.0
YJR033C	55.0	45.0	78.0
YJR034W	34.0	41.0	68.0
YJR035W	43.0	42.0	85.0
YJR036C	36.0	44.0	70.0
YJR037W	60.0	33.0	74.0
YJR038C	52.0	40.0	75.0
YJR039W	55.0	38.0	59.0
YJR040W	54.0	56.0	90.0
YJR043C	64.0	38.0	84.0
YJR044C	46.0	20.0	82.0
YJR047C	46.0	39.0	88.0
YJR048W	44.0	39.0	82.0
YJR049C	45.0	29.0	84.0
YJR050W	46.0	59.0	96.0
YJR051W	44.0	48.0	59.0
YJR052W			
YJR053W	54.0	9.0	
YJR054W	44.0	20.0	75.0
YJR055W	37.0	41.0	78.0
YJR056C	49.0	39.0	85.0
YJR058C	28.0	36.0	88.0
YJR059W	43.0	26.0	84.0
YJR060W	47.0	45.0	64.0
YJR061W	57.0	46.0	86.0
YJR062C	68.0	43.0	74.0
YJR063W	44.0	39.0	90.0
YJR066W	50.0	34.0	88.0
YJR069C	44.0	37.0	73.0
YJR070C	76.0	33.0	98.0
YJR073C	21.0	19.0	89.0
YJR074W	76.0	46.0	52.0
YJR075W	57.0	19.0	87.0
YJR077C	38.0	39.0	64.0
YJR078W	26.0	23.0	96.0
YJR079W	17.0	41.0	96.0
YJR080C	62.0	42.0	71.0
YJR082C	12.0	17.0	97.0
YJR083C	41.0	22.0	
YJR084W	46.0	43.0	81.0
YJR087W	68.0	44.0	84.0
YJR088C	36.0	22.0	95.0
YJR090C	57.0	42.0	29.0
YJR091C	38.0	37.0	84.0
YJR092W	34.0	26.0	84.0
YJR094C	4.0	75.0	
YJR094W-A	54.0	35.0	90.0
YJR095W	23.0	30.0	
YJR096W	72.0	58.0	83.0
YJR097W	70.0	47.0	78.0
YJR098C	88.0	34.0	82.0
YJR099W	70.0	24.0	76.0
YJR100C	60.0	17.0	66.0
YJR102C	22.0	32.0	94.0
YJR103W	50.0	16.0	96.0
YJR104C	60.0	38.0	83.0
YJR105W	39.0	23.0	81.0
YJR106W	51.0	22.0	78.0
YJR107W	57.0	46.0	65.0
YJR108W	53.0	15.0	86.0
YJR109C	67.0	45.0	78.0
YJR110W	56.0	21.0	91.0
YJR111C	24.0	33.0	92.0
YJR113C	62.0	44.0	80.0
YJR115W	36.0	17.0	96.0
YJR116W	57.0	33.0	86.0
YJR117W	68.0	49.0	78.0
YJR118C	76.0	43.0	52.0
YJR119C	60.0	40.0	84.0
YJR120W	44.0	36.0	72.0
YJR121W	75.0	52.0	90.0
YJR122W	61.0	31.0	86.0
YJR124C	62.0	44.0	84.0
YJR125C	81.0	43.0	76.0
YJR126C	77.0	52.0	94.0
YJR127C	44.0	25.0	93.0
YJR128W	78.0	21.0	94.0
YJR129C	67.0	21.0	80.0
YJR130C	63.0	19.0	80.0
YJR131W	41.0	29.0	70.0
YJR133W	67.0	39.0	80.0
YJR134C	57.0	44.0	82.0
YJR135C	35.0	29.0	89.0
YJR137C	34.0	24.0	90.0
YJR139C	68.0	51.0	88.0
YJR140C	58.0	34.0	69.0
YJR142W	50.0	48.0	86.0
YJR144W	67.0	39.0	70.0
YJR145C	68.0	38.0	86.0
YJR146W	49.0	33.0	92.0
YJR147W	64.0	31.0	94.0
YJR148W	37.0	51.0	70.0
YJR149W	39.0	23.0	96.0
YJR150C	43.0	42.0	88.0
YJR152W	39.0	51.0	94.0
YJR153W	62.0	42.0	68.0
YJR154W	41.0	20.0	72.0
YKL001C	33.0	33.0	78.0
YKL002W	50.0	26.0	84.0
YKL003C	48.0	17.0	75.0
YKL005C	31.0	38.0	76.0
YKL006W	18.0	17.0	94.0
YKL007W	24.0	42.0	75.0
YKL008C	31.0	29.0	70.0
YKL009W	42.0	29.0	78.0
YKL010C	38.0	32.0	85.0
YKL011C	21.0	33.0	82.0
YKL015W	42.0	40.0	87.0
YKL016C	42.0	31.0	84.0
YKL017C	21.0	24.0	76.0
YKL020C	36.0	53.0	82.0
YKL023W	38.0	45.0	77.0
YKL025C	46.0	33.0	84.0
YKL026C	45.0	22.0	70.0
YKL027W	42.0	21.0	72.0
YKL029C	65.0	28.0	85.0
YKL030W	47.0	45.0	88.0
YKL031W	52.0	37.0	85.0
YKL032C	57.0	39.0	83.0
YKL033W-A	26.0	19.0	82.0
YKL034W	17.0	41.0	79.0
YKL037W	42.0	32.0	69.0
YKL038W	37.0	19.0	77.0
YKL039W	42.0	29.0	67.0
YKL040C	26.0	35.0	82.0
YKL041W	29.0	14.0	71.0
YKL043W	38.0	13.0	79.0
YKL044W	59.0	24.0	77.0
YKL046C	58.0	41.0	85.0
YKL047W	40.0	8.0	81.0
YKL048C	31.0	6.0	98.0
YKL050C	46.0	37.0	85.0
YKL051W	18.0	28.0	84.0
YKL053C-A	65.0	40.0	60.0
YKL053W	21.0	38.0	88.0
YKL054C	10.0	20.0	21.0
YKL055C	39.0	44.0	54.0
YKL056C	21.0	41.0	76.0
YKL057C	22.0	50.0	78.0
YKL061W	9.0	22.0	70.0
YKL062W	54.0	33.0	80.0
YKL063C	35.0	31.0	75.0
YKL064W	38.0	26.0	92.0
YKL065C	31.0	16.0	72.0
YKL066W	62.0	23.0	81.0
YKL067W	49.0	27.0	63.0
YKL068W	47.0	38.0	74.0
YKL069W	60.0	32.0	76.0
YKL070W	43.0	51.0	75.0
YKL071W	35.0	23.0	86.0
YKL072W	45.0	29.0	81.0
YKL073W	46.0	33.0	88.0
YKL074C	31.0	29.0	83.0
YKL075C	38.0	37.0	85.0
YKL076C	56.0	16.0	72.0
YKL077W	25.0	36.0	90.0
YKL079W	46.0	22.0	82.0
YKL080W	46.0	39.0	68.0
YKL081W	52.0	33.0	62.0
YKL084W	39.0	15.0	88.0
YKL085W	25.0	16.0	90.0
YKL086W	34.0	12.0	94.0
YKL087C	29.0	24.0	88.0
YKL090W	37.0	30.0	80.0
YKL091C	40.0	55.0	76.0
YKL092C	43.0	23.0	84.0
YKL093W	34.0	23.0	90.0
YKL094W	68.0	37.0	86.0
YKL096W	67.0	30.0	90.0
YKL096W-A	58.0	47.0	90.0
YKL097C	42.0	36.0	58.0
YKL098W	46.0	35.0	72.0
YKL100C	11.0	18.0	73.0
YKL101W	57.0	30.0	71.0
YKL102C	45.0	24.0	72.0
YKL103C	38.0	47.0	98.0
YKL105C	73.0	26.0	94.0
YKL106W	56.0	29.0	83.0
YKL107W	52.0	37.0	90.0
YKL109W	60.0	21.0	66.0
YKL110C	45.0	27.0	88.0
YKL113C	41.0	32.0	70.0
YKL114C			
YKL115C	62.0	42.0	84.0
YKL116C	66.0	18.0	78.0
YKL117W	42.0	36.0	89.0
YKL118W	61.0	39.0	81.0
YKL119C	42.0	29.0	79.0
YKL120W	56.0	14.0	86.0
YKL121W	49.0	35.0	84.0
YKL123W	62.0	32.0	78.0
YKL124W	54.0	32.0	81.0
YKL126W	63.0	57.0	73.0
YKL127W	75.0	33.0	82.0
YKL128C	36.0	28.0	88.0
YKL129C	55.0	24.0	90.0
YKL130C	57.0	25.0	86.0
YKL131W	39.0	15.0	87.0
YKL132C	66.0	35.0	94.0
YKL133C	55.0	27.0	91.0
YKL134C	49.0	37.0	71.0
YKL135C	32.0	53.0	86.0
YKL136W	57.0	21.0	89.0
YKL137W	47.0	30.0	78.0
YKL138C	58.0	29.0	70.0
YKL139W	76.0	43.0	68.0
YKL140W	57.0	33.0	82.0
YKL142W	50.0	48.0	94.0
YKL143W	48.0	35.0	92.0
YKL146W	31.0	16.0	80.0
YKL147C	68.0	21.0	86.0
YKL148C	53.0	26.0	76.0
YKL149C	50.0	48.0	93.0
YKL150W	64.0	27.0	81.0
YKL151C	56.0	38.0	88.0
YKL155C	33.0	24.0	80.0
YKL156W	60.0	37.0	73.0
YKL157W	57.5	37.0	81.0
YKL159C	50.0	38.0	72.0
YKL160W	64.0	22.0	88.0
YKL161C	46.0	41.0	70.0
YKL162C	20.0	30.0	83.0
YKL162C-A	36.0	33.0	90.0
YKL163W	63.0	27.0	91.0
YKL164C	64.0	30.0	90.0
YKL166C	61.0	18.0	84.0
YKL167C	58.0	34.0	77.0
YKL168C	27.0	44.0	90.0
YKL169C	58.0	36.0	73.0
YKL170W	45.0	29.0	80.0
YKL171W	38.0	26.0	88.0
YKL174C	61.0	30.0	84.0
YKL175W	56.0	29.0	90.0
YKL176C	57.0	33.0	75.0
YKL177W			
YKL178C			
YKL179C	42.0	24.0	70.0
YKL183W	76.0	17.0	92.0
YKL184W	54.0	30.0	83.0
YKL185W	56.0	11.0	78.0
YKL187C			
YKL188C	64.0	34.0	75.0
YKL190W	43.0	30.0	92.0
YKL191W	65.0	23.0	94.0
YKL194C	62.0	45.0	94.0
YKL197C	45.0	33.0	94.0
YKL198C	60.5	27.5	96.0
YKL201C	62.0	44.5	94.0
YKL202W	64.0	50.0	82.0
YKL204W	63.0	30.0	94.0
YKL205W	57.0	30.0	90.0
YKL206C	76.0	20.0	91.0
YKL207W	59.0	25.0	94.0
YKL208W	65.0	32.0	90.0
YKL211C	36.0	53.0	92.0
YKL212W	49.0	29.0	96.0
YKL213C	53.0	30.0	94.0
YKL214C	50.0	22.0	94.0
YKL215C	40.0	50.0	78.0
YKL216W	40.0	3.0	69.0
YKL217W	59.0	25.0	92.0
YKL218C	57.0	37.0	85.0
YKL220C	43.0	40.0	90.0
YKL221W	55.0	44.0	93.0
YKL222C	48.0	42.0	83.0
YKR001C	61.0	43.0	87.0
YKR003W	39.0	26.0	94.0
YKR005C	65.0	29.0	88.0
YKR006C	60.0	43.0	82.0
YKR007W	70.0	31.0	78.0
YKR009C	37.0	54.0	88.0
YKR010C	55.0	36.0	82.0
YKR011C	63.0	27.0	84.0
YKR012C	44.0	34.0	94.0
YKR013W	69.0	39.0	96.0
YKR014C	67.0	25.0	89.0
YKR015C	38.0	50.0	92.0
YKR016W	40.0	20.0	89.0
YKR017C	55.0	31.0	68.0
YKR018C	35.0	31.0	89.0
YKR019C	71.0	42.0	81.0
YKR020W	45.0	33.0	94.0
YKR021W	61.0	44.0	94.0
YKR023W	65.0	51.0	88.0
YKR024C	43.0	16.0	81.0
YKR026C	40.0	43.0	88.0
YKR027W	67.0	40.0	81.0
YKR028W	62.0	44.0	82.0
YKR029C	56.0	36.0	69.0
YKR030W	57.0	44.0	84.0
YKR031C	41.0	20.0	86.0
YKR032W	56.0	30.0	92.0
YKR033C	61.0	25.0	90.0
YKR034W	54.0	54.0	81.0
YKR035C	41.0	32.0	94.0
YKR035W-A	54.0	19.0	
YKR036C	56.0	39.0	74.0
YKR039W	70.0	46.0	69.0
YKR040C	67.0	31.0	92.0
YKR041W	64.0	44.0	87.0
YKR042W	38.0	21.0	84.0
YKR043C	45.0	31.0	86.0
YKR044W	47.0	15.0	80.0
YKR045C	54.0	28.0	98.0
YKR046C	75.0	49.0	85.0
YKR047W	44.0	40.0	77.0
YKR048C	48.0	38.0	92.0
YKR049C	18.0	31.0	98.0
YKR050W	38.0	26.0	94.0
YKR051W	39.0	44.0	95.0
YKR052C	37.0	25.0	90.0
YKR053C	64.0	48.0	84.0
YKR054C	38.0	25.0	82.0
YKR055W	44.0	34.0	80.0
YKR056W	30.0	38.0	86.0
YKR057W	41.0	27.0	88.0
YKR058W	36.0	31.0	88.0
YKR059W	40.0	27.0	96.0
YKR060W	28.0	52.0	92.0
YKR061W	22.0	41.0	90.0
YKR064W	30.0	35.0	88.0
YKR065C	36.0	26.0	98.0
YKR066C	33.0	24.0	87.0
YKR067W	70.0	26.0	80.0
YKR069W	62.0	44.0	75.0
YKR070W	59.0	34.0	96.0
YKR072C	69.0	42.0	90.0
YKR073C	19.0	21.0	96.0
YKR074W	24.0	4.0	92.0
YKR075C	48.0	38.0	90.0
YKR076W	51.0	20.0	84.0
YKR077W	45.0	22.0	86.0
YKR078W	41.0	27.0	82.0
YKR080W	91.0	22.0	76.0
YKR082W	48.0	48.0	68.0
YKR084C	63.0	30.0	92.0
YKR085C	38.0	50.0	69.0
YKR087C	35.0	20.0	82.0
YKR088C	43.0	19.0	75.0
YKR089C	33.0	64.0	86.0
YKR090W	44.0	38.0	67.0
YKR091W	48.0	10.0	57.0
YKR092C	32.0	19.0	83.0
YKR093W	26.0	19.0	90.0
YKR094C	54.0	26.0	79.0
YKR095W	29.0	31.0	84.0
YKR096W	47.0	21.0	88.0
YKR097W	18.0	22.0	84.0
YKR098C	58.0	24.0	78.0
YKR099W	61.0	46.0	61.0
YKR100C	38.0	42.0	79.0
YKR101W	49.0	45.0	74.0
YKR102W	69.0	46.0	80.0
YKR103W	41.0	10.0	79.0
YKR104W	41.0	15.0	84.0
YKR105C	47.0	6.0	78.0
YKR106W	57.0	39.0	62.0
YLL001W	53.0	35.0	30.0
YLL002W	49.0	41.0	80.0
YLL005C	13.0	38.0	
YLL006W	61.0	44.0	92.0
YLL007C	57.0	14.0	86.0
YLL009C	14.0	29.0	85.0
YLL010C	44.0	30.0	74.0
YLL012W	31.0	26.0	69.0
YLL013C	67.0	34.0	94.0
YLL014W	76.0	26.0	85.0
YLL015W	53.0	42.0	86.0
YLL018C-A	24.0	29.0	70.0
YLL019C	33.0	42.0	83.0
YLL020C	39.0	23.0	84.0
YLL021W	69.0	16.0	87.0
YLL023C	66.0	35.0	81.0
YLL024C	29.0	21.0	89.0
YLL025W	56.0	11.0	93.0
YLL026W	73.0	23.0	91.0
YLL027W	62.0	35.0	87.0
YLL028W	60.0	30.0	93.0
YLL029W	41.0	49.0	86.0
YLL030C	56.0	39.0	92.0
YLL032C	51.0	29.0	96.0
YLL033W	43.0	28.0	88.0
YLL038C	17.0	24.0	89.0
YLL039C	3.0	0.0	
YLL040C	14.0	14.0	
YLL041C	2.0	50.0	83.0
YLL042C	3.0	33.0	83.0
YLL043W	47.0	30.0	96.0
YLL044W	69.0	36.0	82.0
YLL045C	69.0	26.0	90.0
YLL046C	26.0	42.0	74.0
YLL047W			
YLL048C	55.0	38.0	84.0
YLL049W	66.0	42.0	56.0
YLL052C	57.0	33.0	89.0
YLL053C	28.0	50.0	91.0
YLL054C	46.0	37.0	93.0
YLL055W	43.0	40.0	91.0
YLL056C	61.0	51.0	87.0
YLL057C	58.0	50.0	91.0
YLL058W	53.0	38.0	86.0
YLL059C	63.0	33.0	86.0
YLL060C	65.0	20.0	83.0
YLL061W	31.0	48.0	96.0
YLL062C	42.0	40.0	84.0
YLL063C	44.0	27.0	66.0
YLR001C	53.0	25.0	92.0
YLR003C	80.0	24.0	83.0
YLR004C	82.0	30.0	79.0
YLR006C	63.0	40.0	80.0
YLR011W	63.0	43.0	93.0
YLR012C	75.0	41.0	89.0
YLR013W	65.0	42.0	83.0
YLR014C	81.0	16.0	77.0
YLR015W	68.0	18.0	77.0
YLR016C	70.0	24.0	83.0
YLR017W	76.0	29.0	77.0
YLR018C	65.0	28.0	95.0
YLR019W	38.0	37.0	79.0
YLR020C	36.0	36.0	90.0
YLR021W	45.0	29.0	80.0
YLR023C	71.0	20.0	81.0
YLR024C	84.0	48.0	67.0
YLR025W	53.0	22.0	75.0
YLR027C	27.0	48.0	81.0
YLR028C	41.0	22.0	73.0
YLR030W	49.0	49.0	72.0
YLR031W	55.0	40.0	90.0
YLR032W	53.0	34.0	73.0
YLR034C	40.0	38.0	86.0
YLR035C	42.0	52.0	79.0
YLR036C	82.0	38.0	93.0
YLR037C	63.0	48.0	76.0
YLR038C	44.0	34.0	76.0
YLR039C	65.0	37.0	80.0
YLR040C	60.0	23.0	96.0
YLR041W	57.0	40.0	80.0
YLR042C	31.0	16.0	66.0
YLR043C	41.0	15.0	75.0
YLR044C	32.0	10.0	87.0
YLR046C	23.0	22.0	76.0
YLR047C	25.0	20.0	79.0
YLR048W	52.0	8.0	81.0
YLR049C	50.0	18.0	78.0
YLR050C	72.0	49.0	82.0
YLR052W	51.0	43.0	88.0
YLR053C	20.0	45.0	67.0
YLR054C	23.0	17.0	64.0
YLR055C	59.0	22.0	78.0
YLR056W	42.0	31.0	54.0
YLR057W	57.0	18.0	71.0
YLR058C	33.0	18.0	86.0
YLR059C	21.0	5.0	70.0
YLR061W	37.0	8.0	78.0
YLR062C	48.0	10.0	61.0
YLR063W	33.0	15.0	86.0
YLR064W	30.0	23.0	63.0
YLR065C	48.0	17.0	71.0
YLR067C	36.0	31.0	71.0
YLR068W	32.0	25.0	72.0
YLR069C	22.0	27.0	80.0
YLR070C	29.0	24.0	86.0
YLR072W	46.0	10.0	90.0
YLR073C	61.0	29.0	85.0
YLR074C	46.0	13.0	76.0
YLR077W	37.0	19.0	92.0
YLR079W	31.0	16.0	78.0
YLR080W	39.0	21.0	74.0
YLR081W	20.0	15.0	76.0
YLR082C	30.0	37.0	82.0
YLR083C	35.0	29.0	72.0
YLR084C	40.0	20.0	56.0
YLR085C	50.0	12.0	72.0
YLR087C	15.0	27.0	53.0
YLR089C	36.0	17.0	74.0
YLR090W	49.0	20.0	81.0
YLR091W	7.0	0.0	
YLR092W	30.0	13.0	86.0
YLR093C	53.0	13.0	60.0
YLR094C	53.0	19.0	82.0
YLR095C	63.0	17.0	76.0
YLR096W	49.0	20.0	89.0
YLR097C	43.0	26.0	70.0
YLR098C	22.0	36.0	78.0
YLR099C	5.0	40.0	79.0
YLR102C	27.0	41.0	77.0
YLR104W	31.0	35.0	80.0
YLR107W	31.0	23.0	76.0
YLR108C	44.0	18.0	88.0
YLR109W	62.0	21.0	88.0
YLR110C	58.0	52.0	90.0
YLR111W	27.0	22.0	84.0
YLR112W	42.0	17.0	84.0
YLR113W	42.0	31.0	76.0
YLR114C	20.0	25.0	80.0
YLR118C	34.0	18.0	82.0
YLR119W	32.0	21.0	77.0
YLR120C	50.0	8.0	83.0
YLR121C	28.0	18.0	84.0
YLR122C	26.0	4.0	80.0
YLR123C	47.0	21.0	68.0
YLR124W	51.0	33.0	82.0
YLR125W	67.0	10.0	78.0
YLR126C	27.0	22.0	78.0
YLR128W	21.0	24.0	78.0
YLR130C	22.0	32.0	78.0
YLR131C	50.0	32.0	74.0
YLR133W	33.0	30.0	92.0
YLR134W	48.0	31.0	76.0
YLR135W	26.0	42.0	75.0
YLR136C	23.0	26.0	86.0
YLR137W	45.0	29.0	77.0
YLR138W	26.0	50.0	79.0
YLR139C	45.0	18.0	79.0
YLR142W	54.0	37.0	69.0
YLR143W	55.0	24.0	66.0
YLR144C	34.0	18.0	88.0
YLR146C	46.0	63.0	89.0
YLR148W	42.0	48.0	86.0
YLR149C	33.0	21.0	73.0
YLR150W	40.0	43.0	78.0
YLR151C	29.0	28.0	89.0
YLR152C	34.0	15.0	89.0
YLR154C	46.0	26.0	78.0
YLR164W	56.0	32.0	88.0
YLR165C	43.0	23.0	84.0
YLR168C	44.0	20.0	78.0
YLR169W	51.0	22.0	72.0
YLR170C	28.0	32.0	64.0
YLR171W	58.0	21.0	76.0
YLR172C	36.0	31.0	80.0
YLR173W	36.0	11.0	74.0
YLR174W	37.0	22.0	80.0
YLR176C	51.0	18.0	80.0
YLR177W	48.0	25.0	66.0
YLR178C	56.0	30.0	92.0
YLR179C	38.0	21.0	97.0
YLR180W	52.0	21.0	98.0
YLR181C	33.0	18.0	97.0
YLR182W	60.0	28.5	82.5
YLR183C	44.0	14.0	92.0
YLR184W	42.0	17.0	97.0
YLR185W	25.0	12.0	96.0
YLR187W	48.0	31.0	91.0
YLR188W	31.0	29.0	88.0
YLR189C	32.0	34.0	95.0
YLR190W	55.0	22.0	95.0
YLR191W	36.0	31.0	87.0
YLR192C	49.0	51.0	78.0
YLR193C	41.0	10.0	
YLR194C	43.0	12.0	95.0
YLR199C	64.0	20.0	
YLR200W	30.0	40.0	92.0
YLR201C	41.0	27.0	95.0
YLR202C	24.0	33.0	93.0
YLR203C	9.0	11.0	94.0
YLR204W	30.0	27.0	95.0
YLR205C	54.0	29.0	97.0
YLR206W	42.0	14.0	97.0
YLR207W	42.0	33.0	93.0
YLR209C	24.0	42.0	93.0
YLR210W	65.0	28.0	96.0
YLR211C	43.0	44.0	96.0
YLR213C	34.0	38.0	
YLR214W	51.0	27.0	
YLR216C	32.0	22.0	95.0
YLR217W	42.0	29.0	90.0
YLR218C	45.0	24.0	98.0
YLR219W	39.0	26.0	98.0
YLR220W	52.0	25.0	80.0
YLR221C	39.0	36.0	71.0
YLR224W	54.0	33.0	84.0
YLR225C	42.0	26.0	84.0
YLR226W	28.0	46.0	90.0
YLR227C	50.0	72.0	71.0
YLR228C	60.0	18.0	77.0
YLR231C	55.0	44.0	78.0
YLR232W	42.0	31.0	71.0
YLR233C	52.0	15.0	72.0
YLR234W	47.0	38.0	88.0
YLR235C	58.0	38.0	80.0
YLR236C	61.0	28.0	92.0
YLR237W	73.0	51.0	88.0
YLR238W	63.0	19.0	91.0
YLR239C	54.0	30.0	82.0
YLR240W	43.0	23.0	75.0
YLR241W	53.0	40.0	84.0
YLR242C	55.0	31.0	88.0
YLR244C	36.0	19.0	82.0
YLR246W	51.0	43.0	83.0
YLR247C	34.0	21.0	86.0
YLR248W	43.0	42.0	95.0
YLR250W	46.0	41.0	92.0
YLR251W	53.0	45.0	90.0
YLR252W	25.0	40.0	66.0
YLR253W	33.0	45.0	70.0
YLR254C	53.0	36.0	80.0
YLR255C	65.0	32.0	90.0
YLR257W	56.0	27.0	73.0
YLR258W	60.0	22.0	90.0
YLR260W	44.0	32.0	92.0
YLR261C	44.0	57.0	82.0
YLR262C	36.0	31.0	88.0
YLR262C-A	27.0	19.0	79.0
YLR263W	47.0	45.0	80.0
YLR264W	41.0	20.0	92.0
YLR265C	24.0	50.0	77.0
YLR266C	69.0	32.0	86.0
YLR267W	46.0	33.0	85.0
YLR268W	42.0	40.0	78.0
YLR269C	30.0	27.0	60.0
YLR270W	48.0	44.0	90.0
YLR271W	51.0	33.0	94.0
YLR273C	53.0	26.0	96.0
YLR278C	50.0	42.0	88.0
YLR279W	64.0	44.0	79.0
YLR280C	43.0	28.0	90.0
YLR281C	57.0	32.0	85.0
YLR282C	54.0	41.0	96.0
YLR283W	44.0	39.0	96.0
YLR284C	59.0	36.0	88.0
YLR285W	47.0	51.0	88.0
YLR286C	45.0	37.0	48.0
YLR287C	40.0	50.0	88.0
YLR287C-A	67.0	24.0	74.0
YLR288C	24.0	33.0	80.0
YLR289W	44.0	30.0	82.0
YLR290C	51.0	16.0	80.0
YLR292C	55.0	20.0	90.0
YLR294C	48.0	48.0	86.0
YLR295C	67.0	40.0	88.0
YLR296W	42.0	44.0	96.0
YLR297W	33.0	36.0	88.0
YLR299W	53.0	25.0	90.0
YLR300W	64.0	25.0	90.0
YLR303W	49.0	29.0	73.0
YLR304C	48.0	27.0	88.0
YLR306W	24.0	29.0	87.0
YLR307W	43.0	28.0	86.0
YLR308W	29.0	24.0	78.0
YLR309C	59.0	53.0	90.0
YLR311C	51.0	37.0	89.0
YLR312C	43.0	47.0	92.0
YLR312W-A	32.0	31.0	84.0
YLR313C	40.0	15.0	90.0
YLR315W	58.0	29.0	88.0
YLR318W	43.0	49.0	86.0
YLR319C	50.0	24.0	90.0
YLR320W	61.0	38.0	90.0
YLR322W	43.0	28.0	73.0
YLR324W	50.0	22.0	70.0
YLR325C	63.0	33.0	74.0
YLR326W	66.0	24.0	53.0
YLR327C	55.0	47.0	74.0
YLR328W	69.0	38.0	77.0
YLR329W	34.0	26.0	79.0
YLR330W	68.0	59.0	85.0
YLR331C	23.0	26.0	82.0
YLR332W	63.0	30.0	96.0
YLR333C	45.0	42.0	79.0
YLR334C	64.0	39.0	92.0
YLR335W	47.0	13.0	69.0
YLR337C	52.0	56.0	54.0
YLR338W	69.0	38.0	80.0
YLR341W	18.0	28.0	69.0
YLR342W	49.0	37.0	70.0
YLR343W	38.0	36.0	77.0
YLR344W	61.0	41.0	72.0
YLR345W	61.0	26.0	75.0
YLR346C	47.0	17.0	86.0
YLR348C	51.0	37.0	74.0
YLR349W	53.0	47.0	86.0
YLR350W	49.0	16.0	78.0
YLR351C	72.0	49.0	84.0
YLR352W	64.0	41.0	71.0
YLR353W	61.0	18.0	90.0
YLR354C	63.0	41.0	70.0
YLR356W	60.0	23.0	75.0
YLR357W	57.0	28.0	77.0
YLR358C	56.0	21.0	50.0
YLR360W	31.0	52.0	88.0
YLR361C	59.0	20.0	88.0
YLR362W			
YLR363C	72.0	33.0	84.0
YLR364W	59.0	59.0	96.0
YLR365W	46.0	41.0	82.0
YLR366W	48.0	33.0	82.0
YLR367W	63.0	40.0	82.0
YLR368W	53.0	43.0	78.0
YLR369W	53.0	28.0	86.0
YLR370C	46.0	24.0	89.0
YLR371W	61.0	41.0	88.0
YLR372W	70.0	49.0	81.0
YLR373C	57.0	44.0	80.0
YLR374C	51.0	41.0	60.0
YLR375W	52.0	40.0	78.0
YLR376C	34.0	38.0	89.0
YLR377C	16.0	44.0	62.0
YLR380W	56.0	29.0	83.0
YLR381W	50.0	36.0	80.0
YLR382C	45.0	44.0	91.0
YLR384C	72.0	31.0	64.0
YLR385C	51.0	41.0	74.0
YLR386W	56.0	38.0	74.0
YLR387C	64.0	34.0	77.0
