ORF	hom | growth (culture turbidity) | sodium arsenite [0.2 mM] | Johnson AJ~Wu MJ, 2015	hom | growth (culture turbidity) | sodium arsenite [0.4 mM] | Johnson AJ~Wu MJ, 2015
YLR081W	0.922	1.312
YLR082C	0.929	1.458
YLR083C	1.192	1.143
YLR085C	0.235	0.612
YLR087C	0.259	0.196
YLR089C	0.896	2.368
YLR090W	1.084	1.232
YLR091W	0.746	1.198
YLR092W	0.965	1.095
YLR093C	0.989	1.379
YLR094C	0.619	1.044
YLR095C	0.778	1.757
YLR096W	0.865	1.662
YLR097C	0.944	1.711
YLR098C	1.016	1.568
YLR099C	1.088	1.659
YLR102C	1.089	1.036
YLR104W	0.965	1.136
YLR107W	0.797	1.329
YLR108C	1.070	1.963
YLR109W	1.090	1.636
YLR110C	1.293	2.168
YLR111W	1.317	2.503
YLR112W	1.246	1.857
YLR113W	0.011	0.009
YLR114C	1.124	1.490
YLR119W	0.696	0.787
YLR120C	1.193	1.692
YLR121C	1.107	1.507
YLR122C	1.067	1.385
YLR123C	1.178	1.579
YLR124W	1.180	1.714
YLR126C	1.139	1.921
YLR128W	1.162	2.005
YLR130C	1.127	1.746
YLR131C	1.370	1.551
YLR133W	1.173	1.670
YLR134W	0.952	1.459
YLR135W	1.115	1.784
YLR136C	1.081	1.763
YLR137W	1.112	1.857
YLR138W	1.150	1.604
YLR139C	0.781	0.577
YLR142W	1.181	1.682
YLR143W	1.190	1.421
YLR144C	1.149	1.122
YLR146C	1.081	0.065
YLR148W	0.465	0.641
YLR149C	0.814	1.095
YLR150W	0.921	0.789
YLR151C	1.103	0.832
YLR152C	1.124	0.932
YLR154C	1.220	1.032
YLR164W	1.138	0.990
YLR165C	1.109	1.542
YLR168C	1.217	1.632
YLR169W	1.200	1.440
YLR170C	1.052	0.984
YLR171W	1.167	1.080
YLR172C	1.216	1.614
YLR173W	1.217	1.178
YLR174W	1.146	1.154
YLR176C	1.026	0.450
YLR177W	1.101	0.976
YLR178C	1.039	0.952
YLR179C	1.152	1.126
YLR180W	1.185	1.175
YLR181C	1.206	1.913
YLR182W	2.078	3.195
YLR184W	1.048	2.097
YLR185W	1.094	2.368
YLR187W	1.216	1.170
YLR188W	1.248	1.722
YLR189C	1.097	1.182
YLR190W	1.065	0.859
YLR191W	1.061	1.595
YLR192C	1.180	1.577
YLR193C	1.185	1.067
YLR199C	1.106	0.847
YLR200W	0.092	0.093
YLR201C	0.960	1.135
YLR202C	0.888	0.743
YLR203C	0.976	0.815
YLR204W	1.131	1.816
YLR205C	1.097	2.077
YLR206W	0.992	1.632
YLR207W	1.111	1.618
YLR209C	1.161	1.662
YLR210W	1.135	1.105
YLR213C	1.129	1.466
YLR214W	1.122	1.004
YLR216C	0.867	2.028
YLR217W	1.049	2.124
YLR218C	1.004	1.340
YLR219W	1.058	1.714
YLR220W	1.072	1.641
YLR221C	1.128	1.878
YLR224W	1.118	1.481
YLR225C	1.105	1.668
YLR226W	1.474	1.917
YLR227C	1.119	1.788
YLR228C	1.159	1.934
YLR231C	1.220	1.972
YLR232W	1.104	1.078
YLR233C	1.101	1.329
YLR234W	0.863	1.171
YLR235C	1.024	1.331
YLR236C	1.190	1.959
YLR237W	1.018	0.394
YLR238W	1.244	1.995
YLR239C	1.187	1.861
YLR240W	0.205	0.342
YLR241W	1.117	1.718
YLR242C	1.354	0.440
YLR244C	7.064	11.381
YLR246W	1.090	0.496
YLR247C	1.222	1.689
YLR248W	1.114	1.118
YLR250W	1.131	1.334
YLR252W	1.082	1.739
YLR253W	1.208	1.831
YLR254C	1.155	1.813
YLR255C	1.146	1.570
YLR257W	1.178	1.835
YLR258W	1.266	1.747
YLR260W	1.894	1.635
YLR261C	1.215	1.331
YLR262C	1.275	2.011
YLR262C-A	1.256	2.170
YLR263W	1.160	1.651
YLR264C-A	1.534	1.082
YLR264W	1.155	2.068
YLR265C	1.185	1.786
YLR266C	1.080	1.349
YLR267W	1.153	0.689
YLR268W	0.172	0.000
YLR269C	1.027	1.578
YLR270W	1.220	1.051
YLR271W	1.145	1.237
YLR273C	1.292	0.906
YLR278C	1.149	1.911
YLR279W	1.217	2.181
YLR280C	1.211	2.040
YLR281C	1.155	1.887
YLR282C	1.146	1.555
YLR283W	1.165	1.657
YLR284C	1.167	1.184
YLR285C-A	1.095	0.662
YLR285W	1.199	1.152
YLR286C	0.368	0.296
YLR287C	1.141	0.955
YLR287C-A	1.126	1.885
YLR288C	1.152	1.689
YLR289W	1.174	1.903
YLR290C	1.152	1.589
YLR292C	1.185	2.051
YLR294C	1.185	1.696
YLR295C	1.229	-2.396
YLR296W	1.293	1.756
YLR297W	1.164	1.413
YLR299W	1.115	1.704
YLR300W	1.157	1.689
YLR303W	1.183	1.719
YLR304C	1.229	-0.000
YLR306W	1.157	1.555
YLR307C-A	1.155	0.691
YLR307W	1.164	1.834
YLR308W	1.234	1.971
YLR309C	1.223	1.882
YLR311C	1.182	2.008
YLR312C	1.202	1.669
YLR312C-B	1.032	1.216
YLR312W-A	1.100	1.333
YLR313C	1.201	1.909
YLR315W	1.636	4.179
YLR318W	1.174	1.790
YLR319C	1.264	2.001
YLR320W	0.467	0.383
YLR322W	1.684	1.517
YLR324W	1.193	2.053
YLR325C	1.269	2.008
YLR326W	1.271	1.906
YLR327C	1.288	1.896
YLR328W	1.335	2.040
YLR330W	1.196	0.993
YLR331C	1.214	1.171
YLR333C	1.414	1.660
YLR334C	1.140	1.599
YLR335W	1.417	1.772
YLR337C	0.737	-0.958
YLR338W	1.122	1.875
YLR341W	1.234	1.797
YLR342W	0.614	0.479
YLR342W-A	0.942	0.652
YLR343W	0.998	0.560
YLR344W	1.348	1.113
YLR345W	1.428	1.079
YLR346C	1.186	1.408
YLR348C	1.173	2.045
YLR349W	1.220	2.025
YLR350W	1.253	0.966
YLR351C	1.190	1.760
YLR352W	1.300	2.024
YLR353W	1.306	1.989
YLR354C	1.285	1.133
YLR356W	1.324	1.572
YLR357W	4.377	2.546
YLR358C	0.650	0.298
YLR360W	1.147	2.166
YLR361C	1.242	1.690
YLR361C-A	0.937	0.529
YLR363C	1.131	2.126
YLR363W-A	0.609	0.422
YLR364W	1.147	1.842
YLR365W	1.177	1.919
YLR366W	1.243	1.915
YLR367W	1.237	1.991
YLR368W	1.159	0.540
YLR369W	NaN	NaN
YLR370C	0.754	1.369
YLR372W	0.340	0.022
YLR373C	0.899	0.599
YLR374C	1.658	1.138
YLR375W	1.222	1.658
YLR376C	1.222	0.880
YLR377C	1.183	1.577
YLR380W	1.282	1.860
YLR381W	0.958	0.340
YLR382C	1.675	1.568
YLR384C	1.274	2.241
YLR385C	1.155	1.998
YLR386W	1.186	1.926
YLR387C	1.129	1.688
YLR388W	1.259	2.223
YLR389C	1.191	1.754
YLR390W	1.143	1.726
YLR390W-A	1.222	0.830
YLR391W	1.191	1.175
YLR392C	1.226	1.625
YLR393W	1.192	0.758
YLR394W	1.061	0.445
YLR395C	1.318	0.397
YLR396C	0.940	1.241
YLR398C	1.238	2.090
YLR399C	1.121	1.172
YLR400W	1.209	1.883
YLR401C	1.197	1.574
YLR402W	1.318	2.157
YLR403W	1.931	3.081
YLR404W	1.229	0.999
YLR405W	1.212	0.903
YLR406C	0.762	0.490
YLR406C-A	1.035	1.172
YLR407W	1.280	0.361
YLR408C	1.205	2.012
YLR410W	1.285	2.186
YLR412C-A	1.043	0.963
YLR412W	1.213	2.100
YLR413W	1.211	1.667
YLR414C	1.223	1.509
YLR415C	1.187	1.165
YLR416C	1.211	1.540
YLR417W	1.177	1.048
YLR418C	1.262	0.813
YLR419W	1.972	1.737
YLR420W	1.119	1.672
YLR421C	1.353	2.535
YLR422W	1.203	2.167
YLR423C	1.067	1.493
YLR425W	1.310	0.958
YLR426W	1.714	3.398
YLR427W	1.223	2.246
YLR428C	1.212	2.141
YLR429W	1.192	2.148
YLR431C	1.339	2.451
YLR432W	1.177	2.185
YLR433C	1.135	2.147
YLR434C	1.168	2.167
YLR435W	0.686	0.947
YLR436C	2.605	4.627
YLR437C	1.262	2.192
YLR438W	1.120	2.162
YLR439W	0.814	0.520
YLR441C	0.974	2.310
YLR443W	1.295	2.299
YLR444C	1.173	2.312
YLR446W	1.220	2.347
YLR447C	1.308	1.932
YLR448W	1.669	3.418
YLR449W	1.197	2.204
YLR450W	1.149	2.115
YLR451W	1.141	1.949
YLR452C	1.186	2.072
YLR453C	1.195	2.183
YLR454W	1.242	2.189
YLR456W	1.240	2.194
YLR460C	1.242	2.132
YLR461W	1.286	2.412
YML001W	0.746	1.672
YML002W	1.122	1.301
YML003W	1.205	1.447
YML004C	1.002	1.436
YML005W	1.107	1.202
YML006C	0.979	0.422
YML007C-A	1.166	0.595
YML007W	0.532	0.033
YML008C	0.300	0.106
YML009C	1.213	2.008
YML010C-B	1.489	2.927
YML010W-A	1.710	2.185
YML011C	1.023	1.439
YML012W	1.250	1.537
YML013C-A	0.970	0.416
YML013W	0.892	0.293
YML014W	1.138	0.707
YML016C	0.713	0.067
YML017W	0.995	0.498
YML018C	1.087	1.168
YML019W	0.975	0.785
YML020W	0.931	1.125
YML021C	1.202	1.293
YML022W	1.243	0.768
YML024W	1.128	0.553
YML026C	0.969	0.938
YML027W	1.176	1.889
YML028W	0.690	0.109
YML029W	0.943	0.992
YML030W	1.031	1.324
YML032C	0.299	0.291
YML033W	1.139	1.637
YML035C	0.307	0.660
YML035C-A	1.207	1.813
YML036W	1.361	2.255
YML037C	1.041	1.247
YML038C	1.086	0.994
YML041C	0.339	0.115
YML042W	0.974	0.817
YML047C	1.191	0.723
YML048W	1.380	1.981
YML048W-A	1.175	1.576
YML050W	1.019	1.015
YML051W	0.952	0.799
YML052W	0.963	1.324
YML053C	0.938	0.953
YML054C	0.976	0.683
YML054C-A	1.064	0.465
YML055W	1.885	2.616
YML056C	1.938	1.865
YML057W	1.333	2.047
YML058C-A	1.418	1.482
YML058W	1.394	1.681
YML058W-A	0.995	0.483
YML059C	1.204	1.094
YML060W	1.094	0.802
YML061C	1.026	1.429
YML062C	1.215	1.009
YML063W	1.310	1.920
YML066C	0.980	1.251
YML067C	1.015	1.754
YML068W	1.004	0.951
YML070W	1.027	1.034
YML071C	1.005	1.039
YML072C	0.883	0.006
YML073C	0.796	2.243
YML074C	1.048	0.777
YML075C	1.038	0.645
YML076C	1.149	1.235
YML078W	1.464	2.011
YML079W	1.711	1.704
YML080W	1.673	1.744
YML081C-A	1.304	2.161
YML081W	1.237	1.958
YML082W	1.069	1.330
YML083C	0.960	1.487
YML084W	1.027	1.538
YML086C	1.050	0.445
YML087C	1.158	0.588
YML088W	0.988	0.710
YML089C	0.934	1.330
YML090W	0.910	0.417
YML094W	0.479	0.455
YML095C	1.116	0.972
YML095C-A	0.015	0.004
YML096W	1.030	1.578
YML097C	0.794	2.075
YML099C	1.023	1.114
YML100W	1.103	0.596
YML100W-A	1.071	0.745
YML101C	1.046	0.650
YML102C-A	0.604	0.190
YML102W	0.896	0.360
YML103C	1.109	1.716
YML106W	1.141	1.985
YML107C	1.112	1.896
YML108W	0.994	1.678
YML109W	0.757	0.573
YML110C	0.530	0.242
YML111W	0.901	0.709
YML112W	0.795	0.846
YML113W	0.521	0.169
YML115C	2.390	0.755
YML116W	1.075	0.867
YML117W	0.135	0.019
YML117W-A	0.952	0.485
YML118W	0.835	0.921
YML119W	0.688	0.328
YML120C	0.810	0.856
YML121W	0.567	0.314
YML122C	0.857	0.838
YML123C	0.553	0.414
YML124C	0.170	0.127
YML128C	0.797	0.419
YML129C	0.522	0.302
YML131W	0.893	1.160
YMR001C-A	0.568	0.210
YMR002W	1.160	1.761
YMR003W	1.174	1.517
YMR004W	0.781	0.628
YMR006C	1.073	1.336
YMR007W	1.017	1.665
YMR008C	1.127	1.382
YMR009W	1.127	1.581
YMR010W	1.957	1.178
YMR011W	1.132	1.671
YMR012W	1.061	1.656
YMR013W-A	0.566	0.506
YMR014W	2.446	2.788
YMR015C	1.161	1.375
YMR016C	1.043	0.454
YMR017W	1.199	1.302
YMR018W	1.074	1.408
YMR019W	1.039	1.490
YMR020W	1.058	1.445
YMR021C	0.855	0.271
YMR022W	1.142	1.573
YMR023C	1.092	1.450
YMR024W	1.127	1.343
YMR025W	1.016	1.631
YMR026C	1.175	2.114
YMR027W	1.116	1.451
YMR029C	1.068	1.324
YMR030W	1.075	1.359
YMR031C	1.230	1.606
YMR031W-A	1.107	1.694
YMR034C	0.854	1.002
YMR035W	0.614	1.797
YMR036C	0.931	1.384
YMR037C	1.132	1.107
YMR038C	1.013	1.853
YMR039C	1.176	1.572
YMR040W	1.205	1.630
YMR041C	1.185	1.467
YMR042W	1.239	1.441
YMR044W	1.206	1.601
YMR048W	0.710	0.429
YMR052C-A	0.855	1.083
YMR052W	0.795	1.144
YMR053C	0.750	1.356
YMR054W	0.513	0.567
YMR055C	0.737	0.786
YMR056C	0.594	0.951
YMR057C	0.474	0.553
YMR058W	0.599	0.320
YMR060C	1.447	3.003
YMR062C	1.093	1.236
YMR063W	1.107	1.226
YMR064W	1.684	1.782
YMR065W	1.132	1.339
YMR066W	1.769	2.317
YMR067C	1.183	1.594
YMR068W	1.150	1.091
YMR069W	1.018	1.443
YMR070W	1.200	1.806
YMR071C	1.261	1.860
YMR072W	0.579	1.011
YMR073C	0.821	1.621
YMR074C	0.636	0.708
YMR075C-A	1.156	1.732
YMR075W	1.170	1.677
YMR077C	1.273	1.268
YMR078C	0.880	1.035
YMR080C	1.091	1.726
YMR081C	1.343	1.023
YMR082C	1.229	1.727
YMR083W	0.673	1.395
YMR084W	0.552	0.923
YMR085W	0.831	1.078
YMR086C-A	0.959	0.895
YMR086W	0.736	0.716
YMR087W	0.857	0.697
YMR088C	0.846	0.815
YMR089C	0.930	1.036
YMR090W	0.792	0.491
YMR091C	0.761	0.690
YMR092C	1.157	1.358
YMR095C	1.024	0.744
YMR096W	0.974	0.794
YMR097C	0.652	0.390
YMR098C	0.516	0.455
YMR099C	0.880	0.732
YMR100W	1.219	1.855
YMR101C	1.055	0.935
YMR102C	0.990	0.808
YMR103C	0.959	0.744
YMR104C	1.039	0.598
YMR105C	0.925	0.557
YMR105W-A	1.108	2.016
YMR106C	0.895	0.550
YMR107W	0.991	0.739
YMR109W	0.909	0.608
YMR110C	0.911	0.302
YMR111C	1.013	0.340
YMR114C	1.028	1.250
YMR115W	0.910	1.126
YMR116C	0.800	0.885
YMR118C	1.084	1.182
YMR119W-A	0.909	0.663
YMR120C	0.987	0.790
YMR121C	1.060	1.762
YMR122C	0.903	0.459
YMR123W	0.656	0.405
YMR124W	0.979	0.997
YMR125W	0.707	0.477
YMR126C	1.137	0.737
YMR127C	0.477	0.038
YMR129W	1.100	1.657
YMR130W	1.053	1.252
YMR132C	1.009	0.749
YMR133W	0.992	1.110
YMR135C	1.160	1.750
YMR135W-A	0.901	0.623
YMR136W	1.128	0.118
YMR137C	1.017	0.374
YMR138W	1.124	1.075
YMR139W	1.135	0.943
YMR140W	1.187	1.909
YMR141C	1.173	1.748
YMR142C	0.558	1.882
YMR143W	1.192	1.756
YMR144W	1.131	1.540
YMR145C	1.083	1.126
YMR147W	1.134	1.479
YMR148W	1.189	1.803
YMR150C	1.055	0.765
YMR151W	0.806	0.642
YMR152W	0.995	1.072
YMR153C-A	1.115	1.401
YMR153W	1.141	1.755
YMR154C	1.166	0.948
YMR155W	1.101	1.458
YMR156C	1.112	1.612
YMR157C	1.088	1.327
YMR158C-B	1.175	1.932
YMR158W	0.572	0.863
YMR158W-A	0.944	1.455
YMR159C	1.035	1.677
YMR160W	1.017	0.687
YMR161W	1.146	1.782
YMR162C	1.125	1.594
YMR163C	1.124	1.490
YMR164C	1.071	1.336
YMR166C	1.065	1.090
YMR167W	1.075	1.563
YMR170C	1.028	1.981
YMR171C	0.922	1.583
YMR172C-A	1.071	1.443
YMR172W	1.162	0.084
YMR173W	1.173	1.353
YMR173W-A	1.077	1.638
YMR175W-A	1.132	1.720
YMR176W	0.977	1.281
YMR177W	1.002	1.558
YMR178W	0.846	1.234
YMR179W	0.620	0.951
YMR180C	0.889	1.209
YMR181C	0.880	1.576
YMR182C	1.103	1.748
YMR182W-A	1.085	1.393
YMR183C	1.177	1.467
YMR184W	1.074	1.791
YMR186W	0.982	1.479
YMR187C	1.007	1.346
YMR188C	0.745	1.028
YMR189W	0.955	1.500
YMR190C	0.509	0.679
YMR192W	1.052	1.343
YMR193C-A	1.153	2.189
YMR193W	0.701	0.864
YMR194C-A	1.210	2.068
YMR194C-B	1.067	0.869
YMR194W	1.108	2.553
YMR195W	1.062	1.870
YMR196W	0.952	1.332
YMR198W	0.778	0.347
YMR199W	0.961	1.708
YMR201C	1.147	1.314
YMR204C	0.938	1.328
YMR205C	0.868	0.620
YMR206W	0.940	1.584
YMR207C	1.105	1.837
YMR209C	0.479	1.727
YMR210W	1.021	1.502
YMR214W	1.221	1.583
YMR215W	1.149	1.345
YMR216C	1.123	2.233
YMR219W	0.885	1.774
YMR221C	1.035	1.557
YMR222C	1.048	1.234
YMR223W	0.936	1.224
YMR224C	0.953	1.291
YMR225C	1.160	1.620
YMR226C	1.123	1.507
YMR228W	1.199	1.180
YMR230W	1.135	2.264
YMR230W-A	1.042	0.867
YMR232W	1.180	1.993
YMR233W	1.180	1.981
YMR234W	1.077	1.635
YMR237W	1.158	1.550
YMR238W	1.133	1.463
YMR241W	0.904	1.270
YMR242C	0.338	0.426
YMR242W-A	0.922	1.029
YMR243C	1.162	2.213
YMR244C-A	1.020	1.214
YMR244W	1.164	2.051
YMR245W	1.152	1.786
YMR246W	1.142	1.734
YMR247C	1.029	1.259
YMR247W-A	1.197	0.902
YMR250W	0.959	1.139
YMR251W	0.873	1.494
YMR251W-A	1.036	1.584
YMR252C	0.919	1.361
YMR253C	1.068	1.849
YMR254C	0.873	1.509
YMR255W	1.205	2.182
YMR256C	1.156	1.912
YMR257C	0.976	0.909
YMR258C	0.992	1.346
YMR259C	1.157	1.608
YMR261C	1.011	1.322
YMR262W	0.912	1.363
YMR263W	0.604	0.284
YMR264W	0.777	0.678
YMR265C	0.892	1.311
YMR266W	1.111	1.855
YMR267W	1.079	1.453
YMR271C	0.472	1.702
YMR272C	0.809	0.699
YMR272W-B	1.026	0.770
YMR273C	0.692	0.791
YMR274C	0.700	1.096
YMR275C	0.004	0.000
YMR276W	0.828	1.018
YMR278W	0.879	1.444
YMR279C	0.826	1.922
YMR280C	0.999	1.603
YMR282C	0.657	0.657
YMR283C	0.854	1.003
YMR284W	0.896	1.238
YMR285C	0.848	1.082
YMR286W	0.698	0.813
YMR287C	0.749	0.901
YMR289W	0.902	1.342
YMR291W	1.056	1.638
YMR292W	1.103	1.495
YMR293C	0.681	0.742
YMR294W	0.368	0.096
YMR294W-A	0.995	1.268
YMR295C	0.957	1.392
YMR297W	0.932	1.260
YMR299C	0.793	1.166
YMR300C	1.096	1.622
YMR302C	1.019	1.694
YMR303C	1.016	1.437
YMR304C-A	1.056	1.664
YMR304W	1.553	1.773
YMR305C	0.973	1.225
YMR306C-A	1.064	1.057
YMR306W	0.518	1.480
YMR307W	0.257	0.073
YMR310C	1.119	1.712
YMR311C	0.334	0.496
YMR312W	0.270	0.995
YMR313C	0.469	1.703
YMR315W	0.770	1.986
YMR315W-A	1.074	0.794
YMR316C-A	0.849	1.939
YMR316C-B	0.971	1.560
YMR316W	-0.410	-1.597
YMR317W	0.441	1.708
YMR318C	0.380	1.460
YMR319C	0.562	1.245
YMR320W	0.541	1.392
YMR322C	1.136	0.727
YMR326C	1.203	2.116
YNL001W	1.423	1.307
YNL003C	1.060	1.315
YNL004W	1.151	2.037
YNL005C	0.862	1.261
YNL009W	1.065	1.998
YNL010W	0.692	1.932
YNL011C	1.110	0.626
YNL012W	0.934	1.668
YNL013C	1.108	1.893
YNL014W	1.091	0.874
YNL016W	0.906	2.278
YNL020C	1.068	1.388
YNL022C	0.976	0.792
YNL023C	1.006	1.607
YNL024C	0.727	1.789
YNL025C	0.396	0.097
YNL027W	1.124	1.103
YNL031C	0.713	0.600
YNL032W	0.955	0.556
YNL034W	1.034	1.184
YNL035C	0.984	0.769
YNL041C	1.354	0.879
YNL042W-B	1.069	0.495
YNL043C	0.976	0.561
YNL044W	0.992	1.123
YNL045W	1.028	1.200
YNL046W	1.051	0.736
YNL047C	1.085	1.052
YNL049C	0.836	0.771
YNL051W	1.487	0.983
YNL052W	0.865	0.769
YNL053W	0.991	1.250
YNL054W	0.921	1.498
YNL055C	0.762	2.403
YNL056W	1.212	1.002
YNL057W	0.473	0.183
YNL058C	1.003	0.798
YNL059C	0.683	1.810
YNL063W	1.061	1.482
YNL064C	0.983	0.958
YNL065W	2.338	1.498
YNL066W	1.387	0.228
YNL067W	2.399	4.475
YNL067W-B	1.330	2.495
YNL068C	1.762	0.669
YNL069C	1.534	4.398
YNL070W	0.356	0.025
YNL071W	1.507	0.205
YNL072W	1.619	0.909
YNL073W	1.186	0.450
YNL074C	0.687	1.001
YNL076W	1.115	0.169
YNL077W	0.486	0.032
YNL078W	0.922	2.408
YNL079C	0.599	0.496
YNL080C	5.472	6.970
YNL081C	1.059	0.991
YNL082W	1.199	0.576
YNL083W	1.362	2.219
YNL084C	0.257	0.107
YNL085W	1.288	1.053
YNL086W	1.200	1.349
YNL087W	1.393	0.574
YNL089C	0.852	0.828
YNL090W	1.140	0.994
YNL091W	1.102	0.423
YNL092W	0.675	0.143
YNL093W	2.253	0.879
YNL094W	0.658	0.326
YNL095C	1.225	1.629
YNL096C	0.691	1.224
YNL097C	1.464	0.535
YNL097C-A	1.116	1.116
YNL098C	0.156	0.049
YNL099C	0.702	0.290
YNL100W	1.427	0.916
YNL101W	0.386	0.196
YNL104C	1.284	1.862
YNL105W	1.963	0.341
YNL108C	0.341	0.036
YNL109W	0.660	1.200
YNL111C	0.933	0.753
YNL115C	1.303	0.446
YNL116W	0.589	0.395
YNL117W	0.806	1.468
YNL119W	1.505	0.785
YNL120C	0.922	0.567
YNL121C	1.384	0.854
YNL122C	0.308	0.737
YNL123W	1.010	0.947
YNL125C	1.162	0.903
YNL127W	1.503	0.341
YNL128W	0.871	0.306
YNL129W	0.931	1.688
YNL130C	1.241	0.875
YNL130C-A	1.103	1.416
YNL133C	0.614	1.797
YNL134C	0.979	0.997
YNL135C	0.714	0.661
YNL136W	0.680	0.752
YNL138W	1.146	0.862
YNL139C	0.956	1.597
YNL140C	1.121	0.311
YNL141W	0.893	0.949
YNL142W	1.185	0.636
YNL143C	0.787	1.150
YNL144C	0.595	0.293
YNL145W	0.660	0.354
YNL146C-A	1.164	1.771
YNL146W	0.658	0.473
YNL148C	1.889	3.365
YNL154C	0.891	0.442
YNL155W	0.995	0.681
YNL157W	1.032	0.872
YNL159C	1.094	1.107
YNL160W	1.128	0.974
YNL162W	0.526	0.903
YNL162W-A	1.031	0.934
YNL168C	1.027	0.703
YNL170W	1.005	0.663
YNL173C	1.218	0.502
YNL175C	0.974	0.221
YNL176C	1.032	0.822
YNL177C	1.494	1.949
YNL179C	0.916	0.045
YNL183C	1.025	0.933
YNL184C	1.282	1.816
YNL187W	0.786	0.570
YNL190W	1.065	0.998
YNL191W	0.978	0.224
YNL193W	1.017	0.551
YNL194C	1.115	0.627
YNL195C	1.014	1.039
YNL196C	0.814	0.286
YNL197C	0.962	0.200
YNL198C	0.941	0.467
YNL199C	0.624	0.172
YNL200C	0.754	0.811
YNL201C	0.801	0.197
YNL202W	0.930	0.122
YNL203C	0.686	0.210
YNL204C	0.794	0.134
YNL205C	0.720	0.191
YNL206C	0.926	0.233
YNL209W	1.299	1.543
YNL211C	0.829	0.104
YNL212W	0.630	0.333
YNL214W	1.020	0.368
YNL215W	0.700	0.113
YNL217W	1.110	0.394
YNL219C	0.975	0.302
YNL220W	0.807	3.445
YNL224C	0.763	0.119
YNL225C	0.546	0.399
YNL226W	1.164	2.052
YNL227C	1.293	1.976
YNL228W	1.033	1.241
YNL229C	0.250	0.046
YNL230C	1.121	0.333
YNL231C	1.145	1.147
YNL233W	0.964	0.276
YNL235C	1.159	0.753
YNL236W	2.120	1.369
YNL237W	0.778	0.134
YNL239W	1.146	1.407
YNL242W	1.082	1.258
YNL246W	0.147	0.241
YNL248C	0.510	1.020
YNL249C	0.757	1.167
YNL250W	0.096	0.346
YNL252C	0.441	1.053
YNL253W	0.781	1.241
YNL254C	0.835	1.137
YNL255C	0.704	0.660
YNL257C	0.667	1.017
YNL259C	0.687	1.049
YNL264C	0.497	0.817
YNL265C	0.819	1.325
YNL266W	0.848	1.238
YNL268W	1.149	1.591
YNL269W	0.744	1.074
YNL270C	0.712	1.121
YNL271C	0.378	0.421
YNL273W	0.693	0.898
YNL274C	1.152	0.629
YNL275W	0.800	1.242
YNL277W-A	1.156	1.600
YNL278W	0.890	1.203
YNL279W	0.685	1.946
YNL281W	0.834	1.109
YNL283C	0.576	0.521
YNL284C	1.053	1.751
YNL285W	0.779	1.102
YNL286W	0.838	1.408
YNL288W	0.736	1.309
YNL289W	0.694	1.138
YNL291C	0.865	1.230
YNL292W	0.785	1.519
YNL293W	0.701	1.124
YNL294C	0.850	1.232
YNL295W	0.827	1.337
YNL296W	0.026	0.050
YNL297C	0.025	0.074
YNL299W	0.723	0.911
YNL300W	0.720	1.396
YNL301C	0.727	1.098
YNL303W	0.829	1.503
YNL304W	0.858	1.452
YNL305C	0.562	1.255
YNL307C	0.416	0.275
YNL311C	0.822	1.187
YNL314W	0.430	0.517
YNL316C	0.365	1.284
YNL318C	0.743	1.491
YNL319W	0.682	1.101
YNL321W	0.694	1.214
YNL322C	0.786	1.457
YNL323W	0.380	0.673
YNL324W	0.700	1.079
YNL325C	0.709	1.554
YNL326C	0.858	1.301
YNL327W	0.804	1.362
YNL328C	0.696	1.223
YNL329C	0.804	1.637
YNL332W	0.822	1.452
YNL333W	0.718	1.560
YNL334C	0.803	1.762
YNL335W	0.791	1.571
YNL336W	0.874	1.483
YNL338W	0.862	1.529
YNL339C	0.866	1.679
YNR001C	0.959	1.651
YNR002C	1.102	1.873
YNR004W	1.001	1.422
YNR005C	1.014	0.852
YNR006W	0.824	0.883
YNR007C	0.602	0.189
YNR008W	1.068	1.199
YNR009W	1.057	1.953
YNR012W	1.004	1.685
YNR013C	0.969	1.041
YNR014W	1.097	1.127
YNR015W	1.141	2.023
YNR018W	1.099	1.168
YNR019W	1.118	1.016
YNR020C	0.770	0.659
YNR021W	1.070	0.851
YNR024W	0.984	1.660
YNR025C	0.907	1.069
YNR027W	1.149	0.841
YNR028W	1.182	1.384
YNR029C	1.296	1.791
YNR030W	1.102	0.799
YNR031C	0.193	0.013
YNR032C-A	1.230	2.310
YNR032W	1.039	1.119
YNR033W	0.612	0.961
YNR034W	0.990	0.822
YNR036C	0.586	0.621
YNR037C	1.020	1.582
YNR039C	1.170	1.945
YNR040W	0.794	0.253
YNR041C	0.710	0.566
YNR042W	0.715	0.579
YNR045W	0.522	0.559
YNR048W	1.037	0.882
YNR049C	1.019	0.931
YNR050C	1.196	2.292
YNR051C	1.254	2.251
YNR052C	0.508	0.275
YNR055C	1.173	0.192
YNR056C	1.166	1.983
YNR057C	1.175	2.106
YNR058W	1.194	2.081
YNR059W	1.173	2.087
YNR060W	1.151	1.992
YNR061C	1.174	1.999
YNR062C	1.188	1.898
YNR063W	1.224	2.175
YNR064C	1.070	2.086
YNR065C	0.913	1.522
YNR066C	1.158	1.929
YNR067C	1.130	2.001
YNR068C	1.076	1.912
YNR069C	1.053	1.478
YNR070W	0.871	1.467
YNR071C	0.546	1.016
YNR072W	0.597	0.912
YNR073C	0.590	0.712
YNR074C	0.962	0.985
YNR075W	1.173	1.162
YOL001W	0.887	1.486
YOL002C	1.142	1.364
YOL003C	1.144	1.498
