ORF	Pho5 phosphatase activity;phosphate starvation
YNL142W	98.220
YNL315C	129.491
YOL155C	80.528
YOR265W	72.948
YOR266W	67.000
YOR267C	81.735
YOR268C	64.790
YOR269W	66.853
YOR270C	43.502
YOR271C	60.931
YOR273C	70.525
YOR274W	116.108
YOR275C	142.215
YOR276W	161.373
YPL004C	86.216
YPL017C	79.213
YPL027W	75.116
YPL034W	72.654
YPL036W	58.441
YPL137C	134.848
YHR005C	110.482
YOR179C	97.254
YOR180C	83.767
YDL115C	123.968
YFL013W-A	111.931
YFL014W	87.315
YFL019C	69.248
YFL042C	75.383
YFR019W	65.917
YFR024C	86.033
YFR025C	107.922
YFR030W	80.380
YHR146W	268.213
YHR171W	91.527
YJL042W	85.608
YJL070C	82.770
YJL078C	77.202
YJL094C	72.871
YJL101C	48.250
YJL105W	79.355
YJL128C	167.728
YLR455W	56.908
YKR094C	97.431
YKR095W	98.148
YKR096W	82.806
YKR102W	97.406
YLR110C	76.810
YLR390W-A	76.103
YLR439W	92.362
YLR442C	59.062
YML066C	69.076
YML115C	81.598
YMR037C	174.330
YMR104C	124.006
YNL109W	170.943
YNR052C	129.394
YNR055C	89.218
YNR069C	91.338
YNL111C	73.781
YOL147C	71.071
YPR007C	88.415
YPR008W	77.998
YPR013C	63.651
YPR022C	82.722
YPR023C	86.022
YPR024W	144.288
YPR026W	86.465
YPR031W	88.199
YPR037C	83.425
YPR043W	46.361
YPR050C	59.257
YPR064W	50.616
YPR078C	76.273
YBR081C	3.503
YBR082C	56.330
YBR084W	70.803
YBR085W	159.232
YBR090C-A	101.342
YBR092C	74.432
YBR093C	78.904
YBR094W	64.336
YBR095C	113.591
YBR098W	77.097
YBR099C	60.580
YBR103W	74.614
YBR104W	98.367
YBR105C	102.263
YBR106W	153.716
YBR107C	111.951
YBR108W	92.493
YBR111C	55.769
YBR113W	70.666
YBR114W	68.860
YBR115C	82.080
YBR116C	57.426
YBR119W	88.695
YBR120C	61.584
YBR121C	57.280
YBR126C	98.863
YBR127C	148.127
YBR128C	176.145
YBR129C	126.406
YBR130C	109.928
YBR132C	133.122
YBR133C	81.765
YBR134W	121.022
YBR137W	84.784
YBR138C	101.461
YBR139W	89.802
YBR141C	116.629
YBR144C	142.665
YBR145W	125.390
YBR146W	114.268
YBR147W	43.910
YBR148W	100.596
YBR149W	112.740
YBR151W	126.829
YBR156C	308.983
YBR157C	110.712
YBR158W	86.880
YBR159W	85.433
YBR161W	93.382
YBR162C	130.651
YBR162W-A	131.263
YBR163W	118.274
YBR164C	106.707
YBR165W	95.401
YBR166C	94.351
YBR170C	85.564
YBR171W	104.375
YBR172C	350.077
YDL001W	61.435
YDL002C	93.414
YDL006W	89.484
YDL009C	133.387
YDL010W	114.299
YDL011C	112.979
YDL012C	97.993
YDL013W	116.364
YDL018C	83.192
YDL019C	81.924
YDL020C	74.324
YDL021W	117.276
YDL022W	95.199
YDL023C	89.463
YDL024C	118.892
YDL025C	141.896
YDL026W	122.291
YDL027C	101.629
YDL032W	96.313
YDL033C	92.230
YDL034W	92.514
YDL035C	178.368
YDL036C	63.357
YDL037C	85.947
YDL038C	78.204
YDL039C	76.680
YDL041W	114.014
YDL042C	109.748
YDL044C	112.446
YDL045W-A	102.003
YDL046W	101.013
YDL048C	92.007
YDL049C	81.853
YDL050C	91.682
YDL051W	83.843
YDL052C	48.394
YDL053C	64.193
YDL054C	94.592
YDL056W	148.325
YDL057W	119.006
YDL059C	134.170
YDL061C	68.170
YDL062W	88.367
YDL063C	75.688
YDL065C	105.273
YDL066W	76.492
YDL068W	73.102
YDL069C	73.563
YDL070W	77.675
YDL071C	73.521
YDL073W	204.296
YDL076C	147.767
YDL077C	86.199
YDL078C	86.739
YDL079C	76.819
YDL080C	79.075
YDL081C	221.196
YDL082W	56.821
YDL083C	49.601
YDL085W	78.873
YDL086W	79.857
YDL088C	134.726
YDL089W	121.594
YDL090C	68.218
YDL091C	109.274
YDL093W	132.460
YDL094C	94.905
YDL095W	96.017
YDR438W	85.325
YDR439W	116.254
YDR440W	102.886
YDR441C	109.554
YDR442W	61.861
YDR443C	80.938
YDR446W	114.640
YDR447C	113.015
YDR448W	31.636
YDR450W	83.262
YDR451C	86.203
YDR452W	102.609
YDR453C	113.005
YDR455C	87.367
YDR456W	80.419
YDR457W	70.605
YDR458C	92.447
YDR459C	133.403
YDR462W	141.707
YDR463W	164.705
YDR465C	109.738
YDR466W	146.349
YDR467C	136.876
YDR469W	159.430
YDR470C	185.396
YDR471W	80.141
YDR474C	96.280
YDR475C	82.931
YDR476C	91.600
YDR479C	144.130
YDR480W	126.579
YDR481C	167.195
YDR482C	93.561
YDR484W	90.075
YDR485C	104.048
YDR486C	59.031
YDR488C	73.679
YDR490C	192.136
YDR491C	94.706
YDR492W	82.315
YDR494W	131.183
YDR495C	124.490
YDR496C	86.112
YDR497C	108.126
YDR500C	169.720
YDR501W	128.433
YDR503C	136.367
YDR504C	92.170
YDR505C	76.114
YDR506C	95.905
YDR507C	100.704
YDR508C	105.294
YDR509W	178.112
YDR511W	123.921
YDR512C	143.831
YDR513W	215.173
YDR514C	101.728
YDR516C	104.083
YDR517W	80.039
YDR518W	87.085
YDR519W	76.964
YDR520C	79.592
YDR522C	85.861
YDR524C	78.710
YDR525W	149.491
YDR528W	121.061
YDR529C	112.131
YDR530C	104.072
YDR532C	152.663
YDR533C	83.694
YDR534C	111.490
YGL101W	74.286
YGL104C	83.626
YGL105W	91.017
YGL107C	90.507
YGL108C	86.066
YGL109W	127.882
YGL110C	95.895
YGL114W	103.726
YGL115W	133.035
YGL117W	84.462
YGL118C	84.554
YGL121C	86.764
YGL124C	42.786
YGL125W	63.260
YGL126W	69.543
YGL127C	117.136
YGL129C	212.949
YGL131C	138.389
YGL132W	160.214
YGL133W	243.120
YGL135W	127.416
YGL136C	148.467
YGL138C	92.413
YGL139W	99.513
YGL140C	112.718
YGL141W	98.961
YGL143C	125.329
YGL144C	98.571
YGL146C	146.027
YGL147C	120.683
YGL148W	51.278
YGL149W	119.398
YGL151W	103.601
YGL152C	213.104
YGL153W	126.379
YGL154C	71.973
YGL156W	103.706
YGL157W	105.785
YGL158W	79.525
YGL159W	142.035
YGL160W	161.275
YGL161C	125.566
YGL162W	182.751
YGL163C	134.206
YGL164C	136.211
YGL165C	103.006
YGL166W	97.185
YGL167C	NaN
YGL168W	NaN
YGL170C	97.852
YGL173C	2.161
YGL174W	82.534
YGL175C	148.067
YGL176C	165.024
YGL177W	108.139
YGL179C	108.436
YGL180W	91.009
YGL181W	93.475
YER101C	91.389
YER103W	123.337
YER106W	87.318
YER108C	91.366
YER109C	97.889
YER110C	230.357
YER111C	218.840
YER113C	114.640
YER114C	112.900
YER115C	103.513
YER116C	109.199
YER117W	94.995
YER118C	91.020
YER119C	89.980
YER119C-A	68.294
YER120W	86.618
YER121W	99.104
YER123W	140.198
YER124C	122.834
YER128W	171.265
YER129W	141.468
YER130C	98.596
YER131W	81.109
YER132C	260.286
YER134C	95.065
YER135C	79.404
YER137C	95.051
YER139C	148.485
YER140W	98.697
YER141W	201.699
YER142C	114.622
YER143W	127.914
YER145C	136.161
YER149C	93.165
YER150W	96.253
YER151C	172.862
YER152C	86.496
YER153C	97.920
YER154W	106.462
YER155C	246.651
YER156C	71.407
YER158C	134.618
YER161C	125.988
YER162C	330.589
YER163C	121.680
YER164W	123.852
YER166W	73.730
YER167W	114.579
YER169W	123.358
YER170W	123.287
YER173W	109.804
YER174C	120.080
YER175C	162.854
YER176W	145.376
YER177W	331.208
YER178W	199.680
YER179W	112.324
YER180C	106.780
YER181C	124.051
YER182W	62.167
YER183C	100.986
YER184C	97.665
YER185W	104.895
YER186C	100.335
YER187W	167.620
YMR052C-A	156.664
YMR052W	132.168
YMR053C	132.080
YMR054W	140.693
YMR055C	100.221
YMR056C	178.283
YMR057C	123.003
YMR058W	102.430
YJR034W	102.032
YJR039W	135.252
YJR044C	105.322
YJR066W	158.336
YIL102C	177.379
YIL111W	136.029
YIL122W	181.044
YIL131C	114.745
YIL136W	96.555
YIL158W	120.961
YIR004W	104.676
YIL056W	131.041
YIL085C	113.757
YIL094C	96.021
YDL047W	391.930
YDL067C	179.842
YDL074C	366.639
YDL075W	NaN
YDR477W	178.359
YDR483W	120.041
YDR521W	NaN
YDR523C	106.495
YLR006C	232.526
YML010W-A	212.562
YMR038C	109.034
YBR173C	145.041
YER014W	290.321
YER016W	156.891
YER028C	112.568
YER044C	NaN
YER055C	102.284
YHR028C	359.684
YHR033W	291.531
YAL024C	81.063
YBR299W	172.921
YCR107W	144.929
YDR242W	145.527
YDR326C	140.318
YDR417C	152.052
YDR444W	127.658
YDR461W	104.375
YDR493W	94.495
YDR502C	98.851
YDR515W	112.594
YER089C	104.757
YFL001W	245.137
YFL003C	142.460
YFL004W	135.267
YFL007W	112.944
YFL010C	106.192
YFL010W-A	104.167
YFL012W	92.552
YFL013C	141.312
YFL033C	193.819
YGR122C-A	110.388
YOL148C	NaN
YGR254W	126.150
YGR258C	241.672
YGR271W	176.567
YNR033W	359.420
YGR273C	130.533
YGR276C	176.522
YGR289C	168.203
YGR291C	155.229
YGR292W	154.196
YFL063W	118.376
YJL103C	115.794
YML073C	295.626
YNL011C	140.835
YNL014W	130.351
YOR150W	204.044
YOR158W	204.788
YLR337C	162.415
YLR338W	150.907
YLR369W	262.532
YLR389C	140.770
YLR391W	147.606
YLR240W	NaN
YLR244C	NaN
YGL206C	NaN
YGL223C	NaN
YLR399C	229.458
YLR403W	NaN
YLR396C	277.973
YGL240W	375.474
YPL059W	NaN
YPL050C	157.087
YPL045W	NaN
YPL031C	906.641
YPL024W	133.683
YGR219W	157.249
YGR222W	150.915
YGR229C	207.329
YBL025W	NaN
YBL033C	589.602
YGL020C	151.964
YGL038C	NaN
YGL070C	315.155
YGL095C	NaN
YGL088W	141.879
YNL153C	275.465
YNL225C	NaN
YKR006C	162.294
YDR245W	248.208
YDR268W	155.407
YDR283C	122.142
YDR296W	222.344
YDR300C	NaN
YIL018W	345.883
YIL066C	178.534
YFL018C	226.221
YGR262C	NaN
YMR064W	151.412
YMR066W	141.760
YML110C	153.353
YML111W	160.627
YML112W	NaN
YML129C	125.055
YMR097C	267.359
YMR098C	204.866
YOL143C	NaN
YAL016W	NaN
YJR090C	142.408
YLR286C	138.504
YDL202W	163.423
YBR279W	213.037
YCR044C	180.612
YCR063W	91.294
YJL003W	119.105
YJL004C	212.128
YJL006C	NaN
YJL012C	109.513
YJL013C	154.642
YJL027C	145.937
YJL028W	127.114
YJR004C	137.836
YJR032W	115.676
YJR037W	103.854
YJR047C	115.493
YJR040W	139.383
YJR038C	199.271
YDL160C	211.954
YDL167C	201.054
YDL185W	149.555
YOR331C	89.211
YNL003C	151.277
YBR078W	229.631
YNL084C	150.078
YIL098C	240.450
YJL184W	100.229
YPL148C	175.100
YPL268W	378.001
YPR067W	217.677
YBR097W	283.482
YBR101C	NaN
YBR122C	287.865
YDL040C	139.767
YDL072C	125.882
YER122C	399.201
YJL075C	117.181
YBR035C	394.133
YPR072W	NaN
YOR008C-A	154.574
YOR128C	260.051
YEL044W	163.132
YER087W	NaN
YEL029C	333.971
YHR010W	305.552
YHR021C	192.509
YLL027W	109.469
YLR226W	NaN
YOR369C	122.487
YFL016C	130.202
YGR257C	176.016
YNL055C	136.696
YGR167W	328.705
YCL007C	430.708
YLR148W	122.318
YKL155C	199.456
YER014C-A	NaN
YER070W	332.627
YEL036C	246.771
YNL296W	255.444
YDR138W	345.219
YPR133W-A	286.987
YGL029W	145.298
YBL093C	NaN
YBL002W	251.417
YPR131C	335.626
YBR112C	NaN
YKR085C	201.688
YGR162W	229.478
YGR272C	159.717
YGR252W	27.920
YGR255C	114.508
YNL059C	188.002
YNL147W	270.797
YNL220W	296.590
YNL284C	304.582
YPL183W	156.369
YOR147W	155.428
YNL292W	169.218
YMR263W	234.739
YNL307C	284.247
YNL277W	159.575
