ORF	hap a | expression level of a particular gene (HTA1) | standard [standard] | Fillingham J~Andrews BJ, 2009
YBL013W	-0.055
YBR229C	-0.055
YLR043C	-0.054
YDL219W	-0.054
YOL073C	-0.054
YDR161W	-0.054
YOR195W	-0.054
YLR292C	-0.053
YOR025W	-0.053
YLR329W	-0.053
YPL195W	-0.053
YJR052W	-0.053
YGR234W	-0.053
YPR065W	-0.052
YIR032C	-0.052
YMR048W	-0.052
YHR152W	-0.052
YOR039W	-0.051
YIL124W	-0.051
YHR207C	-0.051
YLR123C	-0.051
YOR275C	-0.051
YIL030C	-0.051
YIL087C	-0.051
YBL095W	-0.050
YGR196C	-0.050
YIL014W	-0.050
YJL036W	-0.050
YGL096W	-0.050
YJL190C	-0.050
YGR202C	-0.050
YBR048W	-0.050
YGR199W	-0.050
YHR115C	-0.049
YKL029C	-0.049
YIL162W	-0.049
YAL062W	-0.049
YJR009C	-0.048
YMR307W	-0.048
YPR009W	-0.048
YNL042W	-0.048
YIL012W	-0.048
YLR114C	-0.048
YJL103C	-0.047
YDR436W	-0.047
YBR130C	-0.047
YLR138W	-0.047
YGR256W	-0.047
YGR276C	-0.046
YDR148C	-0.046
YLL012W	-0.046
YBR178W	-0.045
YPR200C	-0.045
YOR382W	-0.045
YIR043C	-0.044
YHR135C	-0.044
YJR134C	-0.044
YDR525W-A	-0.044
YBR054W	-0.044
YGL004C	-0.044
YBL067C	-0.044
YLR328W	-0.043
YLL063C	-0.043
YPR015C	-0.043
YBR034C	-0.043
YLL045C	-0.043
YJL214W	-0.043
YGR192C	-0.043
YCL033C	-0.042
YBR291C	-0.042
YIL047C	-0.042
YLR028C	-0.042
YLL048C	-0.041
YKL114C	-0.040
YBR149W	-0.040
YGL126W	-0.040
YCL001W-A	-0.040
YNL015W	-0.039
YGR068C	-0.039
YBR162C	-0.039
YHR039C	-0.039
YML090W	-0.039
YJL038C	-0.039
YHR114W	-0.039
YNR009W	-0.039
YGR241C	-0.039
YPR198W	-0.038
YOR108W	-0.038
YOL054W	-0.038
YOL059W	-0.038
YOL141W	-0.038
YFL014W	-0.038
YLR177W	-0.038
YIL092W	-0.038
YKL107W	-0.037
YGL232W	-0.037
YPR037C	-0.037
YKL064W	-0.037
YLR126C	-0.036
YGL051W	-0.036
YLR402W	-0.036
YGL157W	-0.036
YER129W	-0.036
YNL214W	-0.035
YLR297W	-0.035
YIL102C	-0.035
YLR144C	-0.035
YGL170C	-0.035
YNL168C	-0.035
YOR154W	-0.035
YKR057W	-0.035
YLR315W	-0.034
YLR087C	-0.034
YLR046C	-0.034
YPR068C	-0.034
YKR026C	-0.034
YDL204W	-0.034
YGR244C	-0.033
YGR122C-A	-0.033
YHR138C	-0.033
YIL161W	-0.033
YKR032W	-0.033
YIL165C	-0.033
YPL089C	-0.033
YJR039W	-0.033
YLR168C	-0.033
YOL079W	-0.033
YPL100W	-0.033
YIL100W	-0.032
YLR289W	-0.032
YML067C	-0.032
YHR181W	-0.032
YGL227W	-0.031
YDL191W	-0.031
YPR045C	-0.030
YGR153W	-0.030
YIR020C	-0.030
YPL026C	-0.029
YMR284W	-0.029
YBR078W	-0.029
YNR065C	-0.029
YIL108W	-0.028
YGR289C	-0.028
YLR337C	-0.028
YJL159W	-0.028
YPR192W	-0.028
YDL066W	-0.028
YFR048W	-0.028
YGR224W	-0.028
YDR315C	-0.028
YEL053C	-0.028
YLR287C	-0.027
YBR104W	-0.027
YOR182C	-0.027
YJL100W	-0.027
YDR147W	-0.027
YIL074C	-0.027
YNR071C	-0.027
YML097C	-0.026
YGL079W	-0.026
YOL048C	-0.026
YHR179W	-0.026
YHR094C	-0.026
YCR051W	-0.026
YJR150C	-0.026
YKL174C	-0.025
YNL071W	-0.025
YJL183W	-0.025
YPR058W	-0.025
YGR042W	-0.025
YPR140W	-0.025
YPL113C	-0.025
YBR241C	-0.024
YGR007W	-0.024
YNL257C	-0.024
YMR041C	-0.024
YGR247W	-0.023
YCR067C	-0.023
YOL147C	-0.023
YHR079C	-0.023
YLL021W	-0.023
YPL239W	-0.023
YJR035W	-0.023
YDL013W	-0.022
YDR508C	-0.022
YBR181C	-0.022
YBR244W	-0.021
YHR050W	-0.021
YGR197C	-0.021
YNL024C	-0.021
YNR045W	-0.021
YOR227W	-0.020
YHR132C	-0.020
YAL060W	-0.020
YDR169C	-0.020
YGL039W	-0.020
YGL060W	-0.020
YMR007W	-0.020
YPR154W	-0.020
YLR018C	-0.020
YPL024W	-0.019
YIL101C	-0.019
YPR157W	-0.019
YCR030C	-0.018
YLR366W	-0.018
YGL077C	-0.018
YLR004C	-0.018
YKL218C	-0.018
YPR059C	-0.018
YJL099W	-0.018
YBR286W	-0.018
YJL057C	-0.018
YML121W	-0.017
YOR127W	-0.017
YNL233W	-0.017
YPR091C	-0.017
YPR064W	-0.017
YBR111C	-0.017
YGL118C	-0.017
YDR025W	-0.017
YNL020C	-0.016
YCR045C	-0.016
YBR125C	-0.016
YPR158W	-0.016
YKR058W	-0.016
YLR227C	-0.016
YDR258C	-0.016
YDR424C	-0.016
YBR015C	-0.015
YDR154C	-0.015
YHR203C	-0.015
YBR262C	-0.015
YHR079C-A	-0.015
YKL023W	-0.015
YOR033C	-0.015
YMR175W	-0.014
YPL226W	-0.014
YIL107C	-0.014
YOL052C	-0.014
YLR169W	-0.014
YGR235C	-0.014
YIL146C	-0.014
YOL062C	-0.013
YGR039W	-0.013
YJL218W	-0.013
YDR502C	-0.013
YLR013W	-0.013
YNL237W	-0.013
YPL177C	-0.013
YNL311C	-0.012
YLR151C	-0.012
YMR177W	-0.012
YPL219W	-0.011
YDR492W	-0.011
YDR126W	-0.011
YPR092W	-0.011
YAL049C	-0.010
YBR148W	-0.010
YLR179C	-0.010
YJL150W	-0.010
YAL036C	-0.010
YDL095W	-0.009
YDL089W	-0.009
YMR010W	-0.009
YDL023C	-0.009
YLR090W	-0.009
YGL181W	-0.009
YFR041C	-0.009
YPL159C	-0.009
YGR230W	-0.008
YAL068C	-0.008
YOL001W	-0.007
YJL067W	-0.007
YMR294W-A	-0.006
YMR247C	-0.006
YDR444W	-0.006
YPR022C	-0.006
YPR132W	-0.006
YPR199C	-0.006
YDL186W	-0.006
YPL273W	-0.006
YOL107W	-0.006
YDL051W	-0.006
YMR025W	-0.006
YPR125W	-0.005
YNL300W	-0.005
YCR098C	-0.005
YCR031C	-0.005
YIL072W	-0.005
YHR127W	-0.005
YCR090C	-0.005
YGL249W	-0.005
YGL087C	-0.004
YBR132C	-0.004
YIR036C	-0.004
YMR147W	-0.004
YPL257W	-0.004
YBL048W	-0.004
YKL039W	-0.004
YLR207W	-0.004
YOR029W	-0.004
YLR405W	-0.003
YNL226W	-0.003
YLR107W	-0.003
YBR168W	-0.003
YIR005W	-0.003
YLR324W	-0.003
YPR063C	-0.003
YJR118C	-0.003
YIR019C	-0.003
YGR122W	-0.003
YBL028C	-0.002
YGL042C	-0.002
YDR271C	-0.002
YAR002W	-0.002
YAL007C	-0.002
YLR096W	-0.002
YLR189C	-0.002
YFL047W	-0.002
YDR097C	-0.001
YBL059W	-0.001
YDR393W	-0.001
YML107C	-0.001
YLR388W	-0.001
YLR367W	-0.001
YNR040W	-0.000
YGR004W	-0.000
YIR009W	-0.000
YGR236C	-0.000
YGL141W	-0.000
YOR379C	-0.000
YNL086W	-0.000
YGR242W	0.000
YPR006C	0.000
YIL095W	0.001
YGR059W	0.001
YKL146W	0.001
YDL036C	0.001
YMR124W	0.001
YBR240C	0.001
YGR255C	0.001
YJR152W	0.001
YLR306W	0.001
YNL230C	0.001
YJR051W	0.001
YLR338W	0.001
YPL060W	0.001
YLR194C	0.002
YJL012C	0.002
YHR103W	0.002
YMR106C	0.002
YFR055W	0.002
YKR018C	0.002
YOL007C	0.002
YOR158W	0.002
YJR097W	0.003
YBR276C	0.003
YFR045W	0.003
YPL112C	0.003
YLR327C	0.003
YKL147C	0.003
YGR146C	0.003
YLR011W	0.003
YJL117W	0.003
YOR239W	0.007
YGL203C	0.004
YMR237W	0.004
YGL149W	0.004
YOR113W	0.004
YJL122W	0.004
YPR193C	0.004
YFL004W	0.004
YHR195W	0.004
YOR243C	0.004
YPR147C	0.004
YFR057W	0.004
YGL081W	0.005
YGL031C	0.005
YOR021C	0.005
YJR030C	0.006
YPR151C	0.006
YMR250W	0.006
YKL127W	0.006
YDR117C	0.006
YHR131C	0.006
YGR249W	0.006
YBL063W	0.006
YIR027C	0.006
YML123C	0.006
YGL020C	0.006
YPL136W	0.006
YML103C	0.006
YFL033C	0.007
YMR009W	0.007
YOR012W	0.007
YOR291W	0.007
YMR199W	0.007
YGR001C	0.008
YPL038W	0.008
YPL133C	0.008
YPR174C	0.008
YGL256W	0.008
YER134C	0.009
YIR038C	0.009
YGL213C	0.009
YKL071W	0.009
YKL162C	0.009
YHR139C	0.009
YKR015C	0.009
YOR047C	0.009
YML020W	0.009
YIL025C	0.009
YHR109W	0.009
YDL129W	0.010
YPR071W	0.010
YNL162W	0.010
YJL093C	0.010
YGL222C	0.010
YNL049C	0.010
YJR033C	0.010
YKR031C	0.010
YBR195C	0.011
YBL079W	0.011
YDL123W	0.011
YOR035C	0.011
YOR118W	0.011
YOL153C	0.011
YNL319W	0.011
YPL041C	0.011
YJR015W	0.012
YPL267W	0.012
YPR196W	0.012
YHR154W	0.012
YBR101C	0.012
YGR139W	0.012
YJR038C	0.013
YBL072C	0.013
YCR050C	0.013
YPR173C	0.013
YLR178C	0.014
YOR188W	0.014
YPR021C	0.014
YGL174W	0.014
YLR413W	0.014
YNL063W	0.014
YDR110W	0.014
YLR421C	0.014
YCR036W	0.014
YOR072W	0.014
YAL004W	0.014
YOR090C	0.014
YDL162C	0.014
YGR260W	0.014
YDR083W	0.014
YBR222C	0.014
YMR194C-A	0.015
YDR139C	0.015
YGL032C	0.015
YOR300W	0.015
YDR491C	0.016
YDR255C	0.016
YMR285C	0.016
YER065C	0.016
YBR040W	0.016
YGR233C	0.017
YBR057C	0.017
YMR194W	0.017
YMR123W	0.017
YBR141C	0.017
YPR077C	0.017
YOR011W	0.018
YDR515W	0.018
YDL011C	0.018
YLR220W	0.018
YJL108C	0.018
YMR297W	0.018
YMR015C	0.018
YJL146W	0.018
YBR005W	0.018
YPR188C	0.018
YLR364W	0.019
YOL047C	0.019
YGL259W	0.019
YPR076W	0.019
YDL170W	0.019
YGL017W	0.019
YLR094C	0.020
YLR342W	0.020
YER044C-A	0.020
YGR106C	0.020
YDR514C	0.020
YOR009W	0.020
YEL040W	0.020
YGR279C	0.021
YOL099C	0.021
YPL116W	0.021
YCL029C	0.021
YGL028C	0.021
YIR024C	0.021
YJL120W	0.021
YLR285W	0.021
YDL071C	0.021
YJR148W	0.021
YER027C	0.021
YJL132W	0.022
YDR035W	0.022
YLR356W	0.022
YHR087W	0.022
YBR165W	0.022
YBR208C	0.022
YBL075C	0.022
YPR096C	0.022
YCR083W	0.022
YJL169W	0.022
YPL127C	0.022
YLR224W	0.023
YOR366W	0.023
YNR058W	0.023
YLR219W	0.023
YAL061W	0.023
YMR099C	0.023
YAL026C	0.023
YNL324W	0.023
YBR210W	0.023
YCR091W	0.023
YNL254C	0.024
YMR283C	0.024
YDR509W	0.024
YPL249C	0.024
YIL085C	0.024
YOR292C	0.024
YBL024W	0.024
YLR210W	0.024
YKL190W	0.024
YPL001W	0.025
YKL017C	0.025
YFR034C	0.025
YGR237C	0.025
YCL002C	0.025
YAL029C	0.026
YOR171C	0.026
YHR155W	0.026
YOR266W	0.026
YNL123W	0.026
YGR108W	0.027
YDR467C	0.027
YNL328C	0.027
YMR241W	0.027
YDR294C	0.027
YPR093C	0.027
YBR242W	0.027
YLR113W	0.027
YAL045C	0.027
YOL121C	0.027
YLR303W	0.028
YGL175C	0.028
YMR238W	0.028
YPR123C	0.028
YLL052C	0.028
YPR075C	0.028
YGL179C	0.028
YOR062C	0.028
YDR248C	0.028
YJL126W	0.028
YBR045C	0.028
YKL123W	0.028
YKR053C	0.029
YPR148C	0.029
YGL164C	0.029
YLR354C	0.029
YMR201C	0.029
YBR007C	0.029
YGR254W	0.029
YMR119W	0.029
YER053C	0.029
YBR069C	0.029
YCR089W	0.029
YPR062W	0.029
YCR061W	0.178
YNR030W	0.029
YJL149W	0.030
YBL071C	0.030
YLR030W	0.030
YMR306W	0.030
YGL159W	0.030
YOR142W	0.030
YDL146W	0.030
YDL135C	0.030
YJR011C	0.030
YNR042W	0.030
YNL040W	0.030
YGR177C	0.030
YFR047C	0.030
YMR214W	0.030
YKL163W	0.030
YHR034C	0.031
YLL061W	0.031
YNL187W	0.031
YNL046W	0.031
YOR277C	0.031
YCL001W	0.031
YML054C	0.031
YMR129W	0.031
YMR018W	0.031
YOL136C	0.031
YOR222W	0.032
YMR145C	0.032
YHR092C	0.032
YLR380W	0.032
YMR196W	0.032
YBR024W	0.032
YMR320W	0.032
YGR088W	0.032
YCL069W	0.032
YCL011C	0.032
YGR181W	0.032
YHR016C	0.033
YGR055W	0.033
YJR031C	0.033
YMR044W	0.033
YPR007C	0.033
YKR011C	0.033
YLR390W	0.033
YBL103C	0.033
YBR056W	0.033
YOR248W	0.034
YLR365W	0.034
YLR057W	0.034
YMR188C	0.034
YML062C	0.034
YBL037W	0.034
YLR225C	0.034
YMR085W	0.034
YIL055C	0.035
YKL084W	0.035
YGL056C	0.035
YLR124W	0.035
YOR177C	0.035
YGR189C	0.035
YDL136W	0.035
YGL037C	0.036
YKL063C	0.036
YOR024W	0.036
YPL062W	0.036
YGR037C	0.036
YMR173W-A	0.036
YNL217W	0.037
YBR159W	0.037
YDR242W	0.037
YKL038W	0.037
YOR202W	0.037
YGR201C	0.037
YHR146W	0.037
YBL085W	0.037
YOR115C	0.037
YOR163W	0.037
YDL130W-A	0.038
YEL042W	0.038
YDR459C	0.038
YPL017C	0.038
YCL026C	0.038
YGR044C	0.038
YLR174W	0.038
YPL144W	0.039
YDL088C	0.039
YER054C	0.039
YDL026W	0.039
YGL013C	0.039
YDR538W	0.039
YDR372C	0.039
YGL251C	0.039
YBR180W	0.039
YGL234W	0.039
YDL083C	0.039
YIL054W	0.040
YLR258W	0.040
YDL169C	0.040
YOR328W	0.040
YLL005C	0.040
YBR145W	0.040
YLR309C	0.040
YMR316C-A	0.040
YLR122C	0.040
YGL138C	0.040
YIL111W	0.041
YER161C	0.041
YOR133W	0.041
YMR244C-A	0.041
YML095C	0.041
YDL109C	0.041
YPR008W	0.041
YMR086C-A	0.041
YJR111C	0.041
YGL146C	0.041
YER019W	0.041
YLR368W	0.041
YJR010C-A	0.042
YMR003W	0.042
YPL098C	0.042
YFR049W	0.042
YMR166C	0.042
YOL126C	0.042
YMR265C	0.042
YOR153W	0.042
YAL037W	0.042
YNR057C	0.042
YIL135C	0.043
YLR077W	0.043
YOL098C	0.043
YKL142W	0.043
YCR024C-A	0.043
YLL053C	0.043
YBR299W	0.044
YLL055W	0.044
YLR247C	0.044
YDR155C	0.044
YKR017C	0.044
YCL040W	0.044
YKR070W	0.044
YOR191W	0.045
YBR033W	0.045
YKL207W	0.045
YOR076C	0.045
YGL166W	0.045
YFR024C-A	0.122
YJR145C	0.045
YDR066C	0.045
YCR102C	0.045
YOL020W	0.045
YLR353W	0.046
YAR023C	0.046
YLL001W	0.046
YBR223C	0.046
YOR357C	0.046
YLR444C	0.046
YOR081C	0.046
YOR134W	0.047
YKR100C	0.047
YLR213C	0.047
YPL048W	0.047
YDR063W	0.047
YOL131W	0.048
YLR408C	0.048
YDL154W	0.048
YNR032W	0.048
YGR016W	0.048
YOR131C	0.048
YBR287W	0.048
YCR049C	0.048
YCL042W	0.048
YGR123C	0.048
YKL092C	0.048
YGR033C	0.048
YPL070W	0.049
YGL156W	0.049
YOL084W	0.049
YGR049W	0.049
YJR125C	0.049
YFR046C	0.049
YKL177W	0.049
YPL221W	0.049
YGL002W	0.049
YGR295C	0.050
YJL133W	0.050
YKR007W	0.050
YOL132W	0.050
YOR223W	0.050
YNL008C	0.050
YDR440W	0.050
YOR245C	0.050
YBR297W	0.050
YAL042W	0.050
YMR191W	0.050
YHR159W	0.050
YDR029W	0.050
YGL131C	0.050
YBR274W	0.050
YKR033C	0.050
YAR002C-A	0.051
YLL062C	0.051
YLR070C	0.051
YPR029C	0.051
YPL155C	0.051
YLR233C	0.051
YDR032C	0.051
YDR391C	0.051
YDR179W-A	0.051
YLR058C	0.051
YGR134W	0.051
YKL132C	0.051
YEL014C	0.051
YOL159C	0.051
YLR232W	0.051
YLR121C	0.051
YKL130C	0.052
YMR022W	0.052
YOL075C	0.052
YOL163W	0.052
YLR349W	0.052
YOR192C	0.052
YAL014C	0.052
YBR292C	0.052
YBL096C	0.052
YNL336W	0.052
YOR293W	0.052
YNL027W	0.053
YPR153W	0.053
YLR152C	0.053
YLR377C	0.053
YPR122W	0.053
YLR164W	0.053
YHL035C	0.053
YGL140C	0.053
YKL157W	0.121
YDL172C	0.054
YBL086C	0.054
YGL041C	0.054
YLR352W	0.054
YJL049W	0.054
YGR226C	0.054
YPR121W	0.054
YDL157C	0.055
YMR215W	0.055
YDL240W	0.055
YBR068C	0.055
YIL032C	0.055
YGL260W	0.055
YMR118C	0.055
YJR001W	0.056
YOL122C	0.056
YIL011W	0.056
YOR137C	0.056
YER116C	0.056
YJL170C	0.056
YLR263W	0.056
YBR072W	0.056
YHR076W	0.056
YPR005C	0.056
YGR124W	0.056
YMR056C	0.056
YLR092W	0.056
YDR034C	0.056
YOR044W	0.057
YBR232C	0.057
YDR130C	0.057
YBR089C-A	0.057
YDL133W	0.057
YDL128W	0.057
YDR291W	0.057
YKL061W	0.057
YER087C-B	0.057
YMR181C	0.057
YOR321W	0.058
YDR009W	0.058
YLR269C	0.058
YML012W	0.058
YKR066C	0.058
YKL001C	0.058
YLR341W	0.058
YER002W	0.058
YNL004W	0.058
YJR154W	0.058
YFL041W	0.058
YML052W	0.058
YKL065C	0.058
YLR037C	0.058
YOL016C	0.059
YOL037C	0.059
YKL124W	0.059
YMR152W	0.059
YBR030W	0.059
YPL269W	0.059
YHR049C-A	0.059
YLR348C	0.059
YPL200W	0.060
YDR251W	0.060
YGL226C-A	0.060
YBR214W	0.060
YLR016C	0.060
YGL199C	0.060
YLR437C	0.060
YMR086W	0.060
YIL036W	0.060
YDR101C	0.060
YDR193W	0.060
YGL083W	0.060
YOR242C	0.061
YOR170W	0.061
YGL195W	0.061
YER035W	0.061
YPL023C	0.061
YMR141C	0.061
YMR205C	0.061
YKR103W	0.061
YMR295C	0.061
YLL026W	0.061
YBR298C	0.061
YDR151C	0.061
YKL159C	0.061
YOL017W	0.062
YKR101W	0.062
YOR161C	0.062
YGR291C	0.062
YBR235W	0.063
YDL138W	0.063
YLR271W	0.063
YLR064W	0.063
YOL158C	0.064
YOR104W	0.064
YMR031C	0.064
YGL229C	0.064
YGR130C	0.064
YER109C	0.064
YJR010W	0.064
YJL119C	0.064
YLR108C	0.064
YLR031W	0.065
YLR351C	0.065
YKR045C	0.065
YPR078C	0.065
YGL160W	0.065
YOR050C	0.065
YDL112W	0.065
YJL207C	0.065
YBR066C	0.065
YKL140W	0.065
YOL111C	0.065
YOR140W	0.065
YPR052C	0.065
YML070W	0.066
YDR135C	0.066
YLR326W	0.066
YLR267W	0.066
YKL178C	0.066
YDR163W	0.066
YBR027C	0.066
YDR222W	0.066
YBR161W	0.067
YIL020C	0.067
YKL121W	0.067
YCR073C	0.067
YDR033W	0.067
YGL258W	0.067
YAL048C	0.067
YDL114W	0.067
YNL135C	0.067
YPR003C	0.067
YLR112W	0.067
YML075C	0.068
YLR416C	0.068
YLR036C	0.068
YOR386W	0.068
YBR031W	0.068
YOR034C	0.068
YJL217W	0.068
YMR133W	0.068
YOR374W	0.068
YOR183W	0.069
YLR311C	0.069
YJL216C	0.069
YPL168W	0.069
YOR042W	0.069
YLL017W	0.070
YFR053C	0.070
YBR259W	0.070
YKL106W	0.070
YOR172W	0.070
YML003W	0.070
YKL094W	0.070
YPR030W	0.070
YMR275C	0.070
YML029W	0.070
YGL117W	0.070
YML101C	0.070
YOL083W	0.070
YDL236W	0.071
YGR173W	0.071
YAL053W	0.071
YNL116W	0.071
YEL006W	0.071
YBR050C	0.071
YLR012C	0.072
YLR392C	0.072
YNR039C	0.072
YBR158W	0.072
YNL014W	0.072
YNL090W	0.072
YBR197C	0.072
YOR078W	0.072
YDR306C	0.072
YAR035W	0.072
YMR101C	0.072
YDL081C	0.072
YAR020C	0.072
YPR109W	0.073
YML059C	0.073
YHR048W	0.073
YKL006W	0.073
YML112W	0.073
YOR368W	0.073
YOR018W	0.073
YGR066C	0.073
YDR157W	0.073
YOL129W	0.073
YBL088C	0.073
YHR086W	0.073
YDR015C	0.073
YGR069W	0.073
YOL065C	0.073
YKL027W	0.074
YKR043C	0.074
YGR127W	0.075
YGL094C	0.075
YDL233W	0.075
YBR116C	0.075
YNL323W	0.075
YGR138C	0.075
YHR057C	0.075
YBL019W	0.075
YPL125W	0.076
YEL007W	0.076
YPL154C	0.076
YGR019W	0.076
YER072W	0.076
YLR236C	0.076
YDL094C	0.076
YLR264W	0.076
YKL097C	0.076
YER074W	0.076
YGR014W	0.076
YNL316C	0.076
YER120W	0.077
YNL271C	0.077
YOL087C	0.077
YFR038W	0.077
YKL079W	0.077
YFR016C	0.077
YNL195C	0.077
YHR133C	0.077
YNL009W	0.078
YOL032W	0.078
YIR004W	0.078
YPR018W	0.078
YOL053W	0.078
YOL150C	0.078
YBR053C	0.078
YMR326C	0.078
YDR077W	0.078
YPL222W	0.079
YNL334C	0.079
YOL067C	0.079
YDL086W	0.079
YGR290W	0.079
YOL160W	0.079
YOL019W	0.079
YGR259C	0.079
YOR179C	0.080
YBR156C	0.080
YOL061W	0.080
YFR020W	0.080
YML101C-A	0.080
YGR026W	0.080
YDL061C	0.080
YLR234W	0.080
YEL028W	0.080
YKL015W	0.080
YGR117C	0.081
YDR428C	0.081
YPR046W	0.081
YMR306C-A	0.081
YNL318C	0.081
YIL024C	0.081
YLR282C	0.081
YKL050C	0.081
YKL086W	0.081
YGL057C	0.081
YIL056W	0.081
YKR078W	0.082
YMR115W	0.082
YLR020C	0.082
YKL067W	0.082
YHR153C	0.082
YLR137W	0.082
YBL043W	0.082
YLL016W	0.082
YNL125C	0.082
YMR264W	0.082
YDL177C	0.082
YPL272C	0.083
YOR284W	0.083
YBR169C	0.083
YFL007W	0.159
YDR030C	0.083
YOR193W	0.083
YCR027C	0.083
YMR040W	0.083
YJR147W	0.083
YDR403W	0.084
YNR015W	0.084
YOL056W	0.084
YKL128C	0.084
YNL098C	0.084
YCR025C	0.084
YJL142C	0.084
YGR206W	0.084
YMR053C	0.084
YLR438W	0.084
YLR312C	0.084
YMR319C	0.084
YMR259C	0.084
YIL059C	0.085
YGR126W	0.085
YER097W	0.085
YAR042W	0.107
YLR461W	0.085
YER084W	0.085
YNL299W	0.085
YPL227C	0.086
YLR235C	0.086
YMR126C	0.086
YNL335W	0.086
YOR071C	0.086
YBL039C	0.086
YKL051W	0.086
YER075C	0.086
YHR132W-A	0.086
YNR028W	0.086
YKL117W	0.087
YKL072W	0.087
YGR168C	0.087
YBR052C	0.087
YPR027C	0.087
YDR447C	0.088
YPL135W	0.088
YOL011W	0.088
YBR248C	0.088
YGR137W	0.088
YCR026C	0.088
YBR008C	0.088
YLR128W	0.088
YNL200C	0.088
YER152C	0.088
YMR104C	0.088
YPL192C	0.088
YGR154C	0.089
YNL239W	0.089
YDR525W	0.089
YLR047C	0.089
YDR304C	0.089
YMR034C	0.089
YLR170C	0.089
YCL014W	0.136
YIL158W	0.090
YNL302C	0.090
YDL187C	0.090
YJL066C	0.090
YPL034W	0.090
YGR041W	0.090
YAR037W	0.091
YGR054W	0.091
YLR241W	0.091
YPL207W	0.091
YKL160W	0.091
YIL136W	0.091
YDL156W	0.091
YMR042W	0.091
YDL201W	0.091
YML100W	0.091
YPL121C	0.091
YLR183C	0.091
YLR294C	0.091
YJR153W	0.092
YGL177W	0.092
YJR005W	0.092
YIL160C	0.092
YPL025C	0.092
YMR105C	0.092
YBR146W	0.092
YLR171W	0.092
YCL013W	0.092
YHR180W	0.092
YBR047W	0.093
YJR103W	0.093
YKL133C	0.093
YML117W	0.093
YDL119C	0.093
YDR124W	0.093
YLR040C	0.093
YPR001W	0.093
YOR228C	0.093
YOR190W	0.093
YER028C	0.093
YGL036W	0.093
YOR079C	0.093
YBR270C	0.093
YER051W	0.094
YLL015W	0.094
YGR067C	0.094
YPR095C	0.094
YNL173C	0.094
YGL211W	0.094
YOR274W	0.094
YLR017W	0.094
YGL139W	0.094
YKL131W	0.094
YCR099C	0.094
YCR005C	0.094
YGR227W	0.094
YKR084C	0.094
YLR398C	0.095
YMR057C	0.095
YOR087W	0.133
YEL067C	0.095
YJR107W	0.095
YIL045W	0.095
YBR184W	0.095
YOR356W	0.095
YKR005C	0.095
YCL009C	0.095
YOR375C	0.095
YKL026C	0.096
YDL174C	0.096
YCR101C	0.096
YMR172C-A	0.096
YHR143W	0.096
YGR070W	0.096
YMR258C	0.096
YCR069W	0.096
YKR056W	0.096
YNL268W	0.097
YBR058C	0.097
YBR290W	0.097
YPL261C	0.097
YFR026C	0.097
YBL104C	0.097
YBL010C	0.097
YGR263C	0.097
YER066C-A	0.097
YPL167C	0.097
YHR137W	0.097
YOL052C-A	0.097
YPR097W	0.097
YCR014C	0.097
YMR193C-A	0.097
YKL081W	0.098
YPR002W	0.098
YKR105C	0.098
YLR083C	0.098
YLL025W	0.098
YMR180C	0.098
YFL010C	0.098
YML026C	0.098
YFR018C	0.098
YML055W	0.098
YBR213W	0.098
YGL231C	0.099
YLR426W	0.099
YML104C	0.099
YIL043C	0.099
YGR271C-A	0.099
YPL203W	0.099
YOR059C	0.099
YIL037C	0.099
YMR311C	0.100
YML074C	0.100
YNL211C	0.100
YPL123C	0.100
YBR138C	0.100
YJL089W	0.100
YEL043W	0.100
YGL161C	0.101
YLL013C	0.101
YGL198W	0.101
YLR206W	0.101
YGL050W	0.101
YMR161W	0.101
YMR310C	0.101
YPL220W	0.101
YBR281C	0.101
YGR292W	0.101
YNL094W	0.101
YGR092W	0.101
YOR376W	0.102
YLR360W	0.102
YOR164C	0.102
YDR386W	0.102
YFR056C	0.102
YDR314C	0.102
YKL020C	0.102
YDR068W	0.102
YKL206C	0.103
YMR233W	0.103
YLR130C	0.103
YBR170C	0.103
YJR121W	0.103
YGR149W	0.103
YLR381W	0.103
YMR107W	0.104
YKL076C	0.104
YGR266W	0.104
YMR262W	0.104
YPR118W	0.104
YOR120W	0.104
YJR117W	0.104
YOR285W	0.104
YNL044W	0.104
YNL204C	0.104
YKL085W	0.105
YML116W	0.105
YDR085C	0.105
YML004C	0.105
YLR435W	0.105
YDR482C	0.105
YHR176W	0.106
YOR351C	0.106
YFR054C	0.106
YOR276W	0.106
YLR415C	0.106
YPR028W	0.107
YDR336W	0.107
YKR014C	0.107
YDL093W	0.108
YDL010W	0.108
YDR475C	0.181
YKL041W	0.109
YCR087C-A	0.109
YOL030W	0.109
YBR071W	0.109
YGR273C	0.109
YNL157W	0.109
YOR008C-A	0.109
YPR011C	0.109
YBR205W	0.109
YCL055W	0.110
YPL162C	0.110
YOR105W	0.110
YOR100C	0.110
YJL188C	0.110
YPL114W	0.110
YHR029C	0.110
YMR222C	0.110
YLR173W	0.110
YGR136W	0.111
YBR186W	0.111
YBR204C	0.111
YCR021C	0.111
YJL106W	0.111
YOR094W	0.111
YFL046W	0.111
YBR105C	0.112
YMR016C	0.112
YPL240C	0.112
YLR041W	0.112
YIL066C	0.112
YKR044W	0.112
YOR109W	0.112
YPR138C	0.112
YNL326C	0.113
YOL070C	0.113
YER182W	0.113
YGL089C	0.113
