ORF	hom | growth (relative abundance in pooled culture) | Osmotic Stress-Sorbitol (glucitol [0.6 M]) | Gonzalez R~Valero E, 2016	hom | growth (relative abundance in pooled culture) | High Osmostic Stress-Glucose (glucose [200 g/L]) | Gonzalez R~Valero E, 2016
YDR359C	0.962	2.472
YDR360W	-1.509	-0.349
YDR363W	-0.812	0.686
YDR363W-A	-0.526	-0.412
YDR368W	0.037	-0.041
YDR370C	-0.277	0.063
YDR371W	-0.202	0.149
YDR372C	1.892	2.336
YDR374C	-0.321	-0.119
YDR375C	-0.684	-2.124
YDR377W	-0.374	0.373
YDR378C	0.038	-0.418
YDR379C-A	-0.397	-1.346
YDR379W	-0.419	0.103
YDR380W	-0.221	0.224
YDR383C	-0.053	-0.004
YDR384C	-0.209	0.519
YDR385W	-0.464	-0.274
YDR386W	0.146	0.610
YDR387C	-0.538	-0.216
YDR388W	-0.500	-0.557
YDR389W	1.606	0.437
YDR391C	-0.027	0.313
YDR392W	1.184	1.750
YDR393W	2.100	1.887
YDR395W	-0.342	-0.194
YDR399W	-0.027	0.195
YDR400W	-0.344	0.156
YDR401W	-1.054	0.466
YDR402C	-0.209	0.039
YDR403W	-0.184	0.377
YDR405W	-0.060	-0.563
YDR406W	0.290	0.401
YDR408C	0.000	31.091
YDR409W	0.337	0.444
YDR411C	-0.321	-0.029
YDR414C	0.896	0.706
YDR415C	-0.334	-0.088
YDR417C	1.530	-0.303
YDR418W	0.133	-0.116
YDR419W	-0.306	-0.050
YDR420W	0.052	0.030
YDR421W	-0.224	-0.053
YDR422C	-0.380	-0.245
YDR423C	-0.217	0.334
YDR424C	0.118	0.367
YDR425W	0.100	0.380
YDR426C	-0.216	0.061
YDR428C	-0.179	0.228
YDR430C	0.236	0.728
YDR431W	-0.260	0.055
YDR432W	-1.038	1.183
YDR433W	-1.301	-1.250
YDR435C	0.368	0.085
YDR436W	-0.105	0.153
YDR438W	-0.348	-1.482
YDR439W	1.769	2.713
YDR441C	-1.019	-0.370
YDR442W	-0.175	0.598
YDR443C	1.225	0.119
YDR444W	-0.039	-1.031
YDR445C	0.101	-0.798
YDR447C	1.347	-2.572
YDR450W	29.480	0.000
YDR451C	-0.498	-1.125
YDR452W	0.345	-0.203
YDR455C	3.210	3.182
YDR457W	1.203	0.460
YDR459C	0.744	-0.273
YDR461W	0.111	-0.988
YDR462W	-0.600	-0.620
YDR463W	0.384	-1.256
YDR465C	1.106	-0.150
YDR466W	0.139	-1.395
YDR467C	1.047	-0.388
YDR469W	1.547	4.335
YDR471W	0.614	0.375
YDR474C	-0.238	-0.773
YDR476C	0.122	-0.136
YDR479C	-0.360	0.392
YDR480W	0.672	0.997
YDR482C	0.271	-0.353
YDR483W	0.654	-0.733
YDR484W	0.000	0.000
YDR485C	-1.038	-0.665
YDR488C	0.941	-0.162
YDR490C	0.788	-0.540
YDR491C	2.837	2.013
YDR492W	-0.718	-1.103
YDR493W	1.000	0.114
YDR494W	0.909	-0.094
YDR495C	0.000	0.000
YDR497C	1.495	0.465
YDR500C	0.846	0.449
YDR501W	1.096	0.654
YDR502C	0.152	0.100
YDR503C	0.214	-0.520
YDR504C	0.441	0.421
YDR505C	0.862	-0.060
YDR506C	0.403	-0.403
YDR507C	-0.056	-0.318
YDR508C	-0.386	-0.626
YDR509W	0.399	0.942
YDR511W	0.324	-1.209
YDR512C	0.174	-0.286
YDR513W	0.325	-0.141
YDR514C	-0.056	-0.529
YDR515W	0.895	0.450
YDR516C	0.284	-30.493
YDR517W	0.275	0.427
YDR518W	-0.027	-0.676
YDR519W	-0.907	0.113
YDR520C	0.186	-0.187
YDR521W	0.354	-0.081
YDR522C	0.260	-0.196
YDR523C	0.283	-0.740
YDR524C	0.555	0.360
YDR524C-B	0.184	-1.473
YDR524W-A	0.456	-0.402
YDR525W	0.173	-1.852
YDR525W-A	0.141	0.098
YDR528W	0.463	-0.203
YDR529C	-0.337	-0.684
YDR530C	0.185	-0.174
YDR532C	0.000	0.000
YDR533C	-0.049	-0.558
YDR534C	0.697	0.088
YDR535C	-0.356	-0.088
YDR536W	0.213	0.124
YDR537C	0.767	0.244
YDR538W	-0.008	-0.121
YDR539W	-0.195	-0.201
YDR540C	-0.021	-0.471
YDR541C	0.038	-0.037
YEL001C	-0.243	0.174
YEL003W	0.998	1.515
YEL004W	-0.225	0.312
YEL005C	-0.515	0.101
YEL006W	-0.028	0.268
YEL007W	-0.919	-0.384
YEL008W	-0.686	0.155
YEL009C	0.000	0.000
YEL010W	-0.206	0.203
YEL011W	-0.214	-0.042
YEL012W	-1.176	0.138
YEL014C	-0.118	0.123
YEL015W	-0.073	0.093
YEL016C	-0.068	0.376
YEL017C-A	-0.589	-0.368
YEL017W	-0.104	0.006
YEL018W	-0.297	0.100
YEL020C	-0.389	0.150
YEL022W	0.565	-0.527
YEL023C	-0.207	0.337
YEL024W	0.027	-0.726
YEL025C	-0.196	0.080
YEL027W	-29.518	0.598
YEL028W	0.196	0.507
YEL029C	-2.305	-0.795
YEL030W	-0.658	-0.145
YEL031W	-0.716	0.919
YEL033W	-0.904	-0.083
YEL036C	-2.701	-0.775
YEL037C	-0.744	-0.133
YEL038W	0.273	0.290
YEL039C	-0.094	0.244
YEL042W	0.793	0.475
YEL043W	-1.098	0.574
YEL044W	0.000	0.000
YEL045C	-32.840	-4.309
YEL046C	-3.125	-1.490
YEL047C	-0.413	0.009
YEL048C	-0.352	0.004
YEL049W	-0.083	0.333
YEL050C	-0.221	-0.762
YEL051W	0.000	0.000
YEL052W	-0.274	0.419
YEL053C	0.217	0.194
YEL054C	-1.275	0.905
YEL056W	-0.108	0.116
YEL057C	-0.548	-0.252
YEL059C-A	0.250	-0.959
YEL059W	0.151	0.366
YEL060C	-0.625	0.197
YEL061C	0.192	0.198
YEL062W	-0.444	-0.334
YEL063C	-0.016	0.244
YEL065W	-0.242	0.247
YEL066W	-0.342	-0.014
YEL067C	-0.395	0.084
YEL068C	-0.123	0.159
YEL071W	-0.092	0.410
YEL072W	-0.069	0.273
YER001W	-0.228	0.201
YER002W	-0.663	-0.467
YER004W	-1.612	-1.562
YER005W	-0.465	0.072
YER007C-A	0.584	0.519
YER007W	-0.125	-0.021
YER010C	0.160	0.252
YER011W	0.217	0.113
YER015W	-0.119	-0.310
YER016W	-1.701	-0.650
YER017C	-0.289	-1.823
YER019C-A	-0.224	0.358
YER019W	0.969	0.499
YER020W	0.761	0.147
YER024W	-0.097	0.061
YER028C	0.089	-0.326
YER030W	0.361	0.838
YER031C	-1.063	0.262
YER032W	-0.283	-0.021
YER033C	-0.420	0.042
YER034W	-0.362	0.192
YER037W	0.171	-0.262
YER038W-A	-0.134	-0.024
YER039C	-0.349	0.074
YER039C-A	-0.147	-0.233
YER040W	1.394	-1.413
YER041W	0.002	0.284
YER042W	-0.221	0.009
YER044C-A	-0.499	-0.035
YER045C	-0.142	0.041
YER046W	-0.073	-0.025
YER046W-A	-0.289	0.158
YER047C	-0.660	-0.215
YER048C	-0.342	0.386
YER049W	-0.003	0.286
YER050C	0.101	-1.004
YER051W	-0.440	-0.070
YER052C	0.000	0.000
YER053C	-0.368	0.187
YER053C-A	-0.212	-0.548
YER055C	-0.525	0.030
YER056C	0.469	0.113
YER056C-A	-0.118	-0.210
YER057C	-0.341	0.094
YER058W	0.048	-0.151
YER059W	-0.615	-0.323
YER060W	-0.256	-0.083
YER060W-A	-0.178	-0.064
YER061C	-0.589	-0.827
YER062C	-0.473	-0.185
YER063W	0.095	0.184
YER064C	0.304	0.173
YER065C	0.137	-0.130
YER066C-A	-0.439	-0.343
YER066W	-0.074	-0.285
YER067C-A	-0.343	0.171
YER067W	-0.069	0.128
YER068C-A	0.000	0.000
YER068W	30.065	0.000
YER069W	0.000	30.828
YER071C	-0.248	0.179
YER072W	-1.083	0.058
YER073W	-0.163	-0.246
YER074W	-0.666	-0.636
YER075C	-0.207	0.154
YER076C	-0.287	-0.806
YER077C	0.093	-1.428
YER078C	-0.089	0.106
YER079W	-0.084	0.209
YER080W	-0.077	0.226
YER081W	0.096	0.219
YER084W	-0.670	0.474
YER085C	-0.000	0.051
YER086W	0.000	0.000
YER087C-A	-0.514	-0.021
YER087C-B	0.119	-1.030
YER087W	-1.721	-2.137
YER088C	-0.077	-0.045
YER089C	0.619	-0.039
YER090W	0.000	30.091
YER091C	-31.104	-31.078
YER091C-A	-30.103	-1.572
YER092W	-0.997	0.534
YER093C-A	-0.490	0.342
YER095W	0.837	0.729
YER096W	-0.079	0.133
YER097W	-0.294	0.347
YER098W	-0.450	-0.070
YER099C	0.240	-1.224
YER101C	-0.211	-3.134
YER103W	0.523	-0.377
YER105C	-0.254	-0.218
YER106W	1.610	0.151
YER108C	-0.400	-0.264
YER110C	-1.340	-0.421
YER113C	0.421	-0.987
YER114C	0.474	0.505
YER115C	0.524	-1.131
YER116C	0.000	0.000
YER118C	-0.451	-0.675
YER119C	-0.071	-0.446
YER119C-A	0.284	0.598
YER120W	-31.519	-0.180
YER121W	-0.128	-1.077
YER122C	0.869	1.656
YER123W	2.189	0.894
YER124C	0.646	0.183
YER128W	0.383	-0.627
YER129W	2.114	1.367
YER130C	1.046	0.304
YER131W	0.663	0.335
YER132C	-0.902	-1.409
YER134C	0.290	-1.310
YER135C	-1.038	-1.528
YER139C	1.662	0.472
YER140W	-0.137	-0.758
YER141W	0.089	0.335
YER142C	-0.082	0.012
YER143W	-0.556	-0.794
YER144C	-0.121	-0.049
YER145C	0.238	-0.278
YER149C	0.554	-0.520
YER150W	-0.266	-0.828
YER151C	0.962	2.598
YER152C	0.524	-0.255
YER154W	-0.289	-0.748
YER156C	4.006	3.536
YER158C	-0.339	-0.374
YER162C	0.945	-0.392
YER163C	0.048	-0.617
YER164W	0.989	-1.282
YER166W	0.021	0.128
YER167W	0.547	-0.666
YER169W	1.213	-0.794
YER170W	0.721	0.099
YER173W	0.270	-1.131
YER174C	1.329	0.672
YER175C	-0.062	-1.038
YER175W-A	0.562	0.252
YER176W	0.499	-0.337
YER177W	0.547	0.820
YER179W	-0.122	-0.943
YER180C	0.495	0.233
YER180C-A	0.216	-0.009
YER181C	-0.096	-0.698
YER182W	0.649	-0.496
YER183C	0.921	0.386
YER184C	0.401	-0.122
YER185W	0.527	-0.152
YER186C	1.630	1.991
YER186W-A	1.187	0.134
YER187W	-0.693	-0.107
YER188W	-0.119	-0.275
YFL003C	0.164	0.013
YFL004W	0.423	-0.526
YFL006W	-0.421	0.448
YFL007W	1.029	1.080
YFL010C	1.020	0.182
YFL010W-A	-0.411	-0.640
YFL011W	-0.161	0.378
YFL012W	-0.986	-1.572
YFL013C	0.023	0.847
YFL013W-A	-0.185	-0.241
YFL014W	0.572	0.105
YFL015C	-0.051	0.244
YFL016C	-0.808	-0.229
YFL018C	-0.444	-0.189
YFL019C	0.413	0.118
YFL020C	-0.088	0.260
YFL021W	-0.734	-0.048
YFL023W	-0.701	-0.980
YFL025C	-0.492	0.557
YFL027C	-0.369	-0.006
YFL028C	-0.273	0.246
YFL030W	-0.580	-0.187
YFL031W	-0.252	0.156
YFL032W	-0.650	-0.344
YFL033C	0.821	0.299
YFL034C-A	0.028	0.084
YFL034W	-0.027	0.235
YFL035C-B	-0.303	0.052
YFL040W	-0.316	0.074
YFL041W	-0.611	0.103
YFL041W-A	0.365	-0.460
YFL042C	0.930	-0.053
YFL043C	-0.070	0.297
YFL044C	-0.388	0.174
YFL046W	-0.179	-0.001
YFL047W	-0.245	0.152
YFL048C	-0.314	-0.078
YFL049W	-0.798	0.188
YFL050C	-0.208	0.217
YFL051C	-0.095	0.238
YFL052W	-0.146	0.246
YFL053W	-0.391	-0.021
YFL054C	-0.373	0.185
YFL055W	-0.115	0.312
YFL056C	0.268	0.518
YFL063W	1.184	-0.087
YFR001W	0.613	0.690
YFR006W	-0.070	0.291
YFR007W	-0.125	0.326
YFR008W	0.112	0.584
YFR009W	1.427	1.264
YFR010W	1.132	-2.987
YFR011C	-0.225	-0.141
YFR012W	0.014	0.252
YFR012W-A	0.825	-0.945
YFR013W	0.156	0.125
YFR014C	-0.324	0.031
YFR015C	-0.145	0.246
YFR016C	-0.572	0.108
YFR017C	-0.462	-0.058
YFR018C	0.011	0.362
YFR019W	0.000	28.506
YFR020W	-0.105	0.329
YFR021W	-0.245	-0.053
YFR022W	-0.597	0.281
YFR023W	-0.334	0.081
YFR024C	0.250	-0.610
YFR024C-A	0.103	0.168
YFR025C	0.433	0.198
YFR026C	-0.121	0.419
YFR030W	0.547	-30.493
YFR031C-A	0.340	0.482
YFR032C	-0.254	-0.248
YFR032C-A	-0.070	0.151
YFR032C-B	0.574	-1.075
YFR033C	0.188	-0.003
YFR034C	-0.043	0.164
YFR035C	-0.176	-0.163
YFR036W	-0.041	-0.384
YFR039C	0.225	-0.104
YFR040W	0.835	0.136
YFR041C	0.060	0.199
YFR043C	-0.073	-0.306
YFR044C	-0.151	-0.310
YFR045W	0.193	0.017
YFR046C	-0.098	-0.015
YFR047C	0.008	-0.403
YFR048W	0.282	0.703
YFR049W	0.114	0.145
YFR053C	-0.106	-0.101
YFR054C	-0.295	-0.089
YFR055W	0.218	0.073
YFR056C	0.124	-0.016
YFR057W	-0.092	-0.101
YGL003C	-1.623	0.865
YGL004C	-0.453	-0.850
YGL005C	-0.913	1.030
YGL006W-A	0.493	-0.559
YGL007W	0.000	0.000
YGL009C	-0.077	0.365
YGL010W	-0.209	0.068
YGL012W	-3.723	-1.020
YGL013C	0.236	0.445
YGL014W	-0.243	0.462
YGL015C	-0.392	0.004
YGL016W	0.375	0.034
YGL017W	0.093	-0.262
YGL019W	-0.158	-0.225
YGL020C	0.000	28.506
YGL021W	-0.184	0.067
YGL023C	2.284	-0.402
YGL025C	0.548	0.802
YGL026C	-0.586	-0.650
YGL027C	-0.286	0.194
YGL028C	-0.134	0.083
YGL031C	-0.322	0.228
YGL032C	-0.333	0.394
YGL033W	0.785	-0.440
YGL034C	-0.160	0.019
YGL035C	0.061	-1.886
YGL037C	0.796	-0.309
YGL038C	0.000	0.000
YGL039W	0.017	0.282
YGL041C	-0.426	-0.385
YGL041C-B	0.846	-0.375
YGL042C	0.413	-0.579
YGL043W	0.140	0.185
YGL045W	0.216	0.163
YGL046W	0.222	0.064
YGL049C	0.820	0.472
YGL050W	-0.409	0.098
YGL051W	0.296	0.357
YGL053W	-0.229	-0.098
YGL054C	-0.567	0.839
YGL056C	-0.248	0.118
YGL057C	0.368	-0.704
YGL058W	31.065	32.206
YGL059W	0.054	0.291
YGL060W	-0.854	0.237
YGL062W	-0.143	0.015
YGL063W	0.493	-0.041
YGL064C	-0.351	-0.953
YGL066W	0.455	-0.655
YGL067W	-0.535	0.003
YGL071W	2.364	1.063
YGL072C	0.763	-0.553
YGL077C	0.093	0.054
YGL078C	0.197	0.347
YGL079W	-0.314	0.274
YGL080W	-0.038	-0.016
YGL081W	0.610	-0.152
YGL082W	0.030	-0.037
YGL083W	0.850	0.034
YGL084C	-1.008	-0.646
YGL085W	-0.100	0.353
YGL086W	-0.262	0.179
YGL087C	0.414	0.422
YGL088W	3.132	-28.493
YGL089C	-0.058	0.141
YGL090W	0.107	0.598
YGL094C	0.168	-0.892
YGL095C	-28.519	-28.493
YGL096W	-0.331	-0.524
YGL100W	28.480	29.506
YGL105W	30.066	28.506
YGL108C	0.577	0.154
YGL109W	0.250	0.391
YGL110C	-0.007	-1.231
YGL114W	-0.737	-0.954
YGL115W	0.000	0.000
YGL117W	1.124	0.528
YGL118C	0.320	-0.650
YGL119W	0.075	-1.009
YGL121C	0.218	-0.027
YGL124C	28.480	0.000
YGL125W	-28.519	-28.493
YGL126W	-0.183	-0.246
YGL129C	-0.608	-1.333
YGL131C	-0.190	-0.646
YGL132W	0.384	-2.220
YGL133W	1.786	-0.111
YGL134W	-0.120	-0.687
YGL135W	0.197	-0.374
YGL136C	-0.549	-0.733
YGL138C	0.342	-0.058
YGL139W	0.225	0.076
YGL140C	0.049	0.057
YGL141W	-0.553	-1.849
YGL143C	-0.242	-1.039
YGL144C	0.224	-0.139
YGL146C	-0.637	-0.725
YGL147C	0.962	0.309
YGL148W	0.000	0.000
YGL149W	1.246	0.483
YGL151W	-0.815	-0.112
YGL152C	-0.247	-0.419
YGL153W	-0.464	-1.039
YGL154C	0.000	0.000
YGL156W	0.169	0.120
YGL157W	0.575	-0.865
YGL158W	0.067	-0.251
YGL159W	-0.267	-1.257
YGL160W	0.566	-0.017
YGL161C	1.698	-0.573
YGL162W	1.341	0.750
YGL163C	0.547	-29.493
YGL164C	-0.120	-0.367
YGL165C	-0.003	-1.097
YGL166W	-0.417	-1.310
YGL167C	1.962	2.013
YGL168W	-0.038	-29.493
YGL170C	-0.453	-1.251
YGL175C	-1.372	-0.559
YGL176C	-0.453	-0.987
YGL177W	0.278	-0.096
YGL178W	0.522	-0.676
YGL179C	2.354	1.261
YGL180W	0.725	-0.681
YGL181W	1.103	1.335
YGL184C	0.535	-0.666
YGL185C	0.521	0.466
YGL186C	-0.556	-0.643
YGL191W	0.335	-0.455
YGL192W	0.533	-0.805
YGL194C	-0.656	0.761
YGL195W	0.000	0.000
YGL196W	-0.058	0.242
YGL197W	0.475	0.758
YGL199C	0.060	0.149
YGL200C	-0.791	-0.162
YGL202W	-0.428	1.128
YGL203C	0.664	0.230
YGL206C	0.000	0.000
YGL209W	-0.232	0.070
YGL210W	-0.276	-0.038
YGL211W	0.142	0.092
YGL212W	0.614	-0.795
YGL213C	-0.172	0.396
YGL214W	-0.224	0.224
YGL215W	-1.038	0.815
YGL217C	-0.196	0.251
YGL218W	-0.575	-0.392
YGL219C	-1.013	-0.916
YGL221C	-0.248	0.065
YGL223C	-2.846	-0.473
YGL230C	-0.293	0.176
YGL231C	-0.649	0.037
YGL232W	-0.473	0.122
YGL234W	0.000	0.000
YGL235W	-0.285	0.173
YGL236C	-0.615	-0.672
YGL237C	0.261	-0.214
YGL240W	-1.553	-1.309
YGL244W	-1.360	1.778
YGL246C	-0.038	0.527
YGL249W	0.251	0.932
YGL250W	-0.530	-0.301
YGL251C	-0.651	-0.440
YGL252C	-28.519	1.013
YGL253W	0.741	0.361
YGL255W	0.724	1.955
YGL261C	-0.417	0.118
YGR011W	-0.164	0.092
YGR012W	-0.383	0.513
YGR018C	0.406	0.226
YGR020C	0.000	0.000
YGR022C	-0.247	0.194
YGR025W	0.100	0.217
YGR027C	0.763	0.599
YGR028W	0.328	-0.148
YGR032W	0.250	-0.049
YGR034W	0.596	0.583
YGR035W-A	0.738	-0.287
YGR036C	0.000	0.000
YGR037C	0.951	0.362
YGR038W	0.285	0.151
YGR053C	0.173	-0.483
YGR054W	-0.069	-0.436
YGR056W	0.447	0.498
YGR058W	0.556	0.048
YGR059W	0.034	-0.121
YGR061C	0.000	0.000
YGR062C	0.299	-1.260
YGR063C	0.085	0.821
YGR064W	-0.249	1.057
YGR072W	0.756	-0.330
YGR076C	0.019	-0.575
YGR078C	0.421	0.117
YGR081C	0.085	-0.356
YGR085C	-1.310	-1.002
YGR086C	0.439	-0.118
YGR089W	-0.697	-0.530
YGR093W	0.704	-0.073
YGR096W	-0.376	-0.312
YGR101W	-0.226	-0.514
YGR102C	0.048	-0.261
YGR104C	-31.104	-0.987
YGR106C	0.045	-0.589
YGR109C	0.269	0.259
YGR110W	0.476	-0.241
YGR111W	0.317	-0.113
YGR117C	0.354	-0.068
YGR118W	0.699	0.194
YGR121C	0.103	0.144
YGR121W-A	0.533	-0.337
YGR122C-A	0.017	0.196
YGR122W	0.382	0.013
YGR123C	-0.026	0.311
YGR124W	-0.197	0.090
YGR125W	-0.253	-0.043
YGR126W	-0.476	-0.135
YGR127W	-0.566	-0.121
YGR129W	-0.328	-0.112
YGR130C	-0.090	0.332
YGR131W	-0.118	-0.016
YGR132C	-0.656	0.592
YGR134W	-0.991	-0.180
YGR135W	0.366	0.545
YGR136W	-0.310	0.081
YGR137W	-0.052	0.202
YGR138C	-0.174	0.371
YGR139W	-0.143	0.460
YGR141W	-0.148	-0.366
YGR142W	-0.133	0.305
YGR143W	0.254	0.115
YGR144W	-0.031	0.248
YGR146C	-0.540	0.134
YGR146C-A	-1.562	-0.165
YGR148C	0.293	0.140
YGR149W	-0.300	0.117
YGR150C	-0.500	-1.644
YGR151C	0.212	0.448
YGR152C	-0.350	-0.160
YGR153W	-0.446	-0.136
YGR154C	-0.357	0.122
YGR155W	-0.314	-9.625
YGR157W	-1.242	1.404
YGR159C	2.447	1.150
YGR160W	-0.038	0.472
YGR161C	-1.309	-0.066
YGR161W-C	0.490	-0.393
YGR162W	32.940	29.506
YGR163W	0.030	-0.453
YGR164W	-0.101	0.138
YGR165W	0.094	-0.793
YGR166W	-0.423	0.070
YGR168C	-0.045	0.080
YGR169C	-0.121	0.153
YGR169C-A	30.481	30.506
YGR170W	-0.521	0.328
YGR171C	-0.095	-0.950
YGR173W	-0.448	-0.067
YGR174C	0.008	-0.091
YGR174W-A	0.162	-0.398
YGR176W	-0.172	0.219
YGR177C	-0.144	0.120
YGR178C	0.197	0.211
YGR181W	-1.021	0.737
YGR182C	-0.567	0.614
YGR184C	-32.606	-1.267
YGR187C	-0.134	0.240
YGR189C	0.064	0.191
YGR192C	0.106	0.618
YGR193C	-0.439	-0.280
YGR194C	-0.116	0.070
YGR196C	-1.050	-0.748
YGR197C	-1.299	-0.378
YGR199W	-0.337	0.226
YGR200C	-0.020	0.398
YGR201C	0.052	-0.220
YGR202C	0.446	0.094
YGR203W	-0.380	0.132
YGR204C-A	0.380	-0.096
YGR204W	0.000	0.000
YGR205W	0.160	0.356
YGR206W	0.630	1.377
YGR207C	-0.022	0.258
YGR208W	0.000	0.000
YGR209C	-0.313	-0.037
YGR210C	-0.130	0.210
YGR212W	-0.334	-0.100
YGR213C	-0.135	0.004
YGR214W	0.040	-0.698
YGR215W	-0.169	-0.780
YGR217W	-1.036	0.295
YGR219W	-0.045	-1.016
YGR220C	-0.336	-1.043
YGR221C	0.108	-0.103
YGR222W	0.139	-0.738
YGR223C	0.572	-0.078
YGR224W	-0.110	-0.245
YGR225W	-0.066	-0.084
YGR226C	0.251	0.058
YGR227W	-0.144	-0.394
YGR228W	0.050	-0.205
YGR229C	0.944	0.147
YGR230W	0.081	0.320
YGR231C	-1.251	0.041
YGR232W	-0.148	-0.147
YGR233C	-0.204	-0.226
YGR234W	-0.135	0.197
YGR235C	-0.067	0.239
YGR236C	-0.097	0.087
YGR237C	-0.015	-0.306
YGR238C	0.055	-0.183
YGR240C	30.065	0.000
YGR241C	-0.508	0.192
YGR242W	-0.161	0.388
YGR243W	-0.285	-0.009
YGR244C	0.065	0.236
YGR247W	-0.143	-0.061
YGR248W	0.745	1.169
YGR249W	0.140	0.202
YGR250C	-0.257	-0.144
YGR252W	-28.519	-28.493
YGR254W	0.949	0.212
YGR255C	-0.185	-0.512
YGR256W	-0.061	0.091
YGR258C	1.010	0.263
YGR259C	0.348	0.510
YGR260W	0.071	0.333
YGR261C	0.738	0.267
YGR262C	0.000	0.000
YGR263C	-0.126	0.352
YGR268C	-0.232	0.147
YGR269W	-0.232	0.079
YGR270W	-0.056	0.068
YGR271C-A	2.663	2.013
YGR271W	0.071	-0.374
YGR272C	0.000	0.000
YGR273C	1.179	0.563
YGR275W	-0.232	0.177
YGR276C	0.357	-0.215
YGR279C	-0.213	0.043
YGR281W	-0.203	0.223
YGR282C	-0.254	0.199
YGR283C	-0.035	0.347
YGR284C	0.013	0.110
YGR285C	-31.518	-0.402
YGR286C	-0.224	0.088
YGR287C	-0.043	0.036
YGR288W	-0.009	0.328
YGR289C	0.826	-0.572
YGR290W	-0.233	-0.018
YGR291C	0.170	-0.122
YGR292W	-0.372	-0.545
YGR295C	0.505	-0.242
YHL001W	0.867	-0.024
YHL002W	0.525	0.403
YHL003C	0.098	0.104
YHL004W	-0.038	0.157
YHL005C	0.175	-0.187
YHL006C	0.431	0.188
YHL007C	-0.090	-0.631
YHL008C	0.354	0.521
YHL009C	-0.422	-1.194
YHL010C	0.079	0.064
YHL011C	0.487	-0.184
YHL012W	0.105	0.139
YHL013C	0.328	0.274
YHL014C	0.378	-0.029
YHL015W-A	0.004	-0.987
YHL017W	0.077	-0.042
YHL019C	-0.069	-0.367
YHL020C	0.547	2.144
YHL021C	-0.500	-0.180
YHL022C	0.137	-0.042
YHL023C	-0.708	-0.706
YHL024W	-0.164	0.239
YHL025W	30.802	0.000
YHL026C	0.086	-0.185
YHL027W	0.354	-0.269
YHL028W	0.010	-0.127
YHL029C	0.535	-0.527
YHL030W	0.069	0.179
YHL031C	0.354	-1.666
YHL032C	0.045	-0.011
YHL033C	0.039	-0.168
YHL034C	1.042	0.519
YHL035C	-0.039	0.020
YHL036W	0.027	-0.096
YHL037C	-0.018	-0.347
YHL038C	-0.021	-0.796
YHL039W	0.300	0.059
YHL040C	-0.052	-0.065
YHL042W	0.041	-0.290
YHL043W	0.156	0.099
YHL044W	-0.345	-0.119
YHL045W	-0.207	0.013
YHL046C	0.291	-0.087
YHL047C	0.057	-0.167
YHR001W	0.833	-0.191
YHR001W-A	0.367	-0.223
YHR003C	-0.103	0.392
YHR004C	-29.518	2.472
YHR005C	0.482	-1.724
YHR006W	-0.222	-0.392
YHR007C-A	0.137	-0.448
YHR008C	0.728	-0.222
YHR009C	-0.068	-0.231
YHR010W	0.000	30.506
YHR011W	1.525	0.411
YHR012W	0.574	-0.083
YHR013C	-1.713	0.301
YHR014W	0.180	0.011
YHR015W	0.096	-0.143
YHR016C	-0.177	0.088
YHR017W	-0.027	0.242
YHR018C	-28.519	-28.493
YHR021C	0.409	0.013
YHR021W-A	0.038	0.001
YHR022C	0.180	-0.211
YHR022C-A	0.560	-0.875
YHR025W	0.000	30.091
YHR028C	-0.072	-0.158
YHR029C	-0.599	-0.634
YHR030C	-0.399	1.293
YHR031C	0.235	-0.135
YHR032W	-0.174	0.151
YHR033W	-0.020	-0.399
YHR034C	0.065	-0.771
YHR035W	0.071	-0.133
YHR037W	0.439	0.310
YHR038W	-0.318	-0.403
YHR039C	0.106	-0.119
YHR039C-B	-31.519	-0.665
YHR041C	-0.953	1.071
YHR043C	0.003	-0.092
YHR044C	-0.537	-0.391
YHR045W	-0.197	-0.138
YHR046C	0.006	0.026
YHR047C	0.409	-0.104
YHR048W	0.303	0.160
YHR049C-A	-0.046	-0.054
YHR049W	0.258	0.126
YHR050W	2.433	1.496
YHR050W-A	-0.107	-0.659
YHR051W	-0.133	-0.640
YHR057C	0.287	0.252
YHR060W	-30.104	0.013
YHR061C	0.110	-0.143
YHR063C	1.297	-0.091
YHR064C	3.422	3.820
YHR066W	0.568	0.142
YHR067W	0.541	0.076
YHR071W	0.450	-0.294
YHR073W	0.712	0.097
YHR075C	0.300	0.068
YHR076W	-0.211	-0.156
YHR077C	0.630	-0.265
YHR078W	0.181	-0.289
YHR079C	0.047	0.144
YHR079C-B	0.147	0.462
YHR080C	0.045	-0.228
YHR082C	-0.333	-0.047
YHR086W	0.076	-0.541
YHR086W-A	0.018	-0.509
YHR087W	0.131	-0.151
YHR091C	0.630	0.598
YHR092C	-0.038	-0.351
YHR093W	0.185	0.229
YHR094C	-0.073	-0.171
YHR095W	0.113	-0.388
YHR096C	0.270	0.021
YHR097C	-0.234	0.010
YHR098C	1.962	0.750
YHR100C	-1.209	2.675
YHR103W	-0.468	0.706
YHR104W	0.153	-0.196
YHR105W	0.304	-0.155
YHR106W	0.599	0.233
YHR108W	0.407	-1.062
YHR109W	-0.050	-0.214
YHR110W	0.246	0.001
YHR111W	0.411	0.188
YHR112C	0.048	-0.122
YHR113W	-0.100	-0.059
YHR114W	-0.049	-0.228
YHR115C	-0.103	-0.255
YHR116W	0.374	-0.294
YHR117W	0.073	-0.248
