ORF	hap a | growth (relative abundance in pooled culture) | selenomethionine [12 uM] | Plateau P~Lazard M, 2017	hap a | growth (relative abundance in pooled culture) | selenomethionine [20 uM] | Plateau P~Lazard M, 2017
YMR004W	-0.405	0.083
YGL082W	-0.437	-0.088
YML050W	-0.375	0.288
YBR294W	-0.429	-0.363
YML009C	-0.429	-0.027
YOR276W	-0.415	-0.160
YER098W	-0.423	0.035
YGL026C	-0.401	-0.425
YCR094W	-0.436	-0.939
YIR020W-A	-0.410	-0.031
YDL211C	-0.434	0.076
YOR028C	-0.409	0.115
YKR099W	-0.404	-0.134
YKL029C	-0.423	-0.125
YOL138C	-0.409	-0.282
YLR092W	-0.425	-0.544
YKL066W	-0.419	-0.166
YML079W	-0.401	-0.199
YOR034C	-0.416	-0.213
YLR389C	-0.420	0.006
YFL046W	-0.437	-0.448
YLR250W	-0.404	-0.142
YKR039W	-0.405	-0.094
YML072C	-0.416	0.112
YFL032W	-0.388	-0.100
YMR027W	-0.407	-0.216
YGR015C	-0.420	-0.326
YJR106W	-0.411	-0.098
YMR256C	-0.420	-0.491
YIL067C	-0.433	-0.258
YKL063C	-0.418	-0.106
YNL335W	-0.423	-0.163
YNL023C	-0.391	0.076
YOL016C	-0.419	-0.265
YGR062C	-0.394	-0.275
YJL070C	-0.410	-0.050
YLR135W	-0.399	-0.039
YPR017C	-0.405	-0.157
YFR048W	-0.384	-0.019
YOR193W	-0.408	-0.033
YBR186W	-0.401	-0.158
YLR142W	-0.391	0.126
YPR117W	-0.422	0.020
YGR138C	-0.373	-0.074
YNL012W	-0.407	-0.183
YMR196W	-0.418	-0.034
YMR120C	-0.416	-0.071
YBL029W	-0.373	0.125
YNL179C	-0.422	-0.251
YBL066C	-0.392	-0.344
YDL022W	-0.390	-0.179
YML101C	-0.412	-0.322
YIL134W	-0.410	0.029
YHL019C	-0.393	-0.142
YPL213W	-0.387	0.041
YCL023C	-0.392	-0.304
YFR030W	-0.399	-0.359
YGR003W	-0.416	-0.244
YKR064W	-0.405	-0.250
YLR050C	-0.399	-0.725
YDL051W	-0.414	-0.049
YMR173W	-0.398	0.067
YLR300W	-0.398	-0.227
YOL063C	-0.392	-0.027
YBR077C	-0.398	-0.060
YDR197W	-0.394	-0.283
YBR132C	-0.306	-0.233
YDR477W	-0.426	-0.064
YER101C	-0.414	-0.254
YBL091C	-0.391	0.097
YBL009W	-0.397	-0.162
YIL166C	-0.404	-0.271
YNR012W	-0.414	0.089
YOL054W	-0.394	-0.068
YER049W	-0.374	0.081
YPR122W	-0.387	-0.068
YDR517W	-0.338	-0.024
YPL202C	-0.415	-0.063
YLR248W	0.318	0.516
YIL108W	-0.394	-0.235
YDR066C	-0.407	-0.073
YOL019W	-0.390	-0.093
YLL012W	-0.383	-0.174
YOR382W	-0.413	-0.132
YKL151C	-0.393	-0.067
YLR035C	-0.363	0.175
YOR334W	-0.385	-0.080
YMR163C	-0.404	-0.103
YMR207C	-0.358	-0.214
YPR004C	-0.369	0.050
YJL170C	-0.671	-0.211
YMR295C	-0.374	0.241
YER182W	-0.398	-0.038
YGR032W	-0.407	-0.480
YGR235C	-0.388	0.035
YJR129C	-0.392	-0.170
YKL091C	-0.424	-0.165
YGL253W	-0.367	-0.132
YPL100W	-0.373	-0.138
YOL160W	-0.382	0.089
YOR354C	-0.387	-0.511
YDR509W	-0.375	-0.021
YPR145W	-0.359	-0.019
YKL148C	-0.383	-0.240
YGR243W	-0.302	-0.039
YML019W	-0.404	-0.097
YPR152C	-0.391	0.024
YKL109W	-0.397	-0.273
YHL010C	-0.393	-0.008
YJL171C	-0.409	-0.493
YCR073W-A	-0.368	-0.145
YPR053C	-0.361	-0.076
YKR097W	-0.382	-0.130
YOR215C	-0.385	-0.234
YOR009W	-0.441	-0.004
YDR077W	-0.377	0.247
YNR013C	-0.381	-0.088
YDL027C	-0.356	0.005
YIL121W	-0.332	0.316
YDR059C	-0.391	-0.133
YIR009W	-0.380	-0.119
YCR102C	-0.343	0.282
YBR056W	-0.380	-0.088
YOR211C	0.319	0.198
YKR043C	-0.379	-0.038
YPL214C	-0.378	-0.026
YHL032C	-0.355	-0.126
YGR108W	-0.377	0.086
YER129W	-0.370	0.049
YLL005C	-0.374	-0.161
YBR207W	-0.364	0.195
YAL060W	-0.387	-0.940
YGR228W	-0.364	0.257
YBR197C	-0.364	-0.240
YPL257W	-0.094	-0.435
YDR035W	-0.381	0.006
YGR023W	-0.426	-0.055
YDL019C	-0.371	-0.052
YOR324C	-0.382	-0.516
YKR087C	-0.394	-0.123
YHR001W-A	-0.375	-0.162
YPL236C	-0.367	0.021
YDL046W	-0.386	-0.614
YBR177C	-0.366	-0.113
YOR246C	-0.370	-0.172
YLR016C	-0.363	0.101
YLR134W	-0.356	0.203
YDR051C	-0.360	-0.335
YPR111W	-0.369	-0.074
YDL241W	-0.364	-0.259
YLL046C	-0.352	-0.050
YOR079C	-0.372	-0.443
YFL033C	-0.378	-0.076
YJL108C	-0.365	-0.669
YHR199C	-0.384	-0.125
YGR201C	-0.353	0.144
YCR098C	-0.371	-0.255
YOL107W	-0.362	-0.101
YGR239C	-0.340	0.297
YDR529C	-0.359	-0.550
YGR052W	-0.358	0.295
YER119C	-0.370	-0.091
YFL044C	-0.436	0.059
YPR029C	-0.398	-0.065
YNL190W	-0.367	-0.296
YBR184W	-0.346	-0.132
YNL049C	-0.353	-0.180
YBR292C	-0.359	-0.153
YLR271W	-0.363	-0.116
YKR056W	-0.359	-0.120
YLR234W	-0.368	0.160
YGL161C	-0.369	-0.147
YOL085C	-0.354	-0.124
YLR331C	-0.375	-0.237
YML119W	-0.376	-0.427
YER067C-A	-0.349	0.034
YGL077C	-0.367	-0.164
YHR079C-A	-0.331	-0.145
YHR157W	-0.338	0.084
YDL036C	-0.356	-0.186
YGL262W	-0.363	-0.218
YMR195W	-0.365	-0.216
YLR345W	-0.356	-0.035
YOR087W	-0.331	-0.223
YGR152C	-0.355	-0.120
YBL055C	-0.347	-0.150
YMR169C	-0.510	0.007
YOR180C	-0.324	-0.439
YGL124C	-0.340	-0.109
YIL024C	-0.352	0.025
YBR032W	-0.339	0.078
YHL028W	-0.351	-0.218
YBR014C	-0.355	-0.105
YDR535C	-0.358	-0.150
YFR055W	-0.344	0.025
YHR156C	-0.364	0.168
YGL110C	-0.353	0.077
YLR126C	-0.347	0.118
YPL145C	-0.355	-0.072
YGR169C	-0.354	0.079
YLR445W	-0.295	0.155
YJL013C	-0.345	-0.134
YHL016C	-0.354	-0.442
YGL138C	-0.353	-0.046
YGL016W	-0.352	-0.222
YNL204C	-0.337	-0.186
YGL096W	-0.322	-0.136
YKR032W	-0.639	-0.074
YOL032W	-0.352	-0.151
YBL104C	-0.345	-0.029
YLR137W	-0.331	0.106
YMR132C	-0.354	0.036
YJL023C	-0.342	0.231
YGR093W	-0.370	-0.044
YJR119C	-0.333	0.090
YJR094C	-0.343	-0.001
YPL207W	-0.370	-0.145
YKL187C	-0.301	0.080
YNL045W	-0.324	-0.109
YKR061W	-0.332	-0.116
YDR090C	-0.346	-0.001
YIR039C	-0.332	-0.042
YDR203W	-0.338	-0.582
YGR188C	-0.428	-1.001
YIL092W	-0.297	-0.062
YER158C	-0.350	-0.027
YPR005C	-0.342	-0.306
YPL074W	-0.330	-0.053
YBL085W	-0.323	-0.250
YNL276C	-0.331	-0.095
YLR112W	-0.347	-0.061
YOR277C	-0.341	-0.096
YDR010C	-0.333	-0.228
YJR149W	-0.325	0.061
YJR095W	-0.339	-0.309
YKL001C	-0.338	-0.181
YML083C	-0.338	0.142
YDR291W	-0.322	0.173
YCR022C	-0.339	-0.098
YDR055W	-0.327	-0.124
YMR206W	-0.344	-0.243
YBL057C	-0.340	-0.083
YML027W	-0.648	-0.118
YGR153W	-0.342	-0.840
YGL154C	-0.337	0.056
YML047W-A	-0.330	0.124
YML100W	-0.324	0.049
YNL128W	-0.330	-0.302
YDR034C	-0.310	-0.037
YOL091W	-0.329	-0.069
YMR210W	-0.331	-0.083
YBR213W	-0.356	0.256
YNL117W	-0.317	-0.066
YOR043W	-0.351	-0.257
YFR046C	-0.331	-0.176
YIL013C	-0.332	-0.318
YHR015W	-0.319	-0.027
YLR443W	-0.337	0.104
YDL023C	-0.317	0.096
YLR420W	-0.326	-0.149
YPL115C	-0.344	-0.123
YKL070W	-0.329	-0.228
YDR096W	-0.326	0.040
YNL129W	-0.341	-0.036
YGR221C	-0.334	0.089
YER185W	-0.347	-0.343
YGR071C	-0.163	-0.282
YKL216W	-0.326	-0.049
YOR238W	-0.328	-0.278
YDL067C	-0.332	-0.184
YKL162C	-0.334	-0.191
YOR047C	-0.327	-0.144
YLR014C	-0.329	0.019
YBR036C	-0.345	-0.297
YBR047W	-0.328	-0.042
YEL042W	-0.321	0.035
YKR096W	-0.331	-0.107
YPL096W	-0.299	-0.023
YKR069W	-0.345	-0.059
YBL078C	-0.315	-0.118
YMR164C	-0.331	-0.241
YIL117C	-0.322	0.070
YBL037W	-0.336	0.160
YKL005C	-0.366	0.073
YGR137W	-0.342	-0.224
YMR158W-B	-0.324	-0.032
YNL020C	-0.322	-0.027
YDR076W	-0.585	-0.293
YBL063W	-0.316	0.070
YIL074C	-0.310	0.067
YKL094W	-0.314	-0.040
YEL048C	-0.319	0.028
YAR015W	-0.319	0.419
YPL183W-A	-0.328	-0.046
YJR054W	-0.311	-0.000
YDR128W	-0.325	-0.179
YOR153W	-0.327	-0.249
YLR178C	-0.290	-0.534
YKR046C	-0.326	0.056
YHR151C	-0.303	0.083
YPR155C	-0.329	-0.192
YPL148C	-0.252	-0.607
YPL130W	-0.331	-0.195
YIL077C	-0.311	-0.150
YMR136W	-0.317	0.096
YMR183C	-0.321	0.019
YDR482C	-0.319	0.151
YLR348C	-0.316	-0.348
YDR068W	-0.314	-0.113
YBL061C	-0.307	-0.175
YKL037W	-0.294	-0.092
YLR255C	-0.296	-0.084
YML057C-A	-0.324	-0.044
YEL068C	-0.291	-0.118
YDL086W	-0.314	-0.103
YDR525W-A	-0.327	-0.212
YGL051W	-0.303	-0.649
YGR107W	-0.314	0.104
YOR131C	-0.312	0.256
YPL133C	-0.320	-0.145
YJL164C	-0.317	-0.301
YER174C	-0.305	-0.001
YBR012C	-0.318	0.337
YPL222W	-0.324	-0.511
YJL187C	-0.312	0.050
YDR536W	-0.309	-0.011
YPL041C	-0.367	-0.385
YDR439W	-0.271	0.017
YMR306C-A	-0.334	0.008
YOR059C	-0.315	-0.032
YMR178W	-0.326	-0.358
YKR036C	-0.319	-0.001
YIL027C	-0.289	0.217
YGR250C	-0.312	-0.035
YJL115W	-0.392	0.184
YLR109W	-0.300	-0.232
YPL170W	-0.343	0.152
YCL042W	-0.303	-0.103
YLR376C	-0.322	-0.378
YMR147W	-0.292	0.126
YPR032W	-0.325	-0.036
YCR106W	-0.317	-0.117
YNR068C	-0.313	-0.094
YML118W	-0.334	0.028
YAL045C	-0.317	-0.212
YBR185C	-0.308	-0.138
YLR146C	-0.338	-0.035
YOR097C	-0.388	-0.046
YPR063C	-0.252	-0.061
YFR032C	-0.303	-0.008
YBL070C	-0.278	0.048
YPL166W	-0.311	0.016
YGR236C	-0.328	-0.232
YFR026C	-0.320	-0.032
YBR187W	-0.293	0.007
YIL102C	-0.322	-0.092
YKR105C	-0.300	0.070
YDR109C	-0.308	-0.017
YMR126C	-0.289	-0.072
YNL291C	-0.312	0.327
YGR135W	-0.671	-0.090
YOL119C	-0.306	-0.034
YJR103W	-0.299	-0.110
YJL103C	-0.281	-0.002
YPR026W	-0.278	0.022
YPL072W	-0.312	-0.057
YKL092C	-0.302	0.011
YAL030W	-0.291	-0.015
YBL036C	-0.301	-0.080
YOR348C	-0.307	-0.027
YKL103C	-0.292	0.067
YBL075C	-0.295	0.037
YGL079W	-0.292	-0.220
YMR306W	-0.311	-0.013
YMR006C	-0.283	0.004
YBR001C	-0.304	-0.024
YKR065C	-0.305	-0.066
YPR141C	-0.289	0.155
YAR028W	-0.260	0.108
YGL229C	-0.314	-0.414
YKL117W	-0.388	-0.082
YFR039C	-0.303	-0.326
YLL048C	-0.284	-0.081
YIL012W	-0.299	0.142
YPL092W	-0.308	-0.098
YGR004W	-0.322	-0.017
YOL024W	-0.294	-0.085
YBL064C	-0.293	0.038
YJL122W	-0.269	-0.023
YPL171C	-0.216	-0.011
YOR010C	-0.280	-0.068
YLR072W	-0.298	-0.206
YML034W	-0.155	0.388
YHR093W	-0.297	-0.027
YHR109W	-0.295	-0.164
YBL095W	-0.288	-0.147
YOR317W	-0.298	-0.230
YNL241C	-0.271	0.001
YDR345C	-0.307	-0.100
YMR137C	-0.289	-0.107
YLR171W	-0.300	-0.326
YJL106W	-0.288	-0.131
YMR244W	-0.281	-0.061
YNL028W	-0.309	0.008
YOR053W	-0.301	0.001
YDR031W	-0.288	0.042
YOL060C	-0.294	0.068
YDR539W	-0.287	-0.090
YOL132W	-0.284	0.015
YJL216C	-0.304	-0.223
YKR054C	-0.281	-0.015
YCL022C	-0.288	0.074
YHR126C	-0.301	0.050
YLR413W	-0.280	0.054
YKR053C	-0.294	0.064
YDR260C	-0.306	-0.206
YKR104W	-0.301	-0.007
YEL025C	-0.282	-0.186
YAL054C	-0.284	-0.099
YHR117W	-0.306	-0.418
YMR181C	-0.315	-0.409
YPR006C	-0.296	0.135
YBL005W	-0.283	-0.164
YBR255W	-0.272	-0.054
YPL167C	-0.294	0.120
YLR311C	-0.287	-0.056
YNL155W	-0.295	0.015
YLR107W	-0.282	-0.100
YMR174C	-0.285	0.057
YHL045W	-0.517	-0.365
YIL045W	-0.282	-0.078
YER085C	-0.293	-0.129
YDR259C	-0.285	-0.139
YOR316C	-0.268	-0.214
YOR202W	-0.294	-0.043
YCL027W	-0.220	-0.081
YKR029C	-0.253	-0.054
YBR283C	-0.276	-0.061
YCR105W	-0.288	-0.143
YOR264W	-0.330	-0.058
YLR063W	-0.305	-0.103
YHR105W	-0.274	0.117
YLR247C	-0.281	-0.911
YNL231C	-0.278	-0.025
YOR013W	-0.284	-0.014
YGL042C	-0.525	-0.102
YER059W	-0.285	-0.190
YHR131C	-0.287	0.019
YOR380W	-0.279	-0.102
YDR072C	-0.283	-0.078
YKL114C	-0.296	0.087
YHR161C	-0.281	-0.113
YBL065W	-0.261	0.365
YEL017W	-0.296	-0.048
YBL003C	-0.364	0.139
YPR188C	-0.265	-0.227
YKL086W	-0.269	0.066
YBR104W	-0.274	0.015
YOR040W	-0.279	-0.031
YNL266W	-0.277	-0.015
YPL053C	-0.251	0.234
YER019C-A	-0.268	0.011
YIL087C	-0.273	0.003
YLR057W	-0.276	-0.120
YGR106C	-0.284	-0.102
YDR492W	-0.275	-0.089
YLR121C	-0.288	-0.098
YBR005W	-0.268	-0.046
YJL119C	-0.251	-0.123
YLR165C	-0.293	-0.135
YJR011C	-0.283	-0.497
YPR002W	-0.266	0.215
YAL040C	-0.283	-0.249
YDR011W	-0.268	0.140
YHR103W	-0.280	0.034
YGR143W	-0.279	-0.002
YHR123W	-0.253	-0.161
YNL166C	-0.274	0.020
YER118C	-0.296	-0.422
YAL064C-A	-0.266	-0.209
YMR278W	-0.287	-0.065
YJL037W	-0.280	-0.389
YDL085W	-0.280	-0.113
YJR037W	-0.274	-0.002
YHR086W	-0.265	0.029
YPR028W	-0.262	0.020
YBR054W	-0.275	-0.061
YMR259C	-0.292	-0.303
YGR087C	-0.267	-0.004
YOR337W	-0.307	-0.272
YDL144C	-0.269	-0.121
YPL052W	-0.273	-0.264
YBR061C	-0.262	-0.177
YBR188C	-0.256	0.124
YBR182C	-0.273	0.011
YML122C	-0.262	0.058
YBR071W	-0.268	-0.018
YER175C	-0.219	-0.121
YIL093C	-0.266	-0.033
YLR265C	-0.259	-0.030
YGR154C	-0.279	0.078
YOR166C	-0.269	0.128
YJR142W	-0.253	-0.214
YBL048W	-0.267	-0.041
YOR086C	-0.272	-0.042
YJL152W	-0.295	-0.207
YDR100W	-0.267	-0.127
YHR202W	-0.272	-0.244
YOR219C	-0.281	-0.180
YMR124W	-0.261	0.130
YBR204C	-0.260	0.117
YER060W	-0.238	0.138
YEL039C	-0.258	-0.160
YMR157C	-0.248	0.053
YHR037W	-0.250	0.092
YOR347C	-0.268	0.024
YMR215W	-0.296	0.008
YKR044W	-0.264	-0.243
YOR285W	-0.272	-0.012
YOR107W	-0.275	0.037
YNL304W	-0.248	-0.058
YKR012C	-0.267	-0.138
YBR076W	-0.262	-0.121
YNL200C	-0.270	-0.274
YMR192W	-0.273	0.053
YER067W	-0.257	-0.330
YMR034C	-0.261	0.180
YOL045W	-0.256	-0.099
YLL063C	-0.267	-0.004
YLR225C	-0.260	-0.154
YKL097C	-0.249	-0.108
YKR009C	-0.250	-0.122
YOR142W	-0.264	-0.102
YNR034W	-0.254	0.153
YMR101C	-0.263	-0.088
YGR126W	-0.250	0.023
YDL130W-A	-0.263	0.089
YGR261C	-0.276	-0.529
YGL166W	-0.237	0.031
YPL248C	-0.271	-0.032
YDR061W	-0.275	0.065
YNL332W	-0.274	0.090
YOL158C	-0.252	0.104
YLR174W	-0.269	-0.038
YBR282W	-0.091	-0.084
YNL165W	-0.265	0.036
YJR096W	-0.250	0.030
YKL107W	-0.399	-0.002
YKL090W	-0.272	0.141
YDR097C	-0.256	0.280
YDR278C	-0.253	-0.096
YKR100C	-0.282	-0.320
YNL175C	-0.264	-0.192
YDR279W	-0.252	-0.100
YOL075C	-0.245	-0.238
YHR049C-A	-0.246	-0.180
YJL153C	-0.028	0.330
YMR316C-B	-0.253	0.006
YOR328W	-0.263	-0.335
YKR033C	-0.232	0.115
YNR059W	-0.259	-0.131
YCR099C	-0.249	-0.089
YFL041W	-0.249	0.008
YCR030C	-0.244	-0.056
YER124C	-0.243	-0.134
YBR300C	-0.257	0.018
YDR320C	0.184	NaN
YPR171W	-0.248	0.183
YIR038C	-0.278	-0.044
YHR206W	-0.229	-0.179
YER039C	-0.238	-0.107
YDL110C	-0.255	-0.193
YMR018W	-0.263	0.133
YDR494W	-0.259	0.112
YER115C	-0.244	-0.041
YKL096W-A	-0.254	-0.090
YJL209W	-0.369	-0.372
YGR249W	-0.229	0.013
YMR156C	-0.256	-0.214
YJR100C	-0.249	-0.120
YMR160W	-0.254	-0.298
YMR144W	-0.264	-0.054
YCR069W	-0.256	-0.364
YNL092W	-0.249	-0.201
YJR134C	-0.241	-0.088
YJL126W	-0.248	0.030
YIL042C	-0.246	0.024
YGR059W	-0.239	0.089
YBR033W	-0.270	-0.161
YDR281C	-0.266	-0.457
YJL150W	-0.229	-0.009
YER187W	-0.274	-0.139
YPR076W	-0.224	-0.028
YDL114W	-0.241	-0.188
YML051W	-0.248	-0.818
YMR138W	-0.248	-0.145
YLR202C	-0.243	-0.164
YLR341W	-0.202	0.005
YML078W	-0.249	-0.003
YFR016C	-0.236	-0.311
YJR010W	-0.246	0.131
YMR232W	-0.236	0.107
YER042W	-0.234	-0.111
YOR031W	-0.246	-0.016
YDR436W	-0.255	0.066
YPR121W	-0.264	-0.027
YPR009W	-0.221	-0.186
YJL107C	-0.288	-0.106
YLR287C	-0.235	0.086
YJL137C	-0.225	-0.104
YHR127W	-0.240	-0.186
YCR102W-A	-0.231	0.070
YGR192C	-0.233	-0.008
YMR088C	-0.220	0.202
YNR055C	-0.259	-0.127
YPR001W	-0.252	0.014
YDR304C	-0.259	-0.050
YKL067W	-0.258	-0.259
YKL015W	-0.249	-0.002
YDR218C	-0.256	-0.465
YGR161C	-0.249	-0.647
YNL193W	-0.272	-0.920
YJL038C	-0.389	-0.288
YBR024W	-0.252	-0.069
YIL028W	-0.259	-0.041
YGL263W	-0.234	-0.188
YNR040W	-0.243	-0.225
YPR132W	-0.184	-0.369
YPL138C	-0.238	-0.044
YGR110W	-0.251	-0.324
YLL015W	-0.240	0.063
YKR106W	-0.222	0.005
YDR089W	-0.254	-0.009
YNL265C	-0.214	0.362
YIR007W	-0.231	-0.090
YJL196C	-0.239	-0.018
YLR387C	-0.257	-0.186
YPR078C	-0.241	0.018
YER065C	-0.253	-0.003
YDR480W	-0.212	0.320
YPL067C	-0.235	-0.022
YDR132C	-0.236	-0.126
YJR001W	-0.268	-0.126
YER030W	-0.227	-0.203
YBR067C	-0.235	0.150
YBR130C	-0.234	0.008
YMR244C-A	-0.236	0.212
YAR029W	-0.234	0.270
YOR071C	-0.254	-0.395
YDR538W	-0.237	-0.036
YGL021W	-0.232	0.086
YBR250W	-0.239	-0.188
YPR096C	-0.240	0.052
YOL025W	-0.211	0.008
YLR263W	-0.239	-0.018
YGR084C	-0.232	-0.134
YGL255W	-0.243	-0.145
YOL137W	-0.249	0.059
YOR051C	-0.226	0.223
YPL136W	-0.231	-0.223
YLR390W-A	-0.227	-0.095
YMR204C	-0.234	-0.142
YNL105W	-0.231	0.029
YIR029W	-0.220	-0.166
YBL103C	-0.237	-0.170
YER066W	-0.233	-0.249
YOL001W	-0.233	-0.094
YIR028W	-0.228	0.062
YLR042C	-0.238	-0.003
YGL221C	-0.229	0.042
YGR241C	-0.235	0.012
YJL214W	-0.241	0.125
YEL049W	-0.228	0.050
YPL174C	-0.217	-0.403
YNL095C	-0.234	-0.119
YAL051W	-0.227	0.058
YDL176W	-0.227	0.079
YIR030C	-0.213	-0.117
YHR143W	-0.228	0.081
YNL328C	-0.228	0.037
YLR097C	-0.242	0.032
YJL193W	-0.226	-0.114
YPL182C	-0.214	-0.058
YBR053C	-0.122	-0.162
YLR461W	-0.226	-0.227
YOR111W	-0.236	-0.106
YMR121C	-0.229	-0.208
YNR067C	-0.221	0.074
YIL014W	-0.231	0.262
YBR219C	-0.212	-0.226
YNL295W	-0.263	-0.128
YJL161W	-0.233	-0.239
YDR422C	-0.222	-0.050
YDL026W	-0.232	-0.136
YPR030W	-0.285	0.008
YCL047C	-0.442	0.074
YMR057C	-0.217	-0.031
YKL167C	-0.229	-0.046
YPR174C	-0.025	0.145
YDL199C	-0.271	-0.011
YGR130C	-0.270	-0.067
YOR298W	-0.214	-0.078
YPR192W	-0.226	0.022
YDR419W	-0.236	0.159
YGR041W	-0.246	0.038
YJL191W	-0.254	-0.035
YEL017C-A	-0.220	-0.125
YNL339C	-0.224	0.014
YDR146C	-0.227	-0.460
YIL132C	-0.217	-0.020
YDL227C	-0.217	-0.134
YHL047C	-0.223	-0.094
YCR023C	-0.216	0.048
YPL049C	-0.166	0.595
YGR258C	-0.228	-0.145
YKR058W	-0.228	0.017
YBR208C	-0.218	-0.005
YHR061C	-0.207	-0.214
YDL079C	-0.232	-0.081
YBR235W	-0.226	0.049
YPL109C	-0.219	-0.051
YDR493W	-0.222	-0.195
YPL046C	-0.225	-0.285
YBR018C	-0.230	-0.207
YGR124W	-0.224	0.095
YHR033W	-0.204	0.143
YNL005C	-0.141	-0.510
YML059C	-0.209	0.132
YPL221W	-0.217	-0.029
YIR031C	-0.223	-0.113
YKL135C	-0.216	-0.171
YOL151W	-0.229	0.052
YJR128W	-0.220	-0.059
YGL256W	-0.227	0.223
YFL019C	-0.233	-0.264
YPL241C	-0.226	0.265
YJR079W	-0.215	-0.065
YPR158W	-0.231	-0.023
YCL014W	-0.205	0.157
YKL050C	-0.212	-0.073
YLR438W	-0.223	-0.064
YKL221W	-0.208	-0.168
YNL217W	-0.205	0.154
YIL089W	-0.214	0.171
YPL088W	-0.201	0.022
YEL047C	-0.231	-0.170
YJL105W	-0.230	-0.195
YOL136C	-0.222	-0.132
YOL125W	-0.213	-0.121
YML123C	-0.215	0.152
YLR183C	-0.212	0.193
YER134C	-0.207	0.010
YPR071W	-0.209	0.035
YER044C-A	-0.205	-0.313
YDL021W	-0.212	-0.138
YLR416C	-0.224	0.081
YFL040W	-0.227	-0.049
YER055C	-0.223	-0.117
YBR115C	-0.221	-0.186
YBR220C	-0.219	0.069
YPR062W	-0.205	-0.039
YLR352W	-0.227	-0.165
YER113C	-0.212	0.024
YJR005W	-0.217	0.071
YPL181W	-0.196	-0.341
YJL098W	-0.223	-0.266
YBR113W	-0.207	-0.082
YOR384W	-0.229	0.121
YAL066W	-0.220	-0.251
YCL044C	-0.200	-0.135
YCL024W	-0.224	0.223
YBR149W	-0.205	-0.072
YER046W	-0.219	-0.191
YDR084C	-0.218	-0.127
YDR357C	-0.239	0.316
YLR083C	-0.172	-0.001
YLL056C	-0.191	0.233
YFR033C	-0.200	0.259
YEL060C	-0.232	0.081
YPL014W	-0.194	-0.089
YBR217W	-0.213	-0.127
YOR192C	-0.223	-0.054
YBR084W	-0.208	-0.302
YDR541C	-0.217	0.095
YIL101C	-0.201	-0.035
YPL017C	-0.215	0.013
YGL170C	-0.211	0.321
YDR046C	-0.188	-0.078
YHR047C	-0.222	-0.229
YHR210C	-0.203	-0.327
YGR193C	-0.206	0.002
YDR451C	-0.190	0.188
YHR092C	-0.218	-0.164
YFR024C-A	-0.207	0.028
YCR089W	-0.208	0.001
YHR110W	-0.203	0.025
YGR014W	-0.191	-0.237
YER184C	-0.219	-0.378
YML080W	-0.195	0.053
YOL118C	-0.221	-0.189
YER091C	-0.238	-1.885
YNL279W	-0.199	-0.209
YDR415C	-0.198	0.099
YGL002W	-0.204	0.089
YPL230W	-0.189	0.154
YOR266W	-0.192	-0.006
YMR273C	-0.222	0.285
YGR248W	-0.197	0.098
YMR252C	-0.212	0.052
YER024W	-0.217	-0.121
YJL095W	-0.210	-0.233
YHR021W-A	-0.222	-0.429
YML116W-A	-0.189	0.154
YDR215C	-0.208	0.172
YMR110C	-0.196	0.198
YCR076C	-0.214	-0.026
YGR182C	-0.211	-0.258
YJR080C	-0.199	-0.006
YNL047C	-0.203	0.030
YBR232C	-0.208	0.048
YDR286C	-0.208	0.012
YGR031W	-0.187	-0.042
YPL137C	-0.209	-0.018
YDR183W	-0.197	-0.226
YJR061W	-0.200	0.191
YLR113W	-0.153	0.029
YGR136W	-0.149	0.208
YDL018C	-0.207	-0.201
YGR058W	-0.207	0.183
YPR070W	-0.198	-0.459
YMR279C	-0.199	0.098
YMR201C	-0.185	-0.085
YMR289W	-0.238	0.113
YGR292W	-0.213	-0.087
YDR005C	-0.184	-0.182
YNL125C	-0.182	-0.055
YKL201C	-0.211	0.001
YMR180C	-0.201	0.201
YNL278W	-0.199	-0.104
YGR176W	-0.198	0.031
YJL068C	-0.214	0.068
YHR132W-A	-0.193	-0.083
YOL105C	-0.194	0.014
YFR015C	-0.271	0.286
YNR042W	-0.201	-0.101
YLR292C	-0.179	0.214
YFR025C	-0.191	-0.036
YDR423C	-0.188	-0.017
YLR381W	-0.191	0.012
YBR090C	-0.194	0.075
YLR011W	-0.207	-0.072
YOL014W	-0.184	-0.095
YOR032C	-0.213	0.156
YBR180W	-0.204	-0.052
YAL005C	-0.192	-0.199
YKL218C	-0.205	-0.157
YBR072W	-0.193	0.085
YKL044W	-0.205	-0.541
YDR007W	-0.181	-0.080
YOL101C	-0.176	0.023
YDR501W	-0.200	-0.213
YDR344C	-0.195	-0.252
YOR090C	-0.183	0.058
YNL148C	-0.206	-0.372
YCR060W	-0.191	-0.120
YGL063W	-0.183	-0.027
YIL152W	-0.168	-0.067
YGR223C	0.076	0.196
YNR063W	-0.193	0.054
YHR124W	-0.192	-0.048
YBL015W	-0.191	-0.239
YLR394W	-0.213	-0.187
YOR381W	-0.201	-0.088
YLL042C	-0.192	0.066
YFR057W	-0.178	0.237
YJR099W	-0.188	-0.203
YPL032C	-0.185	-0.154
YBL010C	-0.181	-0.063
YGL146C	-0.186	0.157
YNR041C	-0.174	-0.138
YNL009W	-0.197	0.050
YJL044C	-0.190	0.181
YAR023C	-0.193	0.025
YNR070W	-0.150	-0.030
YLR209C	-0.191	-0.062
YGR010W	-0.202	0.149
YEL001C	-0.191	0.093
