ORF	hom | growth (relative abundance in pooled culture) | cyclosporin A [10 uM], time [5 generations] | Singh-Babak SD~Cowen LE, 2012	hom | growth (relative abundance in pooled culture) | micafungin [0.045 ug/ml], time [5 generations] | Singh-Babak SD~Cowen LE, 2012	hom | growth (relative abundance in pooled culture) | cyclosporin A [10 uM], micafungin [0.045 ug/ml], time [5 generations] | Singh-Babak SD~Cowen LE, 2012	het | growth (relative abundance in pooled culture) | cyclosporin A [10 uM], time [20 generations] | Singh-Babak SD~Cowen LE, 2012	het | growth (relative abundance in pooled culture) | micafungin [0.045 ug/ml], time [20 generations] | Singh-Babak SD~Cowen LE, 2012	het | growth (relative abundance in pooled culture) | cyclosporin A [10 uM], micafungin [0.045 ug/ml], time [20 generations] | Singh-Babak SD~Cowen LE, 2012
YIR042C	-0.981	0.123	0.147	NaN	NaN	NaN
YDR361C	NaN	NaN	NaN	0.443	0.642	1.513
YPL038W	-0.070	-0.226	-0.380	NaN	NaN	NaN
YOR064C	-0.918	-0.819	-0.794	NaN	NaN	NaN
YIL020C	-0.127	-0.955	0.161	NaN	NaN	NaN
YMR304C-A	-0.177	0.035	-0.192	NaN	NaN	NaN
YHR068W	NaN	NaN	NaN	-0.747	2.333	1.052
YPR155C	-0.028	0.414	0.308	NaN	NaN	NaN
YHR195W	0.048	-0.107	-0.056	NaN	NaN	NaN
YMR253C	-0.031	-0.310	0.035	NaN	NaN	NaN
YOR082C	0.237	-1.787	-0.118	NaN	NaN	NaN
YPL009C	-0.620	-0.637	-1.535	NaN	NaN	NaN
YKL177W	NaN	NaN	NaN	-1.059	1.006	0.241
YNL172W	NaN	NaN	NaN	-0.071	0.365	-0.115
YDR189W	NaN	NaN	NaN	-1.720	-1.981	-0.146
YLR044C	-0.922	0.098	-0.498	NaN	NaN	NaN
YPL103C	-0.222	0.391	-0.060	NaN	NaN	NaN
YML075C	-0.715	-1.231	-0.665	NaN	NaN	NaN
YLR417W	0.417	2.463	3.396	NaN	NaN	NaN
YHR047C	0.671	1.400	0.197	NaN	NaN	NaN
YJL016W	0.126	1.332	1.665	NaN	NaN	NaN
YLR025W	0.708	2.524	3.187	NaN	NaN	NaN
YMR245W	-0.547	0.172	-0.347	NaN	NaN	NaN
YKL040C	0.140	0.086	-0.203	NaN	NaN	NaN
YJL130C	0.211	4.255	1.522	NaN	NaN	NaN
YNL108C	-0.182	0.938	0.284	NaN	NaN	NaN
YGL003C	-0.175	0.667	0.549	NaN	NaN	NaN
YJR016C	NaN	NaN	NaN	0.364	0.252	-0.531
YLR053C	0.278	0.485	0.944	NaN	NaN	NaN
YPL079W	-0.257	0.226	-0.414	NaN	NaN	NaN
YHR009C	-1.682	-0.599	-1.526	NaN	NaN	NaN
YPL121C	-0.157	0.662	-0.192	NaN	NaN	NaN
YDR135C	-0.826	1.178	0.640	NaN	NaN	NaN
YLR125W	-0.494	0.712	0.340	NaN	NaN	NaN
YMR057C	-0.011	-0.016	-0.056	NaN	NaN	NaN
YPL095C	-0.046	-0.188	-0.201	NaN	NaN	NaN
YOL082W	0.217	0.117	-0.306	NaN	NaN	NaN
YDR006C	-0.094	0.377	0.068	NaN	NaN	NaN
YKL096W	-0.748	-0.572	-1.009	NaN	NaN	NaN
YGL067W	-0.955	-0.251	-0.465	NaN	NaN	NaN
YBR115C	-0.011	-0.534	-0.307	NaN	NaN	NaN
YCR086W	-0.024	0.267	-0.259	NaN	NaN	NaN
YFR008W	-0.339	0.592	0.793	NaN	NaN	NaN
YHR033W	0.904	2.233	1.047	NaN	NaN	NaN
YNL326C	0.277	-1.251	0.810	NaN	NaN	NaN
YMR189W	-1.189	0.529	-0.986	NaN	NaN	NaN
YOR042W	0.298	1.545	0.702	NaN	NaN	NaN
YKL086W	0.389	0.714	1.051	NaN	NaN	NaN
YNL240C	NaN	NaN	NaN	-0.097	-0.055	-0.128
YOR033C	0.196	-0.057	0.169	NaN	NaN	NaN
YOL036W	0.005	0.177	-0.120	NaN	NaN	NaN
YLR365W	-0.441	-0.240	-0.412	NaN	NaN	NaN
YOL052C	-1.848	-1.644	-1.465	NaN	NaN	NaN
YMR247C	-0.167	0.215	-0.794	NaN	NaN	NaN
YMR153W	-0.307	-0.077	-0.326	NaN	NaN	NaN
YDR104C	0.050	0.132	-0.067	NaN	NaN	NaN
YPL199C	-0.363	-0.416	-0.441	NaN	NaN	NaN
YDR291W	-0.571	0.210	0.307	NaN	NaN	NaN
YOR248W	-1.662	-2.291	-1.221	NaN	NaN	NaN
YBL053W	0.150	0.030	0.827	NaN	NaN	NaN
YGR087C	0.217	-0.018	-0.242	NaN	NaN	NaN
YHR160C	-0.104	0.068	0.005	NaN	NaN	NaN
YGR053C	-0.699	-0.452	-0.419	NaN	NaN	NaN
YDL186W	-0.099	0.585	-0.197	NaN	NaN	NaN
YLR170C	-0.780	1.665	0.343	NaN	NaN	NaN
YDR536W	-0.353	-0.822	0.319	NaN	NaN	NaN
YBR260C	-0.354	-0.204	0.009	NaN	NaN	NaN
YHR115C	-0.511	0.233	-0.416	NaN	NaN	NaN
YDR286C	0.661	0.534	0.543	NaN	NaN	NaN
YLR005W	NaN	NaN	NaN	0.050	2.373	0.773
YOR039W	0.544	-0.281	0.825	NaN	NaN	NaN
YIL156W	-0.109	0.733	1.305	NaN	NaN	NaN
YNL278W	-0.734	0.354	0.171	NaN	NaN	NaN
YMR007W	-0.376	1.220	0.505	NaN	NaN	NaN
YHR029C	0.404	0.678	0.484	NaN	NaN	NaN
YIL047C	-0.070	0.236	-0.799	NaN	NaN	NaN
YLR099C	0.281	-0.105	0.892	NaN	NaN	NaN
YPR152C	-0.384	-0.519	0.835	NaN	NaN	NaN
YLR213C	-0.584	-0.478	-0.074	NaN	NaN	NaN
YFR027W	NaN	NaN	NaN	-0.215	-0.690	-1.012
YFL036W	-0.813	-1.557	-1.491	NaN	NaN	NaN
YDL175C	-0.526	-0.599	-0.768	NaN	NaN	NaN
YLR448W	0.046	-0.668	-0.966	NaN	NaN	NaN
YLR192C	0.000	-1.048	-1.370	NaN	NaN	NaN
YDR336W	-0.247	0.826	-0.413	NaN	NaN	NaN
YGL255W	-1.174	0.016	0.830	NaN	NaN	NaN
YGR092W	-1.231	4.201	1.873	NaN	NaN	NaN
YMR173W-A	-1.560	0.471	-2.426	NaN	NaN	NaN
YGR010W	-0.686	-0.488	-0.443	NaN	NaN	NaN
YLR065C	-1.406	-1.035	-1.212	NaN	NaN	NaN
YOR071C	-0.314	0.368	-0.368	NaN	NaN	NaN
YIL107C	-0.032	0.517	0.172	NaN	NaN	NaN
YFR023W	-1.948	-1.564	-0.681	NaN	NaN	NaN
YPL119C	-0.638	-0.364	-0.276	NaN	NaN	NaN
YNR008W	-0.722	-1.064	-0.514	NaN	NaN	NaN
YGR234W	0.173	-0.036	-0.019	NaN	NaN	NaN
YDL167C	-0.685	-0.880	-0.030	NaN	NaN	NaN
YLL017W	0.348	0.640	0.963	NaN	NaN	NaN
YMR154C	0.320	-0.391	0.305	NaN	NaN	NaN
YKR072C	-0.348	-0.165	0.482	NaN	NaN	NaN
YOR197W	-1.790	-0.217	-2.050	NaN	NaN	NaN
YGR024C	NaN	NaN	NaN	-0.332	-0.045	-0.429
YMR176W	-0.523	-0.899	-0.995	NaN	NaN	NaN
YMR194C-A	-1.706	-1.252	-1.803	NaN	NaN	NaN
YBL089W	-0.413	1.757	0.861	NaN	NaN	NaN
YML108W	-0.506	-0.116	-0.409	NaN	NaN	NaN
YHL036W	-0.097	0.209	-1.076	NaN	NaN	NaN
YBR301W	0.172	1.167	0.112	NaN	NaN	NaN
YAL045C	-0.672	-1.602	-0.129	NaN	NaN	NaN
YPR093C	-0.511	0.878	0.013	NaN	NaN	NaN
YOR050C	-0.325	0.630	0.009	NaN	NaN	NaN
YMR184W	0.197	0.574	0.548	NaN	NaN	NaN
YGL141W	0.030	0.920	0.705	NaN	NaN	NaN
YDR444W	-0.004	2.437	2.947	NaN	NaN	NaN
YLR370C	0.095	3.941	3.531	NaN	NaN	NaN
YFL021W	0.103	1.166	1.078	NaN	NaN	NaN
YNL047C	-0.552	-0.168	0.101	NaN	NaN	NaN
YBR045C	-0.534	-0.870	0.061	NaN	NaN	NaN
YPL139C	-2.022	-1.428	-1.274	NaN	NaN	NaN
YMR319C	-0.648	2.975	1.407	NaN	NaN	NaN
YMR121C	0.101	-0.023	1.213	NaN	NaN	NaN
YIL120W	-0.242	0.047	-0.144	NaN	NaN	NaN
YLR346C	-0.100	1.288	0.177	NaN	NaN	NaN
YNR035C	NaN	NaN	NaN	-0.137	1.337	0.521
YCL031C	NaN	NaN	NaN	0.319	2.162	-0.355
YBR143C	NaN	NaN	NaN	0.709	1.728	0.565
YDR026C	-0.666	1.134	-1.195	NaN	NaN	NaN
YMR155W	0.383	1.096	1.228	NaN	NaN	NaN
YKL046C	-0.134	0.693	0.971	NaN	NaN	NaN
YLR123C	-0.386	-0.387	-0.659	NaN	NaN	NaN
YMR255W	0.244	-0.188	0.721	NaN	NaN	NaN
YLR451W	-0.716	-0.821	-0.738	NaN	NaN	NaN
YKL083W	NaN	NaN	NaN	0.021	-0.687	-0.540
YEL052W	-0.183	-0.127	-0.342	NaN	NaN	NaN
YJR115W	0.319	1.782	-0.886	NaN	NaN	NaN
YBR206W	0.010	0.097	0.026	NaN	NaN	NaN
YNL086W	0.120	-0.022	0.428	NaN	NaN	NaN
YJL207C	0.064	-0.457	0.051	NaN	NaN	NaN
YLL004W	NaN	NaN	NaN	-1.448	0.383	0.184
YKL191W	0.543	1.751	0.785	NaN	NaN	NaN
YPL105C	0.284	1.070	0.448	NaN	NaN	NaN
YML056C	-0.221	-0.387	-0.869	NaN	NaN	NaN
YML004C	0.127	-0.033	-0.101	NaN	NaN	NaN
YPL193W	-0.945	-0.406	-1.587	NaN	NaN	NaN
YOR315W	-0.565	-0.481	0.383	NaN	NaN	NaN
YGR203W	0.331	0.279	1.029	NaN	NaN	NaN
YDR045C	NaN	NaN	NaN	-0.540	0.550	-0.482
YML029W	0.261	0.740	0.138	NaN	NaN	NaN
YOL080C	-0.764	-1.767	-1.011	NaN	NaN	NaN
YHR030C	1.047	17.086	16.723	NaN	NaN	NaN
YIL111W	-0.521	-0.230	-1.270	NaN	NaN	NaN
YGR163W	-1.538	2.839	-0.077	NaN	NaN	NaN
YHR105W	0.017	-1.110	-0.844	NaN	NaN	NaN
YOR058C	-0.179	1.412	0.406	NaN	NaN	NaN
YDR098C	0.414	0.779	0.935	NaN	NaN	NaN
YOR184W	0.424	1.078	0.430	NaN	NaN	NaN
YBL060W	-0.698	-1.139	-1.632	NaN	NaN	NaN
YER010C	0.268	-0.344	0.444	NaN	NaN	NaN
YKL133C	0.384	0.374	0.261	NaN	NaN	NaN
YMR158W-B	0.126	-0.086	0.200	NaN	NaN	NaN
YPL198W	-0.299	-1.244	-0.143	NaN	NaN	NaN
YIL170W	0.108	0.178	-0.064	NaN	NaN	NaN
YMR018W	-0.226	1.193	0.552	NaN	NaN	NaN
YHR112C	-2.074	-0.962	-0.457	NaN	NaN	NaN
YBL091C	0.642	-0.186	0.327	NaN	NaN	NaN
YMR001C	NaN	NaN	NaN	-0.270	1.330	0.387
YPL229W	-0.446	-0.439	-0.317	NaN	NaN	NaN
YDR449C	NaN	NaN	NaN	0.534	-2.819	-1.920
YPR077C	0.452	0.064	-0.089	NaN	NaN	NaN
YLR024C	-0.683	-0.813	-1.100	NaN	NaN	NaN
YLR208W	NaN	NaN	NaN	-0.312	-0.262	0.506
YOL057W	-0.184	0.030	0.347	NaN	NaN	NaN
YLR369W	-1.279	2.404	-0.534	NaN	NaN	NaN
YER063W	-0.393	-0.438	-0.426	NaN	NaN	NaN
YMR317W	-1.190	-1.328	-0.112	NaN	NaN	NaN
YLR171W	0.266	4.065	0.986	NaN	NaN	NaN
YJR094W-A	-0.687	-1.557	-1.612	NaN	NaN	NaN
YLL047W	-0.510	-0.096	-0.689	NaN	NaN	NaN
YDL121C	-0.136	0.359	-0.080	NaN	NaN	NaN
YJL063C	-0.893	0.791	-1.268	NaN	NaN	NaN
YDR459C	-0.690	-1.153	-0.147	NaN	NaN	NaN
YPR062W	0.185	0.574	0.388	NaN	NaN	NaN
YNL154C	-0.347	1.739	1.261	NaN	NaN	NaN
YOR147W	0.229	0.986	-0.118	NaN	NaN	NaN
YOL047C	1.211	1.745	1.898	NaN	NaN	NaN
YHL017W	-1.148	-1.064	-0.799	NaN	NaN	NaN
YHL008C	0.046	-0.240	0.312	NaN	NaN	NaN
YMR297W	-0.310	-0.538	0.004	NaN	NaN	NaN
YDR293C	-1.518	1.669	1.714	NaN	NaN	NaN
YHR057C	0.238	0.127	-0.200	NaN	NaN	NaN
YDR013W	NaN	NaN	NaN	0.644	1.389	1.182
YOR168W	NaN	NaN	NaN	0.184	0.733	0.287
YPL131W	NaN	NaN	NaN	-2.392	-3.180	-1.858
YOR120W	-0.824	-1.461	0.188	NaN	NaN	NaN
YOL012C	1.043	2.013	2.339	NaN	NaN	NaN
YPL208W	-0.182	-1.891	-1.252	NaN	NaN	NaN
YNR009W	-1.357	-0.434	-0.675	NaN	NaN	NaN
YER032W	0.807	0.584	1.119	NaN	NaN	NaN
YOL038W	NaN	NaN	NaN	-0.664	-2.527	-2.923
YDR297W	0.721	-0.362	0.729	NaN	NaN	NaN
YGL238W	NaN	NaN	NaN	0.207	0.179	0.157
YPL113C	-0.959	-0.492	-0.755	NaN	NaN	NaN
YPR175W	NaN	NaN	NaN	0.267	0.356	0.227
YCL001W	-0.350	0.216	0.475	NaN	NaN	NaN
YDR048C	0.469	-0.121	0.391	NaN	NaN	NaN
YOR009W	-0.075	0.388	-0.728	NaN	NaN	NaN
YER007C-A	-0.209	-0.949	-0.376	NaN	NaN	NaN
YBR057C	-0.134	0.546	0.068	NaN	NaN	NaN
YNL099C	-0.111	-0.258	0.240	NaN	NaN	NaN
YNL184C	-0.569	-0.016	0.096	NaN	NaN	NaN
YDR009W	-0.038	-0.475	-0.846	NaN	NaN	NaN
YIL131C	-0.213	-0.625	-0.825	NaN	NaN	NaN
YBL055C	-1.611	-0.311	-1.462	NaN	NaN	NaN
YOR225W	-0.082	-0.278	-0.294	NaN	NaN	NaN
YLL024C	-0.400	-0.093	-0.088	NaN	NaN	NaN
YNL293W	-0.371	2.164	0.773	NaN	NaN	NaN
YBR157C	-0.028	-0.769	0.386	NaN	NaN	NaN
YPL099C	-0.160	-0.089	-0.091	NaN	NaN	NaN
YMR020W	-0.777	-0.265	-2.181	NaN	NaN	NaN
YDL203C	0.249	5.301	3.481	NaN	NaN	NaN
YNL082W	-0.644	0.510	0.484	NaN	NaN	NaN
YDL010W	-0.615	-0.841	-0.229	NaN	NaN	NaN
YIL116W	-1.981	-1.396	-1.322	NaN	NaN	NaN
YOR094W	-0.633	0.187	-0.087	NaN	NaN	NaN
YPL091W	0.072	0.207	0.003	NaN	NaN	NaN
YOR382W	0.111	0.622	-0.046	NaN	NaN	NaN
YPR173C	-0.098	-0.982	0.776	NaN	NaN	NaN
YJR026W	-0.384	1.009	1.169	NaN	NaN	NaN
YKR032W	0.175	0.861	1.115	NaN	NaN	NaN
YOR348C	-0.865	0.278	-0.273	NaN	NaN	NaN
YPL219W	-0.465	-1.105	-0.443	NaN	NaN	NaN
YJR109C	-0.223	0.713	0.541	NaN	NaN	NaN
YLR032W	-0.720	-0.284	-0.506	NaN	NaN	NaN
YDR295C	-0.292	-0.290	0.050	NaN	NaN	NaN
YOL159C	-0.198	1.101	0.369	NaN	NaN	NaN
YLR228C	0.078	1.177	0.114	NaN	NaN	NaN
YOL055C	-0.412	-0.300	0.237	NaN	NaN	NaN
YLR227C	-0.540	-0.260	-0.111	NaN	NaN	NaN
YBR099C	-0.277	-0.901	-0.218	NaN	NaN	NaN
YDR534C	-0.024	1.435	1.611	NaN	NaN	NaN
YMR196W	-0.509	0.813	-0.038	NaN	NaN	NaN
YOR008C	1.179	2.333	2.364	NaN	NaN	NaN
YLR390W	-0.361	-0.300	0.342	NaN	NaN	NaN
YPR071W	-0.074	-0.996	-0.345	NaN	NaN	NaN
YGL086W	-1.871	-0.492	0.323	NaN	NaN	NaN
YOR337W	0.406	0.783	1.421	NaN	NaN	NaN
YNL250W	-0.920	1.031	0.625	NaN	NaN	NaN
YOL084W	-0.322	0.635	-0.063	NaN	NaN	NaN
YGL016W	-0.448	-0.064	-0.846	NaN	NaN	NaN
YIL162W	-0.911	-0.471	-0.273	NaN	NaN	NaN
YAL001C	NaN	NaN	NaN	-0.105	2.333	0.498
YHR001W-A	-0.073	0.194	-0.047	NaN	NaN	NaN
YPL245W	-0.675	0.688	0.326	NaN	NaN	NaN
YLR102C	-0.716	-0.594	-0.805	NaN	NaN	NaN
YIR001C	-0.113	-1.007	-0.510	NaN	NaN	NaN
YDR156W	-0.612	-1.130	-1.412	NaN	NaN	NaN
YEL020C	-1.021	0.089	-0.172	NaN	NaN	NaN
YCR069W	0.270	2.423	0.879	NaN	NaN	NaN
YHR011W	-0.964	-0.807	0.341	NaN	NaN	NaN
YOR304W	-0.802	-1.994	0.128	NaN	NaN	NaN
YPR068C	0.189	-0.460	-0.460	NaN	NaN	NaN
YLR144C	-0.118	-0.448	0.130	NaN	NaN	NaN
YHR049W	0.181	0.167	0.839	NaN	NaN	NaN
YNL148C	-0.156	-0.356	-0.644	NaN	NaN	NaN
YER046W-A	-0.819	0.062	0.060	NaN	NaN	NaN
YGL130W	NaN	NaN	NaN	-0.032	-0.468	-0.548
YKL001C	-0.412	-0.047	0.202	NaN	NaN	NaN
YIL035C	0.210	0.673	0.143	NaN	NaN	NaN
YLR100W	NaN	NaN	NaN	-0.590	0.250	-1.587
YOR118W	-1.275	-1.072	0.001	NaN	NaN	NaN
YPR091C	-0.179	0.431	0.350	NaN	NaN	NaN
YKL034W	0.229	-0.132	0.980	NaN	NaN	NaN
YLR424W	NaN	NaN	NaN	-0.440	1.205	0.251
YIL096C	0.543	0.495	0.410	NaN	NaN	NaN
YDR224C	NaN	NaN	NaN	-0.107	-0.418	0.322
YLR042C	-0.665	-0.493	-0.223	NaN	NaN	NaN
YBR144C	0.070	-0.942	-0.265	NaN	NaN	NaN
YJL135W	-1.198	-0.268	-1.060	NaN	NaN	NaN
YPR021C	0.260	0.582	0.438	NaN	NaN	NaN
YNL097C	0.012	0.218	0.428	NaN	NaN	NaN
YKL216W	-0.355	0.252	-0.724	NaN	NaN	NaN
YER081W	-0.162	0.307	0.420	NaN	NaN	NaN
YDR250C	-0.248	0.690	0.879	NaN	NaN	NaN
YGR148C	0.380	-0.510	-0.157	NaN	NaN	NaN
YNL089C	-0.149	-1.319	0.184	NaN	NaN	NaN
YLR444C	-0.678	-0.659	-0.444	NaN	NaN	NaN
YCR022C	-0.909	-0.329	-0.445	NaN	NaN	NaN
YDR146C	0.099	0.699	1.274	NaN	NaN	NaN
YHR136C	-0.540	-0.156	-0.402	NaN	NaN	NaN
YBR135W	NaN	NaN	NaN	0.286	0.543	0.004
YOR089C	-0.759	1.066	1.295	NaN	NaN	NaN
YGR122W	-0.121	0.633	0.110	NaN	NaN	NaN
YDR210W	-0.089	0.238	0.146	NaN	NaN	NaN
YML083C	-0.063	0.023	-0.230	NaN	NaN	NaN
YLR142W	-1.005	-0.853	-0.317	NaN	NaN	NaN
YMR146C	NaN	NaN	NaN	0.764	-2.881	-1.703
YNR003C	NaN	NaN	NaN	-0.444	0.878	1.417
YGR137W	0.151	1.873	0.115	NaN	NaN	NaN
YOR028C	-0.706	-0.633	-0.151	NaN	NaN	NaN
YBR015C	-0.070	0.076	-0.340	NaN	NaN	NaN
YKL137W	-1.011	-1.052	-1.772	NaN	NaN	NaN
YOR274W	0.427	-0.687	-1.216	NaN	NaN	NaN
YJR008W	0.247	0.040	0.158	NaN	NaN	NaN
YJL196C	-0.179	-0.701	-0.294	NaN	NaN	NaN
YLR445W	-0.781	-0.670	-0.255	NaN	NaN	NaN
YPL189W	-0.836	-0.438	-0.284	NaN	NaN	NaN
YCL011C	0.166	1.800	-0.189	NaN	NaN	NaN
YLR021W	-0.126	0.438	-0.919	NaN	NaN	NaN
YJR152W	-0.970	0.050	0.759	NaN	NaN	NaN
YOR202W	-0.814	-0.972	-0.552	NaN	NaN	NaN
YMR274C	0.039	-0.372	0.704	NaN	NaN	NaN
YJR010W	0.586	2.171	1.677	NaN	NaN	NaN
YNL311C	0.295	0.668	0.296	NaN	NaN	NaN
YMR083W	-1.285	-0.539	-0.321	NaN	NaN	NaN
YOL045W	0.384	-0.317	0.653	NaN	NaN	NaN
YGL154C	0.210	1.154	0.100	NaN	NaN	NaN
YKL015W	0.256	-0.087	0.133	NaN	NaN	NaN
YLR183C	-0.362	-0.726	0.241	NaN	NaN	NaN
YLL062C	-0.430	-0.096	0.112	NaN	NaN	NaN
YBR153W	NaN	NaN	NaN	-1.130	1.260	0.115
YER062C	-0.001	1.189	-0.315	NaN	NaN	NaN
YKL070W	-0.321	0.360	-0.144	NaN	NaN	NaN
YDR221W	1.114	1.618	0.993	NaN	NaN	NaN
YDR205W	-0.218	0.112	0.099	NaN	NaN	NaN
YMR011W	0.309	1.396	1.375	NaN	NaN	NaN
YOL100W	0.192	-0.940	0.011	NaN	NaN	NaN
YHR206W	-0.051	-0.904	-0.443	NaN	NaN	NaN
YOR297C	-0.074	0.321	0.629	NaN	NaN	NaN
YPL071C	0.292	0.655	0.958	NaN	NaN	NaN
YLR088W	NaN	NaN	NaN	-0.364	-0.188	0.052
YGR211W	NaN	NaN	NaN	-0.237	0.381	-0.818
YBL043W	-0.474	-0.428	-0.452	NaN	NaN	NaN
YOR165W	-0.830	-0.577	-0.847	NaN	NaN	NaN
YOL085C	0.100	0.302	0.274	NaN	NaN	NaN
YPL002C	-0.043	1.675	2.141	NaN	NaN	NaN
YER115C	0.069	0.558	0.524	NaN	NaN	NaN
YBL070C	-0.756	-0.590	0.201	NaN	NaN	NaN
YOR049C	-0.409	-0.187	-0.235	NaN	NaN	NaN
YKR012C	-0.808	0.212	-0.781	NaN	NaN	NaN
YFL040W	-0.324	1.757	1.825	NaN	NaN	NaN
YGL045W	0.263	0.345	0.569	NaN	NaN	NaN
YPR170C	-0.623	-0.916	-0.155	NaN	NaN	NaN
YMR222C	-0.287	0.352	-0.394	NaN	NaN	NaN
YMR086C-A	0.225	-0.224	0.050	NaN	NaN	NaN
YNL043C	-0.140	0.856	1.273	NaN	NaN	NaN
YPR118W	-0.094	0.380	0.747	NaN	NaN	NaN
YOR154W	0.163	0.397	-0.035	NaN	NaN	NaN
YCL042W	-0.160	0.067	-0.312	NaN	NaN	NaN
YDR170C	NaN	NaN	NaN	0.094	1.051	-0.599
YLR194C	-1.550	-0.569	0.160	NaN	NaN	NaN
YDL115C	-0.577	-0.082	0.105	NaN	NaN	NaN
YKL038W	-0.325	-0.204	-0.185	NaN	NaN	NaN
YNR012W	-0.498	-0.227	-0.195	NaN	NaN	NaN
YOL002C	-0.109	2.169	-0.753	NaN	NaN	NaN
YEL006W	-0.083	0.034	0.128	NaN	NaN	NaN
YAR040C	-0.216	-0.820	0.182	NaN	NaN	NaN
YHR127W	-1.517	-0.287	-1.824	NaN	NaN	NaN
YNR027W	-0.183	-0.414	0.188	NaN	NaN	NaN
YMR167W	0.040	0.571	0.484	NaN	NaN	NaN
YKL085W	0.214	0.145	0.284	NaN	NaN	NaN
YAL053W	0.307	0.588	1.071	NaN	NaN	NaN
YHL022C	-0.133	0.087	-0.482	NaN	NaN	NaN
YER134C	0.117	1.926	0.286	NaN	NaN	NaN
YEL013W	0.435	-0.660	0.205	NaN	NaN	NaN
YNR015W	-0.818	-0.437	-0.027	NaN	NaN	NaN
YNL304W	-0.515	0.208	0.034	NaN	NaN	NaN
YLR055C	0.048	-0.657	-0.605	NaN	NaN	NaN
YMR305C	-0.732	-0.076	-0.536	NaN	NaN	NaN
YMR192W	0.583	1.148	0.266	NaN	NaN	NaN
YML059C	-0.186	0.240	0.589	NaN	NaN	NaN
YMR316W	0.256	3.026	1.667	NaN	NaN	NaN
YKR091W	-0.673	0.216	-1.032	NaN	NaN	NaN
YDL114W	-0.279	0.307	2.102	NaN	NaN	NaN
YML022W	-0.507	-0.298	-0.681	NaN	NaN	NaN
YFR032C-A	0.255	-0.479	-0.113	NaN	NaN	NaN
YGR271W	-0.155	0.135	-0.482	NaN	NaN	NaN
YKL136W	-0.903	3.699	1.069	NaN	NaN	NaN
YKL182W	NaN	NaN	NaN	0.383	-0.162	-0.050
YKR001C	1.857	0.982	2.755	NaN	NaN	NaN
YDR389W	-0.947	4.406	5.723	NaN	NaN	NaN
YHR025W	0.274	0.558	0.435	NaN	NaN	NaN
YLR426W	-0.528	2.086	2.321	NaN	NaN	NaN
YNL259C	0.918	2.590	1.956	NaN	NaN	NaN
YML055W	-0.234	0.845	0.122	NaN	NaN	NaN
YJL095W	0.395	16.129	14.971	NaN	NaN	NaN
YOR221C	-2.282	-2.246	-2.465	NaN	NaN	NaN
YCL037C	-0.241	1.308	0.247	NaN	NaN	NaN
YJR045C	NaN	NaN	NaN	-0.452	1.679	1.188
YJR003C	0.640	1.027	1.320	NaN	NaN	NaN
YAL022C	-1.128	-0.205	-1.034	NaN	NaN	NaN
YNL069C	-0.088	-0.702	-0.142	NaN	NaN	NaN
YHL002W	-0.616	-0.725	0.460	NaN	NaN	NaN
YNL289W	0.498	1.851	1.059	NaN	NaN	NaN
YPR063C	-0.106	0.556	-0.067	NaN	NaN	NaN
YNL206C	-2.067	2.095	-0.666	NaN	NaN	NaN
YOR001W	-0.232	-0.657	-0.887	NaN	NaN	NaN
YDR451C	-0.117	-0.759	0.482	NaN	NaN	NaN
YLR135W	-0.508	0.315	1.421	NaN	NaN	NaN
YMR119W-A	-0.034	-0.200	0.456	NaN	NaN	NaN
YBL076C	NaN	NaN	NaN	-0.120	0.905	-0.142
YGL111W	NaN	NaN	NaN	-1.887	-1.542	0.503
YCL034W	-0.241	0.242	-0.158	NaN	NaN	NaN
YKR067W	-0.237	-0.027	-0.596	NaN	NaN	NaN
YAL065C	0.285	-0.376	-0.047	NaN	NaN	NaN
YOR054C	0.240	0.493	1.018	NaN	NaN	NaN
YGR089W	-0.020	0.956	0.644	NaN	NaN	NaN
YOR371C	-0.733	0.291	0.200	NaN	NaN	NaN
YNL087W	-0.044	-0.175	0.097	NaN	NaN	NaN
YPL238C	NaN	NaN	NaN	0.234	-3.098	-1.752
YAL027W	0.000	1.548	0.136	NaN	NaN	NaN
YNL316C	0.112	1.448	0.256	NaN	NaN	NaN
YNL014W	0.473	0.132	0.868	NaN	NaN	NaN
YPL203W	0.245	2.414	2.531	NaN	NaN	NaN
YNL275W	0.107	-0.006	-1.122	NaN	NaN	NaN
YBL103C	0.032	-1.603	-0.779	NaN	NaN	NaN
YDR130C	-0.545	0.571	-0.427	NaN	NaN	NaN
YNL027W	-0.213	0.430	-0.139	NaN	NaN	NaN
YDR058C	-1.066	0.730	-0.645	NaN	NaN	NaN
YMR128W	NaN	NaN	NaN	-0.413	0.975	-0.029
YMR271C	0.022	0.781	-0.012	NaN	NaN	NaN
YLL019C	0.618	2.053	1.658	NaN	NaN	NaN
YGL110C	-2.795	-2.237	-2.237	NaN	NaN	NaN
YIL101C	-0.339	-0.630	-0.769	NaN	NaN	NaN
YJL082W	-0.799	-0.242	-0.870	NaN	NaN	NaN
YBL026W	NaN	NaN	NaN	-0.012	1.276	0.480
YNL294C	-0.141	1.546	0.364	NaN	NaN	NaN
YDR355C	NaN	NaN	NaN	-1.131	1.593	0.857
YPR189W	-0.662	-1.483	-0.722	NaN	NaN	NaN
YMR139W	-1.107	-0.453	-0.875	NaN	NaN	NaN
YMR008C	0.072	0.492	0.113	NaN	NaN	NaN
