ORF	hom | growth (relative abundance in pooled culture) | cyclosporin A [10 uM], time [5 generations] | Singh-Babak SD~Cowen LE, 2012	hom | growth (relative abundance in pooled culture) | micafungin [0.045 ug/ml], time [5 generations] | Singh-Babak SD~Cowen LE, 2012	hom | growth (relative abundance in pooled culture) | cyclosporin A [10 uM], micafungin [0.045 ug/ml], time [5 generations] | Singh-Babak SD~Cowen LE, 2012	het | growth (relative abundance in pooled culture) | cyclosporin A [10 uM], time [20 generations] | Singh-Babak SD~Cowen LE, 2012	het | growth (relative abundance in pooled culture) | micafungin [0.045 ug/ml], time [20 generations] | Singh-Babak SD~Cowen LE, 2012	het | growth (relative abundance in pooled culture) | cyclosporin A [10 uM], micafungin [0.045 ug/ml], time [20 generations] | Singh-Babak SD~Cowen LE, 2012
YDL239C	-0.329	0.184	-0.534	NaN	NaN	NaN
YJR130C	-0.570	-0.786	-0.597	NaN	NaN	NaN
YMR093W	NaN	NaN	NaN	0.666	-1.773	-0.398
YBR103W	-0.462	-0.390	0.198	NaN	NaN	NaN
YNL187W	-1.536	0.070	-0.084	NaN	NaN	NaN
YAL068C	-0.046	0.665	-0.531	NaN	NaN	NaN
YGL069C	NaN	NaN	NaN	-0.083	-0.671	-0.047
YGR233C	-0.447	-0.741	-0.070	NaN	NaN	NaN
YDL145C	NaN	NaN	NaN	0.494	1.461	1.318
YPL133C	-0.129	-0.002	0.170	NaN	NaN	NaN
YPL022W	0.366	-0.573	-0.250	NaN	NaN	NaN
YOR319W	NaN	NaN	NaN	0.476	-1.096	-0.064
YGL090W	0.822	0.236	1.279	NaN	NaN	NaN
YDR125C	-0.573	-1.346	-0.100	NaN	NaN	NaN
YKR065C	0.558	-0.574	-0.304	NaN	NaN	NaN
YLR166C	NaN	NaN	NaN	0.527	-0.104	0.260
YGR225W	0.013	-0.698	-0.683	NaN	NaN	NaN
YAL051W	-0.094	-0.207	-0.550	NaN	NaN	NaN
YPR191W	-0.564	-2.001	-2.170	NaN	NaN	NaN
YOR245C	0.993	0.665	1.100	NaN	NaN	NaN
YDR476C	0.654	0.044	0.681	NaN	NaN	NaN
YJL212C	-0.862	-0.284	-0.775	NaN	NaN	NaN
YLR452C	2.250	0.979	2.442	NaN	NaN	NaN
YML103C	0.048	2.134	0.853	NaN	NaN	NaN
YPR019W	NaN	NaN	NaN	0.240	-0.765	-0.311
YJL067W	1.064	1.018	0.403	NaN	NaN	NaN
YML035C	0.431	-2.376	-0.159	NaN	NaN	NaN
YBL028C	-1.536	-1.971	-2.203	NaN	NaN	NaN
YMR049C	NaN	NaN	NaN	0.000	-1.344	0.237
YNR054C	NaN	NaN	NaN	0.486	-0.778	0.238
YPL073C	-0.058	-0.858	-0.753	NaN	NaN	NaN
YPL212C	0.355	-1.394	-0.164	NaN	NaN	NaN
YGL075C	NaN	NaN	NaN	0.354	0.263	0.614
YKL043W	1.366	2.916	1.007	NaN	NaN	NaN
YNR053C	NaN	NaN	NaN	-1.292	-4.370	-2.730
YAL049C	-0.989	-1.700	0.445	NaN	NaN	NaN
YGR107W	0.303	-0.235	-0.303	NaN	NaN	NaN
YGR038W	-0.523	-1.145	0.320	NaN	NaN	NaN
YMR036C	0.779	1.403	1.539	NaN	NaN	NaN
YPR004C	0.394	-0.600	-0.467	NaN	NaN	NaN
YDR339C	NaN	NaN	NaN	-0.613	-3.078	-1.520
YNL056W	-0.092	-0.692	-0.441	NaN	NaN	NaN
YFR010W	0.729	-0.391	1.053	NaN	NaN	NaN
YNL159C	0.120	-0.302	-0.094	NaN	NaN	NaN
YHR079C-A	-0.343	-1.392	-0.783	NaN	NaN	NaN
YLR459W	NaN	NaN	NaN	0.322	0.481	0.516
YBL019W	0.554	0.029	-0.429	NaN	NaN	NaN
YOR325W	1.147	1.780	0.750	NaN	NaN	NaN
YDR492W	-0.580	-0.852	-0.607	NaN	NaN	NaN
YDR113C	NaN	NaN	NaN	-0.033	0.126	0.101
YDL179W	0.194	-0.551	-0.100	NaN	NaN	NaN
YFR025C	0.937	-0.479	-0.082	NaN	NaN	NaN
YML068W	0.159	0.103	-0.005	NaN	NaN	NaN
YJL070C	0.764	1.576	0.415	NaN	NaN	NaN
YNL267W	NaN	NaN	NaN	0.563	3.145	1.005
YBR251W	-0.305	-1.557	-1.522	NaN	NaN	NaN
YKL141W	NaN	NaN	NaN	0.756	0.270	0.506
YPL242C	NaN	NaN	NaN	0.529	1.400	0.195
YMR218C	NaN	NaN	NaN	0.031	-1.181	-0.661
YOL062C	0.550	0.029	0.316	NaN	NaN	NaN
YCL016C	-3.719	-1.372	-4.801	NaN	NaN	NaN
YLR428C	-0.369	-0.805	-0.519	NaN	NaN	NaN
YHR109W	-0.650	-1.889	-1.273	NaN	NaN	NaN
YIL112W	0.477	-0.338	-0.548	NaN	NaN	NaN
YHR085W	NaN	NaN	NaN	0.138	-0.253	0.340
YEL059W	-0.029	-0.578	-1.117	NaN	NaN	NaN
YOR036W	0.368	-0.153	0.859	NaN	NaN	NaN
YJR073C	-0.752	0.027	-1.887	NaN	NaN	NaN
YLR279W	0.199	-0.922	-0.868	NaN	NaN	NaN
YDR264C	-0.312	-0.369	-0.316	NaN	NaN	NaN
YOR269W	-0.231	0.438	0.331	NaN	NaN	NaN
YJR112W	NaN	NaN	NaN	0.321	1.240	0.993
YGL262W	-0.316	-0.230	-0.434	NaN	NaN	NaN
YDL024C	0.098	0.188	0.250	NaN	NaN	NaN
YPL054W	-0.026	-0.721	-1.752	NaN	NaN	NaN
YNL321W	1.169	0.184	0.381	NaN	NaN	NaN
YLR380W	1.417	-0.741	0.844	NaN	NaN	NaN
YMR244C-A	-0.079	-0.456	-0.115	NaN	NaN	NaN
YLR169W	-0.946	0.301	0.145	NaN	NaN	NaN
YER124C	0.527	2.355	1.534	NaN	NaN	NaN
YOL010W	NaN	NaN	NaN	-0.508	-2.611	-1.271
YNL310C	NaN	NaN	NaN	0.451	0.529	1.052
YBL024W	0.100	-0.135	-0.556	NaN	NaN	NaN
YNR057C	-0.611	-2.550	-0.474	NaN	NaN	NaN
YMR276W	-0.566	-0.484	-0.344	NaN	NaN	NaN
YCL054W	NaN	NaN	NaN	0.387	-1.685	-1.466
YDR085C	0.450	-0.260	0.364	NaN	NaN	NaN
YOR013W	-0.845	-0.589	-1.327	NaN	NaN	NaN
YER127W	NaN	NaN	NaN	0.172	-1.794	-0.671
YJR134C	0.893	-0.565	0.040	NaN	NaN	NaN
YDR372C	0.969	-1.326	0.504	NaN	NaN	NaN
YGL062W	0.741	0.815	0.127	NaN	NaN	NaN
YBR021W	-0.388	0.575	0.608	NaN	NaN	NaN
YOR377W	0.558	0.796	-0.779	NaN	NaN	NaN
YPR143W	NaN	NaN	NaN	0.458	13.276	8.034
YOR253W	0.259	-0.537	0.295	NaN	NaN	NaN
YNL023C	0.015	-0.151	-0.844	NaN	NaN	NaN
YGR044C	0.065	-0.046	0.106	NaN	NaN	NaN
YJL191W	0.441	-0.912	-0.148	NaN	NaN	NaN
YPL210C	NaN	NaN	NaN	0.203	-0.661	-0.069
YEL058W	NaN	NaN	NaN	0.935	0.675	0.004
YER179W	0.335	-0.238	0.968	NaN	NaN	NaN
YNL050C	0.111	-0.937	-0.535	NaN	NaN	NaN
YFR054C	-0.252	-1.297	0.286	NaN	NaN	NaN
YCR002C	0.493	-0.123	2.364	NaN	NaN	NaN
YFR015C	-0.204	0.253	-0.711	NaN	NaN	NaN
YDR142C	0.044	-0.773	1.305	NaN	NaN	NaN
YML087C	-1.380	-2.375	-3.139	NaN	NaN	NaN
YGR013W	NaN	NaN	NaN	-0.053	-1.223	0.288
YMR127C	-0.403	1.086	-0.332	NaN	NaN	NaN
YOR286W	-0.739	-1.776	-1.530	NaN	NaN	NaN
YDR001C	0.983	-0.660	0.312	NaN	NaN	NaN
YLR089C	0.024	0.722	-0.054	NaN	NaN	NaN
YKL209C	NaN	NaN	NaN	0.369	-0.023	-0.133
YJL136C	0.725	0.679	-0.412	NaN	NaN	NaN
YDL174C	0.426	-0.089	0.618	NaN	NaN	NaN
YGR123C	0.241	0.468	0.401	NaN	NaN	NaN
YGL121C	-1.045	-0.929	-1.661	NaN	NaN	NaN
YBL095W	0.232	-1.201	-0.080	NaN	NaN	NaN
YGR168C	0.760	-0.371	0.345	NaN	NaN	NaN
YGL089C	0.631	-0.098	0.261	NaN	NaN	NaN
YBR286W	1.079	3.903	1.652	NaN	NaN	NaN
YGL132W	0.350	0.846	1.173	NaN	NaN	NaN
YGR109C	0.211	-0.442	0.663	NaN	NaN	NaN
YAL060W	-0.650	-1.593	-0.401	NaN	NaN	NaN
YCR037C	-1.345	-1.161	-0.650	NaN	NaN	NaN
YJR107W	0.905	1.214	-0.066	NaN	NaN	NaN
YFL015C	-1.120	-0.126	-1.291	NaN	NaN	NaN
YHR022C	0.698	0.020	0.608	NaN	NaN	NaN
YGL021W	0.431	0.974	-0.779	NaN	NaN	NaN
YGR175C	NaN	NaN	NaN	0.517	0.986	-0.113
YHR081W	-1.469	-2.663	-1.992	NaN	NaN	NaN
YBR019C	0.217	0.257	-0.098	NaN	NaN	NaN
YNL233W	-0.085	3.853	2.996	NaN	NaN	NaN
YCL075W	-0.843	-1.766	-1.837	NaN	NaN	NaN
YBR054W	-0.303	-0.769	-0.701	NaN	NaN	NaN
YNL129W	0.670	0.620	0.069	NaN	NaN	NaN
YPL107W	-0.024	-0.269	-0.301	NaN	NaN	NaN
YKR060W	-0.362	-1.021	-0.953	NaN	NaN	NaN
YJL166W	-1.750	-1.813	-0.828	NaN	NaN	NaN
YBR164C	0.465	0.054	1.332	NaN	NaN	NaN
YKR009C	0.618	0.530	-0.832	NaN	NaN	NaN
YGR037C	-0.323	0.159	-1.208	NaN	NaN	NaN
YDR523C	1.030	0.849	0.357	NaN	NaN	NaN
YCR099C	-0.120	0.536	-0.089	NaN	NaN	NaN
YOL091W	-0.163	-0.475	-0.604	NaN	NaN	NaN
YMR048W	-0.691	0.406	0.347	NaN	NaN	NaN
YPL026C	0.272	0.484	-0.761	NaN	NaN	NaN
YJR059W	-0.678	-1.155	-1.427	NaN	NaN	NaN
YMR109W	0.492	0.630	-0.802	NaN	NaN	NaN
YHR117W	-0.117	0.246	-1.370	NaN	NaN	NaN
YGL071W	-0.854	-0.895	0.254	NaN	NaN	NaN
YER006W	NaN	NaN	NaN	-0.348	-0.694	-0.434
YCL005W	0.109	1.887	1.429	NaN	NaN	NaN
YGL214W	0.741	-0.845	0.944	NaN	NaN	NaN
YKR071C	NaN	NaN	NaN	-0.175	-0.530	-0.208
YDR185C	0.284	0.369	0.262	NaN	NaN	NaN
YNL242W	-0.158	0.185	0.187	NaN	NaN	NaN
YBR198C	NaN	NaN	NaN	0.598	20.148	6.411
YGR045C	-0.156	-0.488	-0.075	NaN	NaN	NaN
YJL151C	0.218	-2.962	-0.122	NaN	NaN	NaN
YOR004W	NaN	NaN	NaN	-0.116	-0.116	-0.226
YML062C	0.132	-0.336	0.226	NaN	NaN	NaN
YDR482C	1.273	0.097	-0.244	NaN	NaN	NaN
YEL019C	NaN	NaN	NaN	0.380	0.645	0.160
YML092C	NaN	NaN	NaN	0.099	-1.404	-1.098
YPR157W	-0.259	-0.640	0.390	NaN	NaN	NaN
YJL161W	-0.412	-1.428	-0.327	NaN	NaN	NaN
YJL200C	1.429	-0.782	0.062	NaN	NaN	NaN
YNR044W	-0.423	-0.496	0.289	NaN	NaN	NaN
YKR013W	1.939	0.895	0.863	NaN	NaN	NaN
YGL078C	-0.277	-2.263	-1.093	NaN	NaN	NaN
YOR150W	-0.465	-0.268	-1.287	NaN	NaN	NaN
YGL254W	-0.420	-0.348	1.893	NaN	NaN	NaN
YPR177C	NaN	NaN	NaN	0.275	-0.343	-0.615
YCL052C	NaN	NaN	NaN	0.645	1.777	0.867
YPL039W	-0.714	-1.342	-0.122	NaN	NaN	NaN
YLR145W	NaN	NaN	NaN	0.671	-0.660	-0.138
YDL154W	0.011	-0.581	-0.479	NaN	NaN	NaN
YNL335W	-0.038	-0.808	-1.439	NaN	NaN	NaN
YKL208W	-1.770	-1.897	-2.295	NaN	NaN	NaN
YKL131W	-0.355	-1.077	-0.909	NaN	NaN	NaN
YGR251W	NaN	NaN	NaN	-0.889	-0.435	-0.684
YPL264C	1.153	0.614	0.325	NaN	NaN	NaN
YLR262C	0.641	0.735	2.187	NaN	NaN	NaN
YKL206C	4.429	3.644	3.750	NaN	NaN	NaN
YML099C	-0.983	-1.098	-0.885	NaN	NaN	NaN
YGR182C	-0.124	-0.545	-0.511	NaN	NaN	NaN
YFL018C	-0.251	-0.247	-0.633	NaN	NaN	NaN
YOR132W	0.212	0.153	1.173	NaN	NaN	NaN
YFR011C	-0.498	-2.064	0.637	NaN	NaN	NaN
YDL035C	1.677	0.026	0.044	NaN	NaN	NaN
YKL202W	-0.185	-1.076	-0.379	NaN	NaN	NaN
YPR113W	NaN	NaN	NaN	0.881	0.581	0.451
YNL230C	-1.245	-0.453	-2.119	NaN	NaN	NaN
YDR235W	NaN	NaN	NaN	1.162	-0.552	-0.569
YGL006W	-1.151	-1.503	-1.651	NaN	NaN	NaN
YER060W-A	-0.706	1.620	0.728	NaN	NaN	NaN
YOL079W	1.054	-0.312	0.067	NaN	NaN	NaN
YBR119W	1.006	0.789	1.452	NaN	NaN	NaN
YDR290W	-0.910	-0.249	-0.735	NaN	NaN	NaN
YGL010W	0.889	0.927	0.520	NaN	NaN	NaN
YDR161W	0.222	-1.001	-0.151	NaN	NaN	NaN
YOR122C	NaN	NaN	NaN	-0.309	-1.177	-0.075
YPL082C	NaN	NaN	NaN	0.481	1.931	0.066
YGR260W	0.209	-0.604	-0.365	NaN	NaN	NaN
YJR088C	0.836	1.391	0.634	NaN	NaN	NaN
YHL005C	0.649	-0.793	-1.629	NaN	NaN	NaN
YFR043C	-0.107	-1.013	-0.403	NaN	NaN	NaN
YCL045C	-0.180	0.218	-0.670	NaN	NaN	NaN
YDR023W	NaN	NaN	NaN	0.348	0.391	0.894
YDL221W	NaN	NaN	NaN	0.526	-0.191	0.137
YPL217C	NaN	NaN	NaN	0.394	-0.280	-0.624
YEL067C	0.668	0.488	-0.104	NaN	NaN	NaN
YJR032W	1.225	-0.625	-1.351	NaN	NaN	NaN
YLR323C	NaN	NaN	NaN	0.670	1.384	1.843
YMR145C	-0.446	-0.465	-0.394	NaN	NaN	NaN
YMR294W-A	0.207	-0.873	-0.798	NaN	NaN	NaN
YGL037C	0.622	0.383	-0.175	NaN	NaN	NaN
YDR083W	-0.125	-1.372	-1.209	NaN	NaN	NaN
YNL301C	0.267	-0.779	-0.260	NaN	NaN	NaN
YKR096W	-0.416	-2.413	0.045	NaN	NaN	NaN
YMR295C	0.991	0.248	-0.781	NaN	NaN	NaN
YPR032W	-0.504	-0.109	-0.535	NaN	NaN	NaN
YHR103W	0.324	0.918	-0.167	NaN	NaN	NaN
YDR347W	-0.924	-1.571	-1.388	NaN	NaN	NaN
YER186C	0.104	-0.294	-0.283	NaN	NaN	NaN
YLR261C	0.846	-0.301	1.579	NaN	NaN	NaN
YLR438C-A	NaN	NaN	NaN	-0.571	0.249	-0.509
YHR065C	NaN	NaN	NaN	1.752	2.301	0.735
YDL043C	NaN	NaN	NaN	0.046	-0.446	-0.415
YGL044C	NaN	NaN	NaN	0.361	-0.171	0.119
YHL035C	-0.137	-0.778	0.818	NaN	NaN	NaN
YBL052C	-0.328	-0.336	0.525	NaN	NaN	NaN
YHR203C	0.287	-1.349	-1.320	NaN	NaN	NaN
YCL002C	0.269	0.100	0.607	NaN	NaN	NaN
YJL027C	-0.414	-0.243	-0.483	NaN	NaN	NaN
YLR368W	-0.509	-0.168	-0.361	NaN	NaN	NaN
YGL158W	0.086	-0.336	-0.545	NaN	NaN	NaN
YBR142W	NaN	NaN	NaN	0.491	0.009	1.354
YOR251C	1.248	0.903	2.356	NaN	NaN	NaN
YPR149W	1.229	-0.104	-0.393	NaN	NaN	NaN
YAL062W	-0.262	-1.183	-0.889	NaN	NaN	NaN
YPR078C	0.659	0.022	-0.287	NaN	NaN	NaN
YDR198C	-0.211	-0.619	0.366	NaN	NaN	NaN
YAL046C	0.166	-0.419	-0.016	NaN	NaN	NaN
YPL019C	-2.638	-3.063	-2.028	NaN	NaN	NaN
YJR082C	-0.693	-0.376	-0.588	NaN	NaN	NaN
YLR387C	0.469	-0.111	0.168	NaN	NaN	NaN
YDR055W	0.138	0.219	0.115	NaN	NaN	NaN
YDR513W	0.136	-0.983	0.713	NaN	NaN	NaN
YBR063C	-0.375	-0.908	-0.262	NaN	NaN	NaN
YPR100W	-0.208	-0.036	-0.407	NaN	NaN	NaN
YER119C	0.605	1.947	0.874	NaN	NaN	NaN
YDR409W	0.224	0.559	-0.018	NaN	NaN	NaN
YMR130W	1.102	0.952	0.658	NaN	NaN	NaN
YHR042W	NaN	NaN	NaN	0.036	-1.153	-1.065
YER085C	0.588	-0.297	0.277	NaN	NaN	NaN
YBR299W	-0.003	-0.680	0.835	NaN	NaN	NaN
YLR152C	-0.616	-0.866	-0.926	NaN	NaN	NaN
YOL147C	0.077	0.241	-0.856	NaN	NaN	NaN
YDL095W	0.173	-1.295	-0.499	NaN	NaN	NaN
YNL145W	-0.351	0.700	2.263	NaN	NaN	NaN
YMR082C	0.804	-0.576	1.435	NaN	NaN	NaN
YLR014C	0.488	1.923	-0.371	NaN	NaN	NaN
YDR441C	0.750	0.046	0.426	NaN	NaN	NaN
YPL246C	0.889	0.249	0.181	NaN	NaN	NaN
YKR079C	NaN	NaN	NaN	-0.197	0.097	0.422
YIL145C	-0.556	-2.135	-1.053	NaN	NaN	NaN
YBL062W	0.072	4.113	3.993	NaN	NaN	NaN
YML125C	NaN	NaN	NaN	0.150	0.937	-0.157
YHR092C	0.218	2.356	0.133	NaN	NaN	NaN
YLR094C	0.220	1.806	0.818	NaN	NaN	NaN
YIR039C	0.286	-0.635	2.053	NaN	NaN	NaN
YLL005C	1.811	0.854	1.263	NaN	NaN	NaN
YGR012W	-0.376	-0.253	-0.818	NaN	NaN	NaN
YGR210C	-0.086	-0.194	-0.081	NaN	NaN	NaN
YPL253C	-0.371	-0.093	0.854	NaN	NaN	NaN
YDL188C	1.076	1.882	2.298	NaN	NaN	NaN
YPL098C	0.014	-0.370	0.047	NaN	NaN	NaN
YBR016W	-0.156	-1.433	-0.200	NaN	NaN	NaN
YMR282C	-0.721	-0.549	-1.127	NaN	NaN	NaN
YCL048W	0.419	-0.854	0.831	NaN	NaN	NaN
YOL013C	0.442	-0.872	0.586	NaN	NaN	NaN
YPL201C	0.326	1.107	-0.095	NaN	NaN	NaN
YLR393W	-0.634	-0.525	-1.111	NaN	NaN	NaN
YOR379C	0.534	1.533	0.568	NaN	NaN	NaN
YDR196C	NaN	NaN	NaN	-0.463	-0.627	-0.419
YLR414C	0.037	-0.812	-0.674	NaN	NaN	NaN
YNR074C	-0.059	-1.120	-0.381	NaN	NaN	NaN
YMR166C	0.011	-0.638	0.389	NaN	NaN	NaN
YEL017C-A	0.050	-0.304	-0.652	NaN	NaN	NaN
YDR180W	NaN	NaN	NaN	0.305	-0.034	0.295
YBL002W	-0.767	-1.958	-1.522	NaN	NaN	NaN
YOR228C	-1.468	-1.494	-2.121	NaN	NaN	NaN
YGR048W	NaN	NaN	NaN	0.139	-1.047	-0.294
YNL061W	NaN	NaN	NaN	0.082	-3.371	-1.637
YDR446W	0.568	-0.512	-0.223	NaN	NaN	NaN
YGR096W	0.184	-0.381	-0.107	NaN	NaN	NaN
YBR110W	NaN	NaN	NaN	-0.927	-2.581	-0.777
YIL046W	NaN	NaN	NaN	0.320	-0.121	-0.332
YGR201C	0.814	1.081	0.314	NaN	NaN	NaN
YOR148C	NaN	NaN	NaN	0.554	0.005	-0.339
YOL027C	0.569	0.439	-0.244	NaN	NaN	NaN
YMR281W	NaN	NaN	NaN	0.566	0.019	0.261
YEL035C	NaN	NaN	NaN	0.492	1.826	1.074
YOR277C	-2.118	-2.047	-2.500	NaN	NaN	NaN
YNL138W-A	NaN	NaN	NaN	0.289	-0.171	0.044
YDR222W	0.526	-0.449	0.777	NaN	NaN	NaN
YGL024W	NaN	NaN	NaN	-0.039	-1.658	-0.719
YOL106W	-0.858	-0.250	-0.529	NaN	NaN	NaN
YJR067C	NaN	NaN	NaN	0.113	0.647	-0.346
YKL061W	-1.627	-2.199	0.219	NaN	NaN	NaN
YBR006W	-0.679	-0.213	0.036	NaN	NaN	NaN
YPL087W	-0.306	-0.947	-0.969	NaN	NaN	NaN
YHL012W	0.982	1.763	0.206	NaN	NaN	NaN
YNL109W	-0.707	-0.762	-0.822	NaN	NaN	NaN
YDR475C	-0.802	5.869	3.043	NaN	NaN	NaN
YMR230W	-0.822	-1.719	-1.842	NaN	NaN	NaN
YPR039W	0.817	0.079	1.102	NaN	NaN	NaN
YGR271C-A	0.114	0.835	0.233	NaN	NaN	NaN
YBR089W	NaN	NaN	NaN	-0.323	-0.765	-0.316
YDR035W	0.602	1.892	-0.342	NaN	NaN	NaN
YPL077C	-0.089	-1.088	-0.835	NaN	NaN	NaN
YLR077W	0.983	1.944	-0.137	NaN	NaN	NaN
YJR065C	NaN	NaN	NaN	0.642	2.040	1.188
YLR309C	0.121	-0.120	0.039	NaN	NaN	NaN
YDR242W	0.838	-0.041	0.346	NaN	NaN	NaN
YDL205C	NaN	NaN	NaN	0.489	1.126	0.778
YGR255C	0.767	0.101	-0.694	NaN	NaN	NaN
YPR022C	0.738	-0.246	0.103	NaN	NaN	NaN
YGL139W	0.206	0.747	0.361	NaN	NaN	NaN
YDR059C	1.005	1.045	0.688	NaN	NaN	NaN
YOL131W	0.041	0.015	-0.456	NaN	NaN	NaN
YPL075W	NaN	NaN	NaN	-0.360	0.062	0.667
YPL126W	NaN	NaN	NaN	0.647	-0.795	0.294
YGR158C	NaN	NaN	NaN	0.185	-1.739	-0.482
YLR216C	0.989	0.567	1.540	NaN	NaN	NaN
YPR099C	0.687	-0.515	1.205	NaN	NaN	NaN
YER008C	NaN	NaN	NaN	-0.671	0.977	-0.600
YPL011C	NaN	NaN	NaN	0.013	0.291	-0.073
YER142C	-0.119	-0.582	0.187	NaN	NaN	NaN
YER129W	-0.083	5.564	2.788	NaN	NaN	NaN
YDL140C	NaN	NaN	NaN	-1.025	0.831	0.259
YGL073W	NaN	NaN	NaN	1.463	1.613	0.643
YGR113W	NaN	NaN	NaN	0.762	1.170	-0.277
YBR141C	-0.206	-0.272	-0.128	NaN	NaN	NaN
YJL215C	-1.718	-3.162	-2.380	NaN	NaN	NaN
YAL034C	0.373	-1.468	-0.581	NaN	NaN	NaN
YNR032C-A	-0.763	-1.683	-0.049	NaN	NaN	NaN
YDR505C	0.303	0.672	1.177	NaN	NaN	NaN
YGL155W	NaN	NaN	NaN	-0.588	-0.494	-1.154
YGL198W	0.324	-0.637	-0.191	NaN	NaN	NaN
YBR074W	0.050	-0.175	-0.084	NaN	NaN	NaN
YBR124W	NaN	NaN	NaN	0.073	0.640	0.449
YPR141C	NaN	NaN	NaN	0.174	-0.914	-0.692
YGR028W	0.043	-0.546	-0.273	NaN	NaN	NaN
YDR151C	-1.436	-1.052	-1.303	NaN	NaN	NaN
YDL147W	NaN	NaN	NaN	0.831	3.431	1.402
YIL166C	-1.205	-1.487	-1.252	NaN	NaN	NaN
YIL075C	NaN	NaN	NaN	-1.271	-0.784	-1.888
YBR265W	NaN	NaN	NaN	0.945	-0.209	0.037
YPL153C	NaN	NaN	NaN	-0.410	0.524	0.097
YMR103C	-0.065	-0.385	-0.170	NaN	NaN	NaN
YLR023C	-0.542	-0.938	-1.127	NaN	NaN	NaN
YMR096W	0.036	-0.066	-0.553	NaN	NaN	NaN
YPL146C	NaN	NaN	NaN	-0.276	-1.381	-0.200
YPR065W	-0.591	-1.338	-1.073	NaN	NaN	NaN
YOR226C	0.146	0.546	-1.016	NaN	NaN	NaN
YBR034C	-0.115	-0.084	0.091	NaN	NaN	NaN
YJR053W	-0.815	-0.418	-0.745	NaN	NaN	NaN
YIR032C	0.550	0.288	0.691	NaN	NaN	NaN
YDR093W	-0.947	-1.657	-0.979	NaN	NaN	NaN
YNR032W	-0.240	-0.376	0.074	NaN	NaN	NaN
YMR264W	0.184	4.010	3.147	NaN	NaN	NaN
YGR235C	-0.048	-0.182	-0.764	NaN	NaN	NaN
YOR299W	-0.228	-0.759	-1.190	NaN	NaN	NaN
YOR161C	0.371	-0.100	0.142	NaN	NaN	NaN
YIR010W	NaN	NaN	NaN	0.522	1.410	0.791
YDL129W	0.681	0.238	0.420	NaN	NaN	NaN
YIR008C	NaN	NaN	NaN	0.343	-0.414	-2.425
YGL083W	-0.265	-1.474	0.855	NaN	NaN	NaN
YDR538W	0.332	0.176	-0.602	NaN	NaN	NaN
YDR436W	-0.252	1.626	0.840	NaN	NaN	NaN
YLR080W	0.293	0.508	-0.231	NaN	NaN	NaN
YJL107C	-0.874	-2.054	-0.805	NaN	NaN	NaN
YER118C	0.796	0.211	0.228	NaN	NaN	NaN
YHR142W	0.381	9.642	9.922	NaN	NaN	NaN
YFL053W	-0.521	-0.318	-0.610	NaN	NaN	NaN
YLL018C	NaN	NaN	NaN	-0.097	0.970	-0.118
YOL123W	NaN	NaN	NaN	-0.023	-0.080	0.932
YPL051W	0.125	-0.108	0.066	NaN	NaN	NaN
YNL271C	0.338	5.602	4.360	NaN	NaN	NaN
YGR218W	NaN	NaN	NaN	-1.059	-1.294	-1.657
YGL227W	-1.043	-1.450	0.375	NaN	NaN	NaN
YMR322C	-1.324	-2.027	-1.127	NaN	NaN	NaN
YER059W	1.815	2.006	1.728	NaN	NaN	NaN
YER030W	-0.328	-0.408	-0.448	NaN	NaN	NaN
YNL026W	NaN	NaN	NaN	-0.342	-1.624	-0.118
YKR093W	-1.507	-0.966	-0.579	NaN	NaN	NaN
YFR036W	0.394	0.763	0.677	NaN	NaN	NaN
YGR004W	1.068	1.350	0.775	NaN	NaN	NaN
YJR076C	NaN	NaN	NaN	-0.893	-0.302	-1.111
YLL012W	0.680	-0.789	0.943	NaN	NaN	NaN
YIR038C	-0.379	-1.239	-0.725	NaN	NaN	NaN
YPL167C	-0.420	-1.291	-0.824	NaN	NaN	NaN
YNL152W	NaN	NaN	NaN	-0.443	-0.892	-0.044
YLR232W	0.152	2.109	-0.562	NaN	NaN	NaN
YHL041W	0.306	0.703	-0.147	NaN	NaN	NaN
YKR073C	-0.455	-1.476	-0.369	NaN	NaN	NaN
YDR511W	-0.079	-0.863	0.244	NaN	NaN	NaN
YML114C	NaN	NaN	NaN	-0.843	2.009	2.405
YLR331C	-0.201	3.728	2.281	NaN	NaN	NaN
YDR141C	NaN	NaN	NaN	-0.259	-1.494	-0.188
YFL011W	-0.071	-0.341	-0.649	NaN	NaN	NaN
YDR042C	0.267	0.609	-0.118	NaN	NaN	NaN
YGL179C	0.000	-0.237	0.115	NaN	NaN	NaN
YJR103W	0.806	0.540	-0.616	NaN	NaN	NaN
YMR015C	1.050	18.965	14.259	NaN	NaN	NaN
YGL148W	-1.116	-0.845	-0.502	NaN	NaN	NaN
YER003C	NaN	NaN	NaN	0.303	-0.296	-0.646
YNL104C	0.781	0.718	-0.195	NaN	NaN	NaN
YPR015C	-0.333	-0.989	-0.709	NaN	NaN	NaN
YHR184W	-0.539	-0.066	-0.235	NaN	NaN	NaN
YPR013C	0.533	-0.003	-0.407	NaN	NaN	NaN
YDR352W	-0.408	-0.290	-0.340	NaN	NaN	NaN
YEL024W	-0.541	-2.871	-2.927	NaN	NaN	NaN
YMR300C	-0.207	-0.260	-0.205	NaN	NaN	NaN
YDL233W	1.037	0.280	-0.904	NaN	NaN	NaN
YBR262C	0.639	-0.913	0.156	NaN	NaN	NaN
