ORF	hom | growth (relative abundance in pooled culture) | YPGal, time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | glucitol [1.5 M], time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SD + His + Leu + Ura, time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | sodium chloride [1 M], time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | pH [8], time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | YPGal, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | glucitol [1.5 M], time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | pH [8], time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | sodium chloride [1 M], time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SD + His + Leu + Ura, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | nystatin [10 uM], time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | nystatin [10 uM], time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SC, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SC -Lys, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SC -Trp, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SC -Thr, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | standard | YPD | Giaever G~Johnston M, 2002	hom | cell size | standard | YPAD | Giaever G~Johnston M, 2002	hom | elongated cell shape | standard | YPAD | Giaever G~Johnston M, 2002	hom | round cell shape | standard | YPAD | Giaever G~Johnston M, 2002	hom | clumped cell shape | standard | YPAD | Giaever G~Johnston M, 2002	hom | football cell shape | standard | YPAD | Giaever G~Johnston M, 2002
YMR205C	0.636	0.792	-0.328	19.063	1.886	0.980	7.263	0.671	1.484	5.221	0.111	-1.993	-1.278	-1.770	-0.997	-1.777	-16.700	0.000	0.000	0.000	0.000	0.000
YMR206W	-2.243	-43.762	-0.482	-29.915	-2.652	-1.475	-3.497	-0.853	-1.567	-9.388	-1.968	2.337	-2.690	-0.836	1.793	0.550	0.000	0.000	0.000	0.000	0.000	0.000
YMR207C	1.225	14.134	1.232	10.093	7.554	-0.480	3.233	1.228	-0.969	1.069	1.312	-2.378	1.522	0.603	2.385	-2.495	0.000	0.000	0.000	0.000	0.000	2.000
YMR209C	-1.949	1.329	-62.986	-65.841	-52.444	0.702	-2.963	-38.945	-41.071	-21.300	-7.558	0.632	-1.594	-5.029	-2.800	-3.996	0.000	0.000	0.000	0.000	0.000	0.000
YMR210W	-1.059	-9.244	-1.053	-10.618	-8.095	2.696	2.239	0.166	-0.969	-3.809	0.891	0.628	-1.446	-0.267	-0.802	0.188	0.000	0.000	0.000	0.000	0.000	0.000
YMR214W	0.230	-1.119	5.207	-5.984	-214.135	1.793	0.935	-56.155	-11.656	0.542	-96.681	-31.158	2.894	-1.003	-0.844	1.363	0.000	0.000	0.000	0.000	0.000	0.000
YMR215W	-5.356	-0.682	-2.074	-21.511	-8.089	2.197	-1.376	1.274	-1.025	0.821	0.923	0.071	-0.396	-0.184	1.318	1.683	0.000	0.000	0.000	0.000	0.000	0.000
YMR216C	0.745	1.634	-108.041	11.349	-107.608	-0.004	1.519	-104.948	1.716	-23.131	0.547	-0.447	-8.999	-33.919	-38.828	-1.594	0.000	0.000	0.000	0.000	0.000	0.000
YMR217W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YMR219W	4.101	-8.909	1.340	1.330	1.839	0.274	-28.223	-16.559	-10.654	-29.972	1.991	1.211	0.116	-0.879	0.239	-1.155	0.000	3.000	2.000	0.000	0.000	0.000
YMR221C	1.482	3.035	-0.392	-14.531	-3.363	3.021	-1.246	2.463	0.675	0.352	-1.920	0.387	-0.158	-2.972	-1.804	-1.251	0.000	0.000	0.000	0.000	0.000	0.000
YMR222C	-0.673	-2.252	-1.908	-10.525	-1.823	0.294	1.361	-0.152	-1.274	-0.136	1.959	-2.634	-2.989	-5.525	-4.364	-2.593	0.000	0.000	0.000	0.000	0.000	0.000
YMR223W	-0.785	-1.356	-0.665	-2.313	10.206	0.305	0.021	-0.746	-0.090	2.220	1.377	0.585	2.349	1.217	2.127	2.145	0.000	0.000	0.000	0.000	0.000	0.000
YMR224C	0.817	0.331	-2.252	37.153	3.227	0.375	4.357	-0.912	3.780	0.273	2.194	-0.923	-0.056	-1.292	-0.821	2.497	-7.000	0.000	0.000	0.000	0.000	0.000
YMR225C	-2.041	-1.009	-1.150	-15.162	-8.971	0.973	0.512	-2.641	-2.526	0.467	2.100	0.639	-0.197	0.332	-0.080	0.586	0.000	0.000	0.000	0.000	0.000	0.000
YMR226C	1.145	-5.580	-0.416	-14.964	0.123	1.955	-2.477	1.544	0.004	0.985	-1.172	-0.072	0.018	1.161	-0.017	1.623	0.000	0.000	0.000	0.000	0.000	0.000
YMR228W	-0.352	-2.275	3.073	16.670	3.647	1.446	6.423	1.009	1.970	0.445	-2.013	-0.816	0.532	0.222	0.409	0.164	-8.000	0.000	0.000	0.000	0.000	0.000
YMR230W	24.482	1.067	-1.959	65.927	18.411	0.357	1.037	0.696	-0.536	-0.519	8.994	-0.409	-1.568	0.302	-1.839	2.109	0.000	0.000	0.000	0.000	0.000	0.000
YMR232W	0.086	5.717	-2.111	-2.332	-2.047	-1.643	4.072	-2.696	-0.814	-0.662	0.006	1.300	2.313	0.712	3.517	-0.486	0.000	0.000	0.000	0.000	0.000	0.000
YMR233W	-2.492	1.733	-2.769	-25.796	-8.051	0.351	5.520	-2.845	-4.049	-5.155	1.012	1.199	0.259	-1.759	0.416	-2.033	0.000	0.000	0.000	0.000	0.000	0.000
YMR234W	1.993	3.883	-2.980	-19.026	-3.749	2.530	-0.576	0.940	-3.803	-2.420	-0.736	2.271	-0.073	-0.530	1.214	-1.785	0.000	0.000	0.000	0.000	0.000	0.000
YMR237W	-2.701	0.346	-0.047	-19.198	-4.617	0.088	1.387	1.653	-0.676	3.473	-0.560	0.171	-1.792	-2.155	-0.915	-1.035	0.000	0.000	0.000	0.000	0.000	0.000
YMR238W	-1.910	-15.957	-5.821	-103.452	-1203.417	0.183	-0.436	-74.730	-0.096	0.933	-19.766	2.412	0.068	-0.516	-0.892	-0.633	0.000	0.000	0.000	0.000	0.000	0.000
YMR241W	-0.140	-3.332	-0.178	-3.028	-2.942	-0.177	0.581	-3.017	-1.659	-3.266	0.600	-0.207	-4.500	-8.921	0.799	-3.099	0.000	NaN	NaN	NaN	NaN	NaN
YMR242C	11.055	3.428	0.043	-5.186	-2.422	-0.526	-1.843	-3.790	0.732	2.490	-24.609	-19.571	0.259	-0.781	1.787	2.363	0.000	0.000	0.000	0.000	0.000	0.000
YMR243C	0.284	-4.038	-11.222	-46.215	-18.441	3.145	-0.558	0.223	-4.419	0.387	-2.840	1.847	-1.531	-2.405	0.186	-0.012	0.000	2.000	0.000	0.000	0.000	0.000
YMR244C-A	-0.049	-5.125	-2.886	-10.924	4.587	0.170	-3.723	-0.421	1.402	-1.988	-4.645	0.424	-0.018	0.249	0.207	-0.516	0.000	0.000	0.000	0.000	0.000	0.000
YMR244W	2.006	-15.933	-3.623	-40.717	-11.978	-2.220	-11.462	-2.170	-3.930	-2.699	2.141	-1.662	-0.924	-2.101	-1.578	-1.941	0.000	0.000	0.000	0.000	0.000	0.000
YMR245W	-5.006	1.744	-1.467	-21.132	-8.294	-0.027	5.488	-0.280	-1.217	3.047	0.020	-2.614	-2.836	-4.354	-3.956	-1.409	0.000	0.000	0.000	0.000	0.000	0.000
YMR246W	-2.133	-3.397	-2.091	-10.702	-4.357	1.195	-4.511	1.552	-0.239	-1.270	-1.644	-1.991	-2.214	-6.118	-3.088	-1.420	0.000	0.000	0.000	0.000	0.000	0.000
YMR247C	-0.891	2.286	-1.351	-39.691	-9.597	2.988	1.097	-1.011	-2.676	0.488	0.328	1.338	-0.624	-2.659	-0.669	-0.528	0.000	0.000	0.000	0.000	0.000	0.000
YMR250W	24.569	-4.506	1.715	-11.281	19.423	2.329	0.737	13.688	2.522	1.137	-0.695	1.359	4.234	6.311	4.271	7.425	0.000	0.000	0.000	0.000	0.000	0.000
YMR251W	-0.077	1.822	-2.969	-28.819	-0.258	0.071	1.709	1.802	0.480	0.823	-5.137	0.836	-1.704	-1.238	-0.066	-3.400	0.000	0.000	0.000	0.000	0.000	0.000
YMR251W-A	-1.473	-39.579	0.697	-19.285	-2.130	-2.387	1.772	-0.051	-1.337	-1.434	-2.219	-2.426	-2.032	-2.217	-2.250	2.572	0.000	0.000	0.000	0.000	0.000	0.000
YMR252C	-0.492	8.451	-1.727	-30.838	-3.542	2.184	3.726	-0.433	-2.896	0.174	-1.997	-0.279	1.492	1.746	-2.098	2.270	0.000	0.000	0.000	0.000	0.000	0.000
YMR253C	-1.317	7.279	2.830	-26.608	-8.956	5.302	0.732	0.216	-2.669	1.078	0.748	-0.397	-1.626	1.721	0.563	1.807	0.000	0.000	0.000	0.000	0.000	0.000
YMR254C	-0.106	9.551	-8.716	-55.197	-15.143	0.698	4.153	-2.360	-1.336	-0.200	0.441	-1.856	-2.875	-5.365	-4.365	-2.544	0.000	0.000	0.000	0.000	0.000	0.000
YMR255W	-1.409	6.290	-1.459	-30.356	-2.917	-1.363	5.729	1.392	-1.187	5.006	-1.246	1.306	1.785	1.515	1.648	1.547	0.000	0.000	0.000	0.000	0.000	0.000
YMR256C	3.761	2.808	-1.259	85.980	22.880	-2.337	0.613	9.880	0.835	7.604	9.599	-0.484	4.049	1.818	3.546	4.068	-3.600	0.000	0.000	0.000	0.000	0.000
YMR257C	-3.940	-0.353	0.479	2.408	1.953	1.905	2.451	0.574	0.217	2.165	0.142	-2.741	2.479	0.808	-0.315	2.262	0.000	0.000	0.000	0.000	0.000	0.000
YMR258C	0.678	-20.411	-18.301	-58.570	-198.053	2.922	-13.033	-33.745	-12.533	-6.288	-1.005	1.888	-0.612	-1.888	0.082	-2.731	0.000	0.000	0.000	0.000	0.000	0.000
YMR259C	-0.084	-6.531	-0.680	-27.742	-6.053	1.769	-7.942	0.175	-1.076	-0.714	-0.346	-0.567	1.526	0.180	-0.603	0.802	0.000	0.000	0.000	0.000	0.000	0.000
YMR261C	-0.023	-5.500	2.525	-37.964	-6.227	0.150	-5.567	-0.198	-0.375	-4.502	-0.477	0.753	0.302	0.723	0.490	1.117	0.000	0.000	0.000	0.000	0.000	0.000
YMR262W	0.132	-15.127	-4.956	-30.713	-4.919	-1.131	-6.574	-0.224	0.962	-6.850	-0.564	-0.735	0.124	0.496	0.318	0.367	0.000	0.000	0.000	0.000	0.000	0.000
YMR263W	-7.777	-4.049	1.979	-12.882	-116.302	-0.431	6.370	3.538	-5.568	1.895	-13.724	-34.749	7.960	7.081	5.291	6.124	0.000	0.000	0.000	0.000	0.000	0.000
YMR264W	0.205	1.028	-3.513	-4.354	-67.679	-0.881	2.005	-1.268	-0.556	0.493	-41.829	-63.480	8.581	-13.450	-14.720	-6.910	0.000	3.000	0.000	0.000	0.000	0.000
YMR265C	-0.011	-2.593	0.513	-15.730	-5.809	0.474	1.062	0.479	-2.351	-0.761	1.847	2.378	2.230	2.007	2.647	2.163	0.000	0.000	0.000	0.000	0.000	0.000
YMR266W	-2.541	0.772	3.306	15.384	0.815	0.982	0.819	2.086	1.427	3.079	-0.039	1.366	2.831	1.373	1.272	3.803	-3.700	0.000	0.000	0.000	0.000	0.000
YMR267W	-0.862	26.539	-2.963	49.725	44.328	0.902	11.907	0.459	3.993	1.720	0.436	0.155	0.532	-0.568	2.031	2.056	-3.400	-3.000	0.000	3.000	0.000	0.000
YMR269W	0.147	0.656	3.608	12.806	4.026	-0.076	7.513	2.777	1.552	2.258	-1.625	-0.961	-0.124	0.056	0.080	-0.045	-5.300	-3.000	0.000	0.000	0.000	0.000
YMR271C	-1.722	-5.614	2.685	-14.660	-0.669	2.929	-7.468	2.610	1.050	-0.156	0.337	-0.623	-3.106	-5.220	-2.743	-8.153	0.000	0.000	0.000	0.000	0.000	0.000
YMR272C	0.876	-80.240	-32.801	-80.412	-10.937	-1.305	-92.148	-7.873	-19.428	-80.164	-1.742	2.003	6.382	6.527	2.485	6.546	0.000	-2.000	0.000	0.000	0.000	0.000
YMR273C	0.302	-3.493	1.855	-10.069	-30.529	0.806	1.502	-9.376	-0.291	-0.723	-4.724	-12.689	-0.244	-12.863	10.733	-11.300	0.000	0.000	0.000	0.000	0.000	0.000
YMR274C	1.868	-1.457	-0.721	-32.675	-179.750	3.230	-1.543	-15.503	-5.835	0.119	-2.147	-2.772	0.456	-1.992	-1.259	-3.270	0.000	0.000	0.000	0.000	0.000	0.000
YMR275C	2.142	39.016	10.331	8.785	82.161	1.497	22.347	16.617	12.082	10.849	0.106	-1.292	-2.076	-0.486	3.404	0.597	0.000	0.000	0.000	0.000	0.000	0.000
YMR276W	1.143	-32.448	-0.135	-66.614	0.884	-2.272	0.318	-1.281	0.989	-2.353	3.862	-0.737	0.548	0.088	1.710	-1.773	0.000	0.000	0.000	0.000	0.000	0.000
YMR278W	-1.231	5.943	-3.808	-30.641	-10.737	1.278	3.135	-0.635	-3.533	-1.416	-6.324	-12.610	-14.984	-16.162	-14.159	-13.740	0.000	0.000	0.000	0.000	0.000	0.000
YMR279C	-2.459	1.251	-3.072	-40.065	-12.092	-0.027	-3.709	-0.736	-1.922	-0.539	-3.243	2.730	1.794	-0.597	0.982	0.089	0.000	0.000	0.000	0.000	0.000	0.000
YMR280C	1.041	-15.952	-1.132	-19.264	1.668	-1.411	-8.432	-0.962	-0.108	-9.207	2.411	0.208	0.804	0.057	1.529	-0.842	0.000	0.000	0.000	0.000	0.000	0.000
YMR282C	1.129	-1.289	2.095	1.972	-1.986	-0.059	15.271	1.627	0.178	0.223	-2.290	-1.598	1.184	1.007	1.510	-0.941	-5.400	0.000	0.000	0.000	0.000	0.000
YMR283C	2.907	6.360	-2.550	-114.200	-0.578	-1.740	4.513	3.536	-0.251	4.409	-50.847	-1.345	2.888	0.863	0.701	-1.690	0.000	0.000	0.000	0.000	0.000	0.000
YMR284W	-0.095	3.630	-0.004	20.761	-2.775	0.400	-5.639	-0.832	-3.071	4.376	0.211	-28.389	-25.330	-29.801	-27.001	-26.405	0.000	0.000	0.000	0.000	0.000	0.000
YMR285C	-26.160	4.095	0.365	-30.671	0.969	0.198	0.872	2.040	-2.516	3.902	-3.126	-0.430	2.304	-0.387	0.995	0.606	0.000	0.000	0.000	0.000	0.000	0.000
YMR286W	-32.527	-13.160	-3.887	-11.478	-0.687	-1.703	-7.223	-1.070	-1.599	-7.030	0.493	0.509	-3.731	-6.048	2.754	-1.474	0.000	-4.000	0.000	0.000	0.000	0.000
YMR287C	-1.376	10.930	-0.365	11.511	16.464	1.259	28.472	-0.725	-0.179	-0.114	-0.327	0.627	1.278	-5.256	1.189	-1.405	0.000	-3.000	0.000	0.000	0.000	0.000
YMR289W	-0.717	-4.385	-1.430	-9.303	-30.138	1.345	4.111	-33.250	-60.442	-23.709	-3.219	2.096	12.434	12.321	12.604	13.210	0.000	0.000	0.000	0.000	0.000	0.000
YMR291W	-2.045	1.465	-1.099	-5.626	-4.392	-0.436	-0.170	-4.886	-6.412	-5.282	-7.807	-3.085	-1.601	-4.035	-2.747	-2.377	0.000	0.000	0.000	0.000	0.000	0.000
YMR292W	-1.729	3.497	-0.726	-21.128	-35.537	2.837	0.674	-4.311	-3.488	1.189	0.482	0.134	-6.125	-9.044	-4.470	-6.864	0.000	0.000	0.000	0.000	0.000	0.000
YMR293C	1.643	3.985	1.674	1.534	0.676	0.117	19.608	1.600	0.137	1.311	-0.037	-1.871	-0.284	-0.491	0.811	-1.059	-3.100	-2.000	0.000	2.000	0.000	0.000
YMR294W	-0.140	-2.136	-21.537	-4.376	-145.562	0.511	-2.527	-9.755	0.921	-3.020	-12.050	-4.162	-0.813	-0.914	-0.790	-1.257	0.000	2.000	2.000	0.000	0.000	0.000
YMR294W-A	-0.125	-2.128	0.482	-21.235	-0.863	0.724	-1.254	-0.934	-0.650	-4.216	1.564	0.333	1.601	2.366	0.749	1.618	0.000	0.000	0.000	0.000	0.000	0.000
YMR295C	-1.543	-8.583	-3.616	-29.006	-5.291	1.520	-6.746	-6.005	-9.556	-10.356	-0.345	1.427	-1.289	-0.167	1.061	0.223	0.000	0.000	0.000	0.000	0.000	0.000
YMR297W	0.583	-40.642	-3.282	-30.302	-3.980	-0.508	0.171	4.040	-4.287	2.918	-1.770	-2.195	2.330	6.852	0.963	-2.045	0.000	0.000	0.000	0.000	0.000	0.000
YMR299C	-1.280	-2.487	0.384	-2.914	-18.809	0.761	3.345	-2.029	-0.991	0.960	-0.140	4.275	-8.309	-10.716	-9.420	-9.083	0.000	0.000	0.000	0.000	0.000	0.000
YMR300C	0.154	7.503	-176.548	-2.959	-137.418	2.532	2.530	-24.083	-1.817	-132.551	1.413	-1.727	-2.943	-10.657	-13.763	-13.944	0.000	0.000	0.000	0.000	0.000	0.000
YMR302C	1.077	8.874	-0.491	-56.028	-11.720	0.018	2.692	-1.637	-3.507	5.908	-1.092	-3.410	-0.725	-2.259	-0.609	-2.278	0.000	0.000	0.000	0.000	0.000	0.000
YMR303C	0.776	-15.027	-6.692	-67.413	-8.908	0.191	-12.751	-4.326	-10.143	-4.333	0.324	-18.605	-25.073	-37.693	-30.211	-25.573	0.000	0.000	0.000	0.000	0.000	0.000
YMR304C-A	-0.423	-7.598	-0.861	-1.476	0.660	0.885	-25.777	0.717	2.627	-0.621	0.396	0.985	6.367	6.686	3.140	3.117	0.000	0.000	0.000	0.000	0.000	0.000
YMR304W	-0.271	-2.243	-35.208	-12.804	-20.404	-0.475	2.051	4.866	13.910	-1.571	-0.624	2.811	-7.295	-21.161	-26.195	10.126	0.000	0.000	0.000	0.000	0.000	2.000
YMR305C	-1.261	-0.169	1.309	-36.363	-41.264	1.889	-0.925	-1.169	-3.699	0.318	1.890	1.181	-4.276	-4.714	-2.044	-2.454	0.000	0.000	0.000	0.000	0.000	0.000
YMR306C-A	2.204	11.424	0.383	-29.446	-47.701	-0.259	2.011	-0.387	-7.293	3.736	1.603	0.304	0.479	-1.477	-0.251	-2.463	0.000	0.000	0.000	0.000	0.000	0.000
YMR306W	0.692	-2.709	0.101	-18.688	-17.981	1.992	-0.024	-3.725	-3.619	-0.739	-0.404	2.374	1.571	1.392	1.756	1.761	0.000	0.000	0.000	0.000	0.000	0.000
YMR307W	1.548	1.374	1.664	30.762	1.178	0.897	-0.468	-0.690	0.057	0.075	0.257	0.604	1.087	-0.239	0.311	1.057	-9.800	0.000	0.000	3.000	3.000	0.000
YMR310C	-1.340	-19.249	-0.217	-55.623	1.817	-1.772	-30.430	1.060	-5.631	-14.763	-0.790	-1.308	-7.782	5.167	4.790	-8.332	0.000	0.000	0.000	0.000	0.000	0.000
YMR311C	1.122	1.074	-0.954	-1.979	-0.421	1.785	1.159	1.123	0.516	0.738	1.026	-0.736	-0.566	-0.762	-0.392	-1.998	0.000	0.000	0.000	0.000	0.000	0.000
YMR312W	1.553	-0.394	6.304	4.328	6.292	-0.121	6.145	0.479	-1.494	-0.449	-0.041	-0.094	-1.717	-0.783	-1.747	-1.509	0.000	0.000	2.000	0.000	0.000	0.000
YMR313C	-1.788	-0.756	-0.115	-12.878	-5.010	1.349	0.733	-5.036	-5.780	0.166	-0.237	-0.869	-4.494	-5.503	-5.969	-7.792	0.000	0.000	0.000	0.000	0.000	0.000
YMR315W	-0.523	-0.844	-0.467	-1.680	1.279	1.685	-0.772	1.533	0.250	1.521	-0.617	0.005	1.765	1.910	1.950	0.677	0.000	0.000	0.000	0.000	0.000	0.000
YMR316C-A	-0.654	-2.326	-0.302	-64.088	-9.842	3.037	0.533	-2.465	-6.127	1.465	-5.057	0.926	-3.280	-3.072	-2.292	-4.461	0.000	0.000	0.000	0.000	0.000	0.000
YMR316C-B	1.103	1.694	-1.541	-26.356	-4.476	2.922	0.546	1.565	-1.752	0.932	-0.587	0.760	0.599	3.122	2.071	-0.305	0.000	0.000	0.000	0.000	0.000	0.000
YMR316W	1.246	-2.478	-1.735	-16.639	2.340	1.379	-0.181	2.111	-0.301	2.329	0.865	-2.468	-4.554	-6.989	-6.374	-10.876	0.000	0.000	0.000	0.000	0.000	0.000
YMR317W	-1.031	-2.112	-1.072	-71.094	-22.549	-1.741	0.653	-1.134	-6.573	0.890	1.120	2.790	1.900	1.780	2.011	1.581	0.000	0.000	0.000	0.000	0.000	0.000
YMR318C	1.500	-2.849	-1.501	-44.771	-14.692	3.165	-0.248	-1.289	-7.411	-1.208	0.197	2.114	0.093	-0.211	0.152	-1.266	0.000	0.000	0.000	0.000	0.000	0.000
YMR319C	-1.661	2.926	-3.408	-22.695	-10.891	-2.775	-0.116	-4.834	-3.622	-1.848	-0.393	-2.396	-4.129	-6.876	-7.687	-9.125	0.000	0.000	0.000	0.000	0.000	0.000
YMR320W	0.355	6.519	-1.820	-48.552	-32.525	0.024	1.571	-5.612	-9.050	0.036	-2.506	2.231	-1.823	-0.749	-0.925	-5.212	0.000	0.000	0.000	0.000	0.000	0.000
YMR322C	-1.836	5.307	-0.710	-29.680	-10.823	2.822	1.282	-2.000	-6.774	2.234	-3.086	1.713	-1.760	-2.529	-2.255	-5.927	0.000	0.000	0.000	0.000	0.000	0.000
YMR326C	0.405	-0.443	2.042	-8.162	-0.298	0.409	0.628	2.238	-0.824	-0.148	-1.711	1.729	4.149	3.704	3.992	1.127	0.000	0.000	0.000	0.000	0.000	0.000
YNL001W	-0.985	-26.198	-12.236	-63.088	-213.889	-1.826	-5.645	-32.128	-6.903	-4.450	-1.894	-1.944	-8.217	-5.244	-8.680	-6.326	0.000	0.000	0.000	0.000	0.000	3.000
YNL003C	-0.505	0.624	-1.964	33.756	12.174	-0.631	4.196	1.948	2.584	2.706	-0.749	0.209	0.633	0.889	0.982	-0.429	-8.000	0.000	0.000	2.000	0.000	0.000
YNL004W	1.438	3.326	0.400	-10.240	-0.322	-0.355	-2.973	-0.142	1.762	3.700	-2.451	-4.091	-8.763	-11.615	-9.838	-12.741	0.000	0.000	0.000	0.000	0.000	0.000
YNL005C	0.912	-0.884	-1.982	42.040	16.216	0.822	14.028	5.359	3.830	2.147	2.325	0.490	1.911	0.465	1.342	1.942	-3.400	-3.000	0.000	0.000	0.000	0.000
YNL008C	-3.236	0.613	-3.353	52.268	10.051	1.144	-1.613	4.425	2.255	4.616	1.256	-0.631	2.535	2.147	2.009	0.371	-3.300	NaN	NaN	NaN	NaN	NaN
YNL009W	-2.603	-0.635	1.495	-7.925	-0.664	0.783	-3.375	-2.089	-2.387	-1.694	0.713	0.774	1.650	0.680	0.545	1.454	0.000	0.000	0.000	0.000	0.000	0.000
YNL010W	-0.009	0.107	2.003	-18.475	-9.948	1.034	-1.665	0.277	0.897	0.629	-1.101	-1.018	-1.303	1.251	0.051	-2.025	0.000	0.000	0.000	0.000	0.000	0.000
YNL011C	-21.334	-3.111	-0.310	-29.441	-6.254	-0.427	-1.988	1.576	-0.838	0.518	1.091	-2.002	1.984	1.083	0.733	-0.540	0.000	0.000	0.000	0.000	0.000	0.000
YNL012W	-0.473	0.627	-0.301	-7.446	-0.759	-1.811	-0.136	-0.335	1.900	-0.957	0.342	1.524	1.302	2.035	1.730	0.929	0.000	0.000	0.000	0.000	0.000	0.000
YNL013C	-0.282	-2.911	-2.549	-13.854	11.763	0.598	2.056	-0.749	-1.010	0.104	-6.662	1.075	0.322	0.638	0.597	-1.494	0.000	0.000	2.000	0.000	0.000	0.000
YNL014W	-0.152	-5.502	-0.017	-6.409	-10.935	1.603	-53.870	-15.897	-17.359	-11.653	-0.182	-69.096	-76.587	-74.613	-79.615	-76.483	0.000	0.000	0.000	0.000	0.000	0.000
YNL015W	0.601	-4.056	-1.585	131.399	77.764	-0.846	-2.702	14.815	13.716	8.511	11.929	0.342	11.602	9.031	10.249	5.897	0.000	NaN	NaN	NaN	NaN	NaN
YNL016W	-0.742	1.328	-5.101	-7.903	13.693	-2.680	0.572	0.077	-1.150	-1.171	5.544	-2.444	-1.947	-3.203	-4.492	-4.935	0.000	0.000	0.000	0.000	0.000	0.000
YNL020C	0.093	-0.172	2.546	-16.523	-3.824	-1.234	1.942	-0.309	-0.082	0.415	1.844	1.110	0.477	-0.057	-0.591	-2.846	0.000	0.000	0.000	0.000	0.000	0.000
YNL021W	3.109	1.219	-3.284	43.312	11.345	1.605	-1.899	4.378	0.476	4.381	5.945	-0.917	4.500	3.509	2.693	-0.372	0.000	NaN	NaN	NaN	NaN	NaN
YNL022C	1.491	-7.204	1.223	-35.358	-38.897	0.768	2.230	-2.501	-6.303	0.872	-5.867	-0.299	0.398	-1.623	-1.390	0.588	0.000	3.000	0.000	0.000	0.000	0.000
YNL023C	-2.062	2.633	0.429	-17.762	22.677	2.234	-0.199	1.398	-0.434	0.167	1.022	-2.592	-1.119	-3.503	-1.649	-7.567	0.000	0.000	0.000	0.000	0.000	2.000
YNL024C	1.860	-0.718	-1.406	-1.870	0.643	-2.311	-2.037	-0.824	1.413	2.153	1.891	0.329	0.366	-3.336	-1.624	-3.247	0.000	0.000	0.000	0.000	0.000	0.000
YNL025C	0.425	-0.819	-1.479	2.265	10.012	-0.408	1.681	1.637	-0.524	0.837	-1.621	0.029	-0.135	-0.870	-0.815	0.605	-3.100	4.000	0.000	0.000	0.000	0.000
YNL027W	1.218	1.319	-0.721	-490.346	-15.259	0.416	0.002	-1.531	-15.220	-2.468	1.132	-0.246	-0.544	1.359	1.361	-0.568	0.000	0.000	0.000	0.000	0.000	0.000
YNL028W	2.070	1.428	1.930	17.696	2.834	0.266	0.495	2.549	3.246	2.069	-0.673	-0.138	1.659	0.986	0.637	0.979	-5.000	NaN	NaN	NaN	NaN	NaN
YNL029C	-1.934	1.047	1.157	53.498	13.442	0.027	-0.804	6.363	4.673	5.984	1.233	0.159	5.330	3.935	3.044	0.307	-4.200	NaN	NaN	NaN	NaN	NaN
YNL030W	-1.727	-0.087	-3.339	16.709	4.767	-0.168	0.212	-0.212	-2.664	0.874	-2.565	-3.771	-3.289	-3.807	-3.169	-2.926	-3.700	NaN	NaN	NaN	NaN	NaN
YNL031C	5.120	-0.686	4.253	-0.493	-2.117	1.357	-0.157	-0.131	1.881	0.712	-0.765	-0.220	1.486	1.293	0.991	-0.041	0.000	0.000	0.000	0.000	0.000	0.000
YNL032W	0.271	-1.441	-5.899	-8.170	0.735	1.647	-4.010	2.016	1.641	-6.273	0.043	0.789	-0.923	-12.817	-19.089	-2.283	0.000	0.000	0.000	0.000	0.000	0.000
YNL034W	1.341	-0.572	0.040	-19.716	-1.094	0.691	-1.038	2.629	0.802	-0.019	-1.364	-2.224	-0.078	-0.325	-0.005	0.988	0.000	0.000	0.000	0.000	0.000	0.000
YNL035C	-0.368	-9.061	-0.081	-16.853	0.023	-0.746	-0.233	-0.785	-1.839	0.683	0.422	2.062	1.058	1.184	1.358	0.763	0.000	0.000	0.000	0.000	0.000	0.000
YNL037C	-0.078	2.715	2.761	8.507	-0.586	3.468	-3.747	2.942	-1.198	3.845	-2.223	-2.125	4.048	5.528	3.260	-0.066	-4.700	NaN	NaN	NaN	NaN	NaN
