ORF	hom | growth (relative abundance in pooled culture) | asperentin [110 uM] | Hoepfner D~Winzeler EA, 2012	het | growth (relative abundance in pooled culture) | asperentin [110 uM] | Hoepfner D~Winzeler EA, 2012
YPL241C	-0.652	0.650
YPL242C	NaN	-0.844
YPL243W	NaN	-1.131
YPL244C	0.026	-0.238
YPL245W	-0.126	-1.417
YPL246C	0.200	-0.740
YPL247C	1.105	0.223
YPL248C	-0.120	-0.102
YPL249C	0.155	0.098
YPL250C	-0.594	-2.115
YPL251W	NaN	0.873
YPL252C	NaN	0.914
YPL253C	-1.382	-0.344
YPL254W	0.320	2.008
YPL255W	NaN	0.006
YPL256C	-0.340	0.031
YPL257W	0.076	1.403
YPL258C	0.763	0.265
YPL259C	0.119	0.121
YPL260W	-0.245	-0.371
YPL261C	-1.438	-0.325
YPL262W	NaN	-1.254
YPL263C	-0.242	0.027
YPL264C	0.010	-0.006
YPL265W	-0.010	0.153
YPL266W	NaN	0.340
YPL267W	0.260	-0.004
YPL268W	-6.308	0.848
YPL269W	-0.270	-0.029
YPL270W	-0.999	-0.217
YPL271W	NaN	-0.688
YPL272C	-0.051	0.622
YPL273W	-0.543	3.150
YPL274W	-0.047	-0.798
YPR001W	0.299	0.133
YPR002W	-0.065	-0.523
YPR003C	0.109	0.416
YPR004C	0.633	-0.045
YPR005C	0.853	NaN
YPR006C	0.124	-0.210
YPR007C	-0.112	-0.144
YPR008W	-0.177	-0.075
YPR009W	0.112	-0.381
YPR010C	NaN	0.093
YPR011C	0.040	-0.714
YPR012W	0.005	-0.241
YPR013C	0.101	0.015
YPR014C	-0.014	0.254
YPR015C	0.241	-0.077
YPR016C	NaN	-4.038
YPR017C	-0.110	-0.782
YPR018W	-2.079	-0.421
YPR019W	NaN	0.819
YPR020W	-0.188	-0.058
YPR021C	NaN	1.155
YPR022C	0.073	-0.044
YPR023C	-1.097	-0.277
YPR024W	-0.837	0.918
YPR025C	NaN	-0.014
YPR026W	0.006	-0.636
YPR027C	0.139	-0.269
YPR028W	0.280	-0.355
YPR029C	0.269	0.417
YPR030W	0.007	0.045
YPR031W	-0.060	0.037
YPR032W	1.347	-0.329
YPR033C	NaN	0.551
YPR034W	NaN	2.367
YPR035W	NaN	0.181
YPR036W	-1.319	NaN
YPR037C	0.005	0.438
YPR038W	0.558	0.009
YPR039W	-0.182	-0.258
YPR040W	-0.255	-0.845
YPR041W	NaN	-0.237
YPR042C	0.004	-0.260
YPR043W	-1.157	-0.670
YPR044C	-2.373	-1.897
YPR045C	0.110	-0.171
YPR046W	1.136	0.199
YPR047W	-3.372	0.540
YPR048W	NaN	-0.076
YPR049C	-1.006	-0.020
YPR050C	-0.739	0.124
YPR051W	-0.325	-0.466
YPR052C	-0.033	-0.018
YPR053C	-0.038	-0.176
YPR054W	0.556	0.259
YPR055W	NaN	-0.195
YPR056W	NaN	0.391
YPR057W	-2.455	-0.163
YPR058W	-0.394	-0.091
YPR059C	-0.216	-0.076
YPR060C	NaN	-0.138
YPR061C	-2.367	-0.401
YPR062W	-0.014	0.056
YPR063C	0.044	0.004
YPR064W	-0.013	0.710
YPR065W	0.836	0.037
YPR066W	-0.908	-0.101
YPR067W	-0.980	-0.455
YPR068C	-0.192	-1.343
YPR069C	-0.069	0.172
YPR070W	0.036	0.626
YPR071W	0.010	0.383
YPR072W	NaN	3.861
YPR073C	0.100	0.461
YPR074C	0.149	0.352
YPR075C	-0.017	0.162
YPR076W	0.807	-0.607
YPR077C	-0.460	-0.065
YPR078C	-0.402	0.160
YPR079W	-0.015	-0.192
YPR082C	NaN	-0.840
YPR083W	NaN	0.490
YPR084W	-0.931	-0.318
YPR085C	NaN	0.409
YPR086W	NaN	0.087
YPR087W	-2.513	-0.169
YPR088C	NaN	-0.087
YPR089W	0.536	-0.007
YPR091C	NaN	0.156
YPR092W	0.959	0.025
YPR093C	0.351	0.180
YPR094W	NaN	0.119
YPR095C	-0.389	-0.132
YPR096C	-0.004	0.025
YPR097W	-0.074	-0.129
YPR098C	-0.493	-0.451
YPR099C	-0.757	0.396
YPR100W	-0.808	0.244
YPR101W	-1.788	-0.107
YPR103W	NaN	-0.922
YPR104C	NaN	-0.279
YPR105C	NaN	-0.134
YPR106W	-1.802	0.033
YPR107C	NaN	-0.059
YPR108W	NaN	-0.556
YPR109W	0.070	0.371
YPR110C	NaN	-0.352
YPR111W	0.396	-0.013
YPR112C	NaN	-0.045
YPR113W	NaN	-0.171
YPR114W	-0.014	-0.137
YPR115W	0.834	-0.484
YPR116W	-2.545	0.028
YPR117W	0.074	0.259
YPR118W	NaN	-0.638
YPR119W	-3.915	0.103
YPR120C	1.711	-0.150
YPR121W	0.161	-0.248
YPR122W	0.093	0.046
YPR123C	-0.676	0.089
YPR124W	-0.235	-0.731
YPR125W	-0.014	0.011
YPR126C	-0.066	-0.139
YPR127W	1.302	-0.185
YPR128C	0.210	-0.738
YPR129W	-0.015	-0.150
YPR130C	-0.741	-0.184
YPR131C	-0.003	-2.527
YPR132W	-0.822	-2.435
YPR133C	NaN	-9.165
YPR133W-A	NaN	-0.456
YPR134W	-0.631	-0.431
YPR135W	-2.445	-0.095
YPR136C	NaN	-3.712
YPR137W	NaN	-0.922
YPR138C	0.351	0.114
YPR139C	-1.045	-0.055
YPR140W	0.265	0.493
YPR141C	NaN	0.221
YPR142C	NaN	-2.124
YPR143W	NaN	-3.483
YPR144C	NaN	0.552
YPR145W	-0.428	0.058
YPR146C	-0.300	-0.501
YPR147C	-0.140	-0.231
YPR148C	1.276	-0.222
YPR149W	0.560	-0.001
YPR150W	1.661	-0.929
YPR151C	NaN	0.067
YPR152C	-0.181	-0.087
YPR153W	-0.381	0.225
YPR154W	0.095	-0.612
YPR155C	0.108	0.184
YPR156C	0.353	-0.200
YPR157W	0.309	NaN
YPR158W	0.444	-0.101
YPR159W	0.241	-0.144
YPR160W	0.506	-0.068
YPR162C	NaN	-0.470
YPR163C	NaN	-0.201
YPR164W	-1.096	-0.052
YPR165W	NaN	-4.485
YPR166C	-0.975	-0.032
YPR167C	0.100	0.702
YPR168W	NaN	-0.346
YPR169W	NaN	-0.043
YPR170C	0.665	-0.399
YPR171W	-0.051	0.067
YPR172W	0.038	-0.396
YPR173C	2.575	0.029
YPR174C	-0.207	-0.049
YPR176C	NaN	0.023
YPR177C	NaN	0.848
YPR178W	NaN	0.037
YPR179C	0.454	0.494
YPR180W	NaN	-0.076
YPR181C	NaN	11.377
YPR182W	NaN	0.418
YPR183W	NaN	0.283
YPR184W	0.033	-0.333
YPR185W	-0.031	0.301
YPR186C	NaN	-0.337
YPR187W	NaN	-0.907
YPR188C	-0.006	-0.266
YPR189W	-1.451	-0.151
YPR190C	NaN	-3.870
YPR191W	-1.566	-0.303
YPR192W	0.090	0.158
YPR193C	-0.168	-1.170
YPR194C	-0.068	1.149
YPR195C	0.412	0.104
YPR196W	-0.388	-0.587
YPR197C	-3.191	-3.203
YPR198W	-0.756	-0.937
YPR199C	-0.523	-0.580
YPR200C	-0.470	-0.063
YPR201W	-1.237	-0.150
