ORF	hom | growth (relative abundance in pooled culture) | asperentin [110 uM] | Hoepfner D~Winzeler EA, 2012	het | growth (relative abundance in pooled culture) | asperentin [110 uM] | Hoepfner D~Winzeler EA, 2012
YJL013C	-0.016	-0.318
YJL014W	NaN	0.212
YJL015C	NaN	0.064
YJL016W	0.589	0.035
YJL019W	NaN	-0.556
YJL020C	0.167	0.023
YJL022W	-0.664	0.164
YJL023C	-0.613	-0.171
YJL024C	2.067	0.974
YJL025W	0.037	0.407
YJL026W	NaN	-0.078
YJL027C	0.084	-0.225
YJL028W	0.194	0.745
YJL029C	-1.059	-0.027
YJL030W	-0.163	-0.247
YJL031C	NaN	-0.158
YJL032W	NaN	-0.148
YJL033W	NaN	0.127
YJL034W	NaN	0.743
YJL035C	NaN	-0.093
YJL036W	0.177	-0.954
YJL037W	0.161	0.054
YJL038C	0.357	0.156
YJL039C	NaN	-0.454
YJL041W	NaN	-0.096
YJL042W	0.024	0.052
YJL043W	0.515	-0.390
YJL044C	1.380	0.023
YJL045W	0.685	-0.281
YJL046W	-1.584	-0.537
YJL047C	-0.584	1.484
YJL048C	0.384	0.127
YJL049W	1.704	-0.481
YJL050W	NaN	-7.965
YJL051W	0.000	0.376
YJL052W	0.162	1.092
YJL053W	1.403	1.372
YJL054W	2.437	0.191
YJL055W	0.028	-0.779
YJL056C	2.999	0.021
YJL057C	0.299	0.329
YJL058C	0.339	0.500
YJL060W	-0.062	0.006
YJL061W	NaN	-0.100
YJL062W	-1.155	-0.152
YJL063C	-1.657	0.280
YJL064W	-0.748	0.476
YJL065C	-0.457	-1.150
YJL066C	0.467	-0.007
YJL067W	-0.312	0.408
YJL068C	0.602	1.026
YJL069C	NaN	-1.617
YJL070C	-0.025	0.038
YJL071W	-0.028	0.380
YJL072C	NaN	0.254
YJL073W	-0.028	1.594
YJL074C	NaN	0.496
YJL075C	0.104	1.353
YJL076W	NaN	0.984
YJL077C	0.438	0.176
YJL078C	0.132	0.801
YJL079C	0.014	-0.412
YJL080C	-1.877	1.031
YJL081C	NaN	0.451
YJL082W	0.232	-1.648
YJL083W	0.344	-0.175
YJL084C	0.004	-0.035
YJL085W	NaN	-0.243
YJL086C	NaN	-0.205
YJL087C	NaN	0.551
YJL088W	NaN	0.009
YJL089W	-0.039	NaN
YJL090C	NaN	0.474
YJL091C	NaN	0.091
YJL092W	-0.897	0.170
YJL093C	0.500	0.226
YJL094C	0.073	0.280
YJL095W	-0.321	-0.502
YJL096W	-3.222	0.031
YJL097W	2.029	0.506
YJL098W	0.477	-0.136
YJL099W	-1.028	-0.819
YJL100W	0.527	-0.440
YJL101C	-0.402	0.221
YJL102W	-2.360	-5.440
YJL103C	0.192	0.092
YJL104W	NaN	-0.301
YJL105W	0.001	-0.383
YJL106W	0.139	0.074
YJL107C	0.643	0.369
YJL108C	0.168	-0.016
YJL109C	NaN	0.040
YJL110C	0.071	0.204
YJL111W	NaN	-2.941
YJL112W	-0.221	0.284
YJL115W	-1.241	0.858
YJL116C	-0.135	-0.136
YJL117W	0.146	-0.115
YJL118W	0.425	0.347
YJL119C	0.431	-0.040
YJL120W	0.709	0.174
YJL121C	6.935	-0.011
YJL122W	-0.153	-0.312
YJL123C	-0.456	0.198
YJL124C	8.427	1.317
YJL125C	NaN	0.466
YJL126W	0.535	-0.133
YJL127C	-1.172	0.179
YJL128C	-0.393	-0.122
YJL129C	-0.271	0.019
YJL130C	-1.486	-2.202
YJL131C	-0.031	0.928
YJL132W	-0.076	-0.157
YJL133W	1.491	0.582
YJL134W	0.111	0.245
YJL135W	0.214	0.021
YJL136C	-0.240	-3.503
YJL137C	0.442	0.067
YJL138C	NaN	-3.450
YJL139C	0.038	0.067
YJL140W	-1.344	-3.705
YJL141C	1.353	0.447
YJL142C	0.010	0.436
YJL143W	NaN	-0.178
YJL144W	1.158	0.316
YJL145W	0.134	0.703
YJL146W	0.071	0.307
YJL147C	0.009	0.743
YJL148W	-0.611	0.983
YJL149W	0.111	1.135
YJL150W	0.678	0.290
YJL151C	0.362	-0.339
YJL152W	0.038	1.333
YJL153C	0.268	0.123
YJL154C	1.349	1.021
YJL155C	-0.593	0.629
YJL156C	NaN	-0.329
YJL157C	0.338	-0.441
YJL158C	0.726	1.049
YJL159W	-0.024	-0.048
YJL160C	0.044	0.112
YJL161W	0.068	0.250
YJL162C	1.472	0.170
YJL163C	0.876	1.236
YJL164C	0.387	-0.278
YJL165C	0.911	0.560
YJL166W	-0.239	9.004
YJL167W	NaN	-0.170
YJL168C	-0.299	0.654
YJL169W	-0.474	0.060
YJL170C	0.320	-0.027
YJL171C	0.095	0.948
YJL172W	0.258	-0.329
YJL173C	NaN	0.794
YJL174W	NaN	0.409
YJL175W	-1.223	3.466
YJL176C	NaN	4.404
YJL177W	-2.453	0.182
YJL178C	-0.148	-0.012
YJL179W	1.846	0.178
YJL180C	-1.053	0.849
YJL181W	0.012	0.037
YJL182C	-0.119	1.331
YJL183W	1.247	-0.095
YJL184W	NaN	0.313
YJL185C	0.026	0.786
YJL186W	1.279	0.225
YJL187C	1.757	0.003
YJL188C	NaN	-2.853
YJL189W	-5.035	NaN
YJL190C	-0.031	-0.126
YJL191W	-0.128	0.298
YJL192C	0.060	-0.931
YJL193W	-0.456	-0.677
YJL194W	NaN	0.657
YJL195C	NaN	0.252
YJL196C	-0.049	-0.299
YJL197W	0.371	-0.278
YJL198W	0.085	0.576
YJL199C	0.279	0.521
YJL200C	0.077	0.512
YJL201W	NaN	-0.081
YJL202C	NaN	-0.375
YJL203W	NaN	0.510
YJL204C	-1.825	0.085
YJL206C	0.272	-0.808
YJL207C	0.488	0.134
YJL208C	0.208	0.120
YJL209W	-0.531	0.340
YJL210W	0.200	-0.515
YJL211C	0.026	-0.001
YJL212C	-0.325	0.573
YJL213W	0.044	-0.064
YJL214W	0.316	-0.339
YJL215C	1.810	-0.146
YJL216C	0.010	0.022
YJL217W	-0.635	-0.393
YJL218W	-0.227	-0.007
YJR001W	0.352	-1.499
YJR002W	NaN	-0.302
YJR003C	0.446	0.167
YJR004C	0.032	-0.409
YJR005W	0.601	0.062
YJR006W	0.383	-0.696
YJR007W	NaN	-5.940
YJR008W	0.378	0.377
YJR009C	0.373	0.197
YJR010C-A	2.104	NaN
YJR010W	0.188	-0.687
YJR011C	0.786	-0.139
YJR012C	NaN	0.017
YJR013W	NaN	-0.628
YJR014W	2.771	0.000
YJR015W	0.688	-0.255
YJR016C	NaN	-0.398
YJR017C	NaN	0.783
YJR018W	NaN	-0.170
YJR019C	0.004	-0.563
YJR020W	-0.285	-0.483
YJR021C	0.535	0.029
YJR022W	NaN	0.009
YJR023C	NaN	0.840
YJR024C	2.535	0.606
YJR025C	0.103	-0.022
YJR030C	1.158	NaN
YJR031C	0.074	-0.066
YJR032W	-4.003	0.311
YJR033C	-0.656	0.238
YJR034W	0.544	-0.295
YJR035W	-0.474	-0.699
YJR036C	0.149	-0.308
YJR037W	0.009	-0.601
YJR038C	-0.019	0.187
YJR039W	0.100	1.579
YJR040W	0.416	0.559
YJR041C	NaN	-0.036
YJR042W	NaN	-3.054
YJR043C	-2.296	-0.269
YJR044C	0.104	-1.040
YJR045C	NaN	-0.191
YJR047C	1.186	-0.788
YJR048W	-0.274	-0.059
YJR049C	-0.555	-1.722
YJR050W	-0.184	0.136
YJR051W	0.927	-0.109
YJR052W	0.520	-0.349
YJR053W	0.054	-0.417
YJR054W	0.471	-0.554
YJR055W	-4.478	-0.027
YJR056C	-0.245	-0.079
YJR057W	NaN	0.519
YJR058C	0.258	-1.418
YJR059W	1.665	-0.014
YJR060W	0.442	0.591
YJR061W	1.200	-0.483
YJR062C	1.631	0.455
YJR063W	NaN	0.034
YJR064W	NaN	0.071
YJR065C	NaN	0.087
YJR066W	0.239	0.807
YJR067C	NaN	-0.224
YJR068W	NaN	0.296
YJR069C	-1.083	-0.326
YJR070C	-0.166	-0.219
YJR072C	NaN	-0.393
YJR073C	-0.230	0.002
YJR074W	-2.791	-0.098
YJR075W	-0.281	0.373
YJR076C	NaN	0.083
YJR077C	-1.729	-0.306
YJR078W	-0.162	-0.184
YJR079W	-0.278	0.132
YJR080C	0.078	0.016
YJR082C	0.422	0.452
YJR083C	-0.325	0.163
YJR084W	0.804	0.091
YJR087W	0.443	-0.151
YJR088C	0.618	-0.206
YJR090C	NaN	1.014
YJR091C	0.022	-0.987
YJR092W	-0.080	0.858
YJR093C	NaN	-0.062
YJR094C	0.061	0.129
YJR094W-A	-0.892	-0.020
YJR095W	-0.453	-0.013
YJR096W	-0.203	-1.763
YJR097W	1.858	-0.002
YJR098C	0.126	-0.048
YJR099W	0.010	-0.211
YJR100C	-0.218	-0.227
YJR102C	2.886	0.530
YJR103W	0.383	-0.131
YJR104C	NaN	-0.123
YJR105W	-1.721	0.103
YJR106W	0.021	-0.045
YJR107W	-0.337	-0.578
YJR108W	0.304	1.325
YJR109C	-0.007	-0.443
YJR110W	0.288	0.075
YJR111C	-0.431	-0.078
YJR112W	NaN	-0.326
YJR113C	-3.131	0.004
YJR115W	0.505	0.056
YJR116W	0.340	-0.244
YJR117W	-0.124	-0.836
YJR118C	-3.878	0.102
YJR119C	0.303	0.303
YJR120W	-0.873	-0.342
YJR121W	-0.427	-0.005
YJR122W	NaN	-0.076
YJR123W	NaN	-4.418
YJR124C	0.108	-0.672
YJR125C	0.035	-0.271
YJR126C	0.008	-0.746
YJR127C	0.351	-0.830
YJR128W	0.182	0.021
YJR129C	-0.256	0.298
YJR130C	0.409	-0.279
YJR131W	0.124	0.056
YJR133W	-0.197	0.036
YJR134C	0.029	-0.112
YJR135C	0.064	-0.086
YJR137C	-0.049	0.540
YJR139C	NaN	0.039
YJR140C	-1.505	0.057
YJR141W	NaN	0.626
YJR142W	-0.519	-0.143
YJR144W	-0.402	0.116
YJR145C	-1.768	-0.843
YJR146W	0.016	0.248
YJR147W	0.374	0.219
YJR148W	-0.034	-0.547
YJR149W	-0.068	-0.064
YJR150C	0.219	-0.558
YJR152W	-0.278	-0.359
YJR153W	-0.751	-1.604
YJR154W	-0.479	-0.481
YKL001C	-0.080	-0.150
YKL002W	-0.323	0.052
YKL003C	-3.158	-0.179
YKL004W	NaN	-0.001
YKL005C	-0.069	0.293
YKL006C-A	NaN	0.870
YKL006W	-3.775	0.383
YKL007W	0.093	0.477
YKL008C	0.112	-0.543
YKL009W	-5.465	-6.493
YKL010C	0.313	0.195
YKL011C	-0.093	-0.042
YKL012W	NaN	0.394
YKL013C	NaN	-0.052
YKL014C	NaN	0.066
YKL015W	0.298	0.105
YKL016C	-3.340	0.360
YKL017C	0.021	0.002
YKL018W	NaN	0.222
YKL019W	NaN	0.114
YKL020C	0.111	0.497
YKL021C	NaN	-1.729
YKL022C	NaN	0.258
YKL023W	1.205	2.205
YKL024C	NaN	0.451
YKL025C	0.759	1.877
YKL026C	0.561	-0.272
YKL027W	-0.067	-0.132
YKL028W	NaN	0.162
YKL029C	0.043	0.040
YKL030W	-0.216	-0.038
YKL031W	-0.204	0.237
YKL032C	-1.468	-0.935
YKL033W	NaN	1.160
YKL033W-A	0.387	0.191
YKL034W	0.691	-0.046
YKL035W	NaN	-0.719
YKL036C	NaN	0.117
YKL037W	-0.477	0.404
YKL038W	-0.136	-0.385
YKL039W	-0.625	0.216
YKL040C	-0.737	1.007
YKL041W	-0.144	-0.063
YKL042W	NaN	0.003
YKL043W	-0.035	0.481
YKL044W	-0.144	0.278
YKL045W	NaN	-0.123
YKL046C	-0.022	0.014
YKL047W	-0.186	-0.054
YKL048C	0.406	0.046
YKL049C	NaN	-0.119
YKL050C	0.296	-0.343
YKL051W	0.026	-0.087
YKL052C	NaN	-0.189
YKL053C-A	-0.035	0.054
YKL053W	0.174	-0.362
YKL054C	-3.912	-2.883
YKL055C	NaN	-0.046
YKL056C	-1.305	-0.664
YKL057C	-1.507	0.585
YKL058W	NaN	2.278
YKL059C	NaN	-0.548
YKL060C	NaN	0.477
YKL061W	-0.027	-1.175
YKL062W	0.116	0.330
YKL063C	-0.329	0.043
YKL064W	-0.120	0.940
YKL065C	0.460	NaN
YKL066W	0.094	0.790
YKL067W	-0.355	0.731
YKL068W	1.163	1.131
YKL069W	-0.035	0.580
YKL070W	0.089	-0.670
YKL071W	-0.331	0.465
YKL072W	0.184	0.118
YKL073W	0.251	-1.878
YKL074C	-1.756	0.150
YKL075C	-1.168	-0.599
YKL076C	-3.249	-0.014
YKL077W	-0.023	-0.350
YKL078W	NaN	0.357
YKL079W	-0.392	-0.034
YKL080W	-0.846	0.414
YKL081W	0.268	0.433
YKL082C	NaN	0.611
YKL083W	NaN	0.292
YKL084W	-0.094	0.838
YKL085W	-0.229	0.262
YKL086W	-0.159	-0.131
YKL087C	-2.010	0.211
YKL088W	NaN	0.349
YKL089W	NaN	0.057
YKL090W	-0.007	0.931
YKL091C	0.100	1.084
YKL092C	0.649	1.397
YKL093W	-0.602	0.057
YKL094W	0.111	0.033
YKL095W	NaN	0.976
YKL096W	0.233	0.083
YKL096W-A	0.164	-0.784
YKL097C	0.718	0.293
YKL098W	0.124	0.351
YKL099C	NaN	0.339
YKL100C	0.010	0.123
YKL101W	-0.581	1.129
YKL102C	0.039	0.120
YKL103C	-0.164	-0.373
YKL104C	NaN	0.419
YKL105C	-0.038	0.346
YKL106W	-0.884	0.454
YKL107W	0.044	0.146
YKL108W	NaN	-1.108
YKL109W	-0.937	-0.823
YKL110C	-3.860	0.437
YKL111C	NaN	-0.791
YKL112W	NaN	0.519
YKL113C	-5.190	0.045
YKL114C	-1.892	-0.102
YKL115C	0.240	0.672
YKL116C	-0.027	0.592
YKL117W	-0.132	-0.095
YKL118W	-0.963	0.380
YKL119C	-0.716	0.513
YKL120W	-0.128	-0.056
YKL121W	-1.106	0.137
YKL122C	NaN	-0.324
YKL123W	-0.423	0.000
YKL124W	0.070	0.252
YKL125W	NaN	0.580
YKL126W	NaN	0.311
YKL127W	-0.037	0.319
YKL128C	0.327	-0.217
YKL129C	-0.013	-0.147
YKL130C	-0.723	0.602
YKL131W	0.130	0.248
YKL132C	-0.021	0.337
YKL133C	0.864	-0.424
YKL134C	-5.367	-1.340
YKL135C	0.164	1.620
YKL136W	-0.088	0.018
YKL137W	0.229	-0.547
YKL138C	-2.456	0.026
YKL139W	-0.822	1.007
YKL140W	-0.027	0.172
YKL141W	NaN	0.325
YKL142W	0.314	0.481
YKL143W	NaN	-0.354
YKL144C	NaN	-0.235
YKL145W	NaN	-0.476
YKL146W	0.033	0.539
YKL147C	-0.104	0.196
YKL148C	-0.837	0.540
YKL149C	-2.177	-0.059
YKL150W	-0.062	0.319
YKL151C	0.166	0.096
YKL152C	NaN	0.188
YKL153W	NaN	-0.266
YKL154W	NaN	-0.189
YKL155C	-0.843	0.270
YKL156W	-0.013	0.525
YKL157W	0.215	-0.057
YKL159C	-0.010	0.622
YKL160W	-0.848	-1.099
YKL161C	-0.201	1.074
YKL162C	-0.163	0.274
YKL162C-A	0.377	-0.018
YKL163W	0.002	-0.088
YKL164C	-0.053	1.308
YKL165C	NaN	0.022
YKL166C	-0.443	0.428
YKL167C	-0.958	0.136
YKL168C	0.088	0.792
YKL169C	-1.788	0.439
YKL170W	NaN	0.698
YKL171W	-0.005	0.178
YKL172W	NaN	-4.445
YKL173W	NaN	-0.002
YKL174C	0.090	0.833
YKL175W	0.120	0.554
YKL176C	-0.903	-0.452
YKL177W	2.623	-0.040
YKL178C	NaN	-0.011
YKL179C	-0.526	-0.055
YKL180W	NaN	-9.436
YKL181W	NaN	2.486
YKL182W	NaN	0.128
YKL183W	0.087	-0.010
YKL184W	-0.413	0.041
YKL185W	-0.021	0.185
YKL186C	NaN	-0.011
YKL187C	-0.031	0.074
YKL188C	-0.007	0.008
YKL189W	NaN	-0.401
YKL190W	-0.230	0.498
YKL191W	1.305	3.517
YKL192C	NaN	-1.451
YKL193C	NaN	-0.030
YKL194C	NaN	-0.232
YKL195W	NaN	-0.083
YKL196C	NaN	0.140
YKL197C	-0.517	0.008
YKL198C	-0.076	0.299
YKL201C	-0.054	0.156
YKL202W	0.022	-0.249
YKL203C	NaN	-0.182
YKL204W	0.454	1.364
YKL205W	-0.501	0.297
YKL206C	-0.089	0.163
YKL207W	-0.013	0.533
YKL208W	-1.587	0.409
YKL209C	NaN	0.503
YKL210W	NaN	-0.214
YKL211C	NaN	0.128
YKL212W	2.724	-0.289
YKL213C	-0.272	-0.235
YKL214C	-0.277	0.298
YKL215C	-0.379	0.235
YKL216W	-0.841	-2.860
YKL217W	-0.531	-0.905
YKL218C	-0.511	0.326
YKL220C	-0.412	0.140
YKL221W	-0.936	-0.112
YKL222C	-0.600	-0.056
YKR001C	-0.316	1.121
YKR002W	NaN	-0.376
YKR003W	0.102	-0.011
YKR004C	NaN	0.051
YKR005C	-0.042	-0.038
YKR006C	-1.797	0.071
YKR007W	-1.510	-0.027
YKR008W	NaN	0.425
YKR009C	0.033	0.212
YKR010C	-0.140	-0.151
YKR011C	-0.232	-0.002
YKR012C	-0.018	-0.710
YKR013W	0.243	1.698
YKR014C	-0.069	0.214
YKR015C	-0.146	0.895
YKR016W	-0.513	-0.216
YKR017C	0.256	0.627
YKR018C	-0.009	0.177
YKR019C	0.780	-0.773
YKR020W	-2.691	-0.086
YKR021W	0.313	0.365
YKR022C	NaN	0.335
YKR023W	0.021	-0.426
YKR024C	-3.218	0.309
YKR025W	NaN	-1.339
YKR026C	0.558	-0.056
YKR027W	-0.441	0.884
YKR028W	0.274	0.008
YKR029C	-0.740	0.229
YKR030W	0.290	-0.375
YKR031C	-0.314	0.030
YKR032W	-0.349	0.008
YKR033C	-0.561	0.032
YKR034W	-0.199	0.018
YKR035C	0.213	0.317
YKR035W-A	0.107	-0.661
YKR036C	-0.196	0.715
YKR037C	NaN	-0.314
YKR038C	NaN	0.010
YKR039W	0.328	0.072
YKR040C	0.064	-0.112
YKR041W	0.095	-0.101
YKR042W	-0.009	-0.046
YKR043C	-0.019	0.162
YKR044W	0.115	0.545
YKR045C	0.726	0.390
YKR046C	0.250	1.111
YKR047W	-0.274	1.098
YKR048C	-0.114	0.235
YKR049C	-0.106	0.236
YKR050W	-0.018	-0.021
YKR051W	-0.120	0.566
YKR052C	0.611	1.671
YKR053C	0.411	0.048
YKR054C	-0.397	0.948
YKR055W	-0.108	-0.238
YKR056W	-0.220	-1.109
YKR057W	-0.671	-3.168
YKR058W	0.019	-0.010
YKR059W	-0.869	-0.714
YKR060W	0.776	1.209
YKR061W	-0.157	0.031
YKR062W	NaN	0.049
YKR063C	NaN	0.049
YKR064W	-0.005	0.312
YKR065C	-0.395	0.074
YKR066C	0.225	0.051
YKR067W	0.215	-2.193
YKR068C	NaN	0.891
YKR069W	0.671	0.192
YKR070W	0.896	0.199
YKR071C	NaN	0.546
YKR072C	-0.566	0.296
YKR073C	-0.258	0.282
YKR074W	-1.464	-0.006
YKR075C	0.837	0.122
YKR076W	0.477	-0.328
YKR077W	0.012	0.127
YKR078W	0.633	5.005
YKR079C	NaN	-0.268
YKR080W	-0.197	-0.067
YKR081C	NaN	-1.084
YKR082W	-0.728	-0.028
YKR083C	2.918	0.006
YKR084C	1.091	0.574
YKR085C	-4.550	-0.082
YKR086W	NaN	0.103
YKR087C	0.152	0.837
YKR088C	-0.051	-0.008
YKR089C	0.039	0.865
YKR090W	0.334	-0.497
YKR091W	0.318	-0.165
YKR092C	-2.999	-2.934
YKR093W	6.978	0.495
YKR094C	-0.037	0.337
YKR095W	2.211	0.396
YKR096W	-0.329	1.680
YKR097W	-1.162	0.769
YKR098C	1.118	0.239
YKR099W	-0.009	1.358
YKR100C	0.305	0.498
YKR101W	0.630	0.229
YKR102W	-0.379	0.467
YKR103W	-0.720	-0.645
YKR104W	-0.273	-0.914
YKR105C	-0.001	0.263
YKR106W	-1.167	1.079
YLL001W	0.782	-0.076
YLL002W	-0.191	-0.120
YLL003W	NaN	-0.423
YLL004W	NaN	0.047
YLL005C	0.136	-0.148
YLL006W	-2.811	0.849
YLL007C	2.124	1.626
YLL008W	NaN	0.122
YLL009C	-0.691	0.979
YLL010C	0.859	-0.035
YLL011W	NaN	-0.061
YLL012W	0.574	-0.372
YLL013C	-0.033	-2.044
YLL014W	0.195	0.800
YLL015W	-0.576	0.354
YLL018C	NaN	0.225
YLL018C-A	-0.176	0.048
YLL019C	0.774	0.557
YLL020C	0.894	-0.291
YLL021W	-0.038	-0.080
YLL023C	0.326	-0.216
YLL024C	0.046	-0.694
YLL025W	0.006	-0.476
YLL026W	0.500	0.921
YLL027W	NaN	-0.535
YLL028W	-0.121	-0.405
YLL029W	-0.698	0.478
YLL030C	-0.274	0.347
YLL031C	NaN	-0.784
YLL032C	-0.584	-0.523
YLL033W	-4.207	-0.865
YLL034C	NaN	0.313
YLL035W	NaN	1.835
YLL036C	NaN	1.001
YLL037W	NaN	1.768
YLL038C	-0.034	0.292
YLL039C	0.754	-0.592
YLL040C	-0.135	0.045
YLL041C	-0.539	-0.370
YLL042C	-0.116	0.450
YLL043W	-0.273	0.084
YLL044W	-1.728	0.228
YLL045C	-2.855	-0.512
YLL046C	0.336	0.164
YLL047W	0.314	-0.425
YLL048C	-0.465	-0.022
YLL049W	-0.033	-0.097
YLL050C	0.628	0.253
YLL051C	0.012	0.124
YLL052C	0.592	-0.304
YLL053C	-0.183	-0.078
YLL054C	-0.053	0.029
YLL055W	0.005	-1.173
YLL056C	-0.349	-0.114
YLL057C	0.060	1.102
YLL058W	0.036	0.228
YLL059C	0.395	0.029
YLL060C	0.021	-0.199
YLL061W	-0.051	0.239
YLL062C	0.221	0.186
YLL063C	-0.080	0.712
YLR001C	0.013	-0.002
YLR002C	NaN	0.397
YLR003C	0.042	-1.629
YLR004C	0.042	-1.211
YLR005W	NaN	-0.047
YLR006C	0.571	-0.367
YLR007W	NaN	-0.060
YLR008C	NaN	-0.003
YLR009W	NaN	-4.189
YLR010C	NaN	-0.237
YLR011W	-0.002	0.269
YLR012C	1.068	0.237
YLR013W	0.279	-0.156
YLR014C	-2.062	-2.404
YLR015W	-2.765	-0.224
YLR016C	0.013	-0.537
YLR017W	0.378	0.000
YLR018C	0.004	0.364
YLR019W	0.570	0.329
YLR020C	0.280	-0.249
YLR021W	-1.865	0.320
YLR022C	NaN	2.012
YLR023C	0.901	0.320
YLR024C	0.271	-0.007
YLR025W	3.188	4.756
YLR026C	NaN	0.326
YLR027C	NaN	-0.585
YLR028C	-0.424	0.438
YLR029C	NaN	1.353
YLR030W	0.277	-0.302
YLR031W	0.371	-0.001
YLR032W	-1.755	0.560
YLR033W	NaN	-2.705
YLR034C	0.047	-0.037
YLR035C	0.217	0.125
YLR036C	-0.078	-0.096
YLR037C	0.072	0.309
YLR038C	-0.434	1.389
YLR039C	-3.185	-0.261
YLR040C	-0.016	-1.089
YLR041W	-0.134	-0.415
YLR042C	-0.749	-0.245
YLR043C	0.309	-0.783
YLR044C	-0.007	0.470
YLR045C	NaN	-0.016
YLR046C	0.466	0.030
YLR047C	-0.270	-0.441
YLR048W	-1.854	-3.166
YLR049C	0.479	-0.188
YLR050C	-0.012	0.266
YLR051C	NaN	-0.358
YLR052W	-1.753	-0.486
YLR053C	-0.074	-0.010
YLR054C	-0.064	-0.046
YLR055C	NaN	0.799
YLR056W	7.161	-1.233
YLR057W	0.564	0.243
YLR058C	-1.249	0.114
YLR059C	-0.857	0.284
YLR060W	NaN	-0.084
YLR061W	-2.163	-0.414
YLR062C	-3.053	-0.322
YLR063W	-0.154	-0.550
YLR064W	0.450	0.504
YLR065C	-1.653	-0.031
YLR066W	NaN	-2.072
YLR067C	-1.176	-0.069
YLR068W	-1.253	0.539
YLR069C	-4.576	-0.603
YLR070C	0.315	-0.032
YLR071C	NaN	0.492
YLR072W	0.272	0.725
YLR073C	0.447	-0.024
YLR074C	-1.111	3.609
YLR075W	NaN	-1.158
YLR076C	NaN	-2.527
YLR077W	-0.640	0.078
YLR078C	NaN	0.249
YLR079W	-0.315	0.198
YLR080W	0.185	-0.039
YLR081W	0.417	-0.823
YLR082C	0.656	-0.480
YLR083C	-0.317	-1.232
YLR084C	0.779	NaN
YLR085C	-1.103	1.083
YLR086W	NaN	0.345
YLR087C	-0.019	0.082
YLR088W	NaN	-0.628
YLR089C	-0.261	0.019
YLR090W	0.043	8.817
YLR091W	-2.860	0.116
YLR092W	0.513	-0.195
YLR093C	-0.054	-0.858
YLR094C	-0.013	0.038
YLR095C	-0.014	0.650
YLR096W	-0.242	-0.045
YLR097C	-0.021	0.071
YLR098C	-0.505	0.077
YLR099C	-0.550	-1.984
YLR100W	NaN	-0.144
YLR101C	NaN	0.084
YLR102C	0.342	-0.085
YLR103C	NaN	0.059
YLR104W	0.519	0.107
YLR105C	NaN	-1.803
YLR106C	NaN	-0.162
YLR107W	0.068	-0.647
YLR108C	0.038	-0.073
YLR109W	0.228	0.086
YLR110C	3.586	-1.840
YLR111W	3.284	-0.872
YLR112W	-0.105	0.162
YLR113W	0.098	-0.060
YLR114C	0.304	-0.077
YLR115W	NaN	-0.817
YLR116W	NaN	0.007
YLR117C	NaN	0.172
YLR118C	-0.085	NaN
YLR119W	0.523	0.653
YLR120C	0.464	0.105
YLR121C	-0.007	-0.257
YLR122C	0.481	-0.134
YLR123C	0.020	0.099
YLR124W	-0.337	-0.256
YLR125W	-0.094	NaN
YLR126C	0.550	-0.879
YLR127C	NaN	0.267
YLR128W	0.232	-0.221
YLR129W	NaN	-0.214
YLR130C	0.318	0.039
YLR131C	-0.247	-0.488
YLR132C	NaN	-0.383
YLR133W	-0.435	-0.004
YLR134W	0.055	NaN
YLR135W	0.096	0.222
YLR136C	-0.160	-0.034
YLR137W	-0.025	-0.473
YLR138W	0.080	-0.354
YLR139C	-1.096	-1.738
YLR140W	NaN	-0.304
YLR141W	NaN	0.791
YLR142W	0.024	0.098
YLR143W	1.487	-0.283
YLR144C	0.372	0.960
YLR145W	NaN	0.746
YLR146C	0.268	-0.205
YLR147C	NaN	-0.238
YLR148W	3.295	-0.091
YLR149C	-4.782	-0.051
YLR150W	1.577	0.971
YLR151C	0.105	0.017
YLR152C	0.006	0.228
YLR153C	NaN	-0.560
YLR154C	-0.110	-0.048
YLR163C	NaN	-1.139
YLR164W	0.156	-0.083
YLR165C	0.448	-0.033
YLR166C	NaN	0.120
YLR167W	NaN	-1.047
YLR168C	-0.280	0.073
YLR169W	-0.043	-0.866
YLR170C	0.164	-0.228
YLR171W	0.317	-0.204
YLR172C	0.454	-0.045
YLR173W	-0.262	0.110
YLR174W	-0.031	-0.706
YLR175W	NaN	0.391
YLR176C	-1.009	-0.830
YLR177W	-1.035	-1.162
YLR178C	0.162	-0.024
YLR179C	0.017	-0.208
YLR180W	0.386	0.094
YLR181C	-0.136	-0.324
YLR182W	NaN	-2.331
YLR183C	0.178	-0.833
YLR184W	NaN	-0.360
YLR185W	-4.033	-0.371
YLR186W	NaN	0.377
YLR187W	1.110	-0.504
YLR188W	0.169	-0.222
YLR189C	0.096	0.019
YLR190W	-2.269	-0.034
YLR191W	-0.080	0.106
YLR192C	-0.238	-1.041
YLR193C	-0.605	-0.223
YLR194C	0.897	-0.442
YLR195C	NaN	0.353
YLR196W	NaN	-1.316
YLR197W	1.400	-1.330
YLR198C	NaN	-2.093
YLR199C	-0.102	-0.062
YLR200W	0.150	-0.174
YLR201C	-1.566	-2.197
YLR202C	-1.917	-1.342
YLR203C	-0.884	0.036
YLR204W	0.117	-0.316
YLR205C	-0.237	-0.076
YLR206W	0.042	-0.242
YLR207W	-0.090	-1.268
YLR208W	NaN	-5.190
YLR209C	-0.058	0.055
YLR210W	-0.397	-0.061
YLR211C	-0.004	-0.033
YLR212C	NaN	-0.951
YLR213C	0.079	-0.487
YLR214W	0.103	0.734
