ORF	hap a | protein/peptide metabolism (unfolded protein response (UPR)) | standard [standard] | Jonikas MC~Schuldiner M, 2009
YNL303W	0.043
YNR048W	0.043
YDR419W	0.043
YLR385C	0.043
YER184C	0.043
YHR127W	0.043
YJR121W	0.043
YIL158W	0.043
YDR433W	0.043
YCL057W	0.043
YDR247W	0.043
YNL032W	0.043
YOL071W	0.043
YFL048C	0.043
YHR092C	0.043
YIL156W	0.043
YGL117W	0.043
YHL032C	0.043
YLR257W	0.043
YLR126C	0.043
YDL104C	0.043
YPL068C	0.043
YHL043W	0.043
YNL157W	0.043
YGR096W	0.043
YOR180C	0.042
YFL046W	0.042
YMR201C	0.042
YDR171W	0.042
YJR091C	0.042
YOR345C	0.042
YDL204W	0.042
YMR266W	0.042
YOR253W	0.042
YDR031W	0.042
YBR067C	0.042
YAL046C	0.042
YGL025C	0.042
YMR027W	0.042
YJL106W	0.042
YPR001W	0.042
YER175C	0.041
YGR288W	0.041
YKR070W	0.041
YGR122W	0.041
YDR096W	0.041
YPL186C	0.041
YKL214C	0.041
YML002W	0.041
YLL012W	0.041
YKL159C	0.041
YGR088W	0.041
YNL291C	0.041
YCR075C	0.041
YJL079C	0.041
YIL108W	0.041
YDR317W	0.041
YIR021W	0.041
YPL267W	0.041
YDR319C	0.041
YJR098C	0.041
YDR210W	0.041
YDR153C	0.041
YLR107W	0.041
YDL039C	0.004
YLR142W	0.041
YOL037C	0.041
YIL045W	0.041
YEL062W	0.040
YNL024C	0.040
YNL265C	0.040
YMR302C	0.040
YGR242W	0.040
YDR385W	0.040
YGL251C	0.040
YOR229W	0.040
YNL057W	0.040
YGL086W	0.040
YMR279C	0.040
YCL047C	0.040
YOR284W	0.040
YJL058C	0.040
YPR068C	0.040
YGL057C	0.040
YLR443W	0.040
YNL143C	0.040
YER163C	0.040
YNL011C	0.040
YLL046C	0.039
YDR318W	0.039
YGL036W	0.039
YOR357C	0.039
YGR068C	0.039
YGL258W	0.039
YPL110C	0.039
YDR371W	0.039
YER098W	0.039
YIL043C	0.039
YKR089C	0.039
YJR152W	0.039
YJR020W	0.039
YJL016W	0.013
YDR275W	0.039
YKL025C	0.038
YIL121W	0.038
YJL030W	0.038
YOL085C	0.038
YFR017C	0.038
YNL095C	0.038
YOR030W	0.038
YJL065C	0.038
YNL254C	0.038
YDR475C	0.010
YPL205C	0.038
YOL110W	0.038
YNR066C	0.038
YIR017C	0.038
YEL028W	0.037
YBR187W	0.037
YLR392C	0.037
YPL185W	0.037
YBR240C	0.037
YBR222C	0.037
YMR316C-B	0.037
YAR027W	0.037
YLR134W	0.037
YFL020C	0.037
YOR233W	0.037
YDR384C	0.037
YOR185C	0.037
YDL138W	0.037
YDR466W	0.037
YLR169W	0.037
YGR003W	0.037
YLR136C	0.037
YNL013C	0.037
YOL016C	0.037
YOR184W	0.037
YOR071C	0.037
YKL187C	0.037
YMR086C-A	0.037
YDL233W	0.037
YOR170W	0.036
YDR476C	0.036
YMR170C	0.036
YIR025W	0.036
YPL219W	0.036
YHR137W	0.036
YOR307C	0.036
YNL200C	0.036
YPR128C	0.036
YMR163C	0.036
YOR124C	0.036
YKL126W	0.036
YER065C	0.036
YDR215C	0.036
YOR029W	0.036
YLR253W	0.036
YNL241C	0.036
YMR101C	0.036
YGR241C	0.036
YPL087W	0.036
YPL056C	0.036
YLR013W	0.036
YGR192C	0.036
YBL098W	0.035
YKR105C	0.035
YPL135W	0.035
YMR313C	0.035
YOL109W	0.035
YDR111C	0.035
YOR321W	0.035
YPR030W	0.035
YHR105W	0.035
YOR173W	0.035
YBR008C	0.035
YKR012C	0.035
YMR037C	0.035
YCR011C	0.035
YFR025C	0.035
YJR126C	0.035
YML057C-A	0.035
YGR199W	0.034
YBR108W	0.034
YKL029C	0.034
YLL063C	0.034
YOL061W	0.034
YIL007C	0.034
YDL219W	0.034
YML004C	0.034
YJR120W	0.034
YGR271C-A	0.034
YPR014C	0.034
YGL072C	0.034
YLR092W	0.034
YGR153W	0.034
YMR183C	0.034
YGR244C	0.034
YOR039W	0.034
YPL119C	0.034
YDR252W	0.034
YIL096C	0.034
YKL092C	0.033
YER007W	0.033
YHR093W	0.033
YKL050C	0.033
YPR163C	0.033
YDR102C	0.033
YPL202C	0.033
YIL067C	0.033
YLL060C	0.033
YER039C	0.033
YOR009W	0.033
YJL037W	0.033
YKL150W	0.033
YPR036W	0.033
YIR039C	0.033
YPL073W	0.033
YBR250W	0.033
YBR013C	0.032
YHL036W	0.032
YNR063W	0.032
YHR131C	0.032
YPR199C	0.032
YLR099C	0.032
YAL054C	0.032
YLR122C	0.032
YML072C	0.032
YHR184W	0.032
YDR368W	0.032
YOR041C	0.032
YEL011W	0.032
YBL005W	0.032
YCR102C	0.032
YPR157W	0.032
YPL191C	0.032
YHR106W	0.032
YKR021W	0.032
YKL188C	0.032
YHR207C	0.032
YMR237W	0.031
YDR022C	0.031
YMR157C	0.031
YBR197C	0.031
YDL160C	0.031
YDR131C	0.031
YGR201C	0.031
YPL264C	0.031
YBR145W	0.031
YIR029W	0.031
YHR115C	0.031
YAL018C	0.031
YPR061C	0.031
YGL170C	0.031
YGR236C	0.031
YBR016W	0.031
YMR071C	0.031
YOL150C	0.031
YOL055C	0.031
YOR019W	0.031
YOR208W	0.031
YLR421C	0.030
YAL017W	0.030
YER004W	0.030
YNR033W	0.030
YJR147W	0.030
YBR046C	0.030
YCR007C	0.030
YOR064C	0.030
YIR013C	0.030
YDR506C	0.030
YBR089C-A	0.030
YMR041C	0.030
YDL057W	0.030
YPR028W	0.030
YML036W	0.030
YNL012W	0.030
YOR348C	0.030
YJL197W	0.030
YGL255W	0.029
YER096W	0.029
YFL047W	0.029
YPR004C	0.029
YKL015W	0.029
YNR058W	0.029
YGL041C	0.029
YLL062C	0.029
YPR076W	0.029
YJL147C	0.029
YNL286W	0.029
YPL170W	0.029
YOL104C	0.029
YDR313C	0.029
YDR491C	0.029
YNR001C	0.029
YBR180W	0.029
YBR170C	0.028
YKL063C	0.028
YBR044C	0.028
YER042W	0.028
YHR152W	0.028
YOR356W	0.028
YBR182C	0.028
YJL044C	0.028
YDL078C	0.028
YBR084W	0.028
YPL250C	0.028
YLR023C	0.028
YMR215W	0.028
YDR285W	0.028
YDL054C	0.028
YML131W	0.028
YMR251W-A	0.028
YIL117C	0.028
YOL099C	0.028
YGR261C	0.028
YKL221W	0.028
YKL217W	0.027
YPR091C	0.027
YNL010W	0.027
YIL010W	0.027
YJR135C	0.027
YER142C	0.027
YDR056C	0.027
YHL035C	0.027
YOL151W	0.027
YFR053C	0.027
YBR294W	0.027
YLR445W	0.027
YBR105C	0.026
YLL028W	0.026
YKR055W	0.026
YPL046C	0.026
YKR005C	0.026
YKR080W	0.026
YJL105W	0.026
YPL236C	0.026
YLR213C	0.026
YNR062C	0.026
YPL166W	0.026
YML084W	0.026
YCL013W	0.026
YEL065W	0.026
YDR363W-A	0.026
YLL058W	0.026
YOR222W	0.026
YML111W	0.026
YLR093C	0.026
YMR192W	0.026
YLL017W	0.026
YBR280C	0.026
YNL268W	0.026
YPL034W	0.026
YDL114W	0.026
YPL133C	0.026
YML070W	0.025
YDL091C	0.025
YOR155C	0.025
YMR124W	0.025
YPL176C	0.025
YLR364W	0.025
YPL194W	0.025
YDR139C	0.025
YCL014W	0.019
YGR197C	0.025
YNL053W	0.025
YGR173W	0.025
YGR066C	0.025
YER119C	0.025
YDL019C	0.025
YDL170W	0.025
YER106W	0.025
YPL121C	0.025
YHR124W	0.025
YML087C	0.025
YDR104C	0.024
YBR131W	0.024
YPL127C	0.024
YMR096W	0.024
YJL049W	0.024
YNL167C	0.024
YOR100C	0.024
YPR125W	0.024
YKL064W	0.024
YGL199C	0.024
YDR135C	0.024
YEL005C	0.024
YPL036W	0.024
YCR092C	0.024
YLL019C	0.024
YOR306C	0.024
YIR036C	0.024
YGR035C	0.024
YHR008C	0.024
YHR001W-A	0.024
YDR286C	0.024
YOR066W	0.023
YML053C	0.023
YAL066W	0.023
YGR240C	0.023
YGR152C	0.023
YOR018W	0.023
YML066C	0.023
YPL048W	0.023
YHR048W	0.023
YML086C	0.023
YJR107W	0.023
YKR095W	0.023
YOR223W	0.023
YMR178W	0.023
YBR066C	0.023
YOR364W	0.023
YOR325W	0.022
YPR174C	0.022
YGR087C	0.022
YNL040W	0.022
YBR161W	0.022
YDR199W	0.022
YGR168C	0.022
YOR298C-A	0.022
YBR020W	0.022
YLR165C	0.022
YOL131W	0.022
YCR015C	0.022
YPL265W	0.022
YOL015W	0.022
YBL065W	0.022
YDL243C	0.022
YIL146C	0.022
YLR414C	0.022
YBR050C	0.022
YPL165C	0.022
YOR283W	0.022
YCL075W	0.022
YKR017C	0.022
YMR221C	0.022
YER187W	0.022
YMR173W	0.022
YPL004C	0.022
YLR053C	0.022
YMR176W	0.022
YLR330W	0.021
YBR125C	0.021
YKL030W	0.021
YGL004C	0.021
YBR242W	0.021
YGR291C	0.021
YDR222W	0.021
YKL215C	0.021
YML068W	0.021
YOR021C	0.021
YBR062C	0.021
YGL053W	0.021
YPR093C	0.021
YBL010C	0.021
YGR025W	0.021
YKL220C	0.021
YKR050W	0.021
YDR403W	0.021
YLL053C	0.021
YER097W	0.021
YNL108C	0.021
YJL165C	0.021
YCR085W	0.021
YIR035C	0.021
YHL024W	0.021
YER181C	0.020
YJL126W	0.020
YDR112W	0.020
YBL096C	0.020
YGR124W	0.020
YIL113W	0.020
YNR019W	0.020
YDR370C	0.020
YDL236W	0.020
YPR115W	0.020
YIL165C	0.020
YGL124C	0.020
YPL241C	0.020
YOL084W	0.020
YMR297W	0.020
YDL046W	0.020
YBR054W	0.020
YDR220C	0.020
YKL039W	0.020
YOR268C	0.020
YLR011W	0.020
YOL028C	0.020
YLR180W	0.020
YOR264W	0.019
YLR241W	0.019
YLR377C	0.019
YLR172C	0.019
YDR351W	0.019
YLR210W	0.019
YIL089W	0.019
YGL243W	0.019
YBR129C	0.019
YHL021C	0.019
YHL025W	0.019
YBR151W	0.019
YCL056C	0.019
YLR113W	0.019
YPL203W	0.019
YIR016W	0.019
YLR307W	0.019
YCR021C	0.019
YHR114W	0.019
YLR407W	0.019
YLR152C	0.019
YBR298C	0.019
YKL138C	0.019
YMR244C-A	0.019
YDR294C	0.019
YIL130W	0.019
YBR027C	0.019
YGR287C	0.019
YCR106W	0.019
YGL021W	0.018
YLR286C	0.018
YGL039W	0.018
YNL094W	0.018
YLR387C	0.018
YPL187W	0.018
YNL145W	0.018
YER066W	0.018
YPL199C	0.018
YMR030W	0.018
YHR151C	0.018
YPL272C	0.018
YOR042W	0.018
YKL140W	0.018
YIR044C	0.018
YPL067C	0.018
YLL056C	0.018
YKL040C	0.018
YBR284W	0.018
YOR172W	0.018
YAL067C	0.018
YPL025C	0.018
YNL046W	0.018
YLR318W	0.018
YBR293W	0.017
YLR461W	0.017
YMR258C	0.017
YJR048W	0.017
YLR205C	0.017
YMR261C	0.017
YJL153C	0.017
YGR212W	0.017
YMR326C	0.017
YDR119W	0.017
YLR260W	0.017
YOR381W	0.017
YGL015C	0.017
YFR023W	0.017
YBL017C	0.016
YDR519W	0.016
YFL050C	0.016
YBR168W	0.016
YDR346C	0.016
YLR333C	0.016
YKR104W	0.016
YMR141C	0.016
YMR205C	0.016
YPR029C	0.016
YKR088C	0.016
YDR198C	0.016
YDR124W	0.016
YDR352W	0.016
YGR239C	0.016
YFL021W	0.016
YDL225W	0.016
YGR031W	0.016
YLR042C	0.016
YPR170C	0.016
YBL025W	0.015
YML052W	0.015
YJR139C	0.015
YNR040W	0.015
YER121W	0.015
YML104C	0.015
YLR453C	0.015
YKL094W	0.015
YIL164C	0.015
YBR203W	0.015
YMR154C	0.015
YOL162W	0.015
YDR085C	0.015
YMR053C	0.015
YLR265C	0.015
YOR342C	0.015
YHL009C	0.015
YKR075C	0.015
YLR143W	0.014
YCR048W	0.014
YHR014W	0.014
YCR043C	0.014
YJR130C	0.014
YKL163W	0.014
YDR185C	0.014
YNL318C	0.014
YDR084C	0.014
YJR150C	0.014
YKR067W	0.014
YNL212W	0.014
YDL050C	0.014
YGR289C	0.014
YGR230W	0.014
YMR119W	0.014
YBR116C	0.014
YAL008W	0.014
YDR337W	0.014
YPL021W	0.014
YOR273C	0.014
YOR231W	0.014
YNR057C	0.014
YDL234C	0.014
YLR365W	0.014
YPL088W	0.014
YDL113C	0.014
YOR339C	0.014
YDR423C	0.014
YMR105C	0.014
YBR166C	0.014
YJR019C	0.014
YOR062C	0.014
YCL028W	0.014
YOR263C	0.013
YPR150W	0.013
YKR098C	0.013
YJL196C	0.013
YAR029W	0.013
YLL043W	0.013
YNR014W	0.013
YEL017C-A	0.013
YDL085W	0.013
YAL062W	0.013
YER080W	0.013
YMR181C	0.013
YLL061W	0.013
YJL133W	0.013
YML101C	0.013
YGR224W	0.013
YLR004C	0.013
YAL031C	0.013
YMR137C	0.013
YDL144C	0.013
YNL023C	0.013
YMR285C	0.013
YFR056C	0.013
YPL249C	0.013
YDL089W	0.013
YLR416C	0.013
YDL124W	0.012
YLR049C	0.012
YLR012C	0.012
YDR266C	0.012
YBR032W	0.012
YMR095C	0.012
YOL019W	0.012
YPL196W	0.012
YDR538W	0.012
YGR110W	0.012
YDR146C	0.012
YPR126C	0.012
YOR347C	0.012
YLR225C	0.012
YDR513W	0.011
YKR076W	0.011
YGL146C	0.011
YDL232W	0.011
YBL052C	0.011
YEL067C	0.011
YOL030W	0.011
YLR287C	0.011
YER117W	0.011
YGR269W	0.011
YMR054W	0.011
YAL028W	0.011
YKL157W	-0.068
YDL130W-A	0.011
YIL028W	0.011
YML116W	0.011
YIL085C	0.010
YJL215C	0.010
YGR069W	0.010
YER016W	0.010
YDR410C	0.010
YPR171W	0.010
YMR115W	0.010
YHR198C	0.010
YGR139W	0.010
YOL119C	0.010
YBR090C	0.010
YPL149W	0.010
YPR083W	0.010
YHR104W	0.010
YGR290W	0.010
YIL073C	0.010
YLR254C	0.010
YBR176W	0.010
YCL074W	0.010
YOR108W	0.010
YGR043C	0.010
YNL074C	0.009
YER101C	0.009
YDL012C	0.009
YHL012W	0.009
YPL033C	0.009
YNR042W	0.009
YML079W	0.009
YFR046C	0.009
YFR055W	0.009
YDR165W	0.009
YKL093W	0.009
YNR056C	0.009
YOR349W	0.009
YIL077C	0.009
YGR249W	0.009
YIL103W	0.009
YDR516C	0.009
YOL136C	0.009
YNL104C	0.009
YLR390W-A	-0.008
YLL026W	0.009
YKR044W	0.009
YGL202W	0.009
YDR281C	0.009
YDR400W	0.009
YJL068C	0.009
YBR259W	0.009
YBR273C	0.009
YCR099C	0.008
YMR316W	0.008
YDR183W	0.008
YDL036C	0.008
YOR324C	0.008
YIL086C	0.008
YJR099W	0.008
YKL067W	0.008
YGL217C	0.008
YMR017W	0.008
YML006C	0.008
YDR073W	0.008
YMR138W	0.008
YIL087C	0.008
YAL064C-A	0.007
YIL038C	0.007
YIR030C	0.007
YPL113C	0.007
YBR301W	0.007
YDR216W	0.007
YOR101W	0.007
YKL222C	0.007
YKL124W	0.007
YMR315W	0.007
YNL294C	0.007
YNL292W	0.007
YOL132W	0.007
YIR028W	0.007
YEL012W	0.007
YDL123W	0.007
YNL293W	0.006
YBR230C	0.006
YNR002C	0.006
YEL006W	0.006
YMR074C	0.006
YIL105C	0.006
YDR030C	0.006
YFR006W	0.006
YPR002W	0.006
YLR393W	0.006
YPL200W	0.006
YDL239C	0.006
YGL209W	0.006
YFR019W	0.006
YIL059C	0.006
YLR120C	0.006
YIL120W	0.006
YJR090C	0.006
YPL232W	0.006
YKL001C	0.006
YMR295C	0.006
YOL112W	0.006
YLR121C	0.006
YIL170W	0.006
YCR019W	0.006
YLR035C	0.006
YMR159C	0.005
YHR110W	0.005
YKR011C	0.005
YEL039C	0.005
YBR204C	0.005
YAL061W	0.005
YKL117W	0.005
YNL099C	0.005
YBR077C	0.005
YDL001W	0.005
YBL015W	0.005
YOR044W	0.005
YCR026C	0.005
YMR133W	0.005
YMR254C	0.005
YKR064W	0.005
YGL161C	0.005
YER060W	0.004
YPR149W	0.004
YDR258C	0.004
YKL101W	0.004
YLR037C	0.004
YMR180C	0.004
YJL161W	0.004
YPL099C	0.004
YMR283C	0.004
YLR427W	0.004
YDL137W	0.004
YOR320C	0.004
YNL237W	0.004
YLR089C	0.004
YIL058W	0.004
YLR341W	0.004
YJL171C	0.004
YBR263W	0.004
YBR012C	0.004
YOR285W	0.004
YOR081C	0.004
YCL055W	0.004
YPL222W	0.004
YLL025W	0.003
YDR528W	0.003
YIL036W	0.003
YER028C	0.003
YHR112C	0.003
YLR043C	0.003
YLR432W	0.003
YGR127W	0.003
YNR034W	0.003
YOR227W	0.003
YOR084W	0.003
YPL035C	0.003
YCL040W	0.003
YEL064C	0.003
YOR243C	0.003
YOR266W	0.003
YHR162W	0.003
YLR311C	0.003
YGL176C	0.003
YDR026C	0.003
YNR061C	0.003
YDR184C	0.002
YER027C	0.002
YER067W	0.002
YGR041W	0.002
YIL152W	0.002
YJR110W	0.002
YMR029C	0.002
YJR024C	0.002
YDL214C	0.002
YMR020W	0.002
YPR154W	0.002
YKR026C	0.002
YDR046C	0.002
YPL201C	0.002
YLR064W	0.002
YCR022C	0.002
YJL213W	0.002
YMR187C	0.002
YKL162C	0.001
YBR014C	0.001
YPR062W	0.001
YGR169C	0.001
YML124C	0.001
YHR044C	0.001
YIL042C	0.001
YLR209C	0.001
YGL121C	0.001
YDR504C	0.001
YDR181C	0.001
YJL217W	0.001
YEL066W	0.001
YOR161C	0.001
YOR190W	0.001
YGL263W	0.001
YMR011W	0.001
YKL218C	0.001
YMR318C	0.001
YLR096W	0.001
YML083C	0.001
YDR282C	0.001
YMR155W	0.001
YGL114W	0.000
YKL129C	0.000
YLL054C	0.000
YOL129W	0.000
YMR009W	0.000
YMR169C	-0.050
YDR479C	0.000
YGR007W	-0.000
YPL072W	-0.000
YLR081W	-0.000
YPL137C	-0.000
YGR138C	-0.000
YLR329W	-0.000
YOL116W	-0.000
YPL257W	-0.000
YBR128C	-0.000
YPR172W	-0.000
YDR284C	-0.000
YHR126C	-0.001
YER081W	-0.001
YBR052C	-0.001
YBR289W	-0.001
YOR092W	-0.001
YBR159W	-0.001
YLR174W	-0.001
YNR028W	-0.001
YGL083W	-0.001
YGR207C	-0.001
YHR029C	-0.001
YDR345C	-0.001
YLR300W	-0.001
YOR178C	-0.001
YNL156C	-0.001
YML050W	-0.001
YNL275W	-0.001
YGR232W	-0.001
YMR118C	-0.001
YOR166C	-0.001
YBR212W	-0.001
YPL092W	-0.002
YOR202W	-0.002
YDL128W	-0.002
YMR191W	-0.002
YBR005W	-0.002
YDR401W	-0.002
YFR039C	-0.002
YDL051W	-0.002
YKR072C	-0.002
YKR030W	-0.002
YPL162C	-0.002
YEL071W	-0.002
YGR019W	-0.002
YLR070C	-0.002
YBL095W	-0.002
YBR047W	-0.002
YHL010C	-0.002
YOR255W	-0.002
YJR010W	-0.002
YHL040C	-0.002
YCR105W	-0.002
YDR008C	-0.003
YML020W	-0.003
YLR456W	-0.003
YDR467C	-0.003
YAR028W	-0.003
YNL173C	-0.003
YFR007W	-0.003
YKR045C	-0.003
YHR049C-A	-0.003
YCL034W	-0.003
YGL080W	-0.003
YCR073C	-0.003
YLR125W	-0.003
YDR271C	-0.003
YHR132W-A	-0.003
YMR306C-A	-0.003
YGR141W	-0.003
YML018C	-0.003
YPL167C	-0.003
YIL166C	-0.003
YMR233W	-0.003
YOR113W	-0.003
YLL006W	-0.004
YDR279W	-0.004
YNL014W	-0.004
YPL216W	-0.004
YOR186W	-0.004
YBL036C	-0.004
YBR186W	-0.004
YOL103W	-0.004
YNL128W	-0.004
YPL145C	-0.004
YPL018W	-0.004
YBR296C	-0.004
YDR148C	-0.004
YBR295W	-0.004
YJL170C	-0.004
YCL033C	-0.004
YMR291W	-0.004
YER091C	-0.004
YBL043W	-0.004
YOL043C	-0.004
YGR256W	-0.004
YDL173W	-0.005
YDL080C	-0.005
YPL155C	-0.005
YNR024W	-0.005
YLR183C	-0.005
YFR008W	-0.005
YDR191W	-0.005
YOL025W	-0.005
YNL332W	-0.005
YJL045W	-0.005
YLR460C	-0.005
YER068W	-0.005
YPR027C	-0.005
YPL070W	-0.005
YDL025C	-0.005
YDR316W	-0.005
YGR137W	-0.005
YOR099W	-0.006
YNL047C	-0.006
YDL034W	-0.006
YLR248W	-0.006
YPL058C	-0.006
YPR011C	-0.006
YLR170C	-0.006
YNL202W	-0.006
YOR175C	-0.006
YOR033C	-0.006
YMR008C	-0.006
YNL022C	-0.006
YGL260W	-0.006
YDL215C	-0.006
YGL164C	-0.006
YKR054C	-0.006
YPL247C	-0.006
YJL181W	-0.006
YJL048C	-0.006
YLL032C	-0.006
YOR040W	-0.006
YMR188C	-0.006
YAR020C	-0.007
YDR530C	-0.007
YHR015W	-0.007
YDR169C	-0.007
YHR153C	-0.007
YJL198W	-0.007
YAL037W	-0.007
YIR020W-A	-0.007
YDR453C	-0.007
YER130C	-0.007
YDR158W	-0.007
YOR097C	-0.007
YGR203W	-0.007
YGR023W	-0.007
YBR207W	-0.007
YNL139C	-0.007
YNL229C	-0.007
YHR022C	-0.007
YNL093W	-0.008
YBR208C	-0.008
YOR386W	-0.008
YHR171W	-0.008
YMR147W	-0.008
YER123W	-0.008
YLR019W	-0.008
YOR215C	-0.008
YOL101C	-0.008
YGL085W	-0.008
YKL115C	-0.008
YER046W	-0.008
YNL335W	-0.008
YBL009W	-0.008
YHL019C	-0.008
YKL070W	-0.008
YPR077C	-0.008
YDR010C	-0.008
YBL056W	-0.008
YGR070W	-0.009
YFR015C	-0.009
YIL163C	-0.009
YEL003W	-0.009
YDL183C	-0.009
YFR026C	-0.009
YCR100C	-0.009
YER186C	-0.009
YMR102C	-0.009
YOR053W	-0.009
YJR039W	-0.009
YHR161C	-0.009
YBR033W	-0.009
YKL132C	-0.009
YDR420W	-0.010
YOL114C	-0.010
YDL218W	-0.010
YOR134W	-0.010
YGL226W	-0.010
YMR158C-A	-0.010
YMR320W	-0.010
YER174C	-0.010
YDL009C	-0.010
YJL117W	-0.010
YGR263C	-0.010
YKR053C	-0.011
YKR024C	-0.011
YGL132W	-0.011
YNL305C	-0.011
YPR053C	-0.011
YMR136W	-0.011
YOL163W	-0.011
YNL123W	-0.011
YOR104W	-0.011
YDR273W	-0.011
YOR289W	-0.011
YPL269W	-0.011
YLL038C	-0.011
YOR131C	-0.011
YGL104C	-0.011
YJL137C	-0.011
YLR028C	-0.011
YBR300C	-0.012
YDR451C	-0.012
YPL100W	-0.012
YKL179C	-0.012
YPR196W	-0.012
YGR258C	-0.012
YHR160C	-0.012
YBR297W	-0.012
YCR001W	-0.012
YDR269C	-0.012
YML059C	-0.012
YOR094W	-0.012
YIL072W	-0.012
YJR142W	-0.012
YHR199C	-0.012
YIL154C	-0.012
YGL139W	-0.012
YDL093W	-0.013
YJL164C	-0.013
YBR074W	-0.022
YNL144C	-0.013
YOR352W	-0.013
YHR094C	-0.013
YBR219C	-0.013
YJL204C	-0.013
YNL191W	-0.013
YDL201W	-0.013
YMR140W	-0.013
YBR281C	-0.013
YPL189W	-0.013
YAL065C	-0.013
YKL128C	-0.013
YDR452W	-0.013
YIL024C	-0.013
YGL224C	-0.013
YDL131W	-0.013
YLR390W	-0.013
YBL085W	-0.013
YIL167W	-0.013
YDR067C	-0.013
YOR214C	-0.013
YNR013C	-0.014
YOR087W	-0.020
YJL192C	-0.014
YOL155C	-0.014
YOR280C	-0.014
YDR428C	-0.014
YOR318C	-0.014
YLR189C	-0.014
YER073W	-0.014
YBR063C	-0.014
YIL168W	-0.014
YPL111W	-0.014
YML100W	-0.014
YDL169C	-0.014
YGR177C	-0.014
YJR003C	-0.014
YGR161C	-0.014
YPL106C	-0.014
YJR153W	-0.014
YPR060C	-0.014
YMR247C	-0.014
YPL038W	-0.015
YLR228C	-0.015
YCL048W	-0.015
YDL119C	-0.015
YHR096C	-0.015
YOL105C	-0.015
YBL102W	-0.015
YBL075C	-0.015
YHR109W	-0.015
YFL053W	-0.015
YJL185C	-0.015
YPR148C	-0.015
YBR068C	-0.015
YNL155W	-0.015
YNL180C	-0.015
YIL155C	-0.015
YDR192C	-0.015
YOR343C	-0.016
YAL045C	-0.016
YFL042C	-0.037
YIR043C	-0.016
YDR147W	-0.016
YJR095W	-0.016
YOL082W	-0.016
YHL016C	-0.016
YDL200C	-0.016
YBR045C	-0.016
YNR031C	-0.016
YPL163C	-0.016
YJL191W	-0.016
YFL063W	-0.016
YOL002C	-0.016
YML035C	-0.016
YBL107C	-0.016
YCR083W	-0.016
YOR192C	-0.017
YFL034W	-0.017
YKR066C	-0.017
YIL153W	-0.017
YJL151C	-0.017
YGR052W	-0.017
YBR043C	-0.017
YHR076W	-0.017
YOR031W	-0.017
YCR101C	-0.017
YPR109W	-0.017
YNR022C	-0.017
YMR031C	-0.017
YJL146W	-0.017
YDL023C	-0.018
YMR173W-A	-0.018
YOR107W	-0.018
YHL045W	-0.018
YGR136W	-0.018
YNL015W	-0.018
YKR106W	-0.018
YML110C	-0.018
YJR078W	-0.018
YGR021W	-0.018
YLL015W	-0.018
YLR151C	-0.018
YPR009W	-0.018
YOR055W	-0.018
YKR091W	-0.018
YER108C	-0.018
YOR091W	-0.018
YLR281C	-0.018
YHR049W	-0.018
YJR021C	-0.019
YCR023C	-0.019
YPL022W	-0.019
YCR068W	-0.019
YAR023C	-0.019
YPL223C	-0.019
YFL028C	-0.019
YOR022C	-0.019
YDR509W	-0.019
YHR095W	-0.019
YDR020C	-0.019
YGL009C	-0.019
YGR217W	-0.020
YDL211C	-0.020
YNL231C	-0.020
YDL241W	-0.020
YML042W	-0.020
YGL158W	-0.020
YMR206W	-0.020
YGR129W	-0.020
YLR422W	-0.020
YHL047C	-0.020
YOR111W	-0.020
YPL053C	-0.020
YOR315W	-0.020
YPL195W	-0.020
YNL336W	-0.020
YDL094C	-0.020
YNL195C	-0.020
YKR056W	-0.020
YOL106W	-0.020
YLL052C	-0.020
YJL013C	-0.020
YDR142C	-0.020
YDR272W	-0.020
YNL278W	-0.021
YKL103C	-0.021
YJR052W	-0.021
YOL092W	-0.021
YCL049C	-0.021
YGL235W	-0.021
YHL008C	-0.021
YOR271C	-0.021
YIL070C	-0.021
YKL026C	-0.021
YDR125C	-0.021
YKR036C	-0.021
YJL135W	-0.021
YFL055W	-0.021
YGL262W	-0.022
YHL005C	-0.022
YBR148W	-0.022
YOR219C	-0.022
YNL183C	-0.022
YML096W	-0.022
YCR050C	-0.022
YGR225W	-0.022
YPL052W	-0.022
YDR109C	-0.022
YDR018C	-0.022
YDL086W	-0.022
YER047C	-0.022
YDL146W	-0.022
YCL023C	-0.022
YPL224C	-0.022
YHL028W	-0.022
YMR225C	-0.022
YPL009C	-0.022
YLR371W	-0.022
YDL129W	-0.022
YDL035C	-0.022
YER001W	-0.023
YPL253C	-0.023
YHR038W	-0.023
YLR394W	-0.023
YMR164C	-0.023
YGL156W	-0.023
YMR018W	-0.023
YPR118W	-0.023
YAL056W	-0.023
YBR053C	-0.024
YOR105W	-0.024
YMR090W	-0.024
YGL006W	-0.024
YCL035C	-0.024
YLR251W	-0.024
YDL070W	-0.024
YDR134C	-0.024
YDL048C	-0.024
YLL010C	-0.024
YIL114C	-0.024
YLL005C	-0.024
YNL141W	-0.024
YKR039W	-0.024
YNL045W	-0.024
YKR049C	-0.025
YJL163C	-0.025
YFR038W	-0.025
YKL168C	-0.025
YKL091C	-0.025
YGL261C	-0.025
YMR210W	-0.025
YPL245W	-0.025
YKR018C	-0.025
YPR051W	-0.025
YOR337W	-0.025
YKR065C	-0.025
YBL100C	-0.025
YBL013W	-0.025
