orf	hom | growth (relative abundance in pooled culture) | Pn-AMP1 [3.2uM] | Kwon Y~Koo JC, 2016	het | growth (relative abundance in pooled culture) | Pn-AMP1 [3.2uM] | Kwon Y~Koo JC, 2016
YOR100C	-1.05	
YOR101W	0.52	
YOR102W		0.67
YOR103C		-2.7
YOR104W	-0.11	
YOR105W	-1.72	
YOR106W	-0.86	
YOR107W	-0.67	
YOR108W	0.26	
YOR109W	0.49	
YOR110W		-1.53
YOR111W	0.52	
YOR112W	1.16	
YOR113W	-1.09	
YOR114W	-0.9	
YOR115C	-0.41	
YOR116C		0.55
YOR117W		0.25
YOR118W	-0.41	
YOR119C		-0.12
YOR120W	-0.11	
YOR121C	0.86	
YOR122C		-1.35
YOR123C	0.0	
YOR124C	-0.71	
YOR126C	0.11	
YOR127W	-0.45	
YOR129C	-1.5	
YOR130C	-0.94	
YOR131C	-1.2	
YOR132W	-0.71	
YOR133W	0.0	
YOR134W	1.16	
YOR135C	-3.07	
YOR136W	1.76	
YOR137C	-2.59	
YOR138C	-0.64	
YOR139C	-1.76	
YOR140W	0.07	
YOR141C	-1.31	
YOR142W	1.65	
YOR143C		1.23
YOR144C	0.82	
YOR145C		-0.37
YOR146W		3.13
YOR147W	0.0	
YOR148C		-0.8
YOR149C		1.1
YOR150W	0.41	
YOR151C		-0.86
YOR152C	-0.26	
YOR154W	-0.26	
YOR155C	1.35	
YOR156C	-1.35	
YOR157C		0.49
YOR158W	-0.86	
YOR159C		0.86
YOR160W		1.29
YOR161C	-1.76	
YOR162C	-1.35	
YOR163W	-1.09	
YOR164C	-0.64	
YOR165W	0.6	
YOR166C	0.41	
YOR167C	0.45	
YOR168W		1.1
YOR169C		-0.49
YOR170W	0.11	
YOR171C	0.07	
YOR172W	-0.79	
YOR173W	-0.82	
YOR174W		-1.04
YOR175C	-1.91	
YOR176W		-0.37
YOR177C	0.3	
YOR178C	0.37	
YOR179C	-0.41	
YOR180C	-1.54	
YOR181W		0.12
YOR182C	0.71	
YOR183W	1.39	
YOR184W	-0.34	
YOR185C	0.71	
YOR186W	0.49	
YOR187W	1.5	
YOR188W	-0.6	
YOR189W	-3.0	
YOR190W	-0.15	
YOR191W	0.79	
YOR192C	-0.3	
YOR193W	0.04	
YOR194C		-0.8
YOR195W	-0.52	
YOR196C	1.84	
YOR197W	-3.07	
YOR198C	0.97	
YOR199W	1.57	
YOR200W	-0.22	
YOR201C	3.0	
YOR202W	-0.34	
YOR203W		0.43
YOR204W		-0.49
YOR205C	2.14	
YOR206W		-1.29
YOR207C		-0.12
YOR208W	-0.94	
YOR209C	-1.46	
YOR210W		-0.74
YOR211C	0.97	
YOR213C	4.5	
YOR214C	0.41	
YOR215C	0.3	
YOR216C	0.07	
YOR217W		-0.37
YOR218C		0.0
YOR219C	0.79	
YOR220W	0.11	
YOR221C	1.05	
YOR222W	0.3	
YOR223W	-1.24	
YOR224C		-1.35
YOR225W	-0.6	
YOR226C	-0.19	
YOR227W	-0.3	
YOR228C	0.22	
YOR229W	1.72	
YOR230W	-0.67	
YOR231W	-1.01	
YOR232W		-1.72
YOR233W	1.12	
YOR234C	1.24	
YOR235W	-1.27	
YOR236W		0.43
YOR237W	0.9	
YOR238W	-1.42	
YOR239W	-0.265	
YOR242C	-1.05	
YOR243C	1.05	
YOR244W		-0.61
YOR245C	-2.1	
YOR246C	-0.34	
YOR247W	1.05	
YOR248W	1.57	
YOR249C		-0.86
YOR250C		0.92
YOR251C	-0.11	
YOR252W	0.45	
YOR253W	-0.6	
YOR254C		1.04
YOR255W	0.0	
YOR256C		0.0
YOR257W		-0.18
YOR258W	-4.23	
YOR259C		-1.17
YOR260W		0.06
YOR261C		0.18
YOR262W		-0.55
YOR263C	0.19	
YOR264W	-1.31	
YOR265W	-0.67	
YOR266W	0.22	
YOR267C	0.15	
YOR268C	0.34	
YOR269W	-0.67	
YOR270C	-0.75	
YOR271C	0.97	
YOR272W		-0.31
YOR273C	0.67	
YOR274W	-2.29	
YOR275C	-4.98	
YOR276W	-2.44	
YOR277C	0.22	
YOR278W		8.77
YOR279C	3.93	
YOR280C	2.17	
YOR281C		-0.25
YOR282W		8.09
YOR283W	-0.6	
YOR284W	-1.09	
YOR285W	0.75	
YOR286W	1.95	
YOR287C		1.96
YOR288C	1.01	
YOR289W	-0.19	
YOR290C	0.6	
YOR291W	0.04	
YOR292C	-1.61	
YOR293W	1.95	
YOR294W		1.17
YOR295W	-0.52	
YOR296W	-1.05	
YOR297C	0.45	
YOR298C-A	0.165	
YOR298W	0.22	
YOR299W	0.07	
YOR300W	-0.04	
YOR301W	-0.11	
YOR302W	-1.2	
YOR303W	1.5	
YOR304C-A	-0.71	
YOR304W	-0.67	
YOR305W	0.3	
YOR306C	-0.56	
YOR307C	-0.6	
YOR308C	0.86	
YOR309C	2.1	
YOR310C		-0.61
YOR311C	0.64	
YOR312C	1.09	
YOR313C	0.19	
YOR314W	-0.07	
YOR315W	1.8	
YOR316C	-0.07	
YOR317W	1.12	
YOR318C	-1.42	
YOR319W		-0.31
YOR320C	-0.26	
YOR321W	0.34	
YOR322C	1.01	
YOR323C	0.75	
YOR324C	-0.41	
YOR325W	-0.11	
YOR326W		-0.8
YOR327C	-0.19	
YOR328W	-0.34	
YOR329C		0.12
YOR330C	0.22	
YOR332W	1.35	
YOR333C	1.46	
YOR334W	-1.91	
YOR335C		-1.17
YOR336W		-0.43
YOR337W	-0.82	
YOR338W	-1.84	
YOR339C	-0.75	
YOR340C		0.37
YOR341W		1.59
YOR342C	-0.79	
YOR343C	-0.04	
YOR344C	-1.12	
YOR345C	0.75	
YOR346W	0.07	
YOR347C	-0.37	
YOR348C	-0.49	
YOR349W	1.35	
YOR350C	-0.64	
YOR351C	0.49	
YOR352W	-0.37	
YOR353C		-1.66
YOR354C	-0.9	
YOR355W	-0.04	
YOR356W	0.0	
YOR357C	1.99	
YOR358W	-0.97	
YOR359W	0.82	
YOR360C	-3.37	
YOR361C		-0.31
YOR362C		-1.17
YOR363C	-0.37	
YOR364W	-0.82	
YOR365C	1.65	
YOR366W	-1.5	
YOR367W	0.0	
YOR368W	0.19	
YOR369C	1.05	
YOR370C		-0.06
YOR371C	-0.6	
YOR372C		-1.17
YOR373W		-0.31
YOR374W	0.49	
YOR375C	-0.3	
YOR376W	-0.04	
YOR377W	0.07	
YOR378W	0.3	
YOR379C	0.82	
YOR380W	-0.64	
YOR381W	-0.45	
YOR382W	-0.97	
YOR384W	-0.15	
YOR385W	0.19	
YOR386W	0.11	
YPL001W	0.86	
YPL002C	-5.02	
YPL003W	0.45	
YPL004C	1.54	
YPL005W	1.95	
YPL006W	-0.37	
YPL007C		1.41
YPL008W	-0.34	
YPL009C	0.86	
YPL010W		1.1
YPL011C		1.17
YPL012W		-1.1
YPL013C	1.24	
YPL014W	-0.9	
YPL015C	1.2	
YPL016W		-0.67
YPL017C	0.56	
YPL018W	-0.15	
YPL019C	0.64	
YPL020C		-0.67
YPL021W	-0.19	
YPL022W	0.79	
YPL023C	-1.05	
YPL025C	-0.07	
YPL026C	-0.75	
YPL027W	0.3	
YPL028W		1.17
YPL029W	3.82	
YPL030W	-0.67	
YPL031C	0.11	
YPL032C	-1.05	
YPL033C	-0.9	
YPL034W	3.86	
YPL035C	1.91	
YPL036W	-0.75	
YPL037C	-1.42	
YPL038W	-2.36	
YPL039W	0.26	
YPL040C	1.5	
YPL041C	0.6	
YPL042C	-0.22	
YPL043W		-1.47
YPL044C		-1.04
YPL046C	0.71	
YPL047W	-0.04	
YPL048W	0.86	
YPL049C	-2.66	
YPL051W	-0.56	
YPL052W	0.04	
YPL053C	1.05	
YPL054W	-0.56	
YPL055C	-0.3	
YPL056C	-0.15	
YPL057C	0.6	
YPL058C	-2.89	
YPL060W	-0.49	
YPL061W	0.97	
YPL062W	-1.05	
YPL063W		0.61
YPL064C	0.86	
YPL065W	-4.91	
YPL066W	-0.6	
YPL067C	0.04	
YPL068C	1.35	
YPL069C	3.19	
YPL070W	0.52	
YPL071C	1.27	
YPL072W	0.26	
YPL073C	0.45	
YPL074W	0.26	
YPL075W		0.12
YPL076W		1.47
YPL077C	0.86	
YPL078C	1.65	
YPL079W	0.41	
YPL080C	-0.04	
YPL081W	-1.39	
YPL082C		0.18
YPL083C		-0.49
YPL084W	1.76	
YPL085W		-0.12
YPL086C	2.51	
YPL087W	1.42	
YPL088W	1.8	
YPL089C	1.46	
YPL091W	1.05	
YPL092W	-0.22	
YPL093W		-0.49
YPL094C		0.98
YPL095C	-0.56	
YPL096W	-1.16	
YPL097W	1.27	
YPL098C	-1.35	
YPL099C	-0.26	
YPL100W	-0.6	
YPL101W	1.05	
YPL102C	1.27	
YPL103C	0.34	
YPL104W	0.82	
YPL105C	-0.56	
YPL106C	2.96	
YPL107W	-0.07	
YPL108W	-0.97	
YPL109C	-0.6	
YPL110C	-0.45	
YPL111W	-0.75	
YPL112C	-0.71	
YPL113C	-0.11	
YPL114W	-0.82	
YPL115C	-2.36	
YPL116W	0.11	
YPL117C		0.8
YPL118W	3.22	
YPL119C	-0.11	
YPL120W	-0.26	
YPL121C	0.07	
YPL122C		1.23
YPL123C	-0.26	
YPL124W		0.55
YPL125W	2.44	
YPL126W		0.61
YPL127C	-0.34	
YPL128C		0.31
YPL130W	-0.6	
YPL131W		-4.29
YPL132W	1.12	
YPL133C	0.11	
YPL134C	-0.64	
YPL135W	0.19	
YPL136W	-0.15	
YPL137C	-1.65	
YPL138C	-0.11	
YPL139C	0.04	
YPL140C	0.94	
YPL141C	1.61	
YPL142C		2.02
YPL143W		1.04
YPL144W	0.75	
YPL145C	2.1	
YPL146C		-0.31
YPL147W	-0.34	
YPL148C	0.41	
YPL149W	-0.3	
YPL150W	-0.37	
YPL151C		0.12
YPL152W	1.09	
YPL153C		0.12
YPL154C	-0.45	
YPL155C	0.15	
YPL156C	-0.45	
YPL158C	1.72	
YPL159C	0.67	
YPL160W		-0.98
YPL161C	-2.62	
YPL162C	0.11	
YPL163C	-2.36	
YPL164C	0.9	
YPL165C	0.52	
YPL166W	-0.11	
YPL167C	1.01	
YPL168W	-0.67	
YPL169C		-1.1
YPL170W	-0.3	
YPL171C	1.24	
YPL173W	1.2	
YPL174C	-1.24	
YPL175W		-0.43
YPL176C	0.52	
YPL177C	-0.11	
YPL178W	-1.57	
YPL179W	0.26	
YPL180W	0.19	
YPL181W	-0.94	
YPL182C	-0.22	
YPL183C	2.02	
YPL183W-A	0.9199999999999999	
YPL184C	-0.07	
YPL185W	-0.97	
YPL186C	0.0	
YPL187W	0.15	
YPL188W	0.19	
YPL189W	0.67	
YPL190C		-0.31
YPL191C	-1.16	
YPL192C	2.25	
YPL193W	0.79	
YPL194W	0.82	
YPL195W	0.3	
YPL196W	0.45	
YPL197C	-0.75	
YPL198W	-1.2	
YPL199C	0.75	
YPL200W	-0.71	
YPL201C	-0.3	
YPL202C	0.19	
YPL203W	0.04	
YPL204W		-1.41
YPL205C	1.61	
YPL206C	-0.97	
YPL207W	0.07	
YPL208W	0.07	
YPL209C		0.92
YPL210C		0.61
YPL211W		-0.74
YPL212C	1.39	
YPL213W	-0.56	
YPL214C	-0.04	
YPL216W	-0.26	
YPL217C		1.9
YPL218W		2.27
YPL219W	1.09	
YPL220W	-0.3	
YPL221W	1.84	
YPL222W	-0.52	
YPL223C	0.07	
YPL224C	-1.65	
YPL225W	0.04	
YPL226W	-0.22	
YPL227C	1.46	
YPL228W		-1.9
YPL229W	-1.12	
YPL230W	-2.29	
YPL231W		-0.74
YPL232W	0.6	
YPL233W		2.58
YPL234C	0.26	
YPL235W		-13.24
YPL236C	0.15	
YPL237W		-0.06
YPL238C		-1.29
YPL239W	0.94	
YPL240C	2.85	
YPL241C	0.04	
YPL242C		2.7
YPL243W		-0.12
YPL244C	0.71	
YPL245W	0.15	
YPL246C	-0.19	
YPL247C	-0.71	
YPL248C	0.07	
YPL249C	0.11	
YPL250C	-0.41	
YPL251W		3.19
YPL252C		1.17
YPL253C	0.04	
YPL254W	-0.37	
YPL255W		-2.45
YPL256C	-0.9	
YPL257W	-0.75	
YPL258C	0.19	
YPL259C	-1.54	
YPL260W	0.71	
YPL261C	1.2	
YPL262W	0.6	
YPL263C	0.9	
YPL264C	-1.5	
YPL265W	-0.52	
YPL266W		0.31
YPL267W	-0.34	
YPL269W	-4.27	
YPL270W	-0.37	
YPL272C	-0.15	
YPL273W	0.6	
YPL274W	-0.94	
YPR001W	-0.15	
YPR002W	-1.01	
YPR003C	-0.64	
YPR004C	-0.86	
YPR005C	-0.04	
YPR006C	-0.41	
YPR007C	0.52	
YPR008W	0.19	
YPR009W	-0.71	
YPR010C		0.25
YPR011C	-1.2	
YPR012W	3.3	
YPR013C	0.56	
YPR014C	0.26	
YPR015C	-0.22	
YPR016C		-3.37
YPR017C	-1.35	
YPR018W	0.19	
YPR019W		-1.1
YPR020W	0.04	
YPR021C	1.61	
YPR022C	-0.97	
YPR023C	-0.71	
YPR024W	1.35	
YPR025C		-0.37
YPR026W	-0.79	
YPR027C	0.26	
YPR028W	0.19	
YPR029C	-1.31	
YPR030W	0.04	
YPR031W	0.3	
YPR032W	-0.34	
YPR033C		1.1
YPR034W		1.72
YPR035W		-0.86
YPR037C	0.22	
YPR038W	0.07	
YPR039W	-1.01	
YPR040W	-1.61	
YPR041W		0.06
YPR042C	0.3	
YPR043W	-0.07	
YPR044C	0.22	
YPR045C	0.19	
YPR046W	-0.86	
YPR047W	2.4	
YPR048W		-0.8
YPR049C	0.67	
YPR050C	-0.22	
YPR051W	-1.87	
YPR052C	1.27	
YPR053C	0.56	
YPR054W	2.4	
YPR055W		0.92
YPR056W		-0.25
YPR057W	1.65	
YPR058W	-0.45	
YPR059C	0.41	
YPR060C	-0.52	
YPR061C	2.02	
YPR062W	-2.25	
YPR063C	-0.56	
YPR064W	-0.94	
YPR065W	-0.67	
YPR066W	1.39	
YPR067W	1.05	
YPR068C	-0.79	
YPR069C	0.6	
YPR070W	0.0	
YPR071W	1.01	
YPR073C	0.34	
YPR074C	0.11	
YPR075C	0.07	
YPR076W	-0.75	
YPR077C	-0.64	
YPR078C	-1.27	
YPR079W	0.67	
YPR082C		-1.59
YPR083W	-0.04	
YPR084W	2.77	
YPR085C		-0.31
YPR086W		-1.41
YPR087W	1.65	
YPR088C		-0.18
YPR089W	-0.035	
YPR091C	0.6	
YPR092W	-0.45	
YPR093C	-0.45	
YPR094W		-0.49
YPR095C	0.07	
YPR096C	4.91	
YPR097W	0.97	
YPR098C	-0.64	
YPR100W	0.11	
YPR101W	0.3	
YPR103W		0.67
YPR104C		0.49
YPR105C		-0.43
YPR106W	-1.69	
YPR107C		1.9
YPR108W		2.82
YPR109W	0.11	
YPR110C		1.17
YPR111W	0.82	
YPR112C		-0.61
YPR113W		1.23
YPR114W	1.69	
YPR115W	0.37	
YPR117W	-0.52	
YPR118W	-0.41	
YPR119W	-0.34	
YPR120C	-0.07	
YPR121W	-0.26	
YPR122W	2.77	
YPR123C	0.04	
YPR124W	-2.25	
YPR126C	1.84	
YPR127W	0.11	
YPR128C	-0.79	
YPR129W	-0.75	
YPR130C	-0.19	
YPR133C		-0.55
YPR133W-A	-1.35	
YPR134W	-1.69	
YPR135W	-2.96	
YPR136C		-0.98
YPR137W		-1.29
YPR138C	-0.41	
YPR139C	-0.79	
YPR140W	0.67	
YPR142C		-2.02
YPR143W		-1.53
YPR144C		0.92
YPR145W	1.35	
YPR146C	-2.02	
YPR147C	-0.34	
YPR148C	0.34	
YPR149W	2.89	
YPR150W	0.15	
YPR151C	0.6	
YPR152C	-0.11	
YPR153W	-0.49	
YPR154W	0.07	
YPR155C	-0.97	
YPR156C	0.34	
YPR157W	0.86	
YPR158W	1.31	
YPR160W	0.6	
YPR161C		-6.19
YPR162C		0.67
YPR164W	-1.01	
YPR165W		4.11
YPR166C	1.54	
YPR167C	0.41	
YPR168W		-0.55
YPR169W		0.67
YPR170C	-1.12	
YPR171W	1.5	
YPR172W	-0.86	
YPR173C	2.32	
YPR174C	1.05	
YPR175W		2.08
YPR176C		0.12
YPR177C		-0.31
YPR178W		-0.49
YPR179C	0.19	
YPR180W		-0.8
YPR181C		4.6
YPR182W		-0.31
YPR183W		-0.18
YPR184W	0.64	
YPR185W	-0.9	
YPR186C		0.06
YPR187W		-0.86
YPR188C	0.52	
YPR189W	0.6	
YPR190C		0.55
YPR191W	-0.11	
YPR192W	0.19	
YPR193C	1.35	
YPR194C	1.16	
YPR195C	-0.94	
YPR196W	-0.04	
YPR197C	-0.82	
YPR198W	0.82	
YPR199C	0.75	
YPR200C	-0.97	
YPR201W	-0.6	
