ORF	het | growth (relative abundance in pooled culture) | time [20 generations], Chitosan oligosaccharide [91.1 ug/ml] | Jaime MD~Nislow C, 2012	hom | growth (relative abundance in pooled culture) | time [5 generations], Chitosan oligosaccharide [91.1 ug/ml] | Jaime MD~Nislow C, 2012
YMR033W	NaN	-0.263
YMR034C	0.306	NaN
YMR036C	-1.694	NaN
YMR037C	0.017	NaN
YMR038C	1.654	NaN
YMR039C	0.413	NaN
YMR040W	0.091	NaN
YMR041C	0.235	NaN
YMR043W	NaN	-0.863
YMR044W	-0.366	NaN
YMR047C	NaN	-0.873
YMR048W	-0.072	NaN
YMR049C	NaN	-0.009
YMR052C-A	-0.713	NaN
YMR052W	-0.986	NaN
YMR053C	0.548	NaN
YMR054W	0.497	NaN
YMR055C	-0.010	NaN
YMR056C	-0.015	NaN
YMR057C	-0.669	NaN
YMR058W	-0.309	NaN
YMR060C	-2.529	NaN
YMR062C	-0.128	NaN
YMR063W	-3.154	NaN
YMR064W	-0.353	NaN
YMR065W	-0.557	NaN
YMR066W	0.341	NaN
YMR067C	0.812	NaN
YMR068W	0.348	NaN
YMR069W	-0.754	NaN
YMR070W	0.192	NaN
YMR071C	0.870	NaN
YMR072W	-0.154	NaN
YMR073C	0.669	NaN
YMR074C	0.356	NaN
YMR075C-A	-1.026	NaN
YMR075W	-0.127	NaN
YMR076C	NaN	0.336
YMR077C	-1.356	NaN
YMR079W	NaN	2.358
YMR080C	-0.501	NaN
YMR081C	-0.041	NaN
YMR082C	-0.433	NaN
YMR083W	1.383	NaN
YMR084W	0.178	NaN
YMR085W	-0.033	NaN
YMR086C-A	0.381	NaN
YMR086W	0.028	NaN
YMR087W	0.108	NaN
YMR088C	0.579	NaN
YMR090W	-0.028	NaN
YMR091C	-0.609	NaN
YMR092C	1.079	NaN
YMR093W	NaN	-3.471
YMR094W	NaN	0.528
YMR095C	0.227	NaN
YMR096W	-0.292	NaN
YMR097C	-0.328	NaN
YMR098C	0.180	NaN
YMR099C	0.864	NaN
YMR100W	-1.236	NaN
YMR101C	-0.337	NaN
YMR102C	0.291	NaN
YMR103C	0.092	NaN
YMR104C	-0.127	NaN
YMR105C	0.555	NaN
YMR106C	-0.294	NaN
YMR107W	0.013	NaN
YMR108W	-1.166	NaN
YMR109W	0.376	NaN
YMR110C	0.535	NaN
YMR111C	0.538	NaN
YMR112C	NaN	-2.343
YMR113W	NaN	-0.224
YMR114C	-0.000	NaN
YMR115W	-0.297	NaN
YMR116C	-1.772	NaN
YMR117C	NaN	-0.784
YMR118C	-0.015	NaN
YMR119W-A	-0.037	NaN
YMR119W	-0.305	NaN
YMR120C	-0.093	NaN
YMR121C	2.002	NaN
YMR122C	-0.064	NaN
YMR123W	1.787	NaN
YMR124W	-1.080	NaN
YMR125W	-0.506	NaN
YMR126C	0.580	NaN
YMR127C	-0.987	NaN
YMR128W	NaN	-1.382
YMR129W	0.256	NaN
YMR130W	-0.387	NaN
YMR131C	NaN	-0.607
YMR132C	-0.261	NaN
YMR133W	-0.080	NaN
YMR134W	NaN	-0.463
YMR135C	0.234	NaN
YMR136W	-0.204	NaN
YMR137C	-0.001	NaN
YMR138W	0.454	NaN
YMR139W	-0.757	NaN
YMR140W	0.371	NaN
YMR141C	0.522	NaN
YMR142C	-2.091	NaN
YMR144W	-0.112	NaN
YMR145C	0.286	NaN
YMR146C	NaN	-2.952
YMR147W	0.127	NaN
YMR148W	-0.571	NaN
YMR149W	NaN	-1.906
YMR151W	0.542	NaN
YMR152W	-1.977	NaN
YMR153C-A	-0.499	NaN
YMR153W	-0.415	NaN
YMR154C	-2.744	NaN
YMR155W	0.183	NaN
YMR156C	-1.087	NaN
YMR157C	-0.048	NaN
YMR158C-A	0.420	NaN
YMR158W-B	0.513	NaN
YMR159C	-0.294	NaN
YMR160W	0.059	NaN
YMR161W	0.185	NaN
YMR162C	-2.237	NaN
YMR163C	-0.551	NaN
YMR164C	0.037	NaN
YMR166C	0.003	NaN
YMR167W	0.296	NaN
YMR169C	0.601	NaN
YMR170C	-1.691	NaN
YMR171C	-0.237	NaN
YMR172C-A	-0.783	NaN
YMR172W	-0.349	NaN
YMR173W-A	0.003	NaN
YMR173W	0.485	NaN
YMR174C	0.026	NaN
YMR175W	0.247	NaN
YMR176W	-0.104	NaN
YMR177W	-0.444	NaN
YMR178W	-0.380	NaN
YMR179W	1.230	NaN
YMR180C	-0.205	NaN
YMR181C	-0.080	NaN
YMR182C	-0.161	NaN
YMR183C	-0.084	NaN
YMR185W	NaN	-0.906
YMR186W	-0.621	NaN
YMR187C	0.035	NaN
YMR188C	-0.364	NaN
YMR189W	0.074	NaN
YMR190C	-0.569	NaN
YMR191W	0.455	NaN
YMR193C-A	-0.248	NaN
YMR194C-A	0.285	NaN
YMR194W	-0.338	NaN
YMR195W	0.959	NaN
YMR196W	-0.316	NaN
YMR197C	NaN	0.486
YMR199W	-0.261	NaN
YMR200W	NaN	0.053
YMR201C	-0.221	NaN
YMR202W	0.773	NaN
YMR203W	NaN	-0.196
YMR204C	0.266	NaN
YMR205C	1.530	NaN
YMR206W	-0.081	NaN
YMR207C	0.076	NaN
YMR208W	NaN	-0.043
YMR209C	0.524	NaN
YMR210W	-0.442	NaN
YMR211W	NaN	-1.490
YMR213W	NaN	-1.581
YMR214W	0.640	NaN
YMR215W	-0.139	NaN
YMR216C	-0.066	NaN
YMR218C	NaN	-0.805
YMR219W	0.764	NaN
YMR220W	NaN	-1.083
YMR221C	-0.368	NaN
YMR222C	0.509	NaN
YMR223W	0.645	NaN
YMR225C	-0.079	NaN
YMR226C	-0.173	NaN
YMR227C	NaN	-1.290
YMR229C	NaN	-1.266
YMR230W	-2.394	NaN
YMR232W	-0.182	NaN
YMR233W	0.187	NaN
YMR234W	0.099	NaN
YMR235C	NaN	-0.549
YMR236W	NaN	-1.424
YMR237W	0.258	NaN
YMR238W	-0.575	NaN
YMR239C	NaN	-0.820
YMR240C	NaN	-0.595
YMR241W	0.077	NaN
YMR242C	-2.449	NaN
YMR243C	-0.210	NaN
YMR244C-A	0.463	NaN
YMR244W	-0.182	NaN
YMR245W	-0.077	NaN
YMR246W	-0.142	NaN
YMR247C	0.360	NaN
YMR250W	-0.303	NaN
YMR251W-A	-0.362	NaN
YMR251W	-0.235	NaN
YMR252C	0.251	NaN
YMR253C	0.221	NaN
YMR254C	0.212	NaN
YMR255W	0.036	NaN
YMR257C	-0.963	NaN
YMR258C	0.177	NaN
YMR259C	0.076	NaN
YMR260C	NaN	-1.738
YMR261C	-0.648	NaN
YMR262W	-0.234	NaN
YMR263W	0.328	NaN
YMR264W	0.261	NaN
YMR265C	0.413	NaN
YMR266W	0.351	NaN
YMR267W	0.001	NaN
YMR268C	NaN	-1.036
YMR269W	-0.645	NaN
YMR270C	NaN	-0.617
YMR271C	0.237	NaN
YMR272C	-0.465	NaN
YMR273C	0.141	NaN
YMR274C	1.962	NaN
YMR275C	0.187	NaN
YMR276W	0.457	NaN
YMR277W	NaN	-0.158
YMR278W	0.268	NaN
YMR279C	-0.341	NaN
YMR280C	-0.043	NaN
YMR281W	NaN	-0.727
YMR282C	-0.337	NaN
YMR283C	-0.982	NaN
YMR284W	-0.629	NaN
YMR285C	-0.176	NaN
YMR286W	0.580	NaN
YMR287C	0.129	NaN
YMR288W	NaN	-0.226
YMR289W	0.310	NaN
YMR290C	NaN	-1.369
YMR291W	-0.120	NaN
YMR292W	0.607	NaN
YMR293C	-0.060	NaN
YMR294W-A	0.094	NaN
YMR294W	-1.732	NaN
YMR295C	0.682	NaN
YMR296C	NaN	0.653
YMR297W	-0.321	NaN
YMR298W	NaN	-1.548
YMR300C	0.067	NaN
YMR301C	NaN	-1.665
YMR302C	-0.447	NaN
YMR303C	-0.046	NaN
YMR304C-A	-0.308	NaN
YMR304W	1.043	NaN
YMR305C	0.115	NaN
YMR306C-A	0.036	NaN
YMR306W	0.063	NaN
YMR307W	-1.235	NaN
YMR308C	NaN	-0.595
YMR309C	NaN	-1.230
YMR310C	-0.278	NaN
YMR311C	0.790	NaN
YMR312W	-0.743	NaN
YMR313C	-0.173	NaN
YMR314W	NaN	-3.168
YMR315W	-0.225	NaN
YMR316C-A	0.139	NaN
YMR316C-B	0.011	NaN
YMR316W	-0.389	NaN
YMR317W	0.047	NaN
YMR318C	0.210	NaN
YMR319C	-0.061	NaN
YMR320W	0.457	NaN
YMR322C	-0.329	NaN
YMR326C	0.012	NaN
YNL001W	-0.541	NaN
YNL002C	NaN	0.071
YNL005C	-0.660	NaN
YNL007C	NaN	-0.081
YNL010W	0.303	NaN
YNL011C	0.727	NaN
YNL012W	0.290	NaN
YNL013C	-0.025	NaN
YNL014W	0.389	NaN
YNL020C	-0.713	NaN
YNL022C	0.154	NaN
YNL023C	-0.586	NaN
YNL024C-A	NaN	2.164
YNL024C	0.097	NaN
YNL025C	-3.581	NaN
YNL026W	NaN	-0.572
YNL027W	-0.859	NaN
YNL031C	0.952	NaN
YNL032W	-0.895	NaN
YNL034W	0.082	NaN
YNL035C	0.467	NaN
YNL038W	NaN	-0.920
YNL039W	NaN	-1.339
YNL041C	-1.905	NaN
YNL042W	-0.081	NaN
YNL043C	0.025	NaN
YNL044W	0.458	NaN
YNL045W	0.570	NaN
YNL046W	-0.344	NaN
YNL047C	0.303	NaN
YNL049C	0.599	NaN
YNL050C	-0.429	NaN
YNL051W	-0.935	NaN
YNL052W	0.218	NaN
YNL053W	-0.594	NaN
YNL055C	-0.916	NaN
YNL056W	-2.268	NaN
YNL057W	-0.068	NaN
YNL058C	0.383	NaN
YNL059C	-0.854	NaN
YNL061W	NaN	0.796
YNL062C	NaN	1.636
YNL063W	-0.303	NaN
YNL065W	0.267	NaN
YNL066W	0.038	NaN
YNL067W	-0.693	NaN
YNL069C	0.272	NaN
YNL070W	-3.158	NaN
YNL071W	0.637	NaN
YNL072W	0.134	NaN
YNL073W	-0.314	NaN
YNL074C	-0.409	NaN
YNL075W	NaN	-2.864
YNL076W	-0.961	NaN
YNL077W	0.691	NaN
YNL078W	-0.441	NaN
YNL079C	-3.208	NaN
YNL080C	1.911	NaN
YNL081C	0.172	NaN
YNL082W	0.464	NaN
YNL084C	-1.191	NaN
YNL085W	0.522	NaN
YNL086W	0.850	NaN
YNL087W	-0.150	NaN
YNL088W	NaN	-0.191
YNL089C	-1.068	NaN
YNL090W	-0.590	NaN
YNL091W	0.088	NaN
YNL092W	-0.008	NaN
YNL093W	-0.222	NaN
YNL094W	-0.161	NaN
YNL095C	0.318	NaN
YNL096C	-2.534	NaN
YNL097C	0.076	NaN
YNL098C	1.241	NaN
YNL099C	-1.791	NaN
YNL100W	0.050	NaN
YNL101W	0.304	NaN
YNL102W	NaN	-1.291
YNL103W	NaN	-2.103
YNL104C	0.316	NaN
YNL105W	0.310	NaN
YNL106C	-0.112	NaN
YNL107W	-1.168	NaN
YNL108C	-0.126	NaN
YNL109W	-0.269	NaN
YNL110C	NaN	-0.818
YNL111C	1.382	NaN
YNL112W	NaN	-0.637
YNL113W	NaN	-3.338
YNL114C	-1.910	NaN
YNL115C	0.942	NaN
YNL116W	-0.650	NaN
YNL117W	-0.010	NaN
YNL118C	NaN	-0.551
YNL119W	-2.003	NaN
YNL120C	-2.297	NaN
YNL121C	-0.803	NaN
YNL122C	0.283	NaN
YNL123W	-0.396	NaN
YNL124W	NaN	-2.575
YNL125C	0.155	NaN
YNL126W	NaN	2.687
YNL127W	-1.592	NaN
YNL128W	0.195	NaN
YNL129W	-0.323	NaN
YNL130C	-0.879	NaN
YNL131W	NaN	-1.623
YNL132W	NaN	-0.213
YNL134C	-0.438	NaN
YNL135C	-2.520	NaN
YNL136W	-0.295	NaN
YNL137C	NaN	3.360
YNL138W-A	NaN	-0.938
YNL140C	0.832	NaN
YNL141W	0.044	NaN
YNL142W	0.416	NaN
YNL143C	0.129	NaN
YNL144C	0.101	NaN
YNL145W	0.010	NaN
YNL146W	0.077	NaN
YNL147W	0.286	NaN
YNL148C	0.692	NaN
YNL149C	NaN	-0.615
YNL150W	-0.356	NaN
YNL151C	NaN	-0.802
YNL152W	NaN	-0.827
YNL154C	0.537	NaN
YNL155W	0.233	NaN
YNL157W	-0.154	NaN
YNL158W	NaN	1.670
YNL159C	-0.017	NaN
YNL160W	0.045	NaN
YNL161W	NaN	0.056
YNL163C	NaN	-0.334
YNL166C	-0.324	NaN
YNL168C	-0.318	NaN
YNL170W	0.220	NaN
YNL172W	NaN	-0.661
YNL173C	-0.527	NaN
YNL176C	-0.096	NaN
YNL178W	NaN	-2.865
YNL179C	-0.091	NaN
YNL180C	-0.629	NaN
YNL181W	NaN	0.026
YNL182C	NaN	-0.032
YNL183C	0.523	NaN
YNL184C	0.441	NaN
YNL187W	-0.481	NaN
YNL188W	NaN	-0.864
YNL189W	NaN	-0.221
YNL191W	-0.092	NaN
YNL193W	-0.040	NaN
YNL194C	-0.152	NaN
YNL195C	-0.010	NaN
YNL196C	0.581	NaN
YNL197C	-0.517	NaN
YNL198C	0.286	NaN
YNL199C	-0.323	NaN
YNL200C	-0.258	NaN
YNL201C	0.688	NaN
YNL202W	-0.255	NaN
YNL204C	0.472	NaN
YNL205C	1.141	NaN
YNL206C	1.626	NaN
YNL207W	NaN	-2.463
YNL211C	0.875	NaN
YNL212W	0.547	NaN
YNL213C	0.019	NaN
YNL214W	0.267	NaN
YNL215W	2.092	NaN
YNL216W	NaN	-1.997
YNL217W	0.285	NaN
YNL218W	-0.303	NaN
YNL219C	-0.938	NaN
YNL220W	0.154	NaN
YNL221C	NaN	-0.072
YNL222W	NaN	-0.382
YNL224C	-0.356	NaN
YNL226W	-1.539	NaN
YNL227C	-0.830	NaN
YNL228W	-1.086	NaN
YNL229C	-0.070	NaN
YNL230C	-0.194	NaN
YNL231C	-0.211	NaN
YNL232W	NaN	-1.434
YNL233W	-0.423	NaN
YNL236W	0.200	NaN
YNL237W	0.848	NaN
YNL239W	-0.152	NaN
YNL240C	NaN	-2.019
YNL241C	1.388	NaN
YNL242W	-0.184	NaN
YNL244C	NaN	0.066
YNL245C	NaN	-0.788
YNL246W	-1.392	NaN
YNL247W	NaN	-1.824
YNL248C	-2.648	NaN
YNL249C	0.019	NaN
YNL251C	NaN	-0.542
YNL252C	0.153	NaN
YNL253W	-0.415	NaN
YNL254C	-0.236	NaN
YNL255C	-0.684	NaN
YNL256W	NaN	-1.142
YNL257C	0.981	NaN
YNL258C	NaN	0.878
YNL259C	0.267	NaN
YNL260C	NaN	-0.628
YNL261W	NaN	-1.335
YNL262W	NaN	-1.823
YNL263C	NaN	1.350
YNL264C	0.403	NaN
YNL265C	0.140	NaN
YNL266W	-0.268	NaN
YNL267W	NaN	-2.374
YNL268W	-0.155	NaN
YNL269W	-0.284	NaN
YNL270C	-0.063	NaN
YNL271C	0.559	NaN
YNL272C	NaN	0.846
YNL273W	-0.460	NaN
YNL274C	0.284	NaN
YNL275W	-0.198	NaN
YNL276C	-0.184	NaN
YNL278W	-0.240	NaN
YNL279W	-0.079	NaN
YNL281W	-0.202	NaN
YNL282W	NaN	-1.192
YNL283C	-2.299	NaN
YNL284C	-0.371	NaN
YNL286W	-0.156	NaN
YNL287W	NaN	-3.660
YNL288W	-0.417	NaN
YNL289W	-0.321	NaN
YNL290W	NaN	-2.154
YNL291C	-0.162	NaN
YNL292W	-0.743	NaN
YNL293W	1.110	NaN
YNL294C	-3.336	NaN
YNL295W	-3.488	NaN
YNL296W	2.926	NaN
YNL297C	-1.620	NaN
YNL298W	-1.130	NaN
YNL299W	1.064	NaN
YNL300W	0.520	NaN
YNL301C	0.215	NaN
YNL303W	-0.068	NaN
YNL304W	0.046	NaN
YNL305C	-0.441	NaN
YNL306W	NaN	-0.403
YNL307C	-1.682	NaN
YNL308C	NaN	-0.999
YNL310C	NaN	-1.473
YNL311C	0.018	NaN
YNL312W	NaN	-0.619
YNL313C	NaN	0.036
YNL314W	-1.941	NaN
YNL315C	-0.328	NaN
YNL316C	0.424	NaN
YNL317W	NaN	1.221
YNL318C	-0.168	NaN
YNL319W	-0.091	NaN
YNL321W	-0.117	NaN
YNL322C	0.850	NaN
YNL323W	-0.310	NaN
YNL324W	0.302	NaN
YNL325C	-0.210	NaN
YNL326C	-0.117	NaN
YNL327W	0.370	NaN
YNL328C	-0.082	NaN
YNL329C	0.700	NaN
YNL332W	0.174	NaN
YNL333W	-0.319	NaN
YNL334C	-0.126	NaN
YNL335W	0.004	NaN
YNL336W	-0.246	NaN
YNL338W	-0.230	NaN
YNL339C	-0.082	NaN
YNR001C	-0.831	NaN
YNR002C	-0.150	NaN
YNR003C	NaN	-0.753
YNR004W	0.358	NaN
YNR005C	-0.093	NaN
YNR006W	-0.765	NaN
YNR007C	-2.129	NaN
YNR008W	0.768	NaN
YNR009W	0.039	NaN
YNR011C	NaN	-1.191
YNR012W	0.180	NaN
YNR013C	0.678	NaN
YNR014W	-0.167	NaN
YNR015W	-1.047	NaN
YNR016C	NaN	0.746
YNR017W	NaN	-1.297
YNR018W	0.252	NaN
YNR020C	-0.417	NaN
YNR021W	0.545	NaN
YNR024W	0.250	NaN
YNR025C	-0.121	NaN
YNR026C	NaN	-2.231
YNR027W	0.427	NaN
YNR028W	-0.409	NaN
YNR029C	-1.251	NaN
YNR030W	-0.197	NaN
YNR031C	-1.816	NaN
YNR032C-A	0.291	NaN
YNR032W	-0.377	NaN
YNR033W	-0.132	NaN
YNR034W	0.422	NaN
YNR035C	NaN	2.955
YNR037C	0.136	NaN
YNR038W	NaN	-1.005
YNR039C	-0.914	NaN
YNR040W	-2.115	NaN
YNR041C	0.329	NaN
YNR043W	NaN	-0.736
YNR044W	0.574	NaN
YNR045W	0.062	NaN
YNR046W	NaN	-4.047
YNR048W	-1.626	NaN
YNR049C	1.186	NaN
YNR050C	-0.718	NaN
YNR051C	0.059	NaN
YNR052C	-2.068	NaN
YNR053C	NaN	0.256
YNR054C	NaN	-1.541
YNR055C	0.292	NaN
YNR056C	-0.222	NaN
YNR057C	-0.251	NaN
YNR058W	0.195	NaN
YNR059W	-0.456	NaN
YNR060W	-0.370	NaN
YNR061C	-1.045	NaN
YNR062C	-0.385	NaN
YNR063W	-0.122	NaN
YNR064C	-0.172	NaN
YNR065C	0.113	NaN
YNR066C	0.016	NaN
YNR067C	-0.173	NaN
YNR068C	0.248	NaN
YNR069C	0.004	NaN
YNR070W	0.019	NaN
YNR071C	0.006	NaN
YNR072W	0.204	NaN
YNR073C	-0.080	NaN
YNR074C	0.507	NaN
YNR075W	-0.167	NaN
YOL001W	-1.188	NaN
YOL002C	0.397	NaN
YOL003C	-0.360	NaN
YOL004W	-0.415	NaN
YOL005C	NaN	0.254
YOL006C	-1.053	NaN
YOL007C	0.348	NaN
YOL008W	1.384	NaN
YOL009C	-1.643	NaN
YOL010W	NaN	-0.212
YOL011W	0.415	NaN
YOL013C	-0.029	NaN
YOL013W-B	-0.450	NaN
YOL014W	0.073	NaN
YOL015W	-0.158	NaN
YOL016C	-0.177	NaN
YOL017W	0.527	NaN
YOL018C	-1.450	NaN
YOL019W	0.003	NaN
YOL020W	-0.274	NaN
YOL021C	NaN	-0.124
YOL022C	NaN	1.166
YOL023W	-0.979	NaN
YOL024W	-0.392	NaN
YOL025W	-0.238	NaN
YOL026C	NaN	0.039
YOL027C	-0.877	NaN
YOL028C	-0.201	NaN
YOL029C	-0.232	NaN
YOL030W	-0.348	NaN
YOL031C	0.105	NaN
YOL032W	-0.042	NaN
YOL033W	0.063	NaN
YOL034W	NaN	-1.754
YOL035C	-0.226	NaN
YOL036W	0.045	NaN
YOL037C	0.237	NaN
YOL038W	NaN	-0.349
YOL039W	-0.789	NaN
YOL041C	-0.666	NaN
YOL042W	0.012	NaN
YOL043C	-0.365	NaN
YOL044W	1.368	NaN
YOL045W	0.684	NaN
YOL046C	0.455	NaN
YOL047C	-0.343	NaN
YOL048C	0.399	NaN
YOL049W	0.006	NaN
YOL050C	0.132	NaN
YOL052C	-0.011	NaN
YOL052C-A	-0.205	NaN
YOL053W	-0.136	NaN
YOL054W	0.888	NaN
YOL055C	-0.183	NaN
YOL056W	-0.282	NaN
YOL057W	-0.212	NaN
YOL058W	-0.072	NaN
YOL059W	-0.177	NaN
YOL060C	0.895	NaN
YOL061W	-1.091	NaN
YOL062C	-0.638	NaN
YOL063C	-0.211	NaN
YOL064C	1.213	NaN
YOL065C	-0.157	NaN
YOL066C	NaN	-1.349
YOL067C	-0.239	NaN
YOL068C	0.401	NaN
YOL069W	NaN	-0.070
YOL070C	-0.599	NaN
YOL071W	-1.708	NaN
YOL075C	0.068	NaN
YOL076W	-0.372	NaN
YOL077C	NaN	0.187
YOL078W	NaN	0.125
YOL079W	0.715	NaN
YOL080C	-0.066	NaN
YOL081W	-0.613	NaN
YOL082W	-0.159	NaN
YOL083W	-0.355	NaN
YOL084W	-0.296	NaN
YOL085C	-0.106	NaN
YOL087C	0.136	NaN
YOL088C	1.082	NaN
YOL089C	-2.093	NaN
YOL090W	-0.365	NaN
YOL091W	-0.215	NaN
YOL092W	-0.074	NaN
YOL093W	0.976	NaN
YOL094C	NaN	-1.129
YOL095C	-0.245	NaN
YOL097C	NaN	-0.173
YOL098C	-0.095	NaN
YOL099C	-0.886	NaN
YOL100W	1.327	NaN
YOL102C	NaN	-0.219
YOL103W	0.384	NaN
YOL105C	-0.108	NaN
YOL106W	0.118	NaN
YOL107W	-0.842	NaN
YOL108C	0.537	NaN
YOL109W	-1.369	NaN
YOL110W	-0.736	NaN
YOL111C	1.374	NaN
YOL112W	0.294	NaN
YOL113W	-0.035	NaN
YOL114C	-0.208	NaN
YOL115W	-0.141	NaN
YOL116W	0.405	NaN
YOL117W	-0.341	NaN
YOL118C	-0.120	NaN
YOL119C	-0.941	NaN
YOL120C	NaN	0.769
YOL121C	0.937	NaN
YOL122C	-0.882	NaN
YOL123W	NaN	-0.198
YOL124C	-1.092	NaN
YOL125W	-0.536	NaN
YOL126C	-0.223	NaN
YOL127W	NaN	-2.040
YOL128C	-0.389	NaN
YOL129W	0.081	NaN
YOL130W	NaN	1.131
YOL131W	0.404	NaN
YOL132W	0.029	NaN
YOL133W	NaN	-0.501
YOL134C	-1.058	NaN
YOL135C	NaN	1.904
YOL136C	0.586	NaN
YOL137W	0.189	NaN
YOL138C	0.201	NaN
YOL139C	NaN	-0.123
YOL141W	0.261	NaN
YOL144W	NaN	1.359
YOL146W	NaN	3.515
YOL147C	-0.112	NaN
YOL149W	NaN	-0.432
YOL150C	0.150	NaN
YOL151W	-0.209	NaN
YOL152W	-0.171	NaN
YOL153C	-0.178	NaN
YOL155C	-0.089	NaN
YOL158C	0.001	NaN
YOL159C	0.273	NaN
YOL160W	-0.757	NaN
YOL162W	0.233	NaN
YOL163W	-0.071	NaN
YOR001W	-1.017	NaN
YOR002W	-0.168	NaN
YOR003W	-0.061	NaN
YOR004W	NaN	-1.238
YOR005C	0.235	NaN
YOR006C	-2.140	NaN
YOR007C	0.297	NaN
YOR008C-A	-2.528	NaN
YOR008C	0.413	NaN
YOR009W	0.136	NaN
YOR010C	-0.000	NaN
YOR011W	0.148	NaN
YOR012W	-0.089	NaN
YOR013W	-0.514	NaN
YOR014W	-3.844	NaN
YOR015W	-2.306	NaN
YOR016C	-1.716	NaN
YOR017W	0.763	NaN
YOR018W	-0.400	NaN
YOR020C	NaN	0.076
YOR021C	-0.100	NaN
YOR022C	0.569	NaN
YOR023C	-0.044	NaN
YOR024W	-0.045	NaN
YOR025W	-0.063	NaN
YOR026W	1.292	NaN
YOR027W	0.184	NaN
YOR028C	-0.239	NaN
YOR029W	-0.456	NaN
YOR030W	-3.669	NaN
YOR031W	-0.504	NaN
YOR032C	0.069	NaN
YOR033C	-0.156	NaN
YOR034C	-0.585	NaN
YOR035C	-3.333	NaN
YOR036W	-2.662	NaN
YOR037W	0.183	NaN
YOR038C	0.388	NaN
YOR039W	-2.686	NaN
YOR040W	0.078	NaN
YOR041C	0.059	NaN
YOR042W	0.030	NaN
YOR043W	-0.304	NaN
YOR044W	0.202	NaN
YOR045W	-0.328	NaN
YOR046C	NaN	-0.629
YOR047C	-0.418	NaN
YOR048C	NaN	1.204
YOR049C	-0.100	NaN
YOR050C	-0.496	NaN
YOR051C	0.018	NaN
YOR052C	-0.332	NaN
YOR053W	-0.364	NaN
YOR054C	-0.093	NaN
YOR055W	0.065	NaN
YOR056C	NaN	-0.212
YOR057W	NaN	-0.758
YOR058C	0.001	NaN
YOR059C	0.174	NaN
YOR060C	NaN	0.104
YOR061W	-2.232	NaN
YOR062C	-0.225	NaN
YOR063W	NaN	-1.348
YOR064C	-0.495	NaN
YOR065W	0.579	NaN
YOR066W	0.409	NaN
YOR067C	0.159	NaN
YOR068C	-0.870	NaN
YOR069W	-0.451	NaN
YOR070C	-2.023	NaN
YOR071C	0.107	NaN
YOR072W	-0.315	NaN
YOR073W	2.373	NaN
YOR074C	NaN	-1.589
YOR076C	-0.053	NaN
YOR078W	-1.835	NaN
YOR079C	-0.234	NaN
YOR080W	-4.000	NaN
YOR081C	-0.765	NaN
YOR082C	0.642	NaN
YOR083W	1.030	NaN
YOR084W	-0.192	NaN
YOR085W	0.404	NaN
YOR086C	-0.430	NaN
YOR087W	-0.248	NaN
YOR089C	-0.903	NaN
YOR090C	-0.365	NaN
YOR091W	0.822	NaN
YOR092W	-0.380	NaN
YOR093C	0.389	NaN
YOR094W	0.444	NaN
YOR095C	NaN	0.665
YOR096W	-1.784	NaN
YOR097C	0.004	NaN
YOR098C	NaN	-2.731
YOR099W	0.715	NaN
YOR100C	0.101	NaN
YOR101W	-0.326	NaN
YOR103C	NaN	-0.629
YOR105W	0.284	NaN
YOR106W	-1.399	NaN
YOR107W	0.069	NaN
YOR108W	0.351	NaN
YOR109W	2.101	NaN
YOR110W	-1.220	NaN
YOR111W	-0.060	NaN
YOR112W	-0.369	NaN
YOR113W	-0.780	NaN
YOR114W	-0.535	NaN
YOR115C	1.675	NaN
YOR116C	NaN	0.112
YOR117W	NaN	-3.506
YOR118W	0.158	NaN
YOR119C	NaN	-1.211
YOR120W	-0.192	NaN
YOR121C	0.291	NaN
YOR122C	NaN	-0.366
YOR123C	-1.662	NaN
YOR124C	1.004	NaN
YOR126C	-0.270	NaN
YOR127W	-0.189	NaN
YOR129C	-0.309	NaN
YOR130C	0.161	NaN
YOR131C	-0.071	NaN
YOR132W	-0.025	NaN
YOR133W	-0.455	NaN
YOR134W	0.126	NaN
YOR135C	-0.405	NaN
YOR136W	-0.264	NaN
YOR137C	0.161	NaN
YOR138C	0.761	NaN
YOR139C	0.834	NaN
YOR140W	0.829	NaN
YOR141C	1.293	NaN
YOR142W	0.290	NaN
YOR143C	NaN	-2.953
YOR144C	0.855	NaN
YOR146W	-0.958	NaN
YOR147W	-0.104	NaN
YOR148C	NaN	-0.008
YOR149C	NaN	-1.191
YOR150W	-0.306	NaN
YOR151C	NaN	1.326
YOR152C	-0.597	NaN
YOR154W	2.198	NaN
YOR155C	-0.570	NaN
YOR156C	-0.310	NaN
YOR158W	-0.468	NaN
YOR159C	NaN	-3.396
YOR160W	NaN	-1.613
YOR161C	-0.301	NaN
YOR162C	-0.656	NaN
YOR163W	0.199	NaN
YOR164C	1.666	NaN
YOR165W	1.768	NaN
YOR166C	-0.290	NaN
YOR167C	-3.135	NaN
YOR168W	NaN	-0.622
YOR169C	-0.124	NaN
YOR170W	0.204	NaN
YOR171C	0.401	NaN
YOR172W	0.467	NaN
YOR173W	0.294	NaN
YOR174W	NaN	1.824
YOR175C	-1.136	NaN
YOR176W	NaN	-1.315
YOR177C	-0.377	NaN
YOR178C	-0.187	NaN
YOR179C	0.941	NaN
YOR180C	-0.309	NaN
YOR181W	NaN	1.823
YOR182C	-0.377	NaN
