ORF	hom | viral RNA replication (luciferase expression) | standard [standard] | Kushner DB~Ahlquist P, 2003
YFL044C	90.568
YFL046W	90.198
YFL047W	95.860
YFL048C	110.996
YFL049W	91.418
YFL050C	69.778
YFL051C	84.003
YFL052W	87.138
YFL053W	105.781
YFL054C	82.160
YFL055W	99.491
YFL056C	62.912
YFL063W	101.658
YFR001W	NaN
YFR006W	71.384
YFR007W	51.722
YFR008W	46.392
YFR009W	77.386
YFR010W	22.107
YFR011C	110.663
YFR012W	114.879
YFR013W	75.330
YFR014C	49.083
YFR015C	90.449
YFR016C	105.855
YFR017C	82.180
YFR018C	87.938
YFR019W	NaN
YFR020W	110.340
YFR021W	95.766
YFR022W	116.229
YFR023W	88.146
YFR024C	87.617
YFR024C-A	103.204
YFR025C	81.794
YFR026C	96.806
YFR030W	57.676
YFR031C-A	93.202
YFR032C	93.690
YFR032C-A	147.957
YFR033C	111.745
YFR034C	107.240
YFR035C	104.585
YFR036W	150.451
YFR038W	71.490
YFR039C	143.531
YFR040W	82.514
YFR041C	65.651
YFR043C	78.885
YFR044C	80.022
YFR045W	70.346
YFR046C	90.075
YFR047C	103.566
YFR048W	84.036
YFR049W	84.308
YFR053C	115.639
YFR054C	79.754
YFR055W	123.039
YFR056C	75.932
YFR057W	84.751
YGL002W	69.409
YGL003C	146.364
YGL004C	65.006
YGL005C	114.389
YGL006W	105.322
YGL007W	78.611
YGL010W	83.922
YGL012W	NaN
YGL013C	68.022
YGL014W	101.558
YGL015C	85.725
YGL016W	64.075
YGL017W	60.830
YGL019W	237.891
YGL020C	NaN
YGL021W	74.629
YGL023C	60.054
YGL025C	7.580
YGL026C	NaN
YGL027C	122.655
YGL028C	112.228
YGL031C	123.587
YGL032C	100.047
YGL033W	67.568
YGL034C	97.810
YGL035C	122.360
YGL036W	60.154
YGL037C	53.834
YGL038C	NaN
YGL039W	44.060
YGL041C	99.014
YGL042C	20.987
YGL043W	24.463
YGL045W	88.432
YGL046W	94.357
YGL049C	88.886
YGL050W	110.668
YGL051W	74.929
YGL053W	92.697
YGL054C	50.070
YGL056C	94.238
YGL057C	46.906
YGL058W	NaN
YGL059W	99.221
YGL060W	102.251
YGL062W	92.942
YGL063W	74.636
YGL064C	NaN
YGL066W	105.416
YGL067W	117.332
YGL070C	NaN
YGL071W	NaN
YGL072C	64.201
YGL076C	NaN
YGL077C	102.328
YGL078C	122.757
YGL079W	76.253
YGL080W	NaN
YGL081W	NaN
YGL082W	100.416
YGL083W	75.219
YGL084C	NaN
YGL085W	111.553
YGL086W	60.258
YGL087C	51.760
YGL088W	NaN
YGL089C	113.741
YGL090W	81.289
YGL094C	41.179
YGL095C	NaN
YGL096W	103.951
YGL101W	102.744
YGL104C	112.800
YGL105W	127.205
YGL107C	NaN
YGL108C	104.384
YGL109W	113.359
YGL110C	109.264
YGL114W	83.830
YGL115W	47.574
YGL117W	101.071
YGL118C	90.447
YGL121C	101.694
YGL124C	90.302
YGL125W	20.367
YGL126W	111.509
YGL127C	27.883
YGL129C	NaN
YGL131C	99.828
YGL132W	140.089
YGL133W	91.477
YGL135W	NaN
YGL136C	93.421
YGL138C	115.031
YGL139W	78.940
YGL140C	56.010
YGL141W	119.857
YGL143C	NaN
YGL144C	115.820
YGL146C	94.798
YGL147C	388.269
YGL148W	NaN
YGL149W	93.660
YGL151W	34.681
YGL152C	110.823
YGL153W	91.309
YGL154C	124.705
YGL156W	94.210
YGL157W	78.079
YGL158W	79.937
YGL159W	89.725
YGL160W	90.926
YGL161C	58.651
YGL162W	109.309
YGL163C	NaN
YGL164C	108.760
YGL165C	117.033
YGL166W	172.492
YGL167C	NaN
YGL168W	NaN
YGL170C	110.394
YGL175C	143.477
YGL176C	98.412
YGL177W	81.517
YGL179C	90.309
YGL180W	138.236
YGL181W	71.718
YGL194C	23.100
YGL195W	40.842
YGL196W	61.482
YGL197W	111.250
YGL198W	91.073
YGL199C	114.509
YGL200C	46.100
YGL202W	106.428
YGL203C	204.310
YGL204W	102.277
YGL206C	NaN
YGL208W	107.556
YGL209W	101.453
YGL210W	169.592
YGL211W	335.867
YGL212W	67.624
YGL213C	439.682
YGL214W	555.173
YGL215W	80.692
YGL216W	148.932
YGL217C	175.079
YGL218W	NaN
YGL219C	NaN
YGL220W	79.669
YGL221C	77.683
YGL222C	88.074
YGL223C	NaN
YGL224C	88.734
YGL226C-A	89.744
YGL226W	75.132
YGL227W	73.425
YGL228W	37.779
YGL229C	66.961
YGL230C	103.704
YGL231C	110.979
YGL232W	114.951
YGL234W	NaN
YGL235W	119.323
YGL236C	NaN
YGL237C	167.945
YGL240W	NaN
YGL241W	33.116
YGL242C	107.878
YGL243W	74.685
YGL244W	38.061
YGL246C	NaN
YGL248W	89.811
YGL249W	81.255
YGL250W	101.030
YGL251C	NaN
YGL252C	87.002
YGL253W	81.339
YGL254W	81.975
YGL255W	69.725
YGL256W	77.847
YGL257C	82.699
YGL258W	48.446
YGL259W	84.369
YGL260W	84.540
YGL261C	84.403
YGL262W	89.179
YGL263W	83.624
YGR001C	26.711
YGR003W	80.755
YGR004W	43.986
YGR006W	NaN
YGR007W	87.465
YGR008C	93.490
YGR010W	58.505
YGR011W	116.080
YGR012W	95.942
YGR014W	72.773
YGR015C	94.291
YGR016W	67.248
YGR017W	60.266
YGR018C	105.737
YGR019W	85.741
YGR020C	NaN
YGR021W	67.563
YGR022C	137.292
YGR023W	108.531
YGR025W	119.926
YGR026W	92.612
YGR027C	219.163
YGR028W	62.526
YGR031W	105.339
YGR032W	108.436
YGR033C	79.242
YGR034W	133.709
YGR035C	84.022
YGR036C	NaN
YGR037C	8.588
YGR038W	115.978
YGR039W	95.219
YGR040W	124.638
YGR041W	95.495
YGR042W	105.668
YGR043C	98.074
YGR044C	107.797
YGR045C	102.226
YGR049W	77.234
YGR050C	101.903
YGR051C	87.159
YGR052W	97.313
YGR053C	94.374
YGR054W	236.938
YGR055W	68.996
YGR056W	161.252
YGR057C	176.639
YGR058W	124.165
YGR059W	78.988
YGR061C	NaN
YGR062C	NaN
YGR063C	0.383
YGR064W	NaN
YGR066C	105.190
YGR067C	119.046
YGR068C	65.593
YGR069W	70.839
YGR070W	79.798
YGR071C	103.796
YGR072W	261.422
YGR076C	NaN
YGR077C	115.874
YGR078C	NaN
YGR079W	94.498
YGR080W	104.520
YGR081C	127.085
YGR084C	76.264
YGR085C	63.787
YGR086C	79.936
YGR087C	57.688
YGR088W	109.464
YGR089W	68.917
YGR092W	84.037
YGR093W	74.452
YGR096W	127.662
YGR097W	136.617
YGR100W	65.420
YGR101W	NaN
YGR102C	NaN
YGR104C	NaN
YGR105W	NaN
YGR106C	85.761
YGR107W	53.463
YGR108W	65.483
YGR109C	88.011
YGR110W	81.403
YGR111W	65.264
YGR112W	138.790
YGR117C	116.468
YGR118W	177.016
YGR121C	91.545
YGR122C-A	118.638
YGR122W	69.700
YGR123C	82.450
YGR124W	137.675
YGR125W	109.106
YGR126W	95.170
YGR127W	99.991
YGR129W	110.249
YGR130C	105.120
YGR131W	89.487
YGR132C	97.734
YGR133W	87.623
YGR134W	92.178
YGR135W	19.381
YGR136W	94.339
YGR137W	96.983
YGR138C	99.960
YGR139W	104.582
YGR141W	129.013
YGR142W	109.594
YGR143W	78.277
YGR144W	75.614
YGR146C	129.823
YGR148C	136.648
YGR149W	90.331
YGR150C	NaN
YGR151C	223.948
YGR152C	86.052
YGR153W	63.195
YGR154C	59.318
YGR155W	NaN
YGR157W	40.269
YGR159C	NaN
YGR160W	NaN
YGR161C	99.777
YGR162W	53.816
YGR163W	94.519
YGR164W	84.881
YGR165W	NaN
YGR166W	110.859
YGR167W	NaN
YGR168C	79.906
YGR169C	90.121
YGR170W	124.747
YGR171C	NaN
YGR173W	78.554
YGR174C	114.352
YGR176W	77.186
YGR177C	90.113
YGR178C	83.420
YGR180C	NaN
YGR181W	81.563
YGR182C	113.456
YGR183C	139.394
YGR184C	19.330
YGR187C	101.825
YGR188C	10.995
YGR189C	113.654
YGR192C	86.636
YGR193C	78.068
YGR194C	71.401
YGR196C	111.305
YGR197C	83.922
YGR199W	69.425
YGR200C	444.187
YGR201C	66.923
YGR202C	80.410
YGR203W	76.806
YGR204W	NaN
YGR205W	91.589
YGR206W	82.813
YGR207C	111.162
YGR208W	82.693
YGR209C	83.447
YGR210C	80.512
YGR212W	80.310
YGR213C	87.529
YGR214W	106.994
YGR215W	NaN
YGR217W	118.359
YGR219W	NaN
YGR220C	NaN
YGR221C	142.931
YGR222W	NaN
YGR223C	86.472
YGR224W	86.981
YGR225W	95.072
YGR226C	108.668
YGR227W	93.395
YGR228W	233.198
YGR229C	NaN
YGR230W	81.860
YGR231C	93.323
YGR232W	81.921
YGR233C	164.528
YGR234W	73.482
YGR235C	97.621
YGR236C	114.169
YGR237C	63.445
YGR238C	126.825
YGR239C	97.565
YGR240C	NaN
YGR241C	88.031
YGR242W	99.640
YGR243W	100.029
YGR244C	117.747
YGR247W	96.964
YGR248W	87.471
YGR249W	117.174
YGR250C	78.165
YGR252W	NaN
YGR254W	106.732
YGR255C	NaN
YGR256W	106.808
YGR257C	NaN
YGR258C	87.448
YGR259C	151.504
YGR260W	130.093
YGR261C	130.266
YGR262C	NaN
YGR263C	94.325
YGR266W	86.019
YGR268C	100.244
YGR269W	108.140
YGR270W	84.190
YGR271W	97.377
YGR272C	NaN
YGR273C	108.630
YGR275W	103.888
YGR276C	103.040
YGR279C	123.540
YGR281W	92.884
YGR282C	99.795
YGR283C	115.648
YGR284C	73.959
YGR285C	NaN
YGR286C	105.216
YGR287C	87.662
YGR288W	99.919
YGR289C	74.001
YGR290W	106.599
YGR291C	77.575
YGR292W	104.786
YGR295C	97.664
YHL002W	60.031
YHL003C	85.168
YHL005C	116.814
YHL006C	90.209
YHL007C	NaN
YHL008C	100.114
YHL009C	82.695
YHL010C	89.876
YHL011C	18.872
YHL012W	84.262
YHL013C	71.093
YHL014C	126.721
YHL016C	85.408
YHL017W	102.896
YHL019C	100.025
YHL020C	85.341
YHL021C	93.288
YHL022C	111.018
YHL023C	60.884
YHL024W	98.454
YHL025W	49.114
YHL026C	89.960
YHL027W	64.053
YHL028W	72.204
YHL029C	22.008
YHL030W	85.615
YHL031C	NaN
YHL032C	102.678
YHL033C	99.252
YHL034C	231.236
YHL035C	87.489
YHL036W	84.367
YHL037C	71.261
YHL038C	NaN
YHL039W	91.031
YHL040C	76.938
YHL041W	56.171
YHL042W	87.766
YHL043W	92.107
YHL044W	135.681
YHL045W	97.301
YHL046C	116.079
YHL047C	99.609
YHR001W-A	128.527
YHR003C	91.208
YHR004C	406.940
YHR006W	79.610
YHR008C	NaN
YHR009C	94.939
YHR010W	NaN
YHR011W	NaN
YHR012W	102.005
YHR013C	39.456
YHR014W	84.506
YHR015W	71.117
YHR016C	90.712
YHR017W	86.689
YHR018C	93.247
YHR021C	96.996
YHR021W-A	107.340
YHR022C	111.851
YHR025W	NaN
YHR026W	NaN
YHR028C	83.408
YHR029C	92.153
YHR030C	NaN
YHR031C	124.891
YHR032W	88.824
YHR033W	79.085
YHR034C	113.747
YHR035W	87.429
YHR037W	79.959
YHR038W	NaN
YHR039C	97.103
YHR039C-B	NaN
YHR041C	NaN
YHR043C	92.525
YHR044C	77.386
YHR045W	107.798
YHR046C	91.499
YHR047C	78.928
YHR048W	102.953
YHR049C-A	85.564
YHR049W	87.539
YHR050W	107.404
YHR051W	NaN
YHR057C	66.863
YHR059W	NaN
YHR060W	NaN
YHR061C	91.425
YHR064C	49.371
YHR066W	87.418
YHR067W	NaN
YHR073W	84.389
YHR075C	105.760
YHR076W	61.515
YHR077C	237.555
YHR078W	138.621
YHR079C	NaN
YHR079C-B	95.235
YHR080C	104.840
YHR081W	141.226
YHR082C	108.531
YHR086W	129.494
YHR087W	129.932
YHR091C	NaN
YHR092C	124.338
YHR093W	78.560
YHR094C	81.201
YHR095W	94.567
YHR096C	88.157
YHR097C	72.239
YHR100C	204.732
YHR103W	229.972
YHR104W	108.271
YHR105W	89.737
YHR106W	73.228
YHR108W	89.157
YHR109W	76.284
YHR110W	83.654
YHR111W	374.267
YHR112C	88.711
YHR113W	98.400
YHR114W	89.698
YHR115C	86.839
YHR116W	NaN
YHR117W	96.003
YHR120W	NaN
YHR121W	75.915
YHR123W	87.354
YHR124W	80.844
YHR125W	83.928
YHR126C	69.847
YHR127W	106.185
YHR129C	116.510
YHR130C	79.608
YHR131C	72.699
YHR132C	116.147
YHR132W-A	81.953
YHR133C	97.305
YHR134W	108.300
YHR135C	88.742
YHR136C	102.371
YHR137W	75.416
YHR138C	72.696
YHR139C	84.204
YHR139C-A	87.388
YHR140W	81.439
YHR142W	157.137
YHR143W	76.546
YHR146W	71.809
YHR147C	NaN
YHR150W	81.103
YHR151C	112.457
YHR152W	109.972
YHR153C	88.963
YHR154W	99.394
YHR155W	67.153
YHR156C	81.202
YHR157W	80.884
YHR158C	63.448
YHR159W	72.825
YHR160C	77.217
YHR161C	96.328
YHR162W	75.604
YHR163W	52.630
YHR167W	12.590
YHR168W	NaN
YHR171W	83.324
YHR176W	61.623
YHR177W	79.333
YHR178W	NaN
YHR179W	30.456
YHR180W	133.399
YHR181W	78.656
YHR182W	79.541
YHR183W	NaN
YHR184W	104.450
YHR185C	74.797
YHR189W	127.571
YHR191C	NaN
YHR193C	73.445
YHR194W	180.938
YHR195W	99.395
YHR198C	103.901
YHR199C	73.167
YHR200W	157.842
YHR202W	139.578
YHR203C	197.313
YHR204W	224.807
YHR206W	132.404
YHR207C	367.259
YHR209W	114.438
YHR210C	100.343
YIL001W	85.345
YIL002C	90.930
YIL005W	140.817
YIL006W	78.298
YIL007C	76.628
YIL008W	59.779
YIL009C-A	118.628
YIL009W	76.980
YIL010W	101.088
YIL011W	72.388
YIL012W	103.510
YIL013C	108.969
YIL014W	82.000
YIL015C-A	NaN
YIL015W	94.211
YIL016W	85.451
YIL017C	123.824
YIL018W	NaN
YIL020C	60.553
YIL023C	87.145
YIL024C	95.771
YIL025C	81.995
YIL027C	99.231
YIL028W	96.499
YIL029C	66.075
YIL030C	36.587
YIL032C	103.921
YIL034C	58.274
YIL035C	58.962
YIL036W	NaN
YIL037C	110.133
YIL038C	106.665
YIL039W	NaN
YIL040W	102.073
YIL041W	57.748
YIL042C	76.358
YIL043C	59.908
YIL044C	37.164
YIL045W	73.214
YIL047C	NaN
YIL049W	117.243
YIL050W	92.609
YIL052C	59.678
YIL053W	103.055
YIL054W	80.370
YIL055C	45.660
YIL056W	75.010
YIL057C	32.729
YIL058W	115.016
YIL059C	81.173
YIL060W	NaN
YIL064W	111.440
YIL065C	90.984
YIL066C	52.714
YIL067C	125.162
YIL069C	60.195
YIL070C	90.026
YIL071C	93.803
YIL072W	95.963
YIL073C	82.100
YIL074C	70.550
YIL076W	74.668
YIL077C	68.065
YIL079C	75.728
YIL084C	80.209
YIL085C	86.606
YIL086C	79.020
YIL087C	128.170
YIL088C	99.726
YIL089W	82.955
YIL090W	NaN
YIL092W	75.551
YIL093C	NaN
YIL094C	NaN
YIL095W	79.111
YIL096C	56.948
YIL097W	NaN
YIL098C	130.633
YIL099W	82.866
YIL100W	61.099
YIL101C	61.438
YIL102C	83.176
YIL103W	NaN
YIL105C	73.565
YIL107C	31.223
YIL108W	82.628
YIL110W	73.236
YIL111W	66.089
YIL112W	49.777
YIL113W	120.117
YIL114C	84.043
YIL116W	81.791
YIL117C	110.668
YIL119C	116.890
YIL120W	110.556
YIL121W	121.838
YIL122W	127.482
YIL123W	127.678
YIL124W	47.005
YIL125W	56.823
YIL128W	102.580
YIL130W	78.007
YIL131C	83.736
YIL132C	82.675
YIL133C	120.222
YIL134W	100.032
YIL135C	54.178
YIL136W	111.047
YIL137C	90.234
YIL138C	108.632
YIL139C	103.788
YIL140W	81.677
YIL141W	95.716
YIL145C	100.250
YIL146C	105.835
YIL148W	NaN
YIL149C	100.647
YIL152W	104.222
YIL153W	63.234
YIL154C	NaN
YIL155C	130.423
YIL156W	100.955
YIL157C	89.582
YIL158W	95.366
YIL159W	100.232
YIL160C	54.070
YIL161W	85.363
YIL162W	110.563
YIL163C	91.361
YIL164C	99.187
YIL165C	81.511
YIL166C	99.843
YIL167W	74.059
YIL168W	111.338
YIL170W	97.645
YIL173W	86.256
YIR001C	75.068
YIR002C	92.473
YIR003W	83.828
YIR004W	NaN
YIR005W	243.977
YIR007W	94.688
YIR009W	91.980
YIR013C	106.801
YIR014W	80.733
YIR016W	116.137
YIR017C	111.268
YIR018W	100.329
YIR019C	96.815
YIR020C	106.537
YIR020W-B	146.586
YIR021W	NaN
YIR023W	99.874
YIR024C	207.224
YIR025W	112.165
YIR026C	NaN
YIR027C	92.516
YIR028W	71.600
YIR029W	85.597
YIR030C	93.005
YIR031C	76.282
YIR032C	106.278
YIR033W	59.544
YIR034C	NaN
YIR035C	87.442
YIR036C	311.200
YIR037W	286.625
YIR038C	246.951
YIR039C	103.896
YIR042C	98.892
YIR043C	102.907
YIR044C	94.633
YJL003W	NaN
YJL004C	96.108
YJL006C	97.723
YJL007C	80.815
YJL012C	69.723
YJL013C	49.753
YJL016W	103.033
YJL017W	94.770
YJL020C	126.421
YJL021C	154.091
YJL022W	NaN
YJL023C	NaN
YJL024C	117.213
YJL027C	73.618
YJL028W	76.146
YJL029C	NaN
YJL030W	37.221
YJL036W	83.474
YJL037W	72.490
YJL038C	89.942
YJL042W	89.114
YJL043W	87.958
YJL044C	98.290
YJL045W	87.117
YJL046W	NaN
YJL047C	149.002
YJL048C	88.969
YJL049W	168.324
YJL051W	76.126
YJL052W	102.998
YJL053W	NaN
YJL055W	78.569
YJL056C	NaN
YJL057C	67.093
YJL058C	107.746
YJL059W	91.243
YJL060W	107.225
YJL062W	298.064
YJL063C	NaN
YJL064W	96.130
YJL065C	78.361
YJL066C	92.058
YJL067W	87.798
YJL068C	71.680
YJL070C	105.092
YJL071W	73.987
YJL073W	79.932
YJL075C	NaN
YJL077C	108.116
YJL078C	100.140
YJL079C	86.439
YJL080C	39.641
YJL082W	94.639
YJL083W	55.750
YJL084C	74.233
YJL088W	NaN
YJL089W	83.443
YJL092W	211.685
YJL093C	72.276
YJL094C	101.594
YJL095W	NaN
YJL096W	NaN
YJL098W	73.179
YJL099W	155.600
YJL100W	56.674
YJL101C	10.406
YJL102W	NaN
YJL103C	88.105
YJL105W	101.078
YJL106W	79.466
YJL107C	91.807
YJL108C	88.671
YJL110C	73.188
YJL112W	86.573
YJL115W	255.893
YJL116C	71.792
YJL117W	97.215
YJL118W	189.585
YJL119C	70.466
YJL120W	NaN
YJL121C	NaN
YJL122W	109.329
YJL123C	116.542
YJL124C	26.358
YJL126W	84.287
YJL127C	167.883
YJL128C	291.030
YJL129C	NaN
YJL130C	NaN
YJL131C	61.451
YJL132W	104.935
YJL133W	100.900
YJL134W	72.023
YJL135W	79.489
YJL136C	150.422
YJL137C	78.500
YJL138C	NaN
YJL139C	123.729
YJL140W	80.257
YJL141C	64.379
YJL142C	97.499
YJL144W	79.528
YJL145W	81.189
YJL146W	80.757
YJL147C	94.342
YJL148W	15.697
YJL149W	96.707
YJL150W	69.802
YJL151C	113.004
YJL152W	113.285
YJL153C	86.570
YJL154C	85.773
YJL155C	54.196
YJL157C	94.435
YJL158C	89.547
YJL159W	191.897
YJL160C	75.712
YJL161W	94.602
YJL162C	69.930
YJL163C	103.167
YJL164C	68.691
YJL165C	177.737
YJL166W	NaN
YJL168C	73.727
YJL169W	58.277
YJL170C	88.882
YJL171C	90.477
YJL172W	129.116
YJL175W	61.608
YJL176C	NaN
YJL177W	93.144
YJL178C	116.140
YJL179W	72.485
YJL180C	NaN
YJL181W	90.855
YJL182C	52.093
YJL183W	413.601
YJL184W	102.631
YJL185C	NaN
YJL186W	96.239
YJL187C	117.562
YJL188C	NaN
YJL189W	NaN
YJL190C	86.432
YJL191W	119.014
YJL192C	89.961
YJL193W	41.100
YJL196C	113.833
YJL197W	46.950
YJL198W	67.344
YJL199C	89.079
YJL200C	100.866
YJL201W	NaN
YJL204C	372.580
YJL206C	110.243
YJL206C-A	100.763
YJL207C	86.812
YJL208C	145.470
YJL209W	NaN
YJL210W	113.037
YJL211C	93.858
YJL212C	113.366
YJL213W	96.168
YJL214W	104.466
YJL215C	77.203
YJL216C	90.977
YJL217W	71.139
YJL218W	101.932
YJR001W	66.510
YJR003C	99.086
YJR004C	91.560
YJR005W	99.710
YJR008W	79.949
YJR009C	102.713
YJR010C-A	110.837
YJR010W	82.863
YJR011C	111.816
YJR014W	69.906
YJR015W	100.347
YJR018W	67.728
YJR019C	65.638
YJR020W	80.345
YJR021C	93.113
YJR024C	66.688
YJR025C	88.438
YJR026W	77.389
YJR030C	106.892
YJR031C	99.413
YJR032W	150.926
YJR033C	117.783
YJR034W	NaN
YJR035W	86.724
YJR036C	91.443
YJR037W	82.761
YJR038C	84.062
YJR039W	104.877
YJR040W	171.830
YJR043C	94.332
YJR044C	108.737
YJR047C	79.308
YJR048W	120.806
YJR049C	153.028
YJR050W	157.687
YJR051W	78.188
YJR052W	93.569
YJR053W	60.429
YJR054W	127.727
YJR055W	NaN
YJR056C	157.085
YJR058C	113.678
YJR059W	80.087
YJR060W	128.531
YJR061W	96.023
YJR062C	72.707
YJR063W	70.509
YJR066W	102.593
YJR069C	82.302
YJR070C	230.580
YJR073C	NaN
YJR074W	422.021
YJR075W	175.362
YJR077C	NaN
YJR078W	98.552
YJR079W	112.557
YJR080C	102.554
YJR082C	101.136
YJR083C	144.950
YJR084W	149.634
YJR087W	109.969
YJR088C	118.477
YJR090C	NaN
YJR091C	127.425
YJR092W	76.857
YJR094C	69.606
YJR094W-A	109.323
YJR095W	91.293
YJR096W	107.861
YJR097W	67.093
YJR098C	103.228
YJR099W	69.245
YJR100C	87.710
YJR102C	29.038
YJR103W	93.892
YJR104C	NaN
YJR105W	NaN
YJR106W	100.149
YJR107W	88.372
YJR108W	71.040
YJR109C	75.883
YJR110W	91.085
YJR111C	105.975
YJR113C	NaN
YJR115W	90.633
YJR116W	82.627
YJR117W	52.053
YJR118C	NaN
YJR119C	107.125
YJR120W	NaN
YJR121W	NaN
YJR122W	NaN
YJR124C	68.533
YJR125C	82.343
YJR126C	93.625
YJR127C	100.804
YJR128W	83.137
YJR129C	54.802
YJR130C	139.806
YJR131W	121.651
YJR133W	108.577
YJR134C	101.861
YJR135C	71.620
YJR137C	52.334
YJR139C	NaN
YJR140C	126.795
YJR142W	53.763
YJR144W	NaN
YJR145C	185.000
YJR146W	88.220
YJR147W	74.231
YJR148W	83.887
YJR149W	85.258
YJR150C	116.876
YJR152W	113.716
YJR153W	83.806
YJR154W	89.890
YKL001C	98.726
YKL002W	NaN
YKL003C	NaN
YKL005C	63.051
YKL006W	204.407
YKL007W	118.239
YKL008C	96.404
YKL009W	NaN
YKL010C	30.959
YKL011C	103.941
YKL015W	112.083
YKL016C	NaN
YKL017C	106.978
YKL020C	43.775
YKL023W	220.693
YKL025C	72.968
YKL026C	89.502
YKL027W	123.309
YKL029C	104.902
YKL030W	86.923
YKL031W	98.079
YKL032C	50.581
YKL033W-A	117.370
YKL034W	99.360
YKL037W	NaN
YKL038W	52.333
YKL039W	84.522
YKL040C	84.793
YKL041W	NaN
YKL043W	96.661
YKL044W	98.263
YKL046C	93.177
YKL047W	90.262
YKL048C	NaN
YKL050C	93.105
YKL051W	98.435
YKL053C-A	148.639
YKL053W	50.758
YKL054C	NaN
YKL055C	NaN
YKL056C	110.004
YKL057C	NaN
YKL061W	80.198
YKL062W	87.412
YKL063C	99.727
YKL064W	89.378
YKL065C	89.706
YKL066W	83.131
YKL067W	87.405
YKL068W	93.382
YKL069W	79.457
YKL070W	77.887
YKL071W	127.474
YKL072W	105.814
YKL073W	86.975
YKL074C	73.476
YKL075C	84.658
YKL076C	91.811
YKL077W	119.255
YKL079W	129.843
YKL080W	NaN
YKL081W	52.374
YKL084W	70.917
YKL085W	63.311
YKL086W	92.005
YKL087C	161.630
YKL090W	84.017
YKL091C	106.973
YKL092C	216.971
YKL093W	87.818
YKL094W	93.639
YKL096W	79.302
YKL096W-A	104.917
YKL097C	85.022
YKL098W	111.483
YKL100C	76.303
YKL101W	133.359
YKL102C	91.171
YKL103C	61.495
YKL105C	73.624
YKL106W	82.158
YKL107W	90.145
YKL109W	141.587
YKL110C	367.233
YKL113C	183.784
YKL114C	46.561
YKL115C	120.847
YKL116C	67.985
YKL117W	74.806
YKL118W	NaN
YKL119C	NaN
YKL120W	99.107
YKL121W	119.784
YKL123W	94.138
YKL124W	86.519
YKL126W	87.942
YKL127W	87.339
YKL128C	94.830
YKL129C	80.764
YKL130C	85.418
YKL131W	102.420
YKL132C	86.425
YKL133C	88.382
YKL134C	NaN
YKL135C	81.778
YKL136W	71.541
YKL137W	85.729
YKL138C	NaN
YKL139W	NaN
YKL140W	96.687
YKL142W	78.497
YKL143W	89.887
YKL146W	101.313
YKL147C	106.650
YKL148C	82.291
YKL149C	492.715
YKL150W	92.382
YKL151C	92.320
YKL155C	NaN
YKL156W	83.829
YKL157W	79.924
YKL158W	77.549
YKL159C	80.591
YKL160W	24.446
YKL161C	103.434
YKL162C	86.117
YKL162C-A	86.788
YKL163W	71.068
YKL164C	98.153
YKL166C	92.061
YKL167C	149.333
YKL168C	86.389
YKL169C	NaN
YKL170W	NaN
YKL171W	98.234
YKL174C	97.631
YKL175W	92.930
YKL176C	90.653
YKL179C	92.046
YKL183W	94.303
YKL184W	103.001
YKL185W	93.253
YKL187C	90.415
YKL188C	98.384
YKL190W	84.156
YKL191W	97.267
YKL197C	106.897
YKL198C	106.161
YKL199C	82.679
YKL200C	123.587
YKL201C	128.097
YKL202W	105.673
YKL204W	NaN
YKL205W	139.659
YKL206C	69.118
YKL207W	111.164
YKL208W	102.786
YKL211C	NaN
YKL212W	NaN
YKL213C	13.942
YKL214C	95.826
YKL215C	82.798
YKL216W	NaN
YKL217W	93.231
YKL218C	100.154
YKL220C	92.496
YKL221W	96.565
YKL222C	90.624
YKR001C	NaN
YKR003W	125.642
YKR005C	107.860
YKR006C	NaN
YKR007W	86.619
YKR009C	77.631
YKR010C	104.369
YKR011C	86.449
YKR012C	70.737
YKR013W	96.547
YKR014C	85.169
YKR015C	108.594
YKR016W	148.800
YKR017C	107.214
YKR018C	112.630
YKR019C	99.286
YKR020W	NaN
YKR021W	116.501
YKR023W	103.625
YKR024C	NaN
YKR026C	102.377
YKR027W	185.333
YKR028W	75.625
YKR029C	44.174
YKR030W	114.871
YKR031C	79.727
YKR032W	77.624
YKR033C	89.585
YKR034W	114.908
YKR035C	71.756
YKR035W-A	79.967
YKR036C	96.621
YKR039W	95.575
YKR040C	125.238
YKR041W	126.943
YKR042W	190.346
YKR043C	104.001
YKR044W	80.941
YKR045C	123.863
YKR046C	110.148
YKR047W	123.189
YKR048C	123.689
YKR049C	93.024
YKR050W	99.068
YKR051W	89.081
YKR052C	71.440
YKR053C	109.060
YKR054C	136.415
YKR055W	111.035
YKR056W	91.456
YKR057W	163.017
YKR058W	103.960
YKR059W	186.608
YKR060W	120.834
YKR061W	106.081
YKR064W	114.712
YKR065C	48.752
YKR066C	89.863
YKR067W	124.399
YKR069W	92.746
YKR070W	83.911
YKR072C	186.463
YKR073C	144.262
YKR074W	52.919
YKR075C	101.586
YKR076W	96.355
YKR077W	108.948
YKR078W	108.243
YKR080W	95.493
YKR082W	NaN
YKR084C	85.917
YKR085C	NaN
YKR087C	103.962
YKR088C	106.259
YKR089C	47.812
YKR090W	136.473
YKR091W	102.260
YKR092C	119.310
YKR093W	94.437
YKR094C	144.269
YKR095W	113.791
YKR096W	82.651
YKR097W	100.788
YKR098C	98.223
YKR099W	94.172
YKR100C	55.786
YKR101W	93.925
