ORF	hap a | growth (colony size) | Chimaphylin [0.05 mg/mL] | Galvan IJ~Smith ML, 2008
YLL057C	0.999
YKL200C	1.585
YLL058W	1.115
YKL205W	0.968
YLL060C	1.342
YKL206C	1.523
YLL061W	1.062
YKL207W	1.159
YLL062C	0.908
YKL208W	0.857
YLL063C	0.881
YKL211C	0.332
YLR001C	0.702
YKL212W	0.746
YLR003C	0.557
YKL213C	0.496
YLR004C	0.000
YKL214C	0.178
YLR006C	0.893
YKL216W	0.748
YLR011W	1.657
YKL217W	0.299
YLR012C	0.951
YKL218C	1.100
YKL069W	0.753
YJL192C	1.426
YKL070W	1.118
YJL191W	0.999
YKL071W	1.065
YJL190C	1.226
YKL072W	1.152
YJL189W	0.922
YKL073W	0.528
YJL188C	0.874
YKL074C	0.933
YJL187C	0.494
YKL075C	0.680
YJL186W	0.571
YKL076C	0.738
YJL185C	0.783
YKL077W	0.850
YJL183W	0.301
YKL079W	0.000
YJL181W	0.681
YKL080W	0.605
YJL182C	0.672
YKL081W	1.270
YJL180C	1.371
YLL041C	1.103
YKL178C	1.213
YLL042C	1.522
YKL179C	1.011
YLL043W	1.127
YKL183W	0.621
YLL045C	0.889
YKL184W	1.137
YLL046C	0.387
YKL185W	1.078
YLL047W	0.367
YKL187C	0.000
YLL051C	0.978
YKL188C	0.400
YLL052C	0.195
YKL190W	1.109
YLL053C	0.000
YKL191W	0.000
YLL054C	1.168
YKL197C	0.000
YLL055W	0.598
YKL198C	0.761
YLL056C	1.069
YKL199C	1.084
YKL053W	0.835
YJL208C	1.189
YKL054C	0.985
YJL207C	1.266
YKL055C	1.105
YJL206C	1.399
YKL056C	0.988
YJL206C-A	0.924
YKL061W	1.279
YJL204C	0.807
YKL062W	1.126
YJL201W	0.000
YKL063C	1.329
YJL200C	1.632
YKL064W	1.203
YJL199C	0.000
YKL065C	0.599
YJL198W	0.000
YKL066W	0.000
YJL197W	0.399
YKL067W	0.294
YJL196C	1.634
YKL068W	0.742
YJL193W	1.345
YLL023C	1.012
YKL163W	0.697
YLL024C	1.036
YKL164C	0.876
YLL025W	1.209
YKL166C	1.339
YLL026W	0.970
YKL167C	1.104
YLL027W	0.732
YKL168C	0.511
YLL028W	1.290
YKL169C	0.999
YLL029W	1.413
YKL170W	0.929
YLL032C	0.467
YKL171W	0.624
YLL033W	0.911
YKL174C	0.346
YLL038C	1.770
YKL175W	0.839
YLL039C	0.000
YKL176C	0.502
YLL040C	1.146
YKL177W	1.090
YKL037W	0.825
YIL095W	1.099
YKL038W	0.864
YIL096C	0.837
YKL039W	1.072
YIL097W	1.172
YKL040C	1.043
YJL218W	0.973
YKL041W	0.965
YJL217W	0.766
YKL043W	1.105
YJL216C	1.160
YKL044W	1.219
YJL215C	0.834
YKL046C	0.756
YJL214W	0.551
YKL047W	1.048
YJL212C	1.276
YKL048C	0.817
YJL210W	0.609
YKL050C	1.277
YJL211C	1.472
YKL051W	1.095
YJL209W	1.096
YMR231W	0.939
YMR016C	1.002
YMR232W	1.377
YMR017W	1.185
YMR233W	0.663
YMR018W	1.720
YMR234W	1.401
YMR019W	1.437
YMR237W	1.535
YMR020W	1.463
YMR238W	1.362
YMR021C	1.173
YMR241W	1.199
YMR022W	1.382
YMR242C	0.000
YMR023C	1.453
YMR243C	1.664
YMR024W	NaN
YMR244W	1.482
YMR025W	1.436
YMR245W	1.305
YMR026C	0.000
YMR244C-A	0.894
YMR027W	1.375
YLR352W	0.940
YLR221C	1.112
YLR353W	0.809
YLR224W	0.925
YLR354C	0.979
YLR225C	1.205
YLR356W	1.315
YLR227C	1.047
YLR357W	0.951
YLR228C	0.892
YLR360W	0.913
YLR231C	1.125
YLR362W	1.290
YLR232W	1.429
YLR363C	1.348
YLR233C	1.304
YLR364W	1.596
YLR234W	0.000
YLR365W	1.656
YLR235C	0.960
YLR366W	0.805
YLR236C	1.097
YLR367W	1.254
YMR266W	1.200
YMR214W	0.700
YML001W	1.023
YMR215W	0.940
YMR002W	0.993
YMR216C	0.963
YMR003W	1.350
YMR219W	1.231
YMR006C	0.958
YMR221C	0.838
YMR007W	1.054
YMR222C	1.045
YMR008C	1.246
YMR223W	1.313
YMR009W	1.469
YMR224C	1.185
YMR010W	1.409
YMR225C	1.970
YMR011W	1.694
YMR226C	1.342
YMR012W	1.011
YMR228W	1.102
YMR014W	1.275
YMR230W	1.215
YMR015C	1.691
YLR333C	0.963
YLR206W	0.806
YLR335W	0.912
YLR207W	1.097
YLR337C	0.955
YLR209C	0.916
YLR338W	1.330
YLR210W	0.974
YLR341W	0.889
YLR211C	1.146
YLR342W	0.935
YLR213C	0.995
YLR344W	0.987
YLR214W	1.508
YLR345W	1.307
YLR216C	1.303
YLR348C	1.601
YLR217W	1.094
YLR349W	0.990
YLR218C	0.650
YLR350W	0.739
YLR219W	1.095
YLR351C	1.531
YLR220W	1.110
YMR193C-A	0.959
YML013C-A	0.748
YMR195W	0.680
YML012W	0.823
YMR196W	0.865
YML011C	1.470
YMR198W	1.193
YML010W-A	1.023
YMR199W	1.045
YML009C	0.905
YMR201C	1.039
YML008C	1.294
YMR202W	1.075
YML007W	1.332
YMR204C	1.226
YML006C	1.586
YMR205C	1.126
YML005W	1.579
YMR206W	1.248
YML004C	1.501
YMR207C	0.849
YML003W	1.572
YMR210W	1.556
YML002W	1.203
YLR319C	0.909
YLR189C	0.817
YLR320W	NaN
YLR190W	0.781
YLR322W	0.741
YLR191W	1.141
YLR324W	1.353
YLR193C	0.945
YLR325C	1.003
YLR194C	0.712
YLR326W	0.791
YLR199C	0.946
YLR327C	1.025
YLR200W	1.002
YLR328W	1.103
YLR201C	NaN
YLR329W	1.203
YLR202C	NaN
YLR330W	1.047
YLR203C	NaN
YLR331C	0.960
YLR204W	NaN
YLR332W	1.203
YLR205C	1.000
YMR182C	0.361
YML030W	0.686
YMR183C	0.760
YML029W	0.860
YMR184W	NaN
YML028W	0.612
YMR186W	1.495
YML026C	0.890
YMR187C	0.822
YML024W	1.014
YMR188C	1.006
YML020W	1.041
YMR189W	1.151
YML019W	1.130
YMR190C	0.948
YML018C	1.410
YMR191W	1.228
YML017W	1.211
YMR192W	1.147
YML016C	1.149
YMR193W	NaN
YML014W	0.913
YMR194W	1.229
YML013W	0.882
YLR303W	1.067
YLR176C	0.800
YLR304C	NaN
YLR177W	0.811
YLR306W	1.271
YLR178C	0.897
YLR307W	1.186
YLR179C	1.217
YLR308W	1.109
YLR180W	1.159
YLR309C	1.219
YLR181C	1.072
YLR311C	1.129
YLR182W	0.972
YLR312C	1.222
YLR183C	1.297
YLR312W-A	NaN
YLR184W	1.195
YLR313C	1.156
YLR185W	1.132
YLR315W	1.171
YLR187W	1.053
YLR318W	0.000
YLR188W	0.998
YMR167W	0.741
YLR414C	0.679
YMR169C	0.922
YLR415C	0.868
YMR170C	0.991
YLR416C	0.991
YMR172C-A	1.050
YLR417W	1.068
YMR173W-A	1.011
YLR418C	0.615
YMR174C	1.169
YLR421C	0.876
YMR175W	0.962
YML037C	0.918
YMR176W	1.103
YML035C	0.687
YMR177W	0.953
YML034W	0.937
YMR178W	0.868
YML035C-A	1.127
YMR179W	0.717
YML033W	1.030
YMR180C	1.018
YML032C	1.209
YLR287C	0.856
YLR151C	0.629
YLR287C-A	0.815
YLR152C	0.874
YLR288C	NaN
YLR154C	1.023
YLR289W	1.224
YLR164W	1.168
YLR290C	1.017
YLR165C	0.896
YLR292C	0.870
YLR168C	0.903
YLR294C	1.038
YLR169W	0.886
YLR295C	NaN
YLR170C	1.026
YLR296W	0.885
YLR171W	1.000
YLR297W	0.770
YLR172C	0.747
YLR299W	0.944
YLR173W	1.014
YLR300W	1.055
YLR174W	1.064
YMR153W	1.150
YLR399C	0.000
YMR153C-A	0.693
YLR400W	0.674
YMR155W	0.735
YLR401C	0.771
YMR156C	0.867
YLR402W	0.995
YMR157C	0.827
YLR403W	NaN
YMR158W-A	0.608
YLR404W	0.914
YMR159C	0.873
YLR405W	1.016
YMR161W	0.855
YLR407W	0.953
YMR162C	0.863
YLR408C	0.822
YMR163C	0.883
YLR410W	0.637
YMR164C	0.944
YLR412W	0.789
YMR166C	1.139
YLR413W	0.534
YLR269C	0.778
YLR134W	0.854
YLR270W	NaN
YLR135W	0.720
YLR271W	0.697
YLR136C	0.923
YLR273C	0.984
YLR137W	0.793
YLR278C	0.803
YLR138W	1.098
YLR279W	0.847
YLR139C	NaN
YLR280C	1.025
YLR142W	0.749
YLR281C	1.026
YLR143W	0.784
YLR282C	0.814
YLR144C	0.771
YLR283W	0.687
YLR148W	NaN
YLR284C	0.904
YLR149C	0.711
YLR285W	0.884
YLR150W	1.070
YMR042W	0.999
YLR385C	0.681
YMR044W	0.745
YLR386W	0.740
YMR140W	0.789
YLR387C	0.824
YMR141C	0.574
YLR388W	0.926
YMR143W	0.688
YLR389C	0.739
YMR144W	0.629
YLR390W	0.475
YMR145C	0.746
YLR391W	0.912
YMR147W	0.574
YLR392C	0.935
YMR148W	0.774
YLR393W	0.749
YMR151W	NaN
YLR395C	0.807
YMR150C	NaN
YLR396C	NaN
YMR152W	0.904
YLR398C	0.940
YLR255C	0.927
YLR121C	0.769
YLR257W	0.788
YLR122C	0.882
YLR258W	0.813
YLR123C	0.785
YLR260W	NaN
YLR124W	0.832
YLR261C	0.000
YLR125W	0.404
YLR262C	0.712
YLR420W	0.956
YLR263W	0.533
YLR451W	0.916
YLR264W	0.715
YLR126C	0.704
YLR265C	0.241
YLR128W	0.658
YLR266C	0.878
YLR130C	0.545
YLR267W	0.646
YLR131C	0.000
YLR268W	1.042
YLR133W	0.912
YMR029C	0.896
YLR368W	0.986
YMR030W	0.847
YLR369W	NaN
YMR031W-A	0.341
YLR371W	0.962
YMR031C	0.827
YLR372W	0.388
YMR032W	0.444
YLR373C	0.492
YMR034C	0.780
YLR374C	0.795
YMR035W	0.852
YLR375W	0.568
YMR036C	0.771
YLR376C	0.833
YMR038C	0.448
YLR377C	0.758
YMR039C	0.683
YLR380W	0.440
YMR040W	0.667
YLR381W	0.852
YMR041C	0.980
YLR384C	0.986
YLR239C	0.628
YLR102C	0.694
YLR240W	NaN
YLR104W	0.807
YLR241W	0.898
YLR107W	0.985
YLR242C	0.874
YLR108C	0.951
YLR244C	0.000
YLR109W	0.669
YLR247C	0.703
YLR111W	0.910
YLR248W	0.971
YLR112W	0.955
YLR250W	0.864
YLR113W	0.763
YLR251W	0.868
YLR114C	0.802
YLR252W	0.859
YLR118C	0.897
YLR253W	0.954
YLR119W	0.974
YLR254C	0.956
YLR120C	0.855
YOR245C	1.908
YOR109W	1.067
YOR246C	1.767
YOR111W	2.006
YOR247W	0.726
YOR112W	0.639
YOR251C	1.534
YOR113W	1.484
YOR252W	1.054
YOR114W	0.685
YOR253W	1.128
YOR115C	0.871
YOR255W	0.761
YOR118W	1.083
YOR258W	0.757
YOR120W	1.878
YOR263C	1.120
YOR121C	1.265
YOR264W	1.462
YOR123C	1.028
YOR277C	2.105
YOR124C	1.790
YOR279C	1.950
YOR126C	1.474
YNL157W	0.673
YNL297C	1.151
YNL156C	1.691
YNL295W	1.316
YNL155W	1.620
YNL294C	1.347
YNL154C	1.315
YNL293W	1.113
YNL153C	1.385
YNL292W	1.037
YNL148C	1.233
YNL291C	1.145
YOR001W	0.745
YNL289W	1.037
YOR002W	0.957
YNL288W	1.121
YOR003W	0.821
YNL286W	1.096
YOR005C	0.929
YNL285W	0.946
YOR006C	0.638
YNL283C	0.907
YOR007C	1.074
YNL281W	1.538
YOR230W	1.015
YOR092W	1.518
YOR231W	1.200
YOR093C	1.583
YOR233W	2.018
YOR094W	1.168
YOR234C	1.450
YOR097C	0.892
YOR235W	1.471
YOR099W	1.124
YOR237W	1.090
YOR100C	1.013
YOR238W	0.978
YOR101W	0.694
YOR239W	0.294
YOR104W	1.266
YHR101C	0.912
YOR105W	0.597
YOR241W	NaN
YOR106W	1.078
YOR242C	0.793
YOR107W	0.798
YOR243C	1.157
YOR108W	0.991
YNL173C	0.961
YNL314W	0.802
YNL170W	NaN
YNL311C	1.144
YNL171C	0.854
YNL309W	1.073
YNL169C	1.208
YNL307C	0.814
YNL168C	0.962
YNL305C	1.102
YNL167C	0.866
YNL304W	0.902
YNL166C	0.872
YNL303W	1.102
YNL165W	0.772
YNL302C	1.065
YNL164C	0.535
YNL301C	0.809
YNL162W	0.519
YNL299W	1.047
YNL160W	NaN
YNL298W	1.264
YNL159C	1.274
YNL296W	1.036
YOR214C	1.345
YOR080W	0.389
YOR215C	1.064
YOR081C	1.106
YOR216C	0.776
YOR082C	0.887
YOR219C	1.102
YOR083W	0.977
YOR221C	1.055
YOR084W	1.279
YOR222W	0.555
YOR085W	0.473
YOR223W	0.543
YOR086C	0.500
YOR225W	0.766
YOR087W	0.000
YOR226C	0.498
YOR088W	0.711
YOR227W	0.586
YOR089C	0.891
YOR228C	1.191
YOR090C	0.750
YOR229W	1.203
YOR091W	0.875
YNL194C	0.879
YNL329C	0.929
YNL193W	0.902
YNL328C	1.073
YNL192W	0.662
YNL327W	1.034
YNL191W	0.876
YNL326C	0.914
YNL190W	0.504
YNL324W	0.922
YNL187W	1.350
YNL325C	0.500
YNL184C	1.021
YNL323W	0.475
YNL183C	0.379
YNL322C	0.493
YNL179C	0.837
YNL321W	0.638
YNL177C	NaN
YNL320W	0.568
YNL176C	0.828
YNL319W	0.395
YNL175C	0.967
YNL318C	1.096
YOR197W	0.563
YOR065W	NaN
YOR198C	0.705
YOR066W	1.105
YOR199W	1.082
YOR067C	0.648
YOR200W	0.867
YOR068C	0.356
YOR201C	NaN
YOR069W	1.013
YOR202W	1.097
YOR070C	0.587
YOR205C	NaN
YOR071C	0.196
YOR208W	0.812
YOR072W	0.328
YOR209C	0.000
YOR073W	0.000
YOR211C	0.331
YOR076C	0.345
YOR212W	0.732
YOR078W	0.515
YOR213C	0.476
YOR079C	0.996
YNL206C	0.909
YMR305C	1.032
YNL205C	1.117
YMR306C-A	1.017
YNL204C	1.060
YMR307W	0.304
YNL202W	1.355
YMR310C	0.812
YNL203C	0.716
YNL339C	0.925
YNL201C	0.719
YNL338W	1.192
YNL200C	0.419
YNL336W	0.368
YNL199C	0.000
YNL335W	1.078
YNL198C	0.483
YNL334C	0.685
YNL197C	0.000
YNL333W	0.161
YNL196C	0.395
YNL332W	1.076
YNL195C	0.644
YNL330C	1.112
YOR184W	1.033
YOR047C	0.944
YOR185C	1.101
YOR049C	1.055
YOR186W	0.973
YOR050C	1.113
YOR187W	NaN
YOR051C	1.304
YOR188W	0.941
YOR052C	1.000
YOR189W	0.712
YOR053W	0.914
YOR190W	0.373
YOR055W	0.787
YOR191W	0.541
YOR058C	0.207
YOR192C	0.905
YOR059C	1.148
YOR193W	1.046
YOR061W	1.096
YOR195W	0.531
YOR062C	1.244
YOR196C	0.899
YOR064C	0.653
YNL225C	0.867
YMR292W	1.034
YNL224C	0.992
YMR293C	NaN
YNL223W	0.969
YMR294W	0.829
YNL219C	0.379
YMR294W-A	0.986
YNL218W	0.853
YMR295C	0.868
YNL217W	1.186
YMR297W	1.024
YNL215W	0.861
YMR299C	0.909
YNL214W	0.434
YMR300C	0.888
YNL213C	NaN
YMR302C	0.820
YNL212W	0.949
YMR303C	0.725
YNL211C	0.623
YMR304W	0.665
YNL208W	1.379
YMR304C-A	1.138
YOR165W	1.040
YOR033C	NaN
YOR166C	1.104
YOR034C	1.135
YOR167C	1.075
YOR035C	0.000
YOR170W	0.927
YOR036W	NaN
YOR171C	0.933
YOR037W	1.202
YOR172W	1.374
YOR038C	0.994
YOR173W	1.128
YOR039W	0.386
YOR175C	1.196
YOR040W	0.861
YOR177C	1.255
YOR041C	0.476
YOR178C	0.535
YOR042W	1.210
YOR182C	0.395
YOR043W	0.942
YOR183W	0.833
YOR044W	0.751
YNL238W	1.155
YMR275C	1.090
YNL237W	1.251
YMR276W	1.016
YNL236W	0.000
YMR278W	1.008
YNL235C	0.637
YMR280C	0.896
YNL234W	1.168
YMR282C	NaN
YNL233W	1.170
YMR283C	1.168
YNL231C	0.704
YMR284W	0.921
YNL230C	0.779
YMR285C	0.718
YNL229C	0.542
YMR286W	NaN
YNL228W	0.974
YMR287C	NaN
YNL226W	0.726
YMR289W	1.172
YNL227C	0.961
YMR291W	1.054
YOR140W	0.951
YOR021C	0.817
YOR141C	0.369
YOR022C	1.108
YOR142W	1.107
YOR023C	0.448
YOR144C	0.833
YOR024W	0.507
YOR152C	0.885
YOR025W	0.784
YOR153W	0.907
YOR026W	0.209
YOR154W	0.939
YOR027W	0.403
YOR156C	1.226
YOR028C	0.625
YOR161C	0.625
YOR029W	0.808
YOR162C	1.239
YOR030W	1.013
YOR163W	0.597
YOR031W	1.215
YOR164C	0.438
YOR032C	0.726
YNL264C	0.795
YMR259C	0.847
YNL259C	1.363
YMR261C	1.252
YNL257C	1.157
YMR262W	1.237
YNL255C	0.928
YMR263W	0.000
YNL254C	1.165
YMR264W	0.618
YNL253W	0.974
YMR265C	0.730
YNL249C	0.504
YNL248C	0.639
YMR267W	1.216
YNL246W	0.913
YMR269W	0.000
YNL242W	1.401
YMR272C	0.000
YNL241C	0.823
YMR273C	0.308
YNL239W	1.340
YMR274C	0.992
YOR127W	0.443
YOR008C	0.754
YOR129C	2.127
YOR009W	1.174
YOR130C	1.118
YOR010C	1.048
YOR131C	1.167
YOR011W	1.451
YOR132W	0.707
YOR012W	0.433
YOR133W	1.388
YOR013W	0.815
YOR134W	1.335
YOR014W	0.000
YOR135C	1.378
YOR015W	1.129
YOR136W	0.000
YOR016C	0.670
YOR137C	1.013
YOR017W	1.298
YOR138C	0.774
YOR018W	1.192
YOR139C	0.904
YOR019W	2.410
YNL280C	1.115
YMR246W	0.857
YNL278W	1.025
YMR247C	1.087
YNL277W	0.922
YMR250W	1.038
YNL276C	1.125
YMR251W	0.826
YNL275W	0.925
YMR251W-A	1.888
YNL273W	1.223
YMR252C	1.277
YNL271C	0.733
YMR253C	0.933
YNL270C	1.073
YMR254C	1.073
YNL269W	1.179
YMR255W	0.719
YNL268W	0.892
YMR256C	1.265
YNL266W	0.633
YMR257C	NaN
YNL265C	1.274
YMR258C	1.280
YPR018W	1.187
YPL107W	1.320
YPR020W	1.008
YPL106C	1.725
YPR027C	1.026
YPL105C	1.878
YPR028W	1.032
YPL104W	NaN
YPR029C	0.975
YPL103C	1.182
YPR030W	2.528
YPL101W	2.155
YPR032W	1.586
YPL102C	1.904
YPR036W	NaN
YPL100W	1.879
YPR038W	1.423
YPL099C	1.535
YPR039W	1.556
YPL098C	1.791
YPR040W	1.320
YPL097W	NaN
YPR042C	1.464
YPL096W	1.636
YPL234C	0.000
YOL007C	1.082
YPL232W	1.191
YOL008W	1.344
YPL230W	1.330
YOL009C	NaN
YPL229W	1.320
YOL011W	1.091
YPL227C	1.091
YOL012C	1.175
YPL226W	1.231
YOL013C	1.123
YPL225W	1.348
YOL014W	1.176
YPL223C	1.273
YOL015W	1.603
YPL222W	1.460
YOL017W	1.321
YPL221W	1.552
YOL018C	1.131
YPL220W	0.899
YOL019W	0.797
YPL219W	0.815
YOL020W	0.959
YPL001W	1.092
YPL120W	1.252
YPR001W	1.386
YPL119C	1.266
YPR002W	1.231
YPL118W	NaN
YPR003C	0.949
YPL116W	1.119
YPR004C	1.325
YPL115C	1.242
YPR005C	1.116
YPL114W	1.314
YPR006C	0.888
YPL113C	1.331
YPR009W	0.655
YPL112C	1.346
YPR012W	0.912
YPL111W	0.764
YPR014C	0.853
YPL110C	1.182
YPR015C	0.990
YPL109C	0.946
YPR017C	0.771
YPL108W	0.924
YPL253C	0.996
YOR380W	1.241
YPL250C	1.655
YOR381W	0.981
YPL249C	1.280
YOR382W	1.475
YPL248C	1.266
YOR383C	1.616
YPL247C	1.192
YOR384W	1.191
YPL246C	1.633
YOR385W	1.484
YPL245W	1.310
YOR386W	1.155
YPL244C	1.257
YOL001W	NaN
YPL241C	1.151
YOL002C	0.856
YPL240C	1.322
YOL003C	1.191
YPL239W	0.862
YOL004W	0.798
YPL236C	0.968
YOL006C	0.633
YPL021W	1.139
YPL140C	1.430
YPL019C	1.280
YPL139C	1.379
YPL018W	1.188
YPL138C	1.351
YPL017C	0.852
YPL136W	1.298
YPL014W	1.301
YPL135W	1.663
YPL013C	0.817
YPL133C	0.978
YPL009C	1.011
YPL130W	1.005
YPL008W	0.835
YPL129W	NaN
YPL006W	1.193
YPL127C	1.094
YPL005W	NaN
YPL125W	0.877
YPL003W	1.280
YPL123C	1.140
YPL002C	1.172
YPL121C	1.144
YPL267W	0.592
YOR360C	1.081
YPL265W	0.862
YOR363C	1.006
YPL264C	1.420
YOR365C	0.997
YPL263C	1.384
YOR367W	1.421
YPL262W	NaN
YOR368W	0.852
YPL260W	1.591
YOR369C	0.704
YPL261C	0.832
YOR371C	1.131
YPL259C	0.766
YOR374W	0.960
YPL258C	0.981
YOR375C	0.938
YPL257W	0.889
YOR376W	1.318
YPL256C	0.835
YOR377W	0.851
YPL254W	NaN
YOR378W	0.966
YPL037C	1.218
YPL159C	0.933
YPL036W	0.890
YPL157W	1.166
YPL033C	0.786
YPL156C	0.906
YPL032C	0.956
YPL155C	0.756
YPL031C	NaN
YPL154C	1.026
YPL030W	0.912
YPL152W	0.932
YPL029W	NaN
YPL150W	0.745
YPL026C	0.926
YPL149W	0.988
YPL025C	0.886
YPL147W	1.031
YPL024W	1.002
YPL145C	1.038
YPL023C	0.991
YPL144W	0.750
YPL022W	0.670
YPL141C	0.930
YOL080C	0.848
YOR347C	0.831
YOL081W	0.654
YOR348C	0.969
YOL082W	0.899
YOR349W	1.033
YOL083W	1.382
YOR350C	0.966
YOL084W	0.914
YOR351C	1.090
YOL085C	0.985
YOR352W	1.081
YPL274W	1.014
YOR354C	0.980
YPL273W	1.130
YOR355W	0.855
YPL272C	1.001
YOR356W	1.061
YPL271W	NaN
YOR357C	1.092
YPL270W	0.000
YOR358W	1.261
YPL269W	1.006
YOR359W	0.829
YPL051W	0.909
YPL173W	NaN
YPL050C	NaN
YPL172C	NaN
YPL049C	0.902
YPL171C	0.958
YPL048W	0.862
YPL170W	0.900
YPL047W	0.920
YPL168W	0.894
YPL046C	0.998
YPL167C	0.976
YPL045W	NaN
YPL166W	0.861
YPL042C	0.000
YPL165C	1.034
YPL041C	0.969
YPL164C	1.050
YPL040C	NaN
YPL163C	1.134
YPL039W	0.915
YPL162C	0.907
YPL038W	1.094
YPL161C	0.580
YOL062C	0.946
YOR327C	0.744
YOL063C	1.038
YOR328W	0.938
YOL064C	0.861
YOR330C	NaN
YOL065C	0.864
YOR332W	NaN
YOL067C	0.956
YOR334W	1.159
YOL068C	0.854
YOR337W	0.971
YOL070C	1.130
YOR338W	1.204
YOL071W	0.859
YOR339C	1.051
YOL072W	0.909
YOR342C	1.201
YOL075C	0.872
YOR343C	1.162
YOL076W	0.686
YOR344C	1.055
YOL079W	0.920
YOR346W	0.640
YPL064C	0.654
YPL187W	0.732
YPL062W	0.871
YPL185W	0.949
YPL061W	0.794
YPL186C	0.921
YPL060W	0.853
YPL184C	0.790
YPL059W	NaN
YPL181W	0.895
YPL058C	0.990
YPL182C	0.525
YPL057C	0.975
YPL180W	0.779
YPL056C	0.927
YPL179W	0.665
YPL055C	0.680
YPL178W	0.505
YPL054W	0.794
YPL177C	0.691
YPL053C	0.997
YPL176C	0.724
YPL052W	0.745
YPL174C	0.975
YOL051W	0.970
YOR311C	0.961
YOL052C	0.856
YOR312C	0.621
YOL053C-A	0.941
YOR313C	0.913
YOL053W	0.769
YOR314W	0.940
YOL054W	0.927
YOR315W	1.127
YOL055C	0.979
YOR316C	0.937
YOL056W	0.970
YOR318C	1.184
YOL057W	0.979
YOR320C	0.985
YOL058W	0.948
YOR321W	0.837
YOL059W	0.709
YOR322C	0.680
YOL060C	0.796
YOR323C	0.617
YOL061W	0.677
YOR324C	0.801
YPL078C	0.390
YPL200W	0.729
YPL077C	0.695
YPL199C	0.766
YPL074W	1.033
YPL198W	0.706
YPL072W-A	1.187
YPL197C	0.866
YPL073C	0.933
YPL196W	0.959
YPL071C	0.804
YPL195W	0.630
YPL070W	0.988
YPL194W	0.619
YPL069C	0.775
YPL193W	0.871
YPL068C	0.616
YPL192C	0.782
YPL067C	0.712
YPL191C	0.788
YPL066W	0.547
YPL189W	0.624
YPL065W	0.902
YPL188W	0.642
YOL037C	0.685
YOR296W	0.898
YOL039W	1.087
YOR297C	1.100
YOL041C	1.047
YOR298W	1.330
YOL042W	0.756
YOR299W	0.835
YOL043C	0.868
YOR301W	0.886
YOL044W	0.749
YOR302W	0.875
YOL045W	0.985
YOR303W	0.829
YOL046C	0.962
YOR304C-A	0.869
YOL047C	0.990
YOR304W	0.885
YOL048C	0.946
YOR305W	1.410
YOL049W	0.868
YOR307C	1.245
YOL050C	0.741
YOR308C	0.845
YPL095C	0.176
YPL216W	1.002
YPL092W	0.932
YPL215W	1.184
YPL091W	0.981
YPL214C	1.031
YPL090C	1.302
YPL213W	0.616
YPL089C	0.868
YPL212C	0.540
YPL088W	0.931
YPL208W	0.985
YPL087W	0.998
YPL207W	0.702
YPL086C	0.572
YPL206C	0.853
YPL084W	NaN
YPL205C	0.312
YPL081W	1.068
YPL203W	0.730
YPL080C	0.782
YPL202C	0.603
YPL079W	1.252
YPL201C	0.563
YOL023W	1.086
YOR280C	0.955
YOL024W	1.019
YOR283W	0.942
YOL025W	1.152
YOR284W	0.748
YOL027C	1.154
YOR285W	0.822
YOL028C	0.901
YOR286W	0.903
YOL029C	0.541
YOR288C	0.754
YOL030W	0.227
YOR289W	1.147
YOL031C	0.696
YOR290C	0.000
YOL032W	0.855
YOR291W	0.840
YOL033W	NaN
YOR292C	0.907
YOL035C	0.655
YOR293W	0.698
YOL036W	0.713
YOR295W	0.869
YDL039C	0.878
YDL041W	1.580
YDL042C	1.390
YDL044C	NaN
YDL045W-A	NaN
YDL046W	1.293
YDL048C	1.111
YCL023C	1.132
YDL049C	NaN
YDL050C	1.004
YDL051W	0.812
YDL052C	0.800
YDL053C	0.737
YBR082C	0.922
YGR249W	1.073
YPR163C	NaN
YOR045W	0.807
YPR164W	0.742
YPR166C	NaN
YPR167C	0.946
YPR170C	0.972
YPR171W	0.876
YPR172W	0.842
YPR173C	NaN
YPR174C	0.926
YPR179C	0.927
YPR184W	0.752
YPR185W	1.389
YDL023C	0.816
YBR073W	0.910
YDL024C	1.119
YBR074W	0.881
YDL025C	0.956
YBR075W	0.973
YDL026W	1.012
YBR076W	0.695
YDL027C	0.886
YBR077C	0.000
YDL032W	NaN
YDL033C	0.925
YDL034W	1.128
YDL035C	0.708
YCL006C	0.898
YDL036C	0.796
YDL037C	0.882
YDL038C	0.830
YGR232W	0.808
YPR148C	0.724
YGR233C	0.689
YPR149W	0.914
YGR234W	0.826
YPR150W	0.992
YGR235C	1.047
YPR152C	1.069
YGR236C	0.923
YPR153W	0.895
YGR237C	0.818
YPR154W	0.833
YGR240C	0.571
YPR155C	0.774
YGR241C	0.845
YPR156C	0.827
YGR242W	0.814
YPR157W	0.926
YGR243W	1.085
YPR158W	0.886
YGR244C	0.762
YPR159W	0.402
YGR247W	1.029
YPR160W	1.238
YDL002C	0.877
YBR059C	0.756
YDL006W	0.967
YBR061C	1.005
YDL009C	NaN
YBR062C	0.899
YDL010W	1.227
YBR063C	0.897
YDL011C	0.837
YBR064W	1.056
YDL012C	1.002
YBR065C	0.718
YDL013W	0.708
YBR066C	0.840
YDL018C	0.841
YBR067C	0.985
YDL019C	1.008
YBR068C	0.460
YDL020C	0.722
YBR069C	0.819
YDL021W	NaN
YBR071W	0.856
YDL022W	NaN
YBR072W	0.866
YGR220C	0.988
YPR130C	0.840
YGR221C	0.870
YPR131C	0.799
