ORF	hap a | growth (culture turbidity) | NaD1 [4 uM] | Bleackley MR~Anderson MA, 2014
YHR009C	-100.663
YKL033W-A	-102.186
YNL223W	-100.664
YDR491C	-100.665
YLR360W	-100.666
YJR125C	-100.666
YPR109W	-100.667
YGL054C	-100.668
YNR056C	-100.669
YLR286C	-100.670
YOR007C	-100.670
YGL082W	-100.671
YOR120W	-100.671
YGR248W	-100.674
YLL023C	-100.675
YDR102C	-100.675
YOL011W	-100.676
YNL302C	-100.678
YNL239W	-100.678
YMR092C	-100.679
YLR444C	-100.681
YNL274C	-100.682
YHR075C	-100.683
YDR176W	-100.684
YLR015W	-100.685
YER154W	-100.686
YPL115C	-100.687
YNL295W	-100.688
YLL010C	-100.691
YNL323W	-100.692
YLR176C	-100.694
YGR268C	-100.694
YNL049C	-100.695
YHR203C	-100.696
YBR200W	-100.697
YMR194W	-100.697
YGL041C-B	-100.698
YPR167C	-100.699
YBL019W	-100.700
YGL020C	-100.701
YPR124W	-100.704
YCL061C	-101.094
YDR179C	-100.706
YDR314C	-100.707
YER079W	-100.707
YDR511W	-100.711
YLR044C	-100.715
YMR172C-A	-100.715
YMR163C	-100.717
YMR245W	-100.718
YPR114W	-100.720
YPR043W	-100.721
YDL011C	-100.722
YDL027C	-100.722
YKL101W	-100.722
YGL147C	-100.723
YDR496C	-100.723
YBR067C	-100.725
YJL051W	-100.729
YDR374C	-100.730
YJR019C	-100.730
YJL127C	-100.731
YOR268C	-100.732
YPL041C	-100.732
YPL118W	-100.732
YFL018C	-100.732
YKL113C	-100.732
YAR023C	-100.733
YBR294W	-100.739
YDR483W	-100.739
YJL078C	-100.739
YKL064W	-100.740
YHR194W	-100.740
YER142C	-100.742
YMR326C	-100.743
YLR394W	-100.745
YHR180W	-100.746
YNL315C	-102.276
YGR262C	-100.747
YHR081W	-100.748
YNL130C-A	-100.748
YAR043C	-100.749
YPR068C	-100.751
YGL139W	-100.754
YDR116C	-100.755
YMR289W	-100.756
YBR230C	-100.757
YCR099C	-100.760
YDR257C	-100.760
YJR101W	-100.761
YKR046C	-100.762
YAL023C	-100.763
YDL206W	-100.764
YML004C	-100.764
YER055C	-100.765
YLL015W	-100.766
YLR261C	-100.767
YKL129C	-100.769
YER050C	-100.770
YGL086W	-100.771
YJL126W	-100.772
YDL044C	-100.774
YCR098C	-100.774
YDR096W	-100.774
YBR293W	-100.774
YAR037W	-100.775
YIL017C	-100.775
YMR193W	-100.776
YLL046C	-100.776
YMR183C	-100.778
YPL144W	-100.778
YCL014W	-102.006
YPR098C	-101.749
YDR067C	-100.783
YOR386W	-100.785
YAL026C	-100.785
YPL168W	-100.785
YML002W	-100.786
YGL051W	-100.788
YDR162C	-100.789
YHL046C	-100.792
YPR133W-A	-100.794
YGL049C	-100.796
YIL156W	-100.796
YPL046C	-100.797
YDL013W	-100.800
YDR148C	-100.800
YBR112C	-100.801
YKR045C	-100.802
YGL024W	-100.803
YLL025W	-100.803
YMR320W	-100.806
YPL057C	-100.808
YKR020W	-100.809
YHL015W-A	-100.809
YOL114C	-100.810
YFR046C	-100.813
YLR446W	-100.813
YMR244C-A	-100.813
YLL027W	-100.814
YAR027W	-100.814
YMR228W	-100.814
YDR031W	-100.817
YPL173W	-100.822
YOR032C	-100.823
YHR035W	-100.825
YLR267W	-100.825
YBL072C	-100.826
YLR363W-A	-100.826
YDL123W	-100.827
YBR166C	-100.827
YBR272C	-100.828
YPL178W	-100.828
YLL032C	-100.829
YDR007W	-100.829
YPL162C	-100.830
YJL030W	-100.832
YKL220C	-100.832
YER067C-A	-100.832
YDR195W	-100.833
YDL137W	-100.834
YBR210W	-100.837
YDR033W	-100.839
YIL020C	-100.840
YDR139C	-100.842
YPR095C	-100.843
YGL087C	-100.844
YBL038W	-100.848
YBR273C	-100.848
YBR036C	-100.849
YNL217W	-100.850
YOR064C	-100.852
YGL025C	-100.853
YPL227C	-100.854
YJL127C-B	-100.855
YGR272C	-100.855
YIL155C	-100.857
YER066C-A	-100.857
YHL032C	-100.858
YOL028C	-100.859
YLR285C-A	-100.859
YER170W	-100.860
YJL112W	-100.862
YKL115C	-100.864
YNL241C	-100.864
YGR019W	-100.865
YIL037C	-100.869
YJL208C	-100.873
YDL066W	-100.873
YJR143C	-100.874
YIR016W	-100.879
YMR160W	-100.880
YPL161C	-100.881
YDL021W	-100.882
YJL042W	-100.883
YCL038C	-101.562
YPR129W	-100.885
YPL187W	-100.887
YKL105C	-100.887
YAL042W	-100.889
YNL068C	-100.889
YJL118W	-100.890
YCL074W	-100.891
YOR040W	-100.892
YPL156C	-100.893
YKR097W	-100.893
YOR022C	-100.894
YGL255W	-100.897
YPR158W	-100.897
YMR016C	-100.897
YDR330W	-100.899
YNL275W	-100.902
YPL078C	-101.922
YDR215C	-100.908
YBR271W	-100.909
YNL335W	-100.909
YLR070C	-100.911
YMR015C	-100.913
YER128W	-100.915
YLR043C	-100.915
YGL072C	-100.916
YOR184W	-100.917
YFR035C	-100.918
YDR518W	-103.148
YPR115W	-100.921
YML068W	-100.921
YFR045W	-101.812
YHR008C	-100.933
YGR136W	-100.933
YMR182W-A	-100.936
YCR049C	-100.938
YGR287C	-100.938
YHR006W	-100.938
YDR529C	-100.939
YDR482C	-100.939
YLR312C-B	-100.940
YKL183W	-100.941
YDR200C	-100.942
YLR151C	-100.942
YDL012C	-100.942
YAL056W	-100.943
YDL121C	-100.946
YLL029W	-100.947
YDR114C	-100.947
YFL019C	-100.947
YNL155W	-100.948
YPL040C	-100.949
YMR226C	-100.950
YPL183W	-100.952
YDR105C	-100.952
YLR456W	-100.952
YFR049W	-100.954
YKR065C	-100.954
YNL284C	-100.954
YAL015C	-100.956
YLR264W	-100.956
YNL273W	-100.957
YNL334C	-100.958
YLR219W	-100.960
YER131W	-100.962
YNL071W	-100.963
YOR008C	-100.964
YPR064W	-100.965
YOL084W	-100.965
YLR326W	-100.966
YDR020C	-100.966
YER046W	-100.967
YAL051W	-100.968
YNL203C	-100.969
YBR291C	-100.969
YKL005C	-100.971
YKL030W	-100.971
YJR082C	-100.972
YGR104C	-100.974
YFL014W	-100.977
YGR102C	-100.978
YER041W	-100.979
YDR159W	-100.980
YMR258C	-100.980
YOR156C	-100.981
YJL079C	-100.981
YJR127C	-100.982
YMR012W	-100.983
YFR032C-A	-100.984
YJL210W	-100.984
YNL074C	-100.984
YIL015W	-100.985
YLL021W	-100.986
YGR289C	-100.988
YOR025W	-100.989
YFL016C	-100.990
YJR115W	-100.990
YOR212W	-100.990
YFL041W-A	-100.994
YJL070C	-100.994
YBR085W	-100.995
YBR223C	-100.996
YIL165C	-100.998
YAL068C	-100.999
YNL257C	-100.999
YBL069W	-100.999
YDR198C	-101.003
YNL157W	-101.004
YER106W	-101.005
YPL164C	-101.005
YDR495C	-101.006
YCR045C	-101.007
YKL212W	-101.007
YBR195C	-101.008
YPR067W	-101.011
YOL027C	-101.012
YPL189W	-101.267
YOL001W	-101.015
YGL242C	-101.015
YNL309W	-101.016
YAL039C	-101.021
YGR286C	-101.023
YLR188W	-101.023
YML018C	-101.024
YOR034C	-101.024
YDR095C	-101.025
YOR154W	-101.025
YOR027W	-101.025
YDL216C	-101.026
YAL054C	-101.027
YKL205W	-101.028
YJR114W	-101.028
YGR176W	-101.034
YKL009W	-101.035
YBR183W	-101.039
YLL020C	-101.041
YDR142C	-101.042
YCL006C	-102.005
YOL082W	-101.044
YML017W	-101.044
YJR060W	-102.052
YJR106W	-101.048
YNL215W	-101.048
YPR051W	-101.049
YLL024C	-101.049
YKR102W	-101.049
YDR534C	-101.053
YHR151C	-101.053
YLL019C	-101.053
YNL020C	-101.053
YLR242C	-101.054
YPL172C	-101.054
YIL114C	-101.055
YBR113W	-101.055
YIL005W	-101.055
YGR118W	-101.056
YLR309C	-101.057
YCL022C	-101.059
YKR026C	-101.061
YDR431W	-101.063
YDR481C	-101.063
YGR184C	-101.065
YHR091C	-102.764
YIL166C	-101.067
YNL219C	-101.067
YDR268W	-101.067
YML109W	-101.074
YOR019W	-101.079
YDL214C	-101.081
YMR166C	-101.082
YDR494W	-101.084
YNL218W	-101.084
YGR173W	-101.084
YFL031W	-101.396
YNL146C-A	-101.086
YDR156W	-101.087
YNR063W	-101.089
YER180C-A	-101.090
YNL162W-A	-101.091
YGR021W	-101.091
YMR175W-A	-101.092
YOR029W	-101.092
YHR146W	-101.093
YHR105W	-101.104
YPL048W	-101.107
YKR049C	-101.107
YPL087W	-101.108
YOL155C	-101.109
YPL198W	-101.109
YLL062C	-101.110
YNL322C	-101.112
YER037W	-101.112
YBR098W	-101.134
YDR140W	-101.119
YPL186C	-101.119
YDL183C	-101.122
YFR055W	-101.123
YDR533C	-101.124
YER175W-A	-101.124
YER056C	-101.124
YLR318W	-101.126
YDR278C	-101.129
YJL141C	-101.129
YER051W	-101.131
YNL301C	-101.133
YOL164W-A	-101.134
YOL163W	-101.139
YMR174C	-102.057
YOR010C	-101.140
YIL047C	-101.141
YLR203C	-101.142
YBR164C	-101.143
YMR151W	-101.144
YDR281C	-101.144
YLR062C	-101.144
YHL011C	-101.145
YER108C	-101.146
YOR347C	-101.146
YDR419W	-101.146
YPL026C	-101.147
YOR024W	-101.148
YER039C-A	-101.149
YER119C-A	-101.149
YML058W-A	-101.150
YJR117W	-101.151
YDR466W	-101.151
YMR138W	-101.152
YDL199C	-101.153
YCR107W	-101.153
YOR062C	-101.155
YDR435C	-101.158
YKR054C	-101.878
YDR029W	-101.158
YPR078C	-101.161
YNL177C	-101.161
YBR156C	-101.162
YJL038C	-101.163
YDL192W	-101.164
YLR077W	-101.164
YDR316W	-101.166
YLR173W	-101.167
YOR190W	-101.167
YER004W	-101.169
YML124C	-101.169
YIL011W	-101.171
YFL010W-A	-102.348
YPR069C	-101.171
YDR149C	-101.172
YPL213W	-101.172
YNL025C	-101.173
YKR095W	-101.174
YPL103C	-101.174
YJL121C	-101.175
YLR312C	-101.176
YGL222C	-101.177
YJR111C	-101.178
YDL109C	-101.178
YHR022C-A	-101.178
YNL097C-A	-101.180
YPL002C	-101.180
YKL016C	-101.182
YBR280C	-101.183
YOL051W	-101.183
YDR333C	-101.186
YLR402W	-101.186
YAR035C-A	-101.188
YLR263W	-101.189
YIL012W	-101.190
YGR041W	-101.192
YBR030W	-101.192
YHR183W	-101.193
YPL023C	-101.196
YCR046C	-101.196
YDR266C	-101.200
YGL101W	-103.092
YJR055W	-102.200
YJL077C	-101.202
YPR193C	-101.205
YJR056C	-101.206
YNR068C	-101.209
YGL077C	-101.210
YMR161W	-101.212
YLL052C	-101.213
YMR170C	-101.214
YIL113W	-101.215
YKL053C-A	-101.216
YDR530C	-101.218
YHR123W	-101.218
YGL094C	-101.218
YCR051W	-101.220
YOR100C	-101.221
YPR170C	-101.228
YLR297W	-101.229
YHL045W	-101.229
YGL217C	-101.789
YNL234W	-101.230
YPL035C	-101.231
YFL042C	-102.328
YDR042C	-101.235
YOL035C	-101.235
YOL015W	-101.236
YOL089C	-101.236
YER053C	-101.237
YOR078W	-101.238
YFL011W	-101.238
YGR123C	-101.238
YIR044C	-101.239
YMR322C	-101.240
YMR029C	-101.241
YDR329C	-101.242
YHR152W	-101.242
YIR013C	-101.243
YMR195W	-101.247
YOR348C	-101.247
YER083C	-101.248
YER143W	-101.248
YGL010W	-101.249
YPL157W	-101.250
YDR255C	-101.250
YPR024W	-101.250
YBR269C	-101.250
YGL258W	-101.251
YJL117W	-101.251
YKR018C	-101.251
YLR067C	-101.251
YGR117C	-101.252
YJR083C	-101.253
YOL076W	-101.254
YPL141C	-101.254
YLR149C	-101.255
YDR402C	-101.256
YHR120W	-101.256
YGR197C	-101.258
YDL050C	-101.258
YJL073W	-101.260
YIL016W	-101.263
YLR266C	-101.264
YML123C	-101.264
YGR108W	-101.267
YGR071C	-101.268
YNL086W	-101.270
YPL205C	-101.270
YCR043C	-101.274
YLR094C	-101.275
YOL160W	-101.276
YHR167W	-101.276
YHR132C	-101.277
YMR096W	-101.281
YOL049W	-101.283
YDR153C	-101.283
YAL007C	-101.284
YMR315W-A	-101.285
YOL048C	-101.772
YDL191W	-101.286
YCL062W	-101.290
YOR015W	-101.292
YER152C	-101.293
YKL015W	-101.294
YAL043C-A	-101.295
YBR209W	-101.295
YML117W	-101.296
YDR009W	-101.297
YIL138C	-101.298
YPL179W	-101.299
YBR222C	-101.301
YPL147W	-101.302
YPL277C	-101.304
YOL083W	-101.305
YEL010W	-101.306
YOR183W	-101.306
YPL132W	-101.306
YER075C	-101.306
YOL122C	-101.308
YHR011W	-101.309
YJL211C	-101.310
YER078C	-101.310
YOR054C	-101.311
YML070W	-101.312
YMR002W	-101.313
YPL053C	-101.315
YNL122C	-101.315
YFL010C	-101.316
YKR034W	-101.318
YCL056C	-101.319
YNR059W	-101.320
YNR012W	-101.322
YOR252W	-101.325
YLR211C	-102.013
YMR111C	-101.328
YGL216W	-102.105
YDR117C	-101.333
YLR224W	-101.334
YOR053W	-101.335
YJL012C	-101.573
YBR238C	-101.336
YCL025C	-101.336
YOL124C	-101.337
YOL075C	-101.338
YBL081W	-101.338
YER164W	-101.338
YOL061W	-101.340
YJR107W	-101.341
YER109C	-101.402
YDR030C	-101.342
YJR124C	-101.343
YOL070C	-101.343
YAL020C	-101.345
YMR011W	-101.345
YOR044W	-101.346
YML100W-A	-101.348
YJR086W	-101.348
YLR098C	-101.349
YJR128W	-101.350
YPR149W	-101.351
YKR029C	-101.351
YGR126W	-101.352
YDR132C	-101.353
YGL240W	-101.355
YBR172C	-101.356
YLR097C	-101.356
YLR228C	-101.356
YPL136W	-101.357
YPL196W	-101.358
YNL147W	-102.217
YMR110C	-101.360
YJR037W	-101.360
YFR001W	-101.364
YKL221W	-101.364
YGR227W	-101.365
YIL102C	-101.366
YHR013C	-101.366
YNL246W	-101.369
YAL058C-A	-101.373
YJL062W	-101.375
YLR087C	-101.375
YDR469W	-101.376
YHR025W	-101.380
YBR194W	-101.381
YDR230W	-101.381
YKR085C	-101.382
YER091C	-101.383
YPR077C	-101.383
YIR036C	-101.383
YMR158C-B	-101.383
YPR038W	-101.384
YHR116W	-101.386
YCL045C	-101.389
YMR109W	-101.389
YBR090C-A	-101.389
YCR034W	-101.393
YML005W	-101.393
YCR050C	-101.393
YDR318W	-101.944
YKR053C	-101.396
YLR460C	-101.396
YDR447C	-101.397
YJL105W	-101.398
YDR480W	-101.398
YGR225W	-102.063
YOR055W	-101.401
YMR067C	-101.402
YCR083W	-101.404
YKR044W	-101.405
YLR207W	-101.406
YNL297C	-101.406
YLR373C	-101.407
YHR150W	-101.407
YAL022C	-101.409
YLR054C	-102.176
YLL007C	-101.413
YFL004W	-101.415
YFL027C	-101.415
YJL129C	-101.857
YPL015C	-101.416
YDL088C	-101.417
YOL136C	-101.419
YCL001W-A	-101.419
YDL218W	-101.420
YDR161W	-101.421
YJL082W	-101.422
YML067C	-101.424
YLR334C	-101.426
YCL060C	-101.427
YKR070W	-101.427
YBR114W	-101.427
YML102C-A	-101.428
YHL019C	-101.429
YMR242C	-101.429
YLR425W	-101.429
YLR453C	-101.429
YMR013W-A	-101.431
YIL074C	-101.432
YKL191W	-101.432
YGR204C-A	-101.435
YLR068W	-101.435
YPR084W	-101.436
YOR105W	-101.436
YJR103W	-101.437
YNL028W	-101.439
YDR066C	-101.440
YGR270W	-101.441
YHR078W	-101.441
YOL141W	-101.441
YCR026C	-101.447
YMR004W	-101.447
YLR278C	-101.447
YHL043W	-101.448
YDL046W	-101.448
YPR131C	-101.449
YMR223W	-101.451
YDL225W	-101.452
YOR196C	-101.452
YOL013C	-101.453
YML081C-A	-101.453
YCL075W	-101.455
YOR051C	-101.455
YGL070C	-101.456
YGL202W	-101.911
YGL053W	-101.456
YPR052C	-101.456
YML112W	-101.457
YEL012W	-101.457
YLR046C	-101.458
YBR151W	-101.458
YGR194C	-101.459
YPR172W	-101.460
YCR086W	-101.461
YCL055W	-101.461
YMR169C	-101.880
YNL032W	-101.463
YLR452C	-101.463
YLR191W	-101.467
YNR032C-A	-101.468
YMR194C-B	-101.469
YMR173W-A	-101.469
YDR115W	-101.470
YPR054W	-101.472
YOL053C-A	-101.473
YML099C	-101.476
YPL159C	-101.478
YDL197C	-101.478
YHR127W	-101.478
YDR350C	-101.480
YMR162C	-101.481
YIL149C	-101.483
YBR224W	-101.484
YOL080C	-101.485
YGR238C	-101.485
YPR145W	-101.486
YPL042C	-101.489
YGR122W	-101.489
YIL137C	-101.492
YOR161C-C	-101.492
YBL085W	-101.498
YHR021C	-101.498
YJR133W	-101.500
YGR129W	-101.501
YPL202C	-101.502
YDL146W	-101.504
YLR362W	-101.504
YDR094W	-101.504
YPR159C-A	-101.506
YER071C	-101.507
YDL085C-A	-101.508
YBR093C	-101.509
YHR014W	-101.513
YDL020C	-101.513
YDR151C	-101.513
YBR246W	-101.514
YDR484W	-101.515
YER038W-A	-101.515
YDR475C	-102.514
YGR077C	-101.517
YPL091W	-101.517
YDR119W	-101.517
YER061C	-101.519
YDR467C	-101.520
YDR470C	-101.520
YBL104C	-101.844
YMR202W	-101.854
YLL005C	-101.523
YBL037W	-101.524
YER181C	-101.525
YOL159C-A	-101.526
YPL069C	-101.527
YCR073W-A	-101.530
YGL161C	-101.531
YDR019C	-101.531
YOR350C	-101.531
YFR019W	-101.532
YCR020W-B	-101.533
YMR078C	-101.533
YLR218C	-101.535
YOR037W	-101.535
YER064C	-101.536
YPR198W	-101.538
YFL035C-B	-101.539
YAL017W	-101.540
YAR002C-A	-101.542
YIR007W	-101.542
YCL057W	-101.542
YPL135W	-101.544
YDL203C	-101.545
YBR191W	-101.545
YCL076W	-101.546
YPR191W	-101.546
YJR066W	-101.547
YGR096W	-101.548
YMR214W	-101.549
YNL319W	-101.552
YPL171C	-101.553
YAR029W	-101.553
YDR506C	-101.563
YDL222C	-101.554
YHR154W	-101.554
YLR361C-A	-101.554
YOR293C-A	-101.557
YOR076C	-101.558
YPL125W	-101.560
YLR089C	-101.561
YDR174W	-101.562
YHR104W	-101.565
YDR490C	-101.570
YJR154W	-101.571
YMR147W	-101.572
YPR087W	-101.574
YIL134C-A	-101.575
YAL036C	-101.576
YHL002W	-101.577
YDL131W	-101.577
YNL067W-B	-101.578
YLR202C	-101.578
YGL185C	-101.578
YOL065C	-101.578
YDL144C	-101.578
YDR520C	-101.579
YDL223C	-101.580
YGL199C	-102.175
YGR022C	-101.634
YLL026W	-101.583
YDR348C	-101.584
YNL066W	-101.584
YBR200W-A	-101.586
YDR332W	-101.586
YJL024C	-101.586
YBL057C	-101.587
YKL218C	-101.587
YMR286W	-101.589
YNL311C	-101.591
YIR018W	-101.591
YPL271W	-101.592
YLR064W	-101.592
YDL201W	-101.593
YKR010C	-101.593
YPL140C	-101.593
YPL262W	-101.593
YDL094C	-101.594
YBL012C	-101.595
YOR306C	-101.987
YLR345W	-101.596
YML014W	-101.596
YNL321W	-101.597
YHL038C	-101.597
YNL083W	-101.598
YOR381W	-101.599
YDR207C	-101.599
YOL098C	-101.599
YDR260C	-101.599
YML072C	-101.599
YML007C-A	-101.599
YOL131W	-101.600
YGL119W	-101.601
YEL067C	-101.602
YDR459C	-101.603
YIL158W	-101.604
YHR016C	-101.605
YKR036C	-101.605
YNR001C	-101.608
YPL133C	-101.608
YHR106W	-101.608
YPL197C	-101.608
YPR003C	-101.608
YMR284W	-101.609
YBL029C-A	-101.611
YBR040W	-101.613
YNL318C	-101.613
YDL194W	-101.614
YNR057C	-101.615
YPL154C	-101.616
YBR218C	-101.618
YDR004W	-101.618
YBR033W	-101.619
YNR030W	-101.620
YML108W	-101.620
YBR083W	-101.620
YGR053C	-101.621
YOL111C	-101.623
YMR084W	-101.625
YJR131W	-101.625
YPL256C	-101.626
YPL240C	-101.627
YDR509W	-101.628
YOL128C	-101.628
YMR001C-A	-101.630
YPL165C	-102.788
YBR259W	-101.630
YNL253W	-101.631
YBL017C	-101.632
YKR087C	-101.632
YDR163W	-101.633
YJR005W	-101.635
YCR067C	-101.637
YBR106W	-101.637
YLR294C	-101.638
YIL013C	-101.639
YMR136W	-101.639
YBR270C	-101.639
YDR418W	-101.641
YDL161W	-101.642
YLR300W	-101.642
YLL002W	-101.642
YOR328W	-101.643
YNL325C	-101.644
YER019W	-101.644
YMR224C	-101.644
YDR349C	-101.646
YKR030W	-101.647
YLR146C	-101.648
YDL022W	-101.650
YBR177C	-101.651
YJR118C	-101.651
YDR505C	-101.652
YMR186W	-101.652
YMR196W	-101.655
YDR443C	-101.657
YLR346C	-101.659
YGL154C	-101.659
YPL058C	-101.659
YBR032W	-101.660
YPR017C	-101.660
YMR144W	-101.660
YBR019C	-101.664
YOR028C	-101.665
YKR088C	-101.666
YNL231C	-101.667
YJL108C	-101.668
YMR157C	-101.668
YLR152C	-101.669
YFR015C	-101.670
YER058W	-101.671
YOR383C	-101.671
YPL183C	-101.672
YFL053W	-101.673
YDR218C	-101.673
YGL050W	-101.675
YJR092W	-101.675
YJR147W	-101.675
YLR443W	-101.676
YML013W	-101.676
YPL123C	-101.676
YER024W	-101.678
YDL042C	-101.680
YNL084C	-101.681
YOR036W	-101.682
YJR077C	-101.682
YDL110C	-101.684
YER137C	-101.685
YNL052W	-101.685
YNR061C	-101.686
YOL045W	-101.686
YGR010W	-101.686
YMR097C	-101.687
YKL127W	-101.692
YJL037W	-101.694
YJR074W	-101.694
YPR138C	-101.694
YBR227C	-101.697
YDR415C	-101.698
YAL067W-A	-101.698
YGR219W	-101.701
YKL190W	-101.701
YNR052C	-101.941
YPL257W	-101.702
YNL108C	-101.702
YPL134C	-101.703
YER188W	-101.704
YNL248C	-101.704
YMR316W	-101.706
YOR351C	-101.706
YLR123C	-101.707
YKR011C	-101.710
YLR268W	-101.712
YOL092W	-101.714
YER060W-A	-101.715
YML107C	-101.716
YDR157W	-101.718
YIL132C	-101.720
YPR125W	-101.724
YML095C-A	-101.725
YJL136C	-101.725
YGR079W	-101.725
YNL138W	-101.726
YOR380W	-101.727
YHL031C	-101.728
YLR419W	-101.728
YMR007W	-101.733
YAR028W	-101.734
YDR121W	-101.734
YJR148W	-101.735
YJR043C	-101.735
YAL028W	-101.735
YPL089C	-101.737
YOR003W	-101.738
YLR441C	-101.739
YIR009W	-101.740
YLR189C	-101.741
YOL067C	-101.741
YOL073C	-101.742
YHR017W	-101.743
YDR158W	-101.743
YNL255C	-101.743
YOL132W	-101.744
YOR365C	-101.744
YDR275W	-101.745
YCR079W	-101.750
YJR031C	-101.751
YKL087C	-101.751
YPR199C	-101.751
YPL021W	-101.753
YML111W	-101.753
YOR346W	-101.754
YPL127C	-101.754
YMR035W	-101.754
YGR007W	-101.755
YER182W	-101.757
YJR153W	-101.757
YMR180C	-101.757
YDR403W	-101.759
YAL005C	-101.760
YPL206C	-101.760
YJR105W	-101.761
YPL018W	-101.761
YPR062W	-101.761
YMR036C	-101.761
YCR004C	-101.761
YML076C	-101.762
YML122C	-101.762
YER062C	-101.764
YCR076C	-101.764
YBL016W	-101.764
YLR353W	-101.767
YER091C-A	-101.770
YBR005W	-101.770
YLR096W	-101.772
YPL149W	-101.774
YPL039W	-101.774
YKR014C	-101.775
YEL009C	-101.775
YJL191W	-102.051
YGL129C	-101.780
YMR302C	-101.780
YKL187C	-101.781
YBR116C	-101.781
YDR046C	-101.781
YPL201C	-101.783
YML061C	-101.784
YKL008C	-101.787
YKR090W	-101.787
YBL010C	-101.788
YDR028C	-101.788
YPR057W	-101.790
YMR069W	-101.791
YPL155C	-101.791
YPL223C	-101.793
YOR258W	-101.793
YMR114C	-101.793
YMR098C	-101.793
YPR173C	-101.794
YCR044C	-101.795
YJR142W	-101.797
YHR195W	-101.798
YBR239C	-101.799
YOR066W	-101.801
YML058C-A	-101.801
YGL257C	-101.802
YPL086C	-101.805
YGL173C	-101.806
YIR024C	-101.806
YNL299W	-101.806
YCR059C	-101.807
YGR148C	-101.807
YKL199C	-101.808
YER151C	-101.810
YML113W	-101.811
YPL200W	-101.811
YJR152W	-101.811
YER175C	-101.813
YDR445C	-101.814
YOR266W	-101.815
YIL067C	-101.816
YJL083W	-101.816
YGL191W	-101.816
YJL178C	-101.816
YGL105W	-101.817
YOR039W	-101.823
YBR268W	-101.823
YFR056C	-101.823
YEL041W	-101.927
YEL063C	-101.825
YMR159C	-101.827
YNL320W	-101.828
YNL175C	-101.828
YMR234W	-101.830
YMR210W	-101.832
YIR001C	-101.832
YER054C	-101.832
YNL148C	-101.834
YMR230W-A	-101.834
YEL014C	-101.835
YML100W	-101.836
YDR035W	-101.836
YGR281W	-101.837
YGR222W	-101.839
YLR295C	-101.840
YNL249C	-101.840
YAL058W	-101.840
YKL139W	-101.841
YGL170C	-101.842
YLR209C	-101.845
YLR069C	-101.846
YGR067C	-101.847
YOR363C	-101.848
YER163C	-101.848
YGR199W	-101.850
YHR057C	-101.850
YER120W	-101.854
YLR034C	-101.854
YOL013W-B	-101.854
YKL211C	-101.855
YLR227C	-101.856
YOR041C	-101.858
YBR274W	-102.229
YOR265W	-101.861
YJR139C	-101.861
YML028W	-101.861
YER031C	-101.865
YCR085W	-101.866
YEL003W	-101.867
YDR462W	-101.868
YPL221W	-101.869
YBR296C	-101.869
YPR140W	-101.869
YEL001C	-101.870
YPR179C	-101.871
YPL170W	-101.871
YIR039C	-101.871
YHR202W	-101.871
YFL033C	-102.810
YNL330C	-101.874
YBR260C	-101.874
YGR201C	-101.875
YGR023W	-101.875
YLR343W	-101.876
YNL115C	-101.876
YIL154C	-101.878
YPL081W	-101.878
YHR153C	-101.879
YLR048W	-101.879
YHL003C	-101.880
YGR169C	-101.881
YPR061C	-101.881
YJL101C	-101.882
YBR162W-A	-101.884
YGL143C	-101.885
YDR528W	-101.887
YMR215W	-101.887
YGL033W	-102.045
YHL024W	-101.887
YFL020C	-101.889
YDL122W	-101.889
YDR103W	-101.890
YLL054C	-101.891
YDR050C	-101.891
YFL026W	-101.891
YLR405W	-101.891
YOR059C	-101.897
YHL041W	-101.899
YOL085C	-101.899
YML041C	-101.901
YNL073W	-101.901
YDR221W	-101.902
YOR263C	-101.902
YNL338W	-101.902
YLR085C	-101.903
YBL031W	-101.904
YLR019W	-101.904
YNL140C	-101.905
YLR037C	-101.906
YBR028C	-101.906
YPR066W	-101.908
YMR246W	-101.908
YGR039W	-101.909
YLR038C	-101.910
YHR108W	-101.910
YNL058C	-101.913
YNL070W	-101.913
YJR108W	-101.914
YMR107W	-101.914
YPL246C	-101.916
YPR166C	-101.916
YOL116W	-101.916
YKL010C	-101.917
YJR069C	-101.918
YDL219W	-101.920
YIL095W	-101.920
YDL018C	-101.922
YDL059C	-101.922
YGR110W	-101.924
YJL175W	-101.925
YBR107C	-101.926
YGR291C	-101.927
YFL013W-A	-101.927
YLR382C	-101.928
YDL133C-A	-101.928
YER014C-A	-101.931
YGL014W	-101.931
YGL212W	-101.932
YCL010C	-101.933
YBL094C	-101.933
YHR162W	-101.933
YAL037C-A	-101.933
YFR030W	-101.934
YGR170W	-101.935
YDL233W	-101.935
YDR479C	-101.936
YPL119C	-101.937
YCR008W	-101.937
YGL208W	-101.938
YBR255W	-101.938
YJR134C	-101.938
YDR307W	-101.940
YPL265W	-101.940
YIL105C	-101.940
YCL064C	-101.940
YGR207C	-101.942
YNL164C	-101.943
YLR206W	-101.945
YNL304W	-101.945
YDL215C	-101.947
YLR014C	-101.949
YPR117W	-101.950
YER042W	-101.950
YER057C	-101.951
YJL013C	-101.951
YPR146C	-101.952
YBL008W	-101.956
YLR001C	-101.956
YMR039C	-101.956
YMR099C	-101.959
YER059W	-101.959
YGL178W	-101.959
YPL049C	-101.960
YML096W	-101.960
YPR079W	-101.961
YBL107C	-101.961
YDL124W	-101.961
YBL063W	-101.962
