ORF	hap a | abundance of alanine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of aspartic acid | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of glutamate | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of phenylalanine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of glycine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of histidine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of isoleucine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of lysine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of leucine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of methionine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of asparagine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of proline | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of glutamine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of arginine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of serine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of threonine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of valine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of tryptophan | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of tyrosine | minimal [standard] | Mulleder M~Ralser M, 2016
YJR143C	5.401	4.964	18.659	0.288	1.923	4.765	0.412	0.911	0.295	0.112	1.207	1.125	27.767	3.520	2.187	4.049	1.326	0.041	3.466
YJR144W	7.362	5.812	20.241	0.280	1.828	3.087	0.412	0.567	0.144	0.124	1.651	0.936	25.414	1.083	1.508	4.574	1.844	0.042	4.454
YJR145C	6.309	5.833	23.233	0.279	1.873	3.105	0.413	0.646	0.266	0.117	1.494	0.858	31.246	1.505	3.171	4.197	1.341	0.039	2.703
YJR146W	6.137	5.286	23.004	0.258	1.495	5.038	0.375	0.649	0.256	0.121	1.301	1.186	30.978	2.311	2.435	3.996	1.364	0.036	1.797
YJR147W	6.220	4.914	22.028	0.344	1.929	3.952	0.447	0.523	0.335	0.144	1.191	1.128	26.963	2.554	2.127	3.927	1.496	0.045	2.276
YJR149W	6.290	5.036	22.694	0.271	1.471	3.489	0.397	0.441	0.271	0.141	1.156	1.324	29.154	1.370	2.192	4.015	1.386	0.039	1.965
YJR150C	6.161	4.897	22.829	0.181	1.675	5.215	0.366	0.964	0.222	0.105	1.316	1.133	29.452	2.880	2.624	3.854	1.218	0.031	2.810
YJR151C	5.331	5.036	18.559	0.311	1.996	4.730	0.414	0.927	0.306	0.104	1.172	1.118	27.829	3.421	2.154	4.138	1.282	0.041	3.404
YJR151W-A	5.268	5.233	21.669	0.263	1.828	4.655	0.389	0.870	0.271	0.113	1.252	1.155	30.119	2.611	2.252	4.268	1.302	0.038	2.788
YJR152W	6.681	5.011	22.267	0.266	1.562	4.526	0.390	0.682	0.278	0.130	1.327	1.216	28.782	2.258	2.548	4.264	1.354	0.037	1.510
YJR153W	5.712	5.115	22.667	0.261	1.510	4.743	0.407	0.699	0.287	0.132	1.224	1.161	30.963	2.157	2.361	3.847	1.356	0.034	2.180
YJR154W	6.530	4.860	21.426	0.334	2.219	4.268	0.421	0.566	0.274	0.140	1.211	1.056	25.683	3.182	2.273	3.905	1.505	0.042	2.517
YKL002W	7.047	5.025	21.229	0.381	1.792	2.766	0.415	0.391	0.390	0.126	1.095	1.236	31.342	2.387	2.263	3.563	1.395	0.050	3.098
YKL003C	7.172	4.980	18.225	0.283	2.142	3.811	0.404	0.765	0.230	0.133	1.285	0.987	23.537	2.038	1.907	4.301	1.351	0.042	3.616
YKL005C	6.352	4.626	24.296	0.261	1.691	4.876	0.382	0.676	0.287	0.132	1.276	1.308	31.750	1.939	2.273	4.182	1.265	0.038	2.032
YKL006W	7.523	4.778	18.547	0.297	1.828	3.627	0.468	0.648	0.225	0.070	1.314	0.593	20.717	3.121	2.438	4.212	1.460	0.039	3.430
YKL007W	6.072	5.037	21.466	0.275	1.560	4.570	0.403	0.727	0.297	0.126	1.256	1.194	28.289	2.033	2.377	3.931	1.285	0.044	2.783
YKL008C	6.131	4.743	21.466	0.212	1.897	5.698	0.354	1.058	0.235	0.117	1.473	1.063	34.312	2.264	3.446	4.236	1.271	0.020	2.962
YKL009W	6.326	4.958	19.760	0.266	1.429	6.007	0.405	0.792	0.257	0.126	1.312	1.068	32.777	3.122	2.416	4.636	1.323	0.032	2.321
YKL010C	7.176	4.965	22.411	0.341	2.369	3.710	0.399	0.475	0.245	0.169	1.136	1.104	24.637	2.952	2.241	4.074	1.567	0.042	2.359
YKL011C	7.149	5.321	22.628	0.265	1.772	3.453	0.400	0.411	0.243	0.149	1.259	1.128	29.138	1.446	2.115	4.418	1.415	0.035	1.739
YKL015W	6.285	5.144	22.547	0.263	1.611	4.445	0.387	0.546	0.249	0.158	1.286	1.203	30.315	2.276	2.469	4.287	1.354	0.038	2.050
YKL016C	9.169	5.793	20.906	0.280	2.183	3.931	0.446	0.711	0.257	0.116	1.388	1.060	30.119	2.313	2.088	4.747	1.354	0.050	3.273
YKL017C	6.254	5.218	23.598	0.289	1.578	4.411	0.388	0.626	0.279	0.125	1.269	1.266	31.567	2.141	2.249	3.996	1.356	0.039	2.183
YKL018C-A	5.317	5.121	21.051	0.257	1.840	4.399	0.361	0.768	0.237	0.126	1.298	1.172	30.064	2.377	2.371	4.215	1.354	0.033	2.847
YKL020C	6.127	4.945	22.716	0.312	1.406	4.836	0.391	0.554	0.275	0.141	1.186	1.198	29.836	2.225	2.245	3.849	1.391	0.047	2.411
YKL023W	7.100	4.915	21.307	0.285	1.622	3.607	0.426	0.506	0.288	0.126	1.210	1.238	30.136	1.542	2.397	4.359	1.368	0.039	2.219
YKL025C	5.938	5.036	19.630	0.310	1.517	3.796	0.416	0.643	0.307	0.131	1.081	1.159	25.845	3.448	2.269	4.025	1.255	0.044	2.923
YKL026C	6.135	5.362	21.510	0.280	1.744	4.603	0.397	0.764	0.271	0.132	1.214	1.151	27.531	2.964	2.292	3.901	1.327	0.041	2.737
YKL027W	6.170	4.929	20.304	0.297	2.043	4.833	0.419	0.704	0.281	0.115	1.209	1.063	26.906	5.224	2.250	3.996	1.317	0.044	3.320
YKL030W	5.862	4.964	22.468	0.269	1.636	4.578	0.414	0.627	0.283	0.119	1.288	1.168	29.081	2.658	2.577	4.013	1.354	0.039	2.616
YKL031W	5.739	5.419	21.591	0.279	1.746	4.860	0.367	0.765	0.271	0.130	1.194	1.169	30.408	2.831	2.280	4.100	1.322	0.034	2.192
YKL032C	7.382	7.504	26.016	0.321	1.796	4.765	0.383	0.440	0.257	0.145	1.137	1.394	24.442	1.880	1.699	4.255	1.533	0.042	2.199
YKL033W-A	6.199	5.227	20.085	0.254	2.042	5.035	0.382	0.940	0.259	0.122	1.252	1.099	27.801	3.735	2.331	4.198	1.304	0.033	3.008
YKL034W	6.615	5.208	21.820	0.270	2.012	4.354	0.382	0.636	0.212	0.150	1.217	1.142	28.244	2.844	2.317	4.122	1.429	0.033	1.937
YKL037W	6.127	5.709	26.296	0.251	1.665	5.299	0.354	0.696	0.232	0.151	1.314	1.336	32.866	2.227	2.598	4.143	1.309	0.034	2.063
YKL038W	8.007	6.065	27.962	0.225	1.826	4.757	0.399	1.024	0.251	0.107	1.509	1.416	34.139	0.978	2.766	4.596	1.326	0.032	2.292
YKL039W	6.075	5.072	21.466	0.299	1.410	4.559	0.406	0.605	0.302	0.135	1.187	1.167	30.041	2.791	2.271	4.000	1.292	0.042	2.487
YKL040C	13.588	5.036	16.124	0.263	4.562	6.150	0.584	1.123	0.198	0.097	1.228	0.784	19.424	3.890	1.631	4.835	4.075	0.037	2.704
YKL041W	7.652	6.061	23.929	0.270	1.828	3.350	0.362	0.477	0.258	0.125	1.310	1.364	34.853	2.874	2.474	4.073	1.469	0.033	2.401
YKL043W	6.126	4.828	19.861	0.330	1.962	4.379	0.432	0.635	0.306	0.145	1.168	1.072	25.798	3.849	2.273	4.059	1.407	0.045	2.724
YKL044W	7.692	4.721	20.443	0.310	2.990	4.113	0.435	0.802	0.230	0.121	1.104	0.982	23.034	4.744	2.258	4.236	1.591	0.039	3.068
YKL046C	6.487	5.614	24.857	0.255	1.657	4.765	0.397	0.807	0.279	0.124	1.295	1.298	29.126	2.723	2.082	3.892	1.322	0.037	2.934
YKL047W	5.765	4.968	19.033	0.288	1.926	5.050	0.399	0.686	0.283	0.114	1.293	1.014	28.551	3.040	2.478	3.693	1.313	0.041	2.345
YKL048C	8.044	6.170	30.769	0.240	1.813	5.393	0.376	0.973	0.255	0.105	1.273	1.442	28.076	4.883	1.712	3.241	1.354	0.034	4.203
YKL050C	5.534	5.410	22.401	0.255	1.855	5.051	0.371	0.936	0.246	0.111	1.244	1.134	28.244	4.038	2.526	3.863	1.280	0.036	2.700
YKL051W	6.101	5.663	24.141	0.233	1.548	5.112	0.393	0.978	0.236	0.126	1.248	1.252	33.593	2.541	2.694	4.204	1.343	0.034	2.664
YKL053C-A	5.830	5.445	20.704	0.266	1.783	5.269	0.341	0.844	0.222	0.128	1.301	1.082	29.877	2.901	2.273	4.122	1.119	0.036	3.020
YKL053W	5.554	5.036	23.429	0.272	1.648	5.290	0.382	0.583	0.283	0.150	1.339	1.236	33.489	2.207	2.764	3.816	1.280	0.040	2.381
YKL054C	8.720	4.163	24.214	0.225	1.828	4.583	0.482	1.133	0.267	0.087	1.840	0.839	34.435	2.102	1.783	4.582	1.509	0.037	4.186
YKL055C	6.276	4.701	22.915	0.282	1.657	4.944	0.378	0.765	0.249	0.131	1.051	1.234	30.596	3.001	2.041	3.778	1.375	0.035	2.165
YKL056C	6.372	5.287	21.809	0.246	1.865	5.020	0.413	0.765	0.253	0.112	1.220	1.094	31.756	2.702	2.343	3.870	1.414	0.037	2.290
YKL057C	6.965	5.517	28.046	0.203	1.332	4.340	0.445	0.819	0.221	0.072	1.502	1.089	33.143	2.002	2.273	4.180	1.639	0.028	2.524
YKL061W	6.480	5.517	23.630	0.286	1.699	4.311	0.399	0.608	0.271	0.123	1.298	1.148	30.234	2.568	2.273	4.046	1.312	0.038	2.362
YKL062W	6.896	5.259	21.616	0.277	1.657	4.359	0.417	0.617	0.285	0.131	1.206	1.085	27.095	2.785	2.273	4.006	1.290	0.039	2.777
YKL063C	6.744	5.322	22.562	0.281	2.384	4.444	0.391	0.790	0.265	0.109	1.224	1.124	27.427	2.366	2.895	3.824	1.415	0.037	3.008
YKL064W	5.751	5.062	20.619	0.310	2.065	4.765	0.407	0.647	0.282	0.121	1.228	1.087	26.799	2.706	2.623	3.815	1.435	0.041	2.644
YKL065C	5.717	5.200	22.781	0.280	1.763	4.744	0.410	0.903	0.276	0.108	1.291	1.209	30.224	2.827	2.521	4.029	1.405	0.037	2.813
YKL066W	5.926	5.525	23.440	0.259	1.828	5.347	0.376	0.799	0.251	0.118	1.377	1.227	32.811	2.876	2.358	3.893	1.404	0.034	2.507
YKL067W	5.766	4.827	22.150	0.289	1.828	5.550	0.381	0.939	0.266	0.094	1.144	1.145	29.305	3.269	2.359	3.655	1.415	0.037	2.628
YKL068W	5.781	4.873	21.065	0.299	1.601	5.280	0.424	0.780	0.319	0.113	1.282	0.898	28.244	3.039	2.333	3.811	1.342	0.041	2.674
YKL068W-A	6.357	5.036	20.591	0.262	1.728	5.148	0.383	0.838	0.275	0.125	1.162	1.231	28.388	2.845	2.229	4.037	1.263	0.039	2.933
YKL069W	6.127	5.404	23.825	0.201	1.610	5.320	0.324	1.017	0.210	0.124	1.308	1.097	35.871	3.185	2.899	4.273	1.260	0.024	2.322
YKL070W	6.013	5.483	23.613	0.230	1.641	5.988	0.354	0.971	0.215	0.094	1.333	1.173	33.128	3.236	2.372	3.806	1.354	0.030	2.456
YKL071W	5.722	5.036	21.406	0.301	1.716	5.287	0.404	0.766	0.307	0.114	1.241	1.085	30.124	2.491	2.231	3.905	1.364	0.040	2.698
YKL072W	6.323	5.428	20.476	0.273	1.878	5.122	0.396	0.783	0.238	0.103	1.244	1.015	29.712	3.813	2.187	4.301	1.354	0.036	2.618
YKL073W	6.457	5.154	21.510	0.267	1.469	4.945	0.395	0.719	0.273	0.098	1.243	1.065	30.048	2.368	2.107	3.996	1.259	0.040	2.791
YKL074C	8.070	5.013	18.045	0.256	2.056	4.765	0.450	0.659	0.247	0.117	1.344	0.889	29.029	1.732	2.751	4.766	1.267	0.042	3.202
YKL075C	5.684	4.785	19.526	0.305	1.559	3.872	0.408	0.651	0.311	0.135	1.224	1.130	29.402	1.779	2.366	3.919	1.219	0.043	2.789
YKL076C	5.711	4.682	19.972	0.299	2.278	4.314	0.401	0.815	0.268	0.124	1.089	1.161	27.120	2.525	2.476	4.091	1.338	0.043	3.022
YKL077W	6.793	5.124	22.530	0.300	1.778	4.698	0.390	0.824	0.260	0.120	1.120	1.145	28.244	3.157	2.041	3.618	1.435	0.039	2.687
YKL079W	6.193	5.022	21.716	0.265	1.571	5.171	0.400	0.824	0.274	0.126	1.229	1.111	31.454	2.835	2.452	3.963	1.328	0.037	2.498
YKL081W	7.504	6.930	33.490	0.331	2.390	1.087	0.390	0.376	0.350	0.113	1.003	1.128	18.861	0.535	1.717	3.246	1.446	0.039	3.061
YKL084W	5.934	4.938	21.186	0.286	1.593	6.156	0.399	0.927	0.293	0.116	1.253	1.122	29.424	4.513	2.254	3.680	1.393	0.039	2.849
YKL085W	5.728	5.188	21.892	0.281	1.658	5.640	0.375	0.782	0.286	0.124	1.271	1.128	31.515	2.646	2.188	3.799	1.367	0.037	2.185
YKL086W	6.060	4.747	20.846	0.288	2.463	4.886	0.399	0.800	0.259	0.131	1.162	1.123	26.914	3.953	2.317	4.133	1.393	0.037	2.573
YKL087C	7.097	5.614	21.818	0.280	2.239	4.413	0.399	0.614	0.250	0.144	1.275	1.221	28.244	1.808	2.026	4.444	1.329	0.036	2.302
YKL090W	6.317	4.910	21.788	0.298	1.786	4.672	0.410	0.648	0.300	0.121	1.256	1.128	28.038	2.283	2.407	4.135	1.304	0.046	2.741
YKL091C	6.252	4.556	23.516	0.302	1.455	3.865	0.402	0.508	0.307	0.138	1.202	1.158	32.060	1.595	2.235	3.776	1.354	0.041	2.396
YKL092C	5.876	4.896	22.200	0.280	2.095	4.937	0.406	0.897	0.292	0.120	1.210	1.106	26.914	3.749	2.330	3.856	1.336	0.041	2.748
YKL093W	5.857	4.740	20.431	0.317	1.834	4.765	0.418	0.811	0.295	0.113	1.129	1.121	27.039	4.147	2.054	3.903	1.393	0.041	3.002
YKL094W	6.350	5.036	22.267	0.269	1.671	4.359	0.382	0.590	0.241	0.139	1.265	1.182	30.760	2.473	2.447	4.013	1.376	0.036	2.304
YKL096C-B	6.566	4.661	28.073	0.300	1.921	3.139	0.399	0.694	0.363	0.105	1.170	1.567	24.964	3.381	1.912	3.554	1.404	0.035	4.139
YKL096W	6.945	4.982	22.819	0.302	1.725	3.876	0.402	0.522	0.243	0.153	1.224	1.154	30.638	2.324	2.179	4.115	1.498	0.036	2.056
YKL096W-A	6.196	4.822	21.204	0.260	2.188	4.847	0.385	0.765	0.219	0.130	1.181	1.128	25.070	3.857	2.300	4.078	1.451	0.035	2.403
YKL097C	6.133	4.909	22.869	0.253	1.693	5.774	0.361	0.776	0.229	0.122	1.276	1.174	31.359	3.076	2.273	3.810	1.362	0.033	2.010
YKL098W	6.137	5.208	24.541	0.257	1.701	5.353	0.371	0.818	0.264	0.114	1.283	1.304	33.702	2.636	2.273	3.774	1.395	0.033	2.462
YKL100C	6.268	5.096	22.262	0.279	1.365	5.549	0.388	0.739	0.286	0.131	1.273	1.205	32.310	2.839	2.262	3.874	1.341	0.039	2.615
YKL101W	6.426	4.222	19.602	0.250	1.624	5.106	0.406	0.765	0.254	0.128	1.323	1.191	34.535	2.547	2.408	3.972	1.426	0.036	2.607
YKL102C	6.472	4.837	20.654	0.316	2.411	5.107	0.411	0.732	0.268	0.136	1.266	1.096	27.947	4.220	2.203	3.876	1.480	0.039	2.356
YKL103C	5.687	4.682	21.182	0.281	1.797	4.993	0.390	0.681	0.272	0.132	1.226	1.129	28.275	2.853	2.159	4.099	1.354	0.040	2.207
YKL105C	6.050	5.036	20.743	0.287	1.718	4.795	0.411	0.699	0.301	0.126	1.199	1.125	28.317	2.482	2.312	4.028	1.296	0.043	2.889
YKL106C-A	5.846	4.973	19.630	0.287	1.530	5.558	0.400	0.903	0.313	0.115	1.224	1.162	27.938	3.567	1.980	3.659	1.205	0.044	3.736
YKL106W	6.353	5.008	21.224	0.325	1.984	3.851	0.414	0.551	0.279	0.155	1.086	1.120	27.946	2.499	2.273	4.235	1.360	0.041	2.442
YKL107W	6.629	4.909	22.381	0.269	1.899	5.160	0.376	0.838	0.226	0.120	1.151	1.118	28.858	3.748	2.322	4.020	1.354	0.038	2.543
YKL109W	6.784	5.073	21.608	0.286	2.029	4.644	0.381	0.706	0.247	0.136	1.224	1.202	31.729	2.339	2.161	4.242	1.323	0.036	2.176
YKL110C	7.812	5.154	22.873	0.264	1.960	5.712	0.355	1.353	0.220	0.065	1.250	1.126	26.613	6.300	1.876	3.483	1.354	0.036	3.038
YKL113C	6.021	4.706	26.067	0.315	1.349	5.814	0.381	0.862	0.277	0.111	1.179	1.201	30.486	2.816	2.113	3.711	1.354	0.042	3.031
YKL114C	7.199	4.979	21.330	0.283	1.909	5.277	0.356	0.833	0.208	0.109	1.232	1.128	29.209	3.701	2.052	3.709	1.409	0.034	2.660
YKL115C	6.402	4.598	20.334	0.282	1.657	5.045	0.375	0.640	0.250	0.143	1.270	1.128	27.153	3.008	2.308	4.077	1.368	0.036	2.326
YKL116C	6.195	4.425	21.106	0.309	1.783	4.765	0.408	0.706	0.297	0.123	1.142	1.133	27.513	3.116	2.325	3.826	1.365	0.042	2.739
YKL117W	6.401	4.924	21.963	0.289	1.728	5.297	0.392	0.762	0.268	0.121	1.238	1.121	29.822	3.784	2.289	3.959	1.383	0.038	2.617
YKL120W	9.740	5.062	17.489	0.374	1.161	4.765	0.407	1.079	0.241	0.104	1.175	0.729	16.811	8.041	1.453	4.025	1.164	0.050	4.490
YKL121W	6.786	5.113	20.009	0.275	1.987	4.931	0.390	0.725	0.240	0.096	1.289	1.002	28.244	3.199	2.402	4.150	1.364	0.038	2.747
YKL123W	6.690	4.915	21.466	0.317	2.554	3.992	0.431	0.633	0.261	0.140	1.165	1.118	27.437	3.513	2.494	4.422	1.549	0.039	2.373
YKL124W	5.965	4.320	19.412	0.291	2.204	4.110	0.415	0.690	0.268	0.139	1.157	1.080	26.579	3.815	2.273	4.054	1.407	0.039	2.536
YKL126W	6.145	5.020	22.593	0.280	1.401	5.219	0.384	0.983	0.263	0.102	1.295	1.286	31.607	3.399	2.059	3.918	1.394	0.037	2.668
YKL127W	6.288	5.036	22.646	0.201	1.817	5.267	0.363	1.025	0.168	0.097	1.333	1.169	31.322	4.368	2.114	4.037	1.265	0.028	2.209
YKL128C	6.475	4.794	21.466	0.295	1.819	4.533	0.388	0.613	0.236	0.151	1.153	1.151	30.015	3.089	2.521	4.077	1.417	0.037	2.179
YKL129C	6.229	5.238	22.033	0.223	1.654	4.772	0.326	0.869	0.201	0.115	1.226	1.128	28.483	2.918	2.275	3.802	1.247	0.028	2.188
YKL130C	6.965	5.220	24.676	0.268	1.595	4.836	0.384	0.652	0.267	0.131	1.218	1.244	32.075	2.204	2.387	3.967	1.376	0.039	2.442
YKL131W	6.367	5.090	22.433	0.258	1.621	5.492	0.376	0.771	0.267	0.123	1.251	1.192	31.909	2.948	2.273	3.857	1.294	0.039	2.576
YKL132C	6.141	4.679	21.828	0.296	1.712	5.376	0.377	0.683	0.266	0.139	1.224	1.103	29.472	3.014	2.275	3.719	1.389	0.038	2.208
YKL133C	6.614	5.036	21.424	0.298	1.414	5.652	0.388	0.733	0.288	0.135	1.256	1.112	29.701	2.916	2.092	3.692	1.336	0.040	2.557
YKL134C	12.253	5.945	19.940	0.308	1.992	3.401	0.381	0.765	0.246	0.133	1.394	1.090	24.080	0.700	1.772	4.281	1.331	0.046	3.167
YKL136W	6.150	4.241	21.584	0.282	1.873	4.723	0.398	0.643	0.283	0.131	1.146	1.128	29.360	2.186	2.364	3.910	1.333	0.042	2.349
YKL137W	5.950	5.363	21.505	0.276	1.924	5.031	0.384	0.748	0.265	0.129	1.216	1.170	29.581	2.753	2.321	4.078	1.277	0.037	2.389
YKL138C	6.708	5.278	24.489	0.277	1.639	5.656	0.399	1.025	0.251	0.115	1.204	1.296	34.204	3.999	2.147	4.099	1.330	0.037	2.495
YKL140W	6.366	4.846	21.223	0.232	1.923	4.967	0.353	0.826	0.207	0.128	1.260	1.128	28.226	3.800	2.298	4.022	1.292	0.034	2.339
YKL142W	7.012	4.927	23.627	0.305	1.411	4.577	0.386	0.672	0.268	0.137	1.341	1.269	32.234	2.321	2.242	3.863	1.395	0.042	2.521
YKL143W	8.308	2.590	13.307	0.368	1.497	3.956	0.544	0.711	0.299	0.060	1.318	0.561	30.693	0.770	2.178	3.996	1.556	0.051	7.249
YKL146W	7.774	4.002	19.164	0.264	2.017	4.765	0.395	0.728	0.250	0.120	1.311	1.573	31.954	3.420	2.454	4.069	1.506	0.033	2.241
YKL147C	7.415	4.511	19.122	0.222	1.914	4.700	0.375	0.758	0.222	0.128	1.435	1.626	30.676	2.880	2.729	4.713	1.428	0.030	2.134
YKL148C	6.070	5.036	21.079	0.293	1.507	5.124	0.400	0.694	0.303	0.144	1.291	1.165	30.066	2.434	2.209	3.900	1.290	0.045	2.529
YKL149C	6.158	4.647	18.991	0.316	1.849	4.765	0.404	0.665	0.270	0.113	1.066	0.855	25.651	3.862	1.833	3.662	1.483	0.042	2.968
YKL150W	5.791	4.233	18.984	0.285	2.441	5.084	0.408	0.662	0.285	0.157	1.107	1.081	26.177	4.062	2.399	3.996	1.384	0.037	2.115
YKL151C	6.352	4.989	20.595	0.300	2.091	4.720	0.412	0.807	0.294	0.121	1.215	1.067	26.514	2.694	2.358	3.996	1.301	0.043	2.808
YKL155C	6.369	5.036	15.198	0.269	2.486	4.400	0.400	0.821	0.195	0.107	1.362	0.773	22.108	2.335	1.597	4.091	1.544	0.040	3.179
YKL156W	6.201	4.373	18.960	0.295	2.378	5.280	0.428	0.981	0.256	0.124	1.067	0.990	24.423	3.733	2.170	3.931	1.453	0.039	2.884
YKL157W	5.976	4.753	21.717	0.242	1.950	5.768	0.387	1.095	0.251	0.119	1.249	1.137	29.189	4.010	2.310	3.929	1.275	0.034	2.729
YKL159C	6.127	4.849	21.530	0.301	1.628	4.689	0.399	0.634	0.290	0.143	1.207	1.139	30.077	2.397	2.315	3.931	1.361	0.042	2.410
YKL160W	6.732	4.705	21.466	0.263	2.199	4.747	0.400	0.834	0.246	0.089	1.129	1.013	22.295	3.674	2.499	3.481	1.533	0.040	3.039
YKL161C	6.309	4.767	21.998	0.273	1.843	5.456	0.380	0.757	0.256	0.128	1.218	1.128	29.183	3.261	2.690	3.768	1.325	0.040	2.731
YKL162C	6.058	4.471	21.466	0.298	1.708	5.385	0.419	0.709	0.334	0.136	1.219	1.165	28.736	2.707	2.470	3.815	1.301	0.045	2.710
YKL162C-A	6.683	6.551	24.260	0.278	1.816	5.809	0.381	0.812	0.233	0.116	1.267	1.128	33.846	2.776	2.492	4.283	1.342	0.036	2.356
YKL163W	5.961	4.532	22.890	0.280	1.808	5.832	0.382	0.750	0.256	0.135	1.236	1.206	30.499	3.009	2.286	3.944	1.388	0.036	2.145
YKL164C	6.127	4.710	20.441	0.325	1.723	5.316	0.417	0.681	0.344	0.149	1.179	1.162	29.747	2.582	2.408	3.782	1.301	0.046	2.557
YKL166C	5.913	4.811	18.754	0.312	2.164	5.194	0.408	0.791	0.288	0.130	1.138	0.983	26.099	4.740	2.236	3.789	1.354	0.041	2.713
YKL167C	6.281	5.138	19.851	0.284	2.065	4.599	0.413	0.658	0.314	0.120	1.092	1.104	25.326	3.124	2.153	4.015	1.202	0.044	2.758
YKL168C	5.552	5.300	19.905	0.316	1.670	4.958	0.402	0.726	0.285	0.130	1.185	0.937	24.993	3.164	2.124	3.996	1.251	0.050	2.787
YKL169C	6.580	6.140	21.091	0.309	1.765	3.485	0.447	0.654	0.254	0.118	1.567	1.128	27.281	0.698	2.015	4.429	1.670	0.051	4.564
YKL170W	6.959	5.530	19.203	0.284	1.783	3.270	0.424	0.603	0.237	0.126	1.382	1.056	25.754	0.954	2.008	4.237	1.445	0.045	3.865
YKL171W	5.902	4.686	21.692	0.298	1.757	5.144	0.401	0.690	0.313	0.116	1.193	1.139	28.244	2.590	2.491	3.666	1.286	0.044	2.776
YKL174C	6.189	4.577	20.404	0.287	1.828	5.913	0.382	0.982	0.258	0.093	1.156	1.094	28.564	4.379	2.062	3.615	1.367	0.039	2.909
YKL175W	7.924	5.245	27.529	0.249	1.497	4.067	0.359	0.867	0.221	0.112	1.329	1.373	34.924	1.541	2.759	4.357	1.354	0.031	2.219
YKL176C	13.481	7.095	35.569	0.262	1.694	5.245	0.402	0.638	0.251	0.111	2.519	1.701	54.306	2.372	1.800	3.906	1.795	0.039	2.495
YKL177W	6.007	5.036	22.387	0.292	1.490	5.752	0.389	0.763	0.300	0.132	1.276	1.213	31.891	2.710	2.088	3.745	1.329	0.040	2.560
YKL178C	5.975	4.938	20.918	0.305	1.551	5.714	0.402	0.823	0.316	0.123	1.173	1.128	29.128	3.379	1.941	3.508	1.304	0.044	2.898
YKL179C	5.977	4.405	20.377	0.304	1.590	5.758	0.413	0.869	0.303	0.108	1.177	1.000	29.033	3.899	1.936	3.462	1.354	0.040	2.791
YKL183W	5.952	5.152	19.044	0.335	2.740	4.977	0.372	0.765	0.254	0.102	1.230	1.082	24.580	3.674	2.505	4.231	1.344	0.039	3.336
YKL185W	6.203	5.420	20.856	0.216	2.187	6.135	0.350	0.921	0.256	0.110	1.310	1.157	27.321	3.258	2.575	3.996	1.241	0.023	0.710
YKL187C	5.601	4.820	20.248	0.289	1.836	4.938	0.436	0.700	0.288	0.131	1.133	1.339	29.677	2.493	2.204	3.996	1.410	0.037	2.225
YKL188C	5.946	4.955	20.776	0.313	2.357	4.663	0.419	0.696	0.268	0.134	1.210	1.097	25.534	2.941	2.386	4.201	1.461	0.040	2.175
YKL190W	6.076	4.992	21.002	0.385	2.601	4.346	0.462	0.905	0.377	0.120	1.014	1.040	23.538	2.897	2.273	3.789	1.413	0.049	4.127
YKL191W	6.321	5.036	22.070	0.260	2.802	6.587	0.397	0.986	0.244	0.110	1.258	1.016	27.271	4.975	2.569	3.894	1.451	0.038	1.755
YKL194C	8.754	5.720	18.682	0.323	1.942	4.075	0.430	0.761	0.268	0.116	1.331	1.065	26.159	1.349	1.761	4.380	1.234	0.047	3.898
YKL197C	8.047	3.071	19.571	0.231	1.935	6.445	0.391	0.894	0.263	0.136	1.268	1.128	31.437	4.454	2.233	3.579	1.465	0.035	1.753
YKL198C	5.948	5.510	20.141	0.231	2.274	5.634	0.377	0.946	0.223	0.112	1.225	1.110	27.562	3.674	2.450	4.232	1.316	0.037	2.633
YKL201C	5.879	5.044	20.920	0.270	1.798	5.377	0.390	0.846	0.255	0.121	1.250	1.130	29.091	3.655	2.206	4.111	1.329	0.038	2.830
YKL202W	5.951	4.956	19.672	0.289	1.723	6.215	0.407	0.964	0.307	0.108	1.177	1.088	28.777	4.436	2.273	3.671	1.232	0.046	3.079
YKL204W	8.561	3.926	21.466	0.469	2.149	2.924	0.455	0.554	0.313	0.109	1.131	1.188	22.236	2.077	2.038	3.680	1.910	0.050	5.679
