ORF	hom | growth (relative abundance in pooled culture) | MUC7 peptide [10 uM] | Lis M~Bobek LA, 2013	hom | growth (relative abundance in pooled culture) | histatin 12-mer [20 uM] | Lis M~Bobek LA, 2013	hom | growth (relative abundance in pooled culture) | cathelicidin KR20 [10 uM] | Lis M~Bobek LA, 2013	hom | growth (relative abundance in pooled culture) | lactoferricin aa 1-11 [12 uM] | Lis M~Bobek LA, 2013	het | growth (relative abundance in pooled culture) | MUC7 peptide [10 uM] | Lis M~Bobek LA, 2013	het | growth (relative abundance in pooled culture) | histatin 12-mer [20 uM] | Lis M~Bobek LA, 2013	het | growth (relative abundance in pooled culture) | cathelicidin KR20 [10 uM] | Lis M~Bobek LA, 2013	het | growth (relative abundance in pooled culture) | lactoferricin aa 1-11 [12 uM] | Lis M~Bobek LA, 2013
YNL135C	-0.453	0.085	-0.459	-0.933	NaN	NaN	NaN	NaN
YNL136W	-0.100	0.109	0.344	-0.191	NaN	NaN	NaN	NaN
YNL137C	NaN	NaN	NaN	NaN	-0.433	-0.023	0.069	-0.118
YNL138W	0.032	0.275	-0.248	-0.078	NaN	NaN	NaN	NaN
YNL139C	-0.406	0.355	-0.197	-0.169	NaN	NaN	NaN	NaN
YNL140C	0.066	0.155	0.062	0.557	NaN	NaN	NaN	NaN
YNL141W	-0.034	-0.065	0.371	-0.052	NaN	NaN	NaN	NaN
YNL142W	-0.143	-0.140	0.441	0.334	NaN	NaN	NaN	NaN
YNL143C	0.062	0.259	-0.461	0.474	NaN	NaN	NaN	NaN
YNL144C	0.201	0.374	0.152	0.374	NaN	NaN	NaN	NaN
YNL145W	0.125	0.279	0.079	-0.004	NaN	NaN	NaN	NaN
YNL146W	0.384	0.393	0.414	0.382	NaN	NaN	NaN	NaN
YNL147W	-0.369	-0.467	1.007	-0.695	NaN	NaN	NaN	NaN
YNL148C	-0.936	-0.921	-1.873	-0.872	NaN	NaN	NaN	NaN
YNL149C	NaN	NaN	NaN	NaN	-0.321	0.181	-0.935	0.045
YNL150W	-1.049	-1.905	-1.185	-0.812	NaN	NaN	NaN	NaN
YNL151C	NaN	NaN	NaN	NaN	-0.289	0.177	0.100	-0.575
YNL152W	NaN	NaN	NaN	NaN	-0.537	0.071	-0.024	-0.430
YNL153C	0.237	-0.099	0.035	-0.110	NaN	NaN	NaN	NaN
YNL154C	0.161	0.101	0.368	0.138	NaN	NaN	NaN	NaN
YNL155W	-0.239	0.311	-0.321	0.168	NaN	NaN	NaN	NaN
YNL156C	0.015	-0.017	0.087	-0.645	NaN	NaN	NaN	NaN
YNL157W	-0.251	0.302	0.047	-0.330	NaN	NaN	NaN	NaN
YNL158W	NaN	NaN	NaN	NaN	-0.121	-0.513	0.986	-0.127
YNL159C	0.127	0.310	-0.011	-0.191	NaN	NaN	NaN	NaN
YNL160W	0.513	-0.022	0.002	-0.011	NaN	NaN	NaN	NaN
YNL161W	NaN	NaN	NaN	NaN	0.003	0.279	-0.120	0.095
YNL162W	NaN	NaN	NaN	NaN	-0.410	0.115	0.057	0.174
YNL163C	NaN	NaN	NaN	NaN	0.066	0.131	0.406	-0.103
YNL164C	-0.299	0.415	0.357	-0.237	NaN	NaN	NaN	NaN
YNL165W	-0.104	-0.109	0.267	0.129	NaN	NaN	NaN	NaN
YNL166C	-1.657	-1.586	-2.402	-1.584	NaN	NaN	NaN	NaN
YNL167C	0.155	-0.532	0.163	-0.481	NaN	NaN	NaN	NaN
YNL168C	0.070	0.048	0.048	0.029	NaN	NaN	NaN	NaN
YNL169C	-0.172	-0.135	0.394	0.143	NaN	NaN	NaN	NaN
YNL170W	0.066	-0.142	0.453	0.135	NaN	NaN	NaN	NaN
YNL171C	0.127	0.095	-0.053	0.224	NaN	NaN	NaN	NaN
YNL172W	NaN	NaN	NaN	NaN	-0.245	-0.472	-0.347	-0.164
YNL173C	-0.017	-0.227	-0.404	-0.596	NaN	NaN	NaN	NaN
YNL175C	-0.836	-0.684	-0.850	-0.757	NaN	NaN	NaN	NaN
YNL176C	0.014	-0.272	-0.202	0.471	NaN	NaN	NaN	NaN
YNL177C	-0.055	0.145	0.456	-0.112	NaN	NaN	NaN	NaN
YNL178W	NaN	NaN	NaN	NaN	-0.995	-0.399	-0.717	-0.588
YNL179C	-0.725	-0.309	-0.859	-0.636	NaN	NaN	NaN	NaN
YNL180C	-0.204	0.032	-0.230	-0.321	NaN	NaN	NaN	NaN
YNL181W	NaN	NaN	NaN	NaN	-0.285	-0.316	0.129	-0.265
YNL182C	NaN	NaN	NaN	NaN	-0.210	-0.518	0.421	-0.054
YNL183C	-4.029	-2.636	-2.497	-4.943	NaN	NaN	NaN	NaN
YNL184C	0.113	0.097	0.471	-0.078	NaN	NaN	NaN	NaN
YNL185C	-0.151	0.282	-0.144	-0.198	NaN	NaN	NaN	NaN
YNL187W	0.344	-0.141	-0.287	-0.295	NaN	NaN	NaN	NaN
YNL188W	NaN	NaN	NaN	NaN	-0.572	-0.498	0.127	-0.617
YNL189W	NaN	NaN	NaN	NaN	-0.318	-0.350	-0.156	-0.161
YNL190W	0.089	0.207	-0.215	0.001	NaN	NaN	NaN	NaN
YNL191W	-0.367	-0.401	-1.195	-0.954	NaN	NaN	NaN	NaN
YNL192W	0.054	0.370	0.413	0.049	NaN	NaN	NaN	NaN
YNL193W	0.028	-0.316	0.055	-0.074	NaN	NaN	NaN	NaN
YNL194C	-0.382	-0.241	-0.051	-0.076	NaN	NaN	NaN	NaN
YNL195C	-0.147	0.245	0.167	0.181	NaN	NaN	NaN	NaN
YNL196C	-0.592	-1.242	-1.034	-0.454	NaN	NaN	NaN	NaN
YNL197C	0.211	0.298	-0.422	-0.806	NaN	NaN	NaN	NaN
YNL198C	0.307	0.052	0.234	0.252	NaN	NaN	NaN	NaN
YNL199C	0.221	0.020	0.279	-0.085	NaN	NaN	NaN	NaN
YNL200C	0.362	-0.033	-0.414	0.271	NaN	NaN	NaN	NaN
YNL201C	-0.338	-0.062	-0.180	-0.411	NaN	NaN	NaN	NaN
YNL202W	0.426	0.293	0.587	0.051	NaN	NaN	NaN	NaN
YNL203C	-0.446	-0.291	-0.261	-1.221	NaN	NaN	NaN	NaN
YNL204C	-0.650	-0.823	-0.505	-0.263	NaN	NaN	NaN	NaN
YNL205C	-1.378	-0.813	-0.944	-1.447	NaN	NaN	NaN	NaN
YNL206C	0.063	-0.097	-0.234	0.139	NaN	NaN	NaN	NaN
YNL207W	NaN	NaN	NaN	NaN	-0.267	-0.273	-0.059	-0.423
YNL208W	0.078	0.020	-0.006	-0.047	NaN	NaN	NaN	NaN
YNL210W	0.024	0.491	0.253	0.057	NaN	NaN	NaN	NaN
YNL211C	-0.552	-0.140	-0.750	-0.843	NaN	NaN	NaN	NaN
YNL212W	0.081	0.367	-0.286	-0.296	NaN	NaN	NaN	NaN
YNL213C	0.308	0.343	0.699	-0.460	NaN	NaN	NaN	NaN
YNL214W	0.298	-0.247	-0.353	-0.057	NaN	NaN	NaN	NaN
YNL215W	0.104	0.116	0.071	0.125	NaN	NaN	NaN	NaN
YNL216W	NaN	NaN	NaN	NaN	-0.524	-0.327	0.187	-0.224
YNL217W	0.441	-0.438	-0.310	-0.732	NaN	NaN	NaN	NaN
YNL218W	-0.044	0.176	-0.171	-0.354	NaN	NaN	NaN	NaN
YNL219C	-0.490	-0.538	0.156	-0.328	NaN	NaN	NaN	NaN
YNL220W	0.074	-0.004	0.120	-0.110	NaN	NaN	NaN	NaN
YNL221C	NaN	NaN	NaN	NaN	-0.272	-0.142	-0.439	0.012
YNL222W	NaN	NaN	NaN	NaN	-0.254	-0.543	-0.055	-0.354
YNL223W	0.003	0.115	0.011	-0.350	NaN	NaN	NaN	NaN
YNL224C	0.047	0.076	-0.049	-0.536	NaN	NaN	NaN	NaN
YNL225C	0.321	-0.302	0.144	-0.107	NaN	NaN	NaN	NaN
YNL226W	0.112	0.340	0.576	-0.012	NaN	NaN	NaN	NaN
YNL227C	0.160	0.251	1.266	-0.199	NaN	NaN	NaN	NaN
YNL228W	0.090	0.079	0.397	0.130	NaN	NaN	NaN	NaN
YNL229C	1.083	1.845	0.691	0.176	NaN	NaN	NaN	NaN
YNL230C	-0.287	0.121	-0.224	-0.175	NaN	NaN	NaN	NaN
YNL231C	-0.327	0.120	0.203	-0.013	NaN	NaN	NaN	NaN
YNL232W	NaN	NaN	NaN	NaN	0.195	-0.320	0.395	0.225
YNL233W	-0.185	0.091	0.079	-0.080	NaN	NaN	NaN	NaN
YNL234W	-0.065	0.032	0.108	-0.099	NaN	NaN	NaN	NaN
YNL235C	-0.121	-0.520	-0.562	-0.073	NaN	NaN	NaN	NaN
YNL236W	0.045	0.028	-0.210	-0.254	NaN	NaN	NaN	NaN
YNL237W	-0.928	-0.239	-0.031	-0.068	NaN	NaN	NaN	NaN
YNL238W	-0.068	0.111	0.328	-0.009	NaN	NaN	NaN	NaN
YNL239W	1.383	0.459	0.271	1.721	NaN	NaN	NaN	NaN
YNL240C	NaN	NaN	NaN	NaN	0.157	0.015	0.210	-0.039
YNL241C	0.758	0.167	0.082	0.635	NaN	NaN	NaN	NaN
YNL242W	0.558	0.055	-0.509	-0.054	NaN	NaN	NaN	NaN
YNL243W	0.020	0.100	0.045	0.120	NaN	NaN	NaN	NaN
YNL244C	NaN	NaN	NaN	NaN	-0.418	-0.632	-0.345	-0.012
YNL245C	NaN	NaN	NaN	NaN	0.010	-0.011	0.485	-0.342
YNL246W	-0.313	0.085	-0.322	-0.768	NaN	NaN	NaN	NaN
YNL247W	NaN	NaN	NaN	NaN	-0.185	-0.117	-0.012	-0.247
YNL248C	0.168	0.324	1.429	-0.267	NaN	NaN	NaN	NaN
YNL249C	-0.018	0.038	0.080	-0.129	NaN	NaN	NaN	NaN
YNL250W	0.011	-0.527	-0.223	-0.075	NaN	NaN	NaN	NaN
YNL251C	NaN	NaN	NaN	NaN	-0.090	-0.314	-0.142	-0.052
YNL252C	0.335	0.310	0.218	0.293	NaN	NaN	NaN	NaN
YNL253W	0.121	-0.334	-0.449	-0.076	NaN	NaN	NaN	NaN
YNL254C	-0.075	0.241	0.284	0.307	NaN	NaN	NaN	NaN
YNL255C	-0.023	0.117	0.239	-0.257	NaN	NaN	NaN	NaN
YNL256W	NaN	NaN	NaN	NaN	0.016	0.111	0.793	0.179
YNL257C	0.340	0.093	-0.285	-0.887	NaN	NaN	NaN	NaN
YNL258C	NaN	NaN	NaN	NaN	-0.180	-0.174	0.106	0.053
YNL259C	0.173	-0.203	0.209	-0.182	NaN	NaN	NaN	NaN
YNL260C	NaN	NaN	NaN	NaN	-0.218	-0.201	0.423	-0.099
YNL261W	NaN	NaN	NaN	NaN	0.068	-0.028	-0.405	-0.637
YNL262W	NaN	NaN	NaN	NaN	-0.268	0.212	1.880	-0.531
YNL263C	NaN	NaN	NaN	NaN	-0.172	0.004	0.258	0.053
YNL264C	0.030	-0.060	0.135	0.113	NaN	NaN	NaN	NaN
YNL265C	0.013	0.360	-0.655	0.036	NaN	NaN	NaN	NaN
YNL266W	0.183	-0.051	-0.288	-0.021	NaN	NaN	NaN	NaN
YNL267W	NaN	NaN	NaN	NaN	-0.058	-0.174	-0.225	-0.263
YNL268W	0.652	0.314	0.314	0.407	NaN	NaN	NaN	NaN
YNL269W	0.339	0.469	-0.077	-0.118	NaN	NaN	NaN	NaN
YNL270C	0.033	0.061	0.274	-0.097	NaN	NaN	NaN	NaN
YNL271C	-0.053	-0.000	0.249	-0.246	NaN	NaN	NaN	NaN
YNL272C	NaN	NaN	NaN	NaN	-0.857	-1.326	0.006	0.043
YNL273W	0.099	-0.105	-0.397	0.129	NaN	NaN	NaN	NaN
YNL274C	0.031	-0.031	-0.546	-0.143	NaN	NaN	NaN	NaN
YNL275W	0.035	0.289	-0.059	-0.239	NaN	NaN	NaN	NaN
YNL276C	-0.000	-0.093	-0.261	-0.341	NaN	NaN	NaN	NaN
YNL277W	0.357	0.005	0.115	-0.049	NaN	NaN	NaN	NaN
YNL278W	0.445	-0.165	0.081	0.611	NaN	NaN	NaN	NaN
YNL279W	0.131	0.021	0.003	-0.019	NaN	NaN	NaN	NaN
YNL280C	-0.120	-0.018	-0.523	0.121	NaN	NaN	NaN	NaN
YNL281W	-0.098	-0.478	-0.255	-0.225	NaN	NaN	NaN	NaN
YNL282W	NaN	NaN	NaN	NaN	-0.192	-0.564	0.007	-0.364
YNL283C	-0.351	0.140	-0.192	-0.070	NaN	NaN	NaN	NaN
YNL284C	0.144	-0.094	0.652	0.095	NaN	NaN	NaN	NaN
YNL285W	-0.078	0.102	0.107	-0.212	NaN	NaN	NaN	NaN
YNL286W	-0.205	-0.045	-0.556	0.451	NaN	NaN	NaN	NaN
YNL287W	NaN	NaN	NaN	NaN	0.123	0.021	-0.599	-0.245
YNL288W	-0.985	-0.905	-0.741	0.337	NaN	NaN	NaN	NaN
YNL289W	-0.410	0.025	-0.342	-1.066	NaN	NaN	NaN	NaN
YNL290W	NaN	NaN	NaN	NaN	-0.324	-0.419	-0.028	-0.605
YNL291C	-0.059	-0.068	0.061	-0.199	NaN	NaN	NaN	NaN
YNL292W	0.397	0.534	-0.213	-0.039	NaN	NaN	NaN	NaN
YNL293W	-0.922	0.224	-0.606	-0.606	NaN	NaN	NaN	NaN
YNL294C	-2.595	-2.843	-2.472	-3.192	NaN	NaN	NaN	NaN
YNL295W	0.360	0.082	-0.430	-0.101	NaN	NaN	NaN	NaN
YNL296W	-0.462	-1.040	-0.217	0.026	NaN	NaN	NaN	NaN
YNL297C	0.003	-0.056	0.609	-0.089	NaN	NaN	NaN	NaN
YNL298W	-0.163	0.099	-0.299	-0.185	NaN	NaN	NaN	NaN
YNL299W	-1.401	-0.885	-0.395	-0.980	NaN	NaN	NaN	NaN
YNL300W	0.025	0.114	0.225	-0.122	NaN	NaN	NaN	NaN
YNL301C	0.306	-0.358	-0.258	0.197	NaN	NaN	NaN	NaN
YNL302C	0.041	0.029	0.059	0.099	NaN	NaN	NaN	NaN
YNL303W	0.275	-0.086	-0.327	0.438	NaN	NaN	NaN	NaN
YNL304W	-0.038	-0.088	-0.029	0.193	NaN	NaN	NaN	NaN
YNL305C	0.092	-0.210	-0.122	-0.021	NaN	NaN	NaN	NaN
YNL306W	NaN	NaN	NaN	NaN	-0.463	-0.504	0.429	-0.376
YNL307C	0.394	0.067	0.437	-0.228	NaN	NaN	NaN	NaN
YNL308C	NaN	NaN	NaN	NaN	-0.343	-0.342	0.026	-0.672
YNL309W	-0.060	-0.209	-0.111	-0.310	NaN	NaN	NaN	NaN
YNL310C	NaN	NaN	NaN	NaN	0.098	-0.498	-0.337	-0.575
YNL311C	0.506	0.070	-0.142	0.135	NaN	NaN	NaN	NaN
YNL312W	NaN	NaN	NaN	NaN	0.035	-0.058	0.119	0.259
YNL313C	NaN	NaN	NaN	NaN	-0.487	-0.043	-0.250	-0.389
YNL314W	0.232	-0.177	0.282	-0.155	NaN	NaN	NaN	NaN
YNL315C	0.499	0.529	0.624	0.739	NaN	NaN	NaN	NaN
YNL316C	0.117	0.422	0.029	-0.475	NaN	NaN	NaN	NaN
YNL317W	NaN	NaN	NaN	NaN	-0.135	-0.170	0.652	0.482
YNL318C	0.015	-0.101	-0.088	-0.008	NaN	NaN	NaN	NaN
YNL319W	0.140	0.006	-0.638	-0.540	NaN	NaN	NaN	NaN
YNL320W	-0.100	-0.160	0.035	0.101	NaN	NaN	NaN	NaN
YNL321W	0.100	0.132	-0.333	0.174	NaN	NaN	NaN	NaN
YNL322C	-0.488	-0.016	-0.581	-0.379	NaN	NaN	NaN	NaN
YNL323W	-0.211	0.194	-0.237	-0.606	NaN	NaN	NaN	NaN
YNL324W	-0.235	-0.058	-0.408	-0.355	NaN	NaN	NaN	NaN
YNL325C	-0.523	-0.281	-0.795	-0.673	NaN	NaN	NaN	NaN
YNL326C	0.638	-0.110	-0.106	0.045	NaN	NaN	NaN	NaN
YNL327W	0.358	0.109	0.073	0.184	NaN	NaN	NaN	NaN
YNL328C	0.308	0.078	0.119	-0.003	NaN	NaN	NaN	NaN
YNL329C	-0.175	-0.351	-0.309	-0.485	NaN	NaN	NaN	NaN
YNL330C	0.059	0.087	0.493	0.008	NaN	NaN	NaN	NaN
YNL331C	0.100	-0.090	-0.119	0.082	NaN	NaN	NaN	NaN
YNL332W	-0.181	0.124	-0.699	-0.200	NaN	NaN	NaN	NaN
YNL333W	-0.183	0.467	-0.590	0.570	NaN	NaN	NaN	NaN
YNL334C	0.209	0.801	0.161	-0.439	NaN	NaN	NaN	NaN
YNL335W	0.144	-0.043	-0.180	-0.184	NaN	NaN	NaN	NaN
YNL336W	0.148	-0.182	-0.507	0.391	NaN	NaN	NaN	NaN
YNL338W	-0.328	0.055	-0.042	0.644	NaN	NaN	NaN	NaN
YNL339C	-0.026	0.426	-0.392	-0.185	NaN	NaN	NaN	NaN
YNR001C	-0.037	-0.531	-0.184	-0.142	NaN	NaN	NaN	NaN
YNR002C	0.315	-0.002	0.107	0.349	NaN	NaN	NaN	NaN
YNR003C	NaN	NaN	NaN	NaN	-0.183	-0.015	-0.308	-0.291
YNR004W	0.533	0.015	-0.301	-0.186	NaN	NaN	NaN	NaN
YNR005C	-0.620	1.482	1.271	-0.489	NaN	NaN	NaN	NaN
YNR006W	0.387	1.378	1.725	1.506	NaN	NaN	NaN	NaN
YNR007C	0.059	-0.061	0.091	-0.546	NaN	NaN	NaN	NaN
YNR008W	0.189	0.042	0.044	-0.075	NaN	NaN	NaN	NaN
YNR009W	0.164	0.232	-0.218	0.437	NaN	NaN	NaN	NaN
YNR010W	0.167	0.043	0.676	0.090	NaN	NaN	NaN	NaN
YNR011C	NaN	NaN	NaN	NaN	-0.406	-0.035	-0.365	-0.065
YNR012W	-0.062	-0.023	0.252	-0.266	NaN	NaN	NaN	NaN
YNR013C	0.312	0.661	0.206	0.559	NaN	NaN	NaN	NaN
YNR014W	0.285	0.151	-0.189	-0.217	NaN	NaN	NaN	NaN
YNR015W	-0.084	-0.136	0.110	-0.250	NaN	NaN	NaN	NaN
YNR016C	NaN	NaN	NaN	NaN	-0.787	-0.770	0.115	-0.937
YNR017W	NaN	NaN	NaN	NaN	-0.214	0.042	0.381	-0.131
YNR018W	0.201	-0.518	-0.566	0.221	NaN	NaN	NaN	NaN
YNR019W	-0.310	-0.047	-1.263	-1.102	NaN	NaN	NaN	NaN
YNR020C	0.659	0.303	0.753	0.523	NaN	NaN	NaN	NaN
YNR021W	0.111	0.322	0.092	0.026	NaN	NaN	NaN	NaN
YNR022C	0.226	0.218	0.275	-0.243	NaN	NaN	NaN	NaN
YNR023W	-0.017	0.196	-0.000	-0.079	NaN	NaN	NaN	NaN
YNR024W	0.047	0.263	0.418	-0.171	NaN	NaN	NaN	NaN
YNR025C	0.458	0.290	-0.075	0.587	NaN	NaN	NaN	NaN
YNR026C	NaN	NaN	NaN	NaN	-0.110	0.251	-0.005	0.267
YNR027W	0.194	0.107	-0.244	-0.182	NaN	NaN	NaN	NaN
YNR028W	0.177	0.301	0.160	0.314	NaN	NaN	NaN	NaN
YNR029C	-0.317	-0.467	-0.041	0.200	NaN	NaN	NaN	NaN
YNR030W	0.295	-0.777	-0.287	-0.554	NaN	NaN	NaN	NaN
YNR031C	-0.454	0.066	-0.603	-0.664	NaN	NaN	NaN	NaN
YNR032C-A	-0.216	-0.463	0.207	-0.860	NaN	NaN	NaN	NaN
YNR032W	-0.929	-0.575	-0.720	-0.591	NaN	NaN	NaN	NaN
YNR033W	0.468	0.533	0.544	0.470	NaN	NaN	NaN	NaN
YNR034W	-0.097	-0.053	0.198	-0.010	NaN	NaN	NaN	NaN
YNR035C	NaN	NaN	NaN	NaN	-0.621	-0.443	-0.466	-0.423
YNR036C	0.151	-0.163	0.050	-0.211	NaN	NaN	NaN	NaN
YNR037C	0.333	0.008	0.185	0.375	NaN	NaN	NaN	NaN
YNR038W	NaN	NaN	NaN	NaN	0.240	-0.500	-0.605	-0.079
YNR039C	-0.387	-0.495	-0.174	-0.779	NaN	NaN	NaN	NaN
YNR040W	-0.093	0.023	0.263	-0.413	NaN	NaN	NaN	NaN
YNR041C	0.115	0.660	0.313	0.479	NaN	NaN	NaN	NaN
YNR042W	0.036	0.100	0.017	0.322	NaN	NaN	NaN	NaN
YNR043W	NaN	NaN	NaN	NaN	-0.340	-0.579	0.117	-0.234
YNR044W	-1.211	-1.065	-1.457	-1.033	NaN	NaN	NaN	NaN
YNR045W	0.280	0.328	0.287	-0.251	NaN	NaN	NaN	NaN
YNR046W	NaN	NaN	NaN	NaN	-0.487	-0.528	-0.637	0.337
YNR047W	0.387	0.203	0.103	-0.194	NaN	NaN	NaN	NaN
YNR048W	-0.202	-0.002	-0.162	-0.462	NaN	NaN	NaN	NaN
YNR049C	0.115	0.196	-0.082	-0.469	NaN	NaN	NaN	NaN
YNR050C	-0.101	-0.110	-0.337	-0.453	NaN	NaN	NaN	NaN
YNR051C	-0.190	-0.761	0.379	-0.414	NaN	NaN	NaN	NaN
YNR052C	-1.443	-1.909	-1.379	-2.804	NaN	NaN	NaN	NaN
YNR053C	NaN	NaN	NaN	NaN	-0.465	-0.424	-0.407	-0.268
YNR054C	NaN	NaN	NaN	NaN	-0.081	-0.306	-0.256	-0.142
YNR055C	0.338	0.037	-0.361	0.320	NaN	NaN	NaN	NaN
YNR056C	0.039	-0.246	0.182	0.105	NaN	NaN	NaN	NaN
YNR057C	0.293	0.221	-0.106	0.427	NaN	NaN	NaN	NaN
YNR058W	0.058	0.087	-0.116	0.210	NaN	NaN	NaN	NaN
YNR059W	0.428	-0.225	0.471	0.186	NaN	NaN	NaN	NaN
YNR060W	-0.574	-0.422	-0.188	-0.148	NaN	NaN	NaN	NaN
YNR061C	0.137	0.473	0.092	-0.186	NaN	NaN	NaN	NaN
YNR062C	0.159	-0.074	0.092	-0.029	NaN	NaN	NaN	NaN
YNR063W	-0.091	0.131	-0.181	-0.310	NaN	NaN	NaN	NaN
YNR064C	-0.065	0.012	-0.319	-0.172	NaN	NaN	NaN	NaN
YNR065C	0.205	0.012	-0.164	0.412	NaN	NaN	NaN	NaN
YNR066C	-0.065	-0.389	-0.005	-0.322	NaN	NaN	NaN	NaN
YNR067C	0.250	-0.089	-0.506	-0.183	NaN	NaN	NaN	NaN
YNR068C	0.395	-0.024	-0.057	0.082	NaN	NaN	NaN	NaN
YNR069C	0.222	0.001	-0.503	-0.101	NaN	NaN	NaN	NaN
YNR070W	-0.132	-0.087	0.260	-0.294	NaN	NaN	NaN	NaN
YNR071C	0.314	0.053	0.002	0.278	NaN	NaN	NaN	NaN
YNR072W	-0.038	0.099	0.310	0.209	NaN	NaN	NaN	NaN
YNR073C	-0.040	0.307	-0.098	0.652	NaN	NaN	NaN	NaN
YNR074C	0.051	-0.087	0.155	0.485	NaN	NaN	NaN	NaN
YNR075W	0.009	0.198	-0.267	0.175	NaN	NaN	NaN	NaN
YOL001W	0.912	-0.016	0.138	0.811	NaN	NaN	NaN	NaN
YOL002C	-0.132	0.042	-0.521	0.580	NaN	NaN	NaN	NaN
YOL003C	-0.267	-0.037	0.084	-0.021	NaN	NaN	NaN	NaN
YOL004W	-1.070	-0.133	-1.011	-1.680	NaN	NaN	NaN	NaN
YOL005C	NaN	NaN	NaN	NaN	-0.086	-0.158	-0.536	-0.207
YOL006C	-0.611	0.137	-0.180	-0.046	NaN	NaN	NaN	NaN
YOL007C	-0.115	-0.197	-0.002	-0.197	NaN	NaN	NaN	NaN
YOL008W	0.105	-0.123	0.382	0.001	NaN	NaN	NaN	NaN
YOL009C	0.225	-0.145	0.165	-0.551	NaN	NaN	NaN	NaN
YOL010W	NaN	NaN	NaN	NaN	-0.318	-0.166	-0.431	-0.546
YOL011W	-0.118	-0.355	-0.101	0.069	NaN	NaN	NaN	NaN
YOL012C	0.073	-0.233	0.331	-0.162	NaN	NaN	NaN	NaN
YOL013C	0.044	-0.111	-0.515	0.170	NaN	NaN	NaN	NaN
YOL013W-A	0.027	-0.032	0.368	-0.347	NaN	NaN	NaN	NaN
YOL014W	0.702	0.519	0.111	0.652	NaN	NaN	NaN	NaN
YOL015W	0.064	0.316	-0.525	-0.286	NaN	NaN	NaN	NaN
YOL016C	-0.354	-0.449	-0.239	-0.962	NaN	NaN	NaN	NaN
YOL017W	-0.353	0.186	0.277	0.115	NaN	NaN	NaN	NaN
YOL018C	-0.150	0.073	0.507	-0.169	NaN	NaN	NaN	NaN
YOL019W	0.181	-0.217	0.084	0.355	NaN	NaN	NaN	NaN
YOL020W	-0.007	0.060	0.260	0.123	NaN	NaN	NaN	NaN
YOL021C	NaN	NaN	NaN	NaN	-0.089	0.043	0.349	0.001
YOL022C	NaN	NaN	NaN	NaN	0.131	-0.225	-0.161	0.161
YOL023W	-0.059	-0.218	0.051	-0.342	NaN	NaN	NaN	NaN
YOL024W	-0.005	0.232	0.181	-0.320	NaN	NaN	NaN	NaN
YOL025W	0.315	0.781	0.125	-0.029	NaN	NaN	NaN	NaN
YOL026C	NaN	NaN	NaN	NaN	-0.192	0.087	0.033	-0.130
YOL027C	0.457	0.260	0.220	-0.327	NaN	NaN	NaN	NaN
YOL028C	0.033	0.136	-0.619	-0.428	NaN	NaN	NaN	NaN
YOL029C	-0.341	-0.011	-0.380	-0.286	NaN	NaN	NaN	NaN
YOL030W	-0.142	0.222	-0.862	-1.027	NaN	NaN	NaN	NaN
YOL031C	0.402	0.461	-0.076	-0.481	NaN	NaN	NaN	NaN
YOL032W	0.157	-0.166	-0.256	-0.312	NaN	NaN	NaN	NaN
YOL033W	0.502	-0.117	0.425	-0.236	NaN	NaN	NaN	NaN
YOL034W	NaN	NaN	NaN	NaN	-0.343	-0.154	-0.220	0.298
YOL035C	0.176	0.275	-0.032	0.486	NaN	NaN	NaN	NaN
YOL036W	0.010	0.572	0.528	0.419	NaN	NaN	NaN	NaN
YOL037C	0.089	0.091	0.042	0.430	NaN	NaN	NaN	NaN
YOL038W	NaN	NaN	NaN	NaN	0.155	-0.402	0.333	-0.225
YOL039W	0.094	-0.038	-0.121	-0.148	NaN	NaN	NaN	NaN
YOL040C	NaN	NaN	NaN	NaN	-0.112	-0.132	-0.196	-0.087
YOL041C	-0.184	0.041	1.089	0.247	NaN	NaN	NaN	NaN
YOL042W	0.172	-0.154	0.047	0.445	NaN	NaN	NaN	NaN
YOL043C	0.256	-0.215	-0.121	0.190	NaN	NaN	NaN	NaN
YOL044W	-0.082	-0.348	-0.495	-0.064	NaN	NaN	NaN	NaN
YOL045W	0.074	0.070	-0.228	0.712	NaN	NaN	NaN	NaN
YOL046C	-0.013	-0.093	0.216	0.593	NaN	NaN	NaN	NaN
YOL047C	0.103	0.161	-0.180	0.064	NaN	NaN	NaN	NaN
YOL048C	0.202	0.056	-0.088	-0.383	NaN	NaN	NaN	NaN
YOL049W	-0.101	-0.428	0.133	-0.489	NaN	NaN	NaN	NaN
YOL050C	-0.222	-0.262	-0.524	-0.790	NaN	NaN	NaN	NaN
YOL051W	0.035	0.148	0.269	0.093	NaN	NaN	NaN	NaN
YOL052C	-0.145	0.042	-0.790	0.022	NaN	NaN	NaN	NaN
YOL053C-A	0.187	0.064	-0.117	0.086	NaN	NaN	NaN	NaN
YOL053W	-0.021	0.219	-0.584	-0.503	NaN	NaN	NaN	NaN
YOL054W	-0.139	-0.020	-0.500	-1.074	NaN	NaN	NaN	NaN
YOL055C	-0.128	-0.055	-0.434	0.038	NaN	NaN	NaN	NaN
YOL056W	0.042	0.065	0.305	0.027	NaN	NaN	NaN	NaN
YOL057W	0.031	0.092	-0.081	0.057	NaN	NaN	NaN	NaN
YOL058W	-0.050	0.044	0.148	-0.003	NaN	NaN	NaN	NaN
YOL059W	-0.075	-0.022	0.173	-0.427	NaN	NaN	NaN	NaN
