ORF	hom | growth (relative abundance in pooled culture) | MUC7 peptide [10 uM] | Lis M~Bobek LA, 2013	hom | growth (relative abundance in pooled culture) | histatin 12-mer [20 uM] | Lis M~Bobek LA, 2013	hom | growth (relative abundance in pooled culture) | cathelicidin KR20 [10 uM] | Lis M~Bobek LA, 2013	hom | growth (relative abundance in pooled culture) | lactoferricin aa 1-11 [12 uM] | Lis M~Bobek LA, 2013	het | growth (relative abundance in pooled culture) | MUC7 peptide [10 uM] | Lis M~Bobek LA, 2013	het | growth (relative abundance in pooled culture) | histatin 12-mer [20 uM] | Lis M~Bobek LA, 2013	het | growth (relative abundance in pooled culture) | cathelicidin KR20 [10 uM] | Lis M~Bobek LA, 2013	het | growth (relative abundance in pooled culture) | lactoferricin aa 1-11 [12 uM] | Lis M~Bobek LA, 2013
YKL203C	NaN	NaN	NaN	NaN	-1.476	-0.965	-0.376	-1.282
YKL204W	0.004	-0.236	0.163	0.130	NaN	NaN	NaN	NaN
YKL205W	-0.135	0.237	-0.452	-0.214	NaN	NaN	NaN	NaN
YKL206C	-0.117	-0.545	0.278	0.255	NaN	NaN	NaN	NaN
YKL207W	-0.794	0.062	-0.193	-0.645	NaN	NaN	NaN	NaN
YKL208W	-0.833	-0.397	-0.176	-0.663	NaN	NaN	NaN	NaN
YKL209C	0.214	0.529	0.405	0.641	NaN	NaN	NaN	NaN
YKL210W	NaN	NaN	NaN	NaN	0.314	-0.137	-0.184	0.137
YKL211C	0.200	-0.034	-0.966	0.429	NaN	NaN	NaN	NaN
YKL212W	-0.213	-0.102	-0.904	-0.843	NaN	NaN	NaN	NaN
YKL213C	-0.274	0.855	0.902	-0.443	NaN	NaN	NaN	NaN
YKL214C	-0.524	-0.305	-0.119	-0.866	NaN	NaN	NaN	NaN
YKL215C	-0.522	-0.216	-0.156	-0.495	NaN	NaN	NaN	NaN
YKL216W	0.322	0.268	0.466	1.011	NaN	NaN	NaN	NaN
YKL217W	0.173	-0.066	0.185	-0.506	NaN	NaN	NaN	NaN
YKL218C	-0.531	-0.436	-0.384	-0.020	NaN	NaN	NaN	NaN
YKL220C	0.068	0.021	-0.061	-0.409	NaN	NaN	NaN	NaN
YKL221W	0.006	0.384	-0.398	0.085	NaN	NaN	NaN	NaN
YKL222C	0.099	0.279	-0.224	0.685	NaN	NaN	NaN	NaN
YKR001C	0.180	0.025	0.112	-0.337	NaN	NaN	NaN	NaN
YKR002W	NaN	NaN	NaN	NaN	-0.192	-0.266	0.137	0.073
YKR003W	0.216	-0.475	-0.094	-0.213	NaN	NaN	NaN	NaN
YKR004C	NaN	NaN	NaN	NaN	-0.086	-0.209	0.495	0.035
YKR005C	-0.430	0.245	-0.210	-0.146	NaN	NaN	NaN	NaN
YKR006C	0.202	0.328	-0.445	-0.114	NaN	NaN	NaN	NaN
YKR007W	0.117	0.227	0.351	0.623	NaN	NaN	NaN	NaN
YKR008W	NaN	NaN	NaN	NaN	-0.567	-0.635	0.141	-0.238
YKR009C	0.201	-0.080	-0.189	0.222	NaN	NaN	NaN	NaN
YKR010C	0.041	-0.343	-0.453	0.174	NaN	NaN	NaN	NaN
YKR011C	0.007	0.044	0.049	1.342	NaN	NaN	NaN	NaN
YKR012C	-0.021	-0.503	0.045	0.211	NaN	NaN	NaN	NaN
YKR013W	-0.582	0.255	0.304	0.148	NaN	NaN	NaN	NaN
YKR014C	-0.894	0.049	-0.590	-0.193	NaN	NaN	NaN	NaN
YKR015C	-0.066	0.021	-0.380	-0.179	NaN	NaN	NaN	NaN
YKR016W	0.130	-0.329	-0.542	-0.192	NaN	NaN	NaN	NaN
YKR017C	-0.080	0.044	0.206	0.127	NaN	NaN	NaN	NaN
YKR018C	-0.153	-0.162	-0.389	-0.076	NaN	NaN	NaN	NaN
YKR019C	-0.179	0.175	-0.230	-0.367	NaN	NaN	NaN	NaN
YKR020W	-0.418	0.026	-2.021	-1.211	NaN	NaN	NaN	NaN
YKR021W	-0.324	-0.286	-0.256	-0.184	NaN	NaN	NaN	NaN
YKR022C	NaN	NaN	NaN	NaN	-0.927	-0.365	-0.716	-0.241
YKR023W	-0.959	-1.378	-1.599	-1.244	NaN	NaN	NaN	NaN
YKR024C	0.837	-0.587	0.401	-0.030	NaN	NaN	NaN	NaN
YKR025W	NaN	NaN	NaN	NaN	-0.504	0.338	-0.335	-0.294
YKR026C	-0.086	-0.201	-0.203	-0.256	NaN	NaN	NaN	NaN
YKR027W	0.245	0.467	0.589	0.250	NaN	NaN	NaN	NaN
YKR028W	-0.229	0.526	-0.371	0.014	NaN	NaN	NaN	NaN
YKR029C	-0.111	0.003	-0.587	-0.353	NaN	NaN	NaN	NaN
YKR030W	-0.701	-0.211	-0.574	0.216	NaN	NaN	NaN	NaN
YKR031C	-0.309	-0.118	0.272	0.382	NaN	NaN	NaN	NaN
YKR032W	0.281	0.064	0.323	-0.029	NaN	NaN	NaN	NaN
YKR033C	-0.432	-0.364	0.354	0.929	NaN	NaN	NaN	NaN
YKR034W	0.315	0.122	0.160	0.413	NaN	NaN	NaN	NaN
YKR035C	-0.273	0.770	1.107	0.702	NaN	NaN	NaN	NaN
YKR035W-A	-0.777	0.194	0.753	-0.054	NaN	NaN	NaN	NaN
YKR036C	0.204	-0.503	0.023	-0.287	NaN	NaN	NaN	NaN
YKR037C	NaN	NaN	NaN	NaN	-0.075	-0.202	-0.122	-0.660
YKR038C	NaN	NaN	NaN	NaN	-0.951	-0.178	0.140	-0.286
YKR039W	0.325	0.310	-0.143	-0.105	NaN	NaN	NaN	NaN
YKR040C	0.317	-0.175	-0.306	0.200	NaN	NaN	NaN	NaN
YKR041W	0.560	0.180	-0.252	0.356	NaN	NaN	NaN	NaN
YKR042W	1.202	1.240	0.706	1.523	NaN	NaN	NaN	NaN
YKR043C	-0.328	-0.060	0.011	0.194	NaN	NaN	NaN	NaN
YKR044W	0.060	-0.383	0.341	-0.384	NaN	NaN	NaN	NaN
YKR045C	0.268	0.107	-0.311	-0.686	NaN	NaN	NaN	NaN
YKR046C	-0.012	-0.214	0.300	-0.502	NaN	NaN	NaN	NaN
YKR047W	-0.324	0.815	-0.326	0.683	NaN	NaN	NaN	NaN
YKR048C	0.229	0.312	0.197	0.467	NaN	NaN	NaN	NaN
YKR049C	0.607	0.221	0.225	0.160	NaN	NaN	NaN	NaN
YKR050W	-0.147	0.087	-0.167	0.050	NaN	NaN	NaN	NaN
YKR051W	0.130	-0.093	-0.375	-0.487	NaN	NaN	NaN	NaN
YKR052C	-0.007	0.127	-0.227	0.128	NaN	NaN	NaN	NaN
YKR053C	0.040	0.233	-0.206	0.352	NaN	NaN	NaN	NaN
YKR054C	0.078	0.044	0.233	-0.231	NaN	NaN	NaN	NaN
YKR055W	-0.536	-0.001	0.127	-0.340	NaN	NaN	NaN	NaN
YKR056W	-0.992	-0.012	-0.611	0.964	NaN	NaN	NaN	NaN
YKR057W	-0.606	0.275	0.597	0.069	NaN	NaN	NaN	NaN
YKR058W	-0.196	0.216	-0.083	-0.239	NaN	NaN	NaN	NaN
YKR059W	-0.142	-0.350	-0.878	-0.083	NaN	NaN	NaN	NaN
YKR060W	-0.054	-0.720	-0.119	-0.246	NaN	NaN	NaN	NaN
YKR061W	0.142	-0.058	0.053	0.471	NaN	NaN	NaN	NaN
YKR062W	NaN	NaN	NaN	NaN	-0.100	-0.062	-0.351	-0.517
YKR063C	NaN	NaN	NaN	NaN	-0.890	-0.585	-0.202	-0.326
YKR064W	-0.247	-0.340	-0.192	-0.267	NaN	NaN	NaN	NaN
YKR065C	-0.913	0.319	0.231	0.041	NaN	NaN	NaN	NaN
YKR066C	0.429	0.248	0.055	-0.078	NaN	NaN	NaN	NaN
YKR067W	0.065	0.066	-0.040	0.379	NaN	NaN	NaN	NaN
YKR068C	NaN	NaN	NaN	NaN	-0.298	-0.532	0.034	-0.526
YKR069W	0.074	0.122	-0.120	0.020	NaN	NaN	NaN	NaN
YKR070W	0.292	0.329	-0.026	0.327	NaN	NaN	NaN	NaN
YKR071C	NaN	NaN	NaN	NaN	0.075	-0.092	-0.056	-0.073
YKR072C	0.306	-0.223	-0.061	-0.379	NaN	NaN	NaN	NaN
YKR073C	-0.492	-0.139	-0.297	-0.172	NaN	NaN	NaN	NaN
YKR074W	-0.781	-0.154	-0.664	-0.442	NaN	NaN	NaN	NaN
YKR075C	0.286	0.180	-0.136	-0.024	NaN	NaN	NaN	NaN
YKR076W	0.334	-0.288	-0.307	0.075	NaN	NaN	NaN	NaN
YKR077W	-0.079	0.163	0.018	0.065	NaN	NaN	NaN	NaN
YKR078W	0.256	-0.325	-0.210	-0.499	NaN	NaN	NaN	NaN
YKR079C	NaN	NaN	NaN	NaN	-1.132	-0.844	-1.006	-1.222
YKR080W	0.123	0.295	0.258	-0.095	NaN	NaN	NaN	NaN
YKR081C	NaN	NaN	NaN	NaN	0.044	-0.093	0.136	0.057
YKR082W	-0.261	0.526	-0.391	0.466	NaN	NaN	NaN	NaN
YKR083C	NaN	NaN	NaN	NaN	0.118	-0.525	0.303	-0.247
YKR084C	0.029	0.051	0.109	-0.381	NaN	NaN	NaN	NaN
YKR085C	-0.173	-0.345	0.158	0.036	NaN	NaN	NaN	NaN
YKR086W	NaN	NaN	NaN	NaN	0.005	0.043	-0.311	0.103
YKR087C	0.394	-0.108	-0.307	-0.003	NaN	NaN	NaN	NaN
YKR088C	-0.249	0.181	-0.491	-0.473	NaN	NaN	NaN	NaN
YKR089C	-0.098	0.311	-0.138	0.177	NaN	NaN	NaN	NaN
YKR090W	0.210	0.382	0.197	0.548	NaN	NaN	NaN	NaN
YKR091W	-0.045	0.109	-0.332	-0.487	NaN	NaN	NaN	NaN
YKR092C	-0.577	0.020	0.801	-0.373	NaN	NaN	NaN	NaN
YKR093W	-0.478	0.490	-0.141	1.201	NaN	NaN	NaN	NaN
YKR094C	-0.517	-0.181	-0.803	-0.860	NaN	NaN	NaN	NaN
YKR095W	-0.597	-0.528	-0.006	0.459	NaN	NaN	NaN	NaN
YKR096W	0.131	-0.230	-0.085	-0.563	NaN	NaN	NaN	NaN
YKR097W	-0.295	-0.127	-0.101	-0.373	NaN	NaN	NaN	NaN
YKR098C	0.258	0.393	0.231	0.018	NaN	NaN	NaN	NaN
YKR099W	-0.137	-0.164	-0.346	-0.456	NaN	NaN	NaN	NaN
YKR100C	-0.121	0.025	-0.337	-0.359	NaN	NaN	NaN	NaN
YKR101W	0.242	0.200	-0.431	0.303	NaN	NaN	NaN	NaN
YKR102W	0.072	0.003	-0.435	0.545	NaN	NaN	NaN	NaN
YKR103W	0.137	-0.454	0.052	-0.247	NaN	NaN	NaN	NaN
YKR104W	-0.056	0.166	-0.061	0.069	NaN	NaN	NaN	NaN
YKR105C	0.195	0.181	0.299	0.055	NaN	NaN	NaN	NaN
YKR106W	0.201	-0.400	-0.035	-0.623	NaN	NaN	NaN	NaN
YLL001W	0.028	-0.056	-0.176	0.475	NaN	NaN	NaN	NaN
YLL002W	0.338	-0.087	0.013	0.239	NaN	NaN	NaN	NaN
YLL003W	NaN	NaN	NaN	NaN	-0.116	0.189	0.525	0.317
YLL004W	NaN	NaN	NaN	NaN	-0.078	-0.524	-0.448	-0.296
YLL005C	0.250	0.079	0.265	0.046	NaN	NaN	NaN	NaN
YLL006W	0.054	0.235	0.348	0.063	NaN	NaN	NaN	NaN
YLL007C	0.520	0.254	0.027	0.284	NaN	NaN	NaN	NaN
YLL008W	NaN	NaN	NaN	NaN	-0.201	-0.253	-0.162	0.021
YLL009C	0.515	-0.016	0.601	-0.086	NaN	NaN	NaN	NaN
YLL010C	-0.872	-0.419	-1.062	-0.327	NaN	NaN	NaN	NaN
YLL011W	NaN	NaN	NaN	NaN	0.092	-0.702	-0.428	-0.384
YLL012W	0.246	-0.056	0.198	-0.005	NaN	NaN	NaN	NaN
YLL013C	-0.277	-0.496	0.155	-0.026	NaN	NaN	NaN	NaN
YLL014W	-0.125	-0.163	-0.058	-0.171	NaN	NaN	NaN	NaN
YLL015W	0.114	-0.680	-0.356	-0.734	NaN	NaN	NaN	NaN
YLL016W	-0.140	-0.021	-0.417	0.232	NaN	NaN	NaN	NaN
YLL017W	0.236	0.037	-0.196	0.439	NaN	NaN	NaN	NaN
YLL018C	NaN	NaN	NaN	NaN	0.077	0.116	-0.235	-0.420
YLL018C-A	0.045	0.511	0.170	-0.247	NaN	NaN	NaN	NaN
YLL019C	0.583	0.108	-0.167	0.061	NaN	NaN	NaN	NaN
YLL020C	0.387	0.035	-0.158	0.065	NaN	NaN	NaN	NaN
YLL021W	-0.210	-0.544	0.116	0.032	NaN	NaN	NaN	NaN
YLL023C	-0.095	0.118	0.188	0.089	NaN	NaN	NaN	NaN
YLL024C	0.159	0.456	0.431	0.248	NaN	NaN	NaN	NaN
YLL025W	-0.235	0.050	0.452	-0.184	NaN	NaN	NaN	NaN
YLL026W	-0.068	-0.016	-0.410	0.310	NaN	NaN	NaN	NaN
YLL027W	0.149	0.774	0.499	0.005	NaN	NaN	NaN	NaN
YLL028W	-0.191	-0.022	-0.111	0.276	NaN	NaN	NaN	NaN
YLL029W	0.122	0.223	0.521	-0.192	NaN	NaN	NaN	NaN
YLL030C	-0.186	0.073	-0.280	-0.124	NaN	NaN	NaN	NaN
YLL031C	NaN	NaN	NaN	NaN	-0.313	-0.453	-0.125	-0.085
YLL032C	0.113	-0.168	0.547	-0.009	NaN	NaN	NaN	NaN
YLL033W	-0.331	-0.044	-0.106	-0.095	NaN	NaN	NaN	NaN
YLL034C	NaN	NaN	NaN	NaN	-0.312	-0.311	0.047	-0.147
YLL035W	NaN	NaN	NaN	NaN	-0.672	-0.301	-0.182	-0.470
YLL036C	NaN	NaN	NaN	NaN	-0.380	-0.191	-0.080	-0.663
YLL037W	-0.555	-0.097	-0.178	-0.017	NaN	NaN	NaN	NaN
YLL038C	-0.164	-0.851	0.066	-0.211	NaN	NaN	NaN	NaN
YLL039C	-0.005	0.091	-0.373	1.007	NaN	NaN	NaN	NaN
YLL040C	-0.153	-0.030	-0.617	-0.110	NaN	NaN	NaN	NaN
YLL041C	0.032	0.083	-0.357	-0.587	NaN	NaN	NaN	NaN
YLL042C	0.713	0.091	0.344	-0.042	NaN	NaN	NaN	NaN
YLL043W	0.689	0.181	0.708	0.055	NaN	NaN	NaN	NaN
YLL044W	0.964	-0.126	-0.005	0.124	NaN	NaN	NaN	NaN
YLL045C	0.651	0.767	0.603	0.201	NaN	NaN	NaN	NaN
YLL046C	-0.054	-0.083	0.444	0.436	NaN	NaN	NaN	NaN
YLL047W	-0.044	0.082	-0.287	0.085	NaN	NaN	NaN	NaN
YLL048C	-0.329	-0.034	-0.267	-0.016	NaN	NaN	NaN	NaN
YLL049W	0.018	0.019	-0.339	0.277	NaN	NaN	NaN	NaN
YLL050C	NaN	NaN	NaN	NaN	-0.238	0.025	-0.200	-0.094
YLL051C	0.406	0.088	0.026	0.437	NaN	NaN	NaN	NaN
YLL052C	-0.291	0.074	-0.211	0.286	NaN	NaN	NaN	NaN
YLL053C	-0.028	-0.497	-0.044	0.004	NaN	NaN	NaN	NaN
YLL054C	0.463	-0.183	0.054	0.229	NaN	NaN	NaN	NaN
YLL055W	-0.309	0.359	0.153	-0.026	NaN	NaN	NaN	NaN
YLL056C	0.195	-0.069	-0.822	0.206	NaN	NaN	NaN	NaN
YLL057C	0.205	0.351	0.636	0.307	NaN	NaN	NaN	NaN
YLL058W	0.420	0.022	0.438	0.191	NaN	NaN	NaN	NaN
YLL059C	0.527	0.184	0.184	0.578	NaN	NaN	NaN	NaN
YLL060C	0.318	-0.243	-0.313	0.164	NaN	NaN	NaN	NaN
YLL061W	-0.010	0.016	-0.114	-0.252	NaN	NaN	NaN	NaN
YLL062C	-0.060	0.082	-0.059	-0.245	NaN	NaN	NaN	NaN
YLL063C	0.375	0.048	-0.135	-0.405	NaN	NaN	NaN	NaN
YLR001C	0.077	-0.058	-0.299	0.540	NaN	NaN	NaN	NaN
YLR002C	NaN	NaN	NaN	NaN	-0.660	-0.239	-0.399	-0.399
YLR003C	-0.241	-0.409	-0.338	-0.243	NaN	NaN	NaN	NaN
YLR004C	-0.099	0.085	-0.014	-0.210	NaN	NaN	NaN	NaN
YLR005W	NaN	NaN	NaN	NaN	0.172	0.259	-0.345	0.104
YLR006C	0.083	-0.021	-0.287	-0.614	NaN	NaN	NaN	NaN
YLR007W	NaN	NaN	NaN	NaN	-0.508	-1.003	0.049	-0.178
YLR008C	NaN	NaN	NaN	NaN	-0.539	0.077	-0.089	-0.176
YLR009W	NaN	NaN	NaN	NaN	-0.072	-0.214	-0.035	-0.215
YLR010C	NaN	NaN	NaN	NaN	-0.182	-0.276	0.447	0.027
YLR011W	0.070	0.268	-0.117	0.195	NaN	NaN	NaN	NaN
YLR012C	0.323	0.162	-0.070	0.062	NaN	NaN	NaN	NaN
YLR013W	-0.303	0.201	-0.649	0.337	NaN	NaN	NaN	NaN
YLR014C	0.450	0.144	0.290	0.459	NaN	NaN	NaN	NaN
YLR015W	-0.250	-0.061	-0.378	-0.271	NaN	NaN	NaN	NaN
YLR016C	0.156	-0.159	-0.037	0.385	NaN	NaN	NaN	NaN
YLR017W	0.349	0.162	-0.084	0.683	NaN	NaN	NaN	NaN
YLR018C	0.002	-0.254	0.061	0.615	NaN	NaN	NaN	NaN
YLR019W	-0.285	-0.046	-0.546	0.161	NaN	NaN	NaN	NaN
YLR020C	-1.253	-0.415	-0.188	-0.803	NaN	NaN	NaN	NaN
YLR021W	-0.352	0.462	0.070	0.065	NaN	NaN	NaN	NaN
YLR022C	NaN	NaN	NaN	NaN	-0.051	-0.304	0.450	-0.275
YLR023C	-2.190	-0.397	0.144	-0.594	NaN	NaN	NaN	NaN
YLR024C	-0.184	0.046	-0.448	-0.230	NaN	NaN	NaN	NaN
YLR025W	-3.244	-2.879	-2.770	-3.425	NaN	NaN	NaN	NaN
YLR026C	NaN	NaN	NaN	NaN	-0.366	-0.656	0.057	0.874
YLR027C	0.685	0.434	1.064	-0.176	NaN	NaN	NaN	NaN
YLR028C	0.159	0.289	0.323	0.133	NaN	NaN	NaN	NaN
YLR029C	NaN	NaN	NaN	NaN	-0.001	0.202	-0.268	-0.131
YLR030W	0.107	0.104	-0.214	0.301	NaN	NaN	NaN	NaN
YLR031W	0.017	0.164	-0.133	0.056	NaN	NaN	NaN	NaN
YLR032W	-0.313	-0.385	-0.923	-0.168	NaN	NaN	NaN	NaN
YLR033W	NaN	NaN	NaN	NaN	-0.455	-0.418	-0.649	0.145
YLR034C	0.490	-0.368	0.139	0.009	NaN	NaN	NaN	NaN
YLR035C	-0.128	0.118	-0.056	0.083	NaN	NaN	NaN	NaN
YLR036C	0.212	-0.417	0.201	-0.409	NaN	NaN	NaN	NaN
YLR037C	-0.046	0.060	-0.423	-0.358	NaN	NaN	NaN	NaN
YLR038C	0.256	0.123	0.116	-0.082	NaN	NaN	NaN	NaN
YLR039C	-0.202	-0.157	-0.522	0.280	NaN	NaN	NaN	NaN
YLR040C	-0.165	-0.147	-0.427	0.047	NaN	NaN	NaN	NaN
YLR041W	-0.281	-0.003	-0.239	-0.101	NaN	NaN	NaN	NaN
YLR042C	0.007	-0.281	-0.050	0.291	NaN	NaN	NaN	NaN
YLR043C	-0.498	-0.212	0.079	-0.360	NaN	NaN	NaN	NaN
YLR044C	-0.290	-0.598	-0.313	-0.988	NaN	NaN	NaN	NaN
YLR045C	NaN	NaN	NaN	NaN	0.128	-0.495	-0.246	-0.087
YLR046C	-0.254	0.208	-0.124	0.187	NaN	NaN	NaN	NaN
YLR047C	0.120	0.295	-0.346	0.198	NaN	NaN	NaN	NaN
YLR048W	-0.120	-0.282	0.388	-0.364	NaN	NaN	NaN	NaN
YLR049C	0.083	0.067	-0.238	0.132	NaN	NaN	NaN	NaN
YLR050C	0.281	0.255	-0.271	-0.060	NaN	NaN	NaN	NaN
YLR051C	NaN	NaN	NaN	NaN	0.105	0.255	-0.349	-0.046
YLR052W	0.234	-0.341	-0.352	0.120	NaN	NaN	NaN	NaN
YLR053C	0.183	0.352	-0.054	0.162	NaN	NaN	NaN	NaN
YLR054C	0.026	-0.094	0.128	0.180	NaN	NaN	NaN	NaN
YLR055C	0.312	-0.167	-0.074	0.104	NaN	NaN	NaN	NaN
YLR056W	0.044	-0.274	0.153	-0.360	NaN	NaN	NaN	NaN
YLR057W	0.041	-0.029	-0.160	-0.036	NaN	NaN	NaN	NaN
YLR058C	-0.071	0.535	0.056	-0.201	NaN	NaN	NaN	NaN
YLR059C	0.059	0.266	0.034	0.167	NaN	NaN	NaN	NaN
YLR060W	NaN	NaN	NaN	NaN	-0.169	-0.276	-0.295	-0.201
YLR061W	0.292	-0.084	0.481	-0.103	NaN	NaN	NaN	NaN
YLR062C	0.218	-0.291	0.115	-0.048	NaN	NaN	NaN	NaN
YLR063W	-0.201	-0.081	-0.086	-0.326	NaN	NaN	NaN	NaN
YLR064W	-0.071	-0.465	-0.569	-0.567	NaN	NaN	NaN	NaN
YLR065C	-0.053	-0.220	-0.353	-0.016	NaN	NaN	NaN	NaN
YLR066W	NaN	NaN	NaN	NaN	0.379	0.175	-0.079	0.277
YLR067C	0.014	0.399	0.193	0.124	NaN	NaN	NaN	NaN
YLR068W	-0.419	-0.417	0.496	-0.077	NaN	NaN	NaN	NaN
YLR069C	1.962	0.307	0.327	1.643	NaN	NaN	NaN	NaN
YLR070C	0.404	0.033	0.035	0.009	NaN	NaN	NaN	NaN
YLR071C	NaN	NaN	NaN	NaN	-0.120	0.171	-0.118	-0.315
YLR072W	-0.430	0.249	-0.578	0.083	NaN	NaN	NaN	NaN
YLR073C	0.207	-0.038	-0.299	-0.077	NaN	NaN	NaN	NaN
YLR074C	-0.000	0.883	0.415	0.104	NaN	NaN	NaN	NaN
YLR075W	NaN	NaN	NaN	NaN	-0.214	-0.538	0.131	-0.573
YLR076C	-0.168	-0.154	0.163	0.041	NaN	NaN	NaN	NaN
YLR077W	0.033	0.110	0.071	-0.293	NaN	NaN	NaN	NaN
YLR078C	NaN	NaN	NaN	NaN	-0.315	-0.339	0.161	-0.226
YLR079W	-0.049	0.209	0.396	0.006	NaN	NaN	NaN	NaN
YLR080W	-0.161	0.273	-0.024	0.124	NaN	NaN	NaN	NaN
YLR081W	0.339	0.229	0.405	0.371	NaN	NaN	NaN	NaN
YLR082C	0.204	-0.341	-0.058	0.201	NaN	NaN	NaN	NaN
YLR083C	-0.105	-0.319	-0.091	-0.170	NaN	NaN	NaN	NaN
YLR084C	0.000	0.259	0.418	0.232	NaN	NaN	NaN	NaN
YLR085C	-0.026	0.007	0.721	0.467	NaN	NaN	NaN	NaN
YLR086W	NaN	NaN	NaN	NaN	-0.054	-0.036	0.452	0.212
YLR087C	-0.293	0.085	0.089	-0.224	NaN	NaN	NaN	NaN
YLR088W	NaN	NaN	NaN	NaN	-0.039	0.064	0.027	-0.227
YLR089C	-0.008	-0.206	0.286	-0.302	NaN	NaN	NaN	NaN
YLR090W	0.163	0.281	-0.331	-0.088	NaN	NaN	NaN	NaN
YLR091W	0.270	0.400	-0.235	0.058	NaN	NaN	NaN	NaN
YLR092W	-0.095	-0.010	0.114	-0.197	NaN	NaN	NaN	NaN
YLR093C	0.033	0.095	-0.251	-0.149	NaN	NaN	NaN	NaN
YLR094C	0.026	0.124	-0.204	-0.131	NaN	NaN	NaN	NaN
YLR095C	0.175	0.001	-0.242	-0.084	NaN	NaN	NaN	NaN
YLR096W	-0.244	0.740	-0.100	-0.080	NaN	NaN	NaN	NaN
YLR097C	0.160	0.496	0.000	0.287	NaN	NaN	NaN	NaN
YLR098C	0.713	0.293	0.278	0.463	NaN	NaN	NaN	NaN
YLR099C	0.040	0.167	0.212	0.288	NaN	NaN	NaN	NaN
YLR100W	NaN	NaN	NaN	NaN	0.085	-0.205	-0.296	-0.268
YLR101C	-0.205	-0.199	-0.041	-0.392	NaN	NaN	NaN	NaN
YLR102C	-0.093	0.157	0.289	-0.012	NaN	NaN	NaN	NaN
YLR103C	NaN	NaN	NaN	NaN	-0.387	-0.220	0.605	-0.442
YLR104W	-0.375	-0.288	-0.186	-0.092	NaN	NaN	NaN	NaN
YLR105C	NaN	NaN	NaN	NaN	0.177	-0.825	0.073	0.035
YLR106C	NaN	NaN	NaN	NaN	0.147	-0.425	0.006	-0.168
YLR107W	0.225	0.290	-0.002	0.434	NaN	NaN	NaN	NaN
YLR108C	-0.132	-0.112	-0.253	-0.034	NaN	NaN	NaN	NaN
YLR109W	0.246	0.210	0.303	0.210	NaN	NaN	NaN	NaN
YLR110C	0.554	0.615	-0.341	-0.278	NaN	NaN	NaN	NaN
YLR111W	0.085	0.322	-0.156	-0.278	NaN	NaN	NaN	NaN
YLR112W	0.451	-0.100	-0.244	-0.713	NaN	NaN	NaN	NaN
YLR113W	-0.215	0.157	-0.368	-0.445	NaN	NaN	NaN	NaN
YLR114C	0.419	0.349	-0.025	-0.233	NaN	NaN	NaN	NaN
YLR115W	NaN	NaN	NaN	NaN	-0.160	-0.003	0.330	-0.083
YLR116W	NaN	NaN	NaN	NaN	0.084	0.178	-0.027	0.231
YLR117C	NaN	NaN	NaN	NaN	0.243	0.078	0.529	0.032
YLR118C	0.302	-0.095	0.125	0.333	NaN	NaN	NaN	NaN
YLR119W	-0.816	0.817	0.357	-0.674	NaN	NaN	NaN	NaN
YLR120C	-0.063	-0.165	-0.050	-0.376	NaN	NaN	NaN	NaN
YLR121C	0.031	-0.526	-0.200	-0.547	NaN	NaN	NaN	NaN
YLR122C	0.476	-0.257	0.553	0.521	NaN	NaN	NaN	NaN
YLR123C	0.262	0.127	0.257	0.418	NaN	NaN	NaN	NaN
YLR124W	-0.115	0.242	-0.116	0.011	NaN	NaN	NaN	NaN
YLR125W	-0.016	0.157	-0.012	-0.128	NaN	NaN	NaN	NaN
YLR126C	-0.092	0.109	-0.192	0.057	NaN	NaN	NaN	NaN
YLR127C	NaN	NaN	NaN	NaN	-0.361	-0.120	-0.513	0.024
YLR128W	0.388	0.367	0.135	0.047	NaN	NaN	NaN	NaN
YLR129W	NaN	NaN	NaN	NaN	-0.012	-0.227	-0.365	-0.420
YLR130C	0.262	0.064	-0.549	0.182	NaN	NaN	NaN	NaN
YLR131C	-0.251	-0.405	-0.514	0.005	NaN	NaN	NaN	NaN
YLR132C	NaN	NaN	NaN	NaN	-0.006	-0.161	-0.631	-0.340
YLR133W	-0.016	0.173	0.025	-0.162	NaN	NaN	NaN	NaN
YLR134W	0.163	0.504	-0.042	0.222	NaN	NaN	NaN	NaN
YLR135W	0.095	-0.063	-0.254	0.063	NaN	NaN	NaN	NaN
YLR136C	0.126	0.185	-0.278	0.101	NaN	NaN	NaN	NaN
YLR137W	0.005	0.302	-0.218	0.080	NaN	NaN	NaN	NaN
YLR138W	-0.034	-0.005	0.043	-0.239	NaN	NaN	NaN	NaN
YLR139C	0.607	0.033	0.403	0.246	NaN	NaN	NaN	NaN
YLR140W	-0.215	-0.016	-0.492	-0.111	NaN	NaN	NaN	NaN
YLR141W	NaN	NaN	NaN	NaN	0.218	0.085	0.151	0.130
YLR142W	0.322	0.160	0.027	0.002	NaN	NaN	NaN	NaN
YLR143W	0.252	0.003	0.458	-0.002	NaN	NaN	NaN	NaN
YLR144C	-0.184	0.010	-0.080	-0.020	NaN	NaN	NaN	NaN
YLR145W	NaN	NaN	NaN	NaN	-0.366	-0.417	-0.060	-0.607
YLR146C	0.179	0.184	0.023	-0.211	NaN	NaN	NaN	NaN
YLR147C	NaN	NaN	NaN	NaN	-0.319	0.057	-0.466	-0.343
YLR148W	-0.010	0.118	-0.243	-0.116	NaN	NaN	NaN	NaN
YLR149C	0.485	0.653	0.312	0.256	NaN	NaN	NaN	NaN
