ORF	hap a | number of peroxisomes | standard [standard] | Yofe I~Thoms S, 2017	hap a | peroxisomes distribution | standard [standard] | Yofe I~Thoms S, 2017
YDR522C	2.410	11.860
YNL208W	2.410	9.410
YCL026C	2.410	8.920
YOR227W	2.410	9.420
YJL051W	2.410	13.250
YDL067C	2.410	13.290
YLR200W	2.410	7.790
YPR175W	2.410	10.300
YBR298C	2.410	13.580
YLR072W	2.410	7.420
YPR005C	2.410	9.020
YDR537C	2.410	12.150
YLL058W	2.410	6.830
YMR006C	2.410	7.400
YMR009W	2.410	6.690
YPL197C	2.410	7.530
YPL116W	2.410	7.980
YOR188W	2.410	8.720
YOL008W	2.410	8.430
YNR070W	2.410	10.870
YDR264C	2.410	9.890
YMR287C	2.410	18.680
YJL105W	2.410	11.250
YJL142C	2.410	9.080
YJL150W	2.410	9.210
YNL008C	2.410	12.790
YCR098C	2.410	9.260
YDR136C	2.410	8.380
YKL175W	2.410	8.910
YFL044C	2.410	11.880
YDL121C	2.410	10.870
YDR134C	2.410	8.040
YNL190W	2.410	10.410
YBL042C	2.410	11.890
YBR044C	2.410	12.250
YJL151C	2.410	8.830
YLR125W	2.410	7.300
YNL029C	2.410	10.220
YGL198W	2.410	8.650
YJL188C	2.410	8.690
YKL186C	2.410	13.220
YOR179C	2.410	14.190
YNR072W	2.410	10.100
YOR028C	2.410	9.090
YOR163W	2.410	8.010
YDR340W	2.410	8.890
YNL062C	2.410	10.120
YBL035C	2.410	8.920
YJL180C	2.410	7.530
YLL052C	2.410	7.390
YNL041C	2.410	10.030
YGR249W	2.410	7.800
YHR079C	2.410	7.920
YLR070C	2.410	7.490
YDR380W	2.410	8.460
YLR398C	2.410	9.270
YGR001C	2.410	9.890
YGR223C	2.410	8.310
YIL035C	2.410	10.780
YKL107W	2.410	8.060
YDR286C	2.410	11.980
YOR271C	2.410	9.630
YLR259C	2.410	10.540
YOL138C	2.410	8.200
YOR314W	2.410	7.950
YDR151C	2.410	9.540
YLR078C	2.410	12.070
YOR178C	2.410	8.820
YAR037W	2.410	11.570
YKL022C	2.410	10.130
YBR108W	2.410	9.650
YCL042W	2.410	9.850
YLR012C	2.410	7.490
YMR107W	2.410	11.290
YIL075C	2.410	11.610
YPR071W	2.410	9.190
YCR006C	2.420	9.090
YIR013C	2.420	11.450
YOR177C	2.420	8.310
YDR129C	2.420	7.650
YDR014W	2.420	9.780
YOR275C	2.420	14.850
YBR042C	2.420	11.030
YPR007C	2.420	12.180
YKL025C	2.420	6.940
YLR307W	2.420	8.530
YDL177C	2.420	11.720
YKR018C	2.420	12.210
YLR422W	2.420	11.440
YMR279C	2.420	8.860
YDR442W	2.420	11.360
YDR290W	2.420	11.510
YDR131C	2.420	8.410
YKL063C	2.420	8.000
YER038W-A	2.420	8.240
YGL039W	2.420	8.330
YJR137C	2.420	12.460
YDL066W	2.420	10.550
YKL165C	2.420	12.330
YFR039C	2.420	12.650
YNR015W	2.420	9.470
YPL072C	2.420	8.660
YGR016W	2.420	10.440
YFR056C	2.420	8.850
YDR232W	2.420	9.070
YPR017C	2.420	9.010
YGR114C	2.420	9.630
YGR233C	2.420	8.220
YDR307W	2.420	10.450
YOL133W	2.420	9.820
YIL141W	2.420	10.460
YBL078C	2.420	8.050
YDR436W	2.420	8.290
YCR050C	2.420	12.850
YHR151C	2.420	8.150
YMR085W	2.420	11.450
YLR046C	2.420	7.610
YMR326C	2.420	12.530
YPR086W	2.420	9.160
YDR050C	2.420	8.460
YIR033W	2.420	9.960
YLR193C	2.420	12.490
YPR097W	2.420	9.590
YNL169C	2.420	8.510
YER168C	2.420	7.900
YOR104W	2.420	8.780
YDR132C	2.420	8.710
YPL119C	2.420	10.520
YLR023C	2.420	7.100
YOL116W	2.420	9.500
YOR128C	2.420	13.200
YOR113W	2.420	8.350
YNL311C	2.420	11.220
YJR054W	2.420	11.400
YML071C	2.420	8.470
YNL111C	2.420	13.340
YGL086W	2.420	9.740
YCL013W	2.420	8.930
YGL175C	2.420	13.760
YGR236C	2.420	8.260
YCL011C	2.420	7.780
YDL239C	2.420	9.950
YBL054W	2.420	10.840
YDR157W	2.420	7.830
YBR138C	2.420	11.810
YDL079C	2.420	10.180
YNL192W	2.420	8.340
YPR185W	2.420	7.640
YFR047C	2.420	7.880
YLR030W	2.420	10.060
YDL078C	2.420	11.490
YDR084C	2.420	8.390
YEL006W	2.420	8.360
YLR228C	2.420	9.040
YJL106W	2.420	9.620
YMR233W	2.420	7.490
YKR021W	2.420	11.600
YOR133W	2.420	9.450
YOR053W	2.420	9.180
YDR054C	2.420	12.070
YPL269W	2.420	8.020
YBR056W	2.420	12.980
YOR327C	2.420	9.320
YBR161W	2.420	11.170
YPL003W	2.420	8.610
YGR230W	2.420	8.570
YLL013C	2.420	9.660
YHR142W	2.420	9.720
YMR119W	2.420	11.870
YER091C	2.420	12.070
YIR024C	2.420	11.330
YPR035W	2.420	11.320
YJR111C	2.420	10.090
YPR167C	2.420	10.810
YER163C	2.420	12.280
YCR037C	2.430	13.850
YLR288C	2.430	7.930
YAL046C	2.430	9.090
YBR024W	2.430	10.110
YDR457W	2.430	9.560
YIR039C	2.430	9.580
YLR135W	2.430	8.070
YML034W	2.540	7.460
YER112W	2.430	10.800
YLR373C	2.430	12.120
YOL106W	2.430	10.790
YDR385W	2.430	9.420
YOR112W	2.430	8.080
YKL077W	2.430	9.420
YCL046W	2.430	8.210
YBR055C	2.430	9.440
YIR038C	2.430	10.130
YLL048C	2.430	9.360
YAL034C	2.430	7.490
YPR106W	2.430	9.190
YDL172C	2.430	12.930
YMR030W	2.430	7.680
YMR101C	2.430	10.790
YHR180W	2.430	10.680
YMR210W	2.430	9.160
YEL008W	2.430	6.510
YDR391C	2.430	7.630
YMR044W	2.430	8.820
YPR082C	2.430	10.070
YPL202C	2.430	8.250
YGR122W	2.430	9.570
YOR136W	2.430	15.640
YNL071W	2.430	11.920
YIL152W	2.430	13.210
YGR086C	2.430	12.290
YPL240C	2.430	7.660
YLR119W	2.430	7.370
YLR371W	2.430	8.620
YDR291W	2.430	9.620
YKL211C	2.430	11.610
YGL005C	2.430	8.900
YLL032C	2.430	7.670
YAL036C	2.430	7.850
YBR022W	2.430	9.900
YER085C	2.430	8.670
YPR119W	2.430	8.500
YDR511W	2.430	11.550
YKL065C	2.430	7.900
YAR023C	2.430	8.080
YFL046W	2.430	10.080
YGR089W	2.430	10.780
YKL091C	2.430	7.750
YMR251W	2.430	7.570
YGR243W	2.430	8.110
YOR051C	2.430	8.940
YLR031W	2.430	10.940
YOL136C	2.430	10.750
YPL014W	2.430	8.780
YOL098C	2.430	11.680
YPL060W	2.430	11.360
YOL122C	2.430	11.040
YOR284W	2.430	8.200
YCR025C	2.430	12.000
YNL154C	2.430	10.140
YLR003C	2.430	7.270
YLR167W	2.430	14.530
YNR010W	2.430	11.830
YDR515W	2.430	8.910
YNL128W	2.430	9.820
YDR424C	2.430	10.760
YKL207W	2.430	12.430
YMR207C	2.430	6.890
YNR024W	2.430	11.030
YLR278C	2.430	7.800
YDR337W	2.430	9.380
YPL177C	2.430	8.410
YDR033W	2.430	10.060
YKR057W	2.430	13.530
YLL045C	2.430	7.610
YGL036W	2.430	8.540
YFR010W	2.430	9.440
YKL162C-A	2.430	13.360
YGR109C	2.430	10.470
YEL047C	2.430	9.950
YGL067W	2.430	8.830
YGR164W	2.430	8.910
YCR045C	2.430	10.830
YLR390W-A	2.430	10.500
YDR257C	2.430	9.400
YKR082W	2.440	9.760
YGR078C	2.440	11.340
YLR280C	2.440	11.240
YHR152W	2.440	8.690
YML021C	2.440	12.050
YGL041C	2.440	8.950
YFR041C	2.440	7.790
YCL052C	2.440	10.030
YAL059W	2.440	8.900
YIL139C	2.440	10.630
YFL050C	2.440	8.340
YHR003C	2.440	9.960
YHR127W	2.440	9.540
YPR056W	2.440	10.020
YDL071C	2.440	9.590
YLR184W	2.440	6.390
YKL096W-A	2.440	12.160
YGR058W	2.440	8.960
YNL122C	2.440	11.970
YPR140W	2.440	8.410
YHR156C	2.440	8.200
YNL124W	2.440	11.500
YGR041W	2.440	8.910
YBL064C	2.440	8.360
YDL139C	2.440	10.480
YMR152W	2.440	8.290
YDL050C	2.440	10.780
YJL089W	2.440	10.650
YMR319C	2.440	9.620
YDL216C	2.440	8.870
YKR100C	2.440	11.830
YML037C	2.440	6.220
YLR131C	2.440	9.100
YNL201C	2.440	9.030
YNR007C	2.440	11.030
YPR014C	2.440	8.730
YDR439W	2.440	10.790
YDR143C	2.440	7.340
YNL309W	2.440	7.850
YPR176C	2.440	11.240
YML008C	2.440	7.180
YBL051C	2.440	12.410
YHR206W	2.440	10.370
YDR354W	2.440	8.810
YHR200W	2.440	9.250
YLR017W	2.440	7.060
YBL018C	2.440	10.960
YMR157C	2.440	7.680
YGR131W	2.440	7.600
YER088C	2.440	8.900
YBR301W	2.440	11.290
YLR449W	2.440	14.090
YIL132C	2.440	12.670
YLR113W	2.440	8.240
YNL204C	2.440	9.460
YOR175C	2.440	8.250
YOR124C	2.440	9.580
YNL203C	2.440	8.330
YNL267W	2.440	9.040
YNL324W	2.440	7.440
YBR284W	2.440	11.370
YDR139C	2.440	8.050
YJL198W	2.440	10.560
YKL053C-A	2.440	10.020
YKR048C	2.440	8.560
YKR080W	2.440	10.900
YDL162C	2.440	10.920
YJL077C	2.440	10.210
YPR089W	2.510	10.005
YDR539W	2.440	10.810
YER077C	2.440	9.960
YDR423C	2.440	7.580
YHR189W	2.440	9.220
YIL060W	2.440	10.860
YLR299W	2.440	8.520
YLR206W	2.440	9.050
YER046W-A	2.440	9.150
YBL091C-A	2.440	12.160
YLR405W	2.440	8.590
YLR138W	2.440	6.980
YHR094C	2.440	9.920
YFR014C	2.440	9.480
YBL105C	2.440	10.290
YCR067C	2.440	13.310
YNL158W	2.440	10.280
YOL131W	2.440	9.760
YPR166C	2.440	9.560
YPR199C	2.440	8.100
YMR215W	2.440	6.510
YGL043W	2.440	6.570
YPL078C	2.440	7.170
YKR104W	2.440	9.930
YDR091C	2.440	10.180
YMR074C	2.440	9.380
YMR178W	2.440	8.980
YJR061W	2.440	9.620
YBL081W	2.440	7.740
YNL024C	2.440	11.880
YJR152W	2.440	9.050
YOL163W	2.440	10.280
YDR110W	2.440	7.970
YPL034W	2.440	12.590
YNL246W	2.440	7.900
YPR111W	2.440	9.850
YDL204W	2.440	10.670
YFL016C	2.440	12.990
YGL170C	2.440	10.100
YDL127W	2.450	12.150
YAL017W	2.450	9.060
YLR216C	2.450	7.610
YML070W	2.450	10.020
YGR237C	2.450	8.400
YOR068C	2.450	8.270
YMR316C-A	2.450	10.860
YNL191W	2.450	10.540
YOL087C	2.450	12.430
YHL029C	2.450	7.880
YLR108C	2.450	8.450
YAL028W	2.450	7.340
YDL156W	2.450	7.760
YMR167W	2.450	9.290
YDL131W	2.450	10.130
YML057W	2.450	7.140
YKL115C	2.450	10.600
YDR152W	2.450	9.810
YMR174C	2.450	11.830
YLR047C	2.450	7.640
YMR318C	2.450	10.020
YBL023C	2.450	10.500
YHR103W	2.450	8.770
YOR350C	2.450	19.210
YBR040W	2.450	10.710
YER030W	2.450	8.800
YNL035C	2.450	11.040
YOR108W	2.450	8.060
YPL083C	2.450	11.850
YJL037W	2.450	10.100
YDR261C	2.450	11.060
YAR047C	2.450	9.120
YDL144C	2.450	9.830
YNL167C	2.450	12.400
YKR060W	2.450	9.390
YLR054C	2.450	7.690
YOR260W	2.450	9.160
YJR049C	2.450	10.690
YLR058C	2.450	7.590
YKL067W	2.450	8.800
YGR189C	2.450	8.410
YML072C	2.450	10.270
YLR298C	2.450	10.170
YPR124W	2.450	10.020
YGR210C	2.450	9.650
YBR261C	2.450	8.340
YKL092C	2.450	8.030
YLR195C	2.450	9.690
YER013W	2.450	11.940
YMR239C	2.450	10.790
YHR093W	2.450	11.350
YPL253C	2.450	7.440
YPR054W	2.450	11.330
YLR016C	2.450	8.460
YJL090C	2.450	13.560
YDR345C	2.450	7.780
YOL010W	2.450	9.470
YMR124W	2.450	9.770
YNL045W	2.450	11.020
YAL054C	2.450	11.500
YMR199W	2.450	8.170
YDR525W	2.450	14.170
YOR270C	2.450	8.750
YPL109C	2.450	8.670
YJL064W	2.450	10.180
YER061C	2.450	9.090
YDR278C	2.450	10.320
YGL243W	2.450	9.330
YDL199C	2.450	10.790
YGR138C	2.450	7.530
YHR025W	2.450	9.720
YKL139W	2.450	11.220
YBR170C	2.450	10.380
YIL059C	2.450	9.490
YLR097C	2.450	7.990
YNL300W	2.450	11.320
YDL094C	2.450	12.480
YKR090W	2.450	10.400
YPR118W	2.450	9.780
YDL154W	2.450	9.480
YLL028W	2.450	7.620
YDR052C	2.450	10.670
YKL148C	2.450	8.730
YGL235W	2.450	10.850
YNR049C	2.450	9.550
YCL022C	2.450	10.010
YML074C	2.450	8.960
YMR188C	2.450	7.610
YLR460C	2.450	12.600
YJL070C	2.450	10.090
YBL059W	2.450	8.430
YBL031W	2.450	8.240
YGL116W	2.450	11.830
YLR384C	2.450	9.230
YOR262W	2.450	14.100
YKR039W	2.450	11.170
YMR206W	2.450	6.920
YOR039W	2.450	9.260
YGR265W	2.450	12.500
YML086C	2.450	12.620
YMR086C-A	2.450	10.900
YIL034C	2.450	9.520
YKL205W	2.450	11.570
YER174C	2.450	9.900
YDR011W	2.450	10.970
YKL217W	2.450	10.550
YBR288C	2.450	13.810
YNL146W	2.450	10.700
YPR191W	2.450	12.300
YKR012C	2.450	11.020
YPR145W	2.450	9.660
YER078C	2.450	9.340
YER097W	2.450	10.180
YGR250C	2.460	16.470
YLR218C	2.460	23.470
YML056C	2.460	7.610
YGR053C	2.460	12.300
YHL012W	2.460	9.150
YIL159W	2.460	11.300
YPR094W	2.460	10.560
YLR062C	2.460	8.560
YML066C	2.460	11.720
YBR102C	2.460	9.870
YBL013W	2.460	9.590
YDR108W	2.460	8.160
YJR131W	2.460	10.420
YMR144W	2.460	8.800
YMR322C	2.460	10.560
YNR039C	2.460	10.430
YBL071C	2.460	9.240
YMR113W	2.460	10.540
YBL057C	2.460	9.740
YPL159C	2.460	9.780
YNL044W	2.460	11.880
YDR248C	2.460	8.640
YCR075C	2.460	11.060
YOL063C	2.460	7.540
YGR187C	2.460	7.900
YLR073C	2.460	8.360
YDR288W	2.460	10.350
YPL125W	2.460	7.880
YGR194C	2.460	10.080
YBR141C	2.460	12.530
YLR445W	2.460	11.610
YDL222C	2.460	10.190
YFR034C	2.460	10.080
YAL064C-A	2.460	11.330
YPR020W	2.460	11.910
YCR033W	2.460	20.530
YJL016W	2.500	9.565
YJL186W	2.460	9.330
YNL022C	2.460	10.950
YPR098C	2.460	10.340
YKL125W	2.460	9.700
YPR158W	2.460	8.980
YBR232C	2.460	11.050
YNR028W	2.460	10.560
YMR277W	2.460	8.060
YDL183C	2.460	9.850
YNL115C	2.460	9.620
YNR033W	2.460	11.880
YBR104W	2.460	12.660
YLR433C	2.460	12.560
YLL023C	2.460	8.620
YLR392C	2.460	8.520
YDR386W	2.460	8.710
YFR048W	2.460	9.220
YJR153W	2.460	14.360
YCL035C	2.460	12.890
YDR259C	2.460	10.580
YBL017C	2.460	8.320
YAL049C	2.460	7.390
YDR538W	2.460	9.040
YML095C	2.460	12.430
YBL083C	2.460	8.110
YFR044C	2.460	7.670
YIR003W	2.460	9.460
YJR034W	2.460	9.230
YDL170W	2.460	10.020
YLR262C-A	2.460	10.960
YKL068W	2.460	7.520
YDL095W	2.460	11.380
YLR049C	2.460	7.830
YPL091W	2.460	9.410
YOR223W	2.460	8.380
YNL290W	2.460	10.350
YJL148W	2.460	7.560
YIR032C	2.460	10.410
YNL114C	2.460	18.750
YNL009W	2.460	10.110
YHR203C	2.460	8.900
YDL226C	2.460	8.850
YGL202W	2.460	10.560
YHR031C	2.460	8.980
YDL130W-A	2.460	9.090
YPR068C	2.460	11.550
YGL166W	2.460	13.220
YOL093W	2.460	14.990
YBR292C	2.460	10.000
YCR035C	2.460	9.740
YDR282C	2.460	9.540
YFR046C	2.460	7.870
YMR155W	2.460	7.840
YPL058C	2.460	10.260
YER101C	2.460	11.510
YOR226C	2.460	8.260
YCL044C	2.460	10.880
YDR170C	2.460	8.410
YHR078W	2.460	7.480
YMR084W	2.460	9.050
YMR222C	2.460	7.660
YLR252W	2.460	8.950
YMR161W	2.460	8.210
YHR006W	2.460	8.840
YCR049C	2.460	9.780
YNL096C	2.460	10.690
YBL082C	2.460	8.130
YKL028W	2.460	10.010
YJR115W	2.460	10.260
YER066W	2.460	9.120
YGR108W	2.460	8.430
YER081W	2.460	8.340
YGL010W	2.460	8.700
YPR092W	2.460	7.750
YCR010C	2.470	8.420
YGR161C	2.470	7.130
YHR150W	2.470	7.860
YGL249W	2.470	9.540
YPR156C	2.470	8.880
YCR102W-A	2.470	12.580
YNL087W	2.470	12.200
YPL184C	2.470	12.840
YDR297W	2.470	11.780
YDR304C	2.470	9.470
YNL176C	2.470	12.480
YBR006W	2.470	9.520
YCR083W	2.470	9.310
YML019W	2.470	7.530
YNR020C	2.470	12.250
YBR199W	2.470	9.020
YKR055W	2.470	13.650
YLR410W	2.470	9.990
YMR247C	2.470	7.500
YDR117C	2.470	10.380
YOR231W	2.470	9.580
YKR106W	2.470	11.950
YBL047C	2.470	7.910
YOL090W	2.470	8.670
YBR054W	2.470	12.210
YPL127C	2.470	8.630
YKR050W	2.470	12.350
YJR030C	2.470	10.520
YNL235C	2.470	8.930
YLR215C	2.470	12.750
YOR181W	2.470	9.860
YJL185C	2.470	8.890
YDR419W	2.470	9.490
YDR466W	2.470	10.840
YDL048C	2.470	11.110
YDR460W	2.470	10.710
YOR274W	2.470	13.330
YER096W	2.470	11.140
YIL087C	2.470	9.970
YDR066C	2.470	8.730
YCR077C	2.470	9.600
YOR116C	2.470	9.740
YIR007W	2.470	9.670
YCR106W	2.470	8.080
YFL049W	2.470	11.670
YDR311W	2.470	9.410
YDL190C	2.470	9.010
YNL056W	2.470	10.440
YBR269C	2.470	11.500
YOR144C	2.470	9.730
YGR147C	2.470	8.970
YNL277W	2.470	12.660
YBR048W	2.470	9.210
YDR400W	2.470	8.460
YOR335C	2.470	13.230
YPR063C	2.470	11.020
YMR010W	2.470	8.560
YPL160W	2.470	8.860
YMR099C	2.470	11.110
YFR038W	2.470	9.130
YGR121C	2.470	7.510
YLR239C	2.470	9.390
YML013W	2.470	11.850
YKL027W	2.470	8.190
YPR198W	2.470	7.680
YFL027C	2.470	10.590
YMR013C	2.470	11.830
YKR101W	2.470	11.260
YJL121C	2.470	13.230
YGL014W	2.470	7.820
YBL048W	2.470	7.660
YLR319C	2.470	9.020
YCL051W	2.470	8.800
YCL048W	2.470	9.720
YMR317W	2.470	10.350
YFL011W	2.470	10.570
YNL279W	2.470	9.580
YDR295C	2.470	12.740
YOR252W	2.470	8.230
YLR204W	2.470	17.940
YBL107C	2.470	12.190
YDR262W	2.470	9.700
YNL205C	2.470	8.190
YOL016C	2.470	12.010
YIL057C	2.470	9.080
YNL321W	2.470	8.380
YML036W	2.480	12.410
YIL042C	2.480	11.630
YLR317W	2.480	16.880
YHL030W	2.480	10.250
YKL061W	2.480	8.190
YBR203W	2.480	8.430
YBR222C	2.480	7.290
YMR114C	2.480	11.150
YOR156C	2.480	7.680
YDR344C	2.480	7.740
YER155C	2.480	8.650
YIL166C	2.480	12.020
YIR035C	2.480	11.820
YDL142C	2.480	10.910
YJR056C	2.480	11.580
YKL195W	2.480	12.060
YDR279W	2.480	11.340
YFL051C	2.480	8.510
YGR290W	2.480	10.220
YML004C	2.480	7.630
YIL054W	2.480	9.330
YHR140W	2.480	11.240
YPL140C	2.480	8.550
YJL117W	2.480	13.630
YGR052W	2.480	6.680
YML073C	2.480	14.990
YLR461W	2.480	10.370
YKL130C	2.480	7.830
YLL042C	2.480	7.430
YER066C-A	2.480	7.610
YER072W	2.480	10.770
YLR274W	2.480	10.420
YJL079C	2.480	9.980
YCL064C	2.480	10.910
YLL051C	2.480	7.830
YGL158W	2.480	9.510
YNL078W	2.480	11.320
YCL010C	2.480	9.270
YEL027W	2.480	8.050
YPL121C	2.480	8.340
YOR114W	2.480	8.190
YIL071C	2.480	10.150
YBR076W	2.480	10.780
YDL151C	2.480	11.730
YDL123W	2.480	11.630
YBR107C	2.480	9.300
YHR131C	2.480	8.500
YDR479C	2.480	12.700
YBL098W	2.480	10.070
YER027C	2.480	13.230
YER098W	2.480	9.880
YML104C	2.480	12.250
YCL050C	2.480	9.520
YNL161W	2.480	10.820
YMR036C	2.480	7.510
YDR031W	2.480	10.540
YOL114C	2.480	11.140
YBR253W	2.480	14.350
YIL065C	2.480	11.060
YFL041W	2.480	10.800
YCL061C	2.495	8.825
YPR078C	2.480	10.070
YIL170W	2.480	10.500
YBR128C	2.480	13.460
YDR431W	2.480	9.510
YIL086C	2.480	9.740
YCR005C	2.480	8.430
YGR090W	2.480	9.510
YBR281C	2.480	13.840
YPL151C	2.480	11.770
YHR062C	2.480	12.360
YNL322C	2.480	7.730
YPL110C	2.480	7.670
YOL129W	2.480	10.520
YPL069C	2.480	8.280
YGL087C	2.480	9.000
YIL173W	2.480	12.240
YPL224C	2.480	11.830
YBR029C	2.480	9.090
YHR162W	2.480	10.590
