ORF	hom | growth (relative abundance in pooled culture) | elesclomol (elesclomol [IC15]) | Blackman RK~Nislow C, 2012	het | growth (relative abundance in pooled culture) | elesclomol (elesclomol [IC15]) | Blackman RK~Nislow C, 2012
YGR083C	NaN	0.365
YNL266W	0.365	NaN
YGR219W	0.365	NaN
YER180C	0.364	NaN
YBR169C	0.364	NaN
YCR106W	0.363	NaN
YDL020C	0.363	NaN
YJL043W	0.363	NaN
YPL206C	0.363	NaN
YPL067C	0.362	NaN
YPR020W	0.361	NaN
YMR169C	0.004	NaN
YOR057W	NaN	0.361
YMR183C	0.361	NaN
YDR069C	0.360	NaN
YDR497C	0.359	NaN
YER056C-A	0.359	NaN
YKL088W	NaN	0.358
YEL064C	0.358	NaN
YIL106W	NaN	0.358
YNL032W	0.357	NaN
YCL032W	0.357	NaN
YGL012W	0.357	NaN
YNL123W	0.357	NaN
YDR182W	NaN	0.357
YEL055C	NaN	0.356
YHR083W	NaN	0.356
YJL155C	0.356	NaN
YJL087C	NaN	0.355
YDR098C	0.355	NaN
YHL022C	0.355	NaN
YPL266W	NaN	0.355
YKL038W	0.354	NaN
YGR190C	NaN	0.353
YGR175C	NaN	0.352
YNL132W	NaN	0.352
YDR389W	0.352	NaN
YOL045W	0.352	NaN
YCR077C	0.351	NaN
YBR281C	0.351	NaN
YJR010W	0.351	NaN
YOL011W	0.351	NaN
YBR058C	0.351	NaN
YPL124W	NaN	0.350
YOR210W	NaN	0.350
YPL092W	0.349	NaN
YDR485C	0.349	NaN
YDR162C	0.349	NaN
YKL112W	NaN	0.348
YML113W	0.348	NaN
YPR181C	NaN	0.348
YJL071W	0.348	NaN
YMR175W	0.058	NaN
YDR075W	0.347	NaN
YIL083C	NaN	0.347
YOL117W	0.347	NaN
YDL044C	0.347	NaN
YGL250W	0.346	NaN
YDR265W	0.345	NaN
YBR008C	0.345	NaN
YDR460W	NaN	0.345
YDR439W	0.344	NaN
YER079W	0.344	NaN
YIR008C	NaN	0.344
YMR218C	NaN	0.343
YGR265W	NaN	0.343
YLR022C	NaN	0.342
YMR213W	NaN	0.342
YGR282C	0.342	NaN
YKL006C-A	NaN	0.342
YLR181C	0.342	NaN
YKL169C	0.342	NaN
YEL017W	0.341	NaN
YNR028W	0.341	NaN
YJL026W	NaN	0.341
YER122C	0.340	NaN
YML075C	0.340	NaN
YOL026C	NaN	0.340
YNR066C	0.340	NaN
YJR059W	0.340	NaN
YBL008W	0.340	NaN
YMR193C-A	0.339	NaN
YMR235C	NaN	0.339
YCL049C	0.338	NaN
YKR087C	0.338	NaN
YHR086W	0.337	NaN
YDR405W	0.337	NaN
YHR100C	0.336	NaN
YOR166C	0.336	NaN
YER114C	0.335	NaN
YDL177C	0.334	NaN
YKL026C	0.334	NaN
YNR040W	0.333	NaN
YKL109W	0.333	NaN
YBR146W	0.333	NaN
YNL079C	0.333	NaN
YJL086C	NaN	0.332
YMR200W	NaN	0.332
YNL200C	0.331	NaN
YGR138C	0.331	NaN
YJL069C	NaN	0.331
YBR276C	0.331	NaN
YKL034W	0.331	NaN
YPR199C	0.330	NaN
YER116C	0.330	NaN
YNL073W	0.329	NaN
YER187W	0.329	NaN
YDR102C	0.329	NaN
YDR059C	0.329	NaN
YPR106W	0.329	NaN
YNL292W	0.329	NaN
YOR029W	0.329	NaN
YNL005C	0.329	NaN
YIR024C	0.328	NaN
YHR186C	NaN	0.328
YMR121C	0.328	NaN
YPR196W	0.327	NaN
YCL010C	0.327	NaN
YNL188W	NaN	0.326
YNL262W	NaN	0.326
YOR077W	NaN	0.326
YCR048W	0.326	NaN
YOL006C	0.325	NaN
YNR072W	0.325	NaN
YPL238C	NaN	0.325
YLR198C	NaN	0.325
YNL020C	0.325	NaN
YAR015W	0.325	NaN
YAL064C-A	0.325	NaN
YDL062W	0.324	NaN
YPL114W	0.324	NaN
YGR227W	0.323	NaN
YER088C	0.323	NaN
YNL319W	0.322	NaN
YDR157W	0.322	NaN
YPL056C	0.321	NaN
YGR136W	0.321	NaN
YHL041W	0.321	NaN
YDR116C	0.321	NaN
YFR051C	NaN	0.320
YKL022C	NaN	0.320
YLR439W	0.320	NaN
YPL218W	NaN	0.319
YNL088W	NaN	0.319
YPL205C	0.319	NaN
YPL192C	0.318	NaN
YER055C	0.317	NaN
YIR014W	0.317	NaN
YOR218C	NaN	0.316
YOR208W	0.316	NaN
YPL248C	0.315	NaN
YLR271W	0.315	NaN
YGR094W	NaN	0.315
YJL206C-A	NaN	0.315
YHR080C	0.315	NaN
YLL033W	0.315	NaN
YOR005C	0.315	NaN
YLL017W	0.315	NaN
YNL168C	0.314	NaN
YDR002W	NaN	0.314
YKL187C	0.313	NaN
YDR153C	0.313	NaN
YKL055C	0.313	NaN
YDL236W	0.313	NaN
YMR160W	0.312	NaN
YOR148C	NaN	0.311
YKL062W	0.311	NaN
YPR083W	0.311	NaN
YOR089C	0.311	NaN
YPL182C	0.310	NaN
YBR286W	0.310	NaN
YPL117C	NaN	0.310
YKR047W	0.309	NaN
YDL056W	0.309	NaN
YLR295C	0.309	NaN
YOR184W	0.309	NaN
YKL020C	0.309	NaN
YCR067C	0.308	NaN
YNL324W	0.308	NaN
YNL227C	0.308	NaN
YOR288C	0.308	NaN
YDR217C	0.307	NaN
YGR090W	NaN	0.307
YGR019W	0.307	NaN
YDR028C	0.306	NaN
YLR058C	0.306	NaN
YPL179W	0.306	NaN
YGR216C	NaN	0.305
YER046W	0.305	NaN
YDR388W	0.305	NaN
YCR060W	0.305	NaN
YPL251W	NaN	0.305
YHR136C	0.304	NaN
YMR194W	0.304	NaN
YPR190C	NaN	0.304
YFR045W	0.303	NaN
YBL055C	0.303	NaN
YOR373W	NaN	0.303
YMR239C	NaN	0.303
YOL056W	0.302	NaN
YIL115C	NaN	0.302
YDL233W	0.302	NaN
YBR080C	NaN	0.302
YNL272C	NaN	0.301
YLL036C	NaN	0.301
YGR181W	0.301	NaN
YGL025C	0.301	NaN
YPR115W	0.301	NaN
YHR019C	NaN	0.300
YGR069W	0.300	NaN
YDR325W	NaN	0.300
YKL024C	NaN	0.300
YGR053C	0.300	NaN
YNL333W	0.300	NaN
YDR320C-A	0.298	NaN
YMR091C	0.298	NaN
YDR087C	NaN	0.298
YNL150W	NaN	0.297
YBR300C	0.297	NaN
YIL016W	0.297	NaN
YOR380W	0.297	NaN
YCL057W	0.297	NaN
YLR060W	NaN	0.297
YBL026W	NaN	0.297
YKL127W	0.297	NaN
YPL105C	0.296	NaN
YPR059C	0.296	NaN
YDL050C	0.296	NaN
YCR019W	0.295	NaN
YER163C	0.295	NaN
YGR041W	0.295	NaN
YGL071W	0.294	NaN
YOL106W	0.294	NaN
YJL063C	0.294	NaN
YGL145W	NaN	0.294
YJL197W	0.294	NaN
YIR016W	0.294	NaN
YDR057W	0.292	NaN
YIL020C	0.292	NaN
YBR284W	0.292	NaN
YPL166W	0.292	NaN
YLR099C	0.291	NaN
YCL046W	0.291	NaN
YER170W	0.290	NaN
YNR034W	0.290	NaN
YOR279C	0.290	NaN
YIL112W	0.289	NaN
YOR018W	0.288	NaN
YDR400W	0.288	NaN
YGR116W	NaN	0.288
YLR103C	NaN	0.288
YOR196C	0.287	NaN
YGR137W	0.287	NaN
YNR016C	NaN	0.287
YLR358C	0.286	NaN
YOR352W	0.286	NaN
YKR017C	0.286	NaN
YML046W	NaN	0.285
YLL001W	0.285	NaN
YKL193C	NaN	0.284
YAR028W	0.284	NaN
YBR160W	NaN	0.284
YJL076W	NaN	0.284
YKL192C	NaN	0.284
YDR224C	NaN	0.272
YLR373C	0.283	NaN
YKL220C	0.283	NaN
YFR014C	0.283	NaN
YDR007W	0.283	NaN
YIR011C	NaN	0.283
YKR037C	NaN	0.283
YNL199C	0.283	NaN
YIL014W	0.282	NaN
YGR289C	0.282	NaN
YOR266W	0.281	NaN
YMR251W-A	0.281	NaN
YHR048W	0.281	NaN
YGL127C	0.281	NaN
YCL064C	0.281	NaN
YNL211C	0.281	NaN
YER064C	0.280	NaN
YBR295W	0.279	NaN
YOR282W	NaN	0.279
YJR015W	0.279	NaN
YAR018C	0.279	NaN
YJL154C	0.278	NaN
YOR229W	0.278	NaN
YKL052C	NaN	0.278
YDR221W	0.278	NaN
YPR062W	0.278	NaN
YNL196C	0.278	NaN
YAL054C	0.277	NaN
YOR236W	NaN	0.277
YPL147W	0.276	NaN
YER110C	0.276	NaN
YLR189C	0.275	NaN
YIR003W	0.275	NaN
YGL232W	0.275	NaN
YGR192C	0.275	NaN
YGR164W	0.274	NaN
YJL199C	0.274	NaN
YOL002C	0.273	NaN
YJL193W	0.273	NaN
YLR212C	NaN	0.273
YOR154W	0.273	NaN
YER043C	NaN	0.273
YHL013C	0.272	NaN
YER033C	0.272	NaN
YIR028W	0.272	NaN
YLR290C	0.272	NaN
YNL282W	NaN	0.272
YNL258C	NaN	0.272
YJL109C	NaN	0.271
YMR158W-A	NaN	0.270
YDR001C	0.269	NaN
YPR075C	0.269	NaN
YGR139W	0.269	NaN
YIL001W	0.269	NaN
YPL085W	NaN	0.269
YLR410W	0.269	NaN
YGL096W	0.268	NaN
YJL149W	0.268	NaN
YNR039C	0.268	NaN
YKR054C	0.193	NaN
YKL137W	0.267	NaN
YPL083C	NaN	0.267
YMR227C	NaN	0.267
YGL098W	NaN	0.267
YDR494W	0.266	NaN
YMR247C	0.266	NaN
YKL045W	NaN	0.266
YML013C-A	NaN	0.266
YNL247W	NaN	0.265
YLR377C	0.265	NaN
YLR226W	0.265	NaN
YOR160W	NaN	0.264
YMR207C	0.264	NaN
YCL036W	0.264	NaN
YHR147C	0.264	NaN
YDR143C	0.264	NaN
YDR448W	0.264	NaN
YER095W	0.264	NaN
YBR079C	NaN	0.263
YNL183C	0.263	NaN
YMR157C	0.263	NaN
YBR026C	0.263	NaN
YMR244W	0.262	NaN
YJL143W	NaN	0.262
YLR406C	0.262	NaN
YML065W	NaN	0.261
YJL210W	0.261	NaN
YCR102W-A	0.261	NaN
YMR294W-A	0.261	NaN
YGR165W	0.261	NaN
YOL058W	0.260	NaN
YOR176W	0.260	NaN
YBR209W	NaN	0.259
YJL108C	0.259	NaN
YCR013C	NaN	0.077
YOL061W	0.258	NaN
YDR031W	0.258	NaN
YER128W	0.258	NaN
YFR028C	NaN	0.258
YER067W	0.258	NaN
YJL050W	NaN	0.258
YPL249C	0.257	NaN
YOL059W	0.257	NaN
YGL110C	0.257	NaN
YHL020C	0.257	NaN
YDL131W	0.256	NaN
YIL017C	0.256	NaN
YMR277W	NaN	0.256
YNL180C	NaN	0.255
YBR015C	0.255	NaN
YPL072W	0.255	NaN
YKL043W	0.255	NaN
YOR325W	0.255	NaN
YBR191W	-0.082	NaN
YPL134C	0.255	NaN
YPL174C	0.255	NaN
YLR262C-A	0.254	NaN
YOR008C	0.254	NaN
YOR339C	0.254	NaN
YLR352W	0.254	NaN
YGR280C	NaN	0.253
YDL134C-A	NaN	0.253
YDR161W	0.253	NaN
YMR156C	0.252	NaN
YGL260W	0.252	NaN
YKR038C	NaN	0.252
YCR049C	0.251	NaN
YKL085W	0.251	NaN
YJL187C	0.251	NaN
YOR126C	0.251	NaN
YDL114W	0.251	NaN
YDR455C	0.250	NaN
YML086C	0.250	NaN
YPR188C	0.250	NaN
YPL008W	0.249	NaN
YMR133W	0.249	NaN
YGL050W	0.248	NaN
YJL195C	NaN	0.132
YGR276C	0.248	NaN
YER048W-A	NaN	0.247
YHL033C	0.247	NaN
YGR115C	NaN	0.247
YJL035C	NaN	0.247
YFR054C	0.247	NaN
YIL119C	0.247	NaN
YIL005W	0.247	NaN
YDR391C	0.246	NaN
YKL151C	0.246	NaN
YDR032C	0.246	NaN
YOL138C	0.246	NaN
YMR124W	0.246	NaN
YDR232W	NaN	0.245
YPR070W	0.245	NaN
YOR193W	0.245	NaN
YOL022C	NaN	0.245
YOR190W	0.244	NaN
YML089C	0.244	NaN
YDR480W	0.244	NaN
YDR275W	0.244	NaN
YDL197C	0.244	NaN
YCL004W	NaN	0.243
YML059C	0.243	NaN
YPL035C	0.242	NaN
YKL086W	0.241	NaN
YJR003C	0.241	NaN
YMR285C	0.241	NaN
YKL102C	0.241	NaN
YGR113W	NaN	0.241
YGR122C-A	0.240	NaN
YCL026C	0.240	NaN
YPR087W	0.240	NaN
YKR069W	0.240	NaN
YJL038C	0.239	NaN
YIR031C	0.239	NaN
YKL182W	NaN	0.239
YER127W	NaN	0.239
YPL126W	NaN	0.238
YLR415C	0.238	NaN
YPL228W	NaN	0.238
YFR026C	0.238	NaN
YOL127W	NaN	0.238
YGL045W	0.238	NaN
YOR360C	0.237	NaN
YOR162C	0.237	NaN
YOR244W	NaN	0.237
YER125W	NaN	0.237
YKL203C	NaN	0.237
YPR094W	NaN	0.236
YOR379C	0.236	NaN
YHR142W	0.236	NaN
YJR065C	NaN	0.236
YLL035W	NaN	0.236
YJR009C	0.235	NaN
YMR274C	0.235	NaN
YLR337C	0.235	NaN
YPR109W	0.235	NaN
YDR467C	0.234	NaN
YGR235C	0.234	NaN
YLR297W	0.234	NaN
YAL015C	0.234	NaN
YDL221W	NaN	0.233
YOR230W	0.233	NaN
YLR280C	0.233	NaN
YDR229W	0.233	NaN
YIL088C	0.232	NaN
YGR177C	0.232	NaN
YOR020C	NaN	0.231
YFL032W	0.231	NaN
YDR466W	0.231	NaN
YHR062C	NaN	0.231
YER052C	0.231	NaN
YOR108W	0.230	NaN
YER008C	NaN	0.230
YPR194C	0.230	NaN
YPR071W	0.230	NaN
YOR347C	0.230	NaN
YLL018C	NaN	0.229
YJL150W	0.229	NaN
YER010C	0.228	NaN
YDR354W	0.228	NaN
YML112W	0.228	NaN
YHR184W	0.227	NaN
YDR329C	0.227	NaN
YNR003C	NaN	0.227
YOR227W	0.226	NaN
YLR146C	0.226	NaN
YLR191W	0.226	NaN
YGL128C	NaN	0.226
YGL044C	NaN	0.226
YBL007C	0.225	NaN
YDL030W	NaN	0.224
YBR212W	0.224	NaN
YLR105C	NaN	0.224
YLR259C	NaN	0.223
YML015C	NaN	-0.035
YGR157W	0.222	NaN
YKL105C	0.222	NaN
YML105C	NaN	0.222
YGL114W	0.222	NaN
YCR066W	0.222	NaN
YDR363W-A	0.222	NaN
YMR270C	NaN	0.222
YNL296W	0.222	NaN
YAR008W	NaN	0.222
YPL256C	0.221	NaN
YLL008W	NaN	0.221
YAL011W	0.221	NaN
YML035C-A	NaN	0.221
YDL219W	0.221	NaN
YJL203W	NaN	0.221
YPR179C	0.220	NaN
YDL240W	0.220	NaN
YER178W	0.220	NaN
YOR123C	0.220	NaN
YGL060W	0.219	NaN
YER066C-A	0.219	NaN
YKL021C	NaN	0.219
YLR163C	NaN	0.219
YHR009C	0.218	NaN
YGR009C	NaN	0.218
YJR002W	NaN	0.217
YNR006W	0.217	NaN
YNL249C	0.217	NaN
YOL057W	0.217	NaN
YPR091C	0.216	NaN
YKR046C	0.216	NaN
YMR113W	NaN	0.216
YLR115W	NaN	0.215
YDR257C	0.215	NaN
YAL016W	0.215	NaN
YPL096W	0.215	NaN
YKL070W	0.215	NaN
YMR253C	0.214	NaN
YFR056C	0.214	NaN
YOR168W	NaN	0.214
YBL036C	0.214	NaN
YML012W	0.214	NaN
YCR021C	0.213	NaN
YKL160W	0.213	NaN
YHR118C	NaN	0.212
YBR252W	NaN	0.212
YER113C	0.211	NaN
YLR349W	0.211	NaN
YDR009W	0.211	NaN
YDR488C	0.211	NaN
YHR113W	0.210	NaN
YOL070C	0.210	NaN
YDR029W	0.210	NaN
YKL114C	0.209	NaN
YLR361C	0.209	NaN
YDR317W	0.209	NaN
YKL165C	NaN	0.209
YPR055W	NaN	0.209
YDR430C	0.209	NaN
YNR007C	0.209	NaN
YLR413W	0.209	NaN
YDL152W	NaN	0.208
YIL073C	0.207	NaN
YIL050W	0.207	NaN
YJR087W	0.207	NaN
YDL140C	NaN	0.207
YDR234W	0.207	NaN
YCR054C	NaN	0.207
YMR275C	0.207	NaN
YML069W	NaN	0.206
YCR079W	0.206	NaN
YMR173W	0.206	NaN
YJR118C	0.205	NaN
YKL178C	NaN	0.204
YOL067C	0.204	NaN
YOR047C	0.204	NaN
YLR225C	0.204	NaN
YMR178W	0.204	NaN
YLR107W	0.204	NaN
YBR035C	0.203	NaN
YGR189C	0.203	NaN
YBR100W	NaN	0.203
YLR088W	NaN	0.202
YGL014W	0.202	NaN
YDR472W	NaN	0.202
YDR072C	0.202	NaN
YHR115C	0.201	NaN
YLR223C	NaN	0.201
YBR294W	0.200	NaN
YPL021W	0.200	NaN
YIL152W	0.200	NaN
YNL304W	0.199	NaN
YGL168W	0.199	NaN
YOR292C	0.199	NaN
YLR132C	NaN	0.199
YGL108C	0.198	NaN
YBR145W	0.198	NaN
YHR112C	0.198	NaN
YHL012W	0.198	NaN
YBR268W	0.198	NaN
YMR180C	0.198	NaN
YCL059C	NaN	0.198
YAL037W	0.198	NaN
YFR024C	NaN	0.198
YCL037C	0.198	NaN
YML114C	NaN	0.197
YOR172W	0.197	NaN
YGL132W	0.197	NaN
YPR098C	0.197	NaN
YIL167W	0.197	NaN
YOR141C	0.197	NaN
YOR326W	NaN	0.196
YOL072W	0.196	NaN
YMR087W	0.196	NaN
YKL145W	NaN	0.196
YKL136W	0.196	NaN
YJR023C	NaN	0.195
YMR288W	NaN	0.195
YCL024W	0.195	NaN
YLL023C	0.195	NaN
YGL194C	0.195	NaN
YJL123C	0.194	NaN
YNL306W	NaN	0.194
YLR268W	0.194	NaN
YGR093W	0.193	NaN
YPL175W	NaN	0.193
YHL030W	0.193	NaN
YKL032C	0.192	NaN
YKL196C	NaN	0.192
YPR182W	NaN	0.192
YMR231W	NaN	0.191
YJR125C	0.191	NaN
YDR414C	0.191	NaN
YLR443W	0.191	NaN
YPL250C	0.191	NaN
YAL023C	0.190	NaN
YLR094C	0.190	NaN
YBL067C	0.190	NaN
YPL055C	0.190	NaN
YDR537C	0.190	NaN
YOL129W	0.189	NaN
YKL132C	0.189	NaN
YDR465C	0.189	NaN
YBL011W	0.188	NaN
YDL065C	0.188	NaN
YPL176C	0.188	NaN
YOR111W	0.187	NaN
YJL079C	0.187	NaN
YLR080W	0.187	NaN
YKR106W	0.187	NaN
YPL253C	0.187	NaN
YOR214C	0.186	NaN
YER136W	NaN	0.186
YPL163C	0.186	NaN
YCR035C	NaN	0.186
YPL160W	NaN	0.185
YBR233W	0.185	NaN
YEL002C	NaN	0.185
YDR214W	0.184	NaN
YLR233C	0.184	NaN
YNL261W	NaN	0.184
YBR036C	0.184	NaN
YLR451W	0.184	NaN
YCR057C	NaN	0.184
YMR135C	0.183	NaN
YBR163W	0.183	NaN
YDR259C	0.183	NaN
YML025C	NaN	0.183
YML027W	0.182	NaN
YDR451C	0.182	NaN
YDR109C	0.182	NaN
YCR075C	0.181	NaN
YNL336W	0.181	NaN
YIL058W	0.181	NaN
YER081W	0.181	NaN
YGR197C	0.181	NaN
YGL082W	0.181	NaN
YPL103C	0.181	NaN
YKR053C	0.181	NaN
YKL044W	0.180	NaN
YHR046C	0.180	NaN
YIL095W	0.180	NaN
YDR521W	0.180	NaN
YDR149C	0.179	NaN
YDR444W	0.179	NaN
YNL290W	NaN	0.179
YKL036C	NaN	0.179
YMR013C	NaN	0.179
YMR159C	0.179	NaN
YDR167W	NaN	0.179
YMR079W	NaN	0.178
YDR115W	0.178	NaN
YMR076C	NaN	0.178
YBL014C	NaN	0.177
YNL287W	NaN	0.177
YPL066W	0.177	NaN
YJR131W	0.177	NaN
YML131W	0.176	NaN
YGR198W	NaN	0.176
YNR009W	0.176	NaN
YPR146C	0.176	NaN
YML093W	NaN	0.176
YPL130W	0.176	NaN
YBR149W	0.176	NaN
YPR149W	0.175	NaN
YMR161W	0.175	NaN
YCR063W	0.175	NaN
YKL051W	0.175	NaN
YDR138W	0.174	NaN
YDR091C	NaN	0.173
YHL008C	0.173	NaN
YMR179W	0.173	NaN
YHR066W	0.173	NaN
YGR127W	0.172	NaN
YHR133C	0.172	NaN
YKL019W	NaN	0.172
YIL146C	0.172	NaN
YKL063C	0.171	NaN
YGL154C	0.171	NaN
YIL057C	0.171	NaN
YPL223C	0.171	NaN
YBR229C	0.171	NaN
YGR114C	NaN	0.171
YHR079C	0.170	NaN
YER057C	0.170	NaN
YDR169C	0.170	NaN
YNL229C	0.170	NaN
YDL013W	0.170	NaN
YDR118W	NaN	0.170
YKR050W	0.170	NaN
YER165W	NaN	0.170
YDR328C	NaN	0.169
YCR051W	0.169	NaN
YGL136C	0.169	NaN
YDL209C	NaN	0.169
YOR060C	NaN	0.169
YMR092C	0.168	NaN
YOR348C	0.168	NaN
YNL212W	0.167	NaN
YNL264C	0.166	NaN
YDR364C	NaN	0.166
YJL016W	0.166	NaN
YER003C	NaN	0.166
YGL039W	0.165	NaN
YOR050C	0.165	NaN
YDR123C	0.165	NaN
YJL166W	0.164	NaN
YLR100W	NaN	0.164
YGR145W	NaN	0.164
YNL253W	0.163	NaN
YBL066C	0.163	NaN
YML005W	0.163	NaN
YBR241C	0.163	NaN
YLR041W	0.163	NaN
YJL178C	0.163	NaN
YER084W	0.163	NaN
YOR298W	0.163	NaN
YMR048W	0.162	NaN
YHR086W-A	0.162	NaN
YAL019W	0.162	NaN
YJL215C	0.161	NaN
YOR017W	0.161	NaN
YER022W	NaN	0.161
YNL098C	0.161	NaN
YKL068W	0.161	NaN
YMR132C	0.161	NaN
YOR296W	0.161	NaN
YBR150C	0.160	NaN
YKL053W	0.160	NaN
YCL063W	0.160	NaN
YOR142W	0.160	NaN
YLR154C	0.159	NaN
YPL095C	0.159	NaN
YKL069W	0.159	NaN
YDR534C	0.159	NaN
YOR159C	NaN	0.159
YEL001C	0.159	NaN
YDR501W	0.159	NaN
YER124C	0.158	NaN
YDR207C	0.158	NaN
YKL135C	0.158	NaN
YNL316C	0.158	NaN
YJL025W	NaN	0.157
YJL211C	0.157	NaN
YAR002C-A	0.157	NaN
YCR101C	0.157	NaN
YJR119C	0.157	NaN
YMR302C	0.157	NaN
YKL060C	NaN	0.157
YFR021W	0.156	NaN
YNL182C	NaN	0.156
YOL134C	NaN	0.156
YHR134W	0.156	NaN
YPR017C	0.156	NaN
YOL076W	0.155	NaN
YBL025W	0.155	NaN
YPR092W	0.155	NaN
YBR006W	0.155	NaN
YFR005C	NaN	0.155
YKL138C-A	0.155	NaN
YOR061W	0.154	NaN
YBR211C	NaN	0.154
YMR018W	0.154	NaN
YLR030W	0.154	NaN
YJL107C	0.153	NaN
YGR087C	0.153	NaN
YBL013W	0.152	NaN
YNL167C	0.152	NaN
YGR005C	NaN	0.152
YDL117W	0.152	NaN
YJR035W	0.151	NaN
YBR234C	NaN	0.151
YIR013C	0.150	NaN
YDL094C	0.150	NaN
YGL199C	0.150	NaN
YBR180W	0.150	NaN
YPL063W	NaN	0.150
YKL162C	0.150	NaN
YIL120W	0.149	NaN
YOR180C	0.149	NaN
YLL042C	0.149	NaN
YIL087C	0.148	NaN
YFR011C	0.148	NaN
YIR006C	NaN	0.148
YKL158W	NaN	0.148
YLR098C	0.148	NaN
YCL029C	0.148	NaN
YNL147W	0.148	NaN
YDR218C	0.148	NaN
YKL099C	NaN	0.148
YPL189W	0.147	NaN
YJL201W	0.147	NaN
YLL003W	NaN	0.147
YLR066W	NaN	0.146
YLR312C	0.146	NaN
YLL005C	0.146	NaN
YML043C	NaN	0.146
YBR025C	0.145	NaN
YDR045C	NaN	0.145
YMR314W	NaN	0.145
YBR155W	NaN	0.144
YLR078C	NaN	0.144
YLR308W	0.144	NaN
YDL204W	0.143	NaN
YOR338W	0.143	NaN
YIL108W	0.143	NaN
YBL087C	0.143	NaN
YMR085W	0.142	NaN
YHR084W	NaN	0.142
YNR054C	NaN	0.142
YKR048C	0.142	NaN
YBR004C	NaN	0.141
YGL152C	0.141	NaN
YGL026C	0.141	NaN
YGR071C	0.141	NaN
YDL203C	0.141	NaN
YPR128C	0.140	NaN
YML007W	0.140	NaN
YPR185W	0.140	NaN
YER007W	0.140	NaN
YDL235C	NaN	0.140
YOL077C	NaN	0.139
YGL226W	0.139	NaN
YDR177W	NaN	0.138
YDR117C	0.137	NaN
YLR453C	0.137	NaN
YOL128C	0.137	NaN
YKL159C	0.137	NaN
YDR239C	0.137	NaN
YJR080C	0.136	NaN
YML033W	NaN	0.136
YOR110W	NaN	0.136
YLR196W	NaN	0.136
YKL164C	0.136	NaN
YDR130C	0.136	NaN
YFR032C	0.136	NaN
YMR082C	0.136	NaN
YJL165C	0.136	NaN
YNR038W	NaN	0.136
YJL072C	NaN	0.135
YNL102W	NaN	0.135
YAL024C	0.135	NaN
YLR013W	0.135	NaN
YCL040W	0.134	NaN
YGR001C	0.134	NaN
YMR136W	0.134	NaN
YGL245W	NaN	0.134
YGR172C	NaN	0.134
YGL048C	NaN	0.134
YBL096C	0.134	NaN
YBR259W	0.133	NaN
YOR340C	NaN	0.133
YJL100W	0.133	NaN
YNL159C	0.133	NaN
YDL237W	0.132	NaN
YDR454C	NaN	0.132
YML085C	NaN	0.132
YLR137W	0.132	NaN
YDR016C	NaN	0.132
YGL008C	NaN	0.132
YGR100W	0.132	NaN
YIL104C	NaN	0.131
YBL010C	0.131	NaN
YIL168W	0.131	NaN
YPR103W	NaN	0.131
YDL210W	0.131	NaN
YJR056C	0.131	NaN
YOR130C	0.130	NaN
YLL032C	0.130	NaN
YCR059C	0.130	NaN
YLR292C	0.130	NaN
YDL003W	NaN	0.130
YDR144C	0.130	NaN
YNL322C	0.129	NaN
YML041C	0.129	NaN
YBR076W	0.128	NaN
YER041W	0.128	NaN
YJL073W	0.128	NaN
YBL040C	NaN	0.128
YJL135W	0.127	NaN
YFR052W	NaN	0.127
YLR026C	NaN	0.127
YJL001W	NaN	0.127
YKR071C	NaN	0.127
YGL209W	0.127	NaN
YOL139C	NaN	0.126
YOR091W	0.126	NaN
YEL008W	0.126	NaN
YGR084C	0.125	NaN
YOR283W	0.125	NaN
YNR065C	0.125	NaN
YJR129C	0.125	NaN
YGR147C	NaN	0.124
YPR066W	0.124	NaN
YGR179C	NaN	0.124
YKR064W	0.123	NaN
YPL273W	0.123	NaN
YIL048W	NaN	0.123
YAR042W	0.123	NaN
YIL064W	0.123	NaN
YKL046C	0.123	NaN
YHR138C	0.122	NaN
YOR063W	NaN	0.122
YJL048C	0.122	NaN
YDL007W	NaN	0.121
YOL095C	0.121	NaN
YLL038C	0.121	NaN
YLR405W	0.121	NaN
YGR058W	0.121	NaN
YIL034C	0.121	NaN
YNL181W	NaN	0.120
YCL028W	0.120	NaN
YKL106W	0.120	NaN
YER009W	NaN	0.120
YGR247W	0.120	NaN
YLR003C	0.119	NaN
YBR204C	0.119	NaN
YNL013C	0.119	NaN
YDL165W	NaN	0.118
YLR249W	NaN	0.118
YER108C	0.118	NaN
YNL137C	NaN	0.118
YLR017W	0.117	NaN
YDR327W	NaN	0.117
YMR164C	0.117	NaN
YHR013C	0.117	NaN
YDL148C	NaN	0.116
YIL138C	0.116	NaN
YLR323C	NaN	0.116
YBR110W	NaN	0.115
YKL075C	0.115	NaN
YDR003W	0.115	NaN
YER020W	0.115	NaN
YLR390W-A	0.114	NaN
YPL211W	NaN	0.114
YNR026C	NaN	0.114
YKL048C	0.114	NaN
YEL058W	NaN	0.114
YLR285W	0.114	NaN
YJL033W	NaN	0.113
YJL021C	NaN	0.113
YNL281W	0.113	NaN
YLR400W	0.113	NaN
YDL205C	0.113	NaN
YLR351C	0.113	NaN
YDR235W	NaN	0.113
YGR108W	0.112	NaN
YDR464W	NaN	0.112
YGL138C	0.112	NaN
YIL010W	0.112	NaN
YMR047C	NaN	-0.052
YNL265C	0.112	NaN
YJL183W	0.112	NaN
YIL072W	0.112	NaN
