ORF	hom | growth (culture turbidity) | sodium arsenite [400 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | cadmium dichloride [5 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | silver(1+) nitrate [10 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | mercury dichloride [19 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | chromium trioxide [400 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | zinc sulfate [1 mM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | copper(II) sulfate [5 mM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | sodium arsenite [1.25 mM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | cadmium dichloride [25 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | chromium trioxide [900 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | copper(II) sulfate [7 mM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | silver(1+) nitrate [20 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | mercury dichloride [49 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | zinc sulfate [2 mM] | Jin YH~Freedman JH, 2008
YGL250W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.087	-0.686	0.159	0.015	-0.069	-0.032	0.002
YGR006W	-0.025	-0.494	-0.049	-0.135	-0.659	-0.163	-0.166	-0.722	-0.880	-0.686	-0.398	-0.060	-0.307	-0.646
YGR020C	-0.006	-0.080	-0.009	-0.022	-0.924	-0.975	-0.097	0.038	-0.394	-0.945	-0.051	-0.026	-0.041	-0.988
YGR036C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.193	-0.161	-0.136	-0.044	0.032	0.033	-0.688
YGR055W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.172	-0.118	-0.947	-0.005	-0.018	-0.007	-0.172
YGR057C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.791	-0.135	-0.054	0.064	-0.010	0.020	-0.195
YGR077C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.186	-0.167	0.114	0.175	0.111	0.127	-0.529
YGR078C	-0.685	-0.207	-0.057	-0.041	-0.021	-0.049	-0.017	-0.948	-0.378	0.058	0.111	-0.042	0.022	-0.057
YGR092W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.127	-0.776	-0.250	0.088	-0.004	-0.003	-0.283
YGR101W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.119	-0.628	-0.745	0.096	0.080	0.082	-0.060
YGR102C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.212	-0.411	-0.594	0.141	0.051	0.040	-0.013
YGR105W	0.088	-0.100	0.038	0.041	-0.930	-0.986	-0.047	0.237	-0.533	-0.952	0.097	0.112	-0.054	-0.991
YGR150C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	-0.167	-0.578	0.059	-0.002	0.026	-0.047
YGR155W	0.103	0.110	0.014	-0.019	-0.817	0.052	-0.429	-0.275	-0.974	-0.995	-0.936	0.058	0.077	0.178
YGR160W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.086	-0.605	0.265	-0.069	-0.014	-0.012	0.002
YGR165W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.055	-0.142	-0.548	-0.051	0.007	0.003	-0.119
YGR167W	-0.030	-0.720	0.030	0.047	-0.111	0.027	-0.017	-0.689	-0.910	-0.239	-0.635	-0.046	-0.028	-0.136
YGR170W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.078	-0.310	-0.288	-0.585	-0.082	-0.026	-0.066
YGR171C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.060	-0.181	-0.519	-0.020	0.014	0.002	-0.033
YGR180C	-0.045	-0.182	-0.000	0.003	-0.661	-0.109	-0.011	-0.206	-0.534	-0.763	-0.011	0.026	0.020	-0.303
YGR196C	-0.042	-0.595	-0.049	-0.055	-0.439	-0.051	-0.046	-0.062	-0.851	-0.656	-0.031	-0.050	0.026	-0.071
YGR219W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.188	-0.506	0.401	0.222	0.110	0.113	0.020
YGR229C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.763	-0.156	-0.384	-0.870	-0.092	-0.137	-0.059
YGR252W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.692	-0.857	0.011	0.004	0.001	-0.088	0.159
YGR257C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.034	-0.524	-0.370	0.043	0.037	0.114	0.064
YGR262C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.213	-0.815	-0.620	0.130	0.078	0.089	-0.619
YGR271C-A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.104	-0.680	0.164	-0.064	-0.071	0.028	0.177
YGR285C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.154	-0.047	0.222	-0.818	0.042	-0.003	0.002
YHL007C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.040	-0.628	-0.042	0.048	0.098	0.054	0.065
YHL009C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.186	-0.588	-0.046	-0.019	-0.046	0.009	-0.029
YHL011C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.064	-0.513	0.394	0.044	-0.014	-0.026	-0.017
YHL023C	0.078	-0.104	0.096	0.228	-0.875	0.062	0.071	0.128	-0.567	-0.877	0.122	0.031	0.056	-0.008
YHL025W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.019	-0.842	-0.210	-0.135	-0.091	0.002	0.123
YHL031C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.043	-0.086	-0.575	-0.068	-0.005	0.046	-0.029
YHR010W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.211	-0.001	-0.678	0.026	0.066	0.075	0.085
YHR030C	-0.050	-0.811	0.001	0.256	-0.864	0.021	-0.004	-0.119	-0.945	-0.888	0.063	-0.064	-0.019	0.032
YHR039C-A	0.052	-0.315	0.046	-0.164	-0.951	-0.990	0.075	0.178	-0.744	-0.967	0.151	0.096	-0.309	-0.995
YHR060W	-0.006	-0.082	-0.062	0.222	-0.930	-0.993	-0.068	-0.059	-0.573	-0.913	-0.069	-0.072	-0.001	-0.998
YHR079C	0.080	-0.631	0.102	0.369	0.090	0.086	0.113	0.041	-0.911	0.367	0.056	0.044	0.071	0.055
YHR104W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.071	-0.569	0.507	0.043	-0.020	0.030	0.021
YHR151C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.197	-0.314	-0.226	-0.475	-0.040	-0.032	-0.809
YHR177W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.145	-0.276	0.017	0.004	-0.031	-0.004	-0.512
YHR210C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.176	-0.243	-0.121	-0.562	-0.008	-0.022	0.009
YIL018W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.060	-0.550	-0.203	-0.012	0.029	0.040	0.085
YIL033C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.989	-0.865	-0.569	0.052	-0.031	-0.058	0.012
YIL045W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.122	-0.507	-0.351	-0.133	-0.131	-0.035	-0.114
YIL053W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.047	-0.554	-0.015	-0.073	-0.064	-0.001	-0.093
YIL069C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.122	-0.581	0.104	0.040	0.010	0.078	0.088
YIL077C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.035	-0.540	0.023	-0.223	-0.127	-0.062	-0.095
YIL093C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.017	-0.250	-0.548	-0.027	0.016	0.032	-0.052
YIL098C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.224	-0.554	0.112	-0.239	0.033	0.055	0.037
YIL105C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.041	-0.544	-0.123	-0.050	-0.011	0.017	-0.026
YIL107C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.050	-0.685	-0.121	-0.084	-0.017	-0.037	-0.034
YIL123W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.101	-0.777	0.076	-0.039	0.063	0.029	-0.165
YIL125W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.044	-0.549	-0.192	0.014	0.063	0.005	-0.019
YIL154C	0.042	-0.005	0.011	-0.036	-0.989	0.000	-0.130	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIL159W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.045	-0.504	0.091	-0.026	0.017	-0.008	-0.027
YIL160C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.063	-0.618	-0.103	-0.008	-0.031	-0.025	-0.080
YIR017C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.190	-0.521	0.050	-0.025	0.015	-0.006	-0.172
YIR023W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.017	-0.290	-0.115	-0.881	-0.066	-0.085	-0.103
YIR030C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.107	-0.277	-0.200	-0.546	-0.064	-0.056	-0.107
YIR033W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.012	-0.273	0.079	-0.086	0.001	0.051	-0.781
YJL012C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.006	-0.021	-0.055	0.052	0.061	-0.009	-0.562
YJL022W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	-0.205	-0.552	0.070	-0.104	0.052	-0.040
YJL028W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.103	-0.148	-0.332	-0.916	0.007	-0.003	-0.861
YJL046W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.226	-0.519	-0.149	0.081	0.108	0.208	0.008
YJL052W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	-0.550	0.136	-0.037	0.007	0.009	0.048
YJL063C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.014	-0.668	0.195	0.040	0.099	0.110	0.095
YJL075C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.276	-0.768	-0.336	0.161	0.097	0.178	0.123
YJL092W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.018	-0.487	-0.697	0.181	0.112	0.136	-0.136
YJL095W	0.029	-0.875	0.100	0.113	-0.732	-0.059	0.044	0.094	-0.976	-0.652	0.224	0.046	0.061	-0.637
YJL101C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.020	-0.936	0.037	0.061	0.007	0.080	0.009
YJL115W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.133	-0.608	-0.311	0.094	0.049	0.061	0.031
YJL117W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.122	-0.206	-0.501	0.080	0.049	0.067	-0.473
YJL124C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.199	-0.764	-0.023	0.124	-0.007	0.008	-0.063
YJL128C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.971	-0.251	-0.147	-0.018	-0.018	0.059	0.000
YJL129C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.279	-0.050	-0.243	-0.926	0.077	0.088	-0.652
YJL131C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.593	-0.360	0.021	-0.019	-0.029	-0.041	-0.119
YJL150W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.240	-0.505	0.221	0.057	0.087	0.044	-0.041
YJL155C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.049	-0.640	-0.178	0.005	0.064	0.007	-0.029
YJL162C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.090	-0.513	-0.183	0.061	0.007	0.066	-0.107
YJL164C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.020	-0.535	0.171	0.044	0.026	0.044	-0.031
YJL165C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.171	-0.074	0.487	-0.909	0.028	0.085	-0.462
YJL166W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.072	-0.333	-0.500	0.052	0.094	0.097	0.001
YJL175W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.058	-0.618	-0.300	0.144	0.002	0.035	0.187
YJL176C	0.024	-0.636	0.076	0.123	0.132	0.055	-0.032	-0.189	-0.877	0.322	0.101	0.025	0.100	0.068
YJL179W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.939	-0.771	-0.181	-0.093	0.031	0.043	-0.082
YJL183W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.245	-0.917	-0.389	-0.480	-0.050	0.067	-0.358
YJL184W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.314	-0.144	-0.402	-0.011	0.092	-0.057	-0.672
YJL186W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.088	-0.621	0.101	0.031	0.011	0.088	-0.044
YJL187C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.096	-0.548	-0.059	0.119	0.054	0.083	-0.010
YJL204C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.146	-0.255	-0.101	0.039	-0.018	0.055	-0.507
YJR033C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.249	0.022	-0.319	0.074	0.003	0.118	-0.696
YJR075W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.146	-0.542	-0.177	-0.648	0.009	-0.036	-0.092
YJR083C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.196	-0.576	-0.039	0.048	0.014	-0.049	-0.149
YJR087W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.014	-0.191	0.145	-0.539	-0.019	-0.029	-0.060
YJR090C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.078	-0.502	0.085	-0.320	-0.058	-0.034	-0.017
YJR091C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.027	-0.181	0.898	-0.759	-0.040	-0.047	-0.067
YJR102C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.041	-0.222	-0.688	-0.175	-0.004	-0.037	-0.164
YJR104C	-0.082	-0.193	-0.042	-0.113	-0.813	-0.100	-0.112	-0.050	-0.550	-0.814	-0.252	-0.076	-0.071	-0.159
YJR105W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.051	-0.794	-0.448	-0.013	0.020	-0.003	-0.091
YJR116W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.096	-0.097	0.381	-0.896	0.001	0.015	-0.144
YJR117W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.005	-0.588	0.311	-0.612	-0.006	-0.015	-0.638
YJR122W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.136	-0.604	0.066	0.119	0.079	0.027	-0.025
YJR139C	0.077	0.081	0.042	-0.005	-0.779	-0.082	-0.034	-0.023	-0.957	-0.864	-0.931	0.034	-0.014	-0.253
YJR145C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.021	-0.655	0.395	0.214	-0.066	-0.066	-0.148
YKL002W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.101	-0.688	-0.403	-0.210	-0.024	0.000	-0.246
YKL003C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.081	-0.522	0.294	0.019	0.084	0.125	0.090
YKL006W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.055	-0.780	-0.194	-0.118	-0.014	0.012	-0.045
YKL032C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.006	-0.610	-0.269	-0.051	0.005	-0.048	-0.000
YKL041W	0.018	-0.651	0.007	-0.043	-0.242	-0.202	-0.073	0.008	-0.748	-0.347	-0.494	-0.002	0.004	-0.185
YKL054C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.304	-0.509	0.047	-0.020	0.084	0.126	0.120
YKL076C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.092	-0.513	0.167	0.016	-0.051	-0.060	-0.218
YKL080W	-0.044	0.024	-0.101	0.012	-0.767	-0.890	-0.057	0.175	-0.451	-0.800	-0.016	0.039	0.113	-0.884
YKL101W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.022	-0.319	-0.263	-0.099	-0.106	0.021	-0.526
YKL113C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	-0.647	-0.079	-0.012	-0.048	0.050	-0.001
YKL119C	0.094	-0.065	0.010	0.060	-0.934	-0.990	-0.008	0.112	-0.629	-0.946	-0.059	0.007	0.083	-0.999
YKL121W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.288	-0.677	-0.242	-0.072	-0.064	-0.025	-0.451
YKL126W	-0.028	0.034	0.046	0.080	-0.964	0.042	0.117	-0.859	-0.141	-0.967	-0.959	-0.012	0.060	-0.319
YKL139W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.317	0.032	-0.536	0.079	0.134	0.125	0.301
YKL170W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.106	-0.250	-0.507	-0.022	-0.010	-0.010	-0.128
YKL176C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.767	-0.240	-0.028	-0.027	-0.033	-0.036	-0.118
YKL190W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.019	-0.336	-0.609	-0.523	-0.045	-0.025	-0.797
YKL201C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.041	-0.571	-0.034	0.084	0.022	-0.026	-0.092
YKL205W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.057	-0.513	-0.295	0.059	0.029	0.002	-0.173
YKL206C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.025	-0.311	-0.050	-0.673	0.015	0.003	-0.123
YKL212W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.534	-0.092	-0.105	-0.666	0.030	-0.006	-0.142
YKL213C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.064	-0.573	0.217	0.054	0.015	-0.069	-0.040
YKR001C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.105	-0.128	-0.371	-0.535	0.040	-0.043	-0.046
YKR020W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.155	-0.155	-0.044	0.043	0.075	0.012	-0.511
YKR085C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.132	-0.159	-0.617	0.110	0.170	0.223	0.164
YLL002W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.090	-0.652	-0.539	0.147	0.074	0.235	-0.517
YLL006W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.001	-0.572	-0.559	0.015	0.078	-0.042	-0.170
YLL009C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.164	-0.215	-0.567	0.121	0.139	0.059	-0.059
YLL013C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.099	-0.425	-0.520	-0.501	-0.003	-0.020	-0.532
YLL014W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.145	-0.183	-0.091	-0.071	0.050	-0.009	-0.752
YLL020C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.035	-0.310	-0.097	-0.600	-0.033	-0.052	-0.117
YLL021W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.215	-0.386	-0.332	-0.067	-0.062	-0.047	-0.506
YLL027W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.348	-0.641	-0.252	0.158	0.188	0.173	0.082
YLL040C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.115	-0.360	-0.064	0.026	0.009	0.072	-0.872
YLL043W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.359	-0.754	-0.421	0.060	0.040	0.035	0.023
YLL044W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.096	-0.591	0.091	0.052	-0.016	0.013	0.022
YLR006C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.984	-0.299	-0.262	-0.024	-0.028	-0.033	-0.775
YLR025W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.380	-0.327	-0.609	-0.711	0.022	0.078	-0.293
YLR027C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.187	-0.723	0.126	-0.048	0.019	0.017	-0.037
YLR052W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.145	-0.639	-0.199	-0.005	0.091	0.040	0.010
YLR069C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.281	-0.588	0.388	0.062	0.018	0.052	-0.014
YLR079W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.050	-0.340	-0.243	0.042	0.086	0.059	-0.577
YLR085C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.202	-0.128	0.187	0.052	0.052	0.108	-0.680
YLR087C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.200	-0.385	-0.172	0.065	0.028	-0.020	-0.967
YLR093C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.101	-0.061	0.183	0.123	0.035	-0.020	-0.590
YLR113W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.995	0.026	0.115	0.172	0.041	0.007	-0.262
YLR120C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.347	-0.081	0.214	0.181	0.010	0.003	-0.668
YLR139C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.222	-0.509	0.339	0.072	-0.090	0.058	0.008
YLR148W	-0.047	-0.301	-0.043	0.059	-0.842	-0.936	-0.100	-0.834	-0.919	-0.879	-0.600	-0.065	0.020	-0.956
YLR149C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.199	-0.531	0.400	0.137	-0.055	0.096	0.090
YLR169W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.079	-0.445	-0.004	-0.638	-0.016	-0.061	-0.016
YLR180W	-0.017	-0.175	-0.024	-0.052	-0.970	-0.024	0.028	0.059	-0.137	-0.945	0.029	0.012	-0.056	0.012
YLR190W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.117	-0.503	0.094	0.016	0.032	-0.052	-0.070
YLR200W	-0.598	-0.131	-0.025	-0.003	0.015	0.031	0.012	-0.933	-0.289	0.176	-0.604	-0.057	0.014	0.101
YLR204W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.101	-0.560	-0.001	-0.125	-0.032	-0.086	-0.065
YLR226W	0.116	-0.509	0.047	-0.038	-0.394	-0.003	-0.016	0.280	-0.656	-0.479	0.203	0.084	-0.103	-0.240
YLR232W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.068	-0.629	0.110	0.066	0.062	0.034	0.038
YLR234W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.176	-0.525	-0.629	0.077	0.046	0.055	0.149
YLR235C	-0.009	0.022	0.004	0.034	-0.597	0.058	-0.107	0.200	-0.304	-0.717	-0.021	-0.015	0.037	-0.230
YLR240W	-0.106	-0.254	-0.016	0.041	-0.846	-0.842	-0.042	-0.981	-0.953	-0.896	-0.375	-0.032	0.063	-0.981
YLR268W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.674	-0.902	-0.534	0.004	-0.033	0.058	-0.801
YLR292C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.226	-0.686	0.036	-0.124	-0.073	-0.115	-0.173
YLR300W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.166	-0.501	0.210	-0.073	-0.038	-0.096	-0.074
YLR304C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.033	-0.551	-0.635	0.028	0.016	0.045	0.097
YLR320W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.121	-0.731	-0.403	0.093	0.003	0.036	-0.321
YLR331C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.088	-0.951	0.127	0.034	0.006	-0.100	0.036
YLR332W	-0.079	-0.595	-0.019	-0.070	-0.025	-0.041	-0.010	-0.196	-0.961	-0.128	0.004	-0.018	-0.089	-0.065
YLR337C	0.061	-0.647	0.082	0.241	-0.812	0.167	0.141	-0.911	-0.920	-0.959	-0.724	0.016	0.151	0.206
YLR338W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.067	-0.609	-0.594	-0.391	0.040	0.160	0.210
YLR358C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.354	-0.120	-0.765	0.068	-0.017	0.039	0.184
YLR369W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.045	-0.198	-0.701	0.110	0.110	0.103	0.097
YLR370C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.115	-0.585	-0.931	-0.974	-0.068	0.026	0.096
YLR372W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.965	-0.055	-0.093	0.041	0.089	0.010	-0.094
YLR373C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.152	-0.375	-0.510	0.186	0.203	0.133	-0.616
YLR386W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.235	-0.699	-0.337	0.036	0.057	0.041	0.029
YLR396C	-0.013	-0.013	0.066	0.021	-0.731	-0.805	0.033	-0.270	-0.772	-0.854	-0.577	0.035	0.007	-0.958
YLR407W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.019	-0.659	0.272	0.121	0.055	0.012	0.090
YLR417W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.230	-0.419	-0.644	-0.041	-0.031	0.029	-0.103
YLR423C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.059	-0.572	-0.395	-0.094	-0.032	-0.034	-0.019
YLR425W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.112	-0.528	-0.246	-0.128	-0.049	-0.112	0.014
YLR447C	0.039	-0.088	0.029	0.021	-0.939	-0.985	0.028	0.063	-0.473	-0.955	0.068	0.010	0.037	-0.997
YML001W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.169	-0.176	-0.320	0.132	0.042	0.036	-0.731
YML007W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.098	-0.516	-0.113	0.044	-0.015	0.020	0.030
YML008C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.023	-0.312	-0.241	-0.845	0.050	0.016	-0.300
YML009C-A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.105	-0.720	-0.738	-0.024	0.019	-0.037	-0.013
YML009W-B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.241	-0.524	-0.233	0.159	0.030	0.023	0.080
YML012C-A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.270	-0.808	-0.039	0.215	0.007	0.047	-0.142
YML016C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.926	-0.232	0.486	0.176	0.034	-0.026	-0.026
YML034C-A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.028	-0.513	-0.071	-0.002	0.013	0.005	0.063
YML034W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.125	-0.598	0.033	-0.054	0.023	0.018	0.023
YML072C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.063	-0.256	0.327	-0.845	-0.044	-0.022	-0.106
YML081W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.083	-0.300	0.136	-0.762	0.004	-0.019	-0.018
YML094C-A	-0.914	-0.115	-0.055	-0.001	0.048	0.014	0.081	-0.974	-0.623	-0.661	-0.470	-0.113	0.199	0.009
