ORF	hap alpha | growth (exponential growth rate) | standard [standard] | Yoshikawa K~Shimizu H, 2011
YLR165C	0.336
YLR168C	0.330
YLR169W	0.336
YLR170C	0.328
YLR171W	0.337
YLR172C	0.327
YLR173W	0.345
YLR174W	0.331
YLR176C	0.343
YLR177W	0.363
YLR178C	0.346
YLR179C	0.335
YLR180W	0.304
YLR181C	0.360
YLR182W	0.275
YLR183C	0.315
YLR184W	0.237
YLR185W	0.240
YLR187W	0.347
YLR188W	0.339
YLR189C	0.334
YLR190W	0.319
YLR191W	0.336
YLR193C	0.340
YLR194C	0.331
YLR199C	0.332
YLR200W	0.313
YLR204W	0.236
YLR205C	0.334
YLR206W	0.342
YLR207W	0.333
YLR209C	0.325
YLR210W	0.330
YLR211C	0.345
YLR213C	0.333
YLR214W	0.323
YLR216C	0.325
YLR217W	0.333
YLR218C	0.292
YLR219W	0.329
YLR220W	0.328
YLR221C	0.310
YLR224W	0.333
YLR225C	0.328
YLR227C	0.342
YKL001C	0.264
YKL006W	0.252
YKL007W	0.353
YKL008C	0.356
YKL009W	0.353
YKL010C	0.339
YKL011C	0.343
YKL015W	0.348
YKL017C	0.347
YKL020C	0.350
YKL023W	0.337
YKL025C	0.353
YKL026C	0.346
YKL027W	0.354
YKL029C	0.343
YKL031W	0.345
YKL032C	0.301
YKL034W	0.358
YKL037W	0.281
YKL038W	0.305
YKL039W	0.341
YKL040C	0.341
YKL041W	0.355
YKL043W	0.344
YKL044W	0.343
YKL046C	0.331
YKL047W	0.339
YKL048C	0.325
YKL050C	0.344
YKL051W	0.342
YKL053W	0.328
YKL054C	0.328
YKL055C	0.343
YKL056C	0.313
YKL057C	0.264
YKL061W	0.347
YKL062W	0.325
YKL063C	0.332
YKL064W	0.345
YKL065C	0.334
YKL066W	0.339
YKL067W	0.328
YKL069W	0.342
YKL070W	0.340
YKL071W	0.330
YKL072W	0.299
YKL073W	0.355
YKL074C	0.326
YKL075C	0.332
YKL076C	0.317
YKL077W	0.343
YKL079W	0.328
YKL080W	0.205
YKL081W	0.330
YKL084W	0.334
YKL085W	0.319
YKL086W	0.347
YKL090W	0.342
YKL091C	0.360
YKL092C	0.340
YKL093W	0.337
YKL094W	0.345
YKL096W	0.343
YKL097C	0.338
YKL098W	0.345
YKL100C	0.337
YKL101W	0.354
YKL102C	0.342
YKL103C	0.344
YKL105C	0.328
YKL106W	0.337
YKL107W	0.342
YKL109W	0.292
YKL110C	0.256
YKL113C	0.285
YKL116C	0.295
YKL117W	0.336
YKL118W	0.323
YKL119C	0.203
YKL120W	0.332
YKL121W	0.337
YKL123W	0.332
YKL124W	0.333
YKL126W	0.311
YKL127W	0.273
YKL128C	0.338
YKL129C	0.327
YKL130C	0.322
YKL131W	0.314
YKL132C	0.326
YKL133C	0.325
YKL136W	0.332
YKL137W	0.328
YKL140W	0.326
YKL142W	0.324
YKL143W	0.211
YKL146W	0.325
YKL147W	0.322
YKL148C	0.273
YKL149C	0.286
YKL150W	0.322
YKL151C	0.329
YKL155C	0.221
YKL156W	0.321
YKL157W	0.325
YKL159C	0.317
YKL160W	0.334
YKL161C	0.322
YKL162C	0.340
YKL163W	0.351
YKL164C	0.351
YKL166C	0.349
YKL167C	0.329
YKL168C	0.336
YKL171W	0.342
YKL174C	0.346
YKL175W	0.330
YKL176C	0.279
YKL179C	0.339
YKL183W	0.349
YKL184W	0.279
YKL185W	0.327
YKL187C	0.332
YKL188C	0.338
YKL190W	0.351
YGR027C	0.334
YGR031W	0.341
YGR033C	0.312
YGR034W	0.301
YGR035C	0.300
YGR036C	0.246
YGR037C	0.327
YGR039W	0.335
YGR041W	0.307
YGR042W	0.338
YGR043C	0.328
YGR044C	0.354
YGR045C	0.350
YGR049W	0.347
YGR051C	0.343
YGR052W	0.354
YGR054W	0.349
YGR055W	0.308
YGR056W	0.226
YGR057C	0.304
YGR058W	0.334
YGR059W	0.339
YGR061C	0.316
YGR064W	0.358
YGR066C	0.332
YGR067C	0.328
YGR068C	0.325
YGR069W	0.328
YGR070W	0.321
YGR071C	0.335
YGR072W	0.337
YGR077C	0.335
YGR078C	0.300
YGR079W	0.320
YGR080W	0.330
YGR081C	0.301
YGR084C	0.332
YGR085C	0.291
YGR087C	0.345
YGR088W	0.348
YGR096W	0.344
YGR097W	0.323
YGR100W	0.348
YGR101W	0.344
YGR104C	0.344
YGR105W	0.198
YGR107W	0.359
YGR108W	0.354
YGR109C	0.352
YGR111W	0.346
YGR112W	0.314
YGR118W	0.296
YGR121C	0.357
YGR122W	0.346
YOR097C	0.343
YOR099W	0.344
YOR100C	0.347
YOR101W	0.346
YOR104W	0.340
YOR105W	0.342
YOR106W	0.348
YOR107W	0.353
YOR108W	0.351
YOR109W	0.346
YOR111W	0.343
YOR112W	0.342
YOR113W	0.359
YOR114W	0.348
YOR115C	0.348
YOR118W	0.337
YOR120W	0.334
YOR121C	0.343
YOR123C	0.314
YOR124C	0.344
YOR126C	0.339
YOR129C	0.351
YOR130C	0.352
YOR131C	0.324
YOR132W	0.327
YOR133W	0.335
YOR134W	0.336
YOR135C	0.271
YOR136W	0.282
YOR137C	0.341
YOR138C	0.339
YOR139C	0.329
YOR140W	0.325
YOR142W	0.332
YOR144C	0.322
YOR152C	0.331
YOR153W	0.338
YOR154W	0.339
YOR156C	0.359
YOR161C	0.363
YOR162C	0.355
YOR163W	0.355
YOR164C	0.345
YOR165W	0.349
YOR166C	0.349
YOR167C	0.313
YOR170W	0.361
YOR171C	0.355
YOR172W	0.349
YOR173W	0.352
YOR175C	0.327
YOR177C	0.305
YOR178C	0.362
YOR179C	0.347
YOR180C	0.343
YOR182C	0.288
YOR183W	0.291
YOR184W	0.309
YOR185C	0.348
YOR186W	0.352
YOR188W	0.347
YOR189W	0.335
YOR190W	0.346
YOR191W	0.350
YOR192C	0.343
YOR193W	0.348
YOR195W	0.353
YOR196C	0.334
YOR197W	0.339
YOR198C	0.339
YOR199W	0.336
YOR201C	0.356
YOR202W	0.349
YOR205C	0.348
YOR208W	0.348
YOR209C	0.279
YOR213C	0.345
YOR214C	0.336
YOR215C	0.325
YOR216C	0.372
YOR219C	0.339
YOR220W	0.344
YOR221C	0.320
YOR222W	0.340
YOR223W	0.354
YOR225W	0.344
YOR226C	0.344
YOR227W	0.342
YOR228C	0.345
YOR229W	0.337
YOR230W	0.348
YOR231W	0.354
YOR233W	0.360
YOR234C	0.314
YOR235W	0.273
YOR237W	0.347
YOR238W	0.310
YOR239W	0.353
YOR242C	0.356
YOR243C	0.350
YOR245C	0.352
YOR246C	0.353
YOR247W	0.352
YOR248W	0.345
YOR251C	0.262
YOR252W	0.339
YOR253W	0.345
YOR255W	0.367
YOR258W	0.337
YOR263C	0.349
YOR264W	0.349
YOR277C	0.356
YOR279C	0.330
YOR280C	0.343
YOR283W	0.339
YOR284W	0.349
YOR285W	0.348
YOR286W	0.357
YOR288C	0.336
YJL218W	0.315
YJL217W	0.325
YJL216C	0.342
YJL215C	0.310
YJL214W	0.356
YJL212C	0.321
YJL210W	0.357
YJL211C	0.357
YJL208C	0.272
YJL207C	0.349
YJL199C	0.364
YJL198W	0.326
YJL197W	0.347
YJL193W	0.315
YJL192C	0.341
YJL190C	0.261
YJL188C	0.155
YJL187C	0.295
YJL186W	0.325
YJL185C	0.339
YJL183W	0.379
YJL181W	0.353
YJL182C	0.334
YJL179W	0.352
YJL178C	0.347
YJL176C	0.218
YJL171C	0.322
YJL170C	0.350
YJL169W	0.357
YJL168C	0.359
YJL166W	0.368
YJL164C	0.368
YJL162C	0.302
YJL160C	0.333
YJL159W	0.318
YJL158C	0.314
YJL157C	0.295
YJL155C	0.286
YJL154C	0.332
YJL153C	0.346
YJL152W	0.323
YJL150W	0.315
YJL149W	0.344
YJL148W	0.262
YJL147C	0.308
YJL146W	0.333
YJL145W	0.329
YJL144W	0.313
YJL142C	0.326
YJL135W	0.332
YJL134W	0.318
YJL133W	0.307
YJL132W	0.339
YJL131C	0.317
YJL129C	0.323
YLR324W	0.322
YLR325C	0.307
YLR326W	0.331
YLR327C	0.338
YLR328W	0.331
YLR329W	0.349
YLR330W	0.350
YLR331C	0.319
YLR332W	0.326
YLR333C	0.343
YLR335W	0.339
YOR300W	0.322
YMR038C	0.295
YLR341W	0.340
YLR342W	0.308
YLR390W-A	0.339
YLR392C	0.333
YLR393W	0.292
YLR395C	0.317
YOR364W	0.328
YLR398C	0.323
YLR006C	0.317
YLR400W	0.330
YLR401C	0.295
YLR402W	0.258
YLR403W	0.320
YLR404W	0.347
YLR405W	0.352
YLR407W	0.354
YLR408C	0.352
YLR410W	0.283
YLR412W	0.356
YLR413W	0.349
YLR414C	0.344
YLR415C	0.335
YLR416C	0.343
YLR417W	0.335
YLR418C	0.293
YLR421C	0.317
YDR147W	0.333
YDR148C	0.342
YDR149C	0.319
YDR150W	0.286
YDR151C	0.337
YDR152W	0.350
YDR153C	0.351
YDR154C	0.351
YDR155C	0.347
YDR156W	0.238
YDR157W	0.318
YDR158W	0.335
YDR159W	0.297
YDR161W	0.293
YDR162C	0.273
YDR163W	0.344
YDR165W	0.327
YDR169C	0.335
YDR171W	0.336
YDR176W	0.144
YDR178W	0.352
YDR179C	0.361
YDR179W-A	0.339
YDR181C	0.344
YDR183W	0.337
YDR184C	0.330
YDR185C	0.337
YDR186C	0.345
YDR191W	0.333
YDR192C	0.343
YDR193W	0.337
YDR195W	0.159
YDR198C	0.331
YDR199W	0.348
YDR200C	0.368
YDR203W	0.355
YDR204W	0.300
YDR206W	0.336
YDR207C	0.260
YDR209C	0.344
YDR210W	0.342
YDR213W	0.339
YDR214W	0.353
YDR215C	0.349
YDR216W	0.349
YDR217C	0.344
YDR218C	0.341
YDR219C	0.335
YDR220C	0.325
YDR221W	0.342
YDR222W	0.350
YDR223W	0.338
YDR225W	0.314
YDR226W	0.190
YDR229W	0.335
YDR231C	0.341
YDR233C	0.339
YDR234W	0.349
YDR237W	0.291
YDR239C	0.347
YDR241W	0.322
YLR027C	0.291
YML001W	0.330
YMR266W	0.333
YNL330C	0.304
YOR305W	0.281
YOR369C	0.329
YDR103W	0.327
YDR127W	0.109
YEL004W	0.340
YEL029C	0.256
YER032W	0.335
YER039C	0.338
YER052C	0.311
YER057C	0.300
YER060W-A	0.346
YER061C	0.273
YER066C-A	0.335
YER079W	0.338
YHL042W	0.320
YHL041W	0.326
YHL030W	0.333
YHL029C	0.308
YHL021C	0.329
YHL016C	0.310
YHL007C	0.265
YHL005C	0.326
YHL003C	0.334
YHR150W	0.348
YHR176W	0.333
YHR177W	0.337
YCL032W	0.309
YCR002C	0.305
YKL068W	0.336
YKL135C	0.333
YKL177W	0.337
YKL178C	0.297
YOR212W	0.332
YJL205C	0.315
YJL204C	0.341
YJL201W	0.359
YJL184W	0.341
YJL138C	0.348
YJL130C	0.330
YDR173C	0.194
YDR227W	0.325
YCL030C	0.335
YLR228C	0.340
YLR231C	0.341
YLR232W	0.317
YLR236C	0.334
YLR238W	0.358
YLR241W	0.334
YLR247C	0.350
YLR248W	0.349
YLR250W	0.349
YLR251W	0.336
YLR252W	0.332
YLR253W	0.337
YLR254C	0.333
YLR255C	0.333
YLR257W	0.339
YLR258W	0.328
YLR260W	0.289
YLR261C	0.311
YLR262C	0.310
YLR263W	0.332
YLR264W	0.299
YLR265C	0.323
YLR266C	0.327
YLR267W	0.351
YLR268W	0.297
YLR269C	0.332
YLR270W	0.282
YLR271W	0.330
YLR273C	0.338
YLR278C	0.326
YLR279W	0.331
YLR280C	0.332
YLR281C	0.328
YLR282C	0.336
YLR283W	0.321
YLR284C	0.325
YLR285W	0.316
YLR287C	0.321
YLR287C-A	0.288
YLR288C	0.331
YLR289W	0.354
YLR290C	0.326
YLR292C	0.332
YLR294C	0.265
YLR295C	0.235
YLR296W	0.316
YLR297W	0.318
YLR299W	0.331
YLR300W	0.332
YLR303W	0.320
YLR304C	0.288
YLR306W	0.314
YLR307W	0.329
YLR308W	0.326
YLR309C	0.295
YLR311C	0.340
YLR312C	0.333
YLR312W-A	0.281
YLR313C	0.323
YLR315W	0.288
YLR318W	0.315
YLR319C	0.319
YLR320W	0.249
YLR322W	0.269
YGL194C	0.334
YGL195W	0.329
YGL196W	0.327
YGL197W	0.347
YGL198W	0.324
YGL200C	0.338
YGL202W	0.328
YGL203C	0.334
YGL205W	0.332
YGL199C	0.327
YGL208W	0.326
YGL209W	0.328
YGL210W	0.321
YGL211W	0.273
YGL212W	0.302
YGL213C	0.295
YGL215W	0.271
YGL216W	0.320
YGL220W	0.329
YGL221C	0.305
YGL222C	0.327
YGL224C	0.334
YGL226C-A	0.330
YGL226W	0.315
YGL227W	0.322
YGL228W	0.333
YGL229C	0.328
YGL230C	0.329
YGL231C	0.324
YGL232W	0.336
YGL234W	0.343
YGL236C	0.337
YGL237C	0.320
YGL241W	0.335
YGL243W	0.336
YGL244W	0.255
YGL246C	0.221
YGL248W	0.331
YGL249W	0.335
YGL250W	0.283
YGL251C	0.352
YGL252C	0.321
YGL253W	0.331
YGL254W	0.334
YGL255W	0.330
YGL256W	0.344
YGL257C	0.334
YGL258W	0.331
YGL259W	0.339
YGL260W	0.334
YGL261C	0.337
YGL262W	0.332
YGL263W	0.321
YGR001C	0.349
YGR003W	0.317
YGR004W	0.318
YGR006W	0.326
YGR007W	0.329
YGR008C	0.332
YGR010W	0.332
YGR012W	0.346
YGR014W	0.340
YGR015C	0.330
YGR016W	0.335
YGR017W	0.333
YGR019W	0.330
YGR020C	0.160
YGR021W	0.329
YGR023W	0.312
YGR026W	0.321
YPL091W	0.312
YPL090C	0.250
YPL089C	0.323
YPL088W	0.334
YPL087W	0.350
YPL086C	0.276
YPL084W	0.307
YPL081W	0.325
YPL080C	0.256
YPL079W	0.254
YPL078C	0.317
YPL077C	0.344
YPL074W	0.335
YPL072W	0.336
YPL073C	0.345
YPL071C	0.350
YPL070W	0.368
YPL069C	0.363
YPL068C	0.354
YPL067C	0.346
YPL066W	0.317
YPL065W	0.322
YPL064C	0.339
YPL062W	0.348
YPL061W	0.346
YPL060W	0.322
YPL058C	0.340
YPL057C	0.346
YPL056C	0.323
YPL055C	0.266
YPL054W	0.350
YPL053C	0.352
YPL052W	0.339
YPL051W	0.332
YPL050C	0.345
YPL049C	0.336
YPL048W	0.357
YPL047W	0.297
YPL046C	0.336
YPL045W	0.422
YPL042C	0.342
YPL041C	0.331
YPL040C	0.303
YPL039W	0.334
YPL038W	0.334
YPL037C	0.301
YPL035C	0.328
YPL033C	0.337
YPL032C	0.347
YPL031C	0.128
YPL030W	0.340
YPL029W	0.290
YPL026C	0.327
YPL025C	0.329
YPL024W	0.288
YPL023C	0.324
YPL022W	0.334
YPL021W	0.320
YPL019C	0.324
YPL018W	0.336
YPL017C	0.318
YPL015C	0.353
YPL014W	0.341
YPL009C	0.334
YPL008W	0.332
YPL006W	0.363
YPL005W	0.335
YPL003W	0.346
YPL002C	0.326
YPL001W	0.345
YPR001W	0.343
YPR002W	0.346
YPR003C	0.354
YPR004C	0.342
YPR005C	0.344
YPR106W	0.336
YPR109W	0.348
YPR111W	0.334
YPR114W	0.335
YPR115W	0.336
YPR116W	0.263
YPR117W	0.335
YPR119W	0.365
YPR120C	0.332
YPR121W	0.335
YPR122W	0.340
YPR123C	0.346
YPR124W	0.335
YPR125W	0.326
YPR126C	0.336
YPR127W	0.334
YPR128C	0.364
YPR129W	0.349
YPR130C	0.340
YPR131C	0.212
YPR132W	0.301
YPR134W	0.300
YPR135W	0.288
YPR138C	0.342
YPR139C	0.229
YPR140W	0.322
YPR141C	0.281
YPR145W	0.314
YPR146C	0.341
YPR147C	0.332
YPR148C	0.307
YPR149W	0.334
YPR150W	0.339
YPR152C	0.311
YPR153W	0.327
YPR154W	0.333
YPR155C	0.328
YPR156C	0.334
YPR157W	0.329
YPR158W	0.331
YPR159W	0.280
YPR160W	0.347
YPR163C	0.291
YPR164W	0.308
YPR166C	0.331
YPR167C	0.367
YPR170C	0.343
YPR171W	0.337
YPR172W	0.314
YPR173C	0.328
YPR174C	0.345
YPR179C	0.318
YPR184W	0.346
YPR185W	0.338
YPR188C	0.327
YPR189W	0.321
YPR191W	0.316
YPR192W	0.347
YPR193C	0.319
YPR194C	0.337
YPR195C	0.317
YPR196W	0.344
YPR197C	0.317
YPR198W	0.344
YPR199C	0.355
YPR200C	0.341
YPR201W	0.308
YCR090C	0.334
YCR091W	0.337
YCR092C	0.350
YCR098C	0.332
YCR099C	0.339
YCR100C	0.348
YCR101C	0.335
YCR102C	0.334
YCR105W	0.332
YCR106W	0.326
YDL130W-A	0.335
YDR363W-A	0.273
YDR525W-A	0.330
YDR535C	0.334
YDR536W	0.342
YDR538W	0.340
YDR539W	0.329
YDR540C	0.325
YDR541C	0.317
YER039C-A	0.322
YER091C-A	0.335
YER144C	0.335
YER188W	0.337
YFL034C-A	0.332
YFR032C	0.331
YFR032C-A	0.289
YFR033C	0.311
YFR034C	0.321
YFR035C	0.335
YFR036W	0.328
YFR038W	0.338
YFR040W	0.283
YFR041C	0.337
YFR043C	0.340
YFR044C	0.338
YFR045W	0.327
YFR046C	0.319
YFR047C	0.310
YFR048W	0.315
YFR049W	0.310
YFR053C	0.339
YFR054C	0.328
YFR055W	0.336
YFR056C	0.324
YFR057W	0.330
YGR219W	0.337
YGR221C	0.333
YGR223C	0.331
YGR224W	0.346
YGR225W	0.308
YGR226C	0.324
YGR227W	0.370
YGR228W	0.298
YGR229C	0.267
YGR230W	0.333
YGR231C	0.325
YGR232W	0.339
YGR233C	0.328
YGR234W	0.334
YGR235C	0.324
YGR236C	0.327
YGR237C	0.325
YGR240C	0.333
YGR241C	0.333
YGR242W	0.340
YGR243W	0.286
YGR244C	0.340
YGR247W	0.314
YGR249W	0.320
YBL001C	0.327
YBL002W	0.330
YBL003C	0.330
YBL005W	0.331
YBL006C	0.267
YBL007C	0.333
YBL008W	0.285
YBL009W	0.325
YBL010C	0.330
YBL011W	0.312
YBL012C	0.315
YBL013W	0.321
YBL015W	0.332
YBL016W	0.325
YBL017C	0.356
YBL022C	0.324
YBL024W	0.328
YBL027W	0.265
YBL028C	0.343
YBL029W	0.342
YBL036C	0.348
YBL037W	0.349
YBL038W	0.339
YBL039C	0.351
YBL042C	0.309
YBL043W	0.342
YBL044W	0.349
YBL045C	0.244
YBL046W	0.263
YBL047C	0.337
YBL048W	0.347
YBL049W	0.334
YBL051C	0.281
YBL052C	0.330
YBL053W	0.312
YBL054W	0.356
YBL055C	0.346
YBL056W	0.336
YBL057C	0.287
YBL058W	0.330
YBL059W	0.322
YBL060W	0.349
YBL061C	0.333
YBL062W	0.306
YBL063W	0.344
YBL064C	0.344
YBL065W	0.349
YBL066C	0.341
YBL067C	0.307
YBL068W	0.352
YBL069W	0.346
YBL070C	0.339
YBL071C	0.261
YBL072C	0.240
YBL075C	0.339
YBL078C	0.339
YBL079W	0.230
YBL080C	0.289
YBL081W	0.337
YBL082C	0.287
YBL083C	0.346
YBL085W	0.345
YBL086C	0.335
YBL087C	0.319
YBL088C	0.334
YBL089W	0.326
YBL090W	0.347
YBL091C	0.348
YBL094C	0.344
YGL002W	0.322
YGL003C	0.301
YGL004C	0.343
YGL005C	0.349
YGL006W	0.339
YGL007W	0.336
YGL010W	0.337
YGL012W	0.337
YGL013C	0.336
YGL014W	0.240
YGL015C	0.338
YGL016W	0.271
YGL019W	0.303
YGL021W	0.330
YGL024W	0.277
YGL025C	0.292
YGL026C	0.324
YGL027C	0.287
YGL028C	0.345
YGL031C	0.313
YGL032C	0.340
YGL033W	0.341
YGL034C	0.340
YGL035C	0.379
YGL036W	0.337
YGL037C	0.333
YGL039W	0.335
YGL041C	0.333
YGL042C	0.327
YGL043W	0.356
YGL045W	0.308
YGL049C	0.326
YGL050W	0.336
YGL053W	0.344
YGL054C	0.310
YGL056C	0.341
YGL057C	0.350
YGL058W	0.219
YGL059W	0.329
YGL060W	0.336
YGL062W	0.329
YGL063W	0.331
YGL064C	0.326
YGL066W	0.169
YGL067W	0.337
YGL070C	0.148
YGL071W	0.199
YGL072C	0.301
YGL076C	0.230
YGL077C	0.354
YGL078C	0.297
YGL079W	0.345
YGL080W	0.297
YGL081W	0.335
YGL082W	0.357
YGL083W	0.348
YGL084C	0.316
YGL085W	0.347
YGL086W	0.341
YGL087C	0.340
YGL089C	0.347
YGL090W	0.338
YNL241C	0.305
YNL235C	0.352
YNL233W	0.318
YNL229C	0.257
YNL228W	0.314
YNL226W	0.309
YNL224C	0.362
YNL218W	0.334
YNL217W	0.332
YNL215W	0.276
YNL214W	0.330
YNL212W	0.265
YNL211C	0.340
YNL210W	0.355
YNL206C	0.289
YNL205C	0.337
YNL204C	0.337
YNL202W	0.339
YNL203C	0.328
YNL201C	0.342
YNL200C	0.344
YNL199C	0.284
YNL198C	0.337
YNL197C	0.296
YNL196C	0.344
YNL195C	0.312
YNL194C	0.320
YNL193W	0.324
YNL191W	0.305
YNL190W	0.335
YNL187W	0.342
YNL183C	0.333
YNL180C	0.324
YNL179C	0.335
YNL177C	0.243
YNL176C	0.330
YNL175C	0.338
YNL173C	0.342
YNL168C	0.317
YNL167C	0.362
YNL160W	0.355
YNL157W	0.334
YNL155W	0.333
YNL154C	0.340
YNL148C	0.292
YKL191W	0.323
YKL197C	0.342
YKL198C	0.344
YKL201C	0.348
YKL205W	0.303
YKL206C	0.338
YKL207W	0.313
YKL211C	0.319
YKL212W	0.318
YKL213C	0.325
YKL214C	0.312
YKL216W	0.313
YKL217W	0.344
YKL218C	0.341
YKL221W	0.338
YKL222C	0.317
YKR001C	0.324
YKR003W	0.342
YKR005C	0.309
YKR006C	0.296
YKR007W	0.281
YKR009C	0.329
YKR011C	0.333
YKR012C	0.337
YKR013W	0.306
YKR014C	0.348
YKR015C	0.326
YKR016W	0.327
YKR017C	0.343
YKR018C	0.329
YKR020W	0.309
YKR021W	0.339
YKR024C	0.217
YKR026C	0.326
YKR030W	0.330
YKR031C	0.324
YKR032W	0.334
YKR033C	0.335
YKR035C	0.353
YKR042W	0.324
YKR043C	0.321
YKR044W	0.328
YKR045C	0.330
YKR047W	0.332
YKR048C	0.331
YKR049C	0.322
YKR050W	0.333
YKR051W	0.344
YKR052C	0.276
YKR054C	0.345
YKR056W	0.359
YKR057W	0.315
YKR058W	0.339
YKR059W	0.343
YKR060W	0.334
YKR061W	0.340
YKR064W	0.337
YKR065C	0.341
YDR242W	0.343
YDR245W	0.331
YDR247W	0.347
YDR248C	0.337
YDR249C	0.337
YDR250C	0.344
YDR251W	0.347
YDR252W	0.338
YDR253C	0.349
YDR254W	0.342
YDR255C	0.333
YDR256C	0.339
YDR257C	0.339
YDR258C	0.337
YDR259C	0.337
YDR260C	0.339
YDR261C	0.345
YDR262W	0.334
YDR263C	0.334
YDR264C	0.290
YDR265W	0.340
YDR266C	0.332
YDR268W	0.351
YDR270W	0.334
YDR272W	0.346
YDR273W	0.329
YDR274C	0.344
YDR275W	0.334
YDR276C	0.336
YDR277C	0.334
YDR278C	0.331
YDR279W	0.323
YDR281C	0.333
YDR282C	0.329
YDR283C	0.316
YDR284C	0.322
YDR285W	0.330
YDR286C	0.344
YDR287W	0.345
YDR289C	0.259
YDR291W	0.341
YDR293C	0.331
YDR294C	0.343
YDR295C	0.343
YDR297W	0.343
YDR300C	0.098
YDR304C	0.342
YDR305C	0.340
YDR306C	0.339
YDR307W	0.341
YDR309C	0.354
YDR310C	0.340
YDR312W	0.342
YDR314C	0.334
YDR315C	0.286
YDR316W	0.341
YDR317W	0.317
YDR318W	0.336
YDR319C	0.347
YDR320C	0.349
YDR321W	0.334
YDR322W	0.336
YDR323C	0.292
YDR329C	0.344
YDR330W	0.333
YDR332W	0.307
YDR333C	0.326
YDR334W	0.326
YDR335W	0.285
YDR336W	0.325
YDR337W	0.281
YIL001W	0.336
YIL002C	0.337
YIL005W	0.328
YIL011W	0.336
YIL012W	0.342
YIL013C	0.315
YIL014W	0.319
YIL015W	0.302
YIL016W	0.299
YIL017C	0.286
YIL020C	0.321
YIL023C	0.325
YIL024C	0.320
YIL025C	0.331
YIL027C	0.327
YIL028W	0.326
YIL029C	0.305
YIL032C	0.346
YIL034C	0.348
YIL035C	0.348
YIL036W	0.317
YIL037C	0.349
YIL039W	0.336
YIL040W	0.355
YIL041W	0.322
YIL043C	0.351
YIL044C	0.334
YIL045W	0.334
YIL049W	0.329
YIL050W	0.342
YIL053W	0.308
YIL057C	0.347
YIL064W	0.343
YIL065C	0.302
YIL072W	0.339
YIL073C	0.339
YIL076W	0.338
YIL077C	0.319
YIL079C	0.318
YIL084C	0.327
YIL086C	0.339
YIL087C	0.303
YIL088C	0.341
YIL093C	0.338
YIL095W	0.336
YIL096C	0.335
YIL097W	0.328
YFL007W	0.321
YFL011W	0.342
YFL015C	0.338
YFL018C	0.323
YFL020C	0.335
YFL021W	0.321
YFL023W	0.235
YFL025C	0.321
YFL026W	0.346
YFL027C	0.337
YFL028C	0.331
YFL030W	0.338
YFL031W	0.250
YFL032W	0.256
YFL034W	0.335
YFL040W	0.326
YFL041W	0.331
YFL042C	0.329
YFL044C	0.329
YFL046W	0.330
YFL047W	0.333
YFL048C	0.364
YFL049W	0.357
YFL050C	0.349
YOR379C	0.344
YFL051C	0.340
YFL052W	0.346
YFL053W	0.345
YFL054C	0.348
YFL055W	0.344
YFL056C	0.340
YFR001W	0.221
YFR006W	0.336
YFR007W	0.321
YFR008W	0.338
YFR009W	0.333
YFR010W	0.317
YFR012W	0.340
YFR014C	0.339
YFR015C	0.348
YFR016C	0.342
YFR017C	0.343
YFR018C	0.337
YFR020W	0.341
YFR021W	0.343
YFR022W	0.337
YFR023W	0.340
YFR024C-A	0.335
YFR026C	0.345
YFR031C-A	0.304
YGR256W	0.331
YGR259C	0.285
YGR260W	0.322
YGR261C	0.329
YGR263C	0.338
YGR266W	0.339
YGR268C	0.355
YGR269W	0.349
YGR270W	0.335
YGR275W	0.340
YGR279C	0.335
YGR281W	0.333
YGR282C	0.339
YGR283C	0.330
YGR284C	0.330
YGR285C	0.246
YGR286C	0.332
YGR287C	0.333
YGR288W	0.339
YGR290W	0.332
YHR021W-A	0.333
YHR039C-A	0.246
YHR079C-A	0.336
YIL009C-A	0.299
YIR017C	0.351
YIR018W	0.350
YIR019C	0.377
YIR020C	0.354
YIR020W-A	0.347
YIR024C	0.346
YIR025W	0.345
YIR026C	0.217
YIR027C	0.346
YIR028W	0.344
YIR029W	0.347
YIR031C	0.347
YIR033W	0.305
YIR034C	0.345
YIR035C	0.332
YIR036C	0.334
YIR037W	0.345
YIR038C	0.349
YIR039C	0.349
YIR042C	0.343
YKL033W-A	0.345
YKL162C-A	0.342
YKR035W-A	0.348
YKR066C	0.342
YKR067W	0.338
YKR069W	0.345
YKR070W	0.341
YKR072C	0.356
YKR073C	0.359
YKR074W	0.259
YKR075C	0.332
YKR076W	0.332
YKR077W	0.343
YKR078W	0.337
YKR080W	0.340
YKR082W	0.227
YKR084C	0.321
YMR062C	0.342
YMR063W	0.323
YMR064W	0.288
YMR065W	0.334
YMR066W	0.320
YMR067C	0.331
YMR068W	0.325
YMR069W	0.336
YMR070W	0.154
YMR071C	0.329
YMR072W	0.283
YMR073C	0.335
YMR075C-A	0.322
YMR075W	0.321
YMR077C	0.293
YMR078C	0.312
YMR080C	0.354
YMR081C	0.365
YMR082C	0.334
YMR083W	0.347
YMR084W	0.341
YMR085W	0.342
YMR086C-A	0.340
YMR086W	0.344
YMR087W	0.346
YMR088C	0.341
YMR089C	0.301
YMR090W	0.347
YMR091C	0.302
YMR092C	0.346
YNR070W	0.333
YNR071C	0.332
YNR072W	0.337
YNR073C	0.341
YNR074C	0.346
YNR075W	0.350
YOL013W-B	0.325
YOL086C	0.210
YOL087C	0.332
