orf	het | cell death (frequency of dead cells) | periodic starvation | grape juice | Davey HM~Griffith GW, 2012	het | growth (pooled culture, microarray) | periodic starvation | grape juice | Davey HM~Griffith GW, 2012
YOL116W	2.5382322491883347	0.0
YOL123W	2.5382322491883347	0.0
YOL141W	2.5382322491883347	0.0
YOL143C	2.5382322491883347	0.0
YOL162W	0.0	-5.932455634115292
YOL166C	2.5382322491883347	0.0
YOR002W	2.5382322491883347	0.0
YOR003W	2.5382322491883347	0.0
YOR005C	2.5382322491883347	0.0
YOR010C	2.5382322491883347	0.0
YOR011W	2.5382322491883347	0.0
YOR027W	2.5382322491883347	0.0
YOR033C	0.0	-5.932455634115292
YOR043W	2.5382322491883347	0.0
YOR047C	2.5382322491883347	0.0
YOR063W	2.5382322491883347	0.0
YOR064C	2.5382322491883347	0.0
YOR067C	2.5382322491883347	0.0
YOR070C	2.5382322491883347	0.0
YOR073W	2.5382322491883347	0.0
YOR075W	2.5382322491883347	0.0
YOR101W	2.5382322491883347	0.0
YOR122C	0.0	-5.932455634115292
YOR131C	2.5382322491883347	0.0
YOR140W	2.5382322491883347	0.0
YOR147W	2.5382322491883347	0.0
YOR166C	2.5382322491883347	0.0
YOR167C	2.5382322491883347	0.0
YOR172W	0.0	-5.932455634115292
YOR179C	2.5382322491883347	0.0
YOR183W	2.5382322491883347	0.0
YOR184W	2.5382322491883347	0.0
YOR197W	2.5382322491883347	0.0
YOR206W	2.5382322491883347	0.0
YOR211C	2.5382322491883347	0.0
YOR215C	2.5382322491883347	0.0
YOR223W	2.5382322491883347	0.0
YOR229W	2.5382322491883347	0.0
YOR230W	2.5382322491883347	0.0
YOR231W	2.5382322491883347	0.0
YOR244W	2.5382322491883347	0.0
YOR245C	2.5382322491883347	0.0
YOR248W	0.0	-5.932455634115292
YOR253W	2.5382322491883347	0.0
YOR268C	2.5382322491883347	0.0
YOR270C	2.5382322491883347	0.0
YOR273C	2.5382322491883347	0.0
YOR274W	2.5382322491883347	0.0
YOR275C	2.5382322491883347	0.0
YOR276W	2.5382322491883347	0.0
YOR288C	0.0	-5.932455634115292
YOR294W	2.5382322491883347	0.0
YOR298C-A	2.5382322491883347	0.0
YOR310C	2.5382322491883347	0.0
YOR315W	2.5382322491883347	0.0
YOR319W	2.5382322491883347	0.0
YOR322C	2.5382322491883347	0.0
YOR334W	2.5382322491883347	0.0
YOR343C	2.5382322491883347	0.0
YOR349W	2.5382322491883347	0.0
YOR369C	2.5382322491883347	0.0
YOR375C	2.5382322491883347	0.0
YOR380W	2.5382322491883347	0.0
YOR382W	2.5382322491883347	0.0
YOR383C	2.5382322491883347	0.0
YOR385W	2.5382322491883347	0.0
YPL001W	0.0	-5.932455634115292
YPL013C	0.0	-5.932455634115292
YPL019C	0.0	-5.932455634115292
YPL027W	0.0	-5.932455634115292
YPL029W	0.0	-5.932455634115292
YPL030W	0.0	-5.932455634115292
YPL036W	2.5382322491883347	0.0
YPL041C	2.5382322491883347	0.0
YPL042C	2.5382322491883347	0.0
YPL043W	2.5382322491883347	0.0
YPL053C	0.0	-5.932455634115292
YPL057C	2.5382322491883347	0.0
YPL058C	2.5382322491883347	0.0
YPL059W	2.5382322491883347	0.0
YPL067C	2.5382322491883347	0.0
YPL071C	2.5382322491883347	0.0
YPL081W	2.5382322491883347	0.0
YPL090C	2.5382322491883347	0.0
YPL093W	2.5382322491883347	0.0
YPL099C	2.5382322491883347	0.0
YPL100W	2.5382322491883347	0.0
YPL103C	2.5382322491883347	0.0
YPL105C	2.5382322491883347	0.0
YPL112C	2.5382322491883347	0.0
YPL115C	2.5382322491883347	0.0
YPL128C	2.5382322491883347	0.0
YPL140C	2.5382322491883347	0.0
YPL145C	2.5382322491883347	0.0
YPL172C	2.5382322491883347	0.0
YPL173W	2.5382322491883347	0.0
YPL178W	2.5382322491883347	0.0
YPL183C	0.0	-5.932455634115292
YPL186C	2.5382322491883347	0.0
YPL187W	2.5382322491883347	0.0
YPL193W	2.5382322491883347	-5.932455634115292
YPL199C	2.5382322491883347	0.0
YPL205C	0.0	-5.932455634115292
YPL215W	2.5382322491883347	0.0
YPL220W	2.5382322491883347	0.0
YPL224C	2.5382322491883347	0.0
YPL225W	0.0	-5.932455634115292
YPL226W	2.5382322491883347	0.0
YPL230W	2.5382322491883347	0.0
YPL239W	2.5382322491883347	0.0
YPL256C	2.5382322491883347	0.0
YPL263C	2.5382322491883347	-5.932455634115292
YPL265W	0.0	-5.932455634115292
YPL272C	0.0	-5.932455634115292
YPR008W	2.5382322491883347	0.0
YPR013C	2.5382322491883347	0.0
YPR026W	0.0	-5.932455634115292
YPR031W	2.5382322491883347	0.0
YPR035W	2.5382322491883347	0.0
YPR037C	2.5382322491883347	0.0
YPR042C	2.5382322491883347	0.0
YPR046W	2.5382322491883347	0.0
YPR056W	2.5382322491883347	0.0
YPR064W	2.5382322491883347	0.0
YPR079W	2.5382322491883347	0.0
YPR095C	2.5382322491883347	0.0
YPR098C	2.5382322491883347	0.0
YPR101W	2.5382322491883347	0.0
YPR110C	2.5382322491883347	0.0
YPR135W	2.5382322491883347	0.0
YPR140W	2.5382322491883347	-5.932455634115292
YPR151C	2.5382322491883347	0.0
