ORF	hap a | growth (colony size) | nicotinamide [120 mM]
YGL141W	0.912
YGL144C	1.172
YGL146C	0.896
YGL147C	0.792
YGL148W	1.073
YGL149W	0.916
YGL151W	1.070
YGL152C	0.975
YGL153W	1.043
YGL154C	1.060
YGL156W	0.965
YGL157W	0.884
YGL158W	0.895
YGL159W	1.003
YGL160W	0.974
YGL161C	0.888
YGL162W	2.701
YGL163C	1.251
YGL164C	0.915
YGL165C	0.864
YGL166W	1.021
YGL167C	2.208
YGL168W	1.627
YGL170C	0.845
YGL173C	2.121
YGL174W	1.144
YGL175C	1.202
YGL176C	0.908
YGL177W	0.903
YGL179C	0.970
YGL180W	0.941
YGL181W	1.569
YGL194C	1.083
YGL195W	0.950
YGL196W	0.973
YGL197W	1.050
YGL198W	1.149
YGL199C	0.858
YGL202W	0.940
YGL203C	0.895
YGL205W	1.243
YGL208W	1.162
YGL209W	1.257
YGL210W	1.362
YGL211W	1.445
YGL212W	9.333
YGL213C	0.815
YGL214W	0.879
YGL215W	0.966
YGL216W	1.114
YGL217C	0.833
YGL218W	0.995
YGL219C	0.958
YGL221C	0.814
YGL222C	0.866
YGL224C	0.922
YGL226C-A	1.158
YGL226W	1.769
YGL227W	0.889
YGL228W	0.991
YGL229C	0.765
YGL230C	0.933
YGL231C	0.817
YGL232W	1.164
YGL234W	259.608
YGL235W	1.604
YGL236C	0.844
YGL237C	0.926
YGL241W	0.839
YGL242C	0.891
YGL243W	0.962
YGL244W	1.014
YGL248W	0.920
YGL249W	0.928
YGL250W	0.742
YGL251C	0.855
YGL252C	1.265
YGL253W	1.078
YGL254W	1.217
YGL255W	1.501
YGL256W	0.891
YGL257C	0.966
YGL258W	1.002
YGL259W	0.940
YGL260W	0.791
YGL261C	1.174
YGL262W	0.914
YGL263W	0.950
YGR001C	0.978
YGR003W	0.967
YGR004W	1.060
YGR007W	1.108
YGR008C	0.877
YGR010W	0.872
YGR011W	1.310
YGR012W	1.317
YGR014W	0.932
YGR015C	0.960
YGR016W	1.002
YGR017W	0.892
YGR018C	0.948
YGR019W	0.849
YGR021W	0.992
YGR022C	1.299
YGR023W	0.823
YGR025W	1.003
YGR026W	0.849
YGR027C	1.348
YGR028W	1.275
YGR031W	1.127
YGR032W	1.182
YGR033C	0.838
YGR034W	1.126
YGR035C	1.485
YGR037C	0.953
YGR038W	1.631
YGR039W	0.968
YGR040W	1.110
YGR041W	0.808
YGR042W	0.906
YGR043C	0.939
YGR044C	1.074
YGR045C	0.993
YGR049W	0.667
YGR050C	1.221
YGR051C	1.168
YGR052W	0.887
YGR053C	0.943
YGR054W	27.648
YGR055W	3.497
YGR058W	1.156
YGR059W	0.926
YGR061C	7.685
YGR066C	0.839
YGR067C	0.893
YGR068C	0.975
YGR069W	0.856
YGR070W	0.849
YGR071C	1.286
YGR072W	1.491
YGR077C	1.292
YGR078C	1.004
YGR079W	1.281
YGR080W	1.155
YGR081C	0.793
YGR084C	0.791
YGR085C	1.274
YGR086C	0.977
YGR087C	1.342
YGR088W	0.854
YGR089W	1.709
YGR092W	3.456
YGR093W	1.099
YGR096W	0.956
YGR097W	1.550
YGR100W	1.253
YGR101W	NaN
YGR105W	6.264
YGR106C	0.748
YGR107W	0.990
YGR108W	0.886
YGR109C	0.767
YGR110W	1.380
YGR111W	1.401
YGR117C	1.238
YGR118W	0.960
YGR121C	0.861
YGR122C-A	0.770
YGR122W	0.689
YGR123C	1.043
YGR124W	1.093
YGR125W	1.040
YGR126W	0.972
YGR127W	1.154
YGR129W	0.947
YGR130C	1.011
YGR131W	1.037
YGR132C	0.989
YGR133W	0.922
YGR134W	0.831
YGR135W	0.790
YGR136W	1.016
YGR137W	0.937
YGR138C	1.079
YGR139W	1.407
YGR141W	1.165
YGR142W	0.926
YGR143W	1.310
YGR144W	1.105
YGR146C	1.059
YGR148C	1.373
YGR149W	0.903
YGR151C	0.874
YGR152C	0.976
YGR153W	0.938
YGR154C	0.973
YGR157W	0.756
YGR161C	0.924
YGR163W	1.173
YGR164W	1.152
YGR166W	1.099
YGR168C	0.991
YGR169C	1.043
YGR170W	1.123
YGR173W	1.065
YGR174C	0.908
YGR176W	0.940
YGR177C	0.979
YGR178C	0.914
YGR181W	0.677
YGR182C	0.998
YGR183C	0.807
YGR184C	1.138
YGR187C	1.088
YGR188C	5.049
YGR189C	0.929
YGR192C	0.906
YGR193C	0.966
YGR194C	0.899
YGR196C	0.939
YGR197C	0.720
YGR199W	0.818
YGR200C	1.098
YGR201C	1.011
YGR202C	1.020
YGR203W	1.034
YGR205W	1.008
YGR206W	1.063
YGR207C	0.954
YGR208W	1.345
YGR209C	0.959
YGR210C	1.147
YGR212W	0.678
YGR213C	1.165
YGR214W	0.893
YGR217W	0.916
YGR221C	0.973
YGR223C	1.233
YGR224W	0.945
YGR225W	1.113
YGR226C	0.694
YGR227W	1.075
YGR228W	0.942
YGR229C	2.716
YGR230W	0.757
YGR231C	1.061
YGR232W	0.916
YGR233C	0.986
YGR234W	0.948
YGR235C	1.127
YGR236C	0.990
YGR237C	0.992
YGR238C	1.080
YGR239C	1.459
YGR241C	0.853
YGR242W	1.027
YGR243W	0.983
YGR244C	0.836
YGR247W	0.973
YGR248W	1.313
YGR249W	0.962
YGR250C	1.412
YGR254W	0.921
YGR255C	0.982
YGR256W	0.944
YGR259C	0.908
YGR260W	1.121
YGR261C	1.165
YGR263C	0.862
YGR266W	0.932
YGR268C	1.000
YGR269W	1.076
YGR270W	1.012
YGR271W	0.924
YGR272C	0.853
YGR273C	0.836
YGR275W	0.952
YGR276C	1.110
YGR279C	0.847
YGR281W	0.910
YGR282C	0.844
YGR283C	0.873
YGR284C	0.834
YGR286C	1.197
YGR287C	0.899
YGR288W	0.893
YGR289C	0.934
YGR290W	0.891
YGR291C	1.014
YGR292W	1.042
YGR295C	0.955
YHL002W	0.979
YHL003C	1.013
YHL005C	0.846
YHL006C	1.025
YHL007C	1.146
YHL008C	0.932
YHL009C	1.020
YHL010C	0.855
YHL012W	0.796
YHL013C	0.912
YHL014C	0.828
YHL016C	1.055
YHL017W	1.027
YHL019C	1.037
YHL020C	0.887
YHL021C	1.200
YHL022C	0.777
YHL023C	1.665
YHL024W	0.910
YHL025W	102.038
YHL026C	0.803
YHL027W	1.241
YHL028W	1.017
YHL029C	1.466
YHL030W	0.700
YHL031C	5.547
YHL032C	0.980
YHL033C	1.525
YHL034C	0.785
YHL035C	0.740
YHL036W	1.117
YHL037C	1.402
YHL039W	0.898
YHL040C	1.054
YHL041W	1.147
YHL042W	0.975
YHL043W	1.102
YHL044W	0.893
YHL045W	0.885
YHL046C	1.174
YHL047C	1.128
YHR001W-A	1.088
YHR003C	1.095
YHR004C	1.169
YHR005C	1.004
YHR006W	0.957
YHR008C	0.760
YHR009C	0.861
YHR012W	1.738
YHR014W	0.862
YHR015W	1.239
YHR016C	0.972
YHR017W	1.082
YHR018C	0.826
YHR021C	0.902
YHR021W-A	0.837
YHR022C	1.209
YHR025W	2.000
YHR028C	1.099
YHR029C	0.956
YHR030C	1.114
YHR031C	1.413
YHR032W	1.247
YHR033W	1.359
YHR034C	1.118
YHR035W	0.976
YHR037W	1.076
YHR039C	0.765
YHR041C	2.455
YHR043C	0.805
YHR044C	0.880
YHR045W	0.955
YHR046C	1.028
YHR047C	0.781
YHR048W	1.126
YHR049C-A	0.991
YHR049W	0.978
YHR050W	0.743
YHR057C	0.786
YHR059W	0.626
YHR061C	1.171
YHR066W	1.048
YHR067W	0.848
YHR073W	1.290
YHR075C	0.781
YHR076W	1.009
YHR077C	1.118
YHR078W	0.918
YHR079C	1.026
YHR079C-B	0.881
YHR080C	1.027
YHR081W	2.014
YHR082C	0.992
YHR086W	0.911
YHR087W	1.002
YHR092C	0.727
YHR093W	0.998
YHR094C	1.020
YHR095W	0.730
YHR096C	1.000
YHR097C	1.182
YHR103W	1.012
YHR104W	0.979
YHR105W	1.203
YHR106W	0.796
YHR108W	1.270
YHR109W	0.762
YHR110W	0.922
YHR111W	1.572
YHR112C	0.963
YHR113W	1.147
YHR114W	1.062
YHR115C	1.040
YHR116W	1.518
YHR117W	1.048
YHR121W	1.051
YHR123W	0.839
YHR124W	1.445
YHR125W	0.918
YHR126C	0.922
YHR127W	0.908
YHR129C	1.051
YHR130C	1.047
YHR131C	0.851
YHR132C	1.105
YHR132W-A	0.971
YHR133C	0.990
YHR134W	0.902
YHR135C	1.126
YHR136C	0.974
YHR137W	1.007
YHR138C	1.033
YHR139C	0.877
YHR139C-A	0.894
YHR140W	0.943
YHR142W	0.908
YHR143W	0.970
YHR146W	1.384
YHR150W	1.596
YHR151C	1.262
YHR152W	0.951
YHR153C	0.970
YHR154W	0.880
YHR155W	0.924
YHR156C	1.092
YHR157W	1.039
YHR158C	0.826
YHR159W	0.931
YHR160C	1.038
YHR161C	1.003
YHR162W	0.922
YHR163W	1.044
YHR167W	1.221
YHR171W	1.416
YHR176W	0.916
YHR178W	1.640
YHR179W	0.885
YHR180W	1.189
YHR181W	0.965
YHR182W	0.747
YHR184W	1.062
YHR185C	0.815
YHR189W	1.077
YHR191C	1.710
YHR193C	0.600
YHR194W	0.636
YHR195W	0.954
YHR198C	1.158
YHR199C	0.953
YHR200W	1.069
YHR202W	0.886
YHR203C	0.996
YHR204W	0.976
YHR206W	1.047
YHR207C	0.850
YHR209W	1.191
YHR210C	0.974
YIL001W	1.014
YIL002C	0.963
YIL005W	1.078
YIL006W	0.892
YIL007C	1.099
YIL008W	1.577
YIL009C-A	0.910
YIL010W	1.403
YIL011W	0.473
YIL012W	0.924
YIL013C	0.797
YIL014W	0.901
YIL015C-A	0.954
YIL015W	0.909
YIL016W	0.857
YIL017C	1.294
YIL020C	0.555
YIL023C	1.474
YIL024C	0.877
YIL025C	1.032
YIL027C	0.845
YIL028W	1.060
YIL029C	1.070
YIL030C	0.961
YIL032C	0.972
YIL034C	1.247
YIL035C	1.223
YIL036W	1.037
YIL037C	0.914
YIL038C	0.720
YIL039W	0.944
YIL040W	2.087
YIL041W	0.950
YIL042C	1.119
YIL043C	1.035
YIL044C	1.136
YIL045W	1.055
YIL047C	0.929
YIL049W	1.077
YIL050W	1.217
YIL052C	1.056
YIL053W	1.160
YIL054W	0.536
YIL055C	0.855
YIL056W	0.832
YIL057C	0.863
YIL058W	1.133
YIL059C	0.873
YIL060W	0.903
YIL064W	1.169
YIL065C	1.082
YIL066C	0.924
YIL067C	1.183
YIL070C	0.777
YIL071C	0.915
YIL072W	0.912
YIL073C	1.278
YIL074C	0.661
YIL076W	1.179
YIL077C	1.279
YIL079C	0.974
YIL084C	1.096
YIL085C	0.982
YIL086C	1.352
YIL087C	1.301
YIL088C	0.652
YIL089W	0.927
YIL090W	0.946
YIL092W	0.804
YIL093C	1.096
YIL094C	1.088
YIL095W	1.077
YIL096C	1.020
YIL097W	1.514
YIL098C	1.036
YIL099W	1.319
YIL100W	0.948
YIL101C	1.090
YIL102C	1.018
YIL103W	0.756
YIL105C	1.035
YIL107C	1.065
YIL108W	0.754
YIL110W	0.977
YIL111W	0.935
YIL112W	0.970
YIL113W	1.065
YIL114C	0.857
YIL116W	0.910
YIL117C	0.935
YIL119C	0.872
YIL120W	1.003
YIL122W	1.035
YIL123W	1.058
YIL124W	0.967
YIL125W	0.682
YIL128W	1.611
YIL130W	0.846
YIL131C	0.968
YIL132C	1.061
YIL133C	1.005
YIL134W	0.797
YIL135C	0.965
YIL136W	0.823
YIL137C	1.012
YIL138C	1.055
YIL139C	0.845
YIL140W	0.871
YIL141W	1.057
YIL145C	1.124
YIL146C	1.033
YIL148W	1.008
YIL149C	1.059
YIL151C	0.928
YIL152W	1.173
YIL153W	1.821
YIL154C	1.706
YIL155C	1.337
YIL156W	0.892
YIL157C	0.850
YIL158W	0.947
YIL159W	0.809
YIL160C	1.423
YIL161W	0.622
YIL162W	1.366
YIL163C	0.826
YIL164C	0.821
YIL165C	0.742
YIL166C	1.174
YIL167W	0.984
YIL168W	1.219
YIL170W	0.953
YIL173W	0.611
YIR001C	1.214
YIR002C	4.254
YIR003W	0.982
YIR004W	0.864
YIR005W	0.708
YIR007W	1.200
YIR009W	0.894
YIR013C	1.057
YIR014W	1.062
YIR016W	1.266
YIR017C	1.071
YIR018W	1.235
YIR019C	1.000
YIR020C	0.913
YIR020W-B	1.009
YIR023W	1.451
YIR024C	0.831
YIR025W	1.177
YIR027C	0.890
YIR028W	1.184
YIR029W	1.106
YIR030C	0.947
YIR031C	0.821
YIR032C	0.880
YIR033W	1.033
YIR034C	1.113
YIR035C	0.857
YIR036C	0.733
YIR037W	0.983
YIR038C	0.955
YIR039C	0.921
YIR042C	1.079
YIR043C	0.959
YIR044C	0.974
YJL004C	2.074
YJL007C	1.122
YJL012C	0.833
YJL013C	1.264
YJL016W	1.147
YJL017W	0.908
YJL020C	1.057
YJL021C	1.075
YJL022W	1.038
YJL023C	1.370
YJL024C	0.947
YJL027C	0.801
YJL028W	0.776
YJL029C	7.028
YJL030W	0.918
YJL036W	3.798
YJL037W	1.172
YJL038C	1.159
YJL042W	1.150
YJL043W	0.825
YJL044C	0.833
YJL045W	1.988
YJL046W	0.883
YJL047C	0.828
YJL048C	0.682
YJL049W	1.126
YJL051W	0.832
YJL053W	1.373
YJL055W	0.973
YJL057C	0.897
YJL058C	0.755
YJL059W	0.706
YJL060W	0.823
YJL062W	2.744
YJL064W	1.193
YJL065C	1.098
YJL066C	0.847
YJL067W	0.945
YJL068C	1.283
YJL070C	2.317
YJL071W	1.330
YJL073W	0.786
YJL077C	1.002
YJL078C	1.248
YJL079C	0.987
YJL082W	1.374
YJL083W	0.708
YJL084C	1.233
YJL088W	0.593
YJL089W	0.982
YJL092W	1.432
YJL093C	0.750
YJL094C	0.998
YJL095W	0.810
YJL098W	1.278
YJL099W	1.026
YJL100W	0.933
YJL101C	0.893
YJL103C	0.790
YJL105W	0.970
YJL106W	1.072
YJL107C	1.178
YJL108C	0.838
YJL110C	0.936
YJL112W	0.859
YJL115W	1.013
YJL116C	0.940
YJL117W	0.980
YJL119C	0.988
YJL120W	1.003
YJL121C	5.942
YJL122W	1.025
YJL123C	1.188
YJL124C	2.383
YJL126W	1.034
YJL128C	0.948
YJL130C	1.044
YJL131C	1.236
YJL132W	1.002
YJL133W	0.998
YJL134W	1.045
YJL135W	1.308
YJL136C	0.946
YJL137C	0.868
YJL138C	1.357
YJL139C	1.600
YJL141C	2.185
YJL142C	1.182
YJL144W	0.907
YJL145W	0.825
YJL146W	0.824
YJL147C	1.222
YJL148W	0.880
YJL149W	0.912
YJL150W	0.988
YJL151C	1.373
YJL152W	0.981
YJL153C	1.358
YJL154C	1.028
YJL155C	5.941
YJL157C	0.910
YJL158C	0.913
YJL159W	1.194
YJL160C	1.189
YJL161W	0.816
YJL162C	0.813
YJL163C	1.004
YJL164C	1.066
YJL165C	1.183
YJL168C	1.049
YJL169W	0.983
YJL170C	1.027
YJL171C	1.016
YJL172W	2.427
YJL175W	2.999
YJL176C	0.789
YJL177W	1.070
YJL178C	1.360
YJL181W	0.871
YJL182C	1.238
YJL183W	0.837
YJL185C	0.843
YJL186W	1.163
YJL187C	0.948
YJL188C	0.934
YJL190C	0.839
YJL191W	0.861
YJL192C	1.012
YJL193W	1.232
YJL196C	1.217
YJL197W	0.829
YJL198W	1.197
YJL199C	0.873
YJL201W	0.847
YJL204C	1.164
YJL206C	1.201
YJL206C-A	0.921
YJL207C	0.838
YJL208C	0.890
YJL210W	1.475
YJL211C	1.085
YJL212C	1.131
YJL213W	0.977
YJL214W	0.982
YJL215C	1.088
YJL216C	0.709
YJL217W	0.799
YJL218W	0.772
YJR001W	1.034
YJR003C	1.014
YJR005W	0.779
YJR008W	0.729
YJR009C	0.824
YJR010C-A	1.472
YJR010W	0.947
YJR011C	0.984
YJR014W	0.903
YJR015W	1.024
YJR019C	0.729
YJR020W	1.392
YJR021C	0.813
YJR024C	0.926
YJR025C	2.360
YJR026W	0.862
YJR030C	0.858
YJR031C	0.952
YJR032W	1.182
YJR033C	1.923
YJR034W	1.126
YJR035W	1.043
YJR036C	0.951
YJR037W	1.158
YJR038C	0.729
YJR039W	1.085
YJR040W	1.213
YJR043C	3.812
YJR044C	1.049
YJR047C	0.831
YJR048W	1.222
YJR049C	0.981
YJR050W	1.056
YJR051W	0.858
YJR052W	0.869
YJR053W	0.841
YJR054W	0.864
YJR058C	1.349
YJR059W	1.295
YJR060W	0.963
YJR061W	0.920
YJR062C	1.051
YJR066W	1.149
YJR069C	1.330
YJR070C	0.877
YJR073C	1.222
YJR074W	5.654
YJR075W	2.071
YJR077C	0.793
YJR078W	1.075
YJR079W	0.809
YJR080C	0.898
YJR082C	1.195
YJR083C	1.083
YJR084W	1.337
YJR087W	1.234
YJR088C	1.309
YJR090C	0.846
YJR091C	1.377
YJR092W	0.874
YJR094C	0.916
YJR094W-A	1.182
YJR095W	1.371
YJR096W	0.979
YJR097W	0.851
YJR098C	0.793
YJR099W	0.910
YJR100C	0.827
YJR103W	0.926
YJR106W	0.877
YJR107W	1.875
YJR108W	0.937
YJR109C	1.109
YJR110W	1.220
YJR111C	0.971
YJR115W	1.044
YJR116W	0.914
YJR117W	1.023
YJR118C	1.389
YJR119C	3.172
YJR120W	0.679
YJR121W	0.903
YJR124C	1.023
YJR125C	0.867
YJR126C	1.163
YJR127C	0.868
YJR128W	0.986
YJR129C	1.214
YJR130C	1.021
YJR131W	1.569
YJR133W	1.280
YJR134C	0.839
YJR135C	0.992
YJR137C	0.861
YJR139C	1.078
YJR140C	1.358
YJR142W	1.001
YJR145C	1.102
YJR146W	0.732
YJR147W	0.975
YJR148W	0.899
YJR149W	0.981
YJR150C	1.770
YJR152W	1.092
YJR153W	0.892
YJR154W	0.909
YKL001C	0.725
YKL005C	0.896
YKL006W	1.009
YKL007W	1.022
YKL008C	0.950
YKL009W	1.831
YKL010C	1.178
YKL015W	0.818
YKL017C	1.014
YKL020C	0.840
YKL023W	1.021
YKL025C	0.934
YKL026C	1.049
YKL027W	0.910
YKL029C	0.899
YKL030W	1.511
YKL031W	1.498
YKL032C	1.051
YKL033W-A	1.153
YKL034W	1.084
YKL037W	0.954
YKL038W	0.823
YKL039W	1.002
YKL040C	1.016
YKL041W	1.651
YKL043W	0.875
YKL044W	0.909
YKL046C	1.639
YKL047W	0.904
YKL048C	1.028
YKL050C	0.943
YKL051W	1.351
YKL053C-A	0.733
YKL053W	0.982
YKL055C	0.778
YKL056C	0.823
YKL061W	0.920
YKL062W	0.941
YKL063C	1.032
YKL064W	0.943
YKL065C	0.993
YKL066W	1.065
YKL067W	0.890
YKL068W	1.089
YKL069W	1.225
YKL070W	0.916
YKL071W	1.131
YKL072W	0.958
YKL073W	1.830
YKL074C	1.186
YKL075C	1.102
YKL076C	0.970
YKL077W	1.039
YKL079W	0.994
YKL081W	0.949
YKL084W	0.953
YKL085W	1.246
YKL086W	0.925
YKL087C	0.636
YKL090W	0.858
YKL091C	0.908
YKL092C	0.839
YKL093W	1.102
YKL094W	1.321
YKL096W	1.094
YKL096W-A	0.958
YKL097C	1.060
YKL098W	0.909
YKL100C	0.921
YKL101W	1.103
YKL102C	0.889
YKL103C	0.815
YKL105C	0.891
YKL106W	0.810
YKL107W	0.987
YKL109W	0.794
YKL110C	1.699
YKL113C	5.784
YKL114C	1.202
YKL115C	1.198
YKL116C	1.043
YKL117W	1.023
YKL120W	1.040
YKL121W	0.912
YKL123W	1.043
YKL124W	1.010
YKL127W	1.706
YKL128C	1.034
YKL129C	1.426
YKL130C	1.106
YKL131W	1.034
YKL132C	0.992
YKL133C	0.910
YKL136W	0.904
YKL137W	0.816
YKL139W	1.434
YKL140W	1.339
YKL142W	0.912
YKL146W	1.070
YKL147C	0.978
YKL148C	0.915
YKL149C	0.909
YKL150W	0.949
YKL151C	0.979
YKL156W	0.987
YKL157W	1.160
YKL158W	0.972
YKL159C	0.931
YKL160W	0.985
YKL161C	0.956
YKL162C	1.052
YKL163W	0.951
YKL164C	0.796
YKL166C	1.035
YKL167C	0.784
YKL168C	1.313
YKL171W	0.897
YKL174C	1.239
YKL175W	0.937
YKL176C	2.196
YKL177W	1.115
YKL178C	1.083
YKL179C	0.869
YKL183W	0.909
YKL184W	0.825
YKL185W	0.947
YKL187C	0.861
YKL188C	0.876
YKL190W	0.887
YKL191W	0.888
YKL197C	1.127
YKL198C	1.030
YKL199C	1.200
YKL200C	0.816
YKL201C	1.012
YKL202W	1.099
YKL204W	1.400
YKL205W	1.127
YKL206C	0.778
YKL207W	0.945
YKL208W	0.710
YKL211C	1.163
YKL212W	40.423
YKL213C	1.032
YKL214C	1.246
YKL215C	1.014
YKL216W	1.025
YKL217W	1.121
YKL218C	1.030
YKL220C	1.437
YKL221W	0.926
YKL222C	1.171
YKR001C	474.746
YKR003W	1.100
YKR005C	0.858
YKR007W	1.138
YKR009C	0.880
YKR010C	1.276
YKR011C	0.917
YKR012C	0.891
YKR013W	0.841
YKR014C	0.916
YKR015C	0.772
YKR016W	0.841
YKR017C	0.864
YKR018C	1.156
YKR019C	2.131
YKR020W	5.286
YKR021W	0.831
YKR023W	1.162
YKR024C	1.672
YKR026C	1.167
YKR027W	34.199
YKR028W	1.668
YKR029C	1.588
YKR030W	1.244
YKR031C	1.030
YKR032W	0.884
YKR033C	0.971
YKR034W	1.093
YKR035C	1.144
YKR035W-A	1.423
YKR036C	1.419
YKR039W	0.907
YKR040C	1.069
YKR041W	1.117
YKR042W	0.767
YKR043C	0.893
YKR044W	0.841
YKR045C	1.119
YKR046C	2.730
YKR047W	0.865
YKR048C	0.879
YKR049C	0.962
YKR050W	1.241
YKR051W	1.001
YKR052C	1.121
YKR053C	1.727
YKR054C	1.011
YKR055W	2.179
YKR056W	1.122
YKR057W	0.885
YKR058W	1.169
YKR059W	1.047
YKR060W	0.887
YKR061W	1.068
YKR064W	1.233
YKR065C	1.081
YKR066C	0.978
YKR067W	0.901
YKR069W	0.821
YKR070W	0.883
YKR072C	1.011
YKR074W	0.909
YKR076W	0.946
YKR077W	0.718
YKR078W	0.906
YKR080W	0.900
YKR082W	2.497
YKR084C	0.914
YKR087C	0.885
YKR088C	0.906
YKR089C	1.002
YKR090W	0.868
YKR091W	1.135
YKR092C	0.917
YKR093W	1.099
YKR094C	1.120
YKR095W	1.241
YKR096W	0.860
YKR097W	1.182
YKR098C	1.192
YKR099W	0.888
YKR100C	0.891
YKR101W	0.844
YKR102W	0.883
YKR103W	0.958
YKR104W	1.243
YKR105C	0.822
YKR106W	0.948
YLL001W	1.008
YLL002W	1.188
YLL005C	0.988
YLL006W	6.406
YLL007C	1.252
YLL009C	NaN
YLL010C	1.046
YLL012W	1.098
YLL013C	0.972
YLL014W	1.204
YLL015W	0.970
YLL016W	0.905
YLL017W	0.993
YLL019C	0.938
YLL020C	0.967
YLL021W	1.031
YLL023C	0.914
YLL024C	0.907
YLL025W	0.936
YLL026W	0.914
YLL028W	1.126
YLL029W	2.133
YLL032C	0.840
YLL038C	0.855
YLL039C	1.207
YLL040C	2.075
YLL041C	0.816
YLL042C	1.095
YLL043W	0.993
YLL044W	0.781
YLL045C	1.188
YLL046C	1.106
YLL047W	0.975
YLL048C	0.900
YLL049W	0.998
YLL051C	0.972
YLL052C	0.878
YLL053C	0.958
YLL054C	1.250
YLL055W	1.148
YLL056C	1.001
YLL057C	1.074
YLL058W	0.985
YLL059C	1.010
YLL060C	1.114
YLL061W	1.160
YLL062C	1.034
YLL063C	0.874
YLR001C	1.041
YLR003C	1.215
YLR004C	1.071
YLR006C	1.044
YLR011W	1.105
YLR012C	0.832
YLR013W	1.163
YLR014C	1.254
YLR015W	1.562
YLR016C	0.956
YLR017W	0.970
YLR018C	0.891
YLR019W	1.021
YLR020C	1.090
YLR021W	0.797
YLR023C	1.108
YLR024C	1.098
YLR028C	0.965
YLR030W	0.870
YLR031W	0.790
YLR032W	1.548
YLR034C	1.068
YLR035C	1.192
YLR036C	0.920
YLR037C	1.142
YLR038C	0.871
YLR039C	3.561
YLR040C	0.955
YLR041W	0.817
YLR042C	1.252
YLR043C	1.338
YLR044C	0.782
YLR046C	0.955
YLR047C	1.186
YLR048W	1.390
YLR049C	1.245
YLR050C	0.975
YLR053C	1.187
YLR054C	1.109
YLR055C	2.319
YLR056W	3.056
YLR057W	0.870
YLR058C	0.977
YLR059C	1.290
YLR061W	1.276
YLR062C	0.953
YLR063W	1.209
YLR064W	1.427
YLR065C	0.759
YLR070C	1.007
YLR072W	1.169
YLR073C	0.972
YLR077W	0.979
YLR079W	1.263
YLR080W	1.136
YLR081W	0.870
YLR082C	0.975
YLR083C	0.952
YLR084C	0.993
YLR085C	1.458
YLR087C	1.064
YLR089C	0.818
YLR090W	1.064
YLR091W	0.868
YLR092W	0.819
YLR093C	0.980
YLR094C	1.373
YLR095C	1.288
YLR096W	0.920
YLR097C	1.017
YLR098C	1.072
YLR099C	0.864
YLR102C	0.904
YLR104W	0.941
YLR107W	0.954
YLR108C	0.898
YLR109W	0.900
YLR110C	1.194
YLR111W	0.921
YLR112W	0.942
YLR113W	0.982
YLR114C	1.077
YLR118C	1.012
YLR119W	1.145
YLR120C	1.090
YLR121C	0.889
YLR122C	1.117
YLR123C	1.001
YLR124W	0.946
YLR125W	0.987
YLR126C	0.996
YLR128W	0.996
YLR130C	0.912
YLR131C	0.620
YLR133W	1.085
YLR134W	1.055
YLR135W	2.262
YLR136C	0.929
YLR137W	0.901
YLR138W	0.962
YLR142W	1.270
YLR143W	0.982
YLR144C	0.942
YLR146C	1.089
YLR149C	0.815
YLR150W	0.977
YLR151C	0.794
YLR152C	1.058
YLR154C	1.279
YLR164W	1.331
YLR165C	0.955
YLR168C	0.801
YLR169W	0.969
YLR170C	1.057
YLR171W	0.878
YLR172C	1.090
YLR173W	1.001
YLR174W	0.863
YLR176C	0.995
YLR177W	1.810
YLR178C	0.832
YLR179C	0.894
YLR180W	1.267
YLR181C	0.863
YLR182W	3.768
YLR183C	0.993
YLR184W	0.885
YLR185W	1.135
YLR187W	1.068
YLR188W	0.890
YLR189C	1.008
YLR190W	0.908
YLR191W	0.957
YLR192C	1.754
YLR193C	0.844
YLR194C	0.956
YLR199C	1.024
YLR200W	1.144
YLR205C	0.981
YLR206W	0.853
YLR207W	0.876
YLR209C	0.923
YLR210W	1.361
YLR211C	0.888
YLR213C	0.890
YLR214W	1.169
YLR216C	1.000
YLR217W	0.962
YLR218C	1.096
YLR219W	1.017
YLR220W	0.955
YLR221C	0.957
YLR224W	0.874
YLR225C	0.955
YLR227C	0.940
YLR228C	1.486
YLR231C	0.960
YLR232W	0.966
YLR233C	1.094
YLR234W	3.667
YLR235C	2.716
YLR236C	0.947
YLR237W	1.141
YLR238W	0.925
YLR239C	0.796
YLR241W	0.940
YLR242C	1.427
YLR246W	1.059
YLR247C	1.137
YLR248W	0.897
YLR250W	0.994
YLR251W	1.257
YLR252W	0.889
YLR253W	1.253
YLR254C	1.013
YLR255C	0.941
YLR257W	0.970
YLR258W	1.191
YLR261C	4.736
YLR262C	5.088
YLR262C-A	0.920
YLR263W	0.958
YLR264W	1.000
YLR265C	1.114
YLR266C	0.957
YLR267W	0.982
YLR268W	1.083
YLR269C	0.915
YLR271W	0.941
YLR273C	1.144
YLR278C	0.910
YLR279W	0.819
YLR280C	0.964
YLR281C	1.025
YLR282C	1.008
YLR283W	0.917
YLR284C	1.532
YLR285W	0.989
YLR286C	1.212
YLR287C	0.922
YLR287C-A	0.925
YLR289W	0.876
YLR290C	0.881
YLR292C	1.003
YLR294C	0.912
YLR296W	0.838
YLR297W	1.105
YLR299W	0.925
YLR300W	1.075
YLR303W	1.057
YLR306W	0.791
YLR307W	0.955
YLR308W	0.989
YLR309C	1.012
YLR311C	0.956
YLR312C	0.999
