ORF	growth;nicotinamide, 120 mM
YPL035C	0.455
YIL158W	0.454
YAL046C	0.454
YBR299W	0.454
YDR036C	0.453
YML050W	0.453
YGR289C	0.452
YPR132W	0.451
YDR444W	0.450
YFL063W	0.450
YPR106W	0.449
YGR068C	0.449
YDR326C	0.448
YDR515W	0.446
YPR069C	0.445
YPR090W	0.444
YPR093C	0.444
YIL125W	0.443
YPR198W	0.442
YPR146C	0.441
YPR005C	0.439
YPR077C	0.438
YGR122W	0.435
YPR095C	0.434
YPR192W	0.434
YPR068C	0.433
YPR066W	0.431
YPR157W	0.431
YPR071W	0.431
YPR156C	0.428
YPR053C	0.427
YNL042W	0.426
YPR006C	0.426
YPL270W	0.425
YPR188C	0.424
YPL015C	0.423
YLR227C	0.423
YIL136W	0.421
YPL267W	0.421
YOR345C	0.420
YPR059C	0.418
YLR238W	0.418
YGR273C	0.413
YFL010C	0.413
YDR035W	0.412
YPR171W	0.411
YPR191W	0.409
YPR140W	0.408
YPR197C	0.408
YPR134W	0.407
YPR038W	0.406
YPR014C	0.404
YPR057W	0.402
YBR085W	0.401
YER089C	0.398
YML112W	0.396
YDR030C	0.395
YPR009W	0.395
YPR172W	0.393
YPL261C	0.390
YPR153W	0.388
YFL004W	0.388
YPR061C	0.386
YPR152C	0.382
YDR242W	0.382
YJL103C	0.379
YGR272C	0.378
YHR008C	0.375
YPR074C	0.374
YPR097W	0.373
YPR123C	0.372
YNL180C	0.370
YPR045C	0.370
YPR148C	0.367
YOR180C	0.366
YPR151C	0.365
YGR122C-A	0.364
YPR092W	0.361
YDR290W	0.361
YDR461W	0.359
YPR174C	0.355
YAL048C	0.354
YNL086W	0.349
YPL262W	0.347
YOR333C	0.342
YOR179C	0.331
YOR125C	0.330
YPR122W	0.325
YPR031W	0.325
YPR002W	0.324
YPR138C	0.315
YPR001W	0.311
YKL087C	0.308
YGL049C	0.299
YPR039W	0.293
YPL273W	0.287
YMR194C-A	0.277
YPR118W	0.260
YNL111C	0.247
YNR041C	NaN
