orf	hom | growth (relative abundance in pooled culture) | camptothecin [50 uM] | Deng C~Brown JM, 2005
YER130C	1.04
YER131W	1.034
YER132C	1.004
YER134C	0.98
YER135C	1.011
YER137C	1.075
YER139C	1.232
YER140W	1.02
YER141W	1.062
YER142C	1.0170000000000001
YER143W	1.0
YER144C	1.07
YER145C	1.033
YER149C	0.986
YER150W	0.9490000000000001
YER151C	0.914
YER152C	0.9940000000000001
YER153C	1.078
YER154W	1.022
YER155C	
YER156C	1.081
YER158C	1.015
YER161C	1.045
YER162C	1.028
YER163C	1.014
YER164W	0.948
YER166W	1.092
YER167W	1.136
YER169W	1.011
YER170W	1.02
YER173W	0.8190000000000001
YER174C	0.998
YER175C	0.953
YER176W	1.004
YER177W	1.0190000000000001
YER178W	1.0959999999999999
YER179W	1.044
YER180C	1.065
YER181C	1.058
YER182W	1.055
YER183C	1.041
YER184C	1.023
YER185W	1.079
YER186C	0.9940000000000001
YER187W	1.052
YER188W	1.037
YFL001W	1.079
YFL003C	1.075
YFL004W	0.983
YFL007W	1.0825
YFL010C	1.064
YFL010W-A	1.056
YFL011W	0.977
YFL012W	1.239
YFL012W-A	1.026
YFL013C	1.101
YFL014W	1.021
YFL015C	1.031
YFL016C	1.207
YFL018C	1.0390000000000001
YFL019C	1.014
YFL020C	1.092
YFL021W	0.9740000000000001
YFL023W	
YFL025C	0.9540000000000001
YFL027C	1.061
YFL028C	0.978
YFL030W	0.995
YFL031W	0.997
YFL032W	1.051
YFL033C	0.991
YFL034C-A	1.06
YFL034W	1.024
YFL036W	
YFL040W	0.946
YFL041W	1.006
YFL042C	1.0405
YFL044C	0.932
YFL046W	1.064
YFL047W	1.033
YFL048C	0.9990000000000001
YFL049W	0.9570000000000001
YFL050C	1.024
YFL051C	0.9740000000000001
YFL052W	0.99
YFL053W	1.022
YFL054C	1.081
YFL055W	1.012
YFL063W	0.9890000000000001
YFR001W	
YFR006W	1.075
YFR007W	0.976
YFR008W	1.054
YFR009W	0.958
YFR010W	1.024
YFR011C	1.033
YFR012W	1.068
YFR013W	1.016
YFR014C	0.993
YFR015C	1.038
YFR016C	0.997
YFR017C	1.0
YFR018C	0.8959999999999999
YFR019W	
YFR020W	1.014
YFR021W	1.043
YFR022W	1.031
YFR023W	0.983
YFR024C-A	0.9909999999999999
YFR025C	0.9590000000000001
YFR026C	0.998
YFR030W	1.0190000000000001
YFR031C-A	1.147
YFR032C	1.067
YFR032C-A	1.136
YFR033C	1.0490000000000002
YFR034C	1.032
YFR035C	1.069
YFR036W	0.97
YFR038W	1.08
YFR039C	1.088
YFR040W	1.204
YFR041C	1.022
YFR043C	1.107
YFR044C	1.14
YFR045W	1.061
YFR046C	1.0759999999999998
YFR047C	1.062
YFR048W	1.111
YFR049W	0.9309999999999999
YFR053C	1.075
YFR054C	1.057
YFR055W	1.057
YFR056C	1.205
YFR057W	1.14
YGL002W	1.011
YGL003C	1.242
YGL004C	1.0959999999999999
YGL005C	1.189
YGL006W	0.971
YGL007W	1.06
YGL009C	1.062
YGL010W	1.014
YGL012W	0.765
YGL013C	0.799
YGL014W	1.0959999999999999
YGL015C	1.158
YGL016W	0.973
YGL017W	1.0759999999999998
YGL019W	0.862
YGL020C	
YGL021W	0.993
YGL023C	
YGL025C	
YGL026C	1.0590000000000002
YGL027C	1.1909999999999998
YGL028C	1.091
YGL031C	1.158
YGL032C	0.973
YGL033W	1.018
YGL034C	0.958
YGL035C	0.968
YGL036W	
YGL037C	1.0659999999999998
YGL038C	
YGL039W	0.975
YGL041C	1.047
YGL042C	1.0290000000000001
YGL043W	1.052
YGL045W	0.9115
YGL049C	1.052
YGL050W	1.105
YGL051W	1.011
YGL053W	1.0
YGL054C	1.004
YGL056C	1.064
YGL057C	1.145
YGL058W	
YGL059W	1.0490000000000002
YGL060W	1.163
YGL062W	1.065
YGL063W	1.041
YGL064C	1.3869999999999998
YGL066W	1.015
YGL067W	1.103
YGL070C	
YGL071W	1.0270000000000001
YGL072C	1.183
YGL076C	
YGL077C	1.09
YGL078C	1.2930000000000001
YGL079W	1.018
YGL080W	1.112
YGL081W	1.084
YGL082W	1.056
YGL083W	1.065
YGL084C	
YGL085W	1.0979999999999999
YGL086W	1.085
YGL087C	1.008
YGL088W	
YGL089C	1.0190000000000001
YGL090W	1.048
YGL094C	1.0190000000000001
YGL095C	
YGL096W	1.05
YGL101W	0.9109999999999999
YGL104C	0.9009999999999999
YGL105W	
YGL107C	1.251
YGL108C	1.0170000000000001
YGL109W	0.93
YGL110C	0.9309999999999999
YGL114W	1.04
YGL115W	1.112
YGL117W	0.995
YGL118C	
YGL121C	0.9590000000000001
YGL124C	1.032
YGL125W	1.028
YGL126W	1.03
YGL127C	0.851
YGL129C	1.715
YGL131C	0.998
YGL132W	0.983
YGL133W	0.909
YGL135W	
YGL136C	1.03
YGL138C	0.972
YGL139W	0.99
YGL140C	1.0659999999999998
YGL141W	1.103
YGL143C	
YGL144C	1.0270000000000001
YGL146C	0.9790000000000001
YGL147C	1.021
YGL148W	1.047
YGL149W	0.833
YGL151W	0.953
YGL152C	1.022
YGL153W	1.067
YGL154C	1.047
YGL156W	1.055
YGL157W	1.053
YGL158W	1.07
YGL159W	1.077
YGL160W	1.067
YGL161C	1.014
YGL162W	0.946
YGL163C	0.327
YGL164C	1.0390000000000001
YGL165C	1.0
YGL166W	1.06
YGL167C	
YGL168W	0.988
YGL170C	1.056
YGL175C	0.318
YGL176C	0.935
YGL177W	1.033
YGL179C	1.034
YGL180W	0.997
YGL181W	0.9840000000000001
YGL194C	1.035
YGL195W	
YGL196W	1.0
YGL197W	1.046
YGL198W	1.006
YGL199C	0.9670000000000001
YGL200C	
YGL202W	1.1320000000000001
YGL203C	1.0070000000000001
YGL205W	1.002
YGL206C	
YGL208W	1.026
YGL209W	0.9690000000000001
YGL210W	1.033
YGL211W	1.297
YGL212W	0.929
YGL213C	1.084
YGL214W	1.018
YGL215W	1.149
YGL216W	0.963
YGL217C	1.0070000000000001
YGL218W	1.107
YGL219C	1.0979999999999999
YGL220W	1.122
YGL221C	1.008
YGL222C	1.068
YGL223C	1.04
YGL224C	0.992
YGL226C-A	0.98
YGL226W	1.124
YGL227W	0.922
YGL228W	1.0759999999999998
YGL229C	0.961
YGL230C	0.992
YGL231C	0.9840000000000001
YGL232W	1.0190000000000001
YGL234W	1.087
YGL235W	0.9890000000000001
YGL236C	0.941
YGL237C	1.137
YGL240W	
YGL241W	0.9590000000000001
YGL242C	0.993
YGL243W	0.932
YGL244W	
YGL246C	
YGL248W	1.023
YGL249W	1.031
YGL250W	0.904
YGL251C	1.033
YGL252C	0.988
YGL253W	1.038
YGL254W	1.0659999999999998
YGL255W	1.0190000000000001
YGL256W	0.991
YGL257C	1.033
YGL258W	1.143
YGL259W	1.082
YGL260W	1.089
YGL261C	0.993
YGL262W	1.051
YGL263W	1.026
YGR001C	1.083
YGR003W	1.013
YGR004W	1.056
YGR006W	
YGR007W	1.229
YGR008C	1.139
YGR010W	1.068
YGR011W	1.0490000000000002
YGR012W	1.0959999999999999
YGR014W	0.988
YGR015C	1.0070000000000001
YGR016W	
YGR017W	1.005
YGR018C	0.953
YGR019W	1.002
YGR020C	
YGR021W	1.057
YGR022C	0.98
YGR023W	0.9890000000000001
YGR025W	0.997
YGR026W	1.018
YGR027C	1.147
YGR028W	1.034
YGR031W	1.071
YGR032W	1.078
YGR033C	1.062
YGR034W	1.193
YGR035C	1.075
YGR036C	
YGR037C	1.219
YGR038W	1.046
YGR039W	1.131
YGR040W	1.1640000000000001
YGR041W	1.036
YGR042W	1.089
YGR043C	1.064
YGR044C	1.006
YGR045C	1.07
YGR049W	1.06
YGR050C	1.062
YGR051C	1.115
YGR052W	1.058
YGR053C	1.042
YGR054W	1.067
YGR055W	1.122
YGR056W	1.228
YGR057C	1.166
YGR058W	1.11
YGR059W	1.051
YGR061C	1.0659999999999998
YGR062C	1.2229999999999999
YGR063C	1.077
YGR064W	1.127
YGR066C	1.138
YGR067C	1.02
YGR068C	1.093
YGR069W	1.02
YGR070W	1.065
YGR071C	1.021
YGR072W	1.043
YGR076C	1.298
YGR077C	1.015
YGR078C	1.192
YGR079W	0.991
YGR080W	1.032
YGR081C	1.1079999999999999
YGR084C	1.013
YGR085C	1.062
YGR086C	
YGR087C	1.004
YGR088W	0.9940000000000001
YGR089W	1.047
YGR092W	1.041
YGR093W	1.145
YGR096W	1.091
YGR097W	1.072
YGR100W	1.065
YGR101W	1.347
YGR102C	1.386
YGR104C	1.204
YGR105W	
YGR106C	0.981
YGR107W	1.0090000000000001
YGR108W	1.079
YGR109C	1.01
YGR110W	1.127
YGR111W	1.055
YGR112W	1.111
YGR117C	0.976
YGR118W	1.2690000000000001
YGR121C	0.966
YGR122C-A	1.057
YGR122W	0.977
YGR123C	0.9620000000000001
YGR124W	1.016
YGR125W	1.084
YGR126W	0.988
YGR127W	1.016
YGR129W	1.08
YGR130C	0.968
YGR131W	0.98
YGR132C	0.995
YGR133W	1.063
YGR134W	0.9490000000000001
YGR135W	0.981
YGR136W	0.977
YGR137W	1.048
YGR138C	0.9840000000000001
YGR139W	1.0270000000000001
YGR141W	1.048
YGR142W	0.968
YGR143W	1.016
YGR144W	0.996
YGR146C	1.058
YGR148C	1.226
YGR149W	1.06
YGR150C	1.28
YGR151C	0.9840000000000001
YGR152C	1.012
YGR153W	0.991
YGR154C	1.035
YGR155W	0.9590000000000001
YGR157W	0.998
YGR159C	
YGR160W	
YGR161C	1.034
YGR162W	
YGR163W	1.124
YGR164W	0.9840000000000001
YGR165W	1.079
YGR166W	1.0
YGR167W	0.9009999999999999
YGR168C	1.036
YGR169C	0.981
YGR170W	1.0590000000000002
YGR171C	1.2790000000000001
YGR173W	0.988
YGR174C	1.0859999999999999
YGR176W	1.031
YGR177C	1.088
YGR178C	0.98
YGR180C	
YGR181W	1.079
YGR182C	1.0290000000000001
YGR183C	1.109
YGR184C	0.9279999999999999
YGR187C	0.993
YGR188C	
YGR189C	1.02
YGR192C	1.138
YGR193C	1.05
YGR194C	1.041
YGR196C	1.065
YGR197C	1.052
YGR199W	1.0590000000000002
YGR200C	1.337
YGR201C	1.043
YGR202C	1.103
YGR203W	1.045
YGR204W	1.081
YGR205W	1.056
YGR206W	1.03
YGR207C	1.057
YGR208W	1.0170000000000001
YGR209C	0.995
YGR210C	0.963
YGR212W	1.067
YGR213C	1.032
YGR214W	1.055
YGR215W	1.3230000000000002
YGR217W	1.034
YGR219W	1.288
YGR220C	1.1909999999999998
YGR221C	1.043
YGR222W	1.074
YGR223C	1.006
YGR224W	1.069
YGR225W	1.2229999999999999
YGR226C	1.104
YGR227W	1.166
YGR228W	1.145
YGR229C	1.2
YGR230W	1.084
YGR231C	0.976
YGR232W	0.917
YGR233C	0.985
YGR234W	1.0090000000000001
YGR235C	0.99
YGR236C	1.034
YGR237C	0.991
YGR238C	1.008
YGR239C	1.0659999999999998
YGR240C	0.95
YGR241C	1.031
YGR242W	0.9990000000000001
YGR243W	0.951
YGR244C	0.96
YGR247W	0.9590000000000001
YGR248W	1.016
YGR249W	1.014
YGR250C	1.003
YGR252W	1.006
YGR254W	1.02
YGR255C	1.013
YGR256W	1.0270000000000001
YGR257C	1.151
YGR258C	1.034
YGR259C	1.109
YGR260W	1.069
YGR261C	1.097
YGR262C	
YGR263C	1.181
YGR266W	1.072
YGR268C	1.065
YGR269W	1.102
YGR270W	1.121
YGR271C-A	
YGR271W	1.057
YGR273C	1.09
YGR275W	1.026
YGR276C	1.0490000000000002
YGR279C	1.102
YGR281W	1.065
YGR282C	1.031
YGR283C	1.0070000000000001
YGR284C	1.071
YGR285C	
YGR286C	1.1640000000000001
YGR287C	1.048
YGR288W	1.034
YGR289C	1.012
YGR290W	1.063
YGR291C	0.9690000000000001
YGR292W	1.0170000000000001
YGR295C	1.0170000000000001
YHL002W	0.99
YHL003C	0.988
YHL005C	0.972
YHL006C	0.857
YHL007C	1.03
YHL008C	1.06
YHL009C	1.0290000000000001
YHL010C	0.9940000000000001
YHL011C	0.8220000000000001
YHL012W	0.97
YHL013C	1.046
YHL014C	0.961
YHL016C	0.955
YHL017W	0.9309999999999999
YHL019C	1.0590000000000002
YHL020C	1.022
YHL021C	0.941
YHL022C	0.975
YHL023C	1.015
YHL024W	1.091
YHL025W	
YHL026C	1.018
YHL027W	0.951
YHL028W	1.077
YHL029C	0.955
YHL030W	0.9940000000000001
YHL031C	1.242
YHL032C	0.9540000000000001
YHL033C	1.061
YHL034C	0.9740000000000001
YHL035C	1.0859999999999999
YHL036W	0.963
YHL037C	0.9740000000000001
YHL038C	0.9940000000000001
YHL039W	0.915
YHL040C	0.998
YHL041W	0.922
YHL042W	0.9990000000000001
YHL043W	0.993
YHL044W	0.968
YHL045W	0.9740000000000001
YHL046C	1.002
YHL047C	1.03
YHR001W-A	1.006
YHR003C	1.063
YHR004C	1.071
YHR006W	1.016
YHR008C	
YHR009C	1.0979999999999999
YHR010W	
YHR011W	1.192
YHR012W	0.924
YHR013C	1.031
YHR014W	0.9940000000000001
YHR015W	1.061
YHR016C	1.032
YHR017W	1.0170000000000001
YHR018C	1.0490000000000002
YHR021C	
YHR021W-A	1.155
YHR022C	1.003
YHR025W	0.882
YHR026W	
YHR028C	1.013
YHR029C	0.972
YHR030C	1.014
YHR031C	0.857
YHR032W	1.073
YHR033W	0.995
YHR034C	1.091
YHR035W	1.078
YHR037W	0.985
YHR038W	
YHR039C	0.897
YHR039C-A	
YHR041C	1.218
YHR043C	0.981
YHR044C	1.041
YHR045W	0.9940000000000001
YHR046C	0.9440000000000001
YHR047C	0.985
YHR048W	1.018
YHR049C-A	1.023
YHR049W	0.98
YHR050W	0.9209999999999999
YHR051W	1.0590000000000002
YHR057C	1.018
YHR059W	
YHR060W	
YHR061C	1.075
YHR064C	
YHR066W	0.986
YHR067W	1.101
YHR073W	0.9620000000000001
YHR075C	1.021
YHR076W	1.04
YHR077C	0.976
YHR078W	1.021
YHR079C	1.02
YHR079C-A	1.079
YHR080C	1.011
YHR081W	0.889
YHR082C	1.091
YHR086W	1.037
YHR087W	1.048
YHR091C	1.261
YHR092C	1.01
YHR093W	0.98
YHR094C	1.008
YHR095W	0.9470000000000001
YHR096C	0.975
YHR097C	1.047
YHR100C	1.126
YHR103W	0.914
YHR104W	0.9420000000000001
YHR105W	0.975
YHR106W	0.981
YHR108W	1.062
YHR109W	1.005
YHR110W	0.973
YHR111W	1.119
YHR112C	1.0959999999999999
YHR113W	0.971
YHR114W	1.002
YHR115C	0.988
YHR116W	1.038
YHR117W	0.97
YHR120W	
YHR121W	1.014
YHR123W	1.012
YHR124W	1.032
YHR125W	0.973
YHR126C	1.042
YHR127W	1.01
YHR129C	0.895
YHR130C	1.003
YHR131C	1.048
YHR132C	1.062
YHR132W-A	0.991
YHR133C	1.004
YHR134W	1.056
YHR135C	0.941
YHR136C	1.121
YHR137W	1.024
YHR138C	0.9790000000000001
YHR139C	0.973
YHR139C-A	1.0590000000000002
YHR140W	0.9690000000000001
YHR142W	0.937
YHR143W	1.092
YHR146W	1.018
YHR147C	1.129
YHR150W	0.993
YHR151C	0.99
YHR152W	1.036
YHR153C	0.973
YHR154W	
YHR155W	1.012
YHR156C	1.018
YHR157W	0.9390000000000001
YHR158C	1.089
YHR159W	0.8690000000000001
YHR160C	1.004
YHR161C	1.04
YHR162W	0.9940000000000001
YHR163W	0.9309999999999999
YHR167W	0.919
YHR168W	1.175
YHR171W	0.976
YHR176W	0.983
YHR177W	0.956
YHR178W	0.986
YHR179W	0.925
YHR180W	0.9790000000000001
YHR181W	0.953
YHR182W	1.03
YHR183W	
YHR184W	1.034
YHR185C	1.0270000000000001
YHR189W	1.063
YHR191C	
YHR193C	0.9690000000000001
YHR194W	
YHR195W	1.001
YHR198C	0.966
YHR199C	0.9570000000000001
YHR200W	0.917
YHR202W	0.9590000000000001
YHR203C	1.169
YHR204W	0.9420000000000001
YHR206W	0.9790000000000001
YHR207C	1.09
YHR209W	1.0859999999999999
YHR210C	1.0
YIL001W	1.01
YIL002C	0.955
YIL005W	1.023
YIL006W	0.983
YIL007C	1.04
YIL008W	
YIL009C-A	1.229
YIL009W	1.038
YIL010W	0.978
YIL011W	0.9229999999999999
YIL012W	0.997
YIL013C	1.045
YIL014C-A	1.22
YIL014W	1.008
YIL015W	1.0170000000000001
YIL016W	1.052
YIL017C	0.9329999999999999
YIL018W	1.023
YIL020C	1.051
YIL023C	1.069
YIL024C	0.9940000000000001
YIL025C	1.077
YIL027C	0.961
YIL028W	1.001
YIL029C	1.001
YIL030C	1.073
YIL032C	1.043
YIL033C	
YIL034C	0.978
YIL035C	1.04
YIL036W	1.13
YIL037C	0.996
YIL038C	1.093
YIL039W	1.091
YIL040W	
YIL041W	
YIL042C	1.002
YIL043C	1.0090000000000001
YIL044C	0.9420000000000001
YIL045W	1.068
YIL047C	1.034
YIL049W	
YIL050W	0.9620000000000001
YIL052C	0.929
YIL053W	1.0979999999999999
YIL054W	1.088
YIL055C	0.996
YIL056W	1.025
YIL057C	1.157
YIL058W	0.929
YIL059C	1.037
YIL060W	1.105
YIL064W	1.1640000000000001
YIL065C	0.975
YIL066C	1.097
YIL067C	1.135
YIL069C	1.092
YIL070C	1.001
YIL071C	0.983
YIL072W	0.935
YIL073C	0.983
YIL074C	1.043
YIL076W	0.965
YIL077C	0.9279999999999999
YIL079C	0.973
YIL084C	1.081
YIL085C	1.031
YIL086C	1.014
YIL087C	1.1520000000000001
YIL088C	0.997
YIL089W	1.015
YIL090W	1.02
YIL092W	0.9984999999999999
YIL093C	1.1440000000000001
YIL094C	0.9840000000000001
YIL095W	0.972
YIL096C	1.061
YIL097W	0.95
YIL098C	1.064
YIL099W	1.037
YIL100W	1.005
YIL101C	1.001
YIL102C	1.102
YIL103W	1.053
YIL105C	0.9890000000000001
YIL107C	1.036
YIL108W	1.061
YIL110W	1.195
YIL111W	1.069
YIL112W	1.069
YIL113W	1.044
YIL114C	1.018
YIL116W	1.1420000000000001
YIL117C	1.0070000000000001
YIL119C	1.051
YIL120W	1.064
YIL121W	1.119
YIL122W	
YIL123W	1.052
YIL124W	1.102
YIL125W	1.065
YIL128W	
YIL130W	0.9690000000000001
YIL131C	0.929
YIL132C	0.7929999999999999
YIL133C	1.173
YIL134W	
YIL135C	1.109
YIL136W	0.981
YIL137C	1.121
YIL138C	1.113
YIL139C	1.016
YIL140W	1.0659999999999998
YIL141W	1.031
YIL145C	1.004
YIL146C	1.058
YIL148W	1.157
YIL149C	0.898
YIL152W	0.8809999999999999
YIL153W	0.8240000000000001
YIL154C	0.937
YIL155C	0.9390000000000001
YIL156W	1.12
YIL157C	0.9990000000000001
YIL158W	1.0070000000000001
YIL159W	0.991
YIL160C	0.9790000000000001
YIL161W	1.002
YIL162W	0.971
YIL163C	0.9179999999999999
YIL164C	1.015
YIL165C	1.07
YIL166C	0.9279999999999999
YIL173W	0.997
YIR001C	1.041
YIR002C	0.8959999999999999
YIR003W	0.9790000000000001
YIR004W	1.042
YIR005W	1.21
YIR007W	1.0090000000000001
YIR009W	0.884
YIR013C	1.015
YIR014W	1.01
YIR016W	0.98
YIR017C	1.104
YIR018W	1.041
YIR019C	1.028
YIR020C	1.095
YIR020W-A	1.101
YIR021W	1.093
YIR023W	0.977
YIR024C	1.068
YIR025W	1.02
YIR026C	0.93
YIR027C	1.046
YIR028W	1.042
YIR029W	1.0390000000000001
YIR030C	1.103
YIR031C	1.052
YIR032C	0.988
YIR033W	1.05
YIR034C	1.081
YIR035C	1.0090000000000001
YIR036C	1.067
YIR037W	1.002
YIR038C	1.014
YIR039C	0.8590000000000001
YIR042C	1.0
YJL003W	1.052
YJL004C	1.032
YJL006C	
YJL007C	0.968
YJL012C	1.0490000000000002
YJL013C	0.9009999999999999
YJL016W	0.9865
YJL020C	1.0299999999999998
YJL022W	1.114
YJL023C	1.141
YJL024C	1.092
YJL027C	0.978
YJL028W	1.024
YJL029C	
YJL030W	0.986
YJL036W	0.985
YJL037W	1.0490000000000002
YJL038C	0.963
YJL042W	1.034
YJL043W	0.988
YJL044C	1.011
YJL045W	1.054
YJL046W	1.072
YJL047C	0.385
YJL048C	0.963
YJL049W	0.983
YJL051W	1.036
YJL052W	0.997
YJL053W	1.0070000000000001
YJL055W	0.955
YJL056C	0.892
YJL057C	0.966
YJL058C	1.055
YJL059W	
YJL060W	1.0390000000000001
YJL062W	1.031
YJL063C	
YJL064W	1.0759999999999998
YJL065C	0.9440000000000001
YJL066C	1.025
YJL067W	1.006
YJL068C	0.9990000000000001
YJL070C	0.9690000000000001
YJL071W	0.998
YJL073W	0.899
YJL075C	
YJL077C	1.002
YJL078C	0.991
YJL079C	1.005
YJL080C	1.126
YJL082W	0.9570000000000001
YJL083W	1.015
YJL084C	1.025
YJL088W	0.9109999999999999
YJL089W	1.003
YJL092W	0.23199999999999998
YJL093C	0.945
YJL094C	0.955
YJL095W	0.99
YJL096W	1.307
YJL098W	1.065
YJL099W	0.981
YJL100W	1.042
YJL101C	0.98
YJL102W	1.215
YJL103C	0.9570000000000001
YJL105W	1.052
YJL106W	1.013
YJL107C	1.002
YJL108C	1.047
YJL110C	0.993
YJL112W	1.0170000000000001
YJL115W	
YJL116C	1.02
YJL117W	
YJL118W	1.015
YJL119C	1.022
YJL120W	1.065
YJL121C	0.958
YJL122W	1.035
YJL123C	1.0490000000000002
YJL124C	0.619
YJL126W	1.053
YJL127C	
YJL128C	1.04
YJL129C	1.115
YJL130C	1.0190000000000001
YJL131C	0.993
YJL132W	1.02
YJL133W	0.998
YJL134W	1.0190000000000001
YJL135W	1.056
YJL136C	1.074
YJL137C	0.972
YJL138C	0.961
YJL139C	1.016
YJL140W	
YJL141C	0.971
YJL142C	0.985
YJL144W	0.9590000000000001
YJL145W	0.93
YJL146W	1.058
YJL147C	0.987
YJL148W	1.005
YJL149W	1.047
YJL150W	1.043
YJL151C	0.98
YJL152W	1.0170000000000001
YJL153C	1.045
YJL154C	0.98
YJL155C	0.991
YJL157C	1.082
YJL158C	1.0490000000000002
YJL159W	0.9940000000000001
YJL160C	1.0070000000000001
YJL161W	1.047
YJL162C	1.051
YJL163C	0.996
YJL164C	0.958
YJL165C	0.927
YJL166W	1.042
YJL168C	0.8909999999999999
YJL169W	0.919
YJL170C	0.9079999999999999
YJL171C	0.983
YJL172W	1.135
YJL175W	1.074
YJL176C	
YJL177W	1.03
YJL178C	0.975
YJL179W	1.0590000000000002
YJL180C	1.297
YJL181W	0.963
YJL182C	1.067
YJL183W	1.1079999999999999
YJL184W	
YJL185C	0.9590000000000001
YJL186W	0.941
YJL187C	1.012
YJL188C	
YJL189W	1.09
YJL190C	0.9440000000000001
YJL191W	1.021
YJL192C	0.981
YJL193W	0.9079999999999999
YJL196C	1.015
YJL197W	0.975
YJL198W	1.006
YJL199C	0.996
YJL200C	0.977
YJL201W	1.0070000000000001
YJL204C	1.041
YJL205C	1.043
YJL206C	1.037
YJL207C	0.993
YJL208C	0.955
YJL209W	1.104
YJL210W	0.995
YJL211C	1.202
YJL212C	1.01
YJL213W	1.0290000000000001
YJL214W	1.032
YJL215C	1.026
YJL216C	1.001
YJL217W	1.0070000000000001
YJL218W	0.9440000000000001
YJR001W	0.862
YJR003C	0.956
YJR004C	1.015
YJR005W	1.0090000000000001
YJR008W	1.006
YJR009C	1.006
YJR010C-A	0.848
YJR010W	0.998
YJR011C	1.048
YJR014W	1.0090000000000001
YJR015W	1.02
YJR018W	1.026
YJR019C	1.012
YJR020W	1.026
YJR021C	1.023
YJR024C	0.971
YJR025C	0.9840000000000001
YJR030C	
YJR031C	0.9940000000000001
YJR032W	0.976
YJR033C	1.0290000000000001
YJR034W	0.996
YJR035W	0.981
YJR036C	1.037
YJR037W	0.958
YJR038C	0.997
YJR039W	1.0190000000000001
YJR040W	1.074
YJR043C	0.985
YJR044C	0.9540000000000001
YJR047C	1.001
YJR048W	0.9590000000000001
YJR049C	1.025
YJR050W	1.047
YJR051W	0.983
YJR052W	0.9790000000000001
YJR053W	1.016
YJR054W	1.078
YJR055W	
YJR056C	1.045
YJR058C	1.052
YJR059W	1.07
YJR060W	0.955
YJR061W	1.025
YJR062C	1.045
YJR063W	
YJR066W	1.0070000000000001
YJR069C	1.012
YJR070C	1.079
YJR073C	1.068
YJR074W	0.973
YJR075W	1.025
YJR077C	1.054
YJR078W	1.003
YJR079W	0.963
YJR080C	0.997
YJR082C	1.0290000000000001
YJR083C	0.9390000000000001
YJR084W	0.8959999999999999
YJR087W	1.012
YJR088C	0.9740000000000001
YJR090C	
YJR091C	0.943
YJR092W	1.058
YJR094C	1.008
YJR094W-A	1.112
YJR095W	0.9570000000000001
YJR096W	1.0490000000000002
YJR097W	0.9520000000000001
YJR098C	0.971
YJR099W	0.8190000000000001
YJR100C	0.993
YJR102C	0.9440000000000001
YJR103W	1.023
YJR104C	0.8240000000000001
YJR105W	0.9790000000000001
YJR106W	0.982
YJR107W	1.047
YJR108W	0.9990000000000001
YJR109C	0.975
YJR110W	0.9790000000000001
YJR111C	1.024
YJR113C	1.093
YJR115W	0.953
YJR116W	1.003
YJR117W	1.0
YJR118C	0.648
YJR119C	0.991
YJR120W	1.044
YJR121W	1.148
YJR122W	1.2819999999999998
YJR124C	1.015
YJR125C	1.0070000000000001
YJR126C	0.977
YJR127C	0.97
YJR128W	0.9440000000000001
YJR129C	0.9670000000000001
YJR130C	1.053
YJR131W	0.9359999999999999
YJR133W	0.973
YJR134C	1.0070000000000001
YJR135C	0.995
YJR137C	1.0170000000000001
YJR139C	1.045
YJR140C	0.9179999999999999
YJR142W	0.958
YJR144W	1.248
YJR145C	
YJR146W	0.9420000000000001
YJR147W	0.9640000000000001
YJR148W	1.036
YJR149W	1.0070000000000001
YJR150C	1.102
YJR152W	0.987
YJR153W	1.0
YJR154W	0.961
YKL001C	1.065
YKL002W	1.032
YKL003C	
YKL005C	1.004
YKL006W	
YKL007W	1.182
YKL008C	0.986
YKL009W	
YKL010C	1.014
YKL011C	1.08
YKL015W	1.032
YKL016C	1.261
YKL017C	1.034
YKL020C	0.93
YKL023W	1.052
YKL025C	1.021
YKL026C	1.018
YKL027W	0.99
YKL029C	1.006
YKL030W	1.005
YKL031W	1.158
YKL032C	1.182
YKL033W-A	0.985
YKL034W	0.94
YKL037W	0.971
YKL038W	1.041
YKL039W	1.054
YKL040C	1.0090000000000001
YKL041W	1.056
YKL043W	1.06
YKL044W	1.1079999999999999
YKL046C	1.072
YKL047W	1.091
YKL048C	0.855
YKL050C	1.044
YKL051W	1.075
YKL053C-A	0.943
YKL053W	1.2830000000000001
YKL054C	
YKL055C	
YKL056C	1.03
YKL057C	
YKL061W	0.9540000000000001
YKL062W	1.014
YKL063C	0.9129999999999999
YKL064W	1.034
YKL065C	1.045
YKL066W	0.96
YKL067W	0.9109999999999999
YKL068W	1.04
YKL069W	1.054
YKL070W	1.005
YKL071W	1.0290000000000001
YKL072W	1.01
YKL073W	1.123
YKL074C	1.103
YKL075C	0.965
YKL076C	0.8420000000000001
YKL077W	1.057
YKL079W	1.03
YKL080W	
YKL081W	1.1320000000000001
YKL084W	0.9940000000000001
YKL085W	1.016
YKL086W	0.93
YKL087C	1.0170000000000001
YKL090W	1.02
YKL091C	1.089
YKL092C	1.035
YKL093W	1.13
YKL094W	1.074
YKL096W	1.0070000000000001
YKL096W-A	0.995
YKL097C	1.044
YKL098W	1.109
YKL100C	1.014
YKL101W	0.9209999999999999
YKL102C	1.0959999999999999
YKL103C	1.104
YKL105C	1.077
YKL106W	0.992
YKL107W	1.031
YKL109W	1.0959999999999999
YKL110C	1.168
YKL113C	0.831
YKL114C	
YKL115C	1.0170000000000001
YKL116C	1.157
YKL117W	1.1059999999999999
YKL118W	
