ORF	het | growth (pooled culture) | macbecin II [200-400 uM], temperature [15 C] | YPD + DMSO | Franzosa EA~McClellan AJ, 2011
YDL231C	0.897
YKL082C	0.897
YKL153W	0.897
YPL069C	0.897
YKL023W	0.897
YOR102W	0.898
YCR024C	0.898
YHR107C	0.898
YLR351C	0.898
YER091C-A	0.898
YGL175C	0.898
YGR252W	0.898
YLR408C	0.898
YKL095W	0.898
YLR215C	0.898
YPR193C	0.898
YDL046W	0.898
YIL038C	0.898
YKL026C	0.898
YDL222C	0.899
YMR074C	0.899
YDR050C	0.899
YDL173W	0.899
YOR338W	0.899
YMR150C	0.899
YNL291C	0.899
YGL020C	0.899
YLR049C	0.900
YMR196W	0.900
YNL009W	0.900
YIL034C	0.900
YOR085W	0.900
YKL173W	0.900
YPR166C	0.900
YDR352W	0.900
YER008C	0.900
YGL014W	0.900
YMR086W	0.900
YLR207W	0.900
YDR310C	0.900
YLR346C	0.961
YJL133W	0.900
YNL167C	0.900
YML130C	0.901
YDR380W	0.901
YDR354W	0.901
YNL237W	0.901
YHR140W	0.901
YNL311C	0.901
YGR276C	0.901
YMR052C-A	0.902
YGL254W	0.902
YDR326C	0.902
YOR049C	0.902
YKL020C	0.902
YGR029W	0.902
YHR203C	0.902
YKR049C	0.902
YBR247C	0.902
YGR163W	0.902
YDR420W	0.902
YOR284W	0.902
YIL137C	0.902
YOR313C	0.902
YOR093C	0.902
YDR179C	0.902
YBR045C	0.903
YDL242W	0.903
YLR073C	0.903
YIL161W	0.903
YCL064C	0.903
YER175C	0.903
YER003C	0.903
YJR134C	0.903
YDL237W	0.903
YER070W	0.903
YLR373C	0.903
YDL215C	0.904
YOR250C	0.904
YOR084W	0.904
YJL108C	0.904
YPL106C	0.904
YBR291C	0.904
YBR074W	0.939
YDR438W	0.904
YMR135C	0.904
YHR028C	0.904
YIL061C	0.904
YLR106C	0.904
YLR027C	0.904
YPL019C	0.904
YOL153C	0.904
YJR010W	0.904
YKL035W	0.904
YGL001C	0.904
YMR144W	0.904
YBL037W	0.904
YDR298C	0.904
YDL031W	0.904
YER058W	0.904
YPR112C	0.904
YJL157C	0.904
YNL222W	0.905
YLR380W	0.905
YKR061W	0.905
YHL013C	0.905
YMR281W	0.905
YJL032W	0.905
YKL038W	0.905
YGL105W	0.905
YLR081W	0.905
YMR192W	0.905
YHL026C	0.905
YFR055W	0.905
YMR190C	0.906
YPL102C	0.906
YMR243C	0.906
YNL285W	0.906
YNL176C	0.906
YKL144C	0.906
YPL105C	0.906
YFL019C	0.906
YBR179C	0.906
YDR481C	0.906
YJL204C	0.906
YOL027C	0.907
YOR386W	0.907
YOL070C	0.907
YJR058C	0.907
YPR022C	0.907
YER039C	0.907
YIL108W	0.907
YBR239C	0.907
YOR066W	0.907
YOR050C	0.907
YDR468C	0.908
YMR082C	0.908
YJL011C	0.908
YBR050C	0.908
YNL322C	0.908
YPL084W	0.908
YOR213C	0.908
YGL033W	0.908
YER104W	0.908
YDL234C	0.908
YPR078C	0.908
YPL103C	0.908
YOL011W	0.908
YOR020C	0.908
YGR124W	0.908
YEL062W	0.908
YPR120C	0.908
YLL031C	0.908
YGR204W	0.908
YEL005C	0.909
YJR015W	0.909
YPL228W	0.909
YML026C	0.909
YGL016W	0.909
YDL135C	0.909
YFR026C	0.909
YMR255W	0.909
YJR152W	0.909
YOR306C	0.909
YBR286W	0.909
YER084W	0.909
YKR035C	0.909
YPL213W	0.909
YPL132W	0.909
YBR130C	0.909
YBR093C	0.909
YMR253C	0.909
YER087W	0.909
YJL171C	0.909
YNL329C	0.909
YNL153C	0.909
YDR101C	0.910
YNL183C	0.910
YNL121C	0.910
YDR172W	0.910
YBR124W	0.910
YJL055W	0.910
YPL055C	0.910
YOL082W	0.910
YMR225C	0.910
YDR121W	0.910
YJL094C	0.910
YML119W	0.910
YGR013W	0.910
YML124C	0.910
YPL209C	0.910
YDR093W	0.910
YCL027W	0.910
YMR141C	0.910
YIR037W	0.911
YHR138C	0.911
YPL198W	0.911
YAL024C	0.911
YFR006W	0.911
YDL190C	0.911
YPL026C	0.911
YDL023C	0.911
YGR034W	0.911
YPL220W	0.911
YOR047C	0.911
YBR193C	0.911
YBR170C	0.911
YDR425W	0.911
YML053C	0.911
YLR416C	0.911
YER063W	0.912
YLR209C	0.912
YOL053W	0.912
YDR478W	0.912
YOL065C	0.912
YGL114W	0.912
YPR008W	0.912
YOL036W	0.912
YPL133C	0.912
YJL031C	0.912
YMR054W	0.912
YGL096W	0.912
YOL010W	0.912
YOR267C	0.912
YBR186W	0.912
YOL162W	0.912
YKR095W	0.912
YHL031C	0.912
YBL057C	0.912
YCR011C	0.912
YDR102C	0.912
YKL053C-A	0.912
YER068C-A	0.912
YIL103W	0.912
YJR020W	0.913
YNL298W	0.913
YLR456W	0.913
YHR008C	0.913
YJL173C	0.913
YPL011C	0.913
YNL150W	0.913
YER184C	0.913
YPR023C	0.913
YIL120W	0.913
YLR369W	0.913
YLR170C	0.913
YER065C	0.913
YDR515W	0.913
YLR389C	0.914
YKR074W	0.914
YGL089C	0.914
YGL212W	0.914
YLR042C	0.914
YMR221C	0.914
YCR025C	0.914
YPL095C	0.914
YJR044C	0.914
YOR129C	0.914
YMR237W	0.914
YDR475C	0.926
YCL040W	0.914
YDL021W	0.915
YJL110C	0.915
YJR067C	0.915
YLR262C-A	0.915
YPL100W	0.915
YNL201C	0.915
YGR025W	0.915
YIL027C	0.915
YGR227W	0.915
YDR047W	0.915
YFR043C	0.915
YLL033W	0.915
YHL011C	0.915
YOL114C	0.915
YIR013C	0.915
YGR044C	0.915
YLR233C	0.916
YNL191W	0.916
YEL072W	0.916
YMR202W	0.916
YPL167C	0.916
YIL014W	0.916
YJR013W	0.916
YGL217C	0.916
YOR209C	0.916
YGL045W	1.012
YLL053C	0.916
YML086C	0.916
YBR199W	0.916
YBR162W-A	0.916
YML081C-A	0.916
YOR263C	0.916
YLR101C	0.916
YBL061C	0.916
YDR454C	0.916
YPL016W	0.916
YMR145C	0.916
YLR454W	0.916
YDR312W	0.917
YPR014C	0.917
YMR244W	0.917
YGR264C	0.917
YER185W	0.917
YLR138W	0.917
YJR006W	0.917
YKL139W	0.917
YJL093C	0.917
YCL058C	0.917
YDR477W	0.917
YHL020C	0.917
YDR327W	0.917
YNL292W	0.918
YHR134W	0.918
YER183C	0.918
YPL110C	0.918
YCR075C	0.918
YOR199W	0.918
YGL253W	0.918
YOL133W	0.918
YER067C-A	0.918
YLR371W	0.918
YNR053C	0.918
YOR296W	0.919
YGR164W	0.919
YML067C	0.919
YCR057C	0.919
YHR126C	0.919
YMR160W	0.919
YKR007W	0.919
YMR085W	0.919
YHR033W	0.919
YLR016C	0.919
YNL238W	0.919
YBR278W	0.919
YOR087W	0.965
YLL058W	0.919
YEL044W	0.919
YOR079C	0.919
YMR315W	0.919
YDL101C	0.920
YLR221C	0.920
YHR010W	0.920
YIL025C	0.920
YKR056W	0.920
YKR093W	0.920
YMR189W	0.920
YGL055W	0.920
YOR282W	0.920
YOR180C	0.920
YGR081C	0.920
YER177W	0.920
YGL154C	0.920
YGL088W	0.920
YKL045W	0.920
YLR224W	0.920
YMR215W	0.920
YGR142W	0.920
YDR056C	0.920
YDR153C	0.920
YLR410W	0.920
YMR263W	0.920
YPL258C	0.921
YLR050C	0.921
YIL058W	0.921
YPL111W	0.921
YLR312C	0.921
YBR194W	0.921
YER174C	0.921
YJL042W	0.921
YDL072C	0.921
YPR110C	0.921
YCR032W	0.921
YJR092W	0.921
YDR276C	0.921
YLR433C	0.921
YNR063W	0.921
YGL109W	0.921
YPR005C	0.921
YLR201C	0.921
YBL059W	0.921
YMR226C	0.922
YMR247C	0.922
YOR090C	0.922
YDR250C	0.922
YOL163W	0.922
YGL064C	0.922
YHR079C-A	0.922
YDL076C	0.922
YMR306W	0.922
YGL085W	0.922
YOR150W	0.922
YJR060W	0.922
YDR196C	0.922
YDR042C	0.922
YLR038C	0.922
YPR083W	0.922
YML009C	0.935
YBR140C	0.922
YKR011C	0.922
YHL044W	0.923
YBR013C	0.923
YPL222W	0.923
YHR060W	0.923
YIL069C	0.923
YJL137C	0.923
YPR200C	0.923
YNL119W	0.923
YKL037W	0.923
YKL190W	0.923
YGL009C	0.923
YHR039C	0.923
YER168C	0.923
YER130C	0.923
YDL225W	0.923
YLR390W	0.923
YNL299W	0.924
YOR063W	0.924
YGR238C	0.924
YJR133W	0.924
YIL024C	0.924
YOL044W	0.924
YDR531W	0.924
YER167W	0.924
YPR152C	0.924
YPL267W	0.924
YKL074C	0.924
YDR484W	0.924
YHR202W	0.924
YPL054W	0.924
YOR163W	0.924
YNL168C	0.924
YHR195W	0.924
YPL226W	0.925
YJL132W	0.925
YBR011C	0.953
YIL102C	0.925
YPR190C	0.925
YBR268W	0.925
YOR266W	0.925
YBL064C	0.925
YMR254C	0.925
YNL300W	0.925
YNL145W	0.925
YNL206C	0.925
YPL152W	0.925
YOL042W	0.925
YDR442W	0.925
YKL053W	0.925
YPR098C	0.925
YBR215W	0.925
YGR205W	0.925
YER114C	0.926
YPR182W	0.926
YPL175W	0.926
YJL028W	0.926
YOR185C	0.926
YPR031W	0.926
YOR348C	0.926
YBL056W	0.926
YBL099W	0.926
YKR087C	0.926
YOR225W	0.926
YOL093W	0.926
YMR228W	0.926
YGL086W	0.926
YHR198C	0.926
YIL023C	0.926
YER115C	0.926
YMR171C	0.926
YNL170W	0.926
YGL013C	0.926
YDR062W	0.927
YML047C	0.927
YKR092C	0.927
YMR233W	0.927
YOL020W	0.927
YDL148C	0.927
YDR443C	0.927
YLR303W	0.927
YGR223C	0.927
YLR396C	0.927
YPR091C	0.927
YDR049W	0.927
YJL004C	0.927
YMR301C	0.927
YMR104C	0.927
YJR142W	0.927
YDR489W	0.928
YBL045C	0.928
YBR280C	0.928
YBR089C-A	0.928
YMR086C-A	0.928
YBL104C	0.928
YDR136C	0.928
YGR235C	0.928
YLR211C	0.928
YJR127C	0.928
YLR123C	0.928
YOR346W	0.928
YDR333C	0.928
YHR012W	0.928
YMR251W-A	0.928
YIL011W	0.928
YDL078C	0.928
YLR344W	0.928
YHL033C	0.928
YOR171C	0.928
YJL047C	0.928
YLR453C	0.929
YJR070C	0.963
YGR180C	0.929
YER170W	0.929
YBL073W	0.929
YBL053W	0.929
YJR110W	0.929
YNL239W	0.929
YPL194W	0.929
YDR008C	0.929
YOL084W	0.929
YGL060W	0.929
YLR036C	0.929
YHR037W	0.929
YNL006W	0.929
YDR320C	0.929
YLR104W	0.929
YOR058C	0.929
YNL105W	0.929
YIL090W	0.929
YCR064C	0.930
YKL075C	0.930
YMR148W	0.930
YMR183C	0.930
YEL023C	0.930
YDR396W	0.930
YPL155C	0.930
YDL186W	0.930
YGR058W	0.930
YLR445W	0.930
YOL134C	0.930
YJR096W	0.930
YIR015W	0.930
YOR197W	0.930
YMR136W	0.930
YBR184W	0.930
YJL066C	0.930
YGR173W	0.930
YOR252W	0.930
YDR044W	0.931
YBL068W	0.931
YMR135W-A	0.931
YPL174C	0.931
YGR194C	0.931
YDR498C	0.931
YIL039W	0.931
YCL035C	0.931
YPR141C	0.931
YPL195W	0.931
YKR075C	0.931
YCL002C	0.931
YKR085C	0.931
YGR215W	0.931
YJR107W	0.931
YDR164C	0.931
YHR093W	0.931
YJL122W	0.931
YJL203W	0.931
YEL032W	0.931
YHL003C	0.931
YOR385W	0.931
YOR334W	0.931
YPL186C	0.931
YDL034W	0.932
YDR098C	0.932
YOR083W	0.932
YGL142C	0.932
YIR036C	0.932
YNL090W	0.932
YGR242W	0.932
YDL217C	0.932
YJL211C	0.932
YLR078C	0.932
YER016W	0.932
YGR022C	0.932
YPL259C	0.932
YER110C	0.932
YNL152W	0.933
YMR295C	0.933
YDL155W	0.933
YOL068C	0.933
YPR054W	0.933
YGR206W	0.933
YOR355W	0.933
YDL008W	0.933
YJR062C	0.933
YOR094W	0.933
YDL018C	0.933
YPR186C	0.933
YBL012C	0.933
YAL047C	0.933
YKL125W	0.933
YMR270C	0.933
YLR309C	0.933
YGR152C	0.933
YMR186W	0.933
YHL040C	0.933
YPR066W	0.934
YKL062W	0.934
YER079W	0.934
YKR051W	0.934
YGR250C	0.934
YDL133C-A	0.954
YOR067C	0.934
YIL012W	0.934
YER085C	0.934
YOR349W	0.934
YGR240C	0.934
YDL017W	0.934
YJL202C	0.934
YLR243W	0.934
YBR062C	0.934
YMR231W	0.934
YOR108W	0.935
YGL113W	0.935
YPL157W	0.935
YLR254C	0.935
YJR033C	0.935
YER054C	0.935
YBR088C	0.935
YOR156C	0.935
YIL133C	0.935
YDR198C	0.935
YML007W	0.935
YKR035W-A	0.935
YJR040W	0.935
YGR097W	0.935
YML062C	0.935
YNL287W	0.935
YPL221W	0.935
YGL138C	0.935
YDR351W	0.935
YMR246W	0.935
YIR022W	0.935
YDR100W	0.935
YMR055C	0.935
YOL130W	0.936
YJL020C	0.955
YDR110W	0.936
YJL035C	0.936
YER005W	0.936
YGL147C	0.936
YOR162C	0.936
YGR182C	0.936
YOL079W	0.936
YOL160W	0.936
YOR384W	0.936
YDR193W	0.936
YBR301W	0.936
YHR127W	0.936
YOR283W	0.936
YOR218C	0.936
YHR014W	0.936
YKL079W	0.936
YGL155W	0.937
YOR030W	0.937
YPR063C	0.937
YDR137W	0.937
YJL074C	0.937
YER176W	0.937
YDL196W	0.937
YDR244W	0.937
YKL185W	0.937
YKL182W	0.937
YDR011W	0.937
YDR241W	0.937
YGR171C	0.937
YBL094C	0.937
YER051W	0.937
YIL106W	0.937
YMR288W	0.937
YNL258C	0.937
YLR352W	0.937
YJR038C	0.937
YGR049W	0.937
YDR013W	0.937
YDR225W	0.938
YMR078C	0.938
YLR131C	0.938
YMR011W	0.938
YER024W	0.938
YFR002W	0.938
YGL152C	0.938
YJR074W	0.938
YMR274C	0.938
YJR073C	0.938
YKL196C	0.938
YCR009C	0.938
YMR217W	0.938
YGL172W	0.938
YIL022W	0.938
YKL209C	0.938
YJR052W	0.938
YPR191W	0.938
YKL061W	0.938
YOR110W	0.938
YNL271C	0.938
YLR144C	0.938
YOR257W	0.938
YCL022C	0.938
YIL026C	0.990
YJL012C	0.939
YOR236W	0.939
YKL171W	0.939
YMR057C	0.939
YDL235C	0.939
YJL071W	0.939
YDR256C	0.939
YIL089W	0.939
YGR174C	0.939
YER023W	0.939
YLR236C	0.939
YOR208W	0.939
YDL074C	0.939
YDL098C	0.939
YDL158C	0.939
YMR056C	0.939
YNR062C	0.939
YBL009W	0.939
YPL125W	0.939
YDL113C	0.939
YGR076C	0.939
YMR193C-A	0.939
YNL194C	0.939
YLR376C	0.940
YDL048C	0.940
YDR159W	0.940
YMR042W	0.940
YPR173C	0.940
YKR033C	0.940
YDR213W	0.940
YER082C	0.940
YOL047C	0.940
YLR037C	0.940
YDR028C	0.940
YDR495C	0.940
YIR027C	0.940
YDR005C	0.940
YOR040W	0.940
YMR124W	0.940
YLR127C	0.940
YDL139C	0.940
YGL166W	0.940
YER159C	0.940
YJR076C	0.941
YKL161C	0.941
YMR132C	0.941
YDR283C	0.941
YJL121C	0.941
YOR011W	0.941
YOL037C	0.941
YJR017C	0.941
YLL028W	0.941
YKL198C	0.972
YOR247W	0.941
YNL052W	0.941
YLR095C	0.941
YMR151W	0.941
YGR196C	0.941
YGL258W	0.941
YMR259C	0.941
YLR461W	0.941
YJL149W	0.941
YER060W	0.941
YBR169C	0.941
YMR219W	0.941
YBR203W	0.941
YAR019C	0.941
YOR244W	0.941
YJR121W	0.941
YML023C	0.942
YBR087W	0.942
YGL090W	0.942
YER020W	0.942
YKL081W	0.942
YPL091W	0.942
YLR388W	0.942
YMR083W	0.942
YDL110C	0.942
YLL046C	0.942
YPL147W	0.942
YDR018C	0.942
YLR142W	0.942
YNL268W	0.942
YML075C	0.942
YNL188W	0.942
YHL002W	0.942
YBR079C	0.942
YGR291C	0.942
YBR089W	0.943
YER187W	0.943
YER149C	0.943
YKR094C	0.943
YAL054C	0.943
YOL005C	0.943
YDR239C	0.943
YDR134C	0.943
YGR178C	0.943
YPL118W	0.943
YFL013C	0.943
YJR022W	0.943
YMR271C	0.943
YOR166C	0.943
YIL093C	0.943
YDR465C	0.943
YOR151C	0.943
YER151C	0.985
YCR085W	0.943
YKL072W	0.943
YML076C	0.944
YIR038C	0.944
YJR003C	0.944
YBR272C	0.944
YJL112W	0.944
YLR103C	0.944
YML098W	0.944
YIL047C	0.944
YOR198C	0.944
YMR319C	0.944
YDL077C	0.944
YNL086W	0.944
YNL309W	0.944
YDL052C	0.944
YGL002W	0.944
YPR179C	0.945
YBR120C	0.945
YNL318C	0.945
YPL240C	0.945
YGL111W	0.945
YJL068C	0.945
YCR072C	0.945
YDR162C	0.945
YGL129C	0.945
YPL184C	0.945
YBR142W	0.945
YPL193W	0.945
YKL211C	0.945
YKL132C	0.945
YKL052C	0.945
YDL240W	0.946
YDL199C	0.946
YIL046W	0.946
YNL094W	0.946
YGR055W	0.946
YLR154C	0.946
YCR067C	0.946
YLR219W	0.946
YLR175W	0.946
YGL159W	0.946
YER106W	0.946
YOR123C	0.946
YJR103W	0.946
YIL112W	0.946
YIL030C	0.946
YMR153W	0.946
YOL125W	0.946
YGR251W	0.946
YOL029C	0.946
YER038W-A	0.946
YGR030C	0.946
YMR172W	0.947
YNL261W	0.947
YER038C	0.947
YKR023W	0.947
YEL018W	0.947
YOL008W	0.947
YDR373W	0.947
YMR267W	0.947
YPL249C	0.947
YDL159W	0.947
YNL199C	0.947
YNR058W	0.947
YLR166C	0.947
YOR246C	0.947
YFR049W	0.947
YHL032C	0.947
YBR232C	0.947
YOL024W	0.947
YPR158W	0.947
YGR262C	0.947
YPR082C	0.948
YIL043C	0.948
YNL205C	0.948
YLR449W	0.948
YPL242C	0.948
YLL018C-A	0.948
YIL008W	0.948
YPL189W	0.948
YKR014C	0.948
YPL075W	0.948
YER083C	0.948
YMR316C-A	0.948
YBL098W	0.948
YKR063C	0.948
YMR140W	0.948
YDR392W	0.949
YML103C	0.949
YER091C	0.949
YNR020C	0.949
YLL027W	0.949
YOL071W	0.949
YHR023W	0.949
YHR045W	0.949
YML074C	0.949
YKL201C	1.076
YMR084W	0.949
YBL096C	0.949
YDR103W	0.949
YPL266W	0.950
YKL050C	0.950
YBR085W	0.950
YIR042C	0.950
YER103W	0.950
YJR057W	0.950
YGL084C	0.950
YBL066C	0.950
YOL136C	0.950
YDR444W	0.950
YNL163C	0.950
YDR004W	0.950
YMR218C	0.950
YKR081C	0.950
YGL112C	0.950
YGR288W	0.950
YMR235C	0.950
YLR417W	0.950
YPL188W	0.950
YJR055W	0.950
YLR057W	0.950
YDR140W	0.950
YPL116W	0.950
YJR063W	0.950
YEL049W	0.951
YOL055C	0.951
YPL030W	0.951
YKR050W	0.951
YPR085C	0.951
YPR051W	0.951
YER098W	0.951
YML095C	0.951
YLR390W-A	0.953
YDR203W	0.951
YDR130C	0.951
YDR524C	0.951
YNL325C	0.951
YOR142W	0.951
YOR272W	0.951
YDR220C	0.951
YGL197W	0.951
YPR006C	0.951
YGL062W	0.951
YDR069C	0.952
YDR509W	0.952
YPR048W	0.952
YER080W	0.952
YKL005C	0.952
YDR306C	0.952
YJL150W	0.952
YMR129W	0.952
YJL208C	0.952
YIL015W	0.952
YGL263W	0.952
YEL025C	0.952
YLR030W	0.952
YML108W	0.952
YOR343C	0.952
YEL065W	0.952
YIL115C	0.953
YHL043W	0.953
YOR200W	0.953
YMR194C-A	0.953
YGL179C	0.953
YJL101C	0.953
YEL047C	0.953
YMR058W	0.953
YEL026W	0.953
YGR046W	0.953
YER044C	0.953
YNL157W	0.953
YOR039W	0.953
YHR034C	0.953
YOL132W	0.953
YLR021W	0.953
YBR183W	0.954
YGR279C	0.954
YKR015C	0.954
YNL182C	0.954
YBR138C	0.954
YLR460C	0.954
YJL197W	0.954
YDR463W	0.954
YOR374W	0.954
YKL162C	0.954
YLR345W	0.954
YDR407C	0.954
YDR287W	0.954
YDL152W	0.954
YNL013C	0.954
YNL257C	0.954
YJR079W	0.954
YML123C	0.954
YDL167C	0.954
YBL060W	0.954
YPL109C	0.954
YIL050W	0.954
YDL102W	0.954
YFR024C-A	1.088
YOR314W	0.954
YDL005C	0.954
YPL139C	0.955
YNR022C	0.955
YCR102W-A	0.955
YPL028W	0.955
YGR043C	0.955
YBL083C	0.955
YNL320W	0.955
YOR189W	0.955
YLL032C	0.955
YDL033C	0.955
YGL017W	0.955
YJL199C	0.955
YHR180W	0.955
YOL111C	0.955
YPL146C	0.956
YLR259C	0.956
YLR436C	0.956
YJR026W	0.956
YDL027C	0.956
YMR232W	0.956
YPR156C	0.956
YBR209W	0.956
YLR135W	0.956
YKL175W	0.956
YGR134W	0.956
YDL014W	0.956
YOL097C	0.956
YMR146C	0.956
YKL106W	0.956
YPL097W	0.956
YOR081C	0.956
YOR080W	0.956
YMR303C	0.956
YPR117W	0.956
YER018C	0.956
YMR234W	0.956
YPR178W	0.956
YKR091W	0.956
YPR094W	0.956
YNL260C	0.957
YIL091C	0.957
YOR341W	0.957
YBL048W	0.957
YNL190W	0.957
YLR374C	0.957
YER113C	0.957
YDL216C	0.957
YJL213W	0.957
YIL005W	0.957
YGL139W	0.957
YOL043C	0.957
YIR003W	0.957
YEL001C	0.957
YGR145W	0.957
YPL134C	0.957
YOR357C	0.957
YOR370C	0.957
YGL083W	0.958
YOL041C	0.958
YJL072C	0.958
YOR104W	0.958
YOR023C	0.958
YOL078W	0.958
YPL013C	0.958
YPR167C	0.958
YPR189W	0.958
YGR032W	0.958
YOR273C	0.958
YNL210W	0.958
YOL123W	0.958
YFR029W	0.958
YMR180C	0.958
YGR169C	0.958
YGL231C	0.958
YPL071C	0.958
YFL029C	0.958
YNL226W	0.958
YCR043C	0.958
YNL252C	0.958
YDR240C	0.958
YOL113W	0.958
YOR091W	0.958
YOR255W	0.958
YPL239W	0.959
YNL193W	0.959
YGL223C	0.959
YHR042W	0.959
YMR162C	0.959
YDL138W	0.959
YMR177W	0.959
YGR225W	0.959
YMR209C	0.959
YPR160W	0.959
YPR185W	0.959
YNL140C	0.959
YIL066C	0.959
YHR108W	0.959
YJL216C	0.959
YBR144C	0.959
YER092W	0.959
YBR164C	0.959
YAL056C-A	0.959
YBR107C	0.959
YOR256C	0.959
YOR073W	0.959
YDR209C	0.959
YDR403W	0.959
YEL051W	0.959
YPR140W	0.959
YDL055C	0.959
YKR025W	0.959
YOR062C	0.959
YLR022C	0.960
YML070W	0.960
YKR010C	0.960
YPL086C	0.960
YKL118W	0.960
YBR080C	0.960
YDR210W	0.960
YER156C	0.960
YOL048C	0.960
YPR143W	0.960
YOL030W	0.960
YNL030W	0.960
YDR122W	0.960
YER172C	0.960
YJR098C	0.960
YEL038W	0.960
YPR155C	0.960
YPR107C	0.960
YPL192C	0.960
YGL115W	0.960
YGR168C	0.960
YOR155C	0.960
YDL118W	0.961
YPL150W	0.961
YBL077W	0.961
YCL008C	0.961
YML121W	0.961
YNL181W	0.961
YNL026W	0.961
YDL019C	0.961
YNL117W	0.961
YLR164W	0.961
YPR176C	0.961
YDR457W	0.961
YIR014W	0.961
YMR052W	0.961
YJR122W	0.961
YER033C	0.961
YDR265W	0.961
YLR005W	0.961
YLR110C	0.961
YER182W	0.961
YIL072W	0.961
YGL043W	0.961
YOR048C	0.961
YMR278W	0.962
YHR061C	0.962
YDR386W	0.962
YNR049C	0.962
YOR243C	0.962
YOR145C	0.962
YCR073W-A	0.962
YPR038W	0.962
YDL212W	0.962
YKL110C	0.962
YMR097C	0.962
YGL205W	0.962
YPL243W	0.962
YJL016W	0.990
YDL051W	0.962
YDR127W	0.962
YMR185W	0.962
YOR216C	0.962
YPL252C	0.962
YPL066W	0.962
YMR049C	0.962
YKL222C	0.962
YPL232W	0.962
YJL167W	0.963
YDL181W	0.963
YNL151C	0.963
YGL221C	0.963
YMR199W	0.963
YDR189W	0.963
YER045C	0.963
YOL124C	0.963
YPR039W	0.963
YLR018C	0.963
YOR121C	0.963
YJR115W	0.963
YJL029C	0.963
YOR016C	0.963
YKL217W	0.963
YJL107C	0.963
YJL158C	0.963
YDR330W	0.963
YMR265C	0.963
YDR002W	0.963
YBR255W	0.963
YEL071W	0.963
YPL022W	0.963
YNL097C	0.963
YBL063W	0.964
YGR258C	0.964
YLR210W	0.964
YKL170W	0.964
YLR163C	0.964
YJL119C	0.964
YPR184W	0.964
YGL262W	0.964
YMR214W	0.964
YHR051W	0.964
YJR001W	0.964
YGR036C	0.964
YPR111W	0.964
YGR167W	0.964
YPL231W	0.965
YER086W	0.965
YGR277C	0.965
YGR109C	0.965
YPR033C	0.965
YNL306W	0.965
YPR180W	0.965
YGL236C	0.965
YMR184W	0.965
YMR176W	0.965
YLR447C	0.965
YNR013C	0.965
YPR069C	0.965
YIL045W	0.965
YGL051W	0.966
YKL031W	0.966
YKL164C	0.966
YER078C	0.966
YKL205W	0.966
YGL049C	0.966
YOR231W	0.966
YER057C	0.966
YCL039W	0.966
YDR453C	0.966
YML068W	0.966
YNR068C	0.966
YLR413W	0.966
YNL101W	0.966
YKL089W	0.966
YGR087C	0.966
YLR323C	0.966
YAL018C	0.966
YLR035C	0.966
YER006W	0.966
YER137C	0.966
YDR095C	0.966
YKL215C	0.967
YPR192W	0.967
YER019W	0.967
YPR133W-A	0.967
YHR150W	0.967
YDL210W	0.967
YCR047C	0.967
YJR126C	0.967
YER037W	0.967
YPL159C	0.967
YER119C	0.967
YKL090W	0.967
YLR185W	0.967
YNL269W	0.967
YIR044C	0.968
YLR133W	0.968
YLR399C	0.968
YDR348C	0.968
YKL221W	0.968
YGL153W	0.968
YJL116C	0.968
YER040W	0.968
YMR304C-A	0.968
YDR014W	0.968
YDR307W	0.968
YGR125W	0.968
YJL013C	0.968
YMR099C	0.968
YLR132C	0.968
YLR039C	0.968
YNL218W	0.968
YGR127W	0.968
YDR294C	0.969
YMR120C	0.969
YGR065C	0.969
YLR047C	0.969
YJR009C	0.969
YIL017C	0.969
YDR376W	0.969
YGL110C	0.969
YIL007C	0.969
YKL103C	0.969
YBL085W	0.969
YPL264C	0.969
YNL227C	0.969
YLR176C	0.969
YOR056C	0.969
YJL037W	0.969
YKL197C	0.969
YPL274W	0.969
YNL109W	0.969
YBL004W	0.970
YCR003W	0.970
YFR013W	0.970
YMR257C	0.970
YGL039W	0.970
YLR109W	0.970
YLR240W	0.970
YKL156W	0.970
YFR032C-A	0.970
YPL099C	0.970
YOR004W	0.970
YHR132W-A	0.970
YJL129C	0.970
YDR533C	0.970
YPR089W	1.001
YJL015C	0.970
YDR001C	0.970
YOR127W	0.970
YDR081C	0.970
YDL198C	0.970
YOR005C	0.970
YGR024C	0.970
YEL011W	0.970
YGL071W	0.970
YGL037C	0.971
YPL255W	0.971
YNL039W	0.971
YFR028C	0.971
YPL140C	0.971
YER007C-A	0.971
YGR141W	0.971
YNL132W	0.971
YLR020C	0.971
YMR178W	0.971
YIR034C	0.971
YMR208W	0.971
YER163C	0.971
YLR141W	0.971
YIL049W	0.971
YDL079C	0.971
YKL100C	0.971
YDR493W	0.971
YMR252C	0.971
YOR223W	0.971
YLR397C	0.971
YNL130C	0.971
YKL080W	0.971
YOR103C	0.971
YOR097C	0.971
YOR308C	0.971
YMR060C	0.971
YFR041C	0.971
YJL142C	0.972
YPL135W	0.972
YML019W	0.972
YIL095W	0.972
YDR374C	0.972
YOR042W	0.972
YOR057W	0.972
YKR026C	0.972
YIL063C	0.972
YDR083W	0.972
YML112W	0.972
YLL052C	0.972
YMR169C	1.127
YCR087W	0.972
YOR044W	0.972
YJL134W	0.972
YNR066C	0.973
YIL055C	0.973
YKL126W	0.973
YJL175W	0.973
YFR053C	0.973
