ORF	hap a | inorganic phosphate abundance | standard [standard] | Freimoser FM~Amrhein N, 2006
YHR038W	0.831
YHR061C	0.983
YHR087W	0.638
YER085C	0.683
YHL037C	1.043
YHL023C	0.970
YHL008C	0.999
YHR018C	0.924
YHR039C	0.535
YHR066W	0.811
YHR091C	0.567
YHR092C	1.077
YHR109W	1.250
YHR124W	1.559
YHR139C	1.234
YIL052C	1.159
YIL085C	0.858
YIL016W	1.004
YIL036W	0.959
YHR093W	1.265
YHR110W	1.248
YHR125W	1.447
YHR139C-A	1.072
YIL054W	0.985
YIL089W	0.959
YIL017C	1.376
YIL037C	1.023
YHR094C	1.081
YHR111W	1.745
YHR126C	1.246
YIL006W	1.337
YIL055C	1.016
YIL092W	0.937
YIL020C	0.952
YIL039W	1.149
YHR095W	1.093
YHR112C	0.837
YHR129C	0.977
YIL007C	1.182
YIL056W	0.797
YIL094C	0.968
YIL023C	0.956
YIL040W	1.722
YHR096C	0.972
YHR113W	0.968
YHR130C	1.222
YIL008W	0.996
YIL059C	1.072
YIL001W	0.818
YIL024C	1.025
YIL041W	1.269
YHR097C	0.936
YHR114W	0.942
YHR132C	0.086
YIL009W	0.837
YIL060W	0.848
YIL002C	1.028
YIL025C	0.992
YIL043C	1.208
YHR100C	0.958
YHR115C	1.099
YHR133C	1.076
YIL010W	0.937
YIL066C	1.161
YIL005W	1.060
YIL027C	0.598
YIL044C	1.053
YHR103W	0.824
YHR116W	0.711
YHR134W	1.272
YIL015C-A	1.023
YIL067C	0.789
YIL011W	0.904
YIL028W	1.236
YIL045W	0.915
YHR104W	0.886
YHR117W	1.118
YHR135C	0.808
YIL018W	1.086
YIL069C	1.070
YIL012W	0.922
YIL029C	1.271
YIL049W	0.906
YHR105W	0.586
YHR120W	0.835
YHR136C	0.880
YIL038C	1.078
YIL070C	0.691
YIL013C	0.855
YIL032C	0.987
YIL050W	1.119
YHR106W	0.532
YHR121W	0.987
YHR137W	0.752
YIL042C	1.216
YIL071C	0.620
YIL014W	0.678
YIL034C	1.087
YIL053W	1.088
YHR108W	0.990
YHR123W	1.072
YHR138C	0.784
YIL047C	0.968
YIL074C	0.909
YIL015W	0.870
YIL035C	1.175
YIL057C	1.249
YIL064W	1.105
YIL093C	0.872
YIL108W	1.217
YIL123W	0.868
YIL139C	0.641
YIL157C	0.903
YIL170W	0.821
YIL065C	1.138
YIL095W	0.593
YIL110W	1.656
YIL124W	1.152
YIL140W	0.913
YIL158W	0.961
YIL173W	0.788
YIL072W	0.887
YIL096C	0.842
YIL111W	1.427
YIL125W	1.291
YIL141W	0.887
YIL159W	1.047
YIR001C	1.161
YIL073C	1.169
YIL097W	1.355
YIL112W	1.472
YIL128W	1.121
YIL145C	0.938
YIL160C	1.134
YIR002C	1.019
YIL076W	0.963
YIL098C	1.191
YIL113W	1.216
YIL130W	1.058
YIL146C	0.915
YIL161W	1.272
YIR003W	0.973
YIL077C	1.126
YIL099W	0.988
YIL114C	1.101
YIL131C	1.051
YIL148W	1.451
YIL162W	1.136
YIR004W	1.096
YIL079C	0.972
YIL100W	0.786
YIL116W	1.326
YIL132C	1.279
YIL149C	1.025
YIL163C	1.181
YIR005W	1.012
YIL084C	0.581
YIL101C	0.842
YIL117C	1.315
YIL133C	1.263
YIL152W	0.966
YIL164C	0.998
YIR007W	1.047
YIL086C	0.931
YIL102C	0.767
YIL119C	1.340
YIL135C	1.002
YIL153W	1.131
YIL165C	1.252
YIR009W	1.105
YIL087C	0.825
YIL103W	0.711
YIL120W	0.914
YIL136W	0.958
YIL154C	0.910
YIL166C	0.837
YIR013C	0.900
YIL088C	0.685
YIL105C	0.823
YIL121W	0.939
YIL137C	1.026
YIL155C	0.704
YIL167W	0.938
YIR014W	1.011
YIL090W	0.670
YIL107C	0.948
YIL122W	1.047
YIL138C	1.170
YIL156W	1.078
YIL168W	1.104
YIR016W	1.055
YAL064C-A	1.402
YBR284W	1.846
YCL001W-A	2.155
YCR043C	1.270
YCR071C	0.784
YER031C	1.530
YHR005C	1.644
YHR185C	1.521
YBL091C-A	1.463
YBR285W	0.734
YCR020W-B	1.013
YCR044C	1.916
YCR073W-A	0.902
YER046W	1.044
YHR006W	1.429
YHR194W	0.932
YBR269C	1.216
YBR286W	1.634
YCR024C	0.948
YCR045C	1.831
YCR076C	0.999
YER063W	0.508
YHR008C	0.587
YLL007C	1.800
YBR271W	1.064
YBR290W	0.411
YCR024C-A	1.991
YCR049C	0.537
YCR077C	0.333
YER066W	0.638
YHR009C	1.208
YMR154C	1.763
YBR273C	0.608
YBR291C	1.205
YCR025C	1.939
YCR050C	1.455
YCR079W	0.579
YGR188C	0.737
YHR025W	0.495
YNL274C	0.697
YBR274W	0.604
YBR292C	0.409
YCR026C	1.446
YCR051W	0.261
YCR081W	0.340
YGR201C	0.504
YHR026W	0.117
YOL141W	0.976
YBR277C	1.397
YBR293W	0.514
YCR027C	1.539
YCR059C	0.415
YCR082W	0.638
YGR204W	0.105
YHR041C	2.402
YOL143C	1.001
YBR278W	1.378
YBR295W	1.330
YCR028C	0.279
YCR061W	1.210
YCR085W	1.415
YHL002W	0.651
YHR059W	1.174
YOL150C	0.960
YBR279W	1.114
YBR296C	0.715
YCR031C	0.321
YCR063W	0.558
YCR086W	1.384
YHL011C	0.964
YHR067W	1.071
YOL158C	0.890
YBR281C	1.876
YBR297W	1.291
YCR034W	0.606
YCR065W	1.016
YCR087C-A	1.495
YHL039W	0.669
YHR127W	0.931
YOL159C	1.134
YBR282W	0.333
YBR298C	1.862
YCR036W	1.579
YCR066W	1.042
YCR087W	1.646
YHR003C	0.774
YHR131C	0.543
YOL160W	0.740
YBR283C	1.505
YBR300C	0.693
YCR037C	1.505
YCR068W	1.323
YEL012W	0.851
YHR004C	0.930
YHR180W	0.260
YOL162W	0.612
YOL163W	1.112
YLR334C	1.136
YML041C	1.193
YMR173W	1.365
YAL054C	0.833
YJR080C	1.118
YJR100C	1.251
YOR008C-A	0.675
YLR346C	1.590
YML042W	1.581
YAL058C-A	1.647
YJR084W	0.668
YJR104C	0.997
YBR191W	0.792
YLR358C	0.280
YML047C	1.257
YOR298C-A	1.255
YAR050W	0.802
YJR087W	0.777
YJR106W	0.917
YCL035C	1.109
YLR361C	0.989
YML075C	1.391
YCL006C	0.956
YJR090C	0.754
YJR107W	1.038
YDR071C	1.132
YLR370C	1.240
YML076C	1.360
YPL148C	0.953
YCL022C	1.268
YJR091C	0.852
YJR109C	0.925
YDR074W	0.735
YLR382C	0.819
YML086C	1.366
YPL183C	0.852
YCL023C	1.119
YJR094C	0.851
YJR113C	0.780
YER027C	1.455
YLR394W	1.335
YMR048W	1.694
YPL183W-A	1.122
YCL038C	0.903
YJR094W-A	0.937
YJR116W	0.825
YER037W	0.554
YLR406C	0.776
YMR135W-A	1.407
YCL058C	0.822
YJR095W	0.677
YJR117W	0.748
YGR155W	1.725
YML022W	1.893
YMR137C	0.845
YPL224C	1.446
YCL074W	1.060
YJR069C	1.073
YJR096W	1.007
YJR118C	0.519
YLR192C	1.071
YML027W	1.131
YMR138W	1.371
YAL012W	1.620
YCL075W	1.059
YJR070C	1.068
YJR097W	0.678
YJR119C	0.839
YLR237W	1.007
YML036W	1.170
YMR139W	1.499
YAL016W	1.126
YCL076W	0.763
YJR074W	1.603
YJR098C	0.739
YJR120W	0.800
YLR246W	0.601
YML038C	1.139
YMR160W	0.857
YAL047C	1.003
YJR077C	0.626
YJR099W	0.712
YJR121W	0.798
YJR122W	1.361
YJR148W	0.962
YMR172W	1.050
YJL021C	1.015
YJR010C-A	1.164
YJR030C	1.061
YJR044C	1.045
YJR059W	1.565
YJR124C	1.459
YJR150C	0.868
YJL022W	1.083
YJR010W	1.078
YJR031C	1.102
YJR047C	0.912
YJR060W	1.412
YJR125C	1.400
YJR153W	0.912
YJL023C	1.118
YJR011C	1.026
YJR032W	1.547
YJR048W	0.958
YJR061W	0.858
YJR126C	1.142
YKL005C	0.873
YJL003W	1.200
YJL024C	0.297
YJR014W	1.153
YJR033C	0.330
YJR049C	1.657
YJR062C	1.206
YJR131W	0.902
YKL030W	0.865
YJL004C	1.325
YJL027C	0.757
YJR015W	0.815
YJR034W	1.194
YJR050W	1.167
YJR063W	1.238
YJR133W	0.844
YLR146C	0.871
YJL006C	0.685
YJL028W	0.715
YJR018W	0.813
YJR035W	1.137
YJR051W	1.246
YJR066W	1.149
YJR134C	1.155
YLR286C	0.767
YJL007C	1.176
YJL029C	1.185
YJR019C	0.579
YJR036C	0.840
YJR052W	0.957
YBR189W	0.923
YJR139C	0.956
YLR343W	0.934
YJL012C	0.064
YJR001W	0.633
YJR020W	0.771
YJR037W	0.880
YJR053W	0.916
YCR095C	1.102
YJR140C	1.221
YML067C	0.427
YJL013C	0.750
YJR004C	0.701
YJR021C	0.923
YJR038C	1.024
YJR054W	1.230
YCR102W-A	0.888
YJR142W	0.966
YML068W	0.653
YJL016W	0.890
YJR005W	0.570
YJR024C	0.728
YJR039W	1.264
YJR055W	0.963
YDL133C-A	1.314
YJR144W	0.789
YML072C	0.906
YJL017W	0.797
YJR008W	0.904
YJR025C	1.209
YJR040W	0.985
YJR056C	1.293
YDR058C	1.096
YJR145C	0.847
YMR136W	0.555
YJL020C	1.095
YJR009C	1.050
YJR026W	1.251
YJR043C	1.322
YJR058C	1.110
YDR174W	1.358
YDR202C	0.366
YGR063C	1.021
YKL139W	0.673
YKR029C	0.878
YFL042C	0.631
YJL105W	1.208
YDR205W	1.212
YGR086C	1.285
YJL132W	1.121
YJL175W	1.246
YKL194C	0.889
YKR034W	1.110
YFR019W	0.113
YJL128C	1.535
YDR445C	1.083
YGR089W	1.148
YJL136C	1.181
YJL177W	1.172
YKL201C	1.104
YKR036C	1.341
YFR024C	0.626
YKR085C	0.946
YDR537C	1.279
YGR092W	0.831
YJL137C	1.419
YJL184W	0.855
YKL202W	1.380
YKR039W	1.427
YFR025C	0.777
YKR094C	1.360
YFR039C	0.887
YGR093W	0.962
YKL204W	1.249
YKR040C	1.190
YFR030W	0.610
YKR095W	0.656
YGL219C	0.541
YGR106C	1.116
YKL215C	0.995
YKR041W	1.267
YHR146W	0.705
YKR096W	0.820
YGR028W	1.275
YGR110W	1.305
YJL141C	1.130
YKL220C	1.127
YKR046C	0.717
YHR171W	1.076
YKR102W	0.877
YGR032W	0.965
YGR117C	0.695
YKR010C	1.325
YKR053C	0.949
YJL042W	0.851
YLR110C	1.543
YGR038W	0.940
YGR238C	1.128
YJL160C	0.782
YKR019C	0.633
YJL070C	0.612
YLR390W-A	0.731
YGR040W	1.169
YGR239C	0.926
YJL213W	1.011
YKR023W	1.477
YFL013W-A	0.928
YJL078C	0.785
YLR439W	0.766
YGR050C	0.942
YGR248W	0.680
YKL096W-A	1.011
YKR027W	1.971
YFL014W	1.087
YJL094C	0.645
YLR442C	0.283
YGR053C	0.920
YGR250C	0.975
YKL115C	0.824
YKR028W	0.694
YFL019C	0.661
YJL101C	0.741
YLR455W	0.805
YLR423C	1.672
YLR437C	1.095
YLR453C	1.144
YNR061C	1.125
YER109C	0.958
YER121W	1.037
YER139C	1.120
YLR425W	1.152
YLR438W	1.128
YLR454W	1.060
YNR062C	0.849
YER110C	1.082
YER122C	1.167
YER140W	0.730
YLR426W	1.116
YLR441C	1.199
YLR456W	1.112
YMR194C-A	1.155
YNR063W	0.875
YER111C	1.093
YER123W	1.007
YER141W	0.940
YLR427W	1.003
YLR443W	1.205
YLR460C	0.960
YMR326C	1.057
YNR064C	0.923
YER113C	0.928
YER124C	0.954
YER142C	0.849
YLR428C	1.093
YLR444C	1.164
YLR461W	1.293
YNR032C-A	0.999
YNR065C	0.936
YER114C	0.920
YER128W	0.796
YER143W	1.001
YLR429W	1.346
YLR445W	0.994
YNR050C	0.829
YNR066C	0.946
YER115C	0.972
YER129W	1.162
YER145C	1.165
YLR431C	1.016
YLR446W	0.999
YML010C-B	1.286
YNR051C	1.189
YNR067C	0.766
YER116C	0.958
YER130C	0.981
YER149C	1.066
YLR432W	1.244
YLR447C	0.653
YML021C	1.064
YNR056C	0.935
YNR068C	0.909
YER117W	0.808
YER131W	2.087
YER150W	0.984
YLR433C	1.127
YLR448W	1.035
YML081C-A	1.092
YNR057C	0.883
YER101C	0.880
YER118C	0.813
YER132C	0.880
YER151C	1.041
YLR434C	1.074
YLR449W	1.049
YMR060C	1.011
YNR058W	0.745
YER103W	0.850
YER119C	0.590
YER134C	0.859
YER152C	0.931
YLR435W	1.106
YLR450W	1.135
YMR158C-B	0.885
YNR059W	0.888
YER106W	0.705
YER119C-A	0.792
YER135C	0.873
YER153C	0.913
YLR436C	0.811
YLR452C	1.161
YNR060W	0.847
YER108C	0.880
YER120W	0.957
YER137C	0.842
YER154W	1.034
YGR230W	1.234
YGR244C	1.207
YGR270W	0.571
YHR021W-A	0.943
YIR026C	0.752
YIR042C	1.043
YKR076W	0.795
YKR093W	1.042
YGR231C	1.172
YGR247W	1.076
YGR275W	1.088
YHR039C-B	0.318
YIR027C	0.683
YKL033W-A	0.999
YKR077W	1.025
YKR097W	1.112
YGR232W	1.105
YGR249W	1.210
YGR279C	0.690
YHR079C-B	0.910
YIR028W	0.865
YKL162C-A	1.056
YKR078W	0.928
YKR098C	27.332
YGR233C	0.962
YGR256W	1.228
YGR281W	0.927
YIL009C-A	0.934
YIR029W	1.115
YKR035W-A	1.229
YKR080W	0.650
YKR099W	0.850
YGR234W	1.041
YGR259C	1.043
YGR282C	1.088
YIR017C	0.778
YIR031C	0.957
YKR066C	0.796
YKR082W	0.861
YKR100C	0.860
YGR235C	1.241
YGR260W	1.126
YGR283C	1.058
YIR018W	0.578
YIR033W	1.029
YKR067W	0.907
YKR084C	0.849
YKR101W	0.672
YGR236C	1.285
YGR261C	0.550
YGR284C	0.857
YIR019C	0.954
YIR034C	0.842
YKR069W	0.904
YKR087C	1.113
YKR103W	1.253
YGR237C	1.119
YGR262C	1.161
YGR285C	1.211
YIR020C	1.003
YIR035C	0.788
YKR070W	1.019
YKR088C	1.175
YKR104W	1.062
YGR240C	0.745
YGR263C	1.327
YGR286C	1.128
YIR020W-B	0.685
YIR036C	0.924
YKR072C	0.927
YKR089C	1.524
YKR105C	1.069
YGR241C	1.019
YGR266W	0.960
YGR287C	1.045
YIR021W	0.927
YIR037W	1.079
YKR073C	0.725
YKR090W	0.983
YLL018C-A	0.891
YGR242W	0.850
YGR268C	1.072
YGR288W	0.957
YIR024C	0.784
YIR038C	0.739
YKR074W	1.041
YKR091W	1.366
YLR262C-A	1.041
YGR243W	1.003
YGR269W	1.077
YGR290W	1.210
YIR025W	0.668
YIR039C	0.967
YKR075C	0.986
YKR092C	1.284
YLR422W	1.246
YPL137C	1.241
YNL055C	0.778
YNL315C	0.814
YPR118W	1.168
YCR105W	0.805
YER091C-A	0.950
YFR041C	0.787
YFR057W	1.217
YBR020W	1.141
YNL059C	0.564
YNR033W	0.849
YPR133W-A	0.730
YCR106W	0.832
YER144C	0.770
YFR043C	0.937
YGR219W	1.096
YBR075W	1.123
YNL069C	1.072
YOL148C	0.819
YPR151C	0.787
YDL130W-A	0.857
YER188W	0.872
YFR044C	1.008
YGR220C	1.128
YDR417C	1.125
YNL086W	0.812
YOL151W	1.024
YCR090C	1.002
YDR363W-A	0.822
YFL034C-A	0.912
YFR045W	1.071
YGR221C	1.290
YFL033C	1.159
YNL089C	1.061
YOL152W	1.061
YCR091W	0.924
YDR525W-A	1.021
YFR032C	0.938
YFR046C	1.038
YGR222W	1.232
YFL063W	0.948
YNL096C	0.859
YPL158C	1.151
YCR092C	0.600
YDR535C	0.862
YFR032C-A	0.832
YFR047C	0.937
YGR223C	1.454
YJL103C	1.098
YNL109W	1.287
YCR094W	1.808
YDR536W	0.899
YFR033C	0.766
YFR048W	1.308
YGR224W	1.328
YML073C	1.191
YNL111C	1.019
YCR098C	1.029
YDR538W	1.067
YFR034C	0.877
YFR049W	0.969
YGR225W	1.149
YNL011C	1.074
YNL147W	0.860
YPR011C	1.398
YCR099C	1.006
YDR539W	0.808
YFR035C	0.982
YFR053C	1.054
YGR226C	1.243
YNL014W	0.961
YNL220W	0.701
YPR021C	0.955
YCR100C	1.110
YDR540C	1.008
YFR036W	0.995
YFR054C	1.046
YGR227W	1.535
YNL047C	1.012
YPR083W	0.965
YCR101C	0.795
YDR541C	0.841
YFR038W	0.895
YFR055W	0.929
YGR228W	0.842
YNL053W	1.233
YNL284C	0.868
YPR091C	0.981
YCR102C	0.967
YER039C-A	1.003
YFR040W	0.640
YFR056C	0.973
YGR229C	0.642
YNL095C	1.545
YNL125C	0.944
YDR502C	0.991
YFL013C	0.520
YGR273C	0.812
YIR032C	0.904
YOR274W	1.045
YNL097C	0.970
YNL130C	0.945
YDR506C	0.905
YFL016C	0.888
YGR276C	0.742
YIR043C	0.896
YOR275C	1.361
YNL099C	1.010
YAL024C	1.038
YDR512C	0.835
YGR289C	1.011
YIR044C	1.013
YOR276W	1.272
YNL100W	1.469
YBR299W	0.852
YDR515W	1.103
YGR122C-A	1.156
YGR291C	1.006
YJR003C	1.076
YOL155C	0.948
YNL104C	1.103
YCR107W	0.778
YER089C	1.030
YGR162W	0.941
YGR292W	1.106
YOR265W	0.887
YNL105W	1.199
YDR242W	0.947
YFL001W	1.135
YGR252W	0.479
YGR295C	0.885
YKL053C-A	1.066
YOR266W	1.009
YNL106C	1.285
YDR326C	1.087
YFL003C	0.924
YGR254W	0.988
YHR132W-A	0.794
YKR106W	0.853
YOR267C	1.179
YPL004C	1.268
YNL107W	1.187
YFL004W	0.639
YGR255C	1.074
YIL030C	1.014
YOR268C	1.103
YPL017C	1.302
YNL115C	1.115
YDR444W	0.935
YFL007W	0.904
YGR257C	1.155
YIL058W	0.831
YMR322C	1.124
YOR269W	0.815
YPL027W	1.080
YNL119W	1.383
YDR461W	0.232
YFL010C	0.702
YGR258C	1.035
YNL138W	0.889
YOR270C	0.097
YPL034W	1.049
YNL120C	0.984
YDR493W	0.865
YFL010W-A	0.765
YGR271W	0.870
YIR023W	0.968
YNL140C	0.634
YOR271C	0.964
YPL036W	1.247
YNL121C	1.156
YDR500C	11.478
YFL012W	0.783
YGR272C	0.533
YIR030C	0.873
YNL142W	1.109
YOR273C	0.967
YPL078C	1.104
YML066C	1.059
YOL153C	0.853
YPR050C	1.189
YBR150C	0.808
YBR301W	0.911
YCR067C	0.937
YFR013W	1.248
YNL074C	1.329
YML115C	0.872
YPL268W	0.554
YPR064W	1.061
YBR168W	0.956
YCL026C-A	0.718
YCR069W	0.776
YNL051W	0.850
YNL076W	1.081
YMR037C	1.054
YPR007C	0.965
YPR067W	0.935
YBR169C	0.892
YCR028C-A	0.817
YCR073C	0.904
YNL052W	1.036
YNL078W	0.893
YMR074C	0.772
YPR008W	0.809
YPR078C	1.057
YBR270C	1.143
YCR030C	0.967
YCR075C	0.838
YNL056W	0.627
YNL079C	0.946
YMR104C	0.781
YPR013C	0.933
YAR002C-A	1.208
YBR272C	1.082
YCR032W	0.844
YCR083W	1.346
YNL065W	1.611
YNL080C	1.097
YMR118C	0.965
YPR022C	1.000
YBR083W	0.792
YBR275C	1.103
YCR033W	0.998
YCR084C	0.641
YNL066W	1.060
YNL082W	1.509
YMR119W	1.171
YPR023C	0.757
YBR084C-A	1.147
YBR276C	1.114
YCR046C	1.045
YCR088W	1.203
YNL067W	1.272
YNL083W	1.258
YNR052C	0.644
YPR024W	0.926
YBR090C	1.196
YBR280C	1.082
YCR047C	0.542
YCR089W	0.937
YNL068C	1.469
YNL085W	1.347
YNR055C	1.192
YPR026W	1.007
YBR100W	0.891
YBR287W	1.123
YCR048W	1.142
YDL194W	1.440
YNL070W	1.192
YNL087W	1.067
YNR069C	0.936
YPR031W	0.938
YBR112C	0.457
YBR288C	0.501
YCR053W	0.905
YDR007W	0.956
YNL071W	1.181
YNL090W	1.354
YOL125W	0.822
YPR037C	0.888
YBR125C	1.029
YBR289W	1.268
YCR060W	0.722
YDR048C	1.070
YNL072W	0.839
YNL091W	0.995
YOL147C	0.837
YPR043W	0.881
YBR131W	0.238
YBR294W	1.107
YCR062W	1.037
YFR011C	1.069
YNL073W	0.793
YNL093W	26.565
YER155C	1.921
YER174C	1.193
YER186C	1.246
YMR064W	1.168
YMR077C	1.078
YMR089C	1.070
YOL087C	1.114
YOL101C	1.244
YER156C	1.419
YER175C	1.277
YER187W	1.180
YMR065W	1.209
YMR078C	1.573
YMR090W	1.173
YOL088C	1.169
YOL103W	1.256
YER158C	1.261
YER176W	1.174
YMR052C-A	1.083
YMR066W	1.163
YMR080C	1.020
YMR091C	0.880
YOL089C	1.268
YOL104C	1.146
YER161C	1.202
YER177W	1.047
YMR052W	1.046
YMR067C	1.220
YMR081C	0.961
YMR092C	1.123
YOL090W	1.307
YOL105C	1.117
YER162C	1.436
YER178W	1.126
YMR053C	1.031
YMR068W	1.057
YMR082C	1.035
YNR070W	1.085
YOL091W	0.739
YOL106W	1.319
YER163C	1.117
YER179W	1.304
YMR054W	1.167
YMR069W	1.136
YMR083W	1.074
YNR071C	0.917
YOL092W	0.982
YOL107W	0.889
YER164W	1.159
YER180C	1.000
YMR055C	0.865
YMR070W	1.199
YMR084W	0.850
YNR072W	0.933
YOL093W	1.018
YOL108C	0.984
YER166W	0.986
YER181C	0.986
YMR056C	0.906
YMR071C	1.000
YMR085W	0.885
YNR073C	0.838
YOL095C	0.874
YOL109W	0.913
YER167W	1.072
YER182W	0.838
YMR057C	0.802
YMR072W	0.836
YMR086C-A	1.004
YNR074C	0.833
YOL096C	0.803
YOL110W	0.876
YER169W	0.864
YER183C	0.827
YMR058W	0.914
YMR073C	0.898
YMR086W	0.696
YNR075W	0.800
YOL098C	0.715
YOL111C	0.611
YER170W	0.659
YER184C	0.724
YMR062C	0.650
YMR075C-A	0.629
YMR087W	0.732
YOL013W-A	0.763
YOL099C	0.682
YOL112W	0.731
YER173W	0.694
YER185W	0.806
YMR063W	0.796
YMR075W	0.812
YMR088C	0.817
YOL100W	0.708
YOL113W	0.776
YOL114C	1.277
YOL131W	1.097
YER090W	1.060
YHR016C	1.040
YLL044W	0.905
YLR039C	1.092
YMR306W	1.040
YNL250W	2.010
YOL115W	1.465
YOL132W	1.247
YER091C	0.619
YHR017W	1.204
YLL048C	1.074
YLR040C	1.037
YMR311C	0.922
YNL252C	0.982
YOL116W	1.374
YOL136C	1.139
YER092W	1.248
YHR032W	0.890
YLL049W	1.214
YLR041W	0.987
YMR312W	1.037
YNL279W	1.021
YOL117W	1.803
YOL137W	1.112
YER093C-A	1.354
YHR045W	1.163
YLL059C	0.926
YLR050C	2.018
YMR313C	1.106
YNL300W	0.972
YOL118C	0.659
YOL138C	0.898
YER095W	3.773
YHR064C	1.897
YLR030W	1.315
YLR052W	0.952
YMR315W	0.907
YNL316C	1.080
YOL119C	1.740
YBR232C	0.926
YER096W	0.975
YHR140W	1.325
YLR031W	1.046
YMR142C	1.397
YMR316C-A	1.328
YOL016C	0.985
YOL121C	1.040
YDR424C	0.947
YER097W	1.054
YHR162W	0.914
YLR032W	2.207
YMR158W	0.926
YMR316C-B	0.975
YOR096W	0.952
YOL122C	0.987
YEL011W	0.794
YER098W	0.975
YHR168W	0.939
YLR034C	1.125
YMR171C	1.185
YMR316W	0.941
YOL124C	1.213
YER064C	0.871
YGR134W	0.998
YHR181W	1.110
YLR035C	0.881
YMR181C	1.246
YMR317W	0.961
YOR317W	0.877
YOL126C	0.713
YER077C	0.652
YGR210C	0.755
YHR191C	1.427
YLR036C	0.790
YMR209C	0.934
YMR318C	0.872
YPL132W	0.715
YOL128C	0.867
YER078C	0.689
YHL024W	0.865
YHR193C	0.584
YLR037C	1.105
YMR271C	0.819
YMR319C	0.829
YPL134C	0.539
YOL129W	1.386
YER088C	1.181
YHL025W	0.938
YLL030C	0.865
YLR038C	0.691
YMR279C	0.994
YMR320W	0.845
YML070W	0.877
YML071C	1.037
YML102C-A	1.294
YML116W	1.311
YML131W	0.948
YMR106C	1.260
YMR123W	0.089
YFL015C	1.114
YFL034W	1.201
YML074C	1.036
YML102W	1.275
YML117W	1.637
YMR004W	0.938
YMR107W	1.065
YMR124W	0.994
YFL018C	1.267
YFL035C-B	1.293
YML090W	1.038
YML103C	1.018
YML117W-A	1.447
YMR095C	1.093
YMR109W	1.004
YMR125W	0.647
YFL020C	1.192
YFL036W	0.641
YML094W	1.074
YML104C	1.080
YML118W	1.132
YMR096W	0.996
YMR110C	1.200
YMR126C	0.866
YFL021W	0.937
YFL040W	1.088
YML095C	1.205
YML106W	1.012
YML119W	1.245
YMR097C	1.423
YMR111C	0.866
YMR127C	0.867
YFL023W	1.705
YFL041W	0.879
YML095C-A	0.761
YML107C	1.215
YML120C	1.084
YMR098C	1.170
YMR114C	1.186
YMR129W	1.310
YFL025C	1.530
YFL043C	1.380
YML096W	0.913
YML108W	0.818
YML121W	0.789
YMR099C	1.010
YMR115W	0.673
YMR130W	0.724
YFL026W	1.326
YFL044C	1.084
YML097C	0.806
YML109W	1.057
YML122C	1.092
YMR100W	1.051
YMR116C	1.437
YMR132C	1.085
YFL027C	1.273
YFL046W	1.142
YML099C	0.725
YML110C	0.870
YML123C	0.985
YMR101C	0.969
YMR119W-A	0.839
YMR133W	0.951
YFL028C	1.377
YFL047W	0.941
YML100W	0.758
YML111W	0.919
YML124C	0.734
YMR102C	0.777
YMR120C	0.329
YMR135C	0.567
YFL030W	1.085
YFL048C	0.859
YML100W-A	0.464
YML112W	0.680
YML128C	0.833
YMR103C	0.887
YMR121C	0.571
YFL006W	0.721
YFL031W	0.761
YFL049W	0.780
YML101C	0.837
YML113W	0.928
YML129C	0.043
YMR105C	0.809
YMR122C	0.632
YFL011W	1.249
YFL032W	0.667
YFL050C	0.932
YFL051C	0.858
YFL052W	1.212
YFL053W	1.241
YFL054C	1.162
YFL055W	1.407
YFL056C	0.993
YFR001W	1.205
YFR006W	0.988
YFR007W	0.972
YFR008W	0.954
YFR009W	0.824
YFR010W	1.156
YFR012W	1.150
YFR014C	1.247
YFR015C	1.068
YFR016C	0.889
YFR017C	1.007
YFR018C	1.290
YFR020W	0.823
YFR021W	0.611
YFR022W	0.713
YFR023W	0.912
YFR024C-A	0.770
YFR026C	1.097
YFR031C-A	1.260
YKL096W	1.226
YKL097C	1.286
YKL098W	1.245
YKL100C	1.294
YKL101W	1.407
YKL102C	0.786
YKL103C	1.002
YKL105C	0.823
YKL106W	0.878
YKL107W	0.649
YKL109W	1.087
YKL110C	0.998
YKL113C	1.710
YKL114C	1.318
YKL116C	1.348
YKL117W	1.005
YKL118W	0.276
YKL119C	0.265
YKL120W	0.891
YKL121W	0.534
YKL123W	1.011
YKL124W	0.634
YKL126W	1.515
YKL127W	1.043
YKL128C	0.982
YKL129C	1.292
YKL130C	1.064
YKL131W	0.874
YKL132C	0.743
YKL133C	0.520
YKL134C	0.903
YKL136W	1.077
YKL137W	0.606
YKL138C	0.906
YKL140W	1.226
YKL142W	0.978
YKL143W	0.983
YKL146W	0.976
YKL147C	0.726
YKL148C	0.839
YKL149C	0.913
YKL150W	0.658
YKL151C	0.682
YKL155C	1.417
YKL156W	0.747
YKL157W	0.894
YKL158W	1.249
YKL159C	1.339
YKL160W	1.318
YKL161C	1.304
YKL162C	1.353
YKL163W	1.124
YKL164C	1.107
YKL166C	0.888
YKL167C	1.149
YKL168C	1.145
YKL169C	1.185
YKL170W	0.843
YKL171W	1.286
YKL174C	1.204
YKL175W	1.186
YKL176C	0.702
YKL177W	1.071
YKL178C	0.947
YKL179C	0.983
YKL183W	0.927
YKL184W	0.951
YKL185W	0.890
YKL187C	0.777
YKL188C	1.093
YKL190W	1.231
YKL191W	0.876
YKL197C	0.907
YKL198C	1.019
YKL199C	1.062
YKL200C	1.148
