Plate,Row,Column,ORF,Name,Thiamethoxam,Actara,Acetamiprid,Mospilan,DMSO+Pyrrolidone,Confidor 
3,15,11,YDR171W,HSP42,-0.394,0.407,-0.146,-0.279,0.194,0.121
3,15,12,YDR066C,,-0.033,0.015,-0.377,-0.264,0.096,0.318
3,15,13,YDR169C,STB3,0.038,-0.681,-0.09,-0.135,0.294,0.133
3,15,14,YDR063W,,0.107,-0.139,0.436,0.088,0.294,0.464
3,15,15,YDR165W,TRM82,0.229,-0.336,0.139,-0.007,0.104,0.331
3,15,16,YDR061W,,0.11,-0.198,0.419,0.255,0.081,0.558
3,15,17,YDR163W,CWC15,0.296,-0.652,-0.095,-0.4,0.001,-0.587
3,15,18,YDR059C,UBC5,0.023,0.181,0.602,-0.066,0.038,-0.038
3,15,19,YDR162C,NBP2,-0.283,0.14,-1.121,-0.956,-0.125,-0.709
3,15,20,YDR058C,TGL2,-0.197,0.032,-1.586,-0.4,0.298,-0.213
3,15,21,YDR161W,TCI1,0.392,0.194,0.137,-0.131,0.575,0.386
3,15,22,YDR057W,YOS9,-0.083,-0.306,-0.38,0.042,0.281,-0.984
3,15,23,YDR159W,SAC3,0.097,-0.398,-0.216,-0.098,-0.221,-1.543
4,2,2,YER056C-A,RPL34A,0.283,0.254,-0.38,-0.022,-0.386,0.099
4,2,3,YER158C,,0.373,-0.162,0.109,0.09,-0.256,-0.091
4,2,4,YER056C,FCY2,-0.251,0.437,0.706,-0.154,-0.188,0.043
4,2,5,YER156C,,0.388,0.486,-0.191,-0.116,-0.564,-0.358
4,2,6,YER055C,HIS1,-0.236,0.273,-0.29,-0.578,-0.2,
4,2,7,YER155C,BEM2,0.49,0.757,-1.346,0.017,-1.168,-2.362
4,2,8,YER054C,GIP2,-0.202,0.146,0.772,0.064,-0.168,
4,2,9,YER153C,PET122,0.512,-1.317,2.57,0.202,0.735,
4,2,10,YER053C,PIC2,-0.239,0.19,0.933,0.041,-0.326,0.314
4,2,11,YER152C,,-0.064,-0.137,-0.103,-0.043,-0.15,0.144
4,2,12,YER052C,HOM3,-0.375,-0.445,-0.144,-0.285,-0.201,0.384
4,2,13,YER151C,UBP3,-0.385,-2.77,0.998,-0.311,-1.13,-1.295
4,2,14,YER051W,,-0.209,0.446,-0.254,-0.441,-0.355,0.112
4,2,15,YER150W,SPI1,-0.539,-0.731,0.098,-0.542,-0.455,0.025
4,2,16,YER049W,,0.44,-0.147,-0.478,0.03,-0.294,0.083
4,2,17,YER149C,PEA2,-0.282,-0.978,-1.138,-1.556,-0.542,0.218
4,2,18,YER048C,CAJ1,-0.453,-0.338,-0.108,-0.028,-0.635,0.085
4,2,19,YER145C,FTR1,-0.309,-0.292,-0.695,-0.505,-0.435,-0.155
4,2,20,YER047C,SAP1,-0.219,-0.187,0.266,-0.065,-0.428,0.138
4,2,21,YER144C,UBP5,-0.007,0.223,0.242,0.195,-0.462,0.406
4,2,22,YER046W-A,,-0.3,0.093,0.271,0.113,-0.637,0.119
4,2,23,YER143W,DDI1,-0.128,-0.2,0.201,-0.372,-0.317,0.452
4,3,2,YDR439W,LRS4,0.279,0.489,0.468,0.02,-0.226,-0.244
4,3,3,YEL013W,VAC8,0.281,-2.773,0.123,-1.447,-0.128,-0.645
4,3,4,YDR438W,,0.309,0.09,-1.784,-0.018,0.424,-0.303
4,3,5,YEL012W,UBC8,0.317,-0.129,1.116,-0.226,-0.4,-0.255
4,3,6,YDR436W,PPZ2,0.352,0.123,0.488,-0.423,-0.401,-0.381
4,3,7,YEL011W,GLC3,-0.536,0.438,0.975,-0.469,-0.338,-0.355
4,3,8,YDR435C,PPM1,-0.055,-0.27,-0.97,-0.463,0.326,-0.7
4,3,9,YEL010W,,-0.263,-0.043,0.752,-0.111,-0.208,0.23
4,3,10,YDR431W,,0.105,0.368,-0.151,-0.748,-0.339,0.481
4,3,11,YEL008W,,-0.428,0.137,0.15,-0.293,-0.179,-0.388
4,3,12,YDR430C,CYM1,-0.422,-0.328,-0.538,-0.119,-0.304,0.277
4,3,13,YEL007W,TOS9,-0.135,0.15,0.649,-0.289,0.296,0.395
4,3,14,YDR428C,,-0.327,-0.091,-0.659,-0.696,-0.629,0.16
4,3,15,YEL006W,,0.215,-0.092,0.101,-0.138,-0.009,0.165
4,3,16,YDR426C,,-0.265,0.289,-0.545,-0.33,-0.322,-0.203
4,3,17,YEL005C,VAB2,-0.344,0.154,0.004,-0.394,-0.276,0.36
4,3,18,YDR425W,SNX41,-0.262,-3.274,0.567,0.241,-0.374,-0.19
4,3,19,YEL004W,YEA4,-0.208,0.039,-0.208,-0.34,-0.342,0.028
4,3,20,YDR424C,DYN2,-0.138,0.106,0.132,-0.375,-0.485,-0.014
4,3,21,YEL003W,GIM4,0.015,0.216,-0.246,0.191,-0.496,-2.431
4,3,22,YDR423C,CAD1,0.512,0.215,0.468,0.022,-0.438,-0.005
4,3,23,YEL001C,,-0.211,-0.083,0.601,-0.056,-0.598,0.154
4,4,2,YER066W,,0.559,4.56,-1.036,0.131,0.491,-0.103
4,4,3,YER176W,ECM32,-0.346,4.4,-1.708,0.014,-0.151,-0.049
4,4,4,YER066C-A,,0.38,4.366,-0.881,0.052,-0.311,0.052
4,4,5,YER175C,TMT1,0.551,3.926,-0.203,0.54,0.387,0.766
4,4,6,YER065C,ICL1,0.598,3.812,-1.433,0.201,-0.446,0.025
4,4,7,YER174C,GRX4,0.397,4.168,-0.79,0.344,0.515,0.495
4,4,8,YER064C,,-0.248,3.886,-0.944,-0.034,-0.325,-0.022
4,4,9,YER173W,RAD24,-0.337,4.298,0.172,0.048,-0.274,0.013
4,4,10,YER063W,THO1,0.105,4.116,-0.906,0.283,0.666,-0.653
4,4,11,YER170W,ADK2,-0.361,4.475,-1.215,-0.679,0.164,-0.047
4,4,12,YER062C,HOR2,-0.284,3.954,-1.173,0.28,-0.412,0.07
4,4,13,YER167W,BCK2,0.062,4.555,-1.245,0.357,0.477,-0.427
4,4,14,YER061C,CEM1,0.122,0.889,0.235,0.475,-0.505,-0.355
4,4,15,YER166W,DNF1,-0.188,4.319,-0.117,-0.104,-0.391,-0.152
4,4,16,YER060W-A,FCY22,-0.293,4.174,0.214,0.355,0.478,0.636
4,4,17,YER164W,CHD1,-0.34,4.187,-0.336,0.224,-0.51,-0.198
4,4,18,YER060W,FCY21,0.022,4.549,-0.002,0.328,-0.395,0.085
4,4,19,YER163C,,0.11,3.904,-0.459,0.374,-0.58,0.003
4,4,20,YER059W,PCL6,0.028,0.889,-0.645,0.317,-0.637,-0.336
4,4,21,YER162C,RAD4,-0.075,4.687,-2.197,-0.268,0.564,-0.111
4,4,22,YER057C,HMF1,-0.073,4.466,-1.282,0.435,0.304,-0.304
4,4,23,YER161C,SPT2,-0.236,3.563,-0.292,-0.023,-0.499,1.134
4,5,2,YDR459C,,0.284,0.313,-0.305,0.052,0.187,0.225
4,5,3,YEL031W,SPF1,-0.629,0.323,-1.201,0.384,0.49,0.012
4,5,4,YDR458C,,0.33,0.082,0.757,0.13,0.583,0.236
4,5,5,YEL030W,ECM10,0.412,-0.04,-0.786,0.485,0.668,0.41
4,5,6,YDR455C,,-0.04,-0.417,-1.914,-1.34,-0.302,-1.353
4,5,7,YEL028W,,-0.409,0.079,-0.297,0.033,0.515,0.12
4,5,8,YDR453C,TSA2,-0.382,-0.03,-0.018,-0.4,0.493,0.171
4,5,9,YEL025C,SRI1,-0.381,0.283,0.144,-0.258,0.133,0.188
4,5,10,YDR452W,PPN1,-0.312,-0.407,0.071,0.016,0.598,0.375
4,5,11,YEL023C,,-0.311,0.098,0.001,-0.485,-0.483,0.25
4,5,12,YDR451C,YHP1,0.032,0.05,-0.049,-0.674,-0.423,-0.376
4,5,13,YEL020C,,-0.336,-0.011,-0.395,-0.247,-0.296,0.346
4,5,14,YDR447C,RPS17B,-0.458,0.22,0.27,0.035,0.255,0.12
4,5,15,YEL017W,GTT3,-0.337,0.022,-0.554,-0.253,-0.4,0.134
4,5,16,YDR446W,ECM11,-0.121,0.565,-1.668,-0.039,0.673,-0.001
4,5,17,YEL017C-A,PMP2,-0.367,0.241,0.823,-0.151,-0.122,0.579
4,5,18,YDR445C,,-0.395,-0.761,-1.062,-0.843,0.568,0.498
4,5,19,YEL016C,NPP2,-0.035,-0.307,0.432,-0.113,-0.322,-0.202
4,5,20,YDR441C,APT2,0.079,0.725,0.267,0.014,0.761,0.632
4,5,21,YEL015W,EDC3,0.174,-0.009,0.606,0.294,-0.196,0.291
4,5,22,YDR440W,DOT1,0.902,-3.032,-5.078,-1.205,0.75,0.174
4,5,23,YEL014C,,0.037,0.008,0.206,-0.09,0.547,0.078
4,6,2,YER079W,,0.363,0.069,0.443,-0.093,0.574,0.502
4,6,3,YER187W,,0.358,0.28,-0.386,-0.802,0.48,-0.01
4,6,4,YER078C,,-0.419,0.319,-0.384,-0.433,0.636,-0.346
4,6,5,YER186C,,0.189,0.253,0.578,-0.128,0.66,0.497
4,6,6,YER077C,,-0.673,0.031,-0.562,-0.372,0.655,0
4,6,7,YER185W,,-0.563,0.29,-0.497,-0.381,0.695,-0.076
4,6,8,YER075C,PTP3,-0.391,-0.123,-0.284,-0.077,0.56,-0.097
4,6,9,YER184C,,0.105,-0.084,0.927,-0.004,0.513,0.147
4,6,10,YER074W,RPS24A,-0.513,0.185,-0.888,-0.137,0.219,-0.095
4,6,11,YER183C,FAU1,-0.058,0.506,-0.209,-0.607,-0.24,0.477
4,6,12,YER073W,ALD5,-0.329,-0.049,-0.419,-0.21,-0.266,0.081
4,6,13,YER182W,FMP10,-0.271,0.237,0.936,-0.077,-0.396,-0.018
4,6,14,YER072W,VTC1,-0.198,0.798,-0.672,-0.265,-0.067,0.031
4,6,15,YER181C,,-0.235,-0.247,0.549,-0.532,0.577,-0.235
4,6,16,YER071C,,-0.266,-0.085,-0.439,0.087,-0.146,0.023
4,6,17,YER180C,ISC10,-0.432,1.036,0.297,-0.477,0.535,0.201
4,6,18,YER069W,ARG5-6,0.451,0.324,0.768,0.108,0.302,0.545
4,6,19,YER179W,DMC1,-0.054,0.654,-0.743,-0.487,0.622,0.659
4,6,20,YER067W,,-0.265,0.306,0.479,0.054,0.277,-0.071
4,6,21,YER178W,PDA1,-0.702,-0.302,0.046,-0.608,0.854,-0.379
4,6,22,YER067C-A,,-0.122,-0.039,-0.359,-0.103,-0.089,-0.879
4,6,23,YER177W,BMH1,-0.021,0.485,0.391,0.005,-0.364,-0.29
4,7,2,YDR480W,DIG2,0.258,0.001,0.474,0.057,0.399,0.642
4,7,3,YEL049W,PAU2,0.271,0.044,-0.709,-0.658,0.535,-0.303
4,7,4,YDR479C,PEX29,0.341,0.072,0.343,-0.107,0.38,0.687
4,7,5,YEL048C,,0.11,-0.029,0.495,0.111,0.448,-0.019
4,7,6,YDR476C,,0.185,-0.079,0.539,-0.038,0.481,0.775
4,7,7,YEL047C,,-0.326,-0.053,0.685,-0.028,0.548,0.167
4,7,8,YDR475C,JIP4,-0.271,-0.065,0.774,0.068,-0.242,-0.039
4,7,9,YEL043W,,-0.324,0.819,-1.162,-0.517,0.286,-0.416
4,7,10,YDR474C,,-0.164,0.269,-0.379,0.041,0.387,-0.192
4,7,11,YEL042W,GDA1,-0.217,0.124,-0.781,-0.405,-0.315,-0.548
4,7,12,YDR471W,RPL27B,-0.08,0.332,-0.161,0.041,-0.232,0.241
4,7,13,YEL041W,,-0.072,0.219,0.467,-0.224,0.613,0.603
4,7,14,YDR469W,SDC1,-0.03,-0.13,0.638,-0.105,0.241,-0.707
4,7,15,YEL040W,UTR2,-0.287,-0.066,-0.465,-0.679,0.404,0.147
4,7,16,YDR467C,,-0.137,-0.223,0.956,0.057,0.573,-0.233
4,7,17,YEL039C,CYC7,-0.27,0.069,0.453,0.142,0.031,-0.182
4,7,18,YDR466W,PKH3,-0.244,0.682,-0.943,-0.141,0.39,0.634
4,7,19,YEL038W,UTR4,-0.17,-0.148,0.669,0.017,0.41,0.126
4,7,20,YDR465C,RMT2,-0.427,-0.189,-0.056,-0.01,-0.239,0.303
4,7,21,YEL037C,RAD23,0.136,0.2,0.529,-0.007,0.368,0.091
4,7,22,YDR463W,STP1,0.08,-0.064,0.498,0.119,0.342,-0.23
4,7,23,YEL033W,,-0.158,-0.498,-0.115,0.074,-0.827,-0.18
4,8,2,YER092W,IES5,0.265,0.481,0.425,0.051,0.467,-0.148
4,8,3,YFL023W,BUD27,0.455,0.452,1.129,0.373,0.178,-1.249
4,8,4,YER091C-A,,-0.24,-0.093,0.374,0.053,0.43,0.157
4,8,5,YFL021W,GAT1,-0.202,-0.069,0.185,-0.048,0.353,0.314
4,8,6,YER091C,MET6,-0.429,-0.048,0.299,0.048,-0.168,-0.131
4,8,7,YFL020C,PAU5,-0.501,0.429,-0.516,-0.534,0.157,-0.112
4,8,8,YER090W,TRP2,-0.67,0.889,0.447,-0.748,0.167,-1.163
4,8,9,YFL019C,,-0.119,-0.031,0.544,-0.099,0.206,0.272
4,8,10,YER088C,DOT6,-0.157,-0.113,0.625,-0.16,-0.032,0.49
4,8,11,YFL018C,LPD1,-0.315,-0.484,-0.418,-0.125,0.46,-0.177
4,8,12,YER087C-A,,-0.215,0.117,-0.528,-0.196,0.627,0.349
4,8,13,YFL015C,,-0.231,-0.171,0.604,-0.126,0.34,-0.134
4,8,14,YER085C,,0.102,0.592,-0.57,-0.317,0.639,0.654
4,8,15,YFL014W,HSP12,-0.329,0.471,-1.084,-0.109,0.163,0.025
4,8,16,YER084W,,-0.22,-0.303,0.535,-0.032,0.216,0.533
4,8,17,YFL013W-A,,-0.213,0.731,-0.313,-0.33,0.416,-0.195
4,8,18,YER083C,RMD7,-0.358,-0.079,0.26,-0.423,-0.191,-0.046
4,8,19,YFL011W,HXT10,-0.343,0.825,-1.043,-0.533,0.649,-0.381
4,8,20,YER081W,SER3,-0.263,0.101,0.543,-0.011,0.582,0.211
4,8,21,YFL006W,,-0.174,0.443,-0.093,-0.264,0.679,-0.269
4,8,22,YER080W,FMP29,-0.209,0.433,0.434,0.273,0.471,0.075
4,8,23,YER188W,,-0.184,-0.058,-0.005,-1.012,-0.221,-0.207
4,9,2,YDR496C,PUF6,0.335,0.172,-0.033,-0.087,0.597,0.29
4,9,3,YEL065W,SIT1,0.296,-0.018,0.422,-0.144,0.333,0.702
4,9,4,YDR494W,RSM28,-0.922,0.285,-0.175,-0.164,0.458,-0.228
4,9,5,YEL064C,AVT2,0.401,-0.249,0.478,-0.046,0.442,0.019
4,9,6,YDR492W,IZH1,-0.363,-0.06,0.159,-0.214,0.65,0.461
4,9,7,YEL063C,CAN1,-0.25,-0.089,0.156,-0.111,0.462,0.858
4,9,8,YDR491C,,-0.28,-0.493,0.301,-0.054,0.23,0.137
4,9,9,YEL062W,NPR2,-0.128,-0.295,0.73,-0.945,0.324,-0.012
4,9,10,YDR490C,PKH1,0.08,0.037,1.157,0.094,0.445,0.37
4,9,11,YEL061C,CIN8,-0.077,-0.472,-1.714,0.034,0.382,0.278
4,9,12,YDR488C,PAC11,-0.271,0.105,-0.352,-0.668,0.376,0.367
4,9,13,YEL060C,PRB1,-0.234,-0.128,0.096,-0.05,0.439,0.34
4,9,14,YDR486C,VPS60,-0.055,0.209,-0.216,-0.557,0.497,-0.288
4,9,15,YEL059W,,-0.454,0.157,0.196,-0.252,0.723,0.703
4,9,16,YDR485C,VPS72,-0.216,-0.128,0.401,0.019,-4.437,-5.287
4,9,17,YEL057C,,-0.199,0.297,-1.589,-0.619,0.158,0.05
4,9,18,YDR483W,KRE2,-0.355,0.393,0.181,-0.233,0.63,0.429
4,9,19,YEL056W,HAT2,-0.347,-0.259,0.854,-0.039,0.258,-0.241
4,9,20,YDR482C,CWC21,0.049,-0.035,-0.18,-0.014,0.577,-0.107
4,9,21,YEL053C,MAK10,-0.201,0.457,0.068,-0.221,0.335,-0.458
4,9,22,YDR481C,PHO8,-0.221,0.21,0.422,-0.159,0.367,0.159
4,9,23,YEL052W,AFG1,-0.067,0.172,0.329,-0.03,0.627,-0.088
4,10,2,YER113C,,0.299,0.296,-0.246,-0.662,0.506,0.344
4,10,3,YFL036W,RPO41,0.287,-2.499,0.981,-0.125,0.875,0.854
4,10,4,YER111C,SWI4,0.297,0.233,-0.365,-0.088,-0.489,-1.602
4,10,5,YFL035C-B,,-0.133,-0.155,0.321,0.126,0.34,0.029
4,10,6,YER109C,FLO8,-0.441,-0.075,0.457,0.095,0.331,0.039
4,10,7,YFL034W,,-0.318,0.183,0.228,-0.708,0.519,-0.176
4,10,8,YER108C,,-0.348,-0.167,0.348,0.048,-0.049,-0.17
4,10,9,YFL034C-A,RPL22B,-0.173,-0.067,-0.744,-0.161,0.31,-0.119
4,10,10,YER106W,MAM1,-0.151,0.383,-0.467,-0.04,0.503,0.116
4,10,11,YFL032W,,-0.231,0.313,-0.095,-0.486,0.424,-0.429
4,10,12,YER101C,AST2,-0.218,-0.007,0.043,-0.361,0.237,-0.102
4,10,13,YFL031W,HAC1,-0.239,-0.132,-0.732,-0.13,-0.244,0.614
4,10,14,YER098W,UBP9,-0.307,0.239,-0.206,-0.341,0.52,-0.143
4,10,15,YFL030W,AGX1,-0.039,0.213,-0.609,-0.605,0.606,0.418
4,10,16,YER097W,,-0.317,-0.467,0.702,0.004,0.08,0.39
4,10,17,YFL028C,CAF16,-0.24,0.114,0.371,-0.367,0.603,0.517
4,10,18,YER096W,SHC1,-0.271,-0.248,0.317,0.025,-0.177,-0.103
4,10,19,YFL027C,GYP8,-0.365,0.119,-1.096,-0.622,0.484,0.022
4,10,20,YER095W,RAD51,-0.1,0.94,0.299,-0.361,0.02,0.462
4,10,21,YFL026W,STE2,0.035,-0.055,0.625,0.111,0.152,0.311
4,10,22,YER093C-A,,0.349,0.11,0.613,-0.185,0.607,-0.098
4,10,23,YFL025C,BST1,-0.086,0.973,-1.017,-0.509,0.565,-0.934
4,11,2,YDR512C,EMI1,0.096,0.093,-0.545,-0.23,0.574,0.317
4,11,3,YER010C,,0.291,-0.123,0.635,0.111,0.233,0.132
4,11,4,YDR511W,ACN9,0.368,0.534,0.351,-0.097,0.218,0.14
4,11,5,YER007W,PAC2,0.378,-0.243,0.476,0.033,0.261,-0.355
4,11,6,YDR509W,,0.525,-0.13,-0.12,-0.063,0.132,0.031
4,11,7,YER007C-A,RBF20,-0.525,-0.021,0.561,0.134,0.202,0.196
4,11,8,YDR508C,GNP1,-0.444,-0.339,-0.303,-1.142,0.271,-0.072
4,11,9,YER005W,YND1,-0.25,0.214,0.849,0.298,0.377,-0.113
4,11,10,YDR506C,,-0.239,0.294,-0.235,-0.615,0.534,0.551
4,11,11,YER004W,FMP52,-0.218,0.134,-0.065,-0.215,-0.129,-0.09
4,11,12,YDR505C,PSP1,-0.215,-0.48,0.222,0.037,-0.067,0.227
4,11,13,YER002W,NOP16,-0.289,0.134,0.044,-0.095,0.165,0.148
4,11,14,YDR504C,SPG3,-0.179,0.005,0.277,0.045,0.391,-0.198
4,11,15,YER001W,MNN1,-0.063,-0.052,0.731,0.087,0.447,0.653
4,11,16,YDR503C,LPP1,-0.277,-0.184,-0.537,0.058,0.379,0.42
4,11,17,YEL071W,DLD3,-0.277,0.025,0.747,-0.337,0.322,-0.28
4,11,18,YDR501W,PLM2,-0.267,-0.152,0.59,0.009,0.268,-0.143
4,11,19,YEL068C,,-0.094,0.446,0.412,-0.365,0.476,-0.166
4,11,20,YDR500C,RPL37B,-0.204,0.075,1.085,-0.593,0.556,0.851
4,11,21,YEL067C,,0.004,0.401,0.333,-0.574,0.34,0.183
4,11,22,YDR497C,ITR1,0.005,0.092,0.427,-0.078,0.22,-0.054
4,11,23,YEL066W,HPA3,-0.268,0.015,0.485,0.418,0.356,0.402
4,12,2,YER124C,DSE1,0.182,0.146,-0.285,-0.201,0.558,0.481
4,12,3,YFL051C,,0.248,0.298,0.382,-0.371,0.393,0.332
4,12,4,YER123W,YCK3,0.333,-0.073,0.173,-0.402,0.215,-0.015
4,12,5,YFL050C,ALR2,0.423,-0.01,0.57,0.016,0.336,0.037
4,12,6,YER121W,,-0.693,0.408,-0.743,-0.897,0.441,0.204
4,12,7,YFL049W,,-0.275,0.36,-2.6,-0.697,0.287,-0.653
4,12,8,YER120W,SCS2,-0.23,0.025,0.638,-0.558,0.03,-0.215
4,12,9,YFL048C,EMP47,-0.331,-0.058,-0.41,0.218,0.277,-0.089
4,12,10,YER119C-A,,-0.16,-0.726,-0.05,-4.134,3.696,0.064
4,12,11,YFL047W,RGD2,-0.319,0.238,0.077,-0.342,0.189,0.549
4,12,12,YER119C,AVT6,-0.008,0.141,-5.343,-0.5,0.569,0.35
4,12,13,YFL046W,FMP32,0.234,0.14,0.1,-0.033,0.506,0.272
4,12,14,YER118C,SHO1,-0.513,0.203,0.548,-0.823,0.768,0.286
4,12,15,YFL044C,YOD1,-0.22,0.305,-0.472,-0.588,0.709,0.401
4,12,16,YER117W,RPL23B,-0.126,0.247,-0.568,-0.701,0.517,0.403
4,12,17,YFL043C,,-0.048,-0.593,-0.963,-1.167,0.398,-0.159
4,12,18,YER116C,SLX8,-0.064,-0.021,0.177,-0.018,0.43,0.599
4,12,19,YFL042C,,-0.113,0.19,-1.004,-0.705,0.381,-0.543
4,12,20,YER115C,SPR6,0.001,-0.037,0.702,-0.293,0.444,-0.087
4,12,21,YFL041W,FET5,-0.065,0.202,0.479,-0.08,-0.012,0.134
4,12,22,YER114C,BOI2,-0.144,0.139,0.416,-0.276,0.111,0
4,12,23,YFL040W,,0.395,0.108,0.439,-0.137,-0.293,0.601
4,13,2,YDR528W,HLR1,0.219,0.133,0.049,0.194,0.169,0.858
4,13,3,YER032W,FIR1,0.281,-0.125,-1.009,0.122,0.09,0.047
4,13,4,YDR525W-A,SNA2,0.359,0.187,-0.717,-0.412,0.386,-0.487
4,13,5,YER031C,YPT31,-0.03,0.075,-0.606,0.153,0.244,0.001
4,13,6,YDR525W,API2,0.463,-0.274,-0.503,-0.018,0.22,-0.002
4,13,7,YER030W,,-0.254,0.011,0.226,-0.341,-0.28,0.259
4,13,8,YDR524C,AGE1,-0.258,-0.938,0.247,0.018,-0.359,0.085
4,13,9,YER028C,MIG3,-0.061,0.371,-0.321,-0.343,0.509,-0.225
4,13,10,YDR522C,SPS2,-0.341,0.395,-0.49,-0.355,0.503,0.473
4,13,11,YER027C,GAL83,-0.319,0.169,-0.805,-0.758,0.232,-0.174
4,13,12,YDR520C,,-0.302,0.025,0.838,0.152,0.431,0.601
4,13,13,YER024W,YAT2,-0.049,-0.751,0.741,-0.125,-0.084,0.386
4,13,14,YDR519W,FPR2,-0.064,-0.039,-0.039,0.038,0.28,0.253
4,13,15,YER020W,GPA2,-0.326,0.263,-0.166,-0.844,0.45,0.323
4,13,16,YDR517W,GRH1,-0.304,0.155,-0.037,0.162,0.393,-0.469
4,13,17,YER019W,ISC1,0.105,1.247,-0.243,-0.662,0.033,-1.332
4,13,18,YDR516C,EMI2,0.815,-0.029,-0.585,0.046,0.418,-0.206
4,13,19,YER019C-A,SBH2,-0.153,-0.019,-0.336,-0.016,0.411,0.416
4,13,20,YDR514C,,-0.002,0.255,0.079,-0.479,-0.175,-0.071
4,13,21,YER016W,BIM1,0.32,0.106,0.124,0.107,0.217,-0.315
4,13,22,YDR513W,TTR1,0.034,0.083,0.409,0.528,0.381,0.269
4,13,23,YER011W,TIR1,-0.152,0.428,-0.764,-1.27,0.425,-0.021
4,14,2,YER142C,MAG1,0.282,0.075,-0.099,0.257,0.005,0.238
4,14,3,YFR011C,,-0.552,0.459,-0.103,-0.522,0.327,-0.281
4,14,4,YER140W,,0.387,-0.04,0.477,-0.062,0.213,0.006
4,14,5,YFR010W,UBP6,0.446,-0.145,-1.414,0.267,0.191,0.279
4,14,6,YER139C,,-0.065,0.241,0.621,-0.1,0.134,-0.041
4,14,7,YFR009W,GCN20,-0.494,1.052,-1.8,-1.148,0.215,-0.766
4,14,8,YER137C,,-0.151,0.298,0.605,-0.098,0.012,0.019
4,14,9,YFR008W,FAR7,-0.202,0.237,-0.765,-0.14,0.508,0.453
4,14,10,YER135C,,-0.339,0.38,0.403,-0.862,-0.291,0.604
4,14,11,YFR007W,,-0.361,0.146,0.021,-0.709,0.276,0.155
4,14,12,YER134C,,-0.283,0.163,-0.248,-1.107,0.452,-0.303
4,14,13,YFR006W,,-0.373,0.501,-0.097,-0.952,0.03,-0.379
4,14,14,YER132C,PMD1,-0.361,0.078,0.819,-0.131,-0.117,0.086
4,14,15,YFL056C,AAD6,-0.203,0.299,0.155,-0.024,-0.318,0.046
4,14,16,YER131W,RPS26B,-0.388,-0.1,0.641,-0.628,0.315,0.612
4,14,17,YFL055W,AGP3,-0.348,0.236,-0.584,0.251,-0.231,0.339
4,14,18,YER130C,,0.685,0.271,-0.537,0.299,0.281,-0.005
4,14,19,YFL054C,,0.611,0.102,0.091,-1.455,0.437,-0.492
4,14,20,YER129W,PAK1,-0.2,-0.56,0.497,-0.079,0.258,0.447
4,14,21,YFL053W,DAK2,-0.11,0.199,0.075,-0.107,0.45,0.097
4,14,22,YER128W,,-0.172,0.043,0.279,0.339,0.271,0.132
4,14,23,YFL052W,,-0.225,0.004,-1.216,-1.101,0.355,0.475
4,15,2,YDR541C,,0.275,-0.599,-5.546,-0.615,-1.116,-0.833
4,15,3,YER046W,SPO73,0.332,-0.06,-0.734,0.023,0.039,0.404
4,15,4,YDR540C,,0.336,-0.192,-0.147,0.165,-0.081,0.182
4,15,5,YER045C,ACA1,0.372,-0.154,0.343,-0.304,-0.037,-0.037
4,15,6,YDR539W,,0.385,-0.256,-0.414,-0.272,-0.062,0.561
4,15,7,YER044C-A,MEI4,0.574,-0.27,0.197,-0.274,-0.07,0.505
4,15,8,YDR538W,PAD1,0.339,-0.089,0.436,-0.393,-0.035,0.466
4,15,9,YER042W,MXR1,-0.212,-0.546,-0.091,-0.018,-0.27,0.071
4,15,10,YDR537C,,-0.434,0.195,-0.286,-0.983,0.01,-0.837
4,15,11,YER039C-A,,-0.341,-2.559,0.206,-0.779,0.179,0.301
4,15,12,YDR536W,STL1,-0.212,0.058,0.315,-0.549,0.102,-0.114
4,15,13,YER041W,YEN1,-0.228,-0.251,0.704,-0.463,0.074,-0.031
4,15,14,YDR535C,,-0.322,-0.479,-0.519,-0.508,0.202,-0.461
4,15,15,YER039C,HVG1,-0.085,-0.353,0.62,0.045,-0.095,0.058
4,15,16,YDR534C,FIT1,-0.357,-0.385,-0.232,-0.399,-0.103,-0.018
4,15,17,YER038W-A,FMP49,0.085,0.158,0.276,0.367,-0.226,-0.098
4,15,18,YDR533C,HSP31,-0.256,0.045,0.019,-0.971,0.297,-0.188
4,15,19,YER035W,EDC2,-0.036,-0.181,0.038,-1.154,-0.162,-0.432
4,15,20,YDR532C,,-0.23,0.34,-0.147,-0.425,-0.977,-1.728
4,15,21,YER034W,,0.639,0.014,0.216,-0.19,0.366,0.15
4,15,22,YDR530C,APA2,-0.244,0.789,0.126,-1.348,0.484,0.133
4,15,23,YER033C,ZRG8,0.239,-0.374,-0.226,-0.105,0.053,-0.06
5,2,2,YGL215W,CLG1,-0.085,-0.098,-0.599,-0.397,0.071,-0.274
5,2,3,YGR051C,,0.338,0.883,-0.802,-5.416,0.22,-0.111
5,2,4,YGL214W,,0.021,-0.359,-0.488,0.167,0.303,0.628
5,2,5,YGR050C,,0.085,-0.236,-0.23,-0.873,0.438,-0.331
5,2,6,YGL213C,SKI8,-0.169,-0.677,-0.001,-0.376,0.299,-0.632
5,2,7,YGR049W,SCM4,0.398,-0.493,-0.371,0.036,0.416,0.154
5,2,8,YGL212W,VAM7,0.115,-0.268,-5.352,-1.832,0.436,-0.107
