ORF	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [2 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [4 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [6 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [8 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [10 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [14 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [2 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [4 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [6 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [8 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [10 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [14 d] | Piggott N~Nislow C, 2011
YDR324C	NaN	NaN	NaN	NaN	NaN	NaN	2.566	-0.248	-0.642	0.217	0.976	0.010
YDR325W	NaN	NaN	NaN	NaN	NaN	NaN	-1.005	-0.143	-1.037	-1.202	-1.027	0.346
YDR326C	0.808	-0.414	0.460	0.114	-0.060	0.204	NaN	NaN	NaN	NaN	NaN	NaN
YDR327W	NaN	NaN	NaN	NaN	NaN	NaN	0.546	-0.330	0.148	-1.126	-0.879	-1.104
YDR328C	NaN	NaN	NaN	NaN	NaN	NaN	-0.395	-0.396	-0.804	-1.702	1.085	-0.157
YDR329C	-0.979	-0.814	-3.582	0.184	-2.170	0.631	-0.855	-0.768	-0.547	-0.395	-0.573	-0.023
YDR330W	-0.898	1.144	-0.016	-0.990	0.209	-0.429	0.138	0.204	-0.326	-0.152	-0.036	-0.178
YDR331W	NaN	NaN	NaN	NaN	NaN	NaN	1.258	-1.184	0.129	0.882	-0.253	0.432
YDR332W	NaN	NaN	NaN	NaN	NaN	NaN	-0.475	-0.201	-0.265	0.492	0.468	-0.806
YDR333C	0.260	0.172	0.079	0.822	0.807	-0.910	-1.197	-0.764	0.710	-1.418	0.417	-0.876
YDR334W	-1.774	NaN	NaN	-0.557	0.038	NaN	-0.483	-0.447	-0.595	-0.622	0.667	-0.054
YDR335W	-2.932	NaN	NaN	-1.822	1.532	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YDR336W	-0.116	0.317	0.373	1.224	-0.565	0.586	1.171	0.351	0.374	-0.586	0.107	0.749
YDR337W	NaN	NaN	NaN	NaN	NaN	NaN	-2.374	0.075	-0.951	0.383	-0.884	0.192
YDR338C	-0.060	0.054	0.069	0.103	0.037	1.194	1.227	-0.067	-0.169	-0.826	-0.342	-0.185
YDR339C	NaN	NaN	NaN	NaN	NaN	NaN	-0.321	-0.278	0.636	-0.787	-0.028	-0.026
YDR340W	0.134	0.840	0.039	1.542	-0.243	2.095	0.548	-0.535	-2.004	-0.235	1.296	0.568
YDR341C	NaN	NaN	NaN	NaN	NaN	NaN	-1.456	-0.455	-0.391	-0.765	-2.523	-1.132
YDR344C	-0.305	-0.072	0.246	0.634	0.329	0.262	0.790	0.387	0.770	1.211	0.405	-0.715
YDR345C	0.230	-0.847	0.372	-0.008	0.336	1.043	-1.428	-2.209	1.376	0.868	0.830	1.137
YDR346C	3.414	0.949	3.001	2.579	2.170	1.889	0.294	-0.096	-0.262	-1.859	-0.234	-0.364
YDR348C	-1.024	1.805	0.801	0.731	-2.130	-0.722	-0.828	-1.205	-2.532	-1.239	-0.945	-0.286
YDR349C	-1.869	0.092	-0.135	0.131	-0.511	-1.287	-0.733	-1.736	-1.216	-0.561	0.209	-1.061
YDR350C	NaN	NaN	NaN	NaN	NaN	NaN	1.921	0.573	-0.376	-0.072	-0.398	0.631
YDR351W	-0.638	0.427	0.417	0.753	0.102	0.665	-1.361	0.754	0.362	0.827	0.641	-0.157
YDR352W	-0.494	-0.163	-0.770	-0.404	-0.489	0.038	-0.611	0.637	-0.026	-0.123	1.376	0.253
YDR353W	NaN	NaN	NaN	NaN	NaN	NaN	-0.420	-1.372	1.528	0.271	-0.103	-0.484
YDR354W	0.450	-0.023	0.642	-0.036	0.513	0.161	0.001	-1.661	-0.028	-1.652	-1.232	-1.466
YDR355C	NaN	NaN	NaN	NaN	NaN	NaN	-0.188	0.117	0.202	-0.473	0.258	-0.976
YDR356W	NaN	NaN	NaN	NaN	NaN	NaN	-1.795	0.037	-0.375	-0.889	0.668	-0.806
YDR357C	-0.103	-0.272	-0.485	0.260	-0.342	-0.121	-0.513	-3.662	-2.231	-0.831	2.729	1.423
YDR358W	0.547	-0.224	-0.260	-0.072	-0.228	0.175	NaN	NaN	NaN	NaN	NaN	NaN
YDR359C	-0.797	-0.314	0.071	NaN	0.468	NaN	-0.213	-0.324	0.029	-0.432	-0.091	0.041
YDR360W	-0.702	0.480	-0.328	0.077	-0.386	-0.408	-1.317	0.592	-0.557	0.169	-0.468	1.768
YDR361C	NaN	NaN	NaN	NaN	NaN	NaN	0.182	0.176	0.406	0.404	0.385	-0.923
YDR362C	NaN	NaN	NaN	NaN	NaN	NaN	1.293	0.145	0.212	0.144	1.440	1.796
YDR363W	NaN	NaN	NaN	NaN	NaN	NaN	-0.561	0.070	-0.489	-0.651	0.006	0.622
YDR363W-A	NaN	NaN	NaN	NaN	NaN	NaN	0.162	0.031	-0.308	-0.007	0.539	-0.154
YDR364C	NaN	NaN	NaN	NaN	NaN	NaN	-2.476	-0.704	-1.481	0.733	-0.675	-1.250
YDR365C	NaN	NaN	NaN	NaN	NaN	NaN	-0.213	0.566	-0.256	0.183	0.291	1.065
YDR367W	NaN	NaN	NaN	NaN	NaN	NaN	-0.532	-0.764	-0.220	0.209	-1.707	-1.151
YDR368W	-0.747	-1.430	-0.528	-0.323	0.255	-0.317	-0.598	0.113	0.207	-1.255	0.529	-0.585
YDR369C	NaN	NaN	NaN	NaN	NaN	NaN	1.173	-0.430	0.547	-0.817	-0.339	0.479
YDR370C	-0.332	-0.492	0.367	0.300	0.528	0.255	0.233	0.388	0.367	-0.646	-0.521	-0.949
YDR371W	-0.459	-0.481	-0.349	-0.600	-0.411	-0.116	0.426	-0.548	0.204	0.172	-0.596	-0.702
YDR372C	NaN	NaN	NaN	NaN	NaN	NaN	-0.720	0.122	0.991	-0.276	0.137	0.285
YDR373W	NaN	NaN	NaN	NaN	NaN	NaN	-0.901	-0.543	0.349	-0.107	-0.038	0.903
YDR374C	-0.533	0.002	-0.113	0.157	-0.787	-0.199	-0.335	1.423	-0.822	0.197	-1.314	0.887
YDR375C	0.474	2.433	2.000	NaN	0.626	NaN	-0.587	1.279	NaN	NaN	0.700	-0.236
YDR376W	NaN	NaN	NaN	NaN	NaN	NaN	-0.267	0.756	-0.487	-0.480	0.670	-0.061
YDR377W	NaN	NaN	NaN	NaN	NaN	NaN	-0.239	-0.319	0.418	-0.059	-0.596	-0.528
YDR378C	2.016	2.477	1.992	NaN	NaN	NaN	0.041	-0.181	0.696	-1.928	-0.176	-0.265
YDR379W	-0.283	-0.566	0.229	0.231	0.043	-0.490	-0.146	-0.393	0.445	0.437	0.119	-0.206
YDR380W	-0.671	-0.131	-0.854	0.137	0.763	-0.057	0.605	-0.949	-1.180	-0.564	0.862	0.868
YDR381W	NaN	NaN	NaN	NaN	NaN	NaN	-0.524	0.583	-0.469	-0.012	0.455	-0.348
YDR382W	NaN	NaN	NaN	NaN	NaN	NaN	0.426	-1.127	-1.332	-0.649	0.448	-0.241
YDR383C	0.031	-0.516	0.260	-0.390	0.122	0.005	-0.788	0.452	-1.460	0.356	0.505	-0.825
YDR384C	-0.442	0.029	-0.963	-0.530	-0.232	0.027	-1.909	0.812	3.294	NaN	-2.286	0.152
YDR385W	NaN	NaN	NaN	NaN	NaN	NaN	1.586	-0.116	-0.198	-0.133	-0.447	0.947
YDR386W	-1.963	-0.786	-1.354	-0.098	-0.430	-0.100	0.668	0.266	-0.673	0.145	-0.142	-0.089
YDR387C	0.239	0.445	0.445	0.763	-0.091	0.283	-0.004	-0.359	0.429	-0.149	0.380	0.790
YDR388W	0.027	-0.026	-0.749	NaN	-0.674	NaN	0.545	-0.291	1.171	-1.728	-0.786	-0.898
YDR389W	NaN	NaN	NaN	NaN	NaN	NaN	0.877	0.732	1.881	-0.368	-0.697	0.729
YDR390C	NaN	NaN	NaN	NaN	NaN	NaN	-0.444	0.389	1.235	1.256	0.597	0.905
YDR391C	-0.159	-0.498	-0.163	-0.275	-0.483	0.318	-0.904	-1.754	-0.348	-1.750	-0.389	-0.680
YDR392W	NaN	NaN	NaN	NaN	NaN	NaN	0.297	-0.459	-1.103	0.274	-0.548	0.649
YDR393W	NaN	NaN	NaN	NaN	NaN	NaN	-0.866	-0.571	0.537	0.280	0.124	0.226
YDR394W	NaN	NaN	NaN	NaN	NaN	NaN	-0.410	-1.814	-0.940	-2.787	-1.141	0.217
YDR395W	-1.421	-0.374	-0.984	-0.004	-0.593	1.276	-1.749	-0.255	-0.636	-0.184	-0.325	0.152
YDR396W	NaN	NaN	NaN	NaN	NaN	NaN	-1.328	-1.047	-0.134	-0.697	-0.076	0.739
YDR397C	NaN	NaN	NaN	NaN	NaN	NaN	0.885	-0.223	-0.262	-0.546	0.594	0.666
YDR399W	-0.071	0.569	0.365	0.267	0.386	0.280	0.228	1.001	-0.981	-0.142	1.015	0.089
YDR400W	-0.910	0.332	-0.513	0.446	-1.222	0.474	-2.623	0.390	-1.416	-2.116	-0.022	0.373
YDR401W	-0.312	-0.183	-0.828	NaN	-1.285	2.896	NaN	NaN	NaN	NaN	NaN	NaN
YDR402C	-0.917	-0.116	-1.324	0.232	0.127	0.194	NaN	-1.753	-2.640	-2.619	-1.804	-1.278
YDR403W	-0.218	0.067	-0.419	-0.605	0.081	-0.109	0.423	-0.762	0.006	-1.187	-1.590	0.192
YDR404C	NaN	NaN	NaN	NaN	NaN	NaN	-0.035	-1.543	0.852	-1.581	0.709	1.330
YDR405W	NaN	NaN	NaN	NaN	NaN	NaN	0.244	-1.007	-1.100	0.589	-1.295	-0.309
YDR406W	-0.657	0.448	-0.119	-0.396	-0.373	0.387	0.715	-0.302	0.167	-0.379	-0.232	-0.292
YDR407C	NaN	NaN	NaN	NaN	NaN	NaN	-0.031	-0.321	1.583	1.111	-0.009	0.473
YDR408C	NaN	NaN	NaN	NaN	NaN	NaN	-0.008	-1.005	0.949	1.013	-0.922	-2.289
YDR409W	-1.206	0.687	0.079	0.022	-0.011	0.182	-1.443	-1.435	-1.093	-1.741	-1.435	-0.187
YDR410C	NaN	NaN	NaN	NaN	NaN	NaN	0.363	-0.193	0.374	-0.397	0.212	-0.233
YDR411C	-0.012	-0.151	0.202	0.198	0.388	0.626	1.131	-1.365	-0.185	0.836	0.997	-2.073
YDR412W	NaN	NaN	NaN	NaN	NaN	NaN	0.804	-0.122	0.134	-1.357	-0.311	-1.456
YDR413C	NaN	NaN	NaN	NaN	NaN	NaN	-1.118	-1.979	1.128	-1.322	3.076	-0.441
YDR414C	-1.604	1.069	-1.311	-0.836	0.227	-2.439	-0.076	-0.688	0.592	0.495	-1.021	0.285
YDR415C	0.201	-0.389	-0.168	-0.077	-0.038	0.000	1.437	-1.112	0.779	-1.243	0.122	1.402
YDR416W	NaN	NaN	NaN	NaN	NaN	NaN	-0.027	-1.193	-0.291	0.177	-0.365	0.267
YDR418W	NaN	NaN	NaN	NaN	NaN	NaN	-1.464	NaN	3.094	-0.493	NaN	5.596
YDR419W	-0.618	0.062	0.015	0.214	-0.294	0.234	0.046	-0.320	0.132	0.015	0.084	0.334
YDR420W	0.162	-0.293	-0.768	0.345	-0.248	0.293	0.597	-0.249	0.057	-0.266	-1.146	-0.763
YDR421W	-1.449	-0.066	-0.661	0.591	-0.521	0.690	-0.334	-0.028	0.841	-0.060	0.066	0.243
YDR422C	-0.977	0.090	-0.412	0.208	-0.937	0.155	0.154	-1.206	-0.169	-0.541	-0.549	1.275
YDR423C	0.297	0.163	0.203	-0.333	0.211	0.482	0.024	-2.347	NaN	-4.607	-1.041	NaN
YDR424C	0.074	0.186	0.264	0.153	-0.162	0.450	0.326	-0.112	0.414	-0.474	-0.356	-0.837
YDR425W	-2.095	0.509	0.059	-0.108	-0.051	0.560	0.368	0.975	0.981	1.101	1.057	-0.192
YDR426C	-1.436	-0.461	-0.265	0.087	-0.023	0.657	-0.703	0.943	0.150	-0.895	-0.406	-0.463
YDR427W	NaN	NaN	NaN	NaN	NaN	NaN	1.444	0.398	1.575	0.645	0.134	0.407
YDR428C	-0.272	0.798	0.749	0.542	1.127	0.235	0.360	-0.956	-0.119	-1.044	0.399	1.329
YDR429C	NaN	NaN	NaN	NaN	NaN	NaN	-0.823	-0.919	-1.514	-0.235	-1.337	-0.184
YDR430C	0.895	-0.203	0.085	1.369	0.328	0.577	-0.684	0.724	0.129	-0.395	0.484	-0.116
YDR431W	-0.567	-1.146	-0.253	-0.147	-0.042	-0.140	0.469	0.639	-0.029	-0.155	0.777	0.368
YDR432W	NaN	NaN	NaN	NaN	NaN	NaN	0.271	0.042	-0.409	-0.387	1.259	-0.056
YDR434W	NaN	NaN	NaN	NaN	NaN	NaN	0.508	0.276	0.276	1.344	-0.271	0.031
YDR435C	-0.559	-1.218	-1.668	-0.143	-1.903	-2.148	-0.798	-0.599	-0.827	1.085	-1.498	-1.264
YDR436W	-0.581	-0.280	-0.109	0.366	0.006	0.174	NaN	NaN	NaN	NaN	NaN	NaN
YDR437W	NaN	NaN	NaN	NaN	NaN	NaN	-0.579	-0.262	-0.146	-0.305	-1.185	-2.211
YDR438W	-0.625	-0.468	-0.167	-0.216	-0.206	-0.227	-0.680	0.122	0.933	0.133	-1.256	0.136
YDR439W	NaN	NaN	NaN	NaN	NaN	NaN	0.651	0.396	-0.411	-0.161	-1.657	0.401
YDR440W	0.248	-0.047	0.099	-0.252	0.369	-0.349	-0.519	-0.577	0.254	0.161	-1.232	-0.021
YDR441C	-2.129	-0.842	0.100	-0.668	0.556	0.306	NaN	NaN	NaN	NaN	NaN	NaN
YDR442W	-1.345	-1.142	-4.366	NaN	NaN	NaN	-0.951	-1.341	-0.384	-0.856	0.599	-0.088
YDR443C	NaN	NaN	NaN	NaN	NaN	NaN	0.230	0.422	-0.127	-0.438	-0.194	-1.301
YDR444W	-0.706	-0.778	-0.332	0.186	-0.604	0.083	NaN	NaN	NaN	NaN	NaN	NaN
YDR445C	0.070	0.456	-0.387	0.029	-0.079	-0.368	-0.626	0.155	0.220	0.873	0.331	-0.410
YDR446W	0.209	-1.308	-0.325	0.080	-0.235	NaN	1.832	-0.587	0.974	0.644	0.270	0.900
YDR448W	NaN	NaN	NaN	NaN	NaN	NaN	0.012	1.088	0.662	0.338	0.214	0.593
YDR449C	NaN	NaN	NaN	NaN	NaN	NaN	0.013	-0.676	0.753	0.567	0.277	0.947
YDR450W	NaN	NaN	NaN	NaN	NaN	NaN	4.100	-0.767	1.835	NaN	-6.374	0.864
YDR451C	NaN	NaN	NaN	NaN	NaN	NaN	0.134	-0.729	-0.470	-0.475	0.719	-0.363
YDR452W	-0.772	-0.697	-0.191	-1.073	-0.550	0.745	NaN	NaN	NaN	NaN	NaN	NaN
YDR453C	-0.138	NaN	-1.725	NaN	0.969	-0.168	0.274	-0.158	-0.514	0.408	0.754	-0.487
YDR454C	NaN	NaN	NaN	NaN	NaN	NaN	-0.865	0.361	-1.193	-0.170	-1.456	0.202
YDR455C	NaN	NaN	NaN	NaN	NaN	NaN	-0.421	-0.840	-0.390	-0.627	-0.470	-0.653
YDR456W	NaN	NaN	NaN	NaN	NaN	NaN	1.335	-0.218	-0.562	0.607	-0.565	-0.763
YDR457W	NaN	NaN	NaN	NaN	NaN	NaN	0.543	0.080	0.095	0.225	0.708	0.321
YDR458C	-0.868	-0.751	0.397	0.337	-0.468	-0.126	-0.413	-0.967	0.404	0.443	-1.289	1.419
YDR459C	0.402	1.607	0.337	1.145	1.252	0.686	0.001	0.654	0.678	0.401	-0.583	-0.438
YDR460W	NaN	NaN	NaN	NaN	NaN	NaN	-0.887	0.669	0.322	0.138	-0.498	-0.129
YDR461W	0.008	-0.842	0.192	0.502	-0.002	0.343	NaN	NaN	NaN	NaN	NaN	NaN
YDR462W	NaN	NaN	NaN	NaN	NaN	NaN	0.734	-0.381	-0.598	-0.130	-0.223	0.220
YDR463W	NaN	NaN	NaN	NaN	NaN	NaN	-0.553	0.116	0.052	-0.289	0.463	-0.057
YDR464W	NaN	NaN	NaN	NaN	NaN	NaN	-0.824	-0.536	0.144	-0.079	0.663	0.819
YDR465C	-0.378	0.260	-0.466	0.860	-0.386	NaN	-0.441	-0.095	-0.307	0.157	-0.901	0.086
YDR466W	0.613	0.382	0.040	0.669	-0.244	0.021	-0.927	-0.303	0.010	-0.975	-0.455	-0.393
YDR467C	0.589	0.946	0.537	0.027	-0.701	-0.675	-0.445	-0.701	-0.154	0.019	-1.024	-1.084
YDR468C	NaN	NaN	NaN	NaN	NaN	NaN	-0.539	-0.141	-1.827	-0.593	-0.618	-0.210
YDR469W	NaN	NaN	NaN	NaN	NaN	NaN	0.008	-1.095	-1.729	1.135	-2.476	1.053
YDR470C	NaN	NaN	NaN	NaN	NaN	NaN	1.190	1.672	0.380	1.924	-1.069	2.293
YDR471W	NaN	NaN	NaN	NaN	NaN	NaN	0.676	0.730	-0.976	-0.395	3.152	0.431
YDR472W	NaN	NaN	NaN	NaN	NaN	NaN	-1.073	-0.635	-2.650	1.237	0.120	-0.282
YDR473C	NaN	NaN	NaN	NaN	NaN	NaN	-1.209	-1.082	-0.391	-0.474	-0.323	0.392
YDR475C	-0.211	-0.549	0.327	0.150	0.914	-0.562	-0.804	-1.465	-2.007	-2.185	-1.137	-0.101
YDR476C	0.311	0.219	0.178	0.327	1.506	-0.322	0.385	-0.258	0.785	0.812	-0.589	0.292
YDR477W	NaN	NaN	NaN	NaN	NaN	NaN	-0.838	0.158	-0.064	-0.639	-0.949	-0.362
YDR478W	NaN	NaN	NaN	NaN	NaN	NaN	0.102	0.192	0.706	0.216	0.294	-0.084
YDR479C	0.877	1.718	-0.152	0.516	0.025	-0.429	0.255	0.261	0.239	-0.345	-0.030	-0.073
YDR480W	0.162	0.187	0.548	-0.528	0.333	0.585	0.608	0.052	-0.156	-1.099	-0.223	0.631
YDR481C	-0.367	0.772	-0.716	0.141	-0.109	0.187	-0.212	3.098	2.356	-1.562	-6.877	2.056
YDR482C	-0.025	0.605	0.728	0.297	0.742	0.062	0.045	-0.338	0.418	-0.554	0.294	-0.706
YDR483W	-1.806	-1.952	-2.229	0.358	-0.676	-0.113	NaN	NaN	NaN	NaN	NaN	NaN
YDR484W	NaN	NaN	NaN	NaN	NaN	NaN	-0.142	0.534	0.618	-0.710	0.773	-0.351
YDR486C	-0.483	-1.213	0.172	-1.477	0.089	-0.288	0.390	1.247	0.651	-0.404	0.180	0.569
YDR487C	NaN	NaN	NaN	NaN	NaN	NaN	-1.660	-0.675	0.855	1.016	1.475	2.072
YDR488C	-1.278	0.640	-0.568	-2.237	-0.452	-0.568	1.041	0.008	-0.912	0.710	0.512	0.269
YDR489W	NaN	NaN	NaN	NaN	NaN	NaN	-0.652	-0.764	0.066	-0.090	0.490	0.491
YDR490C	0.555	-0.247	0.417	-0.226	0.687	0.295	-0.396	0.191	0.489	0.246	0.132	-0.537
YDR491C	-0.177	0.046	0.660	0.178	-0.011	-0.486	0.309	0.236	1.063	0.255	-0.048	0.182
YDR492W	-0.794	-0.065	-0.589	0.735	-0.403	0.004	-0.547	-0.492	-0.346	-0.150	-1.181	-0.321
YDR493W	0.032	0.653	0.627	1.452	0.601	-0.348	NaN	NaN	NaN	NaN	NaN	NaN
YDR494W	0.647	NaN	-3.251	NaN	0.143	NaN	-0.461	-0.438	0.634	0.324	0.013	0.554
YDR495C	NaN	NaN	NaN	NaN	NaN	NaN	-1.119	-0.726	-0.435	0.099	-0.778	-0.275
YDR496C	NaN	NaN	NaN	NaN	NaN	NaN	0.520	0.180	0.527	0.970	0.255	0.099
YDR497C	-0.225	0.231	-0.758	-0.730	-0.081	-0.959	0.104	0.042	-0.321	0.241	-0.932	0.613
YDR499W	NaN	NaN	NaN	NaN	NaN	NaN	-0.041	-0.477	0.099	0.981	-0.497	-0.848
YDR500C	NaN	NaN	NaN	NaN	NaN	NaN	-3.109	NaN	-0.442	0.415	-0.842	0.928
YDR501W	-0.661	1.028	0.058	-0.611	0.576	-0.393	NaN	NaN	NaN	NaN	NaN	NaN
YDR502C	0.245	0.065	0.727	-0.154	-0.065	0.107	NaN	NaN	NaN	NaN	NaN	NaN
YDR503C	0.630	-0.240	-0.737	0.182	0.442	-0.311	-1.058	-0.452	0.299	-1.067	-0.269	0.441
YDR504C	-0.151	-0.335	0.830	-0.378	0.339	0.317	0.456	-0.265	-0.145	-0.505	-0.210	1.094
YDR505C	-1.433	-0.967	0.045	-0.032	0.178	0.354	-1.381	0.931	-0.813	-0.034	-0.818	1.068
YDR506C	0.386	0.215	0.157	0.737	-0.034	0.512	NaN	NaN	NaN	NaN	NaN	NaN
YDR507C	-1.872	-1.068	-1.207	NaN	-0.888	NaN	-0.541	-0.167	-0.477	-0.921	-1.060	-0.251
YDR508C	0.577	-0.296	-0.759	-0.441	-0.395	-0.471	-0.366	-0.898	-2.963	-3.217	-2.184	-1.271
YDR509W	-0.903	0.558	-0.426	-0.750	0.456	-0.169	-0.938	-1.761	-0.264	-0.554	-0.328	0.018
YDR510W	NaN	NaN	NaN	NaN	NaN	NaN	-0.122	-0.421	-0.189	0.086	0.199	-0.339
YDR511W	0.807	-0.538	0.790	0.255	-0.470	-0.055	0.037	-0.426	-0.230	0.516	-0.496	0.445
YDR512C	NaN	NaN	NaN	NaN	NaN	NaN	-0.095	-0.258	0.271	-0.984	-0.658	-0.072
YDR513W	-0.106	0.178	0.020	-0.275	0.741	-0.461	-0.096	0.467	-0.341	-0.037	-0.078	-0.935
YDR514C	-0.158	-0.487	0.187	-0.019	-0.012	0.053	0.058	-0.284	0.472	-0.287	-0.737	0.183
YDR515W	0.502	0.311	0.257	0.358	0.303	0.132	NaN	NaN	NaN	NaN	NaN	NaN
YDR516C	NaN	NaN	NaN	NaN	NaN	NaN	-2.019	0.384	3.861	-0.539	0.732	-0.655
YDR517W	-0.368	-0.286	-0.443	-0.521	0.231	-0.069	0.262	0.206	0.234	-0.087	-0.083	-0.088
YDR519W	0.030	0.540	-0.400	0.802	0.637	0.977	0.009	-1.049	-0.813	0.853	1.090	0.116
YDR520C	-2.002	-0.083	-1.218	-2.742	-0.889	0.498	-0.477	-0.521	-0.254	-0.194	0.177	0.461
YDR521W	NaN	NaN	NaN	NaN	NaN	NaN	0.079	-0.027	-0.273	0.310	0.468	0.380
YDR522C	-0.293	-0.367	0.357	-0.084	0.037	0.019	0.054	0.475	0.180	0.004	-0.572	-0.537
YDR523C	0.221	1.087	0.058	-0.162	0.400	0.067	1.224	0.863	0.818	0.484	0.796	-0.238
YDR524C	-0.064	0.135	1.178	-0.443	1.032	-0.445	0.717	0.782	0.765	-0.565	-2.263	0.700
YDR525W	NaN	NaN	NaN	NaN	NaN	NaN	-0.807	-0.373	-0.332	0.631	-0.539	0.048
YDR525W-A	-0.758	-1.068	-1.179	-0.191	0.154	-0.485	-0.442	0.473	-0.539	0.583	-0.335	-0.695
YDR527W	NaN	NaN	NaN	NaN	NaN	NaN	-0.192	0.133	-0.069	0.870	-0.239	0.417
YDR528W	-0.059	0.019	-1.485	NaN	0.357	-0.620	-0.822	0.757	-0.144	1.539	0.935	0.674
YDR529C	NaN	NaN	NaN	NaN	NaN	NaN	1.144	0.038	0.169	0.798	0.421	-0.082
YDR530C	0.680	0.004	-0.566	-0.070	-0.306	-0.338	-0.478	-0.404	0.861	-0.232	0.334	0.823
YDR531W	NaN	NaN	NaN	NaN	NaN	NaN	-0.474	0.559	-1.521	-0.908	-2.546	-1.110
YDR532C	NaN	NaN	NaN	NaN	NaN	NaN	-0.105	-0.306	-1.123	-0.621	-2.231	-0.933
YDR533C	NaN	NaN	NaN	NaN	NaN	NaN	0.280	-0.019	0.335	0.228	-0.224	0.176
YDR534C	-0.168	-0.491	-0.423	-0.185	0.424	0.366	0.766	0.094	0.230	-1.287	-0.087	0.013
YDR535C	0.082	-0.537	-0.708	-0.404	-0.257	0.103	-0.391	-0.440	-1.325	-0.251	-0.736	-0.199
YDR536W	NaN	NaN	NaN	NaN	NaN	NaN	0.560	-0.143	0.462	-0.631	-0.531	1.702
YDR537C	0.149	-0.338	0.525	0.652	-0.141	0.189	1.020	-0.330	0.386	0.501	0.378	0.555
YDR538W	0.358	0.020	-0.186	0.305	-0.268	1.358	0.318	-1.314	0.730	-0.127	0.093	-1.150
YDR539W	-0.108	-0.717	-0.035	0.028	0.114	0.122	-0.280	-0.060	0.073	-0.511	0.374	0.310
YDR540C	NaN	NaN	NaN	NaN	NaN	NaN	0.486	2.127	0.368	-0.275	-1.670	0.906
YDR541C	-0.564	-0.083	-0.107	0.219	0.164	-0.462	-0.031	0.134	0.173	0.005	0.258	0.647
YEL001C	-0.235	-0.188	-0.275	-0.446	0.092	-0.162	0.812	-0.393	1.170	-1.056	0.318	-0.342
YEL002C	NaN	NaN	NaN	NaN	NaN	NaN	-1.312	-0.186	0.591	-0.220	0.192	-0.169
YEL003W	NaN	NaN	NaN	NaN	NaN	NaN	-0.140	-1.781	1.139	-1.946	1.051	-0.828
YEL004W	0.235	1.444	-0.019	-0.257	-0.104	-0.086	-0.712	1.146	0.834	2.741	1.622	0.250
YEL005C	0.745	0.764	0.128	-0.573	0.849	-0.848	NaN	NaN	NaN	NaN	NaN	NaN
YEL006W	-0.803	-0.071	-0.230	-1.854	0.462	-0.364	-0.832	-1.888	-1.713	-1.363	-0.734	-0.211
YEL007W	-0.304	0.672	-0.753	-0.494	2.308	1.122	0.506	-0.975	-2.067	-1.417	0.091	0.321
YEL008W	0.140	0.202	-0.176	-0.468	-0.175	-0.209	0.340	0.494	-0.476	0.467	-0.891	-0.381
YEL009C	-3.026	NaN	NaN	NaN	-0.645	-4.899	0.158	-1.080	-0.268	0.620	0.252	0.078
YEL010W	-0.015	-0.369	-0.296	-0.485	0.239	-0.243	-0.547	-0.337	0.729	-0.688	0.988	-0.016
YEL011W	-0.098	0.271	0.127	-0.399	-0.137	-0.599	-0.742	-0.093	0.137	0.778	0.226	0.312
YEL012W	-1.532	0.034	-0.251	1.397	-0.611	1.262	-1.233	-0.348	-0.583	0.175	-1.005	-0.370
YEL013W	-0.841	NaN	-0.163	-3.196	2.806	NaN	-1.376	0.151	0.641	-0.856	1.421	-0.714
YEL014C	-0.566	-0.323	-0.051	-0.262	-0.519	-0.176	1.098	-1.545	-1.153	-0.793	-0.058	-0.082
YEL015W	-0.807	0.267	0.543	-0.024	-0.027	-0.637	0.364	0.340	1.775	-0.123	1.085	1.179
YEL016C	-0.069	0.093	-0.394	-0.135	-0.069	0.007	-0.735	0.210	-1.443	-0.426	-0.884	0.546
YEL017C-A	-0.079	-0.316	-0.116	-0.621	-0.426	-0.331	-0.624	-0.958	0.553	-2.463	-0.432	-0.961
YEL017W	-0.278	0.514	0.174	-1.470	0.641	0.319	0.259	-0.983	0.353	0.713	-2.621	-2.209
YEL018W	-0.246	0.367	0.858	-0.228	0.450	0.948	-1.901	0.516	-0.217	-0.205	0.412	0.745
