ORF	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [2 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [4 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [6 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [8 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [10 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [14 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [2 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [4 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [6 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [8 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [10 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [14 d] | Piggott N~Nislow C, 2011
YMR306W	0.174	0.083	0.097	0.130	0.610	0.397	0.308	-0.243	0.384	-0.067	-0.526	0.249
YMR307W	NaN	NaN	NaN	NaN	NaN	NaN	0.315	-0.144	-0.367	0.021	-0.962	0.174
YMR308C	NaN	NaN	NaN	NaN	NaN	NaN	0.428	0.081	-0.018	-0.212	-0.547	-0.676
YMR310C	0.387	-0.224	-0.150	-0.213	-0.949	-0.043	-0.527	-0.133	-0.851	-1.062	-0.909	0.492
YMR311C	-0.539	-1.264	0.214	-0.506	-0.568	-0.371	-0.090	0.747	-0.526	-0.897	-0.225	-0.746
YMR312W	NaN	NaN	NaN	NaN	NaN	NaN	0.735	0.399	-0.325	-0.482	0.035	-0.120
YMR313C	-0.841	-0.404	0.429	-2.068	-0.566	-0.106	0.165	0.746	0.837	0.743	1.058	0.619
YMR314W	NaN	NaN	NaN	NaN	NaN	NaN	1.795	2.643	0.877	-0.493	-0.213	1.438
YMR315W	0.058	1.064	0.204	0.321	0.550	0.432	0.169	-0.384	-0.274	-0.157	0.017	-0.612
YMR316C-A	-0.950	0.002	-1.343	0.186	0.199	0.167	-0.724	1.650	-1.908	-1.467	0.415	1.760
YMR316C-B	-0.116	-0.475	-0.352	0.629	-0.164	-0.380	-0.318	0.044	-0.084	-0.545	-0.129	-0.080
YMR316W	1.081	-0.426	0.159	0.125	0.552	-0.356	0.461	0.901	0.415	-0.804	1.093	0.379
YMR317W	0.038	-0.258	0.134	0.101	0.113	0.083	0.634	-1.086	0.326	-0.174	-0.077	-0.107
YMR318C	-0.304	0.136	-0.007	-0.056	-0.115	-0.528	0.775	0.345	0.415	-0.633	0.461	-0.051
YMR319C	0.604	0.477	-0.727	-0.456	-0.419	-0.211	-1.352	0.541	0.485	0.789	-0.053	0.394
YMR320W	-0.256	-0.384	0.199	0.367	-0.535	0.523	0.460	0.259	-0.093	-0.651	-0.345	-0.686
YMR322C	0.700	0.052	-0.020	0.271	0.329	0.365	-0.167	0.748	0.383	-0.464	0.073	0.164
YMR326C	0.174	0.387	0.142	0.633	0.185	0.530	1.254	1.413	-1.049	-0.782	0.104	-0.361
YNL001W	NaN	NaN	NaN	NaN	NaN	NaN	-0.690	1.187	-0.845	-0.031	0.122	-0.115
YNL002C	NaN	NaN	NaN	NaN	NaN	NaN	-0.182	-0.487	-0.546	0.696	-1.857	0.818
YNL003C	NaN	NaN	NaN	NaN	NaN	NaN	-0.535	-0.882	-1.272	0.535	-0.492	0.262
YNL004W	1.221	0.525	0.295	0.200	1.092	0.467	NaN	NaN	NaN	NaN	NaN	NaN
YNL006W	NaN	NaN	NaN	NaN	NaN	NaN	1.643	3.326	-0.072	-1.421	3.775	3.144
YNL007C	NaN	NaN	NaN	NaN	NaN	NaN	0.424	0.406	-2.333	-1.809	-2.135	1.930
YNL009W	0.106	0.138	-0.195	0.211	0.626	0.155	0.482	-0.147	-0.258	0.117	-1.000	-0.523
YNL010W	0.005	-0.937	-0.233	-0.124	0.005	0.222	0.772	1.086	0.010	-0.570	-1.041	0.050
YNL011C	0.078	0.714	0.528	0.640	0.695	1.178	NaN	NaN	NaN	NaN	NaN	NaN
YNL012W	0.316	-0.061	-0.128	0.858	0.189	0.749	NaN	NaN	NaN	NaN	NaN	NaN
YNL013C	0.024	0.379	0.360	0.361	0.015	0.474	-1.535	NaN	0.933	0.899	NaN	-0.748
YNL014W	0.668	-0.357	-0.741	1.317	-0.439	2.226	NaN	NaN	NaN	NaN	NaN	NaN
YNL015W	NaN	NaN	NaN	NaN	NaN	NaN	0.440	1.224	1.715	1.715	0.089	-0.077
YNL016W	-1.064	-0.074	-1.151	0.940	-3.798	-0.821	0.069	-0.932	0.203	-1.553	1.234	0.126
YNL020C	-0.062	0.359	-0.134	0.226	-0.220	0.120	-0.410	-0.173	0.363	-0.166	0.107	0.328
YNL021W	NaN	NaN	NaN	NaN	NaN	NaN	0.176	-1.756	0.679	-0.331	-0.515	-1.134
YNL022C	0.279	0.415	-0.049	1.395	0.111	0.661	-0.303	0.309	0.332	-0.250	0.419	-0.381
YNL023C	-0.009	-0.363	0.176	0.668	-0.621	0.106	NaN	NaN	NaN	NaN	NaN	NaN
YNL024C	NaN	NaN	2.475	NaN	0.843	0.362	0.790	-0.176	0.665	0.082	0.467	-1.265
YNL025C	0.486	-0.995	-1.624	0.184	-1.998	-2.291	-0.303	-0.092	-0.699	0.048	-0.482	-0.755
YNL026W	NaN	NaN	NaN	NaN	NaN	NaN	-0.220	-0.646	-0.562	-0.708	-0.200	0.333
YNL027W	-0.016	0.077	0.492	-0.562	0.146	-0.281	0.268	-0.801	0.012	-0.647	1.269	-0.963
YNL028W	NaN	NaN	NaN	NaN	NaN	NaN	-2.663	3.933	0.997	-0.122	-1.332	-1.597
YNL029C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.054	-1.620	NaN	-0.839	2.116
YNL030W	NaN	NaN	NaN	NaN	NaN	NaN	2.722	1.807	-0.261	1.682	0.292	0.613
YNL031C	-0.053	0.121	-0.131	0.524	-0.518	NaN	-0.114	0.672	0.306	-0.091	-0.552	0.398
YNL032W	0.073	-1.152	-0.121	-1.553	-1.264	-0.901	0.422	-0.679	1.322	1.166	-0.218	0.317
YNL034W	-0.266	-0.487	-0.434	-0.483	-0.147	-0.707	0.317	0.447	0.282	0.506	0.841	-0.411
YNL035C	-0.148	-0.205	-0.443	-0.691	-0.301	0.101	1.301	0.815	-0.202	0.082	-0.231	-0.240
YNL037C	NaN	NaN	NaN	NaN	NaN	NaN	0.353	-0.398	0.473	-0.040	0.075	-0.883
YNL038W	NaN	NaN	NaN	NaN	NaN	NaN	0.842	0.764	0.564	0.399	0.137	0.166
YNL041C	NaN	NaN	NaN	NaN	NaN	NaN	0.356	0.014	0.432	0.594	0.760	0.614
YNL042W	NaN	NaN	NaN	NaN	NaN	NaN	-0.537	-0.418	0.218	0.903	-0.661	-0.352
YNL043C	0.458	0.687	0.397	0.267	0.916	0.246	NaN	-0.809	0.488	-0.371	-0.012	NaN
YNL044W	-0.236	0.221	-0.676	0.196	0.432	-0.423	0.466	0.212	0.520	0.451	0.161	-0.045
YNL045W	0.395	0.167	0.106	-0.099	0.224	0.266	-0.517	0.010	1.155	0.249	-0.171	-0.692
YNL046W	-0.618	NaN	-1.472	NaN	-2.963	NaN	-0.118	-0.061	-0.105	0.240	-0.942	-0.644
YNL047C	-0.277	-0.169	-0.000	0.038	0.207	0.091	NaN	NaN	NaN	NaN	NaN	NaN
YNL049C	0.168	0.051	-0.288	0.003	-0.121	-0.443	0.062	0.184	0.509	0.681	-0.006	0.346
YNL050C	NaN	NaN	NaN	NaN	NaN	NaN	0.107	-0.565	-0.009	1.112	-0.321	-0.232
YNL051W	NaN	NaN	NaN	NaN	NaN	NaN	0.771	1.207	0.961	-0.146	0.901	2.050
YNL052W	0.691	0.721	0.309	-0.376	0.225	0.054	0.724	-0.538	-1.181	0.819	0.166	-0.775
YNL053W	-0.647	-0.508	0.071	0.303	0.342	-0.024	NaN	NaN	NaN	NaN	NaN	NaN
YNL054W	0.179	-0.020	-3.016	-0.727	-2.751	-1.487	0.460	0.627	0.135	-0.874	0.206	0.098
YNL056W	0.573	0.844	1.578	0.376	0.956	0.648	0.337	1.211	1.311	0.660	1.044	0.957
YNL057W	0.526	-0.149	-0.120	0.401	-0.751	0.356	0.178	0.841	1.008	0.096	-0.779	0.855
YNL058C	-0.417	-0.755	-0.396	-0.870	-0.083	-0.781	-0.599	-0.504	0.363	-0.237	0.067	0.482
YNL061W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.656	-2.038	4.550	6.176	0.559
YNL062C	NaN	NaN	NaN	NaN	NaN	NaN	1.353	-0.062	-0.263	-1.082	-1.783	-2.549
YNL063W	-0.066	0.372	-0.004	0.376	-0.108	0.462	-0.512	-0.912	-0.005	0.274	0.410	-1.086
YNL064C	NaN	NaN	NaN	NaN	NaN	NaN	0.433	0.455	-0.764	-0.613	-0.492	1.646
YNL065W	0.112	-0.408	0.010	0.622	-0.150	0.058	0.095	-0.189	0.829	0.150	0.374	0.643
YNL066W	0.244	0.295	0.087	0.877	0.516	0.277	-1.198	0.428	0.269	0.038	0.327	0.461
YNL067W	1.675	-0.688	2.171	0.858	2.105	0.910	-0.255	-0.508	-1.883	0.221	-0.254	1.895
YNL068C	1.042	0.035	-0.009	-0.219	0.596	-0.336	-0.014	1.987	1.868	1.159	1.330	0.627
YNL069C	NaN	4.197	3.513	1.941	4.208	0.832	NaN	NaN	NaN	NaN	NaN	NaN
YNL070W	0.564	0.931	0.247	-0.253	-3.712	-1.033	-0.651	-0.785	-0.878	-0.173	0.577	-0.958
YNL071W	0.351	0.397	0.100	0.091	0.451	-0.228	-0.759	0.190	1.043	0.415	-0.163	0.852
YNL072W	-0.007	-0.273	0.514	0.005	0.697	-0.036	0.961	1.539	0.301	0.885	0.629	0.280
YNL073W	NaN	NaN	NaN	NaN	NaN	NaN	-0.754	0.477	0.405	1.541	0.363	0.006
YNL074C	-0.589	-0.738	-0.245	-0.210	0.331	-0.087	-0.014	-1.135	0.066	0.192	-0.043	1.372
YNL075W	NaN	NaN	NaN	NaN	NaN	NaN	2.226	-0.858	-0.386	2.045	2.057	-0.385
YNL076W	0.237	-0.037	0.252	0.183	0.585	0.269	1.169	-0.233	-0.355	-0.094	-0.513	0.806
YNL077W	0.329	-0.134	0.679	1.615	1.455	1.358	-0.368	-1.126	0.511	-0.267	0.374	-1.673
YNL078W	-0.205	0.057	-0.207	-0.258	-0.126	-0.175	0.471	-0.446	0.572	-0.239	-0.203	-0.182
YNL079C	NaN	NaN	NaN	NaN	NaN	NaN	0.247	-0.401	-0.217	-0.391	-0.297	-1.134
YNL080C	NaN	NaN	NaN	NaN	NaN	NaN	-0.902	-0.930	0.227	-1.216	-0.386	-1.514
YNL081C	NaN	NaN	NaN	NaN	NaN	NaN	-1.040	-0.409	-1.168	-0.994	-0.381	-0.751
YNL082W	-0.148	-0.353	0.101	-0.458	-0.240	-0.251	0.503	0.017	-1.012	-0.440	-0.713	-0.431
YNL083W	0.190	-0.190	0.376	0.689	0.230	0.027	NaN	NaN	NaN	NaN	NaN	NaN
YNL084C	NaN	NaN	NaN	NaN	NaN	NaN	0.759	-0.022	0.932	0.478	-0.020	0.370
YNL085W	-0.133	0.744	0.395	0.887	0.293	0.590	1.138	0.566	0.141	0.002	-0.607	-0.145
YNL086W	0.231	-0.467	-0.103	0.126	0.151	0.231	NaN	NaN	NaN	NaN	NaN	NaN
YNL087W	0.440	0.528	-0.078	0.134	-0.052	-0.026	-0.440	0.146	0.676	0.184	-0.199	-0.730
YNL088W	NaN	NaN	NaN	NaN	NaN	NaN	-0.065	1.144	0.374	0.075	-0.006	0.487
YNL089C	0.942	0.941	-1.138	0.556	-0.505	0.469	-0.001	0.452	0.946	-0.095	-0.952	-0.699
YNL090W	0.180	-0.312	0.248	0.496	-0.203	0.022	0.786	0.180	-0.004	0.914	-0.342	-0.547
YNL091W	-0.590	2.118	-0.590	0.605	0.325	-1.722	1.551	-1.160	-0.206	0.749	0.330	0.151
YNL092W	0.312	-0.034	0.148	0.446	0.069	0.038	1.087	0.110	-0.025	1.026	1.090	0.447
YNL093W	0.023	-0.724	0.045	0.252	0.229	0.393	0.501	-0.096	0.064	-1.311	0.354	0.023
YNL094W	0.395	0.361	0.240	0.281	-0.154	NaN	-0.629	-0.961	-1.039	-1.691	-1.061	-1.498
YNL095C	-0.221	-0.224	-0.482	0.030	0.010	0.115	-0.219	-0.135	0.049	0.290	-0.903	-0.027
YNL096C	-0.791	NaN	2.613	NaN	3.116	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YNL097C	0.810	0.322	NaN	NaN	NaN	-0.346	0.167	0.834	1.072	1.340	0.372	-0.589
YNL098C	0.604	0.466	-0.213	-0.738	-2.047	-1.878	0.202	-0.469	-0.565	-0.448	0.841	-1.003
YNL099C	0.436	1.245	1.441	0.692	0.614	0.290	-0.278	-0.087	0.477	0.048	-0.112	-0.457
YNL100W	0.217	0.095	-0.031	0.095	0.631	0.154	-3.449	-1.351	0.222	-2.257	-2.449	-2.745
YNL101W	0.121	-0.250	-0.141	1.117	-0.253	1.737	1.579	0.781	0.125	-0.343	0.438	0.589
YNL102W	NaN	NaN	NaN	NaN	NaN	NaN	-0.408	-0.731	0.323	1.251	0.140	0.337
YNL104C	1.453	0.424	1.271	1.163	0.217	0.765	-1.366	1.162	0.789	0.381	-0.243	-0.394
YNL105W	1.227	0.172	0.652	-0.076	-0.467	-0.320	0.616	-0.635	0.058	0.038	-0.282	0.971
YNL106C	0.530	0.042	0.151	-0.622	-0.582	-0.185	0.283	1.031	-0.218	-0.005	0.476	-0.825
YNL107W	NaN	NaN	NaN	NaN	NaN	NaN	0.787	0.809	0.938	-0.196	-0.449	1.041
YNL108C	-0.204	-0.315	-0.230	0.334	-0.107	-0.029	0.533	-0.730	0.328	-0.392	0.131	0.691
YNL109W	-0.414	0.049	0.193	0.619	2.300	1.441	NaN	NaN	NaN	NaN	NaN	NaN
YNL110C	NaN	NaN	NaN	NaN	NaN	NaN	1.422	3.014	0.399	-1.257	-2.303	1.231
YNL111C	0.226	-0.025	-0.247	0.919	0.505	0.101	NaN	NaN	NaN	NaN	NaN	NaN
YNL113W	NaN	NaN	NaN	NaN	NaN	NaN	1.647	-0.486	0.571	1.309	-0.662	-1.410
YNL114C	NaN	NaN	NaN	NaN	NaN	NaN	0.460	1.098	0.256	-0.041	0.824	-0.001
YNL115C	1.630	1.794	1.230	2.281	1.446	1.631	1.134	0.166	-0.384	-0.483	-0.273	-0.301
YNL116W	-0.150	-0.568	0.296	0.077	-0.016	-0.467	0.091	-0.381	-1.105	0.231	-0.137	-0.155
YNL117W	0.322	0.223	-0.191	0.141	-0.326	-0.235	-1.569	0.436	-0.358	0.088	-0.301	-0.184
YNL118C	NaN	NaN	NaN	NaN	NaN	NaN	-0.039	-1.659	-0.116	-1.070	0.166	0.211
YNL119W	NaN	NaN	NaN	NaN	NaN	NaN	1.633	1.167	-0.429	-0.744	-0.056	0.688
YNL120C	NaN	NaN	NaN	NaN	NaN	NaN	0.172	-0.112	-0.167	0.379	0.674	0.314
YNL121C	0.665	-0.557	0.204	0.026	0.160	0.022	0.680	0.046	1.732	-0.958	1.137	0.199
YNL122C	0.125	-0.089	-0.027	-0.009	-0.357	0.217	-0.731	0.398	0.099	-0.141	0.077	1.016
YNL123W	-0.012	0.096	0.399	0.157	-0.372	-0.155	-0.693	0.227	-1.120	-0.357	-0.877	-0.500
YNL124W	NaN	NaN	NaN	NaN	NaN	NaN	-0.586	-0.255	0.022	-1.578	1.216	-0.270
YNL125C	0.032	0.123	0.286	-0.032	-0.047	-0.486	-0.321	-0.435	-0.758	-1.157	-0.827	-0.569
YNL126W	NaN	NaN	NaN	NaN	NaN	NaN	1.588	0.959	0.450	-0.070	0.473	-2.468
YNL127W	-0.540	-0.943	-0.676	-0.563	-2.805	-2.636	-1.164	-0.493	-0.266	-0.706	-1.727	-0.864
YNL128W	-0.181	-0.729	0.291	0.292	-0.282	-0.273	0.198	-0.338	0.592	-0.168	-0.001	-0.767
YNL129W	0.160	-0.787	0.015	-0.033	0.035	0.070	-0.545	-0.217	0.744	-0.582	-0.023	-0.797
YNL130C	0.812	-0.228	-0.309	0.411	0.130	-0.373	0.072	0.470	0.084	0.140	0.938	-0.222
YNL131W	NaN	NaN	NaN	NaN	NaN	NaN	0.125	-0.705	-0.885	0.375	0.328	-0.818
YNL132W	NaN	NaN	NaN	NaN	NaN	NaN	-0.608	-0.432	-0.215	-0.060	-2.121	-0.360
YNL133C	NaN	NaN	NaN	NaN	NaN	NaN	-0.353	-0.182	-1.359	0.029	-0.090	0.406
YNL134C	0.038	-0.092	-0.191	-0.149	-0.488	-0.063	-0.264	-1.170	-0.014	-0.823	-0.360	-1.306
YNL135C	-0.680	-0.441	0.751	-0.759	1.070	NaN	1.405	2.202	0.123	0.446	-0.343	0.879
YNL136W	0.327	NaN	1.071	NaN	-0.707	NaN	0.526	-0.098	0.074	0.838	-1.281	0.466
YNL137C	NaN	NaN	NaN	NaN	NaN	NaN	-0.600	0.438	0.257	0.130	0.635	-0.100
YNL138W	NaN	NaN	NaN	NaN	NaN	NaN	0.036	-0.033	-0.236	0.062	-0.183	0.412
YNL139C	NaN	NaN	NaN	NaN	NaN	NaN	-1.382	0.530	0.830	-0.281	-0.155	-0.347
YNL140C	NaN	NaN	NaN	2.938	2.108	-3.074	-0.102	-0.315	0.927	-0.648	-0.101	-0.263
YNL141W	-0.415	-0.098	0.088	-0.481	-0.371	-0.091	NaN	-2.533	NaN	-1.255	-0.747	-1.702
YNL142W	0.146	-0.080	-0.288	1.176	-0.326	0.744	0.829	0.277	-0.391	0.642	0.344	-0.464
YNL143C	-0.480	0.104	-0.465	-0.121	-0.122	-0.402	NaN	NaN	NaN	NaN	NaN	NaN
YNL144C	-0.182	-0.037	-0.019	-0.210	0.443	-0.197	-0.247	-0.099	-0.690	-1.835	-1.253	-0.003
YNL145W	0.342	0.157	-0.504	0.024	-0.118	-0.188	0.913	0.483	0.540	-0.551	0.068	-1.037
YNL146W	-0.122	0.328	-0.041	-0.015	-0.206	-0.554	0.363	-0.377	0.127	-0.475	0.945	-0.489
YNL148C	1.799	7.167	0.530	NaN	-0.872	-2.810	0.073	-0.985	-1.298	-1.244	0.040	-0.826
YNL149C	NaN	NaN	NaN	NaN	NaN	NaN	0.166	-0.489	0.168	0.355	-0.263	-0.102
YNL150W	NaN	NaN	NaN	NaN	NaN	NaN	0.038	-1.159	-0.560	-0.695	-0.630	0.143
YNL151C	NaN	NaN	NaN	NaN	NaN	NaN	-0.971	-0.568	-0.317	-0.311	0.218	-0.431
YNL152W	NaN	NaN	NaN	NaN	NaN	NaN	0.462	0.683	0.902	0.267	-0.635	-0.692
YNL153C	NaN	NaN	NaN	NaN	NaN	NaN	0.621	0.285	-0.062	-1.297	0.375	0.190
YNL154C	-1.503	0.616	0.820	-0.012	0.825	0.146	0.012	0.186	-0.589	1.276	-0.671	-0.826
YNL155W	-0.740	-0.914	-0.650	0.349	-1.378	0.265	NaN	NaN	NaN	NaN	NaN	NaN
YNL156C	NaN	NaN	NaN	NaN	NaN	NaN	-0.010	-0.097	-0.390	0.261	0.157	-1.166
YNL157W	0.804	0.149	-0.146	0.009	-0.394	-0.005	-1.112	-0.568	0.169	-0.683	0.916	-0.359
YNL158W	NaN	NaN	NaN	NaN	NaN	NaN	0.098	-0.388	0.006	0.450	-0.440	-0.063
YNL159C	-0.282	0.221	-0.126	-0.056	0.326	-0.590	0.057	-0.514	0.121	0.358	-0.181	-0.714
YNL160W	-0.593	-0.605	-0.397	0.106	-0.241	-0.123	-0.232	-0.902	-0.857	0.082	0.734	0.334
YNL161W	NaN	NaN	NaN	NaN	NaN	NaN	-0.320	-1.182	0.549	-0.436	0.965	0.388
YNL163C	NaN	NaN	NaN	NaN	NaN	NaN	1.226	0.089	-0.285	-0.043	-0.329	-1.111
YNL165W	NaN	NaN	NaN	NaN	NaN	NaN	-1.406	-0.395	-0.458	-0.115	-0.983	0.218
YNL166C	NaN	NaN	NaN	NaN	NaN	NaN	0.072	0.046	0.883	-0.328	-0.614	-0.879
YNL167C	NaN	NaN	NaN	NaN	NaN	NaN	0.009	-0.418	0.047	0.545	-0.186	-0.012
YNL168C	-0.524	0.302	-0.578	-0.598	-0.572	-0.563	-0.446	-0.131	-0.172	-1.577	-0.312	-1.087
YNL169C	NaN	NaN	NaN	NaN	NaN	NaN	-2.507	2.724	0.523	2.430	-1.822	1.282
YNL170W	NaN	NaN	NaN	NaN	NaN	NaN	1.206	-0.280	-0.247	-0.755	1.162	0.636
YNL171C	NaN	NaN	NaN	NaN	NaN	NaN	-0.330	0.053	-1.194	-0.282	-0.601	-0.172
YNL172W	NaN	NaN	NaN	NaN	NaN	NaN	0.309	-1.018	-1.323	0.402	-1.218	-1.068
YNL173C	-0.431	-1.089	0.042	0.017	-0.865	-0.247	-0.030	-0.699	-0.001	0.664	-0.302	0.304
YNL175C	-0.039	1.590	-0.765	2.255	0.533	0.117	-0.257	0.198	-0.006	-0.128	0.573	-0.067
YNL176C	-0.470	-0.415	-0.311	-0.062	0.308	0.490	-0.282	-0.288	-1.411	-0.351	-1.016	-0.602
YNL177C	NaN	NaN	NaN	NaN	NaN	NaN	-0.037	0.062	0.444	-0.060	-0.470	-0.740
YNL178W	NaN	NaN	NaN	NaN	NaN	NaN	0.635	-0.343	-1.725	-0.503	-0.222	0.726
YNL179C	-0.283	2.120	-0.807	-1.146	-0.398	0.111	-0.068	-0.728	-0.657	-0.778	0.096	-0.149
YNL180C	NaN	NaN	NaN	NaN	NaN	NaN	-1.092	-0.711	0.758	-0.919	0.756	-0.101
YNL181W	NaN	NaN	NaN	NaN	NaN	NaN	-0.395	-0.607	-0.662	-0.331	0.053	-0.308
YNL182C	NaN	NaN	NaN	NaN	NaN	NaN	-0.670	-0.788	-0.883	0.181	-0.802	-0.234
YNL183C	0.943	2.666	0.278	0.873	0.326	-0.660	0.166	0.333	0.296	0.682	0.116	0.805
YNL184C	NaN	NaN	NaN	NaN	NaN	NaN	1.011	0.309	-0.282	-0.803	-1.605	-0.466
YNL185C	NaN	NaN	NaN	NaN	NaN	NaN	0.362	0.315	-0.144	-0.536	-2.034	-0.835
YNL187W	-0.883	0.148	-0.280	0.078	0.078	0.590	-1.786	-0.358	-1.783	-0.520	-1.289	-1.823
YNL188W	NaN	NaN	NaN	NaN	NaN	NaN	0.438	1.382	1.761	0.515	-0.027	1.562
YNL189W	NaN	NaN	NaN	NaN	NaN	NaN	-1.650	-0.839	-1.112	0.454	-0.923	-1.212
YNL190W	0.292	-0.188	-0.269	-0.143	0.318	-0.917	-0.314	0.123	0.529	-0.147	-0.327	-0.217
YNL191W	0.116	0.135	-0.242	-0.005	-0.498	-0.445	0.380	-0.479	-0.611	-0.229	-0.084	0.464
YNL192W	NaN	NaN	NaN	NaN	NaN	NaN	0.349	-1.277	-1.099	-0.160	-0.601	-0.719
YNL193W	-0.104	0.762	-0.412	0.131	0.426	0.405	-0.112	-0.492	0.231	-0.171	-0.237	-0.032
YNL194C	0.581	-0.256	0.519	-0.462	0.253	-0.097	-0.747	-0.561	0.435	-0.096	-0.178	0.648
YNL195C	0.125	0.648	-0.401	0.267	0.400	0.116	0.384	-0.159	-0.814	0.042	-0.192	0.318
YNL196C	-0.042	-0.948	2.365	NaN	0.372	1.190	0.015	0.462	-2.078	0.780	0.512	1.057
YNL197C	1.328	1.347	1.369	0.061	1.511	0.973	2.065	1.693	0.244	1.285	0.788	0.375
YNL198C	-0.384	1.003	0.463	0.203	0.782	0.430	-0.510	0.209	0.790	-0.082	0.759	0.115
YNL199C	NaN	NaN	NaN	NaN	NaN	NaN	-0.321	-0.164	-0.002	0.247	0.525	0.681
YNL200C	-0.456	0.260	0.133	0.041	-0.047	-0.114	-0.221	-0.556	0.489	0.098	1.049	-0.864
YNL201C	-0.086	-0.656	-0.560	-0.067	-0.092	-0.294	-1.120	-1.058	0.396	-0.781	0.827	0.748
YNL202W	0.082	0.187	-0.428	-0.218	-0.548	-0.156	-0.346	1.609	-0.093	-0.418	0.475	-0.487
YNL203C	1.934	0.590	1.008	1.078	2.369	1.490	1.132	-0.207	-0.726	-0.612	0.968	0.661
YNL204C	2.686	0.974	1.471	2.574	1.081	0.657	-0.910	-0.535	-0.173	-0.236	0.501	0.357
YNL205C	0.746	-0.257	0.875	0.770	0.252	NaN	0.432	0.379	-0.145	-0.346	-0.321	-1.324
YNL206C	NaN	NaN	NaN	NaN	NaN	NaN	1.016	-0.331	-0.676	0.385	0.240	0.871
YNL207W	NaN	NaN	NaN	NaN	NaN	NaN	0.230	-1.371	1.540	0.272	0.686	0.495
YNL210W	NaN	NaN	NaN	NaN	NaN	NaN	-0.486	-0.705	-0.173	-0.239	-0.659	-1.595
YNL211C	1.013	0.717	-0.161	0.734	0.554	0.643	0.474	1.946	0.844	-0.587	-0.588	0.019
YNL212W	0.293	-0.571	0.919	0.969	1.173	-0.756	-0.421	-0.642	1.056	-0.447	0.002	0.900
YNL213C	NaN	NaN	NaN	NaN	NaN	NaN	0.956	-0.247	0.685	0.158	0.074	0.119
YNL214W	0.854	2.108	2.044	1.711	0.792	-0.299	-0.473	-0.074	-0.266	1.023	0.540	0.475
YNL215W	NaN	NaN	NaN	NaN	NaN	NaN	-1.051	-0.812	0.745	1.083	1.002	2.306
YNL216W	NaN	NaN	NaN	NaN	NaN	NaN	-0.075	-0.840	-0.400	-0.657	-2.507	-0.541
YNL217W	-1.489	-0.889	-0.909	0.214	-1.186	0.624	-0.483	1.542	0.475	0.531	-0.665	-0.085
YNL218W	NaN	NaN	NaN	NaN	NaN	NaN	-1.368	-1.002	0.142	-0.686	-0.319	-0.017
YNL219C	-0.149	0.047	-0.283	0.021	-0.620	0.096	-0.520	0.742	-0.054	0.351	0.204	0.156
YNL221C	NaN	NaN	NaN	NaN	NaN	NaN	0.754	-0.436	-1.694	-0.634	-0.286	-0.230
YNL222W	NaN	NaN	NaN	NaN	NaN	NaN	-0.772	-0.784	-1.589	-0.122	-0.470	-0.084
YNL223W	NaN	NaN	NaN	NaN	NaN	NaN	-5.006	-4.535	-6.293	-3.890	-5.179	-5.089
YNL224C	0.564	0.897	0.388	2.344	-0.529	0.947	0.337	0.637	0.762	-0.877	-0.548	0.328
YNL225C	NaN	NaN	NaN	NaN	NaN	NaN	1.178	0.221	-0.785	0.471	-0.377	-0.732
YNL226W	NaN	NaN	NaN	NaN	NaN	NaN	1.426	0.506	-0.626	0.322	0.572	2.105
YNL227C	NaN	NaN	NaN	NaN	NaN	NaN	-0.947	-0.074	-0.816	-0.977	-0.886	-0.917
YNL228W	NaN	NaN	NaN	NaN	NaN	NaN	-1.230	0.061	0.196	-1.198	0.131	-0.960
YNL229C	NaN	NaN	NaN	NaN	NaN	NaN	-1.338	1.970	-0.599	1.545	-0.181	-0.032
YNL230C	0.815	0.468	0.427	0.614	0.440	-0.039	0.786	0.669	-0.349	-0.086	0.121	0.880
YNL231C	1.152	-0.073	-0.422	1.238	0.159	-0.895	2.190	-0.037	-0.021	1.166	0.262	0.322
YNL233W	-0.983	-0.248	-0.575	0.665	0.633	0.395	0.601	0.020	-0.162	-0.001	-0.047	0.118
YNL235C	1.502	1.642	-1.850	1.094	0.152	1.062	0.003	0.650	-1.318	0.715	0.182	-0.436
