orf	hap a | cell death (frequency of dead cells) | pH [3.0], acetic acid [400 mM], time [100-350 min] | Sousa M~Sousa MJ, 2013
YLR058C	1
YLR062C	-1
YLR063W	-1
YLR069C	-1
YLR074C	1
YLR077W	1
YLR079W	-1
YLR082C	1
YLR083C	1
YLR085C	-1
YLR087C	-1
YLR090W	1
YLR091W	1
YLR099C	1
YLR107W	1
YLR108C	1
YLR109W	1
YLR110C	-1
YLR111W	1
YLR112W	1
YLR118C	1
YLR124W	1
YLR125W	1
YLR130C	1
YLR134W	1
YLR138W	-1
YLR142W	1
YLR146C	-1
YLR148W	-1
YLR150W	1
YLR151C	1
YLR164W	1
YLR165C	1
YLR168C	1
YLR171W	1
YLR172C	1
YLR174W	1
YLR176C	1
YLR178C	1
YLR180W	1
YLR184W	1
YLR185W	1
YLR187W	1
YLR188W	1
YLR189C	1
YLR193C	-1
YLR194C	1
YLR199C	1
YLR200W	1
YLR201C	-1
YLR202C	-1
YLR204W	-1
YLR209C	1
YLR216C	1
YLR217W	1
YLR218C	1
YLR219W	1
YLR220W	1
YLR225C	1
YLR226W	-1
YLR227C	1
YLR234W	1
YLR239C	-1
YLR244C	-1
YLR250W	1
YLR257W	1
YLR261C	-1
YLR264W	1
YLR269C	1
YLR270W	1
YLR283W	1
YLR284C	1
YLR285W	1
YLR290C	1
YLR296W	1
YLR304C	1
YLR308W	1
YLR315W	1
YLR318W	-1
YLR324W	1
YLR325C	1
YLR327C	1
YLR337C	-1
YLR351C	1
YLR354C	1
YLR358C	-1
YLR361C-A	1
YLR362W	1
YLR363C	1
YLR363W-A	1
YLR382C	-1
YLR388W	1
YLR390W-A	-1
YLR393W	1
YLR395C	1
YLR396C	-1
YLR398C	1
YLR399C	1
YLR402W	1
YLR403W	1
YLR406C-A	1
YLR414C	-1
YLR422W	1
YLR423C	1
YLR425W	1
YLR426W	1
YLR427W	1
YLR428C	1
YLR431C	1
YLR432W	1
YLR434C	1
YLR435W	1
YLR436C	1
YLR437C	1
YLR438W	1
YLR439W	-1
YLR441C	1
YLR443W	1
YLR444C	1
YLR445W	1
YLR447C	1
YLR448W	1
YLR449W	1
YLR450W	1
YLR453C	1
YLR454W	1
YLR455W	1
YLR456W	1
YLR460C	1
YLR461W	1
YML005W	1
YML006C	1
YML008C	1
YML009C	1
YML009C-A	1
YML009W-B	1
YML026C	1
YML029W	1
YML036W	1
YML038C	1
YML054C-A	1
YML058W-A	1
YML063W	1
YML070W	1
YML081C-A	1
YML088W	-1
YML090W	1
YML094C-A	1
YML095C	1
YML096W	1
YML099C	1
YML101C	1
YML104C	1
YML106W	1
YML108W	1
YML112W	1
YML115C	-1
YML116W-A	1
YML117W	1
YML118W	1
YML120C	1
YML121W	1
YML122C	1
YML124C	1
YML131W	1
YMR001C-A	-1
YMR004W	1
YMR006C	1
YMR007W	1
YMR008C	1
YMR009W	1
YMR012W	1
YMR015C	-1
YMR018W	1
YMR019W	1
YMR020W	1
YMR026C	1
YMR027W	1
YMR029C	1
YMR032W	-1
YMR040W	1
YMR041C	1
YMR042W	1
YMR052W	1
YMR053C	1
YMR054W	1
YMR055C	1
YMR056C	1
YMR057C	1
YMR058W	1
YMR068W	1
YMR069W	1
YMR074C	1
YMR081C	1
YMR083W	1
YMR084W	-1
YMR099C	1
YMR101C	1
YMR102C	1
YMR103C	-1
YMR105C	1
YMR106C	1
YMR107W	-1
YMR109W	1
YMR110C	1
YMR111C	-1
YMR119W-A	1
YMR120C	1
YMR122C	1
YMR124W	1
YMR129W	1
YMR135C	1
YMR139W	1
YMR140W	1
YMR141C	-1
YMR143W	1
YMR147W	1
YMR150C	-1
YMR151W	1
YMR152W	1
YMR153C-A	-1
YMR153W	-1
YMR158C-A	1
YMR159C	1
YMR161W	1
YMR162C	1
YMR164C	-1
YMR166C	1
YMR169C	1
YMR172W	1
YMR174C	-1
YMR175W	1
YMR176W	1
YMR178W	1
YMR180C	-1
YMR182C	1
YMR184W	1
YMR185W	-1
YMR187C	1
YMR191W	1
YMR193W	1
YMR196W	-1
YMR198W	-1
YMR199W	1
YMR202W	1
YMR204C	1
YMR205C	1
YMR207C	1
YMR210W	1
YMR215W	-1
YMR216C	1
YMR219W	1
YMR225C	1
YMR226C	-1
YMR228W	1
YMR230W-A	1
YMR231W	-1
YMR232W	-1
YMR233W	-1
YMR234W	-1
YMR237W	-1
YMR238W	-1
YMR241W	-1
YMR242C	-1
YMR242W-A	1
YMR244W	1
YMR245W	1
YMR252C	-1
YMR254C	-1
YMR256C	1
YMR257C	1
YMR267W	1
YMR269W	-1
YMR272C	-1
YMR272W-B	1
YMR280C	-1
YMR282C	0
YMR283C	-1
YMR286W	-1
YMR287C	1
YMR289W	-1
YMR292W	-1
YMR293C	-1
YMR294W	1
YMR297W	-1
YMR299C	1
YMR300C	-1
YMR302C	1
YMR303C	1
YMR304W	1
YMR306C-A	-1
YMR310C	-1
YMR311C	-1
YMR315W-A	1
YMR316C-B	1
YMR322C	1
YMR326C	1
YNL001W	1
YNL003C	-1
YNL005C	-1
YNL012W	1
YNL015W	-1
YNL020C	1
YNL027W	1
YNL031C	1
YNL032W	1
YNL034W	1
YNL043C	1
YNL044W	1
YNL045W	1
YNL046W	1
YNL049C	1
YNL050C	1
YNL051W	1
YNL055C	-1
YNL056W	1
YNL059C	-1
YNL066W	1
YNL067W	1
YNL067W-B	1
YNL071W	1
YNL072W	1
YNL074C	1
YNL076W	1
YNL077W	1
YNL078W	1
YNL079C	-1
YNL081C	1
YNL082W	-1
YNL084C	-1
YNL090W	1
YNL091W	1
YNL093W	1
YNL094W	1
YNL097C	-1
YNL097C-B	1
YNL099C	1
YNL104C	1
YNL109W	1
YNL120C	1
YNL121C	1
YNL125C	1
YNL130C-A	-1
YNL133C	-1
YNL136W	-1
YNL140C	1
YNL146C-A	1
YNL153C	1
YNL154C	1
YNL155W	1
YNL157W	1
YNL159C	1
YNL160W	-1
YNL162W	1
YNL162W-A	1
YNL164C	1
YNL166C	1
YNL167C	1
YNL168C	1
YNL175C	1
YNL176C	1
YNL177C	-1
YNL179C	1
YNL183C	1
YNL184C	-1
YNL195C	1
YNL197C	1
YNL200C	1
YNL202W	1
YNL203C	1
YNL204C	1
YNL205C	1
YNL208W	1
YNL211C	1
YNL215W	1
YNL219C	-1
YNL220W	-1
YNL225C	1
YNL226W	1
YNL227C	1
YNL228W	1
YNL230C	1
YNL231C	1
YNL234W	1
YNL236W	-1
YNL239W	1
YNL242W	1
YNL255C	1
YNL259C	-1
YNL264C	-1
YNL268W	1
YNL274C	1
YNL277W	1
YNL277W-A	-1
YNL278W	1
YNL280C	1
YNL285W	1
YNL288W	-1
YNL289W	1
YNL295W	-1
YNL299W	1
YNL300W	1
YNL303W	1
YNL315C	-1
YNL330C	1
YNR010W	-1
YNR012W	1
YNR013C	-1
YNR014W	1
YNR020C	1
YNR021W	1
YNR032C-A	1
YNR034W	1
YNR036C	-1
YNR037C	-1
YNR039C	1
YNR042W	1
YNR048W	1
YNR049C	1
YNR050C	1
YNR052C	1
YNR055C	1
YNR056C	1
YNR058W	1
YNR059W	1
YNR060W	1
YNR062C	1
YNR063W	1
YNR065C	1
YNR066C	1
YNR069C	1
YNR075W	-1
YOL002C	1
YOL004W	-1
YOL006C	-1
YOL007C	1
YOL008W	1
YOL009C	-1
YOL011W	-1
YOL012C	-1
YOL013C	1
YOL013W-A	1
YOL015W	-1
YOL018C	1
YOL019W	1
YOL019W-A	1
YOL020W	1
YOL023W	-1
YOL025W	1
YOL029C	1
YOL030W	1
YOL031C	1
YOL032W	1
YOL035C	-1
YOL036W	1
YOL037C	-1
YOL039W	-1
YOL043C	1
YOL045W	-1
YOL046C	-1
YOL047C	1
YOL048C	1
YOL049W	-1
YOL052C-A	-1
YOL053W	1
YOL054W	1
YOL055C	-1
YOL056W	1
YOL057W	-1
YOL058W	1
YOL061W	1
YOL062C	-1
YOL064C	1
YOL065C	-1
YOL067C	1
YOL068C	1
YOL070C	1
YOL071W	1
YOL076W	-1
YOL077W-A	1
YOL080C	-1
YOL082W	1
YOL084W	-1
YOL085C	-1
YOL086C	-1
YOL089C	1
YOL091W	1
YOL097W-A	1
YOL105C	1
YOL106W	1
YOL118C	1
YOL119C	1
YOL126C	1
YOL141W	1
YOL148C	-1
YOL150C	1
YOL151W	1
YOL152W	1
YOL159C-A	1
YOL160W	1
YOL164W	1
YOR003W	1
YOR005C	1
YOR006C	1
YOR009W	1
YOR016C	1
YOR017W	1
YOR021C	1
YOR026W	1
YOR027W	1
YOR030W	1
YOR032C	1
YOR033C	1
YOR037W	1
YOR038C	1
YOR039W	1
YOR041C	1
YOR042W	1
YOR044W	1
YOR045W	1
YOR049C	1
YOR050C	1
YOR051C	1
YOR052C	1
YOR053W	1
YOR054C	1
YOR055W	1
YOR058C	1
YOR059C	1
YOR061W	1
YOR064C	1
YOR065W	-1
YOR071C	1
YOR073W	1
YOR076C	1
YOR078W	1
YOR079C	1
YOR081C	1
YOR082C	1
YOR083W	1
YOR084W	1
YOR086C	1
YOR087W	1
YOR090C	1
YOR091W	1
YOR093C	1
YOR094W	1
YOR096W	1
YOR099W	1
YOR101W	-1
YOR108W	1
YOR109W	1
YOR113W	-1
YOR115C	-1
YOR120W	1
YOR124C	1
YOR133W	1
YOR134W	1
YOR135C	1
YOR136W	1
YOR137C	1
YOR139C	1
YOR141C	1
YOR147W	1
YOR150W	1
YOR158W	1
YOR161C	-1
YOR161C-C	1
YOR162C	-1
YOR164C	-1
YOR165W	-1
YOR166C	1
YOR177C	1
YOR180C	1
YOR182C	1
YOR186W	1
YOR187W	1
YOR192C	1
YOR193W	1
YOR195W	1
YOR196C	-1
YOR197W	1
YOR198C	1
YOR199W	-1
YOR202W	1
YOR208W	1
YOR211C	1
YOR213C	1
YOR214C	1
YOR215C	1
YOR216C	1
YOR219C	1
YOR220W	1
YOR227W	1
YOR228C	1
YOR229W	1
YOR230W	1
YOR231W	1
YOR233W	1
YOR234C	1
YOR235W	1
YOR239W	1
YOR241W	1
YOR243C	1
YOR245C	1
YOR248W	1
YOR251C	1
YOR255W	1
YOR263C	1
YOR265W	1
YOR266W	1
YOR273C	1
YOR276W	1
YOR279C	1
YOR280C	1
YOR284W	1
YOR286W	1
YOR290C	1
YOR291W	1
YOR292C	1
YOR293C-A	1
YOR293W	1
YOR295W	1
YOR296W	1
YOR297C	1
YOR300W	1
YOR301W	1
YOR302W	1
YOR303W	1
YOR304W	1
YOR305W	-1
YOR306C	1
YOR307C	1
YOR308C	1
YOR309C	1
YOR312C	1
YOR313C	1
YOR314W	1
YOR315W	1
YOR316C	1
YOR316C-A	1
YOR317W	1
YOR318C	1
YOR320C	1
YOR321W	1
YOR323C	1
YOR324C	1
YOR325W	1
YOR327C	1
YOR328W	1
YOR330C	1
YOR332W	-1
YOR333C	1
YOR337W	1
YOR347C	1
YOR349W	1
YOR350C	1
YOR351C	1
YOR352W	1
YOR354C	1
YOR355W	1
YOR356W	1
YOR357C	1
YOR358W	1
YOR359W	1
YOR366W	1
YOR367W	1
YOR368W	1
YOR369C	1
YOR374W	1
YOR375C	1
YOR376W	1
YOR376W-A	1
YOR377W	1
YOR380W	1
YOR381W	1
YOR383C	1
YOR386W	1
YPL006W	1
YPL031C	-1
YPL036W	1
YPL038W-A	1
YPL043W	1
YPL045W	-1
YPL050C	-1
YPL054W	-1
YPL059W	-1
YPL065W	-1
YPL075W	-1
YPL078C	-1
YPL092W	1
YPL096W	1
YPL097W	-1
YPL098C	-1
YPL101W	-1
YPL103C	1
YPL104W	-1
YPL106C	1
YPL107W	1
YPL108W	1
YPL110C	1
YPL111W	1
YPL112C	1
YPL113C	1
YPL114W	1
YPL116W	1
YPL118W	-1
YPL119C	1
YPL119C-A	1
YPL120W	1
YPL121C	1
YPL123C	1
YPL125W	1
YPL130W	1
YPL132W	-1
YPL133C	1
YPL134C	1
YPL135W	1
YPL136W	1
YPL138C	1
YPL140C	1
YPL141C	1
YPL144W	1
YPL145C	1
YPL147W	1
YPL148C	1
YPL149W	1
YPL150W	1
YPL154C	1
YPL155C	1
YPL156C	1
YPL157W	1
YPL159C	1
YPL162C	1
YPL163C	1
YPL164C	1
YPL165C	1
YPL166W	1
YPL167C	1
YPL168W	1
YPL170W	1
YPL171C	1
YPL172C	1
YPL174C	1
YPL176C	1
YPL177C	-1
YPL178W	1
YPL179W	1
YPL181W	1
YPL182C	1
YPL183C	1
YPL184C	1
YPL185W	1
YPL186C	1
YPL188W	1
YPL189C-A	1
YPL189W	1
YPL191C	1
YPL192C	1
YPL193W	1
YPL194W	1
YPL195W	1
YPL196W	1
YPL197C	1
YPL198W	1
YPL199C	1
YPL201C	1
YPL202C	1
YPL206C	1
YPL208W	1
YPL212C	1
YPL213W	1
YPL215W	-1
YPL220W	1
YPL221W	1
YPL222W	1
YPL225W	1
YPL226W	1
YPL230W	1
YPL236C	1
YPL240C	1
YPL241C	1
YPL244C	1
YPL245W	1
YPL249C	1
YPL250C	1
YPL253C	1
YPL254W	1
YPL257W	1
YPL258C	1
YPL259C	1
YPL260W	1
YPL261C	1
YPL263C	1
YPL265W	1
YPL267W	1
YPL270W	1
YPL272C	1
YPL273W	1
YPL274W	1
YPR012W	1
YPR015C	1
YPR021C	1
YPR023C	-1
YPR024W	-1
YPR042C	1
YPR043W	1
YPR045C	-1
YPR047W	1
YPR054W	1
YPR064W	1
YPR065W	1
YPR066W	1
YPR067W	-1
YPR068C	1
YPR069C	1
YPR071W	1
YPR072W	-1
YPR073C	1
YPR078C	-1
YPR079W	1
YPR092W	1
YPR093C	1
YPR095C	1
YPR096C	1
YPR097W	1
YPR098C	1
YPR099C	-1
YPR100W	-1
YPR106W	1
YPR109W	1
YPR111W	1
YPR115W	1
YPR117W	1
YPR120C	1
YPR121W	1
YPR122W	1
YPR125W	1
YPR126C	1
YPR134W	1
YPR139C	-1
YPR140W	1
YPR146C	1
YPR149W	1
YPR150W	1
YPR154W	1
YPR156C	1
YPR157W	1
YPR159C-A	1
YPR160W	-1
YPR163C	-1
YPR171W	1
YPR185W	1
YPR196W	1
YPR198W	1
YPR200C	1
