ORF	hap a | protein aggregates (synphilin-1) | standard [standard] | Zhao L~Liu B, 2016
YNL226W	0.018
YPR015C	0.002
YLR122C	0.014
YLR421C	0.021
YBR266C	0.003
YOR377W	0.001
YMR025W	0.014
YPR002W	0.008
YML058W	0.019
YPR089W	0.007
YEL068C	0.039
YOL039W	0.014
YLR039C	0.008
YOR354C	0.001
YGL144C	0.033
YKL051W	0.016
YDR269C	0.022
YOR182C	0.044
YPR062W	0.041
YMR075C-A	0.037
YGL014W	0.013
YDR297W	0.012
YBR261C	0.000
YPR065W	0.017
YOR227W	0.015
YDR163W	0.016
YDR287W	0.006
YNL086W	0.017
YER007C-A	0.037
YNL105W	0.041
YOR384W	0.004
YKL046C	0.040
YGR081C	0.013
YOR315W	0.019
YOR352W	0.002
YIL085C	0.027
YNL326C	0.049
YDR101C	0.014
YLL044W	0.005
YMR264W	0.008
YGL079W	0.023
YOL041C	0.023
YPL172C	0.022
YOR140W	0.006
YOR108W	0.014
YLL007C	0.004
YOR078W	0.001
YOR375C	0.011
YOL138C	0.019
YDL006W	0.033
YMR139W	0.049
YOR189W	0.004
YDR502C	0.028
YCL037C	0.007
YOR139C	0.027
YBL025W	NaN
YBL079W	NaN
YBR200W	NaN
YBR056W	NaN
YBR115C	NaN
YBR106W	NaN
YCL030C	NaN
YCL060C	NaN
YBR289W	NaN
YDL090C	NaN
YDL160C	NaN
YDL159W	NaN
YDL042C	NaN
YDL041W	NaN
YDR103W	NaN
YDR123C	NaN
YDR173C	NaN
YDR159W	NaN
YDR335W	NaN
YDR359C	NaN
YDR410C	NaN
YDR227W	NaN
YDR234W	NaN
YEL064C	NaN
YEL063C	NaN
YEL062W	NaN
YEL061C	NaN
YEL057C	NaN
YER162C	NaN
YFL026W	NaN
YER055C	NaN
YER069W	NaN
YGL147C	NaN
YGL154C	NaN
YFR025C	NaN
YGL036W	NaN
YGL026C	NaN
YHL007C	NaN
YHR005C	NaN
YHR018C	NaN
YGR208W	NaN
YHR194W	NaN
YIL012W	NaN
YIL020C	NaN
YHR059W	NaN
YJL088W	NaN
YJR090C	NaN
YJL101C	NaN
YJL130C	NaN
YJL157C	NaN
YKL204W	NaN
YKL216W	NaN
YLR338W	NaN
YLR357W	NaN
YLR362W	NaN
YML106W	NaN
YLR420W	NaN
YLR442C	NaN
YML022W	NaN
YMR038C	NaN
YNL064C	NaN
YNL273W	NaN
YNL270C	NaN
YNL266W	NaN
YNL265C	NaN
YNL197C	NaN
YNL236W	NaN
YOL058W	NaN
YNR050C	NaN
YOR212W	NaN
YIL094C	NaN
YIL125W	NaN
