ORF	hap a | transport to mitochondria (Om14-GFP) | standard | SD + Met | Sauerwald J~Rapaport D, 2015	hap a | protein insertion into the MOM (Ura3-HA-Om14-SL17) | standard | SD + Met | Sauerwald J~Rapaport D, 2015
YHR048W	0.000	-0.273
YHR049C-A	0.000	-0.360
YHR049W	0.000	-0.538
YHR057C	0.000	-0.526
YHR061C	0.000	-0.477
YHR064C	0.000	-0.409
YHR066W	0.000	-0.343
YHR073W	0.000	-0.377
YHR075C	0.000	-0.324
YHR076W	0.000	-0.322
YHR077C	0.000	-0.274
YHR079C	0.000	-0.438
YHR080C	0.000	-0.437
YHR081W	0.000	-0.644
YHR082C	0.000	-0.477
YHR086W	-1.000	-0.452
YHR087W	0.000	-0.485
YHR092C	0.000	-0.462
YHR093W	0.000	-0.345
YHR094C	0.000	-0.368
YHR095W	0.000	-0.362
YHR096C	0.000	-0.377
YHR097C	0.000	-0.455
YHR103W	0.000	-0.531
YHR104W	0.000	-0.444
YHR105W	0.000	-0.470
YHR106W	0.000	-0.475
YHR108W	0.000	-0.471
YHR109W	0.000	-0.474
YHR110W	0.000	-0.400
YHR111W	-1.000	-0.467
YHR112C	0.000	-0.265
YHR113W	0.000	-0.417
YHR114W	0.000	-0.424
YHR115C	0.000	-0.305
YHR117W	0.000	-0.429
YHR120W	0.000	-0.236
YHR121W	0.000	-0.518
YHR123W	0.000	-0.533
YHR124W	0.000	-0.380
YHR125W	0.000	-0.520
YHR126C	0.000	-0.259
YHR130C	0.000	-0.426
YHR132C	0.000	-0.538
YHR133C	0.000	-0.405
YHR134W	-1.000	-0.479
YHR135C	0.000	-0.484
YHR136C	0.000	-0.574
YHR137W	0.000	-0.557
YHR138C	0.000	-0.533
YHR139C	0.000	-0.589
YHR139C-A	0.000	-0.570
YHR142W	0.000	-0.444
YHR143W	0.000	-0.496
YHR147C	0.000	-0.413
YHR150W	0.000	-0.486
YHR151C	0.000	-0.352
YHR152W	0.000	-0.441
YHR153C	0.000	-0.385
YHR154W	0.000	-0.552
YHR155W	0.000	-0.527
YHR156C	0.000	-0.504
YHR157W	0.000	-0.543
YHR158C	0.000	-0.514
YHR159W	0.000	-0.504
YHR160C	0.000	-0.204
YHR161C	0.000	-0.256
YHR163W	0.000	-0.203
YHR176W	0.000	-0.226
YHR178W	-1.000	0.000
YHR179W	0.000	-0.410
YHR182W	0.000	-0.439
YHR184W	0.000	-0.421
YHR189W	0.000	-0.383
YHR198C	0.000	-0.387
YHR199C	0.000	-0.504
YHR200W	0.000	-0.500
YHR202W	0.000	-0.395
YHR203C	0.000	-0.345
YHR204W	0.000	-0.309
YHR206W	0.000	-0.360
YHR207C	0.000	-0.350
YHR209W	0.000	-0.356
YHR210C	0.000	-0.377
YIL001W	-1.000	-0.330
YIL002W-A	0.000	-0.251
YIL008W	0.000	-0.256
YIL009W	0.000	-0.359
YIL010W	0.000	-0.436
YIL011W	0.000	-0.404
YIL012W	0.000	-0.351
YIL013C	0.000	-0.287
YIL014C-A	0.000	-0.365
YIL014W	0.000	-0.212
YIL029C	0.000	-0.206
YIL032C	0.000	-0.250
YIL035C	0.000	-0.205
YIL036W	0.000	-0.358
YIL038C	0.000	-0.378
YIL042C	0.000	-0.339
YIL046W-A	0.000	-0.400
YIL047C	0.000	-0.347
YIL054W	0.000	-0.203
YIL055C	0.000	-0.500
YIL070C	-1.000	-0.200
YIL074C	0.000	-0.298
YIL089W	0.000	-0.378
YIL090W	0.000	-0.250
YIL092W	0.000	-0.460
YIL096C	0.000	-0.505
YIL108W	0.000	-0.296
YIL110W	0.000	-0.259
YIL134C-A	0.000	-0.328
YIL136W	0.000	-0.288
YIL139C	0.000	-0.242
YIL140W	0.000	-0.353
YIL141W	0.000	-0.277
YIL146C	0.000	-0.262
YIL148W	-1.000	0.000
YIL157C	0.000	-0.676
YIL158W	0.000	-0.231
YIL160C	0.000	-0.371
YIL161W	0.000	-0.227
YIR001C	0.000	-0.287
YIR002C	0.000	-0.481
YIR004W	0.000	-0.409
YIR018C-A	0.000	-0.303
YIR018W	0.000	-0.310
YIR019C	0.000	-0.400
YIR020C	0.000	-0.404
YIR020W-A	0.000	-0.319
YIR021W	0.000	-0.385
YIR021W-A	0.000	-0.249
YIR023W	0.000	-0.205
YIR024C	0.000	-0.364
YIR026C	0.000	-0.208
YIR027C	0.000	-0.333
YIR028W	0.000	-0.333
YIR033W	0.000	-0.394
YIR034C	-1.000	-0.233
YIR035C	0.000	-0.211
YIR036C	0.000	-0.218
YIR037W	0.000	-0.386
YIR038C	0.000	-0.236
YIR039C	0.000	-0.326
YJL008C	-1.000	0.000
YJL012C	0.000	-0.275
YJL016W	0.000	-0.306
YJL020C	-1.000	0.000
YJL038C	0.000	-0.602
YJL043W	0.000	-0.478
YJL044C	0.000	-0.531
YJL045W	0.000	-0.246
YJL046W	0.000	-0.273
YJL047C-A	0.000	-0.458
YJL057C	0.000	-0.227
YJL068C	0.000	-0.280
YJL098W	0.000	-0.330
YJL099W	0.000	-0.235
YJL105W	0.000	-0.326
YJL117W	-1.000	-0.438
YJL118W	-1.000	0.000
YJL119C	0.000	-0.327
YJL127C-B	0.000	-0.236
YJL132W	0.000	-0.336
YJL134W	0.000	-0.241
YJL135W	0.000	-0.200
YJL136C	0.000	-0.556
YJL137C	0.000	-0.207
YJL139C	0.000	-0.221
YJL140W	0.000	-0.450
YJL142C	0.000	-0.267
YJL144W	0.000	-0.259
YJL145W	-1.000	-0.325
YJL149W	0.000	-0.299
YJL150W	0.000	-0.378
YJL151C	0.000	-0.218
YJL155C	0.000	-0.241
YJL157C	0.000	-0.333
YJL158C	0.000	-0.222
YJL161W	-1.000	0.000
YJL164C	0.000	-0.328
YJL165C	0.000	-0.517
YJL170C	0.000	-0.262
YJL172W	0.000	-0.286
YJL179W	0.000	-0.672
YJL181W	0.000	-0.305
YJL182C	0.000	-0.210
YJL185C	0.000	-0.422
YJL186W	0.000	-0.265
YJL187C	0.000	-0.329
YJL189W	0.000	-0.306
YJL193W	0.000	-0.338
YJL197W	0.000	-0.262
YJL199C	0.000	-0.390
YJL200C	-1.000	-0.442
YJL211C	0.000	-0.250
YJR001W	0.000	-0.326
YJR005W	0.000	-0.213
YJR009C	0.000	-0.341
YJR021C	0.000	-0.350
YJR025C	0.000	-0.286
YJR026W	0.000	-0.215
YJR050W	0.000	-0.232
YJR051W	0.000	-0.339
YJR052W	0.000	-0.228
YJR053W	0.000	-0.435
YJR055W	-1.000	0.000
YJR063W	-1.000	-0.252
YJR065C	-1.000	0.000
YJR069C	0.000	-0.327
YJR070C	0.000	-0.363
YJR077C	0.000	-0.418
YJR080C	0.000	-0.294
YJR082C	0.000	-0.333
YJR083C	0.000	-0.259
YJR084W	-1.000	-0.195
YJR097W	0.000	-0.410
YJR098C	0.000	-0.195
YJR099W	0.000	-0.350
YJR115W	0.000	-0.221
YJR128W	0.000	-0.328
YJR131W	-1.000	0.000
YJR135C	0.000	-0.286
YJR135W-A	0.000	-0.309
YJR137C	0.000	-0.213
YJR151W-A	0.000	-0.302
YKL010C	0.000	-0.256
YKL017C	0.000	-0.264
YKL018C-A	0.000	-0.296
YKL025C	0.000	-0.195
YKL026C	0.000	-0.306
YKL033W-A	0.000	-0.421
YKL034W	0.000	-0.217
YKL037W	0.000	-0.633
YKL038W	0.000	-0.398
YKL055C	0.000	-0.200
YKL060C	-1.000	0.000
YKL061W	-1.000	0.000
YKL068W	0.000	-0.235
YKL068W-A	0.000	-0.254
YKL074C	-1.000	0.000
YKL076C	0.000	-0.222
YKL081W	0.000	-0.340
YKL085W	0.000	-0.208
YKL091C	0.000	-0.205
YKL093W	0.000	-0.356
YKL094W	0.000	-0.344
YKL096C-B	0.000	-0.296
YKL096W	0.000	-0.333
YKL098W	0.000	-0.224
YKL100C	0.000	-0.250
YKL103C	0.000	-0.200
YKL105C	0.000	-0.442
YKL110C	0.000	-0.293
YKL114C	0.000	-0.253
YKL115C	-1.000	0.000
YKL116C	0.000	-0.274
YKL117W	0.000	-0.253
YKL121W	0.000	-0.429
YKL124W	0.000	-0.220
YKL126W	0.000	-0.241
YKL127W	0.000	-0.309
YKL128C	0.000	-0.205
YKL129C	0.000	-0.253
YKL132C	0.000	-0.247
YKL133C	0.000	-0.303
YKL138C	0.000	-0.253
YKL140W	0.000	-0.241
YKL142W	0.000	-0.253
YKL143W	0.000	-0.415
YKL149C	0.000	-0.393
YKL157W	0.000	-0.232
YKL159C	0.000	-0.233
YKL160W	0.000	-0.357
YKL163W	0.000	-0.211
YKL175W	-1.000	0.000
YKL191W	0.000	-0.387
YKL198C	0.000	-0.556
YKL201C	0.000	-0.247
YKL206C	0.000	-0.275
YKL207W	0.000	-0.262
YKL208W	0.000	-0.385
YKL211C	0.000	-0.298
YKL212W	0.000	-0.455
YKL213C	-1.000	-0.538
YKL214C	0.000	-0.333
YKL217W	0.000	-0.514
YKL222C	0.000	-0.226
YKR007W	0.000	-0.224
YKR011C	0.000	-0.376
YKR012C	0.000	-0.333
YKR013W	0.000	-0.215
YKR017C	0.000	-0.240
YKR018C	0.000	-0.238
YKR019C	-1.000	0.000
YKR020W	0.000	-0.469
YKR021W	-1.000	0.000
YKR029C	0.000	-0.353
YKR032W	0.000	-0.273
YKR036C	0.000	-0.355
YKR041W	0.000	-0.371
YKR043C	0.000	-0.410
YKR044W	0.000	-0.238
YKR045C	0.000	-0.374
YKR047W	0.000	-0.337
YKR050W	0.000	-0.242
YKR051W	0.000	-0.244
YKR059W	0.000	-0.256
YKR060W	0.000	-0.247
YKR061W	0.000	-0.217
YKR066C	0.000	-0.286
YKR067W	0.000	-0.247
YKR070W	0.000	-0.226
YKR072C	0.000	-0.205
YKR073C	0.000	-0.378
YKR074W	0.000	-0.431
YKR075C	0.000	-0.250
YKR077W	0.000	-0.417
YKR084C	-1.000	-0.452
YKR093W	0.000	-0.218
YLL001W	0.000	-0.412
YLL005C	0.000	-0.411
YLL006W	0.000	-0.216
YLL007C	0.000	-0.209
YLL009C	0.000	-0.385
YLL010C	0.000	-0.441
YLL012W	0.000	-0.411
YLL013C	0.000	-0.481
YLL014W	0.000	-0.586
YLL015W	0.000	-0.577
YLL016W	0.000	-0.603
YLL017W	0.000	-0.484
YLL018C-A	0.000	-0.466
YLL019C	0.000	-0.514
YLL020C	0.000	-0.471
YLL021W	0.000	-0.331
YLL023C	0.000	-0.406
YLL024C	0.000	-0.477
YLL025W	0.000	-0.482
YLL026W	0.000	-0.408
YLL028W	0.000	-0.571
YLL029W	0.000	-0.500
YLL032C	0.000	-0.534
YLL038C	0.000	-0.456
YLL039C	0.000	-0.380
YLL040C	0.000	-0.400
YLL041C	0.000	-0.488
YLL042C	0.000	-0.380
YLL044W	-1.000	0.000
YLL045C	0.000	-0.315
YLL046C	0.000	-0.347
YLL047W	0.000	-0.252
YLL052C	0.000	-0.474
YLL053C	0.000	-0.230
YLL058W	0.000	-0.488
YLL059C	0.000	-0.250
YLL060C	0.000	-0.457
YLL061W	0.000	-0.411
YLL062C	0.000	-0.377
YLL063C	0.000	-0.299
YLR001C	0.000	-0.345
YLR003C	0.000	-0.236
YLR004C	0.000	-0.387
YLR006C	0.000	-0.233
YLR011W	0.000	-0.445
YLR012C	0.000	-0.235
YLR013W	0.000	-0.442
YLR015W	0.000	-0.539
YLR016C	0.000	-0.507
YLR017W	0.000	-0.565
YLR018C	0.000	-0.478
YLR019W	0.000	-0.357
YLR020C	0.000	-0.454
YLR021W	0.000	-0.295
YLR023C	0.000	-0.252
YLR025W	0.000	-0.466
YLR028C	0.000	-0.436
YLR030W	0.000	-0.284
YLR032W	-1.000	0.000
YLR040C	0.000	-0.306
YLR041W	0.000	-0.464
YLR042C	0.000	-0.333
YLR043C	0.000	-0.430
YLR044C	0.000	-0.423
YLR046C	0.000	-0.430
YLR047C	0.000	-0.401
YLR048W	0.000	-0.460
YLR049C	0.000	-0.339
YLR053C	0.000	-0.387
YLR054C	0.000	-0.311
YLR055C	0.000	-0.425
YLR057W	0.000	-0.445
YLR058C	0.000	-0.426
YLR059C	0.000	-0.489
YLR061W	0.000	-0.417
YLR062C	0.000	-0.466
YLR063W	0.000	-0.483
YLR064W	0.000	-0.507
YLR065C	0.000	-0.398
YLR070C	0.000	-0.457
YLR071C	-1.000	0.000
YLR072W	0.000	-0.406
YLR073C	0.000	-0.400
YLR077W	0.000	-0.469
YLR079W	0.000	-0.432
YLR081W	0.000	-0.507
YLR082C	0.000	-0.451
YLR083C	0.000	-0.336
YLR084C	0.000	-0.241
YLR085C	0.000	-0.440
YLR087C	0.000	-0.433
YLR089C	0.000	-0.381
YLR090W	0.000	-0.333
YLR091W	0.000	-0.563
YLR092W	0.000	-0.534
YLR093C	0.000	-0.580
YLR094C	0.000	-0.585
YLR095C	0.000	-0.536
YLR096W	0.000	-0.545
YLR097C	0.000	-0.455
YLR098C	0.000	-0.421
YLR099C	0.000	-0.387
YLR102C	0.000	-0.468
YLR104W	0.000	-0.466
YLR107W	0.000	-0.442
YLR108C	0.000	-0.476
YLR109W	0.000	-0.489
YLR111W	0.000	-0.482
YLR112W	0.000	-0.517
YLR113W	0.000	-0.525
YLR118C	0.000	-0.198
YLR121C	0.000	-0.514
YLR122C	0.000	-0.435
YLR123C	0.000	-0.409
YLR124W	0.000	-0.415
YLR125W	0.000	-0.371
YLR126C	0.000	-0.504
YLR128W	0.000	-0.496
YLR130C	0.000	-0.325
YLR131C	0.000	-0.381
YLR133W	0.000	-0.278
YLR137W	0.000	-0.283
YLR138W	0.000	-0.397
YLR142W	0.000	-0.500
YLR143W	0.000	-0.421
YLR144C	0.000	-0.449
YLR178C	0.000	-0.317
YLR179C	0.000	-0.289
YLR180W	0.000	-0.467
YLR181C	0.000	-0.205
YLR183C	0.000	-0.459
YLR184W	0.000	-0.350
YLR188W	0.000	-0.301
YLR189C	0.000	-0.264
YLR190W	0.000	-0.373
YLR191W	0.000	-0.383
YLR192C	-1.000	0.000
YLR194C	0.000	-0.537
YLR199C	0.000	-0.360
YLR200W	0.000	-0.683
YLR202C	0.000	-0.346
YLR205C	0.000	-0.243
YLR209C	0.000	-0.227
YLR210W	0.000	-0.333
YLR211C	0.000	-0.205
YLR213C	0.000	-0.363
YLR216C	0.000	-0.398
YLR220W	0.000	-0.273
YLR221C	0.000	-0.239
YLR224W	0.000	-0.272
YLR232W	0.000	-0.231
YLR233C	0.000	-0.268
YLR236C	0.000	-0.316
YLR239C	0.000	-0.438
YLR241W	0.000	-0.357
YLR247C	-1.000	-0.390
YLR251W	0.000	-0.308
YLR252W	0.000	-0.268
YLR260W	0.000	-0.359
YLR267W	0.000	-0.221
YLR270W	0.000	-0.267
YLR271W	0.000	-0.237
YLR298C	-1.000	0.000
YLR306W	0.000	-0.241
YLR307W	0.000	-0.493
YLR312C	0.000	-0.271
YLR313C	0.000	-0.538
YLR315W	0.000	-0.448
YLR319C	0.000	-0.304
YLR320W	0.000	-0.427
YLR324W	0.000	-0.200
YLR326W	0.000	-0.253
YLR329W	0.000	-0.247
YLR334C	0.000	-0.227
YLR345W	0.000	-0.240
YLR346C	0.000	-0.311
YLR358C	0.000	-0.324
YLR361C	0.000	-0.280
YLR370C	0.000	-0.205
YLR375W	0.000	-0.247
YLR380W	0.000	-0.265
YLR381W	0.000	-0.250
YLR388W	0.000	-0.480
YLR390W	0.000	-0.221
YLR392C	0.000	-0.389
YLR393W	0.000	-0.389
YLR395C	0.000	-0.457
YLR398C	0.000	-0.288
YLR400W	0.000	-0.369
YLR402W	0.000	-0.412
YLR404W	0.000	-0.389
YLR408C	0.000	-0.237
YLR410W	0.000	-0.296
YLR413W	0.000	-0.342
YLR414C	0.000	-0.265
YLR415C	0.000	-0.451
YLR416C	0.000	-0.379
YLR417W	0.000	-0.313
YLR421C	0.000	-0.560
YLR431C	0.000	-0.289
YLR434C	0.000	-0.203
YLR435W	0.000	-0.359
YLR443W	-1.000	0.000
YLR445W	-1.000	0.000
YLR451W	0.000	-0.575
YLR461W	0.000	-0.235
YML001W	0.000	-0.500
YML002W	0.000	-0.520
YML003W	0.000	-0.375
YML004C	0.000	-0.505
YML005W	0.000	-0.491
YML006C	0.000	-0.457
YML007W	0.000	-0.274
YML009C	0.000	-0.417
YML009C-A	0.000	-0.558
YML011C	0.000	-0.563
YML012W	0.000	-0.568
YML013W	0.000	-0.437
YML016C	0.000	-0.442
YML017W	0.000	-0.566
YML018C	0.000	-0.453
YML019W	0.000	-0.426
YML020W	0.000	-0.343
YML021C	0.000	-0.207
YML024W	0.000	-0.365
YML026C	0.000	-0.470
YML028W	0.000	-0.425
YML029W	0.000	-0.509
YML030W	0.000	-0.269
YML032C	0.000	-0.223
YML034C-A	0.000	-0.426
YML034W	0.000	-0.494
YML035C	0.000	-0.473
YML037C	0.000	-0.393
YML042W	0.000	-0.439
YML047C	-1.000	-0.437
YML047W-A	0.000	-0.338
YML048W	0.000	-0.429
YML050W	0.000	-0.397
YML051W	0.000	-0.455
YML052W	0.000	-0.336
YML053C	0.000	-0.455
YML054C	0.000	-0.471
YML055W	0.000	-0.500
YML056C	0.000	-0.471
YML057C-A	0.000	-0.444
YML057W	0.000	-0.470
YML058W	0.000	-0.219
YML058W-A	0.000	-0.217
YML059C	0.000	-0.294
YML060W	0.000	-0.391
YML061C	0.000	-0.429
YML062C	0.000	-0.364
YML063W	0.000	-0.527
YML067C	0.000	-0.306
YML068W	0.000	-0.278
YML072C	0.000	-0.538
YML075C	0.000	-0.234
YML078W	0.000	-0.547
YML079W	0.000	-0.482
YML080W	0.000	-0.521
YML081C-A	0.000	-0.231
YML081W	0.000	-0.544
YML082W	0.000	-0.449
YML084W	0.000	-0.353
YML086C	0.000	-0.568
YML087C	0.000	-0.331
YML089C	0.000	-0.560
YML090W	0.000	-0.323
YML095C	0.000	-0.282
YML102W	0.000	-0.233
YML103C	0.000	-0.206
YML104C	0.000	-0.196
YML106W	0.000	-0.548
YML107C	-1.000	0.000
YML118W	0.000	-0.299
YML119W	0.000	-0.465
YML120C	0.000	-0.395
YMR001C-A	0.000	-0.333
YMR006C	0.000	-0.580
YMR007W	0.000	-0.504
YMR008C	0.000	-0.468
YMR009W	0.000	-0.420
YMR010W	0.000	-0.326
YMR011W	0.000	-0.376
YMR012W	0.000	-0.482
YMR015C	0.000	-0.261
YMR016C	0.000	-0.470
YMR017W	0.000	-0.517
YMR018W	0.000	-0.535
YMR019W	0.000	-0.528
YMR020W	0.000	-0.496
YMR021C	0.000	-0.422
YMR023C	0.000	-0.309
YMR025W	0.000	-0.337
YMR026C	0.000	-0.279
YMR027W	0.000	-0.337
YMR030W	0.000	-0.412
YMR031C	0.000	-0.532
YMR034C	0.000	-0.565
YMR039C	0.000	-0.509
YMR040W	0.000	-0.458
YMR041C	0.000	-0.398
YMR042W	0.000	-0.421
YMR060C	0.000	-0.489
YMR062C	0.000	-0.619
YMR069W	0.000	-0.231
YMR071C	-1.000	-0.207
YMR074C	0.000	-0.316
YMR075C-A	0.000	-0.215
YMR075W	0.000	-0.250
YMR077C	0.000	-0.240
YMR080C	-1.000	-0.205
YMR081C	0.000	-0.253
YMR082C	0.000	-0.274
YMR096W	-1.000	0.000
YMR100W	0.000	-0.308
YMR101C	0.000	-0.396
YMR118C	0.000	-0.485
YMR127C	0.000	-0.237
YMR129W	0.000	-0.326
YMR132C	-1.000	0.000
YMR140W	0.000	-0.298
YMR141C	0.000	-0.263
YMR143W	0.000	-0.488
YMR144W	0.000	-0.393
YMR147W	0.000	-0.470
YMR148W	0.000	-0.507
YMR152W	0.000	-0.456
YMR153C-A	0.000	-0.289
YMR153W	0.000	-0.432
YMR155W	0.000	-0.395
YMR156C	0.000	-0.314
YMR157C	0.000	-0.299
YMR158W-B	0.000	-0.341
YMR159C	0.000	-0.443
YMR161W	0.000	-0.437
YMR162C	0.000	-0.446
YMR163C	0.000	-0.448
YMR164C	0.000	-0.507
YMR166C	0.000	-0.375
YMR167W	0.000	-0.333
YMR169C	0.000	-0.455
YMR170C	0.000	-0.434
YMR172C-A	0.000	-0.434
YMR173W-A	0.000	-0.336
YMR174C	0.000	-0.219
YMR175W	0.000	-0.440
YMR175W-A	0.000	-0.333
YMR176W	0.000	-0.407
YMR177W	0.000	-0.420
YMR178W	0.000	-0.451
YMR180C	0.000	-0.494
YMR182C	0.000	-0.526
YMR183C	0.000	-0.468
YMR184W	0.000	-0.411
YMR186W	0.000	-0.449
YMR187C	0.000	-0.381
YMR188C	0.000	-0.348
YMR189W	0.000	-0.413
YMR190C	0.000	-0.483
YMR191W	0.000	-0.391
YMR192W	0.000	-0.485
YMR193C-A	0.000	-0.465
YMR193W	0.000	-0.488
YMR194W	0.000	-0.508
YMR195W	0.000	-0.543
YMR196W	0.000	-0.493
YMR198W	0.000	-0.429
YMR199W	0.000	-0.302
YMR201C	0.000	-0.347
YMR202W	0.000	-0.463
YMR204C	0.000	-0.484
YMR205C	0.000	-0.380
YMR206W	0.000	-0.414
YMR207C	0.000	-0.530
YMR209C	0.000	-0.213
YMR210W	0.000	-0.478
YMR214W	0.000	-0.514
YMR215W	0.000	-0.507
YMR216C	0.000	-0.507
YMR219W	0.000	-0.477
YMR221C	0.000	-0.455
YMR222C	0.000	-0.379
YMR223W	0.000	-0.379
YMR225C	0.000	-0.380
YMR226C	0.000	-0.482
YMR230W	0.000	-0.561
YMR231W	0.000	-0.534
YMR232W	0.000	-0.522
YMR233W	0.000	-0.559
YMR237W	0.000	-0.461
YMR238W	0.000	-0.304
YMR241W	0.000	-0.447
YMR242C	0.000	-0.352
YMR242W-A	0.000	-0.230
YMR243C	0.000	-0.294
YMR244C-A	0.000	-0.396
YMR244W	0.000	-0.389
YMR245W	0.000	-0.344
YMR246W	0.000	-0.518
YMR247C	0.000	-0.492
YMR247W-A	0.000	-0.227
YMR250W	0.000	-0.503
YMR251W	0.000	-0.416
YMR251W-A	0.000	-0.267
YMR255W	0.000	-0.430
YMR258C	0.000	-0.286
YMR260C	-1.000	0.000
YMR261C	0.000	-0.309
YMR262W	0.000	-0.509
YMR265C	0.000	-0.529
YMR266W	0.000	-0.503
YMR272C	0.000	-0.375
YMR272W-B	0.000	-0.217
YMR274C	0.000	-0.357
YMR275C	0.000	-0.387
YMR276W	0.000	-0.330
YMR278W	0.000	-0.250
YMR280C	0.000	-0.446
YMR284W	0.000	-0.449
YMR285C	0.000	-0.567
YMR287C	0.000	-0.515
YMR289W	0.000	-0.489
YMR291W	0.000	-0.397
YMR292W	0.000	-0.414
YMR293C	-1.000	0.000
YMR294W	0.000	-0.326
YMR294W-A	0.000	-0.339
YMR295C	0.000	-0.350
YMR299C	0.000	-0.402
YMR300C	0.000	-0.425
YMR302C	0.000	-0.478
YMR303C	0.000	-0.446
YMR304C-A	0.000	-0.442
YMR304W	0.000	-0.331
YMR305C	0.000	-0.443
YMR306C-A	0.000	-0.474
YMR307W	0.000	-0.434
YMR310C	0.000	-0.336
YMR315W	0.000	-0.360
YMR315W-A	0.000	-0.264
YMR316W	0.000	-0.227
YMR322C	0.000	-0.291
YNL013C	0.000	-0.324
YNL015W	-1.000	-0.345
YNL025C	0.000	-0.602
YNL027W	0.000	-0.271
YNL031C	0.000	-0.202
YNL041C	-1.000	0.000
YNL045W	0.000	-0.336
YNL046W	0.000	-0.562
YNL053W	0.000	-0.318
YNL057W	0.000	-0.321
YNL067W	0.000	-0.413
YNL071W	0.000	-0.694
YNL072W	0.000	-0.268
YNL077W	0.000	-0.308
YNL084C	0.000	-0.233
YNL086W	0.000	-0.597
YNL089C	0.000	-0.357
YNL097C	0.000	-0.418
YNL097C-B	0.000	-0.254
YNL104C	0.000	-0.237
YNL121C	0.000	-0.276
YNL123W	0.000	-0.329
YNL125C	0.000	-0.217
YNL133C	-1.000	-0.613
YNL145W	0.000	-0.417
YNL146C-A	0.000	-0.317
YNL154C	0.000	-0.271
YNL155W	0.000	-0.321
YNL156C	0.000	-0.318
YNL162W-A	0.000	-0.355
YNL166C	0.000	-0.269
YNL169C	0.000	-0.234
YNL187W	-1.000	0.000
YNL203C	0.000	-0.229
YNL217W	0.000	-0.213
YNL223W	0.000	-0.323
YNL224C	0.000	-0.235
YNL231C	0.000	-0.415
YNL235C	0.000	-0.254
YNL237W	0.000	-0.322
YNL238W	0.000	-0.387
YNL239W	0.000	-0.232
YNL241C	-1.000	0.000
YNL246W	0.000	-0.415
YNL249C	0.000	-0.429
YNL253W	0.000	-0.519
YNL254C	0.000	-0.492
YNL255C	0.000	-0.213
YNL256W	-1.000	0.000
YNL268W	0.000	-0.288
YNL270C	0.000	-0.310
YNL271C	0.000	-0.354
YNL273W	0.000	-0.475
YNL274C	0.000	-0.383
YNL275W	0.000	-0.235
YNL276C	0.000	-0.559
YNL277W-A	0.000	-0.320
YNL278W	0.000	-0.396
YNL281W	0.000	-0.513
YNL283C	0.000	-0.517
YNL285W	0.000	-0.516
YNL289W	0.000	-0.429
YNL294C	0.000	-0.382
YNL295W	0.000	-0.517
YNL297C	0.000	-0.636
YNL301C	0.000	-0.461
YNL303W	0.000	-0.413
YNL304W	0.000	-0.458
YNL305C	0.000	-0.389
YNL309W	0.000	-0.383
YNL311C	0.000	-0.527
YNL314W	0.000	-0.531
YNL318C	0.000	-0.500
YNL319W	0.000	-0.511
YNL320W	0.000	-0.508
YNL321W	0.000	-0.559
YNL322C	0.000	-0.338
YNL323W	0.000	-0.352
YNL324W	0.000	-0.404
YNL325C	0.000	-0.490
YNL327W	0.000	-0.224
YNL328C	0.000	-0.476
YNL329C	0.000	-0.473
YNL330C	0.000	-0.510
YNL332W	0.000	-0.448
YNL338W	0.000	-0.426
YNL339C	0.000	-0.435
YNR004W	-1.000	0.000
YNR007C	0.000	-0.205
YNR010W	-1.000	-0.510
YNR012W	0.000	-0.560
YNR014W	0.000	-0.333
YNR027W	0.000	-0.324
YNR028W	0.000	-0.475
YNR030W	-1.000	0.000
YNR035C	-1.000	0.000
YNR037C	-1.000	0.000
YNR041C	0.000	-0.439
YNR042W	0.000	-0.293
YNR045W	0.000	-0.414
YNR050C	0.000	-0.318
YNR051C	0.000	-0.537
YNR067C	0.000	-0.378
YNR075W	-1.000	0.000
YOL001W	0.000	-0.404
YOL008W	0.000	-0.319
YOL011W	0.000	-0.404
YOL013W-A	0.000	-0.294
YOL014W	0.000	-0.452
YOL019W-A	0.000	-0.213
YOL024W	0.000	-0.469
YOL025W	0.000	-0.495
YOL027C	0.000	-0.496
YOL028C	0.000	-0.336
YOL029C	0.000	-0.302
YOL030W	0.000	-0.290
YOL031C	0.000	-0.513
YOL032W	0.000	-0.505
YOL035C	0.000	-0.520
YOL036W	0.000	-0.483
YOL037C	0.000	-0.492
YOL039W	0.000	-0.538
YOL041C	0.000	-0.461
YOL042W	0.000	-0.436
YOL043C	0.000	-0.299
YOL044W	0.000	-0.497
YOL045W	0.000	-0.368
YOL046C	0.000	-0.217
YOL047C	0.000	-0.215
YOL049W	0.000	-0.419
YOL050C	0.000	-0.474
YOL051W	0.000	-0.476
YOL052C	0.000	-0.302
YOL052C-A	0.000	-0.468
YOL053W	0.000	-0.373
YOL054W	0.000	-0.397
YOL055C	0.000	-0.434
YOL056W	0.000	-0.339
YOL057W	0.000	-0.320
YOL058W	0.000	-0.313
YOL059W	0.000	-0.417
YOL060C	0.000	-0.467
YOL061W	0.000	-0.402
YOL062C	0.000	-0.437
YOL063C	0.000	-0.448
YOL064C	0.000	-0.250
YOL065C	0.000	-0.482
YOL068C	0.000	-0.434
YOL070C	0.000	-0.360
YOL071W	0.000	-0.351
YOL075C	0.000	-0.382
YOL078W	-1.000	0.000
YOL079W	0.000	-0.523
YOL080C	0.000	-0.452
YOL082W	0.000	-0.470
YOL083W	0.000	-0.463
YOL084W	0.000	-0.486
