ORF	het | chromosome instability (qCTF) | standard | None | Zhu J~Li R, 2015
YHR163W	1.775
YHR167W	1.985
YHR176W	1.690
YHR177W	NaN
YHR178W	1.970
YHR179W	1.981
YHR182W	2.020
YHR183W	2.049
YHR184W	1.254
YHR189W	1.985
YHR195W	0.929
YHR198C	0.757
YHR199C	1.073
YHR200W	0.872
YHR202W	1.311
YHR203C	1.202
YHR204W	1.519
YHR206W	0.929
YHR207C	1.107
YHR209W	1.222
YHR210C	0.935
YCL001W	1.064
YCL002C	0.939
YCL005W	1.322
YMR118C	1.337
YCL008C	1.418
YCL009C	1.731
YCL010C	1.603
YCL011C	1.892
YCL014W	1.312
YCL013W	1.149
YCL016C	1.548
YCL023C	1.057
YCL024W	1.074
YCL025C	0.989
YCL026C	1.607
YCL027W	1.550
YCL028W	1.427
YCL029C	1.701
YCL030C	1.834
YCL032W	2.054
YCL033C	1.639
YCL034W	1.735
YCL036W	1.311
YCL037C	1.082
YCL039W	1.431
YCL040W	1.109
YCL042W	1.575
YCL044C	1.380
YCL045C	1.500
YCL046W	1.663
YCL047C	1.802
YCL048W	1.489
YCL049C	1.510
YCL050C	1.669
YCL051W	1.860
YCL055W	1.175
YCL056C	1.571
YCL057W	1.768
YCL061C	1.087
YCL063W	1.482
YCL064C	2.093
YCL069W	1.181
YCR001W	1.646
YCR002C	2.342
YCR003W	1.180
YCR004C	1.755
YCR005C	1.820
YCR006C	1.278
YCR007C	1.642
YCR008W	1.333
YCR009C	1.715
YCR010C	1.508
YCR011C	2.182
YCR014C	1.891
YCR015C	1.610
YCR016W	1.106
YCR017C	1.555
YCR019W	2.119
YCR020C	1.891
YCR020C-A	1.742
YCR021C	1.355
YCR022C	1.850
YCR023C	1.416
YLR420W	1.794
YLR451W	2.120
YLR126C	1.963
YLR128W	1.713
YLR130C	1.480
YLR131C	1.830
YLR133W	1.615
YLR134W	2.178
YLR135W	1.763
YLR136C	1.722
YLR137W	1.372
YLR138W	2.155
YLR139C	2.106
YLR142W	2.019
YLR143W	1.388
YLR144C	1.409
YMR074C	1.820
YLR149C	0.973
YLR150W	1.065
YLR151C	0.639
YLR152C	1.016
YLR154C	0.921
YLR164W	1.291
YLR165C	0.974
YLR168C	1.290
YLR169W	1.320
YLR170C	1.563
YLR171W	1.147
YLR172C	1.136
YLR173W	1.264
YLR174W	1.071
YLR176C	0.961
YLR177W	0.676
YLR178C	1.079
YLR179C	1.017
YLR180W	1.008
YLR181C	1.186
YLR182W	1.199
YLR183C	1.101
YLR184W	0.605
YLR185W	0.929
YLR187W	0.931
YLR188W	0.861
YLR189C	0.708
YLR190W	0.824
YLR191W	0.810
YLR193C	0.929
YLR194C	1.053
YLR199C	1.202
YLR200W	0.998
YLR201C	1.253
YLR202C	1.386
YLR203C	1.141
YLR204W	1.139
YLR205C	0.709
YLR206W	0.860
YLR207W	0.796
YLR209C	1.128
YLR210W	0.844
YLR211C	0.990
YLR213C	1.111
YLR214W	1.227
YLR216C	1.233
YLR217W	1.262
YLR218C	1.100
YLR219W	1.019
YLR220W	0.783
YLR221C	0.744
YLR224W	0.824
YLR225C	0.763
YLR227C	1.168
YKL001C	1.280
YKL002W	1.116
YKL003C	0.878
YKL006W	3.255
YKL007W	1.306
YKL008C	1.209
YKL009W	0.588
YKL010C	0.664
YKL011C	0.908
YKL015W	0.970
YKL016C	1.206
YKL017C	0.979
YKL020C	1.396
YKL023W	1.747
YKL025C	0.900
YKL026C	1.823
YKL027W	1.540
YKL029C	0.862
YKL031W	1.039
YKL032C	0.651
YKL034W	0.768
YKL037W	0.915
YKL038W	1.211
YKL039W	0.775
YKL040C	0.947
YKL041W	0.951
YKL043W	1.119
YKL044W	1.028
YKL046C	1.100
YKL047W	0.888
YKL048C	0.978
YKL050C	0.765
YKL051W	0.791
YKL053W	1.283
YKL054C	4.312
YKL055C	1.419
YKL056C	1.267
YKL057C	1.905
YKL061W	1.318
YKL062W	1.333
YKL063C	1.233
YKL064W	1.011
YKL065C	1.146
YKL066W	1.477
YKL067W	1.116
YKL068W	0.863
YKL069W	1.088
YKL070W	1.135
YKL071W	0.963
YKL072W	0.813
YKL073W	0.871
YKL074C	0.880
YKL075C	0.812
YKL076C	1.128
YKL077W	1.127
YKL079W	1.275
YKL080W	1.084
YKL081W	1.227
YKL084W	1.384
YKL085W	1.239
YKL086W	0.938
YKL087C	1.093
YKL090W	0.782
YKL091C	1.649
YKL092C	1.341
YKL093W	1.008
YKL094W	1.004
YKL096W	0.962
YKL097C	0.966
YKL098W	0.800
YKL100C	1.044
YKL101W	1.548
YKL102C	1.021
YKL103C	0.728
YKL105C	0.978
YKL106W	1.640
YKL107W	1.473
YKL109W	1.583
YKL110C	1.126
YKL113C	1.077
YKL114C	1.294
YKL116C	1.019
YKL117W	1.003
YKL118W	0.675
YKL119C	0.736
YKL120W	1.443
YKL121W	1.123
YKL123W	1.569
YKL124W	1.889
YKL126W	0.940
YKL127W	1.587
YKL128C	0.972
YKL129C	0.755
YKL130C	1.121
YKL131W	0.556
YKL132C	0.959
YKL133C	0.526
YKL134C	1.327
YKL135C	1.918
YKL136W	1.339
YKL137W	1.468
YKL138C	1.613
YKL140W	0.885
YKL142W	1.008
YKL143W	0.872
YKL146W	0.972
YKL147C	0.487
YKL148C	0.628
YKL149C	0.699
YKL150W	1.052
YKL151C	1.157
YPR151C	1.417
YKL156W	1.163
YKL157W	1.180
YKL159C	1.189
YKL160W	0.731
YKL161C	0.521
YKL162C	0.896
YKL163W	0.613
YKL164C	0.742
YKL166C	0.746
YKL167C	0.983
YKL168C	1.204
YKL169C	1.087
YKL170W	0.989
YKL171W	1.041
YKL174C	0.861
YKL175W	0.730
YKL176C	0.736
YKL177W	0.767
YKL178C	0.767
YKL179C	0.884
YKL183W	0.810
YKL184W	1.003
YKL185W	0.693
YKL187C	0.917
YKL188C	1.043
YKL190W	0.641
YGR027C	0.948
YGR031W	0.704
YGR033C	0.565
YGR034W	0.710
YGR035C	1.108
YGR036C	0.523
YGR037C	0.861
YGR039W	1.201
YGR041W	0.889
YGR042W	0.911
YGR043C	0.511
YGR044C	0.985
YGR045C	0.631
YGR049W	0.643
YGR051C	0.691
YGR052W	0.470
YGR054W	0.708
YGR055W	0.769
YGR056W	1.291
YGR057C	1.108
YGR058W	0.776
YGR059W	0.604
YGR061C	0.624
YGR062C	0.599
YGR064W	0.528
YGR066C	0.561
YGR067C	0.410
YGR068C	0.752
YGR069W	0.530
YGR070W	0.902
YGR071C	0.959
YGR072W	0.799
YGR076C	1.158
YGR077C	0.800
YGR078C	1.167
YGR079W	0.746
YGR080W	0.592
YGR081C	0.952
YGR084C	0.694
YGR085C	0.949
YGR087C	0.701
YGR088W	0.863
YGR096W	0.823
YGR097W	1.115
YGR100W	1.134
YGR101W	0.857
YGR102C	1.313
YGR104C	0.712
YGR105W	0.950
YGR107W	0.826
YGR108W	0.972
YGR109C	0.390
YGR111W	1.274
YGR112W	0.999
YGR118W	0.842
YGR121C	1.076
YGR122W	1.046
YOR097C	0.989
YOR099W	0.767
YOR100C	1.319
YOR101W	0.930
YOR104W	0.774
YOR105W	0.976
YOR106W	1.177
YOR107W	1.160
YOR108W	1.199
YOR109W	1.378
YOR111W	0.870
YOR112W	1.081
YOR113W	1.349
YOR114W	1.508
YOR115C	0.981
YOR118W	1.116
YOR120W	1.092
YOR121C	1.287
YOR123C	0.684
YOR124C	0.891
YOR125C	1.134
YOR126C	1.197
YOR127W	1.326
YOR129C	1.255
YOR130C	1.151
YOR131C	1.122
YOR132W	1.183
YOR133W	1.072
YOR134W	1.213
YOR135C	1.132
YOR136W	0.940
YOR137C	0.856
YOR138C	0.878
YOR139C	0.804
YOR140W	0.850
YOR141C	-4.256
YOR142W	0.984
YOR144C	1.130
YOR152C	0.765
YOR153W	0.749
YOR154W	1.040
YOR155C	0.748
YOR156C	1.074
YOR161C	1.213
YOR162C	0.864
YOR163W	0.934
YOR164C	0.786
YOR165W	1.161
YOR166C	1.148
YOR167C	0.937
YOR170W	0.776
YOR171C	0.954
YOR172W	0.862
YOR173W	0.693
YOR175C	0.957
YOR177C	1.038
YOR178C	0.837
YOR182C	1.454
YOR183W	1.258
YOR184W	0.557
YOR185C	0.763
YOR186W	1.123
YOR187W	0.771
YOR188W	0.844
YOR189W	1.061
YOR190W	0.595
YOR191W	1.020
YOR192C	0.728
YOR193W	1.028
YOR195W	0.691
YOR196C	1.011
YOR197W	0.810
YOR198C	1.726
YOR199W	0.967
YOR200W	0.829
YOR201C	0.922
YOR202W	0.703
YOR205C	0.672
YOR208W	0.744
YOR209C	0.974
YOR211C	0.979
YOR212W	2.162
YOR213C	1.006
YOR214C	0.832
YOR215C	0.935
YOR216C	0.950
YOR219C	0.969
YOR220W	0.706
YOR221C	0.909
YOR222W	1.264
YOR223W	0.750
YOR225W	0.927
YOR226C	0.568
YOR227W	0.995
YOR228C	0.792
YOR229W	1.016
YOR230W	0.951
YOR231W	0.772
YOR233W	0.657
YOR234C	1.065
YOR235W	1.189
YOR237W	1.030
YOR238W	0.864
YOR239W	0.933
YOR241W	0.926
YOR242C	0.982
YOR243C	0.910
YOR245C	0.956
YOR246C	1.246
YOR247W	1.020
YOR248W	1.228
YOR251C	1.814
YOR252W	1.140
YOR253W	1.205
YOR255W	1.358
YOR258W	1.108
YOR263C	0.956
YOR264W	1.142
YOR277C	1.451
YOR279C	1.229
YOR280C	1.045
YOR283W	0.996
YOR284W	1.058
YOR285W	0.987
YOR286W	1.233
YOR288C	1.119
YJL218W	1.767
YJL217W	0.781
YJL216C	1.174
YJL215C	1.090
YJL214W	1.198
YJL212C	1.083
YJL210W	0.974
YJL211C	1.150
YJL209W	0.576
YJL208C	1.122
YJL207C	2.117
YJL206C	0.974
YJL205C	1.758
YJL204C	3.490
YJL201W	0.838
YJL200C	1.287
YJL199C	0.891
YJL198W	0.860
YJL197W	1.167
YJL196C	1.134
YJL193W	1.359
YJL192C	0.775
YJL191W	1.065
YJL190C	1.155
YJL189W	2.041
YJL188C	14.074
YJL187C	1.249
YJL186W	1.061
YJL185C	1.214
YJL183W	1.123
YJL181W	0.629
YJL182C	1.909
YJL180C	4.927
YJL179W	3.111
YJL178C	1.204
YJL176C	2.301
YJL172W	0.932
YJL171C	0.859
YJL170C	1.217
YJL169W	0.280
YJL168C	0.887
YJL166W	1.462
YJL165C	0.843
YJL164C	1.359
YJL163C	1.047
YJL162C	1.300
YJL161W	0.967
YJL159W	0.721
YJL158C	0.986
YJL157C	1.087
YJL155C	0.909
YJL154C	0.669
YJL153C	0.743
YJL152W	1.082
YJL151C	0.922
YJL150W	0.900
YJL149W	0.821
YJL148W	0.668
YJL147C	1.071
YJL146W	0.970
YJL145W	1.171
YJL144W	0.983
YJL142C	1.211
YJL140W	0.979
YJL139C	0.986
YJL138C	1.385
YJL135W	0.651
YJL134W	0.891
YJL133W	0.867
YJL132W	0.509
YJL131C	0.710
YJL130C	1.149
YJL129C	0.698
YLR324W	0.913
YLR325C	0.809
YLR326W	0.986
YLR327C	0.751
YLR328W	0.758
YLR329W	0.834
YLR330W	1.118
YLR331C	1.121
YLR332W	0.546
YLR333C	0.872
YLR335W	0.884
YLR341W	0.605
YLR342W	0.865
YLR344W	0.917
YLR345W	0.729
YLR348C	0.956
YLR349W	0.918
YLR350W	0.820
YLR351C	0.910
YLR352W	0.476
YLR353W	0.599
YLR354C	0.491
YLR356W	1.302
YLR357W	0.775
YLR360W	0.952
YLR362W	NaN
YLR363C	1.051
YLR364W	0.711
YLR365W	1.026
YLR366W	0.609
YLR367W	0.709
YLR368W	NaN
YLR371W	0.990
YLR372W	0.811
YLR373C	1.574
YLR374C	1.517
YLR375W	0.503
YLR376C	0.681
YLR377C	0.368
YLR380W	0.556
YLR381W	0.979
YLR384C	1.805
YLR385C	0.380
YLR386W	1.116
YLR387C	0.713
YLR388W	1.172
YLR390W	0.674
YLR392C	2.606
YLR393W	0.612
YLR395C	0.918
YLR398C	1.239
YLR400W	1.284
YLR401C	1.055
YLR402W	0.872
YLR404W	0.744
YLR405W	0.816
YLR407W	0.892
YLR408C	0.801
YLR410W	4.234
YLR412W	7.149
YLR413W	2.879
YLR414C	3.681
YLR415C	2.935
YLR416C	1.594
YLR417W	0.868
YLR418C	0.702
YLR421C	1.384
YLR228C	0.744
YLR231C	0.859
YLR232W	1.353
YLR233C	2.025
YLR234W	4.807
YLR235C	6.930
YLR236C	1.006
YLR238W	2.338
YLR239C	1.039
YLR241W	0.818
YLR242C	0.846
YLR247C	0.615
YLR248W	0.722
YLR250W	0.745
YLR251W	0.983
YLR252W	0.808
YLR253W	0.911
YLR254C	1.111
YLR255C	0.564
YLR257W	0.662
YLR258W	0.789
YLR260W	0.999
YLR261C	0.571
YLR262C	0.655
YLR263W	1.126
YLR264W	0.702
YLR265C	0.560
YLR266C	0.924
YLR267W	0.932
YLR268W	0.748
YLR269C	0.728
YLR270W	0.542
YLR271W	0.638
YLR273C	0.727
YLR278C	0.630
YLR279W	1.335
YLR280C	0.834
YLR281C	0.824
YLR282C	0.675
YLR283W	0.808
YLR284C	0.875
YLR285W	0.796
YLR287C	1.124
YLR287C-A	0.904
YLR288C	0.799
YLR289W	1.043
YLR290C	0.910
YLR292C	1.100
YLR294C	1.169
YLR295C	0.924
YLR296W	1.130
YLR297W	1.302
YLR299W	0.328
YLR300W	1.197
YLR303W	1.002
YLR304C	1.037
YLR306W	1.440
YLR307W	1.193
YLR308W	NaN
YLR309C	0.869
YLR311C	1.320
YLR312C	1.079
YLR312W-A	1.097
YLR313C	0.986
YLR315W	1.196
YLR318W	1.026
YLR319C	1.037
YLR320W	1.018
YLR322W	0.744
YDR147W	1.032
YDR148C	1.273
YDR149C	1.240
YDR150W	1.160
YDR151C	0.924
YDR152W	1.137
YDR153C	1.001
YDR154C	1.207
YDR155C	0.545
YDR156W	1.101
YDR157W	1.329
YDR158W	1.048
YDR159W	1.366
YDR161W	1.158
YDR162C	1.188
YDR163W	1.193
YDR165W	0.808
YDR169C	0.625
YDR171W	0.721
YDR173C	0.743
YDR175C	0.486
YDR176W	1.063
YDR178W	1.088
YDR179C	1.207
YDR179W-A	1.284
YDR181C	1.310
YDR183W	1.093
YDR184C	1.202
YDR185C	0.730
YDR186C	0.121
YDR191W	-0.492
YDR192C	0.302
YDR193W	1.107
YDR194C	1.177
YDR195W	-1.075
YDR197W	1.431
YDR198C	1.331
YDR199W	1.145
YDR200C	1.213
YDR203W	1.407
YDR204W	1.111
YDR206W	1.401
YDR207C	0.034
YDR209C	0.422
YDR210W	0.951
YDR213W	1.513
YDR214W	1.183
YDR215C	1.237
YDR216W	1.254
YDR217C	1.113
YDR218C	1.296
YDR219C	1.165
YDR220C	1.364
YDR221W	1.391
YDR222W	1.062
YDR223W	1.059
YDR225W	1.003
YDR226W	1.101
YDR227W	NaN
YDR229W	1.116
YDR230W	1.309
YDR231C	1.177
YDR233C	1.347
YDR234W	1.249
YDR237W	1.191
YDR239C	0.957
YDR241W	1.083
YGL194C	0.935
YGL195W	1.094
YGL196W	1.246
YGL197W	1.137
YGL198W	1.140
YGL199C	1.275
YGL200C	1.433
YGL202W	1.097
YGL203C	1.319
YGL205W	1.052
YGL208W	1.179
YGL209W	1.130
YGL210W	0.757
YGL211W	0.863
YGL212W	1.354
YGL213C	0.881
YGL214W	0.972
YGL215W	0.818
YGL216W	0.901
YGL217C	1.351
YGL218W	0.918
YGL220W	0.985
YGL221C	0.929
YGL222C	0.959
YGL224C	0.837
YGL226C-A	1.125
YGL226W	1.297
YGL227W	1.723
YGL228W	1.450
YGL229C	1.244
YGL230C	1.100
YGL231C	0.660
YGL232W	0.695
YGL234W	0.948
YGL235W	2.158
YGL236C	1.681
YGL237C	1.313
YGL241W	1.942
YGL242C	1.051
YGL243W	1.181
YGL244W	1.193
YGL246C	1.763
YGL248W	1.512
YGL249W	1.128
YGL250W	0.681
YGL251C	2.935
YGL252C	2.730
YGL253W	3.485
YGL254W	1.055
YGL255W	2.322
YGL256W	0.967
YGL257C	1.174
YGL258W	1.438
YGL259W	0.898
YGL260W	1.365
YGL261C	1.068
YGL262W	1.131
YGL263W	1.985
YGR001C	1.723
YGR003W	2.197
YGR004W	2.058
YGR006W	1.465
YGR007W	1.258
YGR008C	1.080
YGR010W	1.329
YGR011W	1.065
YGR012W	2.004
YGR014W	1.496
YGR015C	0.565
YGR016W	1.421
YGR017W	1.306
YGR018C	1.133
YGR019W	0.807
YGR020C	0.890
YGR021W	0.943
YGR022C	1.017
YGR023W	1.066
YGR025W	0.700
YGR026W	1.598
YPL091W	1.453
YPL090C	1.574
YPL089C	0.652
YPL088W	1.281
YPL087W	1.355
YPL086C	0.982
YPL084W	1.876
YPL081W	1.146
YPL080C	3.250
YPL079W	1.379
YPL078C	1.102
YPL077C	1.096
YPL074W	0.868
YPL072W	0.872
YPL073C	0.853
YPL071C	1.179
YPL070W	0.725
YPL069C	0.814
YPL068C	1.493
YPL067C	1.228
YPL066W	0.958
YPL065W	1.179
YPL064C	1.273
YPL062W	1.122
YPL061W	0.849
YPL060W	1.418
YPL058C	0.944
YPL057C	0.955
YPL056C	0.889
YPL055C	1.234
YPL054W	1.091
YPL053C	0.727
YPL052W	0.968
YPL051W	1.207
YPL049C	0.517
YPL048W	1.389
YPL047W	1.252
YPL046C	0.865
YPL042C	3.837
YPL041C	0.997
YPL040C	0.984
YPL039W	1.479
YPL038W	1.213
YPL037C	1.033
YPL035C	1.481
YPL033C	1.063
YPL032C	1.121
YPL030W	0.623
YPL029W	1.004
YPL026C	1.523
YPL025C	2.235
YPL023C	1.789
YPL022W	1.099
YPL021W	0.735
YPL019C	1.543
YPL018W	1.433
YPL015C	1.023
YPL014W	0.912
YPL013C	1.078
YPL009C	0.972
YPL008W	2.101
YPL006W	NaN
YPL005W	1.074
YPL003W	1.309
YPL002C	1.452
YPL001W	1.040
YPR001W	1.026
YPR002W	1.289
YPR003C	0.935
YPR004C	1.324
YPR005C	1.042
YPR106W	1.410
YPR109W	1.122
YPR111W	0.685
YPR114W	1.050
YPR115W	1.558
YPR116W	1.852
YPR117W	1.005
YPR119W	2.285
YPR120C	1.335
YPR121W	0.885
YPR122W	0.974
YPR123C	1.282
YPR124W	1.036
YPR125W	1.163
YPR126C	0.648
YPR127W	1.574
YPR128C	1.220
YPR129W	1.992
YPR130C	1.745
YOL151W	1.483
YPR132W	1.547
YPR134W	0.943
YPR135W	1.093
YPR138C	1.155
YPR139C	47.056
YPR140W	0.939
YPR141C	0.726
YPR145W	0.967
YPR146C	0.919
YPR147C	2.084
YPR148C	0.714
YPR149W	1.793
YPR150W	0.727
YPR152C	0.897
YPR153W	0.997
YPR154W	0.653
YPR155C	0.499
YPR156C	0.746
YPR157W	0.657
YPR158W	0.703
YPR159W	1.812
YPR160W	1.328
YPR163C	0.753
YPR164W	1.478
YPR166C	1.491
YPR167C	1.763
YPR170C	1.150
YPR171W	1.334
YPR172W	1.396
YPR173C	1.081
YPR174C	0.911
YPR179C	1.251
YPR184W	1.213
YPR185W	0.923
YPR188C	1.318
YPR189W	1.379
YPR191W	1.326
YPR192W	1.349
YPR193C	1.061
YPR194C	0.957
YPR195C	1.274
YPR196W	1.260
YPR197C	1.272
YPR198W	0.958
YPR199C	1.560
YPR200C	1.741
YPR201W	0.836
YCR090C	1.131
YCR091W	1.788
YCR092C	0.889
YCR094W	0.771
YCR098C	1.331
YCR099C	0.631
YCR100C	1.472
YCR101C	1.282
YCR102C	1.183
YCR105W	0.837
YCR106W	1.632
YDL130W-A	1.320
YDR363W-A	0.543
YDR525W-A	1.971
YDR535C	0.772
YDR536W	0.758
YDR538W	1.039
YDR539W	0.698
YDR540C	1.396
YDR541C	1.618
YER039C-A	0.823
YER091C-A	1.415
YER144C	1.021
YER188W	1.375
YFL034C-A	1.456
YFR032C	1.318
YFR032C-A	0.458
YFR033C	0.954
YFR034C	0.956
YFR035C	0.832
YFR036W	1.250
YFR038W	0.763
YFR040W	1.079
YFR041C	1.092
YFR043C	0.800
YFR044C	1.078
YFR045W	1.488
YFR046C	0.712
YFR047C	0.396
YFR048W	0.937
YFR049W	1.269
YFR053C	1.310
YFR054C	0.704
YFR055W	1.589
YFR056C	1.071
YFR057W	1.631
YGR220C	0.759
YGR221C	1.394
YGR223C	1.359
YGR224W	1.224
YGR225W	1.205
YGR226C	1.071
YGR227W	1.555
YGR228W	0.976
YGR230W	0.887
YGR231C	0.819
YGR232W	1.076
YGR233C	0.578
YGR234W	1.850
YGR235C	0.890
YGR236C	0.989
YGR237C	0.997
YGR240C	0.915
YGR241C	1.208
YGR242W	0.599
YGR243W	1.215
YGR244C	0.845
YGR247W	0.784
YGR249W	1.247
YBL001C	1.152
YOL152W	1.219
YBL003C	1.090
YBL005W	1.113
YBL006C	0.836
YBL007C	1.073
YBL008W	1.216
YBL009W	1.601
YBL010C	1.403
YBL011W	1.230
YBL012C	1.273
YBL013W	1.556
YBL015W	0.312
YBL016W	NaN
YBL017C	1.100
YBL019W	1.626
YBL021C	1.661
YBL022C	0.566
YBL024W	0.849
YBL027W	1.674
YBL028C	0.972
YBL029W	1.224
YBL031W	1.437
YBL032W	1.134
YBL036C	0.561
YBL037W	1.110
YBL038W	1.713
YBL039C	0.696
YBL042C	1.205
YBL043W	0.891
YBL044W	0.614
YBL045C	1.215
YBL046W	1.026
YBL047C	1.084
YBL048W	0.984
YBL049W	0.698
YBL051C	1.871
YBL052C	1.277
YBL053W	0.950
YBL054W	0.928
YBL055C	1.485
YBL056W	1.296
YBL057C	2.051
YBL058W	0.552
YBL059W	1.652
YBL060W	0.787
YBL061C	0.672
YBL062W	0.855
YBL063W	1.345
YBL064C	1.047
YBL065W	1.101
YBL066C	0.735
YBL067C	3.495
YBL068W	1.131
YBL069W	1.335
YBL070C	0.800
YBL071C	0.978
YBL072C	3.240
YBL075C	0.683
YBL078C	0.792
YBL079W	1.676
YBL080C	0.672
YBL081W	1.621
YBL082C	1.273
YBL083C	1.097
YBL085W	1.551
YBL086C	2.156
YBL087C	3.046
YBL088C	1.113
YBL089W	1.766
YBL090W	1.000
YBL091C	0.816
YPL158C	1.189
YBL094C	1.709
YGL002W	1.181
YGL003C	4.790
YGL004C	1.517
YGL005C	1.624
YGL006W	1.048
YGL007W	1.786
YGL010W	1.215
YGL012W	NaN
YGL013C	2.131
YGL014W	0.818
YGL015C	1.299
YGL016W	2.709
YGL017W	1.243
YGL019W	0.792
YGL021W	1.149
YGL023C	1.138
YGL024W	1.182
YGL025C	0.714
YGL026C	1.234
YGL027C	0.685
YGL028C	1.233
YGL031C	1.626
YGL032C	1.373
YGL033W	1.261
YGL034C	2.132
YGL035C	1.174
YGL036W	1.437
YGL037C	1.002
YGL039W	1.384
YGL041C	1.807
YGL042C	0.440
YGL043W	1.552
YGL045W	0.757
YGL049C	1.217
YGL050W	1.045
YGL051W	2.462
YGL053W	0.955
YGL054C	1.557
YGL056C	1.063
YGL057C	1.636
YGL058W	0.896
YGL059W	1.074
YGL060W	1.151
YGL062W	0.921
YGL063W	1.261
YGL064C	1.946
YGL066W	1.159
YGL067W	0.648
YGL071W	3.683
YGL072C	0.842
YGL076C	0.799
YGL077C	1.545
YGL078C	0.716
YGL079W	0.795
YGL080W	0.789
YGL081W	1.048
YGL082W	0.724
YGL083W	1.186
YGL084C	0.464
YGL085W	0.875
YGL086W	2.459
YGL087C	1.073
YGL089C	1.041
YGL090W	1.535
YGL094C	0.606
YGL096W	0.770
YNL242W	0.620
YNL241C	0.842
YNL239W	0.964
YNL238W	0.971
YNL237W	1.182
YNL236W	0.854
YNL235C	1.264
YNL234W	0.685
YNL233W	0.560
YNL231C	1.296
YNL230C	1.055
YNL229C	0.673
YNL228W	0.836
YNL226W	0.794
YNL227C	0.914
YNL224C	1.467
YNL223W	3.193
YNL219C	1.282
YNL218W	0.882
YNL217W	1.355
YNL215W	1.279
YNL214W	0.902
YNL213C	0.860
YNL212W	0.645
YNL211C	1.015
YNL208W	1.274
YNL206C	1.032
YNL205C	0.930
YNL204C	1.175
YNL202W	0.796
YNL203C	0.958
YNL201C	0.980
YNL200C	1.277
YNL199C	0.653
YNL198C	1.429
YNL197C	1.250
YNL196C	0.517
YNL195C	0.788
YNL194C	0.958
YNL193W	1.025
YNL192W	0.706
YNL191W	0.980
YNL190W	0.914
YNL187W	0.815
YNL184C	1.061
YNL183C	1.135
YNL179C	0.511
YNL177C	1.507
YNL176C	0.993
YNL175C	1.646
YNL173C	1.168
YNL170W	1.139
YNL171C	1.257
YNL169C	1.758
YNL168C	1.487
YNL167C	1.667
YNL166C	1.518
YNL165W	2.014
YNL164C	1.883
YNL162W	2.875
YNL160W	1.351
YNL159C	1.162
YNL157W	1.344
YNL156C	1.578
YNL155W	0.941
YNL154C	1.284
YNL148C	0.895
YKL191W	1.436
YKL197C	1.025
YKL198C	1.155
YKL201C	1.259
YKL205W	1.425
YKL206C	1.390
YKL207W	0.925
YKL208W	1.274
YKL211C	0.766
YKL212W	1.197
YKL213C	1.034
YKL214C	1.297
YKL216W	1.089
YKL217W	0.941
YKL218C	1.207
YKL221W	1.125
YKL222C	1.278
YKR001C	1.474
YKR003W	0.993
YKR005C	1.308
YKR007W	1.730
YKR009C	1.207
YKR011C	1.528
YKR012C	1.187
YKR013W	1.393
YKR014C	1.416
YKR015C	1.518
YKR016W	1.563
YKR017C	1.119
YKR018C	1.269
YKR020W	1.494
YKR021W	0.862
YKR024C	1.705
YKR026C	1.179
YKR030W	1.091
YKR031C	1.239
YKR032W	1.301
YKR033C	1.183
YKR035C	1.535
YKR042W	0.792
YKR043C	1.273
YKR044W	1.173
YKR045C	1.673
YKR047W	1.544
YKR048C	0.936
YKR049C	1.234
YKR050W	1.153
YKR051W	1.130
YKR052C	1.195
YKR054C	1.457
YKR055W	1.508
YKR056W	1.624
YKR057W	2.019
YKR058W	1.565
YKR059W	1.684
YKR060W	1.496
YKR061W	1.635
YKR064W	1.399
YKR065C	1.314
YDR244W	1.117
YDR247W	1.952
YDR248C	1.288
YDR249C	1.289
YDR250C	1.906
YDR251W	1.592
YDR252W	1.556
YDR253C	1.221
YDR254W	1.731
YDR255C	1.533
YDR256C	1.449
YDR257C	1.922
YDR258C	1.561
YDR259C	1.512
YDR260C	1.168
YDR261C	1.301
YDR262W	1.598
YDR263C	1.145
YDR264C	1.450
YDR265W	1.177
YDR266C	1.573
YDR269C	1.345
YDR270W	1.787
YDR271C	1.426
YDR272W	1.545
YDR273W	1.434
YDR274C	1.464
YDR275W	1.287
YDR276C	1.629
YDR277C	1.329
YDR278C	1.280
YDR279W	1.325
YDR281C	1.511
YDR282C	1.538
YDR284C	1.327
YDR285W	1.136
YDR286C	1.555
YDR287W	1.249
YDR289C	1.541
YDR290W	1.387
YDR291W	1.372
YDR293C	1.444
YDR294C	1.633
YDR295C	1.392
YDR297W	1.222
YDR298C	1.348
YDR304C	1.597
YDR305C	1.652
YDR306C	1.396
YDR307W	1.309
YDR309C	1.623
YDR310C	1.397
YDR312W	1.606
YDR313C	1.647
YDR314C	1.185
YDR315C	1.243
YDR316W	1.133
YDR317W	1.618
YDR318W	2.156
YDR319C	1.386
YDR320C	1.987
YDR321W	1.627
YDR322W	1.245
YDR323C	1.431
YDR329C	1.087
YDR330W	1.157
YDR332W	1.218
YDR333C	1.145
YDR334W	1.478
YDR335W	1.594
YDR336W	1.277
YDR337W	1.635
YIL001W	1.758
YIL002C	1.416
YIL005W	1.182
YIL011W	NaN
YIL012W	1.718
YIL013C	1.152
YIL014W	1.381
YIL015W	1.024
YIL016W	1.440
YIL017C	1.090
YIL020C	1.454
YIL023C	1.901
YIL024C	1.882
YIL025C	1.701
YIL027C	2.046
YIL028W	1.200
YIL029C	1.208
