ORF	hap alpha | chronological lifespan | nonrestricted diet medium (glutamine [25 mM], minimal complete [standard]) | Campos SE~DeLuna A, 2018	hap alpha | chronological lifespan | dietary-restricted medium (gamma-aminobutyric acid [25 mM], minimal complete [standard]) | Campos SE~DeLuna A, 2018
YMR274C	-0.005	-0.001
YMR275C	0.000	-0.003
YMR276W	-0.014	-0.011
YMR278W	-0.010	-0.007
YMR279C	0.005	0.001
YMR280C	-0.004	-0.011
YMR282C	-0.008	0.001
YMR283C	0.001	0.000
YMR284W	-0.008	-0.004
YMR285C	-0.009	-0.004
YMR287C	-0.008	-0.005
YMR289W	0.003	0.003
YMR291W	0.005	0.003
YMR292W	-0.000	-0.002
YMR293C	0.004	0.005
YMR294W	-0.013	-0.025
YMR295C	0.005	0.005
YMR297W	0.002	0.000
YMR299C	-0.010	-0.022
YMR302C	-0.001	0.001
YMR303C	-0.000	-0.006
YMR304C-A	0.001	0.002
YMR304W	-0.005	0.001
YMR305C	0.001	0.003
YMR306C-A	-0.002	-0.002
YMR306W	0.004	-0.000
YMR310C	-0.012	-0.003
YMR311C	-0.035	-0.081
YMR312W	-0.001	0.003
YMR313C	-0.006	-0.005
YMR315W	-0.006	0.000
YMR316C-B	0.000	0.000
YMR316W	-0.005	0.002
YMR317W	-0.013	-0.003
YMR318C	0.012	0.008
YMR319C	-0.008	-0.006
YMR320W	0.004	-0.004
YMR322C	-0.021	-0.016
YMR326C	-0.007	-0.001
YNL001W	-0.017	-0.027
YNL003C	-0.006	-0.005
YNL004W	-0.016	-0.009
YNL005C	-0.007	-0.022
YNL008C	0.002	0.002
YNL009W	-0.003	0.003
YNL010W	0.008	0.011
YNL012W	0.000	0.007
YNL013C	0.004	0.004
YNL016W	0.014	0.009
YNL020C	0.004	0.004
YNL021W	0.007	0.010
YNL022C	0.005	-0.009
YNL023C	0.008	0.013
YNL024C	0.003	-0.009
YNL025C	0.045	0.022
YNL027W	-0.009	-0.003
YNL028W	0.004	0.001
YNL029C	0.001	0.004
YNL030W	0.001	0.012
YNL031C	-0.000	0.002
YNL032W	0.006	0.017
YNL034W	0.001	-0.003
YNL035C	0.003	-0.001
YNL040W	0.002	-0.006
YNL041C	-0.023	-0.011
YNL043C	0.006	0.007
YNL044W	0.002	0.014
YNL045W	-0.003	0.004
YNL046W	0.003	0.006
YNL049C	0.004	0.004
YNL051W	-0.005	-0.006
YNL052W	-0.019	-0.013
YNL053W	0.003	-0.006
YNL054W	-0.018	-0.002
YNL056W	0.006	-0.001
YNL057W	-0.000	0.000
YNL058C	0.006	0.005
YNL065W	0.047	0.042
YNL066W	-0.013	-0.011
YNL067W	0.007	-0.002
YNL068C	-0.016	-0.013
YNL069C	0.026	0.031
YNL070W	0.001	0.000
YNL072W	-0.011	-0.010
YNL073W	-0.016	-0.036
YNL077W	-0.003	-0.006
YNL078W	0.003	-0.005
YNL079C	-0.005	-0.004
YNL081C	-0.016	-0.010
YNL083W	0.003	0.008
YNL084C	0.003	0.003
YNL085W	-0.011	0.010
YNL086W	-0.003	-0.010
YNL087W	-0.002	-0.002
YNL089C	0.010	0.004
YNL090W	0.003	0.002
YNL091W	0.016	-0.012
YNL092W	-0.006	-0.017
YNL093W	-0.000	-0.006
YNL094W	-0.015	-0.009
YNL095C	0.007	0.013
YNL096C	0.006	-0.006
YNL098C	-0.031	-0.018
YNL099C	0.016	0.011
YNL100W	-0.014	-0.007
YNL101W	-0.007	-0.003
YNL104C	0.003	0.006
YNL105W	0.004	0.006
YNL106C	0.002	-0.004
YNL108C	-0.005	-0.002
YNL109W	0.009	0.006
YNL111C	0.019	0.009
YNL115C	-0.001	-0.017
YNL119W	0.006	-0.009
YNL121C	-0.001	-0.002
YNL123W	0.007	0.002
YNL125C	0.003	0.002
YNL127W	0.012	-0.007
YNL128W	-0.003	0.001
YNL129W	0.003	0.004
YNL130C	-0.003	0.000
YNL134C	0.006	0.001
YNL135C	-0.005	-0.003
YNL136W	0.006	-0.005
YNL139C	0.003	-0.004
YNL140C	0.001	-0.003
YNL141W	0.012	0.024
YNL142W	-0.001	-0.000
YNL144C	-0.005	-0.005
YNL145W	0.005	0.002
YNL146W	-0.003	-0.000
YNL147W	0.020	0.005
YNL153C	0.002	0.000
YNL154C	-0.009	-0.004
YNL155W	-0.002	0.005
YNL156C	-0.001	-0.003
YNL157W	-0.001	-0.006
YNL159C	-0.008	-0.013
YNL160W	-0.002	0.005
YNL162W	-0.015	-0.009
YNL164C	-0.002	-0.005
YNL165W	-0.004	0.001
YNL166C	0.000	0.006
YNL167C	0.005	0.002
YNL168C	0.003	0.003
YNL169C	0.003	0.009
YNL170W	0.002	-0.006
YNL171C	0.006	-0.008
YNL173C	-0.003	-0.001
YNL175C	0.002	-0.008
YNL176C	0.002	0.010
YNL183C	0.020	-0.000
YNL187W	0.010	0.010
YNL190W	0.005	0.000
YNL191W	0.004	0.005
YNL192W	0.006	0.001
YNL193W	0.005	0.000
YNL194C	-0.001	-0.004
YNL195C	0.009	0.011
YNL196C	-0.004	-0.010
YNL198C	0.008	0.012
YNL199C	0.010	0.014
YNL200C	-0.001	-0.005
YNL201C	-0.004	-0.004
YNL202W	0.004	-0.001
YNL203C	-0.001	0.004
YNL204C	0.002	0.004
YNL205C	-0.010	-0.005
YNL206C	0.015	0.013
YNL208W	-0.007	-0.002
YNL211C	-0.002	-0.002
YNL212W	-0.002	-0.011
YNL214W	-0.006	-0.008
YNL215W	-0.001	-0.004
YNL217W	-0.006	-0.002
YNL218W	0.003	-0.005
YNL219C	0.015	0.003
YNL220W	0.004	-0.002
YNL223W	-0.008	-0.018
YNL224C	0.000	-0.000
YNL225C	-0.000	-0.002
YNL226W	0.003	0.004
YNL227C	0.012	-0.018
YNL230C	0.001	-0.000
YNL231C	0.003	-0.004
YNL233W	-0.008	-0.007
YNL234W	0.014	0.002
YNL236W	0.009	0.005
YNL237W	-0.005	-0.006
YNL238W	-0.009	-0.035
YNL239W	0.003	0.008
YNL246W	0.002	-0.006
YNL249C	-0.004	-0.011
YNL252C	-0.037	-0.037
YNL253W	-0.006	-0.003
YNL254C	0.004	0.008
YNL255C	0.004	0.006
YNL257C	0.007	0.001
YNL275W	-0.007	-0.006
YNL276C	0.003	0.012
YNL279W	0.005	0.001
YNL281W	-0.003	-0.002
YNL288W	0.007	0.008
YNL289W	0.015	0.002
YNL291C	-0.003	0.003
YNL292W	-0.004	-0.010
YNL293W	0.003	-0.003
YNL294C	-0.008	-0.002
YNL295W	-0.007	-0.004
YNL297C	-0.018	-0.016
YNL298W	-0.015	-0.007
YNL299W	-0.014	-0.003
YNL300W	-0.028	-0.026
YNL301C	0.004	0.000
YNL302C	0.038	0.033
YNL303W	0.007	0.008
YNL304W	0.017	0.001
YNL309W	-0.011	-0.009
YNL311C	-0.013	-0.007
YNL314W	0.001	-0.001
YNL318C	0.003	0.002
YNL319W	-0.008	-0.007
YNL320W	-0.007	0.003
YNL321W	0.001	0.003
YNL322C	0.003	0.027
YNL323W	-0.001	0.015
YNL325C	0.006	0.009
YNL326C	-0.001	-0.006
YNL327W	-0.023	-0.029
YNL328C	0.005	0.001
YNL329C	-0.007	-0.005
YNL330C	0.004	0.002
YNL332W	0.003	-0.004
YNL333W	-0.004	-0.007
YNL334C	-0.001	-0.001
YNL335W	0.004	0.000
YNL336W	0.002	-0.000
YNL339C	0.001	0.006
YNR001C	-0.018	-0.018
YNR002C	-0.001	-0.005
YNR004W	0.016	0.013
YNR005C	-0.021	-0.040
YNR007C	-0.027	-0.034
YNR008W	-0.006	0.001
YNR009W	-0.009	-0.000
YNR014W	-0.004	-0.002
YNR015W	0.009	0.002
YNR018W	-0.004	0.000
YNR019W	-0.004	-0.006
YNR020C	-0.032	-0.025
YNR021W	-0.003	-0.005
YNR022C	-0.011	-0.007
YNR024W	0.009	-0.006
YNR025C	-0.002	-0.005
YNR027W	0.013	0.005
YNR028W	0.005	0.011
YNR029C	-0.004	-0.006
YNR031C	0.007	0.002
YNR032C-A	0.009	0.000
YNR032W	0.006	-0.007
YNR033W	-0.002	0.002
YNR034W	-0.006	-0.004
YNR036C	-0.054	-0.044
YNR039C	0.007	0.010
YNR040W	-0.023	-0.002
YNR041C	-0.039	-0.009
YNR042W	-0.006	-0.013
YNR045W	-0.010	-0.004
YNR047W	0.036	0.035
YNR048W	-0.002	0.005
YNR049C	0.002	0.001
YNR051C	0.015	-0.021
YNR055C	0.004	-0.004
YNR056C	0.009	0.006
YNR057C	0.006	0.005
YNR059W	0.016	0.015
YNR060W	0.000	-0.009
YNR061C	0.002	-0.000
YNR062C	-0.004	-0.004
YNR063W	-0.004	0.001
YNR064C	-0.014	-0.002
YNR065C	-0.006	0.003
YNR066C	0.003	0.003
YNR067C	-0.011	-0.004
YNR069C	-0.000	-0.005
YNR070W	0.006	0.007
YNR071C	0.002	0.004
YNR072W	-0.002	-0.002
YNR075W	-0.013	0.005
YOL001W	-0.010	-0.009
YOL002C	-0.002	-0.007
YOL006C	-0.001	0.004
YOL007C	0.005	-0.003
YOL008W	-0.005	-0.003
YOL011W	0.002	-0.003
YOL013C	0.009	0.009
YOL013W-B	0.000	-0.000
YOL014W	0.002	0.000
YOL015W	-0.004	0.001
YOL016C	-0.002	-0.002
YOL019W	-0.002	-0.004
YOL020W	-0.008	-0.006
YOL024W	-0.002	-0.002
YOL025W	0.008	-0.007
YOL027C	-0.002	-0.009
YOL028C	-0.011	-0.001
YOL029C	-0.008	-0.005
YOL030W	-0.000	-0.004
YOL031C	-0.003	-0.006
YOL035C	-0.015	-0.014
YOL036W	-0.007	-0.011
YOL037C	-0.001	-0.004
YOL039W	0.015	0.003
YOL041C	0.013	0.010
YOL042W	-0.010	-0.007
YOL043C	-0.003	0.009
YOL044W	0.000	0.003
YOL045W	0.002	0.001
YOL047C	-0.003	-0.002
YOL048C	0.003	0.001
YOL051W	0.000	-0.003
YOL052C-A	-0.002	-0.001
YOL053W	-0.030	-0.016
YOL054W	0.004	0.004
YOL055C	-0.000	0.001
YOL056W	0.010	-0.000
YOL057W	-0.009	-0.001
YOL059W	0.000	0.003
YOL060C	-0.001	0.002
YOL061W	-0.003	0.002
YOL062C	-0.011	-0.000
YOL063C	0.004	-0.012
YOL065C	0.012	-0.001
YOL068C	0.022	0.013
YOL070C	-0.005	-0.003
YOL071W	0.013	0.005
YOL075C	-0.004	0.003
YOL076W	0.001	-0.002
YOL079W	-0.001	-0.003
YOL080C	-0.002	-0.009
YOL082W	-0.006	-0.004
YOL083W	0.007	0.002
YOL084W	0.003	0.006
YOL085C	0.006	0.006
YOL086C	-0.012	-0.003
YOL087C	-0.012	-0.010
YOL088C	-0.015	-0.011
YOL089C	-0.005	-0.021
YOL090W	0.001	-0.003
YOL091W	0.011	0.003
YOL092W	-0.008	-0.006
YOL095C	0.005	0.007
YOL096C	0.004	0.001
YOL098C	-0.007	-0.006
YOL099C	-0.004	-0.004
YOL100W	-0.002	-0.005
YOL101C	-0.018	0.004
YOL103W	-0.006	-0.002
YOL104C	-0.004	0.002
YOL105C	0.005	0.031
YOL106W	-0.000	-0.008
YOL107W	-0.003	-0.002
YOL109W	-0.001	0.009
YOL110W	0.026	0.031
YOL111C	-0.004	-0.007
YOL112W	0.005	0.001
YOL113W	0.002	-0.004
YOL114C	0.005	-0.005
YOL115W	-0.003	-0.006
YOL116W	-0.002	0.001
YOL117W	0.003	0.009
YOL118C	-0.001	-0.013
YOL119C	-0.002	-0.002
YOL122C	0.008	0.008
YOL124C	0.015	0.000
YOL125W	-0.008	0.001
YOL126C	0.004	0.002
YOL128C	0.002	0.002
YOL129W	0.002	0.003
YOL131W	-0.000	0.001
YOL132W	-0.002	0.002
YOL136C	0.001	-0.006
YOL137W	-0.001	-0.010
YOL143C	-0.006	-0.021
YOL147C	0.005	0.005
YOL151W	0.001	-0.000
YOL152W	-0.009	-0.004
YOL153C	0.003	0.002
YOL155C	0.008	0.005
YOL158C	-0.002	0.001
YOL159C	-0.003	-0.009
YOL160W	-0.003	-0.004
YOL162W	-0.004	-0.001
YOL163W	-0.005	0.004
YOR002W	0.006	0.010
YOR003W	-0.002	0.006
YOR005C	-0.002	-0.007
YOR007C	-0.004	0.004
YOR008C	0.022	0.009
YOR009W	0.003	0.006
YOR010C	-0.007	0.004
YOR011W	-0.003	-0.006
YOR012W	0.010	0.004
YOR013W	-0.001	0.006
YOR014W	0.013	0.009
YOR015W	0.002	0.003
YOR016C	-0.003	0.004
YOR017W	-0.009	0.007
YOR018W	-0.004	-0.005
YOR019W	-0.003	-0.001
YOR021C	0.002	-0.002
YOR022C	-0.002	0.007
YOR023C	0.000	0.003
YOR024W	-0.006	-0.010
YOR025W	-0.002	-0.002
YOR026W	0.012	-0.001
YOR027W	0.000	0.007
YOR028C	0.001	0.009
YOR029W	-0.004	0.002
YOR030W	-0.001	0.016
YOR032C	-0.003	-0.002
YOR033C	0.001	-0.001
YOR034C	0.001	0.002
YOR037W	-0.016	-0.008
YOR038C	0.008	0.001
YOR039W	0.001	-0.016
YOR040W	0.000	0.001
YOR041C	0.004	0.006
YOR042W	0.002	0.005
YOR044W	-0.010	-0.011
YOR045W	0.001	-0.004
YOR047C	-0.003	0.006
YOR049C	0.002	0.008
YOR050C	0.001	-0.002
YOR051C	-0.002	-0.002
YOR052C	-0.011	0.002
YOR053W	0.006	-0.005
YOR054C	0.010	0.011
YOR055W	0.015	0.009
YOR059C	0.003	-0.000
YOR061W	-0.014	-0.020
YOR062C	-0.017	-0.010
YOR064C	0.001	-0.005
YOR066W	-0.007	-0.004
YOR067C	0.004	0.001
YOR068C	-0.011	-0.008
YOR069W	-0.016	-0.021
YOR070C	-0.006	-0.007
YOR071C	-0.001	-0.001
YOR076C	-0.007	-0.009
YOR079C	0.002	0.010
YOR080W	0.020	0.003
YOR081C	-0.000	0.001
YOR082C	0.002	0.009
YOR083W	0.007	0.013
YOR084W	-0.004	-0.002
YOR085W	0.004	-0.002
YOR086C	-0.002	0.002
YOR087W	-0.004	-0.004
YOR089C	0.002	-0.002
YOR090C	-0.003	-0.008
YOR091W	0.006	-0.000
YOR092W	0.008	0.013
YOR093C	-0.001	0.001
YOR094W	0.002	-0.000
YOR097C	0.003	-0.002
YOR099W	-0.008	-0.001
YOR104W	-0.008	0.000
YOR105W	-0.002	0.007
YOR106W	-0.046	-0.032
YOR107W	0.014	0.015
YOR108W	-0.007	0.007
YOR109W	0.004	0.004
YOR111W	-0.013	0.001
YOR113W	0.001	-0.004
YOR115C	0.002	-0.008
YOR118W	-0.005	-0.004
YOR120W	0.006	0.005
YOR121C	0.004	0.001
YOR124C	0.014	0.002
YOR125C	0.005	0.002
YOR126C	-0.000	0.002
YOR127W	0.001	-0.003
YOR131C	-0.006	-0.004
YOR132W	-0.016	-0.010
YOR133W	-0.001	-0.009
YOR134W	-0.002	-0.004
YOR135C	0.039	0.049
YOR137C	0.002	0.011
YOR139C	-0.004	0.002
YOR140W	-0.001	0.001
YOR141C	0.009	0.002
YOR142W	-0.033	-0.007
YOR144C	0.006	-0.004
YOR147W	-0.034	-0.010
YOR152C	-0.003	-0.010
YOR153W	0.000	-0.008
YOR154W	-0.000	0.005
YOR158W	-0.005	-0.002
YOR162C	0.003	0.001
YOR163W	0.009	-0.000
YOR164C	-0.005	-0.000
YOR165W	-0.001	-0.004
YOR166C	0.004	-0.006
YOR167C	0.009	0.007
YOR170W	-0.004	0.001
YOR171C	-0.004	0.001
YOR172W	-0.003	0.003
YOR173W	-0.004	-0.004
YOR175C	0.005	0.004
YOR177C	0.006	-0.000
YOR178C	-0.007	-0.020
YOR179C	-0.003	-0.002
YOR180C	0.000	-0.005
YOR182C	-0.001	0.003
YOR183W	-0.006	-0.008
YOR185C	-0.003	-0.004
YOR186W	0.008	-0.005
YOR187W	0.090	0.000
YOR188W	-0.004	0.004
YOR189W	-0.014	-0.009
YOR190W	0.007	0.007
YOR191W	-0.003	0.013
YOR192C	-0.006	0.005
YOR193W	0.001	0.004
YOR195W	0.000	-0.005
YOR197W	0.008	0.008
YOR199W	-0.008	0.002
YOR200W	0.005	0.005
YOR201C	-0.001	0.006
YOR202W	-0.005	-0.007
YOR205C	-0.019	-0.023
YOR208W	0.005	-0.008
YOR214C	0.006	0.000
YOR215C	0.007	-0.000
YOR216C	0.010	-0.011
YOR219C	0.007	-0.005
YOR220W	-0.007	-0.004
YOR222W	0.001	-0.002
YOR223W	-0.013	-0.001
YOR225W	-0.006	0.001
YOR226C	-0.031	-0.033
YOR227W	-0.004	-0.020
YOR228C	-0.001	0.004
YOR229W	0.015	0.003
YOR230W	-0.001	-0.005
YOR231W	0.005	-0.011
YOR233W	-0.002	-0.001
YOR234C	0.008	-0.006
YOR235W	0.009	0.007
YOR237W	0.004	-0.003
YOR238W	-0.004	0.002
YOR239W	0.005	-0.004
YOR242C	0.004	0.003
YOR243C	-0.010	-0.009
YOR245C	0.002	-0.014
YOR246C	-0.002	-0.004
YOR247W	-0.000	-0.004
YOR248W	-0.003	-0.009
YOR252W	0.006	-0.000
YOR253W	0.003	-0.007
YOR255W	0.000	-0.001
YOR263C	-0.000	-0.005
YOR264W	-0.007	-0.002
YOR265W	-0.007	-0.004
YOR266W	-0.010	0.004
YOR267C	0.009	0.001
YOR268C	0.002	0.005
YOR269W	-0.004	-0.017
YOR271C	0.003	-0.005
YOR273C	-0.007	-0.003
YOR274W	-0.005	-0.003
YOR275C	0.014	0.015
YOR276W	-0.012	-0.008
YOR277C	-0.014	-0.002
YOR279C	0.008	0.000
YOR280C	0.003	0.003
YOR283W	-0.000	-0.003
YOR284W	-0.001	-0.005
YOR286W	-0.011	-0.008
YOR289W	0.004	-0.005
YOR291W	0.015	0.008
YOR292C	-0.008	-0.002
YOR293W	-0.005	0.003
YOR296W	0.000	-0.005
YOR297C	0.005	0.003
YOR298C-A	0.003	0.005
YOR298W	-0.032	-0.026
YOR299W	0.004	0.007
YOR300W	-0.002	0.006
YOR301W	-0.005	-0.006
YOR304C-A	0.006	0.002
YOR305W	0.014	0.008
YOR306C	0.000	0.003
YOR307C	-0.007	0.001
YOR308C	0.020	0.009
YOR309C	0.011	-0.003
YOR311C	-0.004	-0.015
YOR313C	0.010	0.000
YOR314W	0.002	0.005
YOR315W	0.007	0.000
YOR316C	-0.001	-0.001
YOR317W	-0.007	0.004
YOR318C	-0.004	-0.006
YOR320C	-0.004	-0.005
YOR321W	0.017	0.020
YOR324C	-0.006	-0.006
YOR325W	0.002	-0.001
YOR327C	-0.002	-0.012
YOR328W	0.005	0.001
YOR330C	-0.001	0.011
YOR331C	-0.014	0.002
YOR332W	-0.004	0.008
YOR334W	-0.027	-0.007
YOR337W	0.008	0.010
YOR338W	-0.001	0.006
YOR339C	-0.006	-0.003
YOR342C	-0.005	-0.009
YOR343C	0.005	0.001
YOR344C	-0.003	0.005
YOR345C	-0.001	-0.003
YOR347C	-0.005	-0.009
YOR348C	-0.007	-0.002
YOR349W	0.007	-0.001
YOR350C	0.006	0.000
YOR351C	0.001	0.002
YOR352W	-0.001	0.005
YOR354C	-0.008	0.004
YOR355W	-0.001	-0.001
YOR356W	0.000	-0.004
YOR357C	-0.003	-0.000
YOR359W	-0.013	-0.018
YOR360C	-0.004	-0.008
YOR363C	-0.002	-0.009
YOR364W	-0.003	-0.002
YOR365C	-0.001	-0.011
YOR366W	-0.005	-0.002
YOR367W	0.008	0.004
YOR368W	-0.001	0.007
YOR371C	-0.015	0.015
YOR374W	0.006	0.010
YOR375C	0.006	0.006
YOR376W	0.004	0.001
YOR377W	0.004	0.003
YOR378W	-0.004	-0.001
YOR379C	-0.000	-0.001
YOR380W	0.002	-0.005
YOR381W	-0.004	-0.007
YOR382W	0.000	-0.009
YOR383C	0.003	-0.009
YOR384W	-0.000	-0.003
YOR385W	-0.003	0.002
YOR386W	-0.003	0.004
YPL001W	0.002	-0.003
YPL003W	-0.000	0.002
YPL004C	-0.004	-0.003
YPL005W	-0.009	-0.011
YPL008W	-0.004	-0.003
YPL009C	-0.005	-0.005
YPL013C	-0.012	-0.013
YPL014W	0.006	0.002
YPL017C	0.005	0.004
YPL018W	0.001	0.002
YPL023C	-0.012	0.004
YPL025C	0.005	0.002
YPL026C	0.015	0.008
YPL027W	0.001	0.001
YPL030W	-0.000	-0.001
YPL031C	-0.011	-0.013
YPL032C	-0.009	-0.003
YPL033C	0.007	0.000
YPL034W	0.003	0.001
YPL035C	-0.004	-0.005
YPL038W	-0.006	0.001
YPL039W	-0.003	-0.002
YPL040C	-0.044	-0.030
YPL041C	-0.003	0.000
YPL042C	-0.067	-0.019
YPL045W	-0.016	-0.011
YPL046C	0.003	0.003
YPL047W	0.031	0.016
YPL048W	-0.004	-0.005
YPL049C	0.019	0.004
YPL050C	0.001	0.000
YPL051W	0.000	-0.005
YPL052W	0.003	0.000
YPL055C	-0.048	-0.034
YPL056C	-0.008	-0.006
YPL057C	0.000	-0.006
YPL058C	0.004	-0.000
YPL059W	0.008	0.000
YPL060W	-0.004	0.001
YPL061W	0.063	0.077
YPL062W	0.073	0.077
YPL064C	0.002	0.009
YPL065W	-0.028	-0.061
YPL068C	0.012	-0.002
YPL070W	0.003	0.002
YPL071C	-0.006	-0.007
YPL072W	-0.004	-0.001
YPL073C	0.002	-0.005
YPL074W	0.004	-0.001
YPL077C	-0.002	-0.001
YPL078C	-0.040	-0.005
YPL079W	0.006	0.010
YPL081W	-0.006	-0.003
YPL086C	0.016	-0.004
YPL087W	-0.009	-0.001
YPL088W	0.000	0.002
YPL089C	0.005	-0.001
YPL090C	-0.006	0.008
YPL091W	-0.000	-0.008
YPL092W	-0.002	-0.003
YPL095C	-0.005	0.000
YPL096W	-0.001	0.000
YPL098C	0.006	0.012
YPL099C	0.012	-0.002
YPL100W	-0.020	-0.019
YPL102C	0.002	0.001
YPL103C	0.001	0.004
YPL104W	-0.038	-0.021
YPL105C	0.024	0.024
YPL107W	0.006	-0.004
YPL108W	0.001	-0.006
YPL109C	-0.003	-0.005
YPL110C	-0.004	-0.001
YPL111W	0.011	0.003
YPL112C	0.003	-0.005
YPL114W	0.002	0.008
YPL115C	0.006	0.008
YPL116W	0.001	0.001
YPL118W	0.003	0.003
YPL119C	0.003	-0.003
YPL120W	-0.026	-0.044
YPL121C	-0.007	-0.007
YPL123C	-0.001	0.003
YPL125W	0.004	0.003
YPL127C	0.007	0.000
YPL132W	-0.030	-0.012
YPL133C	-0.001	-0.001
YPL134C	0.004	-0.000
YPL135W	0.000	0.007
YPL136W	0.001	-0.005
YPL137C	-0.007	0.000
YPL138C	-0.016	-0.011
YPL139C	-0.027	-0.016
YPL140C	-0.005	-0.005
YPL141C	-0.003	-0.002
YPL144W	-0.013	-0.004
YPL145C	-0.000	0.000
YPL147W	-0.004	0.002
YPL149W	-0.024	-0.044
YPL152W	-0.003	-0.006
YPL154C	-0.031	-0.049
YPL155C	-0.001	0.002
YPL156C	-0.000	0.005
YPL159C	-0.013	-0.016
YPL161C	-0.006	-0.005
YPL162C	0.005	-0.003
YPL163C	0.004	-0.006
YPL164C	-0.000	0.001
YPL165C	-0.011	-0.018
YPL166W	-0.002	-0.007
YPL167C	0.003	0.001
YPL168W	0.004	0.001
YPL170W	-0.006	-0.003
YPL171C	-0.001	0.000
YPL172C	-0.019	-0.002
YPL174C	-0.013	-0.017
YPL176C	-0.004	0.001
YPL177C	0.019	0.012
YPL179W	0.007	0.007
YPL181W	-0.013	-0.013
YPL182C	-0.015	-0.009
YPL183C	-0.016	-0.001
YPL184C	-0.007	-0.012
YPL185W	-0.002	-0.005
YPL186C	-0.004	-0.006
YPL187W	-0.006	-0.008
YPL189W	-0.004	-0.005
YPL191C	-0.002	-0.002
YPL192C	-0.000	0.008
YPL194W	-0.006	-0.004
YPL195W	-0.004	-0.003
YPL196W	-0.025	-0.032
YPL197C	0.004	0.002
YPL198W	-0.001	-0.003
YPL199C	-0.007	-0.008
YPL200W	0.007	0.002
YPL201C	-0.001	-0.012
YPL202C	0.001	-0.012
YPL203W	0.002	-0.005
YPL205C	-0.014	0.010
YPL206C	0.008	-0.001
YPL208W	0.006	0.007
YPL212C	-0.007	0.000
YPL214C	0.000	-0.005
YPL215W	0.007	0.004
YPL216W	0.001	-0.001
YPL219W	0.013	0.002
YPL220W	-0.003	0.002
YPL221W	0.000	0.006
YPL222W	0.001	-0.008
YPL223C	-0.005	-0.001
YPL224C	0.000	-0.001
YPL225W	-0.012	-0.003
YPL226W	0.020	0.025
YPL227C	0.004	-0.001
YPL229W	0.004	0.002
YPL230W	-0.003	-0.006
YPL234C	0.005	-0.011
YPL236C	0.011	0.010
YPL240C	0.001	0.006
YPL244C	0.011	0.002
YPL245W	0.000	0.003
YPL246C	0.010	-0.005
YPL247C	0.029	0.025
YPL249C	-0.007	-0.004
YPL250C	-0.015	-0.011
YPL253C	-0.006	-0.016
YPL256C	-0.001	-0.016
YPL257W	0.003	0.003
YPL259C	0.007	0.000
YPL260W	0.006	0.004
YPL261C	-0.012	-0.006
YPL262W	-0.055	-0.071
YPL263C	0.002	-0.007
YPL264C	-0.006	-0.010
YPL265W	-0.001	0.006
YPL267W	-0.008	-0.016
YPL269W	-0.003	-0.011
YPL270W	-0.012	-0.013
YPL272C	-0.003	-0.004
YPL273W	0.004	0.001
YPL274W	0.009	0.005
YPR001W	0.003	0.002
YPR003C	0.013	0.001
YPR004C	-0.006	-0.004
YPR005C	-0.006	-0.001
YPR006C	0.000	0.001
YPR007C	0.002	0.004
YPR009W	-0.004	-0.001
YPR011C	-0.001	-0.007
YPR012W	-0.007	-0.011
YPR013C	-0.005	-0.002
YPR014C	-0.004	-0.005
YPR015C	-0.010	-0.003
YPR017C	-0.013	-0.007
YPR018W	-0.006	-0.011
YPR020W	-0.009	-0.005
YPR021C	-0.011	0.000
YPR022C	-0.004	0.002
YPR023C	0.004	0.001
YPR024W	-0.030	-0.016
YPR026W	-0.006	-0.012
YPR027C	0.002	0.002
YPR028W	0.001	-0.004
YPR029C	0.012	-0.003
YPR030W	0.004	-0.012
YPR031W	0.000	0.001
YPR032W	-0.015	-0.009
YPR037C	0.008	0.007
YPR038W	-0.003	-0.006
YPR039W	0.001	-0.001
YPR040W	-0.003	0.003
YPR042C	-0.003	-0.003
YPR046W	-0.002	0.002
YPR049C	-0.003	0.002
YPR050C	-0.051	-0.022
YPR051W	-0.048	-0.037
YPR052C	-0.009	-0.001
YPR053C	0.008	0.002
YPR054W	-0.006	-0.012
YPR057W	0.010	-0.018
YPR058W	0.001	0.001
YPR059C	0.004	0.006
YPR061C	-0.010	0.003
YPR062W	0.006	0.002
YPR063C	-0.008	-0.005
YPR064W	-0.012	-0.005
YPR065W	-0.000	-0.009
YPR066W	-0.021	-0.017
YPR068C	-0.002	0.001
YPR070W	0.025	0.015
YPR071W	0.006	-0.006
YPR073C	0.001	-0.001
YPR074C	-0.013	-0.007
YPR075C	0.000	0.005
YPR076W	0.003	0.003
YPR077C	0.005	0.001
YPR078C	0.003	-0.000
YPR079W	-0.007	-0.004
YPR084W	-0.005	-0.007
YPR089W	0.007	-0.002
YPR091C	0.004	0.008
YPR092W	-0.024	-0.002
YPR093C	-0.005	-0.002
YPR095C	-0.003	-0.002
YPR096C	-0.023	-0.012
YPR097W	-0.006	0.003
YPR098C	0.002	-0.002
YPR100W	-0.013	-0.012
YPR106W	-0.008	-0.007
YPR109W	0.006	-0.002
YPR111W	0.011	0.001
YPR114W	0.016	0.008
YPR115W	-0.002	-0.004
YPR116W	-0.040	-0.025
YPR117W	0.002	0.007
YPR118W	-0.005	0.000
YPR119W	0.003	0.001
YPR121W	-0.007	0.005
YPR122W	0.013	-0.003
YPR123C	-0.010	-0.007
YPR124W	-0.002	-0.004
YPR125W	-0.011	-0.003
YPR126C	0.015	-0.004
