ORF	hap a | growth (relative abundance in pooled culture) | standard [standard] | Breslow DK~Weissman JS, 2008
YLL038C	0.978
YLR318W	0.978
YLR445W	0.978
YML016C	0.978
YMR139W	0.978
YNL100W	0.978
YNR008W	0.978
YOL079W	0.978
YOR083W	0.978
YOR324C	0.978
YOR365C	0.978
YPL216W	0.978
YPL262W	0.978
YBL061C	0.979
YBR166C	0.979
YCL039W	0.979
YDR431W	0.979
YDR520C	0.979
YDR539W	0.979
YER135C	0.979
YGR011W	0.979
YGR271W	0.979
YKL031W	0.979
YLR046C	0.979
YLR308W	0.979
YLR320W	0.979
YLR393W	0.979
YML057W	0.979
YMR219W	0.979
YMR310C	0.979
YNL099C	0.979
YNL154C	0.979
YNL224C	0.979
YPL091W	0.979
YPR118W	0.979
YPR123C	0.979
YBL096C	0.980
YBR001C	0.980
YBR028C	0.980
YBR209W	0.980
YBR277C	0.980
YBR288C	0.980
YDL001W	0.980
YDL059C	0.980
YDL077C	0.980
YDR006C	0.980
YDR116C	0.980
YDR483W	0.980
YER132C	0.980
YGR153W	0.980
YIL010W	0.980
YJR108W	0.980
YKL114C	0.980
YLR012C	0.980
YML030W	0.980
YNL027W	0.980
YNL058C	0.980
YNL194C	0.980
YNL205C	0.980
YOL091W	0.980
YPR058W	0.980
YPR174C	0.980
YBR050C	0.981
YBR068C	0.981
YBR206W	0.981
YCR016W	0.981
YCR024C-A	0.981
YDR110W	0.981
YDR257C	0.981
YER181C	0.981
YGL087C	0.981
YGR182C	0.981
YHR163W	0.981
YIL036W	0.981
YJL110C	0.981
YJL116C	0.981
YKL205W	0.981
YLR286C	0.981
YLR421C	0.981
YML122C	0.981
YMR251W	0.981
YOR193W	0.981
YPR059C	0.981
YPR145W	0.981
YBL047C	0.982
YBR229C	0.982
YCR095C	0.982
YDR072C	0.982
YDR249C	0.982
YER041W	0.982
YGL089C	0.982
YGL241W	0.982
YGR070W	0.982
YJR047C	0.982
YKL023W	0.982
YKL198C	0.990
YKL211C	0.982
YKL222C	0.982
YKR047W	0.982
YLR099C	0.982
YMR025W	0.982
YMR122C	0.982
YMR299C	0.982
YNL003C	0.982
YNL295W	0.982
YNL305C	0.982
YNL320W	0.982
YOR161C	0.982
YOR183W	0.982
YOR304W	0.982
YPL107W	0.982
YPL267W	0.982
YBR083W	0.983
YBR172C	0.983
YBR218C	0.983
YDL146W	0.983
YDL201W	0.983
YDR117C	0.983
YDR169C	0.983
YDR241W	0.983
YDR530C	0.983
YER031C	0.983
YER184C	0.983
YFL004W	0.983
YFR013W	0.983
YGR012W	0.983
YGR068C	0.983
YGR205W	0.983
YHR104W	0.983
YIL135C	0.983
YIL151C	0.983
YJL192C	0.983
YJR035W	0.983
YKL047W	0.983
YKL115C	0.983
YLR037C	0.983
YLR255C	0.983
YLR278C	0.983
YLR309C	0.983
YMR182C	0.983
YNL065W	0.983
YNL223W	0.983
YNL238W	0.983
YNL278W	0.983
YNL301C	0.983
YNR055C	0.983
YOL122C	0.983
YOR118W	0.983
YOR298C-A	0.983
YOR320C	0.983
YPL095C	0.983
YPL183C	0.983
YBL078C	0.984
YBR150C	0.984
YDL080C	0.984
YDL176W	0.984
YDL222C	0.984
YDR048C	0.984
YDR097C	0.984
YDR420W	0.984
YGL013C	0.984
YGR022C	0.984
YGR069W	0.984
YGR097W	0.984
YHR031C	0.984
YHR110W	0.984
YHR125W	0.984
YIL002C	0.984
YIL034C	0.984
YIL043C	0.984
YIL166C	0.984
YIR002C	0.984
YJL207C	0.984
YKL007W	0.984
YKL151C	0.984
YKR010C	0.984
YLL028W	0.984
YLR168C	0.984
YML012W	0.984
YML036W	0.984
YMR016C	0.984
YMR099C	0.984
YMR120C	0.984
YMR311C	0.984
YNL166C	0.984
YNR024W	0.984
YOR027W	0.984
YOR099W	0.984
YOR298W	0.984
YPL030W	0.984
YPL032C	0.984
YPL154C	0.984
YPL236C	0.984
YPR021C	0.984
YPR053C	0.984
YBR147W	0.985
YBR245C	0.985
YCR017C	0.985
YCR036W	0.985
YDL232W	0.985
YDR158W	0.985
YDR206W	0.985
YDR316W	0.985
YDR321W	0.985
YER049W	0.985
YER164W	0.985
YGL175C	0.985
YGL217C	0.985
YGL249W	0.985
YGR018C	0.985
YHR198C	0.985
YJR120W	0.985
YKR021W	0.985
YKR036C	0.985
YKR043C	0.985
YKR059W	0.985
YLR225C	0.985
YLR390W-A	0.996
YML027W	0.985
YML050W	0.985
YNL010W	0.985
YNL047C	0.985
YNL054W	0.985
YNR072W	0.985
YOL025W	0.985
YOL068C	0.985
YOR045W	0.985
YOR084W	0.985
YOR093C	0.985
YOR173W	0.985
YOR274W	0.985
YPL057C	0.985
YPL127C	0.985
YPL159C	0.985
YPR089W	0.992
YLR288C	0.985
YAR002C-A	0.986
YBL103C	0.986
YBR020W	0.986
YBR275C	0.986
YCL045C	0.986
YER046W-A	0.986
YER167W	0.986
YGL231C	0.986
YGR044C	0.986
YGR071C	0.986
YGR238C	0.986
YGR281W	0.986
YHR124W	0.986
YIL023C	0.986
YIL029C	0.986
YIL095W	0.986
YIR037W	0.986
YJL064W	0.986
YJR115W	0.986
YJR137C	0.986
YKL101W	0.986
YKL171W	0.986
YKL214C	0.986
YLL039C	0.986
YLR134W	0.986
YLR219W	0.986
YLR431C	0.986
YLR461W	0.986
YMR153W	0.986
YMR247C	0.986
YMR255W	0.986
YNL034W	0.986
YNL117W	0.986
YNL134C	0.986
YNL159C	0.986
YOL016C	0.986
YOL061W	0.986
YOR058C	0.986
YOR291W	0.986
YOR364W	0.986
YPL009C	0.986
YPR078C	0.986
YPR097W	0.986
YBL056W	0.987
YBR092C	0.987
YBR214W	0.987
YBR223C	0.987
YDL112W	0.987
YDR057W	0.987
YDR058C	0.987
YDR067C	0.987
YDR165W	0.987
YDR279W	0.987
YER093C-A	0.987
YGL136C	0.987
YGL242C	0.987
YGR255C	0.987
YHR086W	0.987
YIL028W	0.987
YIL101C	0.987
YIL122W	0.987
YIR001C	0.987
YJL106W	0.987
YJR140C	0.987
YKL053W	0.987
YKL136W	0.987
YMR109W	0.987
YMR320W	0.987
YNR013C	0.987
YOL067C	0.987
YOR167C	0.987
YOR245C	0.987
YOR279C	0.987
YPL054W	0.987
YPR006C	0.987
YPR046W	0.987
YBR197C	0.988
YCL001W-A	0.988
YDR029W	0.988
YDR127W	0.988
YDR305C	0.988
YDR319C	0.988
YDR482C	0.988
YDR512C	0.988
YER140W	0.988
YGL010W	0.988
YGL063W	0.988
YGL141W	0.988
YGL216W	0.988
YGL226W	0.988
YGL234W	0.988
YHL036W	0.988
YHR130C	0.988
YIL054W	0.988
YJL150W	0.988
YJR039W	0.988
YKL075C	0.988
YLR020C	0.988
YLR326W	0.988
YMR165C	0.988
YMR177W	0.988
YMR233W	0.988
YNL081C	0.988
YNL122C	0.988
YNL153C	0.988
YOL002C	0.988
YOR192C	0.988
YOR276W	0.988
YOR277C	0.988
YPL048W	0.988
YPL070W	0.988
YPR138C	0.988
YAR042W	1.000
YBL017C	0.989
YBL053W	0.989
YBR085W	0.989
YBR185C	0.989
YDL040C	0.989
YDL071C	0.989
YDR525W-A	0.989
YER039C-A	0.989
YER117W	0.989
YER120W	0.989
YFL028C	0.989
YGL060W	0.989
YGL208W	0.989
YGR037C	0.989
YHR112C	0.989
YHR143W	0.989
YHR146W	0.989
YIL093C	0.989
YJL079C	0.989
YJL122W	0.989
YJL163C	0.989
YLL014W	0.989
YLR036C	0.989
YLR262C	0.989
YLR375W	0.989
YLR390W	0.989
YLR444C	0.989
YLR446W	0.989
YMR036C	0.989
YNL031C	0.989
YNL035C	0.989
YNL175C	0.989
YNL204C	0.989
YNL289W	0.989
YNL292W	0.989
YNR001C	0.989
YNR015W	0.989
YNR028W	0.989
YOR007C	0.989
YOR037W	0.989
YOR188W	0.989
YOR342C	0.989
YOR368W	0.989
YOR375C	0.989
YPL189W	0.989
YPL232W	0.989
YPR114W	0.989
YAL054C	0.990
YBL001C	0.990
YBL025W	0.990
YBR145W	0.990
YBR219C	0.990
YBR269C	0.990
YBR272C	0.990
YCL046W	0.990
YCR087C-A	0.990
YCR088W	0.990
YDL157C	0.990
YDL172C	0.990
YDL224C	0.990
YDR007W	0.990
YDR098C	0.990
YDR148C	0.990
YDR233C	0.990
YDR333C	0.990
YDR338C	0.990
YDR488C	0.990
YEL008W	0.990
YEL015W	0.990
YFR041C	0.990
YFR046C	0.990
YGL028C	0.990
YGL232W	0.990
YGL236C	0.990
YGR003W	0.990
YHR009C	0.990
YIR042C	0.990
YJL082W	0.990
YJL099W	0.990
YJL216C	0.990
YJR126C	0.990
YJR129C	0.990
YKR039W	0.990
YLL001W	0.990
YLR034C	0.990
YLR183C	0.990
YLR246W	0.990
YML009C	0.990
YML011C	0.990
YML066C	0.990
YML111W	0.990
YML112W	0.990
YMR102C	0.990
YMR153C-A	0.990
YMR316W	0.990
YNL072W	0.990
YNL094W	0.990
YNL208W	0.990
YNL309W	0.990
YNL336W	0.990
YOL124C	0.990
YOR018W	0.990
YOR344C	0.990
YOR354C	0.990
YPL089C	0.990
YPL168W	0.990
YPR042C	0.990
YPR152C	0.990
YMR069W	0.990
YBR027C	0.991
YBR084W	0.991
YBR130C	0.991
YCL001W	0.991
YCL011C	0.991
YCR023C	0.991
YCR037C	0.991
YDL011C	0.991
YDL183C	0.991
YDR274C	0.991
YDR284C	0.991
YER114C	0.991
YFL046W	0.991
YFR048W	0.991
YGL021W	0.991
YGL057C	0.991
YGL228W	0.991
YGL261C	0.991
YGR106C	0.991
YGR121C	0.991
YGR123C	0.991
YGR279C	0.991
YHR126C	0.991
YJL193W	0.991
YJR131W	0.991
YLR006C	0.991
YLR057W	0.991
YLR169W	0.991
YLR170C	0.991
YMR023C	0.991
YNL050C	0.991
YNL078W	0.991
YNL128W	0.991
YNL265C	0.991
YNL327W	0.991
YNR066C	0.991
YOL105C	0.991
YOL121C	0.991
YOR306C	0.991
YPL023C	0.991
YPL197C	0.991
YAL005C	0.992
YAL019W	0.992
YAL046C	0.992
YAR050W	0.992
YBL091C	0.992
YBL094C	0.992
YBR281C	0.992
YBR295W	0.992
YCR061W	0.999
YCR085W	0.992
YDL133W	0.992
YDL216C	0.992
YDR020C	0.992
YDR096W	0.992
YDR155C	0.992
YDR213W	0.992
YDR254W	0.992
YDR258C	0.992
YDR393W	0.992
YDR409W	0.992
YEL056W	0.992
YFR026C	0.992
YGL059W	0.992
YGL197W	0.992
YGR001C	0.992
YGR161C	0.992
YIL071C	0.992
YIL156W	0.992
YJL020C	0.992
YJL161W	0.992
YJR001W	0.992
YJR031C	0.992
YJR058C	0.992
YJR091C	0.992
YKL046C	0.992
YLL047W	0.992
YLR064W	0.992
YLR273C	0.992
YLR292C	0.992
YLR455W	0.992
YML067C	0.992
YML101C	0.992
YMR007W	0.992
YMR092C	0.992
YMR258C	0.992
YNL052W	0.992
YNL255C	0.992
YNR060W	0.992
YOR024W	0.992
YOR139C	0.992
YOR246C	0.992
YOR333C	0.992
YOR345C	0.992
YPL052W	0.992
YPL156C	0.992
YPL270W	0.992
YPR185W	0.992
YAL058W	0.993
YBL085W	0.993
YBL088C	0.993
YBR289W	0.993
YCR026C	0.993
YCR050C	0.993
YCR087W	0.993
YDL096C	0.993
YDL099W	0.993
YDL135C	0.993
YDL191W	0.993
YDR154C	0.993
YDR179C	0.993
YDR192C	0.993
YDR419W	0.993
YDR524C	0.993
YER137C	0.993
YGL027C	0.993
YGL037C	0.993
YGL198W	0.993
YGL250W	0.993
YGL259W	0.993
YGR035C	0.993
YGR193C	0.993
YHL019C	0.993
YHL041W	0.993
YHR022C	0.993
YIR024C	0.993
YJL187C	0.993
YKL040C	0.993
YKL073W	0.993
YKL215C	0.993
YKR023W	0.993
YKR058W	0.993
YKR089C	0.993
YKR096W	0.993
YLR018C	0.993
YLR227C	0.993
YLR279W	0.993
YLR352W	0.993
YLR389C	0.993
YML056C	0.993
YML068W	0.993
YML120C	0.993
YMR010W	0.993
YMR041C	0.993
YMR085W	0.993
YMR132C	0.993
YMR261C	0.993
YMR285C	0.993
YMR291W	0.993
YMR304C-A	0.993
YNL022C	0.993
YNL037C	0.993
YNL111C	0.993
YNL284C	0.993
YNR018W	0.993
YNR034W	0.993
YNR045W	0.993
YNR048W	0.993
YOL030W	0.993
YOL162W	0.993
YOR015W	0.993
YOR066W	0.993
YOR128C	0.993
YOR165W	0.993
YOR283W	0.993
YOR346W	0.993
YOR366W	0.993
YOR379C	0.993
YPL058C	0.993
YPL171C	0.993
YPR027C	0.993
YPR083W	0.993
YPR140W	0.993
YAL053W	0.994
YAR040C	0.994
YBL042C	0.994
YBR290W	0.994
YCL022C	0.994
YCR011C	0.994
YDL078C	0.994
YDL110C	0.994
YDL137W	0.994
YDR051C	0.994
YDR133C	0.994
YDR142C	0.994
YDR475C	0.996
YDR481C	0.994
YDR494W	0.994
YDR502C	0.994
YEL060C	0.994
YER011W	0.994
YFR035C	0.994
YFR047C	0.994
YGL080W	0.994
YGL104C	0.994
YGL222C	0.994
YGL243W	0.994
YGR004W	0.994
YGR016W	0.994
YGR217W	0.994
YHR210C	0.994
YIL117C	0.994
YIL140W	0.994
YJL070C	0.994
YJL128C	0.994
YJL132W	0.994
YJL188C	0.994
YJL190C	0.994
YJL214W	0.994
YJR048W	0.994
YJR092W	0.994
YJR139C	0.994
YKL044W	0.994
YKL065C	0.994
YLR133W	0.994
YLR423C	0.994
YLR433C	0.994
YML051W	0.994
YML057C-A	0.994
YML123C	0.994
YMR073C	0.994
YMR105C	0.994
YMR148W	0.994
YMR157C	0.994
YMR180C	0.994
YMR244C-A	0.994
YMR306C-A	0.994
YMR316C-B	0.994
YNL125C	0.994
YNL285W	0.994
YNR007C	0.994
YOL045W	0.994
YOL059W	0.994
YOL153C	0.994
YOR008C-A	0.994
YOR022C	0.994
YOR156C	0.994
YOR171C	0.994
YOR215C	0.994
YOR231W	0.994
YPL001W	0.994
YPL134C	0.994
YPL145C	0.994
YPL170W	0.994
YPL176C	0.994
YPL194W	0.994
YPL198W	0.994
YPL272C	0.994
YAL042C-A	0.995
YBL059W	0.995
YBL101C	0.995
YBL106C	0.995
YBR047W	0.995
YBR067C	0.995
YBR107C	0.995
YBR121C	0.995
YBR144C	0.995
YBR205W	0.995
YBR261C	0.995
YBR262C	0.995
YBR298C	0.995
YCR014C	0.995
YCR015C	0.995
YCR027C	0.995
YDL136W	0.995
YDL170W	0.995
YDR135C	0.995
YDR143C	0.995
YDR191W	0.995
YDR229W	0.995
YDR251W	0.995
YDR313C	0.995
YFL013C	0.995
YFL031W	0.995
YFR023W	0.995
YFR038W	0.995
YGL114W	0.995
YGL164C	0.995
YGL179C	0.995
YGR096W	0.995
YGR199W	0.995
YHR155W	0.995
YHR179W	0.995
YIL085C	0.995
YJL044C	0.995
YJL051W	0.995
YJR149W	0.995
YKL146W	0.995
YKR014C	0.995
YLL032C	0.995
YLR095C	0.995
YLR214W	0.995
YLR269C	0.995
YLR306W	0.995
YLR395C	0.995
YLR416C	0.995
YML055W	0.995
YML116W	0.995
YML119W	0.995
YMR027W	0.995
YMR055C	0.995
YMR086W	0.995
YMR096W	0.995
YMR114C	0.995
YMR118C	0.995
YMR119W	0.995
YMR161W	0.995
YMR187C	0.995
YMR192W	0.995
YMR221C	0.995
YNL013C	0.995
YNL076W	0.995
YNL085W	0.995
YNL212W	0.995
YNL234W	0.995
YNL281W	0.995
YNL339C	0.995
YNR031C	0.995
YOL159C	0.995
YOR021C	0.995
YOR091W	0.995
YOR195W	0.995
YOR381W	0.995
YOR382W	0.995
YPL017C	0.995
YPL092W	0.995
YPR029C	0.995
YPR054W	0.995
YBR119W	0.996
YBR125C	0.996
YBR134W	0.996
YBR158W	0.996
YBR188C	0.996
YBR286W	0.996
YDL234C	0.996
YDR005C	0.996
YDR089W	0.996
YDR120C	0.996
YDR209C	0.996
YDR217C	0.996
YDR252W	0.996
YDR281C	0.996
YDR452W	0.996
YDR491C	0.996
YDR537C	0.996
YER124C	0.996
YFR012W	0.996
YFR020W	0.996
YGL144C	0.996
YGL159W	0.996
YGL170C	0.996
YGR031W	0.996
YGR054W	0.996
YGR137W	0.996
YGR142W	0.996
YGR203W	0.996
YGR276C	0.996
YGR292W	0.996
YHL022C	0.996
YHL026C	0.996
YHR016C	0.996
YHR050W	0.996
YHR132W-A	0.996
YHR182W	0.996
YIL024C	0.996
YJL022W	0.996
YJL030W	0.996
YJR080C	0.996
YJR130C	0.996
YKL190W	0.996
YKR012C	0.996
YLL042C	0.996
YLR097C	0.996
YLR130C	0.996
YLR171W	0.996
YLR199C	0.996
YLR220W	0.996
YLR400W	0.996
YML018C	0.996
YML103C	0.996
YML118W	0.996
YMR017W	0.996
YMR018W	0.996
YMR034C	0.996
YMR104C	0.996
YMR119W-A	0.996
YMR121C	0.996
YMR124W	0.996
YMR145C	0.996
YMR169C	0.996
YMR199W	0.996
YMR225C	0.996
YMR251W-A	0.996
YMR284W	0.996
YNL057W	0.996
YNL063W	0.996
YNL190W	0.996
YNR040W	0.996
YOL126C	0.996
YOL151W	0.996
YOR005C	0.996
YOR094W	0.996
YOR121C	0.996
YOR129C	0.996
YOR179C	0.996
YOR180C	0.996
YOR267C	0.996
YOR313C	0.996
YOR356W	0.996
YPL038W	0.996
YPL123C	0.996
YPR093C	0.996
YPR149W	0.996
YAL022C	0.997
YAL042W	0.997
YAL056C-A	0.997
YAL059W	0.997
YAR020C	0.997
YAR023C	0.997
YBL013W	0.997
YBL024W	0.997
YBR018C	0.997
YBR065C	0.997
YBR128C	0.997
YBR156C	0.997
YBR207W	0.997
YCR020C	0.997
YCR068W	0.997
YCR092C	0.997
YDL130W-A	0.997
YDL168W	0.997
YDL189W	0.997
YDL215C	0.997
YDL231C	0.997
YDR042C	0.997
YDR063W	0.997
YDR198C	0.997
YDR199W	0.997
YDR304C	0.997
YDR306C	0.997
YDR309C	0.997
YDR330W	0.997
YDR465C	0.997
YDR492W	0.997
YDR515W	0.997
YER051W	0.997
YER144C	0.997
YER182W	0.997
YFR008W	0.997
YFR022W	0.997
YFR055W	0.997
YGL009C	0.997
YGL067W	0.997
YGL126W	0.997
YGL176C	0.997
YGL205W	0.997
YGL257C	0.997
YGL263W	0.997
YGR008C	0.997
YGR010W	0.997
YGR124W	0.997
YGR129W	0.997
YGR152C	0.997
YGR210C	0.997
YGR244C	0.997
YGR284C	0.997
YHL032C	0.997
YHL047C	0.997
YHR039C	0.997
YHR123W	0.997
YHR132C	0.997
YHR152W	0.997
YIL016W	0.997
YIL064W	0.997
YIR017C	0.997
YIR025W	0.997
YJL013C	0.997
YJL123C	0.997
YJL141C	0.997
YJL201W	0.997
YJR087W	0.997
YKL183W	0.997
YLL012W	0.997
YLL026W	0.997
YLR016C	0.997
YLR118C	0.997
YLR205C	0.997
YML004C	0.997
YML076C	0.997
YML131W	0.997
YMR006C	0.997
YMR088C	0.997
YMR144W	0.997
YMR159C	0.997
YMR160W	0.997
YMR191W	0.997
YMR295C	0.997
YNL043C	0.997
YNL200C	0.997
YNL218W	0.997
YNL266W	0.997
YNL311C	0.997
YNL332W	0.997
YOL073C	0.997
YOR044W	0.997
YOR092W	0.997
YOR097C	0.997
YOR264W	0.997
YOR338W	0.997
YOR376W	0.997
YPL026C	0.997
YPL147W	0.997
YPL149W	0.997
YPL206C	0.997
YPL219W	0.997
YPR009W	0.997
YPR026W	0.997
YPR062W	0.997
YPR098C	0.997
YPR158W	0.997
YPR160W	0.997
YER169W	0.997
YBR114W	0.998
YBR139W	0.998
YBR149W	0.998
YBR220C	0.998
YBR267W	0.998
YBR287W	0.998
YCL013W	0.998
YCR009C	0.998
YCR045C	0.998
YDL027C	0.998
YDL088C	0.998
YDL095W	0.998
YDL223C	0.998
YDL230W	0.998
YDR003W	0.998
YDR010C	0.998
YDR026C	0.998
YDR036C	0.998
YDR077W	0.998
YDR107C	0.998
YDR119W	0.998
YDR256C	0.998
YDR406W	0.998
YDR424C	0.998
YDR446W	0.998
YDR503C	0.998
YEL049W	0.998
YEL057C	0.998
YEL059W	0.998
YER042W	0.998
YER079W	0.998
YFL027C	0.998
YFR015C	0.998
YFR053C	0.998
YGL039W	0.998
YGL050W	0.998
YGL058W	0.998
YGL138C	0.998
YGL156W	0.998
YGL158W	0.998
YGL166W	0.998
YGR055W	0.998
YGR088W	0.998
YGR108W	0.998
YGR136W	0.998
YGR139W	0.998
YGR149W	0.998
YGR154C	0.998
YGR168C	0.998
YGR181W	0.998
YGR196C	0.998
YGR282C	0.998
YHL042W	0.998
YHR017W	0.998
YHR079C-A	0.998
YHR094C	0.998
YHR106W	0.998
YIL001W	0.998
YIL027C	0.998
YIL092W	0.998
YIL096C	0.998
YIL141W	0.998
YIL161W	0.998
YJR025C	0.998
YJR069C	0.998
YKL106W	0.998
YKR054C	0.998
YLR084C	0.998
YLR138W	0.998
YLR241W	0.998
YLR280C	0.998
YLR294C	0.998
YLR368W	0.998
YLR453C	0.998
YML003W	0.998
YML021C	0.998
YML100W	0.998
YMR019W	0.998
YMR020W	0.998
YMR040W	0.998
YMR052W	0.998
YMR111C	0.998
YMR129W	0.998
YMR133W	0.998
YMR234W	0.998
YMR238W	0.998
YMR259C	0.998
YMR278W	0.998
YMR292W	0.998
YMR305C	0.998
YNL014W	0.998
YNL155W	0.998
YNL304W	0.998
YNL328C	0.998
YOL017W	0.998
YOL024W	0.998
YOL029C	0.998
YOL037C	0.998
YOL046C	0.998
YOL047C	0.998
YOL055C	0.998
YOR081C	0.998
YOR155C	0.998
YOR158W	0.998
YOR237W	0.998
YOR284W	0.998
YOR297C	0.998
YOR314W	0.998
YOR348C	0.998
YPL114W	0.998
YPL229W	0.998
YPL249C	0.998
YPR002W	0.998
YPR037C	0.998
YPR073C	0.998
YPR156C	0.998
YPR171W	0.998
YPR198W	0.998
YAL029C	0.999
YAL062W	0.999
YBL065W	0.999
YBL070C	0.999
YBL100C	0.999
YBR012C	0.999
YBR113W	0.999
YBR159W	0.999
YBR170C	0.999
YBR210W	0.999
YBR284W	0.999
YBR297W	0.999
YCL055W	0.999
YCL064C	0.999
YCL069W	0.999
YDL086W	0.999
YDL089W	0.999
YDL109C	0.999
YDL129W	0.999
YDL154W	0.999
YDL186W	0.999
YDL197C	0.999
YDL227C	0.999
YDR011W	0.999
YDR035W	0.999
YDR059C	0.999
YDR073W	0.999
YDR105C	0.999
YDR112W	0.999
YDR153C	0.999
YDR193W	0.999
YDR259C	0.999
YDR312W	0.999
YDR351W	0.999
YDR415C	0.999
YDR421W	0.999
YDR430C	0.999
YDR453C	0.999
YDR536W	0.999
YEL020C	0.999
YEL025C	0.999
YEL052W	0.999
YER010C	0.999
YER047C	0.999
YER067W	0.999
YER073W	0.999
YER087C-B	0.999
YER109C	0.999
YER180C	0.999
YFR049W	0.999
YGL056C	0.999
YGL181W	0.999
YGL199C	0.999
YGL248W	0.999
YGL262W	0.999
YGR015C	0.999
YGR053C	0.999
YGR177C	0.999
YGR234W	0.999
YGR273C	0.999
YGR286C	0.999
YGR288W	0.999
YGR289C	0.999
YHR049W	0.999
YHR103W	0.999
YHR105W	0.999
YHR133C	0.999
YHR150W	0.999
YIL162W	0.999
YIR020W-A	0.999
YJL027C	0.999
YJL049W	0.999
YJL055W	0.999
YJL065C	0.999
YJR024C	0.999
YJR079W	0.999
YJR099W	0.999
YJR134C	0.999
YJR135C	0.999
YKL001C	0.999
YKL090W	0.999
YKL107W	0.999
YKL109W	0.999
YKL124W	0.999
YKL127W	0.999
YKL220C	0.999
YKR100C	0.999
YLR267W	0.999
YLR349W	0.999
YLR381W	0.999
YML037C	0.999
YML074C	0.999
YML117W	0.999
YMR011W	0.999
YMR042W	0.999
YMR101C	0.999
YMR158W-B	0.999
YMR188C	0.999
YMR206W	0.999
YMR210W	0.999
YMR222C	0.999
YMR237W	0.999
YMR302C	0.999
YMR322C	0.999
YNL015W	0.999
YNL109W	0.999
YNL187W	0.999
YNL254C	0.999
YNR056C	0.999
YNR065C	0.999
YOL084W	0.999
YOR013W	0.999
YOR085W	0.999
YOR197W	0.999
YOR226C	0.999
YOR239W	1.003
YOR248W	0.999
YOR255W	0.999
YOR301W	0.999
YOR304C-A	0.999
YOR321W	0.999
YPL060W	0.999
YPL071C	0.999
YPL109C	0.999
YPL187W	0.999
YPL191C	0.999
YPL199C	0.999
YPL246C	0.999
YPL274W	0.999
YPR003C	0.999
YPR004C	0.999
YPR022C	0.999
YPR151C	0.999
YPR157W	0.999
YPR196W	0.999
YPR199C	0.999
YPR201W	0.999
YAL024C	1.000
YAL031C	1.000
YAL066W	1.000
YBL003C	1.000
YBL019W	1.000
YBL075C	1.000
YBL095W	1.000
YBL107C	1.000
YBR032W	1.000
YBR162W-A	1.000
YBR183W	1.000
YBR217W	1.000
YBR276C	1.000
YBR293W	1.000
YBR299W	1.000
YCL048W	1.000
YCR099C	1.000
YDL036C	1.000
YDL039C	1.002
YDL048C	1.000
YDL062W	1.000
YDL079C	1.000
YDR030C	1.000
YDR070C	1.000
YDR131C	1.000
YDR218C	1.000
YDR242W	1.000
YDR263C	1.000
YDR266C	1.000
YDR285W	1.000
YDR287W	1.000
YDR307W	1.000
YDR317W	1.000
YDR346C	1.000
YDR408C	1.000
YDR476C	1.000
YDR519W	1.000
YDR538W	1.000
YDR541C	1.000
YEL041W	1.000
YEL065W	1.000
YER019C-A	1.000
YER081W	1.000
YER108C	1.000
YFL003C	1.000
YFL014W	1.000
YFL032W	1.000
YFR054C	1.000
YGL051W	1.000
YGL062W	1.000
YGL082W	1.000
YGL083W	1.000
YGL108C	1.000
YGL146C	1.000
YGL161C	1.000
YGL251C	1.000
YGR023W	1.000
YGR041W	1.000
YGR043C	1.000
YGR049W	1.000
YGR109C	1.000
YGR122W	1.000
YGR126W	1.000
YGR131W	1.000
YGR138C	1.000
YGR146C	1.000
YGR201C	1.000
YGR202C	1.000
YGR213C	1.000
YGR235C	1.000
YGR247W	1.000
YGR268C	1.000
YGR291C	1.000
YGR295C	1.000
YHL024W	1.000
YHL037C	1.000
YHR049C-A	1.000
YHR080C	1.000
YHR082C	1.000
YHR087W	1.000
YHR093W	1.000
YHR097C	1.000
YHR113W	1.000
YHR162W	1.000
YIL032C	1.000
YIL074C	1.000
YIL131C	1.000
YIL146C	1.000
YIL158W	1.000
YIR043C	1.000
YJL037W	1.000
YJL045W	1.000
YJL048C	1.000
YJL057C	1.000
YJL089W	1.000
YJL100W	1.000
YJL119C	1.000
YJL126W	1.000
YKL043W	1.000
YKL072W	1.000
YKL116C	1.000
YKL121W	1.000
YKL137W	1.000
YKL148C	1.000
YKL150W	1.000
YKL157W	1.006
YKR031C	1.000
YLL020C	1.000
YLL023C	1.000
YLR065C	1.000
YLR077W	1.000
YLR090W	1.000
YLR107W	1.000
YLR188W	1.000
YLR209C	1.000
YLR449W	1.000
YMR012W	1.000
YMR110C	1.000
YMR170C	1.000
YMR253C	1.000
YMR262W	1.000
YMR265C	1.000
YMR280C	1.000
YMR303C	1.000
YNL009W	1.000
YNL011C	1.000
YNL020C	1.000
YNL053W	1.000
YNL093W	1.000
YNL101W	1.000
YNL217W	1.000
YNL231C	1.000
YNL268W	1.000
YNL275W	1.000
YNL319W	1.000
YNR073C	1.000
YOL019W	1.000
YOL035C	1.000
YOL057W	1.000
YOL082W	1.000
YOL099C	1.000
YOL103W	1.000
YOR003W	1.000
YOR087W	1.000
YOR090C	1.000
YOR111W	1.000
YOR126C	1.000
YOR131C	1.000
YOR285W	1.000
YOR289W	1.000
YOR334W	1.000
YOR351C	1.000
YOR377W	1.000
YPL053C	1.000
YPR005C	1.000
YPR015C	1.000
YPR077C	1.000
YPR184W	1.000
YAL017W	1.001
YAL018C	1.001
YAL065C	1.001
