ORF	hap alpha | growth (pooled culture) | gamma-valerolactone [2.3%] | YPGal [2%] | Bottoms S~Piotrowski JS, 2018
YLR313C	1.303
YIL059C	1.897
YKR014C	0.552
YKL110C	0.508
YHL028W	0.276
YHR045W	0.696
YKR099W	2.129
YAR023C	1.392
YGR146C	1.448
YDR452W	0.624
YLR037C	0.220
YNL221C	27.080
YDR032C	39.443
YAL058W	1.435
YDR177W	39.443
YLR430W	29.717
YLR221C	1.712
YLR258W	0.308
YOL020W	0.566
YPL261C	1.339
YMR191W	0.688
YLR020C	1.369
YMR326C	0.266
YLR326W	0.706
YDR276C	0.555
YOR105W	0.415
YCR025C	0.360
YOR338W	0.279
YBL070C	0.649
YOR190W	0.595
YMR310C	0.216
YJL093C	1.431
YER114C	0.656
YOR070C	0.602
YDL227C	1.579
YBL054W	0.726
YLL024C	1.460
YDL078C	0.720
YCR102W-A	1.336
YFR022W	0.659
YAL020C	1.598
YGL081W	1.469
YIL122W	0.557
YBL082C	0.121
YNL275W	0.731
YOR269W	0.247
YJL082W	0.709
YOR126C	1.444
YOR360C	1.335
YOR029W	0.703
YDL139C	24.452
YER042W	0.547
YGR020C	24.451
YKR043C	1.485
YBR129C	1.311
YLR338W	0.405
YDL051W	0.609
YLR269C	0.173
YBL092W	25.241
YOR366W	1.541
YDR404C	24.569
YIL064W	1.426
YML081C-A	0.726
YOR354C	1.442
YOR380W	0.452
YNL193W	1.513
YNL194C	0.302
YGL114W	0.566
YLR006C	0.735
YKR019C	0.608
YJL205C	1.383
YBL007C	0.562
YNL138W	24.202
YPL093W	37.042
YDL159W-A	37.042
YGL251C	0.655
YOL029C	37.042
YKL149C	0.463
YPL175W	24.685
YBL071C-B	23.007
YOR375C	0.543
YER180C-A	23.110
YKL217W	1.362
YBR203W	0.274
YCL023C	1.337
YOR092W	0.729
YBR085C-A	10.418
YDR480W	1.294
YMR315W-A	34.952
YLL043W	1.316
YBR018C	0.739
YMR312W	0.501
YIL012W	0.697
YNL087W	1.486
YKR020W	0.490
YOL002C	0.756
YOR292C	0.328
YKL175W	0.669
YOR325W	0.725
YDL223C	0.136
YBR046C	0.596
YJR073C	0.491
YJL079C	0.681
YIL112W	1.357
YML001W	0.524
YNL079C	0.605
YOR231W	0.685
YDR197W	24.065
YLR172C	0.332
YJR086W	34.641
YHR030C	24.064
YOR131C	1.313
YJL049W	0.728
YLR119W	0.567
YAR042W	0.498
YKL222C	1.335
YER133W	34.641
YML041C	0.158
YIL138C	0.677
YNL303W	1.353
YPR058W	0.674
YMR152W	1.273
YDR150W	0.538
YLR044C	0.668
YLR257W	0.270
YGR136W	0.382
YDL013W	0.233
YMR054W	0.720
YLR142W	1.347
YOR107W	1.512
YKL061W	0.722
YGR237C	0.691
YPL258C	0.743
YPL186C	1.472
YOR034C	1.401
YJL213W	1.298
YOL099C	1.452
YDL226C	0.710
YDR505C	1.467
YPR184W	0.684
YNR004W	0.522
YLR287C	1.335
YOR304W	1.343
YDR082W	22.177
YLR175W	22.176
YNL080C	0.398
YHR203C	1.469
YOR324C	0.744
YLR349W	1.418
YNR069C	1.344
YMR136W	1.333
YER094C	32.240
YOR242C	0.633
YKL164C	0.719
YDR013W	32.240
YER023W	32.240
YPR165W	32.240
YGR121W-A	21.937
YNL045W	0.531
YMR258C	0.644
YLL049W	0.654
YLR049C	1.407
YDR381W	22.291
YLR307W	3.026
YPR112C	14.078
YGR031W	0.672
YPR128C	0.717
YJR122W	31.090
YGR259C	0.789
YOR267C	0.736
YJR110W	0.738
YPL114W	0.474
YER064C	1.349
YGR216C	30.459
YDR029W	0.543
YNL180C	1.509
YKR024C	0.695
YDR018C	0.562
YDR050C	23.911
YMR037C	1.278
YHR075C	0.668
YLL038C	0.690
YNR019W	1.260
YMR138W	0.561
YCR082W	0.267
YNL128W	0.642
YCL035C	1.418
YGR123C	0.139
YIL063C	24.918
YMR303C	0.517
YDL160C-A	21.803
YNR013C	1.287
YFL042C	1.142
YML100W	1.431
YLR299W	0.700
YDR257C	0.590
YJL137C	1.326
YPR196W	1.328
YMR230W	1.497
YNL151C	22.404
YDL124W	29.839
YPR071W	0.595
YDR331W	29.839
YGR280C	29.839
YDR100W	0.311
YNL126W	29.839
YBR072C-A	29.839
YKL052C	29.839
YGR266W	1.280
YLR018C	0.295
YDR409W	0.763
YGL234W	1.759
YMR206W	0.724
YCR022C	0.698
YOL150C	1.349
YPL198W	0.722
YKR047W	0.671
YML057W	1.301
YLR248W	0.538
YML037C	1.304
YAR040C	1.336
YMR304C-A	0.702
YPL096W	0.664
YHL003C	1.258
YER044C-A	0.769
YDR261C	1.529
YBR012C	0.758
YBR054W	0.584
YER001W	0.725
YOL011W	0.693
YOL137W	1.294
YJL181W	0.604
YBR283C	0.323
YOR061W	1.407
YDR511W	0.717
YJL192C	1.336
YIL073C	0.690
YAR029W	0.763
YNL296W	0.772
YCR021C	0.677
YNL302C	1.449
YKR066C	0.240
YJL036W	0.364
YOR342C	0.730
YPL113C	1.364
YDR305C	0.753
YGR030C	21.654
YKR078W	0.734
YNL050C	0.690
YGL247W	21.653
YLR008C	27.438
YEL019C	27.438
YBR199W	0.636
YDL104C	0.669
YJR074W	27.438
YMR158W-B	0.608
YER019W	0.691
YMR107W	0.737
YLR034C	0.725
YNR041C	0.678
YBR005W	0.759
YPL213W	1.483
YGR015C	0.549
YIL145C	1.268
YGL077C	0.658
YMR316C-A	0.794
YOR364W	0.538
YFR026C	1.393
YJR059W	0.564
YNL257C	0.675
YIL102C	1.383
YER101C	1.354
YOL065C	0.738
YFR005C	19.541
YKL006W	0.506
YDL222C	1.319
YLR410W	0.346
YLR345W	0.670
YPL092W	1.360
YBL068W	0.726
YBR215W	0.062
YMR018W	0.743
YLR051C	20.008
YGL169W	20.007
YNR048W	0.760
YPR025C	25.959
YIL128W	0.531
YGL098W	25.958
YMR215W	0.705
YGL213C	0.719
YHR206W	1.414
YDR336W	0.149
YDL033C	0.389
YGL209W	1.239
YHR136C	1.308
YNL336W	1.303
YOR018W	0.520
YNR071C	0.766
YBR084W	0.737
YOL079W	0.706
YGL062W	1.349
YFR050C	7.760
YLR017W	1.442
YKL007W	0.505
YOR260W	25.037
YGR238C	1.262
YDR478W	25.037
YGR227W	0.751
YFR027W	25.037
YPL150W	0.703
YHR073W	0.589
YPL151C	25.036
YDR361C	25.036
YKR095W	0.709
YNL110C	25.036
YNR009W	1.294
YJL088W	25.036
YDL160C	25.036
YDL056W	1.593
YOR077W	25.036
YKR059W	0.383
YDL099W	0.534
YDL081C	2.133
YER068W	25.036
YDR309C	0.228
YKL207W	1.421
YDR529C	25.036
YKR039W	1.362
YBR210W	0.459
YOR004W	25.036
YPR065W	0.373
YOR185C	0.694
YDR196C	25.036
YER025W	25.036
YLR206W	1.371
YOR321W	1.389
YBR293W	0.344
YHR006W	0.748
YKL129C	0.229
YJR117W	0.776
YDL241W	1.332
YGR282C	0.284
YDR465C	0.733
YOR299W	1.353
YLR016C	1.353
YBR229C	0.774
YLR099C	0.644
YGR042W	0.199
YBR024W	0.705
YDR436W	1.321
YHR133C	0.747
YJR058C	0.724
YLR273C	0.565
YML018C	0.284
YPR144C	17.508
YKL009W	17.508
YGR244C	0.219
YDR527W	20.335
YML005W	0.749
YNL301C	1.255
YJR146W	1.393
YPL230W	0.616
YPR201W	0.709
YBR111W-A	20.119
YBR077C	0.453
YKL031W	0.249
YDL161W	0.690
YPL039W	0.731
YKR053C	1.317
YGL216W	1.256
YPL212C	1.371
YOR089C	0.682
YGR178C	1.271
YLL047W	0.725
YLR207W	1.294
YPR195C	1.302
YER012W	23.704
YIL061C	23.704
YHR059W	1.461
YMR052W	0.694
YNL131W	23.703
YDR501W	1.205
YDR411C	1.359
YDR393W	0.672
YBR059C	0.673
YCL061C	0.601
YLR004C	0.749
YBR297W	0.276
YCR050C	0.765
YHR142W	0.730
YMR047C	18.018
YNR055C	1.461
YPL147W	0.754
YJR014W	1.403
YEL064C	0.287
YGR106C	0.160
YHL040C	0.509
YNR062C	1.304
YKL041W	0.365
YJL186W	0.787
YGL096W	0.693
YLR425W	0.722
YOR022C	1.500
YDR161W	1.422
YOL119C	1.287
YDL012C	0.649
YLL052C	0.605
YOR045W	0.697
YER080W	0.701
YBR146W	0.329
YMR165C	0.429
YJL123C	0.670
YLR023C	0.775
YOR215C	1.370
YLR437C	0.734
YPL081W	23.542
YOR054C	0.732
YKL055C	0.603
YOR049C	0.643
YGR243W	0.738
YPL015C	0.309
YOR279C	0.626
YHR180W	0.423
YMR283C	0.765
YKL148C	0.737
YKL062W	1.282
YNL229C	0.614
YOR351C	1.386
YGR256W	0.650
YOL132W	1.238
YPL171C	1.282
YFR030W	1.353
YPL036W	1.245
YFL030W	1.278
YJL103C	1.362
YFR046C	0.290
YIR027C	1.339
YJR128W	1.238
YLR416C	0.738
YIR024C	0.734
YOR043W	0.762
YMR036C	0.772
YLR264W	1.529
YMR031C	1.262
YNR028W	1.275
YMR167W	0.718
YJR068W	17.138
YOL118C	1.374
YJR153W	0.734
YDR440W	0.369
YGL155W	17.138
YIL009C-A	0.685
YOL159C	1.286
YPR021C	0.078
YNR072W	2.257
YPR029C	0.739
YLR030W	0.678
YLR363C	1.409
YOR023C	0.701
YJR055W	18.373
YJR009C	0.743
YCR023C	0.660
YGR033C	0.668
YBR027C	0.711
YMR265C	0.738
YBL090W	21.449
YBL063W	0.755
YGL207W	21.449
YLR346C	11.142
YER157W	21.448
YJL190C	0.780
YOR172W	0.696
YOR111W	1.379
YLR263W	0.732
YJL160C	0.878
YHR148W	22.635
YPL220W	0.729
YDL108W	22.635
YER182W	1.333
YLR264C-A	22.634
YNL001W	0.406
YIR039C	0.482
YOR056C	22.634
YEL026W	22.634
YHR021C	2.068
YGR066C	0.731
YHR122W	22.634
YKL018C-A	22.634
YPL211W	6.190
YDL212W	22.634
YOR285W	0.769
YCR079W	0.465
YHR042W	22.634
YLR281C	0.356
YEL008W	0.406
YLR432W	1.259
YBR055C	22.634
YPL009C	0.758
YDR204W	22.634
YJR118C	0.691
YJL157C	0.778
YAL019W	1.315
YCR106W	0.733
YAL045C	0.579
YLR452C	1.331
YGR195W	13.075
YDR191W	0.657
YML075C	0.749
YDL074C	0.288
YGL084C	1.411
YJR025C	15.683
YMR009W	1.272
YIL057C	0.323
YDL086W	0.808
YGR176W	0.723
YCR024C	15.545
YOR248W	1.325
YDR073W	0.768
YER134C	1.261
YHR198C	1.283
YIL113W	0.386
YPL192C	0.621
YPR179C	1.397
YPL172C	0.585
YEL057C	0.768
YMR102C	1.322
YKL107W	0.214
YDR344C	0.704
YLL015W	1.325
YDR094W	0.067
YMR200W	15.000
YOR138C	0.620
YPR117W	0.341
YBR246W	0.623
YPL202C	1.315
YKL001C	0.745
YDR109C	0.706
YHR116W	0.542
YPR100W	15.218
YMR118C	0.726
YPR059C	0.276
YOR038C	0.678
YLL029W	0.744
YJR084W	1.240
YNR029C	1.284
YCL076W	1.286
YOR296W	0.749
YER011W	1.300
YJL016W	0.754
YLR389C	1.263
YER024W	0.711
YMR096W	9.041
YMR154C	1.312
YDR158W	0.296
YGR233C	1.322
YKL044W	0.073
YBR141C	1.288
YIL060W	1.283
YJR003C	0.760
YDR508C	1.330
YPL154C	1.339
YMR285C	1.294
YHR039C	0.776
YML051W	1.233
YOR233W	0.667
YNL013C	0.810
YLR138W	0.721
YPR007C	1.382
YGL045W	0.752
YLR387C	0.720
YBL028C	0.753
YIL006W	1.239
YPR031W	0.730
YPR103W	20.233
YMR244C-A	1.267
YMR270C	20.233
YGL210W	0.803
YJL061W	20.233
YLR243W	20.233
YPR037C	0.701
YBR257W	20.233
YDR064W	20.233
YDR071C	1.234
YKL112W	20.232
YPL116W	1.340
YDR093W	0.311
YPL208W	0.728
YBR291C	1.350
YIL150C	20.232
YNL321W	1.270
YNL258C	20.232
YHR089C	20.232
YBR070C	20.232
YIR038C	0.426
YML043C	20.232
YDR014W	20.232
YMR289W	1.245
YCR051W	0.784
YOL082W	0.766
YNL245C	14.868
YEL020C	0.769
YNL014W	0.508
YIR011C	10.969
YDR531W	14.951
YDR036C	0.641
YOR106W	0.429
YLR404W	1.301
YNR039C	0.446
YNL147W	1.623
YMR190C	0.599
YLL061W	1.229
YKL063C	1.255
YMR044W	0.463
YBR240C	0.762
YBL071C	0.752
YJR106W	4.186
YGR139W	0.661
YLR361C	0.794
YER004W	0.540
YPL199C	0.526
YBR255W	1.254
YGR168C	0.727
YHR179W	0.795
YOR171C	0.655
YHR079C	1.280
YHR087W	0.731
YCR033W	0.681
YBR164C	0.702
YKR016W	0.657
YJL185C	1.257
YCL022C	1.213
YDR121W	1.410
YNL183C	0.736
YGL231C	0.577
YLR454W	1.202
YGL161C	1.275
YAL060W	1.312
YOR059C	0.683
YDL039C	0.588
YPL098C	0.611
YLR356W	0.656
YKL109W	0.156
YMR316C-B	0.472
YPL267W	1.284
YMR291W	0.780
YNL028W	1.234
YLR133W	0.740
YOR017W	1.303
YOR265W	0.695
YOL103W	1.362
YPR005C	0.478
YLR090W	0.234
YDR198C	1.428
YIL032C	0.509
YPL054W	1.222
YLR250W	1.272
YJL135W	1.200
YBR276C	0.795
YDR445C	1.273
YPR164W	0.572
YDL219W	0.359
YIR010W	17.831
YJL042W	0.783
YML007C-A	17.831
YMR153C-A	0.739
YLR386W	0.588
YCR012W	17.831
YGL001C	17.831
YJL072C	16.941
YNL244C	17.831
YHR007C-A	16.940
YHR101C	17.831
YGL099W	16.940
YMR220W	17.831
YJR114W	16.940
YBR245C	0.734
YOR145C	17.831
YER087C-B	8.968
YLR132C	17.831
YJR101W	16.939
YDR386W	0.748
YJL207C	1.952
YOR116C	17.831
YOL086W-A	16.939
YFL032W	0.517
YLL048C	1.241
YIL022W	17.831
YGL188C-A	16.938
YGR169C-A	17.831
YKL011C	16.938
YGR034W	1.317
YGR048W	17.831
YDR229W	1.384
YNL040W	0.779
YMR228W	17.831
YDR252W	0.575
YLR099W-A	17.831
YER097W	0.363
YGR164W	4.815
YDL007W	17.831
YPL040C	17.831
YDR273W	1.273
YBL008W	17.831
YKL184W	1.751
YEL002C	17.831
YPL075W	17.831
YGL185C	13.277
YGL048C	17.831
YDR148C	0.733
YDR215C	1.339
YIL056W	1.238
YLR267W	0.768
YDR262W	0.640
YOR082C	0.789
YKL117W	0.781
YBR239C	1.323
YGR039W	1.395
YMR008C	0.782
YPL274W	1.217
YOR223W	1.245
YNR007C	0.779
YBR161W	0.529
YIR035C	0.821
YCL039W	0.383
YIL157C	12.716
YER150W	1.202
YGR122C-A	1.362
YLR095C	0.771
YIL027C	1.282
YOL129W	0.768
YDR173C	0.335
YOR192C	0.720
YDR149C	0.658
YPL041C	0.658
YDR128W	1.407
YLR225C	2.221
YGR189C	0.807
YOL055C	0.744
YGL021W	0.644
YNL003C	2.016
YLR048W	0.631
YKL168C	0.334
YOR263C	0.759
YER039C-A	0.811
YJR129C	1.223
YGL144C	0.777
YDL130W-A	0.774
YKL141W	13.115
YOR264W	0.716
YOR307C	0.631
YKR049C	0.631
YHR192W	13.248
YMR221C	0.788
YMR171C	0.809
YMR181C	0.376
YPR014C	0.778
YGL056C	0.761
YMR319C	0.786
YLR137W	0.630
YML047W-A	0.495
YPL225W	0.600
YER119C	0.789
YDR117C	1.335
YHR028C	0.777
YCR059C	0.767
YPR191W	0.649
YDR186C	0.695
YCR048W	1.251
YKR070W	1.214
YDR223W	1.485
YMR144W	1.217
YDR287W	0.809
YOR006C	1.281
YDR216W	0.459
YGL178W	12.593
YFL040W	0.817
YPR150W	0.207
YJR115W	1.223
YML121W	0.510
YJL141C	0.782
YLR231C	0.619
YPL102C	0.548
YIR037W	1.216
YOL147C	1.236
YGL198W	0.418
YKL046C	0.553
YIL041W	0.511
YDR048C	1.279
YPL027W	1.231
YFR041C	0.755
YBR030W	0.768
YMR070W	0.793
YBR286W	1.338
YLR125W	8.086
YPL221W	0.745
YBR134W	0.787
YJR098C	1.200
YGR044C	0.472
YHL022C	1.225
YFR048W	0.192
YJL060W	0.657
YOR085W	1.195
YLL057C	1.202
YLR179C	1.382
YDR379W	0.762
YNR075W	1.265
YBR285W	1.275
YDR534C	0.774
YDR346C	0.286
YDR384C	0.728
YER179W	1.198
YPR020W	0.730
YKL039W	1.374
YBL071W-A	4.929
YBR249C	15.429
YER026C	15.429
YGR131W	1.239
YKL068W	1.259
YMR232W	1.237
YJR141W	15.429
YPR079W	0.822
YHR207C	0.742
YER040W	15.429
YAL041W	15.429
YMR028W	15.429
YMR314W	15.429
YHL014C	1.227
YLR060W	15.429
YJR045C	15.429
YFR001W	15.429
YOR238W	0.716
YER149C	0.821
YDR034W-B	15.429
YLR361C-A	15.428
YIL120W	0.779
YOL005C	15.428
YER166W	0.812
YBR167C	15.428
YPL004C	0.633
YHR175W-A	15.428
YOR119C	5.877
YKR089C	0.766
YHR210C	1.301
YFR038W	1.136
YLR274W	15.428
YBR205W	0.702
YDR263C	1.250
YNL146W	1.248
YLR129W	15.428
YBR120C	15.428
YAR002W	0.074
YPR018W	14.677
YBR038W	15.428
YGL071W	14.676
YBL018C	15.428
YMR094W	14.676
YBR274W	15.428
YMR230W-A	15.428
YOR211C	14.676
YBR192W	15.428
YKL042W	14.675
YMR013C	15.428
YDR449C	14.675
YMR176W	1.300
YBR211C	15.428
YKL067W	0.790
YHR090C	14.675
YKL027W	0.746
YJR095W	15.428
YOR020W-A	14.674
YHR010W	15.428
YKL059C	14.674
YOL094C	15.428
YDL243C	0.820
YOR310C	14.674
YBR200W-A	15.428
YGR224W	1.208
YER125W	15.428
YLR438W	0.801
YDL231C	1.205
YLR185W	1.534
YGL038C	15.428
YJL046W	0.595
YMR105C	0.427
YNR044W	1.332
YGL191W	15.428
YKL098W	0.453
YPL122C	15.428
YGR137W	0.372
YDR208W	15.428
YLR252W	0.692
YIL046W-A	15.428
YJR040W	1.198
YOR220W	0.764
YDR496C	0.820
YNR034W	0.773
YKL190W	0.777
YLR446W	1.259
YPL270W	0.600
YDR236C	6.502
YCL014W	0.815
YDR133C	1.366
YIR036C	0.786
YDR157W	1.356
YOL037C	0.460
YGR170W	0.814
YLR306W	0.738
YGR194C	0.808
YDL230W	1.233
YIL087C	1.239
YDR345C	1.264
YBR132C	0.796
YJL045W	1.268
YMR140W	0.841
YGR012W	0.686
YOL107W	1.242
YBR113W	0.406
YOL089C	0.755
YER067C-A	0.795
YPL119C	0.666
YGR212W	0.799
YML034W	0.808
YJR107W	1.170
YGL126W	0.735
YGL176C	0.802
YGR101W	0.397
YHR113W	0.654
YGR201C	0.422
YIL134W	0.396
YBR176W	1.245
YPL091W	0.644
YHL012W	1.223
YDL050C	0.602
YDR066C	0.674
YPR098C	0.792
YFR017C	0.821
YDR438W	0.832
YJL053W	0.663
YOL006C	1.331
YLR235C	0.709
YAL053W	0.738
YHR189W	0.667
YLR271W	0.661
YOR104W	0.824
YDR205W	0.744
YHR162W	0.760
YNL319W	0.828
YLR266C	0.720
YCR024C-A	0.780
YOR118W	0.746
YHL017W	1.204
YHR160C	0.804
YBR062C	1.256
YBR045C	1.583
YJL215C	1.206
YOR193W	0.763
YLR431C	1.188
YHR022C	1.223
YDR294C	0.748
YGR067C	0.778
YJL055W	0.800
YPR111W	0.802
YGR019W	1.240
YKL047W	0.810
YLR047C	0.698
YOR273C	0.845
YLL040C	0.771
YLR343W	1.262
YIL074C	1.194
YOR142W	1.215
YGL089C	1.297
YDL210W	0.767
YBR069C	0.371
YOR251C	1.255
YOR128C	0.693
YDR192C	1.309
YOR317W	1.209
YNL241C	0.805
YNL042W	1.231
YOR276W	1.294
YOR253W	0.832
YPR004C	0.683
YBR048W	1.320
YMR292W	1.221
YMR307W	1.604
YIL017C	0.351
YML017W	1.202
YPR140W	1.424
YHR181W	0.833
YDR399W	0.746
YER071C	0.775
YLL060C	1.194
YLL006W	0.235
YLR081W	0.790
YPL107W	0.788
YJR070C	0.718
YER084W	1.302
YGR174W-A	8.142
YFL011W	1.231
YMR007W	0.830
YGL063W	1.191
YOR289W	0.810
YNR020C	0.717
YIL090W	0.707
YCL002C	13.026
YLR117C	13.026
YJL116C	1.234
YNR005C	0.589
YPR113W	13.026
YJL062W	0.259
YDL008W	13.026
YER055C	13.026
YAL062W	0.834
YBR063C	1.236
YGL202W	1.263
YLR186W	13.026
YDR111C	0.743
YJL085W	13.026
YER115C	0.814
YML122C	1.230
YNL157W	1.263
YDR058C	1.201
YBR206W	0.829
YMR244W	0.745
YJL139C	1.305
YDL092W	13.026
YGL181W	0.823
YFR042W	13.026
YOL057W	0.795
YLL006W-A	13.026
YOR293C-A	13.026
YHR022C-A	13.026
YBR233W	13.025
YAL037C-A	13.025
YBR282W	13.025
YOR076C	0.282
YNL164C	0.795
YNL306W	13.025
YDR460W	13.025
YPL086C	0.576
YNL188W	13.025
YCR083W	13.025
YBR296C-A	13.025
YBR155W	13.025
YOL105C	0.795
YER070W	13.025
YJL136C	0.754
YBR148W	0.825
YBR056W-A	13.025
YNL261W	13.025
YKL187C	0.845
YER176W	1.200
YER116C	0.522
YBR104W	1.208
YDL071C	0.748
YJR077C	13.025
YOR167C	1.278
YEL025C	0.745
YPR095C	0.846
YDL143W	13.025
YKL186C	13.025
YKL026C	13.025
YHR082C	0.542
YPL188W	13.025
YAL027W	1.245
YEL004W	1.168
YBR080C	13.025
YFR021W	0.840
YNL132W	13.025
YJL067W	0.792
YDR278C	0.722
YKL022C	13.025
YLL018C-A	13.025
YMR139W	0.767
YBL085W	0.832
YPL129W	13.025
YBR235W	0.853
YGR120C	13.025
YNL035C	1.185
YLR167W	13.025
YHR190W	13.025
YHR018C	13.025
YLR102C	0.738
YEL035C	3.965
YDR510W	13.025
YGR254W	1.244
YJR075W	0.723
YGL041C-B	13.025
YHR107C	13.025
YJL023C	13.024
YDL121C	0.716
YML026C	1.256
YGR090W	13.024
YKL108W	13.024
YDR492W	0.824
YJL111W	13.024
YGR021W	0.708
YDL133W	13.024
YKL116C	0.769
YDR092W	13.024
YDR512C	0.803
YLR009W	13.024
YNR027W	0.448
YMR148W	1.250
YLR449W	1.189
YBL017C	0.108
YNR015W	1.187
YPR003C	1.289
YLR255C	1.247
YDL085W	0.496
YLR246W	0.767
YGR229C	1.389
YEL040W	0.806
YEL052W	0.807
YIL162W	1.206
YDR483W	0.808
YHR033W	1.159
YLR351C	0.809
YLR265C	0.770
YBL042C	1.215
YHR080C	1.215
YHL035C	0.521
YBR074W	1.192
YDL149W	0.815
YDL238C	0.569
YER038W-A	0.829
YLR224W	1.291
YKL178C	1.206
YNL196C	0.489
YLR227C	0.686
YDR533C	1.166
YMR126C	0.750
YGL057C	0.810
YOR357C	0.781
YBR225W	0.790
YJR139C	0.376
YLR013W	0.810
YAR020C	1.200
YDR046C	0.807
YJR088C	2.175
YJR031C	0.813
YMR020W	1.180
YNL100W	0.343
YOR144C	1.262
YDR285W	0.430
YDL218W	0.800
YHR157W	0.288
YNL119W	0.739
YLR285W	0.649
YLL007C	0.679
YHR143W	0.722
YKL096W-A	0.310
YBR224W	0.854
YDR385W	0.703
YNL105W	0.750
YDR259C	1.324
YLR003C	1.220
YPR158W	0.590
YHR171W	1.174
YNL074C	1.254
YOR216C	0.818
YLR352W	0.796
YLR072W	1.183
YIR032C	1.178
YEL071W	0.814
YGL259W	1.234
YML029W	0.838
YGR077C	1.255
YNL072W	0.481
YPL164C	1.160
YOR037W	0.641
YGR242W	0.819
YDL240W	0.484
YGL109W	0.721
YLR056W	0.676
YNL016W	1.226
YOR041C	0.791
YGR068C	1.239
YDR444W	1.226
YLR094C	0.242
YGR004W	0.800
YNL069C	1.099
YDR104C	1.260
YHR178W	0.243
YBR147W	0.822
YBR056W	0.471
YKR040C	0.472
YGL034C	0.484
YKR097W	0.563
YGL027C	0.736
YGL237C	0.805
YJL092W	0.825
YFL018C	0.652
YGR100W	1.236
YIL086C	1.234
YMR280C	1.316
YCR016W	1.238
YNL115C	1.188
YKL084W	0.832
YDR019C	0.714
YGL002W	0.441
YGR028W	0.738
YDR306C	0.791
YJL142C	1.235
YOR051C	0.767
YOL126C	0.793
YMR103C	0.783
YPL022W	1.292
YBR219C	0.843
YCR075C	1.164
YPL053C	1.203
YGR108W	1.271
YLR335W	0.751
YOR047C	1.227
YLR222C	12.409
YNL144C	0.849
YOR024W	1.493
YGR175C	12.409
YLR444C	0.813
YGL244W	0.671
YDR002W	12.409
YDR226W	12.408
YNR002C	1.203
YPR168W	12.408
YGL031C	0.424
YLR283W	0.813
YLL013C	0.839
YBR035C	12.408
YPL123C	0.283
YBR011C	12.407
YNR054C	10.623
YBL009W	12.407
YJR056C	10.622
YPL264C	1.225
YJL179W	12.407
YOL164W	10.622
YJL119C	0.844
YNR017W	12.406
YNR047W	0.790
YPL071C	1.606
YBL059W	0.784
YOL072W	10.622
YJL182C	1.226
YML058W-A	10.622
YPL010W	10.427
YOR065W	1.626
YER058W	10.427
YMR091C	10.622
YGR260W	1.172
YGL195W	0.747
YBR142W	10.622
YER178W	0.753
YLR357W	10.622
YGR295C	1.155
YDR450W	10.622
YDR524C	0.814
YNL155W	1.248
YDR308C	10.622
YCL004W	10.981
YNL232W	10.622
YIL121W	10.981
YKL120W	0.790
YPR176C	10.622
YML004C	0.810
YHR138C	0.801
YOR117W	10.981
YIR013C	0.843
YDL183C	10.622
YGL174W	10.622
YKR064W	0.436
YKL096C-B	10.622
YAL065C	0.848
YLR149C	0.790
YMR013W-A	10.622
YGR267C	10.622
YKR101W	0.767
YGR074W	10.622
YNL123W	0.424
YPR035W	10.622
YER021W	10.622
YDR456W	10.622
YER032W	0.836
YLR100W	10.622
YDL177C	1.243
YGR151C	0.851
YPL058C	1.516
YER048W-A	10.622
YHR205W	10.622
YJR126C	1.266
YFL046W	0.787
YJR076C	10.622
YEL038W	0.801
YER146W	10.622
YDR168W	10.622
YOR154W	0.788
YGR001C	10.622
YDR388W	0.589
YOL127W	10.622
YOR376W-A	10.622
YHL034C	1.219
YPL272C	10.622
YNL255C	0.852
YGL006W-A	10.622
YMR217W	10.316
YLR116W	10.622
YCL001W-B	10.316
YNL005C	10.622
YDR535C	1.502
YKL069W	10.621
YHR035W	1.162
YKR060W	0.819
YBR197C	1.180
YDR412W	10.621
YBR149W	10.621
YDL120W	4.805
YFR012W	1.140
YOR303W	10.621
YNR037C	10.621
YPL189C-A	10.621
YDR239C	0.723
YBR009C	1.204
YLR461W	0.859
YMR001C	10.621
YKL202W	0.840
YFL022C	10.621
YHR139C-A	0.829
YDR519W	0.797
YIL004C	10.621
YIL141W	0.854
YOL019W-A	10.621
YPR130C	1.174
YOL038C-A	10.621
YCR053W	1.396
YLL031C	10.621
YML032C	0.658
YKL132C	0.571
YHL027W	1.278
YBR125C	1.175
YMR012W	0.850
YOR214C	1.225
YNR059W	1.185
YGR261C	1.183
YGR226C	0.864
YPR152C	0.869
YHR057C	0.803
YPL219W	0.771
YAL029C	0.831
YJL004C	0.793
YJL145W	0.852
YAL042C-A	1.628
YPL247C	1.165
YFR002W	4.286
YMR129W	0.709
YPL023C	1.246
YFL055W	0.834
YGR010W	0.734
YOL080C	1.218
YPL100W	0.752
YJR109C	0.672
YJR005W	1.196
YLR433C	0.809
YML022W	0.837
YPL066W	0.662
YPR070W	1.874
YGL261C	1.174
YIL058W	0.816
YOR062C	1.236
YNL289W	0.863
YNL230C	0.815
YML108W	1.226
YDL162C	0.374
YGR051C	1.166
YGL197W	0.806
YHL032C	0.866
YCR061W	1.043
YOL036W	0.843
YER028C	0.845
YOL045W	0.839
YOR091W	0.827
YPR032W	1.268
YKL043W	0.502
YBR289W	0.124
YGL242C	0.866
YOR347C	0.822
YBR052C	1.370
YOR071C	0.795
YLR014C	0.852
