ORF	hap a | cytosolic pH | standard [standard] | Orij R~Smits GJ, 2012
YGL158W	7.070
YGL159W	7.059
YGL160W	7.094
YGL161C	7.038
YGL162W	6.958
YGL163C	6.970
YGL164C	7.016
YGL165C	7.008
YGL166W	7.076
YGL167C	7.031
YGL168W	7.061
YGL170C	7.082
YGL173C	7.025
YGL174W	7.022
YGL175C	7.010
YGL176C	7.000
YGL177W	7.042
YGL179C	7.016
YGL180W	7.027
YGL181W	7.036
YGL194C	7.025
YGL195W	6.979
YGL196W	7.109
YGL197W	7.018
YGL198W	7.034
YGL199C	6.953
YGL202W	6.952
YGL203C	7.014
YGL205W	7.000
YGL208W	7.034
YGL209W	7.044
YGL210W	7.017
YGL211W	7.032
YGL212W	7.038
YGL213C	6.927
YGL214W	6.955
YGL215W	6.998
YGL216W	7.005
YGL217C	7.022
YGL218W	6.998
YGL219C	6.967
YGL221C	7.065
YGL222C	7.007
YGL224C	7.018
YGL226C-A	7.012
YGL226W	6.989
YGL227W	7.027
YGL228W	6.978
YGL229C	7.007
YGL230C	7.084
YGL231C	7.110
YGL232W	7.114
YGL234W	7.080
YGL235W	7.090
YGL236C	7.042
YGL237C	7.058
YGL241W	7.066
YGL242C	6.978
YGL243W	7.011
YGL244W	6.853
YGL248W	7.058
YGL249W	7.071
YGL250W	7.053
YGL251C	7.050
YGL252C	7.076
YGL253W	7.063
YGL254W	7.048
YGL255W	7.030
YGL256W	7.011
YGL257C	7.008
YGL258W	7.048
YGL259W	7.058
YGL260W	7.099
YGL261C	7.065
YGL262W	7.141
YGL263W	7.054
YGR001C	7.070
YGR003W	7.080
YGR004W	7.063
YGR007W	7.012
YGR008C	7.001
YGR010W	7.098
YGR011W	7.054
YGR012W	7.073
YGR014W	7.130
YGR015C	7.099
YGR016W	7.066
YGR017W	7.070
YGR018C	7.062
YGR019W	7.080
YGR021W	7.019
YGR022C	7.050
YGR023W	7.089
YGR025W	6.993
YGR026W	7.056
YGR027C	7.024
YGR028W	7.025
YGR031W	7.053
YGR032W	7.036
YGR033C	7.075
YGR034W	7.039
YGR035C	7.053
YGR037C	7.027
YGR038W	7.020
YGR039W	7.065
YGR040W	7.052
YGR041W	7.099
YGR042W	7.042
YGR043C	7.052
YGR044C	7.054
YGR045C	7.045
YGR049W	7.041
YGR050C	7.061
YGR051C	7.006
YGR052W	7.085
YGR053C	7.075
YGR054W	7.165
YGR055W	6.956
YGR058W	7.124
YGR059W	6.996
YGR061C	6.945
YGR066C	7.126
YGR067C	6.943
YGR068C	6.951
YGR069W	7.092
YGR070W	7.096
YGR071C	7.023
YGR072W	7.058
YGR077C	7.012
YGR078C	7.077
YGR079W	7.154
YGR080W	7.126
YGR081C	7.141
YGR084C	7.109
YGR085C	7.072
YGR086C	7.218
YGR087C	7.054
YGR088W	6.988
YGR089W	7.011
YGR092W	7.135
YGR093W	7.093
YGR096W	7.156
YGR097W	6.733
YGR100W	7.245
YGR101W	7.140
YGR105W	7.032
YGR106C	7.076
YGR107W	7.079
YGR108W	7.116
YGR109C	7.063
YGR110W	7.100
YGR111W	7.051
YGR117C	7.055
YGR118W	7.041
YGR121C	7.149
YGR122C-A	6.964
YGR122W	6.977
YGR123C	7.045
YGR124W	6.976
YGR125W	7.047
YGR126W	7.063
YGR127W	7.058
YGR129W	6.985
YGR130C	7.015
YGR131W	7.145
YGR132C	7.190
YGR133W	7.265
YGR134W	7.106
YGR135W	7.049
YGR136W	7.099
YGR137W	7.103
YGR138C	7.190
YGR139W	7.145
YGR141W	7.105
YGR142W	7.102
YGR143W	7.134
YGR144W	7.115
YGR146C	7.127
YGR148C	7.078
YGR149W	7.091
YGR151C	7.123
YGR152C	7.137
YGR153W	7.128
YGR154C	7.105
YGR157W	7.009
YGR161C	7.100
YGR163W	7.018
YGR164W	6.937
YGR166W	7.014
YGR168C	7.016
YGR169C	7.060
YGR170W	7.033
YGR173W	9.104
YGR174C	6.978
YGR176W	7.001
YGR177C	7.014
YGR178C	7.000
YGR181W	6.962
YGR182C	7.045
YGR183C	7.049
YGR184C	6.996
YGR187C	7.023
YGR188C	7.001
YGR189C	7.021
YGR192C	7.019
YGR193C	7.000
YGR194C	6.934
YGR196C	6.993
YGR197C	7.003
YGR199W	6.959
YGR200C	7.033
YGR201C	7.060
YGR202C	7.042
YGR203W	6.990
YGR205W	6.972
YGR206W	7.031
YGR207C	7.033
YGR208W	6.991
YGR209C	6.929
YGR210C	6.978
YGR212W	6.931
YGR213C	7.054
YGR214W	7.035
YGR217W	7.019
YGR221C	6.981
YGR223C	6.973
YGR224W	7.006
YGR225W	6.968
YGR226C	6.954
YGR227W	6.953
YGR228W	6.981
YGR229C	6.939
YGR230W	6.922
YGR231C	7.042
YGR232W	6.946
YGR233C	7.028
YGR234W	7.021
YGR235C	7.078
YGR236C	7.070
YGR237C	7.059
YGR238C	7.014
YGR239C	6.948
YGR241C	6.974
YGR242W	7.002
YGR243W	7.030
YGR244C	7.003
YGR247W	7.002
YGR248W	7.039
YGR249W	7.054
YGR250C	7.023
YGR254W	6.928
YGR255C	6.896
YGR256W	7.078
YGR259C	7.018
YGR260W	7.009
YGR261C	7.045
YGR263C	6.942
YGR266W	7.045
YGR268C	7.039
YGR269W	7.026
YGR270W	6.952
YGR271W	6.913
YGR271C-A	6.927
YGR273C	6.934
YGR275W	7.068
YGR276C	6.925
YGR279C	7.059
YGR281W	6.964
YGR282C	7.029
YGR283C	7.034
YGR284C	7.033
YGR286C	7.044
YGR287C	7.000
YGR288W	7.045
YGR289C	6.924
YGR290W	7.041
YGR291C	6.940
YGR292W	7.100
YGR295C	7.040
YHL002W	7.041
YHL003C	6.977
YHL005C	7.038
YHL006C	7.011
YHL007C	6.906
YHL008C	7.053
YHL009C	7.054
YHL010C	7.014
YHL012W	7.039
YHL013C	7.060
YHL014C	7.033
YHL016C	7.023
YHL017W	7.021
YHL019C	7.050
YHL020C	7.061
YHL021C	6.911
YHL022C	7.049
YHL023C	6.984
YHL024W	7.038
YHL025W	6.797
YHL026C	7.018
YHL027W	7.058
YHL028W	7.018
YHL029C	7.065
YHL030W	7.055
YHL031C	6.914
YHL032C	7.042
YHL033C	7.038
YHL034C	7.036
YHL035C	7.011
YHL036W	6.988
YHL037C	7.020
YHL039W	7.015
YHL040C	6.995
YHL041W	7.046
YHL042W	7.045
YHL043W	7.062
YHL044W	7.035
YHL045W	7.028
YHL046C	7.067
YHL047C	7.048
YHR001W-A	7.047
YHR003C	6.987
YHR004C	6.978
YHR005C	6.330
YHR006W	7.076
YHR008C	7.056
YHR009C	7.073
YHR012W	6.953
YHR014W	7.012
YHR015W	7.050
YHR016C	7.064
YHR017W	7.054
YHR018C	5.149
YHR021C	6.894
YHR021W-A	7.064
YHR022C	7.084
YHR025W	6.970
YHR028C	7.061
YHR029C	7.047
YHR030C	7.045
YHR031C	7.049
YHR032W	7.032
YHR033W	7.063
YHR034C	7.012
YHR035W	7.053
YHR037W	7.002
YHR039C	7.058
YHR041C	7.009
YHR043C	7.018
YHR044C	7.070
YHR045W	6.983
YHR046C	7.007
YHR047C	7.030
YHR048W	6.995
YHR049C-A	7.032
YHR049W	7.000
YHR050W	7.070
YHR057C	7.046
YHR059W	7.042
YHR061C	7.016
YHR066W	6.980
YHR067W	6.990
YHR073W	7.023
YHR075C	6.997
YHR076W	7.069
YHR077C	7.050
YHR078W	7.050
YHR079C	7.052
YHR079C-A	7.033
YHR080C	7.045
YHR081W	6.968
YHR082C	7.000
YHR086W	7.015
YHR087W	7.054
YHR092C	7.062
YHR093W	7.068
YHR094C	7.058
YHR095W	7.027
YHR096C	6.994
YHR097C	7.046
YHR103W	7.031
YHR104W	7.025
YHR105W	7.027
YHR106W	7.032
YHR108W	7.003
YHR109W	7.042
YHR110W	7.057
YHR111W	7.041
YHR112C	7.065
YHR113W	7.062
YHR114W	7.052
YHR115C	7.043
YHR116W	7.010
YHR117W	7.037
YHR121W	7.012
YHR123W	6.952
YHR124W	7.093
YHR125W	7.010
YHR126C	7.047
YHR127W	7.076
YHR129C	7.060
YHR130C	7.093
YHR131C	7.064
YHR132C	7.061
YHR132W-A	7.024
YHR133C	7.019
YHR134W	7.022
YHR135C	6.993
YHR136C	7.011
YHR137W	7.077
YHR138C	7.090
YHR139C	7.077
YHR139C-A	7.038
YHR140W	7.085
YHR142W	7.027
YHR143W	7.049
YHR146W	6.990
YHR150W	7.029
YHR151C	6.969
YHR152W	7.059
YHR153C	7.075
YHR154W	7.060
YHR155W	7.059
YHR156C	7.052
YHR157W	7.038
YHR158C	7.054
YHR159W	7.026
YHR160C	6.972
YHR161C	6.998
YHR162W	7.008
YHR163W	7.014
YHR167W	7.035
YHR171W	6.989
YHR176W	7.025
YHR178W	6.951
YHR179W	6.996
YHR180W	7.037
YHR181W	7.012
YHR182W	6.967
YHR184W	6.989
YHR185C	7.054
YHR189W	7.061
YHR191C	7.013
YHR193C	7.018
YHR194W	5.700
YHR195W	7.003
YHR198C	7.070
YHR199C	7.035
YHR200W	6.990
YHR202W	6.999
YHR203C	6.968
YHR204W	7.026
YHR206W	7.020
YHR207C	7.070
YHR209W	7.096
YHR210C	7.047
YIL001W	7.035
YIL002C	7.045
YIL005W	7.081
YIL006W	7.042
YIL007C	7.066
YIL008W	7.004
YIL009C-A	7.013
YIL010W	7.081
YIL011W	7.045
YIL012W	7.055
YIL013C	7.098
YIL014W	7.039
YIL014C-A	7.077
YIL015W	7.107
YIL016W	7.109
YIL017C	6.989
YIL020C	3.443
YIL023C	7.063
YIL024C	7.082
YIL025C	7.080
YIL027C	7.024
YIL028W	7.070
YIL029C	7.015
YIL030C	7.044
YIL032C	7.048
YIL034C	6.989
YIL035C	7.035
YIL036W	7.055
YIL037C	7.092
YIL038C	7.025
YIL039W	6.963
YIL040W	7.045
YIL041W	7.100
YIL042C	7.117
YIL043C	7.080
YIL044C	7.068
YIL045W	7.046
YIL047C	7.072
YIL049W	7.049
YIL050W	7.068
YIL052C	7.027
YIL053W	7.056
YIL054W	7.048
YIL055C	7.046
YIL056W	7.065
YIL057C	7.031
YIL058W	7.061
YIL059C	7.023
YIL060W	7.001
YIL064W	6.993
YIL065C	6.919
YIL066C	6.995
YIL067C	7.021
YIL070C	6.974
YIL071C	7.016
YIL072W	6.999
YIL073C	7.021
YIL074C	7.000
YIL076W	6.833
YIL077C	6.990
YIL079C	7.054
YIL084C	6.973
YIL085C	6.947
YIL086C	7.024
YIL087C	7.039
YIL088C	7.051
YIL089W	7.065
YIL090W	7.101
YIL092W	7.040
YIL093C	6.963
YIL094C	6.939
YIL095W	7.007
YIL096C	6.977
YIL097W	7.079
YIL098C	7.068
YIL099W	7.032
YIL100W	7.042
YIL101C	7.069
YIL102C	6.927
YIL103W	7.045
YIL105C	6.998
YIL107C	7.028
YIL108W	7.067
YIL110W	7.029
YIL111W	6.998
YIL112W	7.002
YIL113W	7.100
YIL114C	7.028
YIL116W	5.380
YIL117C	7.007
YIL119C	7.019
YIL120W	7.067
YIL122W	7.013
YIL123W	7.063
YIL124W	7.034
YIL125W	6.407
YIL128W	7.019
YIL130W	7.012
YIL131C	6.972
YIL132C	7.019
YIL133C	7.000
YIL134W	7.007
YIL135C	7.098
YIL136W	6.948
YIL137C	7.066
YIL138C	7.023
YIL139C	7.067
YIL140W	7.056
YIL141W	7.045
YIL145C	7.026
YIL146C	7.014
YIL148W	6.998
YIL149C	7.066
YIL151C	6.965
YIL152W	7.003
YIL153W	6.997
YIL154C	7.008
YIL155C	7.006
YIL156W	7.104
YIL157C	7.047
YIL158W	6.956
YIL159W	7.030
YIL160C	7.002
YIL161W	7.015
YIL162W	7.021
YIL163C	7.022
YIL164C	7.027
YIL165C	6.997
YIL166C	7.055
YIL167W	6.987
YIL168W	7.040
YIL170W	7.027
YIL173W	7.032
YIR001C	7.074
YIR002C	7.004
YIR003W	7.019
YIR004W	6.953
YIR005W	6.999
YIR007W	7.001
YIR009W	7.013
YIR013C	6.996
YIR014W	7.025
YIR016W	6.999
YIR017C	7.030
YIR018W	6.991
YIR019C	7.048
YIR020C	7.023
YIR020W-A	6.989
YIR023W	6.946
YIR024C	7.005
YIR025W	7.060
YIR027C	7.034
YIR028W	7.069
YIR029W	7.079
YIR030C	7.041
YIR031C	7.010
YIR032C	7.066
YIR033W	6.978
YIR034C	6.995
YIR035C	7.075
YIR036C	6.995
YIR037W	7.078
YIR038C	7.028
YIR039C	7.046
YIR042C	7.022
YIR043C	7.024
YIR044C	7.048
YJL004C	7.076
YJL007C	7.039
YJL012C	7.008
YJL013C	7.012
YJL016W	7.015
YJL020C	7.037
YJL022W	7.027
YJL023C	7.062
YJL024C	7.047
YJL027C	7.068
YJL028W	7.043
YJL029C	6.999
YJL030W	7.035
YJL036W	7.063
YJL037W	7.091
YJL038C	7.024
YJL042W	7.075
YJL043W	7.101
YJL044C	7.058
YJL045W	7.075
YJL046W	7.027
YJL047C	7.086
YJL048C	7.066
YJL049W	7.020
YJL051W	7.062
YJL053W	7.032
YJL055W	7.039
YJL057C	7.083
YJL058C	6.998
YJL059W	7.057
YJL060W	7.064
YJL062W	7.049
YJL064W	7.147
YJL065C	7.027
YJL066C	7.072
YJL067W	7.037
YJL068C	7.024
YJL070C	7.060
YJL071W	5.749
YJL073W	7.059
YJL077C	7.016
YJL078C	7.080
YJL079C	6.997
YJL082W	7.008
YJL083W	7.071
YJL084C	7.067
YJL088W	6.550
YJL089W	6.978
YJL092W	7.035
YJL093C	6.970
YJL094C	6.964
YJL095W	7.004
YJL098W	7.002
YJL099W	6.996
YJL100W	7.000
YJL101C	6.431
YJL103C	7.000
YJL105W	7.004
YJL106W	7.027
YJL107C	7.031
YJL108C	6.976
YJL110C	7.014
YJL112W	7.016
YJL115W	7.035
YJL116C	6.999
YJL117W	7.063
YJL119C	6.979
YJL120W	7.027
YJL121C	7.058
YJL122W	7.009
YJL123C	7.010
YJL124C	7.005
YJL126W	7.031
YJL128C	6.972
YJL130C	5.986
YJL131C	6.985
YJL132W	6.990
YJL133W	6.993
YJL134W	7.057
YJL135W	7.021
YJL136C	7.054
YJL137C	7.006
YJL138C	7.062
YJL139C	6.990
YJL141C	7.050
YJL142C	6.992
YJL144W	6.980
YJL145W	6.963
YJL146W	7.064
YJL147C	7.075
YJL148W	7.022
YJL149W	7.076
YJL150W	7.066
YJL151C	7.037
YJL152W	7.055
YJL153C	7.043
YJL154C	7.029
YJL155C	7.013
YJL157C	7.052
YJL158C	7.091
YJL159W	7.064
YJL160C	7.090
YJL161W	7.043
YJL162C	7.042
YJL163C	7.066
YJL164C	7.077
YJL165C	7.020
YJL168C	7.057
YJL169W	7.044
YJL170C	7.041
YJL171C	7.065
YJL172W	7.038
YJL175W	6.999
YJL176C	7.098
YJL177W	6.976
YJL178C	7.056
YJL181W	7.080
YJL182C	7.067
YJL183W	7.050
YJL185C	7.026
YJL186W	7.005
YJL187C	7.032
YJL188C	7.091
YJL190C	7.028
YJL191W	7.073
YJL192C	7.051
YJL193W	7.049
YJL196C	7.086
YJL197W	7.062
YJL198W	7.082
YJL199C	7.255
YJL201W	7.026
YJL204C	6.933
YJL206C	6.961
YJL205C	6.981
YJL207C	6.940
YJL208C	6.984
YJL210W	6.947
YJL211C	6.976
YJL212C	6.987
YJL213W	6.985
YJL214W	6.957
YJL215C	6.971
YJL216C	6.918
YJL217W	6.967
YJL218W	6.987
YJR001W	7.023
YJR003C	7.026
YJR005W	6.993
YJR008W	7.007
YJR009C	6.990
YJR010C-A	6.988
YJR010W	7.027
YJR011C	7.000
YJR014W	6.973
YJR015W	6.982
YJR019C	6.956
YJR020W	7.053
YJR021C	7.026
YJR024C	7.057
YJR025C	7.029
YJR026W	6.992
YJR030C	6.987
YJR031C	7.031
YJR032W	7.028
YJR033C	6.994
YJR034W	6.974
YJR035W	6.997
YJR036C	6.976
YJR037W	7.051
YJR038C	7.056
YJR039W	6.962
YJR040W	6.995
YJR043C	6.993
YJR044C	6.950
YJR047C	7.030
YJR048W	7.026
YJR049C	7.000
YJR050W	6.981
YJR051W	7.007
YJR052W	6.981
YJR053W	6.994
YJR054W	7.038
YJR058C	6.869
YJR059W	7.051
YJR060W	7.029
YJR061W	7.005
YJR062C	7.034
YJR066W	6.952
YJR069C	7.046
YJR070C	7.034
YJR073C	6.789
YJR074W	7.071
YJR075W	7.107
YJR077C	7.091
YJR078W	7.029
YJR079W	7.038
YJR080C	7.056
YJR082C	7.050
YJR083C	7.001
YJR084W	7.088
YJR087W	6.993
YJR088C	7.014
YJR090C	4.730
YJR091C	7.087
YJR092W	7.032
YJR094C	7.084
YJR094W-A	7.024
YJR095W	7.095
YJR096W	7.050
YJR097W	7.040
YJR098C	6.967
YJR099W	7.056
YJR100C	7.074
YJR103W	7.042
YJR106W	7.054
YJR107W	7.052
YJR108W	7.046
YJR109C	7.033
YJR110W	7.079
YJR111C	7.019
YJR115W	7.063
YJR116W	7.022
YJR117W	7.019
YJR118C	7.026
YJR119C	7.045
YJR120W	7.010
YJR121W	7.032
YJR124C	7.113
YJR125C	7.054
YJR126C	7.002
YJR127C	7.035
YJR128W	7.098
YJR129C	7.058
YJR130C	7.039
YJR131W	7.038
YJR133W	7.054
YJR134C	7.101
YJR135C	7.060
YJR137C	7.038
YJR139C	7.062
YJR140C	7.041
YJR142W	7.028
YJR145C	7.050
YJR146W	7.031
YJR147W	7.047
YJR148W	7.032
YJR149W	7.027
YJR150C	7.007
YJR152W	7.011
YJR153W	7.087
YJR154W	7.014
YKL001C	7.053
YKL005C	7.066
YKL006W	7.031
YKL007W	6.999
YKL008C	7.059
YKL009W	7.035
YKL010C	7.042
YKL015W	7.028
YKL017C	7.056
YKL020C	7.020
YKL023W	7.108
YKL025C	7.070
YKL026C	7.153
YKL027W	7.044
YKL029C	7.065
YKL030W	7.022
YKL031W	7.052
YKL032C	7.065
YKL033W-A	7.056
YKL034W	7.070
YKL037W	7.056
YKL038W	7.060
YKL039W	7.068
YKL040C	7.038
YKL041W	7.018
YKL043W	7.056
YKL044W	7.047
YKL046C	7.041
YKL047W	7.082
YKL048C	6.916
YKL050C	6.993
YKL051W	7.014
YKL053C-A	7.018
YKL053W	7.015
YKL055C	7.010
YKL056C	7.068
YKL061W	7.083
YKL062W	7.033
YKL063C	6.999
YKL064W	7.060
YKL065C	7.059
YKL066W	7.061
YKL067W	7.082
YKL068W	7.089
YKL069W	7.107
YKL070W	7.070
YKL071W	7.050
YKL072W	7.090
YKL073W	7.070
YKL074C	7.012
YKL075C	7.137
YKL076C	7.048
YKL077W	7.092
YKL079W	7.091
YKL081W	7.062
YKL084W	7.119
YKL085W	7.091
YKL086W	7.143
YKL087C	6.947
YKL090W	7.094
YKL091C	7.087
YKL092C	7.048
YKL093W	7.068
YKL094W	7.073
YKL096W	7.324
YKL096W-A	7.126
YKL097C	7.119
YKL098W	7.095
YKL100C	7.090
YKL101W	7.115
YKL102C	7.084
YKL103C	7.063
YKL105C	7.119
YKL106W	7.056
YKL107W	7.076
YKL109W	7.115
YKL110C	7.060
YKL113C	7.061
YKL114C	7.060
YKL115C	7.116
YKL116C	7.077
YKL117W	7.091
YKL120W	7.033
YKL121W	7.124
YKL123W	7.104
YKL124W	7.070
YKL127W	7.144
YKL128C	7.090
YKL129C	7.095
YKL130C	7.054
YKL131W	7.073
YKL132C	7.107
YKL133C	7.066
YKL136W	7.117
YKL137W	7.045
YKL139W	7.126
YKL140W	7.061
YKL142W	7.099
YKL146W	7.066
YKL147C	7.069
YKL148C	7.093
YKL149C	7.066
YKL150W	7.106
YKL151C	7.118
YKL156W	7.103
YKL157W	7.070
YKL159C	7.112
YKL160W	7.076
YKL161C	7.062
YKL162C	7.105
YKL163W	7.072
YKL164C	7.073
YKL166C	7.067
YKL167C	7.093
YKL168C	7.085
YKL171W	7.009
YKL174C	7.027
YKL175W	7.007
YKL176C	6.972
YKL177W	7.024
YKL178C	6.983
YKL179C	7.033
YKL183W	7.025
YKL184W	6.865
YKL185W	7.054
YKL187C	7.029
YKL188C	7.006
YKL190W	7.063
YKL191W	7.101
YKL197C	7.023
YKL198C	7.064
YKL201C	7.091
YKL202W	7.045
YKL204W	7.080
YKL205W	7.002
YKL206C	7.085
YKL207W	7.059
YKL208W	7.041
YKL211C	7.074
YKL212W	6.935
YKL213C	7.053
YKL214C	7.072
YKL215C	7.042
YKL216W	6.657
YKL217W	7.027
YKL218C	6.999
YKL220C	7.040
YKL221W	7.063
YKL222C	7.111
YKR001C	7.015
YKR003W	7.068
YKR005C	7.066
YKR007W	7.030
YKR009C	7.035
YKR010C	7.062
YKR011C	7.037
YKR012C	7.014
YKR013W	7.024
YKR014C	7.077
YKR015C	7.086
YKR016W	7.051
YKR017C	7.086
YKR018C	7.242
YKR019C	7.061
YKR020W	7.017
YKR021W	7.034
YKR023W	7.003
YKR024C	7.014
YKR026C	6.995
YKR027W	7.094
YKR028W	7.027
YKR029C	7.089
YKR030W	7.069
YKR031C	7.062
YKR032W	7.082
YKR033C	7.056
YKR034W	7.072
YKR035C	7.065
YKR035W-A	6.980
YKR036C	7.028
YKR039W	7.049
YKR040C	7.015
YKR041W	7.037
YKR042W	7.012
YKR043C	7.097
YKR044W	7.085
YKR045C	7.068
YKR046C	7.072
YKR047W	7.021
YKR048C	6.995
YKR049C	7.017
YKR050W	7.012
YKR051W	7.003
YKR052C	7.038
YKR053C	7.009
YKR054C	7.061
YKR055W	7.037
YKR056W	7.039
YKR057W	6.997
YKR058W	6.997
YKR059W	7.016
YKR060W	7.036
YKR061W	7.054
YKR064W	6.987
YKR065C	7.019
YKR066C	7.022
YKR067W	7.090
YKR069W	7.041
YKR070W	7.012
YKR072C	7.032
YKR074W	7.011
YKR076W	7.020
YKR077W	7.059
YKR078W	7.047
YKR080W	7.073
YKR082W	7.047
YKR084C	7.041
YKR087C	7.064
YKR088C	7.045
YKR089C	7.050
YKR090W	7.452
YKR091W	7.067
YKR092C	7.001
YKR093W	7.060
YKR094C	7.086
YKR095W	7.034
YKR096W	7.066
YKR097W	6.994
YKR098C	7.082
YKR099W	7.074
YKR100C	7.410
YKR101W	7.020
YKR102W	7.128
YKR103W	7.053
YKR104W	7.038
YKR105C	7.060
YKR106W	7.066
YLL001W	7.026
YLL002W	7.079
YLL005C	7.056
YLL006W	7.042
YLL007C	7.080
YLL009C	7.073
YLL010C	7.040
YLL012W	7.059
YLL013C	7.025
YLL014W	7.041
YLL015W	7.116
YLL016W	7.074
YLL017W	7.044
YLL019C	7.008
YLL020C	7.071
YLL021W	7.118
YLL023C	7.080
YLL024C	7.027
YLL025W	7.066
YLL026W	7.072
YLL028W	7.060
YLL029W	7.096
YLL032C	7.046
YLL038C	7.092
YLL039C	7.062
YLL040C	7.011
YLL041C	7.074
YLL042C	7.113
YLL043W	7.101
YLL044W	6.652
YLL045C	7.076
YLL046C	7.088
YLL047W	7.054
YLL048C	7.060
YLL049W	6.971
YLL051C	7.136
YLL052C	7.090
YLL053C	7.042
YLL054C	7.057
YLL055W	7.068
YLL056C	6.993
YLL057C	7.034
YLL058W	7.033
YLL059C	7.025
YLL060C	7.102
YLL061W	7.114
YLL062C	7.042
YLL063C	7.029
YLR001C	7.052
YLR003C	7.075
YLR004C	7.074
YLR006C	7.045
YLR011W	7.049
YLR012C	7.011
YLR013W	7.072
YLR014C	7.055
YLR015W	6.988
YLR016C	7.091
YLR017W	7.105
YLR018C	7.094
YLR019W	7.054
YLR020C	7.096
YLR021W	7.025
YLR023C	7.061
YLR024C	7.068
YLR028C	7.109
YLR030W	7.117
YLR031W	7.069
YLR032W	7.055
YLR034C	7.050
YLR035C	7.069
YLR036C	7.061
YLR037C	7.053
YLR038C	7.109
YLR039C	7.042
YLR040C	7.080
YLR041W	7.065
YLR042C	7.044
YLR043C	7.114
YLR044C	7.847
YLR046C	7.079
YLR047C	7.071
YLR048W	7.025
YLR049C	7.114
YLR050C	7.098
YLR053C	7.100
YLR054C	7.092
YLR055C	7.081
YLR056W	7.116
YLR057W	7.021
YLR058C	7.022
YLR059C	7.068
YLR061W	7.014
YLR062C	7.056
YLR063W	7.038
YLR064W	7.085
YLR065C	7.074
YLR070C	7.031
YLR072W	7.049
YLR073C	7.037
YLR077W	7.009
YLR079W	7.012
YLR080W	7.024
YLR081W	7.025
YLR082C	7.034
YLR083C	7.078
YLR084C	7.070
YLR085C	7.075
YLR087C	6.969
YLR089C	6.974
YLR090W	7.013
YLR091W	7.057
YLR092W	7.005
YLR093C	7.035
YLR094C	7.076
YLR095C	7.081
YLR096W	7.026
YLR097C	7.004
YLR098C	7.033
YLR099C	7.018
YLR102C	7.019
YLR104W	7.064
YLR107W	7.038
YLR108C	7.063
YLR109W	7.031
YLR110C	7.075
YLR111W	7.034
YLR112W	7.070
YLR113W	7.047
YLR114C	7.099
YLR118C	7.116
YLR119W	7.036
YLR120C	7.017
YLR121C	7.117
YLR122C	7.073
YLR123C	7.073
YLR124W	7.056
YLR125W	7.070
YLR126C	7.008
YLR128W	7.040
YLR130C	7.073
YLR131C	6.988
YLR133W	7.081
YLR134W	7.075
YLR135W	7.035
YLR136C	7.055
YLR137W	7.062
YLR138W	7.037
YLR142W	7.063
YLR143W	7.009
YLR144C	7.073
YLR146C	7.033
YLR149C	7.079
YLR150W	7.084
YLR151C	7.070
YLR152C	7.033
YLR154C	7.053
YLR164W	7.049
YLR165C	7.051
YLR168C	7.055
YLR169W	7.104
YLR170C	7.091
YLR171W	7.035
YLR172C	7.088
YLR173W	7.078
YLR174W	7.069
YLR176C	7.052
YLR177W	7.078
YLR178C	7.072
YLR179C	7.053
YLR180W	7.070
YLR181C	7.056
YLR182W	7.055
YLR183C	7.054
YLR184W	7.065
YLR185W	7.056
YLR187W	7.074
YLR188W	7.063
YLR189C	7.082
YLR190W	6.991
YLR191W	7.067
YLR192C	7.010
YLR193C	7.031
YLR194C	7.053
YLR199C	7.015
YLR200W	6.988
YLR205C	7.025
YLR206W	7.027
YLR207W	7.010
YLR209C	7.042
YLR210W	7.025
YLR211C	7.009
YLR213C	7.014
YLR214W	7.038
YLR216C	7.031
YLR217W	7.864
YLR218C	7.062
YLR219W	7.006
YLR220W	7.007
YLR221C	7.004
YLR224W	7.033
YLR225C	7.043
YLR227C	6.999
YLR228C	7.035
YLR231C	7.013
YLR232W	7.055
YLR233C	7.028
YLR234W	7.148
YLR235C	7.001
YLR236C	7.065
YLR237W	7.049
YLR238W	7.004
YLR239C	7.045
YLR241W	7.059
YLR242C	7.023
YLR246W	7.053
YLR247C	7.057
YLR248W	7.026
YLR250W	7.021
YLR251W	7.002
YLR252W	7.008
YLR253W	7.053
YLR254C	7.075
YLR255C	7.039
YLR257W	7.072
YLR258W	7.053
YLR261C	7.097
YLR262C	7.046
YLR262C-A	7.068
YLR263W	7.009
YLR264W	7.008
YLR265C	7.081
YLR266C	7.029
YLR267W	7.097
YLR268W	7.036
YLR269C	7.053
YLR271W	7.027
YLR273C	6.920
YLR278C	7.086
YLR279W	7.051
YLR280C	6.991
YLR281C	7.013
YLR282C	7.044
YLR283W	7.146
YLR284C	7.088
YLR285W	7.064
YLR286C	7.037
YLR287C	7.095
YLR287C-A	7.023
YLR289W	7.033
YLR290C	7.044
YLR292C	7.071
YLR294C	7.018
YLR296W	7.071
YLR297W	7.067
YLR299W	7.031
YLR300W	7.088
YLR303W	7.062
YLR306W	7.051
YLR307W	7.053
YLR308W	7.008
YLR309C	7.032
YLR311C	7.037
YLR312C	7.050
YLR313C	7.042
YLR315W	7.016
YLR318W	6.823
YLR319C	7.026
YLR320W	7.037
YLR324W	7.030
YLR325C	7.202
YLR326W	7.048
YLR327C	7.029
YLR328W	7.029
YLR329W	7.095
YLR330W	7.033
YLR332W	7.054
YLR333C	7.001
YLR334C	7.040
YLR335W	7.020
