orf	hom | growth (spot assay) | cumene hydroperoxide [0.035-0.11 mM] | SC | Thorpe GW~Dawes IW, 2004	hom | growth (spot assay) | diamide | SC | Thorpe GW~Dawes IW, 2004	hom | growth (spot assay) | hydrogen peroxide [0.75-1.6 mM] | SC | Thorpe GW~Dawes IW, 2004	hom | growth (spot assay) | linoleic acid hydroperoxide [0.045-0.08 mM] | SC | Thorpe GW~Dawes IW, 2004	hom | growth (spot assay) | menadione [0.5-1.2 mM] | SC | Thorpe GW~Dawes IW, 2004
YIL090W	0.0	0.01124466218477178	-0.030038478540162818	-7.992133385789954	0.0
YIL093C	0.0	1.1244662184771463	-6.968927021317577	0.0	0.0
YIL097W	-7.968475710252183	-3.328420006692352	-0.030038478540162818	-5.708666704135681	0.0
YIL098C	-1.3280792850420304	-3.328420006692352	-1.0213082703655076	-1.1417333408271362	0.0
YIL107C	0.0	-4.441641562984726	-1.0213082703655076	-3.425200022481409	0.0
YIL110W	-1.3280792850420304	-3.328420006692352	-1.0213082703655076	-1.1417333408271362	0.0
YIL124W	0.0	-4.441641562984726	-0.030038478540162818	-1.1417333408271362	0.0
YIL148W	-1.3280792850420304	0.01124466218477178	-0.030038478540162818	0.0	0.0
YIL154C	-1.3280792850420304	0.01124466218477178	-1.0213082703655076	-3.425200022481409	0.0
YIL160C	0.0	-4.441641562984726	-0.030038478540162818	-1.1417333408271362	0.0
YIL164C	0.0	-4.441641562984726	-0.030038478540162818	-1.1417333408271362	0.0
YIR021W	-1.3280792850420304	0.01124466218477178	-1.0213082703655076	-1.1417333408271362	-2.1847864713664444
YIR023W	-1.3280792850420304	0.01124466218477178	-0.030038478540162818	0.0	0.0
YIR026C	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YIR033W	0.0	0.01124466218477178	-1.0213082703655076	0.0	0.0
YIR037W	-7.968475710252183	0.01124466218477178	-0.030038478540162818	0.0	0.0
YJL046W	-1.3280792850420304	-1.1019768941076027	-1.0213082703655076	-1.1417333408271362	-2.1847864713664444
YJL047C	0.0	0.01124466218477178	-1.0213082703655076	-1.1417333408271362	0.0
YJL062W	-9.296554995294214	-4.441641562984726	-1.0213082703655076	-1.1417333408271362	0.0
YJL063C	0.0	0.01124466218477178	-1.0213082703655076	0.0	0.0
YJL080C	0.0	-4.441641562984726	-1.0213082703655076	-1.1417333408271362	0.0
YJL088W	-6.640396425210152	0.01124466218477178	-0.030038478540162818	0.0	0.0
YJL092W	0.0	0.01124466218477178	-1.0213082703655076	-1.1417333408271362	0.0
YJL096W	0.0	0.01124466218477178	-1.0213082703655076	0.0	0.0
YJL101C	-3.9842378551260915	-1.1019768941076027	-3.995117645841542	-7.992133385789954	-8.739145885465778
YJL102W	0.0	0.01124466218477178	-5.977657229492232	0.0	0.0
YJL115W	0.0	-4.441641562984726	-0.030038478540162818	-5.708666704135681	0.0
YJL117W	-1.3280792850420304	0.01124466218477178	-1.0213082703655076	0.0	0.0
YJL120W	0.0	-4.441641562984726	-2.0125780621908524	-3.425200022481409	-4.369572942732889
YJL121C	0.0	-4.441641562984726	-2.0125780621908524	-3.425200022481409	-4.369572942732889
YJL124C	-7.968475710252183	-3.328420006692352	-0.030038478540162818	-1.1417333408271362	0.0
YJL130C	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YJL136C	0.0	-3.328420006692352	-0.030038478540162818	-1.1417333408271362	0.0
YJL141C	0.0	0.01124466218477178	-1.0213082703655076	0.0	0.0
YJL155C	0.0	-4.441641562984726	-0.030038478540162818	-6.850400044962818	0.0
YJL165C	0.0	0.01124466218477178	-0.030038478540162818	-1.1417333408271362	0.0
YJL166W	0.0	0.01124466218477178	-6.968927021317577	0.0	0.0
YJL175W	-9.296554995294214	-1.1019768941076027	-1.0213082703655076	-6.850400044962818	0.0
YJL176C	-7.968475710252183	-4.441641562984726	-0.030038478540162818	-2.2834666816542724	0.0
YJL178C	0.0	0.01124466218477178	-0.030038478540162818	0.0	-2.1847864713664444
YJL179W	0.0	0.01124466218477178	-0.030038478540162818	0.0	-2.1847864713664444
YJL180C	0.0	0.01124466218477178	-4.986387437666887	0.0	0.0
YJL188C	-1.3280792850420304	-3.328420006692352	-1.0213082703655076	-5.708666704135681	0.0
YJL197W	0.0	0.01124466218477178	-0.030038478540162818	0.0	-2.1847864713664444
YJL198W	0.0	0.01124466218477178	-0.030038478540162818	0.0	-2.1847864713664444
YJL201W	0.0	0.01124466218477178	-0.030038478540162818	0.0	-2.1847864713664444
YJL204C	0.0	-3.328420006692352	-0.030038478540162818	-1.1417333408271362	-2.1847864713664444
YJL209W	0.0	0.01124466218477178	-1.0213082703655076	0.0	0.0
YJL215C	0.0	0.01124466218477178	-0.030038478540162818	0.0	-2.1847864713664444
YJL216C	0.0	0.01124466218477178	-0.030038478540162818	0.0	-2.1847864713664444
YJR055W	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YJR073C	-9.296554995294214	-3.328420006692352	-0.030038478540162818	-4.566933363308545	0.0
YJR075W	0.0	-4.441641562984726	-0.030038478540162818	0.0	0.0
YJR083C	0.0	-4.441641562984726	-0.030038478540162818	0.0	0.0
YJR102C	-9.296554995294214	-2.2151984503999773	-0.030038478540162818	0.0	0.0
YJR104C	0.0	-1.1019768941076027	-1.0213082703655076	-1.1417333408271362	-2.1847864713664444
YJR105W	-9.296554995294214	0.01124466218477178	-0.030038478540162818	0.0	-2.1847864713664444
YJR109C	-1.3280792850420304	-4.441641562984726	-0.030038478540162818	0.0	0.0
YJR111C	-1.3280792850420304	0.01124466218477178	-0.030038478540162818	0.0	0.0
YJR117W	0.0	0.01124466218477178	-0.030038478540162818	-5.708666704135681	0.0
YJR118C	0.0	-4.441641562984726	-0.030038478540162818	-3.425200022481409	0.0
YJR129C	-1.3280792850420304	-4.441641562984726	-0.030038478540162818	-7.992133385789954	0.0
YJR139C	-1.3280792850420304	-1.1019768941076027	-1.0213082703655076	-1.1417333408271362	0.0
YJR144W	0.0	0.01124466218477178	-3.995117645841542	0.0	0.0
YJR145C	-1.3280792850420304	-3.328420006692352	-0.030038478540162818	0.0	0.0
YKL001C	0.0	-1.1019768941076027	-0.030038478540162818	0.0	0.0
YKL002W	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YKL003C	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YKL006W	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YKL009W	-1.3280792850420304	-3.328420006692352	-0.030038478540162818	-7.992133385789954	0.0
YKL016C	0.0	0.01124466218477178	-1.0213082703655076	-7.992133385789954	0.0
YKL025C	0.0	-4.441641562984726	-0.030038478540162818	0.0	0.0
YKL027W	0.0	-4.441641562984726	-0.030038478540162818	0.0	0.0
YKL032C	0.0	1.1244662184771463	-0.030038478540162818	0.0	0.0
YKL041W	0.0	-1.1019768941076027	-0.030038478540162818	0.0	0.0
YKL051W	0.0	-4.441641562984726	-0.030038478540162818	0.0	0.0
YKL055C	0.0	1.1244662184771463	-1.0213082703655076	-7.992133385789954	0.0
YKL056C	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YKL075C	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YKL076C	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YKL077W	0.0	-4.441641562984726	-0.030038478540162818	0.0	0.0
YKL110C	0.0	-1.1019768941076027	-0.030038478540162818	0.0	0.0
YKL134C	-1.3280792850420304	0.01124466218477178	-1.0213082703655076	-1.1417333408271362	0.0
YKL140W	0.0	0.01124466218477178	-0.030038478540162818	0.0	-2.1847864713664444
YKL157W	-1.3280792850420304	-1.1019768941076027	-1.0213082703655076	0.0	-2.1847864713664444
YKL176C	0.0	0.01124466218477178	-0.030038478540162818	0.0	-2.1847864713664444
YKL194C	0.0	-4.441641562984726	-0.030038478540162818	0.0	-2.1847864713664444
YKL197C	0.0	0.01124466218477178	-0.030038478540162818	0.0	-2.1847864713664444
YKL198C	0.0	-4.441641562984726	-0.030038478540162818	0.0	-2.1847864713664444
YKL201C	0.0	-4.441641562984726	-0.030038478540162818	0.0	-2.1847864713664444
YKL204W	0.0	-3.328420006692352	-1.0213082703655076	-1.1417333408271362	0.0
YKL206C	0.0	0.01124466218477178	0.9612313132851821	0.0	0.0
YKL211C	0.0	-1.1019768941076027	-0.030038478540162818	0.0	-2.1847864713664444
YKL212W	0.0	-3.328420006692352	-0.030038478540162818	-7.992133385789954	-2.1847864713664444
YKR001C	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YKR006C	0.0	0.01124466218477178	-5.977657229492232	0.0	0.0
YKR020W	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YKR024C	-7.968475710252183	-3.328420006692352	-0.030038478540162818	0.0	0.0
YKR066C	0.0	0.01124466218477178	-1.0213082703655076	0.0	0.0
YKR069W	0.0	0.01124466218477178	-1.0213082703655076	-1.1417333408271362	0.0
YKR084C	-1.3280792850420304	-3.328420006692352	-0.030038478540162818	0.0	0.0
YKR085C	0.0	-3.328420006692352	-5.977657229492232	0.0	-2.1847864713664444
YKR088C	0.0	-3.328420006692352	-6.968927021317577	0.0	-15.29350529956511
YKR104W	0.0	0.01124466218477178	-0.030038478540162818	-1.1417333408271362	0.0
YLL002W	0.0	0.01124466218477178	-5.977657229492232	-7.992133385789954	0.0
YLL033W	0.0	0.01124466218477178	-1.0213082703655076	0.0	0.0
YLR024C	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YLR025W	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YLR055C	0.0	0.01124466218477178	-0.030038478540162818	-7.992133385789954	0.0
YLR056W	-7.968475710252183	-2.2151984503999773	-0.030038478540162818	-3.425200022481409	-2.1847864713664444
YLR061W	0.0	-3.328420006692352	-1.0213082703655076	0.0	-2.1847864713664444
YLR062C	0.0	-3.328420006692352	-0.030038478540162818	0.0	-2.1847864713664444
YLR067C	0.0	0.01124466218477178	-4.986387437666887	0.0	0.0
YLR069C	0.0	0.01124466218477178	-4.986387437666887	0.0	0.0
YLR085C	0.0	0.01124466218477178	-0.030038478540162818	-1.1417333408271362	-2.1847864713664444
YLR087C	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YLR089C	0.0	0.01124466218477178	-0.030038478540162818	-1.1417333408271362	0.0
YLR091W	0.0	0.01124466218477178	-1.0213082703655076	0.0	0.0
YLR109W	-1.3280792850420304	0.01124466218477178	-0.030038478540162818	0.0	0.0
YLR139C	0.0	1.1244662184771463	-5.977657229492232	0.0	0.0
YLR148W	-7.968475710252183	-3.328420006692352	-1.0213082703655076	-7.992133385789954	0.0
YLR149C	0.0	1.1244662184771463	-5.977657229492232	0.0	0.0
YLR182W	0.0	-4.441641562984726	-0.030038478540162818	-1.1417333408271362	-2.1847864713664444
YLR192C	-7.968475710252183	-4.441641562984726	-0.030038478540162818	-1.1417333408271362	0.0
YLR193C	0.0	-4.441641562984726	-1.0213082703655076	0.0	0.0
YLR201C	0.0	1.1244662184771463	-6.968927021317577	0.0	0.0
YLR202C	0.0	0.01124466218477178	-5.977657229492232	0.0	0.0
YLR210W	0.0	-4.441641562984726	-0.030038478540162818	0.0	0.0
YLR220W	-7.968475710252183	-3.328420006692352	-6.968927021317577	0.0	0.0
YLR234W	0.0	-3.328420006692352	-0.030038478540162818	-1.1417333408271362	0.0
YLR237W	0.0	-4.441641562984726	-0.030038478540162818	-1.1417333408271362	0.0
YLR242C	-9.296554995294214	-2.2151984503999773	-5.977657229492232	-7.992133385789954	0.0
YLR244C	-7.968475710252183	-1.1019768941076027	-0.030038478540162818	-3.425200022481409	-15.29350529956511
YLR246W	-1.3280792850420304	-1.1019768941076027	-0.030038478540162818	0.0	0.0
YLR260W	0.0	1.1244662184771463	-5.977657229492232	0.0	0.0
YLR268W	-9.296554995294214	0.01124466218477178	-0.030038478540162818	-7.992133385789954	-2.1847864713664444
YLR279W	0.0	-1.1019768941076027	-0.030038478540162818	0.0	0.0
YLR290C	0.0	-1.1019768941076027	-0.030038478540162818	0.0	0.0
YLR292C	0.0	-2.2151984503999773	-0.030038478540162818	0.0	0.0
YLR304C	0.0	-1.1019768941076027	-0.030038478540162818	0.0	0.0
YLR315W	0.0	-4.441641562984726	-0.030038478540162818	0.0	0.0
YLR320W	0.0	-3.328420006692352	-0.030038478540162818	-6.850400044962818	0.0
YLR322W	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YLR330W	-1.3280792850420304	-4.441641562984726	-0.030038478540162818	0.0	0.0
YLR342W	-1.3280792850420304	-4.441641562984726	-0.030038478540162818	0.0	0.0
YLR358C	0.0	-3.328420006692352	-1.0213082703655076	0.0	0.0
YLR369W	0.0	1.1244662184771463	-3.0038478540161972	0.0	0.0
YLR370C	0.0	-3.328420006692352	-1.0213082703655076	0.0	0.0
YLR382C	0.0	0.01124466218477178	-6.968927021317577	0.0	0.0
YLR384C	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YLR396C	-7.968475710252183	-3.328420006692352	-0.030038478540162818	0.0	0.0
YLR403W	-1.3280792850420304	-2.2151984503999773	-0.030038478540162818	0.0	0.0
YLR410W	0.0	1.1244662184771463	-0.030038478540162818	0.0	0.0
YLR417W	-1.3280792850420304	-4.441641562984726	-0.030038478540162818	0.0	0.0
YLR427W	0.0	0.01124466218477178	-0.030038478540162818	-1.1417333408271362	0.0
YLR439W	0.0	0.01124466218477178	-1.0213082703655076	0.0	0.0
YLR456W	0.0	-3.328420006692352	-0.030038478540162818	-5.708666704135681	-15.29350529956511
YML007W	-5.312317140168122	-3.328420006692352	-3.0038478540161972	-4.566933363308545	0.0
YML013W	0.0	0.01124466218477178	-1.0213082703655076	0.0	0.0
YML024W	-1.3280792850420304	0.01124466218477178	-1.0213082703655076	-1.1417333408271362	0.0
YML035C	0.0	0.01124466218477178	-1.0213082703655076	-1.1417333408271362	0.0
YML036W	-9.296554995294214	-4.441641562984726	-6.968927021317577	-1.1417333408271362	0.0
YML041C	0.0	0.01124466218477178	-1.0213082703655076	-1.1417333408271362	0.0
YML047W-A	0.0	-4.441641562984726	-0.030038478540162818	0.0	0.0
YML061C	0.0	0.01124466218477178	-6.968927021317577	-1.1417333408271362	0.0
YML062C	0.0	-3.328420006692352	0.9612313132851821	0.0	0.0
YML081C-A	0.0	-4.441641562984726	-0.030038478540162818	0.0	0.0
YML090W	0.0	-4.441641562984726	-0.030038478540162818	0.0	0.0
YML094W	0.0	-4.441641562984726	-0.030038478540162818	0.0	-2.1847864713664444
YML097C	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YML115C	0.0	-3.328420006692352	-0.030038478540162818	-7.992133385789954	0.0
YMR015C	0.0	-3.328420006692352	-0.030038478540162818	-1.1417333408271362	0.0
YMR035W	0.0	0.01124466218477178	-1.0213082703655076	-1.1417333408271362	0.0
YMR038C	0.0	0.01124466218477178	-0.030038478540162818	-1.1417333408271362	-2.1847864713664444
YMR058W	0.0	-1.1019768941076027	-0.030038478540162818	0.0	0.0
YMR064W	0.0	1.1244662184771463	-6.968927021317577	0.0	0.0
YMR066W	0.0	1.1244662184771463	-5.977657229492232	0.0	0.0
YMR072W	0.0	1.1244662184771463	-5.977657229492232	0.0	0.0
YMR080C	0.0	1.1244662184771463	-0.030038478540162818	0.0	0.0
YMR099C	0.0	-4.441641562984726	-1.0213082703655076	0.0	-2.1847864713664444
YMR123W	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YMR142C	-1.3280792850420304	-3.328420006692352	-0.030038478540162818	-1.1417333408271362	0.0
YMR143W	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YMR147W	0.0	0.01124466218477178	-0.030038478540162818	-1.1417333408271362	0.0
YMR150C	0.0	0.01124466218477178	-1.0213082703655076	0.0	0.0
YMR158C-A	0.0	-4.441641562984726	-0.030038478540162818	-5.708666704135681	0.0
YMR158W	0.0	0.01124466218477178	-6.968927021317577	0.0	0.0
YMR158W-B	0.0	0.01124466218477178	-0.030038478540162818	-6.850400044962818	0.0
YMR169C	0.0	-4.441641562984726	-0.030038478540162818	-5.708666704135681	0.0
YMR173W-A	-1.3280792850420304	-4.441641562984726	-0.030038478540162818	-1.1417333408271362	0.0
YMR179W	0.0	-4.441641562984726	-0.030038478540162818	-1.1417333408271362	0.0
YMR193W	0.0	0.01124466218477178	-6.968927021317577	0.0	0.0
YMR198W	0.0	0.01124466218477178	-1.0213082703655076	0.0	0.0
YMR228W	0.0	0.01124466218477178	-5.977657229492232	0.0	-2.1847864713664444
YMR326C	0.0	0.01124466218477178	-1.0213082703655076	0.0	0.0
YNL001W	-7.968475710252183	-2.2151984503999773	-1.0213082703655076	-2.2834666816542724	-2.1847864713664444
YNL003C	-1.3280792850420304	0.01124466218477178	-1.0213082703655076	-1.1417333408271362	-2.1847864713664444
YNL005C	0.0	0.01124466218477178	-1.0213082703655076	0.0	0.0
YNL012W	0.0	-4.441641562984726	-0.030038478540162818	0.0	0.0
YNL032W	-1.3280792850420304	-3.328420006692352	-0.030038478540162818	-1.1417333408271362	0.0
YNL056W	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YNL064C	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YNL067W	-1.3280792850420304	-3.328420006692352	-0.030038478540162818	0.0	0.0
YNL068C	-1.3280792850420304	-3.328420006692352	-0.030038478540162818	0.0	0.0
YNL080C	-6.640396425210152	-3.328420006692352	-3.995117645841542	-6.850400044962818	-10.923932356832221
YNL099C	-1.3280792850420304	-3.328420006692352	-0.030038478540162818	0.0	0.0
YNL107W	-1.3280792850420304	0.01124466218477178	-0.030038478540162818	0.0	-2.1847864713664444
YNL135C	0.0	-4.441641562984726	-0.030038478540162818	-1.1417333408271362	0.0
YNL170W	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YNL177C	0.0	1.1244662184771463	-5.977657229492232	0.0	0.0
YNL183C	0.0	0.01124466218477178	-0.030038478540162818	0.0	-2.1847864713664444
YNL199C	0.0	1.1244662184771463	-0.030038478540162818	0.0	0.0
YNL225C	0.0	-2.2151984503999773	-0.030038478540162818	-3.425200022481409	0.0
YNL226W	-1.3280792850420304	-3.328420006692352	-1.0213082703655076	0.0	0.0
YNL229C	-6.640396425210152	-3.328420006692352	-6.968927021317577	-1.1417333408271362	-2.1847864713664444
YNL236W	0.0	0.01124466218477178	-3.4994827499288697	-1.1417333408271362	0.0
YNL246W	-7.968475710252183	-3.328420006692352	-6.968927021317577	0.0	0.0
YNL250W	0.0	-4.441641562984726	-0.030038478540162818	-1.1417333408271362	-2.1847864713664444
YNL252C	0.0	0.01124466218477178	-6.968927021317577	0.0	-2.1847864713664444
YNL294C	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YNL296W	0.0	-1.1019768941076027	-1.0213082703655076	0.0	0.0
YNL297C	0.0	0.01124466218477178	-1.0213082703655076	0.0	0.0
YNL307C	-7.968475710252183	-1.1019768941076027	-6.968927021317577	-4.566933363308545	0.0
YNL323W	-6.640396425210152	-2.2151984503999773	-0.030038478540162818	0.0	0.0
YNR007C	0.0	-4.441641562984726	-0.030038478540162818	-5.708666704135681	0.0
YNR036C	0.0	0.01124466218477178	-6.968927021317577	0.0	0.0
YNR037C	0.0	0.01124466218477178	-4.986387437666887	0.0	0.0
YNR040W	0.0	-4.441641562984726	-1.0213082703655076	-1.1417333408271362	0.0
YNR042W	0.0	-4.441641562984726	-1.0213082703655076	0.0	0.0
YNR052C	0.0	-1.1019768941076027	-0.030038478540162818	0.0	0.0
YNR058W	0.0	0.01124466218477178	-1.0213082703655076	-1.1417333408271362	0.0
YOL003C	0.0	-3.328420006692352	-0.030038478540162818	-7.992133385789954	0.0
YOL004W	0.0	-3.328420006692352	-0.030038478540162818	-4.566933363308545	0.0
YOL018C	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YOL023W	0.0	0.01124466218477178	-1.0213082703655076	0.0	0.0
YOL024W	-1.3280792850420304	-3.328420006692352	-0.030038478540162818	0.0	-2.1847864713664444
YOL031C	0.0	1.1244662184771463	-0.030038478540162818	0.0	0.0
YOL033W	0.0	0.01124466218477178	-5.977657229492232	0.0	0.0
YOL037C	0.0	0.01124466218477178	-1.0213082703655076	0.0	-2.1847864713664444
YOL039W	0.0	-1.1019768941076027	-0.030038478540162818	0.0	0.0
YOL041C	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YOL042W	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YOL043C	0.0	-4.441641562984726	-0.030038478540162818	0.0	0.0
YOL049W	0.0	1.1244662184771463	-0.030038478540162818	0.0	0.0
YOL050C	0.0	-4.441641562984726	-0.030038478540162818	0.0	0.0
YOL051W	-6.640396425210152	-4.441641562984726	-6.968927021317577	-4.566933363308545	0.0
YOL052C	0.0	-1.1019768941076027	-1.0213082703655076	0.0	0.0
YOL053W	0.0	-1.1019768941076027	-0.030038478540162818	0.0	0.0
YOL058W	-7.968475710252183	0.01124466218477178	-0.030038478540162818	0.0	0.0
YOL061W	0.0	-4.441641562984726	-0.030038478540162818	0.0	0.0
YOL062C	0.0	-1.1019768941076027	-0.030038478540162818	0.0	0.0
YOL063C	0.0	-1.1019768941076027	-0.030038478540162818	0.0	0.0
YOL065C	0.0	0.01124466218477178	-1.0213082703655076	0.0	0.0
YOL070C	0.0	0.01124466218477178	-0.030038478540162818	0.0	-2.1847864713664444
YOL081W	-6.640396425210152	-3.328420006692352	-1.0213082703655076	-4.566933363308545	0.0
YOL095C	0.0	1.1244662184771463	-5.977657229492232	0.0	0.0
YOL108C	0.0	0.01124466218477178	-1.0213082703655076	0.0	0.0
YOR002W	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YOR014W	0.0	-4.441641562984726	0.9612313132851821	0.0	0.0
YOR030W	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YOR065W	0.0	1.1244662184771463	-6.968927021317577	0.0	0.0
YOR078W	0.0	-3.328420006692352	-0.030038478540162818	-7.992133385789954	-2.1847864713664444
YOR080W	0.0	-4.441641562984726	-0.030038478540162818	0.0	-2.1847864713664444
YOR086C	0.0	-4.441641562984726	-0.030038478540162818	0.0	0.0
YOR099W	0.0	-4.441641562984726	-0.030038478540162818	0.0	-2.1847864713664444
YOR100C	0.0	-4.441641562984726	-0.030038478540162818	0.0	-2.1847864713664444
YOR104W	0.0	-4.441641562984726	-0.030038478540162818	0.0	0.0
YOR111W	0.0	-4.441641562984726	-0.030038478540162818	0.0	-2.1847864713664444
YOR112W	0.0	-3.328420006692352	-0.030038478540162818	0.0	-2.1847864713664444
YOR123C	0.0	-1.1019768941076027	-0.030038478540162818	-1.1417333408271362	-2.1847864713664444
YOR124C	0.0	0.01124466218477178	-0.030038478540162818	0.0	-2.1847864713664444
YOR130C	0.0	0.01124466218477178	-0.030038478540162818	0.0	-2.1847864713664444
YOR132W	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YOR135C	0.0	0.01124466218477178	-0.030038478540162818	-4.566933363308545	-15.29350529956511
YOR136W	0.0	0.01124466218477178	-0.030038478540162818	-4.566933363308545	-15.29350529956511
YOR140W	0.0	0.01124466218477178	-0.030038478540162818	0.0	-2.1847864713664444
YOR153W	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YOR162C	0.0	-3.328420006692352	-0.030038478540162818	0.0	-2.1847864713664444
YOR170W	0.0	-4.441641562984726	-0.030038478540162818	0.0	-2.1847864713664444
YOR171C	0.0	-4.441641562984726	-0.030038478540162818	-1.1417333408271362	0.0
YOR198C	0.0	0.01124466218477178	-1.0213082703655076	-1.1417333408271362	0.0
YOR199W	0.0	0.01124466218477178	-0.030038478540162818	-1.1417333408271362	0.0
YOR270C	-6.640396425210152	0.01124466218477178	-1.0213082703655076	-1.1417333408271362	0.0
YOR275C	-1.3280792850420304	-4.441641562984726	-0.030038478540162818	0.0	0.0
YOR290C	0.0	0.01124466218477178	-6.968927021317577	0.0	0.0
YOR295W	0.0	0.01124466218477178	-0.030038478540162818	-1.1417333408271362	0.0
YOR297C	0.0	-3.328420006692352	-0.030038478540162818	-7.992133385789954	0.0
YOR302W	-1.3280792850420304	0.01124466218477178	-0.030038478540162818	0.0	0.0
YOR303W	-1.3280792850420304	0.01124466218477178	-0.030038478540162818	0.0	0.0
YOR305W	0.0	0.01124466218477178	-6.968927021317577	0.0	0.0
YOR309C	0.0	-4.441641562984726	-0.030038478540162818	0.0	0.0
YOR322C	0.0	-3.328420006692352	-0.030038478540162818	-1.1417333408271362	0.0
YOR331C	-7.968475710252183	-3.328420006692352	-0.030038478540162818	-7.992133385789954	-15.29350529956511
YOR332W	-7.968475710252183	-3.328420006692352	-0.030038478540162818	-5.708666704135681	-15.29350529956511
YOR360C	-7.968475710252183	-3.328420006692352	-0.030038478540162818	-5.708666704135681	0.0
YPL005W	0.0	0.01124466218477178	-5.977657229492232	0.0	0.0
YPL013C	0.0	1.1244662184771463	-5.977657229492232	0.0	0.0
YPL024W	-1.3280792850420304	0.01124466218477178	-1.0213082703655076	0.0	0.0
YPL029W	0.0	0.01124466218477178	-5.977657229492232	0.0	-2.1847864713664444
YPL031C	-9.296554995294214	0.01124466218477178	-1.0213082703655076	-7.992133385789954	-2.1847864713664444
YPL040C	0.0	0.01124466218477178	-5.977657229492232	0.0	0.0
YPL055C	0.0	0.01124466218477178	-0.030038478540162818	-1.1417333408271362	0.0
YPL057C	0.0	0.01124466218477178	-0.030038478540162818	-7.992133385789954	-2.1847864713664444
YPL069C	0.0	-3.328420006692352	-1.0213082703655076	0.0	0.0
YPL086C	0.0	-2.2151984503999773	-0.030038478540162818	0.0	0.0
YPL091W	0.0	1.1244662184771463	-1.0213082703655076	0.0	0.0
YPL101W	0.0	-2.2151984503999773	-0.030038478540162818	0.0	0.0
YPL102C	0.0	-2.2151984503999773	-0.030038478540162818	0.0	0.0
YPL105C	0.0	0.01124466218477178	-0.030038478540162818	0.0	-2.1847864713664444
YPL107W	0.0	0.01124466218477178	-1.0213082703655076	0.0	-2.1847864713664444
YPL120W	-1.3280792850420304	-3.328420006692352	-1.0213082703655076	0.0	0.0
YPL121C	0.0	0.01124466218477178	-0.030038478540162818	0.0	-2.1847864713664444
YPL157W	0.0	0.01124466218477178	-0.030038478540162818	-1.1417333408271362	0.0
YPL162C	0.0	0.01124466218477178	-0.030038478540162818	-1.1417333408271362	0.0
YPL173W	0.0	0.01124466218477178	-5.977657229492232	0.0	0.0
YPL178W	0.0	0.01124466218477178	-0.030038478540162818	-1.1417333408271362	-2.1847864713664444
YPL183W-A	0.0	0.01124466218477178	-4.986387437666887	0.0	0.0
YPL189W	0.0	0.01124466218477178	-1.0213082703655076	0.0	0.0
YPL193W	0.0	-3.328420006692352	-0.030038478540162818	-1.1417333408271362	0.0
YPL205C	0.0	0.01124466218477178	-0.030038478540162818	-1.1417333408271362	0.0
YPL213W	-1.3280792850420304	0.01124466218477178	-0.030038478540162818	0.0	0.0
YPL215W	0.0	1.1244662184771463	-5.977657229492232	0.0	0.0
YPL234C	-7.968475710252183	0.01124466218477178	-1.0213082703655076	-7.992133385789954	0.0
YPL239W	0.0	-4.441641562984726	-0.030038478540162818	-1.1417333408271362	0.0
YPL244C	0.0	1.1244662184771463	-0.030038478540162818	0.0	0.0
YPL254W	-5.312317140168122	-3.328420006692352	-5.977657229492232	-2.2834666816542724	-15.29350529956511
YPR015C	-1.3280792850420304	0.01124466218477178	-0.030038478540162818	0.0	0.0
YPR018W	0.0	0.01124466218477178	0.9612313132851821	0.0	0.0
YPR024W	0.0	-1.1019768941076027	-0.030038478540162818	0.0	0.0
YPR027C	-1.3280792850420304	0.01124466218477178	-0.030038478540162818	0.0	0.0
