ORF	hom | growth (relative abundance in pooled culture) | time [14 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | time [21 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | time [14 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | time [21 generations] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015
YKL152C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.071	-0.147	-0.162	0.394	-0.327
YKL153W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.513	NaN	NaN	-0.435	0.534
YKL154W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.098	0.087	-0.305	-0.293	0.697	-0.085
YKL155C	0.336	1.930	0.410	0.250	0.607	-0.911	0.609	0.502	0.052	0.083	0.244	0.235	0.087	-0.493
YKL156W	1.093	1.018	-0.032	-0.056	0.367	-0.120	-0.220	-0.159	NaN	-0.381	NaN	NaN	0.022	-0.432
YKL157W	-0.088	-0.446	0.260	0.186	-0.874	-0.049	-0.660	-0.075	NaN	0.539	NaN	NaN	0.824	0.961
YKL159C	0.357	-2.928	-0.103	0.155	-0.878	2.603	-0.021	0.195	0.018	0.222	-0.203	0.307	-0.477	-0.245
YKL160W	NaN	NaN	0.176	0.061	NaN	NaN	NaN	NaN	NaN	-1.086	NaN	NaN	-0.914	0.088
YKL161C	0.474	0.553	0.709	0.227	-0.676	-0.120	0.143	-0.092	-0.000	-1.059	-0.301	-0.545	0.315	0.176
YKL162C	-0.060	-2.088	-0.074	0.269	0.847	0.964	-0.382	0.019	NaN	-0.168	NaN	NaN	0.566	0.465
YKL162C-A	-0.659	-0.668	0.364	0.569	-0.610	-0.622	-1.952	-0.856	-0.245	0.362	-0.180	-0.353	0.363	-0.002
YKL163W	0.298	0.427	-0.239	-0.115	0.496	0.624	0.242	-0.234	NaN	NaN	NaN	NaN	NaN	NaN
YKL164C	0.226	0.138	-0.264	0.067	0.768	0.868	0.732	0.760	NaN	0.703	NaN	NaN	0.821	-0.232
YKL165C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.537	-0.638	0.623	0.356	-0.460	0.018
YKL167C	0.869	1.184	0.264	0.096	0.490	0.026	0.277	0.261	NaN	0.170	1.096	1.228	-0.829	-0.694
YKL168C	0.227	0.392	-0.385	-0.094	-0.609	0.474	0.427	0.319	NaN	NaN	NaN	NaN	NaN	NaN
YKL169C	-0.470	-0.386	0.057	-0.417	0.089	-1.708	0.392	-0.140	-0.000	-0.063	-0.282	-0.195	-0.246	0.136
YKL170W	-0.409	0.916	0.088	-0.105	-0.006	-2.171	-0.265	0.087	-0.324	0.372	0.098	0.284	0.484	0.151
YKL171W	0.182	-0.447	-0.314	-0.218	-0.019	0.882	0.269	0.277	-0.000	0.004	-0.319	-0.259	0.168	-0.704
YKL173W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.372	0.334	0.362	0.112	-0.209
YKL174C	0.220	-0.321	0.033	-0.092	0.412	1.294	0.580	0.480	NaN	0.217	NaN	NaN	-0.708	-0.517
YKL175W	-0.040	-0.867	-0.614	0.043	-0.193	0.763	0.277	0.006	NaN	0.002	NaN	NaN	0.112	-0.102
YKL176C	-0.933	-1.434	0.760	0.255	-0.368	-0.368	-1.145	-1.494	-0.000	-0.695	-0.328	0.120	NaN	NaN
YKL177W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.194	NaN	NaN	-0.515	-0.324
YKL178C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.291	NaN	NaN	-0.184	0.465
YKL179C	0.030	-0.681	-0.136	-0.219	0.644	0.549	-0.447	-0.237	-0.000	-0.140	0.246	-0.015	0.086	0.413
YKL180W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.102	0.548	0.045	0.123	-0.380	0.252
YKL181W	NaN	NaN	NaN	NaN	-0.839	-0.839	-0.597	-0.617	-0.000	0.048	-0.510	-0.196	-0.058	0.298
YKL182W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.409	NaN	NaN	0.112	0.028
YKL183W	-0.028	-0.707	-0.037	0.190	0.692	0.746	-0.505	-1.187	NaN	0.863	NaN	NaN	-0.122	-0.522
YKL184W	0.579	-0.241	0.362	0.388	-0.235	0.495	-0.308	-0.167	-0.000	-0.005	0.170	0.429	-1.672	-0.365
YKL185W	0.685	0.224	-0.337	0.250	0.242	0.935	-0.010	0.686	0.087	0.054	-0.085	0.287	0.205	0.096
YKL186C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.569	0.121	0.319	-0.357	-0.177
YKL187C	0.333	-0.136	0.263	-0.013	0.525	0.347	0.189	-0.302	NaN	-0.465	NaN	NaN	0.151	0.574
YKL188C	0.415	0.083	-0.635	-0.146	0.622	0.852	-0.248	-0.128	NaN	-0.216	NaN	NaN	0.063	0.561
YKL189W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.218	-0.205	-0.051	-0.175	-0.109	-0.453
YKL190W	1.029	-2.169	-0.002	0.075	NaN	NaN	NaN	NaN	NaN	0.492	NaN	NaN	-0.578	-0.469
YKL192C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.168	NaN	NaN	-0.202	0.532
YKL193C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.246	NaN	NaN	0.581	0.935
YKL194C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.785	NaN	NaN	-0.228	0.128
YKL195W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.299	NaN	NaN	-0.441	-0.535
YKL196C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.255	-0.315	-0.078	0.710	0.496
YKL197C	0.590	1.042	0.246	0.129	-0.173	0.055	0.543	0.483	-0.000	0.432	-0.183	-0.339	0.229	0.096
YKL198C	-0.556	-0.086	0.322	0.169	-0.161	0.364	-0.738	-0.634	NaN	0.111	NaN	NaN	0.063	0.879
YKL201C	-0.033	-0.606	-0.070	-0.154	-0.298	0.273	-0.457	-0.409	-0.000	0.032	-0.741	-0.197	-0.023	-0.571
YKL202W	-0.178	-0.260	0.541	-0.232	-0.183	0.023	-0.931	-0.901	-0.000	0.279	0.603	0.095	-0.473	-0.075
YKL203C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.239	0.234	0.104	0.182	0.168
YKL204W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.189	-0.320	-0.299	-0.047	0.095
YKL205W	0.274	0.485	0.830	0.207	-0.248	-0.355	-0.728	-0.821	NaN	-0.271	NaN	NaN	-0.040	0.014
YKL207W	-0.235	0.584	-0.462	0.031	0.410	-0.381	-0.031	0.040	NaN	-0.561	NaN	NaN	-0.544	-0.298
YKL208W	-0.182	1.894	NaN	NaN	-0.078	-1.697	-0.121	0.615	NaN	0.495	NaN	NaN	-0.736	-0.142
YKL209C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.075	-0.083	0.310	0.096	-0.412
YKL210W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.100	NaN	NaN	-0.374	0.150
YKL211C	NaN	NaN	NaN	NaN	0.775	-0.446	-0.248	-0.656	-0.000	-0.086	-0.048	-0.202	1.227	0.220
YKL212W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.683	NaN	NaN	-0.566	0.805
YKL213C	-0.927	-1.762	0.748	0.376	0.755	3.276	NaN	NaN	0.032	-0.329	-0.505	-0.283	-0.012	-0.109
YKL214C	-0.123	0.038	0.275	0.246	0.240	-0.058	-0.202	-0.088	0.093	0.054	0.009	0.038	-0.106	0.020
YKL215C	0.366	0.351	-0.361	-0.191	0.566	0.871	0.033	-0.160	NaN	-0.069	NaN	NaN	-0.262	0.195
YKL217W	-0.087	0.858	-0.318	-0.072	0.206	0.201	0.968	0.390	0.030	0.346	0.212	0.221	0.095	0.478
YKL218C	0.386	-0.145	-0.083	0.066	0.155	0.228	-0.122	-0.388	0.371	0.683	0.885	0.820	-0.579	-0.916
YKL220C	-0.191	-0.629	0.513	0.091	0.023	-0.148	-0.430	-0.117	NaN	-0.976	NaN	NaN	1.249	1.401
YKL221W	-0.622	-2.220	0.821	0.474	-0.357	0.508	-0.477	-0.525	NaN	-0.785	NaN	NaN	0.074	1.327
YKL222C	0.274	-1.120	0.168	-0.001	-0.503	1.268	-0.353	-0.054	-0.000	-1.544	0.214	0.311	0.418	0.083
YKR001C	0.119	-0.039	-0.322	-0.322	NaN	NaN	NaN	NaN	-0.000	0.002	0.369	0.211	0.409	0.688
YKR002W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.542	0.004	-0.406	0.524	-0.344
YKR003W	-0.478	-0.172	0.179	0.135	0.614	0.257	-0.212	-0.444	-0.000	0.291	0.927	0.613	-0.193	-0.265
YKR004C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.806	NaN	NaN	0.914	0.105
YKR005C	-0.788	0.153	-0.059	0.396	0.272	-0.316	-1.246	-0.263	-0.125	-0.711	-0.104	-0.023	0.214	-0.227
YKR006C	-0.048	-0.029	-0.119	-0.014	-0.389	-0.469	0.153	-0.504	NaN	0.467	NaN	NaN	0.124	-0.089
YKR007W	NaN	NaN	NaN	NaN	-0.913	-0.913	NaN	NaN	NaN	NaN	NaN	NaN	1.029	0.858
YKR008W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.654	NaN	NaN	0.012	0.121
YKR009C	-0.233	-0.015	-0.208	-0.430	0.356	-0.049	-0.505	-0.302	-0.184	-0.509	-0.055	-0.195	-0.077	0.482
YKR010C	0.877	-0.205	-1.160	-0.969	0.575	0.860	0.143	0.068	NaN	-0.431	NaN	NaN	0.164	0.465
YKR011C	-0.121	-0.099	-0.900	-0.337	-0.150	0.503	-0.699	-0.368	-0.000	0.591	0.833	0.985	0.119	-0.161
YKR012C	-0.624	-0.216	-0.118	-0.018	-1.217	0.097	0.272	-0.102	-0.000	-0.490	-0.324	-0.194	-0.436	0.341
YKR013W	-0.140	-0.478	0.577	0.632	-1.006	0.103	-0.427	-0.530	NaN	-0.925	NaN	NaN	0.822	0.761
YKR014C	-0.191	-0.593	-0.309	-0.055	-0.658	1.168	-1.005	-0.483	-0.000	-0.547	0.705	0.136	0.099	0.017
YKR015C	0.213	0.014	-0.075	0.475	1.061	0.852	-0.583	-0.269	-0.185	0.080	-0.054	0.273	-0.749	-0.718
YKR016W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.852	NaN	NaN	NaN	NaN
YKR017C	-0.096	-0.919	-0.044	-0.260	-1.037	0.428	-0.310	-0.507	NaN	NaN	NaN	NaN	NaN	NaN
YKR018C	-0.447	-0.139	0.095	0.229	0.827	0.988	-0.606	-1.254	NaN	0.354	NaN	NaN	-0.690	-0.332
YKR019C	-0.226	-0.041	NaN	NaN	-0.323	-0.301	NaN	NaN	NaN	-0.737	NaN	NaN	NaN	NaN
YKR020W	-0.231	2.000	NaN	NaN	-1.103	-1.961	0.141	0.190	NaN	1.080	NaN	NaN	1.552	1.596
YKR021W	NaN	NaN	0.209	-0.019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YKR022C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.086	0.906	0.322	0.136	-0.429	-0.170
YKR023W	0.279	0.162	-0.124	0.005	-0.963	-0.281	0.021	0.096	NaN	0.169	NaN	NaN	0.247	-0.130
YKR024C	-0.235	-0.316	NaN	NaN	0.361	-0.086	-0.280	-0.280	-0.000	-0.753	-0.660	-0.270	-0.033	0.915
YKR025W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.701	-0.457	-0.872	-0.007	0.311
YKR026C	-0.540	-0.065	-0.203	-0.193	-0.262	-0.259	-0.097	-0.194	-0.000	0.458	-0.841	-0.484	0.363	0.076
YKR027W	0.185	-0.448	0.150	0.184	-0.588	-0.398	0.143	-0.410	0.041	0.012	-0.168	0.016	-0.065	0.432
YKR028W	-0.334	0.862	NaN	NaN	-0.494	-1.381	-0.351	0.572	NaN	-0.734	NaN	NaN	0.344	-0.057
YKR029C	-0.777	-0.777	NaN	NaN	-0.322	-0.402	NaN	NaN	NaN	-1.152	NaN	NaN	-0.561	0.133
YKR030W	-0.306	-0.709	0.420	0.184	-0.557	0.022	0.040	0.201	-0.027	-1.005	-0.087	0.115	0.728	0.483
YKR032W	0.102	0.080	NaN	NaN	-0.250	-0.039	NaN	NaN	-0.000	NaN	NaN	NaN	NaN	NaN
YKR033C	-0.095	0.155	0.353	0.350	-0.627	0.011	-0.506	-0.215	-0.000	-0.887	0.155	0.279	-0.366	0.022
YKR034W	-0.222	0.201	0.394	0.323	-0.396	0.090	-0.374	-0.086	-0.000	-0.420	0.040	0.009	-0.227	0.244
YKR035C	NaN	NaN	NaN	NaN	0.115	-0.004	NaN	NaN	NaN	NaN	-2.638	-0.417	NaN	NaN
YKR035W-A	0.225	-0.944	0.423	0.546	-1.245	1.155	-1.039	-1.066	NaN	-0.709	NaN	NaN	0.237	-0.017
YKR037C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.247	NaN	NaN	0.041	0.287
YKR038C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.168	-0.462	-0.345	0.140	-0.645
YKR039W	-1.230	-0.669	0.650	0.199	-1.028	-0.747	-0.584	0.298	-0.000	-1.112	-0.645	-0.179	-0.473	-0.153
YKR040C	-0.068	-0.562	0.377	-0.316	-0.016	0.868	-0.154	0.043	-0.000	0.192	-0.302	-0.073	0.096	0.196
YKR041W	-0.152	-0.793	0.212	0.112	-0.782	-0.021	-0.311	0.390	NaN	-0.411	NaN	NaN	0.024	-0.204
YKR042W	-0.214	-0.644	-0.422	0.094	0.806	-0.356	-0.521	-0.556	-0.000	0.746	0.330	-0.133	0.877	0.483
YKR043C	0.161	-0.967	-0.306	-0.372	-0.174	0.378	0.293	-0.241	-0.000	0.117	-0.061	-0.228	0.420	-1.172
YKR044W	-0.446	-1.238	NaN	NaN	-1.132	0.129	NaN	NaN	NaN	-0.611	NaN	NaN	NaN	NaN
YKR045C	-0.838	-0.101	0.591	0.297	-0.294	-0.092	NaN	NaN	-0.122	-0.284	-0.353	0.198	0.135	-0.531
YKR046C	0.041	0.154	-0.036	-0.207	0.013	0.409	-0.300	-0.462	NaN	NaN	NaN	NaN	NaN	NaN
YKR047W	0.536	0.159	0.049	-0.065	-0.390	0.474	0.396	0.174	-0.000	0.297	0.129	0.223	0.102	0.141
YKR048C	-0.595	-0.151	-0.939	-0.205	-0.076	0.028	-0.813	-0.588	0.129	-0.654	0.281	0.091	-0.185	0.302
YKR049C	-0.485	-0.426	1.074	0.940	-0.496	-0.617	-1.454	-0.829	NaN	-1.152	NaN	NaN	-0.111	-0.365
YKR050W	-0.255	-0.813	0.600	0.028	-0.810	-0.911	-0.584	0.018	NaN	NaN	NaN	NaN	0.729	1.307
YKR051W	-0.325	0.128	-0.393	-0.017	-1.019	-0.836	-1.249	-1.063	0.132	1.426	0.329	0.112	-1.165	-0.568
YKR052C	0.488	-0.085	-0.389	-0.219	0.905	1.022	-0.480	-0.465	NaN	0.639	NaN	NaN	-0.666	0.220
YKR053C	-0.033	0.142	-0.503	-0.186	0.940	0.477	0.174	-0.444	NaN	0.381	NaN	NaN	-0.083	0.478
YKR054C	NaN	NaN	NaN	NaN	0.026	-0.661	NaN	NaN	NaN	0.215	NaN	NaN	0.781	0.742
YKR055W	0.277	0.624	-0.099	-0.012	-0.400	0.362	-0.674	-0.479	NaN	0.462	NaN	NaN	-0.361	0.233
YKR056W	0.453	0.648	0.341	0.121	-0.288	0.169	0.099	-0.003	-0.000	0.264	-0.134	-0.195	0.385	0.396
YKR057W	-0.461	-1.182	-0.936	-1.567	0.297	-1.086	0.053	-0.350	-0.270	-0.168	-0.333	1.080	-0.171	0.483
YKR058W	-0.433	-0.223	0.073	-0.047	0.020	-0.300	-0.116	0.172	-0.000	-0.241	-0.226	-0.038	-0.795	0.029
YKR059W	NaN	NaN	NaN	NaN	0.504	-0.370	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YKR060W	-0.442	-0.071	0.874	0.124	-1.070	-0.997	0.929	0.238	NaN	-0.251	NaN	NaN	1.179	-0.309
YKR061W	-0.364	-0.056	-0.003	0.218	-0.105	-0.288	-0.516	-0.624	-0.000	-0.422	-0.348	-1.191	-0.313	-0.332
YKR062W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.317	NaN	NaN	0.679	0.787
YKR063C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.042	0.060	-0.409	-0.154	0.759	0.635
YKR064W	0.837	0.819	-0.018	-0.014	0.437	0.957	-0.270	-0.149	-0.113	-0.407	-0.049	-0.094	-0.175	-0.109
YKR065C	-0.520	-0.588	-0.633	-0.286	0.779	0.220	-0.672	-0.302	-0.031	-1.002	0.434	0.275	-0.195	0.002
YKR066C	0.023	-0.606	-0.157	-0.298	0.633	0.750	0.200	0.503	NaN	0.194	NaN	NaN	0.295	-0.312
YKR067W	0.199	0.194	0.648	0.533	-0.583	-0.111	-0.084	0.134	NaN	-0.753	NaN	NaN	0.227	0.635
YKR068C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	NaN	-0.353	-0.527	NaN	NaN
YKR069W	-0.276	-0.679	-0.378	-0.165	1.355	0.587	-0.294	0.085	NaN	0.510	NaN	NaN	0.601	0.387
YKR070W	0.174	-0.664	-0.318	0.028	0.548	0.696	0.079	-0.008	NaN	-0.316	NaN	NaN	0.375	0.429
YKR072C	0.405	-2.085	-0.084	-0.333	NaN	NaN	-0.734	-1.118	NaN	-0.628	NaN	NaN	-0.377	-0.763
YKR073C	-0.441	-1.086	0.036	-0.313	NaN	NaN	NaN	NaN	-0.000	-0.223	-0.528	-0.623	0.286	-0.743
YKR074W	-0.691	-0.265	-0.445	-1.016	-0.887	-2.345	-1.183	-0.937	0.102	-0.621	0.388	0.930	-0.618	-0.298
YKR075C	0.057	0.109	0.777	0.213	-1.352	-0.784	0.038	0.063	-0.000	-0.324	0.170	0.154	0.174	0.348
YKR076W	-0.365	-1.418	0.841	0.752	-1.480	0.358	-1.128	-0.169	NaN	-0.957	NaN	NaN	0.112	0.635
YKR077W	-0.256	-0.450	0.080	0.121	0.887	1.326	-0.217	-0.154	NaN	-0.069	NaN	NaN	-0.473	-0.812
YKR078W	0.015	-1.465	-0.190	-0.041	0.239	0.249	0.491	0.092	0.076	0.189	0.194	0.411	0.085	0.116
YKR079C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.247	NaN	NaN	0.074	-0.480
YKR080W	0.341	0.546	-0.159	0.067	0.131	0.580	-0.171	-0.075	NaN	-0.168	NaN	NaN	1.019	0.635
YKR082W	-0.816	-1.617	NaN	NaN	-0.707	-1.465	-0.252	-0.916	-0.000	-0.281	-0.272	-0.409	0.366	0.195
YKR083C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.024	NaN	NaN	0.812	0.095
YKR084C	NaN	NaN	-0.614	-1.014	NaN	NaN	NaN	NaN	-0.000	-0.841	0.644	0.211	0.350	-0.606
YKR086W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.036	NaN	NaN	0.182	0.171
YKR087C	-0.042	0.750	0.312	0.146	0.956	0.845	0.081	0.167	NaN	0.194	NaN	NaN	-0.004	-0.006
YKR088C	-0.038	0.651	0.989	0.671	-1.529	-0.733	-0.272	-0.106	-0.000	-1.043	0.505	0.347	1.194	0.940
YKR089C	0.459	0.306	-0.070	0.221	-0.975	0.104	0.027	0.087	0.129	0.208	0.508	0.416	0.205	0.050
YKR090W	-0.162	-0.391	-0.068	0.177	0.103	0.071	0.235	-0.025	-0.000	0.097	-0.786	-0.389	-0.202	-0.334
YKR091W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.885	NaN	NaN	NaN	NaN
YKR092C	-0.604	-1.238	0.138	-0.451	-1.027	-1.280	-1.019	-0.897	-0.104	-0.728	-0.485	0.122	0.179	-0.351
YKR093W	0.537	-0.082	-0.225	-0.257	0.444	1.411	-0.519	-0.298	-0.073	-0.490	0.202	0.072	-0.065	-0.102
YKR094C	0.001	-0.980	-0.111	-0.187	-0.062	0.436	0.188	-0.240	-0.000	-0.654	0.272	-0.344	0.252	0.280
YKR095W	0.246	-0.091	0.512	0.246	-0.086	0.388	-0.370	-0.036	NaN	-0.025	NaN	NaN	-0.217	-0.834
YKR096W	0.221	-2.610	0.562	0.241	-0.177	2.400	-0.662	-0.968	-0.000	-0.737	-0.107	-0.337	0.340	-0.132
YKR097W	NaN	NaN	0.016	-0.185	0.727	-0.379	-0.533	-0.533	NaN	NaN	NaN	NaN	NaN	NaN
YKR098C	-0.080	-1.045	1.113	0.880	-0.951	-0.305	0.259	0.127	0.074	-1.061	-0.441	-0.281	-0.282	0.388
YKR099W	-1.150	0.204	-0.423	-1.111	-0.016	-1.327	-0.556	-0.396	NaN	-0.003	NaN	NaN	0.527	-0.102
YKR100C	0.274	-0.483	-0.090	0.101	0.978	1.410	-0.375	0.033	-0.000	0.323	0.196	0.057	-0.457	-0.230
YKR101W	0.319	-0.721	-0.242	-0.289	0.400	1.210	-0.433	-0.547	NaN	-0.583	NaN	NaN	-0.111	0.528
YKR102W	0.003	-1.325	-0.142	0.347	-0.002	1.200	-0.321	-0.424	NaN	0.189	NaN	NaN	-0.168	0.548
YKR103W	-0.229	-0.341	0.249	0.255	-0.223	0.700	0.180	0.230	NaN	-0.087	NaN	NaN	1.063	0.898
YKR104W	0.442	0.149	-0.013	0.124	0.274	1.224	0.647	0.082	-0.000	1.180	-0.539	-0.147	0.285	-0.198
YKR105C	-0.323	-0.447	0.611	0.379	0.080	-0.084	-0.232	-0.167	-0.000	-0.638	-0.253	0.009	0.134	-0.435
YKR106W	0.150	0.001	0.201	0.425	1.131	0.995	-0.092	0.022	-0.000	-0.105	NaN	NaN	0.697	0.553
YLL001W	-0.480	-0.785	0.400	0.148	-0.357	0.266	-0.654	-0.177	NaN	-0.306	NaN	NaN	-0.010	0.426
YLL002W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.317	NaN	NaN	0.029	0.323
YLL003W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.040	NaN	NaN	-0.081	-0.277
YLL004W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.772	NaN	NaN	0.414	0.121
YLL005C	-0.324	-0.274	0.905	0.569	-0.367	-0.060	-0.788	0.153	-0.000	-0.326	-0.239	-0.128	0.642	-0.628
YLL006W	-0.335	-0.658	-0.455	-1.248	-0.494	-1.724	-0.451	-1.552	-0.000	-0.012	NaN	NaN	-0.512	-0.443
YLL007C	-0.960	-1.755	0.072	-0.814	-0.353	-1.891	-0.284	-1.865	-0.000	0.399	NaN	NaN	-0.313	-1.130
YLL008W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.145	NaN	NaN	-0.065	-0.158
YLL009C	-0.328	1.033	0.948	0.942	-0.535	-1.930	0.024	0.313	NaN	0.199	NaN	NaN	0.079	0.050
YLL010C	-0.295	-0.347	0.709	0.110	0.621	0.808	-0.318	0.428	-0.000	0.169	-0.016	0.191	-0.647	-0.576
YLL011W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.022	NaN	NaN	0.067	-0.124
YLL012W	0.355	0.017	0.070	0.036	-0.380	0.023	0.050	-0.199	-0.000	-0.300	-0.523	-0.324	0.398	0.313
YLL013C	-0.513	-0.882	-0.404	0.080	-0.758	0.082	-0.829	-0.335	0.114	-0.061	-0.046	-0.442	0.388	0.292
YLL014W	0.243	0.211	-0.203	0.091	-0.320	-0.275	0.186	-0.123	0.179	-0.917	0.727	1.303	0.756	0.532
YLL015W	0.209	-1.126	0.392	-0.033	-0.900	-0.244	0.158	-0.298	-0.000	0.031	-0.224	-0.571	-0.175	0.301
YLL016W	0.498	-0.502	0.511	0.237	-0.275	-0.004	-0.648	-0.449	-0.018	-0.090	-0.785	-0.118	0.929	1.076
YLL017W	-0.525	-1.158	0.671	0.506	-0.840	-0.726	-0.999	-0.546	NaN	-0.927	NaN	NaN	0.697	0.957
YLL018C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.284	NaN	NaN	0.880	0.050
YLL018C-A	-0.558	1.263	0.344	-0.797	0.971	-1.783	0.526	-0.139	0.549	-0.031	0.564	0.401	0.171	-0.001
YLL019C	0.189	-1.095	-0.298	-0.371	-1.340	0.163	-0.069	-0.914	-0.208	-0.934	0.621	0.467	0.566	-0.727
YLL021W	0.226	-0.792	-0.493	-0.527	-0.595	0.680	-0.005	0.321	NaN	NaN	NaN	NaN	NaN	NaN
YLL023C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.361	-0.454	-0.429	-0.141	-0.336
YLL024C	0.793	0.072	-0.200	-0.262	0.338	1.730	-0.038	0.055	NaN	0.073	NaN	NaN	-0.035	0.073
YLL025W	0.604	0.132	-0.226	-0.033	1.061	0.994	0.678	0.180	-0.000	0.021	0.073	0.493	-0.399	-0.028
YLL026W	0.091	-0.011	0.252	0.223	-0.211	0.135	0.780	0.068	-0.000	-0.012	0.013	-0.002	0.163	-0.030
YLL027W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.168	0.059	0.165	-0.708	-0.687
YLL028W	0.008	-0.578	-0.660	-0.353	-0.901	0.386	-0.208	0.080	-0.000	0.266	-0.593	-0.184	-0.310	-0.102
YLL029W	-0.009	-0.097	0.323	-0.042	0.058	-0.211	1.235	0.250	-0.000	0.113	0.727	0.867	-0.075	0.635
YLL030C	0.161	-0.045	-0.007	-0.081	-0.204	0.696	-0.312	-0.287	-0.000	-0.098	-0.089	-0.105	0.459	0.387
YLL031C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.060	-0.377	-0.359	-0.703	-0.282
