orf	hap a | growth (culture turbidity) | isobutanol [1.4%] | SC | Kuroda K~Avalos J, 2019	hap a | growth (culture turbidity) | standard | SC | Kuroda K~Avalos J, 2019
YEL062W	3.5267204942999992	0.8931116389548696
YEL063C	2.5000715881999995	1.4743112434847359
YEL064C	3.8673854984999996	0.9773766546329724
YEL065W	2.9542915937999994	1.2980466288594836
YEL066W	3.1962940557999997	1.0326150262085034
YEL067C	2.1063521981	1.3650022094564735
YEL068C	3.1302087680999997	1.055307760927743
YEL071W	4.367213660399999	1.0445439045183293
YEL072W	1.7210098163	0.9940508382909682
YER001W	3.0259615536999998	0.8455859735466011
YER002W	5.0801901445999995	0.5633931843165995
YER004W	3.6095597985999994	0.952037132542548
YER005W	3.0985622922999996	0.907780114148393
YER007C-A	5.499971338299999	0.5085462853274666
YER007W	5.2979923603999985	0.5449754040758962
YER010C	5.486009657799999	0.6007804546996948
YER011W	6.893347052199998	0.3822576289495005
YER014C-A	0.09587020609999997	
YER016W	5.7940974075	0.5179116465863454
YER017C	0.0	
YER019C-A	5.630280356299999	0.5195900148784923
YER019W	5.8946215071	0.25075003947576185
YER020W	6.0761233536	0.491421568627451
YER024W	6.0212074103	0.6115319214716339
YER027C	4.2061889453	0.6167293649037398
YER030W	4.2359738637	0.7743353109206768
YER031C	3.8338774652999996	0.7909686817188638
YER032W	5.2970615817	0.656475136179933
YER033C	4.3969985788	0.7790008467400508
YER034W	4.2834435774	0.8535419382877009
YER035W	5.165821785	0.7381981981981981
YER038W-A	5.771758718699999	0.6242541525560393
YER039C	4.3299825124	0.8654342218400687
YER039C-A	4.1996734944	0.6604609929078014
YER040W	3.7510381609999994	0.963771712158809
YER041W	5.1686141211	0.6412749864937871
YER042W	4.122418862299999	0.6990291262135923
YER044C-A	5.1881604738	0.6901686401148187
YER045C	5.2486610893000005	0.7102323106933852
YER046W	4.6538935	0.6652
YER046W-A	5.0904287103	0.723898336076065
YER047C	5.696365643999999	0.28071895424836607
YER048C	4.8875189537	0.3871643496476861
YER049W	4.4221296037	0.5874552725741949
YER050C	4.072156812499999	0.09554285714285715
YER051W	3.7352149230999996	0.8081235983055071
YER052C	3.6477217252999994	0.8167899974483287
YER053C	5.564195068599999	0.6107393777183004
YER054C	5.704742652299999	0.5317343775493556
YER056C	3.2912334831999996	1.1756221719457014
YER056C-A	4.033994885799999	0.8421781264420859
YER057C	4.169888575999999	0.9129464285714287
YER058W	4.3532519799	0.6799230275817832
YER059W	4.151273001999999	1.0154708520179372
YER060W	3.9790789424999997	0.8371929824561404
YER060W-A	4.5636079661	0.7366918213338772
YER061C	3.7119454555999996	0.05341023069207623
YER062C	5.3333619510000005	0.6230366492146596
YER063W	3.9809404999	0.785129763853168
YER064C	6.430750038299999	0.6235345201910552
YER065C	4.3290517337	0.8464846269619436
YER066C-A	4.2592433311999995	1.0093968531468531
YER066W	4.2564509951	0.788541438880385
YER067C-A	2.652719295	0.920701754385965
YER067W	4.086118493	0.9052391799544418
YER068C-A	3.3107798358999996	1.1647455721113298
YER068W	3.1506858994999996	1.2422451994091581
YER069W	2.8156055674999996	1.2280991735537192
YER070W	0.0158232379	
YER071C	4.356044316	0.8724358974358973
YER072W	3.0306154471999998	1.2905405405405406
YER073W	2.8677291746999996	1.1285296981499515
YER074W	3.7556920544999994	0.4002478314745973
YER075C	3.434573403	0.9420054200542005
YER077C	6.0025918363	0.6117227477128236
YER078C	5.5893260934999995	0.6799333888426311
YER079W	4.3513904225	0.7505882352941177
YER080W	5.723358226299999	0.6181492925678972
YER081W	4.8633187075	0.7755023923444975
YER083C	4.8102643216	0.19930340557275542
YER084W	4.8288798956	0.7594448727833462
YER085C	4.7544175996	0.7112372748629601
YER086W	0.13496291149999992	
YER087C-B	4.2201506258	0.6777679752977503
YER088C	5.530687035399999	0.6248737798720971
YER089C	6.006314951099999	0.19401828606849528
YER090W	6.185955240199999	0.06063797773096599
YER091C	5.128590636999999	0.7475499092558984
YER091C-A	5.218876170900001	0.4330301408953093
YER092W	6.358149299699999	0.5968379446640316
YER093C-A	5.769897161299999	0.18777222132602034
YER095W	5.3557006398	0.18943343760862008
YER096W	5.8164360962999995	0.5482477196351416
YER097W	6.310679585999999	0.44218289085545726
YER098W	6.7881690590999995	0.47566159330865215
YER101C	5.8583211378	0.5643469971401335
YER103W	5.035512767	0.2722735674676525
YER106W	5.7354583494	0.7401817591691009
YER110C	5.2616919911	0.23934194233150538
YER111C	6.0900850340999995	0.12211523765856641
YER113C	5.9430219995	0.5832419733750979
YER114C	5.566056626000001	0.6720735785953176
YER115C	6.0100380659	0.5899024314697228
YER116C	6.4363347105	0.29182935647143887
YER117W	5.2207377283000005	0.5015154216437867
YER118C	6.832846436700001	0.5334423103119466
YER119C	6.1505856496	0.5148305084745762
YER119C-A	5.5604719538	0.5492132574489454
YER120W	6.5638513924	0.4312251843448666
YER121W	6.7425609028	0.5623964660408614
YER122C	5.2626227698	0.03961796957905907
YER123W	4.551507842999999	0.45644171779141113
YER124C	5.9178909746	0.6450141553947782
YER128W	5.8657673674	0.6915264995239606
YER129W	5.276584450300001	0.707179396718998
YER130C	6.2427327409	0.4235872968540331
YER131W	4.4444682925	0.9941361256544502
YER132C	5.1369676453	0.7639065048015944
YER134C	5.1481369897	0.8611462664979208
YER135C	4.8856573963	0.5063821680320061
YER137C	4.955465798800001	0.6446280991735536
YER139C	3.8971704169	0.14521136852161454
YER140W	5.0085201847	0.7234714737037724
YER141W	4.3876907918	0.1618582944420874
YER142C	5.1676833424	0.7193804034582132
YER143W	5.3836240008	0.6613070539419086
YER144C	5.4580862968	0.49215552523874473
YER145C	5.1295214157	0.6679368535655961
YER149C	5.577225970400001	0.5821094793057409
YER150W	4.9433656757	0.7953304462436452
YER151C	4.0014176313	0.29285880437311
YER152C	6.14313942	0.6254545454545455
YER153C	5.091359489	0.22010968921389396
YER154W	5.835982448999999	0.14657097288676238
YER155C	5.247730310600001	0.1674352607307556
YER156C	6.3218489304	0.5881919905771495
YER161C	5.517656133599999	0.6992240215924427
YER162C	5.9048600728	0.7068095838587641
YER163C	6.3935188903	0.6424515941185034
YER164W	4.7776870671000005	0.828949931813754
YER166W	6.3628031932	0.6234640140433001
YER167W	6.0230689676999996	0.16720754133827853
YER169W	5.0392358818	0.16956039896564465
YER170W	5.2011913756000006	0.7306728704366499
YER173W	4.74697137	0.9407843137254903
YER174C	5.265415105900001	0.7880502032879617
YER175C	6.1980553633	0.7079141012163989
YER176W	5.6358650285	0.781998348472337
YER177W	6.1049774933	0.6078670529044061
YER178W	4.7339404682	0.18796696814785688
YER179W	6.2306326177999996	0.6659695249477144
YER180C	6.4568118419000005	0.6448032290615539
YER181C	6.4614657354	0.6459233650244885
YER182W	6.747214796300001	0.5574562008552904
YER183C	6.3358106109	0.6015866020273247
YER184C	6.0575077796	0.6830055316533497
YER185W	6.0705386813999995	0.8932842686292546
YER186C	6.1673396662	0.7606399034108059
YER187W	5.3910702304	0.9381906077348066
YER188W	6.496835326	0.5525787965616045
YFL001W	2.2273534291	0.0
YFL003C	5.611664782299999	0.46608061038314813
YFL004W	5.3100924835	0.3042944785276073
YFL007W	5.8061975305999995	0.34938462148849675
YFL010C	6.4288884808999995	0.15506008397278123
YFL010W-A	4.4481914073	0.20506382088302988
YFL011W	6.317195036899999	0.6477088551642847
YFL012W	5.443193837599999	0.27530779753761975
YFL012W-A	5.826674661999999	0.46070287539936106
YFL013C	5.740112242899999	0.10702124209502191
YFL014W	3.5108972563999994	0.0
YFL015C	4.3802445622	0.6461963450913727
YFL016C	6.687644959499999	0.0
YFL018C	3.5164819286	0.23583906829010054
YFL019C	6.684852623399999	0.009050403787245892
YFL020C	4.7665177227	0.8250341730130833
YFL021W	5.501832895699999	0.6858399593977331
YFL023W	5.941160442099999	0.00046999843333854724
YFL025C	4.660408950899999	0.7149990013980428
YFL026W	4.867041822299999	0.5943775100401607
YFL027C	4.4658762026000005	0.5291788245102125
YFL028C	3.7649998415	0.4593325092707045
YFL030W	5.0224818652	0.4918458117123795
YFL031W	4.3858292344	0.713497453310696
YFL032W	4.5319614903000005	0.7455329636475662
YFL033C	5.00712401665	0.23266439909297054
YFL034C-A	4.9526734627	0.6879127319437613
YFL034W	5.1360368666	0.5773831098223994
YFL036W	3.806884883	0.15696821515892417
YFL040W	4.1689577973	0.49095780308104475
YFL041W	3.3805882384	0.5856277533039647
YFL042C	4.101010952199999	0.6486773592073622
YFL044C	5.472978755999999	0.6221088435374151
YFL046W	5.0215510865	0.5269694161260426
YFL047W	5.425509042299999	0.4554812146165724
YFL048C	5.025274201299999	0.474717540285238
YFL049W	4.7302173534	0.5633608815426998
YFL050C	4.1689577973	0.6289350301406564
YFL051C	4.8996190768	0.5613601823708206
YFL052W	5.149067768399999	0.6173174258857557
YFL053W	4.3858292344	0.8117572156196943
YFL054C	4.2424893146	0.8056164984642386
YFL055W	4.8986882981	0.85445563366901
YFL063W	5.8341208916	0.32147415443522653
YFR001W	4.439814399	0.009433962264150936
YFR006W	3.7463842675	1.0024844720496893
YFR007W	3.5369590599999996	1.0455263157894736
YFR008W	4.4388836203	0.9224156007548752
YFR009W	4.8540109204999995	0.8122722914669224
YFR010W	4.8698341584	0.7991207951070336
YFR011C	6.357218521	0.23455344070278183
YFR012W	4.4342297268	0.8278757346767421
YFR013W	5.091359489	0.2610603290676417
YFR014C	3.9204398844	1.0505698005698005
YFR015C	3.9325400074999997	1.0852071005917159
YFR016C	4.5198613672	0.8126029654036243
YFR017C	4.5766388679	0.9347162904209884
YFR018C	5.028066537399999	0.826360607182525
YFR019W	0.0	
YFR020W	3.1990863919	1.3407041024148967
YFR021W	3.9558094749999997	0.8077647058823529
YFR022W	4.28158202	1.0008695652173911
YFR023W	3.7668613988999997	0.9896219421793921
YFR024C-A	4.6157315733	0.8535835623427372
YFR025C	7.073918119999999	0.017763157894736852
YFR026C	3.8115387765	0.8534798534798534
YFR030W	4.065641361599999	0.7376373626373627
YFR031C-A	0.0	
YFR032C	6.171062781	0.723076923076923
YFR032C-A	5.657272938599999	0.6928265876933202
YFR033C	5.1862989164	0.3573223259152907
YFR034C	5.9728069179	0.5264142122487143
YFR035C	5.331500393600001	0.5087290502793295
YFR036W	5.3361542871	0.22483865341008197
YFR038W	5.4208551488	0.604739010989011
YFR039C	4.7776870671000005	0.4578219364893823
YFR040W	5.453432403300001	0.4464925755248335
YFR041C	6.1589626579	0.19465014356959348
YFR043C	5.8629750312999995	0.6258136212097158
YFR044C	5.696365644	0.7037581699346404
YFR045W	6.6513445902	0.6155891407780577
YFR046C	5.8769367118	0.6449160595502058
YFR047C	6.2194632734	0.6432205926369349
YFR048W	5.8666981461	0.6772965254640647
YFR049W	4.5850158762	0.6816889971579374
YFR053C	5.3361542871	0.6659689516832372
YFR054C	5.4590170755	0.7810741687979538
YFR055W	5.369662320300001	0.7403362801178712
YFR056C	5.546510273300001	0.5999328746433964
YFR057W	5.4590170755	0.748167092924126
YGL002W	4.6278316964	0.810740144810941
YGL003C	6.1301085182	0.33358639538414814
YGL004C	5.7484892512	0.6075129533678756
YGL005C	5.482286543000001	0.5699490662139218
YGL006W	5.1974682608	0.7534025787965615
YGL007W	3.2949565979999997	0.21610169491525422
YGL009C	4.123349641	0.8162528216704289
YGL010W	4.8642494862	0.8335246842709527
YGL013C	5.359423754600001	0.8612365404654392
YGL014W	5.0625053493	0.4028314028314027
YGL015C	5.591187650899999	0.5734975861494923
YGL016W	6.0835695832	0.6069461444308445
YGL017W	5.9290603189999995	0.7186813186813187
YGL019W	5.3436005167000005	0.5636648667479532
YGL020C	4.5012457932	0.13192721257237386
YGL021W	4.4128218167	0.5908036279265977
YGL023C	4.8689033797	0.2697380997897152
YGL024W	6.0072457298	0.04586303067864889
YGL025C	5.0429589966	0.17792543373938718
YGL026C	3.9818712786	0.031790556334735855
YGL027C	5.491594330000001	0.050338983050847455
YGL028C	4.2964744792	0.40056325823223576
YGL029W	5.464601747700001	0.38579458354624413
YGL031C	5.7000887588	0.5711952971913782
YGL032C	4.9359194461	0.44408825193286816
YGL033W	4.168957797299999	0.47041750390712217
YGL034C	4.0293409923	0.42642642642642636
YGL035C	4.2406277571999995	0.170324846356453
YGL036W	3.7919924237999996	0.9621993127147765
YGL037C	6.737907009300001	0.6057466500897912
YGL038C	0.0	
YGL039W	4.7209095664000005	0.46608832807570966
YGL041C	4.8205028873	0.312222436763854
YGL042C	5.3361542871	0.08756323042037326
YGL043W	4.2294584128	0.07834507042253519
YGL045W	4.76232921855	0.1438052097874462
YGL049C	4.8381876826	0.8197383609080414
YGL050W	4.7348712469	0.5284057401218792
YGL051W	5.0466821114	0.5355957211361121
YGL053W	5.077397808500001	0.42108157653528855
YGL054C	3.7528997183999997	0.39062499999999994
YGL056C	3.7473150461999998	0.4140586189766518
YGL057C	3.7333533656999998	0.4976315133383196
YGL058W	3.5332359451999995	0.06032665964172815
YGL059W	3.8329466865999997	0.7751335599805731
YGL060W	3.4271271733999993	1.0592069527430745
YGL062W	4.3727983325999995	0.8260962111536824
YGL063W	3.3172952868	0.7359708193041525
YGL064C	3.7156685703999996	0.1715931863727455
YGL066W	3.5825672162999993	0.7547414912964406
YGL067W	3.9558094749999997	0.7755294117647059
YGL070C	0.00558467220000003	
YGL071W	4.5068304654	0.4138785625774472
YGL072C	5.1118366204	0.07119446467589219
YGL076C	5.6144571184	0.05503978779840848
YGL077C	4.6846091971	0.2829326445459964
YGL078C	4.1428959937	0.46326668164457424
YGL079W	4.4370220629	0.6102370463603943
YGL080W	3.3898960253999997	0.5982976386600768
YGL081W	4.6827476397	0.6131981713377062
YGL082W	5.332431172300001	0.23285041019375108
YGL083W	5.0438897753	0.678723011625761
YGL084C	4.8921728472	0.2100456621004566
YGL085W	4.5124151376	0.8283828382838284
YGL086W	5.9811839262	0.6380329909741673
YGL087C	4.541269277299999	0.6800573888091823
YGL088W	5.2440071958	0.5649627263045792
YGL089C	5.0718131363	0.5301890255092677
YGL090W	3.8571469327999997	0.9676640926640926
YGL094C	5.0522667836	0.29789977892409725
YGL095C	0.00558467220000003	
YGL096W	3.5741902079999996	1.1109375
YGL101W	5.3445312954	0.6745036572622778
YGL104C	5.3398774019	0.7679972110859333
YGL105W	5.771758718699999	0.6042573778422835
YGL107C	4.5235844819999995	0.22160493827160502
YGL108C	6.4651888502	0.642240138209041
YGL109W	5.920683310699999	0.6631032856469108
YGL110C	5.2151530561	0.44529716223451726
YGL114W	3.9102013187	0.5241609140680791
YGL115W	2.2124609699	0.28060580563735804
YGL117W	4.5831543188	0.953493095044679
YGL118C	2.8183979035999998	1.6773447820343461
YGL121C	5.3752469925	0.8798268398268397
YGL124C	3.5053125842000004	0.2156133828996282
YGL125W	3.695191439	0.7027707808564232
YGL126W	3.946501688	0.47452830188679246
YGL127C	3.2335252038	0.11370178468624063
YGL129C	3.7901308663999997	0.17166011787819258
YGL131C	3.6486525039999997	1.0966836734693879
YGL132W	4.179196363	0.6897550111358574
YGL133W	4.6455164917	0.3404127429372871
YGL135W	0.13868602630000001	
YGL136C	2.2078070764	0.17622259696458684
YGL138C	2.9961766353	0.8269648959304131
YGL139W	4.053541238499999	0.8433983926521239
YGL140C	2.8844831912999997	0.6314940303323653
YGL141W	3.9502248027999998	0.5794062205466542
YGL143C	3.7836154155	0.11291512915129152
YGL144C	3.844116031	0.8416464891041161
YGL146C	4.4723916535	0.8757544224765869
YGL147C	4.4919380062	0.5555325321176958
YGL148W	5.4757710921000005	0.08618052014278428
YGL149W	4.9387117822	0.8462118356577457
YGL151W	6.3060256925	0.15409594095940962
YGL152C	5.0094509634	0.18357487922705312
YGL153W	4.7814101819	0.2550126532995912
YGL154C	3.9046166465	0.6281287246722287
YGL156W	4.4072371445	0.746779303062302
YGL157W	5.1481369897	0.7253661182426323
YGL158W	3.7286994721999998	0.7923115327009485
YGL159W	2.8193286822999997	0.4031033344338066
YGL160W	4.9359194461	0.41844239109937775
YGL161C	4.6101469011	0.5529981829194427
YGL162W	3.8915857447	0.6900263094953359
YGL163C	5.1257983009	0.1685128018885056
YGL164C	3.8292235718	0.4368011667476908
YGL165C	4.195019600899999	0.6190370534723764
YGL166W	4.579431204	0.5065040650406505
YGL167C	4.8642494862	0.0
YGL168W	4.2741357904	0.022430313588850167
YGL170C	3.0976315136	1.393930288461538
YGL173C	4.8614571501	0.1579551981619759
YGL174W	3.4960047972000003	0.7169861554845579
YGL175C	3.3461494265000002	0.8739916550764949
YGL176C	3.155339793	1.0221238938053097
YGL177W	4.232250748899999	0.751704420497031
YGL179C	4.4565684156	0.6764828738512948
YGL180W	3.7556920545	0.8267657992565054
YGL181W	5.2393533023000005	0.6969266299520339
YGL194C	5.1686141211	0.4269764091482081
YGL195W	4.025617877499999	0.8189595375722545
YGL196W	4.8065412067999995	0.5480247869868319
YGL197W	5.3184694918	0.5126006300315015
YGL198W	4.5710541956999995	0.6701282834453268
YGL199C	6.7937537313	0.2881216605014385
YGL200C	3.7035684473	0.4257351093239507
YGL202W	5.1230059648	0.6726017441860463
YGL203C	5.015035635599999	0.6479213066072755
YGL205W	4.9638428071	0.6472904556534783
YGL206C	0.0	
YGL208W	3.7082223407999995	0.4264558232931727
YGL209W	5.984907041	0.7396578538102644
YGL210W	4.2127043961999995	0.38444542642509943
YGL211W	6.844946559799999	0.056703834647810716
YGL212W	5.0932210464	0.4992690058479532
YGL213C	2.5829108924999997	0.6176576576576577
YGL214W	6.3953804477	0.2513462378110901
YGL215W	3.797577096	0.2642156862745098
YGL216W	4.434229726799999	0.7634340890008399
YGL217C	6.5349972527	0.31348810710724967
YGL218W	6.5545436054	0.382277761999432
YGL219C	0.1452014772	
YGL220W	0.5854598022999999	0.0
YGL221C	2.6918120004	0.11825726141078835
YGL222C	4.356044315999999	0.04059829059829061
YGL223C	0.0	
YGL224C	3.1869862688	0.23948598130841117
YGL226C-A	4.0972878374	0.3800545206724216
YGL226W	3.2353867612	0.1550632911392405
YGL227W	3.7054300046999997	0.14544084400904297
YGL228W	2.596872573	0.8917562724014336
YGL229C	3.6058366837999993	0.7338668043366031
YGL230C	5.091359488999999	0.5411334552102376
YGL231C	3.3163645080999995	0.1658714566376649
YGL232W	6.2483174131	0.06182034857738715
YGL234W	2.9896611844	0.09713574097135741
YGL235W	6.3637339718999995	0.23475208424747693
YGL236C	3.1990863919	0.5420424789060226
YGL237C	5.9374373273	0.0
YGL240W	0.0	
YGL241W	4.090772386499999	0.5435722411831627
YGL242C	4.9433656757	0.6620222180380343
YGL243W	3.9855943934	0.2725361980382998
YGL244W	1.3738293612	0.13482384823848237
YGL246C	0.04840049240000003	
YGL248W	3.3759343449	0.35125448028673834
YGL249W	4.0702952551	0.2453693116853419
YGL250W	4.0619182467999995	0.6571952337305226
YGL251C	3.5760517653999995	0.8594482040603852
YGL252C	3.7231148	1.1402499999999998
YGL253W	5.1862989164	0.8779612347451542
YGL254W	3.9083397613	0.797570850202429
YGL255W	4.508692022799999	0.34207266721717594
YGL256W	3.834808244	0.4148058252427184
YGL257C	4.1931580434999995	0.3871254162042176
YGL258W	4.330913291099999	0.5168708360197722
YGL259W	4.262035667299999	0.25660624590521947
YGL260W	2.904029544	0.43237179487179483
YGL261C	4.4081679232	0.10663006756756757
YGL262W	4.415614152799999	0.38048060708263076
YGL263W	4.412821816699999	0.48344231174857627
YGR001C	4.0144485330999995	0.7015998145142591
YGR003W	3.7538304970999996	0.9221423258120507
YGR004W	3.7892000877	0.1994595922377794
YGR006W	0.0	
YGR007W	2.6936735577999995	0.705597788527989
YGR008C	3.1823323752999997	0.8777420298332845
YGR010W	2.8714522894999996	0.7867098865478122
YGR011W	6.6224904505	0.3843991567111736
YGR012W	3.0175845454	0.7023442319555829
YGR014W	3.8543545967	0.7650326008210577
YGR015C	3.3582495496	1.1729490022172948
YGR016W	2.9096142161999996	1.2914267434420985
YGR017W	4.2406277571999995	0.9532484635645303
YGR018C	6.4679811863	0.4511440495035256
YGR019W	3.1693014735	1.221145374449339
YGR020C	0.0	
YGR021W	2.6489961801999993	1.4708362614195365
YGR022C	6.241801962199999	0.4059051595586043
YGR023W	3.4922816823999994	0.9397654584221751
YGR025W	5.5883953148	0.3694203864090606
YGR026W	3.369418894	1.5044198895027625
YGR027C	5.520448469699999	0.40431630416455916
YGR028W	6.5331356953	0.018948568172104295
YGR031W	5.448778509799999	0.8824735223778616
YGR032W	4.7162556729	0.17860667061377541
YGR033C	5.134175309200001	0.8716461203770847
YGR034W	6.2995102416	0.7703900709219857
YGR035C	4.6855399758	0.9239173619388158
YGR036C	4.5170690311	0.0
YGR037C	4.4435375138	0.8221617092584834
YGR038W	4.0516796810999995	0.4091431196875718
YGR039W	5.501832895699999	0.8147521569954324
YGR040W	5.2598304337	0.13944434613342768
YGR041W	6.162685772699999	0.6467301011931733
YGR042W	5.2942692456	0.7007735583684951
YGR043C	5.8462210147	0.7272727272727272
YGR044C	5.129521415699999	0.7526764652513156
YGR045C	4.9089268638000005	0.5049298445202882
YGR049W	5.9076524089	0.8158184969276824
YGR050C	6.6718217216	0.08928571428571429
YGR051C	5.1183520713	0.43917075831969443
YGR052W	4.700432434999999	0.2015841584158416
YGR053C	4.8111951003	0.5171213000580384
YGR054W	5.496248223499999	0.5254868755292126
YGR055W	5.388277894299999	0.33650025911210923
YGR056W	5.473909534700001	0.14691379017173947
YGR057C	5.3547698610999985	0.11872066747783766
YGR058W	5.3100924835	0.40631025416301486
YGR059W	5.1248675222	0.6409371594624046
YGR061C	5.1043903908	0.6890955506929249
YGR062C	4.9526734627	0.2285284720917121
YGR063C	0.0	
YGR064W	5.8127129815	0.03811048839071257
YGR066C	3.8022309894999995	0.8433292533659732
YGR067C	3.1078700792999996	1.0095837076969154
YGR068C	4.614800794599999	0.43969342476805173
YGR069W	2.3976859312	1.031444099378882
YGR070W	4.3960678001	0.8536946855811983
YGR071C	4.0237563200999995	0.28221142724959525
YGR072W	4.3113669384	0.2860535405872193
YGR076C	3.5844287736999996	0.2939496234744223
YGR077C	5.018758750399999	0.2985905044510386
YGR078C	5.0141048568999995	0.23408204937813254
YGR079W	4.9508119053	0.6358338033464936
YGR080W	4.829810674299999	0.8215455771825015
YGR081C	3.9511555814999997	0.502944640753828
YGR084C	5.018758750399999	0.5853115727002968
YGR085C	4.2750665691	0.8251687350315697
YGR086C	5.1490677684	0.42950108459869846
YGR087C	4.6175931307	0.647853255392058
YGR088W	4.1689577973	0.2913596784996651
YGR089W	3.9241629991999996	0.21276091081593929
YGR092W	0.13682446890000002	
YGR093W	5.2803075651	0.1221575885774722
YGR096W	4.4053755871	0.5189097823790408
YGR097W	4.7227711238	0.6679148600709499
YGR100W	3.751038161	0.30521091811414397
YGR101W	3.5239281581999995	0.33174854727945063
YGR102C	3.4643583213999993	0.14830736163353037
YGR104C	0.17126328079999997	
YGR105W	6.3041641351	0.03011959249963089
YGR106C	0.0	
YGR107W	3.7091531195	0.43713927227101634
YGR108W	4.2359738637	0.9057350032959789
YGR109C	3.8059541042999996	0.6375641966250917
YGR110W	4.7879256328	0.312402799377916
YGR111W	4.5198613672	1.0582784184514002
YGR112W	2.8826216338999995	0.4588311268969972
YGR117C	5.6172494545	0.22601491300745655
YGR118W	4.100080173499999	1.08422247446084
YGR121C	3.5741902079999996	1.3320312500000002
YGR122C-A	5.3296388362	0.2874607055536151
YGR122W	3.7808230793999997	1.0
YGR123C	4.8986882981	0.8897966939008171
YGR124W	3.2540023352	0.9822654462242564
YGR125W	5.0857748168	0.6956442166910687
YGR126W	4.706017107199999	0.7701740506329114
YGR127W	5.0606437919	0.6544050027588745
YGR129W	3.4327118456	0.6569956616052061
YGR130C	4.2694818969	1.0111183780248527
YGR131W	3.6886759881	0.9775422659601312
YGR132C	3.9232322205	0.7371293001186239
YGR133W	4.830741453	0.3260115606936416
YGR134W	5.912306302399999	0.35012594458438284
YGR135W	4.383967677	0.18895966029723993
YGR136W	4.2471432081	0.26254657023887795
YGR137W	4.2117736175000005	0.4616574585635359
YGR138C	4.694847762799999	0.7771609833465504
YGR139W	4.4593607517	0.564600292214569
YGR141W	3.899962753	0.47756563245823386
YGR142W	4.5757080892	0.644833197721725
YGR143W	2.8239825757999997	1.032300593276203
YGR144W	3.9306784501	0.9355908122188018
YGR146C	5.4143396979	0.6023723568849922
YGR148C	4.0507489024	0.2782628676470589
YGR149W	5.506486789199999	0.303921568627451
YGR150C	4.6213162455	0.05720040281973815
YGR151C	4.9089268638	0.34963974213120974
YGR152C	5.476701870799999	0.2919782460910946
YGR153W	3.2809949175	0.6811347517730496
YGR154C	5.897413843199999	0.039930555555555566
YGR155W	0.1554400429	
YGR157W	3.2158404085	0.2329956584659913
YGR159C	3.5667439784000003	0.10777661795407097
YGR160W	0.0	
YGR161C	3.2623793435	0.16119828815977172
YGR162W	6.072400238799999	0.3634273451870018
YGR163W	3.4103731568	0.03520742358078601
YGR164W	3.0920468413999997	0.5105358217940998
YGR165W	2.3232236352	0.20472756410256404
YGR166W	3.6309677086999996	0.4739810305049988
YGR167W	4.3727983326	0.2475521498510004
YGR168C	4.587808212300001	0.3102049097179954
YGR169C	4.147549887199999	0.6128815080789947
YGR170W	4.542200056	0.14631147540983605
YGR171C	5.507417567899999	0.1558222071995944
YGR173W	4.1242804197	0.45362220717670954
YGR174C	4.1531345594	0.1624831913939937
YGR176W	3.7761691858999997	0.5232930736997782
YGR177C	3.8143311125999997	0.43118594436310403
YGR178C	4.0293409923	0.4643104643104643
YGR180C	3.9306784501	0.544873312810798
YGR181W	4.6492396065	0.7383383383383383
YGR182C	3.4429504113	1.0540686672073534
YGR183C	6.012830402	0.033900928792569666
YGR184C	2.9282297902	0.2565162110616656
YGR187C	4.9173038721	0.32727616884346017
YGR188C	5.0876363742	0.4010245151847786
YGR189C	3.6793682011	0.46622818112825704
YGR192C	5.2170146135	0.568064228367529
YGR193C	4.5105535802	0.1867519603796946
YGR194C	5.780135726999999	0.678743961352657
YGR196C	3.1339318829	0.7178497178497178
YGR197C	4.1075264031	0.5130296850215272
YGR199W	4.4351605055	0.6092339979013641
YGR200C	3.7845461942	0.22577471716674866
YGR201C	4.3690752178	0.8314870046868341
YGR202C	3.7184609065	0.8775969962453067
YGR203W	4.3681444391	0.4161517153206904
YGR204W	3.0259615536999998	0.4669332513072901
YGR205W	4.8623879288	0.7385145482388974
YGR206W	3.9809404999	0.9660977320551788
YGR207C	4.504968908	0.843388429752066
YGR208W	4.1680270186	0.982581509602501
YGR209C	4.5263768181	0.7877853177051202
YGR210C	6.5135893425999996	0.5430122892254929
YGR212W	4.1317266493	0.9042577157017346
YGR213C	4.667855180499999	0.6899302093718844
YGR214W	4.2936821431	0.5464990244959895
YGR215W	4.8698341584	0.20928899082568808
YGR217W	5.3007846965	0.23898156277436347
YGR219W	5.1025288334	0.15304633345494342
YGR220C	5.2533149828	0.17097802976612328
YGR221C	5.593979987000001	0.7241264559068218
YGR222W	5.0150356356	0.1542316258351893
YGR223C	5.7764126122	0.7294553657750563
YGR224W	5.7401122428999996	0.4598670342143667
YGR225W	5.8378440064	0.5377869897959183
YGR226C	5.601426216599999	0.5711199734130941
YGR227W	5.7577970382	0.5132557387649531
YGR228W	5.8778674905	0.8264449722882027
YGR229C	5.2207377283000005	0.3064717418434658
YGR230W	6.4046882347	0.7266385699752942
YGR231C	5.8099206454	0.33402755527074646
YGR232W	6.0984620424	0.6497252747252746
YGR233C	5.509279125300001	0.6962324717013006
YGR234W	4.7963026411000005	0.7886667960411409
YGR235C	5.0625053493	0.8983268983268983
YGR236C	6.0584385583	0.6924258718697188
YGR237C	5.0578514558	0.3334560176665439
YGR238C	6.9612938973	0.0
YGR239C	4.1680270186	0.4678427869584636
YGR240C	0.016754016600000025	
