ORF	hap a | growth (culture turbidity) | standard | SC | Kuroda K~Avalos J, 2019	hap a | growth (culture turbidity) | isobutanol [1.4%] | SC | Kuroda K~Avalos J, 2019
YLR164W	3.244	0.376
YBR174C	3.384	0.376
YBL102W	4.333	0.376
YKL175W	5.087	0.376
YPL072W	5.485	0.376
YDR374C	4.269	0.375
YNL179C	6.772	0.375
YOL011W	7.182	0.374
YIL140W	5.306	0.374
YOR044W	6.219	0.374
YDL056W	6.127	0.374
YMR099C	4.598	0.373
YOR118W	7.544	0.373
YPR189W	6.024	0.373
YDR068W	5.664	0.373
YHR050W	4.643	0.372
YHL037C	4.495	0.372
YNL194C	7.435	0.372
YNL136W	3.709	0.372
YDR070C	5.741	0.372
YMR078C	6.205	0.371
YNL183C	6.095	0.371
YIL058W	5.044	0.371
YDR524C	4.498	0.370
YDL149W	5.715	0.370
YEL003W	4.643	0.370
YPR068C	6.031	0.370
YJR084W	5.934	0.370
YHR046C	7.065	0.370
YGR025W	5.588	0.369
YDL009C	5.990	0.369
YBR064W	3.289	0.369
YDR233C	5.715	0.369
YDR109C	6.329	0.369
YOR316C	6.945	0.368
YIL077C	5.393	0.368
YLR004C	5.481	0.368
YNL235C	6.663	0.368
YPR091C	5.375	0.367
YJL191W	5.067	0.596
YDR019C	5.218	0.367
YDR471W	4.843	0.367
YLR435W	5.001	0.366
YGR282C	5.308	0.366
YMR080C	6.707	0.366
YBR138C	4.605	0.366
YMR109W	5.112	0.366
YDR459C	4.651	0.366
YLL046C	6.829	0.366
YLL005C	4.641	0.365
YIR001C	6.359	0.365
YNR018W	4.778	0.365
YDR057W	5.951	0.365
YBL017C	3.425	0.365
YBL082C	3.986	0.365
YMR085W	5.691	0.365
YDR014W	4.437	0.364
YDL219W	4.732	0.363
YGR162W	6.072	0.363
YJR009C	4.976	0.363
YDR005C	4.158	0.362
YJR113C	6.129	0.362
YDR132C	5.823	0.361
YPL212C	6.506	0.361
YDR066C	5.852	0.361
YNL168C	7.473	0.361
YJL138C	5.122	0.361
YBL063W	4.747	0.360
YDL112W	5.543	0.360
YJR063W	4.365	0.360
YBR092C	4.677	0.360
YDR345C	6.225	0.360
YIL161W	4.365	0.359
YBR072W	4.323	0.359
YDR482C	5.170	0.358
YHL017W	4.773	0.358
YPL259C	5.448	0.358
YBR242W	6.286	0.358
YIR037W	6.048	0.357
YFR033C	5.186	0.357
YDL130W	4.631	0.357
YBR186W	4.588	0.357
YOR255W	5.426	0.357
YOR134W	6.002	0.357
YMR089C	6.425	0.356
YNL072W	5.026	0.356
YMR326C	5.625	0.356
YDR077W	5.995	0.356
YPR172W	6.435	0.356
YDL180W	3.068	0.356
YJL186W	5.623	0.354
YDL071C	6.690	0.354
YDR386W	4.673	0.354
YOL088C	6.389	0.354
YDR215C	4.766	0.353
YCL049C	5.989	0.353
YJR124C	6.277	0.353
YJL088W	7.054	0.353
YNL116W	4.175	0.353
YPR155C	5.583	0.352
YIL141W	6.307	0.352
YGR270W	5.742	0.352
YGL248W	3.376	0.351
YLR073C	4.078	0.351
YNL154C	6.656	0.351
YIR038C	5.807	0.351
YGR134W	5.912	0.350
YOR031W	7.155	0.350
YGR151C	4.909	0.350
YLR217W	3.337	0.350
YDR479C	3.677	0.349
YLR112W	5.339	0.349
YMR135W-A	6.219	0.349
YGR295C	5.708	0.348
YDR030C	6.655	0.348
YCR087C-A	5.052	0.348
YDL218W	3.712	0.348
YNL078W	5.337	0.347
YIR039C	6.080	0.347
YIL028W	5.643	0.347
YLR349W	4.321	0.347
YDR403W	3.926	0.346
YLR136C	5.070	0.346
YJR140C	6.098	0.345
YOL163W	4.188	0.345
YDR239C	5.254	0.345
YDR107C	5.532	0.343
YDL216C	4.731	0.343
YNL162W	6.686	0.342
YPR083W	5.724	0.342
YGL255W	4.509	0.342
YEL007W	5.165	0.342
YKL216W	3.835	0.342
YOR049C	6.096	0.342
YMR172W	6.598	0.342
YJR106W	5.839	0.341
YNL053W	6.004	0.341
YGL133W	4.646	0.340
YHR191C	6.129	0.340
YOR113W	7.367	0.340
YBR299W	4.855	0.340
YDL127W	4.395	0.339
YNL041C	4.038	0.339
YNL032W	5.686	0.337
YPR153W	5.137	0.337
YML048W	4.352	0.337
YDL124W	4.723	0.337
YJR001W	4.572	0.337
YGR055W	5.388	0.337
YOR308C	7.252	0.336
YBL070C	3.790	0.335
YMR198W	4.242	0.335
YCL042W	5.827	0.335
YDR063W	5.243	0.335
YDR448W	4.511	0.335
YOR069W	6.378	0.335
YJR115W	4.519	0.335
YLL040C	6.485	0.335
YHR025W	4.530	0.334
YNL238W	6.652	0.334
YGR231C	5.810	0.334
YIL073C	5.055	0.334
YDR501W	4.711	0.334
YHL013C	2.286	0.334
YGL003C	6.130	0.334
YBR146W	5.271	0.334
YGR237C	5.058	0.333
YPL022W	2.945	0.333
YDR466W	5.709	0.333
YDR104C	6.153	0.333
YDR004W	4.242	0.333
YDR025W	6.746	0.333
YIR036C	6.369	0.332
YGR101W	3.524	0.332
YKL207W	5.474	0.332
YOR347C	6.455	0.331
YMR100W	5.021	0.331
YOL100W	6.350	0.331
YLR015W	5.490	0.330
YBR288C	5.103	0.330
YOL093W	6.384	0.330
YPR124W	5.708	0.330
YOR311C	6.516	0.330
YIL070C	4.534	0.330
YOR233W	6.827	0.329
YLL041C	5.928	0.329
YDL114W	4.528	0.328
YDL234C	4.647	0.327
YGR187C	4.917	0.327
YOR354C	7.225	0.327
YNL089C	4.753	0.284
YPL125W	4.202	0.327
YDL142C	5.217	0.327
YBR090C	6.044	0.327
YMR063W	5.866	0.326
YCR061W	4.756	0.309
YGR133W	4.831	0.326
YLR371W	5.328	0.326
YOL013C	4.746	0.325
YDR486C	6.788	0.325
YDR216W	4.402	0.324
YPL003W	5.616	0.323
YBR063C	3.481	0.322
YAR050W	6.757	0.322
YPL105C	3.356	0.322
YFL063W	5.834	0.321
YLL013C	5.893	0.321
YLR241W	4.952	0.321
YDL050C	6.168	0.320
YDR067C	5.597	0.320
YIL045W	6.789	0.320
YLR390W-A	4.837	0.303
YDL046W	6.064	0.320
YBR144C	4.723	0.319
YDR092W	5.664	0.319
YDR402C	3.971	0.319
YIL053W	5.897	0.319
YLR089C	4.651	0.318
YCR079W	6.017	0.318
YJL038C	5.533	0.318
YDL073W	5.588	0.318
YOL052C	5.581	0.318
YNL005C	3.983	0.317
YPL162C	2.756	0.317
YBL057C	3.226	0.317
YCL050C	4.789	0.317
YNL191W	6.542	0.316
YBL078C	4.760	0.316
YNL166C	7.725	0.316
YPR170C	6.034	0.316
YNL074C	4.353	0.316
YDR048C	6.017	0.316
YBR065C	3.715	0.316
YDL077C	6.264	0.316
YDR443C	4.654	0.316
YLR418C	3.376	0.315
YBR099C	5.748	0.315
YDR488C	3.167	0.314
YGL217C	6.535	0.313
YDR217C	4.673	0.313
YLR221C	5.722	0.313
YDR494W	3.942	0.313
YOR142W	6.918	0.313
YIL148W	3.350	0.313
YKL156W	3.929	0.313
YGR110W	4.788	0.312
YDR406W	4.373	0.312
YGL041C	4.821	0.312
YPL102C	3.157	0.312
YOR314W	6.477	0.312
YMR313C	6.379	0.312
YDR199W	4.771	0.312
YDL162C	4.533	0.311
YDL128W	5.031	0.311
YBR233W	4.767	0.310
YGR168C	4.588	0.310
YJL099W	6.980	0.310
YDR380W	3.887	0.310
YJL046W	0.517	0.310
YBR148W	5.151	0.310
YDR492W	3.783	0.310
YDL231C	6.007	0.310
YBR235W	4.705	0.309
YNL086W	6.250	0.308
YJL165C	4.472	0.274
YDL230W	5.262	0.308
YIL044C	8.179	0.307
YIL023C	6.610	0.307
YOR320C	6.802	0.307
YDR099W	4.308	0.307
YJR117W	6.095	0.307
YGR229C	5.221	0.306
YBR019C	3.599	0.306
YDR317W	7.505	0.306
YNR041C	5.061	0.306
YLR109W	6.187	0.306
YGR100W	3.751	0.305
YOR304W	8.455	0.305
YDR370C	5.446	0.305
YPR159W	5.751	0.305
YKL170W	3.708	0.305
YDR395W	3.071	0.305
YDR198C	5.230	0.305
YCL030C	4.876	0.304
YFL004W	5.310	0.304
YLR178C	4.648	0.304
YIL112W	4.417	0.304
YGR149W	5.506	0.304
YNR033W	5.070	0.304
YIL079C	6.188	0.304
YJR080C	5.801	0.303
YBR134W	4.999	0.303
YPR141C	5.419	0.303
YJL206C	4.854	0.575
YDL040C	5.708	0.302
YHR017W	5.399	0.301
YDR234W	4.024	0.300
YGR281W	6.242	0.300
YML021C	6.025	0.299
YHL029C	5.486	0.299
YKR020W	4.135	0.299
YIR034C	4.904	0.299
YGR077C	5.019	0.299
YCL075W	6.125	0.298
YOL081W	5.101	0.298
YJR094C	6.117	0.298
YGL094C	5.052	0.298
YBL060W	2.678	0.298
YPR003C	5.454	0.298
YDL109C	3.994	0.297
YDL229W	4.484	0.297
YDR169C	4.778	0.297
YDR102C	6.072	0.297
YDL039C	5.518	0.252
YDL123W	4.498	0.296
YDR379W	5.599	0.296
YDR149C	5.458	0.296
YCL074W	5.385	0.296
YOR130C	6.234	0.296
YBL065W	3.608	0.296
YBR230C	5.412	0.295
YDR360W	4.389	0.295
YKR006C	3.290	0.295
YDR125C	5.681	0.295
YLR039C	5.518	0.295
YKL063C	5.232	0.294
YCR025C	5.368	0.294
YLR072W	4.780	0.294
YGR076C	3.584	0.294
YBR076W	5.620	0.294
YPL213W	5.147	0.293
YML088W	4.025	0.293
YDR090C	6.093	0.293
YIL055C	4.842	0.293
YER151C	4.001	0.293
YKL169C	3.544	0.293
YGR279C	5.483	0.293
YLR094C	4.784	0.292
YDR205W	5.809	0.292
YGR152C	5.477	0.292
YER116C	6.436	0.292
YDR126W	4.985	0.291
YGR088W	4.169	0.291
YGR290W	5.818	0.291
YAL024C	6.962	0.291
YJL154C	3.753	0.291
YDR163W	4.591	0.291
YDL080C	6.504	0.289
YLL045C	5.905	0.289
YML106W	2.982	0.289
YOR286W	6.782	0.288
YPL180W	6.117	0.288
YLR220W	5.886	0.288
YGL199C	6.794	0.288
YIL005W	6.107	0.288
YGR122C-A	5.330	0.287
YDR095C	5.372	0.287
YMR158W	5.965	0.287
YLR330W	4.937	0.287
YLR204W	4.351	0.286
YGR072W	4.311	0.286
YCR036W	5.142	0.286
YOR141C	6.918	0.286
YNL268W	4.501	0.286
YHR159W	4.734	0.286
YOR266W	5.380	0.286
YJL133W	5.745	0.286
YNL091W	7.060	0.285
YKL197C	4.098	0.285
YBR141C	5.520	0.285
YPR194C	5.840	0.285
YOR231W	6.608	0.284
YBR213W	4.726	0.284
YDL125C	4.932	0.284
YGL077C	4.685	0.283
YKR007W	4.215	0.283
YHR194W	3.225	0.283
YCL037C	3.569	0.282
YGR071C	4.024	0.282
YPL244C	3.086	0.282
YPL188W	3.179	0.282
YHL031C	5.372	0.282
YBR033W	3.873	0.282
YBL005W	5.891	0.282
YKR106W	4.219	0.282
YDR363W-A	6.377	0.282
YCR019W	3.715	0.281
YJR043C	5.134	0.281
YER047C	5.696	0.281
YGL115W	2.212	0.281
YJL135W	5.630	0.280
YMR133W	4.850	0.279
YBL064C	3.454	0.279
YOL159C	3.710	0.279
YLR095C	4.922	0.279
YCR017C	4.320	0.279
YLR082C	4.461	0.278
YGR148C	4.051	0.278
YHR161C	4.071	0.278
YOR014W	6.795	0.278
YJR094W-A	6.248	0.278
YJR096W	5.796	0.278
YOR199W	4.862	0.278
YML081C-A	4.487	0.278
YPL014W	3.570	0.277
YLR443W	5.197	0.277
YDL066W	5.970	0.277
YBR287W	5.446	0.277
YDR015C	5.376	0.276
YKL190W	3.693	0.276
YLL010C	4.452	0.276
YBL001C	6.284	0.276
YCL048W	5.600	0.275
YLR098C	4.678	0.275
YFL012W	5.443	0.275
YBR297W	5.307	0.275
YNL187W	6.649	0.275
YCL026C	5.417	0.274
YIL119C	5.267	0.274
YPL236C	3.510	0.274
YMR123W	4.371	0.274
YOR078W	6.939	0.274
YPL088W	5.185	0.273
YLR404W	4.942	0.273
YPL158C	4.330	0.273
YLR262C	4.946	0.273
YPR062W	5.775	0.273
YGL243W	3.986	0.273
YER103W	5.036	0.272
YLL049W	5.560	0.271
YHR160C	4.839	0.271
YJL148W	6.375	0.271
YDL117W	5.487	0.270
YCR020C-A	5.257	0.270
YGL023C	4.869	0.270
YBR007C	5.490	0.270
YCL047C	5.732	0.269
YDL034W	6.334	0.269
YNL077W	3.297	0.269
YJR127C	5.334	0.268
YDR153C	5.210	0.268
YPR037C	4.897	0.268
YHR189W	2.605	0.267
YLR063W	4.940	0.266
YAL012W	6.404	0.266
YJR091C	6.509	0.266
YJR095W	6.050	0.266
YKR072C	6.959	0.266
YCR026C	5.695	0.266
YPL057C	4.288	0.265
YKL160W	4.350	0.265
YGL215W	3.798	0.264
YDL018C	6.120	0.264
YLL026W	4.991	0.264
YBR284W	5.624	0.264
YLR218C	5.186	0.263
YDR108W	5.897	0.263
YDR192C	4.025	0.263
YNL082W	5.233	0.263
YKL046C	6.193	0.263
YGR136W	4.247	0.263
YKL137W	3.645	0.262
YKL140W	4.526	0.262
YBR084W	4.065	0.262
YDR452W	3.555	0.262
YOR263C	5.853	0.262
YBR217W	5.522	0.261
YML041C	4.092	0.261
YMR191W	4.318	0.261
YCR068W	5.546	0.261
YLR096W	4.178	0.261
YFR013W	5.091	0.261
YBR128C	4.151	0.261
YBR204C	5.590	0.261
YOR325W	6.932	0.260
YKR031C	5.518	0.260
YBR078W	5.302	0.260
YBR185C	5.016	0.260
YDL225W	5.246	0.259
YPL049C	4.726	0.259
YDL042C	5.855	0.259
YOR269W	4.366	0.258
YBL036C	4.335	0.258
YCR045C	4.533	0.258
YDL051W	6.112	0.258
YDR405W	3.194	0.258
YBR278W	5.145	0.257
YNR069C	6.060	0.257
YBR286W	5.167	0.257
YDR171W	5.986	0.257
YGL259W	4.262	0.257
YGR184C	2.928	0.257
YCL025C	6.103	0.256
YJR060W	3.518	0.256
YDL206W	5.685	0.255
YGL153W	4.781	0.255
YHR077C	4.986	0.255
YPL246C	4.017	0.255
YHR143W	5.600	0.254
YBR005W	5.132	0.254
YDL242W	5.049	0.252
YLR386W	4.592	0.252
YOL059W	5.888	0.252
YGL214W	6.395	0.251
YBL019W	3.563	0.251
YJR069C	6.622	0.251
YBR175W	4.663	0.251
YER019W	5.895	0.251
YHL025W	2.870	0.251
YML061C	2.737	0.251
YOR245C	6.260	0.249
YDL110C	5.397	0.249
YBR169C	5.349	0.249
YBR034C	5.891	0.248
YNL093W	5.064	0.248
YJR098C	6.131	0.248
YBR216C	5.250	0.248
YHR200W	4.486	0.248
YNL218W	5.996	0.248
YGR167W	4.373	0.248
YBR089C-A	4.896	0.248
YBR131W	6.676	0.247
YOR053W	6.694	0.246
YGR266W	5.618	0.246
YDL021W	5.365	0.246
YKL132C	4.438	0.246
YLR384C	4.454	0.246
YKL136W	4.489	0.245
YDR230W	5.219	0.245
YGL249W	4.070	0.245
YHR203C	4.817	0.245
YBR130C	4.012	0.244
YPL118W	4.668	0.244
YBR071W	4.965	0.243
YDR042C	5.396	0.243
YKR082W	5.656	0.243
YML124C	5.328	0.243
YOR201C	5.454	0.242
YLR414C	3.968	0.242
YLR107W	6.372	0.242
YBR001C	5.547	0.241
YHR079C-A	6.261	0.241
YCR094W	5.281	0.241
YNR051C	5.725	0.241
YJR134C	6.523	0.240
YML104C	4.436	0.240
YJL110C	6.053	0.240
YBR207W	4.623	0.240
YGL224C	3.187	0.239
YER110C	5.262	0.239
YGR217W	5.301	0.239
YDL076C	5.996	0.239
YBR228W	5.775	0.239
YMR072W	6.181	0.239
YBR041W	4.810	0.238
YBR059C	4.961	0.238
YBR121C	5.040	0.238
YJL089W	7.468	0.238
YDR179C	4.705	0.238
YOL039W	5.655	0.238
YBR222C	4.514	0.237
YPR164W	5.890	0.237
YBL075C	4.944	0.236
YNL144C	5.851	0.236
YDR372C	3.196	0.236
YFL018C	3.516	0.236
YKL085W	3.538	0.236
YPR032W	5.963	0.236
YGR276C	5.157	0.236
YLR417W	2.789	0.235
YPR119W	4.710	0.235
YHR156C	4.952	0.235
YGL235W	6.364	0.235
YDL181W	4.220	0.235
YFR011C	6.357	0.235
YDR155C	4.075	0.234
YBL032W	5.033	0.234
YLR261C	4.940	0.234
YGR078C	5.014	0.234
YDR518W	4.275	0.233
YDR462W	3.946	0.233
YDL121C	4.245	0.233
YPL018W	4.780	0.233
YGR157W	3.216	0.233
YGL082W	5.332	0.233
YBL037W	4.555	0.232
YCL033C	4.770	0.232
YLR093C	4.922	0.232
YDR438W	5.353	0.231
YIR024C	6.166	0.231
YNL128W	3.922	0.231
YOR039W	5.573	0.231
YOR147W	5.999	0.231
YBR223C	5.749	0.231
YBR281C	4.905	0.231
YNL214W	5.775	0.230
YLR168C	5.123	0.230
YPL194W	4.000	0.780
YNL067W	4.732	0.229
YDR075W	3.563	0.229
YJL185C	6.690	0.229
YGR062C	4.953	0.229
YLR097C	5.301	0.228
YPR066W	5.608	0.228
YDR018C	6.760	0.228
YBR218C	5.446	0.228
YDR194C	4.452	0.227
YBR106W	3.270	0.227
YLR092W	4.415	0.227
YDR093W	5.144	0.227
YCL069W	4.895	0.227
YBR276C	5.323	0.227
YPR173C	5.885	0.227
YMR154C	3.462	0.227
YCL056C	3.911	0.227
YDR010C	4.319	0.227
YDL022W	6.214	0.226
YHR163W	5.740	0.226
YOR258W	5.856	0.226
YPL038W	4.042	0.226
YIR042C	5.572	0.226
YGR117C	5.617	0.226
YLR393W	3.194	0.226
YGR200C	3.785	0.226
YDR156W	4.393	0.225
YDR469W	3.522	0.225
YFR036W	5.336	0.225
YBL096C	3.269	0.225
YBR298C	5.109	0.225
YCL008C	4.014	0.224
YOL101C	5.524	0.224
YDR371W	3.291	0.224
YBL015W	5.386	0.224
YJR011C	2.666	0.223
YKL131W	4.526	0.223
YCL057W	6.563	0.222
YBR226C	6.082	0.222
YGL107C	4.524	0.222
YBR224W	5.715	0.221
YCR008W	5.085	0.221
YOR002W	6.022	0.221
YHR209W	3.734	0.220
YMR083W	6.031	0.220
YER153C	5.091	0.220
YBR052C	5.092	0.220
YOR008C-A	4.237	0.219
YOR071C	5.762	0.219
YLR070C	4.336	0.219
YHR157W	3.945	0.218
YLR084C	5.502	0.218
YBR032W	6.096	0.218
YOR047C	5.516	0.217
YDL023C	6.331	0.217
YDR309C	6.918	0.216
YDR340W	4.605	0.216
YGL007W	3.295	0.216
YNL122C	2.538	0.216
YGL124C	3.505	0.216
YBR214W	3.154	0.215
YNR020C	3.246	0.215
YDL237W	5.812	0.215
YLR288C	4.605	0.215
YDL099W	4.545	0.214
YHR207C	3.848	0.214
YBL069W	4.634	0.214
YDR344C	6.290	0.213
YDR128W	6.582	0.213
YDR069C	5.650	0.213
YDL053C	6.198	0.213
YGR089W	3.924	0.213
YDL236W	4.321	0.213
YJL124C	6.111	0.212
YNL047C	5.788	0.212
YCL045C	5.241	0.212
YBR054W	5.694	0.211
YHR153C	6.365	0.211
YLR199C	4.158	0.211
YDR304C	6.861	0.211
YHR021W-A	6.681	0.211
YGL084C	4.892	0.210
YLL055W	5.714	0.210
YDR476C	4.603	0.210
YLR201C	4.470	0.209
YGR215W	4.870	0.209
YJR079W	6.111	0.209
YKL121W	4.468	0.209
YKL179C	4.478	0.208
YCL036W	4.070	0.208
YNL101W	4.346	0.208
YLR065C	5.886	0.208
YLR374C	4.277	0.208
YLR083C	5.039	0.208
YNL125C	5.760	0.207
YBL043W	2.344	0.207
YPR051W	5.315	0.206
YJL070C	5.870	0.206
YIL057C	6.283	0.206
YFL010W-A	4.448	0.205
YGR165W	2.323	0.205
YDR203W	4.429	0.205
YDR525W	4.747	0.205
YDL059C	5.008	0.205
YLR080W	5.587	0.205
YHR210C	4.961	0.204
YJL051W	5.043	0.204
YLR081W	4.511	0.204
YDR094W	5.820	0.204
YLR054C	4.418	0.203
YJR152W	5.332	0.203
YHR202W	4.704	0.203
YBR255W	3.783	0.203
YCR030C	5.530	0.203
YDL090C	7.060	0.203
YBR291C	4.737	0.202
YDR202C	4.632	0.202
YCL029C	4.839	0.202
YGR052W	4.700	0.202
YOR350C	7.075	0.201
YLR334C	3.739	0.201
YBR015C	4.373	0.201
YBL054W	3.764	0.201
YBL101C	4.771	0.201
YML113W	3.833	0.201
YBR014C	3.881	0.201
YPL005W	4.974	0.200
YIL010W	1.566	2.656
YHL010C	1.743	2.180
YEL057C	2.192	2.052
YPL199C	1.861	1.954
YPL139C	2.202	1.943
YPL207W	2.675	1.704
YGL118C	2.818	1.677
YPL168W	1.954	1.646
YPL154C	2.196	1.600
YIL009W	2.286	1.564
YPL201C	2.844	1.549
YPL133C	1.795	1.533
YPL230W	2.666	1.512
YGR026W	3.369	1.504
YEL063C	2.500	1.474
YGR021W	2.649	1.471
YKL090W	2.970	1.470
YPL167C	2.426	1.467
YPL232W	2.912	1.465
YPL166W	2.692	1.448
YEL052W	3.452	1.443
YPL245W	1.374	1.437
YDR436W	3.303	1.431
YGL170C	3.098	1.394
YPL197C	2.531	1.392
YML084W	2.673	1.376
YDR419W	2.642	1.365
YEL067C	2.106	1.365
YBR195C	2.624	1.353
YML079W	2.868	1.346
YDL188C	3.438	1.344
YDL183C	2.992	1.341
YFR020W	3.199	1.341
YKL093W	3.032	1.340
YPL223C	2.946	1.334
YGR121C	3.574	1.332
YML058C	3.139	1.330
YDR423C	3.410	1.328
YIL158W	2.935	1.320
YDL240W	2.467	1.311
YML108W	2.823	1.310
YHL035C	3.049	1.309
YEL065W	2.954	1.298
YGR016W	2.910	1.291
YIL074C	2.120	1.291
YER072W	3.031	1.291
YIL130W	2.408	1.284
YIL166C	3.113	1.276
YEL056W	3.330	1.247
YML082W	3.068	1.245
YHR009C	3.273	1.244
YER068W	3.151	1.242
YPL163C	3.162	1.242
YDR421W	2.434	1.230
YER069W	2.816	1.228
YIL146C	3.072	1.223
YKL205W	2.707	1.221
YGR019W	3.169	1.221
YDR511W	3.309	1.215
YIL170W	3.391	1.208
YPL192C	4.207	1.205
YDR071C	3.274	1.204
YIL102C	3.208	1.202
YIL167W	3.255	1.200
YBR085W	2.925	1.195
YJR034W	3.315	1.195
YKR017C	3.463	1.181
YPL257W	2.791	1.178
YHL046C	2.742	1.178
YER056C	3.291	1.176
YGR015C	3.358	1.173
YEL048C	3.728	1.172
YHR005C	2.925	1.171
YLR415C	3.793	1.167
YER068C-A	3.311	1.165
YML083C	3.243	1.163
YML059C	2.704	1.157
YKL105C	3.550	1.149
YGL252C	3.723	1.140
YDL171C	3.663	1.139
YIL162W	3.338	1.137
YML080W	3.328	1.136
YKL075C	4.195	1.136
YIL165C	4.324	1.132
YKL072W	3.883	1.130
YER073W	2.868	1.129
YLR421C	4.307	1.126
YDL189W	4.061	1.126
YLR413W	3.694	1.123
YHL045W	3.108	1.119
YEL017W	3.310	1.118
YPL221W	3.688	1.111
YGL096W	3.574	1.111
YML060W	2.876	1.111
YIL007C	2.275	1.110
YPL195W	3.021	1.108
YIR005W	2.474	1.107
YDL186W	3.608	1.099
YLR135W	3.875	1.098
YKR050W	3.843	1.098
YDL169C	3.738	1.098
YGL131C	3.649	1.097
YPL110C	3.542	1.096
YKL086W	3.301	1.096
YDR422C	3.453	1.096
YDR508C	3.968	1.092
YIL168W	3.902	1.086
YML095C	4.589	1.086
YFR015C	3.933	1.085
YLR319C	3.893	1.084
YGR118W	4.100	1.084
YIL060W	3.896	1.081
YKL102C	3.374	1.081
YPL229W	3.335	1.075
YLR335W	4.324	1.068
YML055W	3.181	1.067
YDL179W	3.614	1.065
YPL111W	3.557	1.064
YHL036W	2.890	1.063
YIL093C	5.555	1.063
YDR514C	3.046	1.061
YGL060W	3.427	1.059
YHR115C	3.302	1.059
YDL168W	2.880	1.059
YGR111W	4.520	1.058
YPL240C	2.528	1.057
YEL068C	3.130	1.055
YGR182C	3.443	1.054
YDL106C	3.865	1.053
YKR055W	3.481	1.052
YLR345W	3.783	1.051
YFR014C	3.920	1.051
YML070W	4.105	1.050
YIL149C	3.152	1.046
YFR007W	3.537	1.046
YEL071W	4.367	1.045
YLR246W	4.097	1.042
YPL116W	4.595	1.040
YPL152W	3.885	1.039
YEL038W	3.158	1.039
YIL054W	4.055	1.036
YEL066W	3.196	1.033
YGR143W	2.824	1.032
YDR534C	4.348	1.031
YGR069W	2.398	1.031
YKR042W	4.457	1.031
YIL163C	3.842	1.027
YGL176C	3.155	1.022
YHR139C	4.111	1.022
YPL248C	3.633	1.019
YER059W	4.151	1.015
YNR034W	4.714	1.015
YPL198W	3.069	1.014
YKL051W	3.390	1.012
YGR130C	4.269	1.011
YGR067C	3.108	1.010
YER066C-A	4.259	1.009
YLR416C	4.565	1.008
YKL096W	3.694	1.005
YDR428C	4.129	1.003
YFR006W	3.746	1.002
YNR032W	4.404	1.002
YFR022W	4.282	1.001
YGR122W	3.781	1.000
YDR509W	4.192	0.998
YLR392C	3.708	0.998
YCR023C	3.702	0.997
YEL005C	4.356	0.995
YER131W	4.444	0.994
YEL072W	1.721	0.994
YHL002W	4.286	0.993
YLR306W	4.138	0.992
YDL154W	4.954	0.990
YFR023W	3.767	0.990
YEL017C-A	3.630	0.988
YLR134W	4.989	0.987
YKL183W	3.035	0.987
YKR026C	3.788	0.984
YGR208W	4.168	0.983
YGR124W	3.254	0.982
YHR125W	3.727	0.981
YLR130C	3.767	0.981
YLR408C	4.050	0.980
YPL138C	3.233	0.978
YGR131W	3.689	0.978
YEL064C	3.867	0.977
YIL099W	2.970	0.974
YKR049C	4.497	0.973
YNR009W	4.552	0.973
YLR278C	4.532	0.972
YGL090W	3.857	0.968
YNR045W	4.779	0.966
YGR206W	3.981	0.966
YKR065C	4.381	0.964
YER040W	3.751	0.964
YBR114W	4.588	0.963
YGL036W	3.792	0.962
YHR022C	2.840	0.962
YHR131C	4.009	0.961
YLR394W	2.730	0.959
YNR060W	5.024	0.955
YNR067C	4.809	0.954
YGL117W	4.583	0.953
YGR017W	4.241	0.953
YEL053C	2.855	0.953
YER004W	3.610	0.952
YKR043C	4.272	0.951
YPL208W	4.015	0.951
YLR390W	3.494	0.950
YKR058W	4.561	0.949
YKR015C	4.039	0.948
YJR044C	4.140	0.948
YKR012C	3.281	0.948
YIL088C	4.625	0.947
YPL164C	4.201	0.946
YOR197W	5.123	0.946
YLR299W	5.051	0.946
YOR364W	3.466	0.945
YHL043W	3.604	0.945
YKL162C	3.382	0.945
YDL178W	4.041	0.944
YMR103C	4.620	0.943
YER075C	3.435	0.942
YER173W	4.747	0.941
YNR065C	5.038	0.941
YGR023W	3.492	0.940
YKL084W	4.276	0.940
YER187W	5.391	0.938
YML054C	4.045	0.936
YKL198C	4.601	0.894
YGR144W	3.931	0.936
YKR032W	4.355	0.935
YFR017C	4.577	0.935
YML120C	3.971	0.935
YBR188C	4.368	0.934
YLR250W	3.783	0.934
YPL120W	3.723	0.932
YNR042W	5.012	0.932
YLR389C	3.965	0.931
YDR431W	3.872	0.931
YKR003W	3.331	0.931
YCL035C	3.785	0.929
YOR173W	4.563	0.928
YLR312C	4.538	0.928
YDR400W	3.998	0.928
YNR064C	5.144	0.928
YPL147W	3.619	0.928
YMR194C-A	4.846	0.928
YNL040W	4.088	0.926
YLR445W	4.970	0.926
YKL164C	2.509	0.925
YOR155C	4.522	0.925
YPL113C	3.827	0.924
YGR035C	4.686	0.924
YEL054C	3.500	0.923
YHR126C	4.341	0.923
YFR008W	4.439	0.922
YGR003W	3.754	0.922
YER067C-A	2.653	0.921
YNR062C	5.154	0.918
YNL021W	4.152	0.916
YMR048W	5.188	0.915
YJR149W	4.559	0.914
YLR303W	5.215	0.914
YPL253C	2.790	0.913
YDL187C	4.580	0.913
YER057C	4.170	0.913
YEL015W	3.557	0.913
YLR309C	4.354	0.913
