ORF	hom | growth (relative abundance in pooled culture) | synthetic must, Phase I [10 generations] | Novo M~Gonzalez R, 2013	hom | growth (relative abundance in pooled culture) | synthetic must, Phase II [10 generations] | Novo M~Gonzalez R, 2013	het | growth (relative abundance in pooled culture) | synthetic must, Phase I [10 generations] | Novo M~Gonzalez R, 2013	het | growth (relative abundance in pooled culture) | synthetic must, Phase II [10 generations] | Novo M~Gonzalez R, 2013
YNL020C	-0.071	-2.653	1.243	2.309
YNL021W	0.076	0.828	0.046	1.148
YNL022C	0.038	0.275	-0.205	2.314
YNL023C	-0.224	-0.334	-0.542	-0.052
YNL024C	-0.290	-0.142	0.272	1.416
YNL024C-A	0.038	0.200	-0.579	0.169
YNL025C	1.957	0.239	-0.434	1.399
YNL026W	NaN	NaN	-0.413	1.520
YNL027W	0.683	-1.683	-1.480	0.621
YNL028W	-0.128	-0.057	0.968	1.619
YNL029C	-0.068	0.183	-0.358	2.354
YNL030W	-0.081	0.461	0.142	1.665
YNL031C	0.059	-0.739	0.741	1.539
YNL032W	0.032	0.876	0.150	0.342
YNL034W	-0.113	-1.683	0.124	1.333
YNL035C	-0.293	-0.376	0.113	1.273
YNL036W	0.005	0.040	-0.704	0.352
YNL037C	0.007	0.194	-0.600	1.366
YNL038W	NaN	NaN	-0.851	1.813
YNL039W	NaN	NaN	-0.006	0.748
YNL040W	-0.338	0.582	0.456	1.206
YNL041C	1.618	0.238	0.587	0.732
YNL042W	-0.005	0.181	0.612	1.121
YNL042W-B	0.138	-0.025	-1.075	-0.003
YNL043C	-0.131	-0.634	0.888	2.112
YNL044W	-0.034	0.351	-0.403	1.278
YNL045W	-0.227	0.201	0.536	1.356
YNL046W	0.026	-0.494	-1.573	-0.601
YNL047C	0.248	0.803	-0.232	0.420
YNL049C	-0.286	-0.861	-0.711	0.992
YNL050C	0.071	0.105	0.161	1.115
YNL051W	-0.048	0.354	-0.001	0.095
YNL052W	-0.302	-0.103	0.254	1.625
YNL053W	0.778	-0.898	0.400	1.786
YNL054W	1.556	1.398	0.508	1.606
YNL055C	0.740	1.617	-0.267	-0.005
YNL056W	0.282	0.546	0.797	1.448
YNL057W	0.030	-1.230	0.360	0.806
YNL058C	-0.315	-1.366	-0.299	0.988
YNL059C	0.348	0.709	-0.021	1.362
YNL061W	NaN	NaN	0.033	1.262
YNL062C	NaN	NaN	0.322	-0.134
YNL063W	-0.251	-0.465	0.698	1.032
YNL064C	-0.101	0.468	0.370	0.706
YNL065W	-2.397	-0.328	-0.862	0.421
YNL066W	0.706	-0.495	0.078	0.621
YNL067W	-0.042	0.360	0.505	1.212
YNL067W-A	0.246	0.852	-0.127	0.340
YNL068C	-0.385	-0.671	0.472	0.015
YNL069C	-0.230	0.548	0.374	0.424
YNL070W	2.055	1.846	0.247	2.354
YNL071W	-0.826	1.730	-0.375	1.274
YNL072W	-0.918	-1.432	0.025	1.389
YNL073W	0.169	0.849	0.293	0.776
YNL074C	-0.403	0.970	0.041	1.029
YNL075W	NaN	NaN	-0.201	1.338
YNL076W	-0.973	-0.890	0.506	1.863
YNL077W	1.090	-1.806	0.219	1.999
YNL078W	0.332	0.104	-0.079	1.865
YNL079C	0.067	1.274	0.326	2.374
YNL080C	0.165	1.646	0.643	2.030
YNL081C	-0.046	0.611	-0.972	1.010
YNL082W	1.318	0.730	0.323	0.979
YNL083W	0.063	0.155	0.315	0.349
YNL084C	1.193	0.421	-0.043	0.996
YNL085W	0.024	-0.088	0.152	0.994
YNL086W	0.029	0.096	-0.253	-0.222
YNL087W	0.067	-0.924	0.611	0.994
YNL088W	NaN	NaN	0.414	1.991
YNL089C	0.113	1.132	-0.198	0.395
YNL090W	-0.622	-0.564	0.228	1.142
YNL091W	-0.167	0.854	0.380	0.744
YNL092W	-0.229	-0.928	0.127	0.169
YNL093W	-0.571	-0.882	1.412	2.246
YNL094W	1.335	-0.375	0.307	1.187
YNL095C	-0.220	-0.291	0.102	1.440
YNL096C	0.156	-0.384	0.616	-0.401
YNL097C	0.230	1.000	1.656	1.653
YNL097C-B	-0.355	0.232	-0.204	0.344
YNL098C	1.936	-1.274	-0.101	1.298
YNL099C	2.207	3.560	0.062	1.229
YNL100W	0.016	-1.010	0.748	0.537
YNL101W	0.265	-0.400	-0.406	0.799
YNL102W	NaN	NaN	-0.176	0.919
YNL103W	NaN	NaN	0.030	1.274
YNL104C	0.129	-1.505	-0.780	1.334
YNL105W	-0.592	-1.218	-1.252	1.215
YNL106C	-0.484	-1.363	0.228	0.830
YNL107W	0.056	1.223	0.375	1.350
YNL108C	-0.024	-0.239	0.342	1.005
YNL109W	-0.521	0.080	0.144	-0.634
YNL110C	NaN	NaN	1.203	0.997
YNL111C	0.934	0.663	0.520	1.514
YNL112W	NaN	NaN	-0.080	0.715
YNL113W	NaN	NaN	0.266	1.711
YNL114C	NaN	NaN	0.531	1.201
YNL115C	1.462	-0.672	-0.402	1.510
YNL116W	-0.036	0.493	-0.359	-0.265
YNL117W	-0.201	-0.324	-0.428	0.300
YNL118C	NaN	NaN	0.444	1.932
YNL119W	-0.056	-1.551	0.114	2.288
YNL120C	0.772	-0.461	0.310	1.478
YNL121C	-0.159	1.093	0.328	1.262
YNL122C	-0.008	-0.137	0.253	1.763
YNL123W	0.096	-0.038	1.014	3.748
YNL124W	NaN	NaN	0.064	1.606
YNL125C	-0.100	0.749	0.294	1.814
YNL126W	NaN	NaN	2.832	2.921
YNL127W	0.325	1.205	0.639	1.998
YNL128W	0.098	-0.043	0.166	-0.132
YNL129W	0.112	-0.847	-1.053	0.002
YNL130C	0.499	-0.066	-0.383	1.118
YNL130C-A	-0.146	0.261	0.856	0.215
YNL131W	NaN	NaN	-1.182	1.517
YNL132W	NaN	NaN	0.518	2.787
YNL133C	-0.123	0.529	0.232	0.825
YNL134C	-0.230	-0.433	-0.204	1.848
YNL135C	0.826	-0.501	0.360	0.339
YNL136W	0.038	1.097	0.029	1.522
YNL137C	NaN	NaN	1.050	1.484
YNL138W	-0.186	1.322	-0.528	0.772
YNL138W-A	0.016	0.559	-1.304	-0.321
YNL139C	0.004	-0.053	-0.041	0.383
YNL140C	-0.550	0.187	0.560	1.191
YNL141W	-0.077	-0.233	0.226	0.648
YNL142W	-0.302	0.080	-0.126	1.036
YNL143C	-0.243	0.007	0.114	0.159
YNL144C	0.020	-0.432	0.362	1.407
YNL145W	-0.069	-0.335	-0.069	0.974
YNL146C-A	-0.274	-1.383	0.082	0.317
YNL146W	-0.092	0.090	0.031	0.564
YNL147W	-0.535	1.794	0.235	1.312
YNL148C	-0.568	-0.495	-0.491	-1.996
YNL149C	NaN	NaN	0.154	-0.700
YNL150W	NaN	NaN	-0.777	-0.879
YNL151C	NaN	NaN	0.452	-0.480
YNL152W	NaN	NaN	-0.193	-0.441
YNL153C	-0.049	0.688	-0.291	0.937
YNL154C	-0.387	-0.374	-0.789	-0.408
YNL155W	-0.568	-1.032	0.288	0.461
YNL156C	0.093	0.390	-0.206	-0.858
YNL157W	0.490	0.292	0.205	0.295
YNL158W	NaN	NaN	0.110	0.942
YNL159C	-0.133	-0.686	0.041	-0.602
YNL160W	-0.299	0.166	0.107	0.853
YNL161W	NaN	NaN	-0.981	0.301
YNL162W	NaN	NaN	-0.157	-0.312
YNL162W-A	-0.831	-0.761	-0.408	-0.652
YNL163C	NaN	NaN	-0.080	-0.465
YNL164C	0.037	0.067	-0.210	0.697
YNL165W	0.199	0.478	-0.223	0.718
YNL166C	0.028	0.416	3.431	1.871
YNL167C	-0.093	0.584	-0.318	-0.344
YNL168C	-0.266	-0.530	-0.319	-0.959
YNL169C	-0.004	0.096	1.184	0.930
YNL170W	-0.082	3.106	-0.047	-0.530
YNL171C	0.103	0.419	-0.118	-0.065
YNL172W	NaN	NaN	-0.490	0.333
YNL173C	-0.150	-0.755	-0.096	-0.478
YNL175C	0.955	-0.757	-0.250	-0.257
YNL176C	-0.330	-0.634	-0.548	-1.740
YNL177C	0.019	-0.060	-0.176	0.017
YNL178W	NaN	NaN	-0.031	-0.011
YNL179C	0.355	-3.102	-1.686	-0.148
YNL180C	-0.065	0.371	-1.618	-0.677
YNL181W	NaN	NaN	-0.353	-1.343
YNL182C	NaN	NaN	-0.353	-0.094
YNL183C	1.283	0.401	-0.231	-0.254
YNL184C	-0.107	0.973	0.006	1.045
YNL185C	0.187	0.299	0.651	2.198
YNL187W	0.060	-0.460	-0.056	0.575
YNL188W	NaN	NaN	0.091	-0.106
YNL189W	NaN	NaN	-2.314	-0.036
YNL190W	-0.671	-0.127	-0.455	-0.947
YNL191W	-0.136	-0.019	-0.587	-0.833
YNL192W	0.412	0.560	-0.296	1.255
YNL193W	-0.136	-0.263	-0.187	0.034
YNL194C	-0.362	-0.544	-0.263	-0.221
YNL195C	-0.274	-2.115	-0.146	-0.253
YNL196C	1.475	-0.529	0.339	1.147
YNL197C	0.582	-1.194	1.324	0.384
YNL198C	-3.467	-1.648	-0.613	1.910
YNL199C	-1.375	0.642	-0.620	1.499
YNL200C	-0.382	-0.495	0.151	0.991
YNL201C	0.079	-1.809	0.286	1.608
YNL202W	-0.426	-0.421	0.841	-0.503
YNL203C	1.093	-0.031	-0.214	-0.643
YNL204C	1.328	-0.889	-0.296	-0.802
YNL205C	1.469	-1.174	-0.559	1.193
YNL206C	-2.193	-0.429	-0.221	1.483
YNL207W	NaN	NaN	0.095	0.763
YNL208W	0.024	0.155	0.181	-0.158
YNL209W	0.146	0.036	-0.027	0.120
YNL210W	0.004	0.017	-0.509	-2.516
YNL211C	1.337	-0.958	-0.190	0.385
YNL212W	0.006	-0.277	-0.944	0.035
YNL213C	0.347	0.314	-0.168	-0.973
YNL214W	0.622	-0.001	0.249	0.361
YNL215W	-0.983	0.364	-0.507	-0.342
YNL216W	NaN	NaN	0.019	-0.607
YNL217W	-0.094	-0.637	-0.287	1.000
YNL218W	-0.007	0.404	-0.043	2.013
YNL219C	0.577	0.338	0.237	1.098
YNL220W	0.072	0.400	-0.364	-0.344
YNL221C	NaN	NaN	1.004	1.766
YNL222W	NaN	NaN	0.035	1.498
YNL223W	-0.055	-0.171	0.325	0.601
YNL224C	0.987	0.012	0.261	0.819
YNL225C	0.008	2.093	-1.020	-0.198
YNL226W	-0.399	3.141	-0.999	0.991
YNL227C	-0.984	0.599	0.363	-0.541
YNL228W	-0.617	1.826	0.230	-0.047
YNL229C	-0.707	3.689	-1.310	1.104
YNL230C	0.748	0.739	-0.221	0.533
YNL231C	0.353	-0.192	-0.198	-0.107
YNL232W	NaN	NaN	-0.097	-0.444
YNL233W	0.450	0.119	-0.344	0.513
YNL234W	0.013	0.563	0.242	0.430
YNL235C	-0.710	-0.593	-0.066	-0.072
YNL236W	0.351	-0.639	0.175	-0.082
YNL237W	-0.234	-0.982	0.923	0.597
YNL238W	0.058	-0.350	-0.108	-0.278
YNL239W	-0.513	0.082	-0.003	-0.345
YNL240C	NaN	NaN	0.259	-0.793
YNL241C	0.032	0.203	0.185	0.388
YNL242W	-0.151	-0.535	-0.103	-0.811
YNL243W	0.175	0.150	0.207	0.371
YNL244C	NaN	NaN	0.300	-0.010
YNL245C	NaN	NaN	-0.715	-0.570
YNL246W	0.566	-0.424	-0.114	0.930
YNL247W	NaN	NaN	-0.295	-0.753
YNL248C	-1.237	2.267	0.055	-0.702
YNL249C	-0.145	-1.409	-0.221	1.666
YNL250W	-0.506	1.442	-0.209	0.675
YNL251C	NaN	NaN	-0.325	2.620
YNL252C	1.113	1.935	0.263	0.392
YNL253W	0.041	0.056	-0.237	-2.545
YNL254C	0.022	-0.104	0.046	-0.081
YNL255C	-0.507	0.119	-0.228	0.216
YNL256W	NaN	NaN	-0.661	0.599
YNL257C	0.196	-0.174	-0.142	1.728
YNL258C	NaN	NaN	-0.281	0.373
YNL259C	-0.362	-0.755	-0.201	0.026
YNL260C	NaN	NaN	-0.672	0.705
YNL261W	NaN	NaN	-0.513	0.506
YNL262W	NaN	NaN	-0.116	0.785
YNL263C	NaN	NaN	-0.405	0.425
YNL264C	0.448	0.548	-0.021	-0.350
YNL265C	0.021	-0.470	-0.219	-0.476
YNL266W	0.053	-0.644	-0.127	0.710
YNL267W	NaN	NaN	0.444	0.523
YNL268W	0.199	0.520	-0.158	0.412
YNL269W	-0.258	-0.391	-0.272	-0.253
YNL270C	0.201	-0.118	-0.205	-1.298
YNL271C	1.887	1.207	-0.121	0.110
YNL272C	NaN	NaN	-0.307	-1.194
YNL273W	-0.151	0.021	0.001	0.591
YNL274C	-0.123	-1.199	-0.249	0.080
YNL275W	-0.129	0.320	-0.392	0.436
YNL276C	-0.046	0.365	0.078	0.985
YNL277W	0.170	0.223	-0.282	0.186
YNL277W-A	0.181	0.239	-0.232	0.374
YNL278W	0.272	0.082	0.116	-0.113
YNL279W	-0.391	-0.509	-0.283	0.799
YNL280C	-0.034	1.081	-0.463	-1.335
YNL281W	0.081	-0.200	0.031	-0.638
YNL282W	NaN	NaN	0.007	0.179
YNL283C	-0.445	-1.696	0.113	-0.229
YNL284C	0.192	0.089	-0.269	-0.650
YNL285W	0.205	-0.169	-0.164	1.072
YNL286W	-0.074	-0.704	-0.143	-2.121
YNL287W	NaN	NaN	0.573	0.789
YNL288W	0.154	-0.926	0.303	0.233
YNL289W	0.399	-0.250	-0.138	1.053
YNL290W	NaN	NaN	-0.121	-0.257
YNL291C	-0.452	-0.906	-0.125	0.483
YNL292W	-0.397	-0.290	-0.369	0.544
YNL293W	-0.014	-0.329	-0.321	0.181
YNL294C	0.477	0.757	-0.166	0.536
YNL295W	-0.240	-0.547	-0.013	-0.027
YNL296W	-0.112	1.769	-0.075	-0.953
YNL297C	-0.019	2.158	-0.024	-1.767
YNL298W	0.070	0.182	-0.223	-0.331
YNL299W	0.219	-0.557	0.171	-0.349
YNL300W	0.734	0.703	1.041	1.221
YNL301C	-0.091	-0.309	-0.092	-0.698
YNL302C	0.006	0.083	0.148	1.238
YNL303W	-0.100	0.010	-0.200	0.555
YNL304W	-0.116	0.248	-0.130	-0.257
YNL305C	-0.082	-0.121	0.014	0.145
YNL306W	NaN	NaN	0.096	-0.145
YNL307C	-0.291	0.451	-0.362	0.626
YNL308C	NaN	NaN	0.313	0.678
YNL309W	1.770	0.426	0.626	-0.195
YNL310C	NaN	NaN	0.075	-0.192
YNL311C	-0.212	-1.697	-0.339	-2.039
YNL312W	NaN	NaN	0.032	-0.336
YNL313C	NaN	NaN	-0.228	-2.012
YNL314W	0.070	0.266	0.213	1.000
YNL315C	0.073	2.924	-0.421	0.403
YNL316C	0.017	-1.003	0.092	-1.091
YNL317W	NaN	NaN	-0.479	1.061
YNL318C	-0.058	-0.744	-0.215	0.269
YNL319W	-0.596	-1.453	-0.220	0.058
YNL320W	0.680	0.990	-0.402	0.196
YNL321W	-0.292	-0.530	-0.194	-1.714
YNL322C	2.377	1.515	-0.301	-1.807
YNL323W	0.468	0.916	-0.162	1.126
YNL324W	1.033	0.482	-0.059	-0.672
YNL325C	0.287	0.837	-0.065	-0.976
YNL326C	-0.823	-0.182	0.911	1.397
YNL327W	0.105	0.025	-0.528	-0.724
YNL328C	0.432	0.459	0.128	0.153
YNL329C	0.579	-0.699	-0.551	-0.508
YNL330C	-0.009	0.260	0.685	0.457
YNL331C	0.187	0.705	0.713	1.165
YNL332W	-0.072	-0.301	0.002	0.408
YNL333W	-0.107	-0.570	-0.000	-2.858
YNL334C	0.224	-0.060	0.237	1.599
YNL335W	-0.139	-0.588	-0.087	-0.763
YNL336W	-0.058	-0.575	0.108	0.598
YNL338W	-0.086	-0.183	0.041	-0.764
YNL339C	-0.136	-0.705	-0.056	-0.289
YNR001C	-0.267	-0.544	0.091	1.257
YNR002C	0.132	-1.103	-0.094	1.025
YNR003C	NaN	NaN	-0.129	1.609
YNR004W	0.966	0.553	0.174	1.155
YNR005C	-0.284	0.107	-0.562	0.572
YNR006W	1.760	-0.607	-0.148	2.079
YNR007C	-0.435	-1.161	0.239	1.405
YNR008W	-0.232	-0.357	0.019	0.890
YNR009W	-0.676	-0.828	0.165	1.974
YNR010W	0.472	0.781	0.155	1.015
YNR011C	NaN	NaN	-0.009	1.630
YNR012W	-1.530	0.081	-0.452	0.069
YNR013C	0.586	0.519	-0.286	1.139
YNR014W	-0.046	-0.718	0.053	-0.245
YNR015W	-0.809	-0.552	-0.914	0.411
YNR016C	NaN	NaN	-0.132	1.343
YNR017W	NaN	NaN	0.457	1.177
YNR018W	-0.517	-0.717	-0.177	-0.271
YNR019W	0.084	0.015	0.529	0.922
YNR020C	0.722	2.245	0.190	1.159
YNR021W	0.062	0.050	0.785	1.402
YNR022C	0.060	0.104	-0.316	0.932
YNR023W	0.216	0.390	-0.164	0.610
YNR024W	-1.014	-1.097	0.232	1.365
YNR025C	-0.781	-0.887	1.357	1.727
YNR026C	NaN	NaN	0.750	1.299
YNR027W	-0.247	-1.404	0.283	1.409
YNR028W	-0.291	-0.689	-0.254	1.320
YNR029C	-0.134	-0.380	-0.842	1.349
YNR030W	0.596	0.335	0.471	0.314
YNR031C	0.946	0.694	0.727	1.857
YNR032C-A	0.063	-1.474	0.088	1.814
YNR032W	0.666	1.054	0.240	1.386
YNR033W	-0.022	0.395	-0.047	0.462
YNR034W	-0.185	0.967	1.057	2.056
YNR034W-A	0.064	0.481	0.020	0.477
YNR035C	NaN	NaN	0.231	0.988
YNR036C	0.232	0.568	0.282	1.538
YNR037C	0.496	0.294	1.580	2.181
YNR038W	NaN	NaN	-1.236	1.156
YNR039C	-0.441	-0.800	0.267	1.666
YNR040W	-0.643	-0.579	0.409	3.316
YNR041C	0.208	0.427	-0.064	0.086
YNR042W	-0.053	0.202	0.010	1.628
YNR043W	NaN	NaN	-0.008	1.108
YNR044W	-0.090	-0.131	2.883	-2.962
YNR045W	0.084	0.118	1.083	1.771
YNR046W	NaN	NaN	-0.441	-0.185
YNR047W	-0.041	0.273	-0.474	0.071
YNR048W	0.115	1.811	0.056	1.148
YNR049C	0.012	0.900	0.237	0.503
YNR050C	-1.245	-0.153	-0.006	0.237
YNR051C	2.766	-1.032	0.368	1.527
YNR052C	-0.183	0.705	-0.171	0.503
YNR053C	NaN	NaN	0.368	1.023
YNR054C	NaN	NaN	0.044	0.098
YNR055C	-0.090	0.907	0.843	2.000
YNR056C	0.093	-1.139	0.512	0.224
YNR057C	-0.075	-0.364	-0.097	0.188
YNR058W	0.026	0.537	0.629	1.246
YNR059W	-0.314	-0.536	0.219	0.842
YNR060W	-0.703	0.278	-1.389	2.986
YNR061C	-0.183	-1.104	-0.097	-0.094
YNR062C	-0.122	-0.311	0.201	0.714
YNR063W	-0.007	-0.869	0.326	0.257
YNR064C	-0.183	-1.096	0.141	-0.933
YNR065C	-0.122	-0.867	0.032	-0.348
YNR066C	-0.230	-0.617	0.666	0.532
YNR067C	0.152	-0.458	0.285	1.587
YNR068C	0.344	0.466	0.204	0.481
YNR069C	0.617	0.528	0.357	0.591
YNR070W	-0.314	-0.379	-0.111	0.388
YNR071C	-1.127	-0.572	-0.350	0.461
YNR072W	0.175	0.161	0.047	0.505
YNR073C	-0.332	-0.215	0.406	0.027
YNR074C	-0.444	-0.165	0.163	1.027
YNR075W	-0.257	0.011	-0.132	0.711
YOL001W	1.062	2.960	0.110	2.311
YOL002C	1.420	0.565	-0.953	-0.441
YOL003C	1.204	-0.614	-0.216	-0.432
YOL004W	0.354	0.685	0.129	1.004
YOL005C	NaN	NaN	-0.927	-1.226
YOL006C	-0.971	-0.490	0.214	0.120
YOL007C	0.276	-0.127	0.178	0.184
YOL008W	-0.242	-0.067	-0.561	0.423
YOL009C	-0.008	2.882	-0.330	-1.936
YOL010W	NaN	NaN	0.117	-0.056
YOL011W	-0.060	-0.173	-0.204	-1.765
YOL012C	0.473	2.635	0.214	-0.346
YOL013C	0.181	0.724	-0.034	0.054
YOL013W-A	-0.052	-0.648	0.557	0.053
YOL013W-B	-0.036	-0.525	0.031	0.894
YOL014W	-0.341	-0.116	0.257	-0.148
YOL015W	-0.083	-0.276	0.046	-0.231
YOL016C	-0.237	-0.826	0.128	0.966
YOL017W	-0.308	-1.229	0.013	-2.520
YOL018C	0.639	1.106	-0.303	1.120
YOL019W	0.003	-0.828	2.893	2.217
YOL019W-A	-0.215	0.721	0.082	-0.001
YOL020W	-0.259	-0.508	-0.515	0.379
YOL021C	NaN	NaN	-0.822	1.097
YOL022C	NaN	NaN	0.070	-0.049
YOL023W	0.211	0.982	-0.350	0.152
YOL024W	-0.375	-1.047	-0.620	-0.194
YOL025W	-0.074	-0.490	-0.208	-0.110
YOL026C	NaN	NaN	-0.072	0.922
YOL027C	-0.120	0.496	0.259	0.113
YOL028C	-0.308	-0.096	-0.379	0.350
YOL029C	-0.399	-0.976	0.076	0.180
YOL030W	-0.052	0.395	-0.078	-1.470
YOL031C	-0.207	-0.460	0.239	-0.039
YOL032W	-0.078	-1.126	-0.270	0.655
YOL033W	0.194	0.946	-0.336	-0.577
YOL034W	NaN	NaN	0.190	0.349
YOL035C	-0.359	-1.260	-0.200	-1.331
YOL036W	-0.251	-1.482	-0.493	-1.021
YOL037C	-0.070	0.012	0.222	0.388
YOL038C-A	-0.500	-0.478	0.389	-0.874
YOL038W	NaN	NaN	1.305	1.129
YOL039W	-0.412	-0.869	-0.571	-1.774
YOL040C	NaN	NaN	-0.168	0.639
YOL041C	-0.796	1.106	-0.482	-0.576
YOL042W	-0.121	-0.673	0.045	-0.730
YOL043C	-0.220	-1.182	-0.225	-0.055
YOL044W	1.413	0.630	-0.374	-1.494
YOL045W	-0.882	-1.749	-0.416	0.045
YOL046C	-0.744	-2.856	0.013	-0.686
YOL047C	-0.389	-0.356	0.061	-0.144
YOL048C	-0.037	0.002	-0.260	0.133
YOL049W	0.334	-0.569	0.017	-1.272
YOL050C	-1.120	0.947	0.670	0.011
YOL051W	0.183	0.979	0.477	-0.373
YOL052C	-0.145	-0.482	0.358	-0.090
YOL052C-A	-0.356	-1.182	0.397	-0.132
YOL053W	-0.107	-0.961	0.067	-0.095
YOL054W	0.119	-1.465	-0.455	-2.917
YOL055C	-0.168	0.016	-0.256	0.892
YOL056W	0.080	0.773	-0.441	1.090
YOL057W	-0.767	-0.786	-0.801	0.332
YOL058W	0.082	-1.140	-0.529	-0.500
YOL059W	-1.364	-0.374	-0.047	-0.028
YOL060C	0.576	-0.795	-0.141	0.523
YOL061W	0.571	0.227	0.193	-0.192
YOL062C	-0.036	-0.497	-0.379	-1.136
YOL063C	-0.207	-1.338	-0.126	-1.212
YOL064C	-0.872	-0.499	0.176	0.792
YOL065C	-0.614	-0.738	-1.551	1.999
YOL066C	NaN	NaN	-0.655	-1.812
YOL067C	0.282	-0.634	0.234	-0.755
YOL068C	0.692	-0.065	-0.293	0.663
YOL069W	NaN	NaN	-0.590	-0.629
YOL070C	-0.189	-0.237	-0.178	0.290
YOL071W	-0.538	0.131	-0.340	-0.030
YOL072W	-0.015	1.087	-0.167	1.557
YOL073C	-0.441	0.152	-0.121	0.292
YOL075C	-0.897	-0.999	-0.165	1.097
YOL076W	0.328	0.704	-0.151	-0.888
YOL077C	NaN	NaN	0.634	1.066
YOL077W-A	-0.526	-0.959	-0.550	0.718
YOL078W	NaN	NaN	-0.383	-1.402
YOL079W	-0.122	0.205	-0.248	0.524
YOL080C	-0.250	-0.688	-0.023	-0.276
YOL081W	1.646	3.221	0.665	1.887
YOL082W	0.095	0.126	0.036	-0.603
YOL083W	-0.695	-0.326	-0.524	0.388
YOL084W	-0.188	0.106	-0.188	-0.291
YOL085C	-0.258	-0.470	-0.247	-0.590
YOL086C	-0.036	-0.067	0.097	0.709
YOL086W-A	-0.019	0.786	-0.265	-0.616
YOL087C	-0.001	1.850	0.382	1.302
YOL088C	1.066	0.996	-0.267	0.686
YOL089C	-0.610	0.144	-2.178	-0.227
YOL090W	0.491	-0.296	3.427	1.984
YOL091W	-0.030	-0.498	-0.262	0.582
YOL092W	-0.177	-0.303	0.080	0.536
YOL093W	0.390	0.105	-0.080	0.675
YOL094C	NaN	NaN	-0.206	0.805
YOL095C	-1.903	1.137	-0.801	-3.515
YOL096C	0.145	0.558	0.004	0.265
YOL097C	NaN	NaN	0.379	-1.040
YOL097W-A	-0.616	-0.205	-0.706	1.803
YOL098C	-0.592	-1.544	0.400	1.120
YOL099C	0.327	-1.335	-0.283	-0.173
YOL100W	-0.546	-0.500	-0.430	-0.288
YOL101C	0.236	0.023	0.374	0.436
YOL102C	NaN	NaN	-0.296	0.988
YOL103W	-0.077	0.042	-0.356	0.780
YOL104C	0.477	0.618	-0.201	1.360
YOL105C	-0.358	-0.304	2.309	2.864
YOL106W	-0.008	-0.927	-0.522	-0.430
YOL107W	-0.288	-0.349	-0.413	1.436
YOL108C	-4.485	-1.122	-1.295	0.641
YOL109W	-0.486	-0.179	-0.088	0.208
YOL110W	-0.581	-0.076	0.017	0.267
YOL111C	0.413	0.293	-0.665	0.368
YOL112W	-0.077	-0.166	0.181	0.608
YOL113W	0.004	0.007	-0.771	-1.247
YOL114C	0.091	0.396	0.129	0.292
YOL115W	0.061	1.254	0.139	0.500
YOL116W	-1.023	-0.799	-0.058	0.830
YOL117W	-0.161	-0.609	-0.734	0.183
YOL118C	-0.196	-0.029	-0.019	0.921
YOL119C	-0.029	-0.652	-0.365	0.855
YOL120C	NaN	NaN	-0.979	1.564
YOL121C	1.343	-0.551	-0.014	-0.430
YOL122C	-0.300	-0.584	-0.471	-0.410
YOL123W	NaN	NaN	-0.362	-1.168
YOL124C	-0.144	-0.039	-0.776	0.780
YOL125W	-0.003	-0.597	0.766	2.236
YOL126C	-0.180	-0.465	-0.527	1.145
YOL127W	NaN	NaN	-1.406	0.575
YOL128C	-0.097	-0.325	-0.125	0.318
YOL129W	0.159	-2.637	-0.097	1.151
YOL130W	NaN	NaN	-0.023	-0.786
YOL131W	0.004	-0.310	-0.315	-0.478
YOL132W	-0.300	-0.675	-0.570	-1.234
YOL133W	NaN	NaN	0.245	0.736
YOL134C	NaN	NaN	0.530	1.331
YOL135C	NaN	NaN	0.508	0.799
YOL136C	-0.263	-0.544	0.928	0.670
YOL137W	-0.142	-0.485	-0.376	0.219
YOL138C	-1.806	0.153	-0.028	-0.136
YOL139C	NaN	NaN	0.053	0.660
YOL140W	-0.196	-1.042	-0.237	0.776
YOL141W	-0.111	0.006	0.272	0.966
YOL142W	0.113	0.552	-0.858	1.860
YOL143C	0.517	1.106	-0.447	1.206
YOL144W	NaN	NaN	0.344	-0.987
YOL145C	-0.076	0.301	2.384	0.926
YOL146W	NaN	NaN	0.143	2.266
YOL147C	-0.255	1.022	0.208	-0.224
YOL148C	0.008	0.216	0.051	0.735
YOL149W	NaN	NaN	0.173	-1.252
YOL150C	-0.194	0.203	0.132	0.553
YOL151W	-0.037	0.296	0.099	-0.105
YOL152W	-0.124	-0.173	0.090	0.802
YOL153C	-0.286	0.740	0.300	0.791
YOL154W	-0.394	-0.286	-0.424	-1.205
YOL155C	0.062	0.001	0.275	1.352
YOL158C	0.122	-1.393	-0.064	-0.294
YOL159C	-0.434	-0.349	0.011	0.047
YOL159C-A	-0.604	-1.478	-0.306	-2.848
YOL160W	-0.365	-0.115	-0.519	0.972
YOL162W	-0.326	-0.782	-0.322	-1.778
YOL163W	-0.126	-0.270	0.150	0.945
YOL164W	1.953	-0.883	-0.073	1.509
YOL164W-A	-0.526	-1.431	0.850	0.905
YOL166C	0.003	0.630	-1.410	-1.010
YOL166W-A	-0.021	-0.240	0.028	-0.215
YOR001W	-1.163	2.776	-0.829	0.729
YOR002W	1.926	-0.021	0.298	-0.737
YOR003W	0.067	-0.222	-0.093	0.297
YOR004W	NaN	NaN	-0.300	-1.460
YOR005C	0.243	-0.409	0.725	-3.593
YOR006C	0.163	0.585	-0.327	-0.114
