ORF	het | growth (relative abundance in pooled culture) | glucose limitation, chemostat (glucose [unknown], culture dilution rate [0.1/h]) | Pir P~Oliver SG, 2012	het | growth (relative abundance in pooled culture) | nitrogen limitation, chemostat (ammonium [unknown], culture dilution rate [0.1/h]) | Pir P~Oliver SG, 2012	het | growth (relative abundance in pooled culture) | phosphorus limitation, chemostat (phosphorus(.) [unknown], culture dilution rate [0.1/h]) | Pir P~Oliver SG, 2012	het | growth (relative abundance in pooled culture) | nitrogen limitation, chemostat (ammonium [unknown], culture dilution rate [0.2/h]) | Pir P~Oliver SG, 2012	het | growth (relative abundance in pooled culture) | nitrogen limitation, chemostat (ammonium [unknown], culture dilution rate [0.3/h]) | Pir P~Oliver SG, 2012	het | growth (relative abundance in pooled culture) | synthetic complete, chemostat (culture dilution rate [0.3/h], minimal complete [standard]) | Pir P~Oliver SG, 2012	het | growth (relative abundance in pooled culture) | synthetic complete, turbidostat (minimal complete [standard]) | Pir P~Oliver SG, 2012
YDR476C	0.002	0.002	0.000	0.003	-0.000	-0.001	-0.005
YDR477W	-0.000	0.001	-0.000	0.003	0.000	-0.003	-0.006
YDR478W	0.000	0.001	-0.001	0.002	0.001	-0.000	-0.001
YDR479C	0.004	0.003	0.001	0.005	0.001	0.000	-0.001
YDR480W	0.001	0.000	-0.001	0.001	-0.001	-0.000	-0.000
YDR481C	-0.010	-0.006	-0.015	-0.000	0.006	0.000	0.002
YDR482C	0.001	0.002	0.001	0.004	-0.001	-0.002	-0.004
YDR483W	NaN	NaN	NaN	NaN	0.001	0.001	-0.002
YDR484W	-0.000	-0.007	-0.004	-0.006	-0.001	-0.014	-0.031
YDR486C	-0.000	0.000	-0.003	0.001	-0.000	0.000	0.001
YDR487C	-0.007	-0.007	-0.014	-0.001	0.004	0.000	-0.006
YDR488C	0.003	0.001	0.003	0.009	0.000	0.001	0.002
YDR489W	0.001	0.001	0.000	0.005	-0.002	0.000	-0.003
YDR490C	-0.002	-0.001	-0.003	-0.001	-0.000	0.000	-0.002
YDR491C	0.001	0.001	-0.001	0.001	0.000	-0.003	-0.003
YDR492W	0.001	NaN	-0.000	0.003	0.002	0.001	-0.005
YDR493W	-0.000	0.001	-0.001	0.002	-0.001	-0.001	-0.003
YDR494W	0.002	0.003	0.000	0.003	-0.002	-0.000	-0.001
YDR495C	0.002	0.002	-0.000	0.003	-0.001	0.000	-0.000
YDR496C	0.002	0.002	0.001	0.001	-0.000	-0.000	-0.009
YDR497C	0.001	0.001	-0.001	0.000	0.001	-0.015	-0.031
YDR498C	0.000	-0.000	-0.002	0.000	0.000	0.004	0.001
YDR499W	0.002	0.002	0.000	0.003	0.000	-0.000	-0.008
YDR500C	-0.000	0.003	-0.001	0.004	0.000	-0.002	0.005
YDR502C	0.001	0.002	-0.000	0.003	-0.001	-0.001	-0.001
YDR503C	-0.002	0.001	-0.000	0.000	-0.000	0.000	-0.004
YDR504C	0.003	0.001	0.001	0.003	0.002	-0.001	-0.002
YDR505C	0.006	-0.004	0.000	-0.007	-0.002	-0.005	-0.004
YDR509W	0.000	0.000	-0.002	0.001	0.000	-0.003	-0.001
YDR510W	0.002	0.001	-0.001	0.002	-0.000	-0.000	0.000
YDR511W	0.003	0.001	0.001	0.006	-0.000	-0.000	-0.001
YDR512C	0.003	0.002	0.000	0.004	-0.000	0.000	-0.002
YDR513W	0.004	0.001	-0.000	0.005	0.001	-0.001	-0.006
YDR514C	-0.001	0.001	-0.001	0.001	-0.001	0.000	0.000
YDR515W	-0.001	0.001	-0.002	-0.001	-0.001	-0.000	0.002
YDR516C	0.006	0.004	0.006	-0.016	0.001	-0.006	-0.013
YDR517W	0.001	0.002	-0.001	0.001	-0.000	-0.000	-0.001
YDR519W	0.000	0.001	-0.001	0.001	-0.001	0.000	0.000
YDR520C	-0.001	-0.000	-0.002	-0.002	-0.000	-0.001	-0.001
YDR521W	0.000	-0.001	-0.003	-0.002	0.000	-0.001	-0.001
YDR522C	-0.001	-0.001	-0.004	-0.002	0.001	-0.000	-0.001
YDR523C	0.001	-0.002	0.000	-0.010	0.000	-0.000	-0.001
YDR524C	0.001	-0.001	-0.000	0.001	0.001	-0.001	-0.002
YDR525W	-0.000	-0.001	-0.002	0.001	-0.000	-0.004	-0.003
YDR525W-A	-0.000	0.002	-0.001	0.004	0.001	0.001	-0.005
YDR526C	0.001	0.001	0.000	0.002	-0.000	-0.000	0.001
YDR527W	0.000	0.001	-0.001	0.002	-0.001	0.000	-0.003
YDR528W	0.001	0.001	0.000	0.002	0.000	-0.001	-0.001
YDR529C	-0.000	0.001	-0.000	0.002	-0.001	0.000	-0.002
YDR530C	0.002	0.001	-0.001	0.005	-0.000	0.004	0.013
YDR531W	-0.010	-0.003	-0.013	NaN	0.000	0.001	0.012
YDR532C	0.002	0.004	0.002	0.004	-0.000	-0.000	-0.002
YDR533C	0.001	0.001	-0.001	0.001	-0.000	-0.001	0.004
YDR534C	0.001	0.001	-0.001	0.003	-0.001	-0.001	0.003
YDR535C	-0.001	-0.000	-0.001	0.000	-0.001	-0.002	-0.003
YDR536W	0.001	0.002	0.000	0.002	-0.001	0.002	0.002
YDR537C	0.001	0.001	-0.001	0.002	-0.001	0.000	-0.003
YDR538W	0.002	0.001	0.001	0.003	-0.001	-0.000	-0.003
YDR539W	0.000	0.001	-0.000	0.002	-0.002	0.001	-0.004
YDR540C	-0.000	-0.000	-0.001	-0.001	0.001	0.002	-0.003
YDR541C	-0.001	0.000	-0.001	0.000	-0.001	0.001	-0.001
YEL001C	0.000	0.000	-0.001	0.001	0.001	0.000	-0.003
YEL002C	-0.001	0.001	0.001	-0.000	0.002	-0.000	0.003
YEL003W	0.000	0.001	-0.001	0.001	0.001	-0.000	-0.002
YEL004W	-0.000	-0.000	-0.002	-0.001	-0.002	0.000	0.001
YEL005C	-0.002	0.000	-0.002	0.009	-0.000	0.001	0.009
YEL006W	-0.003	0.000	-0.003	0.003	-0.001	0.001	0.011
YEL007W	-0.002	0.000	-0.000	-0.002	0.000	-0.003	-0.008
YEL008W	-0.003	-0.003	-0.005	-0.002	0.001	-0.001	-0.004
YEL009C	-0.000	-0.002	-0.001	0.000	0.000	0.000	-0.004
YEL010W	-0.000	0.000	-0.001	-0.001	0.001	0.000	-0.002
YEL011W	0.000	0.000	0.000	0.001	-0.000	0.001	0.007
YEL012W	-0.001	0.002	-0.001	0.002	0.001	0.001	-0.007
YEL013W	0.004	0.004	-0.001	0.003	-0.002	0.002	0.005
YEL014C	0.001	0.002	-0.001	0.001	-0.002	0.000	-0.001
YEL015W	-0.001	-0.002	-0.002	-0.003	-0.000	0.000	-0.003
YEL016C	0.000	0.000	-0.001	0.003	0.002	-0.000	0.002
YEL017C-A	-0.003	-0.002	-0.003	-0.004	0.002	0.000	0.000
YEL017W	-0.005	-0.011	0.000	-0.002	-0.000	-0.010	-0.030
YEL018W	-0.001	-0.000	-0.002	-0.001	-0.000	0.002	0.004
YEL019C	0.000	0.001	-0.000	0.001	-0.000	0.000	0.002
YEL020C	0.000	0.001	-0.001	0.001	0.001	0.000	0.004
YEL023C	0.001	0.001	-0.000	0.002	-0.004	0.001	0.006
YEL024W	-0.004	0.000	-0.002	-0.000	-0.001	-0.001	0.000
YEL025C	0.001	-0.000	0.001	-0.004	-0.001	0.001	0.003
YEL026W	-0.001	0.000	-0.001	-0.001	-0.000	-0.001	-0.002
YEL027W	-0.013	-0.010	-0.005	-0.006	-0.001	-0.004	-0.002
YEL028W	0.002	0.002	0.001	0.004	-0.002	0.001	0.002
YEL029C	-0.000	0.000	-0.001	-0.000	0.000	-0.000	-0.000
YEL030W	-0.000	0.000	0.000	0.003	0.001	-0.000	0.001
YEL031W	0.001	0.001	0.001	0.001	-0.001	0.002	0.001
YEL032W	-0.001	-0.000	-0.003	0.001	0.001	-0.000	0.002
YEL033W	0.000	0.000	0.003	-0.007	-0.002	-0.010	-0.015
YEL034W	0.001	-0.000	0.004	-0.007	0.001	-0.013	-0.024
YEL035C	0.000	-0.001	0.004	-0.006	-0.001	-0.008	-0.020
YEL036C	-0.006	-0.009	-0.003	-0.014	-0.002	-0.003	-0.008
YEL037C	-0.002	0.000	-0.001	-0.003	-0.000	-0.002	0.005
YEL038W	0.001	0.001	-0.001	0.003	0.001	0.000	-0.006
YEL039C	-0.001	-0.002	-0.003	-0.004	-0.000	0.001	0.001
YEL040W	0.000	0.000	-0.002	-0.000	-0.002	0.000	-0.004
YEL042W	-0.001	0.000	0.000	0.001	-0.000	0.002	0.005
YEL043W	0.002	0.001	-0.000	0.003	-0.001	0.003	-0.002
YEL044W	0.001	-0.000	0.000	0.002	-0.003	-0.005	0.004
YEL045C	0.002	0.000	-0.001	-0.003	0.001	-0.001	-0.009
YEL046C	0.003	0.001	-0.000	-0.003	0.002	-0.002	-0.010
YEL047C	-0.001	0.000	-0.002	0.000	0.001	0.000	-0.002
YEL048C	0.000	0.001	-0.002	-0.001	-0.000	-0.001	-0.001
YEL049W	0.000	0.000	-0.001	0.000	0.000	-0.001	-0.003
YEL050C	-0.002	-0.002	-0.003	-0.007	-0.000	-0.001	-0.003
YEL051W	0.004	0.001	0.001	0.002	0.000	0.001	-0.005
YEL052W	-0.002	-0.001	0.000	0.005	-0.001	0.001	-0.001
YEL053C	-0.001	0.000	0.002	0.001	-0.000	-0.001	-0.005
YEL054C	0.002	0.001	0.001	0.002	0.001	-0.005	-0.018
YEL055C	0.000	0.000	0.001	-0.000	0.001	-0.000	0.001
YEL056W	-0.000	0.000	-0.001	0.001	-0.002	-0.000	-0.004
YEL057C	-0.002	-0.001	-0.002	-0.002	-0.001	-0.000	0.001
YEL058W	0.000	0.001	-0.000	0.002	0.001	-0.001	-0.004
YEL059W	-0.004	-0.003	-0.002	0.001	-0.000	0.004	0.005
YEL060C	0.004	0.004	-0.001	-0.001	-0.000	0.002	-0.002
YEL061C	-0.000	0.000	-0.001	0.003	-0.001	0.001	-0.004
YEL062W	-0.001	0.000	0.000	0.001	-0.001	0.001	-0.001
YEL063C	-0.001	0.001	-0.000	0.000	0.000	-0.000	0.003
YEL064C	-0.001	-0.001	-0.000	0.001	-0.002	0.000	0.007
YEL066W	-0.002	-0.000	0.000	0.001	-0.000	-0.000	0.001
YEL067C	-0.000	0.000	0.000	0.001	0.000	0.000	-0.001
YEL068C	0.003	0.001	0.003	0.006	-0.001	0.001	-0.001
YEL071W	0.000	0.001	0.001	0.002	-0.002	0.000	0.001
YEL072W	0.003	0.003	0.002	0.006	-0.000	-0.000	0.000
YER001W	0.000	0.000	0.003	0.003	-0.001	0.000	0.004
YER002W	-0.003	-0.002	-0.001	-0.003	0.001	0.002	0.008
YER003C	0.001	0.001	0.002	0.005	-0.000	-0.001	0.001
YER004W	-0.002	NaN	-0.003	0.005	0.001	0.000	0.008
YER005W	0.000	0.001	0.002	0.002	-0.001	-0.001	-0.000
YER006W	-0.002	-0.001	-0.000	-0.001	-0.002	-0.001	0.002
YER007C-A	-0.000	-0.000	0.000	0.002	-0.002	0.000	0.008
YER007W	NaN	NaN	NaN	0.001	0.001	-0.000	0.004
YER008C	-0.001	-0.001	0.001	-0.004	0.001	-0.000	0.001
YER009W	-0.000	-0.000	0.001	-0.001	-0.002	0.000	0.001
YER010C	-0.000	-0.000	0.000	-0.002	-0.001	0.000	0.000
YER011W	-0.000	0.000	0.001	0.003	0.000	0.001	-0.003
YER012W	-0.002	0.002	-0.002	-0.005	-0.003	0.001	-0.005
YER013W	0.000	0.001	0.001	0.002	0.000	0.001	-0.001
YER014C-A	-0.000	-0.001	0.003	0.001	-0.000	0.001	0.005
YER014W	0.000	0.001	-0.001	0.002	0.001	0.001	-0.007
YER016W	NaN	0.000	-0.000	NaN	-0.002	-0.002	-0.032
YER017C	-0.001	-0.001	0.003	0.006	0.000	0.002	-0.004
YER018C	0.000	0.000	0.003	0.004	0.000	0.001	-0.006
YER019C-A	0.001	0.001	0.002	0.003	0.000	0.001	-0.004
YER019W	0.000	0.001	0.002	0.003	0.000	0.000	-0.006
YER020W	0.003	-0.001	0.001	-0.002	-0.001	0.001	0.002
YER021W	0.000	0.005	0.004	0.004	-0.002	-0.001	-0.010
YER022W	-0.003	-0.005	0.000	-0.005	-0.000	-0.009	-0.015
YER023W	0.000	0.001	0.004	0.002	0.000	0.000	-0.002
YER024W	0.001	0.001	0.003	0.002	-0.000	0.001	0.000
YER025W	0.001	-0.001	0.002	-0.003	-0.000	0.009	0.002
YER027C	0.001	-0.001	0.000	0.004	0.001	-0.001	0.000
YER028C	0.003	0.002	0.003	0.002	0.000	-0.001	-0.004
YER030W	0.000	0.000	0.004	0.001	0.000	0.001	-0.002
YER032W	0.001	0.002	0.006	0.005	-0.004	0.001	0.006
YER033C	0.000	0.001	0.004	0.004	-0.000	0.000	0.003
YER034W	-0.002	-0.003	0.001	-0.005	-0.000	-0.000	0.001
YER035W	-0.001	-0.000	0.003	0.000	-0.001	0.000	0.002
YER036C	0.002	0.000	0.006	0.006	0.000	-0.000	-0.001
YER037W	0.004	0.002	0.003	0.003	-0.001	-0.001	0.000
YER038C	0.001	0.001	0.005	0.003	0.001	0.001	0.001
YER038W-A	-0.007	-0.005	-0.013	-0.013	0.005	0.001	-0.003
YER039C	0.001	0.001	0.003	-0.001	0.001	-0.000	0.007
YER039C-A	0.000	0.001	-0.001	0.003	-0.000	0.000	-0.002
YER040W	-0.000	-0.006	0.004	-0.005	-0.001	0.001	-0.001
YER041W	0.001	0.001	0.005	0.003	-0.001	-0.000	-0.002
YER042W	-0.000	0.000	0.002	0.001	0.001	0.001	-0.003
YER043C	0.000	0.000	0.001	0.002	0.000	0.000	0.001
YER044C	0.001	0.001	0.004	0.002	-0.001	-0.001	-0.003
YER044C-A	-0.001	0.001	0.004	0.002	0.002	-0.001	-0.005
YER045C	0.003	0.002	0.005	0.006	-0.000	0.000	-0.003
YER046W	0.001	0.001	0.003	0.003	0.002	-0.000	-0.005
YER046W-A	0.000	0.001	0.002	0.001	0.000	0.001	0.001
YER047C	0.001	0.001	-0.000	0.000	0.002	0.000	-0.001
YER048C	0.002	0.002	0.003	0.003	0.001	0.000	-0.005
YER048W-A	0.001	0.001	-0.000	0.001	-0.001	-0.001	-0.003
YER049W	0.001	-0.006	0.003	0.002	-0.000	0.000	-0.006
YER050C	-0.000	0.001	0.003	0.001	-0.000	0.000	0.004
YER051W	0.001	0.002	0.006	0.005	0.002	0.000	-0.007
YER052C	0.000	0.001	0.004	0.002	-0.000	-0.000	-0.003
YER053C	0.003	0.002	0.005	0.007	-0.002	0.000	-0.000
YER054C	0.003	0.003	0.004	0.004	-0.001	0.000	-0.002
YER055C	0.002	0.002	0.005	0.004	-0.001	0.001	0.004
YER056C	-0.008	-0.002	-0.012	-0.000	0.003	0.001	0.002
YER056C-A	0.002	-0.001	0.003	-0.001	0.000	-0.010	-0.015
YER057C	0.001	0.001	0.005	0.002	-0.002	-0.002	-0.003
YER059W	-0.001	0.001	-0.001	0.000	-0.001	-0.006	-0.006
YER060W	0.001	0.001	0.005	0.004	-0.002	0.001	0.001
YER060W-A	-0.001	-0.001	0.003	-0.001	-0.001	0.000	0.005
YER061C	0.002	0.003	0.004	0.004	0.000	0.001	0.002
YER062C	0.002	0.000	0.005	0.006	-0.001	-0.000	0.005
YER063W	-0.000	0.000	0.004	0.002	-0.000	0.001	-0.006
YER064C	0.002	0.001	0.002	0.002	-0.000	-0.001	-0.004
YER065C	-0.000	-0.000	0.000	-0.000	0.000	0.001	0.002
YER066C-A	-0.001	0.000	-0.002	-0.000	0.000	-0.000	0.003
YER066W	-0.002	-0.001	-0.000	-0.002	-0.001	0.000	-0.002
YER067C-A	-0.000	0.000	0.001	0.001	-0.001	0.000	-0.001
YER067W	-0.001	-0.000	0.001	0.004	0.001	-0.000	-0.009
YER068C-A	-0.000	0.001	0.003	0.000	-0.003	-0.001	-0.005
YER068W	-0.003	-0.001	0.001	0.001	0.001	0.004	0.001
YER069W	-0.004	-0.004	-0.004	-0.006	-0.000	-0.002	-0.008
YER070W	0.001	0.001	0.002	0.006	0.001	0.001	-0.003
YER071C	0.000	0.000	0.003	0.002	-0.000	0.000	0.001
YER072W	0.002	0.002	0.003	0.006	0.001	0.001	-0.001
YER073W	-0.001	-0.001	-0.002	-0.002	0.001	0.000	-0.004
YER074W	0.002	-0.000	0.004	0.003	0.002	-0.009	-0.025
YER075C	0.000	-0.002	-0.001	0.004	-0.001	0.001	-0.002
YER078C	0.002	0.000	0.002	0.004	-0.000	-0.000	-0.003
YER079W	0.001	-0.000	-0.001	0.001	0.001	0.000	-0.001
YER080W	0.001	0.000	0.001	0.002	-0.001	0.001	0.005
YER081W	0.001	0.001	0.001	0.005	-0.000	0.000	-0.001
YER082C	-0.000	0.000	0.001	0.003	0.000	0.001	0.001
YER083C	0.000	-0.000	0.000	0.003	0.004	0.001	0.001
YER084W	0.001	-0.000	-0.001	0.001	0.001	0.002	0.006
YER085C	0.000	0.001	0.002	0.003	-0.000	0.001	-0.003
YER086W	NaN	0.002	NaN	NaN	0.001	0.001	-0.003
YER087C-B	0.002	0.002	0.003	0.005	0.000	0.000	-0.002
YER087W	0.001	0.001	0.001	0.004	0.001	0.001	-0.005
YER088C	0.000	-0.007	-0.002	-0.010	-0.000	0.001	-0.005
YER089C	-0.001	0.000	0.001	0.002	0.001	-0.000	-0.003
YER090W	0.001	0.002	0.004	-0.000	-0.001	0.002	-0.002
YER091C	0.001	0.001	0.002	0.002	-0.001	0.002	0.008
YER091C-A	0.002	0.001	0.000	0.003	-0.000	-0.001	-0.004
YER092W	0.000	0.002	-0.000	0.004	-0.000	0.000	0.003
YER093C	-0.001	0.001	0.006	0.003	0.001	0.002	0.014
YER093C-A	-0.000	0.001	0.001	0.000	0.001	0.001	-0.003
YER094C	0.000	-0.001	-0.001	-0.001	-0.003	-0.000	-0.003
YER095W	-0.002	-0.002	0.001	-0.006	-0.002	-0.006	-0.011
YER096W	0.001	0.000	0.000	0.001	0.000	0.001	-0.003
YER097W	-0.002	0.000	0.001	-0.000	-0.001	0.001	0.002
YER098W	0.002	0.001	0.003	0.005	0.001	-0.000	-0.006
YER101C	0.004	0.002	0.002	0.005	-0.000	0.000	-0.002
YER103W	0.000	-0.000	-0.000	-0.001	0.000	0.000	0.000
YER104W	0.001	0.001	0.004	0.003	0.003	-0.001	-0.003
YER106W	0.002	0.001	0.004	0.004	-0.001	-0.002	-0.007
YER107C	0.003	0.002	0.004	0.003	-0.000	-0.001	-0.001
YER108C	-0.000	0.001	-0.001	0.001	0.001	0.000	-0.007
YER109C	0.000	-0.000	-0.001	-0.013	-0.001	-0.001	-0.053
YER110C	0.002	0.001	0.002	-0.001	-0.000	-0.000	-0.004
YER111C	0.004	0.002	0.005	0.006	-0.002	-0.002	-0.002
YER112W	0.002	0.003	0.004	-0.001	0.004	0.007	-0.005
YER113C	0.000	0.001	0.004	0.003	0.000	-0.001	-0.006
YER114C	-0.000	-0.001	0.001	0.001	0.001	0.001	-0.001
YER115C	0.002	0.001	0.003	0.006	0.000	0.000	-0.000
YER116C	-0.003	-0.015	NaN	NaN	0.007	-0.005	-0.010
YER117W	0.002	-0.000	0.006	0.002	0.000	-0.015	-0.033
YER118C	-0.002	0.002	0.004	0.001	0.001	-0.001	-0.005
YER119C	0.001	0.001	0.002	0.001	-0.000	0.002	-0.001
YER119C-A	0.001	0.002	0.003	0.005	-0.001	-0.018	-0.016
YER120W	-0.000	0.001	0.002	0.004	0.001	-0.010	-0.015
YER121W	-0.001	0.000	0.004	0.002	-0.000	0.001	-0.001
YER122C	-0.002	0.001	0.004	0.001	0.000	0.001	0.001
YER123W	-0.001	0.001	0.006	0.004	0.000	-0.002	-0.004
YER124C	-0.000	0.001	0.003	0.003	0.001	-0.000	-0.002
YER125W	0.007	-0.002	0.006	-0.001	-0.004	0.005	0.008
YER126C	0.001	0.001	0.004	0.004	0.002	-0.000	0.001
YER127W	0.001	0.002	0.004	0.006	0.001	0.001	-0.004
YER128W	0.002	0.001	0.005	0.007	0.001	0.000	-0.006
YER129W	0.001	0.001	0.004	0.005	-0.001	-0.003	-0.004
YER130C	0.001	0.003	0.005	0.008	-0.001	0.001	-0.002
YER131W	0.002	0.001	0.002	0.004	-0.001	0.001	-0.008
YER132C	0.000	-0.001	0.003	0.002	0.001	0.001	0.000
YER133W	-0.004	-0.007	-0.004	-0.006	-0.003	0.000	-0.012
YER134C	-0.000	0.001	0.001	-0.001	-0.000	-0.004	-0.002
YER135C	0.000	0.003	0.004	0.006	-0.003	0.002	-0.003
YER136W	0.001	-0.000	0.004	0.004	0.000	-0.007	-0.007
YER137C	0.000	0.000	0.003	0.003	0.001	-0.001	-0.004
YER140W	0.001	0.001	0.004	0.004	-0.001	-0.001	-0.002
YER141W	-0.000	0.001	0.002	0.003	0.000	0.001	-0.003
YER142C	0.001	0.001	0.004	0.003	-0.000	-0.000	-0.005
YER143W	0.003	0.002	0.002	0.003	-0.001	-0.001	0.005
YER144C	0.001	0.001	-0.000	0.002	0.000	-0.000	-0.004
YER145C	-0.006	-0.003	-0.001	-0.008	-0.000	0.001	0.000
YER146W	-0.000	0.001	0.003	0.001	-0.000	0.002	0.001
YER147C	0.002	-0.000	0.002	0.002	-0.000	0.001	-0.003
YER148W	0.003	-0.002	-0.001	0.003	-0.004	-0.014	-0.007
YER149C	-0.000	0.001	-0.000	0.002	-0.001	-0.002	-0.003
YER150W	0.002	0.002	0.002	0.005	0.000	0.001	0.004
YER151C	0.002	0.003	0.001	0.005	-0.001	0.005	0.012
YER152C	0.003	0.001	-0.000	-0.003	0.001	-0.001	0.005
YER153C	-0.000	0.001	0.001	0.003	-0.000	0.000	-0.000
YER154W	0.001	0.001	0.002	0.005	-0.000	0.001	-0.006
YER155C	0.000	0.004	0.004	0.004	0.000	0.000	0.002
YER156C	-0.000	0.001	0.001	0.003	0.000	-0.000	-0.005
YER157W	0.003	-0.004	0.005	0.004	0.001	0.001	-0.015
YER158C	-0.004	-0.002	-0.005	-0.005	0.000	-0.002	-0.006
YER159C	0.002	0.001	0.002	0.002	-0.001	0.001	-0.003
YER161C	0.000	0.001	0.003	0.002	-0.001	0.002	0.001
YER162C	0.004	0.007	0.006	0.009	-0.003	0.002	-0.000
YER163C	-0.002	-0.001	-0.001	-0.006	-0.002	-0.000	0.002
YER164W	0.002	0.006	0.004	0.004	-0.000	0.007	0.002
YER165W	0.001	-0.010	-0.003	0.003	-0.002	-0.009	-0.006
YER166W	-0.003	-0.002	-0.003	-0.011	0.000	-0.001	-0.017
YER167W	0.000	0.000	-0.000	0.008	-0.000	-0.000	-0.000
YER168C	0.000	0.000	0.003	0.003	-0.001	-0.000	-0.002
YER169W	-0.000	0.000	0.003	0.002	-0.001	-0.001	-0.002
YER170W	0.001	0.001	0.002	0.001	-0.000	-0.000	-0.002
YER171W	0.003	0.000	0.003	0.002	-0.002	-0.002	-0.004
YER172C	-0.005	-0.007	-0.002	-0.001	0.006	0.001	-0.004
YER173W	0.003	-0.005	0.004	0.002	0.001	0.000	-0.009
YER174C	-0.000	0.000	0.002	0.002	-0.000	0.000	-0.001
YER175C	-0.001	-0.000	0.001	0.001	-0.000	0.000	0.004
YER176W	-0.000	0.000	0.001	0.003	0.000	0.002	-0.005
YER177W	-0.006	-0.004	-0.011	-0.004	0.004	-0.000	0.001
YER178W	0.002	0.002	0.003	0.005	0.001	0.002	0.001
YER179W	0.001	0.001	0.002	0.003	0.000	-0.000	0.003
YER180C	-0.002	-0.000	0.000	-0.001	0.002	0.000	0.001
YER181C	0.001	0.001	0.003	0.002	0.000	-0.000	-0.006
YER182W	-0.000	0.001	0.002	0.002	0.000	-0.000	-0.003
YER183C	0.001	0.001	0.002	0.002	0.000	0.000	-0.001
YER184C	0.001	0.001	0.003	0.003	-0.000	0.001	-0.002
YER185W	0.002	0.001	0.004	0.004	0.000	-0.000	-0.003
YER187W	0.002	0.002	0.004	0.004	0.000	-0.000	-0.004
YER188W	0.000	-0.003	-0.003	-0.001	0.001	-0.007	-0.018
YFL001W	0.001	0.001	-0.001	0.000	-0.001	0.001	0.009
YFL002C	0.000	0.001	-0.001	0.002	-0.002	0.001	0.006
YFL003C	0.000	0.002	0.000	0.004	-0.002	0.001	0.004
YFL004W	0.001	0.001	-0.002	0.002	-0.001	0.002	-0.002
YFL005W	-0.002	0.000	-0.003	-0.003	-0.002	-0.001	0.004
YFL007W	-0.001	0.001	-0.002	-0.001	-0.000	0.000	0.005
YFL009W	-0.001	0.002	-0.003	0.000	0.000	0.000	0.003
YFL010C	-0.012	-0.001	NaN	NaN	0.004	0.000	0.001
YFL011W	-0.001	0.002	-0.002	0.002	-0.000	0.001	0.003
YFL012W	NaN	0.001	-0.001	0.004	0.001	-0.001	-0.010
YFL013C	-0.000	0.000	-0.001	0.005	-0.002	-0.001	0.006
YFL012W-A	0.002	0.002	0.001	0.008	-0.001	0.001	0.010
YFL014W	-0.001	0.000	-0.002	0.002	-0.001	0.001	0.001
YFL015C	-0.000	0.001	-0.001	0.004	-0.002	0.000	0.003
YFL016C	-0.001	0.000	-0.002	0.002	-0.003	0.000	0.012
YFL017C	-0.002	-0.000	-0.002	0.001	-0.002	-0.000	0.006
YFL018C	0.003	0.002	0.002	0.009	-0.003	0.000	0.005
YFL017W-A	0.001	0.001	-0.000	0.006	-0.003	0.001	0.006
YFL019C	-0.000	0.000	-0.001	0.004	-0.003	-0.000	0.005
YFL020C	0.000	-0.000	-0.001	0.003	-0.001	0.000	0.004
YFL021W	-0.001	-0.008	-0.006	-0.009	-0.001	0.001	0.006
YFL022C	-0.000	0.002	-0.001	0.003	-0.001	-0.000	0.001
YFL023W	0.003	0.001	0.001	0.005	0.000	0.000	0.005
YFL024C	0.001	0.001	-0.001	0.001	0.001	0.001	0.009
YFL025C	-0.001	-0.003	-0.005	-0.001	-0.001	-0.001	-0.001
YFL026W	0.001	0.002	-0.001	0.002	0.000	-0.000	0.001
YFL027C	0.003	0.002	0.001	0.006	-0.002	0.000	0.000
YFL028C	-0.003	-0.001	-0.001	0.005	-0.001	0.001	-0.007
YFL029C	-0.008	-0.005	-0.009	NaN	0.002	-0.000	-0.000
YFL030W	0.000	0.001	-0.001	0.003	0.000	0.001	0.002
YFL031W	0.002	0.003	0.001	0.004	-0.000	-0.004	-0.017
YFL032W	0.000	0.000	0.000	0.001	0.000	-0.006	-0.011
YFL033C	-0.002	-0.001	-0.002	0.001	-0.002	-0.001	0.002
YFL034C-A	-0.000	-0.001	-0.002	0.001	-0.002	0.000	-0.000
YFL034W	0.001	0.000	-0.002	0.003	-0.002	0.001	0.001
YFL034C-B	0.000	-0.006	-0.005	0.003	-0.002	-0.001	0.002
YFL037W	0.001	-0.001	-0.004	0.003	-0.003	0.000	-0.003
YFL038C	-0.003	-0.002	-0.003	-0.004	-0.003	-0.009	-0.013
YFL040W	-0.001	-0.000	-0.003	-0.002	-0.001	0.000	-0.003
YFL041W	-0.001	0.001	-0.001	0.001	-0.001	-0.000	-0.004
YFL042C	0.001	-0.001	-0.002	0.001	0.001	0.001	0.002
YFL044C	0.005	0.001	0.001	0.008	-0.001	-0.000	0.004
YFL045C	0.001	0.001	-0.001	0.003	-0.000	-0.000	-0.001
YFL046W	-0.002	-0.000	-0.002	0.000	-0.000	0.002	0.013
YFL047W	0.004	0.002	0.002	0.005	-0.003	0.000	-0.005
YFL048C	0.001	-0.000	-0.002	0.000	-0.001	0.001	0.002
YFL049W	-0.003	-0.002	-0.006	-0.002	-0.001	-0.001	-0.004
YFL050C	0.002	0.001	0.001	0.007	-0.002	0.001	0.001
YFL051C	-0.000	0.001	-0.003	0.001	0.000	0.000	-0.006
YFL052W	0.001	-0.000	-0.000	0.003	-0.001	-0.001	-0.005
