number,ORF name,Gene name,rDNA stability,rDNA copy number,Gel(Plate/Row/Colum),Replicative lifespan,Other chromosome abnormality,InputDate
"345","YMR206W","YMR206W","2","2","4-F-4","","","0000-00-00 00:00:00"
"346","YMR207C","HFA1","2","2","4-F-5","","","0000-00-00 00:00:00"
"347","YMR210W","YMR210W","2","2","4-F-6","","","0000-00-00 00:00:00"
"348","YMR214W","SCJ1","2","2","4-F-7","","","0000-00-00 00:00:00"
"349","YMR215W","GAS3","2","2","4-F-8","","","0000-00-00 00:00:00"
"350","YMR216C","SKY1","2","2","4-F-9","","","0000-00-00 00:00:00"
"351","YMR219W","ESC1","2","2","4-F-10","","","0000-00-00 00:00:00"
"352","YMR221C","YMR221C","2","2","4-F-11","","","0000-00-00 00:00:00"
"353","YMR222C","FSH2","2","2","4-F-12","","","0000-00-00 00:00:00"
"354","YMR223W","UBP8","2","2","4-G-1","","","0000-00-00 00:00:00"
"355","YMR224C","MRE11","2","2","4-G-2","","","0000-00-00 00:00:00"
"356","YMR225C","MRPL44","2","2","4-G-3","","","0000-00-00 00:00:00"
"357","YMR226C","YMR226C","2","2","4-G-4","","","0000-00-00 00:00:00"
"358","YMR228W","MTF1","2","2","4-G-5","","","0000-00-00 00:00:00"
"359","YMR230W","RPS10B","3","2","4-G-6","","","0000-00-00 00:00:00"
"360","YMR231W","PEP5","2","2","4-G-7","","","0000-00-00 00:00:00"
"361","YMR232W","FUS2","3","2","4-G-8","","","0000-00-00 00:00:00"
"362","YMR233W","TRI1","2","2","4-G-9","","","0000-00-00 00:00:00"
"363","YMR234W","RNH1","2","2","4-G-10","","","0000-00-00 00:00:00"
"364","YMR237W","BCH1","2","2","4-G-11","","","0000-00-00 00:00:00"
"365","YMR238W","DFG5","2","2","4-G-12","","","0000-00-00 00:00:00"
"366","YMR241W","YHM2","2","2","4-H-1","","","0000-00-00 00:00:00"
"367","YMR242C","RPL20A","2","2","4-H-3","normal[22],increased[48]","","0000-00-00 00:00:00"
"368","YMR243C","ZRC1","3","2","4-H-4","","","0000-00-00 00:00:00"
"369","YMR244W","YMR244W","2","2","4-H-5","","","0000-00-00 00:00:00"
"370","YMR245W","YMR245W","2","2","4-H-6","","","0000-00-00 00:00:00"
"371","YMR244C-A","COA6","2","2","4-H-7","","","0000-00-00 00:00:00"
"372","YMR246W","FAA4","2","2","4-H-8","","","0000-00-00 00:00:00"
"373","YMR247C","RKR1","2","2","4-H-9","","","0000-00-00 00:00:00"
"374","YMR250W","GAD1","2","2","4-H-10","increased[41]","","0000-00-00 00:00:00"
"375","YMR251W","GTO3","2","2","4-H-11","","","0000-00-00 00:00:00"
"376","YMR251W-A","HOR7","2","2","4-H-12","","","0000-00-00 00:00:00"
"377","YMR252C","YMR252C","2","2","5-A-1","","","0000-00-00 00:00:00"
"378","YMR253C","YMR253C","2","2","5-A-2","","","0000-00-00 00:00:00"
"379","YMR254C","YMR254C","2","2","5-A-3","","","0000-00-00 00:00:00"
"380","YMR255W","GFD1","2","2","5-A-4","","","0000-00-00 00:00:00"
"381","YMR256C","COX7","2","2","5-A-6","","","0000-00-00 00:00:00"
"382","YMR257C","PET111","2","2","5-A-7","","","0000-00-00 00:00:00"
"383","YMR258C","YMR258C","2","2,2","5-A-8","","","0000-00-00 00:00:00"
"384","YMR259C","TRM732","2","2","5-A-9","","","0000-00-00 00:00:00"
"385","YMR261C","TPS3","2","2","5-A-10","","","0000-00-00 00:00:00"
"386","YMR262W","YMR262W","3","2,2","5-A-11","","","0000-00-00 00:00:00"
"387","YNL047C","SLM2","2","2","5-A-12","","","0000-00-00 00:00:00"
"388","YMR264W","CUE1","2","2","5-B-1","","","0000-00-00 00:00:00"
"389","YMR265C","YMR265C","2","2","5-B-2","","","0000-00-00 00:00:00"
"390","YMR266W","RSN1","2","2","5-B-3","","","0000-00-00 00:00:00"
"391","YMR267W","PPA2","2","2","5-B-4","","","0000-00-00 00:00:00"
"392","YMR269W","TMA23","2","2","5-B-5","","","0000-00-00 00:00:00"
"393","YMR272C","SCS7","2","2","5-B-6","","","0000-00-00 00:00:00"
"394","YMR273C","ZDS1","2","2","5-B-7","increased[3],decreased[44]","","0000-00-00 00:00:00"
"395","YMR274C","RCE1","2","2","5-B-8","","","0000-00-00 00:00:00"
"396","YMR275C","BUL1","3","2","5-B-9","","","0000-00-00 00:00:00"
"397","YMR276W","DSK2","2","2","5-B-10","","","0000-00-00 00:00:00"
"398","YMR278W","PGM3","2","2","5-B-11","","","0000-00-00 00:00:00"
"399","YMR280C","CAT8","2","2","5-B-12","","","0000-00-00 00:00:00"
"400","YMR282C","AEP2","2","2","5-C-1","","","0000-00-00 00:00:00"
"401","YMR283C","RIT1","2","2","5-C-2","","","0000-00-00 00:00:00"
"402","YMR284W","YKU70","2","2","5-C-3","decreased[2]","","0000-00-00 00:00:00"
"403","YMR285C","NGL2","2","2","5-C-4","","","0000-00-00 00:00:00"
"404","YMR286W","MRPL33","2","2","5-C-5","","","0000-00-00 00:00:00"
"405","YMR287C","DSS1","2","2","5-C-6","increased[42]","","0000-00-00 00:00:00"
"406","YMR289W","ABZ2","2","2","5-C-7","","","0000-00-00 00:00:00"
"407","YMR291W","TDA1","3","2,3","5-C-8","","","0000-00-00 00:00:00"
"408","YMR292W","GOT1","2","2","5-C-9","","","0000-00-00 00:00:00"
"409","YMR293C","HER2","2","2","5-C-10","","","0000-00-00 00:00:00"
"410","YMR294W","JNM1","2","2","5-C-11","","","0000-00-00 00:00:00"
"411","YMR294W-A","YMR294W-A","2","2","5-C-12","","","0000-00-00 00:00:00"
"412","YMR295C","YMR295C","2","2","5-D-1","","","0000-00-00 00:00:00"
"413","YMR297W","PRC1","3","2","5-D-2","","","0000-00-00 00:00:00"
"414","YMR299C","DYN3","2","2","5-D-3","","","0000-00-00 00:00:00"
"415","YMR300C","ADE4","2","2","5-D-4","","","0000-00-00 00:00:00"
"416","YMR302C","YME2","2","2","5-D-5","","","0000-00-00 00:00:00"
"417","YMR303C","ADH2","3","2","5-D-6","","","0000-00-00 00:00:00"
"418","YMR304W","UBP15","2","2","5-D-7","","","0000-00-00 00:00:00"
"419","YMR304C-A","YMR304C-A","2","2","5-D-8","","","0000-00-00 00:00:00"
"420","YMR305C","SCW10","3","2","5-D-9","","Size of Chr. 4 is larger than other strains","0000-00-00 00:00:00"
"421","YMR306C-A","YMR306C-A","3","2","5-D-10","","","0000-00-00 00:00:00"
"422","YMR307W","GAS1","2","2","5-D-11","","","0000-00-00 00:00:00"
"423","YMR310C","YMR310C","2","2","5-D-12","","","0000-00-00 00:00:00"
"424","YNL339C","YNL339C","2","2","5-E-1","","","0000-00-00 00:00:00"
"425","YNL338W","YNL338W","2","2","5-E-2","","","0000-00-00 00:00:00"
"426","YNL336W","COS1","2","2,2","5-E-3","","","0000-00-00 00:00:00"
"427","YNL335W","DDI3","2","2","5-E-4","","","0000-00-00 00:00:00"
"428","YNL334C","SNO2","2","2","5-E-5","","","0000-00-00 00:00:00"
"429","YNL333W","SNZ2","3","2","5-E-6","","","0000-00-00 00:00:00"
"430","YNL332W","THI12","2","2","5-E-7","","","0000-00-00 00:00:00"
"431","YNL330C","RPD3","2","2","5-E-8","","","0000-00-00 00:00:00"
"432","YNL329C","PEX6","2","2","5-E-9","","","0000-00-00 00:00:00"
"433","YNL328C","MDJ2","2","3","5-E-10","","","0000-00-00 00:00:00"
"434","YNL327W","EGT2","2","2","5-E-11","","","0000-00-00 00:00:00"
"435","YNL326C","PFA3","2","2","5-E-12","","","0000-00-00 00:00:00"
"436","YNL324W","YNL324W","3","2","5-F-1","","","0000-00-00 00:00:00"
"437","YNL325C","FIG4","2","2","5-F-2","decreased[39]","","0000-00-00 00:00:00"
"438","YNL323W","LEM3","2","2","5-F-3","","","0000-00-00 00:00:00"
"439","YNL322C","KRE1","2","2","5-F-4","","","0000-00-00 00:00:00"
"440","YNL321W","VNX1","2","2","5-F-5","","","0000-00-00 00:00:00"
"441","YNL320W","YNL320W","2","2","5-F-6","","","0000-00-00 00:00:00"
"442","YNL319W","YNL319W","2","2","5-F-7","","","0000-00-00 00:00:00"
"443","YNL318C","HXT14","2","2","5-F-8","","","0000-00-00 00:00:00"
"444","YNL314W","DAL82","2","2","5-F-9","","","0000-00-00 00:00:00"
"445","YNL311C","SKP2","2","2","5-F-10","","","0000-00-00 00:00:00"
"446","YNL309W","STB1","2","2","5-F-11","","","0000-00-00 00:00:00"
"447","YNL053W","MSG5","2","2","5-F-12","","","0000-00-00 00:00:00"
"448","YNL305C","BXI1","2","2","5-G-1","increased[43]","","0000-00-00 00:00:00"
"449","YNL304W","YPT11","2","2,2","5-G-2","","","0000-00-00 00:00:00"
"450","YNL303W","YNL303W","2","2","5-G-3","","","0000-00-00 00:00:00"
"451","YNL302C","RPS19B","2","2","5-G-4","","","0000-00-00 00:00:00"
"452","YNL301C","RPL18B","2","2","5-G-5","","","0000-00-00 00:00:00"
"453","YNL299W","TRF5","3","2","5-G-6","","","0000-00-00 00:00:00"
"454","YNL298W","CLA4","2","2","5-G-7","","","0000-00-00 00:00:00"
"455","YNL086W","YNL086W","2","3","5-G-8","","","0000-00-00 00:00:00"
"456","YNL297C","MON2","2","2","5-G-9","","","0000-00-00 00:00:00"
"457","YNL295W","YNL295W","2","3","5-G-10","","","0000-00-00 00:00:00"
"458","YNL294C","RIM21","2","2","5-G-11","","","0000-00-00 00:00:00"
"459","YNL293W","MSB3","2","2","5-G-12","","","0000-00-00 00:00:00"
"460","YNL089C","YNL089C","2","2","5-H-1","","","0000-00-00 00:00:00"
"461","YNL291C","MID1","3","2,2","5-H-3","","","0000-00-00 00:00:00"
"462","YNL289W","PCL1","2","2","5-H-4","","","0000-00-00 00:00:00"
"463","YNL288W","CAF40","1","2","5-H-5","","","0000-00-00 00:00:00"
"464","YNL286W","CUS2","2","2","5-H-6","","","0000-00-00 00:00:00"
"465","YNL285W","YNL285W","3","2,2","5-H-7","","","0000-00-00 00:00:00"
"466","YNL283C","WSC2","2","2","5-H-8","","","0000-00-00 00:00:00"
"467","YNL281W","HCH1","2","2","5-H-9","","","0000-00-00 00:00:00"
"468","YNL280C","ERG24","2","2","5-H-10","","","0000-00-00 00:00:00"
"469","YNL278W","CAF120","2","2","5-H-11","","","0000-00-00 00:00:00"
"470","YNL096C","RPS7B","2","2","5-H-12","","","0000-00-00 00:00:00"
"471","YNL276C","YNL276C","3","2","6-A-1","","","0000-00-00 00:00:00"
"472","YNL275W","BOR1","2","2","6-A-2","","","0000-00-00 00:00:00"
"473","YNL273W","TOF1","3","2","6-A-3","","","0000-00-00 00:00:00"
"474","YNL271C","BNI1","2","2","6-A-4","","","0000-00-00 00:00:00"
"475","YNL270C","ALP1","2","2","6-A-5","","","0000-00-00 00:00:00"
"476","YNL269W","BSC4","2","2","6-A-7","","","0000-00-00 00:00:00"
"477","YNL268W","LYP1","2","2","6-A-8","","","0000-00-00 00:00:00"
"478","YNL266W","YNL266W","2","2","6-A-9","","","0000-00-00 00:00:00"
"479","YNL265C","IST1","2","2","6-A-10","","","0000-00-00 00:00:00"
"480","YNL264C","PDR17","2","2","6-A-11","","","0000-00-00 00:00:00"
"481","YNL259C","ATX1","2","2","6-A-12","","","0000-00-00 00:00:00"
"482","YNL257C","SIP3","2","2","6-B-1","","","0000-00-00 00:00:00"
"483","YNL255C","GIS2","2","2","6-B-2","","","0000-00-00 00:00:00"
"484","YNL254C","RTC4","2","2","6-B-3","","","0000-00-00 00:00:00"
"485","YNL253W","TEX1","2","2","6-B-4","","","0000-00-00 00:00:00"
"486","YNL249C","MPA43","2","2","6-B-5","","","0000-00-00 00:00:00"
"487","YNL248C","RPA49","2","2","6-B-6","","","0000-00-00 00:00:00"
"488","YNL246W","VPS75","3","2","6-B-7","","","0000-00-00 00:00:00"
"489","YOR001W","RRP6","2","2","6-B-8","","","0000-00-00 00:00:00"
"490","YOR002W","ALG6","2","2","6-B-9","","","0000-00-00 00:00:00"
"491","YOR003W","YSP3","2","2","6-B-10","","","0000-00-00 00:00:00"
"492","YOR005C","DNL4","2","2","6-B-11","","","0000-00-00 00:00:00"
"493","YOR006C","TSR3","2","2","6-B-12","","","0000-00-00 00:00:00"
"494","YOR007C","SGT2","1","2","6-C-1","","","0000-00-00 00:00:00"
"495","YOR008C","SLG1","2","2","6-C-2","","","0000-00-00 00:00:00"
"496","YOR009W","TIR4","2","2","6-C-3","","","0000-00-00 00:00:00"
"497","YOR010C","TIR2","2","2","6-C-4","","","0000-00-00 00:00:00"
"498","YOR011W","AUS1","2","2","6-C-5","","","0000-00-00 00:00:00"
"499","YOR012W","YOR012W","2","2","6-C-6","","","0000-00-00 00:00:00"
"500","YOR013W","IRC11","2","2","6-C-7","","","0000-00-00 00:00:00"
"501","YOR014W","RTS1","2","2","6-C-8","","","0000-00-00 00:00:00"
"502","YOR015W","YOR015W","2","2","6-C-9","","","0000-00-00 00:00:00"
"503","YOR016C","ERP4","2","2","6-C-10","","","0000-00-00 00:00:00"
"504","YOR017W","PET127","2","2","6-C-11","increased[42]","","0000-00-00 00:00:00"
"505","YOR018W","ROD1","2","2","6-C-12","","","0000-00-00 00:00:00"
"506","YOR019W","YOR019W","2","2","6-D-1","","","0000-00-00 00:00:00"
"507","YOR021C","SFM1","2","2","6-D-2","","","0000-00-00 00:00:00"
"508","YOR022C","YOR022C","2","2,2","6-D-3","","","0000-00-00 00:00:00"
"509","YOR023C","AHC1","2","2","6-D-4","","","0000-00-00 00:00:00"
"510","YOR024W","YOR024W","3","2","6-D-5","","","0000-00-00 00:00:00"
"511","YOR025W","HST3","3","2","6-D-6","","","0000-00-00 00:00:00"
"512","YOR026W","BUB3","3","2","6-D-7","","","0000-00-00 00:00:00"
"513","YOR027W","STI1","2","2","6-D-8","","","0000-00-00 00:00:00"
"514","YOR028C","CIN5","2","2","6-D-9","","","0000-00-00 00:00:00"
"515","YOR029W","YOR029W","2","2","6-D-10","","","0000-00-00 00:00:00"
"516","YOR030W","DFG16","2","2","6-D-11","","","0000-00-00 00:00:00"
"517","YOR031W","CRS5","2","2","6-D-12","","","0000-00-00 00:00:00"
"518","YOR032C","HMS1","2","2","6-E-1","","","0000-00-00 00:00:00"
"519","YOR033C","EXO1","2","2","6-E-2","","","0000-00-00 00:00:00"
"520","YOR034C","AKR2","2","2","6-E-3","","","0000-00-00 00:00:00"
"521","YOR035C","SHE4","2","2","6-E-4","","","0000-00-00 00:00:00"
"522","YOR036W","PEP12","2","2","6-E-5","","","0000-00-00 00:00:00"
"523","YOR037W","CYC2","2","2","6-E-6","","","0000-00-00 00:00:00"
"524","YOR038C","HIR2","2","2","6-E-7","increased[38]","","0000-00-00 00:00:00"
"525","YOR039W","CKB2","3","2","6-E-8","","","0000-00-00 00:00:00"
"526","YOR040W","GLO4","2","2","6-E-9","","","0000-00-00 00:00:00"
"527","YOR041C","YOR041C","2","2","6-E-10","","","0000-00-00 00:00:00"
"528","YOR042W","CUE5","2","2","6-E-11","","","0000-00-00 00:00:00"
"529","YOR043W","WHI2","2","2","6-E-12","","","0000-00-00 00:00:00"
"530","YOR044W","IRC23","2","2","6-F-1","","","0000-00-00 00:00:00"
"531","YOR045W","TOM6","2","2","6-F-2","","","0000-00-00 00:00:00"
"532","YOR047C","STD1","2","2","6-F-3","","","0000-00-00 00:00:00"
"533","YOR049C","RSB1","2","2","6-F-4","","","0000-00-00 00:00:00"
"534","YOR050C","YOR050C","2","2","6-F-5","","","0000-00-00 00:00:00"
"535","YOR051C","ETT1","2","2","6-F-6","","","0000-00-00 00:00:00"
"536","YOR052C","YOR052C","2","2","6-F-7","","","0000-00-00 00:00:00"
"537","YOR053W","YOR053W","2","2","6-F-8","","","0000-00-00 00:00:00"
"538","YOR054C","VHS3","2","2","6-F-9","","","0000-00-00 00:00:00"
"539","YOR055W","YOR055W","2","2","6-F-10","","","0000-00-00 00:00:00"
"540","YOR058C","ASE1","2","2","6-F-11","","","0000-00-00 00:00:00"
"541","YOR059C","YOR059C","2","2","6-F-12","","","0000-00-00 00:00:00"
"542","YOR061W","CKA2","2","2","6-G-1","","","0000-00-00 00:00:00"
"543","YOR062C","YOR062C","2","2","6-G-2","","","0000-00-00 00:00:00"
"544","YOR064C","YNG1","3","2","6-G-3","","","0000-00-00 00:00:00"
"545","YOR065W","CYT1","2","2","6-G-4","","","0000-00-00 00:00:00"
"546","YOR066W","MSA1","3","2","6-G-5","","","0000-00-00 00:00:00"
"547","YOR067C","ALG8","3","3","6-G-6","","","0000-00-00 00:00:00"
"548","YOR068C","VAM10","2","2","6-G-7","","","0000-00-00 00:00:00"
"549","YOR069W","VPS5","3","2,3","6-G-8","","","0000-00-00 00:00:00"
"550","YOR070C","GYP1","2","2","6-G-9","","","0000-00-00 00:00:00"
"551","YOR071C","NRT1","2","2","6-G-10","","","0000-00-00 00:00:00"
"552","YOR072W","YOR072W","2","2","6-G-11","","","0000-00-00 00:00:00"
"553","YOR073W","SGO1","2","2","6-G-12","","","0000-00-00 00:00:00"
"554","YOR076C","SKI7","2","2","6-H-1","","","0000-00-00 00:00:00"
"555","YOR078W","BUD21","2","2","6-H-3","","","0000-00-00 00:00:00"
"556","YOR079C","ATX2","2","2","6-H-4","","","0000-00-00 00:00:00"
"557","YOR080W","DIA2","4","-","6-H-5","","","0000-00-00 00:00:00"
"558","YOR081C","TGL5","2","2","6-H-6","","","0000-00-00 00:00:00"
"559","YOR082C","YOR082C","3","3","6-H-7","","","0000-00-00 00:00:00"
"560","YOR083W","WHI5","2","2","6-H-8","","","0000-00-00 00:00:00"
"561","YOR084W","LPX1","2","2","6-H-9","","","0000-00-00 00:00:00"
"562","YOR085W","OST3","2","3","6-H-10","","","0000-00-00 00:00:00"
"563","YOR086C","TCB1","2","2","6-H-11","","","0000-00-00 00:00:00"
"564","YOR087W","YVC1","2","2","6-H-12","","","0000-00-00 00:00:00"
"565","YOR088W","YOR088W","2","2","7-A-1","","","0000-00-00 00:00:00"
"566","YOR089C","VPS21","3","2","7-A-2","","","0000-00-00 00:00:00"
"567","YOR090C","PTC5","2","2","7-A-3","","","0000-00-00 00:00:00"
"568","YOR091W","TMA46","2","2","7-A-4","","","0000-00-00 00:00:00"
"569","YOR092W","ECM3","2","2","7-A-5","","","0000-00-00 00:00:00"
"570","YOR093C","YOR093C","2","2","7-A-6","","","0000-00-00 00:00:00"
"571","YOR094W","ARF3","2","2","7-A-8","","","0000-00-00 00:00:00"
"572","YOR289W","YOR289W","2","2","7-A-9","","","0000-00-00 00:00:00"
"573","YOR290C","SNF2","2","2","7-A-10","","","0000-00-00 00:00:00"
"574","YOR291W","YPK9","2","2","7-A-11","","","0000-00-00 00:00:00"
"575","YOR292C","YOR292C","2","2","7-A-12","","","0000-00-00 00:00:00"
"576","YOR293W","RPS10A","2","2,2","7-B-1","","","0000-00-00 00:00:00"
"577","YOR295W","UAF30 ","4","-","7-B-2","","","0000-00-00 00:00:00"
"578","YOR296W","YOR296W","2","2","7-B-3","","","0000-00-00 00:00:00"
"579","YOR297C","TIM18","2","2","7-B-4","","","0000-00-00 00:00:00"
"580","YOR298W","MUM3","2","2","7-B-5","","","0000-00-00 00:00:00"
"581","YOR299W","BUD7","2","2","7-B-6","","","0000-00-00 00:00:00"
"582","YOR301W","RAX1","2","2","7-B-7","","","0000-00-00 00:00:00"
"583","YOR302W","YOR302W","2","2","7-B-8","","","0000-00-00 00:00:00"
"584","YOR303W","CPA1","2","2","7-B-9","","","0000-00-00 00:00:00"
"585","YOR304C-A","YOR304C-A","2","2","7-B-10","","","0000-00-00 00:00:00"
"586","YOR304W","ISW2","2","2","7-B-11","","","0000-00-00 00:00:00"
"587","YOR305W","RRG7","2","2","7-B-12","","","0000-00-00 00:00:00"
"588","YOR307C","SLY41","2","2","7-C-1","","","0000-00-00 00:00:00"
"589","YOR308C","SNU66","2","2","7-C-2","","","0000-00-00 00:00:00"
"590","YOR311C","DGK1","3","2","7-C-3","","","0000-00-00 00:00:00"
"591","YOR312C","RPL20B","3","2","7-C-4","increased[22],increased[26],increased[48]","","0000-00-00 00:00:00"
"592","YOR313C","SPS4","2","2","7-C-5","","","0000-00-00 00:00:00"
"593","YOR314W","YOR314W","2","2","7-C-6","","","0000-00-00 00:00:00"
"594","YOR315W","SFG1","2","2","7-C-7","","","0000-00-00 00:00:00"
"595","YOR316C","COT1","2","2","7-C-8","","","0000-00-00 00:00:00"
"596","YOR318C","YOR318C","2","2","7-C-9","","","0000-00-00 00:00:00"
"597","YOR320C","GNT1","2","2","7-C-10","","","0000-00-00 00:00:00"
"598","YOR321W","PMT3","3","2","7-C-11","","","0000-00-00 00:00:00"
"599","YOR322C","LDB19","2","2","7-C-12","","","0000-00-00 00:00:00"
"600","YOR323C","PRO2","2","2","7-D-1","","","0000-00-00 00:00:00"
"601","YOR324C","FRT1","2","2","7-D-2","","","0000-00-00 00:00:00"
"602","YOR327C","SNC2","2","2","7-D-3","","","0000-00-00 00:00:00"
"603","YOR328W","PDR10","2","2","7-D-4","","","0000-00-00 00:00:00"
"604","YOR330C","MIP1","2","2","7-D-5","","","0000-00-00 00:00:00"
"605","YOR332W","VMA4","2","2","7-D-6","","","0000-00-00 00:00:00"
"606","YOR334W","MRS2","2","2","7-D-7","","","0000-00-00 00:00:00"
"607","YOR337W","TEA1","2","2","7-D-8","","","0000-00-00 00:00:00"
"608","YOR338W","YOR338W","2","2","7-D-9","","","0000-00-00 00:00:00"
"609","YOR339C","UBC11","3","2","7-D-10","","","0000-00-00 00:00:00"
"610","YOR342C","YOR342C","2","2","7-D-11","","","0000-00-00 00:00:00"
"611","YOR343C","YOR343C","2","2","7-D-12","","","0000-00-00 00:00:00"
"612","YOR344C","TYE7","2","2","7-E-1","","","0000-00-00 00:00:00"
"613","YOR346W","REV1","2","2","7-E-2","","","0000-00-00 00:00:00"
"614","YOR347C","PYK2","2","2","7-E-3","","","0000-00-00 00:00:00"
"615","YOR348C","PUT4","2","2","7-E-4","","","0000-00-00 00:00:00"
"616","YOR349W","CIN1","2","2","7-E-5","","","0000-00-00 00:00:00"
"617","YOR350C","MNE1","2","2","7-E-6","","","0000-00-00 00:00:00"
"618","YOR351C","MEK1","2","2","7-E-7","","","0000-00-00 00:00:00"
"619","YOR352W","TFB6","2","2","7-E-8","","","0000-00-00 00:00:00"
"620","YOR354C","MSC6","2","2","7-E-9","","","0000-00-00 00:00:00"
"621","YOR355W","GDS1","2","2","7-E-10","","","0000-00-00 00:00:00"
"622","YOR356W","CIR2","2","2","7-E-11","","","0000-00-00 00:00:00"
"623","YOR357C","SNX3","2","2","7-E-12","","","0000-00-00 00:00:00"
"624","YOR358W","HAP5","2","2","7-F-1","","","0000-00-00 00:00:00"
"625","YOR359W","VTS1","2","2","7-F-2","","","0000-00-00 00:00:00"
"626","YOR360C","PDE2","2","2","7-F-3","decreased[5]","","0000-00-00 00:00:00"
"627","YOR363C","PIP2","2","2","7-F-4","","","0000-00-00 00:00:00"
"628","YOR365C","YOR365C","2","2","7-F-5","","","0000-00-00 00:00:00"
"629","YOR367W","SCP1","3","2","7-F-6","increased[7]","","0000-00-00 00:00:00"
"630","YOR368W","RAD17","2","2","7-F-7","","","0000-00-00 00:00:00"
"631","YOR371C","GPB1","2","2","7-F-8","","","0000-00-00 00:00:00"
"632","YOR374W","ALD4","2","2","7-F-9","","","0000-00-00 00:00:00"
"633","YOR375C","GDH1","2","2","7-F-10","","","0000-00-00 00:00:00"
"634","YOR376W","YOR376W","2","2","7-F-11","","","0000-00-00 00:00:00"
"635","YOR377W","ATF1","3","2","7-F-12","","","0000-00-00 00:00:00"
"636","YOR378W","YOR378W","2","2","7-G-1","","","0000-00-00 00:00:00"
"637","YOR380W","RDR1","2","2","7-G-2","","","0000-00-00 00:00:00"
"638","YOR381W","FRE3","2","2","7-G-3","","","0000-00-00 00:00:00"
"639","YOR382W","FIT2","2","2","7-G-4","","","0000-00-00 00:00:00"
"640","YOR383C","FIT3","2","2","7-G-5","","","0000-00-00 00:00:00"
"641","YOR384W","FRE5","2","2","7-G-6","","","0000-00-00 00:00:00"
"642","YOR385W","YOR385W","2","2","7-G-7","","","0000-00-00 00:00:00"
"643","YOR386W","PHR1","2","2","7-G-8","","","0000-00-00 00:00:00"
"644","YOL001W","PHO80","2","2","7-G-9","","","0000-00-00 00:00:00"
"645","YOL002C","IZH2","2","2","7-G-10","","","0000-00-00 00:00:00"
"646","YOL003C","PFA4","2","2","7-G-11","","","0000-00-00 00:00:00"
"647","YOL004W","SIN3","3","2","7-G-12","","","0000-00-00 00:00:00"
"648","YOL006C","TOP1","4","-","7-H-1","","","0000-00-00 00:00:00"
"649","YOL007C","CSI2","2","2","7-H-3","","","0000-00-00 00:00:00"
"650","YOL008W","COQ10 ","2","2","7-H-4","","","0000-00-00 00:00:00"
"651","YOL009C","MDM12","2","2","7-H-5","","","0000-00-00 00:00:00"
"652","YOL011W","PLB3","2","2","7-H-6","","","0000-00-00 00:00:00"
