ORF	Gene	strain	CPT	T/C
YGL094C	PAN2	34461	2242	1.019
YER055C	HIS1	30190	2243	1.019
YPR058W	YMC1	35477	2244	1.019
YPL022W	RAD1	32806	2245	1.019
YAL034C	FUN19	30374	2246	1.019
YER024W	YAT2	30156	2247	1.019
YGR189C	CRH1	34819	2248	1.02
YNL321W		31123	2249	1.02
YNL230C	ELA1	31982	2250	1.02
YOR286W		32542	2251	1.02
YOR121C		32377	2252	1.02
YDR132C		34066	2253	1.02
YIR025W	MND2	35960	2254	1.02
YER140W		36138	2255	1.02
YLR403W	SFP1	35312	2256	1.02
YDL080C	THI3	33777	2257	1.02
YHR079C	IRE1	31907	2258	1.02
YOR265W	RBL2	37323	2259	1.02
YGR069W		34699	2260	1.02
YML057W	CMP2	30513	2261	1.02
YDR345C	HXT3	34182	2262	1.02
YGR254W	ENO1	37286	2263	1.02
YKL090W	CUE2	34939	2264	1.02
YJL116C	NCA3	31309	2265	1.02
YLR030W		36428	2266	1.02
YMR262W		30848	2267	1.02
YCL049C		33456	2268	1.02
YMR276W	DSK2	30862	2269	1.02
YLR289W	GUF1	35199	2270	1.02
YIL090W		31481	2271	1.02
YOR081C		31857	2272	1.02
YOL118C		36268	2273	1.02
YJR015W		36813	2274	1.02
YPR109W		35525	2275	1.02
YMR137C	PSO2	36743	2276	1.02
YDR461W	MFA1	37260	2277	1.02
YMR187C		30772	2278	1.02
YGR067C		34697	2279	1.02
YER170W	ADK2	36166	2280	1.02
YOR264W	DSE3	32520	2281	1.021
YML053C		30518	2282	1.021
YBR240C	THI2	33380	2283	1.021
YMR174c	PAI3	30759	2284	1.021
YDR528W	HLR1	34362	2285	1.021
YBL052C	SAS3	33078	2286	1.021
YLR232W		35141	2287	1.021
YLR367W	RPS22B	35276	2288	1.021
YOR186W		32442	2289	1.021
YOL158C	ENB1	36664	2290	1.021
YLR250W	SSP120	35159	2291	1.021
YDL049C	KNH1	33746	2292	1.021
YIR044C		37307	2293	1.021
YNL269W	BSC4	31175	2294	1.021
YEL039C	CYC7	30280	2295	1.021
YHR078W		31906	2296	1.021
YDL071C		33768	2297	1.021
YBR030W		33167	2298	1.021
YMR114C		36554	2299	1.021
YGR071C		34701	2300	1.021
YMR100W	MUB1	36540	2301	1.021
YJL191W	RPS14B	37019	2302	1.021
YKL025C	PAN3	34874	2303	1.021
YLR021W		31576	2304	1.021
YOR246C		32502	2305	1.021
YEL014C		30254	2306	1.021
YML035C-A		30538	2307	1.021
YBL072C	RPS8A	33098	2308	1.021
YDL157C		33855	2309	1.021
YFL014W	HSP12	37070	2310	1.021
YER019C-A	SBH2	30151	2311	1.021
YGL147C	RPL9A	34514	2312	1.021
YPR126C		35541	2313	1.021
YHR075C	PPE1	31903	2314	1.021
YDR351W	SBE2	34188	2315	1.021
YPR117W		35533	2316	1.021
YER064C		36390	2317	1.022
YCL006C		33414	2318	1.022
YFL053W	DAK2	35674	2319	1.022
YOR266W	PNT1	37324	2320	1.022
YMR130W		36571	2321	1.022
YDR348C		34185	2322	1.022
YHL020C	OPI1	30943	2323	1.022
YPR115W		35531	2324	1.022
YBL015W	ACH1	33041	2325	1.022
YDL233W		33930	2326	1.022
YML028W	TSA1	30545	2327	1.022
YDR309C	GIC2	33668	2328	1.022
YMR295C		30883	2329	1.022
YMR292W	GOT1	30879	2330	1.022
YOR342C		31639	2331	1.022
YPL212C	PUS1	31080	2332	1.022
YJL119C		31307	2333	1.022
YNL140C		37317	2334	1.022
YDR055W	PST1	33991	2335	1.022
YLR001C		31556	2336	1.022
YOR348C	PUT4	31645	2337	1.022
YGL152C		34519	2338	1.022
YFR041C		35855	2339	1.022
YBL003C	HTA2	33027	2340	1.022
YER154W	OXA1	36151	2341	1.022
YOR343C		31640	2342	1.022
YBR023C	CHS3	33160	2343	1.022
YBR184W		33324	2344	1.022
YLL058W		31546	2345	1.022
YMR186W	HSC82	30771	2346	1.022
YOR012W		31788	2347	1.023
YGL248W	PDE1	34615	2348	1.023
YBR090C		37159	2349	1.023
YDR029W		33968	2350	1.023
YIL018W	RPL2B	31411	2351	1.023
YCL040W	GLK1	33447	2352	1.023
YJR021C	REC107	36819	2353	1.023
YBR158W	AMN1	33297	2354	1.023
YMR096W	SNZ1	36536	2355	1.023
YMR246W	FAA4	30833	2356	1.023
YLL060C	GTT2	31548	2357	1.023
YLR231C	BNA5	35140	2358	1.023
YHR049C-A		31877	2359	1.023
YNL052W	COX5A	37210	2360	1.023
YMR174C	PAI3	36072	2361	1.023
YPL123C	RNY1	32129	2362	1.023
YPL037C	EGD1	32791	2363	1.023
YDL177C		33875	2364	1.023
YIL005W	EPS1	31397	2365	1.023
YAL042W	ERV46	30363	2366	1.023
YOR344C	TYE7	31641	2367	1.023
YJR103W	URA8	32581	2368	1.023
YKR058W	GLG1	35129	2369	1.023
YDR524C	AGE1	34358	2370	1.023
YDR031W		33970	2371	1.023
YDL096C		33793	2372	1.023
YOR317W	FAA1	36477	2373	1.023
YER184C		36180	2374	1.023
YDL113C	CVT20	33810	2375	1.023
YPL163C	SVS1	32089	2376	1.024
YDL219W	DTD1	33917	2377	1.024
YDL053C		33750	2378	1.024
YOR300W		31596	2379	1.024
YDL240W	LRG1	33937	2380	1.024
YHR137W	ARO9	31965	2381	1.024
YDL110C		33807	2382	1.024
YNR067C	DSE4	36094	2383	1.024
YFL034W		35653	2384	1.024
YDR263C	DIN7	33622	2385	1.024
YER066W		36586	2386	1.024
YMR095C	SNO1	36535	2387	1.024
YFR010W	UBP6	35689	2388	1.024
YPL004C	LSP1	37338	2389	1.024
YNL076W	MKS1	37222	2390	1.024
YLR282C		35191	2391	1.024
YDR357C		34194	2392	1.024
YJL028W		36796	2393	1.024
YKR065C		35136	2394	1.024
YBR018C	GAL7	33155	2395	1.024
YFL050C	ALR2	35671	2396	1.024
YJR111C		32589	2397	1.024
YNL203C		32010	2398	1.025
YML086C	ALO1	36736	2399	1.025
YJR075W	HOC1	32553	2400	1.025
YPL115C	BEM3	32137	2401	1.025
YJR049C	UTR1	36847	2402	1.025
YOL052C	SPE2	31743	2403	1.025
YAL064C-A		35714	2404	1.025
YNR034W	SOL1	35409	2405	1.025
YER027C	GAL83	36694	2406	1.025
YML131W		36532	2407	1.025
YAL008W	FUN14	30400	2408	1.025
YNR001C	CIT1	35376	2409	1.025
YPR073C	LTP1	35492	2410	1.025
YDR503C	LPP1	34337	2411	1.025
YIL056W		31449	2412	1.025
YOR040W	GLO4	31816	2413	1.025
YOL067C	RTG1	31759	2414	1.025
YER039C	HVG1	30172	2415	1.025
YBR040W	FIG1	33177	2416	1.025
YPL198W	RPL7B	31094	2417	1.025
YML118W	NGL3	36519	2418	1.025
YML129C	COX14	36530	2419	1.025
YBR001C	NTH2	33136	2420	1.025
YLR422W		36025	2421	1.025
YDR117C		34051	2422	1.025
YML089C		30481	2423	1.025
YJR061W		36859	2424	1.025
YJL066C	MPM1	31357	2425	1.025
YDL230W	PTP1	33927	2426	1.025
YLR255C		35164	2427	1.025
YLL055W		31543	2428	1.025
YAL061W		30346	2429	1.025
YBR125C	PTC4	37163	2430	1.025
YJL021C		36789	2431	1.025
YNL318C	HXT14	31126	2432	1.025
YML038C	YMD8	36726	2433	1.025
YJL084C		31339	2434	1.025
YJL215C		31210	2435	1.026
YKL120W	OAC1	34970	2436	1.026
YLL016W	SDC25	31504	2437	1.026
YBR204C		33344	2438	1.026
YMR039C	SUB1	30615	2439	1.026
YPL244C	HUT1	31048	2440	1.026
YGL263W	COS12	34630	2441	1.026
YPR149W	NCE102	35564	2442	1.026
YGL208W	SIP2	34574	2443	1.026
YFL013W-A		37069	2444	1.026
YCL035C	GRX1	36681	2445	1.026
YCR100C		35817	2446	1.026
YLR099C	ICT1	32710	2447	1.026
YNL012W	SPO1	35340	2448	1.026
YJR020W		36818	2449	1.026
YDL078C	MDH3	33775	2450	1.026
YNL016W	PUB1	35344	2451	1.026
YNL311C		31133	2452	1.026
YBR028C		33165	2453	1.026
YMR141C		30722	2454	1.026
YDL023C		33719	2455	1.026
YJR018W		36816	2456	1.026
YDR153C	ENT5	33511	2457	1.026
YPR063C		35482	2458	1.026
YDR475C	JIP4	34309	2459	1.026
YLR352W		35261	2460	1.026
YGR275W	RTT102	35927	2461	1.026
YPL039W		32789	2462	1.026
YDL057W		33754	2463	1.027
YHR185C	PFS1	36634	2464	1.027
YLR436C	ECM30	36039	2465	1.027
YBR293W		35741	2466	1.027
YLR401C	DUS3	35310	2467	1.027
YGR139W		34769	2468	1.027
YDR391C		34227	2469	1.027
YGL144C	ROG1	34511	2470	1.027
YAL048C	GON1	30357	2471	1.027
YOR006C		31782	2472	1.027
YGL071W	RCS1	34438	2473	1.027
YBR214W	SDS24	33354	2474	1.027
YGR256W	GND2	35908	2475	1.027
YPL256C	CLN2	31036	2476	1.027
YPL232W	SSO1	31060	2477	1.027
YDL024C	DIA3	33720	2478	1.028
YLL038C	ENT4	31526	2479	1.028
YPL130W	SPO19	32122	2480	1.028
YER162C	RAD4	36158	2481	1.028
YBR296C	PHO89	35744	2482	1.028
YPL159C		32093	2483	1.028
YDR203W		33562	2484	1.028
YEL024W	RIP1	30265	2485	1.028
YOL115W	TRF4	36265	2486	1.028
YOR003W	YSP3	31779	2487	1.028
YML072C		36954	2488	1.028
YGL125W	MET13	34492	2489	1.028
YKR078W		35994	2490	1.028
YCR092C	MSH3	35811	2491	1.028
YIR019C	MUC1	35953	2492	1.028
YLL025W		31513	2493	1.028
YMR177W	MMT1	30762	2494	1.028
YFL042C		37076	2495	1.028
YCR049C		35773	2496	1.028
YML090W		36487	2497	1.028
YOR028C	CIN5	31804	2498	1.028
YCR090C		35809	2499	1.028
YLR285W	NNT1	35194	2500	1.028
YNR006W	VPS27	35381	2501	1.028
YOR108W	LEU9	32364	2502	1.029
YDL210W	UGA4	33908	2503	1.029
YJR082C	EAF6	32559	2504	1.029
YDR321W	ASP1	33680	2505	1.029
YNL063W		33013	2506	1.029
YOR298W		31594	2507	1.029
YMR065W	KAR5	36198	2508	1.029
YKL071W		34920	2509	1.029
YCL051W	LRE1	33458	2510	1.029
YMR081C	ISF1	36215	2511	1.029
YMR316C-A		36456	2512	1.029
YLR353W	BUD8	35262	2513	1.029
YKR084C	HBS1	36000	2514	1.029
YKR097W	PCK1	36013	2515	1.029
YDR083W	RRP8	34018	2516	1.029
YHL009C	YAP3	30954	2517	1.029
YLR221C	RSA3	34170	2518	1.029
YMR245W		30831	2519	1.029
YJR033C	RAV1	36831	2520	1.029
YBL001C	ECM15	33025	2521	1.029
YGL042C		34410	2522	1.029
YER121W		36120	2523	1.029
YDR135C	YCF1	34069	2524	1.029
YMR279C		36449	2525	1.029
YOR047C	STD1	31823	2526	1.029
YGR182C		34812	2527	1.029
YOR097C		32353	2528	1.029
YJL213W		37025	2529	1.029
YOL057W		31749	2530	1.029
YNL058C		33018	2531	1.03
YKL056C		34905	2532	1.03
YHL047C	ARN2	30916	2533	1.03
YLR434C		36037	2534	1.03
YHL007C	STE20	30956	2535	1.03
YDL124W		33821	2536	1.03
YML042W	CAT2	36728	2537	1.03
YDR408C	ADE8	34244	2538	1.03
YDR095C		34030	2539	1.03
YGL136C	MRM2	34503	2540	1.03
YKR017C		35088	2541	1.03
YPR074C	TKL1	35493	2542	1.03
YHR182W		32876	2543	1.03
YNL042W	BOP3	35367	2544	1.03
YLR402W		35311	2545	1.03
YPR128C	ANT1	35543	2546	1.03
YOR101W	RAS1	32357	2547	1.03
YNL147W	LSM7	37383	2548	1.03
YML116W	ATR1	36516	2549	1.03
YOR225W		32481	2550	1.03
YOR288C	MPD1	32544	2551	1.03
YGR206W		34836	2552	1.03
YGL126W	SCS3	34493	2553	1.03
YJL177W	RPL17B	37016	2554	1.03
YBR260C	RGD1	33400	2555	1.03
YIL170W	HXT12	32329	2556	1.03
YDR479C	PEX29	34313	2557	1.03
YOR228C		32484	2558	1.03
YLR438W	CAR2	36042	2559	1.03
YPL172C	COX10	32080	2560	1.03
YKL079W	SMY1	34928	2561	1.03
YGR176W		34806	2562	1.031
YML102C-A		36501	2563	1.031
YPR114W		35530	2564	1.031
YCR017C	CWH43	33497	2565	1.031
YMR291W		30878	2566	1.031
YMR159C	APG16	30742	2567	1.031
YPL021W	ECM23	32807	2568	1.031
YGR241C	YAP1802	35894	2569	1.031
YOR036W	PEP12	31812	2570	1.031
YIL141W		32300	2571	1.031
YOR053W		31829	2572	1.031
YML074C	FPR3	36486	2573	1.031
YBR129C	OPY1	33268	2574	1.031
YKL107W		34957	2575	1.031
YHR013C	ARD1	30976	2576	1.031
YFL015C		35633	2577	1.031
YFR022W		35701	2578	1.031
YJL062W	LAS21	31361	2579	1.031
YLR364W		35273	2580	1.031
YDL076C	RXT3	33773	2581	1.031
YKL130C	SHE2	34980	2582	1.031
YGL249W	ZIP2	34616	2583	1.031
YER010C		30332	2584	1.031
YDR383C	NKP1	34219	2585	1.031
YLR112W		32723	2586	1.031
YDL054C	MCH1	33751	2587	1.031
YGR282C	BGL2	35934	2588	1.031
YIL085C	KTR7	31476	2589	1.031
YML123C	PHO84	36524	2590	1.031
YMR192W	APP2	30777	2591	1.032
YOR052C		31828	2592	1.032
YKL015W	PUT3	34864	2593	1.032
YGL124C	MON1	34491	2594	1.032
YGR213C	RTA1	34843	2595	1.032
YFR034C	PHO4	35848	2596	1.032
YJL004C	SYS1	36772	2597	1.032
YPL105C		32147	2598	1.032
YPR174C		35589	2599	1.032
YHR016C	YSC84	36410	2600	1.032
YNL212W	VID27	32000	2601	1.032
YGR080W	TWF1	34710	2602	1.032
YNL074C	MLF3	37221	2603	1.032
YKL128C	PMU1	34978	2604	1.032
YKL002W	DID4	34850	2605	1.032
YKR035C		35106	2606	1.032
YMR018W		30593	2607	1.032
YJL214W	HXT8	31211	2608	1.032
YDR195W	REF2	33554	2609	1.032
YDR275W	BSC2	33634	2610	1.032
YNR056C	BIO5	36083	2611	1.032
YHR124W	NDT80	31952	2612	1.032
YDR120C	TRM1	34054	2613	1.032
YCR069W	CPR4	37193	2614	1.032
YDR379W	RGA2	34215	2615	1.032
YNL141W	AAH1	32935	2616	1.032
YNR040W		35415	2617	1.032
YGL177W		34544	2618	1.033
YOR032C	HMS1	31808	2619	1.033
YBR300C		35747	2620	1.033
YOL103W	ITR2	36253	2621	1.033
YNL046W		35371	2622	1.033
YBR114W	RAD16	33253	2623	1.033
YLR126C		34083	2624	1.033
YER145C	FTR1	36142	2625	1.033
YGL257C	MNT2	34624	2626	1.033
YFL047W	RGD2	35668	2627	1.033
YGL251C	HFM1	34618	2628	1.033
YFR011C		37206	2629	1.033
YDR469W	SDC1	34303	2630	1.033
YCR016W		33496	2631	1.033
YEL018W	EAF5	30259	2632	1.033
YDL155W	CLB3	33853	2633	1.033
YGL210W	YPT32	34576	2634	1.033
YOR064C	YNG1	31840	2635	1.033
YER020W	GPA2	30152	2636	1.033
YOL116W	MSN1	36266	2637	1.033
YLL009C	COX17	31497	2638	1.033
YKR023W		37043	2639	1.034
YER131W	RPS26B	36130	2640	1.034
YCL046W		33453	2641	1.034
YDR465C	RMT2	34299	2642	1.034
YJL042W	MHP1	37092	2643	1.034
YGR161C	RTS3	34791	2644	1.034
YDR151C	CTH1	33509	2645	1.034
YGR288W	MAL13	35940	2646	1.034
YLR263W	RED1	35172	2647	1.034
YOR111W		32367	2648	1.034
YKL017C	HCS1	34866	2649	1.034
YIL047C	SYG1	31440	2650	1.034
YGR217W	CCH1	34847	2651	1.034
YOR269W	PAC1	37327	2652	1.034
YOL064C	MET22	31756	2653	1.034
YBL091C-A	SCS22	35716	2654	1.034
YDR128W		34062	2655	1.034
YLR122C		32733	2656	1.034
YGR028W	MSP1	36978	2657	1.034
YHR184W	SSP1	32878	2658	1.034
YML117W-A		36518	2659	1.034
YOR055W		31831	2660	1.034
YKR104W	NFT1	36020	2661	1.034
YGL179C		34546	2662	1.034
YKL064W	MNR2	34913	2663	1.034
YOL101C		36251	2664	1.034
YGR258C	RAD2	37289	2665	1.034
YML002W		30574	2666	1.034
YBR188C	NTC20	33328	2667	1.034
YLR246W	ERF2	36707	2668	1.034
YGR236C	SPG1	35889	2669	1.034
YJL020C	BBC1	36788	2670	1.035
YOR201C	PET56	32457	2671	1.035
YML052W	SUR7	30519	2672	1.035
YCL047C		33454	2673	1.035
YNR071C		36230	2674	1.035
YPR003C		32830	2675	1.035
YPL034W		37341	2676	1.035
YPR013C		37140	2677	1.035
YGL194C	HOS2	34561	2678	1.035
YMR107W		36547	2679	1.035
YKR013W	PRY2	35084	2680	1.035
YKR089C		36005	2681	1.035
YDR424C	DYN2	36387	2682	1.035
YBL021C	HAP3	33047	2683	1.035
YKL121W		34971	2684	1.035
YJL122W		31303	2685	1.035
YGR154C		34784	2686	1.035
YKL092C	BUD2	34941	2687	1.035
YNL093W	YPT53	37232	2688	1.035
YOR085W	OST3	31861	2689	1.035
YFL035C-B		35656	2690	1.035
YLR267W	BOP2	35176	2691	1.035
YNL013C		35341	2692	1.035
YDR154C		33512	2693	1.035
YBR101C	FES1	33240	2694	1.035
YDR278C		33637	2695	1.035
YAL055W	PEX22	30352	2696	1.035
YIL107C	PFK26	32266	2697	1.036
YNL071W	LAT1	37218	2698	1.036
YER114C	BOI2	36112	2699	1.036
YJL051W		31372	2700	1.036
YPL103C		32149	2701	1.036
YNR039C	ZRG17	35414	2702	1.036
YNL065W	AQR1	37213	2703	1.036
YLR377C	FBP1	35286	2704	1.036
YBL028C		33054	2705	1.036
YGR168C		34798	2706	1.036
YOL008W		31699	2707	1.036
YBR051W		33188	2708	1.036
YLR393W	ATP10	35302	2709	1.036
YCR028C-A	RIM1	37179	2710	1.036
YHR152W	SPO12	32846	2711	1.036
YJR148W	BAT2	36939	2712	1.036
YGR041W	BUD9	34671	2713	1.036
YMR254C		30840	2714	1.036
YNL335W		31109	2715	1.036
YOR100C	CRC1	32356	2716	1.037
YER188W		35843	2717	1.037
YMR006C	PLB2	30581	2718	1.037
YHR086W	NAM8	31914	2719	1.037
YJR036C	HUL4	36834	2720	1.037
YIL059C		31452	2721	1.037
YCL013W		33421	2722	1.037
YLL024C	SSA2	31512	2723	1.037
YLR058C	SHM2	32669	2724	1.037
YJL206C		37024	2725	1.037
YAL053W		30354	2726	1.037
YKR012C		35083	2727	1.037
YIL099W	SGA1	32258	2728	1.037
YDR516C	EMI2	34350	2729	1.037
YML104C	MDM1	36504	2730	1.037
YNL264C	PDR17	31180	2731	1.037
YNL191W		32021	2732	1.037
YLR236C		35145	2733	1.037
YKR005C		35076	2734	1.037
YOR320C	GNT1	31617	2735	1.038
YPR079W	MRL1	35498	2736	1.038
YKR011C		35082	2737	1.038
YOL025W	LAG2	31716	2738	1.038
YIL009W	FAA3	31401	2739	1.038
YFR015C	GSY1	35694	2740	1.038
YML021C	UNG1	36067	2741	1.038
YBR083W	TEC1	37155	2742	1.038
YER097W		36403	2743	1.038
YNR027W	BUD17	35402	2744	1.038
YDL167C	NRP1	33865	2745	1.038
YOR239W	ABP140	32495	2746	1.038
YMR091C	NPL6	36226	2747	1.038
YOR202W	HIS3	32458	2748	1.038
YDR451C	YHP1	34285	2749	1.038
YBR035C	PDX3	33172	2750	1.038
YPL019C	VTC3	32809	2751	1.038
YGL253W	HXK2	34620	2752	1.038
YER093C-A		36399	2753	1.038
YHR116W		31944	2754	1.038
YLR019W	PSR2	31574	2755	1.038
YOL056W	GPM3	31748	2756	1.038
YOR354C	MSC6	31651	2757	1.038
YOR134W	BAG7	32390	2758	1.038
YDL128W	VCX1	33825	2759	1.038
YMR083W	ADH3	36217	2760	1.038
YDL239C	ADY3	33936	2761	1.038
YMR030W		30605	2762	1.039
YOR051C		31827	2763	1.039
YKR029C	SET3	37046	2764	1.039
YNR013C	PHO91	35388	2765	1.039
YPL058C	PDR12	32770	2766	1.039
YDR481C	PHO8	34315	2767	1.039
YDR425W	SNX41	34261	2768	1.039
YOR252W		32508	2769	1.039
YMR085W		36219	2770	1.039
YPL253C	VIK1	31039	2771	1.039
YBR024W	SCO2	33161	2772	1.039
YIR029W	DAL2	35964	2773	1.039
YMR069W		36202	2774	1.039
YDR389W	SAC7	34225	2775	1.039
YOL090W	MSH2	36240	2776	1.039
YDR284C	DPP1	33643	2777	1.039
YJL060W	BNA3	31363	2778	1.039
YPR071W		35490	2779	1.039
YIR043C		37306	2780	1.039
YPR184W	GDB1	35599	2781	1.039
YCR102C		35819	2782	1.039
YPL136W		32115	2783	1.039
YGL164C	YRB30	34531	2784	1.039
YOL151W	GRE2	37320	2785	1.039
YPR089W		35506	2786	1.039
YDR214W	AHA1	33573	2787	1.039
YFL018C	LPD1	35636	2788	1.039
YKL068W	NUP100	34917	2789	1.04
YNR048W		35423	2790	1.04
YOL162W		36667	2791	1.04
YHR076W	PTC7	31904	2792	1.04
YBR249C	ARO4	33389	2793	1.04
YDR098C	GRX3	34033	2794	1.04
YHR161C	YAP1801	32855	2795	1.04
YIL007C	NAS2	31399	2796	1.04
YPL246C	QUT1	31046	2797	1.04
YGL114W		34481	2798	1.04
YOR277C		32533	2799	1.04
YNR004W		35379	2800	1.04
YDL169C	UGX2	33867	2801	1.04
YPL219W	PCL8	31073	2802	1.04
YOR104W	PIN2	32360	2803	1.04
YDR495C	VPS3	34329	2804	1.04
YLR206W	ENT2	34155	2805	1.04
YDL011C		33707	2806	1.04
YBL078C	AUT7	33104	2807	1.04
YNL336W	COS1	31108	2808	1.04
YBR120C	CBP6	33259	2809	1.04
YER130C		36129	2810	1.04
YGL223C	COG1	34589	2811	1.04
YIL035C	CKA1	31428	2812	1.04
YJL128C	PBS2	37101	2813	1.04
YLR461W	PAU4	36064	2814	1.04
YKL140W	TGL1	34990	2815	1.04
YPL032C	SVL3	32796	2816	1.041
YIR018W	YAP5	35952	2817	1.041
YOR191W	RIS1	32447	2818	1.041
YIR001C	SGN1	32337	2819	1.041
YPL144W		32108	2820	1.041
YGR194C	XKS1	34824	2821	1.041
YDR102C		34037	2822	1.041
YBR264C	YPT10	33404	2823	1.041
YDR109C		34043	2824	1.041
YDR281C	PHM6	33640	2825	1.041
YMR157C		30739	2826	1.041
YDR148C	KGD2	33506	2827	1.041
YJL204C	RCY1	31221	2828	1.041
YGL063W	PUS2	34430	2829	1.041
YDR181C	SAS4	33540	2830	1.041
YHR044C	DOG1	31007	2831	1.041
YGR092W	DBF2	36990	2832	1.041
YLR151C	PCD1	34108	2833	1.041
YOR070C	GYP1	31846	2834	1.041
YPL274W	SAM3	31018	2835	1.041
YPL095C		32157	2836	1.041
YDR483W	KRE2	34317	2837	1.041
YML048W-A		30524	2838	1.041
YDR491C		34325	2839	1.041
YNL035C		35360	2840	1.041
YOL014W		31705	2841	1.041
YOL112W	MSB4	36262	2842	1.041
YDL170W	UGA3	33868	2843	1.041
YCL037C	SRO9	33444	2844	1.041
YKL038W	RGT1	34887	2845	1.041
YLR312C		35220	2846	1.041
YER183C	FAU1	36179	2847	1.041
YOL013C	HRD1	31704	2848	1.042
YKL201C	MNN4	37034	2849	1.042
YKL171W		35021	2850	1.042
YML078W	CPR3	30492	2851	1.042
YBR281C		35729	2852	1.042
YDR042C		33978	2853	1.042
YMR058W	FET3	36192	2854	1.042
YNR069C	BSC5	37125	2855	1.042
YJL132W		31293	2856	1.042
YHR126C		31954	2857	1.042
YLL057C		31545	2858	1.042
YDL146W		33844	2859	1.042
YMR195W	ICY1	30781	2860	1.042
YPR199C	ARR1	35614	2861	1.042
YNL034W		35359	2862	1.042
YDR225W	HTA1	33584	2863	1.042
YIR028W	DAL4	35963	2864	1.042
YBR222C	PCS60	33362	2865	1.042
YJL100W	LSB6	31323	2866	1.042
YIR004W	DJP1	32340	2867	1.042
YGR053C		36985	2868	1.042
YJL166W	QCR8	31259	2869	1.042
YOL053C-A		31744	2870	1.043
YPL250C	ICY2	31042	2871	1.043
YNL237W	YTP1	31975	2872	1.043
YGR201C		36590	2873	1.043
YPL030W		32798	2874	1.043
YDL186W		33884	2875	1.043
YJL150W		31275	2876	1.043
YBR026C	ETR1	33163	2877	1.043
YFR021W	AUT10	35700	2878	1.043
YIL074C	SER33	31467	2879	1.043
YLR303W	MET17	35211	2880	1.043
YBR106W	PHO88	33245	2881	1.043
YOL055C	THI20	31747	2882	1.043
YGR221C	TOS2	35874	2883	1.043
YPR075C	OPY2	35494	2884	1.043
YML096W		36494	2885	1.043
YOL131W		36281	2886	1.043
YIL168W	SDL1	32327	2887	1.043
YPR155C	NCA2	35570	2888	1.043
YOL001W	PHO80	31692	2889	1.043
YML058W	SML1	30512	2890	1.043
YGR072W	UPF3	34702	2891	1.043
YDR071C		36691	2892	1.043
YMR019W	STB4	30594	2893	1.043
YJL206C-A		31220	2894	1.043
YKL188C	PXA2	35038	2895	1.043
YMR272C	SCS7	30858	2896	1.043
YDL104C	QRI7	33801	2897	1.043
YMR310C		30900	2898	1.043
YIL032C		31425	2899	1.043
YMR259C		30845	2900	1.043
YOR220W		32476	2901	1.044
YLR265C	NEJ1	35174	2902	1.044
YLL028W	TPO1	31516	2903	1.044
YNR002C	FUN34	35377	2904	1.044
YLR004C		31559	2905	1.044
YDL095W	PMT1	33792	2906	1.044
YNR014W		35389	2907	1.044
YOR328W	PDR10	31625	2908	1.044
YER179W	DMC1	36175	2909	1.044
YPR070W	MED1	35489	2910	1.044
YMR099C		36539	2911	1.044
YIL113W	SDP1	32272	2912	1.044
YOR154W		32410	2913	1.044
YJR120W		36923	2914	1.044
YLR016C		31571	2915	1.044
YKL050C		34899	2916	1.044
YDR254W	CHL4	33613	2917	1.044
YKL097C		34946	2918	1.044
YDL027C		33723	2919	1.044
YOR306C	MCH5	31603	2920	1.044
YNL339C	YRF1-6	31105	2921	1.044
YDR459C		34293	2922	1.044
YBL071C		33097	2923	1.044
YKL199C	YKT9	35049	2924	1.044
YOR267C	HRK1	37325	2925	1.044
YML048W	GSF2	30523	2926	1.045
YML079W		30491	2927	1.045
YPL096W	PNG1	32156	2928	1.045
YDR169C	STB3	33527	2929	1.045
YGR203W		34833	2930	1.045
YNR064C		36091	2931	1.045
YBR013C		33150	2932	1.045
YMR119W-A		36560	2933	1.045
YLR017W	MEU1	31572	2934	1.045
YDR015C		33954	2935	1.045
YJR056C		36854	2936	1.045
YDR446W	ECM11	34280	2937	1.045
YJR139C	HOM6	36933	2938	1.045
YLR201C		34150	2939	1.045
YMR036C	MIH1	30612	2940	1.045
YMR088C		36223	2941	1.045
YDL093W	PMT5	33790	2942	1.045
YPR017C	DSS4	35436	2943	1.045
YER161C	SPT2	36157	2944	1.045
YML121W	GTR1	36522	2945	1.045
YML101C	CUE4	36500	2946	1.045
YPR023C	EAF3	37143	2947	1.045
YIL013C	PDR11	31405	2948	1.045
YKR061W	KTR2	35132	2949	1.045
YJL153C	INO1	31272	2950	1.045
YBR292C		35740	2951	1.045
YDR251W	PAM1	33610	2952	1.045
YJR062C	NTA1	36860	2953	1.045
YOR067C	ALG8	31843	2954	1.045
YCL064C	CHA1	33471	2955	1.045
YLR300W	EXG1	35210	2956	1.045
YKL065C	YET1	34914	2957	1.045
YDR530C	APA2	34364	2958	1.045
YLR427W	MAG2	36030	2959	1.045
YLR063W		32674	2960	1.046
YCR023C		33504	2961	1.046
YGL197W	MDS3	34564	2962	1.046
YHL013C		30950	2963	1.046
YER069W	"ARG5,6"	30209	2964	1.046
YKR040C		37051	2965	1.046
YMR232W	FUS2	30818	2966	1.046
YDR426C		34262	2967	1.046
YNL268W	LYP1	37385	2968	1.046
YMR311C	GLC8	36451	2969	1.046
YDR221W		33580	2970	1.046
YBR048W	RPS11B	33185	2971	1.046
YNL304W	YPT11	31140	2972	1.046
YLR444C		36048	2973	1.046
YMR052W	FAR3	36186	2974	1.046
