ORF	hap a | expression level of a gene (PHO84pr-YFP) | inorganic phosphate [50 uM] | Choi J~O'Shea EK, 2017	hap a | expression level of a gene (PHO84pr-YFP) | inorganic phosphate [1 mM] | Choi J~O'Shea EK, 2017
YLL026W	-0.129	0.138
YLL028W	0.636	0.147
YLL029W	1.209	0.149
YLL030C	0.336	0.074
YLL032C	-0.474	-0.036
YLL033W	1.555	-0.043
YLL038C	1.607	0.006
YLL039C	0.580	-0.110
YLL040C	1.935	-0.197
YLL041C	0.082	-0.037
YLL042C	-0.631	-0.046
YLL043W	-2.987	NaN
YLL044W	0.055	-0.096
YLL045C	-1.177	-2.150
YLL046C	-0.388	-0.010
YLL047W	-1.075	-0.159
YLL048C	-0.135	0.116
YLL049W	0.519	0.052
YLL051C	-0.954	-0.224
YLL052C	-0.571	-0.108
YLL053C	-0.038	0.193
YLL054C	-0.062	0.069
YLL055W	-0.203	-0.004
YLL056C	0.482	-0.082
YLL057C	-0.348	0.089
YLL058W	0.315	0.000
YLL059C	0.248	0.013
YLL060C	-0.412	0.054
YLL061W	-0.365	0.055
YLL062C	0.000	0.043
YLL063C	-0.057	0.082
YLR001C	-0.455	0.160
YLR003C	-0.001	0.126
YLR004C	0.126	-0.043
YLR006C	0.431	-0.172
YLR011W	-0.281	0.137
YLR012C	-0.026	0.004
YLR013W	0.479	0.047
YLR014C	-0.476	-0.163
YLR015W	-0.361	0.699
YLR016C	0.299	0.115
YLR017W	0.169	0.153
YLR018C	0.526	-0.020
YLR019W	-0.037	-0.077
YLR020C	0.324	0.149
YLR021W	-1.608	0.378
YLR023C	-0.659	0.162
YLR024C	-0.267	0.058
YLR025W	-0.029	-0.555
YLR028C	0.238	0.035
YLR030W	-0.407	0.122
YLR031W	0.207	0.225
YLR032W	-0.235	0.146
YLR034C	-0.712	0.012
YLR035C	-0.018	0.041
YLR036C	-0.437	0.065
YLR037C	-0.830	-0.013
YLR038C	0.420	0.020
YLR039C	-0.100	0.529
YLR040C	-0.914	-0.008
YLR041W	-0.120	0.082
YLR042C	0.236	-0.019
YLR043C	-0.499	0.085
YLR044C	1.718	-0.054
YLR046C	-0.503	-0.013
YLR047C	1.038	0.162
YLR048W	-0.423	-0.165
YLR049C	-0.644	0.076
YLR050C	0.168	0.087
YLR052W	0.018	0.074
YLR053C	-0.921	-0.094
YLR054C	-0.365	0.098
YLR055C	0.173	-0.861
YLR056W	-1.743	NaN
YLR057W	0.423	0.134
YLR058C	0.640	-0.102
YLR059C	-0.099	-0.134
YLR061W	-2.649	-0.666
YLR062C	-2.666	-0.670
YLR063W	-0.388	0.100
YLR064W	0.344	-0.113
YLR065C	-0.397	-0.125
YLR067C	0.525	0.010
YLR068W	-2.134	-0.501
YLR069C	0.827	0.197
YLR070C	1.421	0.207
YLR072W	0.004	-0.019
YLR073C	-0.115	0.103
YLR074C	-0.638	0.102
YLR077W	0.349	-0.020
YLR079W	0.442	-0.199
YLR080W	-0.863	-0.173
YLR081W	-0.270	0.019
YLR082C	-0.584	-0.032
YLR083C	-0.760	-0.069
YLR084C	-0.001	0.016
YLR087C	0.369	0.480
YLR089C	-1.422	0.060
YLR090W	-0.601	0.036
YLR091W	0.799	0.113
YLR092W	-0.438	-0.140
YLR093C	-0.218	0.017
YLR094C	0.111	0.127
YLR095C	-0.582	0.013
YLR096W	-0.270	0.014
YLR097C	-0.529	-0.088
YLR099C	0.210	-0.123
YLR102C	0.434	0.019
YLR104W	0.126	0.160
YLR107W	0.173	-0.049
YLR108C	-0.422	0.140
YLR109W	0.380	0.074
YLR110C	0.276	-0.052
YLR111W	0.597	-0.216
YLR112W	-0.291	0.050
YLR113W	0.713	-0.251
YLR114C	0.418	-0.071
YLR118C	0.497	-0.038
YLR120C	0.814	-0.146
YLR121C	-1.019	0.057
YLR122C	-0.558	0.013
YLR123C	-0.116	0.038
YLR124W	0.924	0.002
YLR125W	-0.880	-0.281
YLR126C	0.335	0.055
YLR128W	0.520	0.028
YLR130C	0.405	0.021
YLR131C	1.611	-0.170
YLR133W	-0.267	0.029
YLR134W	-0.842	0.116
YLR136C	0.029	-0.027
YLR137W	-0.303	-0.191
YLR138W	0.132	-0.167
YLR139C	0.485	0.123
YLR140W	NaN	0.776
YLR142W	-0.140	0.114
YLR143W	-0.546	-0.169
YLR144C	0.005	0.018
YLR146C	-0.359	-0.063
YLR148W	0.625	0.551
YLR149C	-0.088	-0.089
YLR150W	-1.429	-0.557
YLR151C	-1.669	-0.391
YLR152C	0.049	-0.091
YLR154C	-0.134	-0.073
YLR164W	-0.599	-0.111
YLR165C	-0.306	-0.049
YLR168C	-0.685	-0.287
YLR169W	0.304	-0.385
YLR170C	0.948	-0.300
YLR171W	0.789	-0.262
YLR172C	-0.017	-0.234
YLR173W	-0.001	-0.042
YLR174W	0.005	-0.030
YLR176C	-0.315	-0.210
YLR177W	-0.626	-0.081
YLR178C	-0.536	-0.280
YLR179C	-1.060	-0.281
YLR180W	0.338	0.147
YLR181C	1.079	-0.341
YLR183C	-0.314	-0.168
YLR184W	-2.413	-0.780
YLR187W	0.372	-0.168
YLR188W	-0.003	-0.029
YLR189C	-0.261	-0.050
YLR190W	-0.596	-0.225
YLR191W	1.571	-0.103
YLR192C	0.825	-0.070
YLR193C	1.081	-0.060
YLR194C	NaN	0.066
YLR199C	-0.213	0.068
YLR200W	1.158	0.490
YLR201C	1.012	-0.183
YLR204W	0.567	-0.076
YLR205C	0.216	-0.025
YLR206W	0.616	-0.038
YLR207W	-0.136	-0.044
YLR209C	-1.402	-0.228
YLR210W	-0.310	-0.023
YLR211C	0.035	0.046
YLR213C	-0.143	0.005
YLR214W	0.095	0.039
YLR216C	1.180	-0.052
YLR217W	1.107	0.054
YLR218C	0.114	0.243
YLR219W	-0.107	0.031
YLR220W	0.140	0.027
YLR221C	-2.275	-0.417
YLR224W	-0.152	-0.003
YLR225C	-1.493	-0.118
YLR227C	0.102	0.071
YLR228C	-0.534	0.020
YLR230W	-0.321	-0.015
YLR231C	-0.347	0.030
YLR232W	-0.276	-0.023
YLR233C	0.648	-0.036
YLR235C	0.273	0.001
YLR236C	-1.040	-0.025
YLR237W	1.150	-0.233
YLR239C	-0.671	0.420
YLR241W	0.017	0.058
YLR246W	-0.236	-0.100
YLR247C	-0.394	0.016
YLR248W	-0.460	0.112
YLR250W	0.666	-0.234
YLR251W	0.327	0.179
YLR252W	-0.124	0.036
YLR254C	-0.080	0.066
YLR255C	-0.552	-0.097
YLR257W	-0.242	0.231
YLR258W	0.263	0.040
YLR260W	-0.099	0.107
YLR261C	0.588	0.088
YLR262C	-0.456	-0.009
YLR262C-A	0.069	0.024
YLR263W	0.245	0.138
YLR264C-A	0.429	0.567
YLR264W	0.376	0.080
YLR265C	0.093	0.205
YLR266C	0.192	0.276
YLR268W	0.594	0.331
YLR269C	0.234	0.222
YLR270W	0.254	0.240
YLR271W	-0.017	0.228
YLR273C	-0.192	0.017
YLR278C	1.157	0.033
YLR279W	0.608	0.363
YLR280C	0.467	0.289
YLR281C	0.545	0.214
YLR282C	-0.837	-0.062
YLR283W	-0.670	0.294
YLR284C	-0.198	0.444
YLR285C-A	0.272	-0.004
YLR285W	-0.605	0.138
YLR286C	1.362	-0.079
YLR287C	-0.432	0.175
YLR287C-A	0.358	0.358
YLR288C	1.385	0.206
YLR289W	-0.167	0.304
YLR290C	0.280	0.137
YLR292C	-0.493	-0.273
YLR294C	0.892	-0.109
YLR295C	0.366	-0.100
YLR296W	-0.206	-0.098
YLR297W	-0.284	-0.023
YLR299W	0.166	-0.123
YLR300W	0.120	-0.028
YLR303W	0.129	-0.106
YLR304C	-0.108	-0.010
YLR306W	0.285	-0.174
YLR307C-A	0.125	0.001
YLR307W	-0.181	-0.079
YLR309C	-1.001	-0.016
YLR311C	-0.599	-0.117
YLR312C	0.170	-0.020
YLR312W-A	0.737	-0.176
YLR313C	-0.054	-0.114
YLR315W	-0.729	-0.163
YLR317W	0.314	0.318
YLR318W	0.478	-0.145
YLR319C	-0.011	-0.215
YLR320W	0.775	-0.293
YLR324W	-0.072	0.222
YLR325C	0.526	0.177
YLR326W	-0.511	0.238
YLR328W	0.561	0.215
YLR329W	-0.073	0.249
YLR330W	0.600	0.027
YLR331C	-0.527	0.173
YLR332W	-0.157	0.282
YLR333C	0.111	0.229
YLR334C	0.222	0.192
YLR335W	0.646	0.019
YLR337C	-1.543	NaN
YLR338W	0.181	-0.215
YLR339C	-0.100	-0.007
YLR341W	0.063	0.232
YLR342W	-0.754	0.369
YLR342W-A	-0.101	-0.019
YLR343W	0.139	-0.007
YLR344W	-0.823	0.102
YLR345W	-1.771	0.112
YLR346C	-0.844	-0.178
YLR348C	-0.157	0.428
YLR349W	-0.052	0.430
YLR350W	-0.772	0.118
YLR351C	1.377	0.267
YLR352W	-0.249	0.200
YLR353W	0.265	-0.105
YLR354C	-0.199	-0.041
YLR356W	-0.159	-0.152
YLR357W	0.945	0.489
YLR358C	NaN	-0.040
YLR360W	1.264	-0.405
YLR361C	1.353	NaN
YLR361C-A	-0.122	0.017
YLR363C	-1.157	-0.389
YLR363W-A	-1.901	-0.284
YLR364W	-0.223	0.000
YLR365W	0.180	-0.176
YLR366W	0.124	0.143
YLR367W	-0.236	0.056
YLR370C	0.331	-0.201
YLR371W	NaN	0.195
YLR372W	1.731	0.109
YLR373C	-0.844	-0.075
YLR374C	-0.345	0.093
YLR375W	0.513	0.017
YLR376C	-0.625	-0.158
YLR377C	-0.088	-0.082
YLR379W	-0.108	-0.214
YLR380W	-0.098	-0.007
YLR381W	0.159	-0.169
YLR382C	0.414	0.248
YLR384C	-0.457	-0.116
YLR385C	-0.123	-0.220
YLR386W	1.178	0.113
YLR387C	-0.109	-0.058
YLR388W	0.239	-0.095
YLR389C	-1.561	-0.237
YLR390W	-0.495	-0.095
YLR390W-A	-0.229	-0.041
YLR392C	-0.089	-0.049
YLR393W	1.065	NaN
YLR394W	-0.671	0.009
YLR395C	0.217	-0.109
YLR396C	0.490	-0.327
YLR398C	-0.674	-0.589
YLR400W	0.954	0.056
YLR401C	0.365	-0.035
YLR402W	0.834	-0.135
YLR403W	-0.989	-0.300
YLR404W	-0.233	-0.037
YLR405W	0.182	-0.014
YLR406C	-0.662	-0.136
YLR406C-A	-0.208	-0.015
YLR407W	1.226	0.037
YLR408C	0.686	-0.044
YLR410W	-1.132	-0.728
YLR412C-A	0.056	-0.003
YLR413W	-0.301	-0.120
YLR414C	0.079	0.039
YLR415C	-0.237	0.050
YLR416C	-0.316	-0.017
YLR417W	0.314	-0.662
YLR418C	1.084	0.527
YLR419W	0.418	0.051
YLR422W	-0.149	0.046
YLR423C	0.313	0.035
YLR425W	0.737	-0.051
YLR426W	0.402	-0.023
YLR427W	-1.441	-0.123
YLR428C	-2.050	-0.152
YLR429W	-1.235	-0.189
YLR431C	-0.342	-0.054
YLR432W	-0.696	-0.216
YLR433C	-0.626	-0.016
YLR434C	0.275	0.163
YLR435W	0.121	-0.237
YLR436C	-1.631	NaN
YLR437C	-0.272	-0.023
YLR438W	-0.176	0.067
YLR439W	0.593	-0.292
YLR441C	0.124	-0.035
YLR442C	NaN	0.037
YLR443W	-0.489	-0.053
YLR444C	-0.017	0.049
YLR445W	NaN	0.041
YLR446W	-1.226	-0.194
YLR447C	-1.536	-0.742
YLR448W	-1.662	-0.579
YLR449W	-1.326	-0.228
YLR450W	-0.742	-0.048
YLR451W	0.114	0.083
YLR452C	-0.761	-0.180
YLR453C	0.244	0.000
YLR454W	-1.029	-0.175
YLR455W	-0.460	-0.134
YLR456W	-0.620	-0.070
YLR458W	-0.177	-0.042
YLR460C	-0.857	-0.026
YLR461W	-0.542	-0.035
YML001W	0.143	0.358
YML002W	-0.369	0.098
YML003W	-0.354	-0.068
YML004C	-0.920	-0.048
YML005W	0.204	-0.041
YML006C	0.930	-0.043
YML007C-A	-1.396	0.052
YML007W	0.302	-0.060
YML008C	-0.040	-0.004
YML009C	0.093	-0.040
YML009C-A	0.040	-0.162
YML009W-B	0.092	0.102
YML011C	0.006	-0.001
YML012W	1.456	-0.110
YML013W	1.434	-0.146
YML014W	-2.087	NaN
YML016C	-0.524	0.251
YML017W	-0.381	0.052
YML018C	-0.239	0.134
YML019W	0.024	-0.015
YML020W	-0.814	0.018
YML021C	-1.109	-0.096
YML022W	0.685	-0.137
YML024W	-1.029	-0.287
YML026C	0.428	0.007
YML027W	-0.385	-0.013
YML028W	0.165	-0.046
YML029W	-0.205	0.056
YML030W	0.500	0.010
YML032C	0.284	-0.120
YML034C-A	0.062	-0.146
YML034W	0.291	0.040
YML035C	NaN	0.751
YML036W	0.875	0.116
YML037C	-0.343	-0.020
YML038C	0.343	-0.060
YML041C	0.640	0.016
YML042W	-0.635	0.071
YML047C	-0.709	-0.076
YML047W-A	-0.264	-0.055
YML048W	0.465	-0.105
YML050W	-0.518	-0.018
YML051W	0.936	0.023
YML052W	0.604	-0.128
YML053C	-0.717	-0.220
YML054C	-0.475	0.013
YML054C-A	-0.421	0.078
YML055W	0.128	0.018
YML056C	0.012	-0.185
YML057C-A	-1.058	0.042
YML057W	-0.893	-0.133
YML058W	-0.627	-0.187
YML058W-A	-0.014	0.046
YML059C	-0.788	-0.036
YML060W	-0.303	-0.178
YML061C	1.691	0.027
YML062C	1.420	1.093
YML063W	-0.399	-0.025
YML066C	0.029	0.110
YML067C	0.477	0.016
YML068W	0.348	-0.017
YML070W	0.165	-0.074
YML071C	-0.171	0.160
YML072C	0.103	-0.064
YML073C	0.747	0.215
YML074C	-0.060	-0.128
YML075C	-0.074	0.091
YML076C	-0.046	0.205
YML078W	1.983	0.063
YML079W	1.868	0.006
YML080W	2.091	0.052
YML081C-A	1.106	0.041
YML081W	1.769	-0.088
YML082W	1.817	0.044
YML083C	1.935	0.187
YML084W	1.386	-0.045
YML086C	NaN	0.105
YML087C	1.866	-0.069
YML088W	1.424	-0.083
YML089C	1.639	0.005
YML090W	0.075	-0.097
YML094C-A	-0.215	-0.283
YML094W	0.331	-0.142
YML095C	0.097	-0.195
YML096W	-0.210	-0.170
YML097C	1.345	-0.542
YML099C	0.058	-0.019
YML099W-A	-0.103	0.004
YML100W	0.264	-0.041
YML101C	-0.001	-0.012
YML101C-A	0.865	-0.158
YML102W	0.869	-0.185
YML103C	1.390	-0.083
YML104C	NaN	0.050
YML107C	0.758	-0.113
YML108W	-0.942	-0.034
YML109W	0.071	0.123
YML110C	0.443	0.080
YML111W	-1.338	0.142
YML112W	-0.957	NaN
YML113W	-1.870	0.194
YML115C	0.474	-0.262
YML116W	-0.024	0.069
YML116W-A	-0.500	0.034
YML117W	-1.079	-0.088
YML118W	0.058	-0.073
YML119W	0.444	0.075
YML120C	0.149	0.060
YML121W	0.958	-0.434
YML122C	-2.572	-0.280
YML123C	NaN	-0.150
YML124C	0.372	0.111
YML128C	0.389	0.023
YML129C	0.075	0.054
YML131W	0.166	0.128
YMR001C-A	1.300	-0.034
YMR002W	0.172	-0.053
YMR003W	-0.255	0.070
YMR004W	1.309	-0.050
YMR006C	-0.490	-0.273
YMR007W	0.624	-0.047
YMR008C	-0.253	0.107
YMR009W	0.406	0.019
YMR010W	-1.717	0.044
YMR011W	-0.137	0.059
YMR012W	-0.244	0.057
YMR013W-A	-0.692	-0.160
YMR014W	-0.153	-0.110
YMR015C	0.413	0.193
YMR016C	-1.499	-0.145
YMR017W	-0.612	-0.125
YMR018W	-0.413	0.091
YMR019W	-0.045	0.216
YMR020W	0.071	0.031
YMR022W	1.121	0.045
YMR023C	-0.274	0.003
YMR024W	0.814	-0.062
YMR025W	0.256	0.109
YMR026C	1.932	0.007
YMR027W	0.267	-0.000
YMR029C	0.949	0.127
YMR030W	-0.013	0.187
YMR031C	-0.036	0.087
YMR034C	0.277	0.103
YMR035W	0.981	-0.230
YMR036C	0.062	-0.244
YMR037C	0.091	0.229
YMR038C	-0.678	NaN
YMR039C	0.580	0.063
YMR040W	-0.626	-0.191
YMR041C	0.286	-0.051
YMR042W	0.150	-0.053
YMR044W	0.161	-0.084
YMR048W	0.081	0.159
YMR052C-A	0.366	-0.031
YMR052W	0.471	0.069
YMR053C	-2.609	-0.230
YMR054W	-2.247	-0.017
YMR055C	0.087	-0.071
YMR056C	0.201	-0.055
YMR057C	0.262	-0.095
YMR058W	0.042	-0.088
YMR060C	1.477	2.655
YMR063W	NaN	-0.109
YMR064W	1.067	0.182
YMR065W	0.458	0.349
YMR066W	0.604	-0.044
YMR068W	-0.321	0.025
YMR070W	-1.404	-0.090
YMR071C	0.645	-0.324
YMR072W	-0.648	-0.420
YMR074C	0.154	-0.062
YMR075C-A	1.031	0.060
YMR075W	0.155	0.112
YMR077C	0.112	0.010
YMR078C	0.099	0.062
YMR080C	0.156	0.095
YMR081C	0.042	0.027
YMR082C	-0.105	-0.048
YMR083W	0.259	0.088
YMR084W	0.124	0.117
YMR085W	0.209	-0.000
YMR086C-A	0.271	0.129
YMR086W	-0.582	0.025
YMR087W	0.503	0.030
YMR088C	-0.037	0.090
YMR090W	0.034	0.106
YMR091C	0.273	0.029
YMR092C	-0.311	-0.092
YMR095C	0.100	0.079
YMR096W	0.110	0.037
YMR097C	0.750	0.052
YMR098C	0.687	0.118
YMR099C	0.156	0.032
YMR100W	-0.297	0.027
YMR101C	-0.012	0.113
YMR102C	0.790	0.076
YMR103C	-0.060	0.060
YMR104C	0.095	NaN
YMR105C	-0.202	-0.046
YMR105W-A	-0.207	0.036
YMR106C	-0.378	-0.054
YMR107W	-0.221	-0.012
YMR109W	0.666	-0.027
YMR110C	-1.068	-0.018
YMR111C	-0.057	0.098
YMR114C	0.086	-0.000
YMR115W	0.777	0.095
YMR116C	0.029	0.204
YMR118C	0.870	0.011
YMR119W	-0.561	-0.023
YMR119W-A	0.618	-0.034
YMR120C	0.347	0.287
YMR121C	-0.175	0.051
YMR122C	-0.933	-0.054
YMR123W	-0.595	0.033
YMR124W	-0.221	0.091
YMR125W	-0.203	0.010
YMR126C	-2.306	NaN
YMR127C	0.102	0.098
YMR129W	-0.794	-0.127
YMR130W	-0.031	0.080
YMR132C	0.208	0.025
YMR133W	0.050	0.141
YMR135C	1.414	0.276
YMR135W-A	NaN	0.020
YMR136W	-0.273	0.086
YMR137C	0.077	0.299
YMR138W	-0.692	-0.013
YMR139W	-0.754	NaN
YMR140W	-0.526	-0.194
YMR141C	-0.475	-0.093
YMR142C	-0.797	-0.140
YMR143W	-0.724	-0.228
YMR144W	0.012	-0.175
YMR145C	0.524	0.036
YMR147W	-0.752	-0.194
YMR148W	0.411	-0.016
YMR150C	0.605	-0.130
YMR151W	0.149	-0.076
YMR152W	-0.389	-0.101
YMR153C-A	-0.058	-0.115
YMR153W	1.924	-0.136
YMR154C	-0.991	0.068
YMR155W	0.030	-0.057
YMR156C	-0.051	-0.050
YMR157C	0.550	-0.217
YMR158C-A	0.023	0.045
YMR158W	0.582	0.257
YMR158W-B	-0.250	-0.022
YMR159C	-0.392	0.036
YMR160W	-0.593	0.103
YMR161W	-0.107	-0.018
YMR162C	-0.576	0.040
YMR163C	-0.509	-0.121
YMR164C	-0.538	-0.330
YMR166C	0.454	0.007
YMR167W	-0.016	-0.198
YMR169C	-0.159	0.060
YMR170C	-0.432	-0.074
YMR171C	-1.576	0.002
YMR172C-A	-0.047	0.092
YMR172W	-1.622	-0.103
YMR173W	-0.863	-0.183
YMR173W-A	0.161	-0.004
YMR174C	NaN	-0.051
YMR175W	NaN	-0.053
YMR175W-A	-1.195	-0.150
YMR176W	-0.184	-0.049
YMR177W	0.128	0.130
YMR178W	0.188	0.097
YMR179W	0.230	-0.042
YMR180C	-0.740	-0.120
YMR181C	-0.178	0.115
YMR182C	0.279	0.005
YMR182W-A	-0.325	0.068
YMR183C	-0.245	0.126
YMR184W	0.495	0.110
YMR186W	-1.018	-0.193
YMR187C	-0.532	-0.026
YMR188C	0.372	-0.000
YMR189W	0.523	0.352
YMR190C	0.114	-0.093
YMR191W	NaN	0.090
YMR192W	-0.123	0.051
YMR193C-A	-0.571	-0.321
YMR193W	-0.568	0.069
YMR194C-A	-0.090	0.095
YMR194C-B	-0.109	0.049
YMR194W	-0.686	-0.313
YMR195W	-0.722	0.016
YMR196W	0.224	0.062
YMR198W	0.577	0.232
YMR199W	-0.626	0.101
YMR201C	0.542	0.014
YMR202W	NaN	0.312
YMR204C	-0.089	0.030
YMR205C	0.116	-0.135
YMR206W	-0.189	0.031
YMR209C	-0.986	-0.041
YMR210W	0.244	-0.025
YMR214W	1.001	0.186
YMR215W	-0.363	-0.077
YMR216C	0.985	-0.509
YMR219W	1.199	0.221
YMR221C	0.404	0.359
YMR222C	-0.417	0.019
YMR223W	-0.738	-0.349
YMR224C	1.169	0.179
YMR225C	0.063	-0.006
YMR226C	-0.198	0.105
YMR228W	1.112	-0.144
YMR230W	1.006	-0.053
YMR230W-A	-0.588	0.027
YMR231W	-1.177	0.056
YMR232W	-0.551	-0.045
YMR233W	-0.093	0.152
YMR234W	-0.065	0.064
YMR237W	0.278	-0.113
YMR238W	1.433	-0.147
YMR241W	0.763	0.255
YMR242C	-1.951	-0.509
YMR242W-A	-1.528	-0.387
YMR243C	-1.832	-0.116
YMR244C-A	0.191	0.094
YMR244W	-0.628	0.088
YMR245W	-0.383	-0.001
YMR246W	-0.460	-0.037
YMR247C	-0.885	-0.093
YMR247W-A	-1.209	-0.131
YMR250W	-0.104	-0.167
YMR251W	0.153	-0.137
YMR251W-A	0.443	0.011
YMR252C	-0.059	0.131
YMR253C	-0.181	0.114
YMR254C	-0.182	0.127
YMR255W	-0.108	0.012
YMR256C	0.543	0.020
YMR257C	0.483	0.093
YMR258C	-0.105	0.005
YMR259C	0.069	0.012
YMR261C	1.421	0.119
YMR262W	-0.124	0.046
YMR263W	0.865	0.217
YMR264W	0.204	-0.172
YMR265C	-0.166	-0.026
YMR266W	-0.181	0.069
YMR267W	0.705	0.070
YMR269W	NaN	0.039
YMR271C	-0.490	0.139
YMR272C	0.069	0.013
YMR272W-B	-1.136	-0.070
YMR273C	0.246	0.150
YMR274C	-1.459	0.257
YMR275C	1.719	-0.291
YMR276W	-0.062	-0.313
YMR278W	0.012	-0.092
YMR279C	-0.260	0.070
YMR280C	0.135	-0.078
YMR282C	0.172	0.022
YMR283C	-0.953	-0.044
YMR284W	0.145	-0.046
YMR285C	0.096	-0.091
YMR286W	0.620	0.084
YMR287C	0.711	0.009
YMR289W	-0.184	-0.101
YMR291W	0.168	-0.045
YMR292W	0.171	-0.066
YMR293C	0.929	-0.096
YMR294W	0.551	-0.144
YMR294W-A	-0.631	0.045
YMR295C	-0.563	0.118
YMR297W	-0.533	0.094
YMR299C	0.390	0.005
YMR300C	-0.016	-0.004
YMR302C	-0.015	0.087
YMR303C	-0.307	0.104
YMR304C-A	-0.628	0.128
YMR305C	-1.231	-0.161
YMR306C-A	-0.344	0.040
YMR306W	-0.008	0.047
YMR307W	1.223	-0.535
YMR310C	-0.559	0.044
YMR311C	1.385	0.255
YMR312W	-1.211	-0.080
YMR313C	0.476	0.260
YMR315W	-0.075	0.215
YMR315W-A	0.183	0.050
YMR316C-A	-0.198	0.017
YMR316C-B	0.022	0.047
YMR316W	0.108	0.040
YMR317W	-0.261	0.084
YMR318C	-0.208	0.049
YMR319C	0.034	-0.064
YMR320W	0.083	0.044
YMR322C	-0.215	-0.139
YMR326C	-0.228	0.007
YNL001W	0.225	-0.126
YNL003C	0.171	-0.063
YNL004W	0.103	0.087
YNL005C	0.372	-0.073
YNL008C	0.145	-0.040
YNL009W	-0.097	-0.006
YNL010W	-2.487	-0.040
YNL011C	0.068	0.219
YNL012W	-0.019	-0.012
YNL013C	0.008	-0.095
YNL014W	-1.181	-0.042
YNL015W	-0.327	0.052
YNL016W	0.723	-0.193
YNL020C	-0.972	-0.099
YNL021W	0.856	0.224
YNL022C	0.179	-0.017
YNL023C	0.330	-0.108
YNL024C	0.174	0.045
YNL025C	NaN	-0.118
YNL027W	0.877	-0.005
YNL028W	-0.304	-0.071
YNL029C	-0.054	-0.025
YNL030W	0.597	-0.063
YNL031C	0.528	-0.041
YNL032W	0.322	-0.531
YNL034W	0.251	-0.042
YNL035C	-0.048	0.016
YNL037C	0.927	0.787
YNL040W	0.083	0.164
YNL041C	-1.131	0.108
YNL042W-B	-0.223	0.120
YNL043C	0.215	-0.071
YNL044W	0.245	0.013
YNL045W	0.048	0.111
YNL046W	-0.158	0.060
YNL047C	0.007	0.058
YNL049C	0.530	0.149
YNL050C	0.632	0.053
YNL051W	-0.694	0.247
YNL052W	0.353	0.352
YNL053W	1.324	-0.097
YNL054W	0.428	0.280
YNL055C	0.302	0.254
YNL056W	0.152	-0.317
YNL057W	0.910	-0.032
YNL058C	0.315	0.298
YNL063W	0.260	0.005
YNL064C	-1.082	0.063
YNL065W	-0.800	0.022
YNL066W	1.489	0.145
YNL067W	-1.691	-0.248
YNL067W-A	-1.192	-0.087
YNL068C	-1.907	-0.004
YNL069C	-1.770	-0.259
YNL070W	-0.398	0.064
YNL071W	-0.022	-0.011
YNL072W	0.294	0.006
YNL073W	0.594	0.025
YNL074C	-0.820	0.042
YNL076W	0.318	0.780
YNL077W	0.559	0.084
YNL078W	-0.142	0.151
YNL079C	0.862	0.187
YNL080C	0.734	1.232
YNL081C	1.232	-0.142
YNL083W	-0.949	-0.026
YNL084C	0.317	-0.073
YNL085W	-0.895	-0.015
YNL086W	0.292	-0.092
YNL087W	0.390	0.151
YNL089C	NaN	0.624
YNL090W	NaN	0.187
YNL091W	-0.394	-0.018
YNL092W	-0.014	-0.098
YNL093W	-0.657	0.041
YNL094W	0.199	-0.161
YNL095C	-0.369	0.043
YNL096C	0.723	0.340
YNL097C	1.065	0.242
YNL097C-B	-0.521	0.119
YNL098C	0.027	0.143
YNL099C	0.503	-0.334
YNL100W	0.331	0.155
YNL101W	0.030	0.095
YNL104C	0.091	0.302
YNL105W	-0.258	0.076
YNL106C	0.310	0.036
YNL108C	-1.447	-0.083
YNL109W	0.324	-0.330
YNL111C	-0.579	0.187
YNL114C	-0.641	0.114
YNL115C	-0.059	0.032
YNL116W	-0.480	-0.155
YNL117W	0.655	0.045
YNL119W	-1.961	-0.006
YNL120C	-1.925	0.009
YNL121C	0.772	0.038
YNL122C	0.903	-0.062
YNL123W	-0.096	-0.058
YNL125C	-0.253	0.210
YNL127W	0.920	0.262
YNL128W	-0.080	0.154
YNL129W	0.046	-0.028
YNL130C	0.229	-0.013
YNL130C-A	-0.417	0.039
YNL134C	0.267	0.132
YNL135C	0.656	-0.020
YNL136W	0.408	-0.383
YNL139C	-1.581	-0.178
YNL140C	0.724	0.271
YNL141W	1.427	3.916
YNL142W	-0.448	0.196
YNL143C	0.078	-0.104
YNL144C	0.043	-0.051
YNL145W	0.987	0.008
YNL146C-A	-0.239	0.098
YNL146W	-0.854	0.235
YNL147W	0.934	0.649
YNL148C	0.358	-0.005
YNL153C	0.052	-0.209
YNL155W	-0.056	0.061
YNL156C	-0.919	-0.026
YNL157W	-0.174	0.019
YNL159C	-0.082	0.058
YNL160W	0.233	0.074
YNL162W-A	0.202	0.102
YNL164C	0.059	0.040
YNL165W	0.469	-0.145
YNL166C	-0.054	-0.208
YNL168C	0.116	-0.303
YNL170W	-0.334	0.042
YNL171C	0.341	-0.098
YNL173C	0.302	0.116
YNL175C	-0.127	-0.033
YNL176C	-0.620	-0.043
YNL177C	-1.010	-0.024
YNL179C	-0.303	0.097
YNL183C	0.648	0.427
YNL184C	0.737	-0.112
YNL187W	-0.062	-0.135
YNL190W	-1.317	-0.070
YNL191W	-0.281	-0.029
YNL192W	-0.396	0.383
YNL193W	-0.916	0.023
YNL194C	-0.825	-0.097
YNL195C	0.119	0.115
YNL198C	1.493	0.040
