ORF	hap alpha | transport to/from cell surface (GFP-Snc1-Suc2 + Suc2 invertase activity) | standard | YPD | Dalton LE~Conibear E, 2017	hap a | transport to/from cell surface (GFP-Snc1-Suc2 + Suc2 invertase activity) | standard | YPD | Dalton LE~Conibear E, 2017
YPL042C	NaN	1.491
YBL083C	NaN	1.493
YNL248C	NaN	1.507
YPL179W	1.793	1.243
YER092W	1.488	1.561
YLR417W	1.528	NaN
YHL025W	NaN	1.528
YLR171W	1.076	1.991
YOR209C	1.331	1.736
YKL204W	0.959	2.134
YGL066W	1.384	1.714
YIL020C	0.355	2.747
YJL153C	0.480	2.646
YGR101W	1.091	2.062
YHL002W	1.381	1.777
YGL219C	1.602	1.566
YIL034C	1.335	1.846
YNR052C	2.843	0.340
YFR031C-A	0.709	2.475
YLR403W	0.679	2.530
YML019W	1.471	1.746
YOL009C	NaN	1.616
YGL027C	1.192	2.058
YDR226W	1.626	NaN
YPL100W	1.209	2.073
YPR029C	1.459	1.833
YIR003W	1.724	1.574
YBR127C	NaN	1.651
YDL002C	1.429	1.872
YCR088W	1.619	1.717
YDL160C	1.670	NaN
YGL084C	1.507	1.854
YPL192C	-0.196	3.565
YAL068C	1.463	1.951
YKR001C	1.388	2.047
YGL168W	1.574	1.864
YMR116C	1.454	2.029
YKR035C	1.814	1.670
YNL106C	1.234	2.257
YLR425W	1.565	1.944
YEL013W	1.578	1.995
YNL084C	2.110	1.483
YNR010W	1.216	2.393
YBL027W	1.885	1.739
YPL002C	1.818	NaN
YNL105W	1.299	2.406
YMR109W	2.084	1.629
YDR442W	NaN	1.863
YGL058W	1.614	2.126
YHR026W	NaN	1.877
YGR242W	2.058	1.704
YNL079C	2.171	1.606
YKL007W	1.819	1.966
YDL081C	2.173	1.632
YNR006W	2.153	1.695
YJL080C	1.940	NaN
YIL084C	NaN	1.943
YGR240C	1.991	NaN
YJR121W	NaN	1.995
YER074W	2.176	1.836
YPL178W	NaN	2.013
YFL025C	1.826	2.237
YIR034C	2.563	1.530
YGR241C	2.200	1.966
YNL215W	1.529	2.661
YAL047C	NaN	2.105
YLR370C	2.182	2.076
YLR119W	NaN	2.143
YDL243C	1.673	2.758
YHR161C	1.683	2.771
YBL047C	2.074	2.380
YKL119C	2.233	NaN
YMR311C	2.375	2.107
YIL093C	NaN	2.270
YLR025W	2.306	NaN
YJL176C	3.581	1.058
YDR364C	NaN	2.320
YIL076W	NaN	2.336
YIL128W	2.460	2.225
YEL031W	1.890	2.830
YER056C-A	2.519	2.265
YIL090W	NaN	2.426
YMR091C	NaN	2.431
YKR094C	2.505	2.433
YNL069C	1.797	3.146
YIL154C	NaN	2.623
YBL007C	2.649	2.634
YDL146W	2.709	NaN
YLR056W	2.942	2.486
YMR198W	NaN	2.754
YDR276C	2.004	3.506
YAL013W	NaN	2.769
YCR009C	2.946	2.635
YOL004W	NaN	2.791
YDR388W	NaN	2.839
YIL049W	NaN	2.946
YDR207C	2.929	3.299
YOR035C	3.249	3.027
YAR043C-A	NaN	NaN
YBL022C	NaN	NaN
YBR081C	NaN	NaN
YBR097W	NaN	NaN
YBR279W	NaN	NaN
YCR020W-B	NaN	NaN
YCR081W	NaN	NaN
YCR084C	NaN	NaN
YDL041W	NaN	NaN
YDL042C	NaN	NaN
YDL158C	NaN	NaN
YDL159W	NaN	NaN
YDL185W	NaN	NaN
YDR103W	NaN	NaN
YDR123C	NaN	NaN
YDR138W	NaN	NaN
YDR195W	NaN	NaN
YDR227W	NaN	NaN
YDR300C	NaN	NaN
YEL004W	NaN	NaN
YEL027W	NaN	NaN
YEL029C	NaN	NaN
YEL044W	NaN	NaN
YEL051W	NaN	NaN
YGL038C	NaN	NaN
YGL095C	NaN	NaN
YGL135W	NaN	NaN
YGL206C	NaN	NaN
YHR005C	NaN	NaN
YHR034W	NaN	NaN
YHR060W	NaN	NaN
YHR177W	NaN	NaN
YIL069C	NaN	NaN
YJL038C	NaN	NaN
YJL188C	NaN	NaN
YJL189W	NaN	NaN
YKL054C	NaN	NaN
YKL135C	NaN	NaN
YKL147W	NaN	NaN
YLR228C	NaN	NaN
YLR287C-A	NaN	NaN
YLR308W	NaN	NaN
YLR322W	NaN	NaN
YLR362W	NaN	NaN
YLR369W	NaN	NaN
YLR420W	NaN	NaN
YLR442C	NaN	NaN
YLR447C	NaN	NaN
YMR003W	NaN	NaN
YMR089C	NaN	NaN
YNL138W	NaN	NaN
YNL243W	NaN	NaN
YOL086C	NaN	NaN
YOL143C	NaN	NaN
YOR212W	NaN	NaN
YPL006W	NaN	NaN
YPL254W	NaN	NaN
YPR036W	NaN	NaN
YPR139C	NaN	NaN
YPR159W	NaN	NaN
