ORF	hom | mitotic recombination (frequency of Rad52 foci) | minimal complete-leu [standard] | Alvaro D~Rothstein R, 2007
YOL126C	6.957
YDL078C	0.658
YFL016C	3.947
YNL328C	2.390
YLR188W	2.885
YPL270W	11.409
YML104C	5.333
YAL010C	10.000
YOL009C	20.000
YOL076W	31.683
YLR368W	0.562
YHR194W	10.615
YOR147W	7.692
YGL219C	0.889
YKL053C-A	12.727
YPR083W	5.291
YOL027C	8.759
YGL020C	8.844
YGR100W	11.483
YGL197W	0.441
YJL112W	3.153
YLR288C	7.843
YPR070W	24.309
YDL005C	1.316
YLR069C	0.382
YJL102W	6.154
YER044C-A	8.451
YPL121C	1.220
YOR351C	5.314
YGR121C	9.896
YNL142W	0.939
YPR138C	4.412
YNL210W	4.601
YKR069W	13.174
YFR030W	15.287
YPL023C	6.667
YKL001C	6.061
YPR167C	4.762
YLR303W	0.576
YIL128W	2.593
YOL064C	0.000
YIR017C	5.505
YJR010W	7.303
YPL038W	3.497
YDR253C	16.770
YER091C	2.703
YOR241W	12.255
YBR213W	0.426
YLR017W	2.439
YPL187W	7.843
YGL089C	1.905
YDR461W	9.390
YNL145W	21.374
YML062C	3.681
YGR249W	0.870
YIR033W	4.348
YOR211C	5.584
YJR144W	5.594
YNL218W	3.226
YDL200C	4.211
YJL042W	7.328
YDR296W	0.315
YLL062C	8.586
YNL291C	1.170
YLR332W	2.727
YGL035C	3.968
YGL209W	3.704
YER028C	1.351
YMR036C	3.883
YOR330C	4.242
YHR015W	9.524
YJR077C	3.145
YBR084W	2.308
YDR144C	5.392
YOR231W	6.140
YPL140C	4.167
YNL076W	0.654
YNL085W	1.935
YPR188C	1.087
YNL074C	1.796
YMR167W	24.138
YLR035C	0.000
YPL164C	3.125
YKR095W	12.418
YIL149C	2.222
YNL117W	5.116
YLL006W	1.105
YLL061W	7.767
YLR190W	9.091
YPR164W	34.981
YGL087C	7.216
YLR320W	9.032
YBR098W	2.359
YMR177W	1.835
YPL224C	6.154
YIR025W	2.885
YOR350C	8.696
YHR204W	3.093
YER001W	1.695
YDR245W	1.990
YJL183W	9.272
YBR015C	1.316
YKL201C	2.732
YJL186W	3.911
YPL050C	10.145
YKL064W	5.941
YJR131W	11.538
YGL257C	2.924
YIL014W	4.762
YNR059W	1.149
YOR274W	2.315
YJR074W	2.759
YBL049W	1.093
YGL124C	1.523
YNL297C	1.370
YER068W	7.619
YMR070W	13.913
YNL249C	2.041
YOR177C	7.177
YOR288C	1.478
YOL088C	5.085
YIR002C	1.935
YJL066C	6.316
YCL061C	1.456
YMR224C	16.129
YGL143C	8.333
YDR033W	3.861
YGL064C	2.479
YDL079C	6.122
YPR079W	1.307
YGL136C	4.800
YDR347W	4.245
YDL045W-A	5.983
YGR084C	1.235
YKL003C	21.311
YPR166C	3.636
YDR405W	5.587
YBL090W	2.604
YKL167C	8.571
YPL118W	2.804
YNL005C	1.500
YKL142W	4.386
YDR116C	22.066
YNL284C	2.315
YDL202W	4.545
YKR006C	3.268
YLR312W-A	13.402
YBL038W	2.542
YNL252C	1.961
YNL185C	2.041
YKR085C	8.482
YNL177C	4.118
YOR150W	12.571
YMR193W	2.381
YGR076C	9.677
YBR282W	4.545
YDR462W	7.853
YMR024W	11.864
YKL138C	1.105
YCR003W	3.306
YMR286W	4.669
YDR322W	1.639
YBR268W	0.939
YKL170W	4.520
YML009C	4.302
YLR439W	13.514
YPL173W	4.027
YMR225C	5.150
YJL096W	7.107
YNR022C	5.882
YPR100W	0.625
YHR147C	0.885
YDR237W	9.028
YJL063C	6.303
YGR220C	12.879
YPL013C	23.256
YMR188C	2.715
YDR337W	3.684
YGR165W	2.273
YBR251W	5.096
YMR158W	9.424
YBR146W	3.571
YIR021W	0.465
YOR334W	10.938
YJL133W	4.167
YKR052C	12.821
YKL009W	4.683
YOR188W	7.975
YGR014W	3.846
YNL293W	1.031
YOL112W	10.471
YML128C	9.231
YDR205W	7.512
YLR219W	0.909
YOR354C	6.500
YHR039C	1.508
YPL104W	3.465
YOL033W	4.428
YPR047W	8.696
YNL053W	0.465
YHR120W	1.031
YOL090W	15.278
YCR092C	6.364
YFL003C	3.429
YDL154W	0.000
YDR097C	9.137
YBR195C	3.315
YNL073W	1.176
YIR009W	2.326
YGR171C	2.113
YOL116W	1.796
YMR037C	5.439
YKL062W	4.365
YDR335W	1.596
YNR049C	2.941
YGR028W	4.730
YHR091C	2.703
YMR023C	10.769
YMR164C	0.990
YDR194C	3.448
YPR134W	1.667
YDL107W	4.098
YLR203C	20.093
YKL194C	6.667
YGL051W	1.261
YMR287C	5.243
YDR268W	0.323
YPL097W	5.021
YKR080W	3.043
YMR228W	5.357
YDL044C	6.731
YMR097C	12.963
YHR168W	0.746
YDR277C	1.449
YGR023W	5.682
YGR257C	2.740
YGL236C	0.000
YMR100W	11.588
YIR019C	9.333
YBR119W	1.277
YKL074C	13.380
YPL070W	7.143
YBR057C	1.667
YOR298W	2.439
YGR055W	1.183
YHL036W	1.626
YGR007W	0.546
YDR386W	24.151
YMR004W	10.084
YER042W	2.513
YKL129C	2.778
YAL029C	2.622
YMR109W	2.532
YML117W	5.221
YLR382C	0.000
YMR080C	4.737
YHR086W	4.167
YKR048C	2.778
YIL007C	2.548
YGR232W	2.667
YDL040C	13.675
YPR131C	4.813
YMR069W	14.286
YOR253W	1.500
YDR162C	3.774
YPR155C	5.882
YJL116C	7.299
YPR149W	2.679
YBL024W	2.703
YPL006W	3.704
YNL119W	2.235
YGL211W	1.379
YMR145C	1.980
YDL085W	3.061
YML120C	14.835
YOL104C	6.250
YHR124W	11.806
YLR265C	0.680
YHR004C	2.941
YPL226W	2.424
YOR156C	7.234
YKR103W	3.889
YKL040C	0.000
YDR176W	11.364
YOL042W	12.446
YMR285C	5.114
YML118W	10.680
YBR212W	1.714
YLR138W	7.826
YDL002C	5.109
YPR052C	4.459
YBR089C-A	0.000
YDR456W	1.509
YGL221C	2.521
YPL174C	0.000
YNL078W	1.575
YIL164C	5.426
YJL126W	8.527
YLR351C	0.490
YDR383C	10.204
YLR315W	8.621
YLR328W	1.015
YGR010W	2.400
YHR077C	4.403
YLR363C	7.296
YGR089W	1.481
YLR285W	4.762
YOL041C	4.516
YNL175C	2.400
YER002W	14.634
YDL213C	0.000
YIL038C	0.000
YPR072W	2.793
YDR432W	7.983
YBR170C	6.796
YMR091C	0.813
YNL183C	1.068
YEL062W	9.804
YOR209C	1.863
YGL067W	9.375
YDR043C	6.915
YBR066C	2.521
YNL129W	2.564
YDL167C	0.000
YGR159C	1.613
YNL091W	2.614
YJR062C	9.901
YBR188C	0.000
YML059C	12.931
YAL015C	1.829
YOL043C	5.983
YDR001C	1.212
YBR001C	0.000
YJL208C	12.963
YDR150W	5.000
YKL068W	8.824
YKL057C	8.000
YKR082W	28.604
YBL079W	0.901
YML103C	2.174
YLR335W	14.286
YDR192C	6.723
YMR153W	5.714
YAR002W	24.444
YDL116W	4.902
YGL151W	2.203
YHR195W	6.923
YLR093C	5.579
YKL120W	6.436
YAL051W	1.449
YKL055C	13.876
YPL052W	6.015
YNL099C	5.833
YGL038C	8.140
YPL134C	6.667
YOR222W	17.476
YML060W	7.874
YIL136W	2.703
YKR087C	7.692
YDR316W	1.042
YHL020C	1.105
YJR073C	0.909
YJL212C	4.094
YPR194C	4.598
YBR129C	0.621
YPR075C	0.658
YGR038W	1.562
YLR350W	1.463
YOR130C	12.217
YDL019C	0.995
YHR073W	5.882
YKR003W	3.571
YJR051W	3.902
YOR085W	4.494
YDL232W	0.877
YGL226C-A	1.020
YML019W	1.802
YOR255W	5.114
YLR054C	10.801
YER154W	2.475
YPL196W	1.796
YHR179W	2.655
YPL171C	0.000
YOR269W	7.619
YGR078C	22.517
YDR488C	4.663
YER007W	2.013
YDR538W	10.860
YBR279W	0.000
YMR174C	5.462
YER129W	1.266
YDR251W	2.941
YGL094C	3.472
YKL025C	0.862
YIL145C	1.974
YCR077C	0.552
YEL049W	2.604
YLR461W	2.809
YFL020C	16.092
YAR020C	2.451
YNL015W	0.930
YGR178C	1.136
YBR233W	1.734
YDL053C	7.194
YJL128C	12.214
YBR295W	0.837
YLR151C	0.000
YBR186W	0.719
YIL071C	0.000
YKR097W	11.024
YNL289W	0.000
YDL127W	1.010
YER059W	0.568
YIL050W	12.766
YPL219W	11.382
YDL179W	26.000
YGR101W	1.136
YBR222C	2.326
YGR202C	2.073
YER178W	6.186
YBR221C	0.000
YLR044C	3.049
YLR134W	0.000
YGR087C	5.696
YGL248W	1.220
YOR360C	2.899
YPR002W	2.564
YGL013C	5.455
YOR328W	22.275
YIL013C	3.734
YPL058C	18.182
YDR406W	6.875
YNL231C	0.000
YNL264C	1.010
YBL005W	0.562
YOR153W	10.390
YLR266C	7.092
YGR193C	15.269
YBR035C	0.588
YER149C	7.634
YBL017C	1.504
YOR036W	9.184
YLR148W	0.913
YPL154C	6.542
YMR231W	13.065
YDR323C	8.621
YJL053W	7.534
YCR044C	2.703
YFR023W	8.594
YKR046C	13.453
YDR079W	7.432
YMR257C	5.641
YBL080C	0.893
YER058W	1.255
YER153C	3.518
YOR158W	12.134
YOR017W	4.255
YJL023C	6.211
YCR020C	9.848
YJR034W	5.396
YPL159C	2.924
YLR067C	4.908
YNR045W	4.898
YGR222W	4.977
YOR201C	2.752
YNL003C	0.610
YKL197C	1.230
YDR265W	1.550
YOL147C	10.345
YMR026C	5.217
YLR191W	0.855
YGL153W	1.015
YOL044W	5.319
YNL214W	22.086
YHR160C	2.143
YDL065C	7.345
YJL210W	2.991
YGR239C	0.568
YAL055W	9.615
YPL112C	8.974
YOR193W	5.076
YHR150W	3.256
YDR479C	0.000
YDR329C	8.734
YLR324W	0.633
YGR004W	2.247
YBR168W	1.695
YGR133W	0.463
YDR244W	7.194
YNL329C	4.430
YDR142C	1.754
YGR077C	1.399
YJL179W	18.261
YGR240C	0.694
YMR205C	1.471
YIL107C	4.839
YOL136C	3.623
YHR185C	3.670
YGL025C	1.613
YKL127W	3.488
YMR105C	0.948
YCL004W	3.226
YJR153W	6.977
YNL316C	1.622
YGR132C	3.462
YGR231C	6.383
YKL043W	1.843
YDR281C	0.690
YOL084W	12.429
YER037W	1.762
YDL236W	5.512
YDL106C	3.846
YNL097C	0.704
YBR092C	0.488
YFR034C	8.743
YBR093C	0.741
YDR481C	6.098
YOL001W	6.818
YGR233C	1.802
YML123C	2.740
YPL031C	7.568
YJL117W	1.905
YCR037C	0.826
YBR106W	0.000
YBR296C	6.154
YJL198W	7.583
YNR013C	4.040
YOR386W	6.630
YDR313C	1.370
YGL023C	4.545
YER053C	2.013
YML061C	5.500
YLR273C	2.685
YIL045W	9.649
YGR086C	1.826
YBL022C	4.255
YOR104W	13.072
YPR154W	7.042
YBL051C	1.429
YOR363C	6.977
YKL164C	6.373
YKL163W	6.742
YDR490C	2.475
YOL100W	2.727
YDR466W	1.370
YMR123W	3.053
YMR008C	12.150
YMR006C	5.785
YOL011W	4.730
YPL268W	4.545
YDR501W	0.000
YDR183W	6.207
YPL036W	0.000
YGL006W	4.571
YER132C	1.047
YCR024C-A	0.730
YEL017C-A	7.285
YDR276C	2.941
YGL167C	9.231
YNL082W	3.659
YDL095W	2.970
YAL023C	2.759
YOR321W	7.874
YDL093W	4.418
YGR199W	0.395
YKL128C	0.889
YGL037C	4.598
YPL096W	2.548
YLR209C	17.117
YOR161C	10.484
YOR266W	7.377
YBR022W	1.500
YIL122W	0.847
YJR043C	10.938
YCR014C	7.634
YMR129W	19.626
YLR018C	0.571
YNR052C	1.176
YNL055C	0.746
YIL114C	4.688
YPL188W	7.732
YIL160C	7.857
YHR026W	2.128
YMR267W	9.467
YHR075C	5.096
YNR032W	1.546
YDL134C	2.956
YDL188C	4.082
YDR075W	8.696
YDR435C	11.321
YOL141W	1.064
YDR452W	0.599
YPL179W	5.780
YLR014C	0.375
YBR276C	1.130
YGR123C	0.581
YPL148C	0.000
YML016C	5.882
YDR436W	8.696
YEL060C	1.818
YMR297W	2.970
YCL057W	4.255
YGR135W	5.348
YIL095W	4.237
YNL279W	2.158
YJL108C	5.446
YIL037C	11.864
YPL192C	18.462
YPL156C	1.818
YIL117C	2.752
YML047C	16.216
YDL039C	15.657
YGL053W	3.008
YAR031W	6.250
YDR300C	5.603
YOR323C	3.906
YMR302C	9.244
YGR006W	2.490
YKL116C	0.781
YDL214C	3.871
YHL011C	2.857
YBL068W	0.000
YOL061W	5.063
YBL064C	0.641
YJL079C	3.704
YKR013W	0.917
YJL078C	6.115
YGR170W	0.694
YAL017W	5.405
YOL045W	9.000
YMR137C	4.167
YDR505C	2.871
YML017W	13.889
YLL010C	4.054
YLR019W	4.688
YDR055W	14.537
YDR032C	6.573
YKL076C	5.729
YNL201C	0.000
YLR376C	1.603
YDL006W	2.913
YER089C	1.282
YBL056W	2.878
YBR125C	1.415
YOR090C	9.524
YHR076W	2.732
YHR189W	9.504
YBL057C	0.532
YKL198C	12.719
YJR059W	3.913
YKL039W	0.851
YDL230W	6.383
YOR208W	4.425
YER075C	1.170
YKR093W	1.235
YNL016W	2.484
YPR042C	6.061
YLL013C	4.054
YGL014W	2.326
YDR496C	4.734
YPL212C	0.495
YGL063W	3.497
YNL292W	0.485
YLR165C	0.641
YGR169C	1.695
YOR243C	4.255
YLR142W	3.846
YHR037W	0.000
YKL015W	2.844
YOR348C	4.520
YPL147W	2.985
YKL188C	0.784
YKR090W	2.128
YGL062W	6.250
YBR218C	2.381
YOR347C	11.979
YLR006C	10.000
YHR001W-A	2.229
YPR191W	3.623
YFR033C	5.525
YDR529C	4.706
YJL166W	14.035
YGR183C	1.422
YIL120W	5.556
YIL121W	2.564
YBR043C	0.481
YLR204W	0.000
YDL104C	1.093
YMR022W	12.613
YPL022W	2.564
YML095C	8.163
YMR201C	5.714
YBR114W	0.592
YOR368W	13.830
YCR066W	0.939
YGR258C	0.645
YEL037C	3.863
YER173W	7.974
YJR035W	9.032
YKL113C	16.058
YDR030C	6.711
YDR419W	8.029
YER162C	5.419
YLR032W	4.865
YNL250W	13.201
YER095W	21.200
YML032C	4.425
YGL163C	23.729
YDR076W	12.245
YDR004W	24.402
YDL059C	33.981
YGL058W	7.534
YDR014W	13.333
YJR052W	4.098
YDR217C	5.422
YGL246C	2.667
YDL090C	5.376
YOR101W	4.938
YNL098C	6.471
YJR033C	2.759
YDR202C	1.198
YOR301W	10.769
YLR084C	3.333
YPL246C	3.571
YCR036W	4.865
YOR265W	3.977
YDL189W	6.757
YMR274C	3.419
YGL158W	2.679
YLR248W	2.381
YKL159C	3.257
YMR075W	20.325
YBR005W	0.917
YDR003W	8.503
YGL071W	3.676
YJL204C	0.781
YBR073W	4.484
YDL135C	2.500
YOR380W	5.652
YCR106W	8.374
YPL133C	2.703
YLR329W	3.049
YHR157W	2.062
YJR021C	3.297
YMR133W	9.804
YPR007C	5.263
YLR263W	2.290
YDR195W	3.175
YDR028C	4.265
YBR050C	0.966
YLR387C	0.467
YBR267W	1.455
YCL001W	7.273
YOR346W	7.547
YPL167C	12.613
YIL139C	3.883
YLR059C	4.000
YLR107W	3.297
YOL080C	10.938
YOR279C	4.878
YLR176C	3.061
YOR127W	3.077
YDR379W	7.368
YBR260C	2.381
YFL047W	13.548
YMR182C	1.370
YDR137W	5.172
YOR107W	2.660
YKL038W	8.085
YDL138W	8.187
YCR027C	2.000
YBL082C	0.680
YNL090W	2.055
YKR055W	7.265
YNL180C	1.481
YIL053W	17.188
YBL033C	0.000
YOL143C	0.000
YLR039C	0.500
YBR275C	1.143
YLR453C	5.357
YCR028C-A	5.825
YHL027W	0.727
YMR139W	11.429
YMR154C	2.000
YFL033C	8.861
YOR275C	8.163
YNL294C	0.000
YHL024W	2.581
YGL045W	3.725
YMR063W	20.130
YEL024W	6.475
YOR191W	5.714
YMR283C	16.981
YPR018W	9.091
YPL089C	1.575
YNL139C	1.657
YKL132C	1.493
YDL001W	3.681
YHL023C	1.058
YDR255C	0.510
YEL072W	1.172
YER083C	10.448
YFR048W	10.156
YGL107C	7.831
YGR044C	0.926
YPL024W	39.216
YEL050C	5.435
YDR465C	2.532
YMR234W	10.714
YNL072W	2.273
YDR279W	1.176
YLR154C	3.382
YGR276C	0.858
YLL046C	2.286
YCL028W	3.077
YER070W	5.851
YIL066C	2.564
YGR180C	0.000
YPL123C	6.250
YOR018W	6.849
YGL144C	8.442
YGR070W	3.053
YLR371W	12.174
YBR229C	1.744
YPR065W	3.704
YBL093C	9.574
YJR063W	1.734
YDR156W	0.847
YJL148W	4.865
YNL248C	1.961
YJL140W	38.384
YGL070C	6.111
YNL330C	0.000
YJL121C	1.732
YER169W	19.531
YIL119C	6.494
YGR085C	1.017
YEL054C	5.729
YDR418W	11.607
YDL082W	5.797
YMR142C	3.646
YKL006W	0.000
YMR121C	10.526
YIL133C	1.290
YNL069C	0.000
YJL177W	28.148
YNL301C	0.000
YBR084C-A	1.810
YBL027W	0.000
YPL220W	5.634
YGL135W	3.226
YMR242C	2.913
YOR312C	17.925
YBR191W	0.806
YPL079W	4.167
YLR061W	0.446
YFL034C-A	5.914
YBL087C	3.101
YER117W	5.645
YGL031C	0.763
YGR148C	0.261
YLR344W	1.481
YGR034W	4.386
YDR471W	3.937
YFR032C-A	15.972
YFR031C-A	2.551
YIL018W	4.186
YDL075W	1.364
YLR406C	0.498
YOR234C	3.509
YER056C-A	3.141
YIL052C	5.224
YDL191W	1.630
YDL136W	2.551
YMR194W	11.818
YLR185W	7.407
YDR500C	6.862
YLR325C	10.526
YJL189W	9.239
YIL148W	5.128
YKR094C	8.173
YDL184C	1.802
YDL133C-A	4.332
YPR043W	4.605
YJR094W-A	9.268
YBR031W	0.442
YML073C	0.498
YLR448W	1.626
YGL076C	5.660
YPL198W	2.381
YHL033C	1.613
YLL045C	8.397
YGL147C	1.775
YNL067W	1.220
YHR200W	9.816
YLR421C	3.922
YGL004C	3.968
YDL020C	4.082
YFL036W	14.371
YDL081C	6.587
YDL130W	1.896
YOL039W	1.282
YDR382W	0.541
YGR214W	0.709
YLR048W	2.222
YOR293W	3.030
YMR230W	7.563
YDR025W	1.905
YBR048W	2.747
YOR369C	2.548
YCR031C	1.899
YJL191W	6.604
YMR143W	3.030
YDL083C	1.087
YML024W	2.459
YDR447C	3.271
YDR450W	0.000
YML026C	11.538
YOL121C	3.279
YNL302C	2.688
YLR441C	2.083
YML063W	8.403
YKR057W	1.322
YJL136C	5.298
YJL190C	2.128
YLR367W	8.840
YGR118W	1.645
YPR132W	2.273
YER074W	4.094
YIL069C	2.907
YGR027C	3.401
YLR333C	1.653
YER131W	4.469
YKL156W	2.575
YHR021C	6.061
YOR167C	6.250
YLR264W	3.497
YLR388W	0.000
YDL061C	4.000
YLR287C-A	7.843
YOR182C	10.929
YJR145C	6.757
YHR203C	1.724
YPL090C	13.699
YBR181C	0.000
YOR096W	8.824
YNL096C	0.000
YBL072C	1.754
YPL081W	14.667
YBR189W	0.709
YIL153W	2.500
YPL152W	20.366
YHR038W	0.824
YDL216C	2.985
YOL117W	6.311
YHR031C	25.490
YBL025W	0.893
YOR001W	1.829
YDR083W	6.742
YPL193W	1.770
YLR221C	7.273
YOR049C	6.475
YGR056W	2.660
YLR357W	0.704
YMR030W	10.569
YER050C	9.160
YNR037C	5.833
YKL155C	2.885
YGL129C	1.327
YDR175C	6.707
YIL093C	6.140
YGR215W	1.047
YDR494W	2.174
YJR113C	1.282
YGR152C	0.467
YGR213C	0.625
YGL244W	8.974
YOL067C	11.409
YGL252C	5.310
YBL103C	0.952
YDR233C	3.810
YDL204W	5.063
YOR014W	6.098
YGR161C	6.186
YJL047C	43.541
YGR275W	5.856
YDR289C	21.978
YNL206C	9.489
YHR154W	28.261
YLL002W	53.741
YDR139C	5.556
YOR216C	0.529
YCR009C	7.407
YDR388W	4.701
YDL076C	3.086
YKL212W	2.290
YDR159W	10.784
YDR129C	10.366
YDR389W	5.714
YGL175C	23.881
YHR079C-A	2.890
YJR004C	1.974
YNL083W	0.000
YLR180W	1.980
YDR502C	1.327
YPL274W	0.000
YMR060C	16.556
YPL273W	0.000
YDR143C	4.891
YER047C	3.333
YFR040W	4.762
YJL098W	7.634
YKR028W	2.484
YMR263W	5.085
YGL229C	1.000
YMR127C	7.595
YBL052C	2.395
YDR181C	6.667
YOR213C	14.552
YCR008W	3.226
YKL117W	4.301
YDR351W	4.800
YHR103W	0.000
YER087C-B	8.642
YER019C-A	0.749
YHL034C	3.846
YPR129W	5.645
YMR214W	7.547
YGR049W	5.909
YBR037C	1.674
YBR024W	0.000
YOR367W	10.471
YJL080C	10.476
YER120W	6.475
YBL091C-A	3.871
YGL126W	0.394
YMR272C	0.000
YBL011W	0.592
YMR305C	12.444
YGL028C	1.786
YGR279C	2.564
YGL083W	1.075
YDR469W	2.732
YLL016W	0.469
YKL148C	7.453
YLL041C	0.722
YDR178W	4.762
YIL167W	10.101
YIL168W	0.787
YIL113W	1.948
YGL056C	6.299
YBR214W	1.471
YIL084C	3.774
YGL224C	0.397
YLR268W	5.114
YIL076W	10.236
YBR171W	1.608
YLR292C	1.493
YDR077W	0.000
YCR067C	6.944
YBL066C	NaN
YML013W	4.132
YDR363W-A	10.811
YAL067C	7.576
YOR184W	15.455
YGR208W	4.444
YER081W	9.881
YIL074C	1.124
YJL168C	18.557
YKR029C	3.205
YJL105W	2.020
YHR207C	4.167
YPL165C	3.493
YDR257C	0.595
YOR165W	9.434
YDL168W	0.000
YNL049C	6.383
YJR095W	11.765
YJL145W	16.923
YKL051W	3.365
YOR140W	11.163
YLR403W	10.753
YBL102W	2.041
YIL099W	2.941
YPR198W	14.545
YPL047W	1.481
YCL010C	5.143
YGL066W	3.483
YJR134C	11.111
YIR001C	1.333
YOR073W	23.390
YMR190C	21.951
YOR007C	14.286
YER096W	15.962
YBL031W	3.665
YGL228W	4.065
YKL130C	2.583
YBR130C	4.478
YOR035C	2.353
YDR393W	5.102
YBR258C	1.807
YBR263W	1.339
YLR058C	0.962
YER118C	7.534
YBL058W	2.618
YOL110W	4.202
YDL225W	6.952
YHL006C	1.562
YDR078C	6.061
YGR112W	NaN
YOR137C	6.250
YLR079W	2.016
YBR103W	1.613
YOL031C	2.500
YIL123W	2.500
YOL004W	2.353
YNL236W	1.235
YDR422C	15.414
YMR175W	8.208
YGL208W	0.694
YNL257C	4.412
YJL089W	4.511
YMR140W	0.820
YKR101W	0.000
YDL042C	NaN
YLR442C	NaN
YDR227W	NaN
YKR072C	7.843
YEL065W	2.632
YDL047W	3.106
YNL032W	1.010
YDR409W	4.278
YKR100C	3.256
YLR398C	0.847
YPR189W	0.943
YOR076C	0.418
YGL213C	1.747
YOL113W	2.222
YGR143W	0.699
YHR206W	4.286
YNL167C	10.929
YPL026C	9.735
YBL061C	0.515
YBL007C	0.457
YNL243W	0.000
YDL052C	6.316
YDR515W	4.839
YOR008C	6.667
YGR271W	5.298
YGR212W	3.175
YBR156C	9.524
YOR195W	2.358
YIL105C	3.043
YNL047C	0.000
YDL033C	4.142
YBR077C	2.116
YCR024C	3.030
YBR266C	0.000
YLR139C	5.114
YHR030C	8.333
YBR228W	0.397
YLR135W	5.263
YER116C	39.394
YGR081C	3.008
YOR307C	3.509
YPL027W	6.569
YML066C	8.844
YOL122C	1.345
YHR050W	10.556
YLR034C	0.000
YGR229C	3.306
YPR054W	0.000
YML058W	3.448
YNR015W	8.387
YBR182C	1.020
YKL079W	2.400
YBR172C	4.278
YDR525W-A	7.500
YJL151C	5.294
YDL123W	3.061
YAL030W	2.392
YOR327C	15.951
YDR477W	7.143
YDR073W	15.976
YNR023W	6.931
YOR290C	6.316
YDL194W	5.755
YGL115W	1.170
YBR289W	1.896
YHL025W	0.000
YLR025W	6.087
YPL002C	2.797
YGR197C	0.877
YIL016W	3.053
YMR095C	6.338
YNL334C	0.578
YMR322C	13.253
YDR011W	8.654
YCR033W	15.556
YGL131C	2.703
YPR101W	0.000
YOR308C	4.575
YJL036W	13.740
YDR425W	5.056
YMR096W	10.390
YNL333W	3.175
YJR104C	1.980
YHR008C	0.000
YGL127C	23.377
YDR006C	1.770
YMR016C	2.778
YNR034W	3.659
YCR073W-A	1.835
YHR163W	12.409
YGR248W	1.775
YJL192C	11.489
YLL021W	3.175
YJR010C-A	5.917
YML055W	7.377
YAL047C	2.105
YKL184W	20.192
YOL052C	6.667
YPR069C	20.930
YLR146C	2.871
YEL031W	0.685
YGR236C	0.000
YDR504C	3.226
YMR107W	13.793
YMR191W	3.252
YLR313C	1.130
YER150W	4.211
YHR136C	1.115
YNL012W	0.408
YHL022C	0.388
YHR152W	0.568
YHR014W	3.665
YKR031C	5.294
YHR153C	2.959
YPL130W	11.640
YMR017W	10.345
YOL091W	7.742
YIL073C	7.500
YAL009W	4.972
YDR104C	6.393
YER046W	5.102
YGL170C	2.740
YLL005C	4.945
YLR341W	1.136
YPL138C	4.545
YOR190W	9.544
YDR218C	6.024
YGR059W	3.509
YER115C	12.552
YDR523C	0.565
YHR139C	1.685
YNL204C	9.420
YNL202W	10.000
YDR522C	3.030
YCL048W	0.592
YOR313C	5.747
YJL127C	6.857
YER161C	4.790
YOL148C	8.219
YMR179W	14.912
YKL020C	15.493
YDR392W	3.665
YGR063C	5.714
YBR081C	0.000
YLR055C	8.142
YHR041C	0.862
YGR104C	2.857
YCR081W	1.198
YML034W	6.163
YOR247W	0.000
YLR082C	1.389
YKR091W	0.000
YLR119W	4.490
YPR032W	11.364
YBL106C	3.046
YCL037C	6.612
YKR092C	2.747
YMR101C	1.724
YNL138W	0.435
YKL086W	0.826
YKL218C	17.500
YAL005C	3.529
YLL024C	7.310
YBL075C	2.247
YER103W	10.945
YDL229W	5.185
YDR293C	1.948
YPL106C	1.047
YBR169C	2.013
YHR066W	3.390
YDR312W	0.389
YBR283C	0.787
YKL124W	0.331
YNR031C	8.025
YCR073C	4.000
YIL030C	0.730
YDR443C	2.740
YPL042C	0.000
YNL025C	0.510
YPL232W	1.667
YMR183C	8.257
YHR184W	2.055
YLR250W	4.167
YOR242C	0.797
YLR369W	4.405
YLR452C	3.279
YPL092W	5.594
YHR064C	3.061
YMR053C	6.075
YDR169C	5.882
YMR019W	2.000
YHR178W	3.333
YKL072W	2.073
YOR047C	10.204
YLR362W	NaN
YOR219C	NaN
YDR410C	5.759
YFL026W	9.160
YHL007C	2.030
YLR389C	5.645
YJR117W	10.734
YKL178C	NaN
YOR212W	NaN
YDR103W	NaN
YCL032W	9.195
YDL159W	NaN
YDL130W-A	7.692
YGR008C	1.205
YOR027W	11.340
YDR536W	5.357
YLR150W	5.056
YMR125W	12.903
YDR463W	3.067
YHR006W	0.000
YCL008C	3.306
YDL048C	2.513
YJR130C	2.041
YMR054W	0.730
YMR039C	12.245
YIL162W	6.250
YPR151C	8.876
YBR294W	2.857
YLR092W	3.243
YDR310C	2.817
YNL066W	2.778
YPL057C	13.636
YDR297W	4.511
YLR372W	0.641
YML052W	0.000
YGL162W	2.326
YPR009W	8.197
YPL029W	2.299
YDR346C	3.620
YPL032C	6.667
YPL163C	3.030
YDR320C	1.442
YAL011W	3.509
YBR231C	0.794
YLR385C	3.553
YAR003W	1.124
YBR175W	0.000
YJL187C	13.095
YDR126W	7.937
YAR042W	1.331
YJL176C	8.523
YER111C	8.247
YDR146C	10.080
YLR182W	15.652
YDR260C	2.797
YDR334W	3.175
YDR395W	2.513
YOR179C	2.232
YGR129W	1.633
YIL047C	3.465
YLR251W	3.252
YAL014C	3.015
YCR030C	8.917
YJL004C	5.085
YPR095C	12.360
YGL243W	1.093
YPL129W	5.952
YLR354C	13.497
YGL232W	1.695
YBR069C	3.279
YOL020W	5.882
YJL083W	3.763
YPR140W	6.061
YBR150C	0.000
YOR086C	10.588
YNL087W	4.444
YML072C	2.105
