ORF	hap a | growth (AUC) | standard | minimal complete | Hartman JL 4th~Tippery NP, 2004	hap a | growth (AUC) | hydroxyurea [50 mM] | minimal complete | Hartman JL 4th~Tippery NP, 2004	hap a | growth (AUC) | hydroxyurea [150 mM] | minimal complete | Hartman JL 4th~Tippery NP, 2004
YPL263C	-1.799	2.880	3.660
YPL262W	-4.055	6.900	6.042
YPL260W	-5.746	5.507	5.354
YPL261C	-3.682	3.779	4.106
YPL259C	-1.509	1.497	0.577
YPL258C	-1.190	2.351	1.385
YPL257W	0.862	0.273	0.823
YPL256C	-2.311	4.701	5.326
YPL254W	-17.128	NaN	NaN
YPL253C	-0.683	1.438	2.355
YPL250C	-4.370	6.130	6.255
YPL249C	-2.355	2.987	3.702
YPL248C	-3.114	3.408	3.112
YPL247C	-1.880	3.059	3.338
YPL246C	-2.020	2.849	3.633
YPL245W	-3.472	3.729	5.009
YPL244C	-2.660	2.973	3.525
YPL241C	-2.064	3.496	3.828
YPL240C	-1.458	2.136	2.318
YPL239W	-2.234	1.787	3.553
YPL236C	-1.574	2.538	3.048
YPL234C	-7.465	6.896	4.048
YPL232W	-1.753	2.214	3.615
YPL230W	-3.887	2.566	2.965
YPL229W	-2.421	2.510	3.788
YPL227C	-1.079	1.434	1.913
YPL226W	-5.860	5.607	2.806
YPL225W	-3.237	3.957	3.720
YPL223C	0.468	-0.580	0.158
YPL222W	1.166	-0.945	-0.408
YPL221W	1.070	-1.723	-0.021
YPL220W	1.203	-1.975	-0.387
YPL219W	-1.898	1.293	2.599
YPL216W	-0.488	-0.733	0.057
YPL215W	-1.420	0.771	1.913
YPL214C	0.046	0.234	2.127
YPL213W	-0.628	0.751	1.146
YPL212C	0.553	-1.307	0.671
YPL208W	0.873	-2.605	-1.054
YPL207W	1.808	-2.043	-0.559
YPL206C	1.299	-1.788	-0.743
YPL205C	-3.692	6.134	5.220
YPL203W	-0.684	0.136	0.919
YPL202C	0.713	-2.157	-1.260
YPL201C	0.644	-0.891	-0.284
YPL200W	-0.518	0.858	1.512
YPL199C	-0.081	-1.149	1.412
YPL198W	-0.821	-0.122	0.179
YPL197C	0.280	-0.258	1.293
YPL196W	0.869	-1.118	0.343
YPL195W	-1.302	2.861	4.218
YPL194W	0.464	-7.581	-9.909
YPL193W	-3.849	4.102	4.786
YPL192C	-0.062	0.458	1.878
YPL191C	-0.046	-0.678	0.609
YPL189W	-0.867	1.959	2.650
YPL188W	-5.512	1.675	-3.556
YPL187W	0.370	-0.450	1.297
YPL185W	0.837	-0.421	0.296
YPL186C	0.805	-2.034	-0.523
YPL184C	0.964	-1.413	0.154
YPL181W	-0.792	-0.232	1.871
YPL182C	0.228	-1.783	0.303
YPL180W	-2.527	-0.434	-2.090
YPL179W	0.684	-1.487	-3.246
YPL178W	-8.407	8.931	2.186
YPL177C	1.376	-2.629	-1.942
YPL176C	0.358	-0.778	0.486
YPL174C	-1.346	0.487	1.597
YPL173W	-1.467	0.931	4.044
YPL172C	-2.611	1.681	3.301
YPL171C	0.374	-1.796	-0.617
YPL170W	1.244	-13.349	-7.998
YPL168W	0.992	-1.301	0.177
YPL167C	0.167	-1.250	0.191
YPL166W	1.769	-2.057	-1.164
YPL165C	1.780	-2.066	-1.514
YPL164C	2.400	-3.415	-2.106
YPL163C	-0.065	-1.774	0.087
YPL162C	0.887	-1.419	-0.394
YPL161C	-3.924	4.215	5.287
YPL159C	-1.762	-0.720	-0.601
YPL157W	-6.182	4.323	1.320
YPL156C	1.216	-1.585	-0.476
YPL155C	0.610	-1.269	-0.812
YPL154C	2.677	-3.435	-2.040
YPL152W	-0.561	0.124	1.190
YPL150W	4.264	-6.263	-3.991
YPL149W	3.407	-4.032	-3.172
YPL147W	-1.303	2.441	3.625
YPL145C	3.304	-4.165	-3.062
YPL144W	-2.957	0.891	1.184
YPL141C	1.871	-3.190	-1.763
YPL140C	1.882	-1.511	-0.716
YPL139C	1.075	-1.225	0.538
YPL138C	0.359	-1.670	-1.528
YPL136W	-0.564	-0.445	1.115
YPL135W	-2.158	2.550	3.710
YPL133C	1.040	-3.229	-2.730
YPL130W	3.014	-4.173	-2.464
YPL129W	-7.950	2.995	-1.634
YPL127C	3.988	-5.109	-3.635
YPL125W	-0.236	-0.850	0.178
YPL123C	1.031	-2.215	-0.554
YPL121C	1.819	-4.038	-1.820
YPL120W	3.513	-4.602	-3.041
YPL119C	1.783	-3.731	-2.764
YPL118W	1.062	-1.543	0.548
YPL116W	2.516	-4.977	-3.166
YPL115C	1.833	-2.782	-2.093
YPL114W	3.191	-4.743	-2.847
YPL113C	3.426	-4.886	-3.915
YPL112C	5.802	-8.654	-7.363
YPL111W	0.238	-1.051	-0.926
YPL110C	3.617	-6.008	-4.340
YPL109C	2.283	-5.040	-3.771
YPL108W	2.350	-4.428	-2.489
YPL107W	4.412	-7.154	-4.896
YPL106C	-6.030	-0.384	0.967
YPL105C	5.643	-8.587	-6.699
YPL104W	0.565	-1.533	1.242
YPL103C	2.154	-4.710	-4.960
YPL101W	2.945	-6.087	-5.977
YPL102C	0.240	-0.273	-1.285
YPL100W	-0.405	1.217	1.062
YPL099C	0.762	-0.316	-1.514
YPL098C	-3.072	6.889	6.281
YPL097W	-5.554	-0.329	-2.493
YPL096W	-0.522	1.432	1.449
YPL095C	-0.625	0.955	1.565
YPL092W	0.119	0.778	0.117
YBR174C	-0.624	-1.926	-5.516
YBR175W	0.322	-1.961	-5.307
YBR176W	0.131	1.727	1.813
YBR177C	2.909	-1.820	-1.845
YBR178W	1.134	-0.802	-0.988
YBR179C	-8.584	8.361	7.435
YBR180W	0.973	-1.510	-1.797
YBR181C	-1.450	2.309	3.712
YBR182C	-0.508	1.931	1.337
YBR183W	-0.734	1.492	0.840
YBR184W	-0.793	1.064	0.928
YBR185C	-1.157	1.529	2.170
YBR186W	0.415	0.045	-0.019
YBR187W	-0.748	-0.059	-2.235
YBR188C	1.878	-2.143	-1.585
YBR194W	-8.179	14.772	6.185
YBR195C	-1.008	1.571	0.046
YBR197C	1.527	-1.024	-0.609
YBR199W	0.676	-0.583	-0.098
YBR200W	-5.138	-1.643	-3.796
YBR201W	1.847	-1.265	-0.724
YBR203W	0.912	-1.039	-0.621
YBR204C	-0.512	-0.596	0.225
YBR205W	0.505	-0.072	0.639
YBR206W	1.280	-1.180	-0.632
YBR207W	0.391	-0.357	0.040
YBR208C	2.339	-1.492	-0.953
YBR209W	3.875	-3.817	-2.915
YBR210W	-0.405	1.361	1.480
YBR212W	-1.593	2.534	1.489
YBR213W	1.248	-1.027	-0.272
YBR214W	1.468	-1.732	-1.917
YBR215W	-1.339	0.331	-0.245
YBR216C	-0.558	-0.394	0.218
YBR217W	0.780	-1.139	-0.840
YBR218C	0.276	0.804	1.351
YBR219C	0.198	-0.506	-0.296
YBR220C	1.119	-2.402	-2.185
YBR221C	-6.246	1.993	-1.723
YBR222C	2.195	-1.992	-1.902
YBR223C	1.183	-0.348	0.091
YBR224W	0.311	-0.402	-1.095
YBR225W	-0.260	0.007	-0.001
YBR226C	-0.611	-0.704	-3.962
YBR227C	0.471	-1.451	-5.163
YBR228W	1.251	-1.062	-0.536
YBR229C	0.756	-2.213	-2.464
YBR230C	2.124	-1.676	-1.884
YBR231C	-0.067	-0.825	-4.376
YBR233W	1.375	-1.738	-1.117
YBR235W	3.728	-4.366	-4.133
YBR238C	2.459	-2.165	-3.260
YBR239C	1.891	-2.308	-2.152
YBR240C	1.234	-1.261	-0.761
YBR241C	1.072	-0.384	-0.428
YBR242W	2.261	-2.101	-2.025
YBR244W	0.324	-0.252	-1.334
YBR245C	2.777	-3.119	-2.976
YBR246W	-1.044	0.649	-0.541
YBR248C	-5.088	0.180	1.195
YBR249C	2.952	-3.947	-4.466
YBR250W	2.234	-2.670	-3.164
YBR251W	-14.995	NaN	NaN
YBR255W	1.756	-1.273	-2.768
YBR258C	0.114	-0.234	-0.976
YBR259W	0.790	-1.471	-2.355
YBR260C	0.062	-1.919	-1.937
YBR261C	1.202	-0.932	-0.374
YBR262C	2.136	-1.502	-1.715
YBR263W	2.042	-3.518	-3.148
YBR264C	2.070	-2.874	-3.114
YBR266C	-6.395	6.154	7.200
YBR267W	-6.635	8.275	7.461
YBR268W	-8.371	1.802	4.704
YDR049W	4.385	-6.123	-9.132
YDR050C	4.728	-4.952	-5.867
YDR051C	2.886	-4.295	-3.420
YDR055W	2.666	-4.362	-4.020
YDR056C	3.519	-4.608	-4.656
YDR057W	0.061	-1.276	-1.665
YDR059C	2.399	-3.595	-4.355
YDR061W	2.531	-3.984	-3.619
YDR063W	5.448	-7.180	-6.530
YDR065W	-16.672	NaN	NaN
YDR066C	6.213	-7.757	-8.407
YDR067C	2.119	-4.098	-3.213
YDR068W	-0.718	3.081	1.568
YDR069C	-1.365	1.058	-4.304
YDR070C	-2.027	4.333	3.766
YDR072C	-1.867	3.066	2.021
YDR073W	-3.072	5.443	4.288
YDR075W	-3.127	6.333	5.374
YDR076W	-5.277	-8.553	-4.264
YDR077W	0.150	0.837	1.166
YDR078C	-1.765	3.238	3.610
YDR079W	-2.351	4.983	5.374
YDR080W	1.822	-0.876	-3.076
YDR083W	-1.168	2.890	3.316
YDR084C	-2.345	5.083	4.080
YDR085C	-1.445	3.734	3.501
YDR089W	-0.649	1.784	1.687
YDR090C	-2.217	3.982	3.764
YDR092W	-2.188	3.087	-0.769
YDR093W	-2.856	5.424	4.862
YDR094W	-0.963	2.550	3.104
YDR095C	-2.078	4.120	4.739
YDR096W	-1.129	2.709	2.431
YDR097C	0.112	1.272	1.064
YDR098C	2.091	-0.934	-0.559
YDR099W	-0.491	2.656	2.389
YDR100W	-1.708	4.104	3.115
YDR101C	-2.133	5.686	5.922
YDR102C	-3.070	4.519	3.604
YDR103W	-0.799	1.937	1.675
YDR104C	-2.739	4.519	3.863
YDR105C	-1.746	3.622	3.558
YDR107C	-1.776	3.631	3.791
YDR108W	-1.976	1.904	-4.941
YDR109C	-1.613	3.492	2.766
YDR110W	-1.741	2.855	3.475
YDR111C	-0.300	0.777	1.163
YDR112W	0.919	1.276	0.697
YDR114C	-11.531	3.288	3.335
YDR115W	-10.001	-1.884	0.408
YDR116C	-2.893	4.278	4.303
YDR117C	-2.542	4.010	3.525
YDR119W	-1.509	2.851	3.408
YDR120C	-1.020	2.039	1.345
YDR121W	0.379	0.027	0.725
YDR122W	0.040	-0.024	0.395
YDR123C	-11.029	18.221	19.790
YDR124W	0.244	0.627	0.949
YDR125C	0.612	-0.148	0.213
YDR126W	-1.893	4.081	-2.897
YDR127W	-0.460	2.673	1.723
YDR128W	-0.933	2.169	1.494
YDR129C	-0.372	2.071	1.656
YDR130C	-1.185	2.728	3.472
YDR131C	-2.254	3.476	3.315
YDR132C	-0.353	1.143	1.973
YDR133C	-2.849	3.544	2.743
YDR134C	0.359	0.812	0.917
YDR135C	-1.992	4.559	3.522
YDR136C	-0.876	1.595	-1.254
YDR137W	0.870	-1.214	-3.207
YPR021C	-0.318	2.184	1.813
YDR139C	-1.663	4.199	3.265
YDR140W	-0.277	1.939	2.305
YDR142C	-0.847	2.410	2.256
YDR143C	-0.744	2.416	1.923
YDR144C	-2.667	3.173	1.589
YDR146C	-0.550	2.218	2.062
YDR338C	-1.618	3.251	3.064
YDR340W	-2.417	3.104	2.438
YDR344C	-1.163	3.030	1.711
YDR345C	1.228	0.618	1.890
YDR346C	1.394	-1.164	-1.803
YDR347W	-1.186	2.969	3.713
YDR348C	-1.501	1.338	-0.240
YDR349C	-1.447	2.914	2.472
YDR350C	-11.433	12.591	5.494
YDR351W	-0.090	1.685	1.909
YDR352W	-1.503	3.236	3.006
YDR354W	-0.090	1.454	1.419
YDR357C	-1.859	1.055	1.221
YDR358W	-0.332	1.854	1.706
YDR359C	-1.105	2.983	2.064
YDR360W	-1.895	2.907	1.754
YDR363W	-1.733	1.337	0.918
YDR364C	-10.101	-3.711	0.508
YDR368W	0.704	1.241	0.976
YDR369C	-7.074	-6.757	-2.519
YDR370C	-0.414	1.992	2.250
YDR371W	-1.919	3.364	2.641
YDR372C	-1.079	1.479	0.735
YDR374C	2.725	-3.744	-3.234
YDR375C	-4.311	4.875	3.541
YDR377W	-8.555	7.819	8.471
YDR378C	-4.278	4.266	-2.512
YDR379W	0.159	0.119	0.289
YDR380W	0.739	1.167	0.492
YDR382W	-7.984	10.395	9.042
YDR383C	-0.707	0.959	-0.583
YDR384C	-2.858	4.824	3.527
YDR385W	-3.000	4.509	5.147
YDR386W	-1.631	-7.460	-7.955
YDR387C	-2.128	5.342	4.129
YDR388W	-2.641	1.008	-3.438
YDR389W	-0.991	2.390	-0.098
YDR391C	-0.471	1.557	0.535
YDR392W	-13.934	36.299	18.467
YDR393W	-8.334	10.679	7.474
YDR395W	-1.452	-0.938	-2.748
YDR399W	-1.422	2.940	2.725
YDR400W	-1.020	2.442	2.647
YDR401W	-0.771	1.862	1.246
YDR402C	-2.163	4.871	3.309
YDR403W	-0.930	3.253	2.945
YDR405W	-9.820	-2.382	0.452
YDR406W	-0.509	0.280	0.864
YDR408C	-0.772	1.876	1.860
YDR409W	-0.460	0.036	-0.412
YDR410C	2.016	-1.259	-1.499
YDR411C	1.666	0.411	0.104
YDR414C	-4.283	6.498	4.900
YDR415C	-1.014	3.155	2.210
YDR418W	-4.962	5.305	2.490
YDR419W	-2.763	3.656	3.593
YDR420W	-1.335	3.019	3.224
YDR421W	0.399	0.975	1.217
YDR422C	-3.910	5.054	4.641
YDR423C	-1.699	2.638	1.330
YDR425W	-2.352	4.183	3.394
YDR426C	-0.558	1.106	1.498
YDR428C	0.418	0.640	-0.372
YDR430C	-0.967	3.723	2.343
YDR431W	-3.464	5.079	3.322
YDR432W	-12.063	9.028	5.117
YDR433W	-0.161	-0.741	0.390
YDR435C	-2.608	3.897	4.539
YDR436W	-1.968	2.273	3.108
YEL001C	-1.745	3.367	3.156
YEL003W	-2.685	3.281	2.747
YEL004W	-0.280	0.970	0.691
YEL005C	-0.677	2.084	1.708
YEL006W	-1.162	2.379	2.902
YEL007W	-10.184	17.771	6.279
YEL008W	-1.398	4.100	1.793
YEL009C	-1.556	4.706	4.197
YEL010W	-0.985	2.602	1.630
YEL013W	-7.290	10.459	6.446
YEL014C	-1.106	1.336	1.227
YEL015W	-3.582	4.804	4.490
YEL016C	-0.989	2.299	2.847
YEL017C-A	0.062	0.091	0.300
YEL017W	-2.393	4.188	3.065
YPR083W	-0.696	2.767	3.496
YEL020C	-3.528	5.513	4.623
YEL023C	1.584	-1.282	-1.317
YEL024W	-2.763	2.947	2.848
YEL025C	-2.007	3.066	2.993
YEL027W	-6.841	6.050	-0.164
YEL028W	-1.509	2.585	1.918
YEL030W	-1.397	2.418	1.602
YEL031W	-0.831	2.102	2.489
YEL033W	-1.852	2.402	1.459
YPR091C	-1.982	4.122	4.063
YEL037C	-3.788	4.222	3.146
YEL038W	-1.598	2.782	2.450
YEL039C	-1.577	3.014	1.642
YEL040W	-0.196	1.479	0.905
YEL041W	1.207	0.717	-0.239
YEL042W	-1.688	3.797	1.718
YEL043W	0.354	0.783	-0.691
YEL045C	-15.847	NaN	NaN
YEL046C	-16.770	NaN	NaN
YEL047C	-1.173	2.900	2.217
YEL048C	-0.511	3.029	2.425
YEL049W	-2.512	3.536	2.885
YEL050C	-12.082	-1.209	2.583
YEL051W	-6.007	5.928	0.017
YEL052W	-1.193	2.157	2.294
YEL053C	0.053	1.301	0.758
YEL054C	-2.006	3.177	3.022
YEL056W	-0.254	0.087	-0.006
YEL057C	-1.319	2.533	1.796
YEL059W	-4.065	1.040	-1.433
YEL060C	-1.954	3.642	3.121
YEL061C	-1.660	-0.817	-0.735
YEL062W	-3.124	5.916	6.220
YEL063C	-1.600	3.042	-0.183
YEL064C	-2.409	3.792	3.061
YEL065W	-1.589	3.010	1.947
YEL066W	-0.909	0.762	0.707
YEL067C	0.801	1.535	-1.315
YEL068C	0.226	-0.168	0.533
YEL071W	-0.010	0.775	0.522
YEL072W	-0.110	0.227	0.234
YER001W	-0.314	0.305	1.020
YER002W	-1.388	1.283	0.949
YER004W	-0.268	0.387	0.523
YER005W	-0.941	0.643	-0.966
YER007C-A	-0.241	-0.535	-2.343
YER007W	-0.978	1.742	0.871
YER010C	-0.083	-1.574	-1.136
YER011W	1.643	-1.617	-1.183
YPR011C	0.437	0.799	0.698
YER017C	-10.998	10.341	8.958
YER019W	-1.564	-0.109	-1.743
YER019C-A	1.180	-1.488	-1.392
YER020W	-0.767	-0.119	0.903
YER024W	0.161	-0.110	-0.108
YER030W	-0.739	0.994	0.654
YER032W	-0.177	0.419	0.981
YER033C	-0.584	1.268	0.361
YER034W	-1.274	1.069	0.440
YER035W	1.620	-1.804	-1.744
YER038W-A	0.726	0.088	-0.143
YER039C	-0.127	0.849	0.774
YER040W	-4.914	11.682	9.721
YER041W	-0.392	-0.826	-1.068
YER042W	-0.184	0.523	0.012
YER044C-A	0.061	0.001	0.023
YER045C	-0.957	0.587	0.375
YER046W-A	-0.309	-0.132	-0.784
YER047C	0.469	0.166	-0.133
YER048C	0.865	-1.374	-0.811
YER049W	0.826	-0.612	-0.227
YER050C	-2.236	5.087	4.994
YER051W	0.643	0.903	0.259
YER052C	-0.557	-9.005	-9.035
YER053C	-0.373	1.043	1.620
YER054C	-1.422	1.603	1.715
YER056C	0.133	0.958	1.032
YER056C-A	0.052	-0.171	-1.465
YER057C	0.885	-0.373	0.476
YER058W	-3.041	2.608	2.306
YER059W	0.011	-0.651	-0.682
YER060W	-0.692	0.894	0.562
YER060W-A	1.093	-1.392	-1.045
YER061C	-4.450	2.887	2.119
YER062C	-0.058	1.091	-0.118
YER065C	-0.615	1.637	1.081
YER066C-A	-0.809	1.019	0.788
YER067W	-0.081	1.180	0.125
YER067C-A	-0.047	1.305	0.319
YER068W	-15.074	NaN	NaN
YER068C-A	-2.875	4.104	4.142
YER069W	-3.042	3.331	2.975
YPR118W	0.915	-0.299	-0.737
YER071C	0.587	0.067	1.179
YER072W	-0.165	-0.293	-0.461
YER073W	1.689	-3.188	-2.144
YER074W	-0.847	2.557	2.026
YER075C	-0.483	0.802	-0.356
YER079W	-1.369	1.375	0.686
YER080W	-0.114	0.637	-0.061
YER081W	0.135	-0.215	-0.463
YER083C	-10.190	4.922	0.601
YER084W	0.881	0.528	-1.246
YER085C	-0.274	-0.367	0.170
YER086W	-0.729	-1.775	-0.848
YER087C-B	-0.083	0.364	-0.356
YGR123C	1.600	-1.677	-1.800
YGR124W	0.903	-0.501	-1.043
YGR125W	1.016	-0.252	-1.024
YGR126W	-0.287	0.595	-0.561
YGR127W	-1.189	1.060	0.449
YGR129W	-0.776	0.718	-1.469
YGR130C	0.124	0.423	-0.288
YGR131W	0.428	0.694	0.169
YGR132C	-0.345	0.491	1.338
YGR133W	-0.770	0.177	-1.296
YGR135W	-2.675	-0.333	-1.957
YGR136W	0.190	0.345	-0.041
YGR137W	0.336	-0.310	-0.704
YGR138C	0.770	-1.680	-1.492
YGR139W	2.072	-0.901	-1.366
YGR141W	0.803	-0.397	-1.041
YGR142W	-0.226	0.185	-0.835
YGR143W	0.223	0.135	0.204
YGR144W	-0.618	0.382	-0.790
YGR146C	0.359	-2.017	-0.703
YGR148C	-1.002	1.910	1.005
YGR149W	0.623	-1.434	-1.171
YGR150C	-4.629	5.516	2.215
YGR151C	-0.122	-0.774	-1.615
YGR152C	1.229	-1.210	-1.988
YGR153W	0.390	2.421	1.041
YGR154C	1.383	1.576	0.198
YGR157W	-4.063	-2.773	-4.163
YGR159C	-4.400	9.083	8.402
YGR160W	-4.527	7.503	8.188
YGR161C	1.610	-0.331	-1.295
YGR163W	-0.779	1.714	0.610
YGR164W	0.546	-0.017	0.410
YGR165W	-0.691	1.376	-2.139
YGR166W	1.589	-1.158	-0.830
YOL153C	1.052	-1.264	-0.138
YGR168C	1.910	-1.158	-0.694
YGR169C	1.797	1.941	-0.468
YGR170W	0.056	-0.549	-5.208
YGR171C	-1.877	4.620	4.637
YGR173W	0.074	-2.023	-0.416
YGR174C	-1.820	1.657	1.650
YGR176W	-0.634	2.555	2.059
YGR177C	0.763	-0.074	-0.561
YGR178C	-0.149	-0.538	-0.804
YGR180C	-13.171	-0.655	3.578
YGR181W	0.702	-1.974	-4.509
YGR182C	0.780	-2.356	-3.768
YGR183C	-1.633	3.939	2.130
YGR184C	-1.221	5.050	3.616
YGR187C	-0.807	2.630	2.153
YGR189C	0.218	-1.269	0.334
YGR192C	-0.083	1.746	1.699
YGR193C	-2.409	2.447	1.640
YGR194C	0.667	-1.153	-0.100
YGR196C	0.055	-0.315	0.061
YGR197C	-4.406	5.542	2.117
YGR199W	1.209	-0.253	0.390
YGR200C	-0.576	-1.771	-1.452
YGR202C	2.452	-1.965	-0.864
YGR203W	0.677	2.214	-0.145
YGR205W	-0.370	1.040	-0.028
YGR206W	-0.187	2.193	2.193
YGR207C	0.027	1.224	1.079
YGR208W	0.422	-0.068	-4.309
YGR209C	-0.012	1.712	1.703
YGR212W	0.186	0.927	0.724
YGR213C	1.889	-0.885	-1.460
YGR214W	-0.674	1.626	3.301
YGR215W	-2.194	2.528	4.679
YGR217W	0.031	0.729	0.161
YHL047C	4.583	-4.840	-4.190
YHL046C	2.107	1.576	-0.234
YHL045W	0.574	1.227	0.288
YHL044W	0.229	3.148	0.649
YHL043W	-0.126	0.304	0.077
YHL042W	0.404	-0.459	1.324
YHL041W	-0.914	1.660	0.967
YHL040C	-0.230	-0.983	0.590
YHL038C	-2.092	0.638	1.311
YHL037C	1.283	-0.417	-0.622
YHL036W	0.033	0.436	-0.260
YHL035C	-1.232	1.132	-0.139
YHL034C	1.643	-3.509	-2.777
YHL033C	-1.044	3.279	1.293
YHL032C	0.205	0.366	0.910
YHL031C	-0.182	0.628	-1.299
YHL030W	0.471	1.113	1.056
YHL029C	-3.578	6.298	5.601
YHL028W	0.803	-0.162	0.389
YHL027W	1.293	-2.784	-1.053
YHL026C	-0.402	1.117	1.170
YHL023C	-1.332	0.779	1.605
YHL022C	1.412	-2.250	-1.065
YHL021C	0.148	0.238	0.166
YHL020C	0.923	-0.739	0.872
YHL019C	0.831	1.997	0.166
YHL017W	0.467	1.826	0.469
YHL016C	-1.929	0.707	0.585
YHL014C	-0.310	-0.825	0.145
YHL013C	-2.822	1.957	1.286
YHL012W	0.039	0.549	-0.167
YHL010C	-0.332	1.511	-0.292
YHL009C	-1.369	0.083	1.165
YHL008C	0.722	-0.455	0.754
YHL007C	0.219	0.263	0.195
YHL006C	0.385	-0.263	-0.879
YHL005C	1.209	-2.480	-0.541
YHL003C	0.363	0.856	-0.544
YHR001W-A	-0.925	3.685	2.533
YHR011W	-1.710	4.635	4.436
YHR012W	1.291	0.463	0.338
YHR013C	-4.036	1.944	-4.943
YHR014W	0.054	1.642	0.764
YHR015W	0.927	-0.190	-2.246
YHR018C	-3.784	3.314	2.889
YHR022C	0.842	-2.120	-0.798
YHR029C	-0.086	0.376	-0.599
YHR030C	1.043	-1.589	-4.402
YHR031C	-0.892	2.552	1.335
YHR034C	-4.485	5.867	4.246
YHR035W	1.194	-0.353	-0.710
YHR037W	0.585	-1.006	-1.759
YHR038W	0.984	-0.849	-1.113
YHR039C	0.531	-0.456	-1.539
YHR043C	0.832	-1.820	-2.328
YHR044C	2.106	-2.467	-2.294
YHR046C	1.106	-1.425	-1.849
YHR047C	-0.580	1.067	-0.951
YHR048W	2.160	-2.725	-3.452
YHR049W	2.594	-2.434	-3.245
YHR049C-A	0.813	-0.693	-1.855
YHR050W	0.795	-0.625	-3.325
YHR051W	-9.580	9.633	6.857
YHR057C	2.177	-2.400	-2.594
YHR060W	-7.433	2.528	-1.724
YHR061C	0.774	-1.065	-1.672
YHR066W	0.561	-0.545	-0.131
YHR073W	0.644	-2.511	-4.320
YHR075C	-0.113	-1.230	-1.642
YHR076W	0.618	-0.641	-0.365
YHR077C	1.344	-2.924	-4.365
YHR078W	0.292	0.463	-0.779
YHR079C	0.933	-0.884	-1.234
YHR080C	1.437	-0.600	-0.900
YHR081W	-1.753	1.339	0.870
YHR082C	2.438	-4.590	-5.831
YHR086W	2.184	-3.025	-3.630
YHR087W	0.571	-3.198	-5.044
YHR091C	-0.988	2.208	2.905
YHR092C	-0.214	0.394	-0.946
YHR093W	2.434	-4.324	-3.742
YHR094C	1.322	-0.745	-0.720
YHR095W	3.157	-3.578	-2.305
YHR096C	1.810	-1.276	-2.795
YHR097C	0.563	-0.421	-1.651
YHR100C	-10.023	-3.192	1.091
YHR103W	2.201	-3.087	-4.037
YHR104W	1.359	-1.435	-1.502
YHR105W	2.452	-2.895	-2.034
YHR106W	1.119	-1.217	-1.889
YHR108W	2.335	-3.232	-3.113
YHR109W	2.069	-2.301	-3.167
YHR110W	0.398	-1.229	-2.279
YHR111W	-0.497	-1.506	-2.166
YHR112C	0.466	-1.729	-3.302
YHR113W	1.627	-1.476	-1.556
YHR114W	0.078	0.666	0.993
YHR115C	2.255	-2.422	-3.025
YHR116W	-1.356	1.120	0.448
YHR117W	2.779	-2.402	-2.802
YHR120W	-17.126	NaN	NaN
YHR121W	2.151	-2.457	-3.664
YHR123W	4.391	-6.172	-6.711
YHR124W	0.372	0.247	0.139
YHR125W	1.100	-1.930	-3.236
YHR126C	1.996	-2.631	-3.894
YHR129C	0.280	0.565	-2.927
YHR130C	1.521	-1.882	-2.952
YHR132C	0.951	-1.006	-2.059
YHR133C	-0.241	1.375	0.466
YHR134W	-0.511	-6.370	-7.881
YHR135C	3.597	-6.071	-7.773
YHR136C	2.348	-1.728	-2.220
YHR137W	0.966	-0.218	-1.367
YHR138C	0.313	-0.799	-2.674
YHR139C	2.107	-2.425	-2.647
YHR139C-A	2.902	-2.866	-3.822
YHR142W	-1.326	2.006	-0.474
YHR143W	2.606	-2.114	-3.979
YHR147C	-0.299	-0.604	-0.348
YHR150W	2.024	-2.041	-3.805
YHR151C	1.443	-2.687	-4.881
YHR152W	0.830	-0.635	-1.782
YHR153C	0.337	0.403	0.397
YHR154W	0.375	-6.076	-9.590
YHR155W	1.899	-1.141	-1.266
YHR156C	2.547	-2.562	-2.864
YHR157W	2.614	-3.873	-4.018
YHR158C	-0.204	-1.056	-3.700
YHR159W	0.348	0.353	-1.455
YHR160C	2.050	-2.474	-3.472
YHR161C	2.734	-1.248	-3.796
YHR163W	1.139	-2.101	-3.135
YHR167W	0.871	-0.558	-0.739
YHR176W	1.491	-3.449	-4.333
YHR177W	1.441	-2.963	-2.903
YHR178W	-7.470	5.752	3.110
YHR179W	1.712	-2.379	-3.389
YHR182W	2.662	-3.391	-3.568
YHR183W	-16.911	NaN	NaN
YHR184W	2.458	-3.699	-5.186
YHR189W	-0.198	0.175	-1.912
YHR195W	1.170	-0.472	-0.957
YHR198C	-0.445	1.158	1.363
YHR199C	0.319	-0.582	-0.135
YHR200W	-0.368	-0.450	-1.369
YHR202W	-0.405	1.322	2.179
YHR203C	-3.359	4.191	5.793
YHR204W	-0.197	0.487	1.109
YHR206W	-0.165	0.085	1.470
YHR207C	0.292	-1.673	-2.383
YHR209W	0.359	-1.520	-1.396
YHR210C	-0.573	1.144	0.868
YCL001W	1.032	-1.148	0.095
YCL002C	-0.072	1.251	1.392
YCL005W	-0.582	0.431	-1.562
YMR118C	-0.622	2.024	2.475
YCL008C	2.476	-4.257	-4.366
YCL009C	-0.407	0.373	-1.262
YCL010C	-1.766	0.314	-0.434
YCL011C	0.740	-2.985	-2.112
YCL014W	-0.491	-0.236	-0.027
YCL013W	-0.480	-0.906	-0.736
YCL016C	-2.784	0.251	-5.851
YCL023C	0.294	-0.148	0.013
YCL024W	-0.499	0.447	0.299
YCL025C	-0.046	-0.044	-0.116
YCL026C	-0.689	1.976	1.285
