orf	hap a | growth (colony size) | thiamethoxam [10 mM] | YPD | Mattiazzi Usaj M~Petrovic U, 2014	hap a | growth (colony size) | Actara | YPD | Mattiazzi Usaj M~Petrovic U, 2014	hap a | growth (colony size) | acetamiprid [15 mM] | YPD | Mattiazzi Usaj M~Petrovic U, 2014	hap a | growth (colony size) | Mospilan | YPD | Mattiazzi Usaj M~Petrovic U, 2014	hap a | growth (colony size) | N-methylpyrrolidin-2-one [0.9% v/v], dimethyl sulfoxide [0.8% v/v] | YPD | Mattiazzi Usaj M~Petrovic U, 2014	hap a | growth (colony size) | Confidor | YPD | Mattiazzi Usaj M~Petrovic U, 2014
YMR294W	-0.598	0.066	-0.34299999999999997	-0.205	0.436	0.36200000000000004
YMR294W-A	-0.316	0.033	-1.675	-0.599	0.317	0.506
YMR295C	-0.39799999999999996	0.21600000000000003	-1.1079999999999999	-0.917	0.18899999999999997	0.17800000000000002
YMR297W	0.11800000000000001	-0.036000000000000004	0.201	0.095	0.055	0.002
YMR299C	-0.64	-0.40700000000000003	-0.087	-0.29	0.032	-0.09300000000000001
YMR300C	-1.068	0.278	-0.374	-2.594	0.196	0.004
YMR302C	0.096	-0.07400000000000001	0.452	0.47200000000000003	-0.149	0.632
YMR303C	-0.43700000000000006	-0.638	0.22399999999999998	0.12	-0.179	0.016
YMR304C-A	0.507	0.052000000000000005	0.10099999999999999	0.068	-0.354	-0.155
YMR304W	-0.615	-0.604	0.341	0.36700000000000005	-0.456	0.02
YMR305C	-0.391	-0.45	0.3	-0.138	-0.217	-0.004
YMR306C-A	-0.017	0.21600000000000003	0.816	-0.53	0.37799999999999995	0.212
YMR306W	-0.638	-2.7510000000000003	0.154	-0.002	0.327	-0.316
YMR307W	-0.589	-3.04	-0.49	-0.57	0.138	-2.39
YMR310C	-0.585	-0.19	0.204	0.204	0.237	0.057
YMR311C	-0.303	0.038	-0.5920000000000001	-2.195	0.133	-0.10099999999999999
YMR312W	-0.004	-0.226	-0.7879999999999999	-0.5820000000000001	0.32899999999999996	-0.359
YMR313C	0.145	0.266	-0.374	-1.625	0.08	0.42100000000000004
YMR315W	-0.22399999999999998	-0.6920000000000001	0.177	0.6809999999999999	-0.043	0.41700000000000004
YMR316C-A	-0.057	-0.177	0.239	0.207	-0.011000000000000001	-0.175
YMR316C-B	0.51	-0.37	0.38799999999999996	-0.632	-0.297	0.18600000000000003
YMR316W	-0.418	0.527	0.17	-0.207	-0.249	-0.221
YMR317W	-0.457	0.184	-0.038	-0.066	0.159	0.359
YMR318C	-0.006999999999999999	0.011000000000000001	0.192	0.115	0.195	0.344
YMR319C	-0.518	-0.212	0.21100000000000002	0.159	0.23800000000000002	0.022000000000000002
YMR320W	-0.124	-0.324	0.04	0.262	0.44299999999999995	0.052000000000000005
YMR322C	0.29600000000000004	-0.046	0.012	0.361	0.226	0.073
YMR326C	0.275	-0.002	0.226	-0.435	0.059000000000000004	-0.07200000000000001
YNL001W	-0.731	0.214	0.441	0.15	0.054000000000000006	0.032
YNL003C	-0.5820000000000001	1.08	0.032	0.23800000000000002	0.28300000000000003	0.371
YNL004W	-0.19	0.16699999999999998	0.006	-1.609	0.09699999999999999	-0.1
YNL008C	-0.531	0.111	-0.28	-0.373	-0.10400000000000001	-0.022000000000000002
YNL009W	-0.392	0.14800000000000002	-0.531	-0.102	-0.198	0.32299999999999995
YNL010W	-0.642	0.092	-0.171	-0.242	0.391	-0.389
YNL011C	0.064	0.467	-0.249	-0.725	-0.087	-0.105
YNL012W	-0.295	-0.447	0.295	0.243	0.226	0.45799999999999996
YNL013C	-0.65	-0.172	0.321	-0.092	-0.001	0.14300000000000002
YNL014W	0.34299999999999997	-0.23	-0.257	-0.386	-0.39899999999999997	0.095
YNL015W	0.233	-0.027999999999999997	-0.11	0.013999999999999999	0.40399999999999997	0.375
YNL016W	0.23399999999999999	0.092	-0.17300000000000001	0.17800000000000002	0.196	0.5489999999999999
YNL020C	0.264	0.24600000000000002	0.059000000000000004	-0.191	0.063	-0.384
YNL021W	0.313	0.63	-0.171	-0.293	0.195	-0.35200000000000004
YNL022C	-0.299	0.33799999999999997	-0.423	-1.56	0.11699999999999999	-0.083
YNL023C	-0.16	0.066	0.16399999999999998	-2.101	0.012	0.079
YNL024C	0.267	-0.149	-0.94	-0.214	-0.22899999999999998	0.047
YNL027W	0.057	-0.318	-0.535	-0.586	-0.018000000000000002	0.39299999999999996
YNL028W	-0.5660000000000001	-0.147	-0.253	-0.15	0.13	0.132
YNL029C	-0.256	0.21	-0.562	-0.38799999999999996	0.168	-0.109
YNL030W	-0.37799999999999995	0.057999999999999996	0.29600000000000004	-0.7070000000000001	0.242	0.114
YNL031C	-0.501	-0.272	0.494	0.6679999999999999	-0.08	0.18600000000000003
YNL032W	-0.24100000000000002	-0.245	-5.734	0.252	-0.221	0.433
YNL034W	-0.33	0.166	-0.25	-5.237	0.268	-0.051
YNL035C	-0.025	-0.043	0.18	-2.521	0.094	0.162
YNL037C	-0.125	-1.046	0.159	0.359	0.10800000000000001	0.623
YNL040W	-0.29100000000000004	0.522	0.23600000000000002	-0.14300000000000002	0.16	-0.268
YNL041C	0.595	-0.022000000000000002	-0.91	-0.768	-0.888	-5.354
YNL042W	-0.423	0.036000000000000004	0.043	0.021	0.08199999999999999	0.174
YNL043C	-0.629	-0.022000000000000002	-0.813	-0.48200000000000004	0.255	0.07
YNL044W	-0.126	-0.061	-0.784	-0.7509999999999999	0.212	-0.07400000000000001
YNL045W	-0.19699999999999998	0.048	-0.401	-0.21899999999999997	0.298	-0.335
YNL046W	-0.324	-0.767	0.161	0.105	0.16699999999999998	0.34299999999999997
YNL047C	-0.535	-0.24	-0.593	-5.454	0.05	0.17
YNL049C	-0.5770000000000001	-0.077	0.204	-0.063	0.115	-0.138
YNL050C	-0.821	0.15	-0.5579999999999999	-0.648	0.026000000000000002	0.087
YNL051W	0.289	-0.659	-0.909	-0.064	-1.7209999999999999	-1.158
YNL052W	0.048	0.204	-0.42	0.09699999999999999	-0.105	0.48200000000000004
YNL053W	-0.18600000000000003	-0.581	0.5	0.22399999999999998	-0.282	-0.245
YNL054W	-0.326	0.225	0.012	0.63	0.455	0.451
YNL056W	-0.527	-0.599	-5.555	-1.45	-0.36200000000000004	-2.119
YNL057W	-0.344	-0.183	-0.688	0.002	-0.071	0.11199999999999999
YNL058C	-0.374	0.102	-0.489	-0.20600000000000002	0.324	0.10300000000000001
YNL063W	-0.294	0.049	0.185	-0.042	0.35600000000000004	0.08
YNL064C	-0.49700000000000005	-1.9880000000000002	-1.324	-0.441	-0.313	-0.389
YNL065W	-0.691	0.174	-0.636	-0.61	0.198	-0.293
YNL066W	0.47600000000000003	0.159	-0.235	-0.081	0.11	
YNL067W	-0.484	0.307	-1.006	-2.0380000000000003	0.3	-1.082
YNL068C	0.125	0.27899999999999997	-0.938	-0.046	-0.133	0.335
YNL069C	-0.835	0.018000000000000002	-1.037	-0.58	0.591	-0.877
YNL070W	-0.47200000000000003	-0.13	0.22699999999999998	0.36700000000000005	0.385	0.61
YNL071W	-0.33899999999999997	-0.066	-0.444	-0.257	0.401	-0.636
YNL072W	-0.307	0.315	-0.504	-0.28800000000000003	-0.19699999999999998	-0.294
YNL074C	-0.305	0.147	-0.518	-0.259	0.27399999999999997	-0.11599999999999999
YNL076W	-0.44	-0.354	0.833	-0.22	-0.025	-0.121
YNL077W	-0.508	0.17300000000000001	0.028999999999999998	-0.485	0.368	-0.221
YNL078W	-0.281	-0.132	-0.402	-2.83	0.29600000000000004	-0.177
YNL079C	-0.8140000000000001	0.034	-0.41100000000000003	-0.802	-1.548	-1.8219999999999998
YNL080C	0.251	-2.166	0.14800000000000002	0.795	0.151	0.132
YNL081C	-0.321	1.08	0.0	-0.113	-0.002	2.501
YNL082W	-0.064	0.28800000000000003	-1.146	0.16399999999999998	0.203	-0.14800000000000002
YNL083W	0.32799999999999996	0.225	-1.093	-0.579	-0.051	-0.419
YNL085W	-0.365	-0.076	-0.332	-0.20800000000000002	-0.121	-0.292
YNL086W	-0.198	-0.001	0.306	-0.9179999999999999	-0.363	-0.013000000000000001
YNL087W	-0.439	-0.525	0.214	-0.278	-0.23800000000000002	0.17800000000000002
YNL089C	-0.158	-0.036000000000000004	-1.2429999999999999	-0.337	0.281	0.12
YNL090W	-0.006	0.02	-0.297	0.047	0.158	0.38799999999999996
YNL091W	-0.515	-0.33399999999999996	-0.715	-0.865	-0.052000000000000005	-1.839
YNL092W	-0.069	0.183	-0.21899999999999997	-1.222	0.068	0.391
YNL093W	-0.693	0.231	-0.375	-1.716	0.287	0.027999999999999997
YNL094W	0.19399999999999998	0.281	-0.345	0.13699999999999998	0.514	0.23600000000000002
YNL095C	0.11800000000000001	0.122	-0.8959999999999999	-2.565	-0.009000000000000001	0.382
YNL096C	-0.282	0.065	0.028999999999999998	0.31	0.245	0.40299999999999997
YNL097C	-0.14400000000000002	-0.172	-0.759	0.20199999999999999	0.263	-0.479
YNL098C	0.5489999999999999	-0.287	0.217	0.478	-0.324	-0.242
YNL099C	0.24600000000000002	-0.741	-5.688	-0.423	-0.504	-0.446
YNL100W	-0.526	-0.045	-0.342	-0.313	0.044000000000000004	0.021
YNL101W	-0.6	-0.259	0.54	0.29	-0.341	0.547
YNL104C	-0.75	-0.284	0.14400000000000002	0.201	-0.04	0.106
YNL105W	0.034	0.17600000000000002	-0.96	-5.45	0.223	0.22899999999999998
YNL106C	0.054000000000000006	-0.27699999999999997	-1.484	-0.387	-4.565	-5.479
YNL107W	-0.5770000000000001	0.15	-0.7340000000000001	-0.207	0.166	0.079
YNL108C	0.203	0.11	-0.054000000000000006	-0.233	0.134	-0.035
YNL109W	0.057	0.10400000000000001	-0.478	-1.2329999999999999	0.16399999999999998	-0.13699999999999998
YNL111C	0.22	-0.111	-0.8809999999999999	-5.617999999999999	0.094	0.049
YNL115C	0.131	-0.335	0.259	-0.027999999999999997	-0.301	0.429
YNL116W	-0.035	-0.655	-0.555	0.426	-0.35100000000000003	
YNL117W	0.517	0.162	-0.154	-5.278	0.654	-1.412
YNL119W	-0.653	-0.249	0.1	-1.042	0.095	-0.581
YNL120C	0.662	-0.264	-0.086	-0.043	0.369	-0.612
YNL121C	-0.48100000000000004	0.156	-0.003	0.035	-0.08800000000000001	-1.368
YNL122C	-0.726	-0.083	-1.659	-0.284	0.265	0.127
YNL123W	-0.369	-0.011000000000000001	0.429	0.259	0.21600000000000003	0.509
YNL125C	-0.66	0.187	-0.13	0.131	0.519	-0.28
YNL127W	0.342	-0.309	0.49700000000000005	0.382	0.10800000000000001	0.153
YNL128W	0.099	-0.139	-0.214	-0.547	0.081	-0.22699999999999998
YNL129W	0.23199999999999998	0.11599999999999999	-0.769	-0.6609999999999999	0.183	-0.22
YNL130C	-0.39399999999999996	-0.255	-0.244	0.18	0.205	-0.39799999999999996
YNL134C	-0.003	0.064	-0.489	-0.262	0.043	0.261
YNL135C	0.465	-0.045	-0.149	-0.025	-0.397	0.5489999999999999
YNL136W	-0.6970000000000001	-0.78	-0.377	-0.509	-0.23	-0.857
YNL140C	-0.364	0.04	-0.912	0.152	-0.638	-0.852
YNL141W	-0.665	0.233	-0.978	-0.48200000000000004	-0.166	-0.163
YNL142W	-0.513	-0.245	-0.53	-0.075	-0.114	0.064
YNL143C	-0.196	0.027000000000000003	-1.555	-1.026	0.409	0.198
YNL144C	0.281	0.22899999999999998	0.145	0.752	-0.021	0.012
YNL145W	0.205	-0.001	-0.275	0.051	0.022000000000000002	-0.218
YNL146W	-0.34600000000000003	0.136	-0.5820000000000001	-1.676	-0.223	-0.066
YNL147W	-0.32799999999999996	0.812	-0.79	-0.885	-0.001	0.95
YNL153C	-0.11599999999999999	1.113	-0.18600000000000003	0.6609999999999999	0.205	-0.115
YNL154C	-0.092	2.266	-0.794	-0.01	0.24100000000000002	-0.256
YNL155W	-0.09	1.36	-1.702	-0.085	0.302	-0.071
YNL156C	-0.557	1.0959999999999999	0.785	0.555	0.054000000000000006	0.41100000000000003
YNL157W	-0.327	1.646	0.474	0.278	-0.083	0.008
YNL159C	-0.36	4.539	-0.27399999999999997	0.027000000000000003	0.163	0.040999999999999995
YNL162W	-0.203	1.665	0.08199999999999999	0.8140000000000001	-0.268	0.09
YNL164C	-0.249	0.848	-0.638	-0.064	-0.055	0.26899999999999996
YNL165W	0.546	4.439	-0.254	-5.422999999999999	0.003	0.013999999999999999
YNL166C	0.3	1.768	-0.141	0.102	-0.08800000000000001	-0.532
YNL167C	0.285	2.2769999999999997	-0.38299999999999995	-1.6059999999999999	-0.040999999999999995	-0.09
YNL168C	-0.114	-0.145	-0.11800000000000001	0.21600000000000003	-0.127	-0.456
YNL169C	-0.418	-0.249	-0.765	0.23600000000000002	0.043	0.091
YNL170W	0.861	1.08	0.298	2.135	-2.385	0.131
YNL171C	-0.759	-0.025	0.41	0.132	-0.889	-4.223
YNL173C	-0.465	-0.027999999999999997	0.032	-0.078	0.22699999999999998	0.059000000000000004
YNL175C	-0.22699999999999998	0.136	-0.22399999999999998	-0.038	0.361	0.046
YNL176C	0.025	0.155	-0.044000000000000004	0.28800000000000003	-0.08199999999999999	0.237
YNL179C	-0.008	0.151	-0.5920000000000001	-0.366	0.27699999999999997	
YNL180C	0.585	0.857	0.133	0.446	0.282	0.354
YNL183C	-0.925	-0.061	-0.313	-2.98	0.287	
YNL187W	0.34600000000000003	-0.13699999999999998	0.011000000000000001	-1.4869999999999999	-0.141	0.095
YNL190W	0.099	-0.07400000000000001	-0.536	-0.774	0.171	0.395
YNL191W	-0.146	-0.02	0.1	0.22899999999999998	-0.063	0.011000000000000001
YNL192W	-0.684	-0.449	-5.271	-0.568	-0.028999999999999998	-0.429
YNL193W	-0.473	-0.061	-0.084	-0.023	0.157	0.11699999999999999
YNL194C	-0.397	0.09300000000000001	-0.379	-0.418	0.295	-0.10300000000000001
YNL195C	0.22399999999999998	-0.134	0.14400000000000002	0.13	0.341	-0.015
YNL196C	-0.32899999999999996	0.251	-0.12300000000000001	-0.539	0.364	-0.21
YNL197C	-0.40700000000000003	0.009000000000000001	-0.446	0.083	0.313	-0.16699999999999998
YNL198C	-1.028	-0.135	0.57	0.623	-0.042	-0.21899999999999997
YNL199C	-0.299	-0.835	0.835	-0.797	-0.42200000000000004	-0.3
YNL200C	0.358	-0.153	0.054000000000000006	-0.282	-0.155	-0.213
YNL201C	0.084	0.298	-3.467	-1.6119999999999999	0.01	-0.546
YNL202W	0.466	0.171	-0.11900000000000001	-0.239	-0.145	-0.021
YNL203C	0.406	-0.276	0.01	0.069	0.013999999999999999	-0.065
YNL204C	-0.37200000000000005	-0.016	-0.43799999999999994	-0.327	0.36200000000000004	0.21600000000000003
YNL205C	-0.18899999999999997	0.222	-0.5820000000000001	-0.136	0.317	0.079
YNL206C	-0.10300000000000001	0.136	-0.08900000000000001	-0.126	0.444	0.177
YNL208W	-0.27399999999999997	0.017	-0.517	-0.623	0.308	
YNL211C	-0.048	-0.21100000000000002	0.094	0.098	0.313	
YNL212W	0.265	0.003	0.341	0.267	0.205	0.12300000000000001
YNL214W	-0.7390000000000001	0.031	0.569	0.086	-0.066	0.41700000000000004
YNL215W	0.259	-0.05	0.599	0.6559999999999999	0.187	0.604
YNL217W	0.106	-0.28600000000000003	0.405	-0.013000000000000001	0.17	0.39899999999999997
YNL218W	0.132	0.872	0.10099999999999999	-1.421	-0.24	-0.07200000000000001
YNL219C	-0.331	0.259	-0.33299999999999996	-1.807	-0.065	0.256
YNL223W	-0.49700000000000005	0.147	-0.045	-1.197	-0.035	-0.08
YNL224C	0.213	-0.175	-0.17	0.135	0.11199999999999999	0.53
YNL226W	-0.888	0.157	0.11699999999999999	-0.064	0.281	-0.233
YNL227C	-0.7490000000000001	0.429	0.10099999999999999	-0.45799999999999996	0.402	0.18
YNL228W	-0.672	0.084	0.7509999999999999	0.33	0.355	0.384
YNL229C	-0.10300000000000001	-0.397	-1.923	-0.385	0.753	0.07200000000000001
YNL230C	-0.40399999999999997	-0.08	-0.149	-0.7390000000000001	0.23800000000000002	-0.023
YNL231C	0.076	0.39	-0.48	-0.249	0.226	-0.026000000000000002
YNL233W	-0.019	0.222	-2.753	-0.225	-0.244	0.509
YNL234W	-0.292	0.013999999999999999	0.256	0.728	-0.736	-0.537
YNL235C	-0.265	-0.831	-0.9359999999999999	-0.616	0.027999999999999997	-0.05
YNL236W	0.747	0.036000000000000004	0.6609999999999999	0.542	0.243	0.742
YNL237W	-0.382	0.015	0.152	0.371	0.138	0.29100000000000004
YNL238W	-0.504	-3.0069999999999997	-1.435	-0.461	0.316	-0.764
YNL239W	-0.516	0.245	-0.284	-0.635	0.253	-0.198
YNL241C	-0.39399999999999996	0.07200000000000001	0.071	-0.344	0.276	0.217
YNL242W	0.363	-0.32799999999999996	-1.013	-1.1079999999999999	0.544	-0.8029999999999999
YNL246W	0.179	-0.311	-0.028999999999999998	0.038	-0.14400000000000002	-0.9
YNL249C	-0.308	-0.221	-0.129	0.05	0.054000000000000006	0.022000000000000002
YNL253W	0.08199999999999999	-0.113	0.122	0.381	-0.128	-0.193
YNL254C	-0.215	0.107	0.483	0.114	-0.45299999999999996	0.366
YNL255C	-0.061	-0.314	0.1	0.353	0.08199999999999999	-0.145
YNL257C	-0.507	-0.561	-0.7829999999999999	-0.7609999999999999	0.36700000000000005	-0.115
YNL259C	0.01	0.373	-0.355	-0.865	0.107	-0.802
YNL265C	-0.631	-0.17600000000000002	0.8270000000000001	-0.124	0.043	0.205
YNL266W	-0.6729999999999999	0.22399999999999998	0.312	-0.32	-0.16699999999999998	0.304
YNL268W	0.113	-0.049	-0.037000000000000005	-0.111	-0.318	0.12
YNL270C	-0.721	-0.17	-0.38	-0.48700000000000004	-0.267	-0.10800000000000001
YNL271C	-0.102	-3.779	-2.736	-2.174	-3.761	-2.967
YNL273W	0.213	0.266	-0.248	-4.995	-0.313	-1.526
YNL274C	0.153	-0.031	0.285	-1.3869999999999998	-0.264	-0.195
YNL275W	-0.006999999999999999	1.715	0.78	0.547	-0.147	0.568
YNL277W	0.525	1.6469999999999998	0.053	0.42100000000000004	-0.07	0.191
YNL278W	0.763	2.092	0.08900000000000001	0.078	0.149	0.10099999999999999
YNL279W	0.48100000000000004	1.347	0.26	0.371	0.062	0.11599999999999999
YNL280C	-0.354	1.931	0.15	0.02	-0.006999999999999999	-0.033
YNL281W	-0.261	1.78	-0.099	0.083	0.27699999999999997	-0.073
YNL283C	0.033	1.253	-0.32899999999999996	0.516	-0.057999999999999996	0.214
YNL284C	-0.081	0.261	-0.043	-0.613	-0.26	-0.179
YNL285W	-0.5920000000000001	4.3919999999999995	-0.006999999999999999	-3.2889999999999997	-0.083	-0.305
YNL286W	-0.493	4.503	-0.096	-0.244	0.196	-0.044000000000000004
YNL288W	0.415	4.329	-0.425	-0.731	-0.257	0.057999999999999996
YNL289W	0.26	2.0180000000000002	0.252	0.67	-0.54	-0.17
YNL291C	-0.052000000000000005	0.326	-1.056	-4.948	-0.243	-1.038
YNL292W	-0.09699999999999999	0.061	0.14	0.225	0.331	0.28300000000000003
YNL293W	0.20800000000000002	-0.09699999999999999	-0.57	-0.312	0.043	-0.081
YNL294C	0.866	-0.19399999999999998	-1.5830000000000002	-0.418	-0.044000000000000004	0.331
YNL295W	-0.254	0.133	0.608	0.182	0.435	-0.242
YNL296W	-0.33	-0.46799999999999997	0.48200000000000004	-0.011000000000000001	0.293	-0.392
YNL297C	0.684	-0.22	0.728	0.32799999999999996	0.21100000000000002	-0.14800000000000002
YNL298W	-0.682	0.495	-0.114	-0.294	0.08199999999999999	0.099
YNL299W	-0.23199999999999998	-0.292	-0.539	0.21100000000000002	0.239	
YNL300W	-0.579	-0.156	0.145	0.41700000000000004	-0.389	0.512
YNL301C	0.151	0.133	-0.239	-3.042	0.266	-0.183
YNL302C	-0.494	1.265	0.809	0.722	0.27899999999999997	0.154
YNL303W	-0.361	0.048	0.247	-0.11900000000000001	-0.057999999999999996	0.218
YNL304W	-0.684	-0.252	0.092	0.184	-0.223	-0.017
YNL305C	-0.335	0.255	0.001	-0.48200000000000004	0.21899999999999997	0.012
YNL307C	-0.6659999999999999	-0.209	-2.086	-0.456	0.321	-0.134
YNL309W	-0.365	-0.715	-0.32299999999999995	0.177	0.21600000000000003	-0.019
YNL311C	-0.46399999999999997	-0.606	-0.102	0.248	0.47100000000000003	0.4
YNL314W	-0.55	-0.258	0.48	-0.732	0.203	0.027999999999999997
YNL315C	-0.919	1.08	-0.565	0.32299999999999995	2.569	0.679
YNL316C	-0.624	-0.177	-0.092	0.517	-0.08800000000000001	0.563
YNL318C	0.19699999999999998	-0.10400000000000001	0.6920000000000001	-0.14800000000000002	-0.217	-0.068
YNL319W	0.03	-0.81	-0.24100000000000002	-0.391	-0.27399999999999997	0.087
YNL320W	-0.424	0.095	-0.027999999999999997	-0.249	0.034	-0.451
YNL321W	-0.41600000000000004	-0.11699999999999999	-0.28800000000000003	-0.457	-0.006	-0.332
YNL322C	-0.49700000000000005	-0.38	-0.76	-0.132	-0.9470000000000001	-1.179
YNL323W	-0.165	-3.072	-1.111	-1.6	0.177	0.131
YNL324W	-0.428	0.084	-0.758	-0.462	0.29600000000000004	-0.37
YNL325C	-0.523	0.155	-0.5379999999999999	-0.547	0.32	
YNL326C	-0.005	-0.371	0.353	0.46399999999999997	0.087	-0.075
YNL327W	-0.42100000000000004	0.14	-0.204	-1.159	0.255	0.609
YNL328C	0.36700000000000005	0.312	-0.019	-0.33899999999999997	-0.021	0.475
YNL329C	0.276	-0.228	0.10300000000000001	-0.023	-0.025	0.618
YNL330C	0.526	0.037000000000000005	-0.602	0.613	-0.28	0.017
YNL332W	-0.253	0.168	0.1	0.251	-0.28800000000000003	0.009000000000000001
YNL333W	-0.47600000000000003	0.084	-0.5379999999999999	-0.434	0.013999999999999999	-0.016
YNL334C	-0.302	-0.057	0.44	0.39399999999999996	-0.077	0.33299999999999996
YNL335W	-0.59	-0.068	0.48100000000000004	0.18899999999999997	0.256	0.132
YNL336W	0.158	-0.7240000000000001	0.183	0.059000000000000004	0.08900000000000001	-0.032
YNL338W	-0.25	0.349	0.07	0.059000000000000004	0.221	0.318
YNL339C	0.121	-0.285	-0.06	-0.191	-0.054000000000000006	-0.14300000000000002
YNR001C	0.15	-0.898	-0.228	-0.434	0.21600000000000003	-0.253
YNR002C	0.17800000000000002	0.111	-0.35200000000000004	-2.7119999999999997	0.124	-0.44799999999999995
YNR004W	-0.132	0.375	0.233	-0.983	-0.016	-0.8390000000000001
YNR005C	-0.161	0.045	-0.474	-0.733	-0.086	0.063
YNR006W	-0.263	-3.5010000000000003	-1.234	-0.799	-0.49700000000000005	-0.637
YNR007C	0.44299999999999995	0.321	-0.13699999999999998	0.243	0.102	0.439
YNR008W	-0.7290000000000001	0.17800000000000002	-0.166	-0.7659999999999999	0.139	0.043
YNR009W	-0.6	0.036000000000000004	-0.528	-0.371	0.07200000000000001	0.113
YNR010W	0.092	0.114	-0.159	-0.539	-0.017	-1.63
YNR012W	-0.735	0.043	-0.7020000000000001	-0.23	0.242	-0.17300000000000001
YNR013C	-0.475	-0.08800000000000001	-0.142	0.005	0.057999999999999996	0.114
YNR014W	0.054000000000000006	0.04	0.155	0.11599999999999999	0.071	-0.128
YNR015W	-0.033	0.07400000000000001	-0.204	-0.597	0.153	-0.133
YNR018W	0.071	-0.41200000000000003	-0.305	0.265	0.084	-0.36
YNR019W	0.24	0.389	-0.11599999999999999	-5.662999999999999	0.114	
YNR020C	0.158	-2.046	0.873	0.268	-0.324	0.221
YNR021W	-0.51	0.415	-0.45399999999999996	-0.23199999999999998	0.222	-0.267
YNR022C	-0.10300000000000001	0.139	-1.4380000000000002	-1.37	0.243	0.37799999999999995
YNR024W	0.569	-0.047	0.07400000000000001	0.217	0.22399999999999998	0.51
YNR025C	-0.41	0.27	-0.078	-0.313	0.384	0.474
YNR027W	-0.45	0.156	0.214	-0.19899999999999998	0.332	-0.165
YNR028W	0.182	0.263	-0.627	-0.27	0.48200000000000004	-0.087
YNR029C	0.155	0.17600000000000002	0.055999999999999994	-0.19	0.35200000000000004	-0.184
YNR030W	0.107	-0.387	-0.36700000000000005	-0.244	-0.435	0.892
YNR031C	-0.133	-0.10300000000000001	-0.16399999999999998	0.14	0.26	0.27699999999999997
YNR032C-A	0.152	0.158	0.18600000000000003	0.156	0.391	-0.22399999999999998
YNR032W	-0.022000000000000002	0.255	0.107	0.006999999999999999	0.23199999999999998	0.541
YNR033W	-0.06	-0.1	-0.079	0.247	-0.245	-0.076
YNR034W	-0.177	0.40399999999999997	-0.33399999999999996	-0.271	0.139	0.282
YNR039C	-0.42700000000000005	0.129	-0.9159999999999999	-0.376	0.114	0.11800000000000001
YNR040W	-0.254	-0.086	0.7040000000000001	0.14	0.39	0.134
YNR041C	2.162	-2.146	3.034	1.025	-0.001	0.17
YNR042W	-0.424	0.267	-0.36700000000000005	-0.509	0.397	0.001
YNR044W	-0.04	-0.10400000000000001	-0.307	-5.615	0.149	-0.033
YNR045W	-0.376	-0.223	-0.723	0.17300000000000001	0.245	0.145
YNR047W	-0.201	-0.20199999999999999	-0.07	-0.282	0.322	-0.24100000000000002
YNR048W	-0.069	0.17600000000000002	-0.214	-0.625	0.265	0.08
YNR049C	-0.325	0.21899999999999997	0.239	-0.281	0.179	0.47600000000000003
YNR050C	-0.133	0.138	0.6990000000000001	0.066	-0.247	
YNR051C	0.313	-0.41200000000000003	-0.893	0.7490000000000001	0.16	-0.409
YNR055C	-0.495	-1.1179999999999999	-0.428	-0.19399999999999998	0.24600000000000002	0.364
YNR056C	0.22699999999999998	-0.469	0.9590000000000001	0.221	-0.005	0.36
YNR057C	-0.239	-0.099	0.9840000000000001	0.102	0.365	0.09699999999999999
YNR058W	-0.21	0.027000000000000003	0.8079999999999999	0.008	0.272	0.077
YNR059W	-0.057999999999999996	0.068	-0.132	-0.446	0.273	0.449
YNR060W	-0.129	0.068	0.6970000000000001	0.107	0.29600000000000004	0.03
YNR061C	-0.14400000000000002	0.025	-0.34600000000000003	-0.5489999999999999	0.446	0.996
YNR062C	-0.016	0.127	0.40399999999999997	-0.64	0.442	-0.138
YNR063W	0.121	0.395	0.511	0.085	0.006	0.633
YNR064C	-0.124	0.055	0.564	0.263	-0.065	0.965
YNR065C	0.078	0.18899999999999997	-0.47	0.221	0.10300000000000001	-0.114
YNR066C	-0.188	0.431	-0.023	-0.262	0.20199999999999999	-0.59
YNR067C	-0.49200000000000005	-0.031	1.168	0.39799999999999996	0.294	0.13
YNR069C	-0.16699999999999998	0.304	0.128	-0.431	0.245	-0.028999999999999998
YNR071C	0.005	-0.196	-0.515	-0.695	0.24600000000000002	0.134
YNR072W	-0.128	0.16699999999999998	-0.7240000000000001	-0.341	0.41700000000000004	0.204
YNR073C	-0.145	-0.49	0.44	0.051	0.124	
YNR074C	-0.557	0.087	-0.166	-0.687	0.365	0.47100000000000003
YNR075W	-0.457	0.10400000000000001	-0.114	-0.541	0.32899999999999996	-0.337
YOL001W	0.18100000000000002	-0.385	0.32	0.314	0.264	-0.6559999999999999
YOL002C	0.099	0.10099999999999999	0.736	0.271	-0.079	0.43
YOL003C	0.18600000000000003	0.23399999999999999	-4.7780000000000005	-0.371	0.18899999999999997	-0.452
YOL004W	0.377	-2.705	0.833	-0.09300000000000001	0.187	0.139
YOL006C	-0.598	-0.052000000000000005	0.26	0.257	0.282	-0.191
YOL007C	-0.272	0.099	0.19	0.496	0.551	0.368
YOL008W	-0.257	-1.8880000000000001	0.037000000000000005	0.11699999999999999	-0.445	-0.205
YOL009C	0.175	-0.28600000000000003	0.769	-0.611	0.214	-0.281
YOL011W	-0.084	0.295	0.20800000000000002	-0.594	0.451	0.452
