orf	hap a | growth (colony size) | thiamethoxam [10 mM] | YPD | Mattiazzi Usaj M~Petrovic U, 2014	hap a | growth (colony size) | Actara | YPD | Mattiazzi Usaj M~Petrovic U, 2014	hap a | growth (colony size) | acetamiprid [15 mM] | YPD | Mattiazzi Usaj M~Petrovic U, 2014	hap a | growth (colony size) | Mospilan | YPD | Mattiazzi Usaj M~Petrovic U, 2014	hap a | growth (colony size) | N-methylpyrrolidin-2-one [0.9% v/v], dimethyl sulfoxide [0.8% v/v] | YPD | Mattiazzi Usaj M~Petrovic U, 2014	hap a | growth (colony size) | Confidor | YPD | Mattiazzi Usaj M~Petrovic U, 2014
YEL071W	-0.27699999999999997	0.025	0.747	-0.337	0.322	-0.28
YER001W	-0.063	-0.052000000000000005	0.731	0.087	0.447	0.653
YER002W	-0.289	0.134	0.044000000000000004	-0.095	0.165	0.14800000000000002
YER004W	-0.218	0.134	-0.065	-0.215	-0.129	-0.09
YER005W	-0.25	0.214	0.8490000000000001	0.298	0.377	-0.113
YER007C-A	-0.525	-0.021	0.561	0.134	0.20199999999999999	0.196
YER007W	0.37799999999999995	-0.243	0.47600000000000003	0.033	0.261	-0.355
YER010C	0.29100000000000004	-0.12300000000000001	0.635	0.111	0.233	0.132
YER011W	-0.152	0.428	-0.764	-1.27	0.425	-0.021
YER016W	0.32	0.106	0.124	0.107	0.217	-0.315
YER019C-A	-0.153	-0.019	-0.336	-0.016	0.41100000000000003	0.41600000000000004
YER019W	0.105	1.247	-0.243	-0.662	0.033	-1.3319999999999999
YER020W	-0.326	0.263	-0.166	-0.8440000000000001	0.45	0.32299999999999995
YER024W	-0.049	-0.7509999999999999	0.741	-0.125	-0.084	0.386
YER027C	-0.319	0.16899999999999998	-0.805	-0.758	0.23199999999999998	-0.174
YER028C	-0.061	0.371	-0.321	-0.34299999999999997	0.509	-0.225
YER030W	-0.254	0.011000000000000001	0.226	-0.341	-0.28	0.259
YER031C	-0.03	0.075	-0.606	0.153	0.244	0.001
YER032W	0.281	-0.125	-1.0090000000000001	0.122	0.09	0.047
YER033C	0.239	-0.374	-0.226	-0.105	0.053	-0.06
YER034W	0.639	0.013999999999999999	0.21600000000000003	-0.19	0.366	0.15
YER035W	-0.036000000000000004	-0.18100000000000002	0.038	-1.1540000000000001	-0.162	-0.43200000000000005
YER038W-A	0.085	0.158	0.276	0.36700000000000005	-0.226	-0.098
YER039C	-0.085	-0.353	0.62	0.045	-0.095	0.057999999999999996
YER039C-A	-0.341	-2.559	0.20600000000000002	-0.779	0.179	0.301
YER041W	-0.228	-0.251	0.7040000000000001	-0.46299999999999997	0.07400000000000001	-0.031
YER042W	-0.212	-0.546	-0.091	-0.018000000000000002	-0.27	0.071
YER044C-A	0.574	-0.27	0.19699999999999998	-0.27399999999999997	-0.07	0.505
YER045C	0.37200000000000005	-0.154	0.34299999999999997	-0.304	-0.037000000000000005	-0.037000000000000005
YER046W	0.332	-0.06	-0.7340000000000001	0.023	0.039	0.40399999999999997
YER046W-A	-0.3	0.09300000000000001	0.271	0.113	-0.637	0.11900000000000001
YER047C	-0.21899999999999997	-0.187	0.266	-0.065	-0.428	0.138
YER048C	-0.45299999999999996	-0.33799999999999997	-0.10800000000000001	-0.027999999999999997	-0.635	0.085
YER049W	0.44	-0.147	-0.478	0.03	-0.294	0.083
YER051W	-0.209	0.446	-0.254	-0.441	-0.355	0.11199999999999999
YER052C	-0.375	-0.445	-0.14400000000000002	-0.285	-0.201	0.384
YER053C	-0.239	0.19	0.9329999999999999	0.040999999999999995	-0.326	0.314
YER054C	-0.20199999999999999	0.146	0.772	0.064	-0.168	
YER055C	-0.23600000000000002	0.273	-0.29	-0.578	-0.2	
YER056C	-0.251	0.43700000000000006	0.706	-0.154	-0.188	0.043
YER056C-A	0.28300000000000003	0.254	-0.38	-0.022000000000000002	-0.386	0.099
YER057C	-0.073	4.466	-1.2819999999999998	0.435	0.304	-0.304
YER059W	0.027999999999999997	0.889	-0.645	0.317	-0.637	-0.336
YER060W	0.022000000000000002	4.5489999999999995	-0.002	0.32799999999999996	-0.395	0.085
YER060W-A	-0.293	4.1739999999999995	0.214	0.355	0.478	0.636
YER061C	0.122	0.889	0.235	0.475	-0.505	-0.355
YER062C	-0.284	3.9539999999999997	-1.173	0.28	-0.41200000000000003	0.07
YER063W	0.105	4.1160000000000005	-0.9059999999999999	0.28300000000000003	0.6659999999999999	-0.653
YER064C	-0.248	3.886	-0.9440000000000001	-0.034	-0.325	-0.022000000000000002
YER065C	0.598	3.812	-1.433	0.201	-0.446	0.025
YER066C-A	0.38	4.3660000000000005	-0.8809999999999999	0.052000000000000005	-0.311	0.052000000000000005
YER066W	0.5589999999999999	4.56	-1.036	0.131	0.491	-0.10300000000000001
YER067C-A	-0.122	-0.039	-0.359	-0.10300000000000001	-0.08900000000000001	-0.879
YER067W	-0.265	0.306	0.479	0.054000000000000006	0.27699999999999997	-0.071
YER069W	0.451	0.324	0.768	0.10800000000000001	0.302	0.545
YER071C	-0.266	-0.085	-0.439	0.087	-0.146	0.023
YER072W	-0.198	0.7979999999999999	-0.672	-0.265	-0.067	0.031
YER073W	-0.32899999999999996	-0.049	-0.419	-0.21	-0.266	0.081
YER074W	-0.513	0.185	-0.888	-0.13699999999999998	0.21899999999999997	-0.095
YER075C	-0.391	-0.12300000000000001	-0.284	-0.077	0.56	-0.09699999999999999
YER077C	-0.6729999999999999	0.031	-0.562	-0.37200000000000005	0.655	0.0
YER078C	-0.419	0.319	-0.384	-0.433	0.636	-0.34600000000000003
YER079W	0.363	0.069	0.44299999999999995	-0.09300000000000001	0.574	0.502
YER080W	-0.209	0.433	0.434	0.273	0.47100000000000003	0.075
YER081W	-0.263	0.10099999999999999	0.5429999999999999	-0.011000000000000001	0.5820000000000001	0.21100000000000002
YER083C	-0.358	-0.079	0.26	-0.423	-0.191	-0.046
YER084W	-0.22	-0.303	0.535	-0.032	0.21600000000000003	0.5329999999999999
YER085C	0.102	0.5920000000000001	-0.57	-0.317	0.639	0.654
YER087C-B	-0.215	0.11699999999999999	-0.528	-0.196	0.627	0.349
YER088C	-0.157	-0.113	0.625	-0.16	-0.032	0.49
YER089C	-0.067	-0.126	0.72	0.16699999999999998	-0.133	0.3
YER090W	-0.67	0.889	0.447	-0.748	0.16699999999999998	-1.163
YER091C	-0.429	-0.048	0.299	0.048	-0.168	-0.131
YER091C-A	-0.24	-0.09300000000000001	0.374	0.053	0.43	0.157
YER092W	0.265	0.48100000000000004	0.425	0.051	0.467	-0.14800000000000002
YER093C-A	0.349	0.11	0.613	-0.185	0.607	-0.098
YER095W	-0.1	0.94	0.299	-0.361	0.02	0.462
YER096W	-0.271	-0.248	0.317	0.025	-0.177	-0.10300000000000001
YER097W	-0.317	-0.467	0.7020000000000001	0.004	0.08	0.39
YER098W	-0.307	0.239	-0.20600000000000002	-0.341	0.52	-0.14300000000000002
YER101C	-0.218	-0.006999999999999999	0.043	-0.361	0.237	-0.102
YER106W	-0.151	0.38299999999999995	-0.467	-0.04	0.503	0.11599999999999999
YER108C	-0.348	-0.16699999999999998	0.348	0.048	-0.049	-0.17
YER109C	-0.441	-0.075	0.457	0.095	0.331	0.039
YER111C	0.297	0.233	-0.365	-0.08800000000000001	-0.489	-1.6019999999999999
YER113C	0.299	0.29600000000000004	-0.24600000000000002	-0.662	0.506	0.344
YER114C	-0.14400000000000002	0.139	0.41600000000000004	-0.276	0.111	0.0
YER115C	0.001	-0.037000000000000005	0.7020000000000001	-0.293	0.444	-0.087
YER116C	-0.064	-0.021	0.177	-0.018000000000000002	0.43	0.599
YER117W	-0.126	0.247	-0.568	-0.701	0.517	0.40299999999999997
YER118C	-0.513	0.203	0.5479999999999999	-0.823	0.768	0.28600000000000003
YER119C	-0.008	0.141	-5.343	-0.5	0.569	0.35
YER119C-A	-0.16	-0.726	-0.05	-4.1339999999999995	3.696	0.064
YER120W	-0.23	0.025	0.638	-0.5579999999999999	0.03	-0.215
YER121W	-0.693	0.408	-0.743	-0.897	0.441	0.204
YER123W	0.33299999999999996	-0.073	0.17300000000000001	-0.402	0.215	-0.015
YER124C	0.182	0.146	-0.285	-0.201	0.5579999999999999	0.48100000000000004
YER128W	-0.172	0.043	0.27899999999999997	0.33899999999999997	0.271	0.132
YER129W	-0.2	-0.56	0.49700000000000005	-0.079	0.258	0.447
YER130C	0.685	0.271	-0.537	0.299	0.281	-0.005
YER131W	-0.38799999999999996	-0.1	0.6409999999999999	-0.628	0.315	0.612
YER132C	-0.361	0.078	0.8190000000000001	-0.131	-0.11699999999999999	0.086
YER134C	-0.28300000000000003	0.163	-0.248	-1.107	0.452	-0.303
YER135C	-0.33899999999999997	0.38	0.40299999999999997	-0.862	-0.29100000000000004	0.604
YER137C	-0.151	0.298	0.605	-0.098	0.012	0.019
YER139C	-0.065	0.24100000000000002	0.621	-0.1	0.134	-0.040999999999999995
YER140W	0.387	-0.04	0.47700000000000004	-0.062	0.213	0.006
YER142C	0.282	0.075	-0.099	0.257	0.005	0.23800000000000002
YER143W	-0.128	-0.2	0.201	-0.37200000000000005	-0.317	0.452
YER144C	-0.006999999999999999	0.223	0.242	0.195	-0.462	0.406
YER145C	-0.309	-0.292	-0.695	-0.505	-0.435	-0.155
YER149C	-0.282	-0.978	-1.138	-1.556	-0.542	0.218
YER150W	-0.539	-0.731	0.098	-0.542	-0.455	0.025
YER151C	-0.385	-2.77	0.998	-0.311	-1.13	-1.295
YER152C	-0.064	-0.13699999999999998	-0.10300000000000001	-0.043	-0.15	0.14400000000000002
YER153C	0.512	-1.317	2.57	0.20199999999999999	0.735	
YER155C	0.49	0.757	-1.3459999999999999	0.017	-1.168	-2.362
YER156C	0.38799999999999996	0.486	-0.191	-0.11599999999999999	-0.564	-0.358
YER158C	0.373	-0.162	0.109	0.09	-0.256	-0.091
YER161C	-0.23600000000000002	3.563	-0.292	-0.023	-0.499	1.1340000000000001
YER162C	-0.075	4.687	-2.197	-0.268	0.564	-0.111
YER163C	0.11	3.904	-0.45899999999999996	0.374	-0.58	0.003
YER164W	-0.34	4.187	-0.336	0.22399999999999998	-0.51	-0.198
YER166W	-0.188	4.319	-0.11699999999999999	-0.10400000000000001	-0.391	-0.152
YER167W	0.062	4.555	-1.245	0.35700000000000004	0.47700000000000004	-0.42700000000000005
YER170W	-0.361	4.475	-1.215	-0.679	0.16399999999999998	-0.047
YER173W	-0.337	4.298	0.172	0.048	-0.27399999999999997	0.013000000000000001
YER174C	0.397	4.168	-0.79	0.344	0.515	0.495
YER175C	0.551	3.926	-0.203	0.54	0.387	0.7659999999999999
YER176W	-0.34600000000000003	4.4	-1.7080000000000002	0.013999999999999999	-0.151	-0.049
YER177W	-0.021	0.485	0.391	0.005	-0.364	-0.29
YER178W	-0.7020000000000001	-0.302	0.046	-0.608	0.8540000000000001	-0.379
YER179W	-0.054000000000000006	0.654	-0.743	-0.48700000000000004	0.622	0.659
YER180C	-0.43200000000000005	1.036	0.297	-0.47700000000000004	0.535	0.201
YER181C	-0.235	-0.247	0.5489999999999999	-0.532	0.5770000000000001	-0.235
YER182W	-0.271	0.237	0.9359999999999999	-0.077	-0.396	-0.018000000000000002
YER183C	-0.057999999999999996	0.506	-0.209	-0.607	-0.24	0.47700000000000004
YER184C	0.105	-0.084	0.927	-0.004	0.513	0.147
YER185W	-0.563	0.29	-0.49700000000000005	-0.381	0.695	-0.076
YER186C	0.18899999999999997	0.253	0.578	-0.128	0.66	0.49700000000000005
YER187W	0.358	0.28	-0.386	-0.802	0.48	-0.01
YER188W	-0.184	-0.057999999999999996	-0.005	-1.012	-0.221	-0.207
YFL001W	0.18100000000000002	0.21	0.601	0.5	-0.096	-0.073
YFL003C	0.044000000000000004	-3.333	-0.479	-2.073	-0.175	-0.44799999999999995
YFL004W	-0.052000000000000005	-0.166	-0.322	-0.758	-0.157	-0.053
YFL007W	-0.4655	-0.2575	0.09449999999999997	-1.3145000000000002	0.4045	-0.2355
YFL010C	-0.40299999999999997	-0.38799999999999996	-0.126	0.491	-0.10300000000000001	0.344
YFL010W-A	0.11699999999999999	-0.6679999999999999	0.134	0.161	-0.154	0.084
YFL011W	-0.34299999999999997	0.825	-1.043	-0.5329999999999999	0.649	-0.381
YFL012W	-0.158	-0.18600000000000003	0.418	-0.6459999999999999	-0.051	0.11699999999999999
YFL013C	-0.135	-0.275	0.643	0.237	-0.57	-0.145
YFL013W-A	-0.213	0.731	-0.313	-0.33	0.41600000000000004	-0.195
YFL014W	-0.32899999999999996	0.47100000000000003	-1.084	-0.109	0.163	0.025
YFL015C	-0.231	-0.171	0.604	-0.126	0.34	-0.134
YFL018C	-0.315	-0.484	-0.418	-0.125	0.46	-0.177
YFL019C	-0.11900000000000001	-0.031	0.544	-0.099	0.20600000000000002	0.272
YFL020C	-0.501	0.429	-0.516	-0.534	0.157	-0.11199999999999999
YFL021W	-0.20199999999999999	-0.069	0.185	-0.048	0.353	0.314
YFL023W	0.455	0.452	1.129	0.373	0.17800000000000002	-1.249
YFL025C	-0.086	0.973	-1.0170000000000001	-0.509	0.565	-0.934
YFL026W	0.035	-0.055	0.625	0.111	0.152	0.311
YFL027C	-0.365	0.11900000000000001	-1.0959999999999999	-0.622	0.484	0.022000000000000002
YFL028C	-0.24	0.114	0.371	-0.36700000000000005	0.603	0.517
YFL030W	-0.039	0.213	-0.609	-0.605	0.606	0.418
YFL031W	-0.239	-0.132	-0.732	-0.13	-0.244	0.614
YFL032W	-0.231	0.313	-0.095	-0.486	0.424	-0.429
YFL033C	-0.42200000000000004	0.086	-0.136	-0.6659999999999999	-0.465	0.327
YFL034C-A	-0.15300000000000002	-0.111	-0.21150000000000005	-0.0175	0.325	-0.045000000000000005
YFL034W	-0.318	0.183	0.228	-0.708	0.519	-0.17600000000000002
YFL036W	0.287	-2.499	0.981	-0.125	0.875	0.8540000000000001
YFL040W	0.395	0.10800000000000001	0.439	-0.13699999999999998	-0.293	0.601
YFL041W	-0.065	0.20199999999999999	0.479	-0.08	-0.012	0.134
YFL042C	-0.0805	-0.20149999999999998	-0.9835	-0.9359999999999999	0.38949999999999996	-0.351
YFL044C	-0.22	0.305	-0.47200000000000003	-0.588	0.7090000000000001	0.401
YFL046W	0.23399999999999999	0.14	0.1	-0.033	0.506	0.272
YFL047W	-0.319	0.23800000000000002	0.077	-0.342	0.18899999999999997	0.5489999999999999
YFL048C	-0.331	-0.057999999999999996	-0.41	0.218	0.27699999999999997	-0.08900000000000001
YFL049W	-0.275	0.36	-2.6	-0.6970000000000001	0.287	-0.653
YFL050C	0.423	-0.01	0.57	0.016	0.336	0.037000000000000005
YFL051C	0.248	0.298	0.382	-0.371	0.39299999999999996	0.332
YFL052W	-0.225	0.004	-1.216	-1.101	0.355	0.475
YFL053W	-0.11	0.19899999999999998	0.075	-0.107	0.45	0.09699999999999999
YFL054C	0.611	0.102	0.091	-1.455	0.43700000000000006	-0.49200000000000005
YFL055W	-0.348	0.23600000000000002	-0.584	0.251	-0.231	0.33899999999999997
YFL056C	-0.203	0.299	0.155	-0.024	-0.318	0.046
YFL063W	0.18600000000000003	0.19699999999999998	0.866	0.573	-0.142	0.084
YFR006W	-0.373	0.501	-0.09699999999999999	-0.9520000000000001	0.03	-0.379
YFR007W	-0.361	0.146	0.021	-0.7090000000000001	0.276	0.155
YFR008W	-0.20199999999999999	0.237	-0.765	-0.14	0.508	0.45299999999999996
YFR009W	-0.494	1.052	-1.8	-1.148	0.215	-0.7659999999999999
YFR010W	0.446	-0.145	-1.4140000000000001	0.267	0.191	0.27899999999999997
YFR011C	-0.552	0.45899999999999996	-0.10300000000000001	-0.522	0.327	-0.281
YFR012W	0.075	0.23	-0.19399999999999998	-3.062	0.018000000000000002	0.136
YFR013W	0.39399999999999996	0.377	-0.057	-0.013999999999999999	0.32799999999999996	-0.145
YFR014C	0.361	0.013999999999999999	-0.462	0.004	-0.078	-0.02
YFR015C	-0.059000000000000004	0.188	0.774	-0.598	0.484	0.08800000000000001
YFR016C	0.38	0.7120000000000001	-0.528	-0.5	0.528	0.326
YFR017C	-0.495	0.469	-0.285	-0.535	0.22	-0.26899999999999996
YFR018C	0.5489999999999999	0.43200000000000005	-1.051	-0.33	0.55	0.055999999999999994
YFR019W	-0.39	0.01	-0.857	-0.545	0.745	0.157
YFR020W	0.212	-0.099	-0.644	-0.57	-0.382	-0.08199999999999999
YFR021W	0.191	0.036000000000000004	-0.613	-0.221	-0.051	-0.08900000000000001
YFR022W	0.09699999999999999	-0.525	-0.33299999999999996	-0.006999999999999999	-0.18600000000000003	0.114
YFR023W	0.263	0.312	-0.885	-0.174	-0.016	0.366
YFR024C-A	-0.12050000000000002	-0.22349999999999998	-0.16999999999999998	-0.339	0.206	-0.020999999999999998
YFR025C	-0.397	0.813	-0.953	-1.052	0.643	-0.059000000000000004
YFR026C	-0.262	-0.373	-0.226	-0.22899999999999998	0.345	-0.313
YFR030W	0.154	0.382	-0.871	-5.535	0.307	-0.5670000000000001
YFR031C-A	-0.503	0.43700000000000006	-0.7959999999999999	-0.45799999999999996	-0.18	-0.18100000000000002
YFR032C	-0.319	-0.175	-0.5479999999999999	-0.623	-0.005	0.26
YFR032C-A	0.306	0.8909999999999999	-0.46	-0.848	0.496	-0.517
YFR033C	0.131	-0.353	0.5660000000000001	-0.478	-0.106	0.054000000000000006
YFR034C	0.053	-0.092	0.503	-0.335	-0.08900000000000001	-0.16899999999999998
YFR035C	-0.45	0.059000000000000004	-0.424	-0.138	-0.013999999999999999	0.233
YFR038W	-0.397	-0.218	0.858	-0.085	-0.146	0.342
YFR039C	0.25	0.7090000000000001	-0.389	-0.7709999999999999	0.239	0.34600000000000003
YFR040W	0.055999999999999994	1.006	-0.152	-0.166	0.513	-0.42100000000000004
YFR041C	-0.392	0.45799999999999996	-0.203	0.168	-0.24600000000000002	-0.11900000000000001
YFR043C	-0.221	-0.461	-0.278	-0.091	-0.315	0.067
YFR044C	0.618	0.493	0.43200000000000005	0.17600000000000002	0.14300000000000002	0.547
YFR045W	-0.5479999999999999	-0.086	0.376	-0.8859999999999999	-0.292	0.156
YFR046C	-0.536	-0.642	0.625	-0.225	0.225	0.6729999999999999
YFR047C	0.36700000000000005	-0.21600000000000003	0.649	0.067	0.266	0.34299999999999997
YFR048W	0.16699999999999998	0.703	-0.297	-0.128	-0.21100000000000002	0.006999999999999999
YFR049W	-0.655	-0.28	-0.575	-0.11	-0.042	0.106
YFR053C	-0.11199999999999999	-0.005	0.257	-0.243	0.006	
YFR054C	-0.649	0.003	-0.397	-0.08199999999999999	-0.047	-0.33799999999999997
YFR055W	-0.429	-0.138	-0.478	-0.373	0.272	0.13699999999999998
YFR056C	-0.462	-0.252	-0.5920000000000001	-0.294	-0.28300000000000003	-0.27899999999999997
YFR057W	-0.466	-0.166	-0.555	-0.324	0.049	-0.06
YGL002W	-0.21600000000000003	0.597	-1.685	-0.779	0.5529999999999999	0.281
YGL004C	-0.41600000000000004	-0.198	-0.348	-0.33799999999999997	0.18600000000000003	0.09699999999999999
YGL005C	-0.6459999999999999	0.214	-0.282	-0.68	-1.202	-0.764
YGL006W	-0.843	0.33899999999999997	-0.365	0.168	0.18100000000000002	0.021
YGL007W	-0.063	-2.656	-2.545	-1.8840000000000001	0.028999999999999998	-1.652
YGL009C	0.006999999999999999	0.095	-0.308	-0.03	0.132	0.276
YGL010W	0.44	-0.040999999999999995	0.39299999999999996	-0.423	-0.21	0.35700000000000004
YGL013C	-0.306	-0.385	-1.07	-0.452	0.064	-0.253
YGL014W	-0.524	-0.131	-0.503	-0.505	0.037000000000000005	0.18
YGL015C	0.237	-0.149	-0.583	-0.652	0.299	-0.358
YGL016W	-0.5529999999999999	0.546	-1.889	-0.728	0.126	0.152
YGL017W	-0.423	-0.15	-0.371	-0.223	-0.043	-0.26
YGL019W	-0.21600000000000003	0.361	-0.031	-0.614	-0.466	-1.052
YGL020C	0.096	0.079	0.348	-0.358	-0.882	-0.11800000000000001
YGL021W	0.212	0.61	0.386	-0.275	-0.187	0.04
YGL023C	0.113	0.054000000000000006	-0.375	0.126	0.268	-0.217
YGL024W	0.369	-2.171	0.16699999999999998	-0.054000000000000006	0.415	0.636
YGL026C	0.099	1.093	-0.12	-0.33799999999999997	-0.091	0.114
YGL027C	0.247	-0.385	-1.35	-0.7440000000000001	0.106	0.376
YGL028C	0.868	-0.172	0.11800000000000001	0.008	0.006	-0.14800000000000002
YGL029W	-0.33399999999999996	-0.285	-0.055999999999999994	0.15	0.195	0.39899999999999997
YGL031C	0.042	-0.23399999999999999	-0.428	-0.218	-0.28300000000000003	0.163
YGL032C	-0.40399999999999997	-2.5669999999999997	-0.752	0.027999999999999997	-0.08800000000000001	-0.27399999999999997
YGL034C	-0.259	0.10300000000000001	-0.6970000000000001	-0.191	0.209	0.331
YGL035C	-0.5820000000000001	0.867	-1.236	-0.8440000000000001	0.251	0.012
YGL036W	-0.294	0.596	0.209	-0.37	-0.254	0.17600000000000002
YGL037C	0.401	0.008	0.332	0.027999999999999997	-0.071	-0.608
YGL039W	-0.16	0.792	-0.46799999999999997	-0.915	0.213	0.175
YGL041C	0.171	-0.402	-0.324	0.182	0.025	0.068
YGL042C	0.064	-0.541	-0.28800000000000003	-2.109	-0.161	
YGL043W	0.204	-0.193	0.251	-0.145	-0.158	0.324
YGL045W	0.1815	0.2615	-0.9750000000000001	-0.628	0.1795	0.064
YGL049C	0.11800000000000001	0.662	0.573	0.075	-0.008	0.218
YGL050W	0.49	0.568	-1.133	-0.317	-0.18899999999999997	0.195
YGL051W	-0.32299999999999995	0.354	0.059000000000000004	-0.633	-0.027999999999999997	0.221
YGL053W	-0.49	0.45799999999999996	0.40399999999999997	0.059000000000000004	-0.107	0.28300000000000003
YGL054C	-0.615	-0.461	-0.326	-0.408	-4.3580000000000005	-2.394
YGL056C	0.5489999999999999	-0.204	0.064	-0.349	-0.215	0.36
YGL057C	-0.239	0.132	0.8809999999999999	-0.285	0.17	0.337
YGL058W	0.098	-0.057	-0.591	-0.349	0.22	0.324
YGL059W	0.561	0.188	-0.281	-0.55	0.21899999999999997	0.046
YGL060W	0.355	0.263	-0.6859999999999999	-2.552	0.136	-0.272
YGL062W	0.354	0.015	-0.027000000000000003	-0.038	-0.053	-0.588
YGL063W	-0.36	0.29100000000000004	-0.556	-5.468	-0.052000000000000005	-0.282
YGL066W	-0.5579999999999999	0.507	-1.6269999999999998	-0.455	-0.18100000000000002	-2.269
YGL067W	-0.539	-0.256	0.08800000000000001	-0.71	0.278	-0.26
YGL071W	-0.10300000000000001	0.025	-0.136	-5.396	-0.034	-0.231
YGL077C	-0.511	-0.131	0.147	-0.852	0.374	-0.213
YGL078C	-0.578	0.066	-0.64	-0.18899999999999997	0.8340000000000001	-0.31
YGL079W	-0.447	-0.34299999999999997	0.368	-0.414	0.444	-0.121
YGL080W	-0.067	-0.106	-0.905	-0.737	-0.38	-0.501
YGL081W	-1.063	-0.34299999999999997	-4.622	-5.1160000000000005	0.589	0.044000000000000004
YGL082W	0.131	-0.415	-0.561	-0.225	0.335	0.146
YGL083W	-0.037000000000000005	0.015	-0.273	-0.182	-0.29600000000000004	-0.146
YGL084C	0.179	-0.624	0.633	0.509	0.456	0.21
YGL085W	0.262	0.521	-0.361	-0.389	0.183	0.16899999999999998
YGL086W	-0.314	-0.59	-0.043	0.057999999999999996	-0.405	-0.53
YGL087C	-0.032	0.168	-0.6409999999999999	-0.9490000000000001	-0.066	0.27699999999999997
YGL089C	-0.461	-0.233	-0.606	-0.7609999999999999	0.40399999999999997	-0.157
YGL090W	-0.516	-0.052000000000000005	-0.395	0.047	0.23800000000000002	-0.126
YGL094C	0.222	0.301	0.188	-0.9890000000000001	-0.083	0.37
YGL096W	0.22	-0.011000000000000001	0.265	0.113	-0.312	0.36200000000000004
YGL101W	-0.526	-0.19	-2.637	-5.4879999999999995	0.43700000000000006	-0.063
YGL104C	-0.484	-0.08900000000000001	-0.185	-0.153	0.336	-0.18100000000000002
YGL105W	-0.7809999999999999	-0.079	-1.565	-1.084	-0.177	-0.526
YGL108C	0.23	0.215	-0.615	-0.818	0.226	0.098
YGL109W	-0.076	-0.5379999999999999	0.05	-0.64	-0.047	0.138
YGL110C	0.023	0.115	-1.324	-1.415	0.054000000000000006	0.536
YGL114W	0.247	-0.038	-0.255	-0.581	0.18600000000000003	0.18
YGL115W	0.305	1.093	-0.9620000000000001	-1.9880000000000002	2.531	-1.22
YGL117W	-0.414	0.21600000000000003	0.794	-0.36	-0.20800000000000002	-0.121
YGL118C	-0.595	0.415	-0.716	-0.561	0.308	-0.7440000000000001
YGL121C	-0.37200000000000005	-0.20600000000000002	-0.184	-0.53	-0.015	-0.193
YGL124C	0.39	0.32799999999999996	0.08	-0.5	0.415	0.5489999999999999
YGL125W	-0.494	-0.251	0.696	-0.23600000000000002	-0.278	-0.154
YGL126W	-0.447	0.7070000000000001	-0.53	-0.461	0.297	0.35700000000000004
YGL127C	-0.713	1.093	-0.303	-0.413	-0.7809999999999999	-1.392
YGL131C	0.204	-0.063	0.556	-0.17300000000000001	0.013999999999999999	0.146
YGL132W	0.10300000000000001	0.841	-0.14400000000000002	-1.9280000000000002	0.409	0.34
YGL133W	-0.278	0.762	0.395	-0.159	0.17	0.168
YGL136C	0.355	0.19899999999999998	-0.96	-0.591	0.069	
YGL138C	-0.22	0.09699999999999999	0.114	-0.245	-0.349	0.368
YGL139W	-0.34600000000000003	-0.33799999999999997	-1.298	-0.063	-0.294	-0.10400000000000001
YGL140C	-0.5429999999999999	0.314	-0.42100000000000004	-0.616	0.18	0.33
YGL141W	-0.235	0.47200000000000003	-0.149	-0.196	0.10400000000000001	0.16399999999999998
YGL144C	-0.415	0.318	0.69	-0.341	-0.02	-0.175
YGL146C	-0.436	0.381	-0.51	-0.066	-0.278	0.315
YGL147C	-0.061	0.625	-1.2770000000000001	-0.736	0.177	0.418
YGL148W	-0.062	-1.119	-0.469	-0.301	-0.9109999999999999	-0.937
YGL149W	0.284	0.115	-0.508	0.36	0.3	0.374
YGL151W	-0.126	-0.16	0.812	-0.16699999999999998	-0.157	0.064
YGL152C	-0.377	-0.026000000000000002	0.546	-0.19	-0.308	0.138
YGL153W	-0.439	-0.456	-0.34700000000000003	-0.17300000000000001	-0.235	0.102
YGL154C	-0.262	0.10800000000000001	-0.466	-0.107	0.027999999999999997	-0.078
YGL156W	-0.363	-0.39	-0.429	-0.48100000000000004	-0.13	0.084
YGL157W	-0.32799999999999996	0.192	-0.6990000000000001	-0.262	-0.332	-0.313
YGL158W	-0.19699999999999998	0.251	-0.716	-0.614	0.245	0.151
YGL159W	-0.147	0.095	-0.606	-0.623	0.325	-0.064
YGL160W	0.324	0.127	-0.435	-0.231	-0.09300000000000001	0.08900000000000001
YGL161C	-0.107	-0.259	0.848	-0.124	-0.10400000000000001	0.196
YGL162W	0.077	0.145	-0.664	-1.115	0.49200000000000005	0.325
YGL163C	0.26	0.053	-0.5589999999999999	-0.29600000000000004	-0.040999999999999995	0.21899999999999997
YGL164C	0.171	-0.313	0.213	-0.198	-0.28800000000000003	0.19699999999999998
YGL165C	-0.456	-0.294	0.514	-0.09	-0.062	-0.067
YGL166W	-0.493	0.01	0.85	-0.255	0.0	0.231
YGL167C	-0.534	-0.126	-0.8009999999999999	-0.9640000000000001	-0.218	-0.092
YGL168W	-0.564	-0.8759999999999999	-0.498	-0.858	0.129	-0.113
YGL170C	-0.513	-0.48700000000000004	-0.276	-0.35600000000000004	-0.003	0.452
YGL173C	0.048	-2.396	-0.34	0.769	0.49700000000000005	0.8390000000000001
YGL174W	0.363	0.19399999999999998	-0.28	-0.154	0.506	1.077
YGL175C	0.12	0.155	-0.306	-0.222	-0.026000000000000002	-0.133
