ORF	hom | growth (pooled culture) | Sodium pyrithione [8.35 uM] | YPD | Aiyar RS~Steinmetz LM, 2014	het | growth (pooled culture) | Sodium pyrithione [8.35 uM] | YPD | Aiyar RS~Steinmetz LM, 2014
YPL160W	NaN	-2.981
YPL161C	-5.284	NaN
YPL162C	0.391	NaN
YPL163C	0.038	NaN
YPL164C	0.077	NaN
YPL165C	-0.423	NaN
YPL166W	-0.331	NaN
YPL167C	-0.054	NaN
YPL168W	-0.366	NaN
YPL169C	NaN	1.290
YPL170W	-0.411	NaN
YPL171C	0.194	NaN
YPL172C	1.238	NaN
YPL173W	-0.699	NaN
YPL174C	-1.276	NaN
YPL175W	NaN	1.082
YPL176C	-0.240	NaN
YPL177C	0.262	NaN
YPL178W	1.316	NaN
YPL179W	0.718	NaN
YPL180W	0.459	NaN
YPL181W	0.137	NaN
YPL182C	0.317	NaN
YPL183C	2.222	NaN
YPL183W-A	-0.916	NaN
YPL184C	-1.044	NaN
YPL185W	1.104	NaN
YPL186C	0.108	NaN
YPL187W	1.592	NaN
YPL188W	-3.030	NaN
YPL189C-A	-0.999	NaN
YPL189W	-0.473	NaN
YPL190C	NaN	0.769
YPL191C	-0.242	NaN
YPL192C	0.946	NaN
YPL193W	1.667	NaN
YPL194W	0.963	NaN
YPL195W	1.427	NaN
YPL196W	-3.096	NaN
YPL197C	1.686	NaN
YPL198W	-0.051	NaN
YPL199C	-0.274	NaN
YPL200W	0.620	NaN
YPL201C	-1.781	NaN
YPL202C	-0.998	NaN
YPL203W	-2.895	NaN
YPL204W	NaN	-3.865
YPL205C	0.425	NaN
YPL206C	0.724	NaN
YPL207W	0.278	NaN
YPL208W	0.397	NaN
YPL209C	NaN	-0.695
YPL210C	NaN	-0.605
YPL211W	NaN	-0.772
YPL212C	0.091	NaN
YPL213W	0.787	NaN
YPL214C	3.503	NaN
YPL215W	0.068	NaN
YPL216W	-0.709	NaN
YPL217C	NaN	0.021
YPL218W	NaN	0.228
YPL219W	0.047	NaN
YPL220W	0.998	NaN
YPL221W	-0.017	NaN
YPL222W	0.123	NaN
YPL223C	0.157	NaN
YPL224C	0.437	NaN
YPL225W	0.823	NaN
YPL226W	-0.437	NaN
YPL227C	-0.115	NaN
YPL228W	NaN	-0.073
YPL229W	-0.504	NaN
YPL230W	-0.336	NaN
YPL231W	NaN	-0.319
YPL232W	-0.739	NaN
YPL233W	NaN	-0.829
YPL234C	-1.596	NaN
YPL235W	NaN	1.776
YPL236C	1.038	NaN
YPL237W	NaN	2.332
YPL238C	NaN	3.018
YPL239W	1.312	NaN
YPL240C	-0.378	NaN
YPL241C	0.863	NaN
YPL242C	NaN	-0.821
YPL243W	NaN	0.186
YPL244C	-0.366	NaN
YPL245W	-0.086	NaN
YPL246C	-1.309	NaN
YPL247C	-0.539	NaN
YPL248C	-0.564	NaN
YPL249C	0.410	NaN
YPL249C-A	-0.046	NaN
YPL250C	-0.755	NaN
YPL251W	NaN	-25.534
YPL252C	NaN	-18.295
YPL253C	0.585	NaN
YPL254W	0.685	NaN
YPL255W	NaN	-0.030
YPL256C	-0.623	NaN
YPL257W	-1.862	NaN
YPL258C	0.676	NaN
YPL259C	-0.553	NaN
YPL260W	-2.462	NaN
YPL261C	1.002	NaN
YPL262W	0.271	NaN
YPL263C	-1.865	NaN
YPL264C	-0.161	NaN
YPL265W	-1.609	NaN
YPL266W	NaN	-0.638
YPL267W	-0.232	NaN
YPL268W	0.537	NaN
YPL269W	1.918	NaN
YPL270W	-3.421	NaN
YPL271W	0.412	NaN
YPL272C	-0.790	NaN
YPL273W	0.574	NaN
YPL274W	-1.001	NaN
YPL277C	-0.222	NaN
YPR001W	-0.739	NaN
YPR002W	-0.237	NaN
YPR003C	-0.467	NaN
YPR004C	-0.001	NaN
YPR005C	-0.243	NaN
YPR006C	-1.770	NaN
YPR007C	0.870	NaN
YPR008W	0.021	NaN
YPR009W	-1.089	NaN
YPR010C	NaN	0.966
YPR011C	0.930	NaN
YPR012W	0.099	NaN
YPR013C	0.886	NaN
YPR014C	0.195	NaN
YPR015C	0.318	NaN
YPR016C	NaN	3.580
YPR017C	1.791	NaN
YPR018W	-1.261	NaN
YPR019W	NaN	1.188
YPR020W	0.540	NaN
YPR021C	-0.572	NaN
YPR022C	0.532	NaN
YPR023C	-0.140	NaN
YPR024W	-0.471	NaN
YPR025C	NaN	0.752
YPR026W	-0.430	NaN
YPR027C	-1.445	NaN
YPR028W	-2.147	NaN
YPR029C	-0.793	NaN
YPR030W	0.187	NaN
YPR031W	0.550	NaN
YPR032W	0.532	NaN
YPR033C	NaN	-1.501
YPR034W	NaN	-3.815
YPR035W	NaN	1.099
YPR036W	-0.645	NaN
YPR037C	0.413	NaN
YPR038W	0.788	NaN
YPR039W	-0.216	NaN
YPR040W	0.396	NaN
YPR041W	NaN	0.345
YPR042C	0.878	NaN
YPR043W	-0.444	NaN
YPR044C	0.942	NaN
YPR045C	1.036	NaN
YPR046W	-0.263	NaN
YPR047W	0.136	NaN
YPR048W	NaN	1.027
YPR049C	1.711	NaN
YPR050C	-0.254	NaN
YPR051W	0.070	NaN
YPR052C	-0.143	NaN
YPR053C	1.905	NaN
YPR054W	-0.635	NaN
YPR055W	NaN	0.794
YPR056W	NaN	0.572
YPR057W	1.473	NaN
YPR058W	0.360	NaN
YPR059C	0.586	NaN
YPR060C	1.195	NaN
YPR061C	0.237	NaN
YPR062W	-0.561	NaN
YPR063C	-0.103	NaN
YPR064W	-0.381	NaN
YPR065W	-0.697	NaN
YPR066W	-1.934	NaN
YPR067W	-1.580	NaN
YPR068C	-0.294	NaN
YPR069C	0.716	NaN
YPR070W	0.901	NaN
YPR071W	0.070	NaN
YPR072W	-0.428	NaN
YPR073C	-0.421	NaN
YPR074C	-0.079	NaN
YPR075C	-1.478	NaN
YPR076W	-0.131	NaN
YPR077C	-0.474	NaN
YPR078C	0.712	NaN
YPR079W	-0.251	NaN
YPR082C	NaN	-0.473
YPR083W	0.124	NaN
YPR084W	1.070	NaN
YPR085C	NaN	-1.238
YPR086W	NaN	0.429
YPR087W	-0.760	NaN
YPR088C	NaN	-0.777
YPR089W	0.193	NaN
YPR091C	-1.285	NaN
YPR092W	-1.021	NaN
YPR093C	0.609	NaN
YPR094W	NaN	-1.636
YPR095C	-1.791	NaN
YPR096C	-0.032	NaN
YPR097W	-0.429	NaN
YPR098C	0.271	NaN
YPR099C	-0.455	NaN
YPR100W	0.387	NaN
YPR101W	0.967	NaN
YPR103W	NaN	1.508
YPR104C	NaN	0.621
YPR105C	NaN	1.691
YPR106W	2.652	NaN
YPR107C	NaN	0.001
YPR108W	NaN	1.016
YPR108W-A	0.473	NaN
YPR109W	0.015	NaN
YPR110C	NaN	1.424
YPR111W	-0.439	NaN
YPR112C	NaN	-0.205
YPR113W	NaN	-1.200
YPR114W	-0.007	NaN
YPR115W	0.213	NaN
YPR116W	-0.664	NaN
YPR117W	1.557	NaN
YPR118W	0.469	NaN
YPR119W	-0.943	NaN
YPR120C	0.730	NaN
YPR121W	-1.255	NaN
YPR122W	-1.132	NaN
YPR123C	2.185	NaN
YPR124W	2.571	NaN
YPR125W	NaN	NaN
YPR126C	0.870	NaN
YPR127W	-1.102	NaN
YPR128C	0.583	NaN
YPR129W	0.693	NaN
YPR130C	-0.275	NaN
YPR131C	-0.268	NaN
YPR132W	-0.114	NaN
YPR133C	NaN	-3.621
YPR133W-A	-0.939	NaN
YPR134W	-0.663	NaN
YPR135W	NaN	NaN
YPR136C	NaN	3.469
YPR137W	NaN	4.501
YPR138C	0.918	NaN
YPR139C	1.480	NaN
YPR140W	-0.585	NaN
YPR141C	NaN	-0.267
YPR142C	NaN	0.961
YPR143W	NaN	1.161
YPR144C	NaN	1.237
YPR145W	0.549	NaN
YPR146C	0.560	NaN
YPR147C	0.467	NaN
YPR148C	0.073	NaN
YPR149W	0.804	NaN
YPR150W	0.317	NaN
YPR151C	0.157	NaN
YPR152C	1.803	NaN
YPR153W	0.019	NaN
YPR154W	0.262	NaN
YPR155C	0.274	NaN
YPR156C	-2.153	NaN
YPR157W	0.457	NaN
YPR158W	-0.503	NaN
YPR159C-A	-1.147	NaN
YPR159W	0.782	NaN
YPR160W	0.397	NaN
YPR161C	NaN	-3.085
YPR162C	NaN	-1.043
YPR163C	NaN	NaN
YPR164W	0.032	NaN
YPR165W	NaN	1.478
YPR166C	-1.133	NaN
YPR167C	-0.108	NaN
YPR168W	NaN	0.698
YPR169W	NaN	0.455
YPR170C	0.214	NaN
YPR171W	-0.366	NaN
YPR172W	1.834	NaN
YPR173C	-0.990	NaN
YPR174C	-4.013	NaN
YPR175W	NaN	-1.084
YPR176C	NaN	-2.322
YPR177C	NaN	0.568
YPR178W	NaN	1.981
YPR179C	1.196	NaN
YPR180W	NaN	1.393
YPR181C	NaN	1.549
YPR182W	NaN	-0.245
YPR183W	NaN	0.514
YPR184W	3.202	NaN
YPR185W	0.637	NaN
YPR186C	NaN	-0.567
YPR187W	NaN	1.351
YPR188C	1.218	NaN
YPR189W	0.276	NaN
YPR190C	NaN	2.338
YPR191W	0.803	NaN
YPR192W	-1.685	NaN
YPR193C	0.011	NaN
YPR194C	0.857	NaN
YPR195C	-0.451	NaN
YPR196W	0.398	NaN
YPR197C	-0.330	NaN
YPR198W	0.369	NaN
YPR199C	-0.999	NaN
YPR200C	0.516	NaN
YPR201W	-0.260	NaN
