ORF	hom | growth (pooled culture) | Sodium pyrithione [8.35 uM] | YPD | Aiyar RS~Steinmetz LM, 2014	het | growth (pooled culture) | Sodium pyrithione [8.35 uM] | YPD | Aiyar RS~Steinmetz LM, 2014
YIL168W	-0.405	NaN
YIL170W	1.715	NaN
YIL171W	NaN	1.831
YIL173W	1.195	NaN
YIR001C	0.705	NaN
YIR002C	-1.916	NaN
YIR003W	0.241	NaN
YIR004W	0.491	NaN
YIR005W	1.727	NaN
YIR006C	NaN	-1.718
YIR007W	0.864	NaN
YIR008C	NaN	3.051
YIR009W	0.962	NaN
YIR010W	NaN	0.676
YIR011C	NaN	0.111
YIR012W	NaN	2.907
YIR013C	-0.028	NaN
YIR014W	0.222	NaN
YIR015W	NaN	-2.110
YIR016W	-0.519	NaN
YIR017C	0.933	NaN
YIR018C-A	1.222	NaN
YIR018W	1.274	NaN
YIR019C	1.247	NaN
YIR020C	-0.105	NaN
YIR020W-A	-0.835	NaN
YIR021W	0.653	NaN
YIR021W-A	-0.194	NaN
YIR022W	NaN	-1.393
YIR023W	0.427	NaN
YIR024C	0.157	NaN
YIR025W	-0.099	NaN
YIR026C	0.361	NaN
YIR027C	-0.612	NaN
YIR028W	-1.272	NaN
YIR029W	0.182	NaN
YIR030C	1.748	NaN
YIR031C	-2.111	NaN
YIR032C	-2.129	NaN
YIR033W	0.517	NaN
YIR034C	0.500	NaN
YIR035C	0.593	NaN
YIR036C	1.539	NaN
YIR037W	-0.569	NaN
YIR038C	-0.950	NaN
YIR039C	0.282	NaN
YIR042C	-0.527	NaN
YIR043C	-1.407	NaN
YIR044C	-0.373	NaN
YJL001W	NaN	0.993
YJL002C	NaN	-0.644
YJL003W	0.006	NaN
YJL004C	0.940	NaN
YJL005W	NaN	2.513
YJL006C	NaN	NaN
YJL007C	-0.285	NaN
YJL008C	NaN	4.337
YJL009W	NaN	4.788
YJL010C	NaN	-1.463
YJL011C	NaN	1.266
YJL012C	1.222	NaN
YJL013C	0.168	NaN
YJL014W	NaN	3.315
YJL015C	NaN	1.860
YJL016W	0.948	NaN
YJL019W	NaN	2.529
YJL020C	1.467	NaN
YJL022W	-3.644	NaN
YJL023C	-0.313	NaN
YJL024C	-0.114	NaN
YJL025W	NaN	0.131
YJL026W	NaN	0.141
YJL027C	1.464	NaN
YJL028W	0.258	NaN
YJL029C	NaN	NaN
YJL030W	0.328	NaN
YJL031C	NaN	-3.668
YJL032W	NaN	-1.517
YJL033W	NaN	-0.226
YJL034W	NaN	-1.218
YJL035C	NaN	-3.392
YJL036W	0.690	NaN
YJL037W	-0.592	NaN
YJL038C	0.519	NaN
YJL039C	NaN	-0.897
YJL041W	NaN	0.641
YJL042W	0.481	NaN
YJL043W	0.642	NaN
YJL044C	0.636	NaN
YJL045W	0.072	NaN
YJL046W	0.067	NaN
YJL047C	-0.873	NaN
YJL047C-A	0.251	NaN
YJL048C	-0.135	NaN
YJL049W	0.196	NaN
YJL050W	NaN	0.837
YJL051W	1.307	NaN
YJL052W	2.419	NaN
YJL053W	1.280	NaN
YJL054W	NaN	1.092
YJL055W	-1.178	NaN
YJL056C	5.436	NaN
YJL057C	-0.287	NaN
YJL058C	0.348	NaN
YJL059W	-1.381	NaN
YJL060W	-1.041	NaN
YJL061W	NaN	1.004
YJL062W	1.005	NaN
YJL062W-A	-0.106	NaN
YJL063C	-1.412	NaN
YJL064W	-0.057	NaN
YJL065C	-0.676	NaN
YJL066C	-0.224	NaN
YJL067W	-0.273	NaN
YJL068C	0.387	NaN
YJL069C	NaN	5.524
YJL070C	-0.449	NaN
YJL071W	-0.111	NaN
YJL072C	NaN	-0.063
YJL073W	0.383	NaN
YJL074C	NaN	0.215
YJL075C	-1.137	NaN
YJL076W	NaN	2.084
YJL077C	-0.070	NaN
YJL077W-B	NaN	NaN
YJL078C	-0.382	NaN
YJL079C	-0.119	NaN
YJL080C	0.543	NaN
YJL081C	NaN	0.683
YJL082W	0.056	NaN
YJL083W	-0.082	NaN
YJL084C	-1.379	NaN
YJL085W	NaN	-0.538
YJL086C	NaN	-4.284
YJL087C	NaN	0.057
YJL088W	-1.631	NaN
YJL089W	-0.214	NaN
YJL090C	NaN	1.575
YJL091C	NaN	2.405
YJL092W	-0.672	NaN
YJL093C	-0.476	NaN
YJL094C	0.817	NaN
YJL095W	-1.488	NaN
YJL096W	-1.387	NaN
YJL097W	NaN	-1.492
YJL098W	0.759	NaN
YJL099W	-0.872	NaN
YJL100W	-0.301	NaN
YJL101C	0.817	NaN
YJL102W	-0.678	NaN
YJL103C	0.042	NaN
YJL104W	NaN	-1.571
YJL105W	-3.477	NaN
YJL106W	-1.280	NaN
YJL107C	-0.519	NaN
YJL108C	0.249	NaN
YJL109C	NaN	-1.844
YJL110C	0.909	NaN
YJL111W	NaN	5.003
YJL112W	-0.667	NaN
YJL115W	2.020	NaN
YJL116C	-0.511	NaN
YJL117W	3.266	NaN
YJL118W	-1.488	NaN
YJL119C	0.216	NaN
YJL120W	-1.731	NaN
YJL121C	0.420	NaN
YJL122W	-0.186	NaN
YJL123C	-0.566	NaN
YJL124C	0.672	NaN
YJL125C	NaN	-2.352
YJL126W	0.110	NaN
YJL127C	-0.848	NaN
YJL127C-B	-0.641	NaN
YJL128C	-0.121	NaN
YJL129C	0.333	NaN
YJL130C	0.918	NaN
YJL131C	-0.027	NaN
YJL132W	-0.831	NaN
YJL133W	-1.708	NaN
YJL134W	0.575	NaN
YJL135W	0.572	NaN
YJL136C	0.659	NaN
YJL136W-A	0.093	NaN
YJL137C	0.521	NaN
YJL138C	-0.244	NaN
YJL139C	0.971	NaN
YJL140W	NaN	NaN
YJL141C	1.689	NaN
YJL142C	-0.275	NaN
YJL143W	NaN	-28.373
YJL144W	1.693	NaN
YJL145W	-0.132	NaN
YJL146W	0.641	NaN
YJL147C	1.163	NaN
YJL148W	1.137	NaN
YJL149W	-0.431	NaN
YJL150W	0.823	NaN
YJL151C	0.067	NaN
YJL152W	-0.785	NaN
YJL153C	0.052	NaN
YJL154C	1.689	NaN
YJL155C	0.985	NaN
YJL156C	NaN	-2.345
YJL157C	-0.392	NaN
YJL158C	-0.510	NaN
YJL159W	0.417	NaN
YJL160C	-0.311	NaN
YJL161W	-0.541	NaN
YJL162C	0.329	NaN
YJL163C	0.636	NaN
YJL164C	1.127	NaN
YJL165C	-1.285	NaN
YJL166W	-0.521	NaN
YJL167W	NaN	-1.645
YJL168C	1.025	NaN
YJL169W	-2.337	NaN
YJL170C	-1.054	NaN
YJL171C	-0.001	NaN
YJL172W	0.686	NaN
YJL173C	NaN	-0.234
YJL174W	NaN	-1.564
YJL175W	0.697	NaN
YJL176C	2.402	NaN
YJL177W	1.002	NaN
YJL178C	-0.588	NaN
YJL179W	0.281	NaN
YJL180C	-2.020	NaN
YJL181W	-0.086	NaN
YJL182C	-0.418	NaN
YJL183W	-0.171	NaN
YJL184W	NaN	NaN
YJL185C	0.277	NaN
YJL186W	-0.504	NaN
YJL187C	-0.671	NaN
YJL188C	0.757	NaN
YJL189W	0.595	NaN
YJL190C	-0.154	NaN
YJL191W	0.745	NaN
YJL192C	-0.193	NaN
YJL193W	0.532	NaN
YJL194W	NaN	-2.034
YJL195C	NaN	1.537
YJL196C	0.197	NaN
YJL197W	0.467	NaN
YJL198W	-0.051	NaN
YJL199C	-1.332	NaN
YJL200C	0.349	NaN
YJL201W	0.775	NaN
YJL202C	NaN	-2.709
YJL203W	NaN	-0.126
YJL204C	1.855	NaN
YJL205C	0.134	NaN
YJL206C	0.464	NaN
YJL207C	0.105	NaN
YJL208C	1.173	NaN
YJL209W	1.651	NaN
YJL210W	0.572	NaN
YJL211C	-1.004	NaN
YJL212C	-0.675	NaN
YJL213W	1.798	NaN
YJL214W	0.774	NaN
YJL215C	1.030	NaN
YJL216C	0.463	NaN
YJL217W	0.139	NaN
YJL218W	-0.929	NaN
YJR001W	-0.144	NaN
YJR002W	NaN	1.493
YJR003C	-0.625	NaN
YJR004C	0.374	NaN
YJR005C-A	0.810	NaN
YJR005W	1.051	NaN
YJR006W	NaN	0.858
YJR007W	NaN	3.650
YJR008W	0.033	NaN
YJR009C	0.477	NaN
YJR010C-A	-0.231	NaN
YJR010W	-0.122	NaN
YJR011C	0.578	NaN
YJR012C	NaN	-1.055
YJR013W	NaN	4.401
YJR014W	1.746	NaN
YJR015W	0.034	NaN
YJR016C	NaN	6.770
YJR017C	NaN	0.847
YJR018W	0.168	NaN
YJR019C	-0.120	NaN
YJR020W	-0.542	NaN
YJR021C	0.313	NaN
YJR022W	NaN	-0.129
YJR023C	NaN	-1.185
YJR024C	0.025	NaN
YJR025C	0.889	NaN
YJR026W	-1.954	NaN
YJR030C	NaN	NaN
YJR031C	-0.930	NaN
YJR032W	0.979	NaN
YJR033C	0.040	NaN
YJR034W	0.781	NaN
YJR035W	0.267	NaN
YJR036C	-0.025	NaN
YJR037W	1.220	NaN
YJR038C	-0.373	NaN
YJR039W	0.556	NaN
YJR040W	1.103	NaN
YJR041C	NaN	-3.453
YJR042W	NaN	4.570
YJR043C	1.585	NaN
YJR044C	0.512	NaN
YJR045C	NaN	-13.066
YJR046W	NaN	1.223
YJR047C	-0.840	NaN
YJR048W	-0.189	NaN
YJR049C	0.427	NaN
YJR050W	-0.008	NaN
YJR051W	1.352	NaN
YJR052W	-0.838	NaN
YJR053W	1.316	NaN
YJR054W	-1.060	NaN
YJR055W	1.439	NaN
YJR056C	2.168	NaN
YJR057W	NaN	0.364
YJR058C	0.999	NaN
YJR059W	1.327	NaN
YJR060W	1.027	NaN
YJR061W	0.429	NaN
YJR062C	-1.041	NaN
YJR063W	-0.200	NaN
YJR064W	NaN	4.131
YJR065C	NaN	-2.721
YJR066W	0.230	NaN
YJR067C	NaN	0.176
YJR068W	NaN	0.646
YJR069C	0.480	NaN
YJR070C	1.253	NaN
YJR072C	NaN	-1.617
YJR073C	-0.310	NaN
YJR074W	-0.721	NaN
YJR075W	0.432	NaN
YJR076C	NaN	0.999
YJR077C	-1.230	NaN
YJR078W	1.417	NaN
YJR079W	-0.816	NaN
YJR080C	-0.293	NaN
YJR082C	0.248	NaN
YJR083C	0.297	NaN
YJR084W	-0.046	NaN
YJR085C	NaN	NaN
YJR087W	0.937	NaN
YJR088C	0.722	NaN
YJR090C	0.591	NaN
YJR091C	0.376	NaN
YJR092W	-0.257	NaN
YJR093C	NaN	0.921
YJR094C	1.291	NaN
YJR094W-A	0.784	NaN
YJR095W	0.689	NaN
YJR096W	1.102	NaN
YJR097W	1.139	NaN
YJR098C	-0.016	NaN
YJR099W	0.103	NaN
YJR100C	0.526	NaN
YJR101W	NaN	NaN
YJR102C	0.871	NaN
YJR103W	-1.474	NaN
YJR104C	0.683	NaN
YJR105W	1.671	NaN
YJR106W	-0.382	NaN
YJR107W	1.083	NaN
YJR108W	-1.294	NaN
YJR109C	0.965	NaN
YJR110W	0.599	NaN
YJR111C	-2.484	NaN
YJR112W	NaN	-0.993
YJR112W-A	NaN	NaN
YJR113C	-1.472	NaN
YJR114W	NaN	NaN
YJR115W	-0.121	NaN
YJR116W	0.077	NaN
YJR117W	1.058	NaN
YJR118C	-0.353	NaN
YJR119C	-0.509	NaN
YJR120W	-0.532	NaN
YJR121W	-0.277	NaN
YJR122W	-0.705	NaN
YJR123W	NaN	2.774
YJR124C	-1.705	NaN
YJR125C	-0.587	NaN
YJR126C	-0.484	NaN
YJR127C	1.429	NaN
YJR128W	0.308	NaN
YJR129C	-0.437	NaN
YJR130C	-0.529	NaN
YJR131W	-1.803	NaN
YJR133W	0.227	NaN
YJR134C	0.964	NaN
YJR135C	0.829	NaN
YJR135W-A	-0.382	NaN
YJR137C	-0.726	NaN
YJR139C	-0.283	NaN
YJR140C	0.548	NaN
YJR141W	NaN	-0.819
YJR142W	1.274	NaN
YJR143C	NaN	NaN
YJR144W	-1.846	NaN
YJR145C	-0.188	NaN
YJR146W	0.642	NaN
YJR147W	1.297	NaN
YJR148W	0.696	NaN
YJR149W	1.051	NaN
YJR150C	-0.804	NaN
YJR151C	NaN	NaN
YJR151W-A	-0.497	NaN
YJR152W	1.670	NaN
YJR153W	-0.413	NaN
YJR154W	0.371	NaN
YKL001C	-0.193	NaN
YKL002W	-0.067	NaN
YKL003C	1.012	NaN
YKL004W	NaN	0.076
YKL005C	-1.034	NaN
YKL006C-A	NaN	-0.517
YKL006W	1.174	NaN
YKL007W	-0.350	NaN
YKL008C	-0.305	NaN
YKL009W	NaN	NaN
YKL010C	-0.611	NaN
YKL011C	0.646	NaN
YKL012W	NaN	-1.411
YKL013C	NaN	-5.688
YKL014C	NaN	-0.412
YKL015W	0.326	NaN
YKL016C	-0.290	NaN
YKL017C	-0.126	NaN
YKL018C-A	0.606	NaN
YKL018W	NaN	-0.201
YKL019W	NaN	0.410
YKL020C	0.454	NaN
YKL021C	NaN	1.169
YKL022C	NaN	-0.050
YKL023W	-1.240	NaN
YKL024C	NaN	-0.753
YKL025C	-0.104	NaN
YKL026C	-1.500	NaN
YKL027W	0.327	NaN
YKL028W	NaN	1.603
YKL029C	0.555	NaN
YKL030W	-0.404	NaN
YKL031W	0.477	NaN
YKL032C	-0.377	NaN
YKL033W	NaN	-1.192
YKL033W-A	-1.086	NaN
YKL034W	-1.156	NaN
YKL035W	NaN	-0.636
YKL036C	NaN	-2.497
YKL037W	-1.205	NaN
YKL038W	-0.384	NaN
YKL039W	0.242	NaN
YKL040C	0.313	NaN
YKL041W	-1.329	NaN
YKL042W	NaN	-1.368
YKL043W	0.454	NaN
YKL044W	0.610	NaN
YKL045W	NaN	-0.535
YKL046C	-1.201	NaN
YKL047W	-1.637	NaN
YKL048C	-0.307	NaN
YKL049C	NaN	-2.383
YKL050C	-3.016	NaN
YKL051W	-0.167	NaN
YKL052C	NaN	-0.758
YKL053C-A	-0.644	NaN
YKL053W	0.436	NaN
YKL054C	NaN	NaN
YKL055C	-0.331	NaN
YKL056C	0.239	NaN
YKL057C	0.602	NaN
YKL058W	NaN	-5.797
YKL059C	NaN	-2.632
YKL060C	NaN	-3.103
YKL061W	0.777	NaN
YKL062W	-0.359	NaN
YKL063C	-0.247	NaN
YKL064W	0.312	NaN
YKL065C	-0.369	NaN
YKL066W	-0.427	NaN
YKL067W	0.326	NaN
YKL068W	0.030	NaN
YKL068W-A	-3.420	NaN
YKL069W	0.770	NaN
YKL070W	-0.028	NaN
YKL071W	0.566	NaN
YKL072W	-1.177	NaN
YKL073W	0.945	NaN
YKL074C	0.671	NaN
YKL075C	0.438	NaN
YKL076C	0.301	NaN
YKL077W	-0.568	NaN
YKL078W	NaN	-0.681
YKL079W	0.067	NaN
YKL080W	-0.379	NaN
YKL081W	-1.411	NaN
YKL082C	NaN	-1.398
YKL083W	NaN	0.078
YKL084W	-0.354	NaN
YKL085W	-0.479	NaN
YKL086W	-0.435	NaN
YKL087C	-2.896	NaN
YKL088W	NaN	-1.394
YKL089W	NaN	1.316
YKL090W	0.573	NaN
YKL091C	0.501	NaN
YKL092C	0.536	NaN
YKL093W	1.181	NaN
YKL094W	0.966	NaN
YKL095W	NaN	-1.670
YKL096C-B	0.253	NaN
YKL096W	0.034	NaN
YKL096W-A	-0.605	NaN
YKL097C	-0.435	NaN
YKL098W	-0.619	NaN
YKL099C	NaN	1.624
YKL100C	-0.828	NaN
YKL101W	0.153	NaN
YKL102C	-1.377	NaN
YKL103C	-0.023	NaN
YKL104C	NaN	-1.821
YKL105C	0.561	NaN
YKL106C-A	1.838	NaN
YKL106W	-1.785	NaN
YKL107W	-0.787	NaN
YKL108W	NaN	-0.292
YKL109W	-0.281	NaN
YKL110C	-1.932	NaN
YKL111C	NaN	0.518
YKL112W	NaN	1.625
YKL113C	0.482	NaN
YKL114C	0.398	NaN
YKL115C	-0.755	NaN
YKL116C	-1.140	NaN
YKL117W	-1.096	NaN
YKL118W	-2.355	NaN
YKL119C	NaN	NaN
YKL120W	0.147	NaN
YKL121W	0.417	NaN
YKL122C	NaN	1.272
YKL123W	0.340	NaN
YKL124W	0.548	NaN
YKL125W	NaN	-0.624
YKL126W	-2.309	NaN
YKL127W	-0.221	NaN
YKL128C	0.303	NaN
YKL129C	0.774	NaN
YKL130C	0.627	NaN
YKL131W	0.237	NaN
YKL132C	-0.403	NaN
YKL133C	0.192	NaN
YKL134C	-0.492	NaN
YKL135C	1.150	NaN
YKL136W	-0.011	NaN
YKL137W	0.099	NaN
YKL138C	-1.719	NaN
YKL138C-A	NaN	0.773
YKL139W	-3.073	-9.357
YKL140W	-0.425	NaN
YKL141W	NaN	-1.937
YKL142W	0.153	NaN
YKL143W	0.326	NaN
YKL144C	NaN	1.330
YKL145W	NaN	5.348
YKL146W	-2.520	NaN
YKL147C	0.818	NaN
YKL148C	0.569	NaN
YKL149C	0.019	NaN
YKL150W	-1.489	NaN
YKL151C	1.288	NaN
YKL152C	NaN	-1.042
YKL153W	NaN	-2.075
YKL154W	NaN	0.711
YKL155C	-8.699	NaN
YKL156W	-0.034	NaN
YKL157W	-0.101	NaN
YKL159C	-1.974	NaN
YKL160W	-1.672	NaN
YKL161C	-0.607	NaN
YKL162C	0.030	NaN
YKL162C-A	-0.194	NaN
YKL163W	-1.045	NaN
YKL164C	0.956	NaN
YKL165C	NaN	-6.418
YKL166C	0.662	NaN
YKL167C	-1.235	NaN
YKL168C	-0.621	NaN
YKL169C	-0.727	NaN
YKL170W	0.747	NaN
YKL171W	0.242	NaN
YKL172W	NaN	1.192
YKL173W	NaN	-1.068
YKL174C	0.162	NaN
YKL175W	-2.075	NaN
YKL176C	-0.420	NaN
YKL177W	NaN	-2.169
YKL178C	NaN	0.758
YKL179C	-0.789	NaN
YKL180W	NaN	2.424
YKL181W	1.430	NaN
YKL182W	NaN	2.441
YKL183W	-0.937	NaN
YKL184W	0.224	NaN
YKL185W	-1.537	NaN
YKL186C	NaN	1.180
YKL187C	-0.543	NaN
YKL188C	-3.415	NaN
YKL189W	NaN	0.445
YKL190W	-0.720	NaN
YKL191W	0.210	NaN
YKL192C	NaN	-20.113
YKL193C	NaN	-1.560
YKL194C	-2.811	NaN
YKL195W	NaN	0.492
YKL196C	NaN	0.050
YKL197C	-1.470	NaN
YKL198C	0.194	NaN
YKL201C	-0.462	NaN
YKL202W	-0.097	NaN
YKL203C	NaN	-0.224
YKL204W	0.941	NaN
YKL205W	0.118	NaN
YKL206C	-0.472	NaN
YKL207W	-0.817	NaN
YKL208W	-1.837	NaN
YKL209C	NaN	0.453
YKL210W	NaN	0.519
YKL211C	0.436	NaN
YKL212W	1.171	NaN
YKL213C	0.094	NaN
YKL214C	-0.729	NaN
YKL215C	0.459	NaN
YKL216W	0.776	NaN
YKL217W	-0.891	NaN
YKL218C	-1.639	NaN
YKL220C	-0.724	NaN
YKL221W	-0.028	NaN
YKL222C	0.855	NaN
YKR001C	-0.693	NaN
YKR002W	NaN	2.626
YKR003W	0.112	NaN
YKR004C	2.164	0.584
YKR005C	-1.797	NaN
YKR006C	0.064	NaN
YKR007W	0.948	NaN
YKR008W	NaN	-2.759
YKR009C	0.068	NaN
YKR010C	-0.770	NaN
YKR011C	0.433	NaN
YKR012C	-0.405	NaN
YKR013W	0.405	NaN
YKR014C	-0.414	NaN
YKR015C	1.807	NaN
YKR016W	1.782	NaN
YKR017C	-0.437	NaN
YKR018C	-0.914	NaN
YKR019C	2.556	NaN
YKR020W	-0.337	NaN
YKR021W	0.224	NaN
YKR022C	NaN	-0.731
YKR023W	-0.969	NaN
YKR024C	0.002	NaN
YKR025W	NaN	2.166
YKR026C	0.192	NaN
YKR027W	0.343	NaN
YKR028W	-1.174	NaN
YKR029C	1.102	NaN
YKR030W	-0.841	NaN
YKR031C	-0.140	NaN
YKR032W	-0.296	NaN
YKR033C	-0.263	NaN
YKR034W	-0.193	NaN
YKR035C	-1.326	NaN
YKR035W-A	-0.268	NaN
YKR036C	-1.084	NaN
YKR037C	NaN	1.746
YKR038C	NaN	0.239
YKR039W	0.507	NaN
YKR040C	-0.730	NaN
YKR041W	1.138	NaN
YKR042W	-1.672	NaN
YKR043C	-0.131	NaN
YKR044W	0.977	NaN
YKR045C	-1.248	NaN
YKR046C	-1.729	NaN
YKR047W	1.100	NaN
YKR048C	-0.413	NaN
YKR049C	2.031	NaN
YKR050W	0.648	NaN
YKR051W	-0.965	NaN
YKR052C	0.545	NaN
YKR053C	0.459	NaN
YKR054C	-0.050	NaN
YKR055W	-1.315	NaN
YKR056W	1.398	NaN
YKR057W	1.287	NaN
YKR058W	-2.019	NaN
YKR059W	-0.469	NaN
YKR060W	0.992	NaN
YKR061W	0.338	NaN
YKR062W	NaN	-2.425
YKR063C	NaN	-1.946
YKR064W	-1.114	NaN
YKR065C	-0.773	NaN
YKR066C	-0.168	NaN
YKR067W	-1.395	NaN
YKR068C	NaN	0.688
YKR069W	0.169	NaN
YKR070W	0.837	NaN
YKR071C	NaN	0.151
YKR072C	0.510	NaN
YKR073C	1.402	NaN
YKR074W	-0.172	NaN
YKR075C	-3.965	NaN
YKR076W	-1.854	NaN
YKR077W	-0.713	NaN
YKR078W	-1.669	NaN
YKR079C	NaN	-0.017
YKR080W	-1.179	NaN
YKR081C	NaN	-1.413
YKR082W	-0.715	NaN
YKR083C	NaN	0.721
YKR084C	0.704	NaN
YKR085C	-0.519	NaN
YKR086W	NaN	-0.869
YKR087C	0.079	NaN
YKR088C	-0.466	NaN
YKR089C	-0.428	NaN
YKR090W	-0.080	NaN
YKR091W	-1.342	NaN
YKR092C	-1.470	NaN
YKR093W	0.225	NaN
YKR094C	0.801	NaN
YKR095W	0.247	NaN
YKR096W	-1.676	NaN
YKR097W	0.890	NaN
YKR098C	-0.504	NaN
YKR099W	1.236	NaN
YKR100C	-0.700	NaN
YKR101W	0.112	NaN
YKR102W	-0.122	NaN
YKR103W	-0.589	NaN
YKR104W	0.417	NaN
YKR105C	-0.716	NaN
YKR106W	-1.250	NaN
YLL001W	0.249	NaN
YLL002W	-1.606	NaN
YLL003W	NaN	-5.856
YLL004W	NaN	-1.809
YLL005C	0.792	NaN
YLL006W	-1.728	NaN
YLL006W-A	-0.373	NaN
YLL007C	1.010	NaN
YLL008W	NaN	-1.673
YLL009C	-0.973	NaN
YLL010C	0.310	NaN
YLL011W	NaN	1.388
YLL012W	0.437	NaN
YLL013C	-0.180	NaN
YLL014W	-1.268	NaN
YLL015W	-0.209	NaN
YLL016W	2.219	NaN
YLL017W	-0.826	NaN
YLL018C	NaN	-1.125
YLL018C-A	0.272	NaN
YLL019C	1.008	NaN
YLL020C	-0.221	NaN
YLL021W	-0.045	NaN
YLL023C	0.183	NaN
YLL024C	-1.076	NaN
YLL025W	0.414	NaN
YLL026W	-0.718	NaN
YLL027W	-1.338	NaN
YLL028W	-0.120	NaN
YLL029W	0.351	NaN
YLL030C	-0.022	NaN
YLL031C	NaN	-0.883
YLL032C	-1.200	NaN
YLL033W	0.908	NaN
YLL034C	NaN	-1.445
YLL035W	NaN	1.173
YLL036C	NaN	1.692
YLL037W	NaN	0.651
YLL038C	0.027	NaN
YLL039C	0.145	NaN
YLL040C	-0.205	NaN
YLL041C	-0.746	NaN
YLL042C	0.723	NaN
YLL043W	0.737	NaN
YLL044W	-1.502	NaN
YLL045C	1.314	NaN
YLL046C	0.287	NaN
YLL047W	-1.021	NaN
YLL048C	0.236	NaN
YLL049W	0.187	NaN
YLL050C	NaN	-3.010
YLL051C	0.525	NaN
YLL052C	0.961	NaN
YLL053C	1.361	NaN
YLL054C	-0.584	NaN
YLL055W	1.583	NaN
YLL056C	-0.777	NaN
YLL057C	-0.983	NaN
YLL058W	1.085	NaN
YLL059C	-0.956	NaN
YLL060C	0.068	NaN
YLL061W	-0.334	NaN
YLL062C	0.618	NaN
YLL063C	0.415	NaN
YLR001C	-0.638	NaN
YLR002C	NaN	-0.536
YLR003C	1.571	NaN
YLR004C	0.123	NaN
YLR005W	NaN	1.804
YLR006C	-0.986	NaN
YLR007W	NaN	0.583
YLR008C	NaN	-4.754
YLR009W	NaN	1.678
YLR010C	NaN	-0.446
YLR011W	-0.281	NaN
YLR012C	0.243	NaN
YLR013W	0.337	NaN
YLR014C	0.484	NaN
YLR015W	1.436	NaN
YLR016C	0.973	NaN
YLR017W	-0.168	NaN
YLR018C	2.512	NaN
YLR019W	0.384	NaN
YLR020C	0.373	NaN
YLR021W	0.921	NaN
YLR022C	NaN	0.163
YLR023C	0.804	NaN
YLR024C	1.054	NaN
YLR025W	-0.048	NaN
YLR026C	NaN	0.720
YLR027C	-0.109	NaN
YLR028C	0.743	NaN
YLR029C	NaN	0.472
YLR030W	-0.539	NaN
YLR031W	0.282	NaN
YLR032W	-2.305	NaN
YLR033W	NaN	-0.786
YLR034C	-0.537	NaN
YLR035C	-0.168	NaN
YLR036C	-2.422	NaN
YLR037C	-0.466	NaN
YLR038C	1.201	NaN
YLR039C	0.481	NaN
YLR040C	0.399	NaN
YLR041W	-1.978	NaN
YLR042C	1.763	NaN
YLR043C	-0.097	NaN
YLR044C	0.132	NaN
YLR045C	NaN	-1.240
YLR046C	-0.396	NaN
YLR047C	0.089	NaN
YLR048W	-0.269	NaN
YLR049C	0.757	NaN
YLR050C	0.044	NaN
YLR051C	NaN	-0.271
YLR052W	0.637	NaN
YLR053C	0.742	NaN
YLR054C	0.142	NaN
YLR055C	0.814	NaN
YLR056W	-1.367	NaN
YLR057W	0.120	NaN
YLR058C	1.211	NaN
YLR059C	-1.918	NaN
YLR060W	NaN	-0.138
YLR061W	1.001	NaN
YLR062C	0.963	NaN
YLR063W	-0.471	NaN
YLR064W	-0.157	NaN
YLR065C	1.412	NaN
YLR066W	NaN	0.021
YLR067C	-3.091	NaN
YLR068W	1.765	NaN
YLR069C	-0.150	NaN
YLR070C	-0.591	NaN
YLR071C	NaN	-0.412
YLR072W	0.062	NaN
YLR073C	0.115	NaN
YLR074C	NaN	NaN
YLR075W	NaN	-1.472
YLR076C	NaN	2.143
YLR077W	0.380	NaN
YLR078C	NaN	-0.933
YLR079W	1.006	NaN
YLR080W	-0.011	NaN
YLR081W	-1.425	NaN
YLR082C	-0.455	NaN
YLR083C	0.259	NaN
YLR084C	0.828	NaN
YLR085C	-0.832	NaN
YLR086W	NaN	0.380
YLR087C	-0.472	NaN
YLR088W	NaN	-2.131
YLR089C	2.073	NaN
YLR090W	-0.967	NaN
YLR091W	-2.430	NaN
YLR092W	-0.362	NaN
YLR093C	0.501	NaN
YLR094C	-0.259	NaN
YLR095C	-0.807	NaN
YLR096W	-0.570	NaN
YLR097C	-2.770	NaN
YLR098C	-0.748	NaN
YLR099C	-0.049	NaN
YLR099W-A	NaN	-1.546
YLR100W	NaN	-1.252
YLR101C	NaN	-0.759
YLR102C	1.767	NaN
YLR103C	NaN	0.268
YLR104W	-1.590	NaN
YLR105C	NaN	-0.035
YLR106C	NaN	-0.179
YLR107W	0.678	NaN
YLR108C	-0.670	NaN
YLR109W	1.330	NaN
YLR110C	0.082	NaN
YLR111W	0.758	NaN
YLR112W	0.592	NaN
YLR113W	0.100	NaN
YLR114C	0.732	NaN
YLR115W	NaN	-0.314
YLR116W	NaN	1.694
YLR117C	NaN	-2.365
YLR118C	-0.187	NaN
YLR119W	-1.380	NaN
YLR120C	-0.505	NaN
YLR121C	1.840	NaN
YLR122C	0.521	NaN
YLR123C	-1.037	NaN
YLR124W	0.045	NaN
YLR125W	0.267	NaN
YLR126C	0.452	NaN
YLR127C	NaN	-0.970
YLR128W	-0.331	NaN
YLR129W	NaN	2.256
YLR130C	-0.091	NaN
YLR131C	0.458	NaN
YLR132C	NaN	0.337
YLR133W	-2.506	NaN
YLR134W	0.354	NaN
YLR135W	-1.148	NaN
YLR136C	-1.095	NaN
YLR137W	-0.671	NaN
YLR138W	-1.571	NaN
