ORF	hap a | growth (colony volume) | expression of the phospholipase A2 Atx [GAL] | Mattiazzi M~Petrovic U, 2010	hap a | growth (colony size) | expression of the phospholipase A2 Atx [GAL] | Mattiazzi M~Petrovic U, 2010
YMR068W	1.343	NaN
YMR070W	1.139	NaN
YMR073C	0.981	NaN
YMR074C	1.147	NaN
YMR075C-A	0.935	NaN
YMR075W	1.329	NaN
YMR078C	1.068	NaN
YMR080C	1.109	NaN
YMR085W	0.951	NaN
YMR086C-A	1.216	NaN
YMR086W	0.962	NaN
YMR087W	1.002	NaN
YMR088C	1.029	NaN
YMR092C	0.902	NaN
YMR095C	1.014	NaN
YMR096W	0.995	NaN
YMR099C	1.314	NaN
YMR100W	0.646	NaN
YMR101C	1.037	NaN
YMR102C	1.193	NaN
YMR103C	0.974	NaN
YMR104C	0.595	NaN
YMR106C	1.120	NaN
YMR107W	0.979	NaN
YMR109W	0.991	NaN
YMR110C	0.465	NaN
YMR111C	1.058	NaN
YMR114C	0.921	NaN
YMR115W	1.134	NaN
YMR116C	1.689	NaN
YMR118C	1.009	NaN
YMR119W	1.069	NaN
YMR119W-A	1.039	NaN
YMR120C	1.050	NaN
YMR121C	1.117	NaN
YMR122C	0.965	NaN
YMR123W	0.742	NaN
YMR124W	0.867	NaN
YMR126C	1.068	NaN
YMR127C	1.005	NaN
YMR129W	1.404	NaN
YMR130W	0.849	NaN
YMR132C	1.158	NaN
YMR133W	0.902	NaN
YMR135C	1.224	NaN
YMR135W-A	0.736	NaN
YMR136W	0.960	NaN
YMR137C	0.937	NaN
YMR138W	1.241	NaN
YMR139W	0.879	NaN
YMR140W	1.006	NaN
YMR141C	0.964	NaN
YMR143W	1.535	NaN
YMR144W	0.910	NaN
YMR145C	0.933	NaN
YMR147W	1.048	NaN
YMR148W	0.933	NaN
YMR152W	0.739	NaN
YMR153C-A	1.079	NaN
YMR153W	1.031	NaN
YMR154C	0.106	-3.000
YMR155W	1.016	NaN
YMR156C	0.858	NaN
YMR157C	1.017	NaN
YMR158C-A	0.977	NaN
YMR158W-B	1.134	NaN
YMR159C	1.438	NaN
YMR160W	1.234	NaN
YMR161W	1.197	NaN
YMR162C	1.452	NaN
YMR163C	1.266	NaN
YMR164C	1.231	NaN
YMR165C	1.429	NaN
YMR166C	1.419	NaN
YMR167W	1.376	NaN
YMR169C	1.209	NaN
YMR170C	1.642	NaN
YMR171C	0.973	NaN
YMR172C-A	1.063	NaN
YMR172W	0.919	-3.000
YMR173W	0.959	NaN
YMR173W-A	0.962	NaN
YMR174C	1.072	NaN
YMR175W	1.061	NaN
YMR176W	1.200	NaN
YMR177W	1.104	NaN
YMR178W	1.096	NaN
YMR179W	0.816	NaN
YMR180C	0.922	NaN
YMR181C	1.013	NaN
YMR182C	1.024	NaN
YMR183C	1.242	NaN
YMR184W	NaN	-3.000
YMR186W	0.716	NaN
YMR187C	1.021	NaN
YMR188C	0.996	NaN
YMR189W	0.934	NaN
YMR190C	1.386	NaN
YMR191W	0.896	NaN
YMR192W	0.877	NaN
YMR193C-A	0.958	NaN
YMR194C-A	1.054	NaN
YMR194W	1.018	NaN
YMR195W	0.835	NaN
YMR196W	0.906	NaN
YMR198W	1.520	NaN
YMR199W	1.037	NaN
YMR202W	0.980	NaN
YMR204C	1.016	NaN
YMR205C	1.029	NaN
YMR206W	1.156	NaN
YMR207C	1.085	NaN
YMR209C	1.129	NaN
YMR210W	1.210	NaN
YMR214W	0.920	NaN
YMR215W	1.043	NaN
YMR216C	1.122	NaN
YMR219W	1.162	NaN
YMR221C	0.818	NaN
YMR222C	1.497	NaN
YMR223W	1.031	-3.000
YMR225C	0.908	NaN
YMR226C	0.661	NaN
YMR230W	0.816	NaN
YMR232W	1.088	NaN
YMR233W	1.393	NaN
YMR234W	0.727	NaN
YMR237W	1.640	NaN
YMR238W	0.993	NaN
YMR241W	0.897	NaN
YMR243C	1.199	NaN
YMR244C-A	0.953	NaN
YMR244W	0.910	NaN
YMR245W	1.097	NaN
YMR246W	1.016	NaN
YMR247C	1.292	NaN
YMR250W	0.926	NaN
YMR251W	1.079	NaN
YMR251W-A	1.097	-1.000
YMR252C	1.132	-3.000
YMR253C	1.138	NaN
YMR254C	1.366	NaN
YMR255W	0.768	-2.000
YMR258C	0.960	NaN
YMR259C	0.993	NaN
YMR261C	0.870	NaN
YMR262W	0.879	NaN
YMR263W	0.955	NaN
YMR264W	0.865	NaN
YMR265C	1.095	NaN
YMR266W	0.916	NaN
YMR271C	0.746	NaN
YMR272C	1.010	NaN
YMR273C	1.181	NaN
YMR274C	0.824	NaN
YMR275C	1.140	NaN
YMR276W	0.952	NaN
YMR278W	0.861	NaN
YMR279C	0.823	NaN
YMR280C	0.983	NaN
YMR283C	0.738	NaN
YMR284W	0.946	NaN
YMR285C	0.794	NaN
YMR289W	0.704	NaN
YMR291W	1.109	NaN
YMR292W	0.931	NaN
YMR294W	1.044	NaN
YMR294W-A	0.958	NaN
YMR295C	1.241	NaN
YMR297W	0.794	NaN
YMR299C	0.754	NaN
YMR300C	0.769	NaN
YMR302C	0.806	NaN
YMR303C	1.047	NaN
YMR304C-A	0.920	NaN
YMR304W	1.065	NaN
YMR305C	0.950	NaN
YMR306C-A	1.108	NaN
YMR306W	0.960	NaN
YMR307W	1.696	NaN
YMR310C	0.775	NaN
YMR311C	1.236	NaN
YMR312W	0.912	NaN
YMR313C	1.670	NaN
YMR315W	0.896	NaN
YMR316C-A	1.034	NaN
YMR316C-B	0.975	NaN
YMR316W	1.046	NaN
YMR317W	1.063	NaN
YMR318C	0.957	NaN
YMR319C	1.083	NaN
YMR320W	1.364	NaN
YMR322C	1.013	NaN
YMR326C	0.818	NaN
YNL001W	1.536	NaN
YNL004W	1.301	NaN
YNL008C	1.082	NaN
YNL009W	1.333	NaN
YNL010W	1.311	NaN
YNL011C	1.243	NaN
YNL012W	0.932	NaN
YNL013C	0.829	NaN
YNL014W	0.806	NaN
YNL015W	1.325	NaN
YNL016W	1.347	NaN
YNL020C	1.307	NaN
YNL021W	0.634	NaN
YNL022C	0.921	NaN
YNL023C	0.717	NaN
YNL024C	0.851	NaN
YNL025C	NaN	-1.000
YNL027W	1.186	NaN
YNL028W	0.994	NaN
YNL029C	1.211	NaN
YNL030W	1.160	NaN
YNL031C	0.914	NaN
YNL032W	1.044	NaN
YNL034W	1.432	NaN
YNL035C	1.658	NaN
YNL037C	1.034	NaN
YNL040W	0.757	NaN
YNL041C	0.871	NaN
YNL042W	0.808	NaN
YNL043C	1.003	NaN
YNL044W	1.054	NaN
YNL045W	1.077	NaN
YNL046W	1.005	NaN
YNL047C	0.883	NaN
YNL049C	1.023	NaN
YNL050C	1.261	NaN
YNL051W	0.871	NaN
YNL052W	0.602	NaN
YNL053W	0.888	NaN
YNL054W	1.017	NaN
YNL056W	1.632	NaN
YNL057W	1.041	NaN
YNL058C	1.143	NaN
YNL063W	0.872	NaN
YNL064C	1.169	NaN
YNL065W	1.008	NaN
YNL066W	1.098	NaN
YNL068C	0.888	NaN
YNL069C	1.070	NaN
YNL070W	0.516	NaN
YNL071W	0.685	NaN
YNL072W	1.710	NaN
YNL074C	0.986	NaN
YNL076W	0.093	NaN
YNL077W	0.789	NaN
YNL078W	0.968	NaN
YNL079C	0.625	NaN
YNL080C	0.790	NaN
YNL082W	0.727	NaN
YNL083W	0.727	NaN
YNL085W	0.810	NaN
YNL086W	1.097	NaN
YNL087W	0.899	NaN
YNL089C	0.981	NaN
YNL090W	0.823	NaN
YNL091W	0.928	-1.000
YNL092W	1.212	NaN
YNL093W	0.926	NaN
YNL094W	0.724	-3.000
YNL095C	0.913	NaN
YNL096C	1.195	NaN
YNL097C	0.876	NaN
YNL098C	1.079	NaN
YNL099C	1.100	NaN
YNL100W	0.839	NaN
YNL101W	1.076	NaN
YNL104C	0.854	NaN
YNL105W	1.120	NaN
YNL106C	1.051	NaN
YNL107W	1.412	NaN
YNL108C	1.790	NaN
YNL109W	1.898	NaN
YNL111C	0.986	NaN
YNL115C	0.798	NaN
YNL116W	1.304	NaN
YNL117W	1.334	NaN
YNL119W	0.996	NaN
YNL120C	0.852	NaN
YNL121C	0.887	NaN
YNL122C	1.138	NaN
YNL123W	0.880	NaN
YNL125C	1.594	-1.000
YNL127W	1.015	NaN
YNL128W	1.544	NaN
YNL129W	1.590	NaN
YNL130C	0.874	NaN
YNL134C	1.317	NaN
YNL135C	1.286	-3.000
YNL136W	1.104	NaN
YNL140C	1.039	NaN
YNL141W	1.170	NaN
YNL142W	1.175	NaN
YNL143C	1.329	NaN
YNL144C	0.876	NaN
YNL145W	1.134	NaN
YNL146W	1.399	NaN
YNL147W	0.994	NaN
YNL153C	0.819	NaN
YNL154C	0.646	NaN
YNL155W	0.774	NaN
YNL156C	0.677	NaN
YNL157W	0.637	NaN
YNL159C	0.774	NaN
YNL162W	0.715	NaN
YNL164C	0.879	NaN
YNL165W	0.781	NaN
YNL166C	0.618	NaN
YNL167C	0.990	NaN
YNL168C	1.143	NaN
YNL171C	0.835	NaN
YNL173C	0.930	NaN
YNL175C	0.753	NaN
YNL176C	1.175	NaN
YNL179C	0.832	NaN
YNL180C	0.412	NaN
YNL183C	1.261	NaN
YNL187W	0.711	NaN
YNL190W	0.921	NaN
YNL191W	1.001	NaN
YNL192W	0.779	NaN
YNL193W	0.744	NaN
YNL194C	1.012	NaN
YNL195C	0.688	NaN
YNL196C	0.793	NaN
YNL198C	0.786	NaN
YNL199C	2.039	NaN
YNL200C	0.853	NaN
YNL201C	1.200	NaN
YNL202W	0.901	NaN
YNL203C	0.955	NaN
YNL204C	0.695	NaN
YNL205C	0.844	NaN
YNL206C	1.078	NaN
YNL208W	1.027	NaN
YNL211C	0.736	NaN
YNL212W	0.810	NaN
YNL214W	0.820	NaN
YNL215W	0.674	NaN
YNL217W	0.744	NaN
YNL218W	1.181	NaN
YNL219C	1.021	NaN
YNL223W	1.243	NaN
YNL224C	0.742	NaN
YNL226W	NaN	-3.000
YNL227C	0.991	NaN
YNL228W	1.162	NaN
YNL229C	1.280	NaN
YNL230C	2.068	NaN
YNL231C	1.817	NaN
YNL233W	0.810	NaN
YNL234W	1.086	NaN
YNL235C	0.528	NaN
YNL236W	0.485	-2.000
YNL237W	1.031	NaN
YNL238W	1.154	-3.000
YNL239W	1.358	NaN
YNL241C	1.394	NaN
YNL242W	0.822	NaN
YNL246W	0.968	NaN
YNL249C	1.210	-3.000
YNL253W	1.085	NaN
YNL254C	0.953	NaN
YNL255C	0.891	NaN
YNL257C	0.911	NaN
YNL259C	0.901	NaN
YNL266W	0.771	NaN
YNL268W	1.084	NaN
YNL270C	1.259	NaN
YNL271C	0.938	NaN
YNL274C	1.201	NaN
YNL275W	0.735	NaN
YNL277W	0.671	NaN
YNL278W	0.631	NaN
YNL279W	0.675	NaN
YNL280C	0.690	NaN
YNL281W	0.613	NaN
YNL283C	0.760	NaN
YNL284C	0.746	NaN
YNL285W	0.894	NaN
YNL286W	0.778	NaN
YNL288W	0.960	NaN
YNL291C	0.552	NaN
YNL292W	0.875	NaN
YNL293W	1.059	NaN
YNL294C	NaN	-1.000
YNL295W	0.968	NaN
YNL296W	0.879	NaN
YNL297C	0.767	NaN
YNL298W	0.549	NaN
YNL299W	0.898	NaN
YNL300W	0.690	NaN
YNL301C	0.954	NaN
YNL302C	1.487	NaN
YNL303W	0.855	NaN
YNL304W	1.083	NaN
YNL305C	0.663	NaN
YNL307C	1.169	NaN
YNL309W	1.017	NaN
YNL311C	0.960	NaN
YNL314W	1.085	NaN
YNL316C	0.698	NaN
YNL318C	0.883	NaN
YNL319W	0.705	NaN
YNL320W	1.051	NaN
YNL321W	1.083	NaN
YNL322C	0.428	NaN
YNL323W	0.926	NaN
YNL324W	0.929	NaN
YNL325C	1.423	NaN
YNL326C	0.694	NaN
YNL327W	0.867	NaN
YNL328C	1.000	NaN
YNL329C	0.646	NaN
YNL330C	0.945	NaN
YNL332W	1.265	NaN
YNL333W	0.864	NaN
YNL334C	0.983	NaN
YNL335W	0.793	NaN
YNL336W	0.924	NaN
YNL338W	1.239	NaN
YNL339C	1.149	NaN
YNR001C	1.220	NaN
YNR002C	1.987	-3.000
YNR004W	1.046	NaN
YNR005C	1.076	NaN
YNR007C	0.839	NaN
YNR008W	1.219	NaN
YNR009W	0.833	NaN
YNR010W	0.877	NaN
YNR012W	1.306	NaN
YNR013C	1.030	NaN
YNR014W	1.115	NaN
YNR015W	1.335	NaN
YNR018W	1.252	NaN
YNR019W	0.837	NaN
YNR021W	1.075	NaN
YNR022C	1.023	NaN
YNR024W	0.903	NaN
YNR025C	0.795	NaN
YNR027W	1.026	NaN
YNR028W	1.263	NaN
YNR029C	0.997	NaN
YNR030W	1.051	NaN
YNR031C	0.894	NaN
YNR032C-A	0.808	NaN
YNR032W	0.815	NaN
YNR033W	1.013	NaN
YNR034W	0.982	NaN
YNR039C	0.990	NaN
YNR040W	0.650	NaN
YNR042W	1.128	NaN
YNR044W	0.797	NaN
YNR045W	0.957	NaN
YNR047W	0.856	NaN
YNR048W	1.023	NaN
YNR049C	1.153	NaN
YNR051C	1.145	NaN
YNR055C	0.989	NaN
YNR056C	0.993	NaN
YNR057C	0.786	NaN
YNR058W	0.810	NaN
YNR059W	1.019	NaN
YNR060W	0.863	NaN
YNR061C	1.003	-1.000
YNR062C	1.396	NaN
YNR063W	1.099	NaN
YNR064C	1.060	NaN
YNR065C	1.164	NaN
YNR066C	0.973	NaN
YNR067C	0.828	NaN
YNR069C	0.857	NaN
YNR071C	0.779	NaN
YNR072W	0.958	NaN
YNR073C	0.923	NaN
YNR074C	1.230	NaN
YNR075W	0.882	NaN
YOL001W	0.347	NaN
YOL002C	1.208	NaN
YOL003C	1.196	NaN
YOL006C	0.783	NaN
YOL007C	1.087	NaN
YOL008W	0.926	NaN
YOL009C	1.032	NaN
YOL011W	1.002	NaN
YOL012C	0.665	NaN
YOL013C	0.914	NaN
YOL013W-B	1.737	NaN
YOL014W	1.040	NaN
YOL015W	0.992	NaN
YOL016C	0.878	NaN
YOL017W	0.998	NaN
YOL018C	1.409	NaN
YOL019W	1.203	NaN
YOL020W	1.074	NaN
YOL024W	0.814	NaN
YOL025W	0.838	NaN
YOL027C	1.181	NaN
YOL028C	1.873	NaN
YOL029C	0.861	NaN
YOL030W	1.311	NaN
YOL031C	1.177	NaN
YOL032W	1.124	NaN
YOL035C	1.031	NaN
YOL036W	1.170	NaN
YOL039W	1.152	NaN
YOL041C	0.912	NaN
YOL042W	1.666	NaN
YOL043C	1.525	NaN
YOL044W	0.757	-1.000
YOL045W	0.862	NaN
YOL046C	1.104	NaN
YOL047C	0.862	NaN
YOL048C	0.969	NaN
YOL049W	0.810	-1.000
YOL050C	0.495	NaN
YOL052C	0.804	NaN
YOL052C-A	0.929	-1.000
YOL053W	1.013	NaN
YOL054W	1.027	NaN
YOL055C	1.025	NaN
YOL056W	0.862	NaN
YOL057W	1.014	NaN
YOL059W	0.962	NaN
YOL060C	0.924	NaN
YOL061W	0.917	NaN
YOL062C	0.906	-3.000
YOL063C	0.984	NaN
YOL064C	1.212	NaN
YOL065C	0.858	NaN
YOL068C	1.110	-3.000
YOL070C	1.280	NaN
YOL071W	1.137	NaN
YOL073C	1.077	NaN
YOL075C	0.792	NaN
YOL079W	0.859	NaN
YOL080C	0.856	NaN
YOL082W	0.995	NaN
YOL083W	0.923	NaN
YOL084W	1.176	NaN
YOL085C	1.110	NaN
YOL086C	1.473	NaN
YOL087C	1.168	NaN
YOL088C	0.976	NaN
YOL089C	0.967	NaN
YOL090W	1.824	NaN
YOL091W	0.887	NaN
YOL092W	1.013	NaN
YOL093W	1.020	NaN
YOL098C	1.280	NaN
YOL099C	0.815	NaN
YOL101C	1.034	NaN
YOL103W	1.155	NaN
YOL104C	1.351	NaN
YOL105C	0.990	NaN
YOL106W	0.987	NaN
YOL107W	0.850	NaN
YOL108C	0.729	-3.000
YOL109W	0.892	NaN
YOL110W	0.915	NaN
YOL111C	0.827	NaN
YOL112W	1.030	NaN
YOL113W	1.269	NaN
YOL114C	0.840	NaN
YOL116W	0.961	NaN
YOL117W	0.836	NaN
YOL118C	0.813	NaN
YOL119C	1.743	NaN
YOL122C	1.456	NaN
YOL124C	2.012	NaN
YOL126C	0.814	NaN
YOL128C	0.905	NaN
YOL129W	1.247	NaN
YOL131W	1.033	NaN
YOL132W	1.070	NaN
YOL136C	1.294	NaN
YOL137W	1.009	NaN
YOL138C	1.062	NaN
YOL141W	1.966	NaN
YOL147C	1.775	NaN
YOL150C	1.557	NaN
YOL151W	1.979	NaN
YOL152W	1.636	NaN
YOL153C	1.327	NaN
YOL155C	1.115	-1.000
YOL158C	0.814	NaN
YOL160W	0.858	NaN
YOL162W	0.859	-3.000
YOL163W	0.988	NaN
YOR001W	0.904	NaN
YOR002W	0.825	NaN
YOR003W	0.884	NaN
YOR005C	0.696	NaN
YOR006C	0.855	NaN
YOR007C	0.683	NaN
YOR008C	0.617	NaN
YOR008C-A	0.694	NaN
YOR009W	0.708	NaN
YOR010C	0.649	NaN
YOR011W	0.671	NaN
YOR012W	0.632	NaN
YOR013W	0.824	NaN
YOR015W	0.855	NaN
YOR016C	0.657	NaN
YOR017W	1.051	NaN
YOR018W	1.239	NaN
YOR019W	0.842	NaN
YOR021C	1.599	NaN
YOR022C	1.047	NaN
YOR023C	0.960	NaN
YOR024W	1.029	NaN
YOR025W	0.627	NaN
YOR027W	1.432	NaN
YOR028C	0.890	NaN
YOR029W	1.062	NaN
YOR031W	0.777	NaN
YOR032C	0.685	NaN
YOR033C	1.344	NaN
YOR034C	0.958	NaN
YOR037W	0.496	NaN
YOR038C	1.181	NaN
YOR039W	0.940	NaN
YOR040W	1.557	NaN
YOR041C	1.146	NaN
YOR042W	0.859	NaN
YOR043W	1.455	NaN
YOR044W	1.132	NaN
YOR045W	0.870	NaN
YOR047C	0.903	NaN
YOR049C	1.048	NaN
YOR050C	0.929	NaN
YOR051C	1.087	NaN
YOR052C	0.737	NaN
YOR053W	0.896	NaN
YOR054C	0.887	NaN
YOR055W	1.423	NaN
YOR058C	1.063	NaN
YOR059C	1.301	NaN
YOR061W	1.064	NaN
YOR064C	1.141	NaN
YOR066W	0.975	NaN
YOR067C	1.034	NaN
YOR068C	0.438	NaN
YOR069W	0.291	-1.000
YOR070C	0.956	NaN
YOR071C	0.953	NaN
YOR072W	1.114	NaN
YOR076C	1.093	NaN
YOR078W	1.031	NaN
YOR079C	1.033	NaN
YOR080W	0.907	NaN
YOR081C	1.300	NaN
YOR082C	1.612	NaN
YOR083W	1.115	NaN
YOR084W	0.897	NaN
YOR085W	1.144	NaN
YOR086C	0.886	NaN
YOR087W	1.051	NaN
YOR089C	0.736	NaN
YOR090C	0.916	NaN
YOR091W	0.870	NaN
YOR092W	1.628	NaN
YOR093C	0.805	NaN
YOR094W	1.395	NaN
YOR097C	0.902	NaN
YOR099W	1.181	NaN
YOR100C	0.493	NaN
YOR101W	0.640	NaN
YOR104W	0.771	NaN
YOR105W	0.719	NaN
YOR106W	0.461	NaN
YOR107W	0.928	NaN
YOR108W	0.639	NaN
YOR109W	0.562	NaN
YOR111W	0.873	NaN
YOR112W	0.585	NaN
YOR113W	0.714	NaN
YOR114W	0.786	NaN
YOR115C	0.798	NaN
YOR118W	0.766	NaN
YOR120W	0.798	NaN
YOR121C	1.008	NaN
YOR123C	0.877	NaN
YOR124C	0.926	NaN
YOR126C	0.943	NaN
YOR127W	0.838	NaN
YOR128C	0.672	NaN
YOR129C	0.998	NaN
YOR131C	0.969	NaN
YOR132W	0.772	NaN
YOR133W	1.106	NaN
YOR134W	0.854	NaN
YOR135C	0.851	NaN
YOR136W	0.846	NaN
YOR137C	1.047	NaN
YOR138C	0.746	NaN
YOR139C	0.847	NaN
YOR140W	1.054	NaN
YOR142W	1.112	NaN
YOR144C	0.789	NaN
YOR152C	0.929	NaN
YOR153W	0.671	NaN
YOR154W	0.834	NaN
YOR155C	0.692	NaN
YOR156C	0.852	NaN
YOR158W	0.914	NaN
YOR161C	0.769	NaN
YOR162C	0.873	NaN
YOR163W	1.020	NaN
YOR164C	0.948	NaN
YOR165W	1.079	NaN
YOR166C	0.864	NaN
YOR167C	1.058	NaN
YOR170W	0.994	NaN
YOR171C	0.893	NaN
YOR172W	1.189	NaN
YOR173W	1.148	NaN
YOR175C	1.009	NaN
YOR177C	1.051	NaN
YOR178C	1.144	NaN
YOR179C	0.768	NaN
YOR180C	0.597	NaN
YOR182C	0.798	NaN
YOR183W	0.813	NaN
YOR184W	0.953	NaN
YOR185C	1.140	NaN
YOR186W	0.854	NaN
YOR188W	0.972	NaN
YOR189W	0.930	NaN
YOR190W	2.170	NaN
YOR191W	1.240	NaN
YOR192C	1.067	NaN
YOR193W	1.083	NaN
YOR195W	0.895	NaN
YOR197W	1.201	NaN
YOR202W	1.027	NaN
YOR208W	0.890	NaN
YOR209C	1.044	NaN
YOR213C	0.742	NaN
YOR214C	0.335	NaN
YOR215C	0.843	NaN
YOR216C	1.837	NaN
YOR219C	0.889	NaN
YOR220W	0.610	NaN
YOR221C	0.758	NaN
YOR222W	0.857	NaN
YOR223W	0.907	NaN
YOR225W	1.127	NaN
YOR226C	0.982	NaN
YOR227W	0.915	NaN
YOR228C	0.904	NaN
YOR229W	1.016	NaN
YOR230W	0.995	NaN
YOR231W	1.140	NaN
YOR233W	1.255	NaN
YOR234C	1.136	NaN
YOR235W	1.080	NaN
YOR237W	0.764	NaN
YOR238W	0.945	NaN
YOR239W	0.749	NaN
YOR242C	0.782	NaN
YOR243C	0.911	NaN
YOR246C	0.749	NaN
YOR247W	0.916	NaN
YOR248W	0.618	NaN
YOR251C	0.931	NaN
YOR252W	1.131	NaN
YOR253W	1.048	NaN
YOR255W	0.748	NaN
YOR258W	NaN	-3.000
YOR263C	0.818	NaN
YOR264W	0.524	NaN
YOR265W	0.957	NaN
YOR266W	0.703	NaN
YOR267C	1.009	NaN
YOR268C	1.031	NaN
YOR269W	1.098	NaN
YOR270C	1.318	NaN
YOR271C	1.284	NaN
YOR273C	0.805	NaN
YOR274W	0.862	NaN
YOR275C	0.062	-2.000
YOR276W	0.816	NaN
YOR277C	1.006	NaN
YOR279C	0.831	NaN
YOR280C	1.050	NaN
YOR283W	1.016	NaN
YOR284W	0.941	NaN
YOR285W	1.155	NaN
YOR286W	1.393	NaN
YOR288C	1.044	NaN
YOR289W	0.970	NaN
YOR291W	0.998	NaN
YOR292C	0.750	NaN
YOR293W	0.664	NaN
YOR295W	NaN	-1.000
YOR296W	0.978	NaN
YOR297C	0.939	NaN
YOR298C-A	0.966	NaN
YOR298W	0.905	NaN
YOR299W	1.380	NaN
YOR300W	0.928	NaN
YOR301W	0.869	NaN
YOR304C-A	0.765	NaN
YOR304W	0.861	NaN
YOR306C	1.121	NaN
YOR307C	1.188	NaN
YOR308C	1.165	NaN
YOR309C	0.787	NaN
YOR311C	0.937	NaN
YOR312C	0.855	NaN
YOR313C	0.560	NaN
YOR314W	1.115	-2.000
YOR315W	0.470	NaN
YOR316C	0.562	NaN
YOR317W	1.116	NaN
YOR318C	1.181	-3.000
YOR320C	1.222	NaN
YOR321W	0.805	NaN
YOR322C	0.933	-2.000
YOR324C	1.261	NaN
YOR325W	1.525	NaN
YOR327C	1.030	NaN
YOR328W	1.123	NaN
YOR333C	1.341	NaN
YOR334W	0.741	NaN
YOR337W	1.064	NaN
YOR338W	0.985	NaN
YOR339C	0.947	NaN
YOR342C	0.858	NaN
YOR343C	1.054	NaN
YOR344C	0.938	NaN
YOR345C	1.043	NaN
YOR346W	1.121	NaN
YOR347C	1.297	NaN
YOR348C	1.030	NaN
YOR349W	0.756	NaN
YOR351C	0.961	NaN
YOR352W	0.843	NaN
YOR354C	0.671	NaN
YOR355W	0.595	NaN
YOR356W	0.597	NaN
YOR357C	0.708	NaN
YOR358W	0.179	NaN
YOR359W	0.733	NaN
YOR360C	1.050	NaN
YOR363C	0.857	NaN
YOR364W	0.753	NaN
YOR365C	0.760	NaN
YOR366W	1.260	NaN
YOR367W	0.948	NaN
YOR368W	0.577	NaN
YOR371C	1.121	NaN
YOR374W	0.398	NaN
YOR375C	0.534	NaN
YOR376W	0.836	NaN
YOR377W	0.957	NaN
YOR378W	0.884	NaN
YOR379C	0.889	NaN
YOR380W	1.250	NaN
YOR381W	1.076	NaN
YOR382W	1.079	NaN
YOR383C	0.839	NaN
YOR384W	0.729	NaN
YOR385W	0.580	NaN
YOR386W	1.208	NaN
YPL001W	0.846	NaN
YPL003W	0.803	NaN
YPL004C	0.767	NaN
YPL008W	1.396	NaN
YPL009C	1.117	NaN
YPL014W	0.808	NaN
YPL015C	1.002	NaN
YPL017C	0.869	NaN
YPL018W	1.014	NaN
YPL019C	1.213	NaN
YPL021W	0.872	NaN
YPL022W	0.969	NaN
YPL023C	0.835	NaN
YPL024W	1.042	NaN
YPL025C	0.885	NaN
YPL026C	0.872	-1.000
YPL027W	0.837	NaN
YPL030W	1.184	NaN
YPL032C	1.223	NaN
YPL033C	1.256	NaN
YPL034W	0.791	NaN
YPL035C	0.885	NaN
YPL036W	0.769	NaN
YPL037C	0.733	NaN
YPL038W	0.716	NaN
YPL039W	0.913	NaN
YPL041C	1.017	NaN
YPL046C	1.410	NaN
YPL047W	0.950	NaN
YPL048W	1.001	NaN
YPL051W	0.536	NaN
YPL052W	0.502	NaN
YPL053C	0.781	NaN
YPL054W	0.987	NaN
YPL055C	0.127	-1.000
YPL056C	0.720	NaN
YPL058C	0.982	NaN
YPL060W	0.869	NaN
YPL061W	0.654	NaN
YPL062W	0.700	NaN
YPL065W	NaN	-3.000
YPL066W	0.676	NaN
YPL067C	0.646	NaN
YPL070W	0.754	NaN
YPL071C	0.736	NaN
YPL072W	1.126	NaN
YPL073C	0.694	NaN
YPL074W	0.703	NaN
YPL079W	0.761	NaN
YPL080C	0.679	NaN
YPL081W	1.147	NaN
YPL086C	0.707	NaN
YPL087W	0.547	NaN
YPL088W	1.088	NaN
YPL089C	0.915	NaN
YPL090C	1.486	NaN
YPL091W	1.358	NaN
YPL092W	1.270	NaN
YPL095C	1.189	NaN
YPL096W	0.752	NaN
YPL098C	0.750	NaN
YPL099C	1.264	NaN
YPL100W	1.056	NaN
YPL101W	0.547	NaN
YPL102C	0.797	NaN
YPL103C	0.669	NaN
YPL105C	1.344	NaN
YPL106C	0.561	NaN
YPL107W	1.540	NaN
YPL108W	1.120	NaN
YPL109C	1.248	NaN
YPL110C	0.940	NaN
YPL111W	0.532	NaN
YPL112C	0.787	NaN
YPL113C	0.637	NaN
YPL114W	0.518	NaN
YPL115C	0.599	NaN
YPL116W	1.010	NaN
YPL119C	0.967	NaN
YPL120W	1.111	NaN
YPL121C	0.856	NaN
YPL123C	0.756	NaN
YPL125W	0.925	NaN
YPL127C	1.083	NaN
YPL130W	1.049	NaN
YPL133C	1.068	NaN
YPL134C	1.117	NaN
YPL135W	0.847	NaN
YPL136W	0.786	NaN
YPL137C	0.715	NaN
YPL138C	0.963	NaN
YPL139C	1.726	NaN
YPL140C	1.044	NaN
YPL141C	0.971	NaN
YPL144W	0.812	NaN
YPL145C	0.931	NaN
YPL147W	1.052	NaN
YPL149W	0.916	NaN
YPL150W	1.019	NaN
YPL152W	2.062	NaN
YPL154C	0.948	NaN
YPL155C	0.877	NaN
YPL156C	1.124	NaN
YPL157W	0.824	NaN
YPL158C	0.839	NaN
YPL159C	1.121	NaN
YPL161C	1.232	NaN
YPL162C	0.549	NaN
YPL163C	0.712	NaN
YPL164C	0.574	NaN
YPL165C	0.614	NaN
YPL167C	1.178	NaN
YPL168W	0.881	NaN
YPL170W	0.954	NaN
YPL171C	0.742	NaN
YPL174C	0.580	NaN
YPL176C	0.662	NaN
