ORF	hap a | growth (relative abundance in pooled culture) | MMS + time [10 generations] (methyl methanesulfonate [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | BCNU + time [10 generation] (carmustine [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | DMSO + time [10 generations] (dimethyl sulfoxide [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | ENU + time [10 generations] (N-ethyl-N-nitrosourea [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | MC + time [10 generations] (methyl carbamate [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | Menadione + time [10 generations (menadione [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | HQ + time [10 generation] (hydroquinone [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | MNU + time [10 generations] (N-methyl-N-nitrosourea [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | MMS + time [20 generations] (methyl methanesulfonate [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | BCNU + time [20 generation] (carmustine [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | DMSO + time [20 generations] (dimethyl sulfoxide [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | ENU + time [20 generations] (N-ethyl-N-nitrosourea [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | MC + time [20 generations] (methyl carbamate [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | Menadione + time [20 generations] (menadione [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | HQ + time [20 generation] (hydroquinone [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | MNU + time [20 generations] (N-methyl-N-nitrosourea [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013
YDR286C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR287W	-0.022	0.000	-0.250	-0.002	-0.023	-0.081	0.000	0.000	0.000	-0.091	-0.453	0.000	0.000	0.000	0.000	-0.091
YDR290W	-0.111	-0.007	-1.204	0.000	-0.005	-0.027	-1.050	0.000	0.000	0.000	-1.951	-0.294	-1.335	-0.121	-0.785	0.000
YDR291W	-0.598	-0.292	-0.748	-0.199	0.000	-0.151	0.000	0.000	-0.349	-0.332	-0.450	-0.188	0.000	-0.061	-0.065	0.000
YDR294C	-0.006	-0.163	-0.411	0.000	-0.153	-0.170	-0.842	0.000	0.000	-0.039	-0.735	-0.115	-0.688	-0.141	-1.718	0.000
YDR297W	0.000	-0.815	0.000	0.000	0.000	-0.346	-0.022	0.000	0.000	0.000	-0.869	-0.249	-0.668	-0.204	-0.972	-0.148
YDR304C	-0.102	-0.060	-0.066	0.000	0.000	0.000	-0.016	-0.054	-0.048	-0.124	-0.191	-0.022	0.000	0.000	0.000	-0.287
YDR305C	-0.093	0.000	-0.117	-0.005	-0.207	0.000	0.000	-0.031	-0.009	-0.098	-0.111	0.000	0.000	0.000	0.000	0.000
YDR306C	-0.093	0.000	-0.219	-0.008	-0.005	-0.035	-0.008	-0.022	-0.158	0.000	-0.124	-0.000	0.000	-0.181	-0.064	0.000
YDR307W	-0.504	-0.030	-0.535	-0.346	-0.045	-0.250	-0.096	0.000	-0.753	-0.221	-0.269	-0.111	-0.164	-0.238	-0.148	0.000
YDR309C	0.000	-0.070	0.000	-0.053	-0.057	-0.265	-0.007	0.000	0.000	-0.100	0.000	-0.030	0.000	0.000	0.000	-0.089
YDR310C	-0.027	-0.391	0.000	-0.011	0.000	-0.312	-1.991	-0.024	-0.032	-0.667	0.000	-0.346	0.000	-0.973	-2.649	-0.043
YDR312W	-0.056	0.000	-0.032	0.000	-0.002	-0.673	-1.891	-0.201	-0.520	-0.146	-0.271	0.000	0.000	-0.421	-1.051	0.000
YDR313C	0.000	-0.293	-0.397	0.000	0.000	0.000	-0.010	0.000	-0.011	0.000	-0.543	-0.155	-0.023	-0.039	-0.017	-0.026
YDR314C	-0.823	-1.482	-2.708	0.000	-2.692	-4.906	-5.598	-1.127	-0.164	-0.095	-3.407	-0.113	-4.605	-4.033	-3.686	-0.701
YDR316W	0.000	0.000	0.000	-0.102	0.000	-0.084	0.000	-0.162	0.000	-0.037	-0.171	-0.356	0.000	0.000	0.000	-0.173
YDR317W	0.000	-0.145	-0.086	-0.065	0.000	0.000	-0.042	-0.055	-0.059	-0.312	-0.136	-0.120	0.000	-0.023	0.000	-0.041
YDR318W	-0.021	-0.174	0.000	-0.010	-0.482	-0.245	-0.596	-0.105	-0.278	0.000	-0.026	-0.126	0.000	-0.075	-1.051	-0.438
YDR319C	0.000	-0.148	-0.230	-0.030	-0.109	-0.139	-0.146	-0.080	0.000	-0.042	-0.294	-0.158	-0.028	0.000	0.000	-0.074
YDR320C	0.000	0.000	-2.344	0.000	-2.546	-1.092	-4.108	0.000	0.000	-0.005	-3.608	-0.126	-7.376	-0.888	-4.729	0.000
YDR321W	0.000	0.000	-0.091	0.000	-0.220	-0.549	-0.351	-0.181	0.000	-0.018	-0.017	0.000	-0.016	-0.481	-0.815	-0.159
YDR322W	0.000	-0.379	-2.554	-0.462	-0.436	0.000	-2.982	0.000	0.000	-0.541	-1.254	-0.433	-0.706	0.000	-2.510	0.000
YDR326C	-0.394	0.000	0.000	-0.037	-0.157	-1.469	0.000	-0.056	-0.809	-0.410	0.000	0.000	-0.306	-0.965	0.000	0.000
YDR329C	-1.323	-0.705	-1.937	-0.132	-0.056	0.000	0.000	0.000	-2.767	-2.478	-1.082	-0.326	-2.351	0.000	0.000	-0.011
YDR330W	0.000	-0.194	-0.542	-0.172	-0.084	-0.311	-0.368	-0.149	0.000	-0.631	-1.240	-0.072	-0.521	-0.050	-0.878	-0.205
YDR332W	0.000	0.000	0.000	-0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.102	0.000	0.000	0.000	0.000
YDR333C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.135	-0.025	0.000
YDR334W	-0.941	-0.990	-2.454	0.000	-1.434	-1.370	-1.461	0.000	-2.270	-0.966	-2.645	0.000	-3.879	-1.571	-1.776	0.000
YDR337W	0.000	-0.078	-0.095	-0.051	-0.122	-0.116	-0.101	-0.050	0.000	-0.052	-0.052	-0.001	-0.127	-0.119	0.000	-0.025
YDR338C	-0.028	-0.082	-0.228	0.000	-0.101	-2.406	-4.026	-0.389	0.000	0.000	-0.893	-0.027	-0.288	-1.768	-3.620	0.000
YDR340W	0.000	0.000	-0.447	0.000	0.000	0.000	0.000	-0.134	0.000	0.000	-0.478	0.000	-0.002	0.000	0.000	-0.066
YDR344C	0.000	-0.141	-0.081	-0.006	-0.069	-0.260	0.000	0.000	-0.150	-0.050	-0.013	0.000	-0.148	0.000	0.000	-0.030
YDR346C	0.000	-0.307	0.000	-0.132	-0.009	-0.176	0.000	0.000	0.000	0.000	-0.072	-0.012	0.000	0.000	-0.012	0.000
YDR347W	0.000	0.000	0.000	-0.844	0.000	0.000	0.000	0.000	0.000	-0.715	0.000	-0.890	0.000	0.000	0.000	0.000
YDR348C	-0.356	0.000	0.000	-0.066	-0.686	0.000	-0.004	-0.369	-0.181	-0.208	0.000	0.000	-1.077	0.000	0.000	-0.432
YDR349C	0.000	0.000	0.000	0.000	0.000	-0.078	0.000	-0.246	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.219
YDR351W	-0.039	0.000	-0.669	0.000	-0.013	-0.081	0.000	-0.189	-0.034	0.000	-1.168	0.000	-0.077	0.000	0.000	-0.093
YDR352W	-0.121	0.000	-0.380	-0.193	-0.031	-0.132	-0.022	-0.014	-0.168	-0.097	-0.557	-0.005	-0.075	-0.010	0.000	-0.161
YDR354W	0.000	0.000	0.000	0.000	0.000	-4.615	-1.079	0.000	0.000	0.000	0.000	0.000	0.000	-3.465	-1.541	-0.071
YDR360W	-0.467	0.000	-0.138	-0.003	-0.052	-0.052	-0.068	-0.774	0.000	-0.161	0.000	-0.044	-0.010	-0.387	-0.143	-0.622
YDR363W-A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.025	0.000	0.000	0.000	-0.051	0.000	0.000	0.000
YDR368W	-0.085	-1.147	-0.782	-0.012	-0.029	-0.029	0.000	0.000	-0.490	0.000	-0.049	0.000	-0.226	-0.002	0.000	-0.167
YDR370C	0.000	-1.186	-0.258	-0.067	-0.135	0.000	-0.213	-0.253	0.000	-0.161	-0.028	0.000	-0.005	-0.005	0.000	-0.128
YDR371W	0.000	-0.051	-0.012	-0.111	0.000	0.000	-0.134	-0.263	-0.026	-0.043	-0.160	0.000	0.000	0.000	0.000	-0.241
YDR372C	0.000	0.000	0.000	0.000	-0.088	-0.414	-0.146	-0.490	0.000	0.000	0.000	0.000	-0.387	-0.370	-0.552	-1.023
YDR374C	-0.132	0.000	-0.068	-0.027	0.000	-0.112	0.000	-0.066	-0.093	0.000	-0.247	-0.011	0.000	0.000	0.000	-0.174
YDR375C	0.000	-0.319	-0.004	-0.038	-0.188	0.000	0.000	0.000	0.000	-0.834	0.000	-0.012	-0.261	0.000	0.000	0.000
YDR377W	-0.202	-0.788	0.000	-0.001	0.000	-0.154	0.000	-0.275	0.000	-0.114	0.000	0.000	0.000	-0.143	0.000	0.000
YDR378C	-0.296	0.000	-0.160	0.000	-0.476	-0.169	-0.841	-0.173	-0.173	0.000	-0.000	0.000	-0.235	-0.204	-0.051	-0.060
YDR379W	0.000	-0.224	-0.465	-0.052	0.000	-0.009	-0.422	0.000	0.000	-0.082	-0.412	-0.162	0.000	-0.017	-0.017	-0.004
YDR380W	0.000	-0.894	-0.709	-0.042	0.000	0.000	0.000	0.000	-0.008	-0.157	-0.325	0.000	-0.088	0.000	0.000	0.000
YDR382W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.025	-0.000	-0.121	-0.042
YDR383C	-0.077	-0.028	-0.421	-0.156	-0.064	-0.235	-0.369	-0.291	-0.309	0.000	-0.356	-0.011	0.000	0.000	-0.022	-0.391
YDR384C	0.000	-0.063	0.000	0.000	-0.019	-0.036	-0.078	-0.101	-0.011	-0.290	-0.297	-0.204	-0.329	-0.039	0.000	0.000
YDR385W	0.000	-0.708	0.000	0.000	-0.492	-2.045	-2.259	0.000	0.000	-0.572	0.000	-0.173	-0.451	-1.523	-1.503	0.000
YDR386W	-7.617	-1.877	-1.622	-3.526	-0.106	-0.125	-0.423	-4.321	-5.237	-1.361	-1.627	-3.051	-0.502	-0.350	-0.262	-3.444
YDR387C	-0.064	-0.058	-0.123	-0.493	-0.249	-0.595	-0.719	-0.083	-0.024	0.000	-0.061	-0.376	-0.096	-0.382	-0.363	-0.232
YDR391C	0.000	0.000	0.000	0.000	0.000	-0.281	-0.562	-0.256	0.000	0.000	-0.049	0.000	0.000	-0.141	-0.666	-0.487
YDR392W	0.000	-0.178	-0.724	-0.262	-0.076	-0.893	-2.150	-1.644	0.000	0.000	-0.442	-0.186	0.000	-0.872	-1.371	-0.777
YDR395W	0.000	0.000	0.000	0.000	-0.567	0.000	-0.867	-0.970	0.000	0.000	0.000	-0.133	-1.311	0.000	-0.175	-1.004
YDR399W	0.000	-0.219	0.000	-0.060	0.000	0.000	-0.164	0.000	0.000	-0.126	0.000	-0.051	0.000	0.000	-0.144	0.000
YDR400W	-1.292	-0.511	-0.456	-0.196	0.000	-0.276	-0.171	0.000	-0.832	0.000	-1.014	-0.116	-0.216	-0.547	0.000	0.000
YDR401W	0.000	0.000	-0.351	-0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.256	-0.134
YDR402C	-0.059	0.000	0.000	0.000	-0.054	0.000	0.000	-0.015	0.000	0.000	0.000	-0.039	0.000	0.000	0.000	0.000
YDR403W	0.000	0.000	-0.098	-0.072	-0.059	-0.121	-0.776	-0.769	-0.054	-0.053	-0.041	-0.132	0.000	-0.009	-0.026	-0.184
YDR406W	0.000	0.000	-0.137	-0.181	0.000	0.000	0.000	0.000	-0.002	0.000	-0.299	-0.119	0.000	-0.024	0.000	-0.035
YDR408C	0.000	0.000	-0.186	-0.068	0.000	-0.287	-0.927	-0.072	0.000	0.000	-0.346	-0.041	-0.358	-0.182	-1.653	-0.088
YDR409W	-0.477	0.000	-1.471	-0.592	-0.211	0.000	-0.204	-0.430	-0.040	-0.018	-1.219	-0.390	-0.004	0.000	0.000	-0.219
YDR410C	-0.140	0.000	0.000	0.000	-0.154	-0.232	-1.150	-1.055	-0.010	-0.156	0.000	0.000	0.000	-0.421	-0.071	-0.450
YDR411C	-0.137	-0.425	-0.011	0.000	-0.005	0.000	-0.017	0.000	-0.064	0.000	-0.064	0.000	0.000	-0.153	0.000	-0.231
YDR414C	0.000	-0.757	-0.135	-0.150	-0.146	0.000	-0.654	-0.896	-0.008	0.000	-0.348	-1.418	-1.528	0.000	-2.099	-0.872
YDR415C	-0.121	0.000	-0.044	-0.139	-0.056	-0.236	-1.153	-0.248	-0.023	-0.141	-0.363	0.000	-0.037	-0.080	-0.563	-0.497
YDR417C	0.000	-0.377	0.000	0.000	-0.264	-1.840	-4.288	-1.936	0.000	-0.630	0.000	-0.054	-2.651	-1.280	-2.392	-1.601
YDR418W	0.000	-1.084	-0.060	0.000	-0.699	-1.629	-3.473	-1.736	0.000	-0.229	-0.222	-0.014	-1.859	-1.074	-2.118	-1.753
YDR419W	-0.444	0.000	-0.178	-0.264	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.088	-0.128	0.000	0.000	0.000
YDR420W	-0.299	0.000	-0.084	-0.009	-0.073	0.000	0.000	0.000	0.000	0.000	-0.265	0.000	-0.008	-0.064	0.000	0.000
YDR421W	0.000	0.000	-0.295	-0.032	0.000	-0.029	-0.112	-0.128	0.000	-0.090	0.000	-0.024	0.000	0.000	0.000	-0.144
YDR422C	0.000	0.000	0.000	0.000	0.000	0.000	-0.184	-0.234	0.000	0.000	-0.161	0.000	0.000	0.000	0.000	-0.132
YDR423C	-0.606	0.000	-0.155	-0.506	-0.057	-0.581	-0.717	-0.444	-0.636	-0.152	-0.154	-0.041	0.000	-0.471	0.000	-0.121
YDR424C	-0.471	-0.728	-0.044	0.000	-0.185	-0.033	-0.587	0.000	-0.843	-0.351	-0.019	0.000	-0.284	-0.083	-0.579	0.000
YDR425W	-0.053	-0.271	-0.565	-0.582	-0.041	-0.441	-0.272	-0.108	0.000	-0.200	-0.730	-0.695	-0.262	-0.120	-0.040	0.000
YDR426C	0.000	0.000	-0.131	-0.127	0.000	-0.047	-0.023	-0.012	-0.846	0.000	0.000	-0.003	0.000	0.000	0.000	-0.082
YDR428C	0.000	-0.000	0.000	0.000	-0.001	-0.000	-0.129	0.000	0.000	0.000	0.000	0.000	-0.075	0.000	0.000	0.000
YDR430C	0.000	-0.537	-0.027	0.000	0.000	-0.016	0.000	-0.385	0.000	-0.012	0.000	0.000	0.000	0.000	0.000	-0.014
YDR431W	0.000	-0.364	-0.147	0.000	-0.382	-0.092	0.000	0.000	0.000	0.000	0.000	0.000	-0.957	0.000	0.000	0.000
YDR435C	-0.699	0.000	-0.939	-0.738	-0.231	-1.046	-1.835	-0.175	0.000	-0.075	-1.885	-0.913	-0.495	-1.046	-2.753	0.000
YDR436W	-0.050	0.000	-0.008	0.000	-0.021	-0.066	0.000	-0.123	0.000	0.000	-0.319	0.000	-0.284	-0.005	0.000	0.000
YDR438W	-0.225	0.000	-0.308	-0.026	-0.098	-0.146	-0.546	-0.062	-0.451	-0.047	-0.881	0.000	-0.051	-0.193	-0.647	0.000
YDR439W	-2.711	0.000	-4.196	-0.129	-3.026	-4.513	-3.588	-0.632	-2.270	0.000	-5.309	-0.251	-4.241	-3.434	-3.278	-0.766
YDR441C	0.000	0.000	-0.005	0.000	-0.208	0.000	0.000	0.000	0.000	0.000	-0.312	-0.134	-0.070	0.000	-0.072	0.000
YDR442W	-0.513	-0.314	-0.781	0.000	-0.816	0.000	0.000	0.000	-0.216	0.000	-0.495	0.000	-2.373	0.000	0.000	0.000
YDR443C	0.000	0.000	-1.250	-0.018	-0.968	0.000	0.000	-0.147	-1.386	0.000	-1.085	-0.001	-2.382	-0.046	-0.008	-0.238
YDR444W	-0.191	-0.008	0.000	0.000	0.000	0.000	-0.631	-0.072	-0.006	-0.241	0.000	0.000	0.000	0.000	-0.101	0.000
YDR446W	0.000	0.000	0.000	0.000	0.000	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR447C	0.000	0.000	-0.322	0.000	0.000	-0.144	-0.179	0.000	0.000	0.000	-0.500	-0.332	0.000	-0.223	-0.088	0.000
YDR450W	0.000	0.000	-0.050	-0.000	-0.002	0.000	-0.045	0.000	0.000	0.000	-0.103	0.000	0.000	0.000	0.000	-0.063
YDR451C	0.000	0.000	-0.084	-0.003	-0.366	-0.172	-0.123	-0.006	0.000	-0.176	-0.213	-0.089	-0.111	-0.242	0.000	-0.255
YDR452W	-0.041	0.000	-0.243	-0.097	-0.071	-0.070	-0.296	-0.022	-0.002	0.000	-0.127	-0.065	-0.016	0.000	-0.069	-0.038
YDR455C	-1.565	-0.950	-3.874	-1.208	-3.887	-4.057	-5.287	-1.678	0.000	-1.340	-3.074	-0.746	-2.992	-2.627	-3.263	-0.634
YDR457W	0.000	0.000	0.000	-0.095	-2.324	-1.487	-2.060	-0.819	0.000	0.000	0.000	-0.030	-2.192	-1.405	-5.435	-0.177
YDR458C	0.000	0.000	-0.096	-0.143	-0.292	-0.539	-0.494	0.000	0.000	0.000	-0.420	-0.110	0.000	-0.002	-0.128	-0.161
YDR459C	0.000	0.000	-3.280	-0.218	-0.184	-0.303	-1.210	0.000	0.000	0.000	-3.207	-0.118	-0.027	-0.313	-0.825	0.000
YDR461W	0.000	0.000	0.000	0.000	0.000	-0.283	0.000	0.000	0.000	0.000	0.000	0.000	-1.118	-0.016	-0.545	0.000
YDR462W	-0.362	-0.110	0.000	0.000	0.000	0.000	0.000	0.000	-1.138	0.000	-0.345	0.000	-0.152	-0.014	-0.296	0.000
YDR463W	0.000	-0.223	-0.772	0.000	-0.598	-0.341	-0.738	-0.058	-0.000	-0.017	-0.998	-0.443	-1.878	-0.116	-0.371	0.000
YDR466W	0.000	0.000	-0.253	0.000	0.000	0.000	-0.438	-0.028	0.000	-0.028	-0.072	0.000	-0.053	0.000	-0.087	0.000
YDR467C	0.000	0.000	-0.100	-0.001	-0.000	-0.000	0.000	0.000	-0.046	-0.001	-0.207	-0.254	0.000	0.000	0.000	-0.014
YDR470C	-0.084	-0.173	0.000	0.000	0.000	0.000	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR471W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.079	0.000	0.000	0.000	0.000
YDR474C	0.000	0.000	-0.201	-0.028	0.000	-0.229	-0.104	0.000	0.000	-0.238	0.000	0.000	0.000	-0.422	0.000	0.000
YDR475C	0.000	0.000	-0.081	0.000	-0.002	-0.221	-0.167	-0.204	0.000	-0.314	0.000	-0.083	0.000	-0.475	0.000	-0.061
YDR477W	-0.267	-1.374	-2.075	-0.090	-4.028	-1.080	-0.575	-1.164	-0.995	-1.190	-0.986	0.000	-5.812	-0.578	-0.226	-1.017
YDR479C	0.000	-0.003	-0.228	-0.030	0.000	0.000	-0.070	-0.041	0.000	0.000	0.000	-0.052	0.000	0.000	0.000	-0.026
YDR480W	-0.031	-0.048	0.000	0.000	-0.250	-0.042	-0.030	0.000	-0.267	-0.218	0.000	0.000	-0.082	-0.062	0.000	0.000
YDR481C	0.000	0.000	-0.024	-0.073	-0.170	-0.696	-1.386	-0.045	-0.000	-0.015	-0.449	-0.206	-0.233	-0.406	-1.016	-0.201
YDR482C	0.000	0.000	-0.561	-0.086	-0.114	-0.510	-0.796	-0.553	0.000	0.000	-0.803	-0.022	0.000	-0.200	-0.263	-0.329
YDR483W	0.000	-0.270	-0.032	-0.024	-0.470	-0.575	-0.368	-0.010	0.000	0.000	0.000	-0.055	-0.273	-0.158	-0.581	-0.020
YDR484W	-0.741	0.000	-1.899	0.000	-1.346	-1.139	-2.065	-0.107	0.000	-0.025	-2.542	-0.131	-3.751	-1.280	-1.305	-0.388
YDR485C	-0.823	-0.747	-1.934	0.000	-1.842	-1.074	-0.616	-0.106	-1.279	-0.645	-2.081	-0.094	-2.661	-0.644	-0.232	-0.150
YDR486C	0.000	0.000	-0.212	-0.050	-0.379	0.000	0.000	0.000	0.000	0.000	-0.403	-0.280	-0.369	-0.102	-0.143	-0.013
YDR488C	0.000	0.000	0.000	0.000	-0.786	-0.205	-0.200	-0.386	0.000	-0.127	-0.083	0.000	-0.722	-0.180	-0.081	-0.196
YDR491C	-0.181	-0.035	-0.234	-0.095	0.000	-0.148	0.000	-0.196	0.000	0.000	-0.538	-0.121	-0.176	0.000	0.000	-0.096
YDR492W	-0.048	0.000	-0.161	0.000	-0.265	-0.067	-0.095	-0.054	0.000	-0.150	-1.009	0.000	-0.686	-0.198	-0.023	0.000
YDR493W	0.000	-0.404	0.000	-0.095	-0.327	-0.600	-0.834	0.000	0.000	-0.559	0.000	-0.091	-0.601	-0.485	-0.572	0.000
YDR494W	-0.548	-0.147	-0.294	0.000	0.000	0.000	0.000	0.000	-0.613	-0.163	0.000	0.000	-0.081	0.000	0.000	0.000
YDR496C	0.000	-0.061	0.000	0.000	-0.340	-1.144	-1.839	-0.125	0.000	0.000	-0.694	-0.041	-0.464	-1.074	-1.963	-0.344
YDR497C	-0.541	-0.001	-1.184	-0.099	-0.905	-0.168	-0.749	-0.365	-0.069	-0.128	-2.180	-0.200	-1.465	-0.280	0.000	0.000
YDR500C	0.000	0.000	0.000	0.000	0.000	-0.307	-0.000	0.000	0.000	0.000	0.000	0.000	-0.156	-0.505	-0.625	0.000
YDR501W	-0.027	0.000	-0.020	0.000	0.000	-0.161	-0.149	-0.076	0.000	0.000	0.000	0.000	0.000	-0.103	0.000	0.000
YDR502C	-0.058	-0.748	-0.190	-0.133	-0.163	-0.137	-0.697	0.000	0.000	-0.000	-0.048	0.000	-0.451	-0.479	-0.224	0.000
YDR503C	-0.203	0.000	-0.345	-0.115	0.000	-0.117	-0.015	0.000	0.000	0.000	-0.377	-0.121	0.000	-0.055	-0.226	0.000
YDR504C	0.000	0.000	-0.656	0.000	-0.013	-0.051	-0.424	0.000	0.000	0.000	-0.810	-0.041	-0.022	-0.286	-0.309	0.000
YDR505C	-0.113	-0.039	-0.820	-0.119	-0.033	-0.239	0.000	-0.022	0.000	0.000	-1.172	-0.124	-0.136	-0.350	0.000	-0.044
YDR506C	0.000	-0.004	-0.102	-0.253	-0.004	-0.138	-0.194	-0.074	-0.115	-0.293	-0.063	-0.045	-0.164	-0.089	0.000	0.000
YDR509W	-0.050	-0.015	-0.097	-0.145	-0.258	-0.340	-0.246	-0.585	0.000	0.000	0.000	-0.012	0.000	-0.345	0.000	-0.181
YDR511W	0.000	-0.016	0.000	0.000	-0.116	-0.483	-0.135	0.000	0.000	-0.098	-0.211	-0.004	-0.287	-0.267	0.000	0.000
YDR512C	-0.675	-0.239	0.000	-0.022	-0.028	-0.376	-0.433	-0.452	-2.115	-2.075	0.000	0.000	-0.592	-1.128	-0.066	-0.285
YDR513W	-0.340	0.000	-0.126	-0.084	-0.152	-0.203	-0.212	-0.057	-0.167	-0.934	-0.138	0.000	-0.015	-0.391	-0.012	0.000
YDR514C	0.000	-0.050	-0.237	-0.183	-0.053	0.000	-0.392	-0.016	-0.334	0.000	-0.116	0.000	-0.098	-0.137	-0.439	0.000
YDR515W	-0.222	-0.001	-0.146	-0.028	-0.298	-0.612	-1.096	-0.146	-0.669	-0.446	-0.330	0.000	-0.425	-0.305	-0.281	-0.042
YDR516C	-0.041	0.000	-0.028	-0.105	-0.136	-0.190	-0.352	-0.433	0.000	0.000	-0.056	-0.218	0.000	-0.139	0.000	-0.092
YDR517W	-0.054	0.000	-0.303	-0.005	0.000	-0.078	-0.095	-0.122	-0.090	-0.004	-0.079	-0.131	-0.143	-0.100	-0.026	-0.051
YDR518W	0.000	-0.502	-0.329	-0.205	-0.006	0.000	0.000	0.000	0.000	-0.555	0.000	-0.176	0.000	0.000	0.000	0.000
YDR519W	-0.211	0.000	-0.149	-0.068	-0.177	-0.038	-0.019	-0.062	-0.034	0.000	-0.158	-0.057	0.000	-0.101	0.000	-0.029
YDR521W	0.000	0.000	0.000	0.000	-0.050	-0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR522C	-0.079	-0.159	0.000	-0.021	-0.158	-0.172	-0.080	-0.060	0.000	-0.194	0.000	0.000	0.000	-0.267	-0.086	-0.140
YDR523C	0.000	0.000	-0.485	-0.385	-0.089	0.000	0.000	0.000	0.000	-0.086	0.000	-0.341	0.000	0.000	0.000	0.000
YDR524C	0.000	0.000	-0.542	-0.259	-0.047	-0.120	0.000	0.000	0.000	0.000	-1.052	-0.393	-0.073	-0.046	0.000	0.000
YDR525W-A	0.000	0.000	-0.704	-0.046	-0.303	-0.278	0.000	0.000	-0.042	-0.037	-1.119	0.000	-0.334	-0.140	0.000	0.000
YDR528W	-0.161	-0.014	-0.312	-0.039	-0.419	-0.622	-0.603	-0.447	-0.268	-0.405	-0.080	-0.040	-0.125	-0.492	-0.054	-0.219
YDR529C	0.000	0.000	0.000	-0.604	-1.151	0.000	-0.061	-0.087	0.000	-1.583	0.000	-0.405	-1.181	0.000	-0.096	0.000
YDR530C	-0.021	0.000	0.000	-0.029	-0.022	-0.356	-0.444	-0.270	-0.260	0.000	-0.028	-0.041	-0.133	-0.312	-0.344	-0.215
YDR532C	0.000	0.000	-0.225	0.000	-0.093	-0.439	0.000	0.000	0.000	0.000	0.000	-0.025	0.000	-0.053	0.000	0.000
YDR533C	0.000	0.000	0.000	0.000	0.000	-0.051	0.000	0.000	0.000	-0.001	-0.072	-0.000	-0.051	0.000	0.000	0.000
YDR534C	0.000	0.000	-0.007	-0.012	0.000	-0.028	0.000	-0.134	-0.019	0.000	-0.096	-0.034	0.000	-0.395	-0.071	-0.254
YDR535C	-0.066	0.000	-0.332	0.000	0.000	0.000	-0.050	0.000	-0.055	-0.052	-0.183	0.000	-0.075	-0.131	0.000	-0.048
YDR536W	-0.050	-0.302	0.000	-0.039	0.000	-0.169	0.000	0.000	0.000	-0.058	-0.079	0.000	0.000	-0.033	-0.026	-0.025
YDR537C	0.000	-0.164	-0.274	-0.107	-0.221	-0.202	-1.098	-0.243	-0.392	-0.254	-0.223	0.000	0.000	-0.182	-0.634	-0.500
YDR538W	0.000	0.000	-0.122	-0.205	-0.022	0.000	0.000	-0.039	-0.027	0.000	-0.043	-0.023	-0.007	-0.055	-0.018	-0.198
YDR539W	0.000	0.000	-0.076	-0.245	0.000	-0.043	0.000	-0.140	0.000	0.000	-0.012	-0.091	0.000	-0.051	0.000	0.000
YDR541C	-0.051	-0.571	-0.536	-0.055	-0.255	-0.266	-0.319	-0.441	0.000	-0.328	-0.178	-0.083	-0.068	-0.268	-0.063	-0.157
