ORF	hap a | cell size | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | round cell shape | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | pointed cell shape | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | elongated cell shape | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | pseudohyphal-like cell shape | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | budding cell shape | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | polarized bud growth cell shape | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | clumped cell shape | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | slight shmoo | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006
YNL069C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNL070W	0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN
YNL071W	0.000	0.000	0.000	0.250	0.000	0.000	0.000	0.000	-1.000
YNL072W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNL073W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNL074C	0.000	0.000	0.125	0.750	0.000	0.000	0.000	0.000	0.000
YNL076W	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNL077W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNL078W	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	-1.500
YNL079C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNL080C	-0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNL081C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNL082W	0.125	0.250	0.000	0.375	0.000	0.000	0.000	0.000	-2.500
YNL083W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YNL084C	0.000	0.000	0.000	0.000	0.000	0.125	0.000	0.000	0.000
YNL085W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.000
YNL086W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNL087W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YNL089C	-0.562	0.000	0.250	0.062	0.000	0.000	0.000	0.000	-2.000
YNL090W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YNL091W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNL092W	0.000	0.000	0.125	0.000	0.000	0.000	0.125	0.000	-2.500
YNL093W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNL094W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.500
YNL095C	0.000	0.000	0.000	0.750	0.000	0.000	0.000	0.000	0.000
YNL096C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNL097C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNL098C	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	-2.000
YNL099C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNL100W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNL101W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YNL104C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YNL105W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNL106C	0.000	0.000	0.875	0.000	0.000	0.000	0.000	0.000	0.000
YNL107W	0.000	0.000	0.000	1.375	0.000	0.000	0.000	0.000	NaN
YNL108C	0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.125	-1.500
YNL109W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNL111C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNL115C	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	-0.500
YNL116W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNL117W	0.375	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNL119W	1.250	0.000	0.250	0.000	0.000	0.000	0.000	0.000	0.000
YNL120C	0.000	0.000	0.250	0.625	0.000	0.000	0.000	0.000	0.000
YNL121C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNL122C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNL123W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNL125C	0.125	0.000	0.125	0.750	0.000	0.000	0.000	0.000	0.000
YNL127W	0.000	0.000	0.000	0.250	0.000	0.000	0.000	0.000	-2.000
YNL128W	0.000	0.125	0.000	0.250	0.000	0.000	0.000	0.000	-2.000
YNL129W	0.000	0.000	0.250	0.000	0.000	0.000	0.000	0.000	-2.000
YNL130C	0.000	0.000	0.250	0.125	0.000	0.000	0.000	0.000	-1.500
YNL133C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNL134C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YNL135C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YNL136W	0.000	0.125	0.000	0.000	0.000	0.125	0.000	0.000	-2.000
YNL138W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YNL139C	0.000	0.000	0.000	0.250	0.000	0.000	0.000	0.500	-0.500
YNL140C	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0.000	-2.000
YNL141W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNL142W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNL143C	0.250	0.000	0.125	0.125	0.000	0.000	0.000	0.000	0.000
YNL144C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNL145W	0.000	0.000	0.750	0.125	0.000	0.000	0.000	0.000	0.000
YNL146W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNL147W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNL148C	0.000	0.000	0.000	1.500	0.000	0.000	0.000	0.000	-2.000
YNL153C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNL154C	0.375	0.000	0.125	0.000	0.000	0.000	0.000	0.000	-1.500
YNL155W	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YNL156C	0.000	0.000	0.000	0.125	0.000	0.000	0.000	0.000	-2.000
YNL157W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNL159C	0.000	0.250	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNL160W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YNL162W	-1.000	0.000	0.125	1.250	0.000	0.000	0.500	0.000	-0.500
YNL164C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNL165W	0.000	0.000	0.500	0.000	0.750	0.000	0.000	0.000	-2.000
YNL166C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YNL167C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YNL168C	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	-1.500
YNL169C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YNL170W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNL171C	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
YNL173C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNL175C	0.000	0.000	0.125	0.375	0.000	0.250	0.000	0.000	-1.500
YNL176C	0.000	0.000	0.125	0.125	0.000	0.000	0.000	0.125	-2.000
YNL177C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YNL179C	0.000	0.000	0.875	0.000	0.000	0.000	0.000	0.000	0.000
YNL183C	0.000	0.000	0.000	0.625	0.000	0.000	0.000	0.250	-0.500
YNL184C	0.125	0.000	0.500	0.000	0.000	0.000	0.000	0.000	-1.000
YNL187W	0.000	0.000	0.000	0.625	0.000	0.000	0.000	0.125	-2.000
YNL190W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNL191W	0.000	0.000	0.000	0.375	0.000	0.500	0.000	0.000	-2.500
YNL192W	0.000	0.000	0.000	0.250	0.000	0.000	0.000	0.000	0.000
YNL193W	-0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YNL194C	-0.625	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNL195C	0.000	0.000	0.500	0.125	0.000	0.000	0.000	0.500	-1.500
YNL196C	0.000	0.000	0.750	0.000	0.000	0.000	0.000	0.250	-1.500
YNL197C	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	-1.000
YNL198C	0.000	0.000	0.000	0.875	0.000	0.000	0.000	0.000	-1.000
YNL199C	0.000	0.000	1.125	0.250	0.000	0.000	0.000	0.125	-0.500
YNL200C	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0.000	-1.500
YNL201C	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.125	-1.000
YNL202W	0.000	0.000	0.000	0.250	0.000	0.000	0.000	0.000	-2.000
YNL203C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YNL204C	0.000	0.000	1.000	0.750	0.000	0.000	0.000	0.000	-2.500
YNL205C	0.000	0.500	0.750	0.125	0.000	0.000	0.000	0.000	-0.500
YNL206C	-0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNL208W	0.000	0.000	0.000	0.250	0.000	0.000	0.000	0.000	-0.500
YNL211C	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	-2.000
YNL212W	0.000	0.000	0.250	0.000	0.000	0.000	0.000	0.000	0.000
YNL213C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YNL214W	0.000	0.000	0.000	0.125	0.000	0.000	0.000	0.000	-1.500
YNL215W	0.000	0.000	0.000	0.250	0.000	0.000	0.000	0.250	-2.000
YNL217W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YNL218W	0.000	0.000	0.000	0.125	0.000	0.000	0.000	0.000	-2.000
YNL219C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNL220W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNL223W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YNL224C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YNL225C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNL226W	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNL227C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNL228W	-1.000	0.000	0.250	0.000	0.000	0.000	0.000	0.250	-2.000
YNL229C	0.000	0.000	0.500	0.125	0.000	0.000	0.000	1.250	0.000
YNL230C	0.000	0.000	0.750	0.000	0.000	0.000	0.000	0.000	-2.000
YNL231C	0.000	0.000	0.250	0.500	0.000	0.000	0.000	0.000	-2.000
YNL233W	-0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YNL234W	0.000	0.000	0.000	0.875	0.000	0.000	0.000	0.000	-3.000
YNL235C	0.000	0.000	0.000	0.000	0.000	0.000	0.250	0.000	-0.500
YNL236W	-0.375	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000
YNL237W	-0.500	0.000	0.500	0.500	0.000	0.000	0.000	0.000	-2.000
YNL238W	0.000	0.000	0.125	0.000	0.000	0.000	0.000	1.000	-2.000
YNL239W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNL241C	0.000	0.000	0.000	0.125	0.000	0.000	0.000	0.250	-1.500
YNL242W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.500
YNL246W	0.000	0.000	0.000	3.500	0.000	0.000	0.000	0.000	-0.500
YNL248C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YNL249C	-0.500	0.000	0.750	0.125	0.000	0.000	0.000	0.000	-2.000
YNL250W	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	-1.000
YNL252C	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YNL253W	0.000	0.000	0.000	0.125	0.000	0.000	0.000	0.000	-1.000
YNL254C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.250	-1.000
YNL255C	0.000	0.000	0.750	0.250	0.000	0.000	0.000	0.000	-0.500
YNL257C	-1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNL259C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YNL264C	0.000	0.000	1.250	0.750	0.500	0.000	0.000	0.500	-3.500
YNL265C	-0.500	0.250	0.750	0.125	0.000	0.000	0.000	0.000	-2.000
YNL266W	0.000	0.000	0.125	0.500	0.000	0.000	0.000	0.125	-1.000
YNL268W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YNL269W	0.000	0.000	0.000	0.250	0.000	0.000	0.000	0.000	-1.500
YNL270C	0.000	0.000	0.250	0.125	0.000	0.125	0.000	0.000	-1.500
YNL271C	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.250	-0.500
YNL273W	0.250	0.000	0.000	0.125	0.000	0.000	0.000	0.125	-1.000
YNL274C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YNL275W	0.000	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0.000
YNL276C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.250	0.000
YNL277W	-0.500	0.000	1.500	0.000	0.000	0.000	0.000	0.000	0.000
YNL278W	0.500	0.375	0.000	1.875	0.000	0.000	0.000	0.375	0.000
YNL279W	0.000	0.000	0.750	0.000	0.000	0.125	0.000	0.000	-2.500
YNL280C	0.000	0.000	0.750	0.000	0.000	0.000	0.000	0.000	-1.500
YNL281W	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	-1.500
YNL283C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNL284C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNL285W	-0.500	0.000	0.000	0.250	0.000	0.000	0.000	0.000	-1.000
YNL286W	0.000	0.000	0.250	0.000	0.000	0.250	0.000	0.000	-2.000
YNL288W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YNL289W	0.000	0.000	0.750	0.125	0.000	0.125	0.000	0.000	-2.500
YNL291C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNL292W	-0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.000
YNL293W	0.000	0.000	0.750	0.125	0.000	0.000	0.000	0.125	0.000
YNL294C	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0.000	-2.000
YNL295W	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0.000	-2.000
YNL296W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNL297C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YNL298W	0.000	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0.000
YNL299W	-0.750	0.000	0.000	0.000	0.000	0.000	0.000	0.750	-2.500
YNL300W	-0.750	0.000	0.750	0.000	0.000	0.000	0.000	0.375	-2.500
YNL301C	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YNL302C	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNL303W	0.000	0.000	1.125	0.250	0.000	0.000	0.000	0.000	-1.500
YNL304W	0.125	0.000	0.000	0.125	0.000	0.000	0.000	0.000	-2.000
YNL305C	0.000	0.000	0.000	0.375	0.000	0.000	0.000	0.000	0.000
YNL307C	-0.750	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YNL309W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.500
YNL311C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNL314W	0.000	0.000	0.000	0.125	0.000	0.000	0.000	0.250	-2.000
YNL315C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNL316C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNL318C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.750	-2.500
YNL319W	-0.750	0.000	0.250	0.000	0.000	0.000	0.000	0.000	-3.000
YNL320W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNL321W	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNL322C	0.000	0.000	0.000	0.000	0.000	0.125	0.000	0.000	-2.500
YNL323W	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0.000	-2.000
YNL324W	-0.500	0.000	0.125	0.000	0.000	0.000	0.000	0.000	-2.500
YNL325C	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	-2.000
YNL326C	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.000
YNL327W	0.000	0.000	0.250	0.000	0.000	0.125	0.000	0.000	-2.500
YNL328C	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YNL329C	-0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YNL330C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNL332W	0.000	0.375	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YNL333W	0.000	0.000	0.250	0.125	0.000	0.000	0.000	0.000	-0.500
YNL334C	0.000	0.000	0.500	0.125	0.000	0.125	0.000	0.000	-2.500
YNL335W	-0.250	0.000	0.500	0.000	0.000	0.000	0.000	0.000	-2.000
YNL336W	0.000	0.250	0.250	0.125	0.000	0.000	0.000	0.000	-2.000
YNL338W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNL339C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNR001C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YNR002C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNR004W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNR005C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.000
YNR006W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNR007C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YNR008W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNR009W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YNR010W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNR012W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YNR013C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNR014W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNR015W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.000
YNR018W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNR019W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.500
YNR020C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNR021W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.000
YNR022C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YNR024W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YNR025C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNR027W	0.000	0.000	0.000	0.125	0.000	0.000	0.000	0.000	-2.500
YNR028W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YNR029C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNR030W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YNR031C	-0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNR032C-A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.250	-2.500
YNR032W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YNR033W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNR034W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YNR036C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YNR037C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNR039C	-0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YNR040W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNR041C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNR042W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.000
YNR045W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNR047W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNR048W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YNR049C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.000
YNR050C	0.250	0.000	0.000	0.125	0.000	0.000	0.000	0.000	-2.500
YNR051C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.500
YNR052C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.000
YNR055C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YNR056C	-0.750	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNR057C	0.000	0.000	0.250	0.000	0.000	0.000	0.000	0.000	-1.500
YNR058W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNR059W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNR060W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YNR061C	-0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNR062C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNR063W	0.875	0.000	0.125	0.000	0.000	0.000	0.000	0.500	-2.500
YNR064C	0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNR065C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNR066C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNR067C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YNR068C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNR069C	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	-2.000
YNR070W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNR071C	0.500	0.000	0.000	0.000	0.000	0.000	0.125	0.000	0.000
YNR072W	-0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YNR073C	0.000	0.000	1.250	0.000	0.000	0.000	0.000	0.000	0.000
YNR074C	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN
YNR075W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YOL001W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.000
YOL002C	0.000	0.000	0.500	0.375	0.000	0.000	0.000	0.250	-1.500
YOL003C	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	-1.500
YOL004W	0.000	0.000	0.000	0.250	0.000	0.500	0.000	0.500	0.000
YOL006C	-1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YOL007C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YOL008W	0.000	0.000	0.500	0.125	0.000	0.000	0.000	0.000	-2.000
YOL009C	0.000	0.000	0.125	0.500	0.000	0.000	0.000	0.000	-1.000
YOL011W	0.250	0.000	0.500	0.125	0.000	0.000	0.000	0.000	-2.000
YOL012C	0.000	0.000	0.750	1.500	0.000	0.000	0.000	0.000	-1.000
YOL013C	-0.375	0.000	0.750	0.000	0.000	0.000	0.000	0.375	-0.500
YOL013W-A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YOL014W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.125	-2.000
YOL015W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	-1.500
YOL016C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YOL017W	0.000	0.000	0.000	0.375	0.000	0.000	0.000	0.000	0.000
YOL018C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YOL019W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YOL020W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	-1.000
YOL023W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YOL024W	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0.000	-2.000
YOL025W	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YOL027C	0.000	0.000	0.750	0.000	0.000	0.000	0.000	0.000	-2.000
YOL028C	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YOL029C	0.750	0.000	0.750	0.000	0.000	0.000	0.000	0.250	-1.500
YOL030W	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	-2.000
YOL031C	0.000	0.000	0.750	0.000	0.000	0.000	0.000	0.000	-2.500
YOL032W	0.000	0.000	0.750	0.000	0.000	0.000	0.000	0.000	-2.000
YOL033W	-0.750	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YOL035C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YOL036W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YOL037C	0.000	0.000	0.250	0.000	0.000	0.000	0.000	0.375	-2.500
YOL039W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YOL041C	0.000	0.000	0.250	0.000	0.000	0.000	0.000	0.000	-2.000
YOL042W	-1.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YOL043C	0.000	0.375	0.500	0.000	0.000	0.000	0.000	0.000	-2.500
YOL044W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YOL045W	0.000	0.000	0.125	0.125	0.000	0.000	0.000	0.000	-2.000
YOL046C	-0.500	0.000	0.000	0.250	0.000	0.000	0.000	0.000	-2.500
YOL047C	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	-1.500
YOL048C	0.500	0.000	0.000	0.625	0.000	0.000	0.000	1.000	-2.000
YOL049W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YOL050C	0.000	0.000	0.000	0.250	0.000	0.000	0.000	0.000	-2.000
YOL051W	-0.500	0.000	0.750	0.000	0.000	0.000	0.000	0.000	-2.000
YOL052C	0.000	0.000	0.750	0.000	0.000	0.000	0.000	0.000	-2.500
YOL053C-A	0.000	0.000	2.250	0.000	0.000	0.000	0.000	0.000	-2.000
