ORF	hap a | cell size | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | round cell shape | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | pointed cell shape | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | elongated cell shape | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | pseudohyphal-like cell shape | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | budding cell shape | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | polarized bud growth cell shape | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | clumped cell shape | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | slight shmoo | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006
YDR206W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR207C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR209C	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR210W	-0.750	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000
YDR213W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR214W	-1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR215C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR216W	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0.000	0.000
YDR217C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR218C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR219C	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR220C	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR221W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR222W	0.000	0.000	0.250	0.000	0.000	0.000	0.000	0.000	0.000
YDR223W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR225W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR226W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR227W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR229W	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR230W	0.000	0.000	0.000	0.750	0.000	0.000	0.000	0.000	0.000
YDR231C	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR233C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR234W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR237W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR239C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR241W	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR242W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR244W	0.000	0.000	0.000	0.375	0.000	0.000	0.000	0.000	0.000
YDR245W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR247W	0.000	0.000	0.750	0.000	0.000	0.000	0.000	0.000	0.000
YDR248C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR249C	0.000	0.000	0.250	0.000	0.000	0.000	0.000	0.000	0.000
YDR250C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.125	-1.000
YDR251W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.500
YDR252W	-0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR253C	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000
YDR254W	0.000	0.000	0.250	0.000	0.000	0.000	0.000	0.000	0.000
YDR255C	0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.250	-1.500
YDR256C	0.000	0.000	0.000	0.625	0.000	0.000	0.000	0.125	0.000
YDR257C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000
YDR258C	0.000	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0.000
YDR259C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR260C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.500
YDR261C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YDR262W	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YDR263C	0.000	0.000	0.000	0.000	0.000	0.250	0.000	0.000	-2.000
YDR264C	0.250	0.250	0.500	0.000	0.000	0.000	0.000	0.000	-1.500
YDR265W	-0.875	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YDR266C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YDR268W	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YDR269C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR270W	0.000	0.000	0.000	0.250	0.000	0.000	0.000	0.000	0.000
YDR271C	0.000	0.000	0.250	0.000	0.000	0.375	0.000	0.000	-1.500
YDR272W	0.000	0.000	0.750	0.000	0.000	0.000	0.000	0.000	-2.000
YDR273W	-0.375	0.000	1.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR274C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	NaN
YDR275W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YDR276C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YDR277C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR278C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR279W	0.250	0.000	0.125	0.000	0.000	0.000	0.000	0.000	0.000
YDR281C	-0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YDR282C	0.000	0.000	0.250	0.000	0.000	0.000	0.000	0.000	-1.500
YDR283C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.500
YDR284C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YDR285W	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	-1.000
YDR286C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YDR287W	0.000	0.000	0.000	0.250	0.000	0.000	0.000	0.000	-2.000
YDR289C	0.000	0.000	0.000	0.000	0.000	0.000	0.375	0.000	-0.500
YDR290W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR291W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YDR293C	0.875	1.125	1.375	0.000	0.000	0.000	0.000	0.000	-1.000
YDR294C	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR295C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.500
YDR296W	0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR297W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR298C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR300C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR304C	0.000	0.000	0.250	0.000	0.000	0.000	0.000	0.000	-1.000
YDR305C	-0.500	0.000	0.250	0.250	0.000	0.000	0.000	0.000	-2.000
YDR306C	-1.250	0.000	0.000	0.000	0.000	0.000	0.000	0.250	-2.500
YDR307W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YDR309C	0.000	0.000	0.000	0.000	0.000	0.250	0.000	0.000	-1.500
YDR310C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR312W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YDR313C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YDR314C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR315C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.000
YDR316W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YDR317W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR318W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR319C	-0.375	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR320C	0.000	0.000	0.000	0.250	0.000	0.000	0.000	0.000	0.000
YDR321W	0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YDR322W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR323C	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.500
YDR326C	-1.750	0.000	0.500	0.000	0.000	0.000	0.000	0.000	-2.500
YDR329C	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0.000	-1.500
YDR330W	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	-2.500
YDR332W	-0.750	0.000	0.000	0.250	0.000	0.000	0.000	0.000	0.000
YDR333C	0.375	0.375	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR334W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR335W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR336W	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR337W	-0.500	0.000	0.500	0.000	0.000	0.000	0.000	0.000	-2.000
YDR338C	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR340W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.000
YDR344C	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0.000	0.000
YDR345C	0.000	0.000	0.000	0.125	0.000	0.000	0.000	0.000	-2.000
YDR346C	0.000	0.000	0.000	0.750	0.000	0.000	0.000	0.000	-0.500
YDR347W	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.000	-2.000
YDR348C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR349C	-0.750	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YDR350C	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	-0.500
YDR351W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR352W	-0.250	0.000	0.750	0.250	0.000	0.000	0.000	0.000	-2.000
YDR354W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YDR357C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YDR358W	-0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YDR359C	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR360W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR363W	-0.250	0.000	0.000	0.250	0.000	0.000	0.000	0.000	-0.500
YDR363W-A	0.000	0.000	0.000	0.375	0.000	0.000	0.000	0.250	-0.500
YDR364C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN
YDR368W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR369C	1.000	0.000	0.000	1.750	0.000	0.000	0.000	0.000	0.000
YDR370C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YDR371W	0.000	0.000	0.000	0.250	0.000	0.000	0.000	0.000	-2.000
YDR372C	-0.750	0.000	0.000	0.000	0.000	0.000	0.000	0.750	-1.500
YDR374C	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR375C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR377W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR378C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YDR379W	0.000	0.000	0.750	0.000	0.000	0.000	0.000	0.000	0.000
YDR380W	0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR382W	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR383C	-0.500	0.000	0.125	0.000	0.000	0.000	0.000	0.000	-1.000
YDR384C	0.000	0.000	0.500	0.500	0.000	0.000	0.000	0.250	-2.000
YDR385W	0.000	0.000	0.250	0.250	0.000	0.000	0.000	0.625	-2.000
YDR386W	0.000	0.000	1.000	0.250	0.000	0.000	0.000	0.000	-1.500
YDR387C	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	-1.500
YDR388W	0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR389W	-0.875	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR391C	-0.250	0.000	0.750	0.000	0.000	0.000	0.000	0.000	-1.000
YDR392W	0.000	0.000	0.000	0.625	0.000	0.000	0.000	0.000	0.000
YDR393W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR395W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.250	-0.500
YDR399W	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR400W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YDR401W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YDR402C	0.250	0.000	0.750	0.000	0.000	0.000	0.000	0.000	-2.500
YDR403W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YDR405W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YDR406W	0.000	0.000	0.000	0.250	0.000	0.000	0.000	0.000	-2.000
YDR408C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR409W	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR410C	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.250	0.000
YDR411C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YDR414C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR415C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR417C	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.000
YDR418W	-0.375	0.000	0.125	0.000	0.000	0.000	0.000	0.000	-1.500
YDR419W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR420W	0.000	0.000	1.250	0.000	0.000	0.000	0.000	0.000	-1.500
YDR421W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YDR422C	0.000	0.000	0.000	0.000	0.000	0.125	0.000	0.000	-2.000
YDR423C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR424C	0.000	0.250	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YDR425W	-0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR426C	0.000	0.000	0.000	0.250	0.000	0.000	0.000	0.000	-1.500
YDR428C	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.250	0.000
YDR430C	-0.125	0.000	0.250	0.000	0.000	0.000	0.000	0.000	-1.500
YDR431W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YDR432W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YDR433W	0.000	0.000	0.000	0.125	0.000	0.000	0.250	0.000	-1.500
YDR435C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR436W	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0.000	-0.500
YDR438W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YDR439W	0.000	0.000	0.000	0.375	0.000	0.000	0.000	0.000	-2.000
YDR440W	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.250	-2.000
YDR441C	0.500	0.000	0.750	0.250	0.000	0.000	0.000	0.000	-1.500
YDR442W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR443C	0.000	0.750	0.000	0.375	0.000	0.000	0.000	1.000	0.000
YDR444W	0.000	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0.000
YDR445C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YDR446W	0.125	0.000	0.250	0.000	0.000	0.000	0.000	0.000	-1.000
YDR447C	0.000	0.000	0.000	0.125	0.000	0.000	0.000	0.000	-2.000
YDR448W	-0.375	0.000	0.125	0.000	0.000	0.000	0.000	0.000	0.000
YDR450W	-0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YDR451C	0.000	0.000	0.250	0.250	0.000	0.000	0.000	0.000	-2.500
YDR452W	0.000	1.250	0.250	0.625	0.000	0.000	0.000	0.500	-2.500
YDR453C	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	-2.000
YDR455C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YDR456W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR457W	-0.375	0.250	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YDR458C	0.000	0.000	0.875	0.125	0.000	0.000	0.000	0.000	0.000
YDR459C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YDR461W	0.000	0.375	0.000	0.125	0.000	0.125	0.000	0.000	-1.500
YDR462W	-0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.000
YDR463W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR465C	-0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR466W	0.000	0.000	1.000	0.375	0.000	0.000	0.000	0.000	-2.500
YDR467C	-0.500	0.000	0.500	0.000	0.000	0.000	0.000	0.000	-2.000
YDR469W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YDR470C	-0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR471W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YDR474C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR475C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR476C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YDR477W	0.000	0.000	0.000	0.250	0.000	0.000	0.000	0.000	-2.000
YDR479C	0.375	0.000	0.000	0.750	0.000	0.000	0.000	0.750	-1.000
YDR480W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.000
YDR481C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR482C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR483W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR484W	-0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YDR485C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR486C	0.000	0.000	0.625	0.625	0.000	0.000	0.000	0.000	-2.000
YDR488C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YDR490C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR491C	0.000	0.000	0.000	0.125	0.000	0.000	0.000	0.000	-2.500
YDR492W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YDR493W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.000
YDR494W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR495C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YDR496C	-0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YDR497C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YDR500C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.250
YDR501W	0.000	0.000	0.000	0.125	0.000	0.000	0.000	0.000	-0.500
YDR502C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.000
YDR503C	0.000	0.000	0.500	0.125	0.000	0.000	0.000	0.000	-2.500
YDR504C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YDR505C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR506C	-0.188	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.250
YDR507C	-0.250	0.000	0.250	0.000	0.000	0.000	0.000	0.000	-2.000
YDR508C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR509W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.375	-2.000
YDR511W	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
YDR512C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.750
YDR513W	-0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.000
YDR514C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR515W	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YDR516C	-0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR517W	0.000	0.250	0.500	0.000	0.000	0.000	0.000	0.000	-1.500
YDR518W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.000
YDR519W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.000
YDR520C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR521W	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR522C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YDR523C	-1.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR524C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR525W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YDR525W-A	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR528W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YDR529C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR530C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YDR532C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YDR533C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR534C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YDR535C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR536W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.500
YDR537C	0.000	0.000	0.375	0.000	0.000	0.000	0.000	0.000	-2.500
YDR538W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YDR539W	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YDR540C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YDR541C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YEL001C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YEL003W	0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YEL004W	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YEL005C	0.000	0.000	0.250	0.000	0.000	0.000	0.000	0.000	-2.000
YEL006W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YEL007W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YEL008W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YEL009C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YEL010W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YEL011W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.500
YEL012W	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YEL013W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.500
YEL014C	0.250	0.000	0.500	0.000	0.000	0.000	0.000	0.000	-1.500
YEL015W	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000
YEL016C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YEL017C-A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YEL017W	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YEL020C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YEL023C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.250	0.000
YEL024W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YEL025C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YEL027W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YEL028W	-0.250	0.000	0.250	0.000	0.000	0.000	0.000	0.000	-2.000
YEL029C	0.000	0.000	0.250	0.000	0.000	0.000	0.000	0.000	0.000
YEL030W	-0.375	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YEL031W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YEL033W	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	-1.500
YEL036C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YEL037C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YEL038W	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	-1.500
YEL039C	-0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YEL040W	0.000	0.000	0.500	0.375	0.000	0.000	0.000	0.000	0.000
YEL041W	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0.000	-1.500
YEL042W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YEL043W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YEL044W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YEL045C	0.000	0.000	0.625	0.000	0.000	0.000	0.000	0.000	-2.500
YEL046C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YEL047C	0.000	0.000	0.500	0.125	0.000	0.000	0.125	0.000	-2.000
YEL048C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YEL049W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YEL050C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YEL051W	-0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YEL052W	0.000	0.000	0.750	0.000	0.000	0.000	0.000	0.000	-0.500
YEL053C	-0.250	0.000	0.125	0.750	0.000	0.000	0.000	0.000	-0.500
YEL054C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YEL056W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YEL057C	0.000	0.000	0.250	0.000	0.000	0.000	0.000	0.000	-2.000
YEL059W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YEL060C	0.500	0.000	0.500	0.000	0.000	0.000	0.000	0.000	-2.000
YEL061C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
