ORF	hap a | growth (lag phase) | sodium chloride [0.85 M] | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (exponential growth rate) | sodium chloride [0.85 M] | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (stationary phase cell density) | sodium chloride [0.85 M] | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (lag phase) | standard | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (exponential growth rate) | standard | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (stationary phase cell density) | standard | minimal complete | Warringer J~Blomberg A, 2003
YCL001W-A	0.071	-0.268	-0.332	-0.280	-0.018	-0.027
YCL002C	0.050	0.028	0.057	0.069	-0.023	0.028
YCL005W	0.047	-0.019	0.057	0.101	0.023	-0.042
YCL006C	-0.002	-0.029	0.057	0.179	0.021	-0.096
YCL007C	0.009	-0.071	-0.034	0.125	-0.016	0.050
YCL008C	-0.066	-0.066	-0.143	-0.047	-0.110	0.054
YCL009C	0.138	-0.000	0.055	0.070	0.007	-0.020
YCL010C	-0.075	-0.025	0.042	-0.033	-0.163	-0.116
YCL011C	-0.034	0.046	-0.017	0.045	-0.050	0.001
YCL012W	-0.123	0.057	-0.027	0.217	-0.022	0.052
YCL013W	-0.058	0.104	-0.014	0.059	-0.031	0.065
YCL014W	-0.107	0.088	0.019	0.072	0.023	0.079
YCL016C	0.062	-0.044	-0.030	0.103	-0.125	0.023
YCL022C	-0.007	-0.076	0.054	0.087	0.005	-0.056
YCL023C	0.042	-0.011	0.014	0.082	-0.022	0.042
YCL024W	-0.019	0.064	0.010	0.110	-0.032	0.032
YCL025C	-0.096	-0.055	0.142	0.158	-0.010	0.003
YCL026C	0.054	0.009	-0.051	0.233	0.041	-0.128
YCL026C-A	-0.222	0.072	0.103	0.243	0.049	0.075
YCL027W	-0.060	0.015	-0.198	0.100	-0.018	0.063
YCL028W	-0.099	-0.063	-0.065	0.141	-0.026	-0.000
YCL029C	-0.138	-0.061	-0.036	0.161	-0.079	-0.001
YCL030C	-0.066	-0.014	0.123	0.132	-0.039	-0.120
YCL032W	0.206	-0.012	-0.041	0.160	0.020	-0.086
YCL033C	0.310	-0.002	-0.263	0.174	-0.002	0.060
YCL034W	0.134	-0.029	-0.025	0.116	-0.030	0.014
YCL035C	-0.054	0.017	0.046	0.019	-0.026	-0.003
YCL036W	0.316	0.014	-0.110	0.254	0.037	-0.086
YCL037C	0.006	-0.069	0.009	0.053	-0.167	-0.053
YCL038C	0.023	-0.022	0.033	0.154	-0.063	-0.118
YCL039W	0.032	-0.044	0.076	-0.026	-0.018	-0.121
YCL040W	0.008	0.087	0.015	-0.044	-0.057	-0.064
YCL042W	-0.068	0.011	-0.032	0.048	0.001	-0.089
YCL044C	0.009	-0.004	0.048	0.020	-0.044	-0.087
YCL045C	0.118	0.010	-0.022	0.051	-0.030	-0.003
YCL046W	0.194	-0.005	-0.070	0.061	-0.006	0.052
YCL047C	0.076	0.028	0.026	-0.020	-0.012	-0.039
YCL048W	0.098	-0.003	0.054	0.083	-0.023	-0.081
YCL049C	0.176	-0.047	0.081	0.024	-0.007	-0.107
YCL050C	0.104	0.050	-0.053	0.153	0.027	-0.061
YCL051W	0.037	0.028	0.160	0.104	-0.028	-0.053
YCL055W	0.085	-0.037	-0.100	-0.018	-0.024	0.081
YCL056C	0.188	0.018	0.034	0.073	0.023	-0.174
YCL057W	0.111	-0.024	0.030	-0.028	-0.011	-0.024
YCL058C	0.041	0.017	0.052	-0.029	-0.227	0.002
YCL060C	0.188	-0.022	0.099	0.068	0.005	-0.192
YCL061C	0.129	-0.024	-0.103	-0.043	-0.061	0.066
YCL062W	0.076	0.033	-0.158	-0.215	-0.137	0.104
YCL063W	0.121	0.047	-0.104	-0.071	-0.078	-0.036
YCL064C	0.170	-0.098	-0.051	-0.023	-0.040	0.048
YCL069W	0.117	-0.007	0.076	-0.053	-0.042	-0.067
YCL074W	0.089	-0.063	-0.003	0.077	-0.002	0.024
YCL075W	0.099	-0.039	0.022	0.170	-0.006	0.002
YCL076W	0.095	-0.048	0.146	0.171	0.018	-0.129
YCR001W	0.020	0.035	-0.046	0.000	-0.020	0.057
YCR002C	0.061	-0.077	0.015	-0.061	-0.075	0.059
YCR003W	-0.193	0.075	-0.005	-0.048	-0.106	-0.145
YCR004C	0.041	-0.020	0.024	0.007	-0.043	-0.058
YCR005C	-0.035	-0.009	0.131	-0.099	-0.024	-0.161
YCR006C	-0.038	-0.002	0.108	-0.080	-0.032	-0.142
YCR007C	0.162	-0.052	0.065	-0.022	-0.007	-0.065
YCR008W	0.293	-0.531	-0.227	0.045	-0.062	-0.012
YCR009C	-1.446	-0.392	0.020	-0.169	-0.040	-0.020
YCR010C	-0.001	0.011	-0.034	-0.024	0.013	0.009
YCR011C	-0.030	-0.025	0.005	-0.064	-0.029	0.030
YCR014C	-0.071	0.031	-0.111	-0.046	-0.004	-0.012
YCR015C	0.120	-0.012	-0.011	-0.130	-0.011	0.009
YCR016W	-0.096	0.053	0.063	-0.073	-0.012	-0.033
YCR017C	0.026	0.043	-0.113	-0.035	-0.016	0.067
YCR019W	0.095	-0.016	-0.073	0.039	0.040	-0.039
YCR020C	-0.044	-0.000	-0.061	0.068	-0.028	0.011
YCR020C-A	-0.073	0.009	0.003	-0.015	-0.033	-0.062
YCR020W-B	0.211	-0.020	-0.017	0.120	-0.002	-0.021
YCR021C	0.261	-0.149	0.017	-0.171	-0.036	-0.041
YCR022C	0.077	-0.000	0.000	-0.083	-0.031	0.019
YCR023C	0.002	-0.052	0.114	-0.071	-0.024	-0.039
YCR024C	0.071	-0.096	-0.016	-0.144	-0.137	-0.048
YCR024C-A	-0.057	-0.209	-0.304	-0.217	-0.026	-0.062
YCR025C	0.074	-0.192	-0.234	-0.141	-0.007	-0.033
YCR026C	0.045	-0.329	-0.251	-0.201	0.024	-0.070
YCR027C	-0.046	-0.105	-0.348	-0.171	-0.067	0.062
YCR028C	-0.274	0.192	0.027	-0.010	-0.119	-0.248
YCR028C-A	-0.107	0.055	0.215	0.373	0.054	-0.061
YCR030C	-0.195	-0.013	-0.086	0.257	0.046	0.034
YCR031C	0.022	0.093	0.003	-0.009	-0.132	0.042
YCR032W	-0.141	0.017	-0.044	0.233	0.039	0.005
YCR033W	-0.465	0.093	0.124	0.296	-0.037	-0.077
YCR034W	0.139	0.046	-0.095	0.231	-0.147	0.044
YCR036W	0.115	-0.267	-0.240	-0.263	-0.022	-0.056
YCR043C	-0.034	0.000	0.005	-0.015	0.034	0.032
YCR044C	0.226	0.055	0.050	-0.386	-0.138	-0.026
YCR045C	-0.026	-0.258	-0.286	-0.257	-0.040	-0.095
YCR046C	-0.339	0.176	-0.021	0.201	-0.223	-0.077
YCR047C	-0.003	-0.298	0.168	-1.627	-0.341	-0.168
YCR048W	-0.016	-0.033	0.262	0.264	0.073	-0.123
YCR049C	0.114	-0.012	0.015	0.021	-0.013	-0.006
YCR050C	-0.003	-0.193	-0.555	-0.245	-0.003	-0.035
YCR051W	-0.090	0.037	0.036	-0.025	-0.013	0.032
YCR053W	-0.195	-0.006	0.121	0.627	0.083	-0.084
YCR059C	-0.109	0.083	-0.094	-0.080	0.013	0.058
YCR060W	-0.041	-0.025	0.148	0.232	0.047	-0.020
YCR061W	-0.024	-0.273	-0.028	-0.274	-0.012	-0.335
YCR062W	-0.025	-0.115	0.134	0.213	-0.025	-0.048
YCR063W	0.179	-0.174	-0.136	-0.097	-0.149	0.170
YCR065W	-0.039	-0.041	0.037	-0.061	-0.008	-0.030
YCR067C	0.043	-0.036	0.130	0.227	0.027	-0.021
YCR068W	0.044	-0.308	-0.027	-0.294	-0.042	-0.273
YCR069W	-0.008	-0.017	0.128	0.277	0.031	0.002
YCR071C	0.492	-0.053	-0.072	-0.641	-0.026	-0.027
YCR073C	0.022	-0.025	0.153	0.298	0.046	-0.037
YCR073W-A	-0.120	0.063	0.021	0.057	-0.006	-0.016
YCR075C	-0.164	-0.022	0.160	0.390	0.048	-0.082
YCR076C	0.084	-0.000	0.070	-0.261	0.001	-0.012
YCR077C	0.037	0.054	0.014	-0.201	-0.178	-0.008
YCR079W	0.174	-0.048	-0.101	-0.129	-0.017	0.036
YCR081W	-0.361	-0.148	-0.016	-0.186	-0.302	-0.632
YCR082W	-0.058	-0.018	0.010	0.040	0.016	0.006
YCR083W	-0.187	0.079	0.106	0.396	0.026	-0.062
YCR085W	-0.102	-0.199	-0.212	-0.165	-0.011	-0.170
YCR086W	0.021	-0.007	0.096	0.212	0.034	-0.137
YCR087C-A	-0.039	-0.106	0.043	0.203	0.041	-0.102
YCR087W	-0.072	-0.252	-0.348	-0.237	-0.044	-0.094
YCR090C	0.001	0.075	0.195	0.096	-0.015	-0.245
YCR091W	-0.020	0.056	-0.088	0.106	0.018	0.030
YCR092C	-0.099	0.031	0.036	0.022	0.006	0.051
YCR094W	-0.089	-0.077	-0.210	-0.291	-0.302	-0.158
YCR095C	0.113	-0.030	0.045	0.018	0.003	0.038
YCR098C	-0.176	0.065	-0.076	0.080	0.021	0.072
YCR099C	-0.048	-0.012	0.048	0.056	0.031	-0.012
YCR100C	-0.083	0.035	0.275	0.084	0.024	-0.248
YCR101C	-0.087	0.015	-0.027	0.003	0.009	0.064
YCR102C	-0.071	-0.003	0.078	0.014	-0.006	-0.002
YCR102W-A	0.033	-0.010	0.065	0.015	0.018	-0.028
YCR104W	-0.068	0.045	0.115	0.148	0.032	-0.051
YCR105W	-0.077	-0.015	0.115	0.160	-0.006	-0.019
YCR106W	-0.177	0.077	-0.007	0.072	-0.103	-0.033
YDL001W	-0.079	-0.079	-0.104	-0.078	-0.129	0.071
YDL002C	-0.025	0.121	0.042	-0.047	-0.221	0.004
YDL006W	-0.187	0.188	0.068	-0.085	-0.284	-0.085
YDL009C	0.155	0.095	-0.311	0.020	-0.147	0.177
YDL010W	-0.222	0.065	-0.098	0.241	-0.073	0.136
YDL011C	-0.328	-0.102	-0.293	0.188	0.027	0.183
YDL012C	-0.108	0.009	0.085	-0.017	0.039	-0.063
YDL013W	-0.172	0.069	-0.138	-0.048	-0.318	0.029
YDL018C	-0.088	-0.041	-0.009	-0.025	0.069	0.041
YDL019C	-0.328	-0.053	-0.055	0.029	-0.043	0.029
YDL020C	-0.377	0.015	0.119	-0.035	-0.090	-0.142
YDL021W	-0.167	0.095	-0.493	-0.027	-0.084	0.010
YDL022W	-1.037	-0.271	-0.197	0.174	0.014	-0.147
YDL023C	-1.190	-0.345	-0.426	0.116	0.060	-0.052
YDL024C	-0.212	-0.001	0.166	0.179	0.010	-0.135
YDL025C	0.029	0.105	-0.008	-0.028	-0.046	-0.036
YDL026W	-0.063	0.042	0.046	0.026	-0.003	-0.046
YDL027C	-0.096	0.059	0.014	0.069	-0.010	-0.019
YDL032W	-0.068	0.121	-0.073	0.037	-0.063	-0.077
YDL033C	-0.103	0.141	-0.125	0.004	-0.084	-0.058
YDL034W	0.483	0.133	0.092	-0.408	-0.125	-0.109
YDL035C	-0.004	0.066	-0.009	-0.217	-0.182	0.009
YDL036C	-0.056	0.059	-0.045	0.066	-0.018	-0.026
YDL037C	-0.090	0.025	0.089	0.138	-0.021	-0.063
YDL038C	-0.033	0.068	0.166	0.015	-0.013	-0.128
YDL039C	0.059	-0.005	0.076	0.007	0.032	-0.062
YDL040C	0.084	0.003	-0.079	-0.089	-0.050	0.113
YDL041W	0.033	-0.086	0.122	-0.091	0.020	-0.075
YDL042C	-0.037	0.022	-0.014	-0.110	-0.062	0.079
YDL044C	-0.114	0.113	-0.055	0.003	-0.155	-0.087
YDL045W-A	0.052	-0.011	0.028	-0.173	-0.194	-0.013
YDL046W	0.005	0.064	0.092	0.006	-0.041	-0.094
YDL047W	0.067	0.015	-0.134	-0.277	-0.425	-0.250
YDL048C	-0.063	0.061	-0.052	0.143	-0.059	-0.025
YDL049C	-0.121	0.149	-0.067	0.029	-0.191	-0.055
YDL050C	-0.033	0.032	0.096	0.058	-0.004	-0.093
YDL051W	0.009	-0.001	0.165	-0.011	0.016	-0.118
YDL052C	-0.052	-0.067	0.136	-0.059	0.010	-0.149
YDL053C	-0.056	0.018	-0.097	-0.017	-0.029	0.095
YDL054C	0.035	0.021	-0.038	-0.026	-0.028	0.065
YDL056W	0.078	0.040	-0.015	-0.040	-0.018	0.087
YDL057W	-0.119	0.183	-0.195	0.085	-0.152	0.020
YDL059C	-0.055	0.070	0.082	0.101	-0.019	-0.068
YDL061C	0.020	0.155	-0.024	-0.181	-0.257	0.027
YDL062W	-0.094	0.174	-0.068	-0.176	-0.442	-0.056
YDL065C	-0.012	-0.004	0.121	0.023	0.026	-0.106
YDL066W	0.022	-0.030	0.077	0.029	-0.016	-0.055
YDL068W	-0.007	0.117	-0.118	0.008	-0.146	-0.057
YDL069C	0.004	0.123	-0.105	-0.020	-0.107	-0.012
YDL070W	-0.088	0.020	-0.016	-0.024	-0.065	0.014
YDL071C	-0.033	0.008	0.054	0.085	-0.031	-0.031
YDL072C	0.017	0.026	0.070	0.088	-0.036	-0.099
YDL073W	-0.022	0.084	0.041	0.056	-0.052	-0.075
YDL076C	-0.005	-0.013	0.144	-0.151	-0.024	-0.159
YDL077C	-0.100	-0.174	0.013	-0.636	-0.151	-0.071
YDL078C	-0.043	0.031	-0.045	-0.139	0.001	0.051
YDL079C	-0.135	0.031	0.212	-0.033	0.005	-0.124
YDL080C	-0.060	0.017	0.100	-0.068	-0.009	-0.023
YDL081C	0.100	0.102	0.104	-0.302	-0.424	-0.100
YDL082W	-0.106	0.159	0.011	-0.199	-0.200	-0.055
YDL083C	-0.065	0.134	0.027	-0.130	-0.247	0.017
YDL085W	-0.079	-0.007	-0.055	0.010	-0.009	-0.013
YDL086W	-0.032	-0.007	0.120	0.039	-0.022	-0.080
YDL088C	-0.079	0.046	-0.003	0.031	-0.019	-0.001
YDL089W	-0.124	0.080	-0.048	0.047	-0.037	0.032
YDL090C	0.432	-0.101	-0.099	0.054	-0.160	-0.006
YDL091C	0.003	0.042	0.208	0.001	-0.037	-0.238
YDL093W	-0.196	0.054	0.061	0.137	-0.033	-0.095
YDL094C	-0.161	0.089	0.023	0.010	-0.028	-0.057
YDL095W	0.089	0.037	-0.078	-0.040	0.011	0.053
YDL096C	0.046	0.104	0.062	-0.034	-0.004	-0.021
YDL099W	-0.062	0.092	0.064	0.069	-0.079	-0.151
YDL100C	0.156	-0.068	-0.049	0.162	-0.079	0.076
YDL104C	-0.281	0.182	-0.009	0.128	-0.342	-0.132
YDL106C	0.386	0.251	0.026	-0.448	-0.340	0.024
YDL107W	-0.130	0.174	-0.121	0.003	-0.087	-0.048
YDL109C	-0.140	0.045	0.076	0.019	-0.007	-0.076
YDL110C	-0.137	-0.023	-0.007	0.065	-0.022	0.039
YDL112W	-0.075	0.063	0.024	-0.017	-0.027	-0.021
YDL113C	-0.128	0.201	0.009	-0.045	-0.389	-0.094
YDL114W	-0.036	0.044	0.001	-0.059	-0.015	0.008
YDL115C	-0.153	0.089	0.055	0.002	-0.248	-0.051
YDL116W	-0.000	0.085	0.008	-0.162	-0.291	-0.090
YDL117W	-0.137	0.007	0.003	-0.050	-0.025	0.072
YDL118W	-0.122	0.054	0.049	0.024	-0.085	0.003
YDL119C	-0.065	0.108	-0.058	0.053	-0.122	-0.065
YDL121C	-0.002	-0.015	0.040	0.021	-0.025	0.015
YDL122W	-0.141	0.045	-0.018	-0.103	-0.047	0.008
YDL123W	0.056	-0.016	-0.049	0.006	-0.039	0.084
YDL124W	0.044	0.005	-0.071	-0.014	-0.026	0.053
YDL125C	-0.029	-0.027	0.104	-0.013	-0.019	-0.065
YDL127W	0.031	-0.018	0.006	0.100	-0.063	-0.003
YDL128W	-0.136	0.018	0.100	-0.011	-0.023	-0.083
YDL129W	-0.115	0.032	0.070	-0.045	0.001	-0.017
YDL130W	-0.015	0.102	-0.013	-0.142	-0.204	0.004
YDL130W-A	-0.024	-0.011	0.055	-0.108	0.011	-0.025
YDL131W	-0.008	-0.003	0.036	-0.015	-0.019	0.032
YDL133C-A	-0.083	0.095	0.136	0.023	-0.014	-0.056
YDL133W	0.056	-0.026	0.066	0.031	-0.035	-0.010
YDL134C	-0.038	-0.020	0.225	0.044	-0.068	-0.130
YDL134C-A	-0.049	0.029	-0.120	0.046	-0.038	0.044
YDL135C	-0.142	0.176	0.021	-0.306	-0.445	-0.005
YDL136W	-0.027	0.097	0.147	-0.083	-0.188	-0.115
YDL137W	-0.061	-0.009	-0.019	-0.018	-0.002	-0.093
YDL138W	-0.113	0.032	-0.116	0.019	-0.020	-0.040
YDL142C	-0.153	0.224	-0.026	0.153	-0.236	-0.057
YDL144C	-0.056	0.017	0.038	0.048	-0.035	-0.002
YDL146W	-0.327	0.173	-0.234	0.057	-0.415	-0.037
YDL149W	-0.099	0.038	0.217	0.053	-0.052	-0.205
YDL151C	-0.386	0.168	-0.043	0.260	-0.370	-0.048
YDL154W	-0.192	0.089	0.007	0.115	-0.032	-0.025
YDL155W	-0.226	0.071	0.200	0.140	-0.030	-0.245
YDL156W	-0.077	0.189	-0.059	-0.057	-0.331	-0.041
YDL157C	-0.078	0.014	0.223	0.066	-0.049	-0.221
YDL159W	-0.060	-0.007	0.092	0.143	0.028	-0.063
YDL160C	0.346	0.133	0.093	-0.522	-0.339	-0.120
YDL161W	-0.079	0.027	0.057	0.130	-0.000	-0.062
YDL162C	0.015	-0.013	-0.111	0.041	-0.007	0.171
YDL167C	-0.421	0.219	-0.124	0.347	-0.243	-0.040
YDL168W	-0.113	0.243	0.096	-0.005	-0.311	-0.076
YDL169C	-0.146	0.010	-0.012	0.131	-0.009	0.027
YDL170W	-0.106	-0.002	-0.006	0.201	-0.014	0.009
YDL171C	-0.129	0.043	-0.025	0.121	0.005	0.031
YDL172C	-0.185	0.096	0.027	0.178	0.021	-0.003
YDL173W	-0.077	0.089	0.014	0.157	-0.010	0.049
YDL174C	-0.108	-0.042	0.214	0.078	0.004	-0.114
YDL175C	-0.037	-0.013	0.045	0.037	0.024	0.041
YDL176W	0.122	-0.092	-0.134	-0.244	-0.008	-0.068
YDL177C	-0.059	0.023	0.064	0.007	0.014	0.005
YDL178W	-0.134	0.032	0.099	0.080	0.017	-0.006
YDL179W	-0.200	0.048	0.030	0.153	-0.039	-0.000
YDL180W	-0.721	-0.085	0.028	0.152	-0.026	-0.030
YDL181W	-0.336	0.158	-0.089	0.124	-0.359	-0.080
YDL182W	0.023	0.086	0.004	-0.130	-0.243	-0.000
YDL183C	-0.154	-0.014	0.068	0.051	0.042	0.002
YDL184C	-0.100	0.030	-0.094	0.031	-0.004	0.164
YDL185W	0.179	-0.053	0.108	0.119	0.031	-0.036
YDL186W	-0.097	0.064	-0.059	0.027	-0.013	0.113
YDL187C	0.037	0.022	-0.027	-0.095	0.021	0.107
YDL188C	-0.149	0.012	0.147	0.110	-0.008	-0.022
YDL189W	0.692	-0.046	0.035	-0.788	-0.012	0.053
YDL190C	-0.098	0.032	-0.063	0.079	-0.000	0.107
YDL191W	-0.092	0.220	-0.021	-0.247	-0.411	-0.007
YDL192W	-0.418	-0.002	-0.014	0.145	-0.200	-0.106
YDL194W	-0.209	0.012	0.117	0.235	0.047	-0.022
YDL197C	-0.130	-0.042	0.316	-0.077	0.004	-0.225
YDL198C	-0.100	0.113	0.111	-0.082	-0.054	-0.034
YDL199C	-0.068	-0.007	0.008	0.044	0.003	0.100
YDL200C	-0.009	0.066	0.065	-0.082	0.008	-0.006
YDL201W	0.012	0.001	0.039	-0.042	0.001	0.027
YDL202W	0.175	0.215	0.071	-0.063	-0.077	0.070
YDL203C	0.033	0.082	0.058	0.001	-0.048	-0.040
YDL204W	-0.191	0.087	-0.118	0.266	-0.053	0.014
YDL206W	-0.105	0.042	0.066	0.076	0.030	0.015
YDL210W	-0.097	0.001	0.101	0.088	0.024	0.031
YDL211C	0.126	-0.011	-0.219	-0.173	0.031	0.324
YDL213C	-0.094	0.052	0.044	-0.025	0.000	0.011
YDL214C	-0.036	0.003	0.087	-0.020	0.013	-0.019
YDL215C	-0.111	0.056	0.084	-0.020	0.002	-0.003
YDL216C	-0.079	0.027	-0.117	0.008	-0.029	-0.004
YDL218W	-0.119	0.080	-0.154	0.087	-0.031	0.129
YDL219W	-0.107	0.007	0.097	0.135	-0.020	0.018
YDL222C	0.015	0.020	0.245	0.066	0.008	-0.248
YDL223C	-0.457	0.124	-0.014	0.591	-0.039	0.029
YDL224C	0.080	-0.016	-0.070	-0.075	-0.033	0.063
YDL225W	-0.037	0.007	0.141	0.031	0.004	0.005
YDL226C	0.338	-0.034	-0.027	-0.544	-0.233	0.063
YDL227C	0.040	0.028	-0.028	0.033	-0.073	-0.007
YDL229W	0.077	-0.014	-0.011	0.037	-0.017	0.103
YDL230W	-0.049	0.020	-0.026	0.053	-0.003	0.081
YDL231C	-0.070	-0.008	0.022	0.139	-0.022	0.041
YDL232W	0.286	0.194	-0.050	-0.674	-0.066	0.066
YDL233W	-0.159	0.079	0.015	0.098	0.017	0.048
YDL234C	-0.064	0.046	-0.014	0.054	0.011	0.079
YDL236W	0.058	-0.127	0.035	0.047	0.016	-0.021
YDL237W	-0.072	0.021	0.077	0.057	-0.001	0.036
YDL238C	-0.117	0.046	0.253	0.124	-0.016	-0.167
YDL239C	-0.063	0.013	0.025	0.040	0.020	0.058
YDL240W	-0.162	0.031	0.025	-0.004	-0.004	0.051
YDL241W	-0.038	-0.008	0.006	0.044	0.016	0.068
YDL242W	-0.081	0.009	0.088	0.154	-0.015	0.010
YDL243C	-0.069	0.085	-0.048	0.120	-0.086	0.144
YDR001C	-0.155	0.054	0.007	-0.067	0.010	0.091
YDR003W	-0.154	0.031	0.083	0.091	0.015	0.005
YDR004W	-0.069	0.012	-0.041	0.089	-0.077	0.133
YDR005C	0.005	0.071	0.016	-0.328	-0.046	0.049
YDR006C	0.017	-0.125	-0.051	0.039	0.002	0.076
YDR007W	-0.026	0.098	-0.590	0.222	0.028	-0.032
YDR008C	-0.019	0.041	-0.029	0.104	-0.019	0.070
YDR009W	-0.130	0.059	-0.007	0.068	0.001	0.048
YDR010C	-0.062	0.018	0.057	0.134	-0.014	-0.025
YDR011W	-0.122	0.024	-0.017	0.206	-0.020	0.039
YDR014W	-0.098	0.017	-0.025	0.082	0.001	0.002
YDR015C	-0.037	0.048	-0.066	0.074	0.018	0.070
YDR017C	-0.009	0.027	-0.079	-0.131	-0.056	0.058
YDR018C	-0.031	-0.005	0.030	0.112	0.001	0.108
YDR019C	-0.136	0.046	-0.062	0.047	0.001	0.095
YDR020C	-0.169	0.002	-0.051	0.090	-0.032	0.084
YDR022C	-0.400	0.045	-0.051	0.138	0.001	0.079
YDR024W	0.022	0.128	-0.084	-0.164	-0.243	0.178
YDR025W	-0.096	0.192	0.000	-0.064	-0.251	0.100
YDR026C	-0.138	0.051	-0.078	0.125	0.011	0.072
YDR027C	0.070	-0.225	-0.220	-0.604	-0.278	-0.004
YDR028C	-0.184	0.208	-0.206	0.060	-0.251	0.083
YDR029W	-0.136	0.055	0.265	0.081	-0.026	-0.235
YDR030C	-0.021	0.036	0.316	0.100	-0.026	-0.289
YDR031W	-0.083	0.030	-0.015	0.151	-0.017	0.042
YDR032C	-0.088	0.044	-0.031	0.123	-0.004	0.071
YDR033W	-0.082	0.069	-0.043	0.178	-0.005	0.014
YDR034C	-0.232	-0.050	-0.092	-0.002	-0.045	0.093
YDR035W	-0.122	0.008	-0.070	0.231	-0.011	0.083
YDR036C	-0.192	-0.067	0.227	0.241	0.036	-0.162
YDR042C	0.437	0.370	-0.049	0.069	-0.320	-0.111
YDR043C	-0.442	0.033	0.012	0.428	0.095	-0.024
YDR046C	-0.205	-0.005	-0.005	0.184	0.069	-0.024
YDR048C	-0.052	0.018	0.012	0.030	0.005	-0.042
YDR049W	0.448	0.112	0.144	-0.121	-0.134	-0.149
YDR050C	-0.192	-0.025	-0.081	0.193	0.059	-0.002
YDR051C	-0.200	-0.050	-0.031	0.198	0.065	0.012
YDR055W	-0.151	0.027	-0.184	0.132	0.018	0.120
YDR056C	-0.234	0.019	0.001	0.279	0.020	-0.042
YDR057W	-0.192	0.014	-0.041	0.288	0.067	0.021
YDR058C	0.114	-0.039	-0.077	-0.003	0.013	0.074
YDR059C	0.585	0.009	0.045	-0.494	0.016	0.009
YDR061W	-0.317	-0.065	0.062	0.344	0.090	0.005
YDR063W	-0.080	-0.028	0.099	0.184	0.076	0.006
YDR065W	-0.034	0.193	0.023	-0.064	-0.111	-0.042
YDR066C	0.021	0.061	0.061	0.011	-0.019	-0.004
YDR067C	-0.179	0.054	-0.047	0.183	0.007	0.046
YDR068W	-0.103	-0.019	-0.011	0.164	0.064	0.007
YDR069C	-0.009	0.022	0.001	0.075	0.010	-0.063
YDR070C	-0.233	-0.023	-0.125	0.203	0.011	0.132
YDR071C	-0.010	0.040	0.045	-0.024	0.031	-0.051
YDR072C	-0.058	-0.021	0.022	0.080	0.043	-0.065
YDR073W	-0.310	-0.045	-0.076	0.196	0.086	0.084
YDR074W	-0.155	0.014	-0.059	-0.065	-0.127	-0.129
YDR075W	-0.010	-0.080	0.082	0.195	0.104	-0.043
YDR076W	-0.150	-0.081	0.005	0.178	-0.015	0.003
YDR077W	-0.060	-0.071	-0.057	0.078	0.070	0.051
YDR078C	-0.033	0.207	0.060	-0.037	-0.110	-0.083
YDR079W	0.063	0.152	-0.018	-0.024	-0.168	0.094
YDR080W	0.037	-0.185	-0.207	-0.562	-0.123	0.034
YDR083W	-0.152	-0.033	-0.023	0.138	-0.065	0.013
YDR084C	-0.097	-0.090	0.045	0.247	0.034	0.019
YDR085C	-0.052	0.057	0.057	0.079	-0.015	0.013
YDR089W	-0.051	-0.015	-0.013	0.100	0.036	0.060
YDR090C	-0.202	0.059	0.094	0.136	0.037	-0.029
YDR092W	0.105	0.006	0.003	-0.077	0.009	0.032
YDR093W	0.024	0.116	-0.121	0.139	-0.050	0.129
YDR094W	-0.220	-0.065	-0.115	0.138	0.015	0.027
YDR095C	-0.074	0.050	-0.033	0.128	-0.012	0.009
YDR096W	0.048	-0.191	0.013	-0.002	0.017	-0.010
YDR097C	-0.039	-0.122	-0.132	0.007	0.132	0.068
YDR098C	-0.273	0.056	-0.012	0.186	0.008	-0.027
YDR099W	0.029	-0.062	-0.113	-0.048	0.057	0.150
YDR100W	0.081	-0.017	0.064	-0.024	0.002	0.041
YDR101C	-0.144	0.064	0.188	0.075	-0.042	-0.071
YDR102C	0.131	0.022	0.091	-0.115	-0.008	0.023
YDR103W	0.208	0.011	0.260	-0.068	0.031	-0.136
YDR104C	-0.151	0.122	-0.026	0.111	-0.001	0.022
YDR105C	-0.227	0.052	-0.166	0.099	-0.046	0.038
YDR107C	NaN	NaN	NaN	0.046	0.026	-0.019
YDR108W	-0.471	-0.170	-0.271	-0.015	-0.028	-0.065
YDR109C	0.573	-0.072	0.096	-0.704	0.061	-0.042
YDR110W	0.120	0.018	-0.083	-0.117	-0.035	0.129
YDR111C	0.079	0.037	0.033	0.056	-0.020	0.047
YDR112W	-0.013	-0.013	0.056	0.049	-0.017	0.039
YDR114C	0.015	0.044	0.034	-0.019	-0.009	-0.054
YDR115W	-0.797	-0.862	-0.019	-0.315	-0.208	0.019
YDR116C	0.143	0.075	-0.118	-0.185	-0.048	0.034
YDR117C	-0.242	0.132	0.334	0.094	-0.068	0.045
YDR119W	-1.584	-0.240	-0.720	0.153	-0.063	-0.021
YDR120C	0.144	-0.148	0.031	-0.234	0.096	-0.109
YDR121W	-0.267	-0.112	0.019	0.171	0.001	-0.002
YDR122W	-0.026	-0.097	0.034	0.125	0.036	0.031
YDR123C	-0.211	-0.019	0.012	0.333	0.038	0.016
