orf	het | loss of heterozygosity at MAT locus (diploid mating) | standard | YPD + G418 [200 ug/ml] | Hoffert KM~Strome ED, 2019
YDR436W	6.0
YDR437W	6.0
YDR438W	5.0
YDR439W	12.0
YDR440W	8.0
YDR441C	7.0
YDR442W	8.0
YDR443C	5.0
YDR444W	8.0
YDR445C	8.0
YDR446W	18.0
YDR447C	11.0
YDR448W	5.0
YDR449C	9.0
YDR450W	6.0
YDR451C	10.0
YDR452W	4.0
YDR453C	17.0
YDR454C	7.0
YDR455C	7.0
YDR456W	7.0
YDR457W	6.0
YDR458C	4.0
YDR459C	6.0
YDR460W	6.0
YDR461W	12.0
YDR462W	4.0
YDR463W	6.0
YDR464W	13.0
YDR465C	7.0
YDR466W	8.0
YDR467C	6.0
YDR468C	6.0
YDR469W	4.0
YDR470C	10.0
YDR471W	4.0
YDR472W	5.0
YDR473C	6.0
YDR475C	7.0
YDR476C	6.0
YDR477W	14.0
YDR478W	6.0
YDR479C	7.0
YDR480W	3.0
YDR481C	5.0
YDR482C	6.0
YDR483W	6.0
YDR484W	6.0
YDR485C	6.0
YDR486C	5.0
YDR487C	6.0
YDR488C	16.0
YDR489W	15.0
YDR490C	6.0
YDR491C	10.0
YDR492W	7.0
YDR493W	7.0
YDR494W	7.0
YDR495C	7.0
YDR496C	6.0
YDR497C	8.0
YDR498C	5.0
YDR499W	7.0
YDR500C	6.0
YDR501W	12.0
YDR502C	13.0
YDR503C	6.0
YDR504C	7.0
YDR505C	13.0
YDR506C	8.0
YDR507C	8.0
YDR508C	4.0
YDR509W	18.0
YDR510W	10.0
YDR511W	5.0
YDR512C	6.0
YDR513W	5.0
YDR514C	7.0
YDR515W	8.0
YDR516C	18.0
YDR517W	13.0
YDR518W	8.5
YDR519W	6.0
YDR520C	14.0
YDR521W	6.0
YDR522C	9.0
YDR523C	4.0
YDR524C	5.0
YDR524C-B	5.0
YDR524W-C	6.0
YDR525W	8.0
YDR525W-A	11.0
YDR526C	5.0
YDR527W	7.0
YDR528W	4.0
YDR529C	5.0
YDR530C	12.0
YDR531W	7.0
YDR532C	6.0
YDR533C	5.0
YDR534C	4.0
YDR535C	4.0
YDR536W	9.0
YDR537C	7.0
YDR538W	6.0
YDR539W	6.0
YDR540C	5.0
YDR541C	7.0
YEL001C	9.0
YEL002C	5.0
YEL003W	6.0
YEL004W	7.0
YEL005C	7.0
YEL006W	13.0
YEL007W	7.0
YEL008W	8.0
YEL009C	7.0
YEL010W	7.0
YEL011W	7.0
YEL012W	8.0
YEL013W	7.0
YEL014C	6.0
YEL015W	6.0
YEL016C	7.0
YEL017C-A	7.0
YEL017W	7.0
YEL018W	5.0
YEL019C	9.0
YEL020C	7.0
YEL022W	6.0
YEL023C	8.0
YEL024W	6.0
YEL025C	14.0
YEL026W	7.0
YEL027W	7.0
YEL028W	11.0
YEL029C	12.0
YEL030W	8.0
YEL031W	8.0
YEL032W	8.0
YEL033W	8.0
YEL034W	19.0
YEL035C	6.0
YEL036C	8.0
YEL037C	8.0
YEL038W	7.0
YEL039C	6.0
YEL040W	13.0
YEL041W	5.5
YEL042W	5.0
YEL043W	8.0
YEL044W	12.0
YEL045C	7.0
YEL046C	3.0
YEL047C	7.0
YEL048C	7.0
YEL049W	9.0
YEL050C	6.0
YEL051W	7.0
YEL052W	6.0
YEL053C	9.0
YEL054C	13.0
YEL055C	9.0
YEL056W	6.0
YEL057C	6.0
YEL058W	5.0
YEL059C-A	7.0
YEL059W	8.0
YEL060C	7.0
YEL061C	5.0
YEL062W	7.0
YEL063C	8.0
YEL064C	7.0
YEL065W	5.0
YEL066W	6.0
YEL067C	10.0
YEL068C	9.0
YEL071W	6.0
YEL072W	10.0
YER001W	6.0
YER002W	6.0
YER003C	8.0
YER004W	8.0
YER005W	13.0
YER006W	10.0
YER007C-A	12.0
YER007W	6.0
YER008C	7.0
YER009W	7.0
YER010C	7.0
YER011W	6.0
YER012W	8.0
YER013W	6.0
YER014C-A	10.0
YER014W	9.0
YER015W	5.0
YER016W	7.0
YER017C	6.0
YER018C	7.0
YER019C-A	6.0
YER019W	7.0
YER020W	8.0
YER021W	7.0
YER022W	5.0
YER023W	8.0
YER024W	13.0
YER025W	7.0
YER026C	6.0
YER027C	6.5
YER028C	7.0
YER029C	4.0
YER030W	5.0
YER031C	5.0
YER032W	8.0
YER033C	17.0
YER034W	4.0
YER035W	17.0
YER036C	12.0
YER037W	7.0
YER038C	5.0
YER038W-A	10.0
YER039C	16.0
YER039C-A	10.0
YER040W	6.0
YER041W	8.0
YER042W	7.0
YER043C	5.0
YER044C	7.0
YER044C-A	9.0
YER045C	8.0
YER046W	7.0
YER046W-A	7.0
YER047C	8.0
YER048C	7.0
YER048W-A	5.5
YER049W	13.0
YER050C	8.0
YER051W	6.0
YER052C	10.0
YER053C	6.0
YER053C-A	6.0
YER054C	7.0
YER055C	9.0
YER056C	15.0
YER056C-A	7.0
YER057C	15.0
YER058W	9.0
YER059W	17.0
YER060W	7.0
YER060W-A	6.0
YER061C	8.0
YER062C	9.0
YER063W	7.0
YER064C	5.0
YER065C	7.0
YER066C-A	5.0
YER066W	7.0
YER067C-A	9.0
YER067W	6.0
YER068C-A	6.0
YER068W	6.0
YER069W	6.0
YER070W	8.0
YER071C	6.0
YER072W	10.0
YER073W	6.0
YER074W	13.0
YER074W-A	6.0
YER075C	7.0
YER076C	5.0
YER077C	6.0
YER078C	7.0
YER079W	6.0
YER080W	6.0
YER081W	17.0
YER082C	10.0
YER083C	7.0
YER084W	8.0
YER085C	9.0
YER086W	8.0
YER087C-B	9.5
YER087W	7.0
YER088C	5.0
YER089C	6.0
YER090W	6.0
YER091C	7.0
YER091C-A	4.0
YER092W	8.0
YER093C	4.0
YER093C-A	4.0
YER094C	5.0
YER095W	6.0
YER096W	10.0
YER097W	7.0
YER098W	6.0
YER099C	6.0
YER101C	7.0
YER103W	10.0
YER104W	7.0
YER105C	8.0
YER106W	8.0
YER107C	5.0
YER108C	8.0
YER109C	11.0
YER110C	6.0
YER111C	5.0
YER112W	16.0
YER113C	18.0
YER114C	6.0
YER115C	12.0
YER116C	7.0
YER117W	17.0
YER118C	4.0
YER119C	6.0
YER119C-A	12.0
YER120W	7.0
YER121W	9.0
YER122C	7.0
YER123W	7.0
YER124C	15.0
YER125W	12.0
YER126C	7.0
YER127W	5.0
YER128W	9.0
YER129W	17.0
YER130C	18.0
YER131W	18.0
YER132C	11.0
YER133W	15.0
YER134C	8.0
YER135C	17.0
YER136W	9.0
YER137C	8.0
YER139C	7.0
YER140W	5.0
YER141W	12.0
YER142C	7.0
YER143W	14.0
YER144C	5.0
YER145C	6.0
YER146W	7.0
YER147C	4.0
YER148W	11.0
YER149C	5.0
YER150W	7.0
YER151C	6.0
YER152C	7.0
YER153C	9.0
YER154W	8.0
YER155C	8.0
YER156C	5.0
YER157W	16.0
YER158C	9.0
YER159C	16.0
YER161C	6.0
YER163C	8.0
YER164W	9.0
YER165W	13.0
YER166W	9.0
YER167W	18.0
YER168C	9.0
YER169W	9.0
YER170W	5.0
YER171W	7.0
YER172C	4.0
YER173W	6.0
YER174C	10.0
YER175C	7.0
YER175W-A	7.0
YER176W	4.0
YER177W	7.0
YER178W	6.0
YER179W	8.0
YER180C	15.0
YER180C-A	6.0
YER181C	18.0
YER182W	7.0
YER183C	14.0
YER184C	6.0
YER185W	17.0
YER186C	7.0
YER186W-A	12.0
YER187W	6.0
YER188W	5.0
YFL001W	7.0
YFL002C	7.0
YFL003C	9.0
YFL004W	5.0
YFL005W	5.0
YFL007W	8.0
YFL008W	18.0
YFL009W	6.0
YFL010C	4.0
YFL010W-A	4.5
YFL011W	8.0
YFL012W	7.0
YFL013C	8.0
YFL013W-A	8.0
YFL014W	7.0
YFL015C	8.0
YFL016C	6.0
YFL017C	12.0
YFL017W-A	7.0
YFL018C	10.0
YFL019C	7.0
YFL020C	9.0
YFL021W	13.0
YFL022C	8.0
YFL023W	10.0
YFL024C	10.0
YFL025C	6.0
YFL026W	7.0
YFL027C	9.0
YFL028C	7.0
YFL029C	7.0
YFL030W	7.0
YFL031W	6.5
YFL032W	7.0
YFL033C	6.0
YFL034C-A	4.0
YFL034C-B	10.0
YFL034W	4.0
YFL036W	7.0
YFL037W	6.0
YFL038C	4.0
YFL039C	5.0
YFL040W	6.0
YFL041W	8.0
YFL041W-A	4.0
YFL042C	6.0
YFL044C	7.0
YFL045C	5.0
YFL046W	5.0
YFL047W	10.0
YFL048C	8.0
YFL049W	6.0
YFL050C	6.0
YFL051C	6.0
YFL052W	7.0
YFL053W	4.0
YFL054C	8.0
YFL055W	5.0
YFL056C	5.0
YFL060C	13.0
YFL063W	7.0
YFR001W	5.0
YFR002W	12.0
YFR003C	5.0
YFR004W	6.0
YFR005C	6.0
YFR006W	12.0
YFR007W	6.0
YFR008W	4.0
YFR009W	4.0
YFR010W	6.0
YFR011C	7.0
YFR012W	6.0
YFR012W-A	5.0
YFR013W	6.5
YFR014C	6.0
YFR015C	7.0
YFR016C	4.0
YFR017C	7.0
YFR018C	6.0
YFR019W	10.0
YFR020W	8.0
YFR021W	5.0
YFR022W	7.0
YFR023W	6.0
YFR024C-A	7.5
YFR025C	6.0
YFR026C	6.0
YFR027W	7.0
YFR028C	12.0
YFR029W	6.0
YFR030W	6.0
YFR031C	5.0
YFR031C-A	7.0
YFR032C	5.0
YFR032C-A	4.0
YFR032C-B	6.0
YFR033C	8.0
YFR034C	10.0
YFR035C	12.0
YFR036W	6.0
YFR037C	8.0
YFR038W	4.5
YFR039C	9.0
YFR040W	6.0
YFR041C	7.0
YFR042W	8.0
YFR043C	8.0
YFR044C	6.0
YFR045W	5.5
YFR046C	6.0
YFR047C	8.0
YFR048W	5.0
YFR049W	4.0
YFR050C	4.0
YFR051C	5.0
YFR052W	6.0
YFR053C	14.0
YFR054C	5.0
YFR055W	5.0
YFR056C	4.0
YFR057W	2.0
YGL001C	10.0
YGL002W	6.0
YGL003C	6.0
YGL004C	8.0
YGL005C	6.0
YGL006W	15.0
YGL006W-A	6.0
YGL007C-A	3.0
YGL007W	7.0
YGL008C	9.0
YGL009C	7.0
YGL010W	5.0
YGL011C	5.0
YGL012W	6.0
YGL013C	3.0
YGL014W	6.0
YGL015C	5.0
YGL016W	6.0
YGL017W	7.0
YGL018C	5.0
YGL019W	6.0
YGL020C	14.0
YGL021W	12.0
YGL022W	5.0
YGL023C	8.5
YGL024W	7.0
YGL025C	5.0
YGL026C	12.0
YGL027C	6.0
YGL028C	6.0
YGL029W	10.0
YGL030W	10.0
YGL031C	3.0
YGL032C	4.5
YGL033W	10.0
YGL034C	9.0
YGL035C	6.0
YGL036W	4.0
YGL037C	13.0
YGL038C	5.0
YGL039W	7.0
YGL040C	6.0
YGL041C	6.0
YGL041C-B	9.0
YGL042C	6.0
YGL043W	3.0
YGL044C	6.0
YGL045W	5.666666666666667
YGL047W	7.0
YGL048C	6.0
YGL049C	3.0
YGL050W	7.0
YGL051W	7.0
YGL053W	7.0
YGL054C	6.0
YGL055W	6.0
YGL056C	6.0
YGL057C	5.0
YGL058W	8.0
YGL059W	5.0
YGL060W	7.0
YGL061C	7.0
YGL062W	6.0
YGL063W	6.0
YGL064C	5.0
YGL065C	8.0
YGL066W	6.0
YGL067W	6.0
YGL068W	5.0
YGL069C	3.0
YGL070C	4.0
YGL071W	4.0
YGL072C	7.0
YGL073W	8.0
YGL074C	6.0
YGL075C	5.0
YGL076C	3.0
YGL077C	8.0
YGL078C	12.0
YGL079W	5.0
YGL080W	5.0
YGL081W	4.5
YGL082W	6.0
YGL083W	6.0
YGL084C	7.0
YGL085W	11.0
YGL086W	12.0
YGL087C	7.0
YGL088W	7.0
YGL089C	6.0
YGL090W	6.0
YGL091C	5.0
YGL092W	10.0
YGL093W	4.0
YGL094C	7.0
YGL095C	5.0
YGL096W	8.0
YGL097W	4.0
YGL098W	8.0
YGL099W	5.0
YGL100W	5.0
YGL101W	6.5
YGL102C	3.0
YGL103W	6.0
YGL104C	8.0
YGL105W	7.0
YGL107C	5.0
YGL108C	8.0
YGL109W	5.0
YGL110C	3.0
YGL111W	9.0
YGL112C	6.0
YGL113W	16.0
YGL114W	8.0
YGL115W	8.0
YGL116W	5.0
YGL117W	7.0
YGL118C	12.0
YGL119W	4.0
YGL120C	8.0
YGL121C	5.0
YGL122C	14.0
YGL123W	6.0
YGL124C	7.0
YGL125W	5.0
YGL126W	8.0
YGL127C	9.0
YGL128C	9.0
YGL129C	7.0
YGL130W	8.0
YGL131C	10.0
YGL132W	4.0
YGL133W	6.0
YGL134W	6.0
YGL135W	8.0
YGL136C	7.0
YGL137W	6.0
YGL138C	4.0
YGL139W	8.0
YGL140C	9.0
YGL141W	6.0
YGL142C	7.0
YGL143C	3.0
YGL144C	9.0
YGL145W	7.0
YGL146C	6.0
YGL147C	8.0
YGL148W	5.0
YGL149W	7.0
YGL150C	6.0
YGL151W	5.0
YGL152C	5.0
YGL153W	5.0
YGL154C	6.0
YGL155W	5.0
YGL156W	16.0
YGL157W	4.0
YGL158W	15.0
YGL159W	8.0
YGL160W	6.0
YGL161C	6.0
YGL162W	5.0
YGL163C	9.0
YGL164C	6.0
YGL165C	4.0
YGL166W	5.0
YGL167C	7.0
YGL168W	7.0
YGL169W	3.0
YGL170C	3.0
YGL171W	5.0
YGL172W	7.0
YGL173C	7.0
YGL174W	7.0
YGL175C	8.0
YGL176C	6.0
YGL177W	12.0
YGL178W	3.0
YGL179C	5.0
YGL180W	6.0
YGL181W	13.0
YGL184C	6.0
YGL185C	8.0
YGL186C	8.0
YGL188C-A	7.0
YGL190C	4.0
YGL191W	3.0
YGL192W	4.0
YGL194C	10.0
YGL195W	10.0
YGL196W	3.6666666666666665
YGL197W	12.0
YGL198W	7.0
YGL199C	4.0
YGL201C	7.5
YGL202W	9.333333333333334
YGL203C	9.0
YGL205W	9.5
YGL206C	9.0
YGL207W	4.0
YGL208W	11.5
YGL209W	1.0
YGL210W	7.0
YGL211W	7.0
YGL212W	12.0
YGL213C	5.0
YGL214W	2.5
YGL215W	15.0
YGL216W	10.333333333333334
YGL217C	6.5
YGL218W	12.0
YGL219C	6.0
YGL220W	8.0
YGL221C	5.5
YGL222C	6.5
YGL223C	5.0
YGL224C	3.6666666666666665
YGL225W	10.5
YGL226C-A	10.0
YGL226W	12.5
YGL227W	8.5
YGL228W	10.0
YGL229C	6.0
YGL230C	9.5
YGL231C	7.0
YGL232W	8.0
YGL233W	14.5
YGL234W	6.0
YGL235W	5.0
YGL236C	9.5
YGL237C	7.0
YGL238W	7.5
YGL239C	5.0
YGL240W	6.0
YGL241W	6.0
YGL242C	6.0
YGL243W	11.0
YGL244W	6.0
YGL245W	7.0
YGL246C	10.0
YGL247W	7.0
YGL248W	9.0
YGL249W	8.0
YGL250W	5.0
YGL251C	8.0
YGL252C	7.0
YGL253W	6.0
YGL254W	4.0
YGL255W	7.0
YGL256W	5.0
YGL257C	9.0
YGL258W	10.0
YGL259W	5.0
YGL260W	16.0
YGL261C	5.0
YGL262W	8.0
YGL263W	7.0
YGR001C	9.0
YGR002C	6.0
YGR003W	9.0
YGR004W	7.0
YGR005C	5.0
YGR006W	15.0
YGR007W	4.0
YGR008C	5.0
YGR009C	6.0
YGR010W	7.0
YGR011W	4.0
YGR012W	13.0
YGR013W	8.0
YGR014W	5.0
YGR015C	8.0
YGR016W	5.0
YGR017W	5.0
YGR018C	4.0
YGR019W	11.0
YGR020C	12.0
YGR021W	11.0
YGR022C	3.5
YGR023W	6.0
YGR024C	6.0
YGR025W	4.0
YGR026W	6.0
YGR027C	4.0
YGR028W	17.0
YGR029W	5.0
YGR030C	9.0
YGR031W	5.0
YGR032W	15.0
YGR033C	4.0
YGR034W	4.0
YGR035C	12.0
YGR035W-A	4.0
YGR036C	4.0
YGR037C	7.5
YGR038W	6.0
YGR039W	4.0
YGR040W	4.0
YGR041W	6.0
YGR042W	5.0
YGR043C	5.0
YGR044C	3.0
YGR045C	5.0
YGR046W	8.0
YGR047C	5.0
YGR048W	7.0
YGR049W	5.0
YGR050C	5.0
YGR051C	6.0
YGR052W	6.0
YGR053C	6.0
YGR054W	9.0
YGR055W	10.0
YGR056W	7.0
YGR057C	7.0
YGR058W	4.0
YGR059W	5.0
YGR060W	11.0
YGR061C	7.0
YGR062C	5.0
YGR063C	4.0
YGR064W	3.0
YGR065C	3.0
YGR066C	5.0
YGR067C	8.0
YGR068C	5.0
YGR069W	6.0
YGR070W	7.0
YGR071C	6.0
YGR072W	6.0
YGR073C	7.0
YGR074W	7.0
YGR075C	7.0
YGR076C	4.0
YGR077C	3.0
YGR078C	8.0
YGR079W	6.0
YGR080W	13.0
YGR081C	6.0
YGR082W	8.0
YGR083C	5.0
YGR084C	6.0
YGR085C	6.0
YGR086C	9.0
YGR087C	5.0
YGR088W	7.0
YGR089W	19.0
YGR090W	6.0
YGR091W	4.0
YGR092W	7.0
YGR093W	7.0
YGR094W	6.0
YGR095C	6.0
YGR096W	13.0
YGR097W	6.0
YGR098C	13.0
YGR099W	6.0
YGR100W	6.0
YGR101W	8.0
YGR102C	6.0
YGR103W	5.0
YGR104C	8.0
YGR105W	4.0
YGR106C	7.0
YGR107W	6.0
YGR108W	4.0
YGR109C	6.0
YGR110W	5.0
YGR111W	5.0
YGR112W	6.0
YGR113W	8.0
YGR114C	5.0
YGR115C	7.0
YGR116W	4.0
YGR117C	13.0
YGR118W	6.0
YGR119C	6.0
YGR120C	7.0
YGR121C	7.0
YGR121W-A	6.0
YGR122C-A	6.0
YGR122W	5.0
YGR123C	8.0
YGR124W	8.0
YGR125W	4.0
YGR126W	13.0
YGR127W	4.0
YGR128C	10.0
YGR129W	8.0
YGR130C	7.0
YGR131W	6.0
YGR132C	10.0
YGR133W	6.0
YGR134W	11.0
YGR135W	5.0
YGR136W	11.0
YGR137W	6.0
YGR138C	4.0
YGR139W	7.0
YGR140W	7.0
YGR141W	9.0
YGR142W	7.0
YGR143W	7.0
YGR144W	4.0
YGR145W	9.0
YGR146C	7.0
YGR146C-A	5.0
YGR147C	8.0
YGR148C	6.0
YGR149W	6.0
YGR150C	14.0
YGR151C	5.0
YGR152C	10.0
YGR153W	13.0
YGR154C	7.0
YGR155W	5.5
YGR156W	7.0
YGR157W	12.0
YGR158C	4.0
YGR159C	13.0
YGR160W	5.0
YGR161C	5.0
YGR161W-C	6.0
YGR162W	8.0
YGR163W	5.0
YGR164W	9.0
YGR165W	6.0
YGR166W	6.0
YGR167W	7.0
YGR168C	13.0
YGR169C	5.0
YGR169C-A	8.0
YGR170W	5.0
YGR171C	7.0
YGR172C	7.0
YGR173W	7.0
YGR174C	4.0
YGR174W-A	7.0
YGR175C	6.0
YGR176W	7.0
YGR177C	6.0
YGR178C	6.0
YGR179C	6.0
YGR180C	7.5
YGR181W	7.0
YGR182C	2.0
YGR183C	5.0
YGR184C	4.0
YGR185C	6.0
YGR186W	5.0
YGR187C	5.0
YGR188C	5.0
YGR189C	14.0
YGR190C	4.0
YGR191W	7.0
YGR192C	4.0
YGR193C	14.0
YGR194C	12.0
YGR195W	11.0
YGR196C	9.0
YGR197C	11.0
YGR198W	6.0
YGR199W	8.0
YGR200C	6.0
YGR201C	14.0
YGR202C	7.0
YGR203W	8.0
YGR204C-A	7.0
YGR204W	12.0
YGR205W	7.0
YGR206W	18.0
YGR207C	10.0
YGR208W	6.0
YGR209C	8.0
YGR210C	8.0
YGR211W	4.0
YGR212W	14.0
YGR213C	8.0
YGR214W	4.0
YGR215W	4.0
YGR216C	6.0
YGR217W	7.0
YGR218W	7.0
YGR219W	4.0
YGR220C	3.0
YGR221C	6.0
YGR222W	14.0
YGR223C	6.0
YGR224W	5.0
YGR225W	9.5
YGR226C	6.0
YGR227W	5.0
YGR228W	7.0
YGR229C	3.0
YGR230W	5.0
YGR231C	4.0
YGR232W	8.0
YGR233C	4.0
YGR234W	7.0
YGR235C	7.0
YGR236C	3.0
YGR237C	4.0
YGR238C	7.0
YGR239C	5.0
YGR240C	12.0
YGR241C	7.0
YGR242W	4.0
YGR243W	6.0
YGR244C	4.5
YGR245C	6.0
YGR246C	5.0
YGR247W	8.0
YGR248W	6.0
YGR249W	6.0
YGR250C	12.0
YGR251W	11.0
YGR252W	4.0
YGR253C	15.0
YGR254W	4.0
YGR255C	7.0
YGR256W	6.0
YGR257C	7.0
YGR258C	5.0
YGR259C	6.0
YGR260W	7.0
YGR261C	7.0
YGR262C	8.0
YGR263C	9.0
YGR264C	8.0
YGR265W	15.0
YGR266W	7.0
YGR267C	8.0
YGR268C	6.0
YGR269W	8.0
YGR270W	9.0
YGR271C-A	8.0
YGR271W	5.0
YGR273C	5.0
YGR274C	6.0
YGR275W	6.0
YGR276C	6.0
YGR277C	8.0
YGR278W	5.0
YGR279C	8.0
YGR280C	7.0
YGR281W	9.0
YGR282C	7.0
YGR283C	7.0
YGR284C	10.0
YGR285C	11.0
YGR286C	8.0
YGR287C	12.0
YGR288W	6.0
YGR289C	8.0
YGR290W	8.0
YGR291C	6.0
YGR292W	7.0
YGR295C	7.0
YHL001W	6.0
YHL002W	8.0
YHL003C	7.0
YHL004W	7.0
YHL005C	5.0
YHL006C	5.0
YHL007C	3.0
YHL008C	3.0
YHL009C	4.0
YHL010C	7.0
YHL011C	10.0
YHL012W	8.0
YHL013C	4.0
YHL014C	6.0
YHL015W	7.0
YHL015W-A	6.0
YHL016C	6.0
YHL017W	6.0
YHL019C	7.0
YHL020C	6.0
YHL021C	6.0
YHL022C	7.0
YHL023C	4.0
YHL024W	12.0
YHL025W	6.0
YHL026C	5.0
YHL027W	8.0
YHL028W	16.0
YHL029C	9.0
YHL030W	6.0
YHL031C	5.0
YHL032C	7.0
YHL033C	7.0
YHL034C	8.0
YHL035C	7.0
YHL036W	9.0
YHL037C	8.0
YHL038C	5.0
YHL039W	11.0
YHL040C	4.0
YHL041W	7.0
YHL042W	5.0
YHL043W	9.0
YHL044W	5.0
YHL045W	6.0
YHL046C	6.0
YHL047C	7.0
YHR001W	5.0
YHR001W-A	6.0
YHR003C	6.0
YHR004C	11.0
YHR005C	5.0
YHR005C-A	9.0
YHR006W	11.0
YHR007C	6.0
YHR007C-A	5.0
YHR008C	6.0
YHR009C	6.0
YHR010W	8.0
YHR011W	10.0
YHR012W	6.0
YHR013C	7.0
YHR014W	6.0
YHR015W	5.0
YHR016C	16.0
YHR017W	12.0
YHR018C	5.0
YHR019C	7.0
YHR020W	8.0
YHR021C	16.0
YHR021W-A	9.0
YHR022C	13.0
YHR022C-A	8.0
YHR023W	9.0
YHR024C	7.0
YHR025W	8.0
YHR026W	5.0
YHR028C	6.0
YHR029C	18.0
YHR030C	3.0
YHR031C	7.0
YHR032W	7.0
YHR033W	4.0
YHR034C	6.0
YHR035W	4.0
YHR036W	7.0
YHR037W	6.0
YHR038W	5.0
YHR039C	7.0
YHR039C-A	7.0
YHR040W	3.0
YHR041C	4.0
YHR042W	7.0
YHR043C	5.0
YHR044C	5.0
YHR045W	5.0
YHR046C	7.0
YHR047C	6.0
YHR048W	6.0
YHR049C-A	5.0
YHR049W	7.0
YHR050W	9.0
YHR050W-A	6.0
YHR051W	5.0
YHR057C	9.0
YHR058C	5.0
YHR059W	12.0
YHR060W	3.0
YHR061C	8.0
YHR062C	5.0
YHR063C	7.0
YHR064C	13.0
YHR065C	5.0
YHR066W	8.0
YHR067W	3.0
YHR068W	5.0
YHR069C	9.0
YHR070W	5.0
YHR071W	7.0
YHR072W	16.0
YHR072W-A	6.0
YHR073W	7.0
YHR074W	6.0
YHR075C	7.0
YHR076W	12.0
YHR077C	6.0
YHR078W	7.0
YHR079C	5.0
YHR079C-A	5.0
YHR080C	5.0
YHR081W	4.0
YHR082C	5.0
YHR083W	5.0
YHR084W	7.0
YHR085W	3.0
YHR086W	7.0
YHR086W-A	6.0
YHR087W	7.0
YHR088W	7.5
YHR089C	5.0
YHR090C	5.0
YHR091C	5.5
YHR092C	6.0
YHR093W	7.0
YHR094C	6.0
YHR095W	7.0
YHR096C	6.0
YHR097C	9.0
YHR098C	6.0
YHR100C	7.0
YHR101C	7.0
YHR102W	4.0
YHR103W	7.0
YHR104W	5.0
YHR105W	8.0
YHR106W	7.0
YHR107C	7.0
YHR108W	8.0
YHR109W	9.0
YHR110W	17.0
YHR111W	9.0
YHR112C	5.0
YHR113W	5.0
YHR114W	6.0
YHR115C	5.0
YHR116W	8.0
YHR117W	18.0
YHR118C	7.0
YHR120W	5.0
YHR121W	5.0
YHR122W	7.0
YHR123W	14.0
YHR124W	11.0
YHR125W	6.0
YHR126C	7.0
YHR127W	6.0
YHR128W	12.0
YHR129C	9.0
YHR130C	6.0
YHR131C	7.0
YHR132C	6.0
YHR132W-A	7.0
YHR133C	9.0
YHR134W	15.0
YHR135C	7.0
YHR136C	6.0
YHR137W	6.0
YHR138C	7.0
YHR139C	6.0
YHR139C-A	14.0
YHR140W	7.0
YHR141C	5.0
YHR142W	6.0
YHR143W	5.0
YHR143W-A	6.0
YHR146W	5.0
YHR147C	6.0
YHR148W	5.0
YHR149C	10.0
YHR150W	13.0
YHR151C	16.0
YHR152W	8.0
YHR153C	5.0
YHR154W	8.0
YHR155W	8.0
YHR156C	5.0
YHR157W	6.0
YHR158C	7.0
YHR159W	9.0
YHR160C	6.0
YHR161C	12.0
YHR162W	5.0
YHR163W	9.0
YHR164C	7.0
YHR165C	9.0
YHR166C	5.0
YHR167W	13.0
YHR168W	15.0
YHR169W	7.0
YHR170W	14.0
YHR171W	11.0
YHR172W	6.0
YHR175W-A	8.0
YHR176W	5.0
YHR177W	8.0
YHR178W	5.0
YHR179W	7.0
YHR180W	6.0
YHR181W	6.0
YHR182W	6.0
YHR183W	6.0
YHR184W	10.0
YHR185C	4.0
YHR186C	7.0
YHR187W	6.0
YHR188C	6.5
YHR189W	8.0
YHR190W	6.0
YHR191C	5.0
YHR192W	7.0
YHR193C	6.0
YHR194W	6.0
YHR195W	10.0
YHR196W	9.0
YHR197W	6.0
YHR198C	13.0
YHR199C	8.0
YHR199C-A	5.0
YHR200W	9.0
YHR202W	8.0
YHR203C	9.0
YHR204W	11.0
YHR205W	7.0
YHR206W	6.0
YHR210C	14.0
YIL001W	6.0
YIL002C	5.0
YIL002W-A	7.0
YIL003W	10.0
YIL004C	7.0
YIL005W	8.0
YIL006W	9.0
YIL007C	4.0
YIL008W	5.0
YIL009C-A	8.0
YIL009W	7.0
YIL010W	7.0
YIL011W	6.0
YIL012W	9.0
YIL013C	7.0
YIL014C-A	7.0
YIL014W	8.0
YIL015W	4.0
YIL016W	6.0
YIL017C	7.0
YIL018W	9.0
YIL019W	9.0
YIL020C	8.0
YIL021W	8.0
YIL022W	5.0
YIL023C	7.0
YIL024C	8.0
YIL025C	17.0
YIL026C	7.0
YIL027C	6.0
YIL028W	7.0
YIL029C	8.0
YIL030C	8.0
YIL031W	6.0
YIL032C	16.0
YIL033C	9.0
YIL034C	10.0
YIL035C	10.0
YIL036W	7.0
YIL037C	6.0
YIL038C	3.0
YIL039W	6.0
YIL040W	6.0
YIL041W	9.0
YIL042C	5.0
YIL043C	6.0
YIL044C	8.0
YIL045W	7.0
YIL046W	16.0
YIL046W-A	6.0
YIL047C	7.0
YIL048W	22.0
YIL049W	9.0
YIL050W	18.0
YIL051C	19.0
YIL052C	11.0
YIL053W	17.0
YIL054W	9.0
YIL055C	5.0
YIL056W	4.0
YIL057C	6.0
YIL058W	10.0
YIL059C	10.0
YIL060W	17.0
YIL061C	8.0
YIL062C	5.0
YIL063C	8.0
YIL064W	7.0
YIL065C	9.0
YIL066C	7.0
YIL067C	6.0
YIL068C	8.0
YIL069C	7.0
YIL070C	12.0
YIL071C	6.0
YIL072W	8.0
YIL073C	19.0
YIL074C	6.0
