orf	het | loss of heterozygosity at MAT locus (diploid mating) | standard | YPD + G418 [200 ug/ml] | Hoffert KM~Strome ED, 2019
YOR341W	11.0
YOR342C	10.0
YOR343C	9.0
YOR344C	8.0
YOR345C	3.0
YOR346W	8.0
YOR347C	6.0
YOR348C	12.0
YOR349W	8.0
YOR350C	9.0
YOR351C	9.0
YOR352W	10.0
YOR353C	8.0
YOR354C	9.0
YOR355W	10.0
YOR356W	8.0
YOR357C	8.0
YOR358W	6.0
YOR359W	8.0
YOR360C	8.0
YOR361C	8.0
YOR362C	13.0
YOR363C	9.0
YOR364W	12.0
YOR365C	8.0
YOR366W	4.0
YOR367W	7.0
YOR368W	5.0
YOR369C	6.0
YOR370C	12.0
YOR371C	7.0
YOR372C	10.0
YOR373W	8.0
YOR374W	8.0
YOR375C	8.0
YOR376W	7.0
YOR376W-A	11.0
YOR377W	10.0
YOR378W	11.0
YOR379C	7.0
YOR380W	6.0
YOR381W	11.0
YOR382W	6.0
YOR383C	5.0
YOR384W	16.0
YOR385W	7.0
YOR386W	4.0
YPL001W	7.0
YPL002C	4.0
YPL003W	7.0
YPL004C	9.0
YPL005W	8.0
YPL006W	5.0
YPL007C	7.0
YPL008W	5.0
YPL009C	4.0
YPL010W	7.0
YPL011C	5.0
YPL012W	4.0
YPL013C	3.0
YPL014W	7.0
YPL015C	7.0
YPL016W	5.0
YPL017C	4.5
YPL018W	6.0
YPL019C	7.0
YPL020C	4.0
YPL021W	4.0
YPL022W	3.0
YPL023C	7.0
YPL024W	6.0
YPL025C	4.0
YPL026C	4.0
YPL027W	6.0
YPL028W	6.0
YPL029W	5.0
YPL030W	9.0
YPL031C	6.0
YPL032C	8.0
YPL033C	6.0
YPL034W	5.0
YPL035C	5.0
YPL036W	7.0
YPL037C	3.0
YPL038W	4.0
YPL038W-A	9.0
YPL039W	5.0
YPL040C	5.0
YPL041C	4.0
YPL042C	6.0
YPL043W	9.0
YPL044C	5.0
YPL045W	5.0
YPL046C	5.0
YPL047W	5.0
YPL048W	6.0
YPL049C	5.0
YPL050C	4.0
YPL051W	7.0
YPL052W	7.0
YPL053C	6.0
YPL054W	5.0
YPL055C	6.0
YPL056C	7.0
YPL057C	5.0
YPL058C	5.0
YPL059W	6.0
YPL060W	5.0
YPL061W	8.0
YPL062W	4.0
YPL063W	4.0
YPL064C	6.0
YPL065W	5.0
YPL066W	7.0
YPL067C	5.0
YPL068C	4.0
YPL069C	8.0
YPL070W	8.0
YPL071C	6.0
YPL072W	8.0
YPL073C	7.0
YPL074W	10.0
YPL075W	7.0
YPL076W	9.0
YPL077C	7.0
YPL078C	9.0
YPL079W	7.0
YPL080C	13.0
YPL081W	3.0
YPL082C	8.0
YPL083C	6.0
YPL084W	7.0
YPL085W	9.0
YPL086C	5.0
YPL087W	16.0
YPL088W	16.0
YPL089C	10.0
YPL090C	6.0
YPL091W	4.0
YPL092W	9.0
YPL093W	9.0
YPL094C	8.0
YPL095C	4.0
YPL096C-A	8.0
YPL096W	5.0
YPL097W	17.0
YPL098C	7.0
YPL099C	6.0
YPL100W	6.0
YPL101W	8.0
YPL102C	7.0
YPL103C	7.0
YPL104W	8.0
YPL105C	6.0
YPL106C	7.0
YPL107W	8.0
YPL108W	9.0
YPL109C	7.0
YPL110C	5.0
YPL111W	8.0
YPL112C	8.0
YPL113C	6.0
YPL114W	5.0
YPL115C	6.0
YPL116W	8.0
YPL117C	7.0
YPL118W	7.0
YPL119C	11.0
YPL119C-A	7.0
YPL120W	6.0
YPL121C	10.0
YPL122C	10.0
YPL123C	8.0
YPL124W	7.0
YPL125W	9.0
YPL126W	7.0
YPL127C	6.0
YPL128C	6.0
YPL129W	8.0
YPL130W	8.0
YPL131W	6.0
YPL132W	10.0
YPL133C	3.0
YPL134C	9.0
YPL135W	6.0
YPL136W	7.0
YPL137C	7.0
YPL138C	7.0
YPL139C	4.0
YPL140C	8.0
YPL141C	8.0
YPL142C	8.0
YPL143W	3.0
YPL144W	7.0
YPL145C	8.0
YPL146C	17.0
YPL147W	8.0
YPL148C	7.0
YPL149W	8.0
YPL150W	8.0
YPL151C	9.0
YPL152W	11.0
YPL152W-A	7.0
YPL153C	7.0
YPL154C	8.0
YPL155C	6.0
YPL156C	8.0
YPL157W	8.0
YPL158C	11.0
YPL159C	7.0
YPL160W	8.0
YPL161C	6.0
YPL162C	16.0
YPL163C	14.0
YPL164C	6.0
YPL165C	8.0
YPL166W	7.0
YPL167C	11.0
YPL168W	10.0
YPL169C	17.0
YPL170W	6.0
YPL171C	7.0
YPL172C	8.0
YPL173W	8.0
YPL174C	14.0
YPL175W	8.0
YPL176C	11.0
YPL177C	8.0
YPL178W	5.0
YPL179W	6.0
YPL180W	8.0
YPL181W	7.0
YPL182C	6.0
YPL183C	7.0
YPL183W-A	6.5
YPL184C	7.0
YPL185W	10.0
YPL186C	8.0
YPL187W	12.0
YPL189C-A	5.0
YPL189W	8.0
YPL190C	10.0
YPL191C	5.0
YPL192C	8.0
YPL193W	6.0
YPL194W	6.5
YPL195W	7.0
YPL196W	6.0
YPL197C	6.0
YPL198W	6.0
YPL199C	7.0
YPL200W	5.0
YPL201C	16.0
YPL202C	19.0
YPL203W	10.0
YPL204W	7.0
YPL205C	8.0
YPL206C	6.0
YPL207W	6.0
YPL208W	6.0
YPL209C	7.0
YPL210C	6.0
YPL211W	8.0
YPL212C	7.0
YPL213W	8.0
YPL214C	7.0
YPL215W	5.0
YPL216W	7.0
YPL217C	8.0
YPL218W	7.0
YPL219W	8.0
YPL220W	6.0
YPL221W	8.0
YPL222W	13.0
YPL223C	5.0
YPL224C	6.0
YPL225W	8.0
YPL226W	5.0
YPL227C	7.0
YPL228W	12.0
YPL229W	6.0
YPL230W	7.0
YPL231W	7.0
YPL232W	8.0
YPL233W	3.0
YPL234C	7.0
YPL235W	8.0
YPL236C	7.0
YPL237W	7.0
YPL238C	8.0
YPL239W	9.0
YPL240C	6.0
YPL241C	7.0
YPL242C	11.0
YPL243W	7.0
YPL244C	3.0
YPL245W	8.0
YPL246C	6.0
YPL247C	6.0
YPL248C	7.0
YPL249C	10.0
YPL249C-A	17.0
YPL250C	6.0
YPL251W	8.0
YPL252C	8.0
YPL253C	6.0
YPL254W	8.0
YPL255W	7.0
YPL256C	7.0
YPL257W	10.0
YPL258C	8.0
YPL259C	8.0
YPL260W	7.0
YPL261C	8.0
YPL262W	16.0
YPL263C	8.0
YPL264C	8.0
YPL265W	8.0
YPL266W	8.0
YPL267W	11.0
YPL268W	7.0
YPL269W	12.0
YPL270W	8.0
YPL271W	11.0
YPL272C	13.0
YPL273W	18.0
YPL274W	7.0
YPL277C	7.0
YPR001W	5.0
YPR002W	4.0
YPR003C	5.0
YPR004C	5.0
YPR005C	7.0
YPR006C	5.0
YPR007C	13.0
YPR008W	9.0
YPR009W	6.0
YPR010C	7.0
YPR011C	6.0
YPR012W	4.0
YPR014C	12.0
YPR015C	6.0
YPR016C	9.0
YPR017C	6.0
YPR018W	5.0
YPR019W	15.0
YPR020W	6.0
YPR021C	16.0
YPR022C	5.0
YPR023C	7.0
YPR024W	8.0
YPR025C	9.0
YPR026W	5.0
YPR027C	7.0
YPR028W	6.0
YPR029C	6.0
YPR030W	6.0
YPR031W	11.0
YPR032W	10.0
YPR033C	6.0
YPR034W	10.0
YPR035W	12.0
YPR036W	9.0
YPR037C	9.0
YPR038W	9.0
YPR039W	8.0
YPR040W	9.0
YPR041W	5.0
YPR042C	5.0
YPR043W	19.0
YPR044C	7.0
YPR045C	6.0
YPR046W	5.0
YPR047W	9.0
YPR048W	8.0
YPR049C	11.0
YPR050C	8.0
YPR051W	10.0
YPR052C	17.0
YPR053C	7.0
YPR054W	3.0
YPR055W	9.0
YPR056W	6.0
YPR057W	8.0
YPR058W	8.0
YPR059C	7.0
YPR060C	6.0
YPR061C	8.0
YPR062W	8.0
YPR063C	6.0
YPR064W	11.0
YPR065W	7.0
YPR066W	7.0
YPR067W	10.0
YPR068C	5.0
YPR069C	6.0
YPR070W	14.0
YPR071W	10.0
YPR072W	6.0
YPR073C	8.0
YPR074C	5.0
YPR075C	18.0
YPR076W	7.0
YPR077C	6.0
YPR079W	10.0
YPR082C	6.0
YPR083W	9.0
YPR084W	8.0
YPR085C	8.0
YPR086W	9.0
YPR087W	7.0
YPR088C	7.0
YPR089W	8.666666666666666
YPR091C	8.0
YPR092W	9.0
YPR093C	7.0
YPR094W	8.0
YPR095C	7.0
YPR096C	6.0
YPR097W	17.0
YPR098C	7.5
YPR099C	8.0
YPR100W	8.0
YPR101W	6.0
YPR103W	7.0
YPR104C	8.0
YPR105C	8.0
YPR106W	4.0
YPR107C	6.0
YPR108W	6.0
YPR108W-A	7.0
YPR109W	7.0
YPR110C	6.0
YPR111W	6.0
YPR112C	12.0
YPR113W	5.0
YPR114W	3.0
YPR115W	8.0
YPR116W	5.0
YPR117W	4.0
YPR118W	9.0
YPR119W	5.0
YPR120C	6.0
YPR121W	5.0
YPR122W	4.0
YPR123C	8.0
YPR124W	3.0
YPR125W	11.0
YPR126C	5.0
YPR127W	6.0
YPR128C	6.0
YPR129W	4.0
YPR130C	6.0
YPR131C	4.0
YPR132W	10.0
YPR133C	5.0
YPR133W-A	7.0
YPR134W	3.0
YPR135W	6.0
YPR136C	4.0
YPR137W	5.0
YPR138C	5.0
YPR139C	3.0
YPR140W	8.0
YPR141C	5.5
YPR142C	5.0
YPR143W	9.0
YPR144C	5.0
YPR145W	2.0
YPR146C	4.0
YPR147C	9.0
YPR148C	8.0
YPR149W	6.0
YPR150W	6.0
YPR151C	7.0
YPR152C	9.0
YPR153W	3.0
YPR154W	5.0
YPR155C	5.0
YPR156C	7.0
YPR157W	6.0
YPR158W	6.0
YPR159C-A	10.0
YPR159W	6.0
YPR160W	6.0
YPR161C	4.0
YPR162C	3.0
YPR163C	6.0
YPR164W	8.0
YPR165W	10.0
YPR166C	6.0
YPR167C	4.0
YPR168W	4.0
YPR169W	4.0
YPR170C	3.0
YPR171W	6.0
YPR172W	8.0
YPR173C	5.0
YPR174C	11.0
YPR175W	6.0
YPR176C	8.0
YPR177C	7.0
YPR178W	6.0
YPR179C	6.0
YPR180W	5.0
YPR181C	5.0
YPR182W	3.0
YPR183W	4.0
YPR184W	3.0
YPR185W	6.0
YPR186C	7.0
YPR187W	17.0
YPR188C	3.0
YPR189W	4.0
YPR190C	4.0
YPR191W	6.0
YPR192W	5.0
YPR193C	5.0
YPR194C	5.0
YPR195C	6.0
YPR196W	5.0
YPR197C	3.0
YPR198W	8.0
YPR199C	6.0
YPR200C	7.0
YPR201W	5.0
